<doc id="wr_1760-02-27" attrs="word" year="1760" month="02" day="27" corpus="2">
<head id="h2_d427e2506">
Venedig	w1_d427e2510
9.	w1_d427e16846
pr.	w3_d427e16849
1.	w5_d427e16852
fl.	w7_d427e16855
25.	w9_d427e16858
kr.	w11_d427e16861
</list>
<p id="p48_d427e16866">
Bey	w1_d427e16870
Johann	w3_d427e16873
Jacob	w5_d427e16876
Lidl	w7_d427e16879
Kupfer=stechern	w9_d427e16882
im	w11_d427e16885
Doctor	w1_d427e16890
Deimlischen	w3_d427e16893
Haus	w5_d427e16896
neben	w7_d427e16899
der	w9_d427e16902
Heil.	w11_d427e16905
Drey	w13_d427e16909
faltigkeit	w1_d427e16914
ist	w3_d427e16917
zu	w5_d427e16920
haben:	w7_d427e16923
</p>
<p id="p50_d427e16926">
Neue	w1_d427e16930
und	w3_d427e16933
gecurate	w5_d427e16936
Land=karte	w7_d427e16939
des	w9_d427e16942
grossen	w11_d427e16945
Herzogtums	w1_d427e16950
Ober	w3_d427e16953
und	w5_d427e16956
Nieder=schlesien,	w7_d427e16959
und	w9_d427e16962
der	w1_d427e16967
Grafschaft	w3_d427e16970
Glatz,	w5_d427e16973
darinnen	w7_d427e16976
nicht	w9_d427e16979
allein	w11_d427e16982
alle	w13_d427e16986
darinn	w1_d427e16992
befindliche	w3_d427e16995
17.	w5_d427e16998
Fürstentümer,	w7_d427e17001
und	w9_d427e17004
die	w11_d427e17007
6.	w13_d427e17011
freye	w1_d427e17016
Standes=herrschaften,	w3_d427e17019
sondern	w5_d427e17022
auch	w7_d427e17025
alle	w9_d427e17028
Städte,	w1_d427e17033
Markt=flecken,	w3_d427e17036
Schlösser,	w5_d427e17039
Dörfer,	w7_d427e17042
ost-stationes,	w1_d427e17047
Berge,	w3_d427e17050
Wälder,	w5_d427e17053
Flüß	w7_d427e17056
rc.	w9_d427e17059
mit	w11_d427e17062
möglichstem	w1_d427e17068
Fleiß	w3_d427e17071
entworfen,	w5_d427e17074
auch	w7_d427e17077
mit	w9_d427e17080
Compas,	w11_d427e17083
und	w1_d427e17088
verschiedenen	w3_d427e17091
Maß=stäben	w5_d427e17094
bestens	w7_d427e17097
versehen,	w9_d427e17100
nebst	w1_d427e17105
einen	w3_d427e17108
Register,	w5_d427e17111
fein	w7_d427e17114
im	w9_d427e17117
Kupfer	w11_d427e17120
gestochen	w13_d427e17124
auf	w1_d427e17129
4.	w3_d427e17132
Regal=bögen,	w5_d427e17135
das	w7_d427e17138
Exemplar	w9_d427e17141
sauber	w11_d427e17144
illu	w13_d427e17148
minirt,	w1_d427e17154
und	w3_d427e17157
im	w5_d427e17160
Futterall	w7_d427e17163
pr.	w9_d427e17166
3.	w11_d427e17169
fl.	w13_d427e17173
30.	w15_d427e17176
kr.	w17_d427e17179
ob	w19_d427e17182
ne	w1_d427e17187
Futterall	w3_d427e17190
mit	w5_d427e17193
Register	w7_d427e17196
pr.	w9_d427e17199
3	w11_d427e17202
fl.	w13_d427e17206
30.	w15_d427e17209
kr.	w17_d427e17212
im	w19_d427e17215
Futterall	w1_d427e17220
mit	w3_d427e17223
Register	w5_d427e17226
pr.	w7_d427e17229
3.	w9_d427e17232
fl.	w11_d427e17235
45.	w13_d427e17239
kr.	w15_d427e17242
ohne	w17_d427e17245
Futterall	w1_d427e17250
und	w3_d427e17253
ohne	w5_d427e17256
Register	w7_d427e17259
pr.	w9_d427e17262
3.	w11_d427e17265
fl.	w13_d427e17269
</p>
<head id="h2_d427e17312">
RELATION	w1_d427e17316
Von	w1_d427e17321
der	w3_d427e17324
den	w5_d427e17327
20sten	w7_d427e17330
Febr.	w9_d427e17333
1760.	w11_d427e17336
durch	w13_d427e17340
den	w15_d427e17343
Hrn	w1_d427e17348
General=feld=marschall=leutenant	w3_d427e17351
Baron	w5_d427e17354
von	w7_d427e17357
Beck	w9_d427e17360
gegen	w1_d427e17366
das	w3_d427e17369
zwischen	w5_d427e17372
Cosdorf,	w7_d427e17375
Mulberg	w9_d427e17378
und	w11_d427e17381
Torgau	w13_d427e17385
unter	w15_d427e17388
Com	w17_d427e17391
mando	w1_d427e17396
des	w3_d427e17399
Hrn.	w5_d427e17402
Generalens	w7_d427e17405
von	w9_d427e17408
Zetteriez	w11_d427e17411
cantonirte	w13_d427e17415
feind	w15_d427e17418
liche	w1_d427e17423
Corps	w3_d427e17426
unternommenen	w5_d427e17429
Expedition.	w7_d427e17432
</head>
<p id="p4_d427e17435">
en	w1_d427e17439
19.	w3_d427e17442
um	w5_d427e17445
Mittag	w7_d427e17448
marschirten	w9_d427e17451
die	w11_d427e17454
beede	w13_d427e17458
Cavallerie=regimenter	w15_d427e17461
Erz=herzog	w1_d427e17466
Leopold	w3_d427e17469
und	w5_d427e17472
Darmstadt	w7_d427e17475
unter	w9_d427e17478
Commando	w11_d427e17481
des	w13_d427e17485
Ge	w15_d427e17488
neral=majors	w1_d427e17493
Viese,	w3_d427e17496
die	w5_d427e17499
Hussaren=regimenter	w7_d427e17502
Desoffy	w9_d427e17505
und	w11_d427e17508
Bethlem	w13_d427e17512
unter	w1_d427e17518
Anfuhrung	w3_d427e17521
des	w5_d427e17524
ältesten	w7_d427e17527
Obristens	w9_d427e17530
Hinzmann,	w11_d427e17533
4.	w13_d427e17537
Teutsche	w15_d427e17540
und	w17_d427e17543
4.	w1_d427e17548
Croatische	w3_d427e17551
Grenadier=compagnien,	w5_d427e17554
wie	w7_d427e17557
auch	w9_d427e17560
500.	w11_d427e17563
freywillige	w13_d427e17567
Croa	w15_d427e17570
ten	w1_d427e17575
unter	w3_d427e17578
dem	w5_d427e17581
Obristen	w7_d427e17584
Zettwiez,	w9_d427e17587
um	w11_d427e17590
kein	w13_d427e17594
Aufsehen	w15_d427e17597
zu	w17_d427e17600
machen,	w19_d427e17603
in	w21_d427e17606
möglichster	w1_d427e17611
Stille	w3_d427e17614
aus	w5_d427e17617
ihrem	w7_d427e17620
Quartier	w9_d427e17623
bis	w11_d427e17626
in	w13_d427e17630
und	w15_d427e17633
um	w17_d427e17636
Grossenhayn.	w19_d427e17639
</p>
<p id="p6_d427e17642">
Alle	w1_d427e17646
diese	w3_d427e17649
Trupen	w5_d427e17652
machten	w7_d427e17655
bis	w9_d427e17658
9.	w11_d427e17661
Uhr	w13_d427e17665
Abends=halt,	w15_d427e17668
um	w17_d427e17671
et	w19_d427e17674
was	w1_d427e17679
auszurasten,	w3_d427e17682
um	w5_d427e17685
10.	w7_d427e17688
Uhr	w9_d427e17691
brachen	w11_d427e17694
sie	w13_d427e17698
aber	w15_d427e17701
in	w17_d427e17704
2.	w19_d427e17707
Colonnen	w21_d427e17710
auf,	w23_d427e17713
wovon	w1_d427e17718
die	w3_d427e17721
eine,	w5_d427e17724
welche	w7_d427e17727
die	w9_d427e17730
Hussaren	w11_d427e17733
formirten,	w13_d427e17737
rechts	w15_d427e17740
bey	w17_d427e17743
Walda	w19_d427e17746
den	w21_d427e17749
Röder=fluß	w1_d427e17755
paßirte,	w3_d427e17758
die	w5_d427e17761
andere	w7_d427e17764
Colonne	w9_d427e17767
aber,	w11_d427e17770
so	w13_d427e17774
aus	w15_d427e17777
der	w17_d427e17780
Teutschen	w19_d427e17783
Cavallerie,	w1_d427e17788
nebst	w3_d427e17791
der	w5_d427e17794
National=infanterie,	w7_d427e17797
welche	w9_d427e17800
der	w11_d427e17803
Cavallerie	w13_d427e17807
auf	w15_d427e17810
Wagen	w1_d427e17815
nachfuhr,	w3_d427e17818
um	w5_d427e17821
mit	w7_d427e17824
derselben	w9_d427e17827
zu	w11_d427e17830
gleicher	w13_d427e17834
Zeit	w15_d427e17837
einzutreffen,	w17_d427e17840
bestunde,	w1_d427e17845
gienge	w3_d427e17848
bey	w5_d427e17851
Wildenheim	w7_d427e17854
links	w9_d427e17857
über	w11_d427e17860
gedachten	w13_d427e17864
Fluß,	w15_d427e17867
und	w17_d427e17870
in	w19_d427e17873
der	w1_d427e17879
Stadt	w3_d427e17882
Grossenhayn	w5_d427e17885
blieben	w7_d427e17888
die	w9_d427e17891
4.	w11_d427e17894
Teutsche	w13_d427e17898
Grenadiercompa	w15_d427e17901
gnien	w1_d427e17906
unter	w3_d427e17909
Commando	w5_d427e17912
des	w7_d427e17915
Majors	w9_d427e17918
Grafens	w11_d427e17921
d'Arberg	w13_d427e17925
stehen.	w15_d427e17928
Der	w17_d427e17931
General	w1_d427e17936
Simschön	w3_d427e17939
hingegen	w5_d427e17942
marschirte	w7_d427e17945
mit	w9_d427e17948
2000.	w11_d427e17951
Mann	w13_d427e17955
Jnfanterie	w15_d427e17958
und	w1_d427e17963
Cavallerie	w3_d427e17966
längs	w5_d427e17969
der	w7_d427e17972
Elbe	w9_d427e17975
hinunter	w11_d427e17978
bis	w13_d427e17982
gegen	w15_d427e17985
Meissen,	w17_d427e17988
und	w19_d427e17991
pous	w21_d427e17994
sirte	w1_d427e18000
seine	w3_d427e18003
Detaschements	w5_d427e18006
bis	w7_d427e18009
in	w9_d427e18012
die	w11_d427e18015
Gegend	w13_d427e18019
Riesa	w15_d427e18022
und	w17_d427e18025
Strehla,	w19_d427e18028
um	w21_d427e18031
den	w1_d427e18036
Feind	w3_d427e18039
dadurch	w5_d427e18042
zu	w7_d427e18045
allarmiren,	w9_d427e18048
und	w11_d427e18051
zu	w13_d427e18055
verhinderen,	w15_d427e18058
seine	w17_d427e18061
Retraite	w19_d427e18064
nicht	w1_d427e18069
etwann	w3_d427e18072
mit	w5_d427e18075
Fahr=zeugen	w7_d427e18078
über	w9_d427e18081
die	w11_d427e18084
Elbe	w13_d427e18088
nehmen	w15_d427e18091
zu	w17_d427e18094
können.	w19_d427e18097
</p>
<p id="p8_d427e18100">
Sobald	w1_d427e18104
obige	w3_d427e18107
2.	w5_d427e18110
Colonnen	w7_d427e18113
den	w9_d427e18116
Röder=fluß	w11_d427e18119
paßiret	w13_d427e18123
hatten,	w15_d427e18126
gien	w17_d427e18129
ge	w1_d427e18134
die	w3_d427e18137
erste	w5_d427e18140
rechts	w7_d427e18143
eine	w9_d427e18146
Stund	w11_d427e18149
seitwärts	w13_d427e18153
über	w15_d427e18156
Cosillenzgen	w17_d427e18159
gegen	w19_d427e18162
Cos	w21_d427e18165
dorf,	w1_d427e18170
um	w3_d427e18173
dem	w5_d427e18176
Frind	w7_d427e18179
zugleich	w9_d427e18182
in	w11_d427e18185
den	w13_d427e18189
Rucken	w15_d427e18192
und	w17_d427e18195
en	w19_d427e18198
Flanque	w21_d427e18201
zu	w23_d427e18204
kom	w25_d427e18208
men,	w1_d427e18214
die	w3_d427e18217
andere	w5_d427e18220
aber	w7_d427e18223
marschirte	w9_d427e18226
geraden	w11_d427e18229
Weegs	w13_d427e18233
auf	w15_d427e18236
der	w17_d427e18239
Post=strasse	w19_d427e18242
bis	w1_d427e18247
nach	w3_d427e18250
Cosdorf.	w5_d427e18253
</p>
<p id="p14_d427e18267">
Unterweegs	w1_d427e18271
vor	w3_d427e18274
Aubruch	w5_d427e18277
des	w7_d427e18280
Tages	w9_d427e18283
gelunge	w11_d427e18286
es	w13_d427e18290
denen	w15_d427e18293
diessei	w17_d427e18296
tigen	w1_d427e18301
Trupen,	w3_d427e18304
daß	w5_d427e18307
sie	w7_d427e18310
die	w9_d427e18313
erste	w11_d427e18316
feindliche	w13_d427e18320
Feld=wacht	w15_d427e18323
bey	w17_d427e18326
Borack	w19_d427e18329
ohne	w21_d427e18332
mindesten	w1_d427e18337
Bruit	w3_d427e18340
oder	w5_d427e18343
Allarm	w7_d427e18346
völlig	w9_d427e18349
aufhuben,	w11_d427e18352
und	w13_d427e18356
zu	w15_d427e18359
Gefangenen	w17_d427e18362
mach	w19_d427e18365
ten,	w1_d427e18371
die	w3_d427e18374
andere	w5_d427e18377
Feld=wacht	w7_d427e18380
zu	w9_d427e18383
Burgsdorf	w11_d427e18386
aber,	w13_d427e18390
wohin	w15_d427e18393
eben	w17_d427e18396
die	w19_d427e18399
neue	w21_d427e18402
zum	w1_d427e18407
Ablösen	w3_d427e18410
kame,	w5_d427e18413
wurde	w7_d427e18416
attaquiret,	w9_d427e18419
und	w11_d427e18422
der	w13_d427e18426
General	w15_d427e18429
Viese,	w17_d427e18432
der	w19_d427e18435
die	w1_d427e18440
Avant=garde	w3_d427e18443
commandirte,	w5_d427e18446
liesse	w7_d427e18449
solche	w9_d427e18452
bis	w11_d427e18455
nach	w13_d427e18459
Cosdorf	w15_d427e18462
verfoh	w17_d427e18465
</p>
<p id="p16_d427e18468">
gen,	w1_d427e18472
folglichen	w3_d427e18475
auch	w5_d427e18478
die	w7_d427e18481
mehresten	w9_d427e18484
davon	w11_d427e18487
zu	w13_d427e18491
Gefangenen	w15_d427e18494
machen.	w17_d427e18497
Da	w1_d427e18502
nun	w3_d427e18505
durch	w5_d427e18508
das	w7_d427e18511
beederseitige	w9_d427e18514
Feuer	w11_d427e18517
der	w13_d427e18521
feindliche	w15_d427e18524
General	w17_d427e18527
Zetteriez	w1_d427e18532
in	w3_d427e18535
Cosdorf	w5_d427e18538
allarmiret	w7_d427e18541
wurde,	w9_d427e18544
so	w11_d427e18547
gewann	w13_d427e18551
derselbe	w15_d427e18554
Zeit	w17_d427e18557
mit	w19_d427e18560
de	w21_d427e18563
nen	w1_d427e18569
bey	w3_d427e18572
sich	w5_d427e18575
im	w7_d427e18578
Ort	w9_d427e18581
gehabten	w11_d427e18584
Dragonern	w13_d427e18588
und	w15_d427e18591
Hussaren	w17_d427e18594
auszurucken,	w19_d427e18597
um	w1_d427e18602
die	w3_d427e18605
übrige	w5_d427e18608
Trupen	w7_d427e18611
ebenfalls	w9_d427e18614
in	w11_d427e18617
der	w13_d427e18621
Eil	w15_d427e18624
zu	w17_d427e18627
beordern.	w19_d427e18630
Der	w21_d427e18633
Ge	w23_d427e18636
neral	w1_d427e18641
Viese	w3_d427e18644
mit	w5_d427e18647
der	w7_d427e18650
Avant=garde	w9_d427e18653
hingegen	w11_d427e18656
drange	w13_d427e18660
in	w15_d427e18663
vollem	w17_d427e18666
Traß	w19_d427e18669
mit	w1_d427e18674
solcher	w3_d427e18677
Geschwindigkeit	w5_d427e18680
durch	w7_d427e18683
Cosdorf	w9_d427e18686
durch,	w11_d427e18689
und	w13_d427e18693
attaquirte	w15_d427e18696
den	w17_d427e18699
Feind	w1_d427e18705
en	w3_d427e18708
Fronte,	w5_d427e18711
da	w7_d427e18714
zu	w9_d427e18717
gleicher	w11_d427e18720
Zeit	w13_d427e18724
die	w15_d427e18727
beeden	w17_d427e18730
Hussaren=obristen	w19_d427e18733
Hinzmann,	w1_d427e18738
und	w3_d427e18741
Barco	w5_d427e18744
mit	w7_d427e18747
ihrer	w9_d427e18750
Colonne	w11_d427e18753
hervor	w13_d427e18757
brachen,	w15_d427e18760
und	w17_d427e18763
den	w19_d427e18766
Feinden	w1_d427e18771
Flanque	w3_d427e18774
und	w5_d427e18777
in	w7_d427e18780
Rucken	w9_d427e18783
nahmen,	w11_d427e18786
daß	w13_d427e18790
solchergestalt	w15_d427e18793
das	w17_d427e18796
zum	w19_d427e18799
Succurs	w1_d427e18804
sich	w3_d427e18807
genäherte	w5_d427e18810
feindl.	w7_d427e18813
Schmetauische	w9_d427e18816
Küraßier=regiment	w11_d427e18819
nebst	w13_d427e18823
einigen	w1_d427e18829
anderen	w3_d427e18832
aus	w5_d427e18835
denen	w7_d427e18838
Quartieren	w9_d427e18841
herbey	w11_d427e18844
geeilten	w13_d427e18848
Hussaren=escadrons	w15_d427e18851
völlig	w1_d427e18856
abgeschnitten	w3_d427e18859
wurde,	w5_d427e18862
denen	w7_d427e18865
auch	w9_d427e18868
unverzüglich	w11_d427e18871
einige	w13_d427e18875
Escadrons	w15_d427e18878
diesseitiger	w1_d427e18883
Hussaren,	w3_d427e18886
welche	w5_d427e18889
von	w7_d427e18892
einigen	w9_d427e18895
anderen	w11_d427e18898
Escadrons	w13_d427e18902
von	w15_d427e18905
Darm	w17_d427e18908
stadt	w1_d427e18913
und	w3_d427e18916
Erz=herzog	w5_d427e18919
Leopold	w7_d427e18922
soutenirt	w9_d427e18925
wurden,	w11_d427e18928
auf	w13_d427e18932
den	w15_d427e18935
Hals	w17_d427e18938
giengen,	w19_d427e18941
und	w1_d427e18947
selbige,	w3_d427e18950
wie	w5_d427e18953
sie	w7_d427e18956
ankamen,	w9_d427e18959
ohne	w11_d427e18962
ihnen	w13_d427e18966
Zeit	w15_d427e18969
zum	w17_d427e18972
Formiren	w19_d427e18975
zu	w21_d427e18978
las	w23_d427e18981
sen,	w1_d427e18986
in	w3_d427e18989
die	w5_d427e18992
Flucht	w7_d427e18995
schlugen,	w9_d427e18998
da	w11_d427e19001
unterdessen	w13_d427e19005
der	w15_d427e19008
General	w17_d427e19011
Viese,	w19_d427e19014
und	w21_d427e19017
mehr	w1_d427e19022
gemeldte	w3_d427e19025
beede	w5_d427e19028
Hussaren=obriste	w7_d427e19031
dem	w9_d427e19034
feindlichen	w11_d427e19037
General	w13_d427e19041
Zettericz,	w15_d427e19044
uneracht	w1_d427e19049
dieser	w3_d427e19052
von	w5_d427e19055
allen	w7_d427e19058
Gefangenen	w9_d427e19061
bedauert	w11_d427e19064
werdende	w13_d427e19068
General	w15_d427e19071
aller	w17_d427e19074
denkliche	w1_d427e19080
Mühe	w3_d427e19083
und	w5_d427e19086
Tapferkeit	w7_d427e19089
angewendet	w9_d427e19092
hat,	w11_d427e19095
die	w13_d427e19099
Trupen	w15_d427e19102
zu	w17_d427e19105
ver	w19_d427e19108
sammlen,	w1_d427e19113
solche	w3_d427e19116
zum	w5_d427e19119
Stehen	w7_d427e19122
zu	w9_d427e19125
bringen,	w11_d427e19128
und	w13_d427e19132
ihnen	w15_d427e19135
letztlich	w17_d427e19138
die	w19_d427e19141
Retrai	w21_d427e19144
te	w1_d427e19149
zu	w3_d427e19152
bedecken,	w5_d427e19155
dannoch	w7_d427e19158
mit	w9_d427e19161
seinen	w11_d427e19164
Hussaren	w13_d427e19168
und	w15_d427e19171
Dragonern	w17_d427e19174
culbutir	w19_d427e19177
ten,	w1_d427e19182
und	w3_d427e19185
ihn	w5_d427e19188
selbst	w7_d427e19191
nebst	w9_d427e19194
6.	w11_d427e19197
Officiers	w13_d427e19201
zu	w15_d427e19204
Gefangenen	w17_d427e19207
machten,	w19_d427e19210
wobey	w21_d427e19213
auch	w23_d427e19216
der	w1_d427e19222
Leutenant	w3_d427e19225
Marfey	w5_d427e19228
vom	w7_d427e19231
Desosischen	w9_d427e19234
Hussaren=regiment	w11_d427e19237
1.	w13_d427e19241
Estan	w15_d427e19244
darte	w1_d427e19249
erbeutet	w3_d427e19252
hat,	w5_d427e19255
hiernächst	w7_d427e19258
seynd	w9_d427e19261
sodann	w11_d427e19264
auch	w13_d427e19268
die	w15_d427e19271
Hussaren	w17_d427e19274
und	w19_d427e19277
Cavallerie=regimenter,	w1_d427e19282
wie	w3_d427e19285
auch	w5_d427e19288
der	w7_d427e19291
Obrist	w9_d427e19294
Zettwicz	w11_d427e19297
mit	w13_d427e19301
der	w15_d427e19304
Jnfante	w17_d427e19307
rie	w1_d427e19312
auf	w3_d427e19315
die	w5_d427e19318
noch	w7_d427e19321
da	w9_d427e19324
und	w11_d427e19327
dort	w13_d427e19331
aus	w15_d427e19334
denen	w17_d427e19337
Cantonirungs=quartieren	w19_d427e19340
sich	w21_d427e19343
zusammen	w1_d427e19349
ziehen,	w3_d427e19352
und	w5_d427e19355
bey	w7_d427e19358
Blumberg	w9_d427e19361
stehen	w11_d427e19364
gewollt	w13_d427e19368
feindliche	w15_d427e19371
Tru	w17_d427e19374
pen	w1_d427e19379
anzurucken	w3_d427e19382
beordert	w5_d427e19385
worden;	w7_d427e19388
allein	w9_d427e19391
jene	w11_d427e19394
haben	w13_d427e19398
sich	w15_d427e19401
zersprengter	w17_d427e19404
ohne	w1_d427e19409
Aufenthalt	w3_d427e19412
in	w5_d427e19415
gröster	w7_d427e19418
Eil	w9_d427e19421
theils	w11_d427e19424
nach	w13_d427e19428
Torgau,	w15_d427e19431
theils	w17_d427e19434
gegen	w19_d427e19437
Wüt	w21_d427e19440
ten	w1_d427e19445
</p>
<p id="p20_d427e19450">
tenberg	w1_d427e19454
retiriret,	w3_d427e19457
und	w5_d427e19460
seynd	w7_d427e19463
von	w9_d427e19466
ihnen	w11_d427e19469
noch	w13_d427e19473
viele	w15_d427e19476
auf	w17_d427e19479
der	w19_d427e19482
Flucht	w21_d427e19485
nieder	w23_d427e19488
gesäbelt,	w1_d427e19493
oder	w3_d427e19496
zu	w5_d427e19499
Gefangenen	w7_d427e19502
gemacht	w9_d427e19505
worden,	w11_d427e19508
wurden	w13_d427e19512
auch	w15_d427e19515
von	w17_d427e19518
denen	w19_d427e19521
selben	w1_d427e19526
noch	w3_d427e19529
viel	w5_d427e19532
mehrere	w7_d427e19535
abgenommen	w9_d427e19538
worden	w11_d427e19541
seyn,	w13_d427e19545
wann	w15_d427e19548
die	w17_d427e19551
diesseiti	w19_d427e19554
ge	w1_d427e19560
von	w3_d427e19563
dem	w5_d427e19566
weiten	w7_d427e19569
Marsche	w9_d427e19572
sehr	w11_d427e19575
abgemattete	w13_d427e19579
Pferde	w15_d427e19582
in	w17_d427e19585
die	w19_d427e19588
Länge	w21_d427e19591
hät	w23_d427e19594
ten	w1_d427e19599
folgen	w3_d427e19602
können.	w5_d427e19605
</p>
<p id="p22_d427e19608">
Alle	w1_d427e19612
feindliche	w3_d427e19615
Bagage,	w5_d427e19618
und	w7_d427e19621
die	w9_d427e19624
ganz	w11_d427e19627
neue	w13_d427e19631
Mondur	w15_d427e19634
für	w17_d427e19637
das	w19_d427e19640
Schme	w21_d427e19643
tauische	w1_d427e19648
Küraßier=regiment,	w3_d427e19651
welche	w5_d427e19654
eben	w7_d427e19657
hat	w9_d427e19660
ausgegeben	w11_d427e19663
werden	w13_d427e19667
sol	w15_d427e19670
len,	w1_d427e19675
ist	w3_d427e19678
durch	w5_d427e19681
die	w7_d427e19684
diesseitige	w9_d427e19687
Trupen	w11_d427e19690
erbeutet	w13_d427e19694
worden.	w15_d427e19697
</p>
<p id="p24_d427e19701">
Diesseits	w1_d427e19705
belauffet	w3_d427e19708
sich	w5_d427e19711
der	w7_d427e19714
ganze	w9_d427e19717
Verlust	w11_d427e19720
an	w13_d427e19724
Todten,	w15_d427e19727
Bleßirten,	w17_d427e19730
und	w1_d427e19735
Vermisseten	w3_d427e19738
auf	w5_d427e19741
45.	w7_d427e19744
Mann,	w9_d427e19747
und	w11_d427e19750
49.	w13_d427e19754
Pferd,	w15_d427e19757
die	w17_d427e19760
aus	w19_d427e19763
beyligender	w21_d427e19766
Verzeichnuß	w1_d427e19771
zu	w3_d427e19774
ersehen.	w5_d427e19777
</p>
<head id="h2_d427e19783">
Die	w1_d427e19787
Anzahl	w3_d427e19790
deren	w5_d427e19793
Gefangenen	w7_d427e19796
bestehet	w9_d427e19799
in	w11_d427e19802
1.	w1_d427e19807
General=major	w3_d427e19810
von	w5_d427e19813
Zettericz	w7_d427e19816
1.	w1_d427e19821
Capitain	w3_d427e19824
von	w5_d427e19827
Prinzen	w7_d427e19830
vom	w1_d427e19836
Bayreut	w3_d427e19839
1.	w1_d427e19844
Leutenant	w3_d427e19847
von	w5_d427e19850
Schetzel	w7_d427e19853
bleßirt	w1_d427e19858
Dragoner	w1_d427e19863
1.	w1_d427e19869
detto	w3_d427e19872
von	w5_d427e19875
Wuthenow	w7_d427e19878
Vildenhayn	w1_d427e19883
1.	w1_d427e19888
Leutenant	w3_d427e19891
von	w5_d427e19894
3	w7_d427e19897
von	w1_d427e19902
Schmetau	w3_d427e19905
1.	w1_d427e19911
detto	w3_d427e19914
von	w5_d427e19917
Bork	w7_d427e19920
Kuraßier	w1_d427e19925
1.	w1_d427e19930
detto	w3_d427e19933
von	w5_d427e19936
Crouhelm.	w7_d427e19939
Zusammen	w1_d427e19944
7.	w3_d427e19947
Officiers,	w5_d427e19950
und	w7_d427e19953
275.	w9_d427e19956
Unter=officiers	w11_d427e19959
und	w13_d427e19963
Reiter	w15_d427e19966
oder	w17_d427e19969
Hussaren.	w1_d427e19975
Was	w3_d427e19978
aber	w5_d427e19981
feindlicher	w7_d427e19984
Seits	w9_d427e19987
auf	w11_d427e19990
dem	w13_d427e19994
Platz	w15_d427e19997
geblieben,	w17_d427e20000
kan	w19_d427e20003
man	w1_d427e20008
positivè	w3_d427e20011
nicht	w5_d427e20014
wissen,	w7_d427e20017
ungefehr	w9_d427e20020
500.	w11_d427e20023
Stuck	w13_d427e20027
an	w15_d427e20030
Dienst	w17_d427e20033
und	w19_d427e20036
Zug	w21_d427e20039
oder	w1_d427e20044
Pack=pferden	w3_d427e20047
befinden	w5_d427e20050
sich	w7_d427e20053
unter	w9_d427e20056
der	w11_d427e20059
Beut.	w13_d427e20063
</head>
<p id="p4_d427e20066">
Der	w1_d427e20070
gute	w3_d427e20073
Will	w5_d427e20076
und	w7_d427e20079
Bravour,	w9_d427e20082
welche	w11_d427e20085
gesammte	w13_d427e20089
Trupen	w15_d427e20092
bey	w17_d427e20095
dieser	w19_d427e20098
Gelegenheit	w1_d427e20103
unerachtet	w3_d427e20106
der	w5_d427e20109
üblen	w7_d427e20112
Witterung,	w9_d427e20115
und	w11_d427e20118
des	w13_d427e20122
fatiquanten	w15_d427e20125
Marsches	w1_d427e20130
bezeiget,	w3_d427e20133
kan	w5_d427e20136
nicht	w7_d427e20139
genugsam	w9_d427e20142
gerühmet	w11_d427e20145
werden.	w13_d427e20149
Jnsonder	w15_d427e20152
heit	w1_d427e20158
aber	w3_d427e20161
verdienen	w5_d427e20164
der	w7_d427e20167
Herr	w9_d427e20170
General	w11_d427e20173
Viese,	w13_d427e20177
beede	w15_d427e20180
Hussaren=obriste	w17_d427e20183
Hinzmann	w1_d427e20188
und	w3_d427e20191
Barco,	w5_d427e20194
der	w7_d427e20197
Major	w9_d427e20200
Rapolt	w11_d427e20203
von	w13_d427e20207
Desoffy,	w15_d427e20210
der	w17_d427e20213
Major	w19_d427e20216
Haag	w1_d427e20221
von	w3_d427e20224
Erz=herzog	w5_d427e20227
Leopold,	w7_d427e20230
welcher	w9_d427e20233
die	w11_d427e20236
Avant=garde	w13_d427e20240
geführet,	w15_d427e20243
und	w17_d427e20246
die	w1_d427e20251
Rittmeistere	w3_d427e20254
Herzog	w5_d427e20257
und	w7_d427e20260
Gerlach,	w9_d427e20263
wie	w11_d427e20266
auch	w13_d427e20270
der	w15_d427e20273
Haupt=mann	w17_d427e20276
de	w19_d427e20279
Roßin,	w1_d427e20285
und	w3_d427e20288
die	w5_d427e20291
Subaltern=officiers,	w7_d427e20294
die	w9_d427e20297
sie	w11_d427e20300
bey	w13_d427e20304
sich	w15_d427e20307
gehabt,	w17_d427e20310
vorzug	w19_d427e20313
lich	w1_d427e20318
gelobt	w3_d427e20321
zu	w5_d427e20324
werden.	w7_d427e20327
</p>
<p id="p6_d427e20330">
Die	w1_d427e20334
beede	w3_d427e20337
Cavallerie=regimenter	w5_d427e20340
unter	w7_d427e20343
Anführung	w9_d427e20346
ihrer	w11_d427e20349
Obri	w13_d427e20353
sten	w1_d427e20358
Bugnietti	w3_d427e20361
und	w5_d427e20364
Hofmann,	w7_d427e20367
und	w9_d427e20370
zwar	w11_d427e20373
das	w13_d427e20377
Erz=herzog	w15_d427e20380
Leopoldische	w17_d427e20383
ohne	w19_d427e20386
Küraß	w1_d427e20391
haben	w3_d427e20394
mit	w5_d427e20397
Erhaltung	w7_d427e20400
beständiger	w9_d427e20403
Ordnung	w11_d427e20406
so	w13_d427e20410
geschwind,	w15_d427e20413
wie	w17_d427e20416
die	w1_d427e20422
Hussaren	w3_d427e20425
agirt,	w5_d427e20428
