<doc id="wr_1762-08-25" attrs="word" year="1762" month="08" day="25" corpus="2">
<head id="h2_d685e2142">
Lisabon	w1_d685e2146
Seite	w13_d685e16640
zu	w15_d685e16643
bringen.	w1_d685e16648
Aber	w3_d685e16651
auch	w5_d685e16654
hier	w7_d685e16657
war	w9_d685e16660
man	w11_d685e16663
ihm	w13_d685e16667
zu	w15_d685e16670
vor	w1_d685e16675
gekommen.	w3_d685e16678
Alles	w5_d685e16681
hatte	w7_d685e16684
der	w9_d685e16687
Kaiserin	w11_d685e16690
alleinige	w1_d685e16696
Ober=herrschaft	w3_d685e16699
erkannt,	w5_d685e16702
und	w7_d685e16705
kaum	w9_d685e16708
warf	w1_d685e16713
er	w3_d685e16716
Anker,	w5_d685e16719
als	w7_d685e16722
ihm	w9_d685e16725
die	w11_d685e16728
Schildwache	w13_d685e16732
zu	w15_d685e16735
rief,	w1_d685e16740
sich	w3_d685e16743
zu	w5_d685e16746
entfernen,	w7_d685e16749
oder	w9_d685e16752
der	w11_d685e16755
Canonen	w13_d685e16759
kugeln	w1_d685e16764
gewärtig	w3_d685e16767
zu	w5_d685e16770
seyn.	w7_d685e16773
Er	w9_d685e16776
eilte	w11_d685e16779
also	w13_d685e16783
wie	w15_d685e16786
der	w1_d685e16792
nach	w3_d685e16795
Oranienbaum	w5_d685e16798
zurück.	w7_d685e16801
Die	w9_d685e16804
daselbst	w11_d685e16807
befindliche	w1_d685e16812
wenige	w3_d685e16815
Militz,	w5_d685e16818
und	w7_d685e16821
etwa	w9_d685e16824
600.	w11_d685e16827
Hollsteiner	w1_d685e16832
waren	w3_d685e16835
zum	w5_d685e16838
Widerstand	w7_d685e16841
viel	w9_d685e16844
zu	w11_d685e16847
schwach.	w1_d685e16852
Die	w3_d685e16855
Kaiserin	w5_d685e16858
und	w7_d685e16861
die	w9_d685e16864
Fürstin	w11_d685e16867
v.	w13_d685e16871
Aschkof	w1_d685e16877
in	w3_d685e16880
militarischer	w5_d685e16883
Kleidung,	w7_d685e16886
nebst	w9_d685e16889
dem	w11_d685e16892
Feld=marschall	w1_d685e16897
Rasumofsky,	w3_d685e16900
dem	w5_d685e16903
Prinzen	w7_d685e16906
von	w1_d685e16911
Wolkonsky	w3_d685e16914
und	w5_d685e16917
General	w7_d685e16920
von	w9_d685e16923
Villebois	w11_d685e16926
näherten	w1_d685e16931
sich.	w3_d685e16934
Er	w5_d685e16937
suchte	w7_d685e16940
also	w9_d685e16943
vergeblich	w11_d685e16946
einen	w1_d685e16952
Vergleich	w3_d685e16955
zu	w5_d685e16958
treffen.	w7_d685e16961
Er	w9_d685e16964
schrieb	w11_d685e16967
an	w13_d685e16971
die	w1_d685e16976
Kaiserin,	w3_d685e16979
erhielt	w5_d685e16982
aber	w7_d685e16985
keine	w9_d685e16988
andere	w11_d685e16991
Ant	w13_d685e16995
wort,	w1_d685e17000
als	w3_d685e17003
daß	w5_d685e17006
der	w7_d685e17009
General	w9_d685e17012
Jsmailof	w11_d685e17015
abge	w13_d685e17019
sandt	w1_d685e17024
wurde,	w3_d685e17027
ihn	w5_d685e17030
zu	w7_d685e17033
arrestiren.	w9_d685e17036
Dieser	w1_d685e17042
nahm	w1_d685e17047
ihm	w3_d685e17050
den	w5_d685e17053
Orden	w7_d685e17056
ab,	w9_d685e17059
und	w11_d685e17062
führte	w13_d685e17066
ihn	w15_d685e17069
nach	w17_d685e17072
Petershof,	w1_d685e17077
wo	w3_d685e17080
er	w5_d685e17083
in	w7_d685e17086
eben	w9_d685e17089
dem	w11_d685e17092
Zimmer,	w13_d685e17096
wel	w15_d685e17099
ches	w1_d685e17104
er	w3_d685e17107
vorher	w5_d685e17110
als	w7_d685e17113
Großherzog	w9_d685e17116
bewohnet,	w11_d685e17119
be	w13_d685e17123
wacht,	w1_d685e17129
und	w3_d685e17132
dem	w5_d685e17135
Vernehmen	w7_d685e17138
nach	w9_d685e17141
bald	w11_d685e17144
darauf	w13_d685e17148
nach	w1_d685e17153
der	w3_d685e17156
Festung	w5_d685e17159
Schlüsselburg	w7_d685e17162
an	w9_d685e17165
dem	w11_d685e17168
See	w13_d685e17172
Ladoga	w1_d685e17177
zehen	w3_d685e17180
deutsche	w5_d685e17183
Meilen	w7_d685e17186
von	w9_d685e17189
Peters	w11_d685e17192
burg	w1_d685e17197
gebracht	w3_d685e17200
wurde.	w5_d685e17203
</p>
<p id="p12_d685e17207">
Auf	w1_d685e17211
diese	w3_d685e17214
Art	w5_d685e17217
war	w7_d685e17220
den	w9_d685e17223
10.	w11_d685e17226
Abends	w13_d685e17230
um	w15_d685e17233
7.	w17_d685e17236
Uhr	w1_d685e17241
alles	w3_d685e17244
vorbey,	w5_d685e17247
und	w7_d685e17250
in	w9_d685e17253
weniger	w11_d685e17256
als	w13_d685e17260
2.	w15_d685e17263
Tagen	w1_d685e17268
diese	w3_d685e17271
grosse	w5_d685e17274
Veränderung	w7_d685e17277
ohne	w9_d685e17280
eini	w11_d685e17283
ges	w1_d685e17289
Blutvergiessen,	w3_d685e17292
und	w5_d685e17295
ohne	w7_d685e17298
die	w9_d685e17301
mindeste	w11_d685e17304
Unordnung	w1_d685e17309
vollbracht.	w3_d685e17312
Die	w5_d685e17315
Kaiserin	w7_d685e17318
kam	w9_d685e17321
</p>
<p id="p14_d685e17324">
den	w1_d685e17328
11.	w3_d685e17331
um	w5_d685e17334
Nittags=zeit	w7_d685e17337
unter	w9_d685e17340
Begleitung	w11_d685e17343
ihrer	w1_d685e17348
ganzen	w3_d685e17351
Hofstaat,	w5_d685e17354
und	w7_d685e17357
ihrer	w9_d685e17360
Trupen	w11_d685e17363
wieder	w1_d685e17368
zu	w3_d685e17371
Petersburg	w5_d685e17374
in	w7_d685e17377
dem	w9_d685e17380
Sommerpal	w11_d685e17383
last	w1_d685e17389
an.	w3_d685e17392
Seitdem	w5_d685e17395
lassen	w7_d685e17398
sich	w9_d685e17401
Jhro	w11_d685e17404
Majestät	w13_d685e17408
die	w1_d685e17413
Sorgfalt	w3_d685e17416
für	w5_d685e17419
Dero	w7_d685e17422
Regierung	w9_d685e17425
besonders	w11_d685e17428
angelegen	w1_d685e17433
seyn.	w3_d685e17436
Den	w5_d685e17439
12.	w7_d685e17442
und	w9_d685e17445
13.	w11_d685e17448
erschie	w13_d685e17452
nen	w1_d685e17457
dieselbe	w3_d685e17460
im	w5_d685e17463
Senat,	w7_d685e17466
und	w9_d685e17469
liessen	w11_d685e17472
die	w13_d685e17476
älte	w15_d685e17479
ste	w1_d685e17485
Rechtshändel	w3_d685e17488
entscheiden.	w5_d685e17491
Nämlichen	w7_d685e17494
Tages	w1_d685e17499
legten	w3_d685e17502
die	w5_d685e17505
auswärtige	w7_d685e17508
Gesandten	w9_d685e17511
ihre	w11_d685e17514
Glückwünsche	w1_d685e17519
ab.	w3_d685e17522
Der	w5_d685e17525
älteste	w7_d685e17528
Herr	w9_d685e17531
Orlof	w11_d685e17534
ist	w1_d685e17539
General=leutenant	w3_d685e17542
und	w5_d685e17545
Cammer=herr	w7_d685e17548
geworden,	w1_d685e17554
und	w3_d685e17557
hat	w5_d685e17560
den	w7_d685e17563
St.	w9_d685e17566
Alexanderor	w11_d685e17569
den,	w1_d685e17574
so	w3_d685e17577
wie	w5_d685e17580
die	w7_d685e17583
Fürstin	w9_d685e17586
von	w11_d685e17589
Aschkof	w13_d685e17593
den	w15_d685e17596
St.	w17_d685e17599
Catharinen=orden	w1_d685e17604
erhalten.	w3_d685e17607
Alles	w5_d685e17610
ist	w7_d685e17613
vol	w9_d685e17616
ler	w1_d685e17621
Freude,	w3_d685e17624
und	w5_d685e17627
die	w7_d685e17630
Ruhe	w9_d685e17633
völlig	w11_d685e17636
hergestellt.	w13_d685e17640
</p>
<p id="p16_d685e17643">
Es	w1_d685e17647
ist	w3_d685e17650
das	w5_d685e17653
geweste	w7_d685e17656
Post=haus	w9_d685e17659
in	w11_d685e17662
Perschling,	w13_d685e17666
so	w15_d685e17669
in	w1_d685e17674
9.	w3_d685e17677
schönen	w5_d685e17680
Zimmern,	w7_d685e17683
einer	w9_d685e17686
Haus=capellen,	w11_d685e17689
ei	w13_d685e17693
ner	w1_d685e17698
grossen	w3_d685e17701
Kuchel	w5_d685e17704
samt	w7_d685e17707
Speis,	w9_d685e17710
einem	w11_d685e17713
Haus=keller,	w13_d685e17717
einem	w1_d685e17723
Jnleut=zimmer,	w3_d685e17726
einer	w5_d685e17729
Kammer	w7_d685e17732
und	w9_d685e17735
Fleisch	w11_d685e17738
kämmerl,	w1_d685e17743
einem	w3_d685e17746
Pferd=stall	w5_d685e17749
auf	w7_d685e17752
7.	w9_d685e17755
Pferde,	w11_d685e17758
einem	w13_d685e17762
Kühe=stall	w1_d685e17767
auf	w3_d685e17770
8	w5_d685e17773
Stuck,	w7_d685e17776
2.	w9_d685e17779
grossen	w11_d685e17782
Baum=garten,	w13_d685e17786
und	w1_d685e17791
einem	w3_d685e17794
Kuchel=garten,	w5_d685e17797
worinn	w7_d685e17800
über	w9_d685e17803
200.	w11_d685e17806
Zwär	w13_d685e17810
gel=bäume	w1_d685e17816
von	w3_d685e17819
besten	w5_d685e17822
Obst,	w7_d685e17825
einer	w9_d685e17828
Holz	w11_d685e17831
und	w13_d685e17835
Wagen	w15_d685e17838
schupfen	w1_d685e17843
bestehend,	w3_d685e17846
worzu	w5_d685e17849
9.	w7_d685e17852
Joch	w9_d685e17855
Aecker,	w11_d685e17858
3.	w13_d685e17862
Tag	w15_d685e17865
werk=wisen,	w1_d685e17870
2.	w3_d685e17873
Vicitel	w5_d685e17876
Weingärten	w7_d685e17879
gehörig,	w9_d685e17882
den	w11_d685e17885
2.	w13_d685e17889
Sept.	w1_d685e17894
Vormittag	w3_d685e17897
um	w5_d685e17900
9.	w7_d685e17903
Uhr	w9_d685e17906
in	w11_d685e17909
dero	w13_d685e17913
eigenen	w15_d685e17916
Be	w17_d685e17919
hausung	w1_d685e17925
den	w3_d685e17928
Meistbietenden	w5_d685e17931
licitaudo	w7_d685e17934
zu	w9_d685e17937
verkauffen.	w11_d685e17940
Es	w1_d685e17945
sind	w3_d685e17948
auch	w5_d685e17951
überländ	w7_d685e17954
Grund=stücke,	w9_d685e17957
als	w11_d685e17960
Aecker,	w13_d685e17964
Wiesen,	w1_d685e17969
Weingärten,	w3_d685e17972
ein	w5_d685e17975
grosser	w7_d685e17978
Keller,	w9_d685e17981
Preß	w11_d685e17984
und	w1_d685e17989
Stadel	w3_d685e17992
zu	w5_d685e17995
verkauffen.	w7_d685e17998
</p>
<p id="p18_d685e18001">
Auf	w1_d685e18005
Verordnung	w3_d685e18008
eines	w5_d685e18011
Hochlöbl.	w7_d685e18014
in	w9_d685e18017
Wechsel	w11_d685e18020
sachen	w1_d685e18025
aus	w3_d685e18028
Regierung	w5_d685e18031
aufgestellten	w7_d685e18034
Judicii	w9_d685e18037
Deleg-	w11_d685e18040
wird	w1_d685e18045
den	w3_d685e18048
31.	w5_d685e18051
Augusti	w7_d685e18054
Vormittag	w9_d685e18057
von	w11_d685e18060
9.	w13_d685e18064
bis	w15_d685e18067
12.	w17_d685e18070
Nachmittag	w1_d685e18076
aber	w3_d685e18079
von	w5_d685e18082
3.	w7_d685e18085
bis	w9_d685e18088
6.	w11_d685e18091
Uhr	w13_d685e18095
verschiedentlich	w15_d685e18098
kostbarer	w1_d685e18103
Geschmuck,	w3_d685e18106
als	w5_d685e18109
eine	w7_d685e18112
von	w9_d685e18115
Gold	w11_d685e18118
mit	w13_d685e18122
Bril	w15_d685e18125
lanten	w1_d685e18130
garnirte	w3_d685e18133
Frauenzimmer=repetir=sack=Uhr	w5_d685e18136
samt	w1_d685e18141
Hagen,	w3_d685e18144
dann	w5_d685e18147
ein	w7_d685e18150
mit	w9_d685e18153
7.	w11_d685e18156
grossen	w13_d685e18160
und	w15_d685e18163
vielen	w17_d685e18166
kleinen	w1_d685e18172
Brillanten	w3_d685e18175
zierlich	w5_d685e18178
garnirter	w7_d685e18181
Geschmuck,	w9_d685e18184
und	w1_d685e18189
9.	w3_d685e18192
deto	w5_d685e18195
einsteinige	w7_d685e18198
grosse	w9_d685e18201
Einsteck	w11_d685e18204
nadeln,	w13_d685e18208
wie	w15_d685e18211
auch	w1_d685e18216
mit	w3_d685e18219
grossen	w5_d685e18222
Brillanten	w7_d685e18225
garnirte	w9_d685e18228
Pendanten,	w11_d685e18231
nebst	w1_d685e18236
einigen	w3_d685e18239
deto	w5_d685e18242
Ringen	w7_d685e18245
und	w9_d685e18248
anderen	w11_d685e18251
von	w13_d685e18255
Silber	w15_d685e18258
und	w1_d685e18264
Gold	w3_d685e18267
vorfindigen	w5_d685e18270
Sachen,	w7_d685e18273
besonders	w9_d685e18276
aber	w11_d685e18279
in	w13_d685e18283
so	w1_d685e18288
vielen	w3_d685e18291
reichen,	w5_d685e18294
glat	w7_d685e18297
seidenen,	w9_d685e18300
gros	w11_d685e18303
de	w13_d685e18307
tournen,	w15_d685e18310
proschirten,	w1_d685e18315
und	w3_d685e18318
sammeten	w5_d685e18321
HofStaats	w7_d685e18324
und	w9_d685e18327
Adrien	w11_d685e18330
kleidern,	w1_d685e18335
nicht	w3_d685e18338
weniger	w5_d685e18341
verschiedentliche	w7_d685e18344
Hofgär	w9_d685e18347
naturen	w1_d685e18353
von	w3_d685e18356
Brüßler	w5_d685e18359
und	w7_d685e18362
Niederländer=spitzen,	w9_d685e18365
und	w11_d685e18368
zwey	w1_d685e18373
Stuck	w3_d685e18376
Gold=reiche	w5_d685e18379
Zeug,	w7_d685e18382
endlichen	w9_d685e18385
einige	w11_d685e18388
neue	w1_d685e18393
grosse	w3_d685e18396
Türkische	w5_d685e18399
Tepicht	w7_d685e18402
dem	w9_d685e18405
Meist	w11_d685e18408
bietenden	w13_d685e18412
licitando	w1_d685e18417
in	w3_d685e18420
dem	w5_d685e18423
sogenannten	w7_d685e18426
Suttnerischen	w9_d685e18429
Hau	w11_d685e18432
se	w1_d685e18438
in	w3_d685e18441
der	w5_d685e18444
Singer	w7_d685e18447
strassen	w9_d685e18450
im	w11_d685e18453
ersten	w13_d685e18457
Stock	w15_d685e18460
gegen	w17_d685e18463
baa	w19_d685e18466
re	w1_d685e18471
Bezahlung	w3_d685e18474
verkauffet	w5_d685e18477
werden.	w7_d685e18480
</p>
</doc>
