<doc id="wr_1758-06-21" attrs="word" year="1758" month="06" day="21" corpus="2">
<head id="h2_d254e3304">
Cöln	w1_d254e3308
Original=bilder	w3_d254e17711
mit	w5_d254e17714
vergoldeten	w7_d254e17717
Ra	w9_d254e17720
men	w1_d254e17726
von	w3_d254e17729
berühmtesten	w5_d254e17732
Meistern,	w7_d254e17735
auf	w9_d254e17738
Kupfer	w11_d254e17741
platten,	w1_d254e17746
rot	w3_d254e17749
procatelene	w5_d254e17752
und	w7_d254e17755
raffetene	w9_d254e17758
Spa	w11_d254e17761
lier,	w1_d254e17766
rot	w3_d254e17769
damastene	w5_d254e17772
Sesseln,	w7_d254e17775
und	w9_d254e17778
Soffa,	w11_d254e17781
rot	w13_d254e17785
damastene	w1_d254e17790
Couvert=decken,	w3_d254e17793
samt	w5_d254e17796
Behtge	w7_d254e17799
wand,	w1_d254e17805
und	w3_d254e17808
Beht=statt,	w5_d254e17811
ein	w7_d254e17814
Metal=fein	w9_d254e17817
ver	w11_d254e17820
goldeter	w1_d254e17825
Lustre,	w3_d254e17828
eine	w5_d254e17831
schöne	w7_d254e17834
Bibliotheck	w9_d254e17837
von	w11_d254e17840
al	w13_d254e17844
lerhand	w1_d254e17849
guten	w3_d254e17852
Büchern,	w5_d254e17855
wie	w7_d254e17858
auch	w9_d254e17861
3.	w11_d254e17864
schöne	w13_d254e17868
harte	w1_d254e17873
Bücher=kästen	w3_d254e17876
mit	w5_d254e17879
Gläsern,	w7_d254e17882
(und	w9_d254e17885
seynd	w11_d254e17888
die	w1_d254e17894
Catalogi	w3_d254e17897
librorum	w5_d254e17900
auf	w7_d254e17903
der	w9_d254e17906
hohen	w11_d254e17909
Brucken	w1_d254e17914
in	w3_d254e17917
dem	w5_d254e17920
Buchhandlungs=laden	w7_d254e17923
bey	w9_d254e17926
dem	w1_d254e17931
goldenen	w3_d254e17934
Vlies	w5_d254e17937
täglich	w7_d254e17940
gratis	w9_d254e17943
zu	w11_d254e17946
haben,	w13_d254e17950
Vormittag	w1_d254e17955
von	w3_d254e17958
9.	w5_d254e17961
bis	w7_d254e17964
12.	w9_d254e17967
Uhr,	w11_d254e17970
und	w13_d254e17974
Nach	w15_d254e17977
mittag	w1_d254e17983
von	w3_d254e17986
3.	w5_d254e17989
bis	w7_d254e17992
6.	w9_d254e17995
Uhr,	w11_d254e17998
plus	w13_d254e18002
offerenti	w15_d254e18005
licitando	w1_d254e18010
verkauft	w3_d254e18013
werden.	w5_d254e18016
</p>
<p id="p14_d254e18019">
Es	w1_d254e18023
wird	w3_d254e18026
das	w5_d254e18029
in	w7_d254e18032
der	w9_d254e18035
Kruger=strassen	w11_d254e18038
am	w13_d254e18042
Platzel	w1_d254e18047
neben	w3_d254e18050
dem	w5_d254e18053
Wall=fisch	w7_d254e18056
gelegene	w9_d254e18059
soge	w11_d254e18062
nannte	w1_d254e18067
klein	w3_d254e18070
Sackische	w5_d254e18073
Haus,	w7_d254e18076
so	w9_d254e18079
aus	w11_d254e18082
zweyen	w13_d254e18086
Stöcken	w1_d254e18092
und	w3_d254e18095
einigen	w5_d254e18098
Zimmern	w7_d254e18101
zur	w9_d254e18104
ebenen	w11_d254e18107
Erd	w13_d254e18111
bestehet,	w1_d254e18116
samt	w3_d254e18119
Keller,	w5_d254e18122
Wagen=stellen	w7_d254e18125
und	w9_d254e18128
Stal	w11_d254e18131
</p>
<p id="p16_d254e18134">
lung	w1_d254e18138
für	w3_d254e18141
9.	w5_d254e18144
Pferde	w7_d254e18147
nebst	w9_d254e18150
allen	w11_d254e18153
sehr	w13_d254e18157
saubern	w15_d254e18160
ganz	w1_d254e18165
neuen	w3_d254e18168
Meubles,	w5_d254e18171
Spallieren,	w7_d254e18174
Sesseln,	w9_d254e18177
Ti	w11_d254e18180
schen,	w1_d254e18185
Kasten,	w3_d254e18188
Spiegeln,	w5_d254e18191
en	w7_d254e18194
Trumeaux,	w9_d254e18197
Beh	w11_d254e18200
ten	w1_d254e18206
und	w3_d254e18209
anderer	w5_d254e18212
Gerätschaft,	w7_d254e18215
wovon	w9_d254e18218
die	w11_d254e18221
Specification	w1_d254e18226
zu	w3_d254e18229
haben	w5_d254e18232
stehet,	w7_d254e18235
um	w9_d254e18238
einen	w11_d254e18241
billi	w13_d254e18245
gen	w1_d254e18250
Preiß	w3_d254e18253
an	w5_d254e18256
einem	w7_d254e18259
Liebhaber	w9_d254e18262
zu	w11_d254e18265
sublociren	w13_d254e18269
angebotten,	w1_d254e18274
und	w3_d254e18277
ist	w5_d254e18280
sich	w7_d254e18283
diesfalls	w9_d254e18286
in	w11_d254e18289
dem	w13_d254e18293
Hause	w15_d254e18296
selbst,	w1_d254e18302
wie	w3_d254e18305
auch	w5_d254e18308
an	w7_d254e18311
uns	w9_d254e18314
zu	w11_d254e18317
addressiren.	w13_d254e18321
Man	w15_d254e18324
ist	w1_d254e18329
auch	w3_d254e18332
gewillet,	w5_d254e18335
dieses	w7_d254e18338
Haus,	w9_d254e18341
da	w11_d254e18344
sich	w13_d254e18348
Lieb	w15_d254e18351
haber	w1_d254e18356
finden	w3_d254e18359
solten,	w5_d254e18362
Stock=weiß,	w7_d254e18365
oder	w9_d254e18368
wol	w11_d254e18371
gar	w1_d254e18376
Zimmer=weiß	w3_d254e18379
nebst	w5_d254e18382
denen	w7_d254e18385
Meubles	w9_d254e18388
zu	w11_d254e18391
vermieten.	w1_d254e18397
</p>
<p id="p18_d254e18400">
Von	w1_d254e18404
N.	w3_d254e18407
Richter	w5_d254e18410
und	w7_d254e18413
Raht	w9_d254e18416
der	w11_d254e18419
Lands=fürstl.	w13_d254e18423
Stadt	w1_d254e18428
Tuln	w3_d254e18431
wird	w5_d254e18434
hiemit	w7_d254e18437
jedermänniglich	w9_d254e18440
kund	w11_d254e18443
und	w1_d254e18448
zu	w3_d254e18451
wissen	w5_d254e18454
gemacht,	w7_d254e18457
daß	w9_d254e18460
nach	w11_d254e18463
dem	w13_d254e18467
zeitli	w15_d254e18470
chen	w1_d254e18476
Hintrit	w3_d254e18479
des	w5_d254e18482
Hochredlen	w7_d254e18485
Hrn.	w9_d254e18488
Anton	w11_d254e18491
Heg	w13_d254e18495
radt	w1_d254e18500
dessen	w3_d254e18503
hinterlassene	w5_d254e18506
Behausung	w7_d254e18509
zu	w9_d254e18512
Tuln	w11_d254e18515
auf	w1_d254e18520
dem	w3_d254e18523
breiten	w5_d254e18526
Markt	w7_d254e18529
nebst	w9_d254e18532
dem	w11_d254e18535
darzu	w13_d254e18539
ge	w15_d254e18542
hörigen	w1_d254e18547
Zuhaus	w3_d254e18550
und	w5_d254e18553
Stadl,	w7_d254e18556
und	w9_d254e18559
einem	w11_d254e18562
schö	w13_d254e18566
nen	w1_d254e18572
Obst=garten	w3_d254e18575
in	w5_d254e18578
der	w7_d254e18581
Stadt,	w9_d254e18584
dann	w11_d254e18587
einem	w13_d254e18591
viertel	w1_d254e18596
Hof	w3_d254e18599
in	w5_d254e18602
15.	w7_d254e18605
Joch	w9_d254e18608
Aeckern,	w11_d254e18611
Wiesen,	w13_d254e18615
und	w1_d254e18620
Kraut=gärten	w3_d254e18623
bestehend,	w5_d254e18626
und	w7_d254e18629
2.	w9_d254e18632
Viertel	w11_d254e18635
Weingärten	w1_d254e18640
im	w3_d254e18643
Freindorfer	w5_d254e18646
Gebürg	w7_d254e18649
den	w9_d254e18652
4ten	w11_d254e18655
nächst	w1_d254e18661
zutrettenden	w3_d254e18664
Monats	w5_d254e18667
Julii	w7_d254e18670
dem	w9_d254e18673
Meist	w11_d254e18676
biettenden	w1_d254e18681
licitando	w3_d254e18684
verkauft	w5_d254e18687
werden.	w7_d254e18690
Wer	w9_d254e18693
also	w1_d254e18698
Lust	w3_d254e18701
traget	w5_d254e18704
diese	w7_d254e18707
Behausung	w9_d254e18710
und	w11_d254e18713
Grund	w13_d254e18717
stücke	w1_d254e18722
entweders	w3_d254e18725
zusammen,	w5_d254e18728
oder	w7_d254e18731
jedes	w9_d254e18734
in	w11_d254e18737
sonderheit	w1_d254e18743
durch	w3_d254e18746
Licitations=kauf	w5_d254e18749
an	w7_d254e18752
sich	w9_d254e18755
zu	w11_d254e18758
bringen,	w1_d254e18763
derselbe	w3_d254e18766
kan	w5_d254e18769
sich	w7_d254e18772
an	w9_d254e18775
ob=bestimmten	w11_d254e18778
Tag	w1_d254e18783
frühe	w3_d254e18786
um	w5_d254e18789
9.	w7_d254e18792
Uhr,	w9_d254e18795
auf	w11_d254e18798
allhiesig	w13_d254e18802
gemei	w15_d254e18805
ner	w1_d254e18810
Stadt=rahts	w3_d254e18813
Canzley	w5_d254e18816
einfinden,	w7_d254e18819
und	w9_d254e18822
der	w11_d254e18825
Licitation	w1_d254e18831
abwarten.	w3_d254e18834
</p>
<p id="p20_d254e18837">
Dem	w1_d254e18841
Publico	w3_d254e18844
wird	w5_d254e18847
hiemit	w7_d254e18850
kund	w9_d254e18853
und	w11_d254e18856
zu	w13_d254e18860
wis	w15_d254e18863
sen	w1_d254e18868
gemacht,	w3_d254e18871
daß	w5_d254e18874
die	w7_d254e18877
Holzhandlungscom	w9_d254e18880
pagnie	w1_d254e18885
Gerechtigkeit	w3_d254e18888
in	w5_d254e18891
der	w7_d254e18894
K.	w9_d254e18897
K.	w11_d254e18900
und	w13_d254e18904
Landes	w15_d254e18907
fürstl.	w1_d254e18913
Stadt	w3_d254e18916
Steyr	w5_d254e18919
in	w7_d254e18922
Oesterreich	w9_d254e18925
ob	w11_d254e18928
der	w13_d254e18932
Enns	w1_d254e18937
una	w3_d254e18940
cum	w5_d254e18943
appertinentiis,	w7_d254e18946
als	w9_d254e18949
da	w11_d254e18952
seyne	w13_d254e18956
Häuser,	w1_d254e18961
Städl,	w3_d254e18964
Holtz=zeug	w5_d254e18967
Wägen,	w7_d254e18970
Geschirr,	w9_d254e18973
Grund=stücke,	w1_d254e18978
und	w3_d254e18981
dergleichen	w5_d254e18984
mehrere	w7_d254e18987
Zu	w9_d254e18990
gehörungen	w1_d254e18996
plus	w3_d254e18999
offerenti	w5_d254e19002
zum	w7_d254e19005
Verkauf	w9_d254e19008
stehe.	w11_d254e19011
wie	w1_d254e19016
nun	w3_d254e19019
die	w5_d254e19022
diesfällige	w7_d254e19025
Licitationstagsa	w9_d254e19028
tzung	w1_d254e19033
mit	w3_d254e19036
gemeinsamer	w5_d254e19039
Einverständnus	w7_d254e19042
der	w9_d254e19045
Interessenten	w1_d254e19050
auf	w3_d254e19053
den	w5_d254e19056
ersten	w7_d254e19059
künftigen	w9_d254e19062
Mo	w11_d254e19065
nats	w1_d254e19071
Julii	w3_d254e19074
fruhe	w5_d254e19077
um	w7_d254e19080
8.	w9_d254e19083
Uhr	w11_d254e19086
bestimmet	w13_d254e19090
ist,	w15_d254e19093
also	w1_d254e19098
werden	w3_d254e19101
die	w5_d254e19104
jenige	w7_d254e19107
Liebhabere,	w9_d254e19110
so	w11_d254e19113
zu	w13_d254e19117
die	w15_d254e19120
sem	w1_d254e19125
nutzbaren	w3_d254e19128
Werk	w5_d254e19131
Lust	w7_d254e19134
tragen,	w9_d254e19137
sich	w11_d254e19140
in	w13_d254e19144
vor	w15_d254e19147
bestimmter	w1_d254e19152
Zeit	w3_d254e19155
in	w5_d254e19158
dasigen	w7_d254e19161
Raht=haus	w9_d254e19164
ein	w11_d254e19167
zufinden	w1_d254e19173
belieben,	w3_d254e19176
damit	w5_d254e19179
der	w7_d254e19182
Kauf	w9_d254e19185
richtige	w11_d254e19188
g	w13_d254e19192
stellet	w1_d254e19197
werden	w3_d254e19200
möge.	w5_d254e19203
</p>
<head id="h2_d254e19302">
Cleve	w1_d254e19306
/	w3_d254e19309
4.	w1_d254e19314
Junii.	w3_d254e19317
</head>
<p id="p4_d254e19320">
Je	w1_d254e19324
Hanöverische	w3_d254e19327
Armee	w5_d254e19330
stehet	w7_d254e19333
nicht	w9_d254e19336
weil	w11_d254e19339
von	w1_d254e19346
Wesel,	w3_d254e19349
und	w5_d254e19352
man	w7_d254e19355
erwartet	w9_d254e19358
stündlich	w11_d254e19361
die	w1_d254e19366
Ankunft	w3_d254e19369
der	w5_d254e19372
schweren	w7_d254e19375
Artillerie.	w9_d254e19378
Den	w11_d254e19381
3	w13_d254e19385
dieses	w1_d254e19391
hörte	w3_d254e19394
man	w5_d254e19397
von	w7_d254e19400
der	w9_d254e19403
Seite,	w11_d254e19406
wo	w13_d254e19410
die	w15_d254e19413
Hano	w17_d254e19416
veraner	w1_d254e19421
den	w3_d254e19424
Rhein	w5_d254e19427
paßiret,	w7_d254e19430
stark	w9_d254e19433
canoniren,	w11_d254e19436
und	w1_d254e19441
man	w3_d254e19444
erfuhr,	w5_d254e19447
daß	w7_d254e19450
diese	w9_d254e19453
Canonade	w11_d254e19456
von	w13_d254e19460
denen	w15_d254e19463
Batterien	w1_d254e19468
geschehen,	w3_d254e19471
welch	w5_d254e19474
sie	w7_d254e19477
zur	w9_d254e19480
Bedeckung	w11_d254e19483
ihrer	w1_d254e19489
Schif=brücke	w3_d254e19492
errichtet	w5_d254e19495
halten.	w7_d254e19498
Die	w9_d254e19501
Ha	w11_d254e19504
növerische	w1_d254e19509
Armee,	w3_d254e19512
als	w5_d254e19515
sie	w7_d254e19518
von	w9_d254e19521
Dorsten	w11_d254e19524
auf	w13_d254e19528
brach,	w1_d254e19533
marschirte	w3_d254e19536
eigentlich	w5_d254e19539
in	w7_d254e19542
3.	w9_d254e19545
Colonnen.	w11_d254e19548
Die	w1_d254e19553
vom	w3_d254e19556
rechten	w5_d254e19559
Flügel	w7_d254e19562
rückte	w9_d254e19565
gegen	w11_d254e19568
Emme	w13_d254e19572
rich,	w1_d254e19578
das	w3_d254e19581
Centrum	w5_d254e19584
marschirte	w7_d254e19587
gegen	w9_d254e19590
Wesel,	w11_d254e19593
und	w1_d254e19598
die	w3_d254e19601
linke	w5_d254e19604
Colonne	w7_d254e19607
gieng	w9_d254e19610
über	w11_d254e19613
die	w13_d254e19617
Roer	w15_d254e19620
nach	w17_d254e19623
Kliserswerk	w1_d254e19628
und	w3_d254e19631
Düsseldorf.	w5_d254e19634
Se.	w7_d254e19637
Durchl.	w9_d254e19640
der	w1_d254e19645
Erb=prinz	w3_d254e19648
von	w5_d254e19651
Braunschweig	w7_d254e19654
und	w9_d254e19657
der	w11_d254e19660
Prinz	w1_d254e19666
von	w3_d254e19669
Holstein	w5_d254e19672
commandierten	w7_d254e19675
die	w9_d254e19678
rechte	w11_d254e19681
Colonne,	w1_d254e19686
sie	w3_d254e19689
liessen	w5_d254e19692
sie	w7_d254e19695
zum	w9_d254e19698
Theil	w11_d254e19701
durch	w13_d254e19705
Emme	w15_d254e19708
rich,	w1_d254e19713
zum	w3_d254e19716
Theil	w5_d254e19719
vorbey	w7_d254e19722
defiliren,	w9_d254e19725
und	w11_d254e19728
bey	w13_d254e19732
Elten	w15_d254e19735
versammeln,	w1_d254e19740
wo	w3_d254e19743
sich	w5_d254e19746
ein	w7_d254e19749
Lager	w9_d254e19752
formirten,	w11_d254e19755
wel	w13_d254e19759
ches	w1_d254e19765
sich	w3_d254e19768
an	w5_d254e19771
Serveuter	w7_d254e19774
anlehnte,	w9_d254e19777
und	w11_d254e19780
bis	w13_d254e19784
an	w15_d254e19787
den	w17_d254e19790
Rhein	w1_d254e19795
erstreckte.	w3_d254e19798
Bey	w5_d254e19801
dem	w7_d254e19804
sogenannten	w9_d254e19807
Tol	w11_d254e19810
huys	w1_d254e19815
wurde	w3_d254e19818
über	w5_d254e19821
den	w7_d254e19824
Rhein	w9_d254e19827
eine	w11_d254e19830
Brücke	w13_d254e19834
ge	w15_d254e19837
schlagen,	w1_d254e19842
über	w3_d254e19845
die	w5_d254e19848
der	w7_d254e19851
gröste	w9_d254e19854
Theil	w11_d254e19857
deren	w13_d254e19861
Tru	w15_d254e19864
ben	w1_d254e19870
marschiren	w3_d254e19873
muste,	w5_d254e19876
welche	w7_d254e19879
auf	w9_d254e19882
der	w11_d254e19885
Heide	w13_d254e19889
campiret	w1_d254e19894
hatten.	w3_d254e19897
Verschiedene	w5_d254e19900
Hussaren	w7_d254e19903
torps	w1_d254e19908
durchwabeten	w3_d254e19911
den	w5_d254e19914
Strohm,	w7_d254e19917
und	w9_d254e19920
zwan	w11_d254e19923
gen	w1_d254e19928
die	w3_d254e19931
Französischen	w5_d254e19934
Vor=posten	w7_d254e19937
zu	w9_d254e19940
weichen.	w11_d254e19943
Die	w1_d254e19949
Hanoveraner	w3_d254e19952
breiteten	w5_d254e19955
sich	w7_d254e19958
im	w9_d254e19961
Clevischen	w11_d254e19964
aus,	w1_d254e19969
dessen	w3_d254e19972
Haupt=stadt	w5_d254e19975
von	w7_d254e19978
denen	w9_d254e19981
Franzosen	w11_d254e19984
schon	w1_d254e19989
den	w3_d254e19992
2.	w5_d254e19995
dieses	w7_d254e19998
evacuiret	w9_d254e20001
worden.	w11_d254e20004
Die	w13_d254e20008
Französische	w1_d254e20013
Armee	w3_d254e20016
zogesich	w5_d254e20019
gestern	w7_d254e20022
in	w9_d254e20025
der	w11_d254e20028
G	w1_d254e20034
gend	w3_d254e20037
von	w5_d254e20040
Burick	w7_d254e20043
stark	w9_d254e20046
zusammen.	w11_d254e20049
Das	w13_d254e20053
Haupt=quartier	w1_d254e20058
des	w3_d254e20061
Hrn.	w5_d254e20064
Grafen	w7_d254e20067
von	w9_d254e20070
Cler	w11_d254e20073
Mont	w1_d254e20078
ist	w3_d254e20081
noch	w5_d254e20084
zu	w7_d254e20087
Rheinbergen,	w9_d254e20090
Wesel	w11_d254e20093
aber,	w13_d254e20097
weichen	w1_d254e20102
Ort	w3_d254e20105
die	w5_d254e20108
Hanoverauer	w7_d254e20111
zu	w9_d254e20114
belagern	w11_d254e20117
Mine	w1_d254e20123
machen,	w3_d254e20126
mit	w5_d254e20129
Lebens=mitteln,	w7_d254e20132
und	w9_d254e20135
einer	w11_d254e20138
zählreichen	w1_d254e20143
Artillerie	w3_d254e20146
versehen	w5_d254e20149
worden.	w7_d254e20152
Alle	w9_d254e20155
die	w1_d254e20160
Regimenter,	w3_d254e20163
welch	w5_d254e20166
bey	w7_d254e20169
Düsseldorf	w9_d254e20172
und	w11_d254e20175
und	w1_d254e20180
im	w3_d254e20183
Cölnischen	w5_d254e20186
gestanden,	w7_d254e20189
haben	w9_d254e20192
sich	w11_d254e20195
da	w13_d254e20199
hinauf	w1_d254e20205
gezogen,	w3_d254e20208
und	w5_d254e20211
man	w7_d254e20214
vermutet	w9_d254e20217
ehestens	w11_d254e20220
Nichricht	w1_d254e20225
von	w3_d254e20228
einem	w5_d254e20231
Treffen	w7_d254e20234
zu	w9_d254e20237
vernehmen.	w11_d254e20240
</p>
<head id="h2_d254e20247">
Dreßden	w1_d254e20251
9.	w3_d254e20254
Junii.	w5_d254e20257
</head>
<p id="p4_d254e20260">
Da	w1_d254e20264
der	w3_d254e20267
Weeg	w5_d254e20270
nach	w7_d254e20273
Freyberg	w9_d254e20276
sicher	w11_d254e20279
zu	w13_d254e20283
seyn	w15_d254e20286
scheinet,	w1_d254e20291
so	w3_d254e20294
seynd	w5_d254e20297
den	w7_d254e20300
3.	w9_d254e20303
die	w11_d254e20306
Schif=pontons,	w13_d254e20310
</p>
<p id="p6_d254e20313">
Munition,	w1_d254e20317
Feld=bäckerey	w3_d254e20320
und	w5_d254e20323
viele	w7_d254e20326
Vorspann	w9_d254e20329
wägen	w1_d254e20334
mit	w3_d254e20337
einer	w5_d254e20340
starken	w7_d254e20343
Bedeckung	w9_d254e20346
von	w11_d254e20349
Huf	w13_d254e20353
saren	w1_d254e20358
und	w3_d254e20361
Jnfanterie,	w5_d254e20364
nebst	w7_d254e20367
etlichen	w9_d254e20370
Canonen	w11_d254e20373
zu	w1_d254e20379
dem	w3_d254e20382
Prinz	w5_d254e20385
Heinrichischen	w7_d254e20388
Corpo	w9_d254e20391
marschiret.	w11_d254e20394
Auf	w1_d254e20399
der	w3_d254e20402
Dreßdner=heide	w5_d254e20405
hat	w7_d254e20408
sich	w9_d254e20411
abermals	w11_d254e20414
eine	w13_d254e20418
Parthey	w1_d254e20423
Kaiserl.	w3_d254e20426
Königl.	w5_d254e20429
Hussaren	w7_d254e20432
sehen	w9_d254e20435
las	w11_d254e20438
sen,	w1_d254e20443
weßwegen	w3_d254e20446
zu	w5_d254e20449
Neustadt	w7_d254e20452
die	w9_d254e20455
Ein	w11_d254e20458
und	w13_d254e20462
Aus	w15_d254e20465
paßirende	w1_d254e20471
genau	w3_d254e20474
beobachtet,	w5_d254e20477
und	w7_d254e20480
Nachts	w9_d254e20483
star	w11_d254e20486
ke	w1_d254e20491
Piquets	w3_d254e20494
ausgestellet	w5_d254e20497
werden.	w7_d254e20500
Aus	w9_d254e20503
Mag	w11_d254e20506
deburg	w1_d254e20511
ist	w3_d254e20514
in	w5_d254e20517
die	w7_d254e20520
Königl.	w9_d254e20523
Magazine	w11_d254e20526
viel	w13_d254e20530
Ge	w15_d254e20533
treide,	w1_d254e20538
und	w3_d254e20541
aus	w5_d254e20544
Berlin	w7_d254e20547
2.	w9_d254e20550
Wägen	w11_d254e20553
mit	w13_d254e20557
Mon	w15_d254e20560
tirungs=stücken,	w1_d254e20566
auch	w3_d254e20569
einigen	w5_d254e20572
Recruten	w7_d254e20575
unter	w9_d254e20578
einer	w1_d254e20583
kleinen	w3_d254e20586
Bedeckung	w5_d254e20589
angelanget.	w7_d254e20592
Von	w9_d254e20595
denen	w1_d254e20600
Kranken	w3_d254e20603
sterben	w5_d254e20606
fast	w7_d254e20609
jede	w9_d254e20612
Woche	w11_d254e20615
24.	w13_d254e20619
und	w1_d254e20624
mehr	w3_d254e20627
Personen.	w5_d254e20630
An	w7_d254e20633
denen	w9_d254e20636
Festungs	w11_d254e20639
werkern	w1_d254e20645
wird	w3_d254e20648
noch	w5_d254e20651
unaufhörlich	w7_d254e20654
gearbeitet.	w9_d254e20657
</p>
<head id="h2_d254e20663">
Rom	w1_d254e20667
5.	w3_d254e20670
Junii.	w5_d254e20673
</head>
<p id="p4_d254e20676">
Als	w1_d254e20680
in	w3_d254e20683
der	w5_d254e20686
am	w7_d254e20689
9.	w9_d254e20692
vorigen	w11_d254e20695
Monats	w13_d254e20699
von	w15_d254e20702
dem	w17_d254e20705
Cardinals=collegio	w1_d254e20710
gehaltenen	w3_d254e20713
fünften	w5_d254e20716
Con	w7_d254e20719
gregation	w1_d254e20724
die	w3_d254e20727
Zellen	w5_d254e20730
in	w7_d254e20733
dem	w9_d254e20736
Conclave	w11_d254e20739
durch	w13_d254e20743
das	w1_d254e20749
Loos	w3_d254e20752
ausgezogen	w5_d254e20755
worden,	w7_d254e20758
seynd	w9_d254e20761
die	w11_d254e20764
Nu	w13_d254e20768
mern	w1_d254e20773
also	w3_d254e20776
ausgefallen:	w5_d254e20779
Nro.	w7_d254e20782
1.	w9_d254e20785
der	w11_d254e20788
Cardinal	w13_d254e20792
Cavalchini;	w1_d254e20797
2.	w3_d254e20800
Guadagni;	w5_d254e20803
3.	w7_d254e20806
Rovero;	w9_d254e20809
4	w1_d254e20814
York;	w3_d254e20817
5.	w5_d254e20820
Bayern;	w7_d254e20823
6.	w9_d254e20826
Sersale;	w11_d254e20829
7.	w13_d254e20833
Ban	w15_d254e20836
chieri;	w1_d254e20842
8.	w3_d254e20845
Borghese;	w5_d254e20848
9.	w7_d254e20851
delle	w9_d254e20854
Lanze;	w11_d254e20857
10.	w13_d254e20861
Mosca;	w1_d254e20866
11.	w3_d254e20869
Galli;	w5_d254e20872
12.	w7_d254e20875
Rezzonico;	w9_d254e20878
13.	w11_d254e20881
Chi	w13_d254e20885
gi;	w1_d254e20890
14.	w3_d254e20893
Spinelli;	w5_d254e20896
15.	w7_d254e20899
Lante;	w9_d254e20902
16.	w11_d254e20905
Orsini;	w13_d254e20909
17.	w1_d254e20914
Paßionei;	w3_d254e20917
18.	w5_d254e20920
Archinto;	w7_d254e20923
19.	w9_d254e20926
Prospen	w11_d254e20929
Colonna	w1_d254e20935
di	w3_d254e20938
Sciara;	w5_d254e20941
20.	w7_d254e20944
Tamburini;	w9_d254e20947
21.	w11_d254e20950
Delci;	w1_d254e20955
22.	w3_d254e20958
Pozzobonelli;	w5_d254e20961
23.	w7_d254e20964
Argenvilliers;	w9_d254e20967
24.	w1_d254e20972
Crescenzi;	w3_d254e20975
25.	w5_d254e20978
d'Alsace;	w7_d254e20981
26.	w9_d254e20984
Sagripan	w11_d254e20987
te;	w1_d254e20992
27.	w3_d254e20995
Mendoza;	w5_d254e20998
28.	w7_d254e21001
dekuynes;	w9_d254e21004
29.	w11_d254e21007
Rodt;	w13_d254e21011
30.	w1_d254e21017
de	w3_d254e21020
Cardona;	w5_d254e21023
31.	w7_d254e21026
de	w9_d254e21029
Cordoua;	w11_d254e21032
32.	w13_d254e21036
Sal	w15_d254e21039
danha;	w1_d254e21044
33.	w3_d254e21047
Lamberg;	w5_d254e21050
34	w7_d254e21053
Doria;	w9_d254e21056
35.	w11_d254e21059
Cor	w13_d254e21063
sini;	w1_d254e21068
36.	w3_d254e21071
Tempi;	w5_d254e21074
37.	w7_d254e21077
Jmperiali;	w9_d254e21080
38.	w11_d254e21083
Mes	w13_d254e21087
mer;	w1_d254e21092
39.	w3_d254e21095
Malvezzi;	w5_d254e21098
40	w7_d254e21101
Paolucci;	w9_d254e21104
41.	w11_d254e21107
Ma	w13_d254e21111
noil;	w1_d254e21117
42.	w3_d254e21120
Alexander	w5_d254e21123
Albani;	w7_d254e21126
43.	w9_d254e21129
Stoppani;	w11_d254e21132
44.	w1_d254e21137
Bardi;	w3_d254e21140
45.	w5_d254e21143
Torreggiant;	w7_d254e21146
46.	w9_d254e21149
Ferroni;	w11_d254e21152
47.	w1_d254e21157
Delfino;	w3_d254e21160
48.	w5_d254e21163
Oddi;	w7_d254e21166
49.	w9_d254e21169
Portocarrero:	w11_d254e21172
50.	w1_d254e21177
Jo.	w3_d254e21180
Franc	w5_d254e21183
Albani;	w7_d254e21186
51.	w9_d254e21189
Hieronymus	w11_d254e21192
Colonna;	w1_d254e21198
52.	w3_d254e21201
de	w5_d254e21204
Gesvres;	w7_d254e21207
53	w9_d254e21210
de	w11_d254e21213
Tavannes:	w13_d254e21217
54.	w1_d254e21222
Durini;	w3_d254e21225
55.	w5_d254e21228
Serbelloni.	w7_d254e21231
Nach	w9_d254e21234
diesen	w11_d254e21237
Lossen	w1_d254e21242
seynd	w3_d254e21245
auch	w5_d254e21248
die	w7_d254e21251
gehobene	w9_d254e21254
Zellen	w11_d254e21257
von	w13_d254e21261
de	w15_d254e21264
nen	w1_d254e21269
anwesenden	w3_d254e21272
Cardinälen	w5_d254e21275
bezogen	w7_d254e21278
worden	w9_d254e21281
</p>
<p id="p8_d254e21286">
und	w1_d254e21290
die	w3_d254e21293
nach	w5_d254e21296
und	w7_d254e21299
nach	w9_d254e21302
Ankommende	w11_d254e21305
beziehen	w13_d254e21309
auch	w1_d254e21314
jedwederer	w3_d254e21317
sein	w5_d254e21320
ihme	w7_d254e21323
zu	w9_d254e21326
Theil	w11_d254e21329
geworde	w13_d254e21333
nes	w1_d254e21338
Num	w3_d254e21341
ro.	w5_d254e21344
</p>
<p id="p10_d254e21347">
Den	w1_d254e21351
26.	w3_d254e21354
dies	w5_d254e21357
lauffenden	w7_d254e21360
Monats	w9_d254e21363
Junii	w11_d254e21366
werden	w1_d254e21371
in	w3_d254e21374
dem	w5_d254e21377
Jacober=gassel	w7_d254e21380
in	w9_d254e21383
dem	w11_d254e21386
soge	w13_d254e21390
nannten	w1_d254e21395
Pfadlerischen	w3_d254e21398
Haus	w5_d254e21401
im	w7_d254e21404
ersten	w9_d254e21407
Stock	w11_d254e21410
