<doc id="wr_1759-03-17" attrs="word" year="1759" month="03" day="17" corpus="2">
<head id="h2_d331e3204">
Stettin	w4_d331e3207
Graf	w23_d331e17985
zu	w25_d331e17989
Falkenstein,	w27_d331e17992
Ritter	w29_d331e17995
des	w32_d331e17999
goldenen	w34_d331e18003
Vliesses,	w36_d331e18007
Jhrer	w38_d331e18010
Kaiserl.	w40_d331e18013
Königl.	w42_d331e18016
Majestät	w45_d331e18020
würklich	w47_d331e18025
geheimer	w49_d331e18028
Raht,	w51_d331e18031
Obristhof	w53_d331e18034
meister,	w56_d331e18038
und	w58_d331e18043
Land=marschall	w60_d331e18046
in	w62_d331e18049
Oesterreich	w64_d331e18052
un	w66_d331e18055
ter	w69_d331e18060
der	w71_d331e18064
Enns	w73_d331e18067
rc.	w75_d331e18070
Entbiete	w77_d331e18073
N.	w79_d331e18076
allen	w81_d331e18080
und	w83_d331e18083
jeden,	w85_d331e18086
was	w88_d331e18090
Stands	w90_d331e18094
und	w92_d331e18098
Würden	w94_d331e18101
die	w96_d331e18104
seynd,	w98_d331e18107
der	w100_d331e18110
Ge	w102_d331e18113
bühr	w105_d331e18118
nach,	w107_d331e18122
meinen	w109_d331e18125
respective	w111_d331e18128
Dienst	w113_d331e18131
in	w115_d331e18135
guten	w117_d331e18138
Willen	w120_d331e18142
zuvor,	w122_d331e18146
und	w124_d331e18149
füge	w126_d331e18153
hiemit	w128_d331e18156
zu	w130_d331e18159
vernehmen:	w132_d331e18162
</p>
<p id="p10_d331e18165">
Es	w4_d331e18168
seye	w6_d331e18172
über	w8_d331e18175
eine	w10_d331e18178
von	w12_d331e18181
Joseph	w14_d331e18185
Franz	w16_d331e18188
Linbeck,	w18_d331e18191
Leutenant	w21_d331e18195
unter	w23_d331e18199
dem	w25_d331e18203
Marggraf	w27_d331e18206
Anspachischen	w29_d331e18209
Kü	w31_d331e18212
raßier=regiment,	w34_d331e18216
und	w36_d331e18221
hervorgethanen	w38_d331e18224
Kauffer	w40_d331e18227
gethane	w43_d331e18231
schriftliche	w45_d331e18235
Anzeige	w47_d331e18239
unter	w49_d331e18242
heutigen	w51_d331e18245
Dato	w53_d331e18248
veranlasset	w56_d331e18252
worden,	w58_d331e18257
daß	w60_d331e18260
der	w62_d331e18263
in	w64_d331e18266
Viertl	w66_d331e18269
Unter	w68_d331e18272
Manharts=berg	w71_d331e18277
ligende	w73_d331e18281
Kaisersheimische	w75_d331e18284
Frey	w77_d331e18287
hof	w80_d331e18291
zu	w82_d331e18296
Unter=nälb,	w84_d331e18299
samt	w86_d331e18302
allen	w88_d331e18305
Haus	w90_d331e18308
und	w92_d331e18311
Ueberländ=grund=stücken,	w95_d331e18316
Mobilien	w97_d331e18320
und	w99_d331e18323
Effee	w101_d331e18326
ten,	w104_d331e18330
Viehe,	w106_d331e18335
und	w108_d331e18338
Fahrnussen,	w110_d331e18341
bey	w112_d331e18344
einer	w114_d331e18347
auf	w116_d331e18350
den	w118_d331e18354
22.	w121_d331e18358
lauffenden	w123_d331e18362
Monats	w125_d331e18365
Martii	w127_d331e18368
angeordneten	w129_d331e18372
Tag	w131_d331e18375
satzung	w134_d331e18379
nochmalen	w136_d331e18383
offentlich	w138_d331e18386
feil	w140_d331e18390
gebebotten,	w142_d331e18393
und	w144_d331e18396
plus	w147_d331e18400
offerenti	w149_d331e18404
käuflichen	w151_d331e18408
hindann	w153_d331e18411
gelassen;	w155_d331e18414
hierzu	w157_d331e18417
auch	w160_d331e18421
alle	w162_d331e18426
Franz	w164_d331e18429
Maria	w166_d331e18432
Kaisersheimische	w168_d331e18435
Hypo	w170_d331e18438
thecar	w173_d331e18443
und	w175_d331e18447
Chyrographar=creditores	w177_d331e18450
ad	w179_d331e18453
exer-	w181_d331e18456
cendum	w184_d331e18461
Jus	w186_d331e18465
offerendi	w188_d331e18468
vorgeladen	w190_d331e18471
werden	w192_d331e18474
sollen;	w194_d331e18477
Als	w197_d331e18482
hat	w199_d331e18486
man	w201_d331e18489
ein	w203_d331e18492
solches	w205_d331e18495
hiemit	w207_d331e18499
zu	w209_d331e18502
dem	w211_d331e18505
Ende	w213_d331e18508
je	w215_d331e18511
dermänniglich	w218_d331e18516
nochmalen	w220_d331e18520
kund	w222_d331e18523
machen	w224_d331e18526
wollen,	w226_d331e18529
damit	w229_d331e18534
der	w231_d331e18538
oder	w233_d331e18541
diejenige,	w235_d331e18544
so	w237_d331e18547
obbemeldeten	w239_d331e18550
zu	w241_d331e18554
Nider=nälb	w244_d331e18558
ligenden	w246_d331e18562
Kaisersheimischen	w248_d331e18565
Frey=hof,	w250_d331e18568
samt	w253_d331e18573
Haus,	w255_d331e18577
und	w257_d331e18580
Uberländ=grund=stücken,	w259_d331e18583
Mo	w261_d331e18586
bilien,	w264_d331e18591
Effecten,	w267_d331e18596
Viehe,	w269_d331e18600
und	w271_d331e18603
Fahrnussen	w273_d331e18606
käufli	w275_d331e18610
chen	w278_d331e18614
an	w280_d331e18618
sich	w282_d331e18621
zu	w284_d331e18624
bringen	w286_d331e18628
Willens	w288_d331e18631
seynd,	w290_d331e18634
an	w292_d331e18637
obbe	w294_d331e18640
stimmten	w297_d331e18645
Tag	w299_d331e18649
fruh	w301_d331e18652
um	w303_d331e18655
8.	w305_d331e18658
Uhr	w307_d331e18661
ad	w309_d331e18665
licitandum,	w311_d331e18668
tractandum,	w314_d331e18672
&	w316_d331e18676
concludendum	w318_d331e18679
vor	w320_d331e18683
Gericht	w322_d331e18686
zu	w324_d331e18689
erscheinen	w327_d331e18693
wissen	w329_d331e18697
mögen;	w331_d331e18701
wobey	w333_d331e18704
auch	w335_d331e18707
die	w337_d331e18710
sam	w339_d331e18713
mentliche	w342_d331e18718
Kaisersheimische	w344_d331e18722
Hypothecar	w346_d331e18725
und	w348_d331e18728
Chy	w350_d331e18731
rographar=creditores	w353_d331e18736
also	w355_d331e18740
gewis	w357_d331e18743
erscheinen,	w359_d331e18746
und	w361_d331e18749
das	w364_d331e18754
etwa	w366_d331e18758
habende	w368_d331e18761
Jus	w370_d331e18764
offerendi	w372_d331e18767
also	w374_d331e18770
gewis	w376_d331e18774
anbrin	w378_d331e18777
gen,	w381_d331e18781
und	w383_d331e18785
exerciren,	w385_d331e18788
als	w387_d331e18792
im	w389_d331e18795
widrigen	w391_d331e18798
mit	w393_d331e18801
der	w395_d331e18804
Licitation	w398_d331e18809
fort	w400_d331e18813
gefahren,	w402_d331e18816
und	w404_d331e18819
dieselbe	w406_d331e18822
nicht	w408_d331e18825
mehr	w410_d331e18829
angehöret	w413_d331e18833
werden	w415_d331e18837
sollen.	w417_d331e18840
Wien	w419_d331e18843
den	w421_d331e18847
22.	w423_d331e18850
Febr.	w425_d331e18853
1759.	w428_d331e18857
An	w431_d331e18862
</p>
<head id="h2_d331e18896">
Fortsetzung	w4_d331e18899
des	w6_d331e18903
Urtheils	w8_d331e18906
in	w10_d331e18909
Sachen	w12_d331e18912
des	w15_d331e18917
an	w17_d331e18921
Sr.	w19_d331e18924
Majestät	w21_d331e18927
dem	w23_d331e18930
König	w25_d331e18934
in	w28_d331e18938
Portugal	w30_d331e18942
von	w32_d331e18945
denen	w34_d331e18948
Ver	w36_d331e18952
schwornen	w39_d331e18956
vorgehabten	w41_d331e18960
Meu	w43_d331e18963
chel	w46_d331e18967
mords.	w48_d331e18972
</head>
<p id="p4_d331e18975">
Sierzehendens:	w4_d331e18978
erhellet	w6_d331e18982
es,	w8_d331e18985
daß	w10_d331e18988
der	w12_d331e18991
achte	w14_d331e18995
Nachfolger,	w17_d331e18999
den	w19_d331e19003
dieser	w21_d331e19006
Rädelsfüh	w23_d331e19009
rer	w26_d331e19014
Joseph	w28_d331e19018
Mascarenhas	w30_d331e19021
in	w32_d331e19024
solche	w34_d331e19027
Zusam	w36_d331e19031
men=verschwörung	w39_d331e19035
mit	w41_d331e19039
eingeflochten,	w43_d331e19042
der	w45_d331e19045
beklagte	w48_d331e19050
Emanuel	w50_d331e19054
Alvares	w52_d331e19057
Ferreira	w54_d331e19060
sey,	w56_d331e19063
der	w59_d331e19068
den	w61_d331e19072
ruchlosen	w63_d331e19075
Meuchel=mörder	w65_d331e19078
Anton	w67_d331e19081
Alvarez	w70_d331e19086
Ferreira	w72_d331e19090
seinen	w74_d331e19093
Bruder	w76_d331e19096
zu	w78_d331e19099
verschie	w80_d331e19103
denen	w83_d331e19107
malen	w85_d331e19111
beruffen	w87_d331e19114
ließ,	w89_d331e19117
der	w91_d331e19121
dem	w93_d331e19124
Jo	w95_d331e19127
seph	w98_d331e19131
Mascarenhas	w100_d331e19135
die	w102_d331e19139
Mäntel	w104_d331e19142
und	w106_d331e19145
Peru	w108_d331e19148
cken	w111_d331e19152
verschaffet,	w113_d331e19157
womit	w115_d331e19160
er	w117_d331e19163
sich	w119_d331e19166
in	w121_d331e19169
der	w123_d331e19172
Nacht	w125_d331e19176
des	w128_d331e19180
Uberfalls	w130_d331e19184
verkleidet	w132_d331e19187
hat,	w134_d331e19190
der	w137_d331e19195
ein	w139_d331e19199
tieffes	w142_d331e19203
Still=schweigen	w144_d331e19207
bis	w146_d331e19210
zur	w148_d331e19214
Zeit,	w150_d331e19217
(da	w152_d331e19220
er	w154_d331e19223
gefangen	w157_d331e19227
worden)	w159_d331e19232
beobachtet	w161_d331e19235
hat,	w163_d331e19238
da	w165_d331e19241
er	w167_d331e19244
doch	w170_d331e19249
klar	w172_d331e19253
gewust,	w174_d331e19256
was	w176_d331e19259
ihm	w178_d331e19262
sein	w180_d331e19265
Bruder	w182_d331e19269
An	w184_d331e19272
ton	w187_d331e19276
Alvarez	w189_d331e19280
3.	w191_d331e19283
oder	w193_d331e19287
4.	w195_d331e19290
Täge	w197_d331e19293
nach	w199_d331e19296
dem	w201_d331e19299
Uber	w203_d331e19302
falle	w206_d331e19307
in	w208_d331e19311
der	w210_d331e19314
Nacht	w212_d331e19317
des	w214_d331e19320
3.	w216_d331e19324
Sept.	w218_d331e19327
von	w220_d331e19330
dem	w222_d331e19333
Be	w224_d331e19336
fehle	w227_d331e19341
erzehlet	w229_d331e19345
hat,	w231_d331e19348
welchen	w233_d331e19351
ihm	w235_d331e19354
der	w237_d331e19357
gedachte	w239_d331e19361
Joseph	w242_d331e19365
Mascarenhas	w244_d331e19369
zu	w246_d331e19372
diesem	w248_d331e19375
Uberfalle	w250_d331e19379
gegeben,	w253_d331e19383
und	w255_d331e19387
wie	w257_d331e19390
er	w259_d331e19393
solchen	w261_d331e19397
verwegen	w263_d331e19400
ausge	w265_d331e19403
führet	w268_d331e19407
hat;	w270_d331e19411
und	w272_d331e19415
der	w274_d331e19418
endlich	w276_d331e19421
der	w278_d331e19424
jenige	w280_d331e19427
gewe	w282_d331e19430
sen,	w285_d331e19435
der	w287_d331e19439
auf	w289_d331e19442
dem	w291_d331e19445
Land=gut	w293_d331e19448
von	w295_d331e19452
Azeitaon	w297_d331e19455
den	w299_d331e19458
Widerstand	w302_d331e19462
gethan,	w304_d331e19466
und	w306_d331e19470
gegen	w308_d331e19473
dem	w310_d331e19476
Se	w312_d331e19479
cretair	w315_d331e19483
Luiz	w317_d331e19488
Anton	w319_d331e19491
de	w321_d331e19494
Leira	w323_d331e19497
den	w325_d331e19500
Degen	w327_d331e19503
ge	w329_d331e19507
zogen,	w332_d331e19511
als	w334_d331e19515
dieser	w336_d331e19518
ehrlich	w338_d331e19521
und	w340_d331e19525
beherzt	w342_d331e19528
den	w344_d331e19531
obgedachten	w347_d331e19535
Joseph	w349_d331e19539
Mascarenhas	w351_d331e19543
auf	w353_d331e19546
der	w355_d331e19549
ergriffenen	w358_d331e19553
Flucht	w360_d331e19557
angehalten	w362_d331e19561
hat.	w364_d331e19564
</p>
<p id="p6_d331e19567">
Funfzehendens:	w4_d331e19570
Erhellet	w6_d331e19574
es,	w8_d331e19577
daß	w10_d331e19580
der	w13_d331e19585
neunte	w15_d331e19589
Nachfolger,	w17_d331e19592
den	w19_d331e19595
die	w21_d331e19598
besagte	w23_d331e19601
Rä	w25_d331e19605
dels=führer	w28_d331e19609
in	w30_d331e19613
diese	w32_d331e19616
Zusammen=verschwörung	w34_d331e19619
eingeleitet,	w37_d331e19624
Joaon	w39_d331e19628
Miguel,	w41_d331e19631
ein	w43_d331e19634
Lackey,	w45_d331e19637
und	w47_d331e19641
grosser	w50_d331e19645
Vertrauter	w52_d331e19649
von	w54_d331e19652
gedachtem	w56_d331e19655
beklagten	w58_d331e19659
Mascarenhas	w61_d331e19663
sey,	w63_d331e19667
der	w65_d331e19670
unter	w67_d331e19673
dem	w69_d331e19677
Namen	w71_d331e19680
Johann	w74_d331e19684
bekannt	w76_d331e19688
ist,	w78_d331e19691
daß	w80_d331e19695
er	w82_d331e19698
in	w84_d331e19701
der	w86_d331e19704
Nacht	w88_d331e19707
vom	w90_d331e19710
3.	w93_d331e19715
Sept.	w95_d331e19719
einer	w97_d331e19722
von	w99_d331e19725
denen	w101_d331e19728
Mitgesellen	w103_d331e19732
des	w105_d331e19735
</p>
<p id="p8_d331e19738">
Uberfalls	w4_d331e19741
gewesen,	w6_d331e19745
der	w8_d331e19748
hernach	w10_d331e19751
von	w12_d331e19754
seinem	w14_d331e19758
eigenen	w17_d331e19762
Herrn	w19_d331e19766
angegeben	w21_d331e19769
worden,	w23_d331e19772
daß	w25_d331e19776
dieser	w27_d331e19779
beklagte	w30_d331e19783
Joaon	w32_d331e19787
Miguel	w34_d331e19790
eber	w36_d331e19794
der	w38_d331e19797
Johann	w40_d331e19800
sey,	w42_d331e19803
der	w45_d331e19807
sich	w47_d331e19812
zu	w49_d331e19815
ihm	w51_d331e19818
gesellet,	w53_d331e19821
und	w55_d331e19824
unter	w57_d331e19827
dem	w59_d331e19831
Schwibbogen	w62_d331e19835
gestanden,	w64_d331e19839
allwo	w66_d331e19842
er	w68_d331e19845
Joseph	w70_d331e19849
Mascarenhas	w73_d331e19853
losgeschossen,	w75_d331e19857
das	w77_d331e19860
Gewehr	w79_d331e19863
aber	w82_d331e19868
gegen	w84_d331e19872
den	w86_d331e19875
Vorreiter	w88_d331e19878
versaget	w90_d331e19881
hatte.	w92_d331e19885
</p>
<p id="p10_d331e19888">
Sechszehendens:	w4_d331e19891
ist	w6_d331e19895
Beweis	w8_d331e19898
vorhanden,	w10_d331e19901
daß	w13_d331e19906
mittelst	w15_d331e19910
aller	w17_d331e19913
der	w19_d331e19916
erzehlten	w21_d331e19919
Zusammen	w23_d331e19922
verbindungen,	w26_d331e19927
Gesellschaften,	w28_d331e19931
und	w30_d331e19934
Gehül	w32_d331e19937
fen,	w35_d331e19941
die	w37_d331e19946
obgedachte	w39_d331e19949
3.	w41_d331e19952
Häupter	w43_d331e19955
dieser	w45_d331e19958
Zu	w47_d331e19961
sammen=verschwörung,	w50_d331e19966
und	w52_d331e19970
ihre	w54_d331e19973
ob=benannte	w56_d331e19976
Mit=gesellen	w59_d331e19980
den	w61_d331e19985
grausamen	w63_d331e19988
Uberfall	w65_d331e19991
in	w67_d331e19994
der	w69_d331e19997
besagten	w72_d331e20002
Nacht	w74_d331e20006
vom	w76_d331e20009
3.	w78_d331e20012
Sept.	w80_d331e20015
mit	w82_d331e20018
solchem	w84_d331e20022
Vorbedacht,	w87_d331e20026
solcher	w89_d331e20030
Grausamkeit	w91_d331e20033
und	w93_d331e20036
Wut	w95_d331e20040
veranstaltet,	w98_d331e20044
und	w100_d331e20048
verübet	w102_d331e20051
haben,	w104_d331e20054
daß,	w106_d331e20058
ob	w108_d331e20061
gleich	w111_d331e20065
der	w113_d331e20069
Uberfall	w115_d331e20072
an	w117_d331e20076
sich	w119_d331e20079
ein	w121_d331e20082
besonderer	w123_d331e20085
Greul,	w126_d331e20089
und	w128_d331e20094
Aergernuß	w130_d331e20097
in	w132_d331e20100
seinem	w134_d331e20103
Wesen	w136_d331e20106
ist,	w138_d331e20109
solcher	w141_d331e20114
dannoch	w143_d331e20118
durch	w145_d331e20121
die	w147_d331e20124
Art	w149_d331e20127
und	w151_d331e20131
Weise,	w153_d331e20134
wie	w156_d331e20138
er	w158_d331e20142
begangen	w160_d331e20145
worden,	w162_d331e20149
und	w164_d331e20152
die	w166_d331e20155
hier	w168_d331e20158
un	w170_d331e20161
ten	w173_d331e20166
folget,	w175_d331e20170
noch	w177_d331e20173
weit	w179_d331e20176
schwerer,	w181_d331e20179
ärgerlicher,	w183_d331e20182
und	w186_d331e20187
weit	w188_d331e20191
empfindlicher	w190_d331e20194
geworden	w192_d331e20197
ist.	w194_d331e20200
</p>
<p id="p12_d331e20204">
Siebenzehendens:	w4_d331e20207
Jst	w6_d331e20211
es	w8_d331e20214
nicht	w10_d331e20217
minder	w12_d331e20220
dargethan,	w15_d331e20225
daß,	w17_d331e20229
nachdem	w19_d331e20232
durch	w21_d331e20235
die	w23_d331e20238
2.	w25_d331e20242
Häup	w27_d331e20245
ter	w30_d331e20249
dieser	w32_d331e20253
ehrlosen	w34_d331e20256
Zusammen=verschwörung,	w36_d331e20260
Joseph	w39_d331e20264
Mascarenhas,	w41_d331e20268
und	w43_d331e20271
Donna	w45_d331e20274
Leonora	w47_d331e20278
de	w50_d331e20282
Tavora,	w52_d331e20286
eine	w54_d331e20289
schändliche	w56_d331e20292
Collecte	w58_d331e20296
ange	w60_d331e20299
stellet	w63_d331e20303
worden,	w65_d331e20307
wozu	w67_d331e20310
die	w69_d331e20314
andern	w71_d331e20317
ob=besagten	w73_d331e20320
Mit=gesellen	w76_d331e20324
das	w78_d331e20328
ihrige	w80_d331e20332
mit	w82_d331e20335
beygeschossen	w84_d331e20338
haben,	w87_d331e20342
um	w89_d331e20346
eine	w91_d331e20350
Summe	w93_d331e20353
von	w95_d331e20356
40.	w97_d331e20359
Goldstü	w99_d331e20362
cken,	w102_d331e20367
oder	w104_d331e20371
192.	w106_d331e20374
tausend	w108_d331e20377
Reis	w110_d331e20380
zusammen	w112_d331e20383
zu	w114_d331e20387
legen,	w117_d331e20391
welche	w119_d331e20395
denen	w121_d331e20398
2.	w123_d331e20401
barbarischen	w125_d331e20405
und	w127_d331e20408
grau	w129_d331e20411
samen	w132_d331e20415
Meuchel=mördern,	w134_d331e20419
Anton	w136_d331e20423
Alvarez	w138_d331e20426
Ferreira,	w141_d331e20430
und	w143_d331e20434
Joseph	w145_d331e20437
Policarpio	w147_d331e20441
zur	w149_d331e20444
Beloh	w151_d331e20447
nung	w154_d331e20451
gereichet	w156_d331e20455
worden;	w158_d331e20459
und	w160_d331e20462
nachdem	w162_d331e20465
der	w164_d331e20468
beklagte	w167_d331e20472
Luiz	w169_d331e20477
Bernardo	w171_d331e20480
de	w173_d331e20483
Tavora	w175_d331e20486
2.	w177_d331e20489
Täge	w179_d331e20492
vor	w182_d331e20497
dem	w184_d331e20501
Uberfalle	w186_d331e20504
die	w188_d331e20507
2.	w190_d331e20510
Pferde	w192_d331e20514
satteln	w194_d331e20517
und	w196_d331e20520
rüsten	w199_d331e20524
lassen,	w201_d331e20528
und	w203_d331e20532
selbe,	w205_d331e20535
um	w207_d331e20538
sich	w209_d331e20541
ihrer	w211_d331e20544
zu	w213_d331e20547
bedienen,	w216_d331e20552
in	w218_d331e20556
dem	w220_d331e20559
Marstall	w222_d331e20562
des	w224_d331e20565
Joseph	w226_d331e20569
Mas	w228_d331e20572
carenhas	w231_d331e20576
zu	w233_d331e20580
stellen	w235_d331e20583
befohlen;	w237_d331e20587
auch	w239_d331e20590
nachdem	w241_d331e20593
</p>
<p id="p18_d331e20606">
der	w4_d331e20609
andere	w6_d331e20613
Beklagte,	w8_d331e20616
Franz	w10_d331e20619
d'Aßis	w12_d331e20622
de	w14_d331e20626
Ta	w16_d331e20629
vora	w19_d331e20633
gleichfalls	w21_d331e20637
in	w23_d331e20640
denselben	w25_d331e20644
Marstall	w27_d331e20647
des	w29_d331e20650
be	w31_d331e20653
klagten	w34_d331e20657
Joseph	w36_d331e20662
Mascarenhas	w38_d331e20665
die	w40_d331e20668
andern	w42_d331e20671
3.	w44_d331e20674
Pferde	w47_d331e20679
gesandt,	w49_d331e20683
welche	w51_d331e20686
in	w53_d331e20689
der	w55_d331e20692
Nacht	w57_d331e20695
des	w59_d331e20699
Uberfalls	w62_d331e20703
durch	w64_d331e20707
den	w66_d331e20710
Caporalen	w68_d331e20713
Braz	w70_d331e20717
Joseph	w72_d331e20720
Romeiro,	w75_d331e20724
und	w77_d331e20728
den	w79_d331e20731
Reit=knecht,	w81_d331e20735
Anton	w83_d331e20738
Jo	w85_d331e20741
seph	w88_d331e20745
dahin	w90_d331e20749
geführet	w92_d331e20753
worden;	w94_d331e20756
nicht	w96_d331e20759
minder,	w98_d331e20762
nachdem	w101_d331e20766
er	w103_d331e20771
Joseph	w105_d331e20774
Mascarenhas	w107_d331e20777
selbst	w109_d331e20780
in	w111_d331e20783
sothaner	w114_d331e20788
Nacht	w116_d331e20792
die	w118_d331e20795
andern	w120_d331e20798
Pferde	w122_d331e20801
zu	w124_d331e20804
seinem	w126_d331e20808
Dienste,	w129_d331e20812
Serra	w131_d331e20816
Mattos,	w133_d331e20819
und	w135_d331e20822
Guarda=mor	w137_d331e20826
genannt,	w140_d331e20830
und	w142_d331e20834
die	w144_d331e20837
Klepper	w146_d331e20840
Palhava,	w148_d331e20844
und	w150_d331e20847
Coimbra	w153_d331e20851
zu	w155_d331e20855
satteln	w157_d331e20858
befohlen,	w159_d331e20862
und	w161_d331e20865
auf	w163_d331e20868
dem	w165_d331e20871
Lande	w168_d331e20875
hinter	w170_d331e20880
dem	w172_d331e20883
Hause	w174_d331e20886
seines	w176_d331e20889
Secretairs	w178_d331e20892
Anton	w181_d331e20897
Joseph	w183_d331e20901
de	w185_d331e20904
Mattos	w187_d331e20907
hinstellen	w189_d331e20910
lassen,	w191_d331e20913
und	w194_d331e20918
nachdem	w196_d331e20922
sich	w198_d331e20925
auf	w200_d331e20928
besagte	w202_d331e20931
9.	w204_d331e20935
Pferde,	w206_d331e20938
(die	w208_d331e20941
mit	w211_d331e20945
denen	w213_d331e20949
deren	w215_d331e20953
beyden	w217_d331e20956
ehrlosen	w219_d331e20959
und	w221_d331e20962
grausa	w223_d331e20965
me	w226_d331e20970
Meuchel=mördern	w228_d331e20974
Anton	w230_d331e20977
Alvarez,	w232_d331e20980
und	w234_d331e20983
Jo	w236_d331e20986
seph	w239_d331e20991
Policarpio	w241_d331e20995
11.	w243_d331e20998
Pferde	w245_d331e21001
ausmachen)	w247_d331e21004
eben	w249_d331e21008
so	w252_d331e21012
viele	w254_d331e21016
Mit=helfer	w256_d331e21019
des	w258_d331e21022
Verbrechens	w260_d331e21026
gesetzt,	w262_d331e21029
diese	w265_d331e21033
alle	w267_d331e21037
sich	w269_d331e21040
in	w271_d331e21044
verschiedene	w273_d331e21047
Partheyen	w275_d331e21050
vertheilet,	w278_d331e21054
und	w280_d331e21058
in	w282_d331e21062
so	w284_d331e21065
viele	w286_d331e21068
Hinterhalte	w288_d331e21071
auf	w290_d331e21074
den	w293_d331e21079
kleinen	w295_d331e21083
Raum	w297_d331e21086
Landes	w299_d331e21089
gestellet	w301_d331e21092
hatten,	w303_d331e21095
welches	w306_d331e21100
zwischen	w308_d331e21104
denen	w310_d331e21107
nordlichen	w312_d331e21110
Enden	w314_d331e21113
deren	w317_d331e21118
Häusern,	w319_d331e21122
des	w321_d331e21125
Gartens	w323_d331e21128
a	w325_d331e21131
do	w327_d331e21135
Meyo,	w329_d331e21138
oder	w331_d331e21141
des	w334_d331e21145
mittelsten	w336_d331e21149
genannt,	w338_d331e21153
und	w340_d331e21156
denen	w342_d331e21159
andern	w344_d331e21162
füdlichen	w347_d331e21166
Enden	w349_d331e21171
des	w351_d331e21174
Gartens	w353_d331e21177
a	w355_d331e21180
do	w357_d331e21183
Cima,	w359_d331e21186
oder	w362_d331e21191
des	w364_d331e21195
obern	w366_d331e21198
genannt,	w368_d331e21201
ligt,	w370_d331e21204
durch	w372_d331e21208
welchen	w374_d331e21211
Weg	w377_d331e21215
der	w379_d331e21219
König	w381_d331e21222
gemeiniglich	w383_d331e21226
zuruck	w385_d331e21229
zu	w387_d331e21232
kom	w389_d331e21235
men	w392_d331e21239
pflegt,	w394_d331e21244
wann	w396_d331e21247
er	w398_d331e21250
ohne	w400_d331e21253
Gefolg	w402_d331e21256
ausfährt,	w404_d331e21259
wie	w407_d331e21264
es	w409_d331e21268
in	w411_d331e21271
der	w413_d331e21274
Nacht	w415_d331e21277
dieses	w417_d331e21281
grausamen	w419_d331e21284
Uber	w421_d331e21287
falls	w424_d331e21291
geschehen	w426_d331e21295
war,	w428_d331e21299
damit	w430_d331e21302
er,	w432_d331e21305
wann	w434_d331e21308
er	w436_d331e21311
dem	w438_d331e21314
einen	w441_d331e21319
entwischen	w443_d331e21323
dörfte,	w445_d331e21326
doch	w447_d331e21329
durch	w449_d331e21332
die	w451_d331e21336
andern,	w453_d331e21339
die	w456_d331e21343
darauf	w458_d331e21347
folgten,	w460_d331e21350
umkommen,	w462_d331e21354
und	w464_d331e21357
Seiner	w466_d331e21360
Majestät	w469_d331e21364
kostbares	w471_d331e21368
Leben	w473_d331e21372
verloren	w475_d331e21375
gehen	w477_d331e21378
solte.	w480_d331e21382
</p>
<p id="p20_d331e21386">
Achtzehendens:	w4_d331e21389
Jst	w6_d331e21393
zu	w8_d331e21396
Recht	w10_d331e21399
erwiesen,	w12_d331e21402
daß,	w15_d331e21407
als	w17_d331e21411
Se.	w19_d331e21414
Majest.	w21_d331e21417
um	w23_d331e21420
die	w25_d331e21424
Ecke	w27_d331e21427
des	w29_d331e21430
nördli	w31_d331e21433
chen	w34_d331e21437
Endes	w36_d331e21442
der	w38_d331e21445
Gebäude	w40_d331e21448
des	w42_d331e21451
Schlosses	w44_d331e21454
de	w46_d331e21457
Meyo	w49_d331e21462
herumgefahren,	w51_d331e21466
das	w53_d331e21469
Haupt	w55_d331e21472
der	w57_d331e21475
Con	w59_d331e21479
spiration	w62_d331e21483
Joseph	w64_d331e21487
Mascarenhas	w66_d331e21490
alsobald	w68_d331e21493
un	w70_d331e21497
ter	w73_d331e21501
dem	w75_d331e21505
Schwibbogen,	w77_d331e21508
unter	w79_d331e21511
dem	w81_d331e21515
er	w83_d331e21518
sich	w85_d331e21521
mit	w88_d331e21525
seinem	w90_d331e21529
Diener,	w92_d331e21533
und	w94_d331e21536
vertrautem	w96_d331e21539
Johann	w98_d331e21542
Michael	w101_d331e21546
verborgen	w103_d331e21551
gehalten,	w105_d331e21554
hervorgekom	w107_d331e21557
</p>
<p id="p22_d331e21560">
men,	w4_d331e21563
und	w6_d331e21567
auf	w8_d331e21570
den	w10_d331e21573
Postillion,	w12_d331e21576
der	w14_d331e21580
die	w16_d331e21583
Chaise	w18_d331e21586
Sr.	w21_d331e21590
Majestät	w23_d331e21594
führete,	w25_d331e21598
einen	w27_d331e21601
Bracamar	w29_d331e21604
oder	w32_d331e21608
Carabiner=schuß	w34_d331e21612
gethan,	w36_d331e21616
welcher	w38_d331e21619
aber	w40_d331e21622
versagt,	w43_d331e21626
und	w45_d331e21630
als	w47_d331e21634
der	w49_d331e21637
Postillion	w51_d331e21640
solches,	w53_d331e21643
so	w55_d331e21646
wol	w58_d331e21651
durch	w60_d331e21655
das	w62_d331e21658
Geräusch,	w64_d331e21661
das	w66_d331e21664
dieses	w68_d331e21667
Gewehr	w70_d331e21671
machte,	w73_d331e21675
als	w75_d331e21679
auch	w77_d331e21682
den	w79_d331e21685
Schein	w81_d331e21689
des	w83_d331e21692
abgebrann	w85_d331e21695
ten	w88_d331e21699
Zünd=krauts	w90_d331e21703
wahrgenommen,	w92_d331e21707
er	w94_d331e21710
ohne	w96_d331e21713
Sr.	w99_d331e21717
Majestät	w101_d331e21721
