<doc id="wr_1756-10-09" attrs="word" year="1756" month="10" day="09" corpus="2">
<head id="h2_d81e3769">
Carpenteras	w1_d81e3773
gewaltsamer	w5_d81e19712
Miitel	w7_d81e19715
zur	w9_d81e19718
Verän	w11_d81e19721
derung	w1_d81e19727
in	w3_d81e19730
denen	w5_d81e19733
Verfassungen,	w7_d81e19736
so	w9_d81e19739
die	w11_d81e19742
Reichs	w13_d81e19746
stände	w1_d81e19751
bey	w3_d81e19754
diesem	w5_d81e19757
Reichs=tage	w7_d81e19760
gemacht,	w9_d81e19763
ge	w11_d81e19766
schehen,	w1_d81e19771
und	w3_d81e19774
welche	w5_d81e19777
meist	w7_d81e19780
und	w9_d81e19783
vornämlich	w11_d81e19786
dahin	w1_d81e19791
ausgeloffen,	w3_d81e19794
solches	w5_d81e19797
durch	w7_d81e19800
eine	w9_d81e19803
so	w11_d81e19806
ge	w13_d81e19810
</p>
<p id="p10_d81e19813">
nannte	w1_d81e19817
Emeute,	w3_d81e19820
oder	w5_d81e19823
Auflauf	w7_d81e19826
auszuzufüh	w9_d81e19829
ren;	w1_d81e19834
auch	w3_d81e19837
nach	w5_d81e19840
Anleitung	w7_d81e19843
dessen,	w9_d81e19846
bey	w11_d81e19849
ver	w13_d81e19853
schiedenen	w1_d81e19858
Unterredungen	w3_d81e19861
mit	w5_d81e19864
bemeldetem	w7_d81e19867
Obersten,	w1_d81e19873
Grafen	w3_d81e19876
Härd,	w5_d81e19879
und	w7_d81e19882
dem	w9_d81e19885
jetzo	w11_d81e19888
we	w13_d81e19892
gen	w1_d81e19897
Theilhabung	w3_d81e19900
an	w5_d81e19903
diesem	w7_d81e19906
Anschlage,	w9_d81e19909
an	w11_d81e19912
geklagten	w1_d81e19917
Hof=marschall	w3_d81e19920
Baron	w5_d81e19923
Horn	w7_d81e19926
sich	w9_d81e19929
in	w1_d81e19934
solches	w3_d81e19937
alles	w5_d81e19940
eingelassen	w7_d81e19943
hat,	w9_d81e19946
wobey	w11_d81e19949
zwar	w13_d81e19953
auf	w1_d81e19959
der	w3_d81e19962
einen	w5_d81e19965
Seite	w7_d81e19968
von	w9_d81e19971
dem	w11_d81e19974
Herrn	w13_d81e19978
Gra	w15_d81e19981
fen	w1_d81e19986
alle	w3_d81e19989
vorwaltende	w5_d81e19992
Schwierigkeiten	w7_d81e19995
vor	w9_d81e19998
gestellet,	w1_d81e20003
dagegen	w3_d81e20006
aber	w5_d81e20009
auf	w7_d81e20012
der	w9_d81e20015
andern	w11_d81e20018
Seite	w13_d81e20022
die	w1_d81e20027
Sache	w3_d81e20030
sowol	w5_d81e20033
von	w7_d81e20036
dem	w9_d81e20039
Grafen	w11_d81e20042
Härd,	w13_d81e20046
als	w1_d81e20052
dem	w3_d81e20055
Puken,	w5_d81e20058
so	w7_d81e20061
viel	w9_d81e20064
leichter	w11_d81e20067
abgemahlet	w13_d81e20071
worden,	w1_d81e20076
unter	w3_d81e20079
der	w5_d81e20082
Vorstellung,	w7_d81e20085
daß	w9_d81e20088
Puke	w11_d81e20091
das	w1_d81e20096
Artillerie=regiment	w3_d81e20099
solle	w5_d81e20102
disponiren	w7_d81e20105
kön	w9_d81e20108
nen,	w1_d81e20113
und	w3_d81e20116
so	w5_d81e20119
weiter;	w7_d81e20122
sondern	w9_d81e20125
auch	w11_d81e20128
erkannt,	w13_d81e20132
daß	w1_d81e20138
er	w3_d81e20141
bey	w5_d81e20144
solchem	w7_d81e20147
Falle	w9_d81e20150
von	w11_d81e20153
ihnen	w13_d81e20157
gehö	w15_d81e20160
ret,	w1_d81e20165
daß	w3_d81e20168
der	w5_d81e20171
König	w7_d81e20174
bewegt	w9_d81e20177
werden	w11_d81e20180
könnte,	w13_d81e20184
nach	w1_d81e20189
des	w3_d81e20192
Grafens	w5_d81e20195
eigenen	w7_d81e20198
Worten	w9_d81e20201
die	w11_d81e20204
Gar	w13_d81e20208
de=Haupt=wache	w1_d81e20213
zu	w3_d81e20216
occupiren,	w5_d81e20219
auch	w7_d81e20222
nach	w9_d81e20225
dem	w1_d81e20231
einige	w3_d81e20234
von	w5_d81e20237
der	w7_d81e20240
andern	w9_d81e20243
Partbey	w11_d81e20246
nach	w13_d81e20250
seiner	w15_d81e20253
Aussage	w1_d81e20258
arretirt	w3_d81e20261
worden,	w5_d81e20264
den	w7_d81e20267
Reichs=tag	w9_d81e20270
abblasen	w1_d81e20275
zu	w3_d81e20278
lassen;	w5_d81e20281
wobey	w7_d81e20284
der	w9_d81e20287
Graf	w11_d81e20290
selbst	w13_d81e20294
den	w1_d81e20299
Vorschlag	w3_d81e20302
gegeben,	w5_d81e20305
daß	w7_d81e20308
der	w9_d81e20311
Hofmar	w11_d81e20314
schall	w1_d81e20320
Baron	w3_d81e20323
Horn,	w5_d81e20326
in	w7_d81e20329
solchem	w9_d81e20332
Falle	w11_d81e20335
Bier	w13_d81e20339
und	w1_d81e20344
Brand=wein	w3_d81e20347
für	w5_d81e20350
die	w7_d81e20353
Wache	w9_d81e20356
haben	w11_d81e20359
müste,	w1_d81e20364
rc.	w3_d81e20367
das	w5_d81e20370
gröstentheils	w7_d81e20373
mit	w9_d81e20376
dem	w11_d81e20379
vor	w13_d81e20383
gemeldetem	w1_d81e20388
von	w3_d81e20391
dem	w5_d81e20394
Grafen	w7_d81e20397
Härd	w9_d81e20400
gemach	w11_d81e20403
ten	w1_d81e20409
Plane	w3_d81e20412
übereinstimmete;	w5_d81e20415
welche	w7_d81e20418
zugestan	w9_d81e20421
dene	w1_d81e20426
Unterredung,	w3_d81e20429
dabey	w5_d81e20432
sich	w7_d81e20435
der	w9_d81e20438
Graf	w11_d81e20441
selbst	w13_d81e20445
geäussert,	w1_d81e20450
daß	w3_d81e20453
es	w5_d81e20456
angehen	w7_d81e20459
könnte,	w9_d81e20462
wann	w11_d81e20465
der	w1_d81e20470
König	w3_d81e20473
wolte,	w5_d81e20476
und	w7_d81e20479
so	w9_d81e20482
weiter,	w11_d81e20485
obgleich	w13_d81e20489
der	w1_d81e20495
Graf	w3_d81e20498
und	w5_d81e20501
Oberste	w7_d81e20504
dieselbe	w9_d81e20507
dahin	w11_d81e20510
erklä	w13_d81e20514
ren	w1_d81e20519
wollen,	w3_d81e20522
daß	w5_d81e20525
sie	w7_d81e20528
nicht	w9_d81e20531
auf	w11_d81e20534
einige	w13_d81e20538
Würk	w15_d81e20541
lichkeit	w1_d81e20546
angesehen	w3_d81e20549
wären,	w5_d81e20552
gleichwol,	w7_d81e20555
als	w9_d81e20558
an	w11_d81e20561
und	w1_d81e20566
für	w3_d81e20569
sich	w5_d81e20572
selbst	w7_d81e20575
ganz	w9_d81e20578
nachdenklich	w11_d81e20581
ist,	w13_d81e20585
da	w15_d81e20588
die	w1_d81e20594
Frage	w3_d81e20597
von	w5_d81e20600
einem	w7_d81e20603
gegen	w9_d81e20606
das	w11_d81e20609
Vatter=land	w13_d81e20613
anzustellenden	w1_d81e20618
Aufruhre	w3_d81e20621
war,	w5_d81e20624
keinen	w7_d81e20627
Zwei	w9_d81e20630
fel	w1_d81e20635
mehr	w3_d81e20638
lassen,	w5_d81e20641
daß	w7_d81e20644
diese	w9_d81e20647
Anschläge	w11_d81e20650
und	w13_d81e20654
der	w1_d81e20659
Plan,	w3_d81e20662
den	w5_d81e20665
damals	w7_d81e20668
der	w9_d81e20671
Graf	w11_d81e20674
Härd	w13_d81e20678
just	w15_d81e20681
unter	w1_d81e20687
Händen	w3_d81e20690
hatte,	w5_d81e20693
dem	w7_d81e20696
Herrn	w9_d81e20699
Grafen	w11_d81e20702
kundbar	w1_d81e20707
gemacht	w3_d81e20710
worden,	w5_d81e20713
als	w7_d81e20716
eben	w9_d81e20719
der,	w11_d81e20722
wel	w13_d81e20726
cher	w1_d81e20731
mit	w3_d81e20734
ihm	w5_d81e20737
wegen	w7_d81e20740
derselben	w9_d81e20743
Sache	w11_d81e20746
ver	w13_d81e20750
träuliche	w1_d81e20755
Unterredung	w3_d81e20758
gepflogen,	w5_d81e20761
und	w7_d81e20764
nach	w9_d81e20767
des	w1_d81e20773
Puken	w3_d81e20776
Berichte	w5_d81e20779
und	w7_d81e20782
nach	w9_d81e20785
weiterer	w11_d81e20788
An	w13_d81e20792
leitung	w1_d81e20797
der	w3_d81e20800
Untersuchung	w5_d81e20803
derjenige	w7_d81e20806
war,	w9_d81e20809
zu	w11_d81e20812
dem	w1_d81e20817
</p>
<p id="p14_d81e20823">
dem	w1_d81e20827
Braf	w3_d81e20830
Härd	w5_d81e20833
in	w7_d81e20836
dieser	w9_d81e20839
Sacht	w11_d81e20842
das	w13_d81e20846
gröste	w15_d81e20849
Vertrauen	w1_d81e20854
hatte,	w3_d81e20857
vornämlich,	w5_d81e20860
da	w7_d81e20863
besagter	w9_d81e20866
Plan	w1_d81e20871
bereits	w3_d81e20874
längere	w5_d81e20877
und	w7_d81e20880
kürzere	w9_d81e20883
Zeit	w11_d81e20886
vor	w13_d81e20890
Entdeckung	w1_d81e20896
des	w3_d81e20899
vorgehabten	w5_d81e20902
Auflaufs,	w7_d81e20905
dem	w9_d81e20908
Kapitan	w1_d81e20913
Puke,	w3_d81e20916
und	w5_d81e20919
dem	w7_d81e20922
Herrn	w9_d81e20925
Hofmar	w11_d81e20928
schall	w1_d81e20933
Baron	w3_d81e20936
Horn	w5_d81e20939
mitgetheilet	w7_d81e20942
worden.	w9_d81e20945
Dasjenige	w1_d81e20950
aber,	w3_d81e20953
so	w5_d81e20956
des	w7_d81e20959
Herrn	w9_d81e20962
Grafens	w11_d81e20965
und	w13_d81e20969
Obersten	w1_d81e20975
vollkommene	w3_d81e20978
Wissenschaft	w5_d81e20981
um	w7_d81e20984
die	w9_d81e20987
sen	w1_d81e20992
verrähterischen	w3_d81e20995
Anschlag	w5_d81e20998
nicht	w7_d81e21001
allein	w9_d81e21004
noch	w11_d81e21007
mehr	w1_d81e21012
bestärkt,	w3_d81e21015
sondern	w5_d81e21018
auch,	w7_d81e21021
daß	w9_d81e21024
er	w11_d81e21027
an	w13_d81e21031
dessen	w1_d81e21036
Vollziehung	w3_d81e21039
Theil	w5_d81e21042
genommen,	w7_d81e21045
beste	w9_d81e21048
het	w1_d81e21054
darinn,	w3_d81e21057
daß	w5_d81e21060
der	w7_d81e21063
Herr	w9_d81e21066
Graf	w11_d81e21069
nach	w13_d81e21073
einer	w15_d81e21076
vorhergegangenen	w1_d81e21081
Unterredung	w3_d81e21084
von	w5_d81e21087
einer	w7_d81e21090
so	w9_d81e21093
genannten	w1_d81e21098
Emeute,	w3_d81e21101
und	w5_d81e21104
wie	w7_d81e21107
solche	w9_d81e21110
zu	w11_d81e21113
be	w13_d81e21117
werkstelligen,	w1_d81e21122
nach	w3_d81e21125
seinem	w5_d81e21128
Gute	w7_d81e21131
Rydboholm	w9_d81e21134
3.	w1_d81e21140
Meilen	w3_d81e21143
von	w5_d81e21146
hier	w7_d81e21149
gereiset,	w9_d81e21152
und	w11_d81e21155
daselbst	w13_d81e21159
mit	w1_d81e21164
dem	w3_d81e21167
Capitan	w5_d81e21170
Puke	w7_d81e21173
Kugeln	w9_d81e21176
gegossen,	w11_d81e21179
und	w1_d81e21184
Patronen,	w3_d81e21187
oder	w5_d81e21190
scharfe	w7_d81e21193
Schüsse	w9_d81e21196
ver	w11_d81e21199
fertiget,	w1_d81e21204
deren	w3_d81e21207
nach	w5_d81e21210
des	w7_d81e21213
Puken	w9_d81e21216
Berichte,	w11_d81e21219
800.	w1_d81e21225
an	w3_d81e21228
der	w5_d81e21231
Zahl	w7_d81e21234
gewesen	w9_d81e21237
seyn	w11_d81e21240
sollen;	w13_d81e21244
wo	w15_d81e21247
mit	w1_d81e21252
der	w3_d81e21255
Graf	w5_d81e21258
so	w7_d81e21261
heimlich	w9_d81e21264
zu	w11_d81e21267
Werke	w13_d81e21271
gegan	w15_d81e21274
gen,	w1_d81e21279
daß	w3_d81e21282
er	w5_d81e21285
solches	w7_d81e21288
keinem	w9_d81e21291
Menschen,	w11_d81e21294
als	w13_d81e21298
bloß	w1_d81e21303
dem	w3_d81e21306
Grafen	w5_d81e21309
Härd,	w7_d81e21312
und	w9_d81e21315
dem	w11_d81e21318
Hofmar	w13_d81e21322
schall	w1_d81e21328
Horn	w3_d81e21331
entdekt;	w5_d81e21334
die	w7_d81e21337
beyde	w9_d81e21340
an	w11_d81e21343
dem	w13_d81e21347
An	w15_d81e21350
schlage	w1_d81e21355
zum	w3_d81e21358
Auflauf	w5_d81e21361
Theil	w7_d81e21364
hatten,	w9_d81e21367
und	w11_d81e21370
nach	w1_d81e21375
Anleitung	w3_d81e21378
dessen	w5_d81e21381
der	w7_d81e21384
erste,	w9_d81e21387
nämlich	w11_d81e21390
der	w13_d81e21394
Graf	w1_d81e21399
Härd	w3_d81e21402
eben	w5_d81e21405
zu	w7_d81e21408
dem	w9_d81e21411
Capitan	w11_d81e21414
Puke	w13_d81e21418
ge	w15_d81e21421
saget,	w1_d81e21427
daß	w3_d81e21430
er	w5_d81e21433
zum	w7_d81e21436
Grafen	w9_d81e21439
hinaus	w11_d81e21442
reisen,	w13_d81e21446
und	w1_d81e21451
ihm	w3_d81e21454
dabey	w5_d81e21457
behülflich	w7_d81e21460
seyn	w9_d81e21463
solte;	w11_d81e21466
auch	w13_d81e21470
demnach	w1_d81e21475
seinem	w3_d81e21478
Jnspector	w5_d81e21481
befohlen,	w7_d81e21484
diesel	w9_d81e21487
be	w1_d81e21492
mit	w3_d81e21495
dem	w5_d81e21498
fordersamsten	w7_d81e21501
nach	w9_d81e21504
Ulrichsdal	w11_d81e21507
zu	w1_d81e21513
schaffen,	w3_d81e21516
da	w5_d81e21519
aber	w7_d81e21522
der	w9_d81e21525
Jnspector,	w11_d81e21528
wegen	w13_d81e21532
der	w1_d81e21537
dabey	w3_d81e21540
seyenden	w5_d81e21543
Gefahr	w7_d81e21546
sich	w9_d81e21549
dessen	w11_d81e21552
gewei	w13_d81e21556
gert,	w1_d81e21561
ihm	w3_d81e21564
aufgegeben,	w5_d81e21567
es	w7_d81e21570
sodann	w9_d81e21573
lieber	w11_d81e21576
nach	w13_d81e21580
der	w1_d81e21585
Stadt	w3_d81e21588
zur	w5_d81e21591
See	w7_d81e21594
in	w9_d81e21597
einem	w11_d81e21600
Holzever	w13_d81e21604
heim	w15_d81e21607
lich	w1_d81e21613
und	w3_d81e21616
schleunig	w5_d81e21619
zu	w7_d81e21622
versenden.	w9_d81e21625
Und	w11_d81e21628
obwo	w13_d81e21632
der	w1_d81e21637
Herr	w3_d81e21640
Graf	w5_d81e21643
und	w7_d81e21646
Oberste,	w9_d81e21649
nachdem	w11_d81e21652
alle	w13_d81e21656
andere	w1_d81e21661
Vorwendungen	w3_d81e21664
ihm	w5_d81e21667
nicht	w7_d81e21670
hinlänglich	w9_d81e21673
schienen,	w1_d81e21678
endlich	w3_d81e21681
vorgegeben,	w5_d81e21684
daß	w7_d81e21687
er	w9_d81e21690
diese	w11_d81e21693
Patronen	w1_d81e21699
auf	w3_d81e21702
Sr.	w5_d81e21705
Königl.	w7_d81e21708
Majestät	w9_d81e21711
geäus	w11_d81e21714
fertes	w1_d81e21719
gnädiges	w3_d81e21722
Verlangen	w5_d81e21725
verfertiget,	w7_d81e21728
um	w9_d81e21731
im	w1_d81e21736
Falle	w3_d81e21739
eines	w5_d81e21742
beförchteten	w7_d81e21745
verrähterischen	w9_d81e21748
Anschlages	w1_d81e21753
gegen	w3_d81e21756
Dero	w5_d81e21759
hohe	w7_d81e21762
Person	w9_d81e21765
mit	w11_d81e21768
ei	w13_d81e21772
ner	w1_d81e21778
nöhtigen	w3_d81e21781
Ammunition	w5_d81e21784
zu	w7_d81e21787
Dero	w9_d81e21790
Verthei	w11_d81e21793
digung	w1_d81e21798
versehen	w3_d81e21801
zu	w5_d81e21804
seyn;	w7_d81e21807
so,	w9_d81e21810
da	w11_d81e21813
eine	w13_d81e21817
solche	w15_d81e21820
Einwendung	w1_d81e21825
nicht	w3_d81e21828
alleine	w5_d81e21831
einen	w7_d81e21834
höchst=ver	w9_d81e21837
fänglichen	w1_d81e21842
Verweis	w3_d81e21845
gegen	w5_d81e21848
Se.	w7_d81e21851
Königliche	w9_d81e21854
Majestät	w1_d81e21860
mit	w3_d81e21863
sich	w5_d81e21866
führet,	w7_d81e21869
als	w9_d81e21872
solten	w11_d81e21875
Diesel	w13_d81e21879
ben	w1_d81e21884
ein	w3_d81e21887
so	w5_d81e21890
geringes	w7_d81e21893
Vertrauen	w9_d81e21896
zu	w11_d81e21899
Dero	w13_d81e21903
ge	w15_d81e21906
</p>
<p id="p16_d81e21909">
treuen	w1_d81e21913
Unterthanen,	w3_d81e21916
und	w5_d81e21919
derselben	w7_d81e21922
Jhro	w9_d81e21925
hei	w11_d81e21928
ligst	w1_d81e21933
versicherten	w3_d81e21936
unterthänigen	w5_d81e21939
Treue	w7_d81e21942
und	w9_d81e21945
Ergebenheit	w1_d81e21950
hegen,	w3_d81e21953
daß	w5_d81e21956
Sie	w7_d81e21959
von	w9_d81e21962
denensel	w11_d81e21965
ben	w1_d81e21971
einen	w3_d81e21974
gewaltsamen	w5_d81e21977
Versuch	w7_d81e21980
befahren,	w9_d81e21983
und	w11_d81e21986
sich	w1_d81e21991
um	w3_d81e21994
solche	w5_d81e21997
Gegen=mittel	w7_d81e22000
zur	w9_d81e22003
Vertheidigung	w11_d81e22006
umzusehen,	w1_d81e22011
genöhtiget	w3_d81e22014
seyn	w5_d81e22017
könnten;	w7_d81e22020
son	w9_d81e22023
dern	w1_d81e22028
es	w3_d81e22031
wird	w5_d81e22034
dem	w7_d81e22037
Herrn	w9_d81e22040
Grafen	w11_d81e22043
auch	w13_d81e22047
für	w15_d81e22050
ein	w1_d81e22056
ganz	w3_d81e22059
grobes	w5_d81e22062
Verbrechen	w7_d81e22065
angerechnet,	w9_d81e22068
daß	w11_d81e22071
er,	w1_d81e22076
laut	w3_d81e22079
seiner	w5_d81e22082
eigenen	w7_d81e22085
Verantwortung	w9_d81e22088
gegen	w11_d81e22091
seine	w1_d81e22096
Mit=bürger	w3_d81e22099
einen	w5_d81e22102
so	w7_d81e22105
niedrigen	w9_d81e22108
und	w11_d81e22111
straf	w13_d81e22115
baren	w1_d81e22120
Gedanken	w3_d81e22123
geheget,	w5_d81e22126
wodurch	w7_d81e22129
der	w9_d81e22132
Graf	w11_d81e22135
die	w1_d81e22141
ganze	w3_d81e22144
Schwedische	w5_d81e22147
Nation	w7_d81e22150
bey	w9_d81e22153
ihrem	w11_d81e22156
Kö	w13_d81e22160
nig	w1_d81e22165
in	w3_d81e22168
Mißtrauen	w5_d81e22171
und	w7_d81e22174
Haß	w9_d81e22177
gesetzet,	w11_d81e22180
zumal	w13_d81e22184
terthanen	w1_d81e22189
nicht	w3_d81e22192
anstehet,	w5_d81e22195
daß	w7_d81e22198
er	w9_d81e22201
bey	w11_d81e22204
einem	w13_d81e22208
so	w1_d81e22213
unvermuteten	w3_d81e22216
unglücklichen	w5_d81e22219
Anschlage	w7_d81e22222
dem	w1_d81e22228
König	w3_d81e22231
derer	w5_d81e22234
Schweden,	w7_d81e22237
der	w9_d81e22240
selches	w11_d81e22243
ver	w13_d81e22247
langte,	w1_d81e22252
alleine	w3_d81e22255
mit	w5_d81e22258
Ammunition	w7_d81e22261
beystünde.	w9_d81e22264
</p>
<p id="p18_d81e22267">
Die	w1_d81e22271
Unwahrheiten	w3_d81e22274
von	w5_d81e22277
dem	w7_d81e22280
verfänglichen	w9_d81e22283
Vorgeben	w1_d81e22288
dieses	w3_d81e22291
Grafens,	w5_d81e22294
werden	w7_d81e22297
desto	w9_d81e22300
mehl	w11_d81e22303
aus	w1_d81e22308
Tag=licht	w3_d81e22311
gestellet,	w5_d81e22314
wann	w7_d81e22317
man	w9_d81e22320
dabey	w11_d81e22323
in	w13_d81e22327
Erwegung	w1_d81e22333
ziehet,	w3_d81e22336
daß	w5_d81e22339
Se.	w7_d81e22342
Königl.	w9_d81e22345
Majest.	w11_d81e22348
durch	w1_d81e22353
Dero	w3_d81e22356
gnädige	w5_d81e22359
Notification	w7_d81e22362
vom	w9_d81e22365
9ten	w11_d81e22368
dieses	w1_d81e22373
Monats,	w3_d81e22376
auf	w5_d81e22379
Dero	w7_d81e22382
Königliches	w9_d81e22385
Wort	w11_d81e22388
und	w1_d81e22393
Ehre,	w3_d81e22396
in	w5_d81e22399
Gnaden	w7_d81e22402
versichert,	w9_d81e22405
daß	w11_d81e22408
me	w13_d81e22412
mals	w1_d81e22418
einige	w3_d81e22421
Spuhr	w5_d81e22424
zum	w7_d81e22427
Beweise	w9_d81e22430
eines	w11_d81e22433
gegen	w13_d81e22437
des	w1_d81e22442
Königs	w3_d81e22445
hohe	w5_d81e22448
Person,	w7_d81e22451
oder	w9_d81e22454
dessen	w11_d81e22457
Kö	w13_d81e22461
nigliches	w1_d81e22466
Haus	w3_d81e22469
abgezielten	w5_d81e22472
verfänglichen	w7_d81e22475
und	w9_d81e22478
gewaltsamen	w1_d81e22483
Anschlages	w3_d81e22486
gefunden	w5_d81e22489
worden.	w7_d81e22492
Es	w1_d81e22498
ist	w3_d81e22501
demnach	w5_d81e22504
ein	w7_d81e22507
solches	w9_d81e22510
Vorgeben	w11_d81e22513
des	w13_d81e22517
Herrn	w1_d81e22522
Grafens	w3_d81e22525
viel	w5_d81e22528
zu	w7_d81e22531
schwach,	w9_d81e22534
seine	w11_d81e22537
ver	w13_d81e22541
rähterische	w1_d81e22546
Absichten	w3_d81e22549
hierunter	w5_d81e22552
zu	w7_d81e22555
verbergen,	w9_d81e22558
zumal	w1_d81e22563
wann	w3_d81e22566
die	w5_d81e22569
eidlich	w7_d81e22572
gethane	w9_d81e22575
Aussage	w11_d81e22578
des	w13_d81e22582
Jnspectors	w1_d81e22588
zu	w3_d81e22591
Rydboholm,	w5_d81e22594
Andreas	w7_d81e22597
Wid	w9_d81e22600
fors	w1_d81e22605
dagegen	w3_d81e22608
in	w5_d81e22611
Betrachtung	w7_d81e22614
kommet,	w9_d81e22617
näm	w11_d81e22620
lich,	w1_d81e22625
daß	w3_d81e22628
der	w5_d81e22631
Herr	w7_d81e22634
Graf	w9_d81e22637
am	w11_d81e22640
Montage	w13_d81e22644
den	w15_d81e22647
21.	w1_d81e22652
Junii	w3_d81e22655
zu	w5_d81e22658
ihm	w7_d81e22661
gesagt,	w9_d81e22664
daß	w11_d81e22667
die	w13_d81e22671
darauf	w15_d81e22674
folgende	w1_d81e22680
Nacht	w3_d81e22683
ein	w5_d81e22686
Tumult,	w7_d81e22689
um	w9_d81e22692
den	w11_d81e22695
König	w13_d81e22699
zu	w1_d81e22704
helfen,	w3_d81e22707
vor	w5_d81e22710
sich	w7_d81e22713
gehen	w9_d81e22716
solte,	w11_d81e22719
sich	w13_d81e22723
auch	w15_d81e22726
deshalben	w1_d81e22731
mißvergnugt	w3_d81e22734
darüber	w5_d81e22737
bezeiget,	w7_d81e22740
daß	w1_d81e22745
der	w3_d81e22748
Ever,	w5_d81e22751
womit	w7_d81e22754
gedachte	w9_d81e22757
Ammunition	w11_d81e22760
von	w1_d81e22766
Rydboholm	w3_d81e22769
hereingeführet	w5_d81e22772
worden,	w7_d81e22775
nicht	w9_d81e22778
so	w1_d81e22783
zeitlich	w3_d81e22786
an	w5_d81e22789
die	w7_d81e22792
Stadt	w9_d81e22795
gelanget,	w11_d81e22798
daß	w13_d81e22802
er	w15_d81e22805
durch	w1_d81e22810
die	w3_d81e22813
Schleussen	w5_d81e22816
kommen,	w7_d81e22819
und	w9_d81e22822
die	w11_d81e22825
Pa	w13_d81e22829
tronen	w1_d81e22834
daraus	w3_d81e22837
genommen	w5_d81e22840
werden	w7_d81e22843
können,	w9_d81e22846
zu	w11_d81e22849
gleich	w1_d81e22855
sich	w3_d81e22858
dabey	w5_d81e22861
ausgelassen,	w7_d81e22864
wann	w9_d81e22867
sie	w11_d81e22870
den	w13_d81e22874
Abend	w1_d81e22879
nicht	w3_d81e22882
kämen,	w5_d81e22885
so	w7_d81e22888
wäre	w9_d81e22891
es	w11_d81e22894
zu	w13_d81e22898
spat,	w15_d81e22901
und	w1_d81e22906
sie	w3_d81e22909
könnten	w5_d81e22912
hernach	w7_d81e22915
nur	w9_d81e22918
in	w11_d81e22921
die	w13_d81e22925
See	w15_d81e22928
ge	w17_d81e22931
worfen	w1_d81e22936
werden.	w3_d81e22939
</p>
<p id="p20_d81e22942">
Die	w1_d81e22946
XI.	w3_d81e22949
Fortsetzung	w5_d81e22952
folget	w7_d81e22955
künftigen	w9_d81e22958
Mittwoch	w11_d81e22961
Num.	w13_d81e22965
82.	w15_d81e22968
</p>
<head id="h2_d81e23016">
Haupt=quartier	w1_d81e23020
des	w3_d81e23023
unter	w5_d81e23026
Commando	w7_d81e23029
des	w9_d81e23032
Herrn	w1_d81e23037
General=Feld=zeug=meisters	w3_d81e23040
Fürstens	w5_d81e23043
von	w7_d81e23046
Piccolomini,	w1_d81e23051
in	w3_d81e23054
dem	w5_d81e23057
König=reich	w7_d81e23060
Böheim	w9_d81e23063
bey	w11_d81e23066
König=grätz	w13_d81e23070
stehenden	w1_d81e23076
Corps	w3_d81e23079
der	w5_d81e23082
Armée,	w7_d81e23085
Spalena	w9_d81e23088
Lhotka,	w11_d81e23091
den	w13_d81e23095
2.	w1_d81e23100
October,	w3_d81e23103
1756.	w5_d81e23106
</head>
<p id="p4_d81e23109">
Eute	w1_d81e23113
ist	w3_d81e23116
die	w5_d81e23119
erste	w7_d81e23122
Colonne	w9_d81e23125
deren	w11_d81e23128
Sclavoniern	w13_d81e23132
in	w15_d81e23135
hie	w17_d81e23138
siges	w1_d81e23145
Lager	w3_d81e23148
eingerucket,	w5_d81e23151
sonsten	w7_d81e23154
aber	w9_d81e23157
nichts	w11_d81e23160
verän	w13_d81e23164
derliches	w1_d81e23169
paßiret,	w3_d81e23172
ausser	w5_d81e23175
daß	w7_d81e23178
von	w9_d81e23181
dem	w11_d81e23184
Obristen	w13_d81e23188
von	w15_d81e23191
Simb	w17_d81e23194
schön	w1_d81e23200
der	w3_d81e23203
Rapport	w5_d81e23206
eingelanget,	w7_d81e23209
wasmassen	w9_d81e23212
ein	w11_d81e23215
von	w13_d81e23219
Jägerndorf	w1_d81e23224
zu	w3_d81e23227
Recognoscirung	w5_d81e23230
deren	w7_d81e23233
feindlichen	w9_d81e23236
in	w11_d81e23239
dor	w13_d81e23243
tiger	w1_d81e23248
Gegend	w3_d81e23251
herum	w5_d81e23254
gestreiften	w7_d81e23257
Hussaren	w9_d81e23260
ausgeschiktes	w11_d81e23263
diesseitig=ebenmäßiges	w1_d81e23268
Hussaren=commando	w3_d81e23271
bey	w5_d81e23274
Be	w7_d81e23277
trettung	w1_d81e23283
des	w3_d81e23286
feindlichen	w5_d81e23289
Territorii	w7_d81e23292
von	w9_d81e23295
einem	w11_d81e23298
unbekann	w13_d81e23302
ten	w1_d81e23307
Menschen	w3_d81e23310
benachrichtiget	w5_d81e23313
worden,	w7_d81e23316
daß	w9_d81e23319
die	w11_d81e23322
feindli	w13_d81e23326
che	w1_d81e23331
Hussaren	w3_d81e23334
von	w5_d81e23337
Leobschitz	w7_d81e23340
sich	w9_d81e23343
zuruck	w11_d81e23346
gezogen,	w13_d81e23350
und	w15_d81e23353
alda	w1_d81e23358
in	w3_d81e23361
eines	w5_d81e23364
privaten	w7_d81e23367
Haus	w9_d81e23370
die	w11_d81e23373
Königl.	w13_d81e23377
Cassa	w15_d81e23380
zu	w17_d81e23383
ruck	w1_d81e23389
gelassen,	w3_d81e23392
hierauf	w5_d81e23395
auch	w7_d81e23398
diesseitige	w9_d81e23401
Hussaren	w11_d81e23404
sich	w13_d81e23408
in	w15_d81e23411
