<doc id="wr_1757-12-21" attrs="word" year="1757" month="12" day="21" corpus="2">
<head id="h2_d204e2824">
Burtehude,	w1_d204e2828
dem	w7_d204e17374
Pablico	w9_d204e17377
bekannt	w11_d204e17380
ge	w13_d204e17384
macht,	w1_d204e17389
daß	w3_d204e17392
ein	w5_d204e17395
ganz	w7_d204e17398
neu	w9_d204e17401
und	w11_d204e17404
mit	w13_d204e17408
grünen	w15_d204e17411
Plusch	w1_d204e17416
ausgefüttert,	w3_d204e17419
auch	w5_d204e17422
nach	w7_d204e17425
der	w9_d204e17428
neuesten	w11_d204e17431
Französischen	w1_d204e17437
Mode	w3_d204e17440
verfertigter	w5_d204e17443
Wagen	w7_d204e17446
auf	w9_d204e17449
zwey	w1_d204e17454
Personen,	w3_d204e17457
woran	w5_d204e17460
alle	w7_d204e17463
Rahmen	w9_d204e17466
gut	w11_d204e17469
ver	w13_d204e17473
goldet,	w1_d204e17478
der	w3_d204e17481
Uberrest	w5_d204e17484
von	w7_d204e17487
besonderem	w9_d204e17490
Gusto	w11_d204e17493
ge	w13_d204e17497
mahlen	w1_d204e17502
und	w3_d204e17505
fein	w5_d204e17508
gefürneist,	w7_d204e17511
und	w9_d204e17514
der	w11_d204e17517
Kasten	w13_d204e17521
auf	w1_d204e17527
langen	w3_d204e17530
Französischen	w5_d204e17533
Federn	w7_d204e17536
hanget,	w9_d204e17539
zu	w11_d204e17542
verkauffen;	w1_d204e17547
und	w3_d204e17550
wer	w5_d204e17553
solchem	w7_d204e17556
zu	w9_d204e17559
sehen	w11_d204e17562
und	w1_d204e17567
zu	w3_d204e17570
kauffen	w5_d204e17573
verlanget,	w7_d204e17576
sich	w9_d204e17579
dessentwegen	w11_d204e17582
bey	w1_d204e17587
dem	w3_d204e17590
Portier	w5_d204e17593
im	w7_d204e17596
Stahrembergischen	w9_d204e17599
haus,	w11_d204e17602
hinter	w1_d204e17608
dem	w3_d204e17611
Land=haus	w5_d204e17614
der	w7_d204e17617
Minoriten=kirche	w9_d204e17620
gegen=über	w1_d204e17625
anmelden	w3_d204e17628
kan.	w5_d204e17631
</p>
<head id="h2_d204e17637">
EDICT.	w1_d204e17641
</head>
<p id="p4_d204e17644">
Von	w1_d204e17648
dem	w3_d204e17651
eines	w5_d204e17654
Lob=würdigen	w7_d204e17657
GOttes	w9_d204e17660
hauß	w1_d204e17665
ad	w3_d204e17668
Sanctum	w5_d204e17671
Jacobum,	w7_d204e17674
zu	w9_d204e17677
Pockflüß,	w11_d204e17680
aufgestelten	w1_d204e17685
Judicio	w3_d204e17688
delegato	w5_d204e17691
wird	w7_d204e17694
hiemit	w9_d204e17697
jedermänniglich	w1_d204e17703
zu	w3_d204e17706
wissen	w5_d204e17709
gemacht,	w7_d204e17712
was	w9_d204e17715
mas	w11_d204e17718
sen	w1_d204e17723
die	w3_d204e17726
Frau	w5_d204e17729
Elisabeth	w7_d204e17732
Paußingerin	w9_d204e17735
wider	w11_d204e17738
Herrn	w1_d204e17743
Johann	w3_d204e17746
Michael	w5_d204e17749
Eder	w7_d204e17752
Badern	w9_d204e17755
zu	w11_d204e17758
Pock	w13_d204e17762
flüß	w1_d204e17767
wegen	w3_d204e17770
ihrer	w5_d204e17773
an	w7_d204e17776
ihme	w9_d204e17779
zu	w11_d204e17782
fordern	w13_d204e17786
habender	w15_d204e17789
Schuld=post	w1_d204e17795
dicio	w1_d204e17800
Dele-	w3_d204e17803
bey	w1_d204e17808
ob=berührten	w3_d204e17811
zu	w5_d204e17814
</p>
<p id="p6_d204e17817">
gato,	w1_d204e17821
um	w3_d204e17824
eine	w5_d204e17827
nochmalige	w7_d204e17830
Licitation	w9_d204e17833
seiner	w11_d204e17836
zu	w1_d204e17841
Pockflüß	w3_d204e17844
ligend	w5_d204e17847
und	w7_d204e17850
bereits	w9_d204e17853
erichtlich	w11_d204e17856
geschätzten	w1_d204e17861
Behausung,	w3_d204e17864
und	w5_d204e17867
Baders=gewerb,	w7_d204e17870
in	w1_d204e17876
via	w3_d204e17879
Executionis,	w5_d204e17882
angelanget,	w7_d204e17885
von	w9_d204e17888
Sei	w11_d204e17891
ten	w1_d204e17896
des	w3_d204e17899
ersagten	w5_d204e17902
Judic	w7_d204e17905
cii	w9_d204e17908
delegati	w11_d204e17911
auch	w13_d204e17915
in	w15_d204e17918
solches	w1_d204e17923
der	w3_d204e17926
obbenannten	w5_d204e17929
Klägerin	w7_d204e17932
billiges	w9_d204e17935
Begehren	w1_d204e17940
über	w3_d204e17943
die	w5_d204e17946
in	w7_d204e17949
Sachen	w9_d204e17952
geloffene	w11_d204e17955
Er	w13_d204e17959
rinnerung	w1_d204e17965
der	w3_d204e17968
Ordnung	w5_d204e17971
nach	w7_d204e17974
untern	w9_d204e17977
23	w11_d204e17980
No	w13_d204e17984
vember	w1_d204e17989
dies	w3_d204e17992
Jahrs	w5_d204e17995
gewilliget,	w7_d204e17998
und	w9_d204e18001
zu	w11_d204e18004
so	w13_d204e18008
thaner	w1_d204e18013
Licitirung	w3_d204e18016
den	w5_d204e18019
28.	w7_d204e18022
Jan.	w9_d204e18025
1753.	w11_d204e18028
Vor	w13_d204e18032
mittag	w1_d204e18037
um	w3_d204e18040
8.	w5_d204e18043
Uhr	w7_d204e18046
hiemit	w9_d204e18049
bestimmet	w11_d204e18052
worde	w13_d204e18056
sey	w15_d204e18059
Solchemnach	w1_d204e18065
werden	w3_d204e18068
alle	w5_d204e18071
von	w7_d204e18074
seiner	w9_d204e18077
Be	w11_d204e18080
</p>
<p id="p8_d204e18083">
hörde	w1_d204e18087
examinirt-	w3_d204e18090
und	w5_d204e18093
approbirte	w7_d204e18096
Bader,	w9_d204e18099
oder	w1_d204e18104
die	w3_d204e18107
sich	w5_d204e18110
verbindlich	w7_d204e18113
erkläreten,	w9_d204e18116
von	w11_d204e18119
seiner	w13_d204e18123
Behörde	w1_d204e18128
die	w3_d204e18131
erforderliche	w5_d204e18134
Approbation	w7_d204e18137
zu	w9_d204e18140
bewürken,	w1_d204e18146
welche	w3_d204e18149
das	w5_d204e18152
bedeutete	w7_d204e18155
Haus,	w9_d204e18158
und	w11_d204e18161
Bader=gewerb	w1_d204e18166
käuflich	w3_d204e18169
an	w5_d204e18172
sich	w7_d204e18175
zu	w9_d204e18178
bringen	w11_d204e18181
willens,	w1_d204e18186
auf	w3_d204e18189
dem	w5_d204e18192
obbestimmten	w7_d204e18195
Tag	w9_d204e18198
und	w11_d204e18201
Stund	w13_d204e18205
in	w1_d204e18210
dem	w3_d204e18213
Pfarr=hof	w5_d204e18216
zu	w7_d204e18219
Pockflüß	w9_d204e18222
zu	w11_d204e18225
erscheinen,	w13_d204e18229
und	w1_d204e18235
sich	w3_d204e18238
anzumelden	w5_d204e18241
haben,	w7_d204e18244
allwo	w9_d204e18247
sodann	w11_d204e18250
das	w1_d204e18255
weitere	w3_d204e18258
tractiret,	w5_d204e18261
und	w7_d204e18264
abgehandlet	w9_d204e18267
wer	w11_d204e18270
den	w1_d204e18275
solle.	w3_d204e18278
Actum	w5_d204e18281
Wien	w7_d204e18284
den	w9_d204e18287
23.	w11_d204e18290
Novem	w13_d204e18294
bris	w1_d204e18299
1757.	w3_d204e18302
</p>
<p id="p10_d204e18305">
Auf	w1_d204e18309
dem	w3_d204e18312
Dominicaner=platz	w5_d204e18315
in	w7_d204e18318
dem	w9_d204e18321
Kali	w11_d204e18324
wodischen	w1_d204e18329
Buch=gewelb,	w3_d204e18332
ist	w5_d204e18335
zu	w7_d204e18338
bekommen:	w9_d204e18341
Officium	w1_d204e18346
oder	w3_d204e18349
Tag=zeiten	w5_d204e18352
von	w7_d204e18355
der	w9_d204e18358
Geburt	w11_d204e18361
unsers	w1_d204e18367
HErrn	w3_d204e18370
JEsu	w5_d204e18373
Christi;	w7_d204e18376
genommen	w9_d204e18379
uus	w11_d204e18382
dem	w1_d204e18387
Romanischen	w3_d204e18390
Brevier;	w5_d204e18393
allen	w7_d204e18396
wahren	w9_d204e18399
Christ=glaubigen	w1_d204e18404
zur	w3_d204e18407
Gedächtnüß	w5_d204e18410
der	w7_d204e18413
mensch	w9_d204e18416
lichen	w1_d204e18421
Erlösung	w3_d204e18424
in	w5_d204e18427
Druck	w7_d204e18430
gegeben,	w9_d204e18433
das	w11_d204e18436
Stuck	w13_d204e18440
gebunden	w1_d204e18446
à	w3_d204e18449
30.	w5_d204e18452
kr.	w7_d204e18455
</p>
<p id="p12_d204e18459">
Heil.	w1_d204e18463
Christ=nachts=metten;	w3_d204e18466
das	w5_d204e18469
ist,	w7_d204e18472
sonder	w9_d204e18475
bare	w1_d204e18480
Andacht	w3_d204e18483
in	w5_d204e18486
der	w7_d204e18489
Heiligen	w9_d204e18492
Nacht	w11_d204e18495
samt	w13_d204e18499
denen	w1_d204e18504
drey	w3_d204e18507
Heiligen	w5_d204e18510
Messen,	w7_d204e18513
von	w9_d204e18516
Wort	w11_d204e18519
zu	w1_d204e18525
Wort,	w3_d204e18528
wie	w5_d204e18531
solche	w7_d204e18534
von	w9_d204e18537
denen	w11_d204e18540
Priestern	w13_d204e18544
gele	w15_d204e18547
sen	w1_d204e18552
werden;	w3_d204e18555
nebst	w5_d204e18558
vorher=gehenden	w7_d204e18561
Morgen	w9_d204e18564
wie	w1_d204e18569
auch	w3_d204e18572
zu	w5_d204e18575
Ende	w7_d204e18578
folgenden	w9_d204e18581
VesperBeicht	w11_d204e18584
und	w1_d204e18589
Communion=gebettern.	w3_d204e18592
Das	w5_d204e18595
Stuck	w7_d204e18598
ge	w9_d204e18601
bunden	w1_d204e18607
à	w3_d204e18610
24.	w5_d204e18613
Kr.	w7_d204e18616
</p>
<p id="p14_d204e18619">
Kurtzer	w1_d204e18623
Begrif	w3_d204e18626
deren	w5_d204e18629
Ubung	w7_d204e18632
des	w9_d204e18635
Hel.	w11_d204e18638
Jgnatii	w1_d204e18643
Lojolæ,	w3_d204e18646
für	w5_d204e18649
die	w7_d204e18652
Heil.	w9_d204e18655
Advent=zeit,	w11_d204e18658
auf	w1_d204e18663
vier	w3_d204e18666
Täg	w5_d204e18669
zusammen	w7_d204e18672
gezogen,	w9_d204e18675
und	w11_d204e18678
in	w13_d204e18682
acht	w15_d204e18685
Betrachtungen	w1_d204e18691
von	w3_d204e18694
P.	w5_d204e18697
Franc.	w7_d204e18700
Xav.	w9_d204e18703
Frean,	w11_d204e18706
S.	w1_d204e18711
J.	w3_d204e18714
eingetheilet;	w5_d204e18717
mit	w7_d204e18720
beygehenden	w9_d204e18723
Christli	w11_d204e18726
chen	w1_d204e18731
Wahrheiten	w3_d204e18734
von	w5_d204e18737
der	w7_d204e18740
Zeit;	w9_d204e18743
für	w11_d204e18746
eine	w13_d204e18750
drey	w15_d204e18753
tägige	w1_d204e18758
Versammlung	w3_d204e18761
des	w5_d204e18764
Geistes,	w7_d204e18767
zum	w9_d204e18770
Schluß	w11_d204e18773
des	w1_d204e18779
alten,	w3_d204e18782
und	w5_d204e18785
Anfang	w7_d204e18788
des	w9_d204e18791
neuen	w11_d204e18794
Jahrs	w13_d204e18798
nützlich	w1_d204e18803
zu	w3_d204e18806
erwegen,	w5_d204e18809
das	w7_d204e18812
Stuck	w9_d204e18815
gebunden	w11_d204e18818
à36	w1_d204e18823
kr.	w3_d204e18826
</p>
<head id="h2_d204e18935">
Stade	w1_d204e18939
3.	w3_d204e18942
Decemb.	w5_d204e18945
</head>
<p id="p4_d204e18948">
Allhier	w1_d204e18952
ist	w3_d204e18955
folgende	w5_d204e18958
Declaration	w7_d204e18961
in	w9_d204e18964
Anse	w11_d204e18967
hung	w1_d204e18972
der	w3_d204e18975
wieder	w5_d204e18978
angefangenen	w7_d204e18981
Kriegs=unter	w9_d204e18984
nehmungen	w1_d204e18989
von	w3_d204e18992
Seiten	w5_d204e18995
Sr.	w7_d204e18998
Groß=brittani	w9_d204e19001
schen	w1_d204e19007
Majest.	w3_d204e19010
als	w5_d204e19013
Chur=fürsten	w7_d204e19016
von	w9_d204e19019
Hannover,	w11_d204e19022
unterm	w1_d204e19027
20.	w3_d204e19030
Novemb.=publicirt	w5_d204e19033
worden;	w7_d204e19036
</p>
<p id="p6_d204e19039">
Sist	w1_d204e19043
bekannt,	w3_d204e19046
daß	w5_d204e19049
zwischen	w7_d204e19052
Sr.	w9_d204e19055
Königl.	w11_d204e19058
6	w1_d204e19063
Hoheit,	w1_d204e19068
dem	w3_d204e19071
Hrn.	w5_d204e19074
Herzogen	w7_d204e19077
von	w9_d204e19080
Cum	w11_d204e19083
berland,	w1_d204e19089
und	w3_d204e19092
dem	w5_d204e19095
Hrn.	w7_d204e19098
Marschallen	w9_d204e19101
Herzog	w11_d204e19104
vor	w13_d204e19108
Richelieu,	w1_d204e19113
respective	w3_d204e19116
zu	w5_d204e19119
Bremerförde	w7_d204e19122
und	w9_d204e19125
Klo	w11_d204e19128
ster=zeven	w1_d204e19133
am	w3_d204e19136
8.	w5_d204e19139
und	w7_d204e19142
10.	w9_d204e19145
Sept.	w11_d204e19148
dieses	w13_d204e19152
Jahrs	w15_d204e19155
eine	w1_d204e19160
Convention	w3_d204e19163
geschlossen	w5_d204e19166
worden,	w7_d204e19169
davon	w9_d204e19172
die	w11_d204e19175
Abschrift	w1_d204e19181
in	w3_d204e19184
jedermanns	w5_d204e19187
Handen	w7_d204e19190
ist	w9_d204e19193
</p>
<p id="p8_d204e19196">
Der	w1_d204e19200
Französische	w3_d204e19203
Hof	w5_d204e19206
war	w7_d204e19209
nicht	w9_d204e19212
so	w11_d204e19215
bald	w13_d204e19219
da	w15_d204e19222
von	w1_d204e19227
unterrichtet,	w3_d204e19230
als	w5_d204e19233
er	w7_d204e19236
eines	w9_d204e19239
Theils	w11_d204e19242
declarir	w13_d204e19246
te,	w1_d204e19251
wie	w3_d204e19254
er	w5_d204e19257
die	w7_d204e19260
Gültigkeit	w9_d204e19263
besagter	w11_d204e19266
Conventior	w13_d204e19270
blos	w1_d204e19276
auf	w3_d204e19279
den	w5_d204e19282
Fall	w7_d204e19285
agnosciren	w9_d204e19288
könne	w11_d204e19291
und	w13_d204e19295
wolle	w15_d204e19298
wann	w1_d204e19303
die	w3_d204e19306
Chur=braunschweigische	w5_d204e19309
Trupen	w7_d204e19312
sich	w1_d204e19317
ausdrücklich	w3_d204e19320
verpflichteten,	w5_d204e19323
während	w7_d204e19326
des	w9_d204e19329
ganzen	w1_d204e19334
Krieges	w3_d204e19337
gegen	w5_d204e19340
Frankreich	w7_d204e19343
und	w9_d204e19346
seine	w11_d204e19349
Alliirte	w1_d204e19355
nicht	w3_d204e19358
zu	w5_d204e19361
dienen,	w7_d204e19364
anderen	w9_d204e19367
Theils	w11_d204e19370
zu	w13_d204e19374
er	w15_d204e19377
kennen	w1_d204e19382
gab,	w3_d204e19385
daß	w5_d204e19388
die	w7_d204e19391
Hülfs=trupen,	w9_d204e19394
wann	w11_d204e19397
sie	w13_d204e19401
nach	w1_d204e19406
Hause	w3_d204e19409
kämen,	w5_d204e19412
schlechterdings	w7_d204e19415
entwafnet	w9_d204e19418
werden	w1_d204e19423
müsten.	w3_d204e19426
</p>
<p id="p10_d204e19429">
Des	w1_d204e19433
Herzogs	w3_d204e19436
von	w5_d204e19439
Cumberland	w7_d204e19442
Königl.	w9_d204e19445
Hoheit,	w1_d204e19450
welche	w3_d204e19453
Jhres	w5_d204e19456
Orts	w7_d204e19459
auf	w9_d204e19462
guter	w11_d204e19465
Treue	w13_d204e19469
und	w1_d204e19474
gutem	w3_d204e19477
Glauben	w5_d204e19480
der	w7_d204e19483
Convention	w9_d204e19486
gemäß	w11_d204e19489
alles	w1_d204e19495
erfüllet,	w3_d204e19498
und	w5_d204e19501
einen	w7_d204e19504
Theil	w9_d204e19507
der	w11_d204e19510
respective	w13_d204e19514
nach	w1_d204e19519
dem	w3_d204e19522
Lauenburgischen,	w5_d204e19525
und	w7_d204e19528
nach	w9_d204e19531
ihrem	w11_d204e19534
Heimaht	w1_d204e19539
bestimmten	w3_d204e19542
Trupen	w5_d204e19545
bereits	w7_d204e19548
in	w9_d204e19551
Marsch	w11_d204e19554
gesetzet	w1_d204e19559
hatten,	w3_d204e19562
konnten	w5_d204e19565
dieses	w7_d204e19568
letzte	w9_d204e19571
Begeh	w11_d204e19574
ren	w1_d204e19580
nicht	w3_d204e19583
anders,	w5_d204e19586
als	w7_d204e19589
eine	w9_d204e19592
offenbare	w11_d204e19595
Contra	w13_d204e19599
vention	w1_d204e19604
betrachten,	w3_d204e19607
weil	w5_d204e19610
jenseits	w7_d204e19613
versprochen	w9_d204e19616
war,	w1_d204e19621
daß	w3_d204e19624
die	w5_d204e19627
Hülfs=trupen	w7_d204e19630
nicht	w9_d204e19633
nur	w11_d204e19636
frey	w13_d204e19640
abziehen,	w1_d204e19645
sondern	w3_d204e19648
auch	w5_d204e19651
als	w7_d204e19654
Kriegs=gefangene	w9_d204e19657
(bey	w1_d204e19663
denen	w3_d204e19666
allein,	w5_d204e19669
und	w7_d204e19672
sonst	w9_d204e19675
nicht	w11_d204e19678
die	w13_d204e19682
Entwaf	w15_d204e19685
nung	w1_d204e19690
Statt	w3_d204e19693
findet)	w5_d204e19696
nicht	w7_d204e19699
angesehen	w9_d204e19702
werden	w11_d204e19705
sollte,	w1_d204e19710
und	w3_d204e19713
also	w5_d204e19716
sandten	w7_d204e19719
Sie	w9_d204e19722
an	w11_d204e19725
gedachte	w13_d204e19729
Tru	w15_d204e19732
pen	w1_d204e19737
Ordre,	w3_d204e19740
Halte	w5_d204e19743
zu	w7_d204e19746
machen.	w9_d204e19749
Man	w11_d204e19752
suchte	w13_d204e19756
zwar	w1_d204e19762
die	w3_d204e19765
Sache	w5_d204e19768
auf	w7_d204e19771
allerhand	w9_d204e19774
Weise	w11_d204e19777
zu	w13_d204e19781
ver	w15_d204e19784
Alliirten	w17_d204e19787
eine	w19_d204e19790
gütliche	w21_d204e19793
Abkunft	w23_d204e19796
getroffen	w25_d204e19800
wer	w27_d204e19803
mitteln;	w1_d204e19808
und	w3_d204e19811
es	w5_d204e19814
geschahen	w7_d204e19817
solche	w9_d204e19820
Vorschläge,	w11_d204e19823
den	w13_d204e19827
solle,	w15_d204e19830
wozu	w17_d204e19833
aber	w19_d204e19836
der	w21_d204e19839
Französische	w23_d204e19842
Hof	w25_d204e19846
so	w27_d204e19849
loben	w1_d204e19854
ward.	w3_d204e19857
Allein	w5_d204e19860
man	w7_d204e19863
beharete	w9_d204e19866
Fran	w11_d204e19869
</p>
<p id="p12_d204e19873">
zösischer	w1_d204e19877
Seits	w3_d204e19880
bey	w5_d204e19883
dieser	w7_d204e19886
schimpflichen	w9_d204e19889
Ent	w11_d204e19892
wafnung	w1_d204e19897
schlechterdings,	w3_d204e19900
bis	w5_d204e19903
erst	w7_d204e19906
vor	w9_d204e19909
ganz	w11_d204e19912
kurzer	w1_d204e19917
Zeit	w3_d204e19920
sich	w5_d204e19923
die	w7_d204e19926
Sprache	w9_d204e19929
diesfalls	w11_d204e19932
verän	w13_d204e19936
derte,	w1_d204e19942
da	w3_d204e19945
immittelst	w5_d204e19948
die	w7_d204e19951
Trupen	w9_d204e19954
in	w11_d204e19957
dem	w13_d204e19961
ihnen	w15_d204e19964
angewiesenen	w1_d204e19969
engen	w3_d204e19972
Bezirk	w5_d204e19975
und	w7_d204e19978
bey	w9_d204e19981
der	w11_d204e19984
rau	w13_d204e19988
hen	w1_d204e19993
Witterung	w3_d204e19996
Kummer	w5_d204e19999
und	w7_d204e20002
Mangel	w9_d204e20005
aus	w11_d204e20008
zustehen	w1_d204e20013
hatten.	w3_d204e20016
</p>
<p id="p14_d204e20019">
Ob	w1_d204e20023
nun	w3_d204e20026
wol	w5_d204e20029
gegentheils	w7_d204e20032
anjetzo	w9_d204e20035
die	w11_d204e20038
Con	w13_d204e20042
vention	w1_d204e20047
als	w3_d204e20050
ein	w5_d204e20053
bloßes	w7_d204e20056
ArrangemeniM	w9_d204e20059
litai-	w11_d204e20062
re,	w1_d204e20067
wie	w3_d204e20070
es	w5_d204e20073
auch	w7_d204e20076
in	w9_d204e20079
der	w11_d204e20082
That	w13_d204e20086
anfänglich	w15_d204e20089
nichts	w17_d204e20092
anders	w1_d204e20098
war,	w3_d204e20101
angesehen	w5_d204e20104
werden	w7_d204e20107
will,	w9_d204e20110
so	w11_d204e20113
hat	w13_d204e20117
sich	w1_d204e20122
doch	w3_d204e20125
die	w5_d204e20128
Natur	w7_d204e20131
derselben	w9_d204e20134
theils	w11_d204e20137
durch	w13_d204e20141
Anfangs	w1_d204e20146
erwehnte	w3_d204e20149
Französische	w5_d204e20152
Declaration,	w7_d204e20155
so	w1_d204e20160
die	w3_d204e20163
Gültigkeit	w5_d204e20166
derselben	w7_d204e20169
ausdrücklich	w9_d204e20172
suspen	w11_d204e20175
diret,	w1_d204e20181
theils	w3_d204e20184
durch	w5_d204e20187
die	w7_d204e20190
Negotiation	w9_d204e20193
wegen	w11_d204e20196
des	w13_d204e20200
Desarmements,	w1_d204e20205
da	w3_d204e20208
die	w5_d204e20211
Antworten	w7_d204e20214
nicht	w9_d204e20217
sofort	w11_d204e20220
von	w1_d204e20225
dem	w3_d204e20228
Französischen	w5_d204e20231
General	w7_d204e20234
ertheilet	w9_d204e20237
worde	w11_d204e20240
sondern	w1_d204e20245
erst	w3_d204e20248
von	w5_d204e20251
seinem	w7_d204e20254
Hofe	w9_d204e20257
eingewartet	w11_d204e20260
werden	w1_d204e20266
müssen,	w3_d204e20269
gänzlich	w5_d204e20272
verändert,	w7_d204e20275
und	w9_d204e20278
es	w11_d204e20281
ist	w1_d204e20286
aus	w3_d204e20289
der	w5_d204e20292
Sache	w7_d204e20295
der	w9_d204e20298
Generals	w11_d204e20301
eine	w13_d204e20305
Sache	w15_d204e20308
der	w1_d204e20313
Höfe	w3_d204e20316
geworden.	w5_d204e20319
</p>
<p id="p16_d204e20322">
Se.	w1_d204e20326
Königl.	w3_d204e20329
Groß=britannische	w5_d204e20332
Majest.	w7_d204e20335
als	w9_d204e20338
Chur=fürst,	w1_d204e20343
würden	w3_d204e20346
indessen,	w5_d204e20349
so	w7_d204e20352
hart	w9_d204e20355
auch	w11_d204e20358
für	w13_d204e20362
Dero	w1_d204e20367
Trupen	w3_d204e20370
die	w5_d204e20373
Bedingungen	w7_d204e20376
waren,	w9_d204e20379
es	w11_d204e20382
bey	w13_d204e20386
der	w1_d204e20392
Convention	w3_d204e20395
haben	w5_d204e20398
bewenden	w7_d204e20401
lassen,	w9_d204e20404
wann	w11_d204e20407
Allerhöchst=dieselben	w1_d204e20412
die	w3_d204e20415
feindliche	w5_d204e20418
Absicht,	w7_d204e20421
Dero	w1_d204e20426
Armee	w3_d204e20429
und	w5_d204e20432
Lande	w7_d204e20435
gänzlich	w9_d204e20438
zu	w11_d204e20441
Grunde	w13_d204e20445
zu	w1_d204e20450
richten,	w3_d204e20453
nicht	w5_d204e20456
gar	w7_d204e20459
zu	w9_d204e20462
deutlich	w11_d204e20465
abgenom	w13_d204e20469
men,	w1_d204e20475
und	w3_d204e20478
man	w5_d204e20481
gegentheils	w7_d204e20484
durch	w9_d204e20487
die	w11_d204e20490
offen	w13_d204e20494
baresten	w1_d204e20499
Uebertrettungen	w3_d204e20502
dieser	w5_d204e20505
Convention,	w7_d204e20508
was	w1_d204e20513
man	w3_d204e20516
im	w5_d204e20519
Schilde	w7_d204e20522
führe,	w9_d204e20525
nicht	w11_d204e20528
auf	w13_d204e20532
das	w15_d204e20535
of	w17_d204e20538
fenbareste	w1_d204e20543
gezeigt,	w3_d204e20546
selbst	w5_d204e20549
dadurch	w7_d204e20552
aber	w9_d204e20555
Se.	w11_d204e20558
Majest.	w1_d204e20564
von	w3_d204e20567
aller	w5_d204e20570
Obligation	w7_d204e20573
gänzlich	w9_d204e20576
entbun	w11_d204e20579
den	w1_d204e20584
hätte.	w3_d204e20587
</p>
<p id="p18_d204e20590">
Es	w1_d204e20594
wart	w3_d204e20597
nämlich	w5_d204e20600
die	w7_d204e20603
Abscht,	w9_d204e20606
und	w11_d204e20609
selbf	w13_d204e20613
die	w15_d204e20616
Natur	w1_d204e20621
eines	w3_d204e20624
Waffen=still=standes	w5_d204e20627
bringet	w7_d204e20630
es	w9_d204e20633
mit	w1_d204e20638
sich,	w3_d204e20641
daß	w5_d204e20644
alsobald	w7_d204e20647
an	w9_d204e20650
das	w11_d204e20653
Friedens=werk	w13_d204e20657
die	w1_d204e20663
Hand	w3_d204e20666
geleget,	w5_d204e20669
und	w7_d204e20672
dadurch	w9_d204e20675
sowol	w11_d204e20678
der	w13_d204e20682
völ	w15_d204e20685
lige	w1_d204e20690
Untergang	w3_d204e20693
der	w5_d204e20696
Chur=braunschweigischen	w7_d204e20699
Lande	w1_d204e20704
abgewendet,	w3_d204e20707
als	w5_d204e20710
auch	w7_d204e20713
in	w9_d204e20716
Ansehung	w11_d204e20719
der	w13_d204e20723
wodurch	w1_d204e20728
aller	w3_d204e20731
Vorwand	w5_d204e20734
jeyseits	w7_d204e20737
gänzlich	w9_d204e20740
ge	w11_d204e20743
wenig	w13_d204e20747
geneigt	w15_d204e20750
war,	w17_d204e20753
daß	w19_d204e20756
derselbe	w21_d204e20759
nicht	w23_d204e20762
nur	w25_d204e20766
zu	w27_d204e20769
wiederholten	w1_d204e20775
malen,	w3_d204e20778
welchergestalt	w5_d204e20781
er	w7_d204e20784
einem	w9_d204e20787
</p>
<p id="p24_d204e20801">
Frieden	w1_d204e20805
und	w3_d204e20808
gänzlicher	w5_d204e20811
Aussöhnung	w7_d204e20814
mit	w9_d204e20817
Sr.	w11_d204e20820
Königl.	w1_d204e20825
Majest.	w3_d204e20828
als	w5_d204e20831
Chur=fürsten,	w7_d204e20834
die	w9_d204e20837
Hän	w11_d204e20840
de	w1_d204e20845
schlechterdings	w3_d204e20848
nicht	w5_d204e20851
bieten	w7_d204e20854
wollen,	w9_d204e20857
rund	w11_d204e20860
aus	w1_d204e20866
declariret,	w3_d204e20869
sondern	w5_d204e20872
auch	w7_d204e20875
durch	w9_d204e20878
die	w11_d204e20881
nach	w13_d204e20885
geschlossener	w1_d204e20890
Convention	w3_d204e20893
täglich	w5_d204e20896
vermehrte	w7_d204e20899
harte	w1_d204e20904
Geld=erpressungen	w3_d204e20907
und	w5_d204e20910
Gewaltthätig	w7_d204e20913
keiten	w1_d204e20918
genugsam	w3_d204e20921
zu	w5_d204e20924
Tage	w7_d204e20927
geleget,	w9_d204e20930
wie	w11_d204e20933
sein	w13_d204e20937
Zweck	w1_d204e20943
blos	w3_d204e20946
dahin	w5_d204e20949
gehe,	w7_d204e20952
die	w9_d204e20955
Churbraun	w11_d204e20958
schweigische	w1_d204e20963
und	w3_d204e20966
der	w5_d204e20969
Alliirten	w7_d204e20972
Lande	w9_d204e20975
zum	w11_d204e20978
völ	w13_d204e20982
ligen	w1_d204e20987
Untergang	w3_d204e20990
zu	w5_d204e20993
bringen.	w7_d204e20996
</p>
<p id="p26_d204e20999">
Mitten	w1_d204e21003
in	w3_d204e21006
dem	w5_d204e21009
Waffen=still=stande	w7_d204e21012
hat	w9_d204e21015
man	w11_d204e21018
offenbare	w1_d204e21023
Feindseligkeiten	w3_d204e21026
unternommen,	w5_d204e21029
das	w7_d204e21032
feste	w1_d204e21037
Schloß	w3_d204e21040
Scharzfels	w5_d204e21043
erstiegen,	w7_d204e21046
geplündert,	w9_d204e21049
und	w1_d204e21055
die	w3_d204e21058
diesseitige	w5_d204e21061
Garnison	w7_d204e21064
zu	w9_d204e21067
Kriegsgefan	w11_d204e21070
genen	w1_d204e21075
gemacht.	w3_d204e21078
Die	w5_d204e21081
vorherige	w7_d204e21084
Kriegs	w9_d204e21087
gefangene	w1_d204e21092
hat	w3_d204e21095
