<doc id="wr_1762-05-01" attrs="word" year="1762" month="05" day="01" corpus="2">
<head id="h2_d652e3101">
Auszug	w1_d652e3105
3.	w11_d652e17492
bis	w13_d652e17496
6.	w15_d652e17499
Uhr	w17_d652e17502
ver	w19_d652e17505
schiedene	w1_d652e17510
Effecten,	w3_d652e17513
als	w5_d652e17516
Silber,	w7_d652e17519
Kleidungen,	w9_d652e17522
Spie	w11_d652e17525
geln,	w1_d652e17530
Kupfer,	w3_d652e17533
Zinn,	w5_d652e17536
und	w7_d652e17539
andere	w9_d652e17542
Geräthschaften.	w11_d652e17545
licitando	w1_d652e17550
hinan	w3_d652e17553
gegeben	w5_d652e17556
werden.	w7_d652e17559
</p>
<list id="l36_d652e17563">
Bey	w1_d652e17567
Augustin	w3_d652e17570
Bernardi,	w5_d652e17573
Universitätsbuchhänd	w7_d652e17576
lern,	w1_d652e17581
der	w3_d652e17584
obern	w5_d652e17587
Jesuiten=pforten	w7_d652e17590
gegenüber	w9_d652e17593
ist	w11_d652e17596
zu	w1_d652e17601
haben:	w3_d652e17604
Biblia	w1_d652e17610
sacra	w3_d652e17613
vulgatæ	w5_d652e17616
Editionis,	w7_d652e17619
cum	w9_d652e17622
selectissi-	w11_d652e17625
mis	w1_d652e17630
litteralibus	w3_d652e17633
Commentariis	w5_d652e17636
Pagnæi,	w7_d652e17639
Maldo-	w9_d652e17642
nari,	w1_d652e17647
Sa,	w3_d652e17650
Estii,	w5_d652e17653
Marianæ,	w7_d652e17656
Lanstalii,	w9_d652e17659
Malvendæ,	w11_d652e17662
Menochii,	w1_d652e17667
Tirini,	w3_d652e17670
Gordoni	w5_d652e17673
&	w7_d652e17676
Bossuet.	w9_d652e17679
Acce-	w11_d652e17682
duna	w1_d652e17688
Romanæ	w3_d652e17691
Correctiones,	w5_d652e17694
ac	w7_d652e17697
lectionum	w9_d652e17700
va-	w11_d652e17703
rietates	w1_d652e17708
à	w3_d652e17711
Franc.	w5_d652e17714
Luca	w7_d652e17717
Brugenfi	w9_d652e17720
observatæ.	w11_d652e17723
XXVIII.	w13_d652e17727
Tomi,	w1_d652e17732
4.	w3_d652e17735
maj.	w5_d652e17738
Venetiis	w7_d652e17741
1749-1757.	w9_d652e17744
85.	w11_d652e17747
fl.	w13_d652e17751
Bollandi	w1_d652e17756
Acta	w3_d652e17759
Sanctorum	w5_d652e17762
Mens.	w7_d652e17765
Septombria	w9_d652e17768
Tomus	w1_d652e17774
III.	w3_d652e17777
&	w5_d652e17780
IV.	w7_d652e17783
ex	w9_d652e17786
latinis	w11_d652e17789
&	w13_d652e17793
græcis,	w15_d652e17796
aliarum-	w17_d652e17799
que	w1_d652e17804
gentium	w3_d652e17807
Monumentis	w5_d652e17810
collecta,	w7_d652e17813
digesta,	w9_d652e17816
Com-	w11_d652e17819
mentariisque,	w1_d652e17824
&	w3_d652e17827
observarionibus	w5_d652e17830
illustrata,	w7_d652e17833
à	w9_d652e17836
J.	w11_d652e17839
Stiltingo,	w1_d652e17844
Limpeno,	w3_d652e17847
Suyskeno,	w5_d652e17850
Jo.	w7_d652e17853
Perieto	w9_d652e17856
S.	w11_d652e17859
J.	w13_d652e17863
fol.	w1_d652e17869
Vener.	w3_d652e17872
1761.	w5_d652e17875
24.	w7_d652e17878
fl.	w9_d652e17881
Joseph	w1_d652e17886
Blanchini	w3_d652e17889
Evangeliarium	w5_d652e17892
quadruplex	w7_d652e17895
tinæ	w1_d652e17900
versionis	w3_d652e17903
antiquæ	w5_d652e17906
seu	w7_d652e17909
veteris	w9_d652e17912
italicæ,	w11_d652e17915
ex	w13_d652e17919
Codd.	w1_d652e17924
Msstis	w3_d652e17927
aureis,	w5_d652e17930
argenteis,	w7_d652e17933
purpureis,	w9_d652e17936
anis-	w11_d652e17939
que	w1_d652e17945
plusquam	w3_d652e17948
millenariæ	w5_d652e17951
antiquitatis,	w7_d652e17954
in	w9_d652e17957
lucem	w11_d652e17960
editum,	w1_d652e17965
II.	w3_d652e17968
Barres,	w5_d652e17971
IV.	w7_d652e17974
Vol.	w9_d652e17977
fol.maj.	w11_d652e17980
Romæ	w13_d652e17984
1749.	w15_d652e17987
40.	w1_d652e17992
fl.	w3_d652e17995
Deliciæ	w1_d652e18000
Eruditorum,	w3_d652e18003
seu	w5_d652e18006
veterum	w7_d652e18009
Anccdo-	w9_d652e18012
ton	w1_d652e18018
Opusculorum	w3_d652e18021
Collectanca	w5_d652e18024
Jo.	w7_d652e18027
Lamius	w9_d652e18030
colle-	w11_d652e18033
git,	w1_d652e18038
illustravit,	w3_d652e18041
edidit,	w5_d652e18044
XVI.	w7_d652e18047
Tomi,	w9_d652e18050
8vo.	w11_d652e18053
Florentiæ,	w13_d652e18057
1736-55.	w1_d652e18062
30.	w3_d652e18065
fl.	w5_d652e18068
Cartouche,	w1_d652e18073
oder	w3_d652e18076
die	w5_d652e18079
Diebe,	w7_d652e18082
ein	w9_d652e18085
Lustspiel	w11_d652e18088
in	w13_d652e18092
3.	w15_d652e18095
Handlungen,	w1_d652e18101
aus	w3_d652e18104
dem	w5_d652e18107
Französischen	w7_d652e18110
des	w9_d652e18113
Herrn	w11_d652e18116
e	w1_d652e18121
Grand,	w3_d652e18124
8.	w5_d652e18127
Breslau,	w7_d652e18130
1761.	w9_d652e18133
17.	w11_d652e18136
kr.	w13_d652e18140
P.	w1_d652e18145
Hermanni	w3_d652e18148
Osserrieder.	w5_d652e18151
O.	w7_d652e18154
S.	w9_d652e18157
Franc.	w11_d652e18160
Conv.	w13_d652e18164
Metaphysica	w1_d652e18169
vetus	w3_d652e18172
&	w5_d652e18175
nova,	w7_d652e18178
Logicæ	w9_d652e18181
criticæ	w11_d652e18184
nu-	w13_d652e18188
per	w1_d652e18194
editæ,	w3_d652e18197
Pars	w5_d652e18200
altera	w7_d652e18203
adjuncta,	w9_d652e18206
8.	w11_d652e18209
Aug.	w13_d652e18213
Vind.	w15_d652e18216
1761.	w1_d652e18221
1.	w3_d652e18224
fl.	w5_d652e18227
25.	w7_d652e18230
kr.	w9_d652e18233
</list>
<p id="p38_d652e18237">
Es	w1_d652e18241
seynd	w3_d652e18244
zu	w5_d652e18247
Rotnun	w7_d652e18250
und	w9_d652e18253
Sieben=hirten	w11_d652e18256
die	w13_d652e18260
zwey	w15_d652e18263
Bach=häuser	w1_d652e18268
samt	w3_d652e18271
allen	w5_d652e18274
angebauten	w7_d652e18277
Aecker	w9_d652e18280
und	w11_d652e18283
Wiesen	w1_d652e18288
und	w3_d652e18291
anderer	w5_d652e18294
Zugehör	w7_d652e18297
samt	w9_d652e18300
Vich	w11_d652e18303
zu	w13_d652e18307
verdansten.	w1_d652e18313
</p>
<p id="p46_d652e18403">
Von	w1_d652e18407
inländischen	w3_d652e18410
gelehrten	w5_d652e18413
Sachen.	w7_d652e18416
Die	w1_d652e18421
hiesige	w3_d652e18424
Schaubühne	w5_d652e18427
ist	w7_d652e18430
diese	w9_d652e18433
Tage	w11_d652e18436
durch	w1_d652e18441
die	w3_d652e18444
Aufführung	w5_d652e18447
eines	w7_d652e18450
neuen	w9_d652e18453
he	w11_d652e18456
roischen	w1_d652e18462
Singspieles	w3_d652e18465
verherrlichet	w5_d652e18468
worden.	w7_d652e18471
Die	w1_d652e18476
Gelegenheit	w3_d652e18479
dazu	w5_d652e18482
konnte	w7_d652e18485
uns	w9_d652e18488
nicht	w11_d652e18491
an	w13_d652e18495
ders	w1_d652e18500
als	w3_d652e18503
höchst	w5_d652e18506
erfreulich	w7_d652e18509
seyn,	w9_d652e18512
indem	w11_d652e18515
wir	w13_d652e18519
sie	w1_d652e18524
der	w3_d652e18527
glücklichen	w5_d652e18530
Entbindung	w7_d652e18533
Jhrer	w9_d652e18536
königl.	w11_d652e18539
Hoheit	w1_d652e18545
der	w3_d652e18548
durchlauchtigsten	w5_d652e18551
Erzherzoginn	w7_d652e18554
zu	w1_d652e18559
danken	w3_d652e18562
haben.	w5_d652e18565
Es	w7_d652e18568
führet	w9_d652e18571
die	w11_d652e18574
Aufschrift:	w13_d652e18578
</p>
<p id="p48_d652e18582">
Il	w1_d652e18586
trioufo	w3_d652e18589
di	w5_d652e18592
Clelia.	w7_d652e18595
Dramma	w9_d652e18598
in	w11_d652e18601
Musica	w13_d652e18605
da	w15_d652e18608
rappresentarsi	w1_d652e18613
in	w3_d652e18616
occasione	w5_d652e18619
del	w7_d652e18622
felicissimo	w9_d652e18625
Parto	w11_d652e18628
di	w1_d652e18633
S.	w3_d652e18636
A.	w5_d652e18639
R.	w7_d652e18642
l'Arciduchessa	w9_d652e18645
Isabella,	w11_d652e18648
per	w13_d652e18652
coman-	w15_d652e18655
do	w1_d652e18661
degli	w3_d652e18664
augustissimi	w5_d652e18667
Regnanti.	w7_d652e18670
</p>
<p id="p50_d652e18673">
Es	w1_d652e18677
ist	w3_d652e18680
genug,	w5_d652e18683
daß	w7_d652e18686
man	w9_d652e18689
den	w11_d652e18692
Namen	w13_d652e18696
des	w15_d652e18699
Verfassers,	w1_d652e18704
des	w3_d652e18707
Herrn	w5_d652e18710
Abten	w7_d652e18713
Metastasio	w9_d652e18716
welcher	w1_d652e18721
schon	w3_d652e18724
seit	w5_d652e18727
vielen	w7_d652e18730
Jahren,	w9_d652e18733
als	w11_d652e18736
k.	w13_d652e18740
k.	w15_d652e18743
Hofpoet	w1_d652e18749
unsere	w3_d652e18752
Stadt	w5_d652e18755
zieret,	w7_d652e18758
nur	w9_d652e18761
nenne,	w11_d652e18764
um	w13_d652e18768
sich	w1_d652e18773
den	w3_d652e18776
vortheilhaftesten	w5_d652e18779
Begriff	w7_d652e18782
von	w9_d652e18785
dem	w11_d652e18788
vorangezeigten	w1_d652e18793
theatralischen	w3_d652e18796
Stücke	w5_d652e18799
zu	w7_d652e18802
ma	w9_d652e18805
chen.	w1_d652e18810
Der	w3_d652e18813
Jnhalt	w5_d652e18816
ist	w7_d652e18819
des	w9_d652e18822
erhabenen	w11_d652e18825
Ge	w13_d652e18829
genstandes	w1_d652e18835
vollkommen	w3_d652e18838
würdig,	w5_d652e18841
welchen	w7_d652e18844
der	w9_d652e18847
Herr	w1_d652e18852
Verfasser	w3_d652e18855
sich	w5_d652e18858
zum	w7_d652e18861
Vorbilde	w9_d652e18864
der	w11_d652e18867
edel	w13_d652e18871
sten	w1_d652e18876
Gaben	w3_d652e18879
des	w5_d652e18882
Geistes	w7_d652e18885
und	w9_d652e18888
Gemüthes	w11_d652e18891
ge	w13_d652e18895
wählet,	w1_d652e18900
und	w3_d652e18903
wofür	w5_d652e18906
unsre	w7_d652e18909
Stadt	w9_d652e18912
so	w11_d652e18915
viel	w13_d652e18919
Ehr	w15_d652e18922
erbietung	w1_d652e18928
hat,	w3_d652e18931
daß	w5_d652e18934
wir	w7_d652e18937
uns	w9_d652e18940
nicht	w11_d652e18943
getrauen,	w13_d652e18947
ihre	w1_d652e18952
hohe	w3_d652e18955
Eigenschaften	w5_d652e18958
anders,	w7_d652e18961
als	w9_d652e18964
in	w11_d652e18967
den	w13_d652e18971
Zügen	w1_d652e18976
einer	w3_d652e18979
römischen	w5_d652e18982
Heldinn	w7_d652e18985
abgeschildert	w9_d652e18988
hier	w1_d652e18993
zu	w3_d652e18996
erwehnen.	w5_d652e18999
Die	w7_d652e19002
That	w9_d652e19005
der	w11_d652e19008
edlen	w13_d652e19012
Clä	w15_d652e19015
lia	w1_d652e19021
ist	w3_d652e19024
aus	w5_d652e19027
der	w7_d652e19030
römischen	w9_d652e19033
Geschichte	w11_d652e19036
jeder	w13_d652e19040
mann	w1_d652e19045
bekannt:	w3_d652e19048
sie	w5_d652e19051
wird	w7_d652e19054
von	w9_d652e19057
dem	w11_d652e19060
Herrn	w13_d652e19064
Mietastasio	w1_d652e19069
in	w3_d652e19072
ihrem	w5_d652e19075
wahren	w7_d652e19078
Glanze	w9_d652e19081
vor	w11_d652e19084
gestellet.	w1_d652e19089
Welche	w3_d652e19092
Größe	w5_d652e19095
der	w7_d652e19098
Seele!	w9_d652e19101
wel	w11_d652e19104
che	w1_d652e19110
Strengheit	w3_d652e19113
der	w5_d652e19116
Tugend!	w7_d652e19119
Wir	w9_d652e19122
sehen	w11_d652e19125
mit	w13_d652e19129
ehrfurchtsvoller	w1_d652e19134
Verwunderung	w3_d652e19137
den	w5_d652e19140
Helden	w7_d652e19143
muth	w1_d652e19148
eines	w3_d652e19151
wachsenden	w5_d652e19154
Roms	w7_d652e19157
in	w9_d652e19160
der	w11_d652e19163
Gesin	w13_d652e19167
</p>
<p id="p52_d652e19170">
nung	w1_d652e19174
einer	w3_d652e19177
seiner	w5_d652e19180
würdigen	w7_d652e19183
Töchter,	w9_d652e19186
und	w11_d652e19189
die	w13_d652e19193
se	w1_d652e19198
in	w3_d652e19201
dem	w5_d652e19204
rührendsten	w7_d652e19207
Charakter	w9_d652e19210
ausgedrü	w11_d652e19213
cket.	w1_d652e19218
Die	w3_d652e19221
Liebe	w5_d652e19224
zum	w7_d652e19227
Vaterlande,	w9_d652e19230
diese	w11_d652e19233
heu	w13_d652e19237
tiges	w1_d652e19243
Tages	w3_d652e19246
fast	w5_d652e19249
unbekannte	w7_d652e19252
Liebe,	w9_d652e19255
herrschet	w11_d652e19258
in	w1_d652e19263
dem	w3_d652e19266
ganzen	w5_d652e19269
Stücke:	w7_d652e19272
sie	w9_d652e19275
erhält	w11_d652e19278
sich	w13_d652e19282
mit	w15_d652e19285
ten	w1_d652e19290
unter	w3_d652e19293
den	w5_d652e19296
lebhaftesten	w7_d652e19299
Leidenschaften	w9_d652e19302
der	w11_d652e19305
Seele:	w1_d652e19310
sie	w3_d652e19313
fasset	w5_d652e19316
einen	w7_d652e19319
ihrer	w9_d652e19322
Größe	w11_d652e19325
würdi	w13_d652e19329
gen	w1_d652e19335
Entschluß,	w3_d652e19338
und	w5_d652e19341
triumphiret.	w7_d652e19344
Die	w9_d652e19347
übri	w11_d652e19350
gen	w1_d652e19355
Charactere	w3_d652e19358
sind	w5_d652e19361
nicht	w7_d652e19364
weniger	w9_d652e19367
rührend	w11_d652e19370
als	w1_d652e19375
wahrhaft:	w3_d652e19378
alles	w5_d652e19381
ist	w7_d652e19384
groß	w9_d652e19387
und	w11_d652e19390
erhaben.	w13_d652e19394
Der	w1_d652e19399
Hr.	w3_d652e19402
Verf.	w5_d652e19405
zeiget	w7_d652e19408
darinne	w9_d652e19411
eben	w11_d652e19414
sowol	w13_d652e19418
sei	w15_d652e19421
ne	w1_d652e19427
philosophische	w3_d652e19430
Einsicht	w5_d652e19433
als	w7_d652e19436
das	w9_d652e19439
Feine	w11_d652e19442
sei	w13_d652e19446
nes	w1_d652e19451
poetischen	w3_d652e19454
Geistes.	w5_d652e19457
Was	w7_d652e19460
konnten	w9_d652e19463
wir	w11_d652e19466
aber	w1_d652e19471
von	w3_d652e19474
ihm	w5_d652e19477
anders	w7_d652e19480
erwarten?	w9_d652e19483
sogar	w11_d652e19486
die	w13_d652e19490
mit	w1_d652e19495
eingemengten	w3_d652e19498
Liebeshandlungen	w5_d652e19501
müssen	w7_d652e19504
ihm	w1_d652e19510
mittels	w3_d652e19513
ihrer	w5_d652e19516
geschickten	w7_d652e19519
und	w9_d652e19522
vernünftis	w11_d652e19525
gen	w1_d652e19530
Anwendung	w3_d652e19533
zu	w5_d652e19536
löblichen	w7_d652e19539
Trieben	w9_d652e19542
der	w11_d652e19545
Tugend,	w1_d652e19550
und	w3_d652e19553
des	w5_d652e19556
Edelmuthes	w7_d652e19559
seiner	w9_d652e19562
redenden	w11_d652e19565
Helden	w1_d652e19570
dienen.	w3_d652e19573
</p>
<p id="p54_d652e19576">
Die	w1_d652e19580
Musik	w3_d652e19583
ist	w5_d652e19586
mit	w7_d652e19589
diesem	w9_d652e19592
Stücke	w11_d652e19595
zu	w13_d652e19599
genau	w15_d652e19602
verbunden,	w1_d652e19607
als	w3_d652e19610
daß	w5_d652e19613
wir	w7_d652e19616
die	w9_d652e19619
Verdienste	w11_d652e19622
ihres	w13_d652e19626
Meisters,	w1_d652e19631
des	w3_d652e19634
berühmten	w5_d652e19637
Herrn	w7_d652e19640
Johann	w9_d652e19643
Adolph	w1_d652e19649
Hasse,	w3_d652e19652
in	w5_d652e19655
Jtalien	w7_d652e19658
il	w9_d652e19661
Sassone	w11_d652e19664
genannt,	w13_d652e19668
dabey	w1_d652e19673
gar	w3_d652e19676
nicht	w5_d652e19679
berühren	w7_d652e19682
sollen:	w9_d652e19685
und	w11_d652e19688
warum	w13_d652e19692
sollen	w1_d652e19697
wir	w3_d652e19700
nicht	w5_d652e19703
auch	w7_d652e19706
anmerken,	w9_d652e19709
daß	w11_d652e19712
die	w13_d652e19716
Ma	w15_d652e19719
schinen	w1_d652e19724
und	w3_d652e19727
Auszierungen	w5_d652e19730
der	w7_d652e19733
Schaubühne	w9_d652e19736
von	w1_d652e19742
der	w3_d652e19745
Geschicklichkeit	w5_d652e19748
ihrer	w7_d652e19751
Erfinder	w9_d652e19754
zeugen?	w11_d652e19757
der	w1_d652e19762
prächtigen	w3_d652e19765
Tänze	w5_d652e19768
hier	w7_d652e19771
nicht	w9_d652e19774
zu	w11_d652e19777
gedenken.	w13_d652e19781
Der	w1_d652e19786
Druck	w3_d652e19789
dieses	w5_d652e19792
Stückes	w7_d652e19795
mit	w9_d652e19798
neuen	w11_d652e19801
schönen	w13_d652e19805
Schriften,	w1_d652e19810
und	w3_d652e19813
wolgerathenen	w5_d652e19816
Verzierungen	w7_d652e19819
machet	w1_d652e19825
der	w3_d652e19828
ghelischen	w5_d652e19831
Druckerey	w7_d652e19834
Ehre.	w9_d652e19837
</p>
<p id="p56_d652e19840">
Eben	w1_d652e19844
aus	w3_d652e19847
derselben	w5_d652e19850
hat	w7_d652e19853
man	w9_d652e19856
auch	w11_d652e19859
eine	w13_d652e19863
deutsche	w1_d652e19868
Uebersetzung	w3_d652e19871
des	w5_d652e19874
gegenwärtigen	w7_d652e19877
Singspieles,	w1_d652e19882
unter	w3_d652e19885
der	w5_d652e19888
Aufschrift:	w7_d652e19891
Die	w9_d652e19894
triumphirende	w1_d652e19900
Clälia;	w3_d652e19903
welche	w5_d652e19906
mit	w7_d652e19909
vielem	w9_d652e19912
</p>
<p id="p62_d652e19926">
Beyfalle	w1_d652e19930
aufgenommen	w3_d652e19933
worden.	w5_d652e19936
Der	w7_d652e19939
Ueber	w9_d652e19942
setzer	w1_d652e19947
hat	w3_d652e19950
aus	w5_d652e19953
Bescheidenheit	w7_d652e19956
seinen	w9_d652e19959
Namen	w11_d652e19962
dabey	w1_d652e19967
nicht	w3_d652e19970
ausdrücken	w5_d652e19973
wollen:	w7_d652e19976
wir	w9_d652e19979
wissen	w11_d652e19982
aber,	w1_d652e19988
daß	w3_d652e19991
es	w5_d652e19994
Herr	w7_d652e19997
Jacob	w9_d652e20000
Anton	w11_d652e20003
Edler	w13_d652e20007
von	w15_d652e20010
Ghelen	w1_d652e20015
ist,	w3_d652e20018
welcher	w5_d652e20021
uns	w7_d652e20024
schon	w9_d652e20027
mehr	w11_d652e20030
Proben	w13_d652e20034
dieser	w1_d652e20039
seiner	w3_d652e20042
Uebung	w5_d652e20045
geliefert	w7_d652e20048
hat.	w9_d652e20051
</p>
<p id="p64_d652e20054">
Noch	w1_d652e20058
ein	w3_d652e20061
anderes	w5_d652e20064
neues	w7_d652e20067
Stück,	w9_d652e20070
das	w11_d652e20073
auch	w13_d652e20077
zur	w1_d652e20082
drammatischen	w3_d652e20085
Poesie	w5_d652e20088
mit	w7_d652e20091
gehöret,	w9_d652e20094
und	w11_d652e20097
vor	w1_d652e20102
etlichen	w3_d652e20105
Wochen	w5_d652e20108
bey	w7_d652e20111
Hof	w9_d652e20114
abgesungen	w11_d652e20117
wor	w13_d652e20121
den,	w1_d652e20127
können	w3_d652e20130
wir	w5_d652e20133
nicht	w7_d652e20136
gänzlich	w9_d652e20139
mit	w11_d652e20142
Still	w13_d652e20146
schweigen	w1_d652e20151
umgehen;	w3_d652e20154
indem	w5_d652e20157
sein	w7_d652e20160
Verfasser	w9_d652e20163
der	w1_d652e20168
Herr	w3_d652e20171
Johann	w5_d652e20174
Ambros	w7_d652e20177
Migliavacca,	w9_d652e20180
ein	w11_d652e20183
geborner	w1_d652e20188
Meiländer,	w3_d652e20191
und	w5_d652e20194
die	w7_d652e20197
Musik	w9_d652e20200
dazu	w11_d652e20203
von	w13_d652e20207
unserm	w1_d652e20213
wegen	w3_d652e20216
seiner	w5_d652e20219
Einsicht	w7_d652e20222
in	w9_d652e20225
die	w11_d652e20228
Thonkunst	w13_d652e20232
berühmten	w1_d652e20237
Herrn	w3_d652e20240
Christoph	w5_d652e20243
Wagenseil,	w7_d652e20246
k.	w9_d652e20249
k.	w11_d652e20252
Kammercompositoren	w1_d652e20257
ist.	w3_d652e20260
Es	w5_d652e20263
ist	w7_d652e20266
der	w9_d652e20269
losge	w11_d652e20272
sprochene	w1_d652e20277
Prometheus,	w3_d652e20280
eine	w5_d652e20283
Serenata	w7_d652e20286
in	w9_d652e20289
wälscher	w1_d652e20295
Sprache,	w3_d652e20298
auf	w5_d652e20301
eben	w7_d652e20304
die	w9_d652e20307
höchstbeglück	w11_d652e20310
te	w1_d652e20315
Entbindung	w3_d652e20318
unserer	w5_d652e20321
durchlauchtigsten	w7_d652e20324
Erz	w9_d652e20327
herzoginn.	w1_d652e20332
Hr.	w3_d652e20335
Migliavacca	w5_d652e20338
hat	w7_d652e20341
darinn	w9_d652e20344
die	w11_d652e20347
Stärke	w1_d652e20352
seiner	w3_d652e20355
dichterischen	w5_d652e20358
Erfindung	w7_d652e20361
auf	w9_d652e20364
eine	w1_d652e20370
sehr	w3_d652e20373
sinnreiche	w5_d652e20376
Art	w7_d652e20379
anzuwenden,	w9_d652e20382
und	w11_d652e20385
in	w13_d652e20389
einen	w1_d652e20394
edeln	w3_d652e20397
Ausdruck	w5_d652e20400
zu	w7_d652e20403
bringen	w9_d652e20406
gewust.	w11_d652e20409
Wir	w1_d652e20414
wünschen,	w3_d652e20417
daß	w5_d652e20420
wir	w7_d652e20423
auch	w9_d652e20426
einmal	w11_d652e20429
neuer	w13_d652e20433
deutschen	w1_d652e20438
Lustspiele,	w3_d652e20441
zur	w5_d652e20444
Ehre	w7_d652e20447
der	w9_d652e20450
hiesigen	w11_d652e20453
Schaubühne,	w1_d652e20459
zu	w3_d652e20462
gedenken	w5_d652e20465
Gelegenheit	w7_d652e20468
haben	w9_d652e20471
mögen.	w1_d652e20476
</p>
<p id="p66_d652e20479">
Den	w1_d652e20483
29.	w3_d652e20486
April	w5_d652e20489
wurde	w7_d652e20492
auf	w9_d652e20495
unserer	w11_d652e20498
bohen	w13_d652e20502
Schule	w1_d652e20507
das	w3_d652e20510
jährliche	w5_d652e20513
Gedächtnisfest	w7_d652e20516
ihrer	w1_d652e20521
Einsetzung	w3_d652e20524
in	w5_d652e20527
das	w7_d652e20530
neue	w9_d652e20533
Universitätsge	w11_d652e20536
bäude	w1_d652e20542
mit	w3_d652e20545
den	w5_d652e20548
gewöhnlichen	w7_d652e20551
Fryerlichkeiten	w9_d652e20554
begangen,	w1_d652e20559
und	w3_d652e20562
in	w5_d652e20565
dem	w7_d652e20568
großen	w9_d652e20571
academischen	w11_d652e20574
Saale	w1_d652e20579
von	w3_d652e20582
dem	w5_d652e20585
k.	w7_d652e20588
k.	w9_d652e20591
wirkl.	w11_d652e20594
Hofrath	w13_d652e20598
bey	w15_d652e20601
der	w17_d652e20604
obersten	w1_d652e20609
Justizstelle,	w3_d652e20612
Herrn	w5_d652e20615
Joh.	w7_d652e20618
Franz	w9_d652e20621
Bour	w11_d652e20624
guignon	w1_d652e20630
von	w3_d652e20633
Baumberg,	w5_d652e20636
als	w7_d652e20639
Vorstehern	w9_d652e20642
des	w11_d652e20645
Studii	w1_d652e20650
juridici,	w3_d652e20653
eine	w5_d652e20656
schöne	w7_d652e20659
und	w9_d652e20662
nachdrückli	w11_d652e20665
che	w1_d652e20670
lateinische	w3_d652e20673
Rede	w5_d652e20676
gehalten,	w7_d652e20679
welche	w9_d652e20682
von	w11_d652e20685
den	w13_d652e20689
Hindernissen,	w1_d652e20694
die	w3_d652e20697
in	w5_d652e20700
der	w7_d652e20703
Rechtsgelehrsam	w9_d652e20706
keit	w1_d652e20712
vorkommen,	w3_d652e20715
gehandelt,	w5_d652e20718
und	w7_d652e20721
zu	w9_d652e20724
einem	w11_d652e20727
neuen	w1_d652e20732
Beweise	w3_d652e20735
seines	w5_d652e20738
Eifers	w7_d652e20741
zur	w9_d652e20744
Beförderung	w11_d652e20747
derselben,	w1_d652e20752
dienen	w3_d652e20755
kann.	w5_d652e20758
</p>
<p id="p68_d652e20761">
Wir	w1_d652e20765
haben	w3_d652e20768
ein	w5_d652e20771
neues	w7_d652e20774
Buch	w9_d652e20777
aus	w11_d652e20780
Florenz	w13_d652e20784
erhalten:	w1_d652e20791
da	w3_d652e20794
wir	w5_d652e20797
nun	w7_d652e20800
in	w9_d652e20803
unsrer	w11_d652e20806
An	w13_d652e20810
kündigung	w1_d652e20815
dieser	w3_d652e20818
inländischen	w5_d652e20821
gelehrten	w7_d652e20824
Nach	w9_d652e20827
richten,	w1_d652e20833
ihren	w3_d652e20836
Umfang	w5_d652e20839
nicht	w7_d652e20842
mit	w9_d652e20845
den	w11_d652e20848
Gren	w13_d652e20852
zen	w1_d652e20857
der	w3_d652e20860
kaiserl.	w5_d652e20863
königl.	w7_d652e20866
Erblande	w9_d652e20869
in	w11_d652e20872
Deutsch	w13_d652e20876
land	w1_d652e20881
allein	w3_d652e20884
beschrenket	w5_d652e20887
haben;	w7_d652e20890
gleichwie	w9_d652e20893
sie	w11_d652e20896
dann	w1_d652e20901
auch	w3_d652e20904
außer	w5_d652e20907
demselben	w7_d652e20910
sich	w9_d652e20913
erstrecken;	w11_d652e20916
so	w13_d652e20920
darf	w1_d652e20926
es	w3_d652e20929
niemand	w5_d652e20932
Wunder	w7_d652e20935
nehmen,	w9_d652e20938
wenn	w11_d652e20941
wir	w1_d652e20946
dem	w3_d652e20949
vorgedachten	w5_d652e20952
Werke	w7_d652e20955
hier	w9_d652e20958
einen	w11_d652e20961
Platz	w1_d652e20966
einräumen.	w3_d652e20969
Es	w5_d652e20972
ist	w7_d652e20975
der	w9_d652e20978
dritte	w11_d652e20981
und	w13_d652e20985
vierte	w1_d652e20990
Theil	w3_d652e20993
der	w5_d652e20996
Fasti	w7_d652e20999
Atici,	w9_d652e21002
gedruckt	w11_d652e21005
zu	w13_d652e21009
Pisa	w1_d652e21015
1761.	w3_d652e21018
</p>
<p id="p70_d652e21021">
Sie	w1_d652e21025
geben	w3_d652e21028
der	w5_d652e21031
Ehre,	w7_d652e21034
die	w9_d652e21037
sich	w11_d652e21040
der	w13_d652e21044
berühm	w15_d652e21047
te	w1_d652e21052
P.	w3_d652e21055
Eduard	w5_d652e21058
Corsini,	w7_d652e21061
durch	w9_d652e21064
die	w11_d652e21067
zwey	w13_d652e21071
ersten	w15_d652e21074
bey	w1_d652e21079
den	w3_d652e21082
Gelehrten	w5_d652e21085
erworben	w7_d652e21088
hat,	w9_d652e21091
einen	w11_d652e21094
neuen	w13_d652e21098
Glanz.	w1_d652e21104
Er	w3_d652e21107
ist	w5_d652e21110
einer	w7_d652e21113
von	w9_d652e21116
den	w11_d652e21119
grösten	w13_d652e21123
Alter	w15_d652e21126
thumsverständigen,	w1_d652e21131
die	w3_d652e21134
jemals	w5_d652e21137
gewesen	w7_d652e21140
sind.	w9_d652e21143
Man	w1_d652e21148
darf	w3_d652e21151
ihn	w5_d652e21154
nur	w7_d652e21157
mit	w9_d652e21160
wenigen	w11_d652e21163
vergleichen,	w13_d652e21167
aber	w1_d652e21172
