<doc id="wr_1763-07-30" attrs="word" year="1763" month="07" day="30" corpus="2">
<head id="h2_d779e3159">
Lugand	w1_d779e3163
Tag	w5_d779e17570
und	w7_d779e17573
Stund	w9_d779e17576
vor	w11_d779e17579
der	w13_d779e17583
Amts	w15_d779e17586
canzley,	w1_d779e17591
und	w3_d779e17594
zwar	w5_d779e17597
in	w7_d779e17600
dem	w9_d779e17603
Jacober=gässel	w11_d779e17606
in	w13_d779e17610
dem	w15_d779e17613
</p>
<head id="h2_d779e17619">
Obrister	w1_d779e17623
Hofmarschall	w3_d779e17626
rc.	w5_d779e17629
rc.	w7_d779e17632
</head>
<p id="p4_d779e17635">
Crainerischen	w1_d779e17639
Stift=haus	w3_d779e17642
im	w5_d779e17645
ersten	w7_d779e17648
Stock	w9_d779e17651
entwe	w11_d779e17654
der	w1_d779e17659
selbst	w3_d779e17662
persönlich,	w5_d779e17665
oder	w7_d779e17668
durch	w9_d779e17671
hierzu	w11_d779e17674
genugsam	w13_d779e17678
gevollmächtigte	w1_d779e17683
Gewalttragere	w3_d779e17686
also	w5_d779e17689
gewiß	w7_d779e17692
erschei	w9_d779e17695
nen,	w1_d779e17701
und	w3_d779e17704
allda	w5_d779e17707
ihre	w7_d779e17710
an	w9_d779e17713
solche	w11_d779e17716
Verlassenschaft	w13_d779e17720
ha	w15_d779e17723
bende	w1_d779e17728
Anforderungen	w3_d779e17731
anmelden,	w5_d779e17734
auch	w7_d779e17737
allenfalls	w9_d779e17740
sich	w1_d779e17745
diesfalls	w3_d779e17748
rechtlich	w5_d779e17751
legitimiren,	w7_d779e17754
als	w9_d779e17757
im	w11_d779e17760
widri	w13_d779e17764
gen	w1_d779e17769
die	w3_d779e17772
Abhandlung	w5_d779e17775
gleichwolen	w7_d779e17778
vorgenommen,	w9_d779e17781
und	w1_d779e17787
ohngehindert	w3_d779e17790
deren	w5_d779e17793
etwo	w7_d779e17796
vorhandenen	w9_d779e17799
Glau	w11_d779e17802
bigern,	w1_d779e17807
so	w3_d779e17810
sich	w5_d779e17813
mit	w7_d779e17816
ihren	w9_d779e17819
Anforderungen	w11_d779e17822
in	w13_d779e17826
bestim	w15_d779e17829
ter	w1_d779e17834
Zeit	w3_d779e17837
nicht	w5_d779e17840
angemeldet,	w7_d779e17843
bey	w9_d779e17846
solcher	w11_d779e17849
Verlassen	w13_d779e17853
schaft	w1_d779e17858
ex	w3_d779e17861
officio	w5_d779e17864
vorgekehret	w7_d779e17867
werden	w9_d779e17870
solle,	w11_d779e17873
was	w13_d779e17877
Rechtens	w1_d779e17883
ist.	w3_d779e17886
Wornach	w5_d779e17889
sich	w7_d779e17892
also	w9_d779e17895
ein	w11_d779e17898
jeder	w13_d779e17902
zu	w15_d779e17905
rich	w17_d779e17908
ten	w1_d779e17913
wissen	w3_d779e17916
wird.	w5_d779e17919
</p>
<p id="p6_d779e17922">
Von	w1_d779e17926
des	w3_d779e17929
Kais.	w5_d779e17932
Kön.	w7_d779e17935
Jusici	w9_d779e17938
delegati	w11_d779e17941
miatin	w13_d779e17945
militaribus	w1_d779e17950
im	w3_d779e17953
Erzherzogtum	w5_d779e17956
Oesterreich	w7_d779e17959
unter	w9_d779e17962
und	w1_d779e17967
ob	w3_d779e17970
der	w5_d779e17973
Enns	w7_d779e17976
wegen,	w9_d779e17979
wird	w11_d779e17982
hiermit	w13_d779e17986
durch	w15_d779e17989
die	w17_d779e17992
ses	w1_d779e17998
öffentliche	w3_d779e18001
Edict	w5_d779e18004
jedermänniglich,	w7_d779e18007
deme	w9_d779e18010
daran	w11_d779e18013
gelegen,	w1_d779e18018
kund	w3_d779e18021
und	w5_d779e18024
zu	w7_d779e18027
wissen	w9_d779e18030
gemacht:	w11_d779e18033
Wasge	w13_d779e18037
stalten	w1_d779e18042
auf	w3_d779e18045
des	w5_d779e18048
Augustin	w7_d779e18051
Böck	w9_d779e18054
J.	w11_d779e18057
U.	w13_d779e18061
D.	w15_d779e18064
auch	w17_d779e18067
Hof	w19_d779e18070
kriegs=raths	w1_d779e18075
und	w3_d779e18078
Gerichts=odvocatens,	w5_d779e18081
als	w7_d779e18084
zu	w9_d779e18087
Vertrett	w1_d779e18093
und	w3_d779e18096
Richtigstellung	w5_d779e18099
der	w7_d779e18102
von	w9_d779e18105
dem	w11_d779e18108
den	w13_d779e18112
8ten	w1_d779e18117
Sept.	w3_d779e18120
1762.	w5_d779e18123
zu	w7_d779e18126
Mannheim	w9_d779e18129
verstorbenen	w11_d779e18132
K.	w13_d779e18136
K.	w1_d779e18141
Feld=bruck=hauptmann	w3_d779e18144
Herrn	w5_d779e18147
Peter	w7_d779e18150
Sieg	w9_d779e18153
mund	w1_d779e18158
Gastl	w3_d779e18161
seel.	w5_d779e18164
ruckgebliebenen	w7_d779e18167
Verlassenschaft	w9_d779e18170
gerichtlich	w1_d779e18176
verordneten	w3_d779e18179
Curatoris	w5_d779e18182
gehorsamstes	w7_d779e18185
Anlangen	w1_d779e18190
verwilliget	w3_d779e18193
worden,	w5_d779e18196
daß	w7_d779e18199
alle	w9_d779e18202
diejenige,	w11_d779e18205
welche	w1_d779e18210
an	w3_d779e18213
erstersagten	w5_d779e18216
Schif=bruck=hauptmann	w7_d779e18219
Gastlische	w1_d779e18224
Verlassenschaft	w3_d779e18227
einige	w5_d779e18230
Sprüche	w7_d779e18233
und	w9_d779e18236
An	w11_d779e18239
forderungen	w1_d779e18245
haben,	w3_d779e18248
oder	w5_d779e18251
zu	w7_d779e18254
machen	w9_d779e18257
vermeinen,	w11_d779e18260
durch	w1_d779e18265
Ausfertigung	w3_d779e18268
gewöhnlicher	w5_d779e18271
Convocations	w7_d779e18274
edicten	w1_d779e18279
peremptorie	w3_d779e18282
sub	w5_d779e18285
clausula	w7_d779e18288
præclusi	w9_d779e18291
einbe	w11_d779e18294
rufen	w1_d779e18299
werden	w3_d779e18302
sollen.	w5_d779e18305
Wann	w7_d779e18308
nun	w9_d779e18311
zu	w11_d779e18314
diesem	w13_d779e18318
En	w15_d779e18321
de	w1_d779e18327
der	w3_d779e18330
17.	w5_d779e18333
künftigen	w7_d779e18336
Monats	w9_d779e18339
Octobris	w11_d779e18342
fruh	w13_d779e18346
um	w15_d779e18349
9.	w1_d779e18354
Uhr	w3_d779e18357
bey	w5_d779e18360
dieses	w7_d779e18363
K.	w9_d779e18366
K.	w11_d779e18369
Judicii	w13_d779e18373
deleg.	w15_d779e18376
mixti	w17_d779e18379
in	w19_d779e18382
milit.	w1_d779e18387
auf	w3_d779e18390
der	w5_d779e18393
Sailerstadt	w7_d779e18396
in	w9_d779e18399
der	w11_d779e18402
sogenannten	w13_d779e18406
Hol	w15_d779e18409
lerstauden	w1_d779e18414
im	w3_d779e18417
ersten	w5_d779e18420
Stock	w7_d779e18423
befindlichen	w9_d779e18426
Canzley	w11_d779e18429
pro	w1_d779e18435
1mo,	w3_d779e18438
2do	w5_d779e18441
&	w7_d779e18444
3tio	w9_d779e18447
Termino	w11_d779e18450
zu	w13_d779e18454
erscheinen	w15_d779e18457
be	w17_d779e18460
stimmet	w1_d779e18465
worden	w3_d779e18468
ist.	w5_d779e18471
Solchemnach	w7_d779e18474
werden	w9_d779e18477
alle	w11_d779e18480
und	w1_d779e18485
jede	w3_d779e18488
Schif	w5_d779e18491
bruck=hauptmann	w7_d779e18494
Gastlische	w9_d779e18497
Glau	w11_d779e18500
bigere	w1_d779e18505
an	w3_d779e18508
obbestimmtem	w5_d779e18511
Tag	w7_d779e18514
und	w9_d779e18517
Stund	w11_d779e18520
entwe	w13_d779e18524
der	w1_d779e18530
selbst	w3_d779e18533
persönlich,	w5_d779e18536
oder	w7_d779e18539
durch	w9_d779e18542
genugsam	w11_d779e18545
instruir	w13_d779e18549
te	w1_d779e18554
Bevollmächtigte	w3_d779e18557
alsogewiß	w5_d779e18560
zu	w7_d779e18563
erscheinen,	w9_d779e18566
und	w11_d779e18569
ihre	w1_d779e18574
etwo	w3_d779e18577
habende	w5_d779e18580
Sprüche	w7_d779e18583
und	w9_d779e18586
Anforderungen	w11_d779e18589
Rechts=beständig	w1_d779e18594
zu	w3_d779e18597
liquidiren,	w5_d779e18600
auch	w7_d779e18603
respective	w9_d779e18606
sich	w1_d779e18612
zu	w3_d779e18615
legitimiren	w5_d779e18618
haben,	w7_d779e18621
wie	w9_d779e18624
im	w11_d779e18627
widrigen	w13_d779e18631
auf	w15_d779e18634
derenselben	w1_d779e18639
Ausbleiben	w3_d779e18642
des	w5_d779e18645
mehrgedachten	w7_d779e18648
Herrn	w9_d779e18651
Hauptmann	w1_d779e18656
Gastl	w3_d779e18659
seel.	w5_d779e18662
Verlassenschaft	w7_d779e18665
ex	w9_d779e18668
officio	w11_d779e18671
abgehandlet,	w1_d779e18676
auch	w3_d779e18679
was	w5_d779e18682
Rechtens	w7_d779e18685
ist,	w9_d779e18688
vorgekehret	w11_d779e18691
werden	w1_d779e18697
solle.	w3_d779e18700
Wornach	w5_d779e18703
sich	w7_d779e18706
ein	w9_d779e18709
jeder	w11_d779e18712
Jntereßir	w13_d779e18716
ter	w1_d779e18721
zu	w3_d779e18724
richten,	w5_d779e18727
und	w7_d779e18730
seinem	w9_d779e18733
Recht	w11_d779e18736
bestens	w13_d779e18740
zu	w15_d779e18743
in	w17_d779e18746
vigiliren	w1_d779e18751
wissen	w3_d779e18754
wird.	w5_d779e18757
</p>
<list id="l8_d779e18760">
Von	w1_d779e18764
des	w3_d779e18767
Kais.	w5_d779e18770
Kön.	w7_d779e18773
Jusici	w9_d779e18776
delegati	w11_d779e18779
miatin	w13_d779e18783
</list>
<list id="l10_d779e18787">
Es	w1_d779e18791
ist	w3_d779e18794
ein	w5_d779e18797
Haus	w7_d779e18800
samt	w9_d779e18803
einem	w11_d779e18806
grossen	w13_d779e18810
Garten	w15_d779e18813
und	w17_d779e18816
</list>
<p id="p12_d779e18821">
Es	w1_d779e18825
ist	w3_d779e18828
ein	w5_d779e18831
Haus	w7_d779e18834
samt	w9_d779e18837
einem	w11_d779e18840
grossen	w13_d779e18844
Garten	w15_d779e18847
und	w17_d779e18850
Keller	w1_d779e18855
zu	w3_d779e18858
Unter=döbling	w5_d779e18861
alltäglich	w7_d779e18864
zu	w9_d779e18867
verkaufen,	w11_d779e18870
wer	w1_d779e18875
solches	w3_d779e18878
kaufen	w5_d779e18881
will,	w7_d779e18884
kan	w9_d779e18887
sich	w11_d779e18890
alldort	w13_d779e18894
bey	w15_d779e18897
dem	w17_d779e18900
Jacob	w1_d779e18906
Moser	w3_d779e18909
aumelden.	w5_d779e18912
</p>
<list id="l20_d779e19003">
dann	w1_d779e19007
dis	w3_d779e19010
Le	w5_d779e19013
Deum	w7_d779e19016
unter	w9_d779e19019
Trompetel	w11_d779e19022
und	w13_d779e19026
Auszug	w1_d779e19031
eines	w3_d779e19034
Schreibens	w5_d779e19037
aus	w7_d779e19040
</list>
<head id="h2_d779e19047">
Auszug	w1_d779e19051
eines	w3_d779e19054
Schreibens	w5_d779e19057
aus	w7_d779e19060
Trient	w1_d779e19065
vom	w3_d779e19068
19.	w5_d779e19071
Julii	w7_d779e19074
1763.	w9_d779e19077
</head>
<p id="p4_d779e19080">
Treytags	w1_d779e19084
den	w3_d779e19087
8ten	w5_d779e19090
dies	w7_d779e19093
Mittags	w9_d779e19096
erhielten	w11_d779e19099
O	w1_d779e19104
wir	w3_d779e19107
vermittels	w5_d779e19110
einer	w7_d779e19113
Estaffette	w9_d779e19116
von	w11_d779e19119
Rom	w13_d779e19123
die	w1_d779e19128
höchsterfreuliche	w3_d779e19131
Nachricht,	w5_d779e19134
daß	w7_d779e19137
Seine	w9_d779e19140
Päpstliche	w1_d779e19146
Heiligkeit	w3_d779e19149
zufolge	w5_d779e19152
der	w7_d779e19155
an	w9_d779e19158
Sie	w11_d779e19161
de	w13_d779e19165
volvirten	w1_d779e19170
Wahl,	w3_d779e19173
den	w5_d779e19176
hiesigen	w7_d779e19179
Dom=capitu	w9_d779e19182
laren	w1_d779e19187
Herrn	w3_d779e19190
Christoph	w5_d779e19193
Sizzo	w7_d779e19196
von	w9_d779e19199
Noris	w11_d779e19202
zu	w13_d779e19206
unserem	w1_d779e19211
Bischoffen	w3_d779e19214
und	w5_d779e19217
Fürsten	w7_d779e19220
ernannt	w9_d779e19223
ha	w11_d779e19226
ben	w1_d779e19232
</p>
<p id="p6_d779e19235">
Nicht	w1_d779e19239
sobald	w3_d779e19242
wurde	w5_d779e19245
diese	w7_d779e19248
unerwartete,	w9_d779e19251
obschon	w1_d779e19256
erwünschte	w3_d779e19259
Nachricht	w5_d779e19262
in	w7_d779e19265
hiesiger	w9_d779e19268
Stadt	w1_d779e19273
kundbar,	w3_d779e19276
als	w5_d779e19279
sogleich	w7_d779e19282
der	w9_d779e19285
gesamm	w11_d779e19288
te	w1_d779e19294
hohe	w3_d779e19297
und	w5_d779e19300
übrige	w7_d779e19303
Adel	w9_d779e19306
beyderley	w11_d779e19309
Ge	w13_d779e19313
schlechts	w1_d779e19318
sich	w3_d779e19321
in	w5_d779e19324
das	w7_d779e19327
Haus	w9_d779e19330
des	w11_d779e19333
neuerwähl	w13_d779e19337
ten	w1_d779e19342
Herrn	w3_d779e19345
Bischoffen	w5_d779e19348
in	w7_d779e19351
Gala	w9_d779e19354
verfügte,	w11_d779e19357
um	w13_d779e19361
seine	w1_d779e19366
Glückwünsche	w3_d779e19369
abzustatten.	w5_d779e19372
Zu	w7_d779e19375
glei	w9_d779e19378
cher	w1_d779e19384
Zeit	w3_d779e19387
wurde	w5_d779e19390
diese	w7_d779e19393
wichtige	w9_d779e19396
Zeitung	w11_d779e19399
durch	w13_d779e19403
blasende	w1_d779e19408
Postillons	w3_d779e19411
in	w5_d779e19414
allen	w7_d779e19417
Gässen	w9_d779e19420
der	w11_d779e19423
Stadt	w13_d779e19427
dem	w1_d779e19432
Volke	w3_d779e19435
angekündiget;	w5_d779e19438
worauf	w7_d779e19441
sofort	w9_d779e19444
aller	w1_d779e19449
Orten	w3_d779e19452
das	w5_d779e19455
unaufhörlich	w7_d779e19458
freudigste	w9_d779e19461
Vi	w11_d779e19464
vat=rufen	w1_d779e19470
erschallte,	w3_d779e19473
und	w5_d779e19476
Abends	w7_d779e19479
war	w9_d779e19482
vor	w11_d779e19485
dem	w1_d779e19490
Hause	w3_d779e19493
des	w5_d779e19496
Herrn	w7_d779e19499
Hofraths	w9_d779e19502
Trentini	w11_d779e19505
von	w13_d779e19509
Wolgersfeld,	w1_d779e19514
woselbst	w3_d779e19517
Seine	w5_d779e19520
Hochfürstl.	w7_d779e19523
Gnaden	w1_d779e19528
bisher	w3_d779e19531
gewohnet	w5_d779e19534
haben,	w7_d779e19537
eine	w9_d779e19540
vor	w11_d779e19543
treffliche	w1_d779e19549
Musick	w3_d779e19552
zu	w5_d779e19555
hören	w7_d779e19558
</p>
<p id="p8_d779e19561">
Den	w1_d779e19565
12ten	w3_d779e19568
dies	w5_d779e19571
war	w7_d779e19574
der	w9_d779e19577
zur	w11_d779e19580
förmlichen	w13_d779e19584
Proclamation	w1_d779e19589
bestimmte	w3_d779e19592
Tag:	w5_d779e19595
gegen	w7_d779e19598
9	w9_d779e19601
Uhr	w1_d779e19606
in	w3_d779e19609
der	w5_d779e19612
Fruh	w7_d779e19615
erhoben	w9_d779e19618
sich	w11_d779e19621
Seine	w13_d779e19625
Hoch	w15_d779e19628
fürstl.	w1_d779e19634
Gnaden	w3_d779e19637
in	w5_d779e19640
Begleitung	w7_d779e19643
zweyer	w9_d779e19646
Her	w11_d779e19649
ren	w1_d779e19654
Capitularen	w3_d779e19657
in	w5_d779e19660
einem	w7_d779e19663
prächtigen	w9_d779e19666
Staats	w11_d779e19669
wagen	w1_d779e19674
in	w3_d779e19677
die	w5_d779e19680
Dom=kirche,	w7_d779e19683
woselbst	w9_d779e19686
der	w11_d779e19689
feyerliche	w1_d779e19694
Annehmungs=act	w3_d779e19697
vorgieng:	w5_d779e19700
und	w7_d779e19703
nachdem	w1_d779e19709
dieser	w3_d779e19712
dem	w5_d779e19715
Volke	w7_d779e19718
öffentlich	w9_d779e19721
kund	w11_d779e19724
ge	w13_d779e19728
macht	w1_d779e19733
ward;	w3_d779e19736
wurde	w5_d779e19739
der	w7_d779e19742
neuerwählte	w9_d779e19745
Herr	w11_d779e19748
Bischof	w1_d779e19753
vor	w3_d779e19756
den	w5_d779e19759
Hoch=altar	w7_d779e19762
geführet,	w9_d779e19765
so	w11_d779e19768
</p>
<p id="p10_d779e19771">
dann	w1_d779e19775
dis	w3_d779e19778
Le	w5_d779e19781
Deum	w7_d779e19784
unter	w9_d779e19787
Trompetel	w11_d779e19790
und	w13_d779e19794
Paucken=schall,	w1_d779e19799
Läutung	w3_d779e19802
aller	w5_d779e19805
Glocken,	w7_d779e19808
und	w9_d779e19811
Lösung	w1_d779e19816
des	w3_d779e19819
groben	w5_d779e19822
Geschützes	w7_d779e19825
angestimmt.	w9_d779e19828
Während	w1_d779e19834
dem	w3_d779e19837
Rückzuge	w5_d779e19840
aus	w7_d779e19843
der	w9_d779e19846
Domkir	w11_d779e19849
che	w1_d779e19854
nach	w3_d779e19857
Hause,	w5_d779e19860
erschallte	w7_d779e19863
aller	w9_d779e19866
Orten	w11_d779e19869
ein	w13_d779e19873
unaufhörliches	w1_d779e19878
Vivat=rufen	w3_d779e19881
und	w5_d779e19884
Frohlo	w7_d779e19887
cken	w1_d779e19892
des	w3_d779e19895
in	w5_d779e19898
großer	w7_d779e19901
Menge	w9_d779e19904
herbey	w11_d779e19907
gelaufe	w13_d779e19911
nen	w1_d779e19917
Volkes,	w3_d779e19920
und	w5_d779e19923
beym	w7_d779e19926
Aussteigen	w9_d779e19929
Seit	w11_d779e19932
ner	w1_d779e19937
Hochfürstl	w3_d779e19940
Gnaden	w5_d779e19943
wurde	w7_d779e19946
das	w9_d779e19949
Jubel	w11_d779e19952
geschrey	w1_d779e19957
verdoppelt,	w3_d779e19960
und	w5_d779e19963
liessen	w7_d779e19966
sich	w9_d779e19969
aber	w11_d779e19972
mals	w1_d779e19977
Trompeten	w3_d779e19980
und	w5_d779e19983
Paucken	w7_d779e19986
hören.	w9_d779e19989
</p>
<p id="p12_d779e19993">
Da	w1_d779e19997
auch	w3_d779e20000
den	w5_d779e20003
nämlichen	w7_d779e20006
Tag	w9_d779e20009
fruh	w11_d779e20012
die	w13_d779e20016
zweyte	w1_d779e20021
Colonne	w3_d779e20024
des	w5_d779e20027
Löbl.	w7_d779e20030
Kaiserl.	w9_d779e20033
Königl.	w11_d779e20036
Forgaczischen	w1_d779e20041
Jnfauterie=regiments	w3_d779e20044
in	w5_d779e20047
unserer	w1_d779e20053
Stadt	w3_d779e20056
ankame,	w5_d779e20059
nahm	w7_d779e20062
selbige	w9_d779e20065
in	w11_d779e20068
schönster	w1_d779e20073
Ordnung	w3_d779e20076
ihren	w5_d779e20079
Marsch	w7_d779e20082
vor	w9_d779e20085
der	w11_d779e20088
dermaligen	w1_d779e20093
Wohnung	w3_d779e20096
des	w5_d779e20099
neuerwählten	w7_d779e20102
Bischofs	w1_d779e20107
und	w3_d779e20110
Fürsten	w5_d779e20113
vorbey.	w7_d779e20116
Der	w9_d779e20119
Herr	w11_d779e20122
Obriste	w1_d779e20128
und	w3_d779e20131
die	w5_d779e20134
übrigen	w7_d779e20137
Officiers	w9_d779e20140
wurden	w11_d779e20143
nebst	w1_d779e20148
allen	w3_d779e20151
Dom=herren,	w5_d779e20154
und	w7_d779e20157
vielen	w9_d779e20160
an	w11_d779e20163
deren	w1_d779e20168
Standes=personen	w3_d779e20171
vom	w5_d779e20174
hiesigen	w7_d779e20177
und	w9_d779e20180
auswärtigen	w1_d779e20185
Adel	w3_d779e20188
zur	w5_d779e20191
Tafel	w7_d779e20194
eingeladen,	w9_d779e20197
und	w1_d779e20203
zählte	w3_d779e20206
man	w5_d779e20209
60.	w7_d779e20212
Couverts.	w9_d779e20215
</p>
<p id="p14_d779e20218">
Die	w1_d779e20222
Soldaten	w3_d779e20225
liessen	w5_d779e20228
sich	w7_d779e20231
währender	w9_d779e20234
Ta	w11_d779e20237
fel	w1_d779e20242
mit	w3_d779e20245
ihrer	w5_d779e20248
Feld=musick	w7_d779e20251
hören,	w9_d779e20254
und	w11_d779e20257
wur	w13_d779e20261
den	w1_d779e20266
mit	w3_d779e20269
Fürstl.	w5_d779e20272
Freygebigkeit	w7_d779e20275
beschenket.	w9_d779e20278
Nach	w1_d779e20284
der	w3_d779e20287
Tafel	w5_d779e20290
war	w7_d779e20293
zahlreiche	w9_d779e20296
Gesellschaft,	w11_d779e20299
und	w1_d779e20304
gegen	w3_d779e20307
Abend	w5_d779e20310
vermehrten	w7_d779e20313
sich	w9_d779e20316
die	w11_d779e20319
Freus	w13_d779e20323
dens=bezeugungen	w1_d779e20328
in	w3_d779e20331
der	w5_d779e20334
Stadt.	w7_d779e20337
Die	w9_d779e20340
Häu	w11_d779e20343
ser	w1_d779e20348
waren	w3_d779e20351
auf	w5_d779e20354
das	w7_d779e20357
prächtigste	w9_d779e20360
beleuchtet,	w11_d779e20363
und	w1_d779e20369
theils	w3_d779e20372
mit	w5_d779e20375
kostbaren	w7_d779e20378
Tappeten	w9_d779e20381
und	w11_d779e20384
Schil	w13_d779e20388
dereyen,	w1_d779e20393
theils	w3_d779e20396
mit	w5_d779e20399
schönen	w7_d779e20402
Sinnbildern	w9_d779e20405
behängt.	w1_d779e20410
</p>
<p id="p16_d779e20413">
Jnsbesondere	w1_d779e20417
hat	w3_d779e20420
der	w5_d779e20423
Löbl.	w7_d779e20426
Stadt=ma	w9_d779e20429
|	w11_d779e20432
gistrat	w1_d779e20437
als	w3_d779e20440
ein	w5_d779e20443
Merkmahl	w7_d779e20446
seines	w9_d779e20449
Ehrfurchts	w11_d779e20452
vollen	w1_d779e20457
Jubels,	w3_d779e20460
das	w5_d779e20463
mit	w7_d779e20466
einer	w9_d779e20469
Menge	w11_d779e20472
Wachs	w13_d779e20476
kerzen	w1_d779e20482
beleuchtete	w3_d779e20485
Bildnüß	w5_d779e20488
Sr.	w7_d779e20491
Hochfürstl.	w9_d779e20494
</p>
<p id="p22_d779e20507">
den	w1_d779e20511
zur	w3_d779e20514
öffentlichen	w5_d779e20517
Schau	w7_d779e20520
aussetzen	w9_d779e20523
las	w11_d779e20526
sen.	w1_d779e20531
Das	w3_d779e20534
Haus,	w5_d779e20537
wo	w7_d779e20540
dieselbe	w9_d779e20543
vor	w11_d779e20546
ihrer	w13_d779e20550
Besitznehmung	w1_d779e20555
von	w3_d779e20558
dem	w5_d779e20561
Fürstl.	w7_d779e20564
Schloße	w9_d779e20567
wohnen,	w1_d779e20573
war	w3_d779e20576
durchaus	w5_d779e20579
prächtig	w7_d779e20582
beleuch	w9_d779e20585
tet,	w1_d779e20590
und	w3_d779e20593
sowol	w5_d779e20596
daselbst,	w7_d779e20599
als	w9_d779e20602
in	w11_d779e20605
mehr	w13_d779e20609
an	w15_d779e20612
deren	w1_d779e20617
Orten	w3_d779e20620
der	w5_d779e20623
Stadt	w7_d779e20626
liesse	w9_d779e20629
man	w11_d779e20632
Weine	w13_d779e20636
springen.	w1_d779e20641
</p>
<p id="p24_d779e20645">
Während	w1_d779e20649
diesem	w3_d779e20652
wurde	w5_d779e20655
auch	w7_d779e20658
ein	w9_d779e20661
schönes	w11_d779e20664
Feuerwerk	w1_d779e20669
angezündet,	w3_d779e20672
wobey	w5_d779e20675
die	w7_d779e20678
in	w9_d779e20681
ihrer	w11_d779e20684
schönen	w1_d779e20689
Uniform,	w3_d779e20692
und	w5_d779e20695
mit	w7_d779e20698
eigener	w9_d779e20701
Feld	w11_d779e20704
musick	w1_d779e20710
paradirende	w3_d779e20713
hiesige	w5_d779e20716
Garde	w7_d779e20719
vom	w9_d779e20722
Schü	w11_d779e20725
tzen=corps	w1_d779e20730
eine	w3_d779e20733
dreyfache	w5_d779e20736
Salve	w7_d779e20739
gab.	w9_d779e20742
Das	w11_d779e20745
Frolocken	w1_d779e20750
war	w3_d779e20753
allgemein:	w5_d779e20756
und	w7_d779e20759
alle	w9_d779e20762
getreue	w11_d779e20765
Unterthanen	w1_d779e20770
versprechen	w3_d779e20773
sich	w5_d779e20776
von	w7_d779e20779
der	w9_d779e20782
neuen	w11_d779e20785
Regierung	w1_d779e20791
mit	w3_d779e20794
bestem	w5_d779e20797
Rechte	w7_d779e20800
die	w9_d779e20803
süsseste	w11_d779e20806
Früchte.	w1_d779e20811
</p>
<p id="p26_d779e20814">
s	w1_d779e20818
Von	w3_d779e20821
des	w5_d779e20824
Löbl.	w7_d779e20827
Stift	w9_d779e20830
und	w11_d779e20833
Würdigen	w13_d779e20837
U.	w15_d779e20840
L.	w17_d779e20843
Frauen	w19_d779e20846
GOttes	w1_d779e20851
haus	w3_d779e20854
zu	w5_d779e20857
den	w7_d779e20860
Schotten	w9_d779e20863
in	w11_d779e20866
Wien	w13_d779e20870
bestellten	w15_d779e20873
Grund=gericht	w1_d779e20878
wegen,	w3_d779e20881
wird	w5_d779e20884
hiemit	w7_d779e20887
jedermännig	w9_d779e20890
lich	w1_d779e20896
zu	w3_d779e20899
vernehmen	w5_d779e20902
gegeben;	w7_d779e20905
Es	w9_d779e20908
habe	w11_d779e20911
Hr.	w13_d779e20915
Anto	w15_d779e20918
nius	w1_d779e20923
de	w3_d779e20926
Ponti,	w5_d779e20929
proprio	w7_d779e20932
&	w9_d779e20935
mandatario	w11_d779e20938
nomine	w13_d779e20942
schriftlichen	w1_d779e20947
angebracht,	w3_d779e20950
welchergestalten	w5_d779e20953
dessen	w7_d779e20956
Aehndl,	w1_d779e20961
weil.	w3_d779e20964
Caspar	w5_d779e20967
Stockhinger	w7_d779e20970
seel.	w9_d779e20973
in	w11_d779e20976
seiner	w13_d779e20980
letztwilligen	w1_d779e20986
Disposition	w3_d779e20989
400.	w5_d779e20992
fl.	w7_d779e20995
und	w9_d779e20998
nach	w11_d779e21001
zeitli	w13_d779e21005
chem	w1_d779e21010
Hintritt	w3_d779e21013
dessen	w5_d779e21016
Ehe=consortin	w7_d779e21019
weil.	w9_d779e21022
Maria	w11_d779e21025
Elisabetha	w1_d779e21030
Stockhingerin	w3_d779e21033
seel.	w5_d779e21036
gleichfalls	w7_d779e21039
1500.	w9_d779e21042
fl.	w11_d779e21045
legiret	w1_d779e21050
und	w3_d779e21053
verschaffet	w5_d779e21056
hätte,	w7_d779e21059
welche	w9_d779e21062
Legata	w11_d779e21065
so	w13_d779e21069
dann	w1_d779e21075
auf	w3_d779e21078
dessen	w5_d779e21081
abgeletbte	w7_d779e21084
Frau	w9_d779e21087
Mutter	w11_d779e21090
weil.	w13_d779e21094
Ma	w15_d779e21097
ria	w1_d779e21102
Catharina	w3_d779e21105
de	w5_d779e21108
Ponti	w7_d779e21111
seel.	w9_d779e21114
Behausung	w11_d779e21117
in	w13_d779e21121
zweyen	w15_d779e21124
Posten	w1_d779e21129
bey	w3_d779e21132
diesseitigem	w5_d779e21135
Grund=buch	w7_d779e21138
unterm	w9_d779e21141
1.	w11_d779e21144
Augusti	w1_d779e21149
1762.	w3_d779e21152
der	w5_d779e21155
Ordnung	w7_d779e21158
nach	w9_d779e21161
realiter	w11_d779e21164
fürge	w13_d779e21168
merket	w1_d779e21174
worden.	w3_d779e21177
Als	w5_d779e21180
nun	w7_d779e21183
aber	w9_d779e21186
infolge	w11_d779e21189
Mandati	w13_d779e21193
von	w1_d779e21198
denen	w3_d779e21201
Miterben	w5_d779e21204
ermelter	w7_d779e21207
Hr.	w9_d779e21210
de	w11_d779e21213
Ponti	w13_d779e21217
dahin	w15_d779e21220
begwaltet	w1_d779e21225
worden,	w3_d779e21228
womit	w5_d779e21231
sothanes	w7_d779e21234
