<doc id="edoc_wd_1780-12-02" attrs="word" year="1780" month="12" day="02" corpus="1">
<p id="p4">
Monarchinn	w23
so	w1872
sehr	w1873
er	w1874
den	w1875
Verlust	w1876
eines	w1877
so	w1878
tapfern	w1879
Offiziers	w1880
<g/>
,
und	w1882
getreuen	w1883
Gefährden	w1884
in	w1885
allen	w1886
seinen	w1887
Schlachten	w1888
be=dauren	w1889
<g/>
=
müßte	w1891
<g/>
,
so	w1893
wenig	w1894
könnte	w1895
er	w1896
<g/>
,
oh=ne	w1898
<g/>
=
Hintansetzung	w1900
der	w1901
Gesetze	w1902
<g/>
,
den	w1904
Ar=nold	w1905
<g/>
=
ausliefern	w1907
<g/>
.
Außer	w1909
der	w1910
Ungleichheit	w1911
des	w1912
Rangs	w1913
beyder	w1914
Offizier	w1915
<g/>
,
könnte	w1917
Ar=nold	w1918
<g/>
=
anders	w1920
nicht	w1921
<g/>
,
als	w1923
ein	w1924
Ueberläufer	w1925
betrachtet	w1926
werden	w1927
<g/>
,
dem	w1929
er	w1930
Schutz	w1931
schul=dig	w1932
<g/>
=
wäre	w1934
<g/>
,
und	w1936
in	w1937
diesem	w1938
Betracht	w1939
könn=te	w1940
<g/>
=
das	w1942
Anerbieten	w1943
<g/>
,
den	w1945
Major	w1946
St	w1947
<g/>
.
An=dre	w1949
<g/>
=
für	w1951
den	w1952
Arnold	w1953
zu	w1954
liefern	w1955
<g/>
,
nicht	w1957
an=genommen	w1958
<g/>
=
werden	w1960
<g/>
.
Die	w1962
Folge	w1963
hievon	w1964
war	w1965
<g/>
,
daß	w1967
der	w1968
General	w1969
Washington	w1970
den	w1971
Major	w1972
St	w1973
<g/>
.
Andre	w1975
als	w1976
einen	w1977
Spion	w1978
auf=knüpfen	w1979
<g/>
=
ließ	w1981
<g/>
.
Für	w1983
alle	w1984
diese	w1985
Umstände	w1986
können	w1987
wir	w1988
heute	w1989
so	w1990
eigentlich	w1991
nicht	w1992
bür=gen	w1993
<g/>
=
<g/>
;
so	w1996
viel	w1997
aber	w1998
ist	w1999
sicher	w2000
<g/>
,
daß	w2002
Arnold	w2003
übergegangen	w2004
ist	w2005
<g/>
,
und	w2007
St	w2008
<g/>
.
Andre	w2010
mit	w2011
dem	w2012
Leben	w2013
bezahlt	w2014
hat	w2015
<g/>
.
<g/>
—
Jn	w2018
der	w2019
Ri=vington's	w2020
<g/>
=
Royal	w2022
<g/>
=
Gazette	w2024
<g/>
,
welche	w2026
zu	w2027
</p>
<p id="p18">
Neuyork	w2028
gedruckt	w2029
wird	w2030
<g/>
,
ist	w2032
auch	w2033
Addresse	w2034
von	w2035
dem	w2036
Generale	w2037
Arnold	w2038
die	w2039
Einwohner	w2040
von	w2041
Nordamerika	w2042
<g/>
,
seiner	w2044
Austretung	w2045
aus	w2046
dem	w2047
Dienste	w2048
Rebellen	w2049
<g/>
,
d	w2051
<g/>
.
d	w2053
<g/>
.
Neuyork	w2055
vom	w2056
11	w2057
<g/>
.
W	w2059
monat	w2060
mit	w2061
seiner	w2062
Unterschrift	w2063
erschienen	w2064
<g/>
.
Er	w2066
sagt	w2067
unter	w2068
andern	w2069
darin	w2070
<g/>
,
ich	w2072
Gott	w2073
<g/>
,
er	w2075
wolle	w2076
die	w2077
Bande	w2078
<g/>
,
die	w2080
ich	w2081
ververlassen	w2082
<g/>
=
lassen	w2084
habe	w2085
<g/>
,
mit	w2087
dem	w2088
erfoderlichen	w2089
te	w2090
zu	w2091
ihrem	w2092
Heil	w2093
<g/>
,
ehe	w2095
und	w2096
bevor	w2097
es	w2098
zu	w2099
spät	w2100
wird	w2101
<g/>
,
bestralen	w2103
<g/>
.
</p>
<p id="p19">
Der	w2105
Kapitain	w2106
St	w2107
<g/>
.
George	w2109
hat	w2110
a	w2111
Berichte	w2112
von	w2113
Sir	w2114
Georg	w2115
Rodney	w2116
mitge=bracht	w2117
<g/>
.
Dieser	w2119
Admiral	w2120
war	w2121
mit	w2122
Reihenschiffen	w2123
am	w2124
20	w2125
<g/>
.
Herbstmonat	w2127
von	w2128
Neuyork	w2129
angekommen	w2130
<g/>
,
und	w2132
hatte	w2133
Hoffnung	w2134
gemacht	w2135
<g/>
,
einen	w2137
Theil	w2138
der	w2139
gchenschen	w2140
Flotte	w2141
in	w2142
den	w2143
Gewässern	w2144
von	w2145
Rhodeisland	w2146
anzutreffen	w2147
<g/>
.
Da	w2149
ihm	w2150
sol=cher	w2151
<g/>
=
aber	w2153
nirgend	w2154
aufgestossen	w2155
<g/>
,
so	w2157
sei	w2158
er	w2159
<g/>
,
wie	w2161
man	w2162
hinzusetzt	w2163
<g/>
,
schlüssig	w2165
gewor=den	w2166
<g/>
=
<g/>
,
nach	w2169
den	w2170
westindischen	w2171
Jnseln	w2172
zu=rückzukehren	w2173
<g/>
=
<g/>
,
den	w2176
General	w2177
Arbuthnot	w2178
aber	w2179
mit	w2180
dreyen	w2181
seiner	w2182
Schiffe	w2183
zu	w2184
ver=stärken	w2185
<g/>
=
<g/>
.
Man	w2188
sagt	w2189
er	w2190
habe	w2191
die	w2192
französi=sche	w2193
<g/>
=
Flotte	w2195
zu	w2196
Rhodeisland	w2197
rekognoscirt,	w2198
ihre	w2199
Stellung	w2200
aber	w2201
zu	w2202
vortheilhaft	w2203
gese=hen	w2204
<g/>
=
<g/>
,
um	w2207
sie	w2208
anzugreifen	w2209
<g/>
.
Ein	w2211
Korps	w2212
von	w2213
3000	w2214
Mann	w2215
unter	w2216
den	w2217
Befehlen	w2218
des	w2219
Generals	w2220
Lestie	w2221
war	w2222
zu	w2223
Neuyork	w2224
bereits	w2225
eingeschifft	w2226
<g/>
,
und	w2228
wartete	w2229
nur	w2230
auf	w2231
günstigen	w2232
Wind	w2233
<g/>
,
um	w2235
die	w2236
schon	w2237
lange	w2238
entworfene	w2239
Ausführung	w2240
wider	w2241
die	w2242
fürst=lichen	w2243
<g/>
=
Provinzen	w2245
ins	w2246
Werk	w2247
zu	w2248
richten	w2249
<g/>
.
</p>
<p id="p20">
Nachstehendes	w2251
Verzeichniß	w2252
von	w2253
der	w2254
nordamerikanischen	w2255
Kriegsmacht	w2256
<g/>
,
wel=ches	w2258
<g/>
=
der	w2260
Kongreß	w2261
herausgegeben	w2262
hat	w2263
ist	w2264
allhier	w2265
zum	w2266
Vorscheine	w2267
gekommen.	w2268
Nach	w2269
demselben	w2270
<g/>
,
sollen	w2272
in	w2273
den	w2274
verschie=denen	w2275
<g/>
=
Provinzen	w2277
am	w2278
1	w2279
<g/>
.
Herbstmonat	w2281
115	w2282
<g/>
,
177	w2284
Mann	w2285
regulirter	w2286
Truppen;	w2287
3122	w2288
Mann	w2289
bey	w2290
dem	w2291
Artilleriewesen;	w2292
1842	w2293
Husaren	w2294
<g/>
;
395	w2296
<g/>
,
590	w2298
Mann	w2299
Landmi=liz	w2300
<g/>
=
<g/>
;
1969	w2303
Mann	w2304
Reiterey	w2305
<g/>
;
also	w2307
über=haupt	w2308
<g/>
=
517	w2310
<g/>
,
700	w2312
Mann	w2313
auf	w2314
den	w2315
Beinen	w2316
gewesen	w2317
seyn	w2318
<g/>
.
Unsers	w2320
Wessens	w2321
dringt	w2322
der	w2323
Kongreß	w2324
aber	w2325
nicht	w2326
den	w2327
zehnten	w2328
Theil	w2329
von	w2330
obiger	w2331
Mannschaft	w2332
beysammen	w2333
<g/>
.
</p>
<p id="p21">
Der	w2335
im	w2336
Tower	w2337
eingehaftete	w2338
Graf	w2339
von	w2340
Pomfret	w2341
hat	w2342
gestern	w2343
in	w2344
dem	w2345
Oberhaupt	w2346
eine	w2347
Bittschrift	w2348
eingegeben	w2349
<g/>
,
in	w2351
welche	w2352
</p>
<p id="p22">
bereuet	w2353
<g/>
,
daß	w2355
er	w2356
das	w2357
Misfallen	w2358
der	w2359
mmer	w2360
verdienet	w2361
habe	w2362
<g/>
,
und	w2364
um	w2365
Nach=sichten	w2366
<g/>
=
seines	w2368
Vergehens	w2369
halber	w2370
bittet	w2371
<g/>
.
Die	w2373
Sache	w2374
ist	w2375
auf	w2376
morgen	w2377
zur	w2378
Berath=schlagung	w2379
<g/>
=
ausgesetzt	w2381
worden	w2382
<g/>
.
</p>
<p id="p23">
Im	w2384
Unterhause	w2385
ist	w2386
gestern	w2387
eine	w2388
Bill	w2389
<g/>
,
Hochverraths	w2391
in	w2392
Amerika	w2393
und	w2394
auf	w2395
dem	w2396
Meere	w2397
verdächtige	w2398
Leute	w2399
gefänglich	w2400
ein=zuziehen	w2401
<g/>
=
<g/>
,
zum	w2404
ersten	w2405
Male	w2406
verlesen	w2407
wor=den	w2408
<g/>
=
<g/>
.
Lord	w2411
Mahon	w2412
kam	w2413
hernächst	w2414
mit	w2415
Beschwerden	w2416
wegen	w2417
der	w2418
Gewaltthätig=keit	w2419
<g/>
=
ein	w2421
<g/>
,
welche	w2423
einige	w2424
unserer	w2425
Schiffe	w2426
auf	w2427
der	w2428
holländischen	w2429
Jnsel	w2430
St	w2431
<g/>
.
Martin	w2433
ausgeübt	w2434
<g/>
,
und	w2436
amerikanische	w2437
Schiffe	w2438
<g/>
,
mit	w2440
Verletzung	w2441
der	w2442
Republick	w2443
der	w2444
ver=einigten	w2445
<g/>
=
Niederlande	w2447
<g/>
,
als	w2449
einer	w2450
neutra=len	w2451
<g/>
=
Macht	w2453
<g/>
,
eigenmächtig	w2455
weggenommen	w2456
haben	w2457
<g/>
.
Lord	w2459
Germaine	w2460
zeigte	w2461
an	w2462
<g/>
,
diese	w2464
Sache	w2465
würde	w2466
ehestens	w2467
in	w2468
dem	w2469
geheimen	w2470
Rathe	w2471
untersucht	w2472
werden	w2473
<g/>
.
Herr	w2475
Hart	w2476
<g/>
=
y	w2478
behauptete	w2479
die	w2480
Nothwendigkeit	w2481
einer	w2482
schleunigen	w2483
Aussöhnung	w2484
mit	w2485
den	w2486
Ameri=kanern	w2487
<g/>
=
<g/>
,
damit	w2490
man	w2491
mit	w2492
desto	w2493
größerm	w2494
Nachdruck	w2495
wider	w2496
das	w2497
Haus	w2498
Bourbon	w2499
auftreten	w2500
könnte	w2501
<g/>
.
Der	w2503
Kammer	w2504
im	w2505
Aus=schusse	w2506
<g/>
=
wurde	w2508
durch	w2509
Lord	w2510
Lisburne	w2511
von	w2512
Seiten	w2513
der	w2514
Admiralität	w2515
der	w2516
Zustand	w2517
un=serer	w2518
<g/>
=
Seemacht	w2520
vorgelegt	w2521
<g/>
,
die	w2523
wirklich	w2524
aus	w2525
360	w2526
Kriegsschiffen	w2527
besteht	w2528
<g/>
,
und	w2530
auf	w2531
00	w2532
gebracht	w2533
werden	w2534
wird	w2535
<g/>
.
Man	w2537
be	w2538
<g/>
=
ebte	w2540
<g/>
,
90	w2542
<g/>
,
000	w2544
Matrosen	w2545
<g/>
,
mit	w2547
Einbe=griffe	w2548
<g/>
=
von	w2550
20	w2551
<g/>
.
317	w2553
Mann	w2554
Seetruppen	w2555
<g/>
,
für	w2557
das	w2558
Jahr	w2559
1781	w2560
<g/>
,
und	w2562
zu	w2563
ihrem	w2564
Un=terhalte	w2565
<g/>
=
monatlich	w2567
4	w2568
Pf	w2569
<g/>
.
Sterl	w2571
<g/>
.
auf	w2573
den	w2574
Mann	w2575
<g/>
,
das	w2577
Jahr	w2578
zu	w2579
13	w2580
Monaten	w2581
ge=rechnet	w2582
<g/>
=
<g/>
,
zu	w2585
bewilligen	w2586
<g/>
,
welches	w2588
einen	w2589
Aufwand	w2590
von	w2591
4	w2592
Millionen	w2593
680	w2594
<g/>
,
000	w2596
Pf	w2597
<g/>
.
Sterl	w2599
<g/>
.
ausmacht	w2601
<g/>
.
</p>
<p id="p24">
Auf	w2603
die	w2604
Addresse	w2605
des	w2606
Unterhauses	w2607
lau=tet	w2608
<g/>
=
die	w2610
Antwort	w2611
des	w2612
Königs	w2613
im	w2614
wesent=lichen	w2615
<g/>
=
also	w2617
<g/>
:
ich	w2619
setze	w2620
ein	w2621
festes	w2622
Vertrauen	w2623
auf	w2624
die	w2625
Handhabung	w2626
meiner	w2627
getreuen	w2628
Gemeinen	w2629
<g/>
;
auf	w2631
den	w2632
Muth	w2633
meines	w2634
tapfern	w2635
Volkes	w2636
<g/>
,
so	w2638
in	w2639
eine	w2640
gerechte	w2641
Sache	w2642
ver=wickelt	w2643
<g/>
=
<g/>
,
und	w2646
für	w2647
sein	w2648
Vaterland	w2649
<g/>
,
und	w2651
für	w2652
sein	w2653
wesentliches	w2654
Beßte	w2655
kämpfet	w2656
<g/>
;
Auch	w2658
daß	w2659
sie	w2660
mich	w2661
endlich	w2662
in	w2663
Stand	w2664
setzen	w2665
werden	w2666
<g/>
,
alle	w2668
Beschwernisse	w2669
zu	w2670
überwin=den	w2671
<g/>
=
<g/>
,
und	w2674
einen	w2675
gesicherten	w2676
und	w2677
rühmli=chen	w2678
<g/>
=
Frieden	w2680
zu	w2681
erringen	w2682
<g/>
.
</p>
<p id="p25">
Der	w2684
holländische	w2685
Gesandte	w2686
<g/>
,
Graf	w2688
von	w2689
</p>
<p id="p26">
Welderen	w2690
<g/>
,
hat	w2692
sich	w2693
in	w2694
diesen	w2695
Tagen	w2696
mehr=malen	w2697
<g/>
=
mit	w2699
Lord	w2700
Stormont	w2701
über	w2702
verschie=dene	w2703
<g/>
=
wichtige	w2705
Gegenstände	w2706
besprochen	w2707
<g/>
,
und	w2709
diesen	w2710
Abend	w2711
einen	w2712
Kourier	w2713
nach	w2714
dem	w2715
Haag	w2716
gefertigt	w2717
<g/>
.
Es	w2719
scheint	w2720
<g/>
,
als	w2722
wollte	w2723
es	w2724
zwischen	w2725
unserer	w2726
Krone	w2727
und	w2728
der	w2729
Republick	w2730
trüb	w2731
werden	w2732
<g/>
.
</p>
<head id="hl4">
Stockholm	w2734
<g/>
,
den	w2736
7	w2737
<g/>
.
Winterm	w2739
<g/>
.
</head>
<p id="p27">
Am	w2741
13ten	w2742
Weinmon	w2743
<g/>
.
<g/>
,
am	w2746
Vollmonds=tage	w2747
<g/>
=
<g/>
,
wurde	w2750
in	w2751
der	w2752
Stadt	w2753
Torneo	w2754
<g/>
,
in	w2756
Bothnien	w2757
<g/>
,
Morgens	w2759
um	w2760
6½	w2761
<g/>
;
Uhr	w2763
ein	w2764
8	w2765
bis	w2766
10	w2767
Sekunden	w2768
langes	w2769
unterirdisches	w2770
Getöse	w2771
verspührt	w2772
<g/>
,
wobey	w2774
die	w2775
Häuser	w2776
so	w2777
erschüttert	w2778
wurden	w2779
<g/>
,
daß	w2781
die	w2782
Thüren	w2783
und	w2784
Fenster	w2785
knarten	w2786
<g/>
,
von	w2788
den	w2789
Giebeln	w2790
<g/>
,
Dä=chern	w2792
<g/>
=
und	w2794
Wänden	w2795
der	w2796
Kalk	w2797
abfiel	w2798
<g/>
,
und	w2800
einige	w2801
Giebel	w2802
und	w2803
Dächer	w2804
geborsten	w2805
sind	w2806
<g/>
.
Der	w2808
Barometer	w2809
hat	w2810
dabey	w2811
genau	w2812
auf	w2813
25	w2814
Zoll	w2815
<g/>
,
der	w2817
Thermometer	w2818
aber	w2819
auf	w2820
2	w2821
schwe=dische	w2822
<g/>
=
Grade	w2824
unter	w2825
dem	w2826
Gefrierpunkte	w2827
gestanden	w2828
<g/>
.
Auch	w2830
auf	w2831
dem	w2832
Lande	w2833
<g/>
,
2	w2835
bis	w2836
3	w2837
Meilen	w2838
west	w2839
<g/>
=
und	w2841
ostwärts	w2842
<g/>
,
ist	w2844
dieses	w2845
Erdbeben	w2846
zu	w2847
eben	w2848
der	w2849
Zeit	w2850
<g/>
,
und	w2852
mit	w2853
eben	w2854
der	w2855
Stärke	w2856
verspührt	w2857
worden	w2858
<g/>
.
Seit	w2860
dem	w2861
27	w2862
<g/>
.
Wintermon	w2864
1757	w2865
<g/>
,
um	w2867
eben	w2868
diese	w2869
Ta=geszeit	w2870
<g/>
=
<g/>
,
auch	w2873
ebenfalls	w2874
beym	w2875
Vollmond	w2876
<g/>
,
ist	w2878
dort	w2879
kein	w2880
Erdbeben	w2881
gewesen	w2882
<g/>
.
</p>
<head id="hl5">
Ober	w2884
<g/>
=
Rheinstrom	w2886
<g/>
,
den	w2888
17	w2889
<g/>
.
Winterm	w2891
<g/>
.
</head>
<p id="p28">
Der	w2893
Kardinal	w2894
von	w2895
Rohan	w2896
<g/>
,
Bischof	w2898
von	w2899
Straßburg	w2900
ist	w2901
am	w2902
3ten	w2903
dieses	w2904
unter	w2905
dem	w2906
Geläute	w2907
der	w2908
Glocken	w2909
<g/>
,
und	w2911
mit	w2912
allem	w2913
mi=litairischen	w2914
<g/>
=
Pompe	w2916
zu	w2917
Straßburg	w2918
ange=kommen	w2919
<g/>
=
<g/>
.
Er	w2922
kam	w2923
von	w2924
seinen	w2925
Domainen	w2926
jenseits	w2927
des	w2928
Rheins	w2929
<g/>
.
An	w2931
dem	w2932
Tag	w2933
als	w2934
der	w2935
Prinz	w2936
zu	w2937
Renzen	w2938
eingetroffen	w2939
<g/>
,
begab	w2941
er	w2942
sich	w2943
nach	w2944
Sasbach	w2945
<g/>
,
um	w2947
den	w2948
Platz	w2949
zu	w2950
sehen	w2951
<g/>
,
wo	w2953
der	w2954
Marschall	w2955
von	w2956
Turenne	w2957
sein	w2958
Leben	w2959
verlohren	w2960
<g/>
.
Jn	w2962
dieser	w2963
Gegend	w2964
haben	w2965
Se	w2966
<g/>
.
Eminenz	w2968
eine	w2969
Baustelle	w2970
ange=kauft	w2971
<g/>
=
<g/>
;
hier	w2974
soll	w2975
ein	w2976
Haus	w2977
und	w2978
ein	w2979
Gar=ten	w2980
<g/>
=
angebauet	w2982
werden	w2983
<g/>
.
Dieses	w2985
Haus	w2986
ist	w2987
für	w2988
einen	w2989
französischen	w2990
Jnvaliden	w2991
von	w2992
dem	w2993
Regiment	w2994
des	w2995
Marschalls	w2996
von	w2997
Turenne	w2998
bestimmt	w2999
<g/>
,
und	w3001
wenn	w3002
sich	w3003
bey	w3004
diesem	w3005
Korps	w3006
ein	w3007
Elsässer	w3008
befindet	w3009
<g/>
,
so	w3011
soll	w3012
er	w3013
vorge=zogen	w3014
<g/>
=
werden	w3016
<g/>
;
dieser	w3018
Jnvalid	w3019
wird	w3020
den	w3021
Auftrag	w3022
erhalten	w3023
<g/>
,
die	w3025
Fremde	w3026
zu	w3027
beglei=ten	w3028
<g/>
=
<g/>
.
Man	w3031
wird	w3032
ihm	w3033
die	w3034
Geschichte	w3035
von	w3036
Turenne	w3037
geben	w3038
<g/>
,
und	w3040
eine	w3041
Beschreibung	w3042
des	w3043
Feldzugs	w3044
<g/>
,
in	w3046
welchem	w3047
Turenne	w3048
ge=blieben	w3049
<g/>
=
<g/>
,
ins	w3052
Deutsche	w3053
übersetzen	w3054
<g/>
;
man	w3056
</p>
<p id="p29">
wird	w3057
eine	w3058
genaue	w3059
Karte	w3060
von	w3061
seinen	w3062
Mär=schen	w3063
<g/>
=
und	w3065
der	w3066
Ordre	w3067
der	w3068
Bataille	w3069
von	w3070
diesem	w3071
Tage	w3072
beyfügen	w3073
<g/>
.
An	w3075
der	w3076
Stelle	w3077
<g/>
,
wo	w3079
Turenne	w3080
getödtet	w3081
worden	w3082
<g/>
,
wird	w3084
ein	w3085
Umfang	w3086
von	w3087
35	w3088
bis	w3089
40	w3090
Schuhen	w3091
mit	w3092
ei=nem	w3093
<g/>
=
eisernen	w3095
Gegitter	w3096
umgeben	w3097
<g/>
,
in	w3099
dessen	w3100
Mitte	w3101
ein	w3102
Piedestal	w3103
von	w3104
4	w3105
Schuhen	w3106
<g/>
,
und	w3108
auf	w3109
derselben	w3110
eine	w3111
Piramide	w3112
von	w3113
12	w3114
Schu=hen	w3115
<g/>
=
errichtet	w3117
werden	w3118
<g/>
.
Auf	w3120
einer	w3121
Seite	w3122
derselben	w3123
wird	w3124
man	w3125
die	w3126
Wappen	w3127
des	w3128
Tu=renne	w3129
<g/>
=
an	w3131
einem	w3132
Lorberaste	w3133
aufgehangen	w3134
erblicken	w3135
<g/>
.
Oben	w3137
auf	w3138
der	w3139
Säule	w3140
wird	w3141
man	w3142
eine	w3143
Lilie	w3144
mit	w3145
einem	w3146
Cypressen	w3147
um=geben	w3148
<g/>
=
<g/>
,
anbringen	w3151
<g/>
;
an	w3153
den	w3154
3	w3155
Seiten	w3156
des	w3157
Piedestals	w3158
wird	w3159
angemerkt	w3160
werden	w3161
<g/>
,
daß	w3163
hier	w3164
die	w3165
Stelle	w3166
sey	w3167
<g/>
,
wo	w3169
Turenne	w3170
sein	w3171
Leben	w3172
verloren	w3173
<g/>
,
auf	w3175
der	w3176
4ten	w3177
aber	w3178
ge=meldet	w3179
<g/>
=
werden	w3181
<g/>
,
daß	w3183
der	w3184
berühmte	w3185
Mon=tecuculi	w3186
<g/>
=
damals	w3188
die	w3189
kaiserl	w3190
<g/>
.
Armee	w3192
kom	w3193
mandiret	w3194
ꝛc	w3195
<g/>
.
</p>
<p id="p30">
Der	w3197
wohlthätige	w3198
Kardinal	w3199
hat	w3200
gleich	w3201
nach	w3202
seiner	w3203
Ankunft	w3204
in	w3205
Straßburg	w3206
den	w3207
katholischen	w3208
und	w3209
protestantischen	w3210
Geistli=chen	w3211
<g/>
=
12000	w3213
Livr	w3214
<g/>
.
einhändigen	w3216
lassen	w3217
<g/>
,
um	w3219
unter	w3220
die	w3221
Armen	w3222
der	w3223
Stadt	w3224
ohne	w3225
Unter=scheid	w3226
<g/>
=
der	w3228
Religion	w3229
ausgetheilt	w3230
zu	w3231
werden	w3232
<g/>
.
</p>
<head id="hl6">
Kleve	w3234
<g/>
,
den	w3236
22	w3237
<g/>
.
Wintermon	w3239
<g/>
.
</head>
<p id="p31">
Wie	w3241
man	w3242
aus	w3243
Amsterdam	w3244
zu	w3245
verneh=men	w3246
<g/>
=
hat	w3248
<g/>
,
so	w3250
ist	w3251
man	w3252
allda	w3253
mit	w3254
dem	w3255
Ver=langen	w3256
<g/>
=
Englands	w3258
gar	w3259
nicht	w3260
aufgeschickt	w3261
<g/>
.
Ueber	w3263
die	w3264
Ausdrücke	w3265
<g/>
:
Störer	w3267
des	w3268
Land=friedens	w3269
<g/>
=
und	w3271
Uebertretter	w3272
des	w3273
Gesetzes	w3274
der	w3275
Nationen	w3276
<g/>
,
war	w3278
man	w3279
daselbst	w3280
über=haupt	w3281
<g/>
=
aufgebracht	w3283
<g/>
.
Man	w3285
vermuthete	w3286
gleichwohl	w3287
<g/>
,
die	w3289
Generalstaaten	w3290
würden	w3291
die	w3292
Sache	w3293
keine	w3294
Folge	w3295
nach	w3296
sich	w3297
ziehen	w3298
lassen	w3299
<g/>
.
Sollte	w3301
indessen	w3302
das	w3303
britrische	w3304
Mi=nisterium	w3305
<g/>
=
sich	w3307
nicht	w3308
mit	w3309
einem	w3310
Widerrufe	w3311
dieses	w3312
Betragens	w3313
ohne	w3314
Bedingung	w3315
und	w3316
Vorbehalt	w3317
begnügen	w3318
<g/>
,
so	w3320
dürfte	w3321
ein	w3322
un=mittelbarer	w3323
<g/>
=
Bruch	w3325
zwischen	w3326
beyden	w3327
Völ=kerschaften	w3328
<g/>
=
zu	w3330
besorgen	w3331
stehen	w3332
<g/>
.
</p>
<head id="hl7">
Warschau	w3334
den	w3335
11	w3336
<g/>
.
Winterm	w3338
<g/>
.
</head>
<p id="p32">
Am	w3340
Sonnabend	w3341
kamen	w3342
die	w3343
Constitu=tionen	w3344
<g/>
=
wegen	w3346
der	w3347
Armee	w3348
<g/>
,
und	w3350
der	w3351
hin=führo	w3352
<g/>
=
seyn	w3354
sollenden	w3355
Wechsel	w3356
der	w3357
Edel=leute	w3358
<g/>
=
zu	w3360
Stande	w3361
<g/>
.
Am	w3363
Montage	w3364
wurde	w3365
das	w3366
Projekt	w3367
<g/>
,
wodurch	w3369
die	w3370
Besitzung	w3371
der	w3372
Starosteyen	w3373
auf	w3374
Zeitlebens	w3375
versichert	w3376
wird	w3377
<g/>
,
mit	w3379
vieler	w3380
Mühe	w3381
zu	w3382
Stande	w3383
ge=bracht	w3384
<g/>
=
<g/>
.
Das	w3387
Kleiderordnungsgesetz	w3388
wurwurde	w3389
<g/>
=
</p>
<p id="p33">
de	w3391
dahin	w3392
aufs	w3393
neue	w3394
festgesetzt	w3395
<g/>
,
daß	w3397
Spi=tzen	w3398
<g/>
=
und	w3400
Edelsteinen	w3401
ganz	w3402
verboten	w3403
seyn	w3404
sollen	w3405
<g/>
,
Silber	w3407
und	w3408
Gold	w3409
soll	w3410
nicht	w3411
auf	w3412
den	w3413
Kleidern	w3414
getragen	w3415
werden	w3416
<g/>
,
sogleich	w3418
haben	w3419
die	w3420
Landboten	w3421
ihre	w3422
Schleifen	w3423
gleich	w3424
von	w3425
ihren	w3426
Uniformen	w3427
abgerissen	w3428
<g/>
;
nur	w3430
dem	w3431
dem	w3432
Militaire	w3433
ist	w3434
solches	w3435
erlaubt,	w3436
dem	w3437
Frauenzimmer	w3438
von	w3439
Distincion	w3440
wird	w3441
Taffent	w3442
und	w3443
Gros	w3444
de	w3445
Toyr	w3446
gestattet	w3447
<g/>
,
den	w3449
übrigen	w3450
aber	w3451
kein	w3452
ander	w3453
Zeug	w3454
<g/>
,
as	w3456
wel=ches	w3457
<g/>
=
im	w3459
Lande	w3460
gemacht	w3461
wird	w3462
<g/>
.
Die	w3464
neuen	w3465
Edelleute	w3466
sollen	w3467
<g/>
,
wenn	w3469
sie	w3470
binnen	w3471
einem	w3472
Jahre	w3473
nicht	w3474
Güter	w3475
von	w3476
50000	w3477
Rthl	w3478
und	w3479
ihre	w3480
gehörige	w3481
Privilegien	w3482
haben	w3483
<g/>
,
für	w3485
keine	w3486
Edelleute	w3487
mehr	w3488
erkannt	w3489
werden.	w3490
Der	w3491
Fürst	w3492
von	w3493
Ligne	w3494
und	w3495
Nassau	w3496
hat	w3497
das	w3498
Jndigenat	w3499
erhalten	w3500
<g/>
.
Am	w3502
4	w3503
dieses	w3504
wurde	w3505
wegen	w3506
glücklicher	w3507
Errettung	w3508
des	w3509
Königs	w3510
das	w3511
jährliche	w3512
Dankfest	w3513
gehalten	w3514
und	w3515
in	w3516
der	w3517
Hauptkirchte	w3518
das	w3519
Herr	w3520
Gott	w3521
wir	w3522
loben	w3523
dich	w3524
gesungen	w3525
<g/>
.
Heute	w3527
ist	w3528
der	w3529
Reichstag	w3530
glücklich	w3531
geendigt	w3532
<g/>
,
und	w3534
dieser=halb	w3535
<g/>
=
das	w3537
Herr	w3538
Gott	w3539
wir	w3540
loben	w3541
dich	w3542
ge=sungen	w3543
<g/>
=
worden	w3545
<g/>
.
</p>
<head id="hl8">
Konstantinopel	w3547
<g/>
,
den	w3549
2	w3550
<g/>
.
Winterm	w3552
<g/>
.
</head>
<p id="p34">
Die	w3554
Pest	w3555
zeiget	w3556
sich	w3557
hier	w3558
da	w3559
und	w3560
dort	w3561
noch	w3562
öfters	w3563
<g/>
,
in	w3565
Adrianopel	w3566
aber	w3567
<g/>
,
wie	w3569
man	w3570
hört	w3571
<g/>
,
solle	w3573
sie	w3574
sehr	w3575
stark	w3576
wütten	w3577
<g/>
,
so=daß	w3579
<g/>
=
wenig	w3581
Leute	w3582
davon	w3583
kommen	w3584
<g/>
,
die	w3586
da=mit	w3587
<g/>
=
betroffen	w3589
werden	w3590
<g/>
.
Beynebst	w3592
ist	w3593
auch	w3594
hier	w3595
wegen	w3596
sehr	w3597
trocknem	w3598
Wetter	w3599
ein	w3600
gros=ser	w3601
<g/>
=
Mangel	w3603
des	w3604
Wassers	w3605
<g/>
,
welches	w3607
den	w3608
Leuten	w3609
schon	w3610
portionweis	w3611
ausgetheilet	w3612
wird	w3613
<g/>
.
Das	w3615
türkische	w3616
Geld	w3617
wird	w3618
verrin=gert	w3619
<g/>
=
<g/>
,
