<doc id="wr_1763-06-11" attrs="word" year="1763" month="06" day="11" corpus="2">
<head id="h2_d765e3120">
Belle=isle	w1_d765e3124
und	w3_d765e17556
jede	w5_d765e17559
General=feld=wachtmeister	w7_d765e17562
Graf	w9_d765e17565
Joh.	w1_d765e17570
Baptist	w3_d765e17573
von	w5_d765e17576
Saint	w7_d765e17579
Jgnonische	w9_d765e17582
Glaubigere	w11_d765e17585
an	w1_d765e17590
obbestimmtem	w3_d765e17593
Tag	w5_d765e17596
und	w7_d765e17599
Stund	w9_d765e17602
entweder	w11_d765e17605
selbst	w13_d765e17609
persönlich,	w1_d765e17614
oder	w3_d765e17617
durch	w5_d765e17620
genugsam	w7_d765e17623
instruirte	w9_d765e17626
Bevoll	w11_d765e17629
mächtigte	w1_d765e17635
also	w3_d765e17638
gewiß	w5_d765e17641
zu	w7_d765e17644
erscheinen,	w9_d765e17647
und	w11_d765e17650
ihre	w13_d765e17654
et	w15_d765e17657
wa	w1_d765e17662
habende	w3_d765e17665
Sprüche,	w5_d765e17668
oder	w7_d765e17671
andere,	w9_d765e17674
wie	w11_d765e17677
immer	w13_d765e17681
Na	w15_d765e17684
men	w1_d765e17689
haben	w3_d765e17692
mögende,	w5_d765e17695
und	w7_d765e17698
an	w9_d765e17701
diese	w11_d765e17704
Verlassenschaft	w13_d765e17708
zu	w1_d765e17713
stellen	w3_d765e17716
vermeinende	w5_d765e17719
Forderungen	w7_d765e17722
anzumelden	w9_d765e17725
und	w1_d765e17731
Rechts	w3_d765e17734
beständig	w5_d765e17737
zu	w7_d765e17740
liquidiren,	w9_d765e17743
auch	w11_d765e17746
resp.	w13_d765e17750
sich	w15_d765e17753
zu	w1_d765e17758
legitimiren	w3_d765e17761
haben,	w5_d765e17764
wie	w7_d765e17767
im	w9_d765e17770
widrigen	w11_d765e17773
auf	w13_d765e17777
der	w15_d765e17780
selben	w1_d765e17785
Ausbleiben	w3_d765e17788
des	w5_d765e17791
eröfterten	w7_d765e17794
Herrn	w9_d765e17797
General	w11_d765e17800
feld=wachtmeisters	w1_d765e17805
Grafens	w3_d765e17808
von	w5_d765e17811
Saint	w7_d765e17814
Jgnon	w9_d765e17817
seel.	w1_d765e17823
Verlassenschaft	w3_d765e17826
ex	w5_d765e17829
officio	w7_d765e17832
abgehandlet,	w9_d765e17835
und	w11_d765e17838
was	w1_d765e17843
Rechtens	w3_d765e17846
ist,	w5_d765e17849
vorgekehret	w7_d765e17852
werden	w9_d765e17855
solle.	w11_d765e17858
Wor	w13_d765e17862
nach	w1_d765e17867
sich	w3_d765e17870
ein	w5_d765e17873
jeder	w7_d765e17876
Jntereßirter	w9_d765e17879
zu	w11_d765e17882
richten,	w13_d765e17886
und	w15_d765e17889
seinem	w1_d765e17894
Recht	w3_d765e17897
bestens	w5_d765e17900
zu	w7_d765e17903
invigiliren	w9_d765e17906
wissen	w11_d765e17909
wird.	w13_d765e17913
</p>
<list id="l46_d765e17916">
Von	w1_d765e17920
der	w3_d765e17923
a.	w5_d765e17926
T.	w7_d765e17929
N.	w9_d765e17932
de.	w11_d765e17935
Justig	w13_d765e17939
hantodeyuiatlien	w15_d765e17942
</list>
<p id="p48_d765e17947">
Von	w1_d765e17951
der	w3_d765e17954
a.	w5_d765e17957
T.	w7_d765e17960
N.	w9_d765e17963
de.	w11_d765e17966
Justig	w13_d765e17970
hantodeyuiatlien	w15_d765e17973
wird	w1_d765e17978
hiemit	w3_d765e17981
all	w5_d765e17984
und	w7_d765e17987
jeden	w9_d765e17990
durch	w11_d765e17993
gegenwärtiges	w13_d765e17997
Edict	w1_d765e18002
kund	w3_d765e18005
und	w5_d765e18008
zu	w7_d765e18011
wissen	w9_d765e18014
gemacht;	w11_d765e18017
Bey	w13_d765e18021
dieser	w15_d765e18024
Justitz=stelle	w1_d765e18030
habe	w3_d765e18033
Matthäus	w5_d765e18036
Silveri,	w7_d765e18039
Medicinæ	w9_d765e18042
Doctor,	w1_d765e18047
als	w3_d765e18050
gewest=Ludmilla	w5_d765e18053
Wirnitzischer	w7_d765e18056
Gerhal	w9_d765e18059
mit	w1_d765e18064
mehreren	w3_d765e18067
vorgestellt,	w5_d765e18070
welchergestalten	w7_d765e18073
ihme	w9_d765e18076
eine	w1_d765e18081
K.	w3_d765e18084
K.	w5_d765e18087
Kupfer	w7_d765e18090
und	w9_d765e18093
Queck=silber,	w11_d765e18096
wie	w13_d765e18100
auch	w15_d765e18103
Dergwerk=amts=obligation	w1_d765e18109
d.	w3_d765e18112
d.	w5_d765e18115
30.	w7_d765e18118
April	w9_d765e18121
1753.	w11_d765e18124
</p>
<p id="p50_d765e18127">
pr.	w1_d765e18131
1200.	w3_d765e18134
fl.	w5_d765e18137
dergestalten	w7_d765e18140
in	w9_d765e18143
Verstoß	w11_d765e18146
oder	w13_d765e18150
Verlust	w15_d765e18153
gerahten	w1_d765e18158
wäre,	w3_d765e18161
daß	w5_d765e18164
er	w7_d765e18167
sie	w9_d765e18170
ungehindert	w11_d765e18173
allangewen	w13_d765e18177
deter	w1_d765e18182
Mühe	w3_d765e18185
nicht	w5_d765e18188
mehr	w7_d765e18191
vorfinden,	w9_d765e18194
mithin	w11_d765e18197
auch	w13_d765e18201
sei	w15_d765e18204
ner	w1_d765e18210
immittelst	w3_d765e18213
großjährig	w5_d765e18216
gewordenen	w7_d765e18219
Pupillin	w9_d765e18222
ge	w11_d765e18225
dachter	w1_d765e18230
Ludmillä	w3_d765e18233
Wirnitzin	w5_d765e18236
nicht	w7_d765e18239
hinaus	w9_d765e18242
geben,	w11_d765e18245
und	w1_d765e18250
behäudigen	w3_d765e18253
konnte,	w5_d765e18256
und	w7_d765e18259
hat	w9_d765e18262
demnach	w11_d765e18265
gebetten,	w13_d765e18269
womit	w1_d765e18274
wegen	w3_d765e18277
Amortisirung	w5_d765e18280
obgedachter	w7_d765e18283
auf	w9_d765e18286
ihne	w11_d765e18289
Doctorem	w1_d765e18295
Silveri	w3_d765e18298
tutorio	w5_d765e18301
nomine	w7_d765e18304
der	w9_d765e18307
Ludmilla	w11_d765e18310
Wirnitzin	w1_d765e18315
lautende	w3_d765e18318
K.	w5_d765e18321
K.	w7_d765e18324
Kupfer	w9_d765e18327
queck	w11_d765e18330
silber	w13_d765e18334
und	w15_d765e18337
Bergwerk	w1_d765e18342
amts=obligation	w3_d765e18345
d.	w5_d765e18348
d.	w7_d765e18351
30.	w9_d765e18354
April	w11_d765e18357
1753.	w13_d765e18361
pr.	w1_d765e18366
1200.	w3_d765e18369
fl.	w5_d765e18372
das	w7_d765e18375
gewönliche	w9_d765e18378
Edict	w11_d765e18381
ausgefertiget,	w13_d765e18385
und	w1_d765e18391
hierwegen	w3_d765e18394
das	w5_d765e18397
Behörige	w7_d765e18400
erlassen	w9_d765e18403
werden	w11_d765e18406
möch	w13_d765e18410
te.	w1_d765e18415
Gleichwie	w3_d765e18418
nun	w5_d765e18421
in	w7_d765e18424
dieses	w9_d765e18427
des	w11_d765e18430
Supplicantens	w13_d765e18434
billiges	w1_d765e18439
Anlangen	w3_d765e18442
von	w5_d765e18445
Rechts=wegen	w7_d765e18448
solcherge	w9_d765e18451
stalten	w1_d765e18456
gewilliget	w3_d765e18459
worden,	w5_d765e18462
daß,	w7_d765e18465
wann	w9_d765e18468
binnen	w11_d765e18471
1.	w13_d765e18475
Jahr,	w1_d765e18481
6.	w3_d765e18484
Wochen	w5_d765e18487
und	w7_d765e18490
3.	w9_d765e18493
Tägen	w11_d765e18496
von	w13_d765e18500
Zeit	w15_d765e18503
der	w17_d765e18506
Affi	w19_d765e18509
girung	w1_d765e18514
dieses	w3_d765e18517
Edicts	w5_d765e18520
anzurechnen	w7_d765e18523
sich	w9_d765e18526
niemand	w11_d765e18529
zu	w13_d765e18533
obiger	w1_d765e18538
in	w3_d765e18541
Verstoß	w5_d765e18544
gerahtenen,	w7_d765e18547
auf	w9_d765e18550
vorernannten	w11_d765e18553
Mathäum	w1_d765e18558
Silveri,	w3_d765e18561
Medicinæ	w5_d765e18564
Doctorem,	w7_d765e18567
tutorio	w9_d765e18570
nomine	w1_d765e18576
der	w3_d765e18579
Ludmilla	w5_d765e18582
Wirnitzin	w7_d765e18585
lautende	w9_d765e18588
K.	w11_d765e18591
K.	w13_d765e18595
Kupfer	w1_d765e18600
und	w3_d765e18603
Queck=silber,	w5_d765e18606
wie	w7_d765e18609
auch	w9_d765e18612
Bergwerk	w11_d765e18615
amts=obligation	w1_d765e18620
d.	w3_d765e18623
d.	w5_d765e18626
30.	w7_d765e18629
April	w9_d765e18632
1753.	w11_d765e18635
pr.	w13_d765e18639
1200.	w15_d765e18642
fl.	w17_d765e18645
rechtlichen	w1_d765e18650
legitimiren,	w3_d765e18653
oder	w5_d765e18656
solche	w7_d765e18659
in	w9_d765e18662
originali	w11_d765e18665
produciren	w1_d765e18671
wurde,	w3_d765e18674
selbe	w5_d765e18677
alsdann	w7_d765e18680
für	w9_d765e18683
null	w11_d765e18686
und	w13_d765e18690
nichtig	w1_d765e18695
gehalten,	w3_d765e18698
folgsam	w5_d765e18701
nach	w7_d765e18704
Verfliessung	w9_d765e18707
bemel	w11_d765e18710
ten	w1_d765e18715
Termins	w3_d765e18718
ihme	w5_d765e18721
Doctori	w7_d765e18724
Silveri	w9_d765e18727
eine	w11_d765e18730
neue	w13_d765e18734
der	w15_d765e18737
ley	w1_d765e18742
Obligation	w3_d765e18745
auf	w5_d765e18748
die	w7_d765e18751
schon	w9_d765e18754
vorberührte	w11_d765e18757
Summa	w13_d765e18761
ausgefertiget	w1_d765e18767
und	w3_d765e18770
zugestellet	w5_d765e18773
werden	w7_d765e18776
solle.	w9_d765e18779
Sol	w11_d765e18782
chemach	w1_d765e18787
wird	w3_d765e18790
ein	w5_d765e18793
solches	w7_d765e18796
jedermänniglich	w9_d765e18799
durch	w11_d765e18802
die	w13_d765e18806
ses	w1_d765e18811
offene	w3_d765e18814
Ediet	w5_d765e18817
zur	w7_d765e18820
Nachricht	w9_d765e18823
erinneret.	w11_d765e18826
</p>
<p id="p52_d765e18829">
Wir	w1_d765e18833
Endes	w3_d765e18836
Gefertigte/	w5_d765e18839
von	w7_d765e18842
einem	w9_d765e18845
Lötl.	w11_d765e18848
Land	w13_d765e18852
marschallischen	w1_d765e18857
Gericht	w3_d765e18860
verordnete	w5_d765e18863
Commissarien	w7_d765e18866
fügen	w1_d765e18871
N.	w3_d765e18874
allen	w5_d765e18877
und	w7_d765e18880
jeden	w9_d765e18883
(so	w11_d765e18886
an	w13_d765e18890
weil	w15_d765e18893
des	w17_d765e18896
wolge	w19_d765e18899
bornen	w1_d765e18905
Hrn.	w3_d765e18908
Willhelm	w5_d765e18911
Ludwig	w7_d765e18914
Capello,	w9_d765e18917
Freyherrn	w11_d765e18920
von	w1_d765e18925
Wickenburg	w3_d765e18928
seel.	w5_d765e18931
Verlassenschaft	w7_d765e18934
Sprüch	w9_d765e18937
und	w11_d765e18940
Anforderungen	w1_d765e18945
haben	w3_d765e18948
oder	w5_d765e18951
zu	w7_d765e18954
haben	w9_d765e18957
vermeinen)	w11_d765e18960
hiemit	w1_d765e18965
zu	w3_d765e18968
wissen.	w5_d765e18971
Welchergestalten	w7_d765e18974
wir	w9_d765e18977
auf	w11_d765e18980
An	w13_d765e18984
langen	w1_d765e18990
Hrn.	w3_d765e18993
Jgnatz	w5_d765e18996
von	w7_d765e18999
Albrechtsburg,	w9_d765e19002
als	w11_d765e19005
Frey	w13_d765e19009
herrlich=Wickenburgischen	w1_d765e19014
Gerhabens,	w3_d765e19017
und	w5_d765e19020
hierü	w7_d765e19023
ber	w1_d765e19028
an	w3_d765e19031
uns	w5_d765e19034
ergangene	w7_d765e19037
gerichtl.	w9_d765e19040
Auflag	w11_d765e19043
eine	w13_d765e19047
perempto	w15_d765e19050
rie	w1_d765e19055
clausulirte	w3_d765e19058
Convocations=tagsatzung	w5_d765e19061
auf	w7_d765e19064
den	w9_d765e19067
7.	w1_d765e19073
Julii	w3_d765e19076
dies	w5_d765e19079
Jahrs	w7_d765e19082
Nachmittag	w9_d765e19085
um	w11_d765e19088
3.	w13_d765e19092
Uhr	w15_d765e19095
in	w17_d765e19098
mei	w19_d765e19101
nen	w1_d765e19106
von	w3_d765e19109
Aichen	w5_d765e19112
bey	w7_d765e19115
den	w9_d765e19118
grossen	w11_d765e19121
Christoph	w13_d765e19125
im	w15_d765e19128
ersten	w17_d765e19131
Stock	w1_d765e19136
habenden	w3_d765e19139
Wohnungen	w5_d765e19142
pro	w7_d765e19145
1mo,	w9_d765e19148
2do,	w11_d765e19151
3tio	w13_d765e19155
ac	w1_d765e19160
ultimo	w3_d765e19163
termino	w5_d765e19166
zu	w7_d765e19169
erscheinen	w9_d765e19172
bestimmet	w11_d765e19175
haben.	w13_d765e19179
Solchemnach	w1_d765e19185
werden	w3_d765e19188
all	w5_d765e19191
und	w7_d765e19194
jede	w9_d765e19197
Jntereßirte,	w11_d765e19200
so	w13_d765e19204
an	w1_d765e19209
obgedachte	w3_d765e19212
Freyherrl.	w5_d765e19215
Wickenburgische	w7_d765e19218
Verlas	w9_d765e19221
senschaft	w1_d765e19226
Sprüch	w3_d765e19229
und	w5_d765e19232
Anforderungen	w7_d765e19235
haben,	w9_d765e19238
oder	w11_d765e19241
zu	w1_d765e19246
haben	w3_d765e19249
vermeinen,	w5_d765e19252
an	w7_d765e19255
obbemelten	w9_d765e19258
Tag,	w11_d765e19261
Stund	w13_d765e19265
und	w1_d765e19271
Ort	w3_d765e19274
alsogewiß	w5_d765e19277
zu	w7_d765e19280
erscheinen,	w9_d765e19283
ihre	w11_d765e19286
habende	w13_d765e19290
Sprüche	w1_d765e19295
anmelden,	w3_d765e19298
und	w5_d765e19301
zugleich	w7_d765e19304
der	w9_d765e19307
Ordnung	w11_d765e19310
nach	w13_d765e19314
behörig	w1_d765e19319
liquidiren,	w3_d765e19322
als	w5_d765e19325
im	w7_d765e19328
widrigen	w9_d765e19331
die	w11_d765e19334
Anwesende	w13_d765e19338
mit	w1_d765e19343
ihren	w3_d765e19346
Nohtdürften	w5_d765e19349
vernommen,	w7_d765e19352
und	w9_d765e19355
hierüber	w11_d765e19358
ex	w1_d765e19364
officio	w3_d765e19367
relationiret,	w5_d765e19370
denen	w7_d765e19373
Ausbleibenden	w9_d765e19376
aber	w11_d765e19379
das	w1_d765e19384
ewige	w3_d765e19387
Stillschweigen	w5_d765e19390
auferleget	w7_d765e19393
werden	w9_d765e19396
solle.	w11_d765e19399
</p>
<list id="l54_d765e19402">
Wir	w1_d765e19406
Endes	w3_d765e19409
Gefertigte/	w5_d765e19412
von	w7_d765e19415
einem	w9_d765e19418
Lötl.	w11_d765e19421
Land	w13_d765e19425
</list>
<list id="l64_d765e19563">
Aus	w1_d765e19567
den	w3_d765e19570
dast,	w5_d765e19573
besmets	w7_d765e19576
aber	w9_d765e19579
fül	w11_d765e19582
den	w13_d765e19586
Mietau	w1_d765e19591
den	w3_d765e19594
26.	w5_d765e19597
April.	w7_d765e19600
</list>
<head id="h2_d765e19607">
Mieran	w1_d765e19611
den	w3_d765e19614
36.	w5_d765e19617
April.	w7_d765e19620
</head>
<p id="p4_d765e19623">
geute	w1_d765e19627
des	w3_d765e19630
Morgens	w5_d765e19633
um	w7_d765e19636
6.	w9_d765e19639
Uhr	w11_d765e19642
reiseten	w13_d765e19646
Se.	w1_d765e19651
Königl.	w3_d765e19654
Hoheit,	w5_d765e19657
unser	w7_d765e19660
gnädigster	w9_d765e19663
Landesherr,	w1_d765e19668
von	w3_d765e19671
hier	w5_d765e19674
ab,	w7_d765e19677
nachdem	w9_d765e19680
Sit	w11_d765e19683
vorher	w1_d765e19689
den	w3_d765e19692
hieselbst	w5_d765e19695
anwesenden	w7_d765e19698
Adel	w9_d765e19701
folgen	w11_d765e19704
dergestalt	w1_d765e19709
angeredet	w3_d765e19712
</p>
<p id="p6_d765e19715">
"Da	w1_d765e19719
mich	w3_d765e19722
die	w5_d765e19725
Befehle	w7_d765e19728
Unsers	w9_d765e19731
Königs	w11_d765e19734
meines	w1_d765e19739
gnädigsten	w3_d765e19742
Herrn	w5_d765e19745
und	w7_d765e19748
Vaters,	w9_d765e19751
au	w11_d765e19754
einige	w1_d765e19759
Zeit	w3_d765e19762
von	w5_d765e19765
hier	w7_d765e19768
berufen;	w9_d765e19771
so	w11_d765e19774
kan	w13_d765e19778
ich	w15_d765e19781
nicht	w1_d765e19787
unterlassen,	w3_d765e19790
einer	w5_d765e19793
mir	w7_d765e19796
überaus	w9_d765e19799
lieben	w11_d765e19802
Versammlung	w1_d765e19807
vorzustellen,	w3_d765e19810
daß	w5_d765e19813
ich	w7_d765e19816
zu	w9_d765e19819
dem	w11_d765e19822
rechtmäßigen	w1_d765e19827
Besitz	w3_d765e19830
dieser	w5_d765e19833
Herzogthümer	w7_d765e19836
ohne	w1_d765e19841
mich	w3_d765e19844
dessen	w5_d765e19847
zu	w7_d765e19850
bestreben,	w9_d765e19853
blos	w11_d765e19856
durch	w13_d765e19860
die	w15_d765e19863
Gerechtigkeit	w1_d765e19869
des	w3_d765e19872
Königs,	w5_d765e19875
der	w7_d765e19878
dieses	w9_d765e19881
Land	w11_d765e19884
nicht	w1_d765e19889
länger	w3_d765e19892
ohne	w5_d765e19895
Herrog	w7_d765e19898
sehen	w9_d765e19901
konte,	w11_d765e19904
und	w13_d765e19908
durch	w1_d765e19913
Vorsprache	w3_d765e19916
der	w5_d765e19919
grossen	w7_d765e19922
Kaiserin	w9_d765e19925
Elisa	w11_d765e19928
beth	w1_d765e19933
glorwürdigsten	w3_d765e19936
Gedächtniß	w5_d765e19939
gelanget.	w7_d765e19942
Habe	w1_d765e19948
ich	w3_d765e19951
ja	w5_d765e19954
während	w7_d765e19957
der	w9_d765e19960
Zeit,	w11_d765e19963
da	w13_d765e19967
ich	w15_d765e19970
</p>
<p id="p8_d765e19973">
selbe	w1_d765e19977
rubig	w3_d765e19980
besessen,	w5_d765e19983
aller	w7_d765e19986
Wünsche	w9_d765e19989
nicht	w11_d765e19992
erfüllen	w1_d765e19997
können,	w3_d765e20000
so	w5_d765e20003
rechne	w7_d765e20006
man	w9_d765e20009
es	w11_d765e20012
der	w13_d765e20016
mensch	w15_d765e20019
lichen	w1_d765e20024
Unmöglichkeit	w3_d765e20027
zu,	w5_d765e20030
nicht	w7_d765e20033
aber	w9_d765e20036
einem	w11_d765e20039
Mangel	w1_d765e20045
meines	w3_d765e20048
Verlangens,	w5_d765e20051
einen	w7_d765e20054
jeden	w9_d765e20057
zufrieden	w1_d765e20062
zu	w3_d765e20065
stellen.	w5_d765e20068
</p>
<p id="p10_d765e20071">
Meine	w1_d765e20075
Führung	w3_d765e20078
wird.	w5_d765e20081
hoffe	w7_d765e20084
ich,	w9_d765e20087
alle	w11_d765e20090
red	w13_d765e20094
lich	w1_d765e20099
und	w3_d765e20102
ehrlich	w5_d765e20105
denkende	w7_d765e20108
überzeugt	w9_d765e20111
haben,	w11_d765e20114
daß	w1_d765e20119
ich	w3_d765e20122
nichts	w5_d765e20125
durch	w7_d765e20128
Gewalt,	w9_d765e20131
Zwang	w11_d765e20134
oder	w13_d765e20138
wi	w15_d765e20141
derrechtlich	w1_d765e20147
zu	w3_d765e20150
erlangen	w5_d765e20153
gesucht,	w7_d765e20156
wol	w9_d765e20159
aber	w11_d765e20162
in	w13_d765e20166
allen	w1_d765e20171
meinen	w3_d765e20174
Handlungen,	w5_d765e20177
meinen	w7_d765e20180
dem	w9_d765e20183
Könige	w11_d765e20186
und	w1_d765e20191
der	w3_d765e20194
Republick	w5_d765e20197
geleisteten	w7_d765e20200
Eid,	w9_d765e20203
und	w11_d765e20206
die	w13_d765e20210
Ver	w15_d765e20213
bindung	w1_d765e20218
mit	w3_d765e20221
Ritter	w5_d765e20224
und	w7_d765e20227
Landschaft	w9_d765e20230
vor	w11_d765e20233
Au	w13_d765e20237
gen	w1_d765e20243
gehabt,	w3_d765e20246
auch	w5_d765e20249
hofte	w7_d765e20252
ich	w9_d765e20255
mit	w11_d765e20258
ihr,	w13_d765e20262
durch	w15_d765e20265
den	w1_d765e20270
mir	w3_d765e20273
freywillig	w5_d765e20276
und	w7_d765e20279
einmüthig	w9_d765e20282
geleisteten	w11_d765e20285
Huldigungs=eid,	w1_d765e20290
unzertrennlich	w3_d765e20293
und	w5_d765e20296
ruhig	w7_d765e20299
mein	w1_d765e20304
Leben	w3_d765e20307
beschliessen	w5_d765e20310
zu	w7_d765e20313
können.	w9_d765e20316
Wie	w11_d765e20319
sehr	w1_d765e20325
ich	w3_d765e20328
mich	w5_d765e20331
aber	w7_d765e20334
in	w9_d765e20337
dieser	w11_d765e20340
Hofnung	w13_d765e20344
betro	w15_d765e20347
gen,	w1_d765e20352
habe	w3_d765e20355
ich	w5_d765e20358
leider	w7_d765e20361
nur	w9_d765e20364
allzusehr	w11_d765e20367
erfahren.	w13_d765e20371
Jhnen	w1_d765e20376
die	w3_d765e20379
Umstände	w5_d765e20382
von	w7_d765e20385
allen	w9_d765e20388
Widerwär	w11_d765e20391
tigkeiten,	w1_d765e20396
welche	w3_d765e20399
mit	w5_d765e20402
seit	w7_d765e20405
meiner	w9_d765e20408
Rückunft	w11_d765e20411
</p>
<p id="p12_d765e20415">
Aus	w1_d765e20419
den	w3_d765e20422
dast,	w5_d765e20425
besmets	w7_d765e20428
aber	w9_d765e20431
fül	w11_d765e20434
den	w13_d765e20438
24.	w1_d765e20443
Decemb.	w3_d765e20446
zugestossen,	w5_d765e20449
zu	w7_d765e20452
erinnern,	w9_d765e20455
halte	w11_d765e20458
ich	w1_d765e20463
für	w3_d765e20466
überflüßig,	w5_d765e20469
da	w7_d765e20472
sie	w9_d765e20475
alle	w11_d765e20478
Zeugen	w13_d765e20482
sind,	w15_d765e20485
daß	w1_d765e20491
ich	w3_d765e20494
solchem	w5_d765e20497
Verfahren	w7_d765e20500
ausgesetzt	w9_d765e20503
gewe	w11_d765e20506
sen,	w1_d765e20511
wider	w3_d765e20514
welches	w5_d765e20517
meine	w7_d765e20520
Geburt,	w9_d765e20523
mich	w11_d765e20526
hätte	w1_d765e20531
gänzlich	w3_d765e20534
sicher	w5_d765e20537
stellen	w7_d765e20540
sollen	w9_d765e20543
</p>
<p id="p14_d765e20546">
Diese	w1_d765e20550
ganze	w3_d765e20553
Zeit	w5_d765e20556
habe	w7_d765e20559
alles	w9_d765e20562
mit	w11_d765e20565
Gelassen	w13_d765e20569
heit	w1_d765e20574
ertragen,	w3_d765e20577
um	w5_d765e20580
dem,	w7_d765e20583
Sr.	w9_d765e20586
Majestät	w11_d765e20589
dem	w13_d765e20593
Könige,	w1_d765e20598
der	w3_d765e20601
Republick	w5_d765e20604
und	w7_d765e20607
mir	w9_d765e20610
treu	w11_d765e20613
verblie	w13_d765e20617
benen	w1_d765e20623
Theil	w3_d765e20626
der	w5_d765e20629
Ritter	w7_d765e20632
und	w9_d765e20635
Landschaft	w11_d765e20638
zu	w13_d765e20642
zeigen,	w1_d765e20647
daß,	w3_d765e20650
so	w5_d765e20653
lange	w7_d765e20656
meine	w9_d765e20659
Pflicht,	w11_d765e20662
meine	w13_d765e20666
Gegenwart	w1_d765e20671
allhier	w3_d765e20674
erforderte,	w5_d765e20677
und	w7_d765e20680
selbige	w9_d765e20683
einigen	w1_d765e20688
Nutzen	w3_d765e20691
verschaffen	w5_d765e20694
konte,	w7_d765e20697
ich	w9_d765e20700
sie	w11_d765e20703
nie	w13_d765e20707
mals	w1_d765e20713
verlassen	w3_d765e20716
wolte.	w5_d765e20719
</p>
<p id="p16_d765e20722">
Nichts	w1_d765e20726
ist	w3_d765e20729
mir	w5_d765e20732
indessen	w7_d765e20735
schmerzhafter	w9_d765e20738
ge	w11_d765e20741
wesen,	w1_d765e20746
als	w3_d765e20749
wahrzunehmen,	w5_d765e20752
daß	w7_d765e20755
ein	w9_d765e20758
Theil	w11_d765e20761
des	w1_d765e20766
Adels,	w3_d765e20769
es	w5_d765e20772
sey	w7_d765e20775
aus	w9_d765e20778
Schwachheit,	w11_d765e20781
Furcht	w13_d765e20785
Leichtsinnigkeit	w1_d765e20791
oder	w3_d765e20794
Eigennutz,	w5_d765e20797
ihrem	w7_d765e20800
Eide	w9_d765e20803
Gewissen	w1_d765e20808
und	w3_d765e20811
Ehre	w5_d765e20814
zuwider	w7_d765e20817
gehandelt,	w9_d765e20820
die	w11_d765e20823
schuldige	w1_d765e20828
Pflicht	w3_d765e20831
gegen	w5_d765e20834
den	w7_d765e20837
König,	w9_d765e20840
dessen	w11_d765e20843
Be	w13_d765e20847
fehle,	w1_d765e20852
und	w3_d765e20855
die	w5_d765e20858
Achtung	w7_d765e20861
gegen	w9_d765e20864
die	w11_d765e20867
hieher	w13_d765e20871
ge	w15_d765e20874
sandte	w1_d765e20880
Herren	w3_d765e20883
Senateurs	w5_d765e20886
gänzlich	w7_d765e20889
aus	w9_d765e20892
den	w11_d765e20895
Augen	w1_d765e20900
gesetzet,	w3_d765e20903
und	w5_d765e20906
sich	w7_d765e20909
zu	w9_d765e20912
solchen	w11_d765e20915
Schrit	w13_d765e20919
ten	w1_d765e20924
verleiten	w3_d765e20927
lassen,	w5_d765e20930
die	w7_d765e20933
den	w9_d765e20936
von	w11_d765e20939
je	w13_d765e20943
her	w15_d765e20946
er	w17_d765e20949
langten	w1_d765e20954
Ruhm	w3_d765e20957
der	w5_d765e20960
sämtlichen	w7_d765e20963
Ritter	w9_d765e20966
und	w11_d765e20969
Landschaft	w1_d765e20975
beflecket.	w3_d765e20978
</p>
<p id="p18_d765e20981">
Gegenwärtige	w1_d765e20985
zween	w3_d765e20988
würdige	w5_d765e20991
Herren	w7_d765e20994
Senateurs	w1_d765e20999
sind	w3_d765e21002
hier	w5_d765e21005
zur	w7_d765e21008
Aufrechthaltung	w9_d765e21011
der	w11_d765e21014
Königl.,	w1_d765e21019
der	w3_d765e21022
Republique	w5_d765e21025
und	w7_d765e21028
meiner	w9_d765e21031
Rech	w11_d765e21034
te;	w1_d765e21040
folgen	w3_d765e21043
sie	w5_d765e21046
ihrem	w7_d765e21049
Rath,	w9_d765e21052
und	w11_d765e21055
lassen	w13_d765e21059
sie	w15_d765e21062
sich	w1_d765e21067
nicht	w3_d765e21070
abhalten,	w5_d765e21073
ihnen	w7_d765e21076
in	w9_d765e21079
den	w11_d765e21082
Landesan	w13_d765e21086
gelegenheiten	w1_d765e21091
treulich	w3_d765e21094
beyzustehen	w5_d765e21097
</p>
<p id="p20_d765e21100">
Es	w1_d765e21104
nahet	w3_d765e21107
aber	w5_d765e21110
der	w7_d765e21113
Augenblick,	w9_d765e21116
daß	w11_d765e21119
ich	w13_d765e21123
mich	w1_d765e21128
von	w3_d765e21131
einem	w5_d765e21134
mir	w7_d765e21137
so	w9_d765e21140
lieben	w11_d765e21143
Theil	w13_d765e21147
der	w15_d765e21150
Rit	w17_d765e21153
ter	w1_d765e21158
und	w3_d765e21161
Landschaft	w5_d765e21164
entfernen	w7_d765e21167
muß,	w9_d765e21170
wobey	w11_d765e21173
mir	w1_d765e21179
nichts	w3_d765e21182
mehr	w5_d765e21185
übrig	w7_d765e21188
bleibet,	w9_d765e21191
als	w11_d765e21194
sie	w13_d765e21198
zu	w15_d765e21201
versichern,	w1_d765e21206
daß	w3_d765e21209
ich	w5_d765e21212
ihre	w7_d765e21215
mir	w9_d765e21218
bewiesene	w11_d765e21221
</p>
<p id="p26_d765e21235">
Treue	w1_d765e21239
und	w3_d765e21242
Ergebenheit	w5_d765e21245
jederzeit	w7_d765e21248
schätzen	w9_d765e21251
und	w1_d765e21256
Sr.	w3_d765e21259
Majest.	w5_d765e21262
dem	w7_d765e21265
Könige,	w9_d765e21268
der	w11_d765e21271
