<doc id="wr_1760-03-05" attrs="word" year="1760" month="03" day="05" corpus="2">
<head id="h2_d429e3121">
Aus	w1_d429e3125
ex	w3_d429e17499
officio	w5_d429e17502
fürgekehret	w7_d429e17505
werden	w9_d429e17508
was	w11_d429e17511
Rechtens,	w13_d429e17515
deshalben	w1_d429e17520
sich	w3_d429e17523
ein	w5_d429e17526
jeder	w7_d429e17529
vor	w9_d429e17532
Schaden	w11_d429e17535
zu	w13_d429e17539
hüten	w15_d429e17542
wissen	w1_d429e17547
wird.	w3_d429e17550
Actum	w5_d429e17553
Enzerstorf	w7_d429e17556
den	w9_d429e17559
5.	w11_d429e17562
Martii	w13_d429e17566
1760.	w1_d429e17571
</p>
<p id="p40_d429e17577">
Von	w1_d429e17581
N.	w3_d429e17584
Burgermeister	w5_d429e17587
Stadt=richter	w7_d429e17590
und	w9_d429e17593
Raht	w11_d429e17596
der	w1_d429e17601
Landes=fürstlichen	w3_d429e17604
Stadt	w5_d429e17607
Rötz	w7_d429e17610
in	w9_d429e17613
N.	w11_d429e17616
De.	w13_d429e17620
wir	w15_d429e17623
det	w1_d429e17628
hiemit	w3_d429e17631
jedermänniglichen	w5_d429e17634
kund	w7_d429e17637
und	w9_d429e17640
zu	w11_d429e17643
wissen	w13_d429e17647
gemacht,	w1_d429e17653
was	w3_d429e17656
gestalten	w5_d429e17659
die	w7_d429e17662
Jgnatz	w9_d429e17665
Tepberische	w11_d429e17668
Burgerliche	w1_d429e17673
Behausung	w3_d429e17676
alhier,	w5_d429e17679
welche	w7_d429e17682
mit	w9_d429e17685
wohl	w11_d429e17688
gebauten	w1_d429e17693
zu	w3_d429e17696
aller	w5_d429e17699
Wirtschaft	w7_d429e17702
tanglichen	w9_d429e17705
Zimmern	w11_d429e17708
und	w1_d429e17713
Gewölbern,	w3_d429e17716
dann	w5_d429e17719
mit	w7_d429e17722
einem	w9_d429e17725
schönen	w11_d429e17728
Keller	w13_d429e17732
versehen	w1_d429e17738
ist,	w3_d429e17741
samt	w5_d429e17744
Saiffen	w7_d429e17747
siebers=gewerb	w9_d429e17750
auf	w11_d429e17753
den	w13_d429e17757
11.	w1_d429e17762
des	w3_d429e17765
künftigen	w5_d429e17768
Monats	w7_d429e17771
Aprilis	w9_d429e17774
dem	w11_d429e17777
Meist	w13_d429e17781
bietenden	w1_d429e17786
verkauffet	w3_d429e17789
werden	w5_d429e17792
wird;	w7_d429e17795
weicher	w9_d429e17798
dem	w11_d429e17801
nach	w1_d429e17806
Belieben	w3_d429e17809
traget	w5_d429e17812
solches	w7_d429e17815
dergestalten	w9_d429e17818
an	w11_d429e17821
sich	w13_d429e17825
zu	w1_d429e17831
bringen,	w3_d429e17834
an	w5_d429e17837
bemeldten	w7_d429e17840
11.	w9_d429e17843
April	w11_d429e17846
um	w13_d429e17850
9.	w15_d429e17853
Uhr	w17_d429e17856
fruhe	w1_d429e17861
auf	w3_d429e17864
dem	w5_d429e17867
alhiesigen	w7_d429e17870
Raht=haus	w9_d429e17873
zu	w11_d429e17876
erscheiten	w13_d429e17880
wissen	w1_d429e17885
wird.	w3_d429e17888
Aetum	w5_d429e17891
Landes	w7_d429e17894
fürstl.	w9_d429e17897
Stadt	w11_d429e17900
Röß	w13_d429e17904
den	w1_d429e17909
22.	w3_d429e17912
Februarii	w5_d429e17915
1760.	w7_d429e17918
</p>
<p id="p42_d429e17921">
Den	w1_d429e17925
14.	w3_d429e17928
Martii	w5_d429e17931
um	w7_d429e17934
10.	w9_d429e17937
Uhr	w11_d429e17940
wird	w13_d429e17944
auf	w15_d429e17947
dem	w17_d429e17950
alhiesigen	w1_d429e17955
Raht=haus	w3_d429e17958
die	w5_d429e17961
Harteggerische	w7_d429e17964
Wiesen	w9_d429e17967
auf	w1_d429e17972
der	w3_d429e17975
neuen	w5_d429e17978
Wieden,	w7_d429e17981
nachst	w9_d429e17984
der	w11_d429e17987
Harteggern	w13_d429e17991
schen	w1_d429e17997
Behausung,	w3_d429e18000
und	w5_d429e18003
unweit	w7_d429e18006
dem	w9_d429e18009
Krapfen	w11_d429e18012
lici	w13_d429e18016
tando	w1_d429e18021
verkauft	w3_d429e18024
werden.	w5_d429e18027
</p>
<p id="p44_d429e18030">
Künftigen	w1_d429e18034
Georgii	w3_d429e18037
1760.	w5_d429e18040
ist	w7_d429e18043
auf	w9_d429e18046
der	w11_d429e18049
Landstras	w13_d429e18053
sen	w1_d429e18058
in	w3_d429e18061
der	w5_d429e18064
sogenannten	w7_d429e18067
Rauchfung=kehrer	w9_d429e18070
gassen	w11_d429e18073
der	w1_d429e18078
von	w3_d429e18081
Ghelische,	w5_d429e18084
vorhin	w7_d429e18087
Abaffysche	w9_d429e18090
Garten,	w11_d429e18093
samt	w13_d429e18097
aller	w1_d429e18103
Zugehör,	w3_d429e18106
so	w5_d429e18109
aus	w7_d429e18112
14.	w9_d429e18115
neu=spalierten	w11_d429e18118
Zimmern,	w13_d429e18122
zweyen	w1_d429e18127
Sälen,	w3_d429e18130
auf	w5_d429e18133
4.	w7_d429e18136
Pferde	w9_d429e18139
Stallung,	w11_d429e18142
und	w13_d429e18146
Wa	w15_d429e18149
gen=schupfen	w1_d429e18154
zu	w3_d429e18157
zwey	w5_d429e18160
Wägen,	w7_d429e18163
dann	w9_d429e18166
einer	w11_d429e18169
sonders	w13_d429e18173
bequemen	w1_d429e18178
Küche	w3_d429e18181
bestehet,	w5_d429e18184
zu	w7_d429e18187
verlassen,	w9_d429e18190
oder	w11_d429e18193
auch	w13_d429e18197
allenfalls	w1_d429e18203
zu	w3_d429e18206
verkauffen;	w5_d429e18209
wer	w7_d429e18212
solchen	w9_d429e18215
zu	w11_d429e18218
bestehen,	w13_d429e18222
oder	w1_d429e18227
zu	w3_d429e18230
kauffen	w5_d429e18233
willens	w7_d429e18236
ist,	w9_d429e18239
hat	w11_d429e18242
sich	w13_d429e18246
bey	w15_d429e18249
dem	w17_d429e18252
als	w19_d429e18255
hiesigen	w1_d429e18260
Zeitungs=verlag	w3_d429e18263
anzumelden.	w5_d429e18266
</p>
<head id="h2_d429e18365">
Aus	w1_d429e18369
Thüringen	w3_d429e18372
21.	w5_d429e18375
Febr.	w7_d429e18378
</head>
<p id="p4_d429e18381">
Es	w1_d429e18385
war	w3_d429e18388
den	w5_d429e18391
10.	w7_d429e18394
dieses	w9_d429e18397
Monats	w11_d429e18400
um	w13_d429e18404
11	w15_d429e18407
Uhr	w1_d429e18412
Mittags,	w3_d429e18415
als	w5_d429e18418
ungefähr	w7_d429e18421
18.	w9_d429e18424
Preus.	w11_d429e18427
sische	w1_d429e18432
Hussaren	w3_d429e18435
in	w5_d429e18438
das	w7_d429e18441
Chur=maynzische	w9_d429e18444
Ku	w11_d429e18447
chendorf	w1_d429e18453
Witterda	w3_d429e18456
unweit	w5_d429e18459
Erfurt	w7_d429e18462
einfielen	w9_d429e18465
und	w1_d429e18470
vor	w3_d429e18473
dasigem	w5_d429e18476
Wirts=haus	w7_d429e18479
sich	w9_d429e18482
stelle	w11_d429e18485
ten.	w1_d429e18490
Zwey	w3_d429e18493
von	w5_d429e18496
diesen	w7_d429e18499
Gästen	w9_d429e18502
liefen	w11_d429e18505
gerade	w1_d429e18510
dem	w3_d429e18513
Pfarr=haus	w5_d429e18516
zu,	w7_d429e18519
und	w9_d429e18522
forderten	w11_d429e18525
30.	w1_d429e18531
Stück	w3_d429e18534
Ducaten,	w5_d429e18537
oder	w7_d429e18540
zwey	w9_d429e18543
hundert	w11_d429e18546
Rthlr.	w1_d429e18551
in	w3_d429e18554
Silber=geld.	w5_d429e18557
Der	w7_d429e18560
Herr	w9_d429e18563
Pfarrer	w11_d429e18566
reichte	w1_d429e18571
ihnen	w3_d429e18574
mit	w5_d429e18577
aller	w7_d429e18580
Bescheidenhelt	w9_d429e18583
sei	w11_d429e18586
nen	w1_d429e18591
ganzen	w3_d429e18594
Vorrat,	w5_d429e18597
welcher	w7_d429e18600
in	w9_d429e18603
21.	w11_d429e18606
Fl.	w13_d429e18610
Rheinisch	w1_d429e18616
bestanden,	w3_d429e18619
mit	w5_d429e18622
der	w7_d429e18625
sehnlichsten	w9_d429e18628
Bitte,	w1_d429e18633
sich	w3_d429e18636
mit	w5_d429e18639
solchem	w7_d429e18642
guten	w9_d429e18645
Willen	w11_d429e18648
zu	w13_d429e18652
begnügen;	w1_d429e18657
allein	w3_d429e18660
ihr	w5_d429e18663
Herz	w7_d429e18666
war	w9_d429e18669
felsen	w11_d429e18672
hart	w13_d429e18676
Man	w1_d429e18681
drange	w3_d429e18684
an	w5_d429e18687
den	w7_d429e18690
Geistlichen	w9_d429e18693
auf	w11_d429e18696
das	w13_d429e18700
heftigste,	w1_d429e18706
und	w3_d429e18709
drohete	w5_d429e18712
mit	w7_d429e18715
der	w9_d429e18718
würklichen	w11_d429e18721
Plünderung,	w1_d429e18726
womit	w3_d429e18729
man	w5_d429e18732
auch	w7_d429e18735
schon	w9_d429e18738
den	w11_d429e18741
Anfang	w1_d429e18746
gemacht,	w3_d429e18749
und	w5_d429e18752
solche	w7_d429e18755
bey	w9_d429e18758
Ankunft	w11_d429e18761
eines	w1_d429e18766
Unter=officiers,	w3_d429e18769
welcher	w5_d429e18772
den	w7_d429e18775
Vorgang	w9_d429e18778
zu	w1_d429e18784
mißbilligen	w3_d429e18787
schiene,	w5_d429e18790
unterbrochen	w7_d429e18793
hatte	w9_d429e18796
man	w1_d429e18801
hatte	w3_d429e18804
sich	w5_d429e18807
aber	w7_d429e18810
auch	w9_d429e18813
von	w11_d429e18816
diesem	w13_d429e18820
ver	w15_d429e18823
meintlichen	w1_d429e18828
Helfer	w3_d429e18831
nichts	w5_d429e18834
weiter,	w7_d429e18837
als	w9_d429e18840
einen	w11_d429e18843
kurzen	w1_d429e18848
Aufschub,	w3_d429e18851
zu	w5_d429e18854
versprechen.	w7_d429e18857
Der	w9_d429e18860
Herr	w11_d429e18863
Pfarrer	w1_d429e18869
sollte	w3_d429e18872
entweder	w5_d429e18875
200.	w7_d429e18878
Rthlr.	w9_d429e18881
baar	w11_d429e18884
erlegen,	w1_d429e18889
oder	w3_d429e18892
zu	w5_d429e18895
Fuß	w7_d429e18898
als	w9_d429e18901
Geisel	w11_d429e18904
mit	w13_d429e18908
ihnen	w15_d429e18911
die	w1_d429e18916
Reise	w3_d429e18919
antretten.	w5_d429e18922
Die	w7_d429e18925
ängstlichste	w9_d429e18928
Ge	w11_d429e18931
gen=vorstellungen	w1_d429e18936
von	w3_d429e18939
einer	w5_d429e18942
doppelten	w7_d429e18945
Un	w9_d429e18948
möglichkeit,	w1_d429e18954
wegen	w3_d429e18957
der	w5_d429e18960
in	w7_d429e18963
dem	w9_d429e18966
ganzen	w11_d429e18969
Dorf	w13_d429e18973
nicht	w1_d429e18978
vorfindlichen	w3_d429e18981
Summe	w5_d429e18984
sowol,	w7_d429e18987
als	w9_d429e18990
daß	w11_d429e18993
er	w1_d429e18998
über	w3_d429e19001
14.	w5_d429e19004
Tage	w7_d429e19007
an	w9_d429e19010
dem	w11_d429e19013
Podagra	w13_d429e19017
darnieder	w15_d429e19020
lige,	w1_d429e19025
hatten	w3_d429e19028
nicht	w5_d429e19031
die	w7_d429e19034
mindeste	w9_d429e19037
Würkung	w11_d429e19040
Oefters	w1_d429e19046
ersagter	w3_d429e19049
Geistliche	w5_d429e19052
wurde	w7_d429e19055
zum	w9_d429e19058
An	w11_d429e19061
kleiden,	w1_d429e19066
und	w3_d429e19069
zugleich	w5_d429e19072
als	w7_d429e19075
ein	w9_d429e19078
Arrestant	w11_d429e19081
in	w13_d429e19085
das	w1_d429e19090
Wirts=haus	w3_d429e19093
zu	w5_d429e19096
gehen	w7_d429e19099
gezwungen.	w9_d429e19102
Mit	w11_d429e19105
lerweile	w1_d429e19110
sollte	w3_d429e19113
ein	w5_d429e19116
Vergleich	w7_d429e19119
mit	w9_d429e19122
der	w11_d429e19125
Ge	w13_d429e19129
meinde	w1_d429e19135
zu	w3_d429e19138
Stande	w5_d429e19141
kommen;	w7_d429e19144
man	w9_d429e19147
sahe	w11_d429e19150
zwey	w13_d429e19154
</p>
<p id="p6_d429e19157">
Geiseln	w1_d429e19161
aus,	w3_d429e19164
und	w5_d429e19167
ertheilte	w7_d429e19170
zur	w9_d429e19173
Plünderung	w11_d429e19176
den	w1_d429e19181
Befehl:	w3_d429e19184
in	w5_d429e19187
dem	w7_d429e19190
Pfarr=haus	w9_d429e19193
ließ	w11_d429e19196
man	w13_d429e19200
alle	w1_d429e19205
Thüren,	w3_d429e19208
Schränke,	w5_d429e19211
Kästen	w7_d429e19214
und	w9_d429e19217
Laden	w11_d429e19220
aufschlagen.	w1_d429e19226
Die	w3_d429e19229
Unbarmherzigkeit	w5_d429e19232
gienge	w7_d429e19235
noch	w1_d429e19240
weiter:	w3_d429e19243
der	w5_d429e19246
Pfarrer	w7_d429e19249
wurde	w9_d429e19252
abermalen	w11_d429e19255
durch	w1_d429e19260
4.	w3_d429e19263
Mann,	w5_d429e19266
so	w7_d429e19269
stark	w9_d429e19272
nur	w11_d429e19275
immer	w13_d429e19279
ein	w15_d429e19282
Pferd	w1_d429e19287
lauffen	w3_d429e19290
kan,	w5_d429e19293
in	w7_d429e19296
das	w9_d429e19299
Pfarr=haus	w11_d429e19302
zu	w13_d429e19306
rück	w1_d429e19312
gejagt,	w3_d429e19315
und	w5_d429e19318
mit	w7_d429e19321
vielen	w9_d429e19324
Säbel=streichen	w11_d429e19327
auf	w1_d429e19332
den	w3_d429e19335
Buckel	w5_d429e19338
und	w7_d429e19341
an	w9_d429e19344
die	w11_d429e19347
Aerme,	w13_d429e19351
fort	w15_d429e19354
auch	w17_d429e19357
mit	w1_d429e19362
vielen	w3_d429e19365
Stössen	w5_d429e19368
auf	w7_d429e19371
die	w9_d429e19374
Brust,	w11_d429e19377
und	w13_d429e19381
wie	w15_d429e19384
derholten	w1_d429e19389
Faust=schlägen	w3_d429e19392
auf	w5_d429e19395
die	w7_d429e19398
ungebühr	w9_d429e19401
lichste	w1_d429e19407
Weise	w3_d429e19410
mißhandelt.	w5_d429e19413
Man	w7_d429e19416
bande	w9_d429e19419
ihm	w11_d429e19422
die	w1_d429e19427
Hände	w3_d429e19430
mit	w5_d429e19433
Stricken,	w7_d429e19436
und	w9_d429e19439
legte	w11_d429e19442
glüende	w13_d429e19446
Kohlen	w1_d429e19451
auf	w3_d429e19454
selbige,	w5_d429e19457
welche	w7_d429e19460
er	w9_d429e19463
aber	w11_d429e19466
jedesma	w13_d429e19470
len	w1_d429e19475
wiederum	w3_d429e19478
abgeschüttelt.	w5_d429e19481
Endlich	w7_d429e19484
mach	w9_d429e19487
te	w1_d429e19493
man	w3_d429e19496
seine	w5_d429e19499
Hände	w7_d429e19502
auf	w9_d429e19505
dem	w11_d429e19508
Rücken	w13_d429e19512
fest;	w15_d429e19515
man	w1_d429e19520
schlepte	w3_d429e19523
ihn	w5_d429e19526
zwischen	w7_d429e19529
denen	w9_d429e19532
Pferden	w11_d429e19535
in	w13_d429e19539
völligem	w1_d429e19544
Galop	w3_d429e19547
durch	w5_d429e19550
das	w7_d429e19553
Dorf,	w9_d429e19556
und	w11_d429e19559
so	w13_d429e19563
weiter	w1_d429e19568
zu	w3_d429e19571
dem	w5_d429e19574
Thor	w7_d429e19577
hinaus.	w9_d429e19580
</p>
<p id="p8_d429e19583">
Da	w1_d429e19587
nun	w3_d429e19590
diese	w5_d429e19593
für	w7_d429e19596
einen	w9_d429e19599
bereits	w11_d429e19602
erkrank	w13_d429e19606
ten	w1_d429e19611
Mann	w3_d429e19614
unerträgliche	w5_d429e19617
Beschwerden	w7_d429e19620
sol	w9_d429e19623
chergestalt	w1_d429e19628
bey	w3_d429e19631
nahe	w5_d429e19634
eine	w7_d429e19637
halbe	w9_d429e19640
viertl	w11_d429e19643
Stund	w13_d429e19647
fortdaureten,	w1_d429e19653
so	w3_d429e19656
fiele	w5_d429e19659
er	w7_d429e19662
Athem=los	w9_d429e19665
zu	w11_d429e19668
Bo	w13_d429e19672
den	w1_d429e19677
nieder,	w3_d429e19680
und	w5_d429e19683
wurde	w7_d429e19686
eine	w9_d429e19689
ziemliche	w11_d429e19692
Länge	w13_d429e19696
über	w1_d429e19701
den	w3_d429e19704
Acker	w5_d429e19707
auf	w7_d429e19710
dem	w9_d429e19713
Gesicht	w11_d429e19716
und	w13_d429e19720
Bauch	w15_d429e19723
fortgeschleiffet.	w1_d429e19728
Man	w3_d429e19731
spannte	w5_d429e19734
auf	w7_d429e19737
ihn	w9_d429e19740
den	w11_d429e19743
Hahn,	w1_d429e19749
und	w3_d429e19752
drohete,	w5_d429e19755
selbigen	w7_d429e19758
zu	w9_d429e19761
erschiessen,	w11_d429e19764
wofern	w1_d429e19769
er	w3_d429e19772
nicht	w5_d429e19775
aufstehen	w7_d429e19778
wollte.	w9_d429e19781
Auf	w11_d429e19784
er	w13_d429e19788
folgte	w1_d429e19793
Antwort:	w3_d429e19796
Wie	w5_d429e19799
solches	w7_d429e19802
wegen	w9_d429e19805
der	w11_d429e19808
zusammen	w1_d429e19813
gefesselten	w3_d429e19816
Hände	w5_d429e19819
nicht	w7_d429e19822
wol	w9_d429e19825
mög	w11_d429e19828
lich;	w1_d429e19834
wurde	w3_d429e19837
er	w5_d429e19840
endlich	w7_d429e19843
losgebunden,	w9_d429e19846
und	w11_d429e19849
ihme	w13_d429e19853
erlaubet,	w1_d429e19858
seinen	w3_d429e19861
Rück=weg	w5_d429e19864
nach	w7_d429e19867
Haus	w9_d429e19870
zu	w11_d429e19873
suchen.	w1_d429e19878
</p>
<head id="h2_d429e19885">
Regenspurg	w1_d429e19889
23.	w3_d429e19892
Febr.	w5_d429e19895
</head>
<p id="p4_d429e19898">
Seine	w1_d429e19902
glorreicheste	w3_d429e19905
regierende	w5_d429e19908
Kaiserl.	w7_d429e19911
Majest.	w1_d429e19916
haben	w3_d429e19919
deren	w5_d429e19922
drey	w7_d429e19925
regierenden	w9_d429e19928
Herren	w11_d429e19931
Fürsten	w1_d429e19936
zu	w3_d429e19939
Hohenlohe=Waldenburg	w5_d429e19942
in	w7_d429e19945
Bar	w9_d429e19948
</p>
<p id="p10_d429e19961">
tenstein,	w1_d429e19965
Pfedelbach	w3_d429e19968
und	w5_d429e19971
Schillings=fürst,	w7_d429e19974
in	w1_d429e19979
dem	w3_d429e19982
Fränkischen	w5_d429e19985
Kreiß	w7_d429e19988
mit	w9_d429e19991
besonderem	w11_d429e19994
Sitz	w1_d429e19999
und	w3_d429e20002
Stimm	w5_d429e20005
auf	w7_d429e20008
der	w9_d429e20011
weltlichen	w11_d429e20014
Fürsten	w13_d429e20018
bank	w1_d429e20024
besitzende	w3_d429e20027
Grafschaft	w5_d429e20030
Waldenburg	w7_d429e20033
samt	w1_d429e20038
allen	w3_d429e20041
dermaligen	w5_d429e20044
Patrimonial=landen,	w7_d429e20047
Zugehörungen,	w1_d429e20052
Jmmediat=herrschaften	w3_d429e20055
aus	w5_d429e20058
besonders	w1_d429e20063
Allerhöchst=dieselben	w3_d429e20066
darzu	w5_d429e20069
bewe	w7_d429e20072
genden	w1_d429e20078
Ursachen	w3_d429e20081
und	w5_d429e20084
zu	w7_d429e20087
Bestättigung	w9_d429e20090
Dero	w11_d429e20093
allerhöchsten	w1_d429e20098
Huld	w3_d429e20101
und	w5_d429e20104
Gnade	w7_d429e20107
gegen	w9_d429e20110
die	w11_d429e20113
Herren	w1_d429e20118
Fürsten	w3_d429e20121
in	w5_d429e20124
ein	w7_d429e20127
unmittelbares	w9_d429e20130
des	w11_d429e20133
Hell.	w1_d429e20138
Römischen	w3_d429e20141
Reichs	w5_d429e20144
Fürstentum,	w7_d429e20147
mit	w9_d429e20150
allen	w1_d429e20156
diesen	w3_d429e20159
anklebenden	w5_d429e20162
Regalien,	w7_d429e20165
Hoheiten,	w9_d429e20168
Herrlich	w1_d429e20173
und	w3_d429e20176
Gerechtigkeiten,	w5_d429e20179
Ehren,	w7_d429e20182
Wür	w9_d429e20185
den,	w1_d429e20190
Prärogativen,	w3_d429e20193
und	w5_d429e20196
Präcminentien	w7_d429e20199
zu	w9_d429e20202
er	w11_d429e20205
heben,	w1_d429e20210
und	w3_d429e20213
solches	w5_d429e20216
per	w7_d429e20219
Rescriptum	w9_d429e20222
notifica	w11_d429e20225
rorium	w1_d429e20231
an	w3_d429e20234
Dero	w5_d429e20237
Allerhöchst=Kaiserliche	w7_d429e20240
Principal=commißion	w1_d429e20245
bey	w3_d429e20248
alldasigem	w5_d429e20251
Reichs	w7_d429e20254
convent	w1_d429e20259
bekannt	w3_d429e20262
machen	w5_d429e20265
zu	w7_d429e20268
lassen,	w9_d429e20271
allergnä	w11_d429e20274
digst	w1_d429e20279
geruhet.	w3_d429e20282
</p>
<p id="p12_d429e20286">
Wir	w1_d429e20290
Burgermeister	w3_d429e20293
Amts	w5_d429e20296
verwalter	w7_d429e20299
und	w9_d429e20302
Raht	w11_d429e20305
der	w1_d429e20310
Stadt	w3_d429e20313
Wien,	w5_d429e20316
geben	w7_d429e20319
hiemit	w9_d429e20322
durch	w11_d429e20325
dieses	w13_d429e20329
of	w15_d429e20332
fene	w1_d429e20337
Edict	w3_d429e20340
jedermanniglich	w5_d429e20343
zu	w7_d429e20346
vernehmen:	w9_d429e20349
was	w11_d429e20352
gestalten	w1_d429e20358
wir	w3_d429e20361
über	w5_d429e20364
weiter	w7_d429e20367
beschehen=schriftliches	w9_d429e20370
Anlangen,	w1_d429e20375
und	w3_d429e20378
dienstliches	w5_d429e20381
Bitten	w7_d429e20384
weil.	w9_d429e20387
Frauen	w11_d429e20390
Maria	w1_d429e20395
Theresiä	w3_d429e20398
von	w5_d429e20401
Nettinghofen	w7_d429e20404
seel.	w9_d429e20407
verord	w11_d429e20410
neten	w1_d429e20415
Executoris	w3_d429e20418
Testamenti	w5_d429e20421
contra	w7_d429e20424
Hrn.	w9_d429e20427
Joseph	w11_d429e20430
Camesina	w1_d429e20436
l.	w3_d429e20439
U.	w5_d429e20442
Doctorem,	w7_d429e20445
als	w9_d429e20448
über	w11_d429e20451
beeder	w13_d429e20455
Gebhar	w15_d429e20458
dischen	w1_d429e20463
Con=leuten	w3_d429e20466
seel.	w5_d429e20469
Verlassenschaft	w7_d429e20472
gerichtlich	w9_d429e20475
aufgestellten	w1_d429e20480
Curatorem	w3_d429e20483
ad	w5_d429e20486
Actum	w7_d429e20489
unterm	w9_d429e20492
9.	w11_d429e20495
dies	w13_d429e20499
in	w1_d429e20504
ein	w3_d429e20507
nochmaliges	w5_d429e20510
Licitations=edict	w7_d429e20513
gewilliget	w9_d429e20516
und	w1_d429e20522
verordnet	w3_d429e20525
haben,	w5_d429e20528
daß	w7_d429e20531
die	w9_d429e20534
Gebhardische	w11_d429e20537
zum	w13_d429e20541
Wallfisch	w1_d429e20546
genannte	w3_d429e20549
Behausung	w5_d429e20552
in	w7_d429e20555
der	w9_d429e20558
Josephstadt,	w11_d429e20561
nicht	w1_d429e20566
minder	w3_d429e20569
die	w5_d429e20572
andere	w7_d429e20575
zur	w9_d429e20578
goldenen	w11_d429e20581
Treßporten	w13_d429e20585
genannt=Gebhardische	w1_d429e20590
Behausung	w3_d429e20593
samt	w5_d429e20596
Garten	w7_d429e20599
in	w1_d429e20605
der	w3_d429e20608
Josephstadt	w5_d429e20611
offentlich	w7_d429e20614
ausgefeilet,	w9_d429e20617
und	w11_d429e20620
dem	w13_d429e20624
Meistbietenden	w1_d429e20629
verkauffet	w3_d429e20632
werden	w5_d429e20635
solle.	w7_d429e20638
Da	w9_d429e20641
nun	w11_d429e20644
hierzu	w1_d429e20649
der	w3_d429e20652
26.	w5_d429e20655
Monats=tag	w7_d429e20658
Aprilis	w9_d429e20661
lauffenden	w11_d429e20664
1760sten	w1_d429e20669
Jahrs	w3_d429e20672
zur	w5_d429e20675
Tagsatzung	w7_d429e20678
bestimmet	w9_d429e20681
worden	w11_d429e20684
ist,	w1_d429e20690
als	w3_d429e20693
wird	w5_d429e20696
ein	w7_d429e20699
solches	w9_d429e20702
hiemit	w11_d429e20705
jedermann,	w13_d429e20709
wer	w15_d429e20712
etwann	w1_d429e20717
diese	w3_d429e20720
Häuser	w5_d429e20723
käuflichen	w7_d429e20726
an	w9_d429e20729
sich	w11_d429e20732
zu	w13_d429e20736
bringen	w15_d429e20739
gesinnet	w1_d429e20744
ist,	w3_d429e20747
mit	w5_d429e20750
diesem	w7_d429e20753
Edict	w9_d429e20756
zu	w11_d429e20759
dem	w13_d429e20763
Ende	w15_d429e20766
kund	w17_d429e20769
und	w1_d429e20774
zu	w3_d429e20777
wissen	w5_d429e20780
gemacht,	w7_d429e20783
damit	w9_d429e20786
ein	w11_d429e20789
sich	w13_d429e20793
hervor	w15_d429e20796
thuender	w1_d429e20802
Kauffer	w3_d429e20805
bey	w5_d429e20808
obbemeldt=bestimmten	w7_d429e20811
Lici	w9_d429e20814
tations=tagsatzung	w1_d429e20819
fruh	w3_d429e20822
um	w5_d429e20825
9.	w7_d429e20828
Uhr,	w9_d429e20831
oder	w11_d429e20834
da	w13_d429e20838
wir	w15_d429e20841
selbigen	w1_d429e20846
Tages	w3_d429e20849
etwa	w5_d429e20852
anderer	w7_d429e20855
Geschäften	w9_d429e20858
halber	w11_d429e20861
nicht	w1_d429e20866
zu	w3_d429e20869
Raht	w5_d429e20872
sitzeten,	w7_d429e20875
den	w9_d429e20878
nächst	w11_d429e20881
darauf	w13_d429e20885
folgen	w15_d429e20888
den	w1_d429e20894
Rahts=tag	w3_d429e20897
vor	w5_d429e20900
uns	w7_d429e20903
erscheinen,	w9_d429e20906
und	w11_d429e20909
sich	w13_d429e20913
bey	w15_d429e20916
unser,	w1_d429e20921
und	w3_d429e20924
gemeiner	w5_d429e20927
Stadt	w7_d429e20930
Grund=buch	w9_d429e20933
durch	w11_d429e20936
den	w1_d429e20941
daselbstigen	w3_d429e20944
Amts=schreiber	w5_d429e20947
anmelden	w7_d429e20950
lassen	w9_d429e20953
möge,	w1_d429e20958
alwo	w3_d429e20961
sodann	w5_d429e20964
das	w7_d429e20967
weiter	w9_d429e20970
Behörige	w11_d429e20973
tractiret	w13_d429e20977
werden	w1_d429e20983
solle.	w3_d429e20986
Actum	w5_d429e20989
Wien	w7_d429e20992
den	w9_d429e20995
22.	w11_d429e20998
Febr.	w13_d429e21002
1760	w15_d429e21005
</p>
<p id="p14_d429e21008">
Von	w1_d429e21012
der	w3_d429e21015
N.	w5_d429e21018
De.	w7_d429e21021
Regierung	w9_d429e21024
wegen,	w11_d429e21027
wird	w13_d429e21031
mit	w15_d429e21034
gegenwärtig	w1_d429e21039
offenem	w3_d429e21042
Edict	w5_d429e21045
jedermanniglich	w7_d429e21048
sowol	w9_d429e21051
An	w1_d429e21056
als	w3_d429e21059
Abwesenden,	w5_d429e21062
deme	w7_d429e21065
daran	w9_d429e21068
gelegen,	w11_d429e21071
kund	w13_d429e21075
und	w1_d429e21081
zu	w3_d429e21084
wissen	w5_d429e21087
gemacht:	w7_d429e21090
Es	w9_d429e21093
habe	w11_d429e21096
Regierung	w13_d429e21100
nach	w15_d429e21103
erfolgt=tödtlichen	w1_d429e21108
Hintritt	w3_d429e21111
der	w5_d429e21114
Annä	w7_d429e21117
Weiskam	w9_d429e21120
pfin,	w1_d429e21125
gewesten	w3_d429e21128
Hof=tapetzierers	w5_d429e21131
Wittib	w7_d429e21134
zu	w9_d429e21137
Erfin	w11_d429e21140
dung	w1_d429e21145
desselben	w3_d429e21148
etwa	w5_d429e21151
vorhandenen	w7_d429e21154
Eris	w9_d429e21157
alieni,	w11_d429e21160
fol	w13_d429e21164
gends	w1_d429e21170
auch	w3_d429e21173
zu	w5_d429e21176
