<doc id="wr_1760-03-19" attrs="word" year="1760" month="03" day="19" corpus="2">
<head id="h2_d433e3251">
Lissaben	w1_d433e3255
Brandenburg,	w5_d433e17661
Könzgreich	w7_d433e17664
Pohlen	w1_d433e17669
und	w3_d433e17672
Hungarn,	w5_d433e17675
dann	w7_d433e17678
Erz=herzogtum	w9_d433e17681
Oesterreich	w1_d433e17686
begreiffend,	w3_d433e17689
auch	w5_d433e17692
in	w7_d433e17695
die	w9_d433e17698
kleinere	w11_d433e17701
inn	w13_d433e17705
ländische	w1_d433e17710
Landes=kreise	w3_d433e17713
genau	w5_d433e17716
abgetheilet,	w7_d433e17719
mit	w9_d433e17722
Compaß	w1_d433e17728
und	w3_d433e17731
Maaß=stäben	w5_d433e17734
auch	w7_d433e17737
Register	w9_d433e17740
bestens	w11_d433e17743
versehen,	w1_d433e17748
auf	w3_d433e17751
ein	w5_d433e17754
und	w7_d433e17757
ein	w9_d433e17760
halben	w11_d433e17763
Jmperialbö	w13_d433e17767
gen	w1_d433e17772
im	w3_d433e17775
Futeral	w5_d433e17778
pr.	w7_d433e17781
1.	w9_d433e17784
fl.	w11_d433e17787
45.	w13_d433e17791
kr.	w15_d433e17794
ohne	w17_d433e17797
Futcral	w19_d433e17800
pr.	w1_d433e17805
1.	w3_d433e17808
fl.	w5_d433e17811
30.	w7_d433e17814
kr.	w9_d433e17817
</p>
<p id="p30_d433e17820">
Zukünftigen	w1_d433e17824
Georgi	w3_d433e17827
ist	w5_d433e17830
zu	w7_d433e17833
Ottakring	w9_d433e17836
die	w11_d433e17839
soge	w13_d433e17843
nannte	w1_d433e17848
Gauttroische	w3_d433e17851
Behausung	w5_d433e17854
mit	w7_d433e17857
aller	w9_d433e17860
Zuge	w11_d433e17863
hör	w1_d433e17868
zu	w3_d433e17871
verlassen,	w5_d433e17874
bestehend	w7_d433e17877
in	w9_d433e17880
8.	w11_d433e17883
mobilierten	w13_d433e17887
Zim	w15_d433e17890
mern,	w1_d433e17896
einem	w3_d433e17899
grossen	w5_d433e17902
Saal,	w7_d433e17905
Kuchel,	w9_d433e17908
Keller,	w11_d433e17911
Obst	w13_d433e17915
garten,	w1_d433e17920
Pferd=stallung	w3_d433e17923
mit	w5_d433e17926
Heu=gewölb,	w7_d433e17929
und	w9_d433e17932
Wagen	w1_d433e17937
schupfen;	w3_d433e17940
wer	w5_d433e17943
solches	w7_d433e17946
bestehen	w9_d433e17949
will,	w11_d433e17952
kan	w13_d433e17956
sich	w1_d433e17961
im	w3_d433e17964
Gewölb	w5_d433e17967
zum	w7_d433e17970
goldenen	w9_d433e17973
Koxf	w11_d433e17976
auf	w13_d433e17980
dem	w15_d433e17983
Gra	w17_d433e17986
ben	w1_d433e17992
anmelden,	w3_d433e17995
diese	w5_d433e17998
Behausung	w7_d433e18001
ist	w9_d433e18004
auch	w11_d433e18007
allenfalls	w13_d433e18011
zu	w1_d433e18016
verkauffen,	w3_d433e18019
samt	w5_d433e18022
20.	w7_d433e18025
Joch	w9_d433e18028
Ueberland=äcker.	w11_d433e18031
</p>
<head id="h2_d433e18127">
Leipzig	w1_d433e18131
27.	w3_d433e18134
Febr.	w5_d433e18137
</head>
<head id="h2_d433e18143">
Verzeichnüß,	w1_d433e18147
was	w3_d433e18150
das	w5_d433e18153
Chur=fürstentum	w7_d433e18156
Sachsen	w1_d433e18161
denen	w3_d433e18164
Preussen	w5_d433e18167
zu	w7_d433e18170
Fortsetzung	w9_d433e18173
des	w1_d433e18178
Kriegs	w3_d433e18181
für	w5_d433e18184
dieses	w7_d433e18187
1760ste	w9_d433e18190
Jahr	w11_d433e18193
liefern	w1_d433e18199
muß.	w3_d433e18202
</head>
<p id="p4_d433e18205">
1.	w1_d433e18209
YsLle	w3_d433e18212
Reste,	w5_d433e18215
so	w7_d433e18218
das	w9_d433e18221
Land	w11_d433e18224
auf	w13_d433e18228
das	w15_d433e18231
Aver	w17_d433e18234
sional=quantum	w1_d433e18239
für	w3_d433e18242
das	w5_d433e18245
Jahr	w7_d433e18248
1759.	w9_d433e18251
noch	w1_d433e18256
schuldig	w3_d433e18259
ist,	w5_d433e18262
und	w7_d433e18265
die	w9_d433e18268
man	w11_d433e18271
jetzo	w13_d433e18275
durch	w15_d433e18278
die	w17_d433e18281
schärfesten	w1_d433e18287
militarischen	w3_d433e18290
Executionen	w5_d433e18293
ein	w7_d433e18296
treibt.	w1_d433e18301
</p>
<p id="p6_d433e18304">
2.	w1_d433e18308
Jst	w3_d433e18311
der	w5_d433e18314
Landschaft	w7_d433e18317
ein	w9_d433e18320
neues	w11_d433e18323
Contri	w13_d433e18327
butions=quantum	w1_d433e18332
für	w3_d433e18335
1760.	w5_d433e18338
auferleget,	w7_d433e18341
wel	w9_d433e18344
ches	w1_d433e18349
das	w3_d433e18352
vorjährige	w5_d433e18355
Ausschreiben	w7_d433e18358
noch	w9_d433e18361
über	w11_d433e18364
steigt,	w1_d433e18370
dabey	w3_d433e18373
soll	w5_d433e18376
solches,	w7_d433e18379
ohne	w9_d433e18382
sich	w11_d433e18385
an	w13_d433e18389
gewisse	w15_d433e18392
Termine	w1_d433e18397
zu	w3_d433e18400
binden,	w5_d433e18403
theils	w7_d433e18406
mit	w9_d433e18409
Ende	w11_d433e18412
des	w13_d433e18416
Februarii,	w1_d433e18421
und	w3_d433e18424
theils	w5_d433e18427
bey	w7_d433e18430
dem	w9_d433e18433
Abgange	w11_d433e18436
des	w13_d433e18440
Martii	w1_d433e18445
dieses	w3_d433e18448
Jahrs,	w5_d433e18451
bey	w7_d433e18454
Straffe	w9_d433e18457
der	w11_d433e18460
mili	w13_d433e18464
tarischen	w1_d433e18470
Execution,	w3_d433e18473
anticipando	w5_d433e18476
für	w7_d433e18479
das	w9_d433e18482
ganze	w1_d433e18487
Jahr	w3_d433e18490
völlig	w5_d433e18493
abgeführet	w7_d433e18496
seyn.	w9_d433e18499
Jn	w11_d433e18502
dem	w1_d433e18507
Erz=gebürgischen	w3_d433e18510
Kreise	w5_d433e18513
allein	w7_d433e18516
betra	w9_d433e18519
gen	w1_d433e18524
diese	w3_d433e18527
vorjährige	w5_d433e18530
Resten,	w7_d433e18533
nebst	w9_d433e18536
der	w11_d433e18539
heurigen	w1_d433e18545
Contribution,	w3_d433e18548
eine	w5_d433e18551
Summe	w7_d433e18554
von	w9_d433e18557
793833.	w1_d433e18562
Rthlr.	w3_d433e18565
15.	w5_d433e18568
Gr.	w7_d433e18571
6.	w9_d433e18574
Pfen.	w11_d433e18577
die	w13_d433e18581
der	w15_d433e18584
Ritterschaft	w1_d433e18589
und	w3_d433e18592
vielen	w5_d433e18595
Städten	w7_d433e18598
ins	w9_d433e18601
beson	w11_d433e18604
dere	w1_d433e18609
noch	w3_d433e18612
auferlegte	w5_d433e18615
Contributionen	w7_d433e18618
unge	w9_d433e18621
rechnet.	w1_d433e18627
</p>
<p id="p8_d433e18630">
3.	w1_d433e18634
Diese	w3_d433e18637
von	w5_d433e18640
der	w7_d433e18643
Chur=sächsischen	w9_d433e18646
Rit	w11_d433e18649
terschaft	w1_d433e18654
verlangt	w3_d433e18657
werdende	w5_d433e18660
ausserordentliche	w7_d433e18663
Contribution	w1_d433e18668
betragt	w3_d433e18671
ungefehr	w5_d433e18674
600000.	w7_d433e18677
Riblr.	w1_d433e18683
Das	w3_d433e18686
ganze	w5_d433e18689
Corps	w7_d433e18692
der	w9_d433e18695
Ritterschaft	w11_d433e18698
soll	w1_d433e18703
dafür	w3_d433e18706
insolidum,	w5_d433e18709
mithin	w7_d433e18712
der	w9_d433e18715
Wolhaben	w11_d433e18718
de	w1_d433e18723
auch	w3_d433e18726
für	w5_d433e18729
den	w7_d433e18732
Armen	w9_d433e18735
haften.	w11_d433e18738
</p>
<p id="p10_d433e18741">
4.	w1_d433e18745
Ueber	w3_d433e18748
die	w5_d433e18751
oben	w7_d433e18754
ordentlichen	w9_d433e18757
Contri	w11_d433e18760
butionen	w1_d433e18765
seynd	w3_d433e18768
die	w5_d433e18771
meisten	w7_d433e18774
Städte	w9_d433e18777
noch	w11_d433e18780
mit	w1_d433e18785
ausserordentlichen	w3_d433e18788
belegt,	w5_d433e18791
und	w7_d433e18794
zwar	w9_d433e18797
so	w11_d433e18800
viel,	w1_d433e18806
als	w3_d433e18809
man	w5_d433e18812
zur	w7_d433e18815
Zeit	w9_d433e18818
davon	w11_d433e18821
in	w13_d433e18825
Erfahrung	w15_d433e18828
gebracht:	w1_d433e18833
Görlitz	w3_d433e18836
mit	w5_d433e18839
50000.	w7_d433e18842
Lauban	w9_d433e18845
mit	w11_d433e18848
</p>
<p id="p12_d433e18852">
30000.	w1_d433e18856
Langensalza	w3_d433e18859
mit	w5_d433e18862
50000.	w7_d433e18865
Freyberg	w9_d433e18868
mit	w1_d433e18873
40000.	w3_d433e18876
Chemnitz	w5_d433e18879
mit	w7_d433e18882
80000.	w9_d433e18885
Zwickau	w11_d433e18888
mit	w1_d433e18893
40000.	w3_d433e18896
Zeitz	w5_d433e18899
mit	w7_d433e18902
30000.	w9_d433e18905
Naumburg	w11_d433e18908
mit	w1_d433e18914
100000.	w3_d433e18917
und	w5_d433e18920
Leipzig	w7_d433e18923
bekanntlich	w9_d433e18926
mit	w11_d433e18929
800000.	w1_d433e18934
Rthlr.	w3_d433e18937
</p>
<p id="p14_d433e18940">
5.	w1_d433e18944
Ausser	w3_d433e18947
vorstehendem	w5_d433e18950
Contributionali	w7_d433e18953
haben	w1_d433e18958
auch	w3_d433e18961
die	w5_d433e18964
gewöhnlichen	w7_d433e18967
General	w9_d433e18970
und	w11_d433e18973
Land=accisen,	w1_d433e18978
Trank=steuer,	w3_d433e18981
Zoll	w5_d433e18984
und	w7_d433e18987
Geleite	w9_d433e18990
rc.	w1_d433e18996
ihren	w3_d433e18999
Fortgang.	w5_d433e19002
</p>
<p id="p16_d433e19005">
6.	w1_d433e19009
An	w3_d433e19012
Getraide	w5_d433e19015
und	w7_d433e19018
Fourage	w9_d433e19021
ist	w11_d433e19024
in	w13_d433e19028
al	w15_d433e19031
len	w1_d433e19036
Kreisen	w3_d433e19039
diesmal	w5_d433e19042
die	w7_d433e19045
Ausschreibung	w9_d433e19048
der	w11_d433e19051
gestalt	w1_d433e19056
geschehen,	w3_d433e19059
daß	w5_d433e19062
der	w7_d433e19065
Betrag	w9_d433e19068
dersel	w11_d433e19071
ben	w1_d433e19077
zu	w3_d433e19080
Gelde	w5_d433e19083
gerechnet,	w7_d433e19086
in	w9_d433e19089
dem	w11_d433e19092
Leipziger	w13_d433e19096
Kreise	w1_d433e19101
auf	w3_d433e19104
eine	w5_d433e19107
Huffe,	w7_d433e19110
oder	w9_d433e19113
12.	w11_d433e19116
bis	w13_d433e19120
18.	w15_d433e19123
Scheffel	w1_d433e19128
Aussaat,	w3_d433e19131
seit	w5_d433e19134
der	w7_d433e19137
letzten	w9_d433e19140
Ernde	w11_d433e19143
über	w1_d433e19148
100.	w3_d433e19151
Rthlr.	w5_d433e19154
zu	w7_d433e19157
stehen	w9_d433e19160
kommt.	w11_d433e19163
</p>
<p id="p18_d433e19166">
7.	w1_d433e19170
Eine	w3_d433e19173
beträchtliche	w5_d433e19176
Anzahl	w7_d433e19179
Artillerie	w9_d433e19182
pferde,	w1_d433e19187
wovon	w3_d433e19190
auf	w5_d433e19193
jeden	w7_d433e19196
Kreis	w9_d433e19199
200.	w11_d433e19202
und	w13_d433e19206
mehr	w1_d433e19211
Stück	w3_d433e19214
vertheilt	w5_d433e19217
seynd,	w7_d433e19220
welche	w9_d433e19223
bey	w11_d433e19226
Straffe	w1_d433e19232
von	w3_d433e19235
100.	w5_d433e19238
Ducaten,	w7_d433e19241
und	w9_d433e19244
daß	w11_d433e19247
die	w13_d433e19251
Pferde	w1_d433e19256
sonst	w3_d433e19259
mit	w5_d433e19262
Gewalt	w7_d433e19265
weggenommen	w9_d433e19268
werden	w1_d433e19273
würden,	w3_d433e19276
in	w5_d433e19279
der	w7_d433e19282
Mitte	w9_d433e19285
des	w11_d433e19288
Februarii	w13_d433e19292
herbeygeschaffet	w1_d433e19297
seyn	w3_d433e19300
sollen.	w5_d433e19303
</p>
<p id="p20_d433e19306">
8.	w1_d433e19310
Eine	w3_d433e19313
starke	w5_d433e19316
Anzahl	w7_d433e19319
an	w9_d433e19322
Schlachtvie	w11_d433e19325
he	w1_d433e19330
zum	w3_d433e19333
Behuf	w5_d433e19336
der	w7_d433e19339
Preußischen	w9_d433e19342
Armee,	w11_d433e19345
wel	w13_d433e19349
ches	w1_d433e19354
bey	w3_d433e19357
dem	w5_d433e19360
Leipziger=creise	w7_d433e19363
allein	w9_d433e19366
1000.	w11_d433e19369
schlachtbare	w1_d433e19375
Ochsen,	w3_d433e19378
und	w5_d433e19381
3400.	w7_d433e19384
Hämmel	w9_d433e19387
ausmacht.	w1_d433e19392
</p>
<p id="p22_d433e19395">
9.	w1_d433e19399
10000.	w3_d433e19402
Recruten.	w5_d433e19405
Diese	w7_d433e19408
müssen	w9_d433e19411
vor	w1_d433e19416
Ende	w3_d433e19419
des	w5_d433e19422
Februarii	w7_d433e19425
abgeliefert	w9_d433e19428
werden,	w11_d433e19431
sonst	w1_d433e19436
solle	w3_d433e19439
der	w5_d433e19442
Creis	w7_d433e19445
für	w9_d433e19448
jeden	w11_d433e19451
fehlenden	w13_d433e19455
Mann	w1_d433e19461
in	w3_d433e19464
1000.	w5_d433e19467
Rthlr.	w7_d433e19470
Strafe	w9_d433e19473
verfallen	w11_d433e19476
seyn,	w1_d433e19481
und	w3_d433e19484
demnächst	w5_d433e19487
die	w7_d433e19490
militarische	w9_d433e19493
Execu	w11_d433e19496
tion	w1_d433e19501
dene	w3_d433e19504
Obrigkeiten	w5_d433e19507
eingelegt	w7_d433e19510
werden.	w9_d433e19513
Die	w11_d433e19516
ses	w1_d433e19521
Recruten=quantum	w3_d433e19524
gehet	w5_d433e19527
aber	w7_d433e19530
die	w9_d433e19533
Preus	w11_d433e19536
sische	w1_d433e19542
Werbung	w3_d433e19545
nicht	w5_d433e19548
an,	w7_d433e19551
sondern	w9_d433e19554
es	w11_d433e19557
wird	w13_d433e19561
solche,	w1_d433e19566
ohne	w3_d433e19569
Ansehen	w5_d433e19572
der	w7_d433e19575
Person	w9_d433e19578
und	w11_d433e19581
des	w13_d433e19585
</p>
<p id="p28_d433e19599">
Alters,	w1_d433e19603
für	w3_d433e19606
sich	w5_d433e19609
besonders	w7_d433e19612
fortgesetzet,	w9_d433e19615
und	w11_d433e19618
solche	w1_d433e19623
Mannschaft	w3_d433e19626
mehrentheils	w5_d433e19629
ausser	w7_d433e19632
Lan	w9_d433e19635
des	w1_d433e19640
nach	w3_d433e19643
Magdeburg	w5_d433e19646
geschaffet.	w7_d433e19649
</p>
<p id="p30_d433e19652">
10.	w1_d433e19656
Weil	w3_d433e19659
das	w5_d433e19662
Chur=fächsische	w7_d433e19665
Kammer	w9_d433e19668
collegium	w1_d433e19673
auf	w3_d433e19676
das	w5_d433e19679
Aversional=quantum	w7_d433e19682
für	w9_d433e19685
das	w1_d433e19690
Jahr	w3_d433e19693
1759.	w5_d433e19696
noch	w7_d433e19699
einen	w9_d433e19702
Rest	w11_d433e19705
von	w13_d433e19709
360000.	w1_d433e19715
Rthlr.	w3_d433e19718
schuldig	w5_d433e19721
ist,	w7_d433e19724
so	w9_d433e19727
solle	w11_d433e19730
aus	w13_d433e19734
denen	w1_d433e19739
Chur=sächsischen	w3_d433e19742
Hölzungen	w5_d433e19745
und	w7_d433e19748
For	w9_d433e19751
sten	w1_d433e19756
so	w3_d433e19759
viel	w5_d433e19762
Holz,	w7_d433e19765
als	w9_d433e19768
zu	w11_d433e19771
Abführung	w13_d433e19775
dieses	w15_d433e19778
Rückstandes	w1_d433e19783
erforderlich	w3_d433e19786
ist,	w5_d433e19789
geschlagen,	w7_d433e19792
und	w9_d433e19795
an	w1_d433e19801
den	w3_d433e19804
Meist=bietenden	w5_d433e19807
verkauft	w7_d433e19810
werden.	w9_d433e19813
</p>
<p id="p32_d433e19816">
11.	w1_d433e19820
Jst	w3_d433e19823
an	w5_d433e19826
alle	w7_d433e19829
Chur=sächsische	w9_d433e19832
Beam	w11_d433e19835
te	w1_d433e19840
und	w3_d433e19843
Vorwerks=pächter	w5_d433e19846
die	w7_d433e19849
schärfeste	w9_d433e19852
Ver	w11_d433e19855
ordnung	w1_d433e19860
ergangen,	w3_d433e19863
daß	w5_d433e19866
sie	w7_d433e19869
auf	w9_d433e19872
ihre	w11_d433e19875
für	w13_d433e19879
das	w1_d433e19885
Jahr	w3_d433e19888
1760.	w5_d433e19891
zu	w7_d433e19894
erhebende	w9_d433e19897
Kammerein	w11_d433e19900
künfte	w1_d433e19905
oder	w3_d433e19908
zu	w5_d433e19911
entrichtende	w7_d433e19914
Pacht=gelder	w9_d433e19917
ein	w11_d433e19920
Gewisses,	w1_d433e19925
bey	w3_d433e19928
Jedem	w5_d433e19931
ein	w7_d433e19934
bestimmtes	w9_d433e19937
Quan	w11_d433e19940
tum,	w1_d433e19945
welches	w3_d433e19948
bey	w5_d433e19951
nahe	w7_d433e19954
das	w9_d433e19957
Ganze	w11_d433e19960
aus	w13_d433e19964
macht,	w1_d433e19970
binnen	w3_d433e19973
14.	w5_d433e19976
Tägen,	w7_d433e19979
bey	w9_d433e19982
Vermei	w11_d433e19985
dung	w1_d433e19990
des	w3_d433e19993
persönlichen	w5_d433e19996
Arrests	w7_d433e19999
auf	w9_d433e20002
einmal	w11_d433e20005
bezahlen	w1_d433e20010
sollen.	w3_d433e20013
</p>
<p id="p34_d433e20016">
Von	w1_d433e20020
der	w3_d433e20023
N.	w5_d433e20026
Oe.	w7_d433e20029
Regierung	w9_d433e20032
wegen,	w11_d433e20035
wird	w13_d433e20039
mit	w15_d433e20042
gegenwärtig	w1_d433e20047
offenem	w3_d433e20050
Edict	w5_d433e20053
jedermanniglich	w7_d433e20056
sowol	w9_d433e20059
An	w1_d433e20064
als	w3_d433e20067
Abwesenden,	w5_d433e20070
deme	w7_d433e20073
daran	w9_d433e20076
gelegen,	w11_d433e20079
kund	w13_d433e20083
und	w1_d433e20089
zu	w3_d433e20092
wissen	w5_d433e20095
gemacht:	w7_d433e20098
Es	w9_d433e20101
seye	w11_d433e20104
der	w13_d433e20108
Jgnatz	w15_d433e20111
Frey	w17_d433e20114
herr	w1_d433e20119
von	w3_d433e20122
der	w5_d433e20125
Graben,	w7_d433e20128
ohne	w9_d433e20131
Hinterlassung	w11_d433e20134
letzt	w13_d433e20138
willigen	w1_d433e20143
Geschäft	w3_d433e20146
mit	w5_d433e20149
Tod	w7_d433e20152
abgegangen,	w9_d433e20155
und	w11_d433e20158
ha	w13_d433e20162
be	w1_d433e20167
sich	w3_d433e20170
hinnach	w5_d433e20173
um	w7_d433e20176
desselben	w9_d433e20179
ab	w11_d433e20182
intestato	w13_d433e20186
ruck	w15_d433e20189
gebliebene	w1_d433e20195
Verlassenschaft	w3_d433e20198
der	w5_d433e20201
Zeit	w7_d433e20204
sich	w9_d433e20207
niemand	w11_d433e20210
gemeldet,	w1_d433e20215
Wann	w3_d433e20218
nun	w5_d433e20221
Regierung,	w7_d433e20224
um	w9_d433e20227
die	w11_d433e20230
etwa	w13_d433e20234
ein	w1_d433e20239
oder	w3_d433e20242
anderen	w5_d433e20245
bey	w7_d433e20248
dieser	w9_d433e20251
Verlassenschaft	w11_d433e20254
von	w13_d433e20258
Rechts=wegen	w1_d433e20263
gebührend=nähere	w3_d433e20266
Erb=sprüch	w5_d433e20269
in	w7_d433e20272
Erfahrung	w1_d433e20278
zu	w3_d433e20281
bringen,	w5_d433e20284
anbey	w7_d433e20287
das	w9_d433e20290
etwa	w11_d433e20293
vorhan	w13_d433e20297
dene	w1_d433e20302
Es	w3_d433e20305
alienum	w5_d433e20308
ausfindig	w7_d433e20311
zu	w9_d433e20314
machen,	w11_d433e20317
folgsam	w13_d433e20321
zu	w1_d433e20326
Abhandlung	w3_d433e20329
solcher	w5_d433e20332
Verlassenschaft	w7_d433e20335
sicher	w9_d433e20338
vor	w11_d433e20341
schreiten	w1_d433e20346
zu	w3_d433e20349
können	w5_d433e20352
eine	w7_d433e20355
Nohtdurft	w9_d433e20358
zu	w11_d433e20361
seyn	w13_d433e20365
be	w15_d433e20368
funden	w1_d433e20374
hat,	w3_d433e20377
alle	w5_d433e20380
hieran	w7_d433e20383
Theil=nehmende	w9_d433e20386
sowol	w11_d433e20389
in	w1_d433e20394
als	w3_d433e20397
ausser	w5_d433e20400
Land	w7_d433e20403
befindliche	w9_d433e20406
Personen	w11_d433e20409
durch	w13_d433e20413
dieses	w1_d433e20418
offentliche	w3_d433e20421
Edict	w5_d433e20424
zu	w7_d433e20427
AnmeldLegitimir	w9_d433e20430
und	w1_d433e20435
Liquidirung	w3_d433e20438
ihrer	w5_d433e20441
an	w7_d433e20444
obbemeldete	w9_d433e20447
Verlassen	w11_d433e20450
schaft	w1_d433e20456
ex	w3_d433e20459
quacunque	w5_d433e20462
causa	w7_d433e20465
vel	w9_d433e20468
titulo	w11_d433e20471
habender	w13_d433e20475
Sprüch	w1_d433e20480
und	w3_d433e20483
Forderungen	w5_d433e20486
gerichtlich	w7_d433e20489
vorzuladen,	w9_d433e20492
und	w1_d433e20497
einzuberuffen:	w3_d433e20500
zu	w5_d433e20503
welchem	w7_d433e20506
Ende	w9_d433e20509
dann	w11_d433e20512
de	w13_d433e20516
nenselben	w1_d433e20521
der	w3_d433e20524
7.	w5_d433e20527
Tag	w7_d433e20530
des	w9_d433e20533
künftigen	w11_d433e20536
Monats	w13_d433e20540
April	w1_d433e20546
761.	w3_d433e20549
Nachmittags	w5_d433e20552
um	w7_d433e20555
4.	w9_d433e20558
Uhr	w11_d433e20561
zur	w13_d433e20565
gewöhn	w15_d433e20568
lichen	w1_d433e20573
Convocations	w3_d433e20576
und	w5_d433e20579
Anmeldungstagsa	w7_d433e20582
tzung	w1_d433e20587
zu	w3_d433e20590
all=endlicher	w5_d433e20593
Frist	w7_d433e20596
anberaumet	w9_d433e20599
worden.	w11_d433e20602
Solchemnach	w1_d433e20607
werden	w3_d433e20610
all	w5_d433e20613
und	w7_d433e20616
jede,	w9_d433e20619
welche	w11_d433e20622
bey	w13_d433e20626
gedacht=frey=herrlich=von	w1_d433e20632
der	w3_d433e20635
Eroebischen	w5_d433e20638
</p>
<p id="p36_d433e20642">
lassenschaft	w1_d433e20646
um	w3_d433e20649
rechtmäßiger	w5_d433e20652
Erbs	w7_d433e20655
oder	w9_d433e20658
Schuld	w11_d433e20661
forderung=willen	w1_d433e20666
einige	w3_d433e20669
Sprüch	w5_d433e20672
haben,	w7_d433e20675
oder	w9_d433e20678
zu	w11_d433e20681
haben	w1_d433e20686
vermeinen,	w3_d433e20689
an	w5_d433e20692
obbestimmten	w7_d433e20695
Tag,	w9_d433e20698
und	w11_d433e20701
Stund	w1_d433e20707
vor	w3_d433e20710
Regierung	w5_d433e20713
in	w7_d433e20716
der	w9_d433e20719
daselbst	w11_d433e20722
zu	w13_d433e20726
solchem	w15_d433e20729
Ende	w1_d433e20734
offen	w3_d433e20737
haltenden	w5_d433e20740
Commißions=stuben	w7_d433e20743
ent	w9_d433e20746
weder	w1_d433e20751
selbst	w3_d433e20754
persönlich,	w5_d433e20757
oder	w7_d433e20760
durch	w9_d433e20763
hiezu	w11_d433e20766
genug	w13_d433e20770
sam	w1_d433e20775
gevollmächtigte	w3_d433e20778
Gewalt=tragere	w5_d433e20781
also	w7_d433e20784
gewiß	w9_d433e20787
zu	w1_d433e20793
erscheinen,	w3_d433e20796
und	w5_d433e20799
ihre	w7_d433e20802
an	w9_d433e20805
solche	w11_d433e20808
Verlassenschaft	w13_d433e20812
habende	w1_d433e20817
Anforderungen	w3_d433e20820
anzumelden,	w5_d433e20823
rechtlich	w7_d433e20826
zu	w9_d433e20829
legitimiren,	w1_d433e20834
und	w3_d433e20837
zu	w5_d433e20840
liquidiren	w7_d433e20843
haben;	w9_d433e20846
als	w11_d433e20849
im	w13_d433e20853
widrigen	w1_d433e20858
die	w3_d433e20861
Abhandlung	w5_d433e20864
gleichwolen	w7_d433e20867
vorgenom	w9_d433e20870
men,	w1_d433e20876
und	w3_d433e20879
ungehindert	w5_d433e20882
deren	w7_d433e20885
etwa	w9_d433e20888
Erbsprä	w11_d433e20891
tendenten,	w1_d433e20896
oder	w3_d433e20899
Glaubigeren,	w5_d433e20902
so	w7_d433e20905
sich	w9_d433e20908
mit	w11_d433e20911
ihren	w13_d433e20915
Erbs	w1_d433e20920
und	w3_d433e20923
Schuld=forderungen	w5_d433e20926
in	w7_d433e20929
bestimmter	w9_d433e20932
Zeit	w1_d433e20937
nicht	w3_d433e20940
angemeldet,	w5_d433e20943
solche	w7_d433e20946
Verlassenschaft	w9_d433e20949
dem	w1_d433e20955
Kaiserl.	w3_d433e20958
Königl.	w5_d433e20961
Hof	w7_d433e20964
und	w9_d433e20967
N.	w11_d433e20970
Oe.	w13_d433e20974
Herrn	w15_d433e20977
Cammer=procuratori	w1_d433e20982
eingeantwortet,	w3_d433e20985
auch	w5_d433e20988
an	w7_d433e20991
sonsten	w1_d433e20996
ex	w3_d433e20999
officio	w5_d433e21002
vorgekehret	w7_d433e21005
werden	w9_d433e21008
solle,	w11_d433e21011
was	w13_d433e21015
Rechtens	w1_d433e21020
ist;	w3_d433e21023
wornach	w5_d433e21026
sich	w7_d433e21029
also	w9_d433e21032
ein	w11_d433e21035
jeder	w13_d433e21039
zu	w15_d433e21042
rich	w17_d433e21045
ten	w1_d433e21051
wissen	w3_d433e21054
wird.	w5_d433e21057
So	w7_d433e21060
beschehen	w9_d433e21063
Vien	w11_d433e21066
den	w13_d433e21070
1.	w15_d433e21073
Martii	w1_d433e21078
1760.	w3_d433e21081
</p>
<list id="l38_d433e21084">
Kaiserl.	w1_d433e21088
und	w3_d433e21091
Königl.	w5_d433e21094
Staats	w7_d433e21097
und	w9_d433e21100
Standes	w11_d433e21103
calender,	w1_d433e21108
oder	w3_d433e21111
sogenannte	w5_d433e21114
Hof=schematismus,	w7_d433e21117
der	w1_d433e21122
Kaiserl.	w3_d433e21125
Königl.	w5_d433e21128
wie	w7_d433e21131
auch	w9_d433e21134
Erz=herzoglichen,	w11_d433e21137
nach	w1_d433e21143
dem	w3_d433e21146
Alphabet	w5_d433e21149
gesetzten	w7_d433e21152
Jnstantien;	w9_d433e21155
als	w11_d433e21158
Kaiserl.	w1_d433e21163
Königl.	w3_d433e21166
Directorium	w5_d433e21169
in	w7_d433e21172
publicis	w9_d433e21175
&	w11_d433e21178
Came-	w13_d433e21182
ralibus,	w1_d433e21187
Obristen	w3_d433e21190
Justitz=stelle,	w5_d433e21193
N.	w7_d433e21196
Oe.	w9_d433e21199
Regie	w11_d433e21202
rung	w1_d433e21207
rc.	w3_d433e21210
rc.	w5_d433e21213
nebst	w7_d433e21216
denen	w9_d433e21219
Kaiserl.	w11_d433e21222
Königl.	w13_d433e21226
und	w15_d433e21229
Erz	w17_d433e21232
herzogl.	w1_d433e21238
Hof=staaten,	w3_d433e21241
Coll.	w5_d433e21244
Apost.	w7_d433e21247
Ni.	w9_d433e21250
und	w11_d433e21253
O.	w13_d433e21257
Or.	w1_d433e21262
Prälaten=stand,	w3_d433e21265
Rittern	w5_d433e21268
des	w7_d433e21271
goldenen	w9_d433e21274
Vlies	w11_d433e21277
ses,	w1_d433e21282
militarischen	w3_d433e21285
Mariä=Theresiä=ordens,	w5_d433e21288
und	w7_d433e21291
Creutz=damen	w1_d433e21296
rahts,	w3_d433e21299
und	w5_d433e21302
verschieden	w7_d433e21305
anderen	w9_d433e21308
in	w1_d433e21314
denen	w3_d433e21317
Kaiserl.	w5_d433e21320
