<doc id="wr_1759-01-20" attrs="word" year="1759" month="01" day="20" corpus="2">
<head id="h2_d315e2754">
Prag	w1_d315e2758
Artinger,	w7_d315e17223
gewester	w9_d315e17226
Burgerl.	w11_d315e17229
Handels=mann	w1_d315e17234
alhier,	w3_d315e17237
und	w5_d315e17240
Apollonia	w7_d315e17243
dessen	w9_d315e17246
Ehe	w11_d315e17249
wirtin,	w1_d315e17254
beeder	w3_d315e17257
nunmehro	w5_d315e17260
seel.	w7_d315e17263
eigentümliche	w9_d315e17266
Behausung,	w1_d315e17271
samt	w3_d315e17274
Handlung	w5_d315e17277
und	w7_d315e17280
verhandenen	w9_d315e17283
Waaren,	w1_d315e17289
dann	w3_d315e17292
16.	w5_d315e17295
in	w7_d315e17298
besten	w9_d315e17301
Gebürg	w11_d315e17304
ligenden	w13_d315e17308
Viertel	w1_d315e17313
Wein=gärten;	w3_d315e17316
nicht	w5_d315e17319
minder	w7_d315e17322
bis	w9_d315e17325
1000.	w11_d315e17328
von	w1_d315e17333
verschiedenen	w3_d315e17336
Eimer	w1_d315e17341
leere	w3_d315e17344
eiserne	w5_d315e17347
Band=faß,	w7_d315e17350
Gattungen,	w1_d315e17356
dem	w3_d315e17359
Meist=bietenden	w5_d315e17362
zu	w7_d315e17365
verkauffen	w9_d315e17368
sind.	w1_d315e17373
Wer	w3_d315e17376
nun	w5_d315e17379
so	w7_d315e17382
ein	w9_d315e17385
als	w11_d315e17388
das	w13_d315e17392
andere	w15_d315e17395
Käuflich	w17_d315e17398
an	w1_d315e17403
sich	w3_d315e17406
zu	w5_d315e17409
bringen	w7_d315e17412
gedenket,	w9_d315e17415
derjenige	w11_d315e17418
hat	w13_d315e17422
sich	w15_d315e17425
auf	w1_d315e17430
den	w3_d315e17433
29.	w5_d315e17436
dieses	w7_d315e17439
fruh	w9_d315e17442
um	w11_d315e17445
9.	w13_d315e17449
Uhr	w15_d315e17452
auf	w17_d315e17455
gemeiner	w19_d315e17458
Stadt	w1_d315e17464
Raht=haus	w3_d315e17467
einzufinden,	w5_d315e17470
und	w7_d315e17473
der	w9_d315e17476
ordent	w11_d315e17479
lichen	w1_d315e17484
Licitation	w3_d315e17487
abzuwarten.	w5_d315e17490
So	w7_d315e17493
beschehen	w9_d315e17496
Klo	w11_d315e17499
sternenburg	w1_d315e17504
den	w3_d315e17507
2.	w5_d315e17510
Jenner	w7_d315e17513
1759.	w9_d315e17516
</p>
<head id="h2_d315e17617">
Fort	w1_d315e17621
Cumberland	w3_d315e17624
17.	w5_d315e17627
Octob.	w7_d315e17630
1758.	w9_d315e17633
</head>
<p id="p4_d315e17636">
Vorgestern	w1_d315e17640
ist	w3_d315e17643
ein	w5_d315e17646
von	w7_d315e17649
Loyal	w9_d315e17652
Henning	w11_d315e17655
abgeschickter	w1_d315e17660
Expresser	w3_d315e17663
mit	w5_d315e17666
der	w7_d315e17669
Nach	w9_d315e17672
richt	w1_d315e17677
angelangt,	w3_d315e17680
daß	w5_d315e17683
am	w7_d315e17686
12.	w9_d315e17689
dieses	w11_d315e17692
ein	w13_d315e17696
feind	w15_d315e17699
liches	w1_d315e17705
Corpo	w3_d315e17708
von	w5_d315e17711
1200.	w7_d315e17714
Mann	w9_d315e17717
angerucket,	w11_d315e17720
und	w1_d315e17725
erstlich	w3_d315e17728
über	w5_d315e17731
die	w7_d315e17734
Vieh=wache	w9_d315e17737
gefallen	w11_d315e17740
seye,	w1_d315e17745
des	w3_d315e17748
Vorhabens,	w5_d315e17751
wie	w7_d315e17754
man	w9_d315e17757
glaubt,	w11_d315e17760
solche	w13_d315e17764
aufzuheben,	w1_d315e17769
allein	w3_d315e17772
sie	w5_d315e17775
wurden	w7_d315e17778
zuruck	w9_d315e17781
getrieben,	w11_d315e17784
und	w1_d315e17790
das	w3_d315e17793
Vieh	w5_d315e17796
somit	w7_d315e17799
gerettet.	w9_d315e17802
Darauf	w11_d315e17805
mar	w13_d315e17809
schirte	w1_d315e17814
der	w3_d315e17817
Feind	w5_d315e17820
gegen	w7_d315e17823
das	w9_d315e17826
Parapet	w11_d315e17829
an,	w13_d315e17833
und	w15_d315e17836
attaquirte	w1_d315e17841
selbiges	w3_d315e17844
zu	w5_d315e17847
drey	w7_d315e17850
verschiedenen	w9_d315e17853
ma	w11_d315e17856
len,	w1_d315e17861
wurde	w3_d315e17864
aber	w5_d315e17867
allemal	w7_d315e17870
mit	w9_d315e17873
Verlust	w11_d315e17876
abge	w13_d315e17880
trieben.	w1_d315e17886
Die	w3_d315e17889
Relationen	w5_d315e17892
von	w7_d315e17895
dieser	w9_d315e17898
Affaire	w11_d315e17901
seynd	w1_d315e17906
noch	w3_d315e17909
sehr	w5_d315e17912
voneinander	w7_d315e17915
unterschieden,	w9_d315e17918
alle	w1_d315e17923
kommen	w3_d315e17926
aber	w5_d315e17929
darinnen	w7_d315e17932
überein,	w9_d315e17935
daß	w11_d315e17938
die	w13_d315e17942
Sache	w1_d315e17947
ziemlich	w3_d315e17950
beträchtlich	w5_d315e17953
seye.	w7_d315e17956
Nach	w9_d315e17959
einer	w11_d315e17962
zu	w1_d315e17968
Ray's	w3_d315e17971
Town	w5_d315e17974
zum	w7_d315e17977
Vorschein	w9_d315e17980
gekommenen	w11_d315e17983
Liste,	w1_d315e17988
haben	w3_d315e17991
wir	w5_d315e17994
an	w7_d315e17997
Gemeinen	w9_d315e18000
10.	w11_d315e18003
todt,	w13_d315e18007
4.	w15_d315e18010
bleßirt,	w1_d315e18015
und	w3_d315e18018
8.	w5_d315e18021
verloffen;	w7_d315e18024
und	w9_d315e18027
an	w11_d315e18030
Officiers	w13_d315e18034
den	w1_d315e18039
Leutenant	w3_d315e18042
Duncanson	w5_d315e18045
und	w7_d315e18048
einen	w9_d315e18051
Sergean	w11_d315e18054
ten	w1_d315e18060
von	w3_d315e18063
der	w5_d315e18066
Mariländischen	w7_d315e18069
Militz	w9_d315e18072
bleßirt,	w11_d315e18075
die	w1_d315e18080
Leutenant	w3_d315e18083
Prather	w5_d315e18086
und	w7_d315e18089
Matthews	w9_d315e18092
aber	w11_d315e18095
todt.	w1_d315e18100
Gestern	w3_d315e18103
hat	w5_d315e18106
der	w7_d315e18109
General	w9_d315e18112
Forbes	w11_d315e18115
ei	w13_d315e18119
nen	w1_d315e18124
anderweiten	w3_d315e18127
Expressen	w5_d315e18130
von	w7_d315e18133
Ran's	w9_d315e18136
Town	w11_d315e18139
erhalten,	w1_d315e18145
und	w3_d315e18148
gleich	w5_d315e18151
nach	w7_d315e18154
dessen	w9_d315e18157
Einlangung	w11_d315e18160
seynd	w1_d315e18165
Freuden=feuer	w3_d315e18168
zu	w5_d315e18171
halten	w7_d315e18174
befohlen	w9_d315e18177
wor	w11_d315e18180
den,	w1_d315e18185
woraus	w3_d315e18188
also	w5_d315e18191
zu	w7_d315e18194
schliessen	w9_d315e18197
ist,	w11_d315e18200
daß	w13_d315e18204
man	w15_d315e18207
dem	w1_d315e18212
Feind	w3_d315e18215
einen	w5_d315e18218
guten	w7_d315e18221
Coup	w9_d315e18224
muß	w11_d315e18227
beygebracht	w13_d315e18231
haben.	w1_d315e18237
Jndessen	w3_d315e18240
ist	w5_d315e18243
selber	w7_d315e18246
gesonnen,	w9_d315e18249
mit	w11_d315e18252
der	w13_d315e18256
Arrier=garde	w1_d315e18261
der	w3_d315e18264
Armee	w5_d315e18267
den	w7_d315e18270
23.	w9_d315e18273
sich	w11_d315e18276
in	w13_d315e18280
Marsch	w15_d315e18283
zu	w1_d315e18288
setzen,	w3_d315e18291
so,	w5_d315e18294
daß	w7_d315e18297
wir	w9_d315e18300
längstens	w11_d315e18303
gegen	w13_d315e18307
das	w15_d315e18310
Ende	w1_d315e18315
dieses	w3_d315e18318
Monats	w5_d315e18321
wissen	w7_d315e18324
werden,	w9_d315e18327
ob	w11_d315e18330
wir,	w13_d315e18334
oder	w1_d315e18340
die	w3_d315e18343
Franzosen	w5_d315e18346
den	w7_d315e18349
Winter	w9_d315e18352
in	w11_d315e18355
dem	w13_d315e18359
Fort	w15_d315e18362
du	w1_d315e18367
Quesne	w3_d315e18370
zubringen	w5_d315e18373
werden.	w7_d315e18376
</p>
<head id="h2_d315e18382">
Amsterdam	w1_d315e18386
3.	w3_d315e18389
Januarii.	w5_d315e18392
</head>
<p id="p4_d315e18395">
Die	w1_d315e18399
Geduld	w3_d315e18402
unserer	w5_d315e18405
Negocianten	w7_d315e18408
ist	w9_d315e18411
durch	w11_d315e18414
die	w1_d315e18419
Eingriffe	w3_d315e18422
derer	w5_d315e18425
Engländer	w7_d315e18428
völlig	w9_d315e18431
auf	w11_d315e18434
die	w13_d315e18438
Spitze	w1_d315e18443
getrieben,	w3_d315e18446
und	w5_d315e18449
es	w7_d315e18452
ist	w9_d315e18455
absolute	w11_d315e18458
nicht	w13_d315e18462
</p>
<p id="p6_d315e18465">
nöglich	w1_d315e18469
es	w3_d315e18472
länger	w5_d315e18475
auszuhalten.	w7_d315e18478
Nach	w9_d315e18481
der	w11_d315e18484
gemachten	w1_d315e18489
Rechnung	w3_d315e18492
ist	w5_d315e18495
es	w7_d315e18498
sicher,	w9_d315e18501
daß	w11_d315e18504
unser	w13_d315e18508
Verlust	w1_d315e18513
sich	w3_d315e18516
bishero	w5_d315e18519
auf	w7_d315e18522
25.	w9_d315e18525
Millionen	w11_d315e18528
Gul	w13_d315e18532
den	w1_d315e18538
erstrecket,	w3_d315e18541
und	w5_d315e18544
es	w7_d315e18547
waltet	w9_d315e18550
kein	w11_d315e18553
Zweifel	w13_d315e18557
ob,	w15_d315e18560
die	w1_d315e18565
Engländer	w3_d315e18568
haben	w5_d315e18571
den	w7_d315e18574
Entschluß	w9_d315e18577
gefaßt,	w11_d315e18580
das	w1_d315e18585
Commercium	w3_d315e18588
der	w5_d315e18591
Republic	w7_d315e18594
völlig	w9_d315e18597
zu	w11_d315e18600
Boden	w1_d315e18605
zu	w3_d315e18608
drücken.	w5_d315e18611
Grosse	w7_d315e18614
Uebel	w9_d315e18617
erforderen	w11_d315e18620
aber	w1_d315e18626
gewaltsame	w3_d315e18629
Mittel.	w5_d315e18632
Man	w7_d315e18635
versichert	w9_d315e18638
dahero	w1_d315e18643
auch,	w3_d315e18646
daß,	w5_d315e18649
ob	w7_d315e18652
man	w9_d315e18655
sich	w11_d315e18658
schon	w13_d315e18662
ein	w15_d315e18665
Point	w1_d315e18670
d'honneur	w3_d315e18673
daraus	w5_d315e18676
machen	w7_d315e18679
wollen,	w9_d315e18682
mit	w11_d315e18685
der	w1_d315e18690
Equipirung	w3_d315e18693
der	w5_d315e18696
Marine	w7_d315e18699
eine	w9_d315e18702
Landtru	w11_d315e18705
pen=vermehrung	w1_d315e18711
zu	w3_d315e18714
gleicher	w5_d315e18717
Zeis	w7_d315e18720
durchzu	w9_d315e18723
treiben,	w1_d315e18728
man	w3_d315e18731
dannoch	w5_d315e18734
in	w7_d315e18737
Kurzen	w9_d315e18740
zu	w11_d315e18743
ersteren	w13_d315e18747
schreiten	w1_d315e18752
werde,	w3_d315e18755
und	w5_d315e18758
daß	w7_d315e18761
die	w9_d315e18764
Regierungen	w11_d315e18767
derer	w1_d315e18772
Städte	w3_d315e18775
bedacht	w5_d315e18778
seyn	w7_d315e18781
werden,	w9_d315e18784
sich	w11_d315e18787
die	w13_d315e18791
nöhtige	w1_d315e18797
Protection	w3_d315e18800
zu	w5_d315e18803
verschaffen.	w7_d315e18806
Die	w9_d315e18809
Menge	w1_d315e18814
der	w3_d315e18817
Subsidien,	w5_d315e18820
die	w7_d315e18823
das	w9_d315e18826
Engländische	w11_d315e18829
Parlament	w1_d315e18834
mit	w3_d315e18837
so	w5_d315e18840
vieler	w7_d315e18843
Gutwilligkeit	w9_d315e18846
ver	w11_d315e18849
williget,	w1_d315e18854
die	w3_d315e18857
unmäßliche	w5_d315e18860
Anzahl	w7_d315e18863
Trupen,	w9_d315e18866
so	w11_d315e18869
in	w1_d315e18875
denen	w3_d315e18878
dreyen	w5_d315e18881
Königreichen	w7_d315e18884
würklich	w9_d315e18887
un	w11_d315e18890
terhalten	w1_d315e18895
werden,	w3_d315e18898
und	w5_d315e18901
die	w7_d315e18904
beträchtliche	w9_d315e18907
An	w11_d315e18910
zahl	w1_d315e18915
Schiffe,	w3_d315e18918
welche	w5_d315e18921
diese	w7_d315e18924
Nation	w9_d315e18927
auf	w11_d315e18930
der	w13_d315e18934
See	w1_d315e18939
hat,	w3_d315e18942
und	w5_d315e18945
die	w7_d315e18948
in	w9_d315e18951
weniger	w11_d315e18954
Zeit	w13_d315e18958
mit	w15_d315e18961
24.	w17_d315e18964
neuen	w1_d315e18970
noch	w3_d315e18973
vermehret	w5_d315e18976
werden	w7_d315e18979
sollen,	w9_d315e18982
sollten	w11_d315e18985
fast	w1_d315e18990
zu	w3_d315e18993
glauben	w5_d315e18996
Anlaß	w7_d315e18999
geben,	w9_d315e19002
daß	w11_d315e19005
da,	w13_d315e19009
wo	w15_d315e19012
man	w1_d315e19017
so	w3_d315e19020
entsetzliche	w5_d315e19023
Ausgaben	w7_d315e19026
macht,	w9_d315e19029
das	w11_d315e19032
Geld	w1_d315e19037
nicht	w3_d315e19040
mangele.	w5_d315e19043
Doch	w7_d315e19046
suchen	w9_d315e19049
aber	w11_d315e19052
die	w13_d315e19056
Engländer	w1_d315e19062
Geld	w3_d315e19065
bey	w5_d315e19068
uns.	w7_d315e19071
Die	w9_d315e19074
Umstände	w11_d315e19077
scheinen	w1_d315e19082
zwar	w3_d315e19085
nicht	w5_d315e19088
günstig	w7_d315e19091
zu	w9_d315e19094
seyn,	w11_d315e19097
uns	w13_d315e19101
einiges	w1_d315e19106
Vorlehn	w3_d315e19109
weg=zunehmen,	w5_d315e19112
indes	w7_d315e19115
sen	w1_d315e19120
beweiset	w3_d315e19123
aber	w5_d315e19126
wenigstens	w7_d315e19129
diese	w9_d315e19132
De	w11_d315e19135
marsche,	w1_d315e19141
daß	w3_d315e19144
der	w5_d315e19147
Geld=mangel	w7_d315e19150
die	w9_d315e19153
Englän	w11_d315e19156
der	w1_d315e19161
sowol	w3_d315e19164
als	w5_d315e19167
andere	w7_d315e19170
Mächte	w9_d315e19173
zu	w11_d315e19176
drücken	w13_d315e19180
an	w15_d315e19183
fange,	w1_d315e19188
die	w3_d315e19191
in	w5_d315e19194
einem	w7_d315e19197
Krieg	w9_d315e19200
verwickelt	w11_d315e19203
seynd,	w13_d315e19207
der	w1_d315e19212
durch	w3_d315e19215
die	w5_d315e19218
Entkräftung	w7_d315e19221
der	w9_d315e19224
Kriegfüh	w11_d315e19227
renden	w1_d315e19233
Partheyen	w3_d315e19236
vielleicht	w5_d315e19239
eher	w7_d315e19242
zu	w9_d315e19245
Ende	w11_d315e19248
gehen	w1_d315e19253
wird,	w3_d315e19256
als	w5_d315e19259
man	w7_d315e19262
glauben	w9_d315e19265
dörfte.	w11_d315e19268
</p>
<head id="h4_d315e19284">
EDICT.	w1_d315e19288
</head>
<p id="p6_d315e19291">
Jch	w1_d315e19295
Johann	w3_d315e19298
Wilhelm	w5_d315e19301
des	w7_d315e19304
Heil.	w9_d315e19307
Röm.	w11_d315e19310
Reichs	w13_d315e19314
Fürst	w1_d315e19319
Trautson,	w3_d315e19322
Graf	w5_d315e19325
zu	w7_d315e19328
Falkenstein	w9_d315e19331
Frey	w1_d315e19336
herr	w1_d315e19342
zu	w3_d315e19345
Sprechen	w5_d315e19348
und	w7_d315e19351
Schrofenhausen,	w9_d315e19354
Ritter	w1_d315e19359
des	w1_d315e19364
goldenen	w3_d315e19367
Vlieses,	w5_d315e19370
Jhrer	w7_d315e19373
Kaiserl.	w9_d315e19376
Königl.	w11_d315e19379
Majest.	w1_d315e19384
Würkl.	w3_d315e19387
Geheimer	w5_d315e19390
Raht,	w7_d315e19393
Obrister	w9_d315e19396
Hof	w11_d315e19399
meister	w1_d315e19405
und	w3_d315e19408
Land=marschall	w5_d315e19411
in	w7_d315e19414
Oesterreich	w9_d315e19417
unter	w11_d315e19420
der	w1_d315e19425
Cuns.	w3_d315e19428
Entbiere	w5_d315e19431
N.	w7_d315e19434
allen	w9_d315e19437
und	w11_d315e19440
jeden,	w13_d315e19444
was	w15_d315e19447
Stan	w17_d315e19450
des	w1_d315e19455
und	w3_d315e19458
Würden	w5_d315e19461
die	w7_d315e19464
seynd,	w9_d315e19467
der	w11_d315e19470
Gebühr	w13_d315e19474
nach	w15_d315e19477
meinen	w1_d315e19482
respective	w3_d315e19485
Dienst	w5_d315e19488
in	w7_d315e19491
guten	w9_d315e19494
Willen	w11_d315e19497
zuvor,	w13_d315e19501
und	w1_d315e19507
füge	w3_d315e19510
hiemit	w5_d315e19513
zu	w7_d315e19516
vernehmen:	w9_d315e19519
Es	w11_d315e19522
seye	w13_d315e19526
über	w15_d315e19529
eine	w1_d315e19534
von	w3_d315e19537
denen	w5_d315e19540
in	w7_d315e19543
Sachen	w9_d315e19546
verordnet	w11_d315e19549
gewesten	w13_d315e19553
re	w15_d315e19556
spective	w1_d315e19561
Herren	w3_d315e19564
Commissarien	w5_d315e19567
erstattete	w7_d315e19570
Relation	w9_d315e19573
wegen	w1_d315e19578
vorzunehmen	w3_d315e19581
kommender	w5_d315e19584
Repartition	w7_d315e19587
der	w9_d315e19590
Frey=herrlichen	w1_d315e19596
Augustin	w3_d315e19599
Heuelischen	w5_d315e19602
Crida	w7_d315e19605
massä,	w1_d315e19610
dann	w3_d315e19613
des	w5_d315e19616
hierwegen	w7_d315e19619
benöhtigten	w9_d315e19622
Uber	w11_d315e19625
nahms	w1_d315e19630
oder	w3_d315e19633
Verkauf	w5_d315e19636
der	w7_d315e19639
Herrschaft	w9_d315e19642
Schiltern,	w11_d315e19645
und	w1_d315e19650
Cronseeg	w3_d315e19653
cum	w5_d315e19656
apertinentiis	w7_d315e19659
den	w9_d315e19662
14.	w11_d315e19665
Nov.	w13_d315e19669
vorigen	w1_d315e19675
Jahrs	w3_d315e19678
der	w5_d315e19681
Ausschlag	w7_d315e19684
dahin	w9_d315e19687
ergangen,	w11_d315e19690
daß	w1_d315e19695
ermeldete	w3_d315e19698
Herrschaft	w5_d315e19701
Schiltern	w7_d315e19704
und	w9_d315e19707
Cronseeg	w11_d315e19710
cum	w1_d315e19715
apertinentiis	w3_d315e19718
nebst	w5_d315e19721
Beylaß	w7_d315e19724
des	w9_d315e19727
Viehes,	w11_d315e19730
und	w13_d315e19734
deren	w1_d315e19739
Schloß=mobilien	w3_d315e19742
um	w5_d315e19745
einen	w7_d315e19748
Wehrt	w9_d315e19751
pr.	w11_d315e19754
58000.	w1_d315e19760
fl.	w3_d315e19763
nochmalen	w5_d315e19766
feil	w7_d315e19769
gebotten,	w9_d315e19772
und	w11_d315e19775
per	w13_d315e19779
li-	w15_d315e19782
citationem	w1_d315e19787
an	w3_d315e19790
den	w5_d315e19793
Meistbietenden	w7_d315e19796
käuflichen	w9_d315e19799
hin	w11_d315e19802
dann	w1_d315e19807
gelassen,	w3_d315e19810
auch	w5_d315e19813
bey	w7_d315e19816
dieser	w9_d315e19819
Tag=satzung	w11_d315e19822
die	w13_d315e19826
sammentlich	w1_d315e19831
vorgemerkt	w3_d315e19834
und	w5_d315e19837
in	w7_d315e19840
dem	w9_d315e19843
Baron	w11_d315e19846
Heue	w13_d315e19850
lischen	w1_d315e19856
Cridä=relations=ausschlag	w3_d315e19859
de	w5_d315e19862
Dato	w7_d315e19865
4.	w9_d315e19868
Julii	w1_d315e19873
1757.	w3_d315e19876
Classe	w5_d315e19879
2da.	w7_d315e19882
eben	w9_d315e19885
post	w11_d315e19888
Num.	w13_d315e19892
5tum.	w15_d315e19895
claßificirte,	w1_d315e19900
also,	w3_d315e19903
gewiß	w5_d315e19906
ohne	w7_d315e19909
Annehmung	w9_d315e19912
einer	w1_d315e19917
so	w3_d315e19920
schrift	w5_d315e19923
als	w7_d315e19926
mündlichen	w9_d315e19929
Entschuldigung	w11_d315e19932
erscheinen,	w1_d315e19938
allenfalls	w3_d315e19941
um	w5_d315e19944
gedachte	w7_d315e19947
Herrschaft	w9_d315e19950
licitiren,	w1_d315e19955
und	w3_d315e19958
das	w5_d315e19961
Jus	w7_d315e19964
offerendi	w9_d315e19967
exerciren,	w11_d315e19970
als	w13_d315e19974
im	w1_d315e19979
widrigen,	w3_d315e19982
und	w5_d315e19985
da	w7_d315e19988
auch	w9_d315e19991
kein	w11_d315e19994
anderer	w13_d315e19998
Kauffer,	w15_d315e20001
oder	w1_d315e20006
plus	w3_d315e20009
offerens	w5_d315e20012
vorkäme,	w7_d315e20015
diese	w9_d315e20018
Herrschaft	w11_d315e20021
samt	w1_d315e20027
ernannten	w3_d315e20030
Beylaß	w5_d315e20033
dem	w7_d315e20036
Herrn	w9_d315e20039
Daniel	w11_d315e20042
von	w13_d315e20046
Moser,	w1_d315e20051
tut.	w3_d315e20054
nomine	w5_d315e20057
des	w7_d315e20060
Franz	w9_d315e20063
von	w11_d315e20066
Heuel	w13_d315e20070
für	w15_d315e20073
die	w1_d315e20078
von	w3_d315e20081
denen	w5_d315e20084
vorgehenden	w7_d315e20087
Creditoren	w9_d315e20090
überneh	w11_d315e20093
mende,	w1_d315e20098
und	w3_d315e20101
seine	w5_d315e20104
eigene	w7_d315e20107
usque	w9_d315e20110
ad	w11_d315e20113
Num.	w13_d315e20117
5tum.	w15_d315e20120
in	w1_d315e20126
prioritate	w3_d315e20129
stehende,	w5_d315e20132
auch	w7_d315e20135
andere	w9_d315e20138
an	w11_d315e20141
ihre	w13_d315e20145
ge	w15_d315e20148
diehene	w1_d315e20153
vorrechtliche	w3_d315e20156
Forderungen	w5_d315e20159
addiciret,	w7_d315e20162
und	w9_d315e20165
eingeantwortet	w1_d315e20170
werden	w3_d315e20173
solle.	w5_d315e20176
Und	w7_d315e20179
wie	w9_d315e20182
nun	w11_d315e20185
aber	w13_d315e20189
die	w1_d315e20194
anheut	w3_d315e20197
vorgeweste	w5_d315e20200
Licitations=tag=satzung	w7_d315e20203
weiters	w1_d315e20209
auf	w3_d315e20212
den	w5_d315e20215
5.	w7_d315e20218
künftigen	w9_d315e20221
Monats	w11_d315e20224
Februarii	w13_d315e20228
mit	w1_d315e20233
all=vorigem	w3_d315e20236
Anhang	w5_d315e20239
überleget	w7_d315e20242
worden	w9_d315e20245
ist.	w11_d315e20248
</p>
<p id="p8_d315e20251">
Als	w1_d315e20255
hat	w3_d315e20258
man	w5_d315e20261
ein	w7_d315e20264
solches	w9_d315e20267
zu	w11_d315e20270
dem	w13_d315e20274
Ende	w15_d315e20277
hiemit	w17_d315e20280
jedermänniglichen	w1_d315e20285
nochmalen	w3_d315e20288
kund	w5_d315e20291
machen	w7_d315e20294
wol	w9_d315e20297
len,	w1_d315e20302
damit	w3_d315e20305
der,	w5_d315e20308
oder	w7_d315e20311
diejenige,	w9_d315e20314
so	w11_d315e20317
obbemeldete	w13_d315e20321
Herrschaft	w1_d315e20327
Schiltern	w3_d315e20330
oder	w5_d315e20333
Cronseeg	w7_d315e20336
cum	w9_d315e20339
aper-	w11_d315e20342
tinentiis	w1_d315e20347
nebst	w3_d315e20350
Beylaß	w5_d315e20353
des	w7_d315e20356
Viehes	w9_d315e20359
und	w11_d315e20362
Schloß	w13_d315e20366
mobilien	w1_d315e20371
käuflichen	w3_d315e20374
an	w5_d315e20377
sich	w7_d315e20380
zu	w9_d315e20383
bringen	w11_d315e20386
Willens	w13_d315e20390
seynd,	w1_d315e20395
an	w3_d315e20398
obbesagten	w5_d315e20401
5.	w7_d315e20404
Februarii	w9_d315e20407
fruhe	w11_d315e20410
um	w13_d315e20414
8.	w15_d315e20417
Uhr	w1_d315e20423
ad	w3_d315e20426
licitandum,	w5_d315e20429
tractandum	w7_d315e20432
&	w9_d315e20435
concluden-	w11_d315e20438
dum,	w1_d315e20443
und	w3_d315e20446
obgedachte	w5_d315e20449
Creditores	w7_d315e20452
sub	w9_d315e20455
prædicta	w11_d315e20458
Clausula	w1_d315e20463
vor	w3_d315e20466
Gericht	w5_d315e20469
zu	w7_d315e20472
erscheinen	w9_d315e20475
haben	w11_d315e20478
werden.	w13_d315e20482
</p>
<head id="h2_d315e20489">
EDICT.	w1_d315e20493
</head>
<p id="p4_d315e20496">
Wir	w1_d315e20500
N.	w3_d315e20503
Stadt	w5_d315e20506
Richter	w7_d315e20509
und	w9_d315e20512
Raht	w11_d315e20515
der	w13_d315e20519
Kaiserl.	w15_d315e20522
Königl.	w1_d315e20527
und	w3_d315e20530
Lands=fürstl.	w5_d315e20533
Stadt	w7_d315e20536
Baaden,	w9_d315e20539
thun	w11_d315e20542
</p>
<p id="p6_d315e20545">
hiemit	w1_d315e20549
nochmalen	w3_d315e20552
kund	w5_d315e20555
und	w7_d315e20558
zu	w9_d315e20561
wissen,	w11_d315e20564
daß,	w13_d315e20568
nach	w15_d315e20571
deme	w1_d315e20576
man	w3_d315e20579
von	w5_d315e20582
Gericht	w7_d315e20585
aus	w9_d315e20588
angeträgen,	w11_d315e20591
bey	w13_d315e20595
der	w15_d315e20598
den	w1_d315e20603
16.	w3_d315e20606
dieses,	w5_d315e20609
bestimmt	w7_d315e20612
gewesten	w9_d315e20615
Licitations	w11_d315e20618
tagsatzung	w1_d315e20624
der	w3_d315e20627
Frauen	w5_d315e20630
Elisabetha	w7_d315e20633
Mayrin,	w9_d315e20636
ihre	w11_d315e20639
sammentliche	w1_d315e20644
Wirtschaft,	w3_d315e20647
bestehend	w5_d315e20650
in	w7_d315e20653
einem	w9_d315e20656
Breu	w11_d315e20659
haus,	w1_d315e20664
Mühl,	w3_d315e20667
einen	w5_d315e20670
Haus	w7_d315e20673
vor	w9_d315e20676
dem	w11_d315e20679
Spittal=thor,	w13_d315e20683
und	w1_d315e20688
einem	w3_d315e20691
anderen	w5_d315e20694
Haus	w7_d315e20697
vor	w9_d315e20700
dem	w11_d315e20703
Wiener=thor,	w13_d315e20707
wie	w1_d315e20713
auch	w3_d315e20716
20.	w5_d315e20719
Joch	w7_d315e20722
Aecker,	w9_d315e20725
17.	w11_d315e20728
Tagwerk	w13_d315e20732
Wiesen,	w15_d315e20735
und	w1_d315e20740
88.	w3_d315e20743
Tagwerk	w5_d315e20746
Weingarten,	w7_d315e20749
lauter	w9_d315e20752
Ueberländ	w11_d315e20755
grund=stücken,	w1_d315e20760
dann	w3_d315e20763
350.	w5_d315e20766
Eimer	w7_d315e20769
Wein,	w9_d315e20772
zusam	w11_d315e20775
men	w1_d315e20780
an	w3_d315e20783
einem	w5_d315e20786
Kauffer	w7_d315e20789
zu	w9_d315e20792
bringen,	w11_d315e20795
sich	w13_d315e20799
aber	w15_d315e20802
um	w17_d315e20805
diese	w1_d315e20811
grosse	w3_d315e20814
Wirtschaft	w5_d315e20817
von	w7_d315e20820
denen	w9_d315e20823
dabey	w11_d315e20826
erschiene	w13_d315e20830
nen	w1_d315e20835
Licitanten	w3_d315e20838
niemand	w5_d315e20841
angenommen,	w7_d315e20844
als	w9_d315e20847
siehet	w11_d315e20850
man	w1_d315e20855
sich	w1_d315e20860
bemüßiget	w3_d315e20863
diese	w5_d315e20866
Wirtschaft	w7_d315e20869
zertheilter,	w9_d315e20872
zwar	w1_d315e20878
das	w3_d315e20881
Bräu	w5_d315e20884
und	w7_d315e20887
Wohn=haus	w9_d315e20890
vor	w11_d315e20893
dem	w13_d315e20897
dem	w1_d315e20902
Spittal=thor,	w3_d315e20905
mit	w5_d315e20908
denen	w7_d315e20911
Aeckern	w9_d315e20914
und	w11_d315e20917
Wie	w13_d315e20921
die	w1_d315e20926
Mühl	w3_d315e20929
mit	w5_d315e20932
3.	w7_d315e20935
Gängen	w9_d315e20938
an	w11_d315e20941
Schwechat	w13_d315e20945
sen,	w1_d315e20950
