<doc id="wr_1757-12-17" attrs="word" year="1757" month="12" day="17" corpus="2">
<head id="h2_d203e3207">
Nieder=elbe	w1_d203e3211
dieses	w7_d203e17712
Edictaltodt	w9_d203e17715
scheins	w1_d203e17721
gewilliget	w3_d203e17724
worden,	w5_d203e17727
mittelst	w7_d203e17730
welchen	w9_d203e17733
obgedachte	w1_d203e17738
an	w3_d203e17741
besagten	w5_d203e17744
Hrn.	w7_d203e17747
von	w9_d203e17750
Wimer	w11_d203e17753
aus	w13_d203e17757
gestellte	w1_d203e17762
Johann	w3_d203e17765
Georg	w5_d203e17768
Wolfische	w7_d203e17771
Original	w9_d203e17774
obligatiton	w1_d203e17779
pr.	w3_d203e17782
33.	w5_d203e17785
fl	w7_d203e17788
20.	w9_d203e17791
kr.	w11_d203e17794
d.	w13_d203e17798
d.	w15_d203e17801
25	w17_d203e17804
Decemb.	w19_d203e17807
1750.	w1_d203e17813
ex	w3_d203e17816
officio	w5_d203e17819
caßiret,	w7_d203e17822
und	w9_d203e17825
in	w11_d203e17828
wessen	w13_d203e17832
Han	w15_d203e17835
den	w1_d203e17840
sich	w3_d203e17843
dieselbe	w5_d203e17846
befinden	w7_d203e17849
möge	w9_d203e17852
für	w11_d203e17855
null	w13_d203e17859
und	w15_d203e17862
nichtig	w1_d203e17867
erkläret	w3_d203e17870
wird.	w5_d203e17873
Horn	w7_d203e17876
den	w9_d203e17879
2.	w11_d203e17882
De	w13_d203e17886
demb.	w1_d203e17891
1757.	w3_d203e17894
</p>
<list id="l6_d203e17897">
Jn	w1_d203e17901
der	w3_d203e17904
Emerich	w5_d203e17907
Felix	w7_d203e17910
Baderischen	w9_d203e17913
Buch	w11_d203e17916
handlung	w1_d203e17921
in	w3_d203e17924
der	w5_d203e17927
Bogner=gassen	w7_d203e17930
nebst	w9_d203e17933
dem	w11_d203e17936
Todten=kopf	w1_d203e17941
ist	w3_d203e17944
zu	w5_d203e17947
haben:	w7_d203e17950
Etrennes	w1_d203e17956
mignones,	w3_d203e17959
eurieuses	w5_d203e17962
&	w7_d203e17965
utiles,	w9_d203e17968
</list>
<p id="p8_d203e17972">
Connoissance	w1_d203e17976
des	w3_d203e17979
Temps.	w5_d203e17982
pour	w7_d203e17985
l'Année	w9_d203e17988
1758	w1_d203e17993
au	w3_d203e17996
Meridien	w5_d203e17999
de	w7_d203e18002
Paris.	w9_d203e18005
publiée	w11_d203e18008
par	w13_d203e18012
'Ordre	w1_d203e18017
de	w3_d203e18020
l'Academie	w5_d203e18023
Rovale	w7_d203e18026
des	w9_d203e18029
Scien-	w11_d203e18032
ces,	w1_d203e18038
&	w3_d203e18041
calculée	w5_d203e18044
per	w7_d203e18047
Msr.	w9_d203e18050
Maraldi,	w11_d203e18053
de	w13_d203e18057
la	w15_d203e18060
meme	w1_d203e18065
Academie	w3_d203e18068
8.	w5_d203e18071
Paris,	w7_d203e18074
</p>
<list id="l10_d203e18077">
avec	w1_d203e18081
plusieurs	w3_d203e18084
Augmentations	w5_d203e18087
&	w7_d203e18090
Corre-	w9_d203e18093
ctions	w1_d203e18098
pour	w3_d203e18101
l'Année	w5_d203e18104
1758.	w7_d203e18107
à	w9_d203e18110
Patis.	w11_d203e18113
</list>
<p id="p12_d203e18118">
NB.	w1_d203e18122
Es	w3_d203e18125
ist	w5_d203e18128
abermal	w7_d203e18131
der	w9_d203e18134
Tyroler=bott	w11_d203e18137
an	w13_d203e18141
gelanget,	w1_d203e18146
welcher	w3_d203e18149
guten	w5_d203e18152
Kirschen=geist	w7_d203e18155
mit	w9_d203e18158
sich	w11_d203e18161
gebracht	w1_d203e18166
hat/	w3_d203e18169
wer	w5_d203e18172
nun	w7_d203e18175
etwelchen	w9_d203e18178
verlangt	w11_d203e18181
beliebe	w1_d203e18187
sich	w3_d203e18190
bey	w5_d203e18193
dem	w7_d203e18196
Wirt	w9_d203e18199
im	w11_d203e18202
Seitzer=hof	w13_d203e18206
an	w15_d203e18209
zumelden,	w1_d203e18214
woselbst	w3_d203e18217
derselbe	w5_d203e18220
Vormittags	w7_d203e18223
von	w9_d203e18226
8.	w1_d203e18231
bis	w3_d203e18234
9.	w5_d203e18237
und	w7_d203e18240
Nachmittags	w9_d203e18243
von	w11_d203e18246
3.	w13_d203e18250
bis	w15_d203e18253
4.	w17_d203e18256
Uhr	w19_d203e18259
anzutreffen	w1_d203e18264
ist.	w3_d203e18267
</p>
<p id="p14_d203e18270">
Es	w1_d203e18274
befinden	w3_d203e18277
sich	w5_d203e18280
schon	w7_d203e18283
bey	w9_d203e18286
9.	w11_d203e18289
Wochen,	w13_d203e18293
zwey	w1_d203e18298
Pferd	w3_d203e18301
auf	w5_d203e18304
der	w7_d203e18307
Wayd	w9_d203e18310
zu	w11_d203e18313
Albern	w13_d203e18317
nächst	w15_d203e18320
Eberstorf	w1_d203e18325
an	w3_d203e18328
der	w5_d203e18331
Donau,	w7_d203e18334
unwissend	w9_d203e18337
wem	w11_d203e18340
solche	w1_d203e18346
zugehörig,	w3_d203e18349
es	w5_d203e18352
seynd	w7_d203e18355
zwey	w9_d203e18358
Walchen	w11_d203e18361
ein	w13_d203e18365
Schwarzer	w1_d203e18370
und	w3_d203e18373
ein	w5_d203e18376
Falb,	w7_d203e18379
welches	w9_d203e18382
hiemit	w11_d203e18385
je	w13_d203e18389
dermänniglich	w1_d203e18394
zu	w3_d203e18397
wissen	w5_d203e18400
gemacht	w7_d203e18403
wird,	w9_d203e18406
solte	w11_d203e18409
sich	w1_d203e18414
nun	w3_d203e18417
hierumen	w5_d203e18420
der	w7_d203e18423
Eigentumer	w9_d203e18426
hervor	w11_d203e18429
thun,	w1_d203e18435
hat	w3_d203e18438
sich	w5_d203e18441
selber	w7_d203e18444
bey	w9_d203e18447
der	w11_d203e18450
Kaiserl.	w13_d203e18454
Königl.	w15_d203e18457
Herrschaft	w1_d203e18462
Eberstorf	w3_d203e18465
an	w5_d203e18468
der	w7_d203e18471
Donau,	w9_d203e18474
und	w11_d203e18477
zwar	w1_d203e18482
bey	w3_d203e18485
dem	w5_d203e18488
dasigen	w7_d203e18491
Verwalter	w9_d203e18494
Fer	w11_d203e18497
dinand	w1_d203e18502
Dick	w3_d203e18505
anzumelden.	w5_d203e18508
</p>
<p id="p16_d203e18511">
Auf	w1_d203e18515
nächst=künftigen	w3_d203e18518
Montag	w5_d203e18521
als	w7_d203e18524
den	w9_d203e18527
19ten	w11_d203e18530
dieses	w1_d203e18535
Monats	w3_d203e18538
werden	w5_d203e18541
in	w7_d203e18544
dem	w9_d203e18547
Teutschen	w11_d203e18550
haus	w1_d203e18555
bey	w3_d203e18558
dem	w5_d203e18561
ersten	w7_d203e18564
Thor	w9_d203e18567
im	w11_d203e18570
1ten	w13_d203e18574
Stock	w15_d203e18577
ver	w17_d203e18580
schiedene	w1_d203e18586
Verlassenschafts=effecten,	w3_d203e18589
als	w5_d203e18592
Ge	w7_d203e18595
schmuck=goldene	w1_d203e18600
Doßen,	w3_d203e18603
silber=portirt	w5_d203e18606
und	w7_d203e18609
andere	w1_d203e18614
Kleider,	w3_d203e18617
Wäsch,	w5_d203e18620
und	w7_d203e18623
mehr	w9_d203e18626
andere	w11_d203e18629
Sachen,	w1_d203e18634
Vormittag	w3_d203e18637
von	w5_d203e18640
9	w7_d203e18643
bis	w9_d203e18646
12.	w11_d203e18649
Uhr,	w13_d203e18653
und	w1_d203e18659
Nachmettags	w3_d203e18662
von	w5_d203e18665
3.	w7_d203e18668
bis	w9_d203e18671
6	w11_d203e18674
Uhr,	w13_d203e18678
dem	w15_d203e18681
Meist=biettenden	w1_d203e18686
verkauft	w3_d203e18689
werden.	w5_d203e18692
</p>
<p id="p18_d203e18695">
Bey	w1_d203e18699
dem	w3_d203e18702
Verleger	w5_d203e18705
des	w7_d203e18708
Wienerischen	w9_d203e18711
Diarii	w11_d203e18714
ist	w1_d203e18719
in	w3_d203e18722
Comission	w5_d203e18725
zu	w7_d203e18728
haben:	w9_d203e18731
Die	w1_d203e18736
in	w3_d203e18739
der	w5_d203e18742
Kaiserl.	w7_d203e18745
Königl.	w9_d203e18748
Hof=kirchen	w11_d203e18751
deren	w1_d203e18757
WW.	w3_d203e18760
EE.	w5_d203e18763
PP.	w7_d203e18766
Augustinern	w9_d203e18769
Baar	w11_d203e18772
füssern	w1_d203e18777
zu	w3_d203e18780
Maria	w5_d203e18783
Loreto	w7_d203e18786
bey	w9_d203e18789
dem	w11_d203e18792
Sieges	w13_d203e18796
Dank=fest	w1_d203e18801
den	w3_d203e18804
6ten	w5_d203e18807
November	w7_d203e18810
1	w9_d203e18813
57.	w11_d203e18816
aufge	w13_d203e18820
richte	w1_d203e18825
Lateinische	w3_d203e18828
Jnnschriften	w5_d203e18831
nach	w7_d203e18834
dem	w9_d203e18837
Jnn	w11_d203e18840
halt	w1_d203e18846
in	w3_d203e18849
Teutsche	w5_d203e18852
Chronographica	w7_d203e18855
über	w9_d203e18858
etzet	w1_d203e18863
worden,	w3_d203e18866
das	w5_d203e18869
Stuck	w7_d203e18872
pr	w9_d203e18875
4	w11_d203e18878
kr.	w13_d203e18882
</p>
<head id="h2_d203e18986">
JClatbon	w1_d203e18990
den	w3_d203e18993
dem	w5_d203e18996
Ead	w7_d203e18999
beden	w9_d203e19002
zu	w11_d203e19005
denen	w1_d203e19010
Azorischen	w3_d203e19013
Jnsuln	w5_d203e19016
</head>
<p id="p4_d203e19019">
An	w1_d203e19023
hat	w3_d203e19026
diese	w5_d203e19029
Relation,	w7_d203e19032
ob	w9_d203e19035
sie	w11_d203e19038
gleich	w13_d203e19042
vor	w15_d203e19045
Sgerumner	w1_d203e19050
Zut	w3_d203e19053
schon	w5_d203e19056
bey	w7_d203e19059
Handen	w9_d203e19062
wa	w11_d203e19065
re,	w1_d203e19070
dannoch	w3_d203e19073
von	w5_d203e19076
darumen	w7_d203e19079
nicht	w9_d203e19082
ehender	w11_d203e19085
heraus	w13_d203e19089
geben	w1_d203e19095
können,	w3_d203e19098
weilen	w5_d203e19101
die	w7_d203e19104
in	w9_d203e19107
mittelst	w11_d203e19110
vorgefallene	w13_d203e19114
wichtige	w1_d203e19119
Kriegs=begebenheiten	w3_d203e19122
in	w5_d203e19125
unseren	w7_d203e19128
Blät	w9_d203e19131
tern	w1_d203e19136
ihr	w3_d203e19139
allstäts	w5_d203e19142
den	w7_d203e19145
erforderlichen	w9_d203e19148
Raum	w11_d203e19151
be	w13_d203e19155
nommen,	w1_d203e19160
da	w3_d203e19163
aber	w5_d203e19166
dieselbe	w7_d203e19169
ganz	w9_d203e19172
besondere	w11_d203e19175
Seltenheiten	w1_d203e19181
in	w3_d203e19184
sich	w5_d203e19187
begreiffet,	w7_d203e19190
so	w9_d203e19193
hat	w11_d203e19196
man	w13_d203e19200
sie	w1_d203e19205
dem	w3_d203e19208
Pubuico	w5_d203e19211
nicht	w7_d203e19214
gänzlich	w9_d203e19217
vorenthalten	w11_d203e19220
wollen.	w1_d203e19225
Sie	w3_d203e19228
ist	w5_d203e19231
folgenden	w7_d203e19234
Jnhalts:	w9_d203e19237
</p>
<p id="p6_d203e19240">
Den	w1_d203e19244
9.	w3_d203e19247
Juli	w5_d203e19250
in	w7_d203e19253
der	w9_d203e19256
Nacht	w11_d203e19259
45.	w13_d203e19263
Minuten	w15_d203e19266
nach	w1_d203e19271
11.	w3_d203e19274
Uhr	w5_d203e19277
wurde	w7_d203e19280
auf	w9_d203e19283
denen	w11_d203e19286
meisten	w13_d203e19290
Azori	w15_d203e19293
schen	w1_d203e19298
Jnseln	w3_d203e19301
ein	w5_d203e19304
erschreckliches	w7_d203e19307
Erdbeben	w9_d203e19310
ver	w11_d203e19313
spühret,	w1_d203e19319
dessen	w3_d203e19322
Dauer	w5_d203e19325
von	w7_d203e19328
ungefähr	w9_d203e19331
2.	w11_d203e19334
Mi	w13_d203e19338
nuten	w1_d203e19343
war.	w3_d203e19346
Alle	w5_d203e19349
Häuser	w7_d203e19352
der	w9_d203e19355
Jnsul	w11_d203e19358
Angra	w13_d203e19362
wurden	w1_d203e19367
gewaltig	w3_d203e19370
erschüttert.	w5_d203e19373
Der	w7_d203e19376
Trieb	w9_d203e19379
der	w11_d203e19382
Bewegung,	w1_d203e19387
welcher	w3_d203e19390
Anfangs	w5_d203e19393
vertical	w7_d203e19396
war,	w9_d203e19399
wurde	w1_d203e19405
bald	w3_d203e19408
horizontal,	w5_d203e19411
und	w7_d203e19414
folgte	w9_d203e19417
der	w11_d203e19420
Di	w13_d203e19424
rection	w1_d203e19429
von	w3_d203e19432
Westen	w5_d203e19435
nach	w7_d203e19438
Osten.	w9_d203e19441
Während	w11_d203e19444
dieser	w1_d203e19449
beyden	w3_d203e19452
Minuten	w5_d203e19455
wurde	w7_d203e19458
das	w9_d203e19461
Erdreich	w11_d203e19464
mit	w1_d203e19469
einer	w3_d203e19472
solchen	w5_d203e19475
Gewalt	w7_d203e19478
beweget,	w9_d203e19481
daß,	w11_d203e19484
wann	w13_d203e19488
der	w1_d203e19494
Stoß	w3_d203e19497
etliche	w5_d203e19500
Augenblicke	w7_d203e19503
länger	w9_d203e19506
fortge	w11_d203e19509
währet,	w1_d203e19514
alle	w3_d203e19517
Gebäude	w5_d203e19520
würden	w7_d203e19523
eingestürzet,	w9_d203e19526
und	w1_d203e19531
verschlungen	w3_d203e19534
worden	w5_d203e19537
seyn.	w7_d203e19540
Den	w9_d203e19543
10.	w11_d203e19546
Vormittags	w1_d203e19551
gegen	w3_d203e19554
10.	w5_d203e19557
Uhr	w7_d203e19560
kam	w9_d203e19563
ein	w11_d203e19566
neuer	w13_d203e19570
Stoß,	w1_d203e19576
welcher	w3_d203e19579
Nachmittags	w5_d203e19582
um	w7_d203e19585
4	w9_d203e19588
Uhr	w11_d203e19591
so	w13_d203e19595
heftig,	w1_d203e19600
wie	w3_d203e19603
die	w5_d203e19606
vorhergehende	w7_d203e19609
Nacht,	w9_d203e19612
wieder	w11_d203e19615
ansetzte,	w1_d203e19620
dessen	w3_d203e19623
Dauer	w5_d203e19626
aber	w7_d203e19629
viel	w9_d203e19632
kürzer	w11_d203e19635
war	w13_d203e19639
Auf	w1_d203e19644
der	w3_d203e19647
Jnsul	w5_d203e19650
St.	w7_d203e19653
George,	w9_d203e19656
12.	w11_d203e19659
Meilen	w13_d203e19663
von	w15_d203e19666
Angra,	w1_d203e19672
bebte	w3_d203e19675
die	w5_d203e19678
Erde	w7_d203e19681
an	w9_d203e19684
eben	w11_d203e19687
dem	w13_d203e19691
Tage	w15_d203e19694
und	w17_d203e19697
zu	w1_d203e19702
eben	w3_d203e19705
denen	w5_d203e19708
Stunden;	w7_d203e19711
es	w9_d203e19714
ware	w11_d203e19717
aber	w13_d203e19721
der	w15_d203e19724
Stoß	w1_d203e19729
so	w3_d203e19732
nachdrücklich,	w5_d203e19735
daß	w7_d203e19738
1053.	w9_d203e19741
Personen	w11_d203e19744
unter	w1_d203e19749
denen	w3_d203e19752
Ruinen	w5_d203e19755
der	w7_d203e19758
Häuser	w9_d203e19761
verschüttet	w11_d203e19764
wurden.	w1_d203e19770
Das	w3_d203e19773
Schrecken	w5_d203e19776
und	w7_d203e19779
Zagen	w9_d203e19782
der	w11_d203e19785
Ein	w13_d203e19789
wohner	w1_d203e19794
ward	w3_d203e19797
am	w5_d203e19800
10.	w7_d203e19803
Fruhe	w9_d203e19806
noch	w11_d203e19809
grösser,	w13_d203e19813
als	w15_d203e19816
sie	w1_d203e19821
18.	w3_d203e19824
neue	w5_d203e19827
Jnseln	w7_d203e19830
ansichtig	w9_d203e19833
wurden,	w11_d203e19836
die	w13_d203e19840
sich	w15_d203e19843
in	w1_d203e19848
einem	w3_d203e19851
Abstande	w5_d203e19854
von	w7_d203e19857
00.	w9_d203e19860
Klaftern,	w11_d203e19863
und	w13_d203e19867
Nord=wärts	w1_d203e19873
ihrer	w3_d203e19876
Jnsul	w5_d203e19879
erhoben.	w7_d203e19882
Zu	w9_d203e19885
Fayans	w11_d203e19888
des	w1_d203e19893
Viemes	w3_d203e19896
hat	w5_d203e19899
eben	w7_d203e19902
dieser	w9_d203e19905
Stoß	w11_d203e19908
alle	w13_d203e19912
Gebäu	w15_d203e19915
de	w1_d203e19920
über	w3_d203e19923
den	w5_d203e19926
Hauffen	w7_d203e19929
geworfen.	w9_d203e19932
Man	w11_d203e19935
er	w13_d203e19939
kennet	w1_d203e19944
allda	w3_d203e19947
weder	w5_d203e19950
Häuser,	w7_d203e19953
noch	w9_d203e19956
Gassen	w11_d203e19959
mehr:	w13_d203e19963
man	w1_d203e19969
sihet	w3_d203e19972
nichts	w5_d203e19975
als	w7_d203e19978
Schütt	w9_d203e19981
und	w11_d203e19984
Stücke	w13_d203e19988
</p>
<p id="p8_d203e19991">
von	w1_d203e19995
Steinen.	w3_d203e19998
Das	w5_d203e20001
Erdereich	w7_d203e20004
ist	w9_d203e20007
an	w11_d203e20010
etlichen	w13_d203e20014
Orten	w1_d203e20019
von	w3_d203e20022
einander	w5_d203e20025
los	w7_d203e20028
gegangen,	w9_d203e20031
und	w11_d203e20034
in	w13_d203e20038
die	w15_d203e20041
See	w1_d203e20046
gewälzet.	w3_d203e20049
Man	w5_d203e20052
sihet	w7_d203e20055
noch	w9_d203e20058
die	w11_d203e20061
von	w13_d203e20065
dem	w1_d203e20071
Ufer	w3_d203e20074
entfernte	w5_d203e20077
und	w7_d203e20080
mit	w9_d203e20083
Wasser	w11_d203e20086
umgebe	w13_d203e20090
ne	w1_d203e20095
Erd=zungen	w3_d203e20098
ihre	w5_d203e20101
Gestalt	w7_d203e20104
mit	w9_d203e20107
allem	w11_d203e20110
dem	w13_d203e20114
behalten,	w1_d203e20119
was	w3_d203e20122
sie	w5_d203e20125
in	w7_d203e20128
sich	w9_d203e20131
faßten.	w11_d203e20134
Auf	w13_d203e20138
einer	w15_d203e20141
dieser	w1_d203e20146
schwimmenden	w3_d203e20149
Jnsuln	w5_d203e20152
ist	w7_d203e20155
ein	w9_d203e20158
mit	w11_d203e20161
Bäu	w13_d203e20165
men	w1_d203e20171
umgebenes	w3_d203e20174
Haus,	w5_d203e20177
das	w7_d203e20180
gar	w9_d203e20183
nicht	w11_d203e20186
be	w13_d203e20190
schädiget	w1_d203e20195
ist.	w3_d203e20198
Monte	w5_d203e20201
Formeso,	w7_d203e20204
das	w9_d203e20207
Süd	w11_d203e20210
ostwärts	w1_d203e20215
dieser	w3_d203e20218
Jnsul	w5_d203e20221
gelegen,	w7_d203e20224
hat	w9_d203e20227
sich	w11_d203e20230
in	w13_d203e20234
2.	w1_d203e20239
Theile	w3_d203e20242
getheilet.	w5_d203e20245
Der	w7_d203e20248
eine	w9_d203e20251
hat	w11_d203e20254
sich	w13_d203e20258
in	w15_d203e20261
das	w17_d203e20264
Meer	w1_d203e20270
gesenket,	w3_d203e20273
und	w5_d203e20276
ist	w7_d203e20279
von	w9_d203e20282
dem	w11_d203e20285
andern	w13_d203e20289
beyna	w15_d203e20292
he	w1_d203e20297
auf	w3_d203e20300
100.	w5_d203e20303
Klafter	w7_d203e20306
entfernet.	w9_d203e20309
Von	w11_d203e20312
der	w13_d203e20316
Ostlichen	w1_d203e20321
Spitze	w3_d203e20324
der	w5_d203e20327
Jnsul	w7_d203e20330
Topo	w9_d203e20333
bis	w11_d203e20336
zum	w13_d203e20340
Flecken	w1_d203e20345
Caletha	w3_d203e20348
sihet	w5_d203e20351
man	w7_d203e20354
nichts	w9_d203e20357
als	w11_d203e20360
Ruinen,	w13_d203e20364
und	w1_d203e20370
kein	w3_d203e20373
Gebäude	w5_d203e20376
hat	w7_d203e20379
widerstanden.	w9_d203e20382
Das	w11_d203e20385
Erdreich	w1_d203e20390
hat	w3_d203e20393
sich	w5_d203e20396
sogar	w7_d203e20399
an	w9_d203e20402
verschiedenen	w11_d203e20405
Or	w13_d203e20409
ten	w1_d203e20414
aufgethan,	w3_d203e20417
und	w5_d203e20420
ein	w7_d203e20423
Stück	w9_d203e20426
Landes,	w11_d203e20429
das	w13_d203e20433
sich	w1_d203e20438
fast	w3_d203e20441
auf	w5_d203e20444
eine	w7_d203e20447
Viertel=meile	w9_d203e20450
erstrecket,	w11_d203e20453
ist	w1_d203e20459
in	w3_d203e20462
die	w5_d203e20465
See	w7_d203e20468
gestürzet.	w9_d203e20471
Einige	w11_d203e20474
Gebürge	w13_d203e20478
haben	w1_d203e20483
ihre	w3_d203e20486
Stelle	w5_d203e20489
geändert;	w7_d203e20492
andere	w9_d203e20495
aber	w11_d203e20498
seynd	w1_d203e20503
ganz	w3_d203e20506
und	w5_d203e20509
gar	w7_d203e20512
unsichtbar	w9_d203e20515
geworden,	w11_d203e20518
al	w13_d203e20522
so,	w1_d203e20527
daß	w3_d203e20530
die	w5_d203e20533
Communication	w7_d203e20536
zwischen	w9_d203e20539
einigen	w11_d203e20542
von	w1_d203e20548
diesen	w3_d203e20551
Jnsuln,	w5_d203e20554
die	w7_d203e20557
ehedem	w9_d203e20560
wegen	w11_d203e20563
der	w13_d203e20567
stei	w15_d203e20570
len	w1_d203e20575
Felsen	w3_d203e20578
ganz	w5_d203e20581
unmöglich	w7_d203e20584
war,	w9_d203e20587
anjetzo	w11_d203e20590
frey	w13_d203e20594
ist.	w1_d203e20599
Eine	w3_d203e20602
Ebene	w5_d203e20605
ist	w7_d203e20608
auf	w9_d203e20611
die	w11_d203e20614
Gebürge	w13_d203e20618
gefolget.	w15_d203e20621
Ein	w1_d203e20626
Theil	w3_d203e20629
des	w5_d203e20632
Dorfs	w7_d203e20635
Norte=grande	w9_d203e20638
hat	w11_d203e20641
sich	w13_d203e20645
auch	w1_d203e20651
von	w3_d203e20654
dem	w5_d203e20657
übrigen	w7_d203e20660
abgesöndert,	w9_d203e20663
und	w11_d203e20666
ei	w13_d203e20670
ne	w1_d203e20675
neue	w3_d203e20678
Jnsul	w5_d203e20681
in	w7_d203e20684
der	w9_d203e20687
Distanz	w11_d203e20690
von	w13_d203e20694
150	w15_d203e20697
Klaf	w17_d203e20700
tern	w1_d203e20705
formiret.	w3_d203e20708
Alle	w5_d203e20711
mit	w7_d203e20714
Schrecken	w9_d203e20717
und	w11_d203e20720
Angst	w13_d203e20724
erfüllte	w1_d203e20729
Einwohner	w3_d203e20732
dieser	w5_d203e20735
Jnsuln	w7_d203e20738
leben	w9_d203e20741
in	w11_d203e20744
de	w13_d203e20748
nen	w1_d203e20754
Wäldern,	w3_d203e20757
und	w5_d203e20760
Forcht	w7_d203e20763
und	w9_d203e20766
Zagen	w11_d203e20769
beglei	w13_d203e20773
ten	w1_d203e20778
sie	w3_d203e20781
allenthalben,	w5_d203e20784
indem	w7_d203e20787
die	w9_d203e20790
beständig	w11_d203e20793
unruhige	w1_d203e20798
Erde	w3_d203e20801
ihnen	w5_d203e20804
von	w7_d203e20807
allen	w9_d203e20810
Seiten	w11_d203e20813
Grä	w13_d203e20817
ber	w1_d203e20822
zeiget.	w3_d203e20825
Unsägliche	w5_d203e20828
Stein=klumpen	w7_d203e20831
lösen	w9_d203e20834
sich	w1_d203e20840
unaufhörlich	w3_d203e20843
von	w5_d203e20846
dem	w7_d203e20849
Felsen	w9_d203e20852
ab.	w11_d203e20855
Es	w13_d203e20859
haben	w1_d203e20864
sich	w3_d203e20867
aller	w5_d203e20870
Orten	w7_d203e20873
tieffe	w9_d203e20876
Abgründe	w11_d203e20879
geöfnet,	w13_d203e20883
welche	w1_d203e20888
sie	w3_d203e20891
verschlingen,	w5_d203e20894
und	w7_d203e20897
man	w9_d203e20900
siehet	w11_d203e20903
fast	w13_d203e20907
al	w15_d203e20910
le	w1_d203e20915
Tage	w3_d203e20918
ganze	w5_d203e20921
Felsen	w7_d203e20924
sinken,	w9_d203e20927
oder	w11_d203e20930
sich	w13_d203e20934
vernicht	w15_d203e20937
ten.	w1_d203e20943
Die	w3_d203e20946
Jnsul	w5_d203e20949
Pic	w7_d203e20952
hat	w9_d203e20955
diese	w11_d203e20958
verschiedene	w13_d203e20962
Erschütterungen	w1_d203e20967
nur	w3_d203e20970
wenig	w5_d203e20973
verspühret,	w7_d203e20976
aus	w9_d203e20979
genommen	w1_d203e20984
in	w3_d203e20987
dem	w5_d203e20990
Theile,	w7_d203e20993
der	w9_d203e20996
nach	w11_d203e20999
der	w13_d203e21003
Jn	w15_d203e21006
sul	w1_d203e21011
St.	w3_d203e21014
George	w5_d203e21017
zu	w7_d203e21020
liget.	w9_d203e21023
Diese	w11_d203e21026
Gegend	w13_d203e21030
hat	w15_d203e21033
viel	w1_d203e21039
gelitten,	w3_d203e21042
und	w5_d203e21045
es	w7_d203e21048
seynd	w9_d203e21051
11.	w11_d203e21054
Personen	w13_d203e21058
da	w15_d203e21061
</p>
<p id="p14_d203e21075">
selbst	w1_d203e21079
umgekommen.	w3_d203e21082
Am	w5_d203e21085
Tage	w7_d203e21088
des	w9_d203e21091
ersten	w11_d203e21094
Erb=beheus	w1_d203e21099
war	w3_d203e21102
die	w5_d203e21105
See	w7_d203e21108
in	w9_d203e21111
einer	w11_d203e21114
ausseror	w13_d203e21118
dentlichen	w1_d203e21123
Bewegung.	w3_d203e21126
Die	w5_d203e21129
Wasser=wogen	w7_d203e21132
drungen	w1_d203e21138
mit	w3_d203e21141
Ungestumm	w5_d203e21144
auf	w7_d203e21147
die	w9_d203e21150
Jnsul	w11_d203e21153
St.	w13_d203e21157
George	w1_d203e21162
von	w3_d203e21165
Westen	w5_d203e21168
nach	w7_d203e21171
Osten.	w9_d203e21174
Auf	w11_d203e21177
der	w1_d203e21182
Jnsel	w3_d203e21185
Pie	w5_d203e21188
strömten	w7_d203e21191
dieselben	w9_d203e21194
von	w11_d203e21197
Ost	w13_d203e21201
nach	w1_d203e21206
West,	w3_d203e21209
und	w5_d203e21212
von	w7_d203e21215
Sud	w9_d203e21218
nach	w11_d203e21221
West	w13_d203e21225
auf	w15_d203e21228
der	w17_d203e21231
Jnsul	w1_d203e21237
Gratiofa.	w3_d203e21240
Die	w5_d203e21243
Jnsul	w7_d203e21246
Fayal	w9_d203e21249
hat	w11_d203e21252
nur	w13_d203e21256
eine	w1_d203e21261
geringe	w3_d203e21264
Erschütterung	w5_d203e21267
empfunden,	w7_d203e21270
und	w9_d203e21273
die	w1_d203e21278
Bewegung	w3_d203e21281
des	w5_d203e21284
Meers	w7_d203e21287
ist	w9_d203e21290
fast	w11_d203e21293
unmerklich	w13_d203e21297
gewesen.	w1_d203e21302
Auf	w3_d203e21305
denen	w5_d203e21308
Jnsuln	w7_d203e21311
St.	w9_d203e21314
Michael	w11_d203e21317
und	w1_d203e21323
St.	w3_d203e21326
Maria	w5_d203e21329
hat	w7_d203e21332
man	w9_d203e21335
lediglich	w11_d203e21338
die	w13_d203e21342
Wür	w15_d203e21345
kungen	w1_d203e21350
eines	w3_d203e21353
ordentlichen	w5_d203e21356
Erdebebens	w7_d203e21359
empfun	w9_d203e21362
den.	w1_d203e21367
Die	w3_d203e21370
Jnsuln	w5_d203e21373
des	w7_d203e21376
Fleurs	w9_d203e21379
und	w11_d203e21382
du	w13_d203e21386
Corbeau	w15_d203e21389
seynd	w1_d203e21394
allein	w3_d203e21397
von	w5_d203e21400
dem	w7_d203e21403
allgemeinen	w9_d203e21406
Unfalle	w11_d203e21409
befreyet	w1_d203e21415
geblieben.	w3_d203e21418
Was	w5_d203e21421
übrigens	w7_d203e21424
die	w9_d203e21427
durch	w11_d203e21430
dieses	w1_d203e21435
Erd=beben	w3_d203e21438
untereinstens	w5_d203e21441
beschehene	w7_d203e21444
Ein	w9_d203e21447
stürzung	w1_d203e21452
des	w3_d203e21455
Feuer=speyenden	w5_d203e21458
Berges	w7_d203e21461
und	w9_d203e21464
Verschuttung	w1_d203e21469
des	w3_d203e21472
