<doc id="wr_1760-01-26" attrs="word" year="1760" month="01" day="26" corpus="2">
<head id="h2_d418e2999">
Coblenz	w1_d418e3003
genommen.	w7_d418e17459
Als	w9_d418e17462
wer	w11_d418e17465
den	w1_d418e17470
demnach	w3_d418e17473
all	w5_d418e17476
und	w7_d418e17479
jede,	w9_d418e17482
so	w11_d418e17485
obig=in	w13_d418e17489
Verfurst	w15_d418e17492
geraten=Baron	w1_d418e17498
Rzikowskysche	w3_d418e17501
Originalaffeeu	w5_d418e17504
rations=schein	w1_d418e17509
etwann	w3_d418e17512
in	w5_d418e17515
Handen	w7_d418e17518
haben,	w9_d418e17521
oder	w11_d418e17524
hierauf	w1_d418e17529
einen	w3_d418e17532
Anspruch	w5_d418e17535
zu	w7_d418e17538
machen	w9_d418e17541
vermeinen,	w11_d418e17544
von	w1_d418e17549
heute	w3_d418e17552
an	w5_d418e17555
binnen	w7_d418e17558
eines	w9_d418e17561
Jahrs,	w11_d418e17564
sechs	w13_d418e17568
Wochen	w15_d418e17571
und	w1_d418e17577
drey	w3_d418e17580
Tages=frist	w5_d418e17583
bey	w7_d418e17586
Eingangs	w9_d418e17589
gedachtKai	w11_d418e17592
serl.	w1_d418e17597
Königl.	w3_d418e17600
Jud.	w5_d418e17603
Del.	w7_d418e17606
Mil,	w9_d418e17609
mixt.	w11_d418e17612
also	w13_d418e17616
gewiß	w15_d418e17619
anzumelden,	w1_d418e17624
und	w3_d418e17627
solchen	w5_d418e17630
beyzubringen	w7_d418e17633
haben,	w9_d418e17636
wie	w1_d418e17641
im	w3_d418e17644
widrigen	w5_d418e17647
nach	w7_d418e17650
Verfliessung	w9_d418e17653
des	w11_d418e17656
angesetz	w13_d418e17660
ten	w1_d418e17666
Termins	w3_d418e17669
mehr	w5_d418e17672
ermeldter	w7_d418e17675
Assecurations=schein	w9_d418e17678
ipso	w1_d418e17683
facto	w3_d418e17686
caßiret,	w5_d418e17689
annülliret,	w7_d418e17692
und	w9_d418e17695
amortisiret,	w11_d418e17698
auch	w1_d418e17703
hierüber,	w3_d418e17706
was	w5_d418e17709
Rechtens	w7_d418e17712
ist,	w9_d418e17715
vorgekehret	w11_d418e17718
werden	w1_d418e17723
solle.	w3_d418e17726
Wien	w5_d418e17729
den	w7_d418e17732
12.	w9_d418e17735
Januarii	w11_d418e17738
1760.	w13_d418e17742
</p>
<p id="p26_d418e17745">
Es	w1_d418e17749
ist	w3_d418e17752
auf	w5_d418e17755
künftigen	w7_d418e17758
Georgi	w9_d418e17761
in	w11_d418e17764
der	w13_d418e17768
Schwarzbö	w15_d418e17771
ckischen	w1_d418e17776
Behausung	w3_d418e17779
in	w5_d418e17782
dem	w7_d418e17785
sogenannten	w9_d418e17788
Roßma	w11_d418e17791
rin=gässel	w1_d418e17796
nächst	w3_d418e17799
der	w5_d418e17802
Fis	w7_d418e17805
er=stiegen	w9_d418e17808
in	w11_d418e17811
dem	w13_d418e17815
1sten	w15_d418e17818
Stock	w1_d418e17824
eine	w3_d418e17827
Wohnung	w5_d418e17830
samt	w7_d418e17833
Stallung,	w9_d418e17836
und	w11_d418e17839
gesperr	w13_d418e17843
ter	w1_d418e17848
Wagen=schupfen,	w3_d418e17851
auch	w5_d418e17854
aller	w7_d418e17857
Zugehör	w9_d418e17860
zu	w11_d418e17863
verlas	w13_d418e17867
sen,	w1_d418e17872
wessenthalben	w3_d418e17875
man	w5_d418e17878
sich	w7_d418e17881
im	w9_d418e17884
besagten	w11_d418e17887
Haus	w13_d418e17891
im	w15_d418e17894
1sten	w1_d418e17899
Stock	w3_d418e17902
anzumelden	w5_d418e17905
hat.	w7_d418e17908
</p>
<p id="p36_d418e18010">
Antwort=schreiben	w1_d418e18014
eines	w3_d418e18017
Herzogl.	w5_d418e18020
Würtembergischen	w1_d418e18025
Officiers	w3_d418e18028
von	w5_d418e18031
der	w1_d418e18036
Cavallerie	w3_d418e18039
an	w5_d418e18042
einen	w7_d418e18045
guten	w9_d418e18048
Freund	w1_d418e18054
unter	w3_d418e18057
denen	w5_d418e18060
Herzoglich	w7_d418e18063
Braunschweigischen	w1_d418e18068
Trupen	w3_d418e18071
aus	w5_d418e18074
denen	w1_d418e18079
Winter=quartieren	w3_d418e18082
an	w5_d418e18085
der	w1_d418e18090
Tauber	w3_d418e18093
vom	w5_d418e18096
</p>
<head id="h2_d418e18102">
16.	w1_d418e18106
Jan.	w3_d418e18109
</head>
<p id="p4_d418e18112">
Jch	w1_d418e18116
werde	w3_d418e18119
zwar	w5_d418e18122
abermalen,	w7_d418e18125
wehrtester	w9_d418e18128
Freund!	w1_d418e18133
von	w3_d418e18136
ihrer	w5_d418e18139
mir	w7_d418e18142
schon	w9_d418e18145
bekann	w11_d418e18148
ten	w1_d418e18153
edelmütigen	w3_d418e18156
Gesinnung	w5_d418e18159
durch	w7_d418e18162
diejenige	w9_d418e18165
Entschuldigung	w1_d418e18171
überzeuget,	w3_d418e18174
die	w5_d418e18177
sie	w7_d418e18180
mir	w9_d418e18183
in	w11_d418e18186
dero	w1_d418e18191
letzteren	w3_d418e18194
schätzbaren	w5_d418e18197
Zuschrift,	w7_d418e18200
wegen	w9_d418e18203
des	w1_d418e18208
in	w3_d418e18211
der	w5_d418e18214
Berlinischen	w7_d418e18217
Haude	w9_d418e18220
und	w11_d418e18223
Spe	w13_d418e18227
nerischen	w1_d418e18232
Zeitung	w3_d418e18235
Num.	w5_d418e18238
1.	w7_d418e18241
unter	w9_d418e18244
dem	w11_d418e18247
vor	w13_d418e18251
geblichen	w1_d418e18257
Namen	w3_d418e18260
eines	w5_d418e18263
HerzoglichBraun	w7_d418e18266
schweigischen	w1_d418e18271
Officiers	w3_d418e18274
befindlichen	w5_d418e18277
Schrei	w7_d418e18280
bens	w1_d418e18285
zu	w3_d418e18288
machen	w5_d418e18291
beliebet;	w7_d418e18294
alleine	w9_d418e18297
ich	w11_d418e18300
kan	w13_d418e18304
ihnen	w1_d418e18309
zu	w3_d418e18312
ihrer	w5_d418e18315
Beruhigung	w7_d418e18318
versicheren,	w9_d418e18321
wie	w11_d418e18324
nicht	w1_d418e18330
jemand	w3_d418e18333
vermuten	w5_d418e18336
werde,	w7_d418e18339
daß	w9_d418e18342
einer	w11_d418e18345
von	w13_d418e18349
ihren	w1_d418e18354
Herren	w3_d418e18357
Cameraden	w5_d418e18360
so	w7_d418e18363
niederträchtig	w9_d418e18366
denken	w1_d418e18371
solte,	w3_d418e18374
um	w5_d418e18377
den	w7_d418e18380
würklichen	w9_d418e18383
Verfasser	w11_d418e18386
ei	w13_d418e18390
nesdergleichen	w1_d418e18395
mit	w3_d418e18398
denen	w5_d418e18401
gröbsten	w7_d418e18404
Unwahr	w9_d418e18407
heiten,	w1_d418e18413
verwegenesten	w3_d418e18416
Schmäh	w5_d418e18419
und	w7_d418e18422
Lästerun	w9_d418e18425
gen	w1_d418e18430
angefüllten	w3_d418e18433
Schreibens	w5_d418e18436
zu	w7_d418e18439
seyn.	w9_d418e18442
Wenig	w11_d418e18445
stens	w1_d418e18450
haben	w3_d418e18453
wir	w5_d418e18456
eine	w7_d418e18459
bessere	w9_d418e18462
Neigung	w11_d418e18465
von	w13_d418e18469
ih	w15_d418e18472
nen;	w1_d418e18477
wir	w3_d418e18480
lassen	w5_d418e18483
ihnen	w7_d418e18486
alle	w9_d418e18489
Gerechtigkeit	w11_d418e18492
wie	w13_d418e18496
derfahren;	w1_d418e18502
wir	w3_d418e18505
erkennen	w5_d418e18508
gnebst,	w7_d418e18511
daß	w9_d418e18514
sich	w11_d418e18517
in	w13_d418e18521
dem	w15_d418e18524
jungen	w1_d418e18529
Herrn	w3_d418e18532
Erb=prinzen	w5_d418e18535
von	w7_d418e18538
Braunschweig	w9_d418e18541
Anzeigen	w1_d418e18546
solcher	w3_d418e18549
hohe	w5_d418e18552
Begabnüsse	w7_d418e18555
hervorthun,	w9_d418e18558
welche,	w1_d418e18563
wann	w3_d418e18566
sie	w5_d418e18569
durch	w7_d418e18572
die	w9_d418e18575
Erfahrung	w11_d418e18578
cultivi	w13_d418e18582
ret,	w1_d418e18588
und	w3_d418e18591
nicht	w5_d418e18594
durch	w7_d418e18597
allzuviele	w9_d418e18600
Schmeicheleyen	w11_d418e18603
entweder	w1_d418e18608
wieder	w3_d418e18611
erstickt	w5_d418e18614
werden,	w7_d418e18617
oder	w9_d418e18620
in	w11_d418e18623
ein	w13_d418e18627
übertriebenes	w1_d418e18632
Feuer	w3_d418e18635
ausschlagen	w5_d418e18638
diesen	w7_d418e18641
jung	w9_d418e18644
Herrn	w1_d418e18649
dereinst	w3_d418e18652
in	w5_d418e18655
die	w7_d418e18658
Reibe	w9_d418e18661
deren	w11_d418e18664
grossen	w13_d418e18668
Ge	w15_d418e18671
nerals	w1_d418e18677
und	w3_d418e18680
Helden	w5_d418e18683
versetzen	w7_d418e18686
können.	w9_d418e18689
Es	w11_d418e18692
ist	w13_d418e18696
übrigens	w1_d418e18701
meine	w3_d418e18704
Sache	w5_d418e18707
nicht,	w7_d418e18710
den	w9_d418e18713
Stutt	w11_d418e18716
</p>
<p id="p6_d418e18719">
gardtischen	w1_d418e18723
Zeitung=schreiber	w3_d418e18726
zu	w5_d418e18729
vertheidi	w7_d418e18732
gen,	w1_d418e18737
und	w3_d418e18740
hier	w5_d418e18743
weitläufig	w7_d418e18746
zu	w9_d418e18749
erläuteren,	w11_d418e18752
ob	w1_d418e18757
er	w3_d418e18760
die	w5_d418e18763
Action	w7_d418e18766
von	w9_d418e18769
Fulda	w11_d418e18772
vom	w13_d418e18776
30.	w15_d418e18779
No	w17_d418e18782
vembris	w1_d418e18788
nächst	w3_d418e18791
verstrichenen	w5_d418e18794
Jahres	w7_d418e18797
nach	w9_d418e18800
ächter	w1_d418e18805
Urkunden	w3_d418e18808
in	w5_d418e18811
ihren	w7_d418e18814
völligen	w9_d418e18817
Zusam	w11_d418e18820
menhang	w1_d418e18825
vorzulegen	w3_d418e18828
im	w5_d418e18831
Stande	w7_d418e18834
gewesen,	w9_d418e18837
so	w1_d418e18842
viel	w3_d418e18845
weiß	w5_d418e18848
ich	w7_d418e18851
aber,	w9_d418e18854
daß	w11_d418e18857
die	w13_d418e18861
Beschreibung	w15_d418e18864
des	w1_d418e18870
wahrhaften	w3_d418e18873
Hergangs	w5_d418e18876
dieser	w7_d418e18879
Affaire	w9_d418e18882
von	w1_d418e18887
guter	w3_d418e18890
Hand	w5_d418e18893
an	w7_d418e18896
seine	w9_d418e18899
Behörde	w11_d418e18902
mit	w13_d418e18906
al	w15_d418e18909
len	w1_d418e18914
ihren	w3_d418e18917
Umständen	w5_d418e18920
gelanget	w7_d418e18923
und	w9_d418e18926
von	w11_d418e18929
dar	w13_d418e18933
aus	w1_d418e18938
allen	w3_d418e18941
denen	w5_d418e18944
zugekommen	w7_d418e18947
ist,	w9_d418e18950
die	w11_d418e18953
solche	w13_d418e18957
wissen	w1_d418e18963
sollten,	w3_d418e18966
ohne	w5_d418e18969
daß	w7_d418e18972
man	w9_d418e18975
dies	w11_d418e18978
Orts	w13_d418e18982
ver	w15_d418e18985
langet	w1_d418e18990
hat,	w3_d418e18993
in	w5_d418e18996
denen	w7_d418e18999
öffentlichen	w9_d418e19002
Zeitungs	w11_d418e19005
blättern	w1_d418e19010
mit	w3_d418e19013
denen	w5_d418e19016
so	w7_d418e19019
klugen,	w9_d418e19022
als	w11_d418e19025
tapferen	w13_d418e19029
Anordnungen	w1_d418e19034
zu	w3_d418e19037
brilliren,	w5_d418e19040
welche	w7_d418e19043
unser	w9_d418e19046
gros	w11_d418e19049
ser	w1_d418e19055
Herzog	w3_d418e19058
bey	w5_d418e19061
diesem	w7_d418e19064
Vorfall	w9_d418e19067
nach	w11_d418e19070
seiner	w13_d418e19074
Reichs=kündigen	w1_d418e19079
höchst=erleuchtesten	w3_d418e19082
Ein	w5_d418e19085
sicht	w1_d418e19090
und	w3_d418e19093
vielfältig	w5_d418e19096
beprobten	w7_d418e19099
superieusen	w9_d418e19102
Genie	w1_d418e19107
veranstaltet,	w3_d418e19110
und	w5_d418e19113
vom	w7_d418e19116
Anfang	w9_d418e19119
bis	w11_d418e19122
zum	w1_d418e19128
Ende	w3_d418e19131
mit	w5_d418e19134
seiner	w7_d418e19137
Gegenwart	w9_d418e19140
und	w11_d418e19143
gege	w13_d418e19147
benen	w1_d418e19152
Ordres	w3_d418e19155
unterstützet,	w5_d418e19158
auch	w7_d418e19161
so	w9_d418e19164
glor	w11_d418e19167
reich	w1_d418e19172
ausgeführet,	w3_d418e19175
daß	w5_d418e19178
seine	w7_d418e19181
Retraite,	w9_d418e19184
nach	w11_d418e19187
deme	w1_d418e19192
er	w3_d418e19195
lang	w5_d418e19198
genug	w7_d418e19201
mit	w9_d418e19204
1200.	w11_d418e19207
Grenadiers,	w13_d418e19211
und	w1_d418e19217
einem	w3_d418e19220
Regiment	w5_d418e19223
Cuiraßiers	w7_d418e19226
der	w9_d418e19229
so	w11_d418e19232
sehr	w1_d418e19237
überlegenen	w3_d418e19240
feindlichen	w5_d418e19243
Macht	w7_d418e19246
die	w9_d418e19249
Spi	w11_d418e19252
tze	w1_d418e19257
geboten,	w3_d418e19260
für	w5_d418e19263
ein	w7_d418e19266
Meister=stuck	w9_d418e19269
der	w11_d418e19272
Kriegs	w13_d418e19276
kunst	w1_d418e19281
zu	w3_d418e19284
ewigen	w5_d418e19287
Zeiten	w7_d418e19290
von	w9_d418e19293
Kenneren	w11_d418e19296
ver	w13_d418e19300
ehret	w1_d418e19306
werden	w3_d418e19309
wird.	w5_d418e19312
Lassen	w7_d418e19315
sie,	w9_d418e19318
wehrtester	w11_d418e19321
Freund!	w1_d418e19326
dargegen	w3_d418e19329
den	w5_d418e19332
Berliner	w7_d418e19335
Zeitungs	w9_d418e19338
schreiber	w1_d418e19343
so	w3_d418e19346
viel	w5_d418e19349
Unwahrheiten	w7_d418e19352
und	w9_d418e19355
Schmä	w11_d418e19358
hungen	w1_d418e19363
erdichten,	w3_d418e19366
als	w5_d418e19369
er	w7_d418e19372
will.	w9_d418e19375
Was	w11_d418e19378
kan	w13_d418e19382
man	w1_d418e19388
vor	w3_d418e19391
Calumnitäten?	w5_d418e19394
muß	w7_d418e19397
nicht	w9_d418e19400
ein	w11_d418e19403
je	w13_d418e19407
der	w1_d418e19412
leyden,	w3_d418e19415
daß	w5_d418e19418
ihm	w7_d418e19421
ein	w9_d418e19424
kleiner	w11_d418e19427
Hund	w13_d418e19431
öf	w15_d418e19434
ters	w1_d418e19439
nachbellet,	w3_d418e19442
und	w5_d418e19445
seinen	w7_d418e19448
Zorn	w9_d418e19451
gegen	w11_d418e19454
ihn	w13_d418e19458
durch	w1_d418e19463
giftigen	w3_d418e19466
Speichel	w5_d418e19469
auszustossen	w7_d418e19472
ver	w9_d418e19475
meinet?	w1_d418e19481
wer	w3_d418e19484
kehret	w5_d418e19487
sich	w7_d418e19490
aber	w9_d418e19493
daran.	w11_d418e19496
Man	w13_d418e19500
verachtet	w1_d418e19505
das	w3_d418e19508
boßhafte	w5_d418e19511
Thirrchen,	w7_d418e19514
sonsten	w9_d418e19517
man	w1_d418e19522
</p>
<p id="p10_d418e19527">
man	w1_d418e19531
ihm	w3_d418e19534
gar	w5_d418e19537
leicht	w7_d418e19540
mit	w9_d418e19543
einem	w11_d418e19546
einzigen	w13_d418e19550
Schlag	w1_d418e19555
den	w3_d418e19558
Garaus	w5_d418e19561
ausmachen	w7_d418e19564
könte,	w9_d418e19567
die	w11_d418e19570
leidige	w1_d418e19575
Erfahrung	w3_d418e19578
lehret	w5_d418e19581
satsam,	w7_d418e19584
daß	w9_d418e19587
Neid,	w11_d418e19590
Mißgunst,	w1_d418e19596
und	w3_d418e19599
Vorurtheile	w5_d418e19602
nichts	w7_d418e19605
unange	w9_d418e19608
tastet	w1_d418e19613
lassen,	w3_d418e19616
wann	w5_d418e19619
es	w7_d418e19622
noch	w9_d418e19625
so	w11_d418e19628
heilig	w13_d418e19632
ist.	w15_d418e19635
Grosse	w1_d418e19640
Herren	w3_d418e19643
sind	w5_d418e19646
Verleumdungen	w7_d418e19649
so	w9_d418e19652
gut	w11_d418e19655
als	w1_d418e19660
Privat=personen	w3_d418e19663
ausgesetzet;	w5_d418e19666
was	w7_d418e19669
hat	w9_d418e19672
man	w1_d418e19678
nicht	w3_d418e19681
alles	w5_d418e19684
von	w7_d418e19687
des	w9_d418e19690
Königs	w11_d418e19693
in	w13_d418e19697
Preus	w15_d418e19700
sen	w1_d418e19705
Majestät,	w3_d418e19708
sonderheitlich	w5_d418e19711
bey	w7_d418e19714
Gelegen	w9_d418e19717
heit	w1_d418e19722
der	w3_d418e19725
erstern	w5_d418e19728
wider	w7_d418e19731
die	w9_d418e19734
braven	w11_d418e19737
Oesterrei	w13_d418e19741
chischen	w1_d418e19746
Trupen	w3_d418e19749
gewagten	w5_d418e19752
Schlacht	w7_d418e19755
bey	w9_d418e19758
Molwitz	w1_d418e19764
in	w3_d418e19767
den	w5_d418e19770
Tag	w7_d418e19773
hinein	w9_d418e19776
geschrieben,	w11_d418e19779
sonder	w1_d418e19784
Zweiffel	w3_d418e19787
erinneren	w5_d418e19790
sie	w7_d418e19793
sich	w9_d418e19796
der	w11_d418e19799
der	w13_d418e19803
maligen	w1_d418e19808
Anectoten	w3_d418e19811
ganz	w5_d418e19814
wohl.	w7_d418e19817
Jch	w9_d418e19820
lasse	w11_d418e19823
sie	w1_d418e19828
an	w3_d418e19831
ihren	w5_d418e19834
Ort	w7_d418e19837
gestellet	w9_d418e19840
seyn,	w11_d418e19843
so	w13_d418e19847
viel	w15_d418e19850
kan	w17_d418e19853
ich	w1_d418e19859
ihnen	w3_d418e19862
aber	w5_d418e19865
auf	w7_d418e19868
meine	w9_d418e19871
Cavaliers	w11_d418e19874
und	w13_d418e19878
Officiers=parole	w1_d418e19883
versicheren,	w3_d418e19886
daß	w5_d418e19889
der	w7_d418e19892
Her	w9_d418e19895
zog,	w1_d418e19900
mein	w3_d418e19903
gnädigster	w5_d418e19906
Herr,	w7_d418e19909
von	w9_d418e19912
dem	w11_d418e19915
An	w13_d418e19919
bruch	w1_d418e19924
des	w3_d418e19927
Tages	w5_d418e19930
an,	w7_d418e19933
bis	w9_d418e19936
zum	w11_d418e19939
Ende	w13_d418e19943
dieser	w15_d418e19946
Fuldaischen	w1_d418e19952
Action,	w3_d418e19955
uns	w5_d418e19958
nicht	w7_d418e19961
einen	w9_d418e19964
Au	w11_d418e19967
genblick	w1_d418e19972
verlassen,	w3_d418e19975
seine	w5_d418e19978
unvergleichliche	w7_d418e19981
Ordres,	w1_d418e19986
mit	w3_d418e19989
dem	w5_d418e19992
Sang	w7_d418e19995
Froid,	w9_d418e19998
Mut	w11_d418e20001
und	w13_d418e20005
Lebenhaftigkeit	w1_d418e20010
ausgestellet,	w3_d418e20013
die	w5_d418e20016
wir	w7_d418e20019
an	w9_d418e20022
ihm	w11_d418e20025
gewohnet	w1_d418e20031
sind,	w3_d418e20034
und	w5_d418e20037
die	w7_d418e20040
man	w9_d418e20043
nur	w11_d418e20046
immer	w13_d418e20050
von	w1_d418e20055
dem	w3_d418e20058
grösten	w5_d418e20061
und	w7_d418e20064
erfahrensten	w9_d418e20067
General	w11_d418e20070
nicht	w1_d418e20075
tief=einsichtiger	w3_d418e20078
hätte	w5_d418e20081
erwarten	w7_d418e20084
können.	w9_d418e20087
Jch	w1_d418e20092
bin	w3_d418e20095
sowol	w5_d418e20098
hiervon,	w7_d418e20101
als	w9_d418e20104
von	w11_d418e20107
dem	w13_d418e20111
wahr	w15_d418e20114
haften	w1_d418e20120
Befund	w3_d418e20123
aller	w5_d418e20126
derer	w7_d418e20129
in	w9_d418e20132
der	w11_d418e20135
diesseiti	w13_d418e20139
gen	w1_d418e20144
ächten	w3_d418e20147
Relation	w5_d418e20150
von	w7_d418e20153
mehr	w9_d418e20156
berührter	w11_d418e20159
Fuldaischen	w1_d418e20164
Action	w3_d418e20167
enthaltenen	w5_d418e20170
Umständen	w7_d418e20173
ein	w1_d418e20178
augenscheinlicher	w3_d418e20181
Zeuge	w5_d418e20184
gewesen;	w7_d418e20187
sie	w9_d418e20190
werden	w1_d418e20196
mir	w3_d418e20199
also	w5_d418e20202
hierunter	w7_d418e20205
um	w9_d418e20208
so	w11_d418e20211
mehr	w13_d418e20215
glauben	w1_d418e20220
beymessen,	w3_d418e20223
als	w5_d418e20226
ihnen,	w7_d418e20229
wehrtester	w9_d418e20232
Freund!	w1_d418e20237
bekannt	w3_d418e20240
ist,	w5_d418e20243
daß	w7_d418e20246
ich	w9_d418e20249
kein	w11_d418e20252
Schmeich	w13_d418e20256
ler	w1_d418e20261
bin.	w3_d418e20264
Es	w5_d418e20267
wurde	w7_d418e20270
dieses	w9_d418e20273
mir	w11_d418e20276
auch	w13_d418e20280
bey	w15_d418e20283
meinen	w1_d418e20289
Durchleuchtigsten	w3_d418e20292
Herzog	w5_d418e20295
wenig	w7_d418e20298
nutzen,	w1_d418e20303
vielmehr	w3_d418e20306
den	w5_d418e20309
grösten	w7_d418e20312
Schaden	w9_d418e20315
brin	w11_d418e20318
gen,	w1_d418e20323
weilen	w3_d418e20326
Höchst=dieselbe	w5_d418e20329
ein	w7_d418e20332
abgesagter	w9_d418e20335
Feind	w1_d418e20340
von	w3_d418e20343
allen	w5_d418e20346
übertriebenen	w7_d418e20349
Lobeserhe	w9_d418e20352
bungen	w1_d418e20358
sind,	w3_d418e20361
und	w5_d418e20364
denjenigen	w7_d418e20367
mit	w9_d418e20370
der	w11_d418e20373
grö	w13_d418e20377
sten	w1_d418e20382
Judignation	w3_d418e20385
begegnen	w5_d418e20388
würden,	w7_d418e20391
wel	w9_d418e20394
cher	w1_d418e20399
sich	w3_d418e20402
unterfangen	w5_d418e20405
wolte,	w7_d418e20408
ihnen	w9_d418e20411
seine	w11_d418e20414
</p>
<p id="p12_d418e20418">
Cour	w1_d418e20422
auf	w3_d418e20425
eine	w5_d418e20428
so	w7_d418e20431
niederlrächtige	w9_d418e20434
Art,	w11_d418e20437
und	w13_d418e20441
mit	w1_d418e20446
grober	w3_d418e20449
Verletzung	w5_d418e20452
des	w7_d418e20455
andern	w9_d418e20458
grossen	w11_d418e20461
Herrn	w1_d418e20466
schuldigen	w3_d418e20469
Respects,	w5_d418e20472
zu	w7_d418e20475
machen,	w9_d418e20478
wie	w11_d418e20481
ein	w1_d418e20487
solches	w3_d418e20490
von	w5_d418e20493
dem	w7_d418e20496
vorgeblichen	w9_d418e20499
Herzoglich	w11_d418e20502
Braunschweigischen	w1_d418e20507
Officiers	w3_d418e20510
gegen	w5_d418e20513
den	w7_d418e20516
Hrn.	w9_d418e20519
Erb=prinzen	w1_d418e20524
von	w3_d418e20527
Braunschweig	w5_d418e20530
geschehen.	w7_d418e20533
Wann	w1_d418e20538
dieser	w3_d418e20541
junge	w5_d418e20544
Herr	w7_d418e20547
die	w9_d418e20550
rühmlichen	w11_d418e20553
Verstands	w1_d418e20559
und	w3_d418e20562
Gemüts=eigenschaften	w5_d418e20565
besitzet.	w7_d418e20568
wie	w1_d418e20573
nicht	w3_d418e20576
daran	w5_d418e20579
zu	w7_d418e20582
zweifeln	w9_d418e20585
ist,	w11_d418e20588
die	w13_d418e20592
man	w15_d418e20595
von	w1_d418e20600
ihm	w3_d418e20603
anpreiset,	w5_d418e20606
so	w7_d418e20609
wird	w9_d418e20612
er	w11_d418e20615
vorjetzt,	w13_d418e20619
und	w15_d418e20622
nochmehr	w1_d418e20627
künftig,	w3_d418e20630
jenen	w5_d418e20633
verdeckten	w7_d418e20636
Calum	w9_d418e20639
nianten	w1_d418e20645
schlechten	w3_d418e20648
Dank	w5_d418e20651
wissen,	w7_d418e20654
daß	w9_d418e20657
er	w11_d418e20660
ihme	w13_d418e20664
auf	w1_d418e20669
den	w3_d418e20672
so	w5_d418e20675
sehr	w7_d418e20678
hinfälligen	w9_d418e20681
Grund	w11_d418e20684
derer	w13_d418e20688
unverschämten	w1_d418e20693
Unwahrheiten,	w3_d418e20696
und	w5_d418e20699
frevent	w7_d418e20702
lichsten	w1_d418e20707
Verunglimpfungen	w3_d418e20710
Ehren=tempel	w5_d418e20713
aufbauen	w1_d418e20719
will.	w3_d418e20722
</p>
<p id="p14_d418e20725">
Ehe	w1_d418e20729
ich	w3_d418e20732
aber	w5_d418e20735
schliesse,	w7_d418e20738
muß	w9_d418e20741
ich	w11_d418e20744
annoch	w13_d418e20748
eine	w1_d418e20753
Anmerkung	w3_d418e20756
beantworten,	w5_d418e20759
welche	w7_d418e20762
dero	w9_d418e20765
geehrtestes	w1_d418e20770
Schreiben	w3_d418e20773
enthält:	w5_d418e20776
sie	w7_d418e20779
wunde	w9_d418e20782
ren	w1_d418e20788
sich	w3_d418e20791
nämlich,	w5_d418e20794
wehrtester	w7_d418e20797
Freund!	w9_d418e20800
daß	w11_d418e20803
das	w1_d418e20808
Berlinische	w3_d418e20811
Ministerium,	w5_d418e20814
in	w7_d418e20817
Abwe	w9_d418e20820
senheit	w1_d418e20825
des	w3_d418e20828
Kriegs,	w5_d418e20831
zuläst,	w7_d418e20834
daß	w9_d418e20837
derley	w11_d418e20840
in	w13_d418e20844
denen	w1_d418e20849
allgemeinen	w3_d418e20852
und	w5_d418e20855
Reichs=gesätzen	w7_d418e20858
höchst=verpönte	w1_d418e20864
Schmäh=schriften	w3_d418e20867
in	w5_d418e20870
die	w7_d418e20873
Berlinische	w1_d418e20878
Zeitung	w3_d418e20881
eingerucket	w5_d418e20884
werden.	w7_d418e20887
Bil	w9_d418e20890
lig	w1_d418e20895
solte	w3_d418e20898
es	w5_d418e20901
diesen	w7_d418e20904
Unfug	w9_d418e20907
steuren.	w11_d418e20910
Alleine	w13_d418e20914
bedenken	w1_d418e20919
sie,	w3_d418e20922
in	w5_d418e20925
was	w7_d418e20928
für	w9_d418e20931
Verlegenheit	w11_d418e20934
sich	w13_d418e20938
dieses	w1_d418e20944
gute	w3_d418e20947
Ministerium	w5_d418e20950
in	w7_d418e20953
gegenwärtigen	w9_d418e20956
Umständen	w1_d418e20961
befinden	w3_d418e20964
müsse.	w5_d418e20967
Jst	w7_d418e20970
es	w9_d418e20973
ihm	w11_d418e20976
wol	w1_d418e20981
bey	w3_d418e20984
sothaner	w5_d418e20987
Bewandnüß	w7_d418e20990
zu	w9_d418e20993
verargen,	w11_d418e20996
wann	w1_d418e21001
es	w3_d418e21004
seine	w5_d418e21007
Aufmerksamkeit,	w7_d418e21010
ob	w9_d418e21013
es	w11_d418e21016
schon	w13_d418e21020
seyn	w1_d418e21026
solte,	w3_d418e21029
nicht	w5_d418e21032
auf	w7_d418e21035
alles	w9_d418e21038
richte?	w11_d418e21041
Nein.	w13_d418e21045
Dann	w1_d418e21050
ich	w3_d418e21053
bin	w5_d418e21056
versichert,	w7_d418e21059
daß,	w9_d418e21062
wann	w11_d418e21065
des	w13_d418e21069
sen	w1_d418e21074
dermalige	w3_d418e21077
überhäufte	w5_d418e21080
Geschäfte,	w7_d418e21083
selbi	w9_d418e21086
gen	w1_d418e21091
verstattet	w3_d418e21094
hätten,	w5_d418e21097
einen	w7_d418e21100
Blick	w9_d418e21103
auf	w11_d418e21106
das	w13_d418e21110
Berlinische	w1_d418e21116
Zeitung=blat	w3_d418e21119
sub	w5_d418e21122
Num.	w7_d418e21125
1.	w9_d418e21128
dieses	w11_d418e21131
Jahrs,	w1_d418e21136
vor	w3_d418e21139
dessen	w5_d418e21142
Beförderung	w7_d418e21145
zum	w9_d418e21148
Druck	w11_d418e21151
zu	w1_d418e21156
werfen,	w3_d418e21159
sothanes	w5_d418e21162
erleuchtes	w7_d418e21165
Ministerium,	w9_d418e21168
den	w1_d418e21173
