<doc id="wr_1762-04-03" attrs="word" year="1762" month="04" day="03" corpus="2">
<head id="h2_d644e3254">
Auszug=schreiben	w1_d644e3258
auch	w7_d644e17690
zu	w9_d644e17693
ebener	w11_d644e17696
Erde	w13_d644e17700
mit	w15_d644e17703
einer	w17_d644e17706
Wohnung,	w1_d644e17712
und	w3_d644e17715
einer	w5_d644e17718
Speis=cammer,	w7_d644e17721
desgleichen	w9_d644e17724
mit	w1_d644e17729
einem	w3_d644e17732
wol	w5_d644e17735
gebauten	w7_d644e17738
Preß=haus,	w9_d644e17741
Keller	w11_d644e17744
und	w13_d644e17748
Stallung,	w1_d644e17753
dann	w3_d644e17756
einem	w5_d644e17759
daran	w7_d644e17762
stossenden	w9_d644e17765
Garten	w11_d644e17768
versehen	w1_d644e17773
ist,	w3_d644e17776
nebst	w5_d644e17779
einem	w7_d644e17782
darzu	w9_d644e17785
gehörigen	w11_d644e17788
8.	w13_d644e17792
Pfündi	w15_d644e17795
ger	w1_d644e17801
Weingärten=sätz,	w3_d644e17804
dann	w5_d644e17807
einem	w7_d644e17810
8.	w9_d644e17813
Pfundner	w11_d644e17816
Uberländ=weingarten	w1_d644e17821
im	w3_d644e17824
Somberg	w5_d644e17827
licitando	w7_d644e17830
dem	w9_d644e17833
Meistbietenden	w1_d644e17838
gegen	w3_d644e17841
baarer	w5_d644e17844
Bezahlung	w7_d644e17847
verkauf	w9_d644e17850
fet,	w1_d644e17855
oder	w3_d644e17858
allenfalls	w5_d644e17861
auch	w7_d644e17864
in	w9_d644e17867
Bestand	w11_d644e17870
verlassen	w13_d644e17874
werden.	w1_d644e17880
</p>
<p id="p44_d644e17883">
Auf	w1_d644e17887
Verordnung	w3_d644e17890
eines	w5_d644e17893
Löbl.	w7_d644e17896
Landmarschalli	w9_d644e17899
schen	w1_d644e17904
Gerichts	w3_d644e17907
wird	w5_d644e17910
in	w7_d644e17913
dem	w9_d644e17916
Fürst=Mannsfeldischen	w11_d644e17919
Haus	w1_d644e17924
auf	w3_d644e17927
der	w5_d644e17930
hohen	w7_d644e17933
Brucken	w9_d644e17936
im	w11_d644e17939
ersten	w13_d644e17943
Stock	w15_d644e17946
den	w17_d644e17949
14.	w1_d644e17955
April	w3_d644e17958
die	w5_d644e17961
Licitation	w7_d644e17964
einer	w9_d644e17967
zahlreichen	w11_d644e17970
Bücher	w13_d644e17974
bibliothee	w1_d644e17979
ihren	w3_d644e17982
Anfang	w5_d644e17985
nehmen,	w7_d644e17988
wovon	w9_d644e17991
der	w11_d644e17994
Ca	w13_d644e17998
talogus	w1_d644e18003
den	w3_d644e18006
5.	w5_d644e18009
6.	w7_d644e18012
und	w9_d644e18015
7.	w11_d644e18018
April	w13_d644e18022
bey	w15_d644e18025
Hrn.	w17_d644e18028
von	w19_d644e18031
Ne	w21_d644e18034
nenstein,	w1_d644e18039
in	w3_d644e18042
dem	w5_d644e18045
Passauer=hof	w7_d644e18048
und	w9_d644e18051
and	w11_d644e18054
auch	w13_d644e18058
in	w15_d644e18061
sei	w17_d644e18064
nen	w1_d644e18070
Gewölb	w3_d644e18073
auf	w5_d644e18076
der	w7_d644e18079
hohen	w9_d644e18082
Brucken	w11_d644e18085
gratis	w13_d644e18089
zu	w15_d644e18092
be	w17_d644e18095
kommen	w1_d644e18100
seyn	w3_d644e18103
wird.	w5_d644e18106
</p>
<p id="p46_d644e18109">
Die	w1_d644e18113
in	w3_d644e18116
verschiedenen	w5_d644e18119
Zeitungen	w7_d644e18122
versprochene	w9_d644e18125
Französische	w1_d644e18130
Gramaire,	w3_d644e18133
le	w5_d644e18136
Sincere	w7_d644e18139
Maitre	w9_d644e18142
de	w11_d644e18145
lan-	w13_d644e18149
gue	w1_d644e18154
en	w3_d644e18157
Autriche,	w5_d644e18160
der	w7_d644e18163
aufrichtige	w9_d644e18166
Sprachmeister	w11_d644e18169
in	w13_d644e18173
Oesterreich,	w1_d644e18179
genennt,	w3_d644e18182
ist	w5_d644e18185
nun	w7_d644e18188
vollkommen	w9_d644e18191
fertig,	w11_d644e18194
bestehet	w1_d644e18199
aus	w3_d644e18202
zwey	w5_d644e18205
Theilen,	w7_d644e18208
welche	w9_d644e18211
nicht	w11_d644e18214
nur	w13_d644e18218
alles,	w15_d644e18221
was	w1_d644e18226
in	w3_d644e18229
den	w5_d644e18232
besten	w7_d644e18235
Französischen	w9_d644e18238
Gramairen	w11_d644e18241
zu	w13_d644e18245
fin	w15_d644e18248
den,	w1_d644e18253
als	w3_d644e18256
da	w5_d644e18259
sind:	w7_d644e18262
des	w9_d644e18265
P'epliers,	w11_d644e18268
Curas	w13_d644e18272
des	w15_d644e18275
Dames,	w17_d644e18278
Jean	w1_d644e18284
du	w3_d644e18287
Grain,	w5_d644e18290
Moutons	w7_d644e18293
und	w9_d644e18296
anderen,	w11_d644e18299
deutlich	w13_d644e18303
ausgelegt,	w1_d644e18308
in	w3_d644e18311
besserer	w5_d644e18314
Ordnung	w7_d644e18317
gebracht,	w9_d644e18320
und	w11_d644e18323
ver	w13_d644e18327
bessert,	w1_d644e18332
einen	w3_d644e18335
Liebhaber	w5_d644e18338
der	w7_d644e18341
Französischen	w9_d644e18344
Sprache	w11_d644e18347
dargestellet,	w1_d644e18352
sondern	w3_d644e18355
auch	w5_d644e18358
ganz	w7_d644e18361
neue	w9_d644e18364
und	w11_d644e18367
sonderba	w13_d644e18371
re	w1_d644e18377
auf	w3_d644e18380
das	w5_d644e18383
kürzeste	w7_d644e18386
eingerichtete	w9_d644e18389
Anweisung	w11_d644e18392
gie	w13_d644e18396
bet,	w1_d644e18401
wie	w3_d644e18404
ein	w5_d644e18407
Lehr=begieriger,	w7_d644e18410
auch	w9_d644e18413
ohne	w11_d644e18416
jemandes	w13_d644e18420
Anweisung,	w1_d644e18425
wann	w3_d644e18428
er	w5_d644e18431
nur	w7_d644e18434
2.	w9_d644e18437
bis	w11_d644e18440
3.	w13_d644e18444
Schulen	w15_d644e18447
geler	w17_d644e18450
net,	w1_d644e18455
diese	w3_d644e18458
Sprache	w5_d644e18461
vollkommen	w7_d644e18464
erlernen	w9_d644e18467
kan,	w11_d644e18470
die	w13_d644e18474
se	w1_d644e18480
Gramaire	w3_d644e18483
ist	w5_d644e18486
zu	w7_d644e18489
Steyer	w9_d644e18492
in	w11_d644e18495
Ober=österreich	w13_d644e18499
bey	w15_d644e18502
Hrn.	w1_d644e18507
Andreas	w3_d644e18510
Haßlinger,	w5_d644e18513
Burgerl.	w7_d644e18516
Handelsmann,	w9_d644e18519
und	w1_d644e18524
bey	w3_d644e18527
Hrn.	w5_d644e18530
Ferdinand	w7_d644e18533
Holzmayr,	w9_d644e18536
Burgerl.	w11_d644e18539
Buchbinder,	w1_d644e18544
und	w3_d644e18547
bey	w5_d644e18550
allen	w7_d644e18553
denen,	w9_d644e18556
so	w11_d644e18559
sich	w13_d644e18563
von	w15_d644e18566
denen	w17_d644e18569
2.	w1_d644e18575
Verlegern	w3_d644e18578
versehen	w5_d644e18581
wollen,	w7_d644e18584
um	w9_d644e18587
1.	w11_d644e18590
fl.	w13_d644e18594
15.	w15_d644e18597
kr.	w17_d644e18600
Oesterreicher	w1_d644e18605
Geld	w3_d644e18608
zu	w5_d644e18611
finden.	w7_d644e18614
</p>
<p id="p48_d644e18618">
Es	w1_d644e18622
ist	w3_d644e18625
alltäglich	w5_d644e18628
zu	w7_d644e18631
verkauffen:	w9_d644e18634
Ein	w11_d644e18637
Tockayer	w13_d644e18641
Ausbruch	w1_d644e18646
der	w3_d644e18649
besten	w5_d644e18652
Sorte	w7_d644e18655
3.	w9_d644e18658
Antheile,	w11_d644e18661
deto	w13_d644e18665
NB.	w15_d644e18668
Essenz	w1_d644e18673
ein	w3_d644e18676
Antheil,	w5_d644e18679
wovon	w7_d644e18682
die	w9_d644e18685
nähere	w11_d644e18688
Auskunft	w13_d644e18692
bey	w15_d644e18695
den	w1_d644e18701
Verlegern	w3_d644e18704
des	w5_d644e18707
Wienerischen	w7_d644e18710
Diarii	w9_d644e18713
zuerfra	w11_d644e18716
gen	w1_d644e18721
ist	w3_d644e18724
</p>
<head id="h2_d644e18826">
Jnländische	w1_d644e18830
gelehrte	w3_d644e18833
Sachen.	w5_d644e18836
</head>
<p id="p4_d644e18839">
Jde	w1_d644e18843
auf	w3_d644e18846
das	w5_d644e18849
hohe	w7_d644e18852
Geburtsfest	w9_d644e18855
Sr.	w11_d644e18858
Kö	w13_d644e18862
nigl.	w1_d644e18867
Hoheit	w3_d644e18870
des	w5_d644e18873
Durchl.	w7_d644e18876
Fürsten	w9_d644e18879
und	w11_d644e18882
Hrn.	w1_d644e18887
Hrn.	w3_d644e18890
Joseph,	w5_d644e18893
Kronprinzen	w7_d644e18896
zu	w9_d644e18899
Hun	w11_d644e18902
garn,	w1_d644e18908
Böheim,	w3_d644e18911
Erzherzogs	w5_d644e18914
zu	w7_d644e18917
Oesterreich	w9_d644e18920
rc.	w1_d644e18925
den	w3_d644e18928
13.	w5_d644e18931
Märzen	w7_d644e18934
1762.	w9_d644e18937
von	w11_d644e18940
Jgnatz	w13_d644e18944
Wurz,	w1_d644e18949
der	w3_d644e18952
Gesellschaft	w5_d644e18955
Jesu	w7_d644e18958
Priester.	w9_d644e18961
Wien	w1_d644e18966
bey	w3_d644e18969
Jos.	w5_d644e18972
Kurzböck	w7_d644e18975
in	w9_d644e18978
4to.	w11_d644e18981
</p>
<p id="p6_d644e18984">
Wir	w1_d644e18988
sehen	w3_d644e18991
mit	w5_d644e18994
einem	w7_d644e18997
um	w9_d644e19000
so	w11_d644e19003
viel	w13_d644e19007
lebhaftern	w15_d644e19010
Vergnügen,	w1_d644e19015
daß	w3_d644e19018
die	w5_d644e19021
Mitglieder	w7_d644e19024
der	w9_d644e19027
Gesell	w11_d644e19030
schaft	w1_d644e19035
Jesu	w3_d644e19038
sich	w5_d644e19041
bey	w7_d644e19044
uns	w9_d644e19047
immer	w11_d644e19050
mehr	w13_d644e19054
und	w15_d644e19057
mehr	w1_d644e19063
Verdienste	w3_d644e19066
um	w5_d644e19069
die	w7_d644e19072
deutsche	w9_d644e19075
Sprache	w11_d644e19078
zu	w13_d644e19082
machen	w1_d644e19087
beginnen;	w3_d644e19090
da	w5_d644e19093
wir	w7_d644e19096
in	w9_d644e19099
dem	w11_d644e19102
Reiche	w13_d644e19106
des	w15_d644e19109
Geschmackes	w1_d644e19114
in	w3_d644e19117
unsern	w5_d644e19120
Ländern	w7_d644e19123
keine	w9_d644e19126
schnel	w11_d644e19129
lere	w1_d644e19134
Veränderung	w3_d644e19137
hoffen	w5_d644e19140
können,	w7_d644e19143
als	w9_d644e19146
von	w11_d644e19149
Seite	w1_d644e19155
eines	w3_d644e19158
geistlichen	w5_d644e19161
Ordens,	w7_d644e19164
der	w9_d644e19167
so	w11_d644e19170
viel	w13_d644e19174
ge	w15_d644e19177
schickte	w1_d644e19182
Männer	w3_d644e19185
zählet,	w5_d644e19188
und	w7_d644e19191
dem	w9_d644e19194
die	w11_d644e19197
aller	w13_d644e19201
wichtigste	w1_d644e19206
Sorge	w3_d644e19209
des	w5_d644e19212
Staates,	w7_d644e19215
die	w9_d644e19218
Erziehung	w11_d644e19221
unsrer	w1_d644e19226
Jugend,	w3_d644e19229
hauptsächlich	w5_d644e19232
anvertrauet	w7_d644e19235
ist,	w9_d644e19238
Herr	w1_d644e19244
P.	w3_d644e19247
Wurz,	w5_d644e19250
ein	w7_d644e19253
Mann	w9_d644e19256
von	w11_d644e19259
noch	w13_d644e19263
frischen	w15_d644e19266
Jahren,	w1_d644e19271
hat	w3_d644e19274
sich	w5_d644e19277
be	w7_d644e19280
eits	w9_d644e19283
durch	w11_d644e19286
eine	w13_d644e19290
sehr	w15_d644e19293
wol	w17_d644e19296
gerathene	w1_d644e19301
deutsche	w3_d644e19304
Uebersetzung	w5_d644e19307
der	w7_d644e19310
Canzel	w9_d644e19313
reden	w1_d644e19318
seines	w3_d644e19321
brrühmten	w5_d644e19324
Ordensgenossen	w7_d644e19327
P.	w9_d644e19330
Carl	w1_d644e19336
de	w3_d644e19339
la	w5_d644e19342
Rue	w7_d644e19345
einen	w9_d644e19348
Namen	w11_d644e19351
erworben	w13_d644e19355
Die	w15_d644e19358
se	w1_d644e19363
Probe	w3_d644e19366
seiner	w5_d644e19369
Einsicht	w7_d644e19372
in	w9_d644e19375
die	w11_d644e19378
deutsche	w13_d644e19382
Spra	w15_d644e19385
che	w1_d644e19390
war	w3_d644e19393
ihm	w5_d644e19396
nicht	w7_d644e19399
genug:	w9_d644e19402
er	w11_d644e19405
wollte	w13_d644e19409
auch	w15_d644e19412
etwas	w1_d644e19417
schwerers	w3_d644e19420
unternehmen,	w5_d644e19423
und	w7_d644e19426
uns	w9_d644e19429
die	w11_d644e19432
Stärke	w1_d644e19438
seines	w3_d644e19441
dichterischen	w5_d644e19444
Geistes	w7_d644e19447
in	w9_d644e19450
eben	w11_d644e19453
der	w1_d644e19458
Sprache	w3_d644e19461
zeigen.	w5_d644e19464
Sein	w7_d644e19467
vorbemerktes	w9_d644e19470
Ge	w11_d644e19473
dicht	w1_d644e19478
hat	w3_d644e19481
zwar	w5_d644e19484
das	w7_d644e19487
ungestümme	w9_d644e19490
Feuer	w11_d644e19493
nicht,	w13_d644e19497
welches	w1_d644e19502
man	w3_d644e19505
gemeiniglich	w5_d644e19508
zum	w7_d644e19511
Wesen	w9_d644e19514
der	w11_d644e19517
Ode	w1_d644e19523
machet;	w3_d644e19526
allein	w5_d644e19529
es	w7_d644e19532
ist	w9_d644e19535
durchaus	w11_d644e19538
lebhaft,	w13_d644e19542
durch	w1_d644e19547
keine	w3_d644e19550
Provinzialwörter,	w5_d644e19553
durch	w7_d644e19556
keinen	w9_d644e19559
Schwulst,	w1_d644e19564
durch	w3_d644e19567
keine	w5_d644e19570
übertriebene	w7_d644e19573
oder	w9_d644e19576
übel	w11_d644e19579
gewählte	w1_d644e19584
Figuren	w3_d644e19587
verunstaltet.	w5_d644e19590
Die	w7_d644e19593
Verse	w9_d644e19596
unsers	w1_d644e19602
Dichters	w3_d644e19605
fließen,	w5_d644e19608
wie	w7_d644e19611
ein	w9_d644e19614
lauterer	w11_d644e19617
Bach,	w1_d644e19622
aber	w3_d644e19625
nicht	w5_d644e19628
wie	w7_d644e19631
ein	w9_d644e19634
Strom,	w11_d644e19637
der	w13_d644e19641
sich	w15_d644e19644
über	w17_d644e19647
</p>
<p id="p8_d644e19650">
Gebirge	w1_d644e19654
herabstürzet,	w3_d644e19657
und	w5_d644e19660
alles	w7_d644e19663
mit	w9_d644e19666
sich	w11_d644e19669
fort	w13_d644e19673
reisset,	w1_d644e19678
was	w3_d644e19681
er	w5_d644e19684
in	w7_d644e19687
seinem	w9_d644e19690
unaufhaltbaren	w11_d644e19693
Lau	w13_d644e19697
fe	w1_d644e19702
antrift.	w3_d644e19705
Wahrscheinlicher	w5_d644e19708
Weise,	w7_d644e19711
wenn	w9_d644e19714
uns,	w1_d644e19720
was	w3_d644e19723
wir	w5_d644e19726
denken,	w7_d644e19729
zu	w9_d644e19732
sagen,	w11_d644e19735
erlaubt	w13_d644e19739
ist,	w15_d644e19742
würde	w1_d644e19747
Hr.	w3_d644e19750
P.	w5_d644e19753
Wurz	w7_d644e19756
eine	w9_d644e19759
Stuffe	w11_d644e19762
unter	w13_d644e19766
der	w15_d644e19769
Ode,	w1_d644e19774
Gattungen	w3_d644e19777
von	w5_d644e19780
Gedichten	w7_d644e19783
finden,	w9_d644e19786
in	w11_d644e19789
de	w13_d644e19793
nen	w1_d644e19798
er	w3_d644e19801
uns	w5_d644e19804
Meisterstücke	w7_d644e19807
zu	w9_d644e19810
liefern	w11_d644e19813
im	w13_d644e19817
Stande	w15_d644e19820
wäre.	w1_d644e19826
Zum	w3_d644e19829
Beweise	w5_d644e19832
alles	w7_d644e19835
dessen,	w9_d644e19838
was	w11_d644e19841
wir	w13_d644e19845
ge	w15_d644e19848
sagt	w1_d644e19853
haben,	w3_d644e19856
wollen	w5_d644e19859
wir	w7_d644e19862
unsern	w9_d644e19865
Lesern	w11_d644e19868
allein	w13_d644e19872
seine	w1_d644e19877
Anrufung	w3_d644e19880
der	w5_d644e19883
Muse	w7_d644e19886
vorlegen.	w9_d644e19889
</p>
<p id="p10_d644e19892">
Die	w1_d644e19896
du	w3_d644e19899
Horazens	w5_d644e19902
Zunge	w7_d644e19905
führtest,	w9_d644e19908
Sein	w1_d644e19913
Haupt	w3_d644e19916
mit	w5_d644e19919
keuschen	w7_d644e19922
Loebern	w9_d644e19925
ziertest,	w11_d644e19928
Wann	w1_d644e19933
er	w3_d644e19936
den	w5_d644e19939
Herrscher	w7_d644e19942
Roms	w9_d644e19945
besang:	w11_d644e19948
OMuse!	w1_d644e19954
möchte	w3_d644e19957
meine	w5_d644e19960
Saiten,	w7_d644e19963
Dein	w1_d644e19968
sanfter	w3_d644e19971
Arm	w5_d644e19974
entzückend	w7_d644e19977
leiten;	w9_d644e19980
Dein	w1_d644e19985
Ton	w3_d644e19988
sey	w5_d644e19991
meiner	w7_d644e19994
Leyer	w9_d644e19997
Klang!	w11_d644e20000
Einige	w1_d644e20005
der	w3_d644e20008
nachfolgenden	w5_d644e20011
Strophen	w7_d644e20014
sind	w9_d644e20017
voll	w11_d644e20020
Feuer:	w1_d644e20026
der	w3_d644e20029
Geist	w5_d644e20032
unsers	w7_d644e20035
Poeten	w9_d644e20038
ist	w11_d644e20041
nach	w13_d644e20045
Art	w1_d644e20050
der	w3_d644e20053
wahren	w5_d644e20056
Dichter	w7_d644e20059
selbst	w9_d644e20062
auf	w11_d644e20065
das	w13_d644e20069
lebhaf	w15_d644e20072
teste	w1_d644e20077
gerühret,	w3_d644e20080
und	w5_d644e20083
bildet	w7_d644e20086
sich	w9_d644e20089
in	w11_d644e20092
seiner	w13_d644e20096
Ent	w15_d644e20099
zückung	w1_d644e20104
das,	w3_d644e20107
was	w5_d644e20110
wir	w7_d644e20113
erst	w9_d644e20116
von	w11_d644e20119
der	w13_d644e20123
Folge	w15_d644e20126
ferner	w1_d644e20132
Zeiten	w3_d644e20135
uns	w5_d644e20138
versprechen,	w7_d644e20141
als	w9_d644e20144
gegen	w11_d644e20147
wärtig	w1_d644e20152
vor.	w3_d644e20155
Jnzwischen	w5_d644e20158
können	w7_d644e20161
wir	w9_d644e20164
nicht	w11_d644e20167
umhin	w1_d644e20172
anzumerken,	w3_d644e20175
daß	w5_d644e20178
der	w7_d644e20181
Vers	w9_d644e20184
</p>
<p id="p12_d644e20188">
unser	w1_d644e20192
schönes	w3_d644e20195
Hoffen	w5_d644e20198
Hat	w1_d644e20203
schon	w3_d644e20206
dein	w5_d644e20209
Leben	w7_d644e20212
übertroffen.	w9_d644e20215
den	w1_d644e20220
Orakelsprüchen	w3_d644e20223
gleichet.	w5_d644e20226
Ein	w7_d644e20229
jeder	w9_d644e20232
füh	w11_d644e20235
let,	w1_d644e20241
und	w3_d644e20244
muß	w5_d644e20247
fühlen,	w7_d644e20250
wie	w9_d644e20253
er	w11_d644e20256
zu	w13_d644e20260
verstehen	w15_d644e20263
ist;	w17_d644e20266
aber	w1_d644e20271
grammatikal	w3_d644e20274
schdavon	w5_d644e20277
zu	w7_d644e20280
reden,	w9_d644e20283
weiß	w11_d644e20286
niemand,	w1_d644e20291
ob	w3_d644e20294
das	w5_d644e20297
Hoffen	w7_d644e20300
oder	w9_d644e20303
das	w11_d644e20306
Leben	w13_d644e20310
der	w15_d644e20313
Nominativus	w1_d644e20318
seyn	w3_d644e20321
soll.	w5_d644e20324
Das	w7_d644e20327
erste	w9_d644e20330
Gesetz	w11_d644e20333
eines	w1_d644e20339
Schriftstellers	w3_d644e20342
ist,	w5_d644e20345
so	w7_d644e20348
zu	w9_d644e20351
schreiben,	w11_d644e20354
daß	w13_d644e20358
man	w1_d644e20363
ihn	w3_d644e20366
verstehen	w5_d644e20369
muß,	w7_d644e20372
wenn	w9_d644e20375
man	w11_d644e20378
auch	w13_d644e20382
nicht	w1_d644e20387
wollte.	w3_d644e20390
Der	w5_d644e20393
Vers:	w7_d644e20396
</p>
<p id="p14_d644e20399">
O	w1_d644e20403
kehre	w3_d644e20406
spät	w5_d644e20409
von	w7_d644e20412
uns	w9_d644e20415
zurücke.	w11_d644e20418
zielet	w1_d644e20423
auf	w3_d644e20426
den	w5_d644e20429
lateinischen	w7_d644e20432
Vorspruch,	w9_d644e20435
der	w11_d644e20438
aus	w1_d644e20443
dem	w3_d644e20446
Horaz	w5_d644e20449
gegommen	w7_d644e20452
ist,	w9_d644e20455
und	w11_d644e20458
worinn	w13_d644e20462
</p>
<p id="p20_d644e20475">
dieser	w1_d644e20479
Poet	w3_d644e20482
wünschet,	w5_d644e20485
daß	w7_d644e20488
der	w9_d644e20491
Kaiser	w11_d644e20494
Augu	w13_d644e20498
stus	w1_d644e20503
nur	w3_d644e20506
spät	w5_d644e20509
zu	w7_d644e20512
den	w9_d644e20515
Göttern	w11_d644e20518
zurück	w13_d644e20522
kehren	w15_d644e20525
möchte.	w1_d644e20530
Dies	w3_d644e20533
stund	w5_d644e20536
einem	w7_d644e20539
schmeichelnden	w9_d644e20542
heidnischen	w1_d644e20548
Pocten	w3_d644e20551
ganz	w5_d644e20554
wol	w7_d644e20557
an:	w9_d644e20560
uns	w11_d644e20563
aber	w13_d644e20567
kommt	w1_d644e20572
es	w3_d644e20575
hier	w5_d644e20578
etwas	w7_d644e20581
fremd	w9_d644e20584
vor,	w11_d644e20587
vielleicht	w13_d644e20591
weil	w1_d644e20596
unser	w3_d644e20599
Dichter	w5_d644e20602
uns	w7_d644e20605
dazu	w9_d644e20608
gar	w11_d644e20611
nicht	w13_d644e20615
vor	w15_d644e20618
bereitet	w1_d644e20623
hat.	w3_d644e20626
So	w5_d644e20629
scheint	w7_d644e20632
uns	w9_d644e20635
auch	w11_d644e20638
der	w13_d644e20642
vor	w15_d644e20645
hergehende	w1_d644e20651
Wunsch,	w3_d644e20654
daß	w5_d644e20657
der	w7_d644e20660
Güte	w9_d644e20663
seines	w11_d644e20666
Geistes,	w1_d644e20671
und	w3_d644e20674
seinem	w5_d644e20677
den	w7_d644e20680
Göttern	w9_d644e20683
ähnlichen	w11_d644e20686
Gemüthe	w1_d644e20691
das	w3_d644e20694
End	w5_d644e20697
spät	w7_d644e20700
noch	w9_d644e20703
unbewußt	w11_d644e20706
seyn	w1_d644e20711
solle,	w3_d644e20714
ganz	w5_d644e20717
unnöthig	w7_d644e20720
und	w9_d644e20723
nicht	w11_d644e20726
schicklich	w13_d644e20730
zu	w1_d644e20736
seyn;	w3_d644e20739
man	w5_d644e20742
mag	w7_d644e20745
hernach	w9_d644e20748
die	w11_d644e20751
Seele	w13_d644e20755
oder	w15_d644e20758
ihre	w1_d644e20763
Eigenschaften	w3_d644e20766
darunter	w5_d644e20769
verstehen.	w7_d644e20772
Der	w9_d644e20775
Klang	w1_d644e20780
endlich	w3_d644e20783
der	w5_d644e20786
zween	w7_d644e20789
Verse:	w9_d644e20792
Heißt	w1_d644e20797
augenblicks,	w3_d644e20800
nach	w5_d644e20803
finsterm	w7_d644e20806
Leide	w9_d644e20809
Der	w1_d644e20815
harten	w3_d644e20818
Schmerze	w5_d644e20821
Schwarm	w7_d644e20824
entfliehn.	w9_d644e20827
tauget	w1_d644e20832
noch	w3_d644e20835
besser	w5_d644e20838
die	w7_d644e20841
Härtigkeit	w9_d644e20844
der	w11_d644e20847
Schmer	w13_d644e20851
zen,	w1_d644e20856
als	w3_d644e20859
ihre	w5_d644e20862
schnelle	w7_d644e20865
Flucht	w9_d644e20868
auszudrücken.	w11_d644e20871
Jedoch	w1_d644e20876
dies	w3_d644e20879
sind	w5_d644e20882
Kleinigkeiten	w7_d644e20885
in	w9_d644e20888
Ansehung	w11_d644e20891
so	w13_d644e20895
vieler	w1_d644e20901
Schönheiten,	w3_d644e20904
die	w5_d644e20907
wir	w7_d644e20910
darinn	w9_d644e20913
antreffen.	w11_d644e20916
</p>
<p id="p22_d644e20919">
Gonseisches	w1_d644e20923
NB.	w3_d644e20926
oder	w5_d644e20929
vorläufige	w7_d644e20932
An	w9_d644e20935
leitung	w1_d644e20942
zur	w3_d644e20945
Oeconomischen	w5_d644e20948
Pflanz	w7_d644e20951
Schule,	w1_d644e20956
welchergestalten	w3_d644e20959
tüchtige	w5_d644e20962
Wirth	w7_d644e20965
schafts=Vorstehere,	w1_d644e20971
und	w3_d644e20974
andere	w5_d644e20977
mit	w7_d644e20980
der	w9_d644e20983
Landes=Oeconomie	w1_d644e20988
verknüpfte	w3_d644e20991
Beamte	w5_d644e20994
2c,	w1_d644e20999
erziegelt	w3_d644e21002
werden	w5_d644e21005
können.	w7_d644e21008
4to.	w9_d644e21011
</p>
<p id="p24_d644e21015">
Obgleich	w1_d644e21019
der	w3_d644e21022
Verfasser	w5_d644e21025
diese	w7_d644e21028
Piece	w9_d644e21031
seiner	w11_d644e21034
niederträchtigsten	w1_d644e21039
Feder	w3_d644e21042
dem	w5_d644e21045
Erleuchte	w7_d644e21048
sten	w1_d644e21053
Judicio	w3_d644e21056
des	w5_d644e21059
löblichen	w7_d644e21062
k.	w9_d644e21065
k.	w11_d644e21068
Zeuttungs	w13_d644e21072
Comtoirs	w1_d644e21078
in	w3_d644e21081
gebäugtester	w5_d644e21084
Ehrfurcht	w7_d644e21087
dar	w9_d644e21090
stellet,	w1_d644e21095
(denn	w3_d644e21098
dieses	w5_d644e21101
sind	w7_d644e21104
die	w9_d644e21107
Worte,	w11_d644e21110
mit	w13_d644e21114
welchen	w1_d644e21119
er	w3_d644e21122
sie	w5_d644e21125
unserer	w7_d644e21128
Censur	w9_d644e21131
empfohlen	w11_d644e21134
hat)	w13_d644e21138
so	w1_d644e21143
können	w3_d644e21146
wir	w5_d644e21149
doch,	w7_d644e21152
ohne	w9_d644e21155
wider	w11_d644e21158
unser	w13_d644e21162
Gewis	w15_d644e21165
sen	w1_d644e21171
zu	w3_d644e21174
reden,	w5_d644e21177
nichts	w7_d644e21180
gutes	w9_d644e21183
von	w11_d644e21186
derselben	w13_d644e21190
sagen,	w15_d644e21193
sondern	w1_d644e21198
wir	w3_d644e21201
müssen	w5_d644e21204
vielmehr	w7_d644e21207
gestehen,	w9_d644e21210
daß	w11_d644e21213
ihr	w1_d644e21218
Autor	w3_d644e21221
unter	w5_d644e21224
die	w7_d644e21227
Klasse	w9_d644e21230
der	w11_d644e21233
Schriftsteller	w13_d644e21237
gehöre,	w1_d644e21242
die	w3_d644e21245
er	w5_d644e21248
in	w7_d644e21251
seinem	w9_d644e21254
Ilten	w11_d644e21257
NB.	w13_d644e21261
selbst	w15_d644e21264
schildert.	w1_d644e21270
Hier	w3_d644e21273
sind	w5_d644e21276
nochmals	w7_d644e21279
seine	w9_d644e21282
eigene	w11_d644e21285
Worte:	w1_d644e21290
Daß	w3_d644e21293
die	w5_d644e21296
Erde	w7_d644e21299
von	w9_d644e21302
Anfang	w11_d644e21305
der	w13_d644e21309
edlen	w1_d644e21314
Landwirthschaft	w3_d644e21317
gepflüget	w5_d644e21320
worden,	w7_d644e21323
und	w1_d644e21328
werde,	w3_d644e21331
ohne	w5_d644e21334
die	w7_d644e21337
Feder	w9_d644e21340
dazu	w11_d644e21343
als	w13_d644e21347
ein	w15_d644e21350
Schoreisen	w1_d644e21356
zu	w3_d644e21359
gebrauchen,	w5_d644e21362
ist	w7_d644e21365
wahr,	w9_d644e21368
und	w11_d644e21371
</p>
<p id="p26_d644e21374">
sie	w1_d644e21378
wird	w3_d644e21381
auch	w5_d644e21384
bis	w7_d644e21387
zum	w9_d644e21390
Ende	w11_d644e21393
darzu	w13_d644e21397
nicht	w15_d644e21400
