<doc id="wr_1760-08-13" attrs="word" year="1760" month="08" day="13" corpus="2">
<head id="h2_d475e3099">
Von	w1_d475e3103
bereits	w3_d475e17414
gerichtlich	w5_d475e17417
geschätzte	w7_d475e17420
Ganz=hütten,	w9_d475e17423
und	w1_d475e17429
sammentliche	w3_d475e17432
Grund=stücke	w5_d475e17435
licitando	w7_d475e17438
dem	w9_d475e17441
Meistbietenden	w1_d475e17446
käuflichen	w3_d475e17449
hindangelassen	w5_d475e17452
werden.	w7_d475e17455
</p>
<list id="l46_d475e17458">
Es	w1_d475e17462
diener	w3_d475e17465
dem	w5_d475e17468
Publico	w7_d475e17471
zur	w9_d475e17474
Nachricht,	w11_d475e17477
daß	w13_d475e17481
den	w15_d475e17484
19.	w1_d475e17489
Aug.	w3_d475e17492
a.	w5_d475e17495
c.	w7_d475e17498
in	w9_d475e17501
dem	w11_d475e17504
Hoch=fürstl.	w13_d475e17508
grossen	w15_d475e17511
Pas	w17_d475e17514
sauer=hof	w1_d475e17519
ein	w3_d475e17522
schöner	w5_d475e17525
Vorraht	w7_d475e17528
von	w9_d475e17531
Theologisch	w11_d475e17534
Historisch	w1_d475e17540
und	w3_d475e17543
Französischen	w5_d475e17546
Büchern	w7_d475e17549
licitando	w9_d475e17552
verkauffet.	w1_d475e17557
Der	w1_d475e17562
Catalogus	w3_d475e17565
davon	w5_d475e17568
ist	w7_d475e17571
auf	w9_d475e17574
der	w11_d475e17577
hohen	w13_d475e17581
Brucken	w15_d475e17584
in	w1_d475e17589
der	w3_d475e17592
Buchhandlung	w5_d475e17595
zum	w7_d475e17598
goldenen	w9_d475e17601
Vließ	w11_d475e17604
gratis	w13_d475e17608
zu	w1_d475e17614
bekommen.	w3_d475e17617
</list>
<p id="p48_d475e17624">
Von	w1_d475e17628
dem	w3_d475e17631
ausgestel:en	w5_d475e17634
Judicio	w7_d475e17637
Delegato	w9_d475e17640
der	w11_d475e17643
Lau	w13_d475e17647
desfürstlichen	w1_d475e17652
Stadt	w3_d475e17655
Engenburg	w5_d475e17658
wegen	w7_d475e17661
denen	w9_d475e17664
sam	w11_d475e17667
mentlichen	w1_d475e17672
Johann	w3_d475e17675
Michael	w5_d475e17678
Maurerischen	w7_d475e17681
Cre	w9_d475e17684
tatoribus	w1_d475e17690
hiemit	w3_d475e17693
anzufügen,	w5_d475e17696
es	w7_d475e17699
habe	w9_d475e17702
das	w11_d475e17705
aufgestelte	w13_d475e17709
Judicium	w1_d475e17714
Delegatum;	w3_d475e17717
nachdeme	w5_d475e17720
der	w7_d475e17723
Johann	w9_d475e17726
Mi	w11_d475e17729
ehael.	w1_d475e17734
Maurer	w3_d475e17737
Burgerl.	w5_d475e17740
Handels=mann	w7_d475e17743
in	w9_d475e17746
Eggen	w11_d475e17749
</p>
<p id="p50_d475e17752">
burg,	w1_d475e17756
in	w3_d475e17759
einen	w5_d475e17762
grossen	w7_d475e17765
Schulden=last	w9_d475e17768
verfallen,	w11_d475e17771
über	w1_d475e17776
die	w3_d475e17779
bereits	w5_d475e17782
vorgeweste	w7_d475e17785
Anmeldungstagsa	w9_d475e17788
tzung	w1_d475e17793
sie	w3_d475e17796
gesamte	w5_d475e17799
Johann	w7_d475e17802
Michael	w9_d475e17805
Maurerische	w11_d475e17808
Credits=partheyen	w1_d475e17814
zu	w3_d475e17817
Liquidirung	w5_d475e17820
ihrer	w7_d475e17823
Forderung	w9_d475e17826
um	w1_d475e17831
die	w3_d475e17834
Repartition	w5_d475e17837
zu	w7_d475e17840
verfassen,	w9_d475e17843
und	w11_d475e17846
dies	w13_d475e17850
Cri	w15_d475e17853
dam=wersen	w1_d475e17858
zu	w3_d475e17861
Ende	w5_d475e17864
zu	w7_d475e17867
bringen	w9_d475e17870
fürzuladen	w11_d475e17873
vor	w13_d475e17877
nöhtig	w1_d475e17882
befunden:	w3_d475e17885
solcheinach	w5_d475e17888
werden	w7_d475e17891
alle	w9_d475e17894
und	w11_d475e17897
jede,	w1_d475e17903
so	w3_d475e17906
an	w5_d475e17909
Johann	w7_d475e17912
Michael	w9_d475e17915
Maurer	w11_d475e17918
Burgerl.	w13_d475e17922
Handels=mann	w1_d475e17927
in	w3_d475e17930
der	w5_d475e17933
Kaiserl.	w7_d475e17936
Königl.	w9_d475e17939
Landes	w11_d475e17942
fürstlichen	w1_d475e17947
Stadt	w3_d475e17950
Eggenburg	w5_d475e17953
einige	w7_d475e17956
Forderung	w9_d475e17959
sab	w11_d475e17962
quocunque	w1_d475e17967
titulo	w3_d475e17970
zu	w5_d475e17973
stellen	w7_d475e17976
vermeinen	w9_d475e17979
pro	w11_d475e17982
termind	w13_d475e17986
1mo.	w1_d475e17992
2do.	w3_d475e17995
&	w5_d475e17998
tertio	w7_d475e18001
peremptorie	w9_d475e18004
auf	w11_d475e18007
den	w13_d475e18011
1.	w15_d475e18014
Setz	w17_d475e18017
tember	w1_d475e18022
dies	w3_d475e18025
1760.	w5_d475e18028
Jahrs	w7_d475e18031
vor	w9_d475e18034
das	w11_d475e18037
aufgestelte	w13_d475e18041
Judi	w15_d475e18044
cium	w1_d475e18049
Delegatum	w3_d475e18052
in	w5_d475e18055
Hut=stepper=gässel	w7_d475e18058
in	w9_d475e18061
dem	w11_d475e18064
Ruckenbaumischen	w1_d475e18069
Haus	w3_d475e18072
im	w5_d475e18075
2.	w7_d475e18078
Stock	w9_d475e18081
Nachmit	w11_d475e18084
tag	w1_d475e18090
präcise	w3_d475e18093
um	w5_d475e18096
3.	w7_d475e18099
Uhr	w9_d475e18102
entweder	w11_d475e18105
selbst	w13_d475e18109
persönlich,	w15_d475e18112
oder	w1_d475e18117
durch	w3_d475e18120
genugsam	w5_d475e18123
Gevollmächtigte	w7_d475e18126
wohlgefa	w9_d475e18129
ster	w1_d475e18134
zu	w3_d475e18137
erscheinen,	w5_d475e18140
und	w7_d475e18143
ihre	w9_d475e18146
Forderung	w11_d475e18149
also	w13_d475e18153
gewiß	w15_d475e18156
zu	w1_d475e18161
liquidiren	w3_d475e18164
haben,	w5_d475e18167
als	w7_d475e18170
im	w9_d475e18173
widrigen	w11_d475e18176
die	w13_d475e18180
nicht	w15_d475e18183
erscheinende	w1_d475e18189
von	w3_d475e18192
dieser	w5_d475e18195
Crida=massa	w7_d475e18198
gänzlich	w9_d475e18201
aus	w11_d475e18204
geschlossen	w1_d475e18209
seyn,	w3_d475e18212
respective	w5_d475e18215
deren	w7_d475e18218
erscheinenden,	w9_d475e18221
und	w1_d475e18226
nicht	w3_d475e18229
liquidirenden	w5_d475e18232
aber	w7_d475e18235
absolute	w9_d475e18238
&	w11_d475e18241
ex	w13_d475e18245
officio	w15_d475e18248
erkennet	w1_d475e18253
werden	w3_d475e18256
solle,	w5_d475e18259
was	w7_d475e18262
rechtens	w9_d475e18265
ist.	w11_d475e18268
Ackum	w13_d475e18272
Wien	w1_d475e18278
den	w3_d475e18281
10.	w5_d475e18284
Julii	w7_d475e18287
1760.	w9_d475e18290
</p>
<list id="l52_d475e18293">
Bey	w1_d475e18297
Augustin	w3_d475e18300
Bernardi,	w5_d475e18303
UniversitätsBuch	w7_d475e18306
handlern	w1_d475e18311
bey	w3_d475e18314
der	w5_d475e18317
obern	w7_d475e18320
Jesuiten=pforten	w9_d475e18323
gegen	w11_d475e18326
über,	w1_d475e18331
ist	w3_d475e18334
zu	w5_d475e18337
haben:	w7_d475e18340
Graf	w1_d475e18346
Unhold,	w3_d475e18349
ein	w5_d475e18352
Lust=spiel	w7_d475e18355
in	w9_d475e18358
fünf	w11_d475e18361
Aufzügen,	w13_d475e18365
in	w1_d475e18370
Versen,	w3_d475e18373
8vo.	w5_d475e18376
1760.	w7_d475e18379
17.	w9_d475e18382
kr.	w11_d475e18385
Valvations=project	w1_d475e18390
von	w3_d475e18393
allen	w5_d475e18396
im	w7_d475e18399
Heil.	w9_d475e18402
Röm.	w11_d475e18405
Reich	w1_d475e18410
dermalen	w3_d475e18413
cursirenden,	w5_d475e18416
und	w7_d475e18419
richtig	w9_d475e18422
warn	w11_d475e18425
dirten	w1_d475e18431
Gold	w3_d475e18434
und	w5_d475e18437
Silber=Geld=sorten,	w7_d475e18440
in	w9_d475e18443
12.	w11_d475e18446
Tabellen	w1_d475e18451
vorgestellet,	w3_d475e18454
wodurch	w5_d475e18457
dargethan	w7_d475e18460
wird,	w9_d475e18463
wie	w1_d475e18468
viel	w3_d475e18471
diese	w5_d475e18474
Münzen	w7_d475e18477
über	w9_d475e18480
ihren	w11_d475e18483
innerlichen	w13_d475e18487
Wehrt	w1_d475e18492
zum	w3_d475e18495
Schaden	w5_d475e18498
des	w7_d475e18501
Publicr	w9_d475e18504
gestiegen,	w11_d475e18507
und	w13_d475e18511
wie	w1_d475e18517
selbe	w3_d475e18520
cursiren	w5_d475e18523
können	w7_d475e18526
und	w9_d475e18529
sollen,	w11_d475e18532
fol.	w13_d475e18536
Frant	w15_d475e18539
furt	w1_d475e18544
1760.	w3_d475e18547
pr.	w5_d475e18550
2.	w7_d475e18553
fl.	w9_d475e18556
Memoites	w1_d475e18561
politiques	w3_d475e18564
&	w5_d475e18567
misieires	w7_d475e18570
pour	w9_d475e18573
sereie	w11_d475e18576
àThistoire	w1_d475e18581
de	w3_d475e18584
notre	w5_d475e18587
tems,	w7_d475e18590
recucilis	w9_d475e18593
&	w11_d475e18596
publes	w13_d475e18600
par	w1_d475e18606
Mr.	w3_d475e18609
D.	w5_d475e18612
Vxx.	w7_d475e18615
contenant	w9_d475e18618
les	w11_d475e18621
Operations	w13_d475e18625
des	w15_d475e18628
Anwées	w1_d475e18633
Imperiales	w3_d475e18636
&	w5_d475e18639
de	w7_d475e18642
leurs	w9_d475e18645
Hauts	w11_d475e18648
Alles	w13_d475e18652
en	w15_d475e18655
1759.	w1_d475e18660
avec	w3_d475e18663
des	w5_d475e18666
Plaus,	w7_d475e18669
8vo.	w9_d475e18672
Franck.	w11_d475e18675
&	w13_d475e18679
leisx	w15_d475e18682
Auserlesene	w1_d475e18687
und	w3_d475e18690
auferbauliche	w5_d475e18693
Leben	w7_d475e18696
deren	w9_d475e18699
Hei	w11_d475e18702
1760.	w1_d475e18708
pr.	w3_d475e18711
4.	w5_d475e18714
fl.	w7_d475e18717
ligen	w1_d475e18722
GOttes,	w3_d475e18725
welche	w5_d475e18728
auf	w7_d475e18731
eine	w9_d475e18734
neue	w11_d475e18737
Art	w13_d475e18741
aufrich	w15_d475e18744
tig	w1_d475e18749
beschrieben,	w3_d475e18752
mit	w5_d475e18755
nützlichen,	w7_d475e18758
sowol	w9_d475e18761
sittlichen,	w11_d475e18764
als	w1_d475e18769
Historischen	w3_d475e18772
und	w5_d475e18775
Theologischen	w7_d475e18778
Anmerkungen	w9_d475e18781
untermenget,	w1_d475e18787
und	w3_d475e18790
zu	w5_d475e18793
leichteren	w7_d475e18796
Gebrauch	w9_d475e18799
nicht	w11_d475e18802
allein	w1_d475e18807
weltlicher,	w3_d475e18810
sondern	w5_d475e18813
auch	w7_d475e18816
Geistlicher	w9_d475e18819
und	w11_d475e18822
hohen	w1_d475e18827
Standes=personen,	w3_d475e18830
in	w5_d475e18833
achterley	w7_d475e18836
Ständ	w9_d475e18839
und	w11_d475e18842
Theile	w1_d475e18847
abgetheilet	w3_d475e18850
worden,	w5_d475e18853
von	w7_d475e18856
D.	w9_d475e18859
Eusebio	w11_d475e18862
Amort.	w13_d475e18866
Can.	w1_d475e18872
Reg.	w3_d475e18875
4to.	w5_d475e18878
Augsb.	w7_d475e18881
1760.	w9_d475e18884
pr.	w11_d475e18887
3.	w13_d475e18891
fl.	w15_d475e18894
15	w17_d475e18897
kr.	w19_d475e18900
Catalogus	w1_d475e18905
Librocum	w3_d475e18908
Juridico	w5_d475e18911
Historico-Poli-	w7_d475e18914
</list>
<p id="p54_d475e18918">
tico-Philophico-Mathematico-&	w1_d475e18922
Miscellaneo-	w3_d475e18925
rum,	w1_d475e18930
nec	w3_d475e18933
nonaliarum	w5_d475e18936
artium	w7_d475e18939
llberalium,	w9_d475e18942
gur	w11_d475e18945
Dabeciyes	w1_d475e18950
Herdie	w3_d475e18953
aneud	w5_d475e18956
Gimdem	w7_d475e18959
renden	w9_d475e18962
Perita	w11_d475e18965
80	w1_d475e18971
pr.	w3_d475e18974
7.	w5_d475e18977
kr.	w7_d475e18980
</p>
<head id="h2_d475e19071">
Amsterdam	w1_d475e19075
25.	w3_d475e19078
Julii.	w5_d475e19081
</head>
<p id="p4_d475e19084">
EEs	w1_d475e19088
hat	w3_d475e19091
ein	w5_d475e19094
gewisser	w7_d475e19097
Handels=mann	w9_d475e19100
aus	w11_d475e19103
dem	w1_d475e19108
Haag,	w3_d475e19111
in	w5_d475e19114
Lüttig	w7_d475e19117
4000.	w9_d475e19120
Flinten	w11_d475e19123
verfertigen,	w1_d475e19128
und	w3_d475e19131
solche	w5_d475e19134
auf	w7_d475e19137
einem	w9_d475e19140
Fahr	w11_d475e19143
zeug	w1_d475e19149
die	w3_d475e19152
Maas	w5_d475e19155
hinunter	w7_d475e19158
schiffen	w9_d475e19161
lassen	w11_d475e19164
da	w1_d475e19169
er	w3_d475e19172
aber	w5_d475e19175
aus	w7_d475e19178
Unvorsichtigkeit	w9_d475e19181
sich	w11_d475e19184
mit	w13_d475e19188
kei	w15_d475e19191
nem	w1_d475e19196
Paß	w3_d475e19199
versehen,	w5_d475e19202
so	w7_d475e19205
ist	w9_d475e19208
gedachtes	w11_d475e19211
Schi	w13_d475e19215
zu	w1_d475e19220
Rüremonde	w3_d475e19223
angehalten	w5_d475e19226
und	w7_d475e19229
durchsuchet	w9_d475e19232
worden,	w1_d475e19238
und	w3_d475e19241
da	w5_d475e19244
man	w7_d475e19247
die	w9_d475e19250
Flinten	w11_d475e19253
gefun	w13_d475e19257
den,	w1_d475e19262
so	w3_d475e19265
sind	w5_d475e19268
dieselbe	w7_d475e19271
confiscirt	w9_d475e19274
worden,	w11_d475e19277
in	w13_d475e19281
deme	w1_d475e19286
man	w3_d475e19289
geglaubt,	w5_d475e19292
sie	w7_d475e19295
seyen	w9_d475e19298
für	w11_d475e19301
die	w13_d475e19305
alliir	w15_d475e19308
te	w1_d475e19313
Armee	w3_d475e19316
bestimmet.	w5_d475e19319
Ermeldeter	w7_d475e19322
Han	w9_d475e19325
dels=mann	w1_d475e19331
hat	w3_d475e19334
sich	w5_d475e19337
über	w7_d475e19340
dieses	w9_d475e19343
Verfahren	w11_d475e19346
bey	w1_d475e19351
denen	w3_d475e19354
Herren	w5_d475e19357
General=staaten	w7_d475e19360
beklagt,	w9_d475e19363
und	w1_d475e19368
sie	w3_d475e19371
um	w5_d475e19374
ihren	w7_d475e19377
Schutz	w9_d475e19380
angesucht.	w11_d475e19383
Es	w13_d475e19387
haben	w1_d475e19392
auch	w3_d475e19395
Jhre	w5_d475e19398
Hochmögende	w7_d475e19401
an	w9_d475e19404
den	w11_d475e19407
Hrn.	w13_d475e19411
von	w1_d475e19417
Berkenrode	w3_d475e19420
ihren	w5_d475e19423
Abgesandten	w7_d475e19426
in	w9_d475e19429
Pa	w11_d475e19432
tis	w1_d475e19437
den	w3_d475e19440
Befehl	w5_d475e19443
ergehen	w7_d475e19446
lassen,	w9_d475e19449
bey	w11_d475e19452
dem	w13_d475e19456
Französischen	w1_d475e19461
Ministerio	w3_d475e19464
deshalben	w5_d475e19467
die	w7_d475e19470
nöh	w9_d475e19473
tigen	w1_d475e19478
Vorstellungen	w3_d475e19481
zu	w5_d475e19484
thun,	w7_d475e19487
und	w9_d475e19490
auf	w11_d475e19493
die	w13_d475e19497
Wieder=erstattung	w1_d475e19503
ermeldeter	w3_d475e19506
Flinten	w5_d475e19509
anzu	w7_d475e19512
dringen.	w1_d475e19517
Es	w3_d475e19520
ist	w5_d475e19523
demselben	w7_d475e19526
aber	w9_d475e19529
zur	w11_d475e19532
Ant	w13_d475e19536
wort	w1_d475e19541
ertheilet	w3_d475e19544
worden,	w5_d475e19547
daß	w7_d475e19550
sie	w9_d475e19553
für	w11_d475e19556
die	w13_d475e19560
Al	w15_d475e19563
mirte	w1_d475e19568
bestimmet	w3_d475e19571
gewesen,	w5_d475e19574
seinem	w7_d475e19577
Begehren	w9_d475e19580
nicht	w1_d475e19586
willfahret	w3_d475e19589
werden	w5_d475e19592
könne.	w7_d475e19595
</p>
<p id="p6_d475e19598">
Wie	w1_d475e19602
man	w3_d475e19605
aus	w5_d475e19608
Londen	w7_d475e19611
vernihmt,	w9_d475e19614
hat	w11_d475e19617
der	w13_d475e19621
dasige	w1_d475e19626
Hof	w3_d475e19629
ein	w5_d475e19632
Verzeichnüß	w7_d475e19635
der	w9_d475e19638
Französischen	w11_d475e19641
Armee	w1_d475e19646
in	w3_d475e19649
Teutschland	w5_d475e19652
erhalten,	w7_d475e19655
nach	w9_d475e19658
wel	w11_d475e19661
chem	w1_d475e19667
dieselbe	w3_d475e19670
weit	w5_d475e19673
mächtiger	w7_d475e19676
sind,	w9_d475e19679
als	w11_d475e19682
man	w13_d475e19686
sich	w1_d475e19691
anfänglich	w3_d475e19694
eingebildet,	w5_d475e19697
und	w7_d475e19700
da	w9_d475e19703
folglich	w11_d475e19706
der	w1_d475e19711
Prinz	w3_d475e19714
Ferdinand	w5_d475e19717
schwärlich	w7_d475e19720
denensel	w9_d475e19723
ben	w1_d475e19728
die	w3_d475e19731
Spitze	w5_d475e19734
bieten	w7_d475e19737
könnte,	w9_d475e19740
so	w11_d475e19743
ist	w13_d475e19747
der	w15_d475e19750
Ent	w17_d475e19753
schuß	w1_d475e19759
gefaßt	w3_d475e19762
worden,	w5_d475e19765
noch	w7_d475e19768
eine	w9_d475e19771
Verstät	w11_d475e19774
tung	w1_d475e19779
von	w3_d475e19782
ungefehr	w5_d475e19785
10.	w7_d475e19788
tausend	w9_d475e19791
Mann	w11_d475e19794
an	w13_d475e19798
diesen	w1_d475e19803
Prinzen	w3_d475e19806
abzuschicken,	w5_d475e19809
um	w7_d475e19812
ihn	w9_d475e19815
in	w11_d475e19818
Stand	w1_d475e19823
zu	w3_d475e19826
stellen,	w5_d475e19829
auf	w7_d475e19832
allen	w9_d475e19835
Fall	w11_d475e19838
gefaßt	w13_d475e19842
zu	w15_d475e19845
seyn.	w1_d475e19851
Jm	w3_d475e19854
übrigen	w5_d475e19857
verläßt	w7_d475e19860
sich	w9_d475e19863
die	w11_d475e19866
Regie	w13_d475e19870
</p>
<p id="p8_d475e19873">
rung	w1_d475e19877
gänzlich	w3_d475e19880
auf	w5_d475e19883
seine	w7_d475e19886
grosse	w9_d475e19889
Eigenschaften;	w11_d475e19892
Was	w1_d475e19897
aber	w3_d475e19900
den	w5_d475e19903
König	w7_d475e19906
von	w9_d475e19909
Preussen	w11_d475e19912
anbetrift,	w13_d475e19916
so	w1_d475e19921
beförchtet	w3_d475e19924
man	w5_d475e19927
sehr	w7_d475e19930
müßliche	w9_d475e19933
Umstände,	w11_d475e19936
indeme	w1_d475e19942
die	w3_d475e19945
Nachrichten,	w5_d475e19948
welche	w7_d475e19951
man	w9_d475e19954
seit	w11_d475e19957
ei	w13_d475e19961
niger	w1_d475e19966
Zeit	w3_d475e19969
von	w5_d475e19972
dem	w7_d475e19975
Hrn.	w9_d475e19978
Mitchell	w11_d475e19981
über	w13_d475e19985
die	w15_d475e19988
Umstände	w1_d475e19993
dieses	w3_d475e19996
Prinzens	w5_d475e19999
erhalten,	w7_d475e20002
keines	w9_d475e20005
wegs	w1_d475e20010
günstig	w3_d475e20013
sind.	w5_d475e20016
Diese	w7_d475e20019
Briefe	w9_d475e20022
melden	w11_d475e20025
ferners,	w1_d475e20031
daß	w3_d475e20034
der	w5_d475e20037
Graf	w7_d475e20040
von	w9_d475e20043
Fuentes	w11_d475e20046
sich	w13_d475e20050
mit	w15_d475e20053
denen	w1_d475e20058
Königl.	w3_d475e20061
Ministern	w5_d475e20064
sowol	w7_d475e20067
über	w9_d475e20070
das	w11_d475e20073
Friedens=geschäfte	w1_d475e20078
als	w3_d475e20081
über	w5_d475e20084
die	w7_d475e20087
Angelegen	w9_d475e20090
heiten	w1_d475e20095
Jtaliens	w3_d475e20098
sehr	w5_d475e20101
öfters	w7_d475e20104
unterrede.	w9_d475e20107
Man	w11_d475e20110
seye	w1_d475e20116
aber	w3_d475e20119
keineswegs	w5_d475e20122
darauf	w7_d475e20125
bedacht,	w9_d475e20128
den	w11_d475e20131
Ad	w13_d475e20135
miral	w1_d475e20140
Saunders	w3_d475e20143
zu	w5_d475e20146
verstärken,	w7_d475e20149
wie	w9_d475e20152
einige	w11_d475e20155
behaupten	w1_d475e20160
wollen.	w3_d475e20163
</p>
<p id="p10_d475e20166">
Auf	w1_d475e20170
der	w3_d475e20173
Wieden	w5_d475e20176
ist	w7_d475e20179
das	w9_d475e20182
in	w11_d475e20185
der	w13_d475e20189
neuen,	w15_d475e20192
oder	w17_d475e20195
Kaiser=gassen,	w1_d475e20200
ruckwerts	w3_d475e20203
des	w5_d475e20206
Baron	w7_d475e20209
de	w9_d475e20212
lo	w11_d475e20215
Presti	w13_d475e20219
schen	w1_d475e20224
Garten	w3_d475e20227
ligende,	w5_d475e20230
in	w7_d475e20233
zweyen	w9_d475e20236
Stöcken,	w11_d475e20239
und	w13_d475e20243
20.	w1_d475e20249
Zimmern	w3_d475e20252
bestehende	w5_d475e20255
grosse	w7_d475e20258
Haus,	w9_d475e20261
samt	w11_d475e20264
Stal	w13_d475e20268
lung	w1_d475e20273
auf	w3_d475e20276
8.	w5_d475e20279
Pferd,	w7_d475e20282
Wagen=schupfen	w9_d475e20285
auf	w11_d475e20288
6.	w13_d475e20292
Wä	w15_d475e20295
gen,	w1_d475e20300
Heu	w3_d475e20303
und	w5_d475e20306
Haber=boden,	w7_d475e20309
und	w9_d475e20312
all	w11_d475e20315
übriger	w13_d475e20319
Zugehörde	w1_d475e20324
ganz,	w3_d475e20327
oder	w5_d475e20330
zertheilter,	w7_d475e20333
auch	w9_d475e20336
mobilirt	w11_d475e20339
oder	w1_d475e20345
unmobilirter,	w3_d475e20348
mit	w5_d475e20351
einem	w7_d475e20354
darbey	w9_d475e20357
befindlichen	w11_d475e20360
Garten	w1_d475e20365
alltäglich	w3_d475e20368
zu	w5_d475e20371
verlassen,	w7_d475e20374
und	w9_d475e20377
ist	w11_d475e20380
sich	w13_d475e20384
daru	w15_d475e20387
men	w1_d475e20392
in	w3_d475e20395
eben	w5_d475e20398
diesem	w7_d475e20401
Haus	w9_d475e20404
bey	w11_d475e20407
dem	w13_d475e20411
Haus=meister	w15_d475e20414
anzumelden.	w1_d475e20419
</p>
<p id="p12_d475e20423">
Jn	w1_d475e20427
der	w3_d475e20430
Joseph=stadt	w5_d475e20433
ist	w7_d475e20436
in	w9_d475e20439
dem	w11_d475e20442
zum	w13_d475e20446
weissen	w15_d475e20449
Stern	w17_d475e20452
genannten,	w1_d475e20457
gleich	w3_d475e20460
ausser	w5_d475e20463
dem	w7_d475e20466
Burg=thor	w9_d475e20469
gegen	w11_d475e20472
die	w13_d475e20476
Esplanade	w1_d475e20481
gelegenen	w3_d475e20484
Haus	w5_d475e20487
der	w7_d475e20490
erste	w9_d475e20493
Stock,	w11_d475e20496
so	w13_d475e20500
in	w1_d475e20506
8.	w3_d475e20509
Zimmern	w5_d475e20512
und	w7_d475e20515
2.	w9_d475e20518
Kucheln	w11_d475e20521
bestehet,	w13_d475e20525
samt	w15_d475e20528
Stallung	w1_d475e20533
auf	w3_d475e20536
4.	w5_d475e20539
Pferd,	w7_d475e20542
und	w9_d475e20545
Wagen=schupfen	w11_d475e20548
auf	w1_d475e20553
2.	w3_d475e20556
Wägen,	w5_d475e20559
auch	w7_d475e20562
Heu	w9_d475e20565
und	w11_d475e20568
Haber=boden,	w13_d475e20572
und	w15_d475e20575
all=übriger	w1_d475e20580
Zugehörde	w3_d475e20583
alltäglich	w5_d475e20586
zu	w7_d475e20589
verlassen,	w9_d475e20592
und	w11_d475e20595
ist	w1_d475e20601
sich	w3_d475e20604
darumen	w5_d475e20607
in	w7_d475e20610
eben	w9_d475e20613
diesem	w11_d475e20616
Haus	w13_d475e20620
bey	w15_d475e20623
dem	w17_d475e20626
Haus=meister	w1_d475e20631
anzumelden.	w3_d475e20634
</p>
<p id="p14_d475e20637">
Den	w1_d475e20641
nächstkünftigen	w3_d475e20644
Dienstag	w5_d475e20647
als	w7_d475e20650
den	w9_d475e20653
19.	w11_d475e20656
Au	w13_d475e20660
gusti,	w1_d475e20665
werden	w3_d475e20668
auf	w5_d475e20671
Verordnung	w7_d475e20674
einer	w9_d475e20677
Hochlöbli	w11_d475e20680
chen	w1_d475e20685
N.	w3_d475e20688
Oe.	w5_d475e20691
Regierung,	w7_d475e20694
in	w9_d475e20697
dem	w11_d475e20700
Gatterburgi	w13_d475e20704
schen	w1_d475e20710
Haus	w3_d475e20713
gegen	w5_d475e20716
der	w7_d475e20719
Gans	w9_d475e20722
über,	w11_d475e20725
unweit	w13_d475e20729
des	w15_d475e20732
roten	w1_d475e20737
Thurns	w3_d475e20740
in	w5_d475e20743
ersten	w7_d475e20746
Stock	w9_d475e20749
verschiedene,in	w11_d475e20752
Ea	w1_d475e20757
e	w3_d475e20760
e	w5_d475e20763
Bsnge	w7_d475e20766
/	w9_d475e20769
Ere.	w11_d475e20772
SFeaen	w13_d475e20776
eleder	w15_d475e20779
/	w17_d475e20782
neu=proschirter	w1_d475e20787
Zeug,	w3_d475e20790
auch	w5_d475e20793
Taffet,	w7_d475e20796
Wäsch	w9_d475e20799
und	w11_d475e20802
anderer	w1_d475e20808
Frauen=aufbutz,	w3_d475e20811
wie	w5_d475e20814
nicht	w7_d475e20817
weniger	w9_d475e20820
in	w11_d475e20823
Silber	w1_d475e20828
und	w3_d475e20831
Meßing	w5_d475e20834
mondirtes	w7_d475e20837
Gewehr,	w9_d475e20840
Scha	w11_d475e20843
bra	w1_d475e20848
</p>
<p id="p18_d475e20853">
nacken,	w1_d475e20857
bestehende	w3_d475e20860
Verlassenschafts=effecten	w5_d475e20863
Vor	w7_d475e20866
mittag	w1_d475e20871
von	w3_d475e20874
9.	w5_d475e20877
bis	w7_d475e20880
12.,	w9_d475e20883
und	w11_d475e20886
Nachmittag	w13_d475e20890
von	w15_d475e20893
3	w17_d475e20896
bis	w1_d475e20901
6.	w3_d475e20904
Uhr	w5_d475e20907
dem	w7_d475e20910
Meist=bietenden	w9_d475e20913
verkauffet	w11_d475e20916
werden.	w13_d475e20920
</p>
<list id="l20_d475e20923">
</list>
<list id="l22_d475e20928">
nächst	w1_d475e20932
dem	w3_d475e20935
Todten=kopf	w5_d475e20938
ist	w7_d475e20941
zu	w9_d475e20944
haben:	w11_d475e20947
L'Agronqme	w1_d475e20952
Dictionnaire	w3_d475e20955
portatif	w5_d475e20958
du	w7_d475e20961
Culti-	w9_d475e20964
vatesir,	w1_d475e20969
contenant	w3_d475e20972
soutes	w5_d475e20975
les	w7_d475e20978
Connoissances	w9_d475e20981
ne-	w11_d475e20984
ceflaires	w1_d475e20990
pour	w3_d475e20993
Gouverner	w5_d475e20996
les	w7_d475e20999
Biens	w9_d475e21002
de	w11_d475e21005
Campagne,	w13_d475e21009
&	w1_d475e21014
le	w3_d475e21017
faire	w5_d475e21020
valoir	w7_d475e21023
utilement;	w9_d475e21026
pour	w11_d475e21029
soutenir	w13_d475e21033
ses	w15_d475e21036
Droits,	w1_d475e21041
conserver	w3_d475e21044
sa	w5_d475e21047
santé,	w7_d475e21050
&	w9_d475e21053
rendre	w11_d475e21056
gracieuse	w13_d475e21060
la	w1_d475e21065
vie	w3_d475e21068
champetre	w5_d475e21071
2.	w7_d475e21074
Tomes	w9_d475e21077
8.	w11_d475e21080
Paris	w13_d475e21084
1760.	w15_d475e21087
