<doc id="edoc_wd_1777-08-02" attrs="word" year="1777" month="08" day="02" corpus="1">
<head id="hl1">
Konstantinopel	w47
alle	w1841
zu	w1842
Bo=den	w1843
<g/>
=
geschlagen	w1845
<g/>
,
mit	w1847
schlechter	w1848
Hofnung	w1849
<g/>
,
daß	w1851
sie	w1852
wieder	w1853
aufstehen	w1854
werden	w1855
<g/>
,
weil	w1857
ein	w1858
beständiger	w1859
Regen	w1860
sie	w1861
daran	w1862
hindert	w1863
<g/>
.
Alle	w1865
Dachungen	w1866
der	w1867
Häuser	w1868
und	w1869
Scheu=nen	w1870
<g/>
=
sind	w1872
abgeworfen	w1873
<g/>
,
und	w1875
da	w1876
selbst	w1877
viele	w1878
Häuser	w1879
dadurch	w1880
zu	w1881
Schaden	w1882
gekommen	w1883
<g/>
,
so	w1885
ist	w1886
das	w1887
Elend	w1888
dieser	w1889
Provinz	w1890
wirklich	w1891
</p>
<p id="p32">
auf	w1892
das	w1893
äußerste	w1894
gestiegen	w1895
<g/>
.
Die	w1897
Obrig=keit	w1898
<g/>
=
ist	w1900
nun	w1901
beschäftigt	w1902
<g/>
,
dem	w1904
armen	w1905
Land=mann	w1906
<g/>
=
wieder	w1908
aufzuhelfen	w1909
<g/>
.
</p>
<p id="p33">
Die	w1911
königl	w1912
<g/>
.
Akademie	w1914
der	w1915
Jnnschriften	w1916
und	w1917
schönen	w1918
Wissenschaften	w1919
hat	w1920
in	w1921
ihrer	w1922
den	w1923
8	w1924
<g/>
.
dieses	w1926
gehaltenen	w1927
Versammlung	w1928
den	w1929
Freyherrn	w1930
von	w1931
Sainte	w1932
Croix	w1933
an	w1934
Platz	w1935
des	w1936
verstorbenen	w1937
Fürsten	w1938
Jablonowsky	w1939
<g/>
,
und	w1941
Hrn	w1942
<g/>
.
Brunck	w1944
an	w1945
die	w1946
Stelle	w1947
des	w1948
ver=storbenen	w1949
<g/>
=
Präsidenten	w1951
von	w1952
Brosses	w1953
zu	w1954
auswärtigen	w1955
Ehrenmitgliedern	w1956
aufge=nommen	w1957
<g/>
=
<g/>
.
</p>
<head id="hl6">
Genf	w1960
<g/>
,
der	w1962
15	w1963
<g/>
.
Heum	w1965
<g/>
.
</head>
<p id="p34">
Der	w1967
Herr	w1968
Graf	w1969
von	w1970
Falkenstein	w1971
sind	w1972
am	w1973
13	w1974
<g/>
.
dieses	w1976
Abends	w1977
um	w1978
5	w1979
Uhr	w1980
hier	w1981
angelangt	w1982
<g/>
,
und	w1984
haben	w1985
dero	w1986
Absteigqua=tier	w1987
<g/>
=
vor	w1989
der	w1990
Stadt	w1991
genommen	w1992
<g/>
,
um	w1994
dem	w1995
außerordentlichen	w1996
Zulauf	w1997
von	w1998
Menschen	w1999
auszuweichen	w2000
<g/>
.
Durch	w2002
Ferney	w2003
sind	w2004
sie	w2005
zwar	w2006
gereiset	w2007
<g/>
,
haben	w2009
aber	w2010
den	w2011
Nestor	w2012
des	w2013
französischen	w2014
Parnasses	w2015
nicht	w2016
gesehen	w2017
<g/>
.
Sie	w2019
haben	w2020
hier	w2021
weder	w2022
von	w2023
unserm	w2024
Ma=gistrat	w2025
<g/>
=
noch	w2027
von	w2028
dem	w2029
französischen	w2030
Re=sidenten	w2031
<g/>
=
die	w2033
Besuche	w2034
angenommen	w2035
<g/>
.
Am	w2037
14	w2038
<g/>
.
des	w2040
Morgens	w2041
fuhren	w2042
sie	w2043
mit	w2044
einem	w2045
Gefolge	w2046
von	w2047
3	w2048
Kutschen	w2049
in	w2050
die	w2051
Stadt	w2052
<g/>
.
Der	w2054
Herr	w2055
Graf	w2056
befanden	w2057
sich	w2058
in	w2059
der	w2060
mittelsten	w2061
<g/>
,
welche	w2063
auch	w2064
die	w2065
einfachste	w2066
war	w2067
<g/>
.
Sie	w2069
trugen	w2070
ein	w2071
zimmetfarbenes	w2072
Kleid	w2073
und	w2074
Weste	w2075
ohne	w2076
Tressen	w2077
<g/>
,
und	w2079
eben	w2080
so	w2081
einfach	w2082
waren	w2083
die	w2084
3	w2085
Herren	w2086
ihres	w2087
Gefolges	w2088
gekleidet	w2089
<g/>
.
Sie	w2091
besahen	w2092
eine	w2093
unserer	w2094
Brigantinen	w2095
<g/>
,
das	w2097
Naturalien=kabinet	w2098
<g/>
=
des	w2100
Herrn	w2101
Professors	w2102
von	w2103
Saussu=re	w2104
<g/>
=
<g/>
,
und	w2107
hernach	w2108
die	w2109
in	w2110
allem	w2111
Betracht	w2112
vortrefliche	w2113
Gemähldesammlung	w2114
des	w2115
Hr	w2116
<g/>
.
Lintard	w2118
<g/>
,
der	w2120
dabey	w2121
die	w2122
Ehre	w2123
hatte	w2124
<g/>
,
dem	w2126
Herrn	w2127
Grafen	w2128
eine	w2129
seiner	w2130
Töchter	w2131
vor=zustellen	w2132
<g/>
=
<g/>
,
bey	w2135
der	w2136
die	w2137
Kaiserinn	w2138
Köni=ginn	w2139
<g/>
=
<g/>
,
Maria	w2142
Theresia	w2143
<g/>
,
die	w2145
Pathe	w2146
ge=wesen	w2147
<g/>
=
war	w2149
<g/>
.
Von	w2151
dort	w2152
begaben	w2153
sich	w2154
der	w2155
Herr	w2156
Graf	w2157
in	w2158
die	w2159
Bibliothek	w2160
<g/>
,
von	w2162
einer	w2163
unzähligen	w2164
Menge	w2165
Menschen	w2166
begleitet	w2167
<g/>
,
der	w2169
sie	w2170
sich	w2171
vergebens	w2172
zu	w2173
entziehen	w2174
such=ten	w2175
<g/>
=
<g/>
.
Bey	w2178
dem	w2179
Herrn	w2180
von	w2181
Saussure	w2182
fanden	w2183
sie	w2184
eine	w2185
ansehnliche	w2186
Versammlung	w2187
von	w2188
Genferdamen	w2189
<g/>
,
die	w2191
sie	w2192
auf	w2193
das	w2194
leutselig=ste	w2195
<g/>
=
bewillkommten	w2197
<g/>
.
Sie	w2199
wurden	w2200
daselbst	w2201
zum	w2202
Tanzen	w2203
eingeladen	w2204
<g/>
,
antworteten	w2206
aber	w2207
<g/>
:
</p>
<p id="p35">
sie	w2209
wären	w2210
nur	w2211
ein	w2212
sehr	w2213
mittelmäßige	w2214
Tänzer	w2215
<g/>
,
würden	w2217
sich	w2218
nicht	w2219
lange	w2220
in	w2221
Genf	w2222
aufhalten	w2223
<g/>
,
und	w2225
wollten	w2226
sich	w2227
ihren	w2228
Ab=schied	w2229
<g/>
=
nicht	w2231
schwer	w2232
machen	w2233
<g/>
.
Der	w2235
Herr	w2236
von	w2237
Weslow	w2238
<g/>
,
ein	w2240
Russe	w2241
<g/>
,
welcher	w2243
hier	w2244
in	w2245
der	w2246
Stille	w2247
lebt	w2248
<g/>
,
und	w2250
vor	w2251
diesem	w2252
als	w2253
Resident	w2254
des	w2255
Kaisers	w2256
Peters	w2257
des	w2258
Gros=sen	w2259
<g/>
=
<g/>
,
bey	w2262
Kaiser	w2263
Karl	w2264
dem	w2265
VI	w2266
<g/>
.
gestan=den	w2268
<g/>
=
war	w2270
<g/>
,
begab	w2272
sich	w2273
selbst	w2274
in	w2275
des	w2276
Hrn	w2277
<g/>
.
Grafen	w2279
Absteigquatier	w2280
<g/>
,
und	w2282
schickte	w2283
durch	w2284
einen	w2285
seiner	w2286
Bediente	w2287
an	w2288
den	w2289
Grafen	w2290
von	w2291
Colloredo	w2292
einen	w2293
Brief	w2294
<g/>
,
in	w2296
welchem	w2297
er	w2298
um	w2299
die	w2300
Erlaubniß	w2301
bat	w2302
<g/>
,
den	w2304
Herrn	w2305
Grafen	w2306
von	w2307
Falkenstein	w2308
sehen	w2309
zu	w2310
können	w2311
<g/>
.
Der	w2313
Bediente	w2314
übergab	w2315
den	w2316
Brief	w2317
<g/>
,
aber	w2319
anstatt	w2320
ihn	w2321
an	w2322
den	w2323
Grafen	w2324
von	w2325
Collore=do	w2326
<g/>
=
zu	w2328
bringen	w2329
<g/>
,
gab	w2331
er	w2332
ihn	w2333
dem	w2334
Grafen	w2335
von	w2336
Falkenstein	w2337
<g/>
,
welcher	w2339
ihn	w2340
auch	w2341
las	w2342
<g/>
,
und	w2344
sogleich	w2345
zum	w2346
Herrn	w2347
von	w2348
Weslow	w2349
gieng	w2350
<g/>
.
Nach	w2352
einer	w2353
viertelstündigen	w2354
Un=terhaltung	w2355
<g/>
=
bat	w2357
der	w2358
alte	w2359
Russe	w2360
<g/>
,
welcher	w2362
mit	w2363
dem	w2364
Grafen	w2365
von	w2366
Colloredo	w2367
zu	w2368
reden	w2369
glaubte	w2370
<g/>
,
abermals	w2372
um	w2373
die	w2374
Ehre	w2375
<g/>
,
den	w2377
grossen	w2378
Reisenden	w2379
zu	w2380
sehen	w2381
<g/>
.
Jch	w2383
bin	w2384
es	w2385
selbst	w2386
<g/>
,
mein	w2388
lieber	w2389
Alter	w2390
<g/>
,
erwiederte	w2392
Se	w2393
<g/>
.
kaiserliche	w2395
Majestät	w2396
<g/>
,
indem	w2398
sie	w2399
zu=gleich	w2400
<g/>
=
mit	w2402
den	w2403
gnädigsten	w2404
Ausdrücken	w2405
von	w2406
ihm	w2407
Abschied	w2408
nahmen	w2409
<g/>
.
Jn	w2411
der	w2412
Nacht	w2413
von	w2414
Montag	w2415
zum	w2416
Dienstag	w2417
sind	w2418
sie	w2419
von	w2420
hier	w2421
abgereiset	w2422
<g/>
,
und	w2424
werden	w2425
vor	w2426
Anbruch	w2427
des	w2428
Tages	w2429
schon	w2430
Copet	w2431
und	w2432
Nion	w2433
zurückgelegt	w2434
haben	w2435
<g/>
.
</p>
<p id="p36">
Wenig	w2437
Monarchen	w2438
können	w2439
so	w2440
wie	w2441
Jo=seph	w2442
<g/>
=
II	w2444
<g/>
.
die	w2446
Grösse	w2447
mit	w2448
dem	w2449
Einfachen	w2450
verbinden	w2451
<g/>
,
und	w2453
alle	w2454
Stimmen	w2455
zu	w2456
ihrem	w2457
Lobe	w2458
vereinigen	w2459
<g/>
.
</p>
<head id="hl7">
Bern	w2461
<g/>
,
den	w2463
18	w2464
<g/>
.
Heumon	w2466
<g/>
.
</head>
<p id="p37">
Der	w2468
Herr	w2469
Graf	w2470
von	w2471
Falkenstein	w2472
ist	w2473
ge=stern	w2474
<g/>
=
Morgens	w2476
um	w2477
10	w2478
Uhr	w2479
hier	w2480
angekom=men	w2481
<g/>
=
<g/>
.
Er	w2484
logirt	w2485
in	w2486
dem	w2487
Wirthshause	w2488
zum	w2489
Falken	w2490
<g/>
,
und	w2492
um	w2493
6	w2494
Uhr	w2495
des	w2496
Abends	w2497
besuchte	w2498
er	w2499
das	w2500
Zeughaus	w2501
<g/>
,
wo	w2503
er	w2504
un=gefehr	w2505
<g/>
=
2	w2507
Stunden	w2508
zubrachte	w2509
<g/>
.
Er	w2511
em=pfieng	w2512
<g/>
=
einige	w2514
Herren	w2515
des	w2516
Standes	w2517
<g/>
,
wel=che	w2519
<g/>
=
die	w2521
Ehre	w2522
hatten	w2523
<g/>
,
sich	w2525
mit	w2526
ihm	w2527
zu	w2528
unterhalten	w2529
<g/>
,
sehr	w2531
huldreich	w2532
<g/>
.
Der	w2534
Herr	w2535
Graf	w2536
begab	w2537
sich	w2538
hernach	w2539
zu	w2540
dem	w2541
be=rühmten	w2542
<g/>
=
Herrn	w2544
von	w2545
Haller	w2546
<g/>
,
bey	w2548
wel=chem	w2549
<g/>
=
er	w2551
fast	w2552
eine	w2553
Stunde	w2554
verweilte	w2555
<g/>
,
und	w2557
</p>
<p id="p38">
ihm	w2558
die	w2559
verbindlichsten	w2560
Sachen	w2561
sagte	w2562
<g/>
.
Er	w2564
verreisete	w2565
diesen	w2566
Morgen	w2567
nach	w2568
Basel	w2569
<g/>
,
nachdem	w2571
er	w2572
in	w2573
der	w2574
Stadt	w2575
und	w2576
auf	w2577
den	w2578
Spazierplätzen	w2579
ein	w2580
wenig	w2581
herumgegan=gen	w2582
<g/>
=
<g/>
.
Man	w2585
ist	w2586
hier	w2587
<g/>
,
wie	w2589
an	w2590
allen	w2591
andern	w2592
Orten	w2593
<g/>
,
unerschöpflich	w2595
<g/>
,
seine	w2597
hohen	w2598
Ei=genschaften	w2599
<g/>
=
zu	w2601
erheben	w2602
<g/>
.
</p>
<p id="p39">
Um	w2604
12	w2605
Uhr	w2606
langten	w2607
Se	w2608
<g/>
.
Majestät	w2610
in	w2611
Widlispach	w2612
einem	w2613
im	w2614
Kanton	w2615
Bern	w2616
zwey	w2617
Stund	w2618
von	w2619
Solothurn	w2620
entfernten	w2621
Städt=chen	w2622
<g/>
=
an	w2624
<g/>
,
ohne	w2626
sich	w2627
in	w2628
Solothurn	w2629
aufzu=halten	w2630
<g/>
=
<g/>
,
stiegen	w2633
im	w2634
Wirthshaus	w2635
zum	w2636
Schlüßel	w2637
ab	w2638
<g/>
;
eine	w2640
Menge	w2641
Zuschauer	w2642
von	w2643
Solothurn	w2644
und	w2645
benachbarten	w2646
Orten	w2647
<g/>
,
fanden	w2649
sich	w2650
hier	w2651
ein	w2652
<g/>
.
Der	w2654
Monarch	w2655
hielt	w2656
sich	w2657
aber	w2658
so	w2659
<g/>
,
viel	w2661
als	w2662
möglich	w2663
ver=borgen	w2664
<g/>
=
<g/>
.
Bey	w2667
dero	w2668
Abreise	w2669
aber	w2670
zeigte	w2671
sich	w2672
Höchstdieselben	w2673
zu	w2674
jedermänniglichen	w2675
Freude	w2676
<g/>
,
und	w2678
alle	w2679
Znschauer	w2680
waren	w2681
über	w2682
die	w2683
freundlichen	w2684
und	w2685
zugleich	w2686
edlen	w2687
Züge	w2688
dieses	w2689
Fürsten	w2690
ganz	w2691
erstaunt	w2692
<g/>
.
Se	w2694
<g/>
.
Maje=stät	w2696
<g/>
=
stiegen	w2698
in	w2699
den	w2700
vordersten	w2701
Reiswagen	w2702
<g/>
,
derer	w2704
3	w2705
waren	w2706
<g/>
,
grüßten	w2708
auf	w2709
allen	w2710
Sei=ten	w2711
<g/>
=
die	w2713
Anwesende	w2714
<g/>
,
mit	w2716
jener	w2717
bekannten	w2718
einnehmenden	w2719
Art	w2720
<g/>
,
die	w2722
dieser	w2723
Prinz	w2724
über=all	w2725
<g/>
=
geäußert	w2727
<g/>
,
and	w2729
setzten	w2730
dero	w2731
Reise	w2732
nach	w2733
Basel	w2734
und	w2735
Freyburg	w2736
im	w2737
Breyßgau	w2738
wei=ter	w2739
<g/>
=
fort	w2741
<g/>
,
stunden	w2743
aber	w2744
so	w2745
lang	w2746
man	w2747
den	w2748
Wagen	w2749
sehen	w2750
konnte	w2751
<g/>
,
aufrecht	w2753
in	w2754
dem=selben	w2755
<g/>
=
<g/>
,
und	w2758
ließen	w2759
in	w2760
aller	w2761
Zuschauer	w2762
Her=zen	w2763
<g/>
=
<g/>
,
eine	w2766
Empfindung	w2767
<g/>
,
die	w2769
sich	w2770
mehr	w2771
fühlen	w2772
als	w2773
beschreiben	w2774
läßt	w2775
<g/>
,
zurück	w2777
<g/>
.
</p>
<head id="hl8">
Wien	w2779
<g/>
,
den	w2781
2	w2782
<g/>
.
Sommermon	w2784
<g/>
.
</head>
<p id="p40">
Gestern	w2786
Abends	w2787
gegen	w2788
6	w2789
Uhr	w2790
sind	w2791
Se	w2792
<g/>
.
röm	w2794
<g/>
.
kais	w2796
<g/>
.
Majestät	w2798
von	w2799
Dero	w2800
nach	w2801
Frank=reich	w2802
<g/>
=
seit	w2804
einigen	w2805
Monaten	w2806
unternomme=nen	w2807
<g/>
=
Reise	w2809
<g/>
,
ganz	w2811
unvermuthet	w2812
<g/>
,
und	w2814
zur	w2815
innigsten	w2816
Freude	w2817
Dero	w2818
allerdurchlauchtigsten	w2819
Frau	w2820
Mutter	w2821
<g/>
,
der	w2823
Kaiserinn	w2824
Königinn	w2825
apost	w2826
<g/>
.
Majest	w2828
<g/>
.
und	w2830
der	w2831
durchlauchtigsten	w2832
jungen	w2833
Herrschaften	w2834
<g/>
,
in	w2836
höchstbeglück=tem	w2837
<g/>
=
Wohlseyn	w2839
wieder	w2840
zurück	w2841
eingetroffen	w2842
<g/>
,
und	w2844
haben	w2845
darauf	w2846
diese	w2847
Nacht	w2848
wieder	w2849
zum	w2850
erstenmal	w2851
in	w2852
Dero	w2853
getreuen	w2854
Haupt	w2855
<g/>
=
und	w2857
Residenzstadt	w2858
geschlafen	w2859
<g/>
.
</p>
<p id="p41">
Das	w2861
ganze	w2862
Publikum	w2863
<g/>
,
und	w2865
jeder	w2866
recht=schaffener	w2867
<g/>
=
Bürger	w2869
jauchzete	w2870
für	w2871
Freuden	w2872
<g/>
,
sobald	w2874
diese	w2875
sehnlichst	w2876
gewünschte	w2877
Nach Nachricht	w2878
<g/>
=
</p>
<p id="p42">
richt	w2880
sich	w2881
verbreitete	w2882
<g/>
,
und	w2884
wünschte	w2885
sich	w2886
Glück	w2887
seinen	w2888
theuersten	w2889
Monarchen	w2890
wie=der	w2891
<g/>
=
zu	w2893
sehen	w2894
und	w2895
zu	w2896
besitzen	w2897
<g/>
.
</p>
<p id="p43">
Den	w2899
17	w2900
<g/>
.
jüngst	w2902
abgewichenen	w2903
Monats	w2904
gieng	w2905
in	w2906
der	w2907
königl	w2908
<g/>
.
Hauptstadt	w2910
Prag	w2911
in	w2912
dem	w2913
berühmten	w2914
Prämonstratenser	w2915
Stifte	w2916
Strahof	w2917
die	w2918
gewöhnliche	w2919
Wahl	w2920
eines	w2921
neu=en	w2922
<g/>
=
Prälatens	w2924
vor	w2925
sich	w2926
<g/>
:
und	w2928
da	w2929
sie	w2930
ohne	w2931
Beyspiele	w2932
ist	w2933
<g/>
,
so	w2935
verdient	w2936
sie	w2937
hier	w2938
ange=führt	w2939
<g/>
=
zu	w2941
werden	w2942
<g/>
.
</p>
<p id="p44">
Nachdem	w2944
die	w2945
zu	w2946
dem	w2947
Wahlgeschäfte	w2948
allergnädigst	w2949
ernannte	w2950
k	w2951
<g/>
.
k	w2953
<g/>
.
Herren	w2955
Kom=missarien	w2956
<g/>
=
als	w2958
Se	w2959
<g/>
.
Exc	w2961
<g/>
.
der	w2963
hoch	w2964
<g/>
=
und	w2966
wohl=gebohrne	w2967
<g/>
=
Hr	w2969
<g/>
.
Franz	w2971
Jos	w2972
<g/>
.
Graf	w2974
von	w2975
Pach=ta	w2976
<g/>
=
<g/>
,
Freyherr	w2979
von	w2980
Reyhofen	w2981
<g/>
,
Jhrer	w2983
k	w2984
<g/>
.
k	w2986
<g/>
.
ap	w2988
<g/>
.
Maj	w2990
<g/>
.
wirklich	w2992
geheimer	w2993
Rath	w2994
<g/>
,
Asses Assessor	w2996
<g/>
=
sor	w2998
bey	w2999
einem	w3000
hochlöbl	w3001
<g/>
.
Landesgubernio	w3003
<g/>
,
und	w3005
obersten	w3006
Landrichter	w3007
im	w3008
Königreiche	w3009
Böheim	w3010
<g/>
,
ꝛc	w3012
<g/>
.
Dann	w3014
der	w3015
Herr	w3016
Jo=hann	w3017
<g/>
=
Marcellus	w3019
von	w3020
Hennet	w3021
<g/>
,
Jhrer	w3023
k	w3024
<g/>
.
k	w3026
<g/>
.
ap	w3028
<g/>
.
Maj	w3030
<g/>
.
Rath	w3032
<g/>
,
Assessor	w3034
bey	w3035
einem	w3036
hochl	w3037
<g/>
.
k	w3039
<g/>
.
k	w3041
<g/>
.
Landesgubernio	w3043
<g/>
,
und	w3045
größeren	w3046
Land=rechts	w3047
<g/>
=
Beysitzer	w3049
<g/>
,
ꝛc	w3051
<g/>
.
Dann	w3053
der	w3054
Herr	w3055
Anton	w3056
Klement	w3057
Worzikowsky	w3058
von	w3059
Kund=ratitz	w3060
<g/>
=
<g/>
,
Jhrer	w3063
k	w3064
<g/>
.
k	w3066
<g/>
.
ap	w3068
<g/>
.
Maj	w3070
<g/>
.
Rath	w3072
<g/>
,
Kam=mer	w3074
<g/>
=
<g/>
=
und	w3077
Hoflehenrechts	w3078
Beysitzer	w3079
<g/>
,
ꝛc	w3081
<g/>
.
im	w3083
prächtigen	w3084
Staate	w3085
mittelst	w3086
drey	w3087
sechs=spännigen	w3088
<g/>
=
Gallawagen	w3090
<g/>
,
unter	w3092
Voraus=trettung	w3093
<g/>
=
ihrer	w3095
zahlreichen	w3096
Livreebedienten	w3097
<g/>
,
und	w3099
sämmtlichen	w3100
Hausofficiers	w3101
sich	w3102
in	w3103
das	w3104
obbemeldte	w3105
Stift	w3106
gleich	w3107
Frühe	w3108
um	w3109
9	w3110
Uhr	w3111
erhoben	w3112
hatten	w3113
<g/>
,
wurden	w3115
Hoch=dieselben	w3116
<g/>
=
bey	w3118
der	w3119
Kirchthüre	w3120
von	w3121
Sr	w3122
<g/>
.
Excellenz	w3124
dem	w3125
Hochwürdigen	w3126
Herrn	w3127
Prä=late	w3128
<g/>
=
v	w3130
<g/>
.
Hradischt	w3132
bey	w3133
Ollmütz	w3134
in	w3135
Mähren	w3136
<g/>
,
Jhrer	w3138
k	w3139
<g/>
.
k	w3141
<g/>
.
Maj	w3143
<g/>
.
wirkl	w3145
<g/>
.
geheimen	w3147
Rathe	w3148
<g/>
,
Generalvicar	w3150
des	w3151
Prämanstratenserordens	w3152
durch	w3153
die	w3154
österreichischen	w3155
Erbländer	w3156
<g/>
,
als	w3158
Præside Praeside	w3159
Electionis	w3160
und	w3161
von	w3162
Jhren	w3163
Hoch=würden	w3164
<g/>
=
den	w3166
2	w3167
Herrn	w3168
Prälaten	w3169
von	w3170
Do=rau	w3171
<g/>
=
und	w3173
Seelau	w3174
als	w3175
Assistenten	w3176
sammt	w3177
der	w3178
ganzen	w3179
Geistlichkeit	w3180
unter	w3181
dem	w3182
Ge=läute	w3183
<g/>
=
aller	w3185
Glocken	w3186
ehrfurchtsvoll	w3187
em=pfangen	w3188
<g/>
=
<g/>
,
und	w3191
zu	w3192
dem	w3193
hohen	w3194
Altare	w3195
ge=führt	w3196
<g/>
=
<g/>
,
wo	w3199
für	w3200
dieselben	w3201
3	w3202
rothsam=metene	w3203
<g/>
=
Bethschämmel	w3205
mit	w3206
eben	w3207
derglei=chen	w3208
<g/>
=
großen	w3210
Lehnsesseln	w3211
zubereitet	w3212
waren	w3213
<g/>
.
Sodann	w3215
wurde	w3216
das	w3217
hohe	w3218
Amt	w3219
von	w3220
Sr	w3221
<g/>
.
Excellenz	w3223
dem	w3224
Herrn	w3225
Præside Praeside	w3226
in	w3227
Pontifi Pontificalibus	w3228
<g/>
=
calibus	w3230
abgesungen	w3231
<g/>
.
</p>
<p id="p45">
Nach	w3233
verrichtetem	w3234
Amte	w3235
wurde	w3236
zur	w3237
Wahl	w3238
getreten	w3239
<g/>
,
und	w3241
sie	w3242
fiel	w3243
auch	w3244
zum	w3245
all=gemeinen	w3246
<g/>
=
Vergnügen	w3248
auf	w3249
einen	w3250
der	w3251
wür=digsten	w3252
<g/>
=
Männer	w3254
dieses	w3255
Stiftes	w3256
aus	w3257
<g/>
.
Es	w3259
ist	w3260
der	w3261
Hochwürdige	w3262
und	w3263
Hochgelehrte	w3264
Herr	w3265
Bohuslaw	w3266
Johann	w3267
Herwig	w3268
gewe=ster	w3269
<g/>
=
Generalprokurator	w3271
des	w3272
Ordens	w3273
bey	w3274
dem	w3275
k	w3276
<g/>
.
k	w3278
<g/>
.
Hofe	w3280
zu	w3281
Wien	w3282
<g/>
.
Er	w3284
erhielt	w3285
gleich	w3286
in	w3287
dem	w3288
ersten	w3289
Serutinio	w3290
72	w3291
Stim=men	w3292
<g/>
=
<g/>
:
eine	w3295
seltene	w3296
Ehre	w3297
<g/>
!
die	w3299
noch	w3300
keinem	w3301
aus	w3302
seinen	w3303
Vorfahren	w3304
durch	w3305
eine	w3306
Reihe	w3307
von	w3308
600	w3309
Jahren	w3310
<g/>
(
dann	w3312
so	w3313
lang	w3314
stehet	w3315
das	w3316
Stift	w3317
wiederfahren	w3318
ist	w3319
<g/>
.
Man	w3321
kann	w3322
daraus	w3323
die	w3324
Verdienste	w3325
dieses	w3326
so	w3327
würdigen	w3328
Mannes	w3329
<g/>
,
und	w3331
die	w3332
Liebe	w3333
seiner	w3334
Mitbrü=der	w3335
<g/>
=
gegen	w3337
ihn	w3338
ganz	w3339
leicht	w3340
abnehmen	w3341
<g/>
.
</p>
<p id="p46">
Nach	w3343
vollendeter	w3344
Wahl	w3345
wurde	w3346
der	w3347
neu=erwählte	w3348
<g/>
=
Herr	w3350
Abbt	w3351
den	w3352
k	w3353
<g/>
.
k	w3355
<g/>
.
Herrn	w3357
Kommissarien	w3358
vorgestellt	w3359
<g/>
,
und	w3361
Se	w3362
<g/>
.
Ex=cellenz	w3364
<g/>
=
der	w3366
Herr	w3367
Præses Praeses	w3368
stimmte	w3369
das	w3370
Herr	w3371
Gott	w3372
wir	w3373
loben	w3374
dich	w3375
<g/>
!
an	w3377
<g/>
,
unter	w3379
welchem	w3380
der	w3381
Zug	w3382
unter	w3383
allgemeinen	w3384
Frolocken	w3385
und	w3386
Geläute	w3387
aller	w3388
Glocken	w3389
<g/>
,
wieder	w3391
zurück	w3392
in	w3393
die	w3394
Kirche	w3395
gieng	w3396
<g/>
.
Hierauf	w3398
wurde	w3399
der	w3400
Neuerwählte	w3401
feyerlich	w3402
installirt	w3403
<g/>
,
und	w3405
ihm	w3406
die	w3407
Prälatenkleidung	w3408
angethan	w3409
<g/>
;
als	w3411
das	w3412
Mozzet	w3413
<g/>
,
das	w3415
Kreuz	w3416
<g/>
,
und	w3418
der	w3419
Ring	w3420
<g/>
.
Nachdem	w3422
ward	w3423
er	w3424
vor	w3425
dem	w3426
hohen	w3427
Altare	w3428
auf	w3429
einen	w3430
Sessel	w3431
gesetzt	w3432
<g/>
,
und	w3434
die	w3435
sammt=lichen	w3436
<g/>
=
Strahower	w3438
Herrn	w3439
Geistlichen	w3440
nach	w3441
dem	w3442
Rang	w3443
traten	w3444
hin	w3445
ihm	w3446
die	w3447
Hand	w3448
zu	w3449
küssen	w3450
<g/>
,
und	w3452
den	w3453
Gehorsam	w3454
zu	w3455
verspre=chen	w3456
<g/>
=
<g/>
.
Zum	w3459
Schluße	w3460
machte	w3461
der	w3462
Herr	w3463
Præses Praeses	w3464
dem	w3465
neuerwählten	w3466
Herrn	w3467
Präla=ten	w3468
<g/>
=
in	w3470
einer	w3471
sehr	w3472
zierlichen	w3473
und	w3474
bündigen	w3475
Rede	w3476
seine	w3477
Glückswünschung	w3478
<g/>
,
und	w3480
seine	w3481
frohe	w3482
Empfindungen	w3483
bekannt	w3484
<g/>
.
</p>
<p id="p47">
Alles	w3486
erfreuete	w3487
sich	w3488
über	w3489
diese	w3490
so	w3491
glück=liche	w3492
<g/>
=
Wahl	w3494
<g/>
,
und	w3496
ruffte	w3497
dem	w3498
Neuerwähl=ten	w3499
<g/>
=
tausend	w3501
Segenswünsche	w3502
mit	w3503
frohem	w3504
Herzen	w3505
zu	w3506
<g/>
,
</p>
<p id="p48">
Den	w3508
18	w3509
<g/>
.
Heumonat	w3511
Abends	w3512
gegen	w3513
halb	w3514
6	w3515
Uhr	w3516
wurde	w3517
zu	w3518
Komorn	w3519
abermal	w3520
ein	w3521
starker	w3522
Erdstoß	w3523
verspürt	w3524
<g/>
,
welcher	w3526
sich	w3527
mit	w3528
einen	w3529
schröckbaren	w3530
Knalle	w3531
<g/>
,
gleich	w3533
eines	w3534
Stückschusses	w3535
äußerte	w3536
<g/>
,
und	w3538
eine	w3539
Minu=te	w3540
<g/>
=
lang	w3542
dauerte	w3543
<g/>
.
Auch	w3545
hatte	w3546
es	w3547
stark	w3548
dabey	w3549
geregnet	w3550
<g/>
.
</p>
<p id="p49">
Vorige	w3552
Woche	w3553
ist	w3554
in	w3555
dem	w3556
katholischen	w3557
Hauptgymnasio	w3558
zu	w3559
Presburg	w3560
die	w3561
gewöhn gewöhnliche	w3562
<g/>
=
</p>
<p id="p50">
liche	w3564
Prüfung	w3565
mit	w3566
einigen	w3567
Klassen	w3568
