<doc id="wr_1762-04-21" attrs="word" year="1762" month="04" day="21" corpus="2">
<head id="h2_d649e3413">
Madrit	w1_d649e3417
dirimi	w11_d649e17825
possunt.	w13_d649e17829
Opus	w15_d649e17832
ex	w1_d649e17837
clarissi	w3_d649e17840
probatissimis	w5_d649e17843
quibusque	w7_d649e17846
omnis	w9_d649e17849
ætatis	w11_d649e17852
moralibus	w1_d649e17857
Theologis,	w3_d649e17860
&	w5_d649e17863
nominatim	w7_d649e17866
celeb.	w9_d649e17869
Vi-	w11_d649e17872
ris	w1_d649e17877
Pontas,	w3_d649e17880
de	w5_d649e17883
Lamet,	w7_d649e17886
ac	w9_d649e17889
Fromageau	w11_d649e17892
Consulto	w13_d649e17896
exceptum.	w1_d649e17902
Editio	w3_d649e17905
emendata,	w5_d649e17908
omnibusque	w7_d649e17911
ca-	w9_d649e17914
sibus	w1_d649e17919
à	w3_d649e17922
Benedicto	w5_d649e17925
XIV.	w7_d649e17928
P.	w9_d649e17931
M.	w11_d649e17934
solutis	w13_d649e17938
aucta.	w15_d649e17941
II.	w17_d649e17944
Tomi,	w1_d649e17949
4.	w3_d649e17952
maj	w5_d649e17955
Venet.	w7_d649e17958
1761.	w9_d649e17961
à	w11_d649e17964
4.	w13_d649e17968
fl.	w15_d649e17971
30.	w17_d649e17974
kr.	w19_d649e17977
Das	w1_d649e17982
fünfte	w3_d649e17985
Buch	w5_d649e17988
der	w7_d649e17991
Historie	w9_d649e17994
des	w11_d649e17997
Kriegs	w13_d649e18001
zwi	w15_d649e18004
schen	w1_d649e18010
den	w3_d649e18013
Preussen	w5_d649e18016
und	w7_d649e18019
ihren	w9_d649e18022
Bunds=genossen,	w11_d649e18025
und	w1_d649e18030
den	w3_d649e18033
Oesterreichern	w5_d649e18036
und	w7_d649e18039
ihren	w9_d649e18042
Bundsgenossen,	w11_d649e18045
welches	w1_d649e18050
beschreibet	w3_d649e18053
den	w5_d649e18056
Krieg	w7_d649e18059
von	w9_d649e18062
dem	w11_d649e18065
Monat	w13_d649e18069
Thebet	w1_d649e18074
des	w3_d649e18077
5521.	w5_d649e18080
bis	w7_d649e18083
zu	w9_d649e18086
dem	w11_d649e18089
Monat	w13_d649e18093
Thebet	w15_d649e18096
des	w17_d649e18099
5522.	w1_d649e18105
Jahrs,	w3_d649e18108
nach	w5_d649e18111
Rechnung	w7_d649e18114
der	w9_d649e18117
Christen	w11_d649e18120
im	w13_d649e18124
1761.	w1_d649e18129
Jahr,	w3_d649e18132
wie	w5_d649e18135
solche	w7_d649e18138
beschrieben	w9_d649e18141
hat	w11_d649e18144
R.	w13_d649e18148
Si-	w15_d649e18151
meon	w1_d649e18156
Ben-Jochai,	w3_d649e18159
auf	w5_d649e18162
eine	w7_d649e18165
redliche	w9_d649e18168
Weise,	w11_d649e18171
mit	w13_d649e18175
15.	w1_d649e18180
Kupfer=tafeln,	w3_d649e18183
8.	w5_d649e18186
1762.	w7_d649e18189
a	w9_d649e18192
51.	w11_d649e18195
kr.	w13_d649e18199
</list>
<p id="p40_d649e18203">
Von	w1_d649e18207
N.	w3_d649e18210
Richter	w5_d649e18213
und	w7_d649e18216
Raht	w9_d649e18219
der	w11_d649e18222
Lands=fürstl.	w13_d649e18226
Stadt	w1_d649e18231
Closter=neuburg,	w3_d649e18234
wird	w5_d649e18237
hiermit	w7_d649e18240
jeder	w9_d649e18243
männiglich	w1_d649e18248
kund	w3_d649e18251
und	w5_d649e18254
zu	w7_d649e18257
wissen	w9_d649e18260
gemacht,	w11_d649e18263
wasge	w13_d649e18267
stalten	w1_d649e18273
allhier	w3_d649e18276
beyläuffig	w5_d649e18279
1600.	w7_d649e18282
Emmer	w9_d649e18285
Closter	w11_d649e18288
neuburger	w1_d649e18293
und	w3_d649e18296
Weidlinger,	w5_d649e18299
und	w7_d649e18302
zwar	w9_d649e18305
nachfolgen	w11_d649e18308
de	w1_d649e18313
Gewächs,	w3_d649e18316
als:	w5_d649e18319
1746.	w7_d649e18322
748.	w9_d649e18325
750.	w11_d649e18328
752.	w13_d649e18332
753.	w15_d649e18335
754.	w1_d649e18340
757.	w3_d649e18343
760.	w5_d649e18346
761.	w7_d649e18349
samt,	w9_d649e18352
oder	w11_d649e18355
ohne	w13_d649e18359
denen	w15_d649e18362
ei	w17_d649e18365
sernen	w1_d649e18371
Band=fassen,	w3_d649e18374
dem	w5_d649e18377
Meistbietenden	w7_d649e18380
zu	w9_d649e18383
ver	w11_d649e18386
kauffen	w1_d649e18391
seynd,	w3_d649e18394
wer	w5_d649e18397
nun	w7_d649e18400
solche	w9_d649e18403
käuflich	w11_d649e18406
an	w13_d649e18410
sich	w15_d649e18413
zu	w1_d649e18418
bringen	w3_d649e18421
gedenket,	w5_d649e18424
kan	w7_d649e18427
sich	w9_d649e18430
auf	w11_d649e18433
den	w13_d649e18437
6	w15_d649e18440
künf	w17_d649e18443
tigen	w1_d649e18448
Monats	w3_d649e18451
May	w5_d649e18454
fruh	w7_d649e18457
um	w9_d649e18460
9.	w11_d649e18463
Uhr	w13_d649e18467
in	w15_d649e18470
der	w17_d649e18473
so	w19_d649e18476
genannten	w1_d649e18482
Reyserischen	w3_d649e18485
in	w5_d649e18488
der	w7_d649e18491
unteren	w9_d649e18494
Stadt	w11_d649e18497
auf	w13_d649e18501
dem	w1_d649e18506
Platz	w3_d649e18509
liegenden	w5_d649e18512
Behausung	w7_d649e18515
anmelden,	w9_d649e18518
bey	w11_d649e18521
nebst	w1_d649e18526
stebet	w3_d649e18529
einem	w5_d649e18532
jeden	w7_d649e18535
frey,	w9_d649e18538
auch	w11_d649e18541
vor	w13_d649e18545
der	w15_d649e18548
Lici	w17_d649e18551
tations=tagsatzung	w1_d649e18556
diese	w3_d649e18559
Weine	w5_d649e18562
kosten	w7_d649e18565
zu	w9_d649e18568
können.	w11_d649e18571
Nichtminder	w1_d649e18577
ist	w3_d649e18580
auch	w5_d649e18583
ein	w7_d649e18586
Lust=gebäu	w9_d649e18589
samt	w11_d649e18592
Gar	w13_d649e18596
ten	w1_d649e18601
gegen	w3_d649e18604
dem	w5_d649e18607
Donau=strom	w7_d649e18610
bestandlich	w9_d649e18613
zu	w11_d649e18616
ver	w13_d649e18620
lassen,	w1_d649e18625
wer	w3_d649e18628
hierzu	w5_d649e18631
Belieben	w7_d649e18634
traget,	w9_d649e18637
kan	w11_d649e18640
sich	w13_d649e18644
all	w15_d649e18647
täglich	w1_d649e18652
in	w3_d649e18655
der	w5_d649e18658
Stadt=canzley	w7_d649e18661
anmelden.	w9_d649e18664
</p>
<head id="h2_d649e18757">
Von	w1_d649e18761
inländischen	w3_d649e18764
gelehrten	w5_d649e18767
Sachen.	w7_d649e18770
Joh.	w1_d649e18775
Thom.	w3_d649e18778
Trattner	w5_d649e18781
hat	w7_d649e18784
uns	w9_d649e18787
erst	w11_d649e18790
neulich	w13_d649e18794
aus	w1_d649e18799
seiner	w3_d649e18802
Presse	w5_d649e18805
geliefert:	w7_d649e18808
</head>
<p id="p4_d649e18811">
Maximiliani	w1_d649e18815
Locher	w3_d649e18818
Medici	w5_d649e18821
Viennensis	w7_d649e18824
in	w9_d649e18827
Nosocomio	w1_d649e18832
ad	w3_d649e18835
Sanctum	w5_d649e18838
Marcum	w7_d649e18841
&	w9_d649e18844
in	w11_d649e18847
Orpha-	w13_d649e18851
notrophio	w1_d649e18856
Physici,	w3_d649e18859
Observationes	w5_d649e18862
practicae	w7_d649e18865
circa	w9_d649e18868
Laem	w1_d649e18874
Veneream,	w3_d649e18877
Epilepsiam	w5_d649e18880
&	w7_d649e18883
Maniam	w9_d649e18886
&c.	w11_d649e18889
bis	w1_d649e18894
accedunt	w3_d649e18897
Casus	w5_d649e18900
varii,	w7_d649e18903
qui	w9_d649e18906
ulteriorem	w11_d649e18909
cicutae	w13_d649e18913
usum	w1_d649e18918
internum	w3_d649e18921
&	w5_d649e18924
externum	w7_d649e18927
in	w9_d649e18930
morbis	w11_d649e18933
curatu	w13_d649e18937
difficillimis	w1_d649e18942
confirmant.	w3_d649e18945
Viennae	w5_d649e18948
1762.	w7_d649e18951
in	w9_d649e18954
8.	w11_d649e18957
</p>
<p id="p6_d649e18960">
Der	w1_d649e18964
Herr	w3_d649e18967
Verfasser	w5_d649e18970
zeiget	w7_d649e18973
in	w9_d649e18976
der	w11_d649e18979
ersten	w13_d649e18983
Abtheilung	w1_d649e18988
seines	w3_d649e18991
Buches	w5_d649e18994
die	w7_d649e18997
Unbequemlich	w9_d649e19000
keiten	w1_d649e19005
und	w3_d649e19008
die	w5_d649e19011
üblen	w7_d649e19014
Folgen	w9_d649e19017
der	w11_d649e19020
Speichelkur,	w13_d649e19024
und	w1_d649e19030
beschreibet	w3_d649e19033
hernach	w5_d649e19036
die	w7_d649e19039
Bereitung,	w9_d649e19042
den	w11_d649e19045
Gebrauch	w1_d649e19050
und	w3_d649e19053
den	w5_d649e19056
Nutzen	w7_d649e19059
des	w9_d649e19062
im	w11_d649e19065
rectificirten	w13_d649e19069
Korngeiste	w1_d649e19074
aufgelösten	w3_d649e19077
sublimirten	w5_d649e19080
Queck	w7_d649e19083
silbers.	w1_d649e19088
Wir	w3_d649e19091
konnten	w5_d649e19094
von	w7_d649e19097
niemand	w9_d649e19100
als	w11_d649e19103
eben	w13_d649e19107
von	w1_d649e19113
dem	w3_d649e19116
Arzte	w5_d649e19119
des	w7_d649e19122
Spitals	w9_d649e19125
zu	w11_d649e19128
St.	w13_d649e19132
Marx,	w15_d649e19135
eine	w1_d649e19140
ausführlichere	w3_d649e19143
und	w5_d649e19146
mit	w7_d649e19149
mehr	w9_d649e19152
Proben	w11_d649e19155
bewehrte	w1_d649e19160
Anzeige	w3_d649e19163
dieses	w5_d649e19166
neuen	w7_d649e19169
Heilungsmit	w9_d649e19172
tels	w1_d649e19177
der	w3_d649e19180
abscheulichen	w5_d649e19183
Krankheit	w7_d649e19186
erwarten,	w9_d649e19189
welche	w1_d649e19195
der	w3_d649e19198
Geitz	w5_d649e19201
und	w7_d649e19204
die	w9_d649e19207
ungezähmte	w11_d649e19210
Wollust	w13_d649e19214
der	w1_d649e19219
Europäer	w3_d649e19222
nebst	w5_d649e19225
den	w7_d649e19228
Schätzen	w9_d649e19231
der	w11_d649e19234
neuen	w13_d649e19238
Welt	w1_d649e19243
zu	w3_d649e19246
uns	w5_d649e19249
gebracht	w7_d649e19252
hat.	w9_d649e19255
Herr	w11_d649e19258
Doctor	w13_d649e19262
Locher	w1_d649e19267
war	w3_d649e19270
der	w5_d649e19273
erste,	w7_d649e19276
welcher	w9_d649e19279
von	w11_d649e19282
dieser	w13_d649e19286
wichtigen	w1_d649e19292
Entdeckung	w3_d649e19295
in	w5_d649e19298
der	w7_d649e19301
Arzneykunst	w9_d649e19304
die	w11_d649e19307
Versuche	w1_d649e19312
im	w3_d649e19315
vorgedachten	w5_d649e19318
Spitale	w7_d649e19321
hier	w9_d649e19324
unter	w11_d649e19327
nommen,	w1_d649e19332
und	w3_d649e19335
an	w5_d649e19338
300.	w7_d649e19341
dahin	w9_d649e19344
gebrachten	w11_d649e19347
Kranken	w1_d649e19352
mit	w3_d649e19355
dem	w5_d649e19358
glücklichsten	w7_d649e19361
Erfolge	w9_d649e19364
aus	w11_d649e19367
geübet	w1_d649e19373
hat.	w3_d649e19376
Der	w5_d649e19379
Fortgang	w7_d649e19382
dieser	w9_d649e19385
neuen	w11_d649e19388
Kuren	w1_d649e19393
machet	w3_d649e19396
ihm	w5_d649e19399
gleiche	w7_d649e19402
Ehre,	w9_d649e19405
und	w11_d649e19408
er	w13_d649e19412
be	w15_d649e19415
ruhet	w1_d649e19420
sich	w3_d649e19423
auf	w5_d649e19426
das	w7_d649e19429
für	w9_d649e19432
ihn	w11_d649e19435
so	w13_d649e19439
rühmliche	w15_d649e19442
Zeug	w17_d649e19445
niß	w1_d649e19450
des	w3_d649e19453
über	w5_d649e19456
unser	w7_d649e19459
Lob	w9_d649e19462
erhabenen	w11_d649e19465
Freyherrn	w13_d649e19469
von	w1_d649e19475
Swieten.	w3_d649e19478
Er	w5_d649e19481
bringt	w7_d649e19484
ein	w9_d649e19487
Verzeichniß	w11_d649e19490
bey,	w1_d649e19495
woraus	w3_d649e19498
wir	w5_d649e19501
mit	w7_d649e19504
Verwunderung	w9_d649e19507
sehen,	w11_d649e19510
daß	w1_d649e19515
seit	w3_d649e19518
dem	w5_d649e19521
ersten	w7_d649e19524
May	w9_d649e19527
des	w11_d649e19530
1754ten	w13_d649e19534
bis	w15_d649e19537
zu	w1_d649e19542
Ende	w3_d649e19545
des	w5_d649e19548
1761ten	w7_d649e19551
Jahres	w9_d649e19554
4880.	w11_d649e19557
Per	w13_d649e19561
sonen	w1_d649e19567
durch	w3_d649e19570
dieses	w5_d649e19573
Mittel	w7_d649e19576
geheilet	w9_d649e19579
worden:	w11_d649e19582
einige	w1_d649e19587
seilb	w1_d649e19592
inheilbar	w1_d649e19597
ge	w3_d649e19600
rge	w1_d649e19606
</p>
<p id="p8_d649e19609">
haltene	w1_d649e19613
Kranke	w3_d649e19616
haben	w5_d649e19619
durch	w7_d649e19622
eben	w9_d649e19625
dasselbe	w11_d649e19628
ihre	w1_d649e19633
Genesung	w3_d649e19636
erlanget.	w5_d649e19639
Herr	w7_d649e19642
Locher	w9_d649e19645
ge	w11_d649e19648
stehet	w1_d649e19653
aber	w3_d649e19656
offenherzig,	w5_d649e19659
daß	w7_d649e19662
es,	w9_d649e19665
zumalen	w11_d649e19668
unter	w1_d649e19674
den	w3_d649e19677
Weibespersonen	w5_d649e19680
gewisse	w7_d649e19683
Jdiosyn	w9_d649e19686
krasien,	w1_d649e19691
oder	w3_d649e19694
besondere	w5_d649e19697
Leibesbeschaffenhei	w7_d649e19700
ten	w1_d649e19705
gebe,	w3_d649e19708
die	w5_d649e19711
den	w7_d649e19714
merkurialischen	w9_d649e19717
Korngeist	w11_d649e19720
nicht	w1_d649e19725
ertragen	w3_d649e19728
können.	w5_d649e19731
Jnzwischen	w7_d649e19734
ist	w9_d649e19737
durch	w11_d649e19740
die	w1_d649e19746
Einführung	w3_d649e19749
der	w5_d649e19752
neuen	w7_d649e19755
Heilungsart	w9_d649e19758
in	w11_d649e19761
dem	w1_d649e19766
Spitale	w3_d649e19769
des	w5_d649e19772
heiligen	w7_d649e19775
Marx	w9_d649e19778
einem	w11_d649e19781
gros	w13_d649e19785
sen	w1_d649e19790
Uebel	w3_d649e19793
abgeholfen	w5_d649e19796
worden:	w7_d649e19799
denn	w9_d649e19802
da	w11_d649e19805
vor	w13_d649e19809
her	w1_d649e19814
die	w3_d649e19817
Kur	w5_d649e19820
der	w7_d649e19823
venerischen	w9_d649e19826
Krankheiten	w11_d649e19829
nur	w13_d649e19833
im	w1_d649e19839
Frühlinge	w3_d649e19842
und	w5_d649e19845
im	w7_d649e19848
Herbste	w9_d649e19851
geschehen	w11_d649e19854
konn	w13_d649e19858
te,	w1_d649e19863
so	w3_d649e19866
wird	w5_d649e19869
sie	w7_d649e19872
itzo	w9_d649e19875
in	w11_d649e19878
allen	w13_d649e19882
Jahreszeiten,	w15_d649e19885
ja	w1_d649e19890
selbst	w3_d649e19893
von	w5_d649e19896
jedem	w7_d649e19899
Tage	w9_d649e19902
an,	w11_d649e19905
da	w13_d649e19909
der	w15_d649e19912
Kranke	w17_d649e19915
in	w19_d649e19918
demselben	w1_d649e19923
erscheinet,	w3_d649e19926
unternommen;	w5_d649e19929
und	w7_d649e19932
der	w9_d649e19935
merkurialische	w1_d649e19941
Korngeist	w3_d649e19944
wird	w5_d649e19947
auch	w7_d649e19950
den	w9_d649e19953
Ar	w11_d649e19956
men	w1_d649e19961
daselbst	w3_d649e19964
umsonst	w5_d649e19967
ausgetheilet.	w7_d649e19970
Wie	w9_d649e19973
sehr	w1_d649e19978
ist	w3_d649e19981
St.	w5_d649e19984
Marx	w7_d649e19987
jetzo	w9_d649e19990
von	w11_d649e19993
dem	w13_d649e19997
unterschieden,	w15_d649e20000
was	w1_d649e20005
es	w3_d649e20008
nach	w5_d649e20011
dem	w7_d649e20014
Berichte	w9_d649e20017
des	w11_d649e20020
Verfassers	w13_d649e20024
der	w1_d649e20030
französischen	w3_d649e20033
Relation	w5_d649e20036
von	w7_d649e20039
dem	w9_d649e20042
kaiser	w11_d649e20045
lichen	w1_d649e20050
Hofe	w3_d649e20053
zu	w5_d649e20056
Wien	w7_d649e20059
vom	w9_d649e20062
Jahre	w11_d649e20065
1704.	w13_d649e20069
vormals	w1_d649e20074
war,	w3_d649e20077
da	w5_d649e20080
die	w7_d649e20083
Aerzte	w9_d649e20086
in	w11_d649e20089
diesem	w13_d649e20093
Spi	w15_d649e20096
tale	w1_d649e20101
nur	w3_d649e20104
Versuche	w5_d649e20107
in	w7_d649e20110
anima	w9_d649e20113
vili	w11_d649e20116
zu	w13_d649e20120
machen	w15_d649e20123
pflegten.	w1_d649e20129
Wie	w3_d649e20132
sehr	w5_d649e20135
unterscheiden	w7_d649e20138
sich	w9_d649e20141
un	w11_d649e20144
sere	w1_d649e20149
Aerzte	w3_d649e20152
von	w5_d649e20155
den	w7_d649e20158
damaligen,	w9_d649e20161
welche	w11_d649e20164
aus	w13_d649e20168
Unwissenheit	w1_d649e20173
gleich	w3_d649e20176
zu	w5_d649e20179
den	w7_d649e20182
verzweifeltesten	w9_d649e20185
Mitteln	w1_d649e20190
ihre	w3_d649e20193
Zuflucht	w5_d649e20196
nahmen,	w7_d649e20199
und	w9_d649e20202
die	w11_d649e20205
Fol	w13_d649e20209
gen	w1_d649e20215
der	w3_d649e20218
Liebessünde	w5_d649e20221
zugleich	w7_d649e20224
mit	w9_d649e20227
ihren	w11_d649e20230
Werk	w13_d649e20234
zeugen	w1_d649e20239
vernichteten.	w3_d649e20242
Noch	w5_d649e20245
im	w7_d649e20248
Jahre	w9_d649e20251
1730.	w11_d649e20254
da	w1_d649e20259
Kuchelbecker	w3_d649e20262
seine	w5_d649e20265
Beschreibung	w7_d649e20268
von	w9_d649e20271
Wien	w1_d649e20276
verfertigte,	w3_d649e20279
war	w5_d649e20282
es	w7_d649e20285
gar	w9_d649e20288
nichts	w11_d649e20291
seltenes,	w13_d649e20295
in	w1_d649e20301
unsrer	w3_d649e20304
Stadt	w5_d649e20307
Leute	w7_d649e20310
mit	w9_d649e20313
offenbaren	w11_d649e20316
Kennzei	w13_d649e20320
chen	w1_d649e20325
ihres	w3_d649e20328
unglückseligen	w5_d649e20331
Zustandes	w7_d649e20334
herum	w9_d649e20337
gehen	w1_d649e20342
zu	w3_d649e20345
sehen.	w5_d649e20348
Da	w7_d649e20351
sich	w9_d649e20354
nun	w11_d649e20357
seit	w13_d649e20361
der	w15_d649e20364
Zeit	w17_d649e20367
die	w19_d649e20370
Zabl	w21_d649e20373
der	w1_d649e20378
durch	w3_d649e20381
venerische	w5_d649e20384
Krankheiten	w7_d649e20387
Verstüm	w9_d649e20390
melten	w1_d649e20396
ungemein	w3_d649e20399
vermindert	w5_d649e20402
hat,	w7_d649e20405
ohne	w9_d649e20408
daß	w11_d649e20411
die	w1_d649e20416
Neigung	w3_d649e20419
zu	w5_d649e20422
den	w7_d649e20425
Wollüsten	w9_d649e20428
und	w11_d649e20431
die	w13_d649e20435
freye	w15_d649e20438
Geminschaft	w1_d649e20443
der	w3_d649e20446
beyden	w5_d649e20449
Geschlechter	w7_d649e20452
bey	w9_d649e20455
uns	w11_d649e20458
</p>
<p id="p14_d649e20472">
aufgehöret	w1_d649e20476
habe;	w3_d649e20479
so	w5_d649e20482
müssen	w7_d649e20485
wir	w9_d649e20488
schliessen,	w11_d649e20491
daß	w1_d649e20496
unsere	w3_d649e20499
Aerzte,	w5_d649e20502
in	w7_d649e20505
den	w9_d649e20508
Kuren,	w11_d649e20511
von	w13_d649e20515
denen	w15_d649e20518
hier	w1_d649e20523
die	w3_d649e20526
Rede	w5_d649e20529
ist,	w7_d649e20532
endlich	w9_d649e20535
den	w11_d649e20538
alten	w13_d649e20542
Schlen	w15_d649e20545
drian	w1_d649e20551
verlassen,	w3_d649e20554
und	w5_d649e20557
sich	w7_d649e20560
die	w9_d649e20563
Entdeckungen	w11_d649e20566
der	w1_d649e20571
Ausländer	w3_d649e20574
zu	w5_d649e20577
Nutze	w7_d649e20580
gemacht	w9_d649e20583
haben.	w11_d649e20586
Es	w13_d649e20590
wäre	w1_d649e20595
zu	w3_d649e20598
wünschen,	w5_d649e20601
daß	w7_d649e20604
es	w9_d649e20607
die	w11_d649e20610
meisten	w13_d649e20614
dersel	w15_d649e20617
ben	w1_d649e20622
noch	w3_d649e20625
bey	w5_d649e20628
vielen	w7_d649e20631
andern	w9_d649e20634
Krankheiten	w11_d649e20637
thun	w13_d649e20641
möchten.	w1_d649e20647
Wir	w3_d649e20650
überlassen	w5_d649e20653
andern	w7_d649e20656
zu	w9_d649e20659
unter	w11_d649e20662
suchen,	w1_d649e20667
durch	w3_d649e20670
was	w5_d649e20673
für	w7_d649e20676
ein	w9_d649e20679
unglückliches	w11_d649e20682
Schicksal	w1_d649e20687
es	w3_d649e20690
bey	w5_d649e20693
uns	w7_d649e20696
allezeit	w9_d649e20699
schwerer	w11_d649e20702
ist,	w13_d649e20706
als	w1_d649e20711
in	w3_d649e20714
andern	w5_d649e20717
Ländern,	w7_d649e20720
alte	w9_d649e20723
Jrrthümer	w11_d649e20726
und	w13_d649e20730
Vorurtheile	w1_d649e20736
auszurotten,	w3_d649e20739
und	w5_d649e20742
erwiesene	w7_d649e20745
Wahrheiten	w1_d649e20750
an	w3_d649e20753
ihre	w5_d649e20756
Stelle	w7_d649e20759
zu	w9_d649e20762
setzen,	w11_d649e20765
und	w13_d649e20769
in	w15_d649e20772
Uebung	w1_d649e20777
zu	w3_d649e20780
bringen.	w5_d649e20783
</p>
<p id="p16_d649e20786">
Die	w1_d649e20790
zweyte	w3_d649e20793
Abhandlung	w5_d649e20796
enthält	w7_d649e20799
Beobach	w9_d649e20802
tungen	w1_d649e20807
über	w3_d649e20810
die	w5_d649e20813
fallende	w7_d649e20816
Sucht.	w9_d649e20819
Die	w11_d649e20822
Stadt	w13_d649e20826
Wien	w1_d649e20831
hat	w3_d649e20834
schon	w5_d649e20837
vorlängst	w7_d649e20840
zu	w9_d649e20843
St.	w11_d649e20846
Marx	w13_d649e20850
ein	w15_d649e20853
bequemes	w1_d649e20859
Gebäude	w3_d649e20862
für	w5_d649e20865
die	w7_d649e20868
Unglücklichen	w9_d649e20871
aufführen	w1_d649e20876
lassen,	w3_d649e20879
welche	w5_d649e20882
mit	w7_d649e20885
dieser	w9_d649e20888
Krankheit	w11_d649e20891
behaftet	w1_d649e20896
sind.	w3_d649e20899
Alle	w5_d649e20902
Arme	w7_d649e20905
werden	w9_d649e20908
darinn	w11_d649e20911
auf	w13_d649e20915
genommen,	w1_d649e20920
und	w3_d649e20923
auch	w5_d649e20926
alle	w7_d649e20929
diejenigen	w9_d649e20932
dahin	w11_d649e20935
ge	w13_d649e20939
bracht,	w1_d649e20945
welche	w3_d649e20948
von	w5_d649e20951
diesem	w7_d649e20954
Uebel	w9_d649e20957
auf	w11_d649e20960
öffentli	w13_d649e20964
chen	w1_d649e20969
Strassen	w3_d649e20972
überfallen	w5_d649e20975
werden.	w7_d649e20978
Aus	w9_d649e20981
den	w11_d649e20984
Krankengeschichten,	w1_d649e20989
welche	w3_d649e20992
der	w5_d649e20995
fleißige	w7_d649e20998
Herr	w9_d649e21001
Doctor	w1_d649e21006
Locher	w3_d649e21009
anführet,	w5_d649e21012
erscheint,	w7_d649e21015
daß	w9_d649e21018
wi	w11_d649e21021
der	w1_d649e21027
die	w3_d649e21030
fallende	w5_d649e21033
Sucht	w7_d649e21036
das	w9_d649e21039
Pulver	w11_d649e21042
oder	w13_d649e21046
das	w15_d649e21049
Decoctum	w1_d649e21054
von	w3_d649e21057
Pommeranzenblättern	w5_d649e21060
ein	w7_d649e21063
sehr	w1_d649e21068
kräftiges	w3_d649e21071
Mittel	w5_d649e21074
sey,	w7_d649e21077
und	w9_d649e21080
daß	w11_d649e21083
er	w13_d649e21087
durch	w15_d649e21090
den	w1_d649e21095
Gebrauch	w3_d649e21098
des	w5_d649e21101
einen	w7_d649e21104
oder	w9_d649e21107
des	w11_d649e21110
andern	w13_d649e21114
diese	w15_d649e21117
Krankheit	w1_d649e21123
einigemal	w3_d649e21126
gänzlich	w5_d649e21129
geheilet,	w7_d649e21132
viel	w9_d649e21135
mals	w1_d649e21140
aber	w3_d649e21143
ihre	w5_d649e21146
Anfälle	w7_d649e21149
vermindert	w9_d649e21152
und	w11_d649e21155
ge	w13_d649e21159
schwächet	w1_d649e21164
habe.	w3_d649e21167
</p>
<p id="p18_d649e21170">
Für	w1_d649e21174
die	w3_d649e21177
rasenden	w5_d649e21180
und	w7_d649e21183
melancholischen	w9_d649e21186
Marren	w1_d649e21191
sind	w3_d649e21194
zu	w5_d649e21197
St.	w7_d649e21200
Marx	w9_d649e21203
31.	w11_d649e21206
beständige	w13_d649e21210
Behältnisse,	w1_d649e21215
und	w3_d649e21218
im	w5_d649e21221
Bedürfnißfalle	w7_d649e21224
kön	w9_d649e21227
nen	w1_d649e21233
noch	w3_d649e21236
mehrere	w5_d649e21239
eingeräumet	w7_d649e21242
werden.	w9_d649e21245
Herr	w11_d649e21248
Locher	w1_d649e21253
rühmet	w3_d649e21256
in	w5_d649e21259
dieser	w7_d649e21262
Abtheilung	w9_d649e21265
seiner	w11_d649e21268
Schrift	w1_d649e21273
unter	w3_d649e21276
andern	w5_d649e21279
die	w7_d649e21282
Oefnung	w9_d649e21285
der	w11_d649e21288
Hals	w13_d649e21292
ader,	w1_d649e21297
wenn	w3_d649e21300
zugleich	w5_d649e21303
am	w7_d649e21306
Fuße	w9_d649e21309
Blut	w11_d649e21312
gelassen	w13_d649e21316
wied.	w1_d649e21322
Durch	w3_d649e21325
den	w5_d649e21328
Biesam	w7_d649e21331
hat	w9_d649e21334
er	w11_d649e21337
von	w13_d649e21341
sechsen	w15_d649e21344
nur	w1_d649e21349
einen	w3_d649e21352
wieder	w5_d649e21355
hergestellet.	w7_d649e21358
Der	w1_d649e21363
Kam	w3_d649e21366
pfer	w1_d649e21371
hat	w3_d649e21374
eine	w5_d649e21377
allgemeinere	w7_d649e21380
Würkung	w9_d649e21383
gethan;	w11_d649e21386
sonderlich	w1_d649e21392
aber	w3_d649e21395
die	w5_d649e21398
Kampfermixtür	w7_d649e21401
und	w9_d649e21404
der	w11_d649e21407
gezogene	w1_d649e21412
Wein	w3_d649e21415
</p>
<p id="p20_d649e21418">
Die	w1_d649e21422
vierte	w3_d649e21425
Abthellung	w5_d649e21428
ist	w7_d649e21431
nicht	w9_d649e21434
minder	w11_d649e21437
merkwürdig	w1_d649e21442
als	w3_d649e21445
die	w5_d649e21448
übrigen:	w7_d649e21451
und	w9_d649e21454
wir	w11_d649e21457
über	w13_d649e21461
gehen	w1_d649e21466
sie	w3_d649e21469
blos,	w5_d649e21472
um	w7_d649e21475
die	w9_d649e21478
Schranken	w11_d649e21481
eines	w13_d649e21485
Aus	w15_d649e21488
zuges	w1_d649e21494
nicht	w3_d649e21497
zu	w5_d649e21500
überschreiten,	w7_d649e21503
und	w9_d649e21506
weil	w11_d649e21509
wir	w13_d649e21513
mit	w1_d649e21518
nächstem	w3_d649e21521
Gelehenheit	w5_d649e21524
haben	w7_d649e21527
werden,	w9_d649e21530
von	w11_d649e21533
den	w1_d649e21538
Schriften	w3_d649e21541
des	w5_d649e21544
Erfinders	w7_d649e21547
dieses	w9_d649e21550
neuen	w11_d649e21553
Heilungsmittels	w1_d649e21558
zu	w3_d649e21561
reden.	w5_d649e21564
</p>
<p id="p22_d649e21567">
Man	w1_d649e21571
