<doc id="wr_1758-12-09" attrs="word" year="1758" month="12" day="09" corpus="2">
<head id="h2_d303e2449">
Berlin	w1_d303e2453
Versuche	w1_d303e16910
wagen	w3_d303e16913
möchten,	w5_d303e16916
so	w7_d303e16919
befahle	w9_d303e16922
er	w11_d303e16925
von	w13_d303e16929
einer	w1_d303e16934
Weite	w3_d303e16937
zur	w5_d303e16940
anderen,	w7_d303e16943
Reduten	w9_d303e16946
und	w11_d303e16949
Bat	w13_d303e16953
terien	w1_d303e16959
aufzuwerfen.	w3_d303e16962
Morgen	w5_d303e16965
wird	w7_d303e16968
der	w9_d303e16971
Hr.	w1_d303e16976
Marschall	w3_d303e16979
von	w5_d303e16982
Cleve	w7_d303e16985
nach	w9_d303e16988
Gock,	w11_d303e16991
über	w13_d303e16995
morgen	w1_d303e17000
nach	w3_d303e17003
Geldern,	w5_d303e17006
und	w7_d303e17009
den	w9_d303e17012
28.	w11_d303e17015
wieder	w13_d303e17019
nach	w1_d303e17024
Wesel	w3_d303e17027
reisen.	w5_d303e17030
Der	w7_d303e17033
Graf	w9_d303e17036
von	w11_d303e17039
Lorges,	w13_d303e17043
der	w1_d303e17049
Hr.	w3_d303e17052
von	w5_d303e17055
Chevert,	w7_d303e17058
der	w9_d303e17061
Herzog	w11_d303e17064
von	w13_d303e17068
Bethu	w15_d303e17071
ne,	w1_d303e17076
und	w3_d303e17079
viele	w5_d303e17082
andere	w7_d303e17085
Französische	w9_d303e17088
Officiers	w11_d303e17091
seynd	w1_d303e17096
heute	w3_d303e17099
nach	w5_d303e17102
Paris	w7_d303e17105
abgegangen.	w9_d303e17108
Für	w11_d303e17111
die	w1_d303e17116
Trupen,	w3_d303e17119
welche	w5_d303e17122
jenseits	w7_d303e17125
der	w9_d303e17128
Maas	w11_d303e17131
can	w13_d303e17135
toniren	w1_d303e17141
sollen,	w3_d303e17144
hat	w5_d303e17147
man	w7_d303e17150
bey	w9_d303e17153
Arcen	w11_d303e17156
eine	w13_d303e17160
Brücke	w1_d303e17165
geschlagen,	w3_d303e17168
weilen	w5_d303e17171
sonst	w7_d303e17174
überall	w9_d303e17177
die	w11_d303e17180
Passage	w1_d303e17185
dieses	w3_d303e17188
Stroms,	w5_d303e17191
zumalen	w7_d303e17194
bey	w9_d303e17197
die	w11_d303e17200
ser	w1_d303e17205
Jahrs=zeit,	w3_d303e17208
beschwerlich	w5_d303e17211
ist.	w7_d303e17214
Die	w9_d303e17217
Depu	w11_d303e17220
tirte	w1_d303e17226
des	w3_d303e17229
Bistums	w5_d303e17232
Osnabrück,	w7_d303e17235
welche	w9_d303e17238
un	w11_d303e17241
längst	w1_d303e17246
nach	w3_d303e17249
Münster	w5_d303e17252
aus	w7_d303e17255
dem	w9_d303e17258
Hauptquar	w11_d303e17261
tier	w1_d303e17266
des	w3_d303e17269
Prinzen	w5_d303e17272
Ferdinands	w7_d303e17275
gefordert	w9_d303e17278
worden,	w1_d303e17283
seynd	w3_d303e17286
nunmehro	w5_d303e17289
zurück	w7_d303e17292
gekommen.	w9_d303e17295
Durch	w1_d303e17301
sie	w3_d303e17304
erhielte	w5_d303e17307
man	w7_d303e17310
die	w9_d303e17313
Nachricht,	w11_d303e17316
daß	w13_d303e17320
ausser	w1_d303e17325
dem	w3_d303e17328
grossen	w5_d303e17331
Lazareht,	w7_d303e17334
welches	w9_d303e17337
in	w11_d303e17340
der	w13_d303e17344
Stadt	w1_d303e17349
bleibt,	w3_d303e17352
auch	w5_d303e17355
15000.	w7_d303e17358
Mann	w9_d303e17361
Hanöve	w11_d303e17364
rische	w1_d303e17369
Trupen,	w3_d303e17372
in	w5_d303e17375
diesem	w7_d303e17378
Stift	w9_d303e17381
die	w11_d303e17384
Winter	w13_d303e17388
quartiere	w1_d303e17394
beziehen	w3_d303e17397
sollen.	w5_d303e17400
Es	w7_d303e17403
heist	w9_d303e17406
auch	w11_d303e17409
daß	w1_d303e17414
ausser	w3_d303e17417
dem	w5_d303e17420
Quartier,	w7_d303e17423
Feurung	w9_d303e17426
und	w11_d303e17429
Fou	w13_d303e17433
rage,	w1_d303e17438
auch	w3_d303e17441
die	w5_d303e17444
Speisen	w7_d303e17447
denen	w9_d303e17450
Officiers	w11_d303e17453
und	w13_d303e17457
Soldaten	w1_d303e17462
unentgeltlich	w3_d303e17465
gereichet	w5_d303e17468
werden	w7_d303e17471
sol	w9_d303e17474
len.	w1_d303e17480
Jn	w3_d303e17483
das	w5_d303e17486
Hildesheimische	w7_d303e17489
kommt	w9_d303e17492
das	w11_d303e17495
</p>
<p id="p6_d303e17498">
Fusilier=regiment	w1_d303e17502
und	w3_d303e17505
2.	w5_d303e17508
Escadrons	w7_d303e17511
Caval	w9_d303e17514
lerie	w1_d303e17519
zu	w3_d303e17522
ligen,	w5_d303e17525
und	w7_d303e17528
ist	w9_d303e17531
allen	w11_d303e17534
Einwohneren	w13_d303e17538
ge	w15_d303e17541
dachter	w1_d303e17546
Orten	w3_d303e17549
bey	w5_d303e17552
ernstlicher	w7_d303e17555
Straffe	w9_d303e17558
ange	w11_d303e17561
deutet	w1_d303e17567
worden,	w3_d303e17570
Falls	w5_d303e17573
sie	w7_d303e17576
feindliche	w9_d303e17579
Partheyen	w11_d303e17582
sehen	w1_d303e17587
sollten,	w3_d303e17590
solches	w5_d303e17593
ungesäumt	w7_d303e17596
anzuzeigen.	w9_d303e17599
</p>
<p id="p8_d303e17602">
Nach	w1_d303e17606
einem	w3_d303e17609
Schreiben	w5_d303e17612
aus	w7_d303e17615
Hirschfeld	w9_d303e17618
unterm	w1_d303e17623
20sten	w3_d303e17626
Nov.	w5_d303e17629
sollen	w7_d303e17632
die	w9_d303e17635
Hanovera	w11_d303e17638
ner	w1_d303e17643
Allendorf,	w3_d303e17646
Eschwege,	w5_d303e17649
Witzenhausen	w7_d303e17652
und	w9_d303e17655
Münden	w1_d303e17661
wieder	w3_d303e17664
im	w5_d303e17667
Besitz	w7_d303e17670
haben,	w9_d303e17673
und	w11_d303e17676
die	w13_d303e17680
Französische	w1_d303e17685
Regimenter,	w3_d303e17688
welche	w5_d303e17691
in	w7_d303e17694
und	w9_d303e17697
vor	w11_d303e17700
Cassel	w1_d303e17705
siehen,	w3_d303e17708
Marsch=fertig	w5_d303e17711
seyn.	w7_d303e17714
Die	w9_d303e17717
Her	w11_d303e17720
zogl.	w1_d303e17725
Würtembergische	w3_d303e17728
Trupen	w5_d303e17731
haben	w7_d303e17734
bereits	w9_d303e17737
den	w1_d303e17743
14.	w3_d303e17746
von	w5_d303e17749
Cassel	w7_d303e17752
nach	w9_d303e17755
Marburg	w11_d303e17758
aufbrechen	w13_d303e17762
sollen,	w1_d303e17767
als	w3_d303e17770
wohin	w5_d303e17773
die	w7_d303e17776
Bagage	w9_d303e17779
derselben	w11_d303e17782
voraus	w1_d303e17787
gegangen.	w3_d303e17790
Den	w5_d303e17793
17.	w7_d303e17796
sind	w9_d303e17799
durch	w11_d303e17802
Hirschfeld	w1_d303e17807
4.	w3_d303e17810
Geisel	w5_d303e17813
von	w7_d303e17816
Schmalkalden,	w9_d303e17819
welche	w1_d303e17825
Herrschaft	w3_d303e17828
30000.	w5_d303e17831
Rthlr.	w7_d303e17834
erlegen	w9_d303e17837
soll,	w1_d303e17842
gebracht,	w3_d303e17845
und	w5_d303e17848
von	w7_d303e17851
ersterm	w9_d303e17854
Orte,	w11_d303e17857
auch	w13_d303e17861
der	w1_d303e17866
Ober=schultheiß,	w3_d303e17869
nebst	w5_d303e17872
3.	w7_d303e17875
reichen	w9_d303e17878
Krä	w11_d303e17881
mern	w1_d303e17886
weggeführt	w3_d303e17889
worden.	w5_d303e17892
Den	w7_d303e17895
20sten	w9_d303e17898
langten	w1_d303e17904
bey	w3_d303e17907
400.	w5_d303e17910
Wagen	w7_d303e17913
aus	w9_d303e17916
denen	w11_d303e17919
Aem	w13_d303e17923
tern	w1_d303e17928
Rotenburg	w3_d303e17931
und	w5_d303e17934
Sontra	w7_d303e17937
bey	w9_d303e17940
Hirschfeld	w11_d303e17943
an;	w1_d303e17948
als	w3_d303e17951
sie	w5_d303e17954
aber	w7_d303e17957
von	w9_d303e17960
da	w11_d303e17963
nach	w13_d303e17967
Friedberg	w15_d303e17970
fahren	w1_d303e17975
wollten,	w3_d303e17978
bekamen	w5_d303e17981
sie	w7_d303e17984
auf	w9_d303e17987
einmal	w11_d303e17990
Con	w13_d303e17994
tre=ordre.	w1_d303e18000
Das	w3_d303e18003
Jsenburgische	w5_d303e18006
Corps,	w7_d303e18009
soll	w9_d303e18012
von	w1_d303e18017
der	w3_d303e18020
Hanövrischen	w5_d303e18023
Haupt=armee	w7_d303e18026
eine	w9_d303e18029
Verstärkung	w1_d303e18034
erhalten	w3_d303e18037
haben,	w5_d303e18040
auch	w7_d303e18043
in	w9_d303e18046
Giessen	w11_d303e18049
würklich	w1_d303e18054
eine	w3_d303e18057
Französische	w5_d303e18060
Garnison	w7_d303e18063
einge	w9_d303e18066
rückt	w1_d303e18072
seyn.	w3_d303e18075
</p>
<head id="h2_d303e18081">
Danzig	w1_d303e18085
23.	w3_d303e18088
Nov.	w5_d303e18091
</head>
<p id="p4_d303e18094">
Den	w1_d303e18098
21.	w3_d303e18101
war	w5_d303e18104
das	w7_d303e18107
Haupt=quartier	w9_d303e18110
der	w11_d303e18113
Königl.	w1_d303e18118
Schwedischen	w3_d303e18121
Armee	w5_d303e18124
noch	w7_d303e18127
zu	w9_d303e18130
Prenz.	w11_d303e18133
lau.	w1_d303e18138
Die	w3_d303e18141
Scharmützels	w5_d303e18144
zwischen	w7_d303e18147
beydersei	w9_d303e18150
tigen	w1_d303e18156
Vor=trupen	w3_d303e18159
sind	w5_d303e18162
sehr	w7_d303e18165
zahlreich.	w9_d303e18168
Ein	w11_d303e18171
Schwedisches	w1_d303e18176
Commando	w3_d303e18179
unter	w5_d303e18182
dem	w7_d303e18185
Herrn	w9_d303e18188
Obrist=leutenant	w1_d303e18193
Guldner	w3_d303e18196
altaquirte	w5_d303e18199
den	w7_d303e18202
17.	w1_d303e18207
Nov.	w3_d303e18210
ein	w5_d303e18213
Preußisches	w7_d303e18216
Corpo	w9_d303e18219
von	w11_d303e18222
280.	w13_d303e18226
</p>
<p id="p10_d303e18239">
Mann	w1_d303e18243
und	w3_d303e18246
60.	w5_d303e18249
Husaren,	w7_d303e18252
zwischen	w9_d303e18255
Torgelow	w11_d303e18258
und	w1_d303e18263
Ukermünde,	w3_d303e18266
mit	w5_d303e18269
solcher	w7_d303e18272
Bravour,	w9_d303e18275
daß	w11_d303e18278
letz	w13_d303e18282
teres	w1_d303e18287
mit	w3_d303e18290
Verlust	w5_d303e18293
eines	w7_d303e18296
Hussare	w9_d303e18299
unter=officiers	w11_d303e18302
2.	w1_d303e18308
Gemeinen	w3_d303e18311
und	w5_d303e18314
1.	w7_d303e18317
Knecht,	w9_d303e18320
welche	w11_d303e18323
gefangen	w13_d303e18327
wurden,	w1_d303e18332
weichen	w3_d303e18335
muste.	w5_d303e18338
Schwedischer	w7_d303e18341
Seits	w9_d303e18344
gieng	w1_d303e18349
kein	w3_d303e18352
Mann	w5_d303e18355
verloren,	w7_d303e18358
und	w9_d303e18361
würde	w11_d303e18364
die	w13_d303e18368
Sache	w1_d303e18373
noch	w3_d303e18376
vortheilhafter	w5_d303e18379
gewesen	w7_d303e18382
seyn,	w9_d303e18385
wann	w1_d303e18391
der	w3_d303e18394
Major	w5_d303e18397
Carnal	w7_d303e18400
aus	w9_d303e18403
Schuld	w11_d303e18406
des	w13_d303e18410
Weegweisers	w1_d303e18415
nicht	w3_d303e18418
des	w5_d303e18421
rechten	w7_d303e18424
Weegs	w9_d303e18427
ver	w11_d303e18430
fehlt	w1_d303e18435
gehabt	w3_d303e18438
hätte.	w5_d303e18441
Den	w7_d303e18444
18.	w9_d303e18447
attaquirte	w11_d303e18450
der	w1_d303e18455
Herr	w3_d303e18458
Major	w5_d303e18461
von	w7_d303e18464
Platen	w9_d303e18467
mit	w11_d303e18470
seinen	w13_d303e18474
Cor	w15_d303e18477
po	w1_d303e18483
die	w3_d303e18486
auf	w5_d303e18489
dem	w7_d303e18492
mit	w9_d303e18495
Mauern	w11_d303e18498
umgebenen	w13_d303e18502
Kirchhof	w1_d303e18507
postirte	w3_d303e18510
Preussen,	w5_d303e18513
alleine	w7_d303e18516
da	w9_d303e18519
man	w11_d303e18522
ihrer	w1_d303e18527
vortheilhaften	w3_d303e18530
Stellung	w5_d303e18533
wegen	w7_d303e18536
des	w9_d303e18539
dicken	w1_d303e18544
Nebels	w3_d303e18547
nicht	w5_d303e18550
beykommen	w7_d303e18553
konnte,	w9_d303e18556
so	w11_d303e18559
zog	w1_d303e18565
sich	w3_d303e18568
der	w5_d303e18571
Herr	w7_d303e18574
Major	w9_d303e18577
nach	w11_d303e18580
einem	w13_d303e18584
zwey	w15_d303e18587
stündigen	w1_d303e18592
Gefechte	w3_d303e18595
zurück.	w5_d303e18598
</p>
<p id="p12_d303e18602">
Ubrigens	w1_d303e18606
wird	w3_d303e18609
es	w5_d303e18612
in	w7_d303e18615
denen	w9_d303e18618
hiesigen	w11_d303e18621
Ge	w13_d303e18625
genden	w1_d303e18630
sehr	w3_d303e18633
lebhaft.	w5_d303e18636
Schon	w7_d303e18639
den	w9_d303e18642
11.	w11_d303e18645
traf	w13_d303e18649
der	w1_d303e18654
Rußische	w3_d303e18657
Kaiserl.	w5_d303e18660
General	w7_d303e18663
Dolgoruki	w9_d303e18666
zu	w1_d303e18672
Dirschau	w3_d303e18675
ein.	w5_d303e18678
Den	w7_d303e18681
12.	w9_d303e18684
folgten	w11_d303e18687
ihm	w13_d303e18691
4000.	w1_d303e18696
Mann	w3_d303e18699
Jnfanterie,	w5_d303e18702
und	w7_d303e18705
einige	w9_d303e18708
100.	w11_d303e18711
Cosacken,	w1_d303e18716
welche	w3_d303e18719
sich	w5_d303e18722
in	w7_d303e18725
diesem	w9_d303e18728
kleinen	w11_d303e18731
Städtgen	w1_d303e18736
einquartierten.	w3_d303e18739
Den	w5_d303e18742
18.	w7_d303e18745
erhielte	w9_d303e18748
man	w1_d303e18754
Nachricht,	w3_d303e18757
daß	w5_d303e18760
noch	w7_d303e18763
einmal	w9_d303e18766
so	w11_d303e18769
viele	w13_d303e18773
Russen	w1_d303e18778
im	w3_d303e18781
Anmarsche	w5_d303e18784
wären,	w7_d303e18787
welches	w9_d303e18790
den	w11_d303e18793
erstern	w1_d303e18798
bewog,	w3_d303e18801
nebst	w5_d303e18804
einer	w7_d303e18807
grossen	w9_d303e18810
Artille	w11_d303e18813
rie	w1_d303e18818
und	w3_d303e18821
vieler	w5_d303e18824
Bagage	w7_d303e18827
abzumarschiren,	w9_d303e18830
und	w1_d303e18836
sich	w3_d303e18839
mehrentheils	w5_d303e18842
auf	w7_d303e18845
den	w9_d303e18848
Danziger	w11_d303e18851
werder	w1_d303e18856
zu	w3_d303e18859
quartieren.	w5_d303e18862
Den	w7_d303e18865
19.	w9_d303e18868
erwartete	w11_d303e18871
man	w1_d303e18876
in	w3_d303e18879
Thorn	w5_d303e18882
Se.	w7_d303e18885
Königl.	w9_d303e18888
Hoheit	w11_d303e18891
den	w13_d303e18895
Prinzen	w1_d303e18900
Carl,	w3_d303e18903
nebst	w5_d303e18906
dem	w7_d303e18909
Herrn	w9_d303e18912
General	w11_d303e18915
Fermer,	w1_d303e18921
und	w3_d303e18924
dem	w5_d303e18927
Verlaut	w7_d303e18930
nach,	w9_d303e18933
soll	w11_d303e18936
die	w13_d303e18940
ganze	w1_d303e18945
Rußische	w3_d303e18948
Kaiserl.	w5_d303e18951
Armee	w7_d303e18954
nachfolgen.	w9_d303e18957
Auf	w1_d303e18962
der	w3_d303e18965
Danziger	w5_d303e18968
Rhede	w7_d303e18971
sind	w9_d303e18974
24.	w11_d303e18977
Rußi	w13_d303e18981
sche	w1_d303e18986
Schiffe,	w3_d303e18989
welche	w5_d303e18992
mit	w7_d303e18995
Lebens=mitteln	w9_d303e18998
theils	w1_d303e19004
zur	w3_d303e19007
Armee,	w5_d303e19010
theils	w7_d303e19013
nach	w9_d303e19016
Collberg	w11_d303e19019
be	w13_d303e19023
stimmet	w1_d303e19028
seynd,	w3_d303e19031
angelangt.	w5_d303e19034
</p>
<head id="h2_d303e19040">
E	w1_d303e19044
DICT.	w3_d303e19047
</head>
<p id="p4_d303e19050">
Wir	w1_d303e19054
Burger=meister,	w3_d303e19057
Amts=verwalter,	w5_d303e19060
und	w7_d303e19063
Raht	w1_d303e19068
der	w3_d303e19071
Stadt	w5_d303e19074
Wien	w7_d303e19077
geben	w9_d303e19080
hiemit	w11_d303e19083
des	w13_d303e19087
alhier	w15_d303e19090
ab	w1_d303e19095
in	w3_d303e19098
estato	w5_d303e19101
verstorbenen	w7_d303e19104
Mathia	w9_d303e19107
Mühlbauers	w11_d303e19110
ge	w13_d303e19114
westen	w1_d303e19120
Handlungs=bedienten	w3_d303e19123
hinterlassenen	w5_d303e19126
Ge	w7_d303e19129
</p>
<p id="p6_d303e19132">
schwistrigten	w1_d303e19136
und	w3_d303e19139
Erben	w5_d303e19142
zu	w7_d303e19145
vernehmen,	w9_d303e19148
welcher	w11_d303e19151
gestalten	w1_d303e19156
zwar	w3_d303e19159
bey	w5_d303e19162
der	w7_d303e19165
zur	w9_d303e19168
Verlassenschafts	w11_d303e19171
abl	w13_d303e19175
handlung	w1_d303e19180
auf	w3_d303e19183
den	w5_d303e19186
18.	w7_d303e19189
Augusti	w9_d303e19192
Anni	w11_d303e19195
currentis	w13_d303e19199
an	w15_d303e19202
beraumten	w1_d303e19208
Tag=satzung	w3_d303e19211
die	w5_d303e19214
Maria	w7_d303e19217
Magdalena	w9_d303e19220
Mühlbaurin	w1_d303e19225
erschienen,	w3_d303e19228
und	w5_d303e19231
sich	w7_d303e19234
als	w9_d303e19237
eine	w11_d303e19240
Ehe	w13_d303e19244
leibliche	w1_d303e19249
zwey=bäudige	w3_d303e19252
Schwester	w5_d303e19255
zu	w7_d303e19258
dem	w9_d303e19261
verstor	w11_d303e19264
benen	w1_d303e19269
Mathias	w3_d303e19272
Mühlbauer=laut	w5_d303e19275
producirten	w7_d303e19278
Original=tauf=scheinen	w1_d303e19284
legitimiret,	w3_d303e19287
und	w5_d303e19290
sohin	w7_d303e19293
als	w9_d303e19296
Universal=erbin	w1_d303e19301
erkläret	w3_d303e19304
habe;	w5_d303e19307
wie	w7_d303e19310
zumalen	w9_d303e19313
aber	w11_d303e19316
unsere	w1_d303e19321
Pupillen=rait=cammer	w3_d303e19324
Anstand	w5_d303e19327
genommen,	w7_d303e19330
ob	w1_d303e19335
nicht	w3_d303e19338
etwann	w5_d303e19341
mehr	w7_d303e19344
andere	w9_d303e19347
Geschwistrigte	w11_d303e19350
oder	w13_d303e19354
Erben	w1_d303e19360
vorfindig	w3_d303e19363
seyn	w5_d303e19366
möchten,	w7_d303e19369
und	w9_d303e19372
dahero	w11_d303e19375
zur	w13_d303e19379
all	w15_d303e19382
fälliger	w1_d303e19387
Sicherheit	w3_d303e19390
eines	w5_d303e19393
gewöhnlichen	w7_d303e19396
Valval-	w9_d303e19399
edicts	w1_d303e19404
unumgänglich	w3_d303e19407
nöhtig	w5_d303e19410
seye,	w7_d303e19413
haben	w9_d303e19416
wir	w11_d303e19419
so	w13_d303e19423
dann	w1_d303e19428
bey	w3_d303e19431
so	w5_d303e19434
beschaffenen	w7_d303e19437
Umständen	w9_d303e19440
hierein	w11_d303e19443
auch	w13_d303e19447
gewilliget.	w1_d303e19453
Solchemnach	w3_d303e19456
wird	w5_d303e19459
denen	w7_d303e19462
noch	w9_d303e19465
et	w11_d303e19468
wann	w1_d303e19473
vorfindigen	w3_d303e19476
Geschwistrigten	w5_d303e19479
oder	w7_d303e19482
Erben	w9_d303e19485
zu	w11_d303e19488
ob	w13_d303e19492
gedachten	w1_d303e19497
Mühlbauer	w3_d303e19500
seel.	w5_d303e19503
durch	w7_d303e19506
dieses	w9_d303e19509
offene	w11_d303e19512
Edict	w13_d303e19516
kund	w1_d303e19521
gemacht,	w3_d303e19524
daß	w5_d303e19527
selbe	w7_d303e19530
entweders	w9_d303e19533
persönlich	w11_d303e19536
selb	w13_d303e19540
sten,	w1_d303e19546
oder	w3_d303e19549
aber	w5_d303e19552
durch	w7_d303e19555
einen	w9_d303e19558
hierzu	w11_d303e19561
genugsam	w13_d303e19565
be	w15_d303e19568
vollmächtigten	w1_d303e19573
Mandatarium	w3_d303e19576
sich	w5_d303e19579
innerhalb	w7_d303e19582
6.	w9_d303e19585
Wo	w11_d303e19588
chen	w1_d303e19593
und	w3_d303e19596
3.	w5_d303e19599
Tägen	w7_d303e19602
bey	w9_d303e19605
unserer	w11_d303e19608
und	w13_d303e19612
gemeiner	w15_d303e19615
Stadt	w17_d303e19618
Pupillen=rait=cammer	w1_d303e19623
also	w3_d303e19626
gewiß	w5_d303e19629
anmelden,	w7_d303e19632
und	w9_d303e19635
sich	w1_d303e19641
quà	w3_d303e19644
tales	w5_d303e19647
legitimiren,	w7_d303e19650
wie	w9_d303e19653
im	w11_d303e19656
widrigen	w13_d303e19660
die	w15_d303e19663
Verlassenschaft	w1_d303e19668
der	w3_d303e19671
Ordnung	w5_d303e19674
nach	w7_d303e19677
abgehandlet,	w9_d303e19680
und	w1_d303e19685
ermeldter	w3_d303e19688
Mariä	w5_d303e19691
Magdalenä	w7_d303e19694
Mühlbaurin	w9_d303e19697
ohne	w1_d303e19702
weiterem	w3_d303e19705
eingeantwortet,	w5_d303e19708
denen	w7_d303e19711
hingegen	w9_d303e19714
während=ausgesetzt=obiger	w1_d303e19720
Zeit=frist	w3_d303e19723
sich	w5_d303e19726
nicht	w7_d303e19729
meldenden	w1_d303e19734
Geschwistrigten	w3_d303e19737
und	w5_d303e19740
Erben	w7_d303e19743
das	w9_d303e19746
ewige	w11_d303e19749
Stillschweigen	w1_d303e19754
auferleget	w3_d303e19757
seyn	w5_d303e19760
solle.	w7_d303e19763
Actum	w9_d303e19766
Wien	w1_d303e19771
den	w3_d303e19774
18.	w5_d303e19777
Novemb.	w7_d303e19780
1758.	w9_d303e19783
</p>
<p id="p8_d303e19786">
Auf	w1_d303e19790
hohe	w3_d303e19793
Verordnung	w5_d303e19796
eines	w7_d303e19799
Hoch=löbl.	w9_d303e19802
Kaiserl.	w11_d303e19805
Königl.	w1_d303e19810
Hof=kriegs=rahts=Justiz-collegii	w3_d303e19813
wird	w5_d303e19816
hie	w7_d303e19819
mit	w1_d303e19824
von	w3_d303e19827
Seiten	w5_d303e19830
des	w7_d303e19833
Festungs=commando	w9_d303e19836
zu	w11_d303e19839
Mun-	w13_d303e19843
käcs	w1_d303e19849
in	w3_d303e19852
Hungarn,	w5_d303e19855
jedermänniglich	w7_d303e19858
kund	w9_d303e19861
und	w11_d303e19864
zu	w13_d303e19868
wissen	w1_d303e19873
gemacht:	w3_d303e19876
was	w5_d303e19879
gestalten	w7_d303e19882
all	w9_d303e19885
und	w11_d303e19888
jegliche	w13_d303e19892
Par	w15_d303e19895
theyen,	w1_d303e19900
so	w3_d303e19903
an	w5_d303e19906
des	w7_d303e19909
in	w9_d303e19912
der	w11_d303e19915
Festung	w13_d303e19919
Munlcàes	w15_d303e19922
verstor	w17_d303e19925
benen	w1_d303e19930
Kaiserl.	w3_d303e19933
Königl.	w5_d303e19936
Ober=leutenants	w7_d303e19939
weil.	w9_d303e19942
Carls	w11_d303e19945
Sprung	w1_d303e19951
Verlassenschaft	w3_d303e19954
einige	w5_d303e19957
Sprüche	w7_d303e19960
und	w9_d303e19963
For	w11_d303e19966
derung	w1_d303e19971
ex	w3_d303e19974
quocunque	w5_d303e19977
demum	w7_d303e19980
capite	w9_d303e19983
zu	w11_d303e19986
machen	w13_d303e19990
vermeinen,	w1_d303e19995
auf	w3_d303e19998
den	w5_d303e20001
24.	w7_d303e20004
Decemb.	w9_d303e20007
1758.	w11_d303e20010
Fruhe	w13_d303e20014
um	w15_d303e20017
8.	w1_d303e20022
Uhr	w3_d303e20025
bey	w5_d303e20028
Eingangs=gemeldetem	w7_d303e20031
Festungscom	w9_d303e20034
mando	w1_d303e20040
zu	w3_d303e20043
Munkàcs	w5_d303e20046
pro	w7_d303e20049
1mo,	w9_d303e20052
2do	w11_d303e20055
&	w13_d303e20059
3tio	w15_d303e20062
Termi-	w17_d303e20065
no	w1_d303e20070
sub	w3_d303e20073
clausula	w5_d303e20076
actualis	w7_d303e20079
contumaciæ,	w9_d303e20082
&	w11_d303e20085
perpetui	w13_d303e20089
silentii	w1_d303e20094
durch	w3_d303e20097
sich	w5_d303e20100
selbst,	w7_d303e20103
oder	w9_d303e20106
genugsam	w11_d303e20109
Gevollmäch	w13_d303e20113
tigte	w1_d303e20118
zu	w3_d303e20121
melden,	w5_d303e20124
forthin	w7_d303e20127
solche,	w9_d303e20130
mittelst	w11_d303e20133
produciren	w13_d303e20137
den	w1_d303e20143
Original=obligationen,	w3_d303e20146
oder	w5_d303e20149
sonstigen	w7_d303e20152
Doeu	w9_d303e20155
menten,	w1_d303e20160
Rechts=erforderlich	w3_d303e20163
zu	w5_d303e20166
liquidiren	w7_d303e20169
haben.	w9_d303e20172
</p>
<p id="p10_d303e20175">
Den	w1_d303e20179
11.	w3_d303e20182
12.	w5_d303e20185
13.	w7_d303e20188
14.	w9_d303e20191
15.	w11_d303e20194
und	w13_d303e20198
16ten	w15_d303e20201
Decemb.	w17_d303e20204
werden	w1_d303e20209
auf	w3_d303e20212
der	w5_d303e20215
Mehl=gruben	w7_d303e20218
im	w9_d303e20221
Saal	w11_d303e20224
allerhand	w13_d303e20228
Galanterie=lackirte	w1_d303e20233
und	w3_d303e20236
Porcelanene	w5_d303e20239
Waaren,	w7_d303e20242
wie	w9_d303e20245
auch	w1_d303e20251
verschiedene	w3_d303e20254
Bilder	w5_d303e20257
von	w7_d303e20260
vornehmsten	w9_d303e20263
Mahlern,	w11_d303e20266
Spiegl,	w1_d303e20271
Truhen	w3_d303e20274
und	w5_d303e20277
Kästen,	w7_d303e20280
Seiden	w9_d303e20283
und	w11_d303e20286
Dintuch,	w13_d303e20290
dann	w1_d303e20295
einige	w3_d303e20298
Manns=kleider,	w5_d303e20301
Fruhe	w7_d303e20304
von	w9_d303e20307
9.	w11_d303e20310
bis	w13_d303e20314
12.	w15_d303e20317
Uhr,	w1_d303e20322
Nachmittag	w3_d303e20325
von	w5_d303e20328
3.	w7_d303e20331
bis	w9_d303e20334
6.	w11_d303e20337
Uhr	w13_d303e20341
plus	w15_d303e20344
offerenti	w17_d303e20347
gegen	w1_d303e20353
einem	w3_d303e20356
überschätzten	w5_d303e20359
und	w7_d303e20362
billigen	w9_d303e20365
Preiß	w11_d303e20368
lici	w13_d303e20372
tando	w1_d303e20377
verkauffet	w3_d303e20380
werden.	w5_d303e20383
</p>
</doc>
