<doc id="wr_1756-08-14" attrs="word" year="1756" month="08" day="14" corpus="2">
<head id="h2_d65e2587">
Extract=schreiben	w1_d65e2591
dem	w11_d65e17165
alten	w13_d65e17169
Bauern=mark	w1_d65e17174
von	w3_d65e17177
dem	w5_d65e17180
blauen	w7_d65e17183
HErr	w9_d65e17186
GOtt	w11_d65e17189
über	w1_d65e17194
in	w3_d65e17197
dem	w5_d65e17200
Moserischen	w7_d65e17203
Haus	w9_d65e17206
Vormittag	w11_d65e17209
von	w1_d65e17215
9.	w3_d65e17218
bis	w5_d65e17221
12.,	w7_d65e17224
Nachmittag	w9_d65e17227
von	w11_d65e17230
3.	w13_d65e17234
bis	w15_d65e17237
6.	w17_d65e17240
Uhr	w1_d65e17245
verschiedene	w3_d65e17248
Effecten,	w5_d65e17251
als	w7_d65e17254
Kleider,	w9_d65e17257
Kästen,	w1_d65e17262
und	w3_d65e17265
andere	w5_d65e17268
Fahrnussen	w7_d65e17271
licitando	w9_d65e17274
zu	w11_d65e17277
verkauffen.	w1_d65e17282
</p>
<head id="h2_d65e17288">
AVERTISSEMENT	w1_d65e17292
</head>
<p id="p4_d65e17295">
Es	w1_d65e17299
dienet	w3_d65e17302
hiemit	w5_d65e17305
dem	w7_d65e17308
Publico	w9_d65e17311
zur	w11_d65e17314
Nach	w13_d65e17318
richt,	w1_d65e17323
das	w3_d65e17326
auf	w5_d65e17329
der	w7_d65e17332
Gräflichgrundemanisch	w9_d65e17335
in	w1_d65e17340
Ober=österreich	w3_d65e17343
liegenden	w5_d65e17346
Herrschaft	w7_d65e17349
Wal	w9_d65e17352
denfels	w1_d65e17358
entspringende	w3_d65e17361
Gesund	w5_d65e17364
oder	w7_d65e17367
sogenannte	w9_d65e17370
Riendl=wasser	w1_d65e17375
in	w3_d65e17378
Wien,	w5_d65e17381
St.	w7_d65e17384
Pölten,	w9_d65e17387
Stain,	w1_d65e17392
und	w3_d65e17395
Linz	w5_d65e17398
alltäglich	w7_d65e17401
in	w9_d65e17404
einer	w11_d65e17407
Maas	w13_d65e17411
flaschen	w1_d65e17416
um	w3_d65e17419
billigen	w5_d65e17422
Preis	w7_d65e17425
zu	w9_d65e17428
erlangen	w11_d65e17431
seye.	w13_d65e17435
</p>
<p id="p6_d65e17438">
Den	w1_d65e17442
19.	w3_d65e17445
dieses	w5_d65e17448
Monats	w7_d65e17451
Augusti	w9_d65e17454
und	w11_d65e17457
fol	w13_d65e17461
gende	w1_d65e17466
Täge,	w3_d65e17469
Vormittags	w5_d65e17472
von	w7_d65e17475
9	w9_d65e17478
bis	w11_d65e17481
12.,	w13_d65e17485
und	w1_d65e17490
Nachmittag	w3_d65e17493
von	w5_d65e17496
3.	w7_d65e17499
bis	w9_d65e17502
6	w11_d65e17505
Uhr	w13_d65e17509
werden	w15_d65e17512
auf	w1_d65e17518
Verordnung	w3_d65e17521
einer	w5_d65e17524
Löbl.	w7_d65e17527
Universität	w9_d65e17530
al	w11_d65e17533
hier	w1_d65e17538
in	w3_d65e17541
dem	w5_d65e17544
Rot=gässel,	w7_d65e17547
in	w9_d65e17550
Weißischen	w11_d65e17553
Haus,	w13_d65e17557
in	w1_d65e17562
ersten	w3_d65e17565
Stock	w5_d65e17568
nächst	w7_d65e17571
dem	w9_d65e17574
Fisch=hof	w11_d65e17577
verschie	w13_d65e17581
dene	w1_d65e17586
medicinische,	w3_d65e17589
und	w5_d65e17592
historische	w7_d65e17595
Bücher	w9_d65e17598
li	w11_d65e17601
citando	w1_d65e17607
an	w3_d65e17610
den	w5_d65e17613
Meistbietenden	w7_d65e17616
verkauffet	w9_d65e17619
werden,	w1_d65e17624
wo	w3_d65e17627
immittels	w5_d65e17630
der	w7_d65e17633
Catalogus	w9_d65e17636
li-	w11_d65e17639
brorum	w1_d65e17644
in	w3_d65e17647
dem	w5_d65e17650
Buch=handlungs=gewölb	w7_d65e17653
zum	w1_d65e17658
goldenen	w3_d65e17661
Vließ	w5_d65e17664
abgeholet	w7_d65e17667
werden	w9_d65e17670
kann.	w11_d65e17673
</p>
<list id="l8_d65e17676">
Jn	w1_d65e17680
der	w3_d65e17683
Peter	w5_d65e17686
Conrad	w7_d65e17689
Monatischen	w9_d65e17692
Buch	w11_d65e17695
handlung,	w1_d65e17700
unter	w3_d65e17703
denen	w5_d65e17706
Tuchlauben	w7_d65e17709
im	w9_d65e17712
Pfeif	w11_d65e17715
ferischen	w1_d65e17720
Haus	w3_d65e17723
ist	w5_d65e17726
zu	w7_d65e17729
haben:	w9_d65e17732
Patriot	w1_d65e17738
der	w3_d65e17741
Physicalische	w5_d65e17744
und	w7_d65e17747
Oeconomi	w9_d65e17750
sche,	w1_d65e17755
oder	w3_d65e17758
Bemerkungen	w5_d65e17761
und	w7_d65e17764
Nachrichten	w9_d65e17767
aus	w11_d65e17770
der	w1_d65e17775
Natur=historie,	w3_d65e17778
der	w5_d65e17781
allgemeinen	w7_d65e17784
Haus	w9_d65e17787
haltungs=kunst,	w1_d65e17792
und	w3_d65e17795
der	w5_d65e17798
Handlungswissen	w7_d65e17801
schaft	w1_d65e17807
1ster	w3_d65e17810
Theil,	w5_d65e17813
4to.	w7_d65e17816
Hamburg	w9_d65e17819
1756.	w11_d65e17822
Lebens=beschreibung	w1_d65e17827
des	w3_d65e17830
berühmten	w5_d65e17833
und	w7_d65e17836
gelehrten	w1_d65e17841
Dänischen	w3_d65e17844
Stern=sehers	w5_d65e17847
Tyche	w7_d65e17850
von	w9_d65e17853
Brahes	w1_d65e17858
aus	w3_d65e17861
dem	w5_d65e17864
Dänischen	w7_d65e17867
übersetzt,	w9_d65e17870
von	w11_d65e17873
Philander	w1_d65e17879
von	w3_d65e17882
der	w5_d65e17885
Weistritz	w7_d65e17888
2.	w9_d65e17891
Theile	w11_d65e17894
mit	w13_d65e17898
Kupfern	w1_d65e17903
8vo,	w3_d65e17906
Koppenhagen	w5_d65e17909
1756.	w7_d65e17912
Alchimistisch	w1_d65e17917
sieben	w3_d65e17920
Gestirn	w5_d65e17923
das	w7_d65e17926
ist	w9_d65e17929
sieben	w11_d65e17932
schöne	w1_d65e17937
und	w3_d65e17940
auserlesene	w5_d65e17943
Tractätlein	w7_d65e17946
von	w9_d65e17949
Stein	w11_d65e17952
der	w1_d65e17958
Weisen,	w3_d65e17961
8vo,	w5_d65e17964
Frankfurt,	w7_d65e17967
1756.	w9_d65e17970
Leben	w1_d65e17975
des	w3_d65e17978
Mastrichter	w5_d65e17981
Mahler	w7_d65e17984
Michaels,	w9_d65e17987
welcher	w1_d65e17992
sowol	w3_d65e17995
seine	w5_d65e17998
besondern	w7_d65e18001
Reisen,	w9_d65e18004
als	w11_d65e18007
merkwürdige	w1_d65e18012
Begebenheiten	w3_d65e18015
zum	w5_d65e18018
Vergnügen	w7_d65e18021
der	w1_d65e18027
Welt	w3_d65e18030
vor	w5_d65e18033
Augen	w7_d65e18036
leget	w9_d65e18039
8.	w11_d65e18042
Dresden,	w13_d65e18046
1756.	w15_d65e18049
Der	w1_d65e18054
Mensch	w3_d65e18057
eine	w5_d65e18060
moralische	w7_d65e18063
Wochen=schrifl,	w9_d65e18066
11.	w1_d65e18071
Theil,	w3_d65e18074
groß	w5_d65e18077
8vo,	w7_d65e18080
Hall.	w9_d65e18083
1756.	w11_d65e18086
Tralles	w1_d65e18091
Balthasar	w3_d65e18094
Ludov.	w5_d65e18097
das	w7_d65e18100
Kaiser	w9_d65e18103
Carls=baad	w1_d65e18109
in	w3_d65e18112
Böheim,	w5_d65e18115
in	w7_d65e18118
einer	w9_d65e18121
Obe	w11_d65e18124
entworfen;	w1_d65e18129
nebst	w3_d65e18132
einer	w5_d65e18135
Abhandlung	w7_d65e18138
von	w9_d65e18141
dem	w11_d65e18144
Gehalten,	w1_d65e18149
und	w3_d65e18152
denen	w5_d65e18155
Kräften	w7_d65e18158
dieses	w9_d65e18161
grossen	w11_d65e18164
Heil=mittels,	w1_d65e18169
groß	w3_d65e18172
8vo	w5_d65e18175
Breslau	w7_d65e18178
1756.	w9_d65e18181
Henckels	w1_d65e18187
Johann	w3_d65e18190
Friedr.	w5_d65e18193
Anweisung	w7_d65e18196
zum	w9_d65e18199
Verbesserten	w1_d65e18204
Chirurgischen	w3_d65e18207
Verbande	w5_d65e18210
mit	w7_d65e18213
Kupfern	w1_d65e18218
8vo,	w3_d65e18221
Berlin,	w5_d65e18224
1756.	w7_d65e18227
Neuenhahn	w1_d65e18232
D.	w3_d65e18235
Carl	w5_d65e18238
Ludwig	w7_d65e18241
vermischte	w9_d65e18244
Anmerkungen	w1_d65e18250
über	w3_d65e18253
einige	w5_d65e18256
auserlesene	w7_d65e18259
Ma	w9_d65e18262
terien	w1_d65e18267
zur	w3_d65e18270
Beförderung	w5_d65e18273
nützlicher	w7_d65e18276
Wissenschäf	w9_d65e18279
ten	w1_d65e18284
4ter	w3_d65e18287
Theil,	w5_d65e18290
8.	w7_d65e18293
Leipzig	w9_d65e18296
1756.	w11_d65e18299
Rousseau	w1_d65e18304
Joh.	w3_d65e18307
Carl	w5_d65e18310
Abhandlung	w7_d65e18313
von	w9_d65e18316
dem	w11_d65e18319
Ursprung	w1_d65e18325
der	w3_d65e18328
Ungleichheit	w5_d65e18331
unter	w7_d65e18334
den	w9_d65e18337
Mei	w11_d65e18340
schen,	w1_d65e18345
und	w3_d65e18348
worauf	w5_d65e18351
sie	w7_d65e18354
sich	w9_d65e18357
gründe:	w11_d65e18360
groß	w13_d65e18364
8vo,	w1_d65e18369
Leipzig,	w3_d65e18372
1756.	w5_d65e18375
</list>
<head id="h2_d65e18459">
Aus	w1_d65e18463
Schweden.	w3_d65e18466
Stockholm	w1_d65e18471
19.	w3_d65e18474
Julii.	w5_d65e18477
</head>
<p id="p4_d65e18480">
NAchdem	w1_d65e18484
am	w3_d65e18487
vorigen	w5_d65e18490
Freytage,	w7_d65e18493
als	w9_d65e18496
den	w11_d65e18499
16.	w1_d65e18504
dieses	w3_d65e18507
das	w5_d65e18510
Urtheil	w7_d65e18513
der	w9_d65e18516
Commißion	w11_d65e18519
derer	w1_d65e18524
Reichs=stände	w3_d65e18527
gegen	w5_d65e18530
den	w7_d65e18533
Hofmarschall	w9_d65e18536
Baron	w1_d65e18542
von	w3_d65e18545
Horn,	w5_d65e18548
und	w7_d65e18551
den	w9_d65e18554
Obristen	w11_d65e18557
Grafen	w13_d65e18561
Brahe,	w1_d65e18566
nebst	w3_d65e18569
andern	w5_d65e18572
Complicen	w7_d65e18575
des	w9_d65e18578
vorge	w11_d65e18581
habten	w1_d65e18586
Aufruhrs,	w3_d65e18589
bey	w5_d65e18592
offenen	w7_d65e18595
Thüren	w9_d65e18598
verlesen	w11_d65e18601
worden;	w1_d65e18606
so	w3_d65e18609
wurde	w5_d65e18612
dasselbe	w7_d65e18615
des	w9_d65e18618
folgenden	w11_d65e18621
Ta	w13_d65e18625
ges	w1_d65e18631
von	w3_d65e18634
denen	w5_d65e18637
Reichs=ständen	w7_d65e18640
confirmiret	w9_d65e18643
und	w11_d65e18646
vestgestellet.	w1_d65e18651
Das	w3_d65e18654
merkwürdigste	w5_d65e18657
aus	w7_d65e18660
dem	w9_d65e18663
selben	w1_d65e18668
ist	w3_d65e18671
dieses:	w5_d65e18674
Es	w7_d65e18677
ist	w9_d65e18680
nämlich	w11_d65e18683
ein	w13_d65e18687
schrift	w15_d65e18690
licher	w1_d65e18695
Plan	w3_d65e18698
zum	w5_d65e18701
Aufruhr	w7_d65e18704
von	w9_d65e18707
dem	w11_d65e18710
entwiche	w13_d65e18714
nen	w1_d65e18720
Grafen	w3_d65e18723
Hard	w5_d65e18726
entworfen	w7_d65e18729
worden,	w9_d65e18732
welcher	w11_d65e18735
zur	w1_d65e18740
Absicht	w3_d65e18743
gehabt	w5_d65e18746
hat,	w7_d65e18749
mit	w9_d65e18752
Gewalt	w11_d65e18755
die	w13_d65e18759
itzt	w15_d65e18762
versammlete	w1_d65e18767
Reichs=stände	w3_d65e18770
zu	w5_d65e18773
unterbrucken,	w7_d65e18776
und	w1_d65e18781
die	w3_d65e18784
von	w5_d65e18787
denenselben	w7_d65e18790
genommenen	w9_d65e18793
Schlüsse	w11_d65e18796
und	w1_d65e18802
Verfassungen	w3_d65e18805
zu	w5_d65e18808
verändern	w7_d65e18811
und	w9_d65e18814
aufzu	w11_d65e18817
heben,	w1_d65e18822
und	w3_d65e18825
verschiedene	w5_d65e18828
von	w7_d65e18831
denen	w9_d65e18834
Herren	w11_d65e18837
Reichs=rähten,	w1_d65e18842
nebst	w3_d65e18845
denen	w5_d65e18848
meist=bedeuteten	w7_d65e18851
Reichs=tags=männern	w1_d65e18856
und	w3_d65e18859
Beamten,	w5_d65e18862
an	w7_d65e18865
der	w1_d65e18871
Zahl	w3_d65e18874
100.	w5_d65e18877
Personen,	w7_d65e18880
in	w9_d65e18883
ihren	w11_d65e18886
Häusern	w13_d65e18890
gefangen	w1_d65e18895
zu	w3_d65e18898
nehmen,	w5_d65e18901
und	w7_d65e18904
den	w9_d65e18907
Beschluß	w11_d65e18910
die	w13_d65e18914
ses	w1_d65e18919
Reichs=tages	w3_d65e18922
durch	w5_d65e18925
Trompeten=schall	w7_d65e18928
kund	w9_d65e18931
zu	w1_d65e18936
machen,	w3_d65e18939
auch	w5_d65e18942
hernach	w7_d65e18945
die	w9_d65e18948
Reichs=stände	w11_d65e18951
nach	w1_d65e18957
Wisterös	w3_d65e18960
und	w5_d65e18963
Nerkiöping	w7_d65e18966
zusammen	w9_d65e18969
zu	w11_d65e18972
tuffen,	w1_d65e18977
woselbst	w3_d65e18980
man	w5_d65e18983
dann	w7_d65e18986
durch	w9_d65e18989
eine	w11_d65e18992
Königl.	w13_d65e18996
Commißion	w1_d65e19001
die	w3_d65e19004
Jnhaftirten	w5_d65e19007
verurtheilen	w7_d65e19010
wol	w9_d65e19013
te,	w1_d65e19018
rc.	w3_d65e19021
Dieser	w5_d65e19024
Aufruhr	w7_d65e19027
sollte	w9_d65e19030
vom	w11_d65e19033
Pöbel	w13_d65e19037
angefangen,	w1_d65e19043
und	w3_d65e19046
hernach	w5_d65e19049
von	w7_d65e19052
der	w9_d65e19055
Garde,	w11_d65e19058
und	w1_d65e19063
Artillerie	w3_d65e19066
ausgeführet	w5_d65e19069
werden;	w7_d65e19072
zu	w9_d65e19075
wel	w11_d65e19078
chem	w1_d65e19083
Ende	w3_d65e19086
die	w5_d65e19089
Unter=officiers	w7_d65e19092
und	w9_d65e19095
Soldaten	w11_d65e19098
insonderheit	w1_d65e19103
von	w3_d65e19106
dem	w5_d65e19109
Garde=regiment	w7_d65e19112
darum	w9_d65e19115
ersuchet	w1_d65e19121
worden.	w3_d65e19124
Der	w5_d65e19127
Laufer	w7_d65e19130
Ernst	w9_d65e19133
hatte	w11_d65e19136
be	w13_d65e19140
rats	w1_d65e19145
aus	w3_d65e19148
eigenem	w5_d65e19151
Triebe	w7_d65e19154
und	w9_d65e19157
Lust	w11_d65e19160
zur	w13_d65e19164
Rache,	w15_d65e19167
da	w1_d65e19172
er	w3_d65e19175
unter	w5_d65e19178
der	w7_d65e19181
Klage	w9_d65e19184
vor	w11_d65e19187
der	w13_d65e19191
Commißion	w15_d65e19194
gewesen,	w1_d65e19199
darauf	w3_d65e19202
gedacht,	w5_d65e19205
einen	w7_d65e19208
Aufruhr	w9_d65e19211
in	w11_d65e19214
dieser	w1_d65e19220
Stadt	w3_d65e19223
zu	w5_d65e19226
stiften,	w7_d65e19229
und	w9_d65e19232
weil	w11_d65e19235
sein	w13_d65e19239
Vor	w15_d65e19242
haben	w1_d65e19247
mit	w3_d65e19250
dem	w5_d65e19253
Plane	w7_d65e19256
übereinstimmte,	w9_d65e19259
so	w11_d65e19262
war	w13_d65e19266
man	w1_d65e19271
willens,	w3_d65e19274
ihn	w5_d65e19277
den	w7_d65e19280
Anfang	w9_d65e19283
machen	w11_d65e19286
zu	w13_d65e19290
las	w15_d65e19293
sen.	w1_d65e19298
Er	w3_d65e19301
wurde	w5_d65e19304
daher	w7_d65e19307
mit	w9_d65e19310
Geld	w11_d65e19313
unterstützet,	w13_d65e19317
um	w1_d65e19323
Leute	w3_d65e19326
zu	w5_d65e19329
tractiren	w7_d65e19332
und	w9_d65e19335
zu	w11_d65e19338
verleiten.	w13_d65e19342
Eini	w15_d65e19345
ge	w1_d65e19350
von	w3_d65e19353
denen	w5_d65e19356
nun	w7_d65e19359
verklagten	w9_d65e19362
und	w11_d65e19365
verurtheil	w13_d65e19369
ten	w1_d65e19374
Personen	w3_d65e19377
waren	w5_d65e19380
ebenfalls	w7_d65e19383
mit	w9_d65e19386
ihm	w11_d65e19389
in	w13_d65e19393
Con	w15_d65e19396
spiration.	w1_d65e19401
Allein,	w3_d65e19404
aus	w5_d65e19407
allzu	w7_d65e19410
grossen	w9_d65e19413
Eifer	w11_d65e19416
gedachte	w1_d65e19422
er	w3_d65e19425
den	w5_d65e19428
Anfang	w7_d65e19431
zu	w9_d65e19434
machen,	w11_d65e19437
ehe	w13_d65e19441
noch	w1_d65e19446
die	w3_d65e19449
gehörigen	w5_d65e19452
Anstalten	w7_d65e19455
zur	w9_d65e19458
Ausführung	w11_d65e19461
</p>
<p id="p6_d65e19464">
des	w1_d65e19468
Plans	w3_d65e19471
waren	w5_d65e19474
getroffen	w7_d65e19477
worden,	w9_d65e19480
daher	w11_d65e19483
man	w13_d65e19487
ihm	w1_d65e19492
nicht	w3_d65e19495
unterstützen	w5_d65e19498
kunnte;	w7_d65e19501
worüber	w9_d65e19504
das	w11_d65e19507
ganze	w1_d65e19512
Vorhaben	w3_d65e19515
bey	w5_d65e19518
Zeiten	w7_d65e19521
entdecket	w9_d65e19524
wurde,	w11_d65e19527
und	w1_d65e19533
zwar	w3_d65e19536
auf	w5_d65e19539
die	w7_d65e19542
Art,	w9_d65e19545
wie	w11_d65e19548
bereits	w13_d65e19552
ist	w15_d65e19555
ge	w17_d65e19558
meldet	w1_d65e19563
worden.	w3_d65e19566
Nachdem	w5_d65e19569
die	w7_d65e19572
Commißion	w9_d65e19575
bey	w11_d65e19578
der	w1_d65e19583
geführten	w3_d65e19586
Untersuchung	w5_d65e19589
den	w7_d65e19592
Zusammen	w9_d65e19595
hang,	w1_d65e19600
so	w3_d65e19603
ein	w5_d65e19606
jeder	w7_d65e19609
von	w9_d65e19612
dem	w11_d65e19615
Verbrechern	w13_d65e19619
bey	w15_d65e19622
dem	w1_d65e19628
Plan	w3_d65e19631
gehabt,	w5_d65e19634
erforschet;	w7_d65e19637
so	w9_d65e19640
hat	w11_d65e19643
dieselbe	w13_d65e19647
den	w1_d65e19652
Obersten,	w3_d65e19655
Grafen	w5_d65e19658
Brahe,	w7_d65e19661
den	w9_d65e19664
Hofmar	w11_d65e19667
schall,	w1_d65e19672
Baron	w3_d65e19675
Horn,	w5_d65e19678
die	w7_d65e19681
Capitains	w9_d65e19684
Stahl	w11_d65e19687
swärd	w1_d65e19692
und	w3_d65e19695
Puke,	w5_d65e19698
den	w7_d65e19701
Serg	w9_d65e19704
anten	w11_d65e19707
Mozelius,	w13_d65e19711
die	w1_d65e19717
degradirte	w3_d65e19720
Unter=officiers,	w5_d65e19723
Christiernin	w7_d65e19726
und	w9_d65e19729
Escolin,	w1_d65e19734
und	w3_d65e19737
den	w5_d65e19740
Laufer	w7_d65e19743
Ernst	w9_d65e19746
nach	w11_d65e19749
denen	w13_d65e19753
Gesätzen	w1_d65e19758
des	w3_d65e19761
Reichs	w5_d65e19764
als	w7_d65e19767
Reichs=verrähter	w9_d65e19770
Leib,	w1_d65e19775
Ehre	w3_d65e19778
und	w5_d65e19781
Gut	w7_d65e19784
verlustig	w9_d65e19787
zu	w11_d65e19790
seyn,	w13_d65e19794
und	w15_d65e19797
ent	w17_d65e19800
hauptet	w1_d65e19806
zu	w3_d65e19809
werden,	w5_d65e19812
verurtheilet.	w7_d65e19815
Was	w9_d65e19818
den	w11_d65e19821
Grafen	w1_d65e19826
Brahe	w3_d65e19829
betrift,	w5_d65e19832
so	w7_d65e19835
führet	w9_d65e19838
die	w11_d65e19841
Commißi	w13_d65e19845
on	w1_d65e19850
an,	w3_d65e19853
daß	w5_d65e19856
derselbe	w7_d65e19859
nach	w9_d65e19862
einem	w11_d65e19865
langwierigen	w13_d65e19869
Läugnen,	w1_d65e19874
ungeachtet	w3_d65e19877
er	w5_d65e19880
um	w7_d65e19883
alles	w9_d65e19886
gewust,	w11_d65e19889
end	w13_d65e19893
lich	w1_d65e19899
eingestanden,	w3_d65e19902
daß	w5_d65e19905
er	w7_d65e19908
zu	w9_d65e19911
vielen	w11_d65e19914
malen	w13_d65e19918
von	w15_d65e19921
einem	w1_d65e19926
Aufruhre,	w3_d65e19929
so	w5_d65e19932
unternommen	w7_d65e19935
werden	w9_d65e19938
soll	w11_d65e19941
te,	w1_d65e19946
gehöret,	w3_d65e19949
und	w5_d65e19952
er	w7_d65e19955
darüber	w9_d65e19958
mit	w11_d65e19961
andern,	w13_d65e19965
inson	w15_d65e19968
derheit	w1_d65e19973
dem	w3_d65e19976
Hof=marschall	w5_d65e19979
Horn,	w7_d65e19982
dem	w9_d65e19985
entwi	w11_d65e19988
chenen	w1_d65e19994
Grafen	w3_d65e19997
Hard	w5_d65e20000
und	w7_d65e20003
dem	w9_d65e20006
Capitain	w11_d65e20009
Puke,	w13_d65e20013
in	w1_d65e20018
Berahtschlagung	w3_d65e20021
gewesen	w5_d65e20024
sey,	w7_d65e20027
und	w9_d65e20030
ihre	w11_d65e20033
Vor	w13_d65e20037
schläge	w1_d65e20042
zur	w3_d65e20045
Ausführung	w5_d65e20048
angehöret,	w7_d65e20051
auch	w9_d65e20054
die	w11_d65e20057
selben	w1_d65e20062
für	w3_d65e20065
thunlich	w5_d65e20068
angesehen,	w7_d65e20071
und	w9_d65e20074
sich	w11_d65e20077
geäus	w13_d65e20081
sert	w1_d65e20087
hätte,	w3_d65e20090
daß	w5_d65e20093
der	w7_d65e20096
Hofmarschall	w9_d65e20099
Baron	w11_d65e20102
Horn,	w13_d65e20106
in	w1_d65e20111
solchem	w3_d65e20114
Falle	w5_d65e20117
Bier	w7_d65e20120
und	w9_d65e20123
Brandwein	w11_d65e20126
für	w13_d65e20130
die	w15_d65e20133
Wache	w1_d65e20138
in	w3_d65e20141
Bereitschaft	w5_d65e20144
haben	w7_d65e20147
müste.	w9_d65e20150
Jnglei	w11_d65e20153
chen	w1_d65e20158
hätte	w3_d65e20161
derselbe	w5_d65e20164
vor	w7_d65e20167
der	w9_d65e20170
Commißion	w11_d65e20173
die	w13_d65e20177
hauptsächlichsten	w1_d65e20183
Umstände,	w3_d65e20186
welche	w5_d65e20189
der	w7_d65e20192
Plan	w9_d65e20195
enthalten,	w1_d65e20200
angeführet,	w3_d65e20203
und	w5_d65e20206
die	w7_d65e20209
Mit=verbrecher	w9_d65e20212
haben	w1_d65e20217
einstimmig	w3_d65e20220
bekannt,	w5_d65e20223
daß	w7_d65e20226
der	w9_d65e20229
Graf	w11_d65e20232
von	w13_d65e20236
ihnen	w1_d65e20241
als	w3_d65e20244
eine	w5_d65e20247
der	w7_d65e20250
Haupt=personen	w9_d65e20253
angesehen	w11_d65e20256
worden	w1_d65e20262
da	w3_d65e20265
der	w5_d65e20268
Graf	w7_d65e20271
Hard	w9_d65e20274
das	w11_d65e20277
meiste	w13_d65e20281
Vertrau	w15_d65e20284
en	w1_d65e20289
in	w3_d65e20292
ihnen	w5_d65e20295
gehabt;	w7_d65e20298
daher	w9_d65e20301
alle	w11_d65e20304
seine	w13_d65e20308
Gesprä	w15_d65e20311
che	w1_d65e20316
und	w3_d65e20319
Berahtschlagungen	w5_d65e20322
auf	w7_d65e20325
nichts	w9_d65e20328
anders,	w11_d65e20331
als	w1_d65e20336
auf	w3_d65e20339
die	w5_d65e20342
Ausführung	w7_d65e20345
abgezielet	w9_d65e20348
haben,	w11_d65e20351
und	w13_d65e20355
man	w1_d65e20361
folglich	w3_d65e20364
auf	w5_d65e20367
seine	w7_d65e20370
Entschuldigung	w9_d65e20373
nicht	w11_d65e20376
achten	w1_d65e20381
können.	w3_d65e20384
Die	w5_d65e20387
Commißion	w7_d65e20390
hat	w9_d65e20393
noch	w11_d65e20396
ein	w13_d65e20400
mehrers	w1_d65e20405
gefunden,	w3_d65e20408
so	w5_d65e20411
gemeldetem	w7_d65e20414
Grafen	w9_d65e20417
zur	w11_d65e20420
Last	w1_d65e20425
kommt,	w3_d65e20428
und	w5_d65e20431
welches	w7_d65e20434
am	w9_d65e20437
meisten	w11_d65e20440
das	w13_d65e20444
Ver	w15_d65e20447
ständniß	w1_d65e20453
mit	w3_d65e20456
diesem	w5_d65e20459
verrähterischen	w7_d65e20462
Plan	w9_d65e20465
be	w11_d65e20468
weiset,	w1_d65e20473
da	w3_d65e20476
derselbe	w5_d65e20479
mit	w7_d65e20482
Puke	w9_d65e20485
auf	w11_d65e20488
seinem	w13_d65e20492
Gute	w15_d65e20495
Rykboholm	w1_d65e20500
Kugeln	w3_d65e20503
gegossen,	w5_d65e20506
und	w7_d65e20509
800.	w9_d65e20512
Patro	w11_d65e20515
nen	w1_d65e20520
gefüllet,	w3_d65e20523
und	w5_d65e20526
dieselben	w7_d65e20529
nachher	w9_d65e20532
heimlich	w11_d65e20535
in	w13_d65e20539
die	w1_d65e20545
Stadt	w3_d65e20548
hat	w5_d65e20551
bringen	w7_d65e20554
lassen;	w9_d65e20557
und	w11_d65e20560
obgleich	w13_d65e20564
</p>
<p id="p10_d65e20569">
der	w1_d65e20573
Graf	w3_d65e20576
nicht	w5_d65e20579
hat	w7_d65e20582
gestehen	w9_d65e20585
wollen,	w11_d65e20588
daß	w13_d65e20592
die	w15_d65e20595
se	w1_d65e20600
Patronen	w3_d65e20603
zur	w5_d65e20606
Ausführung	w7_d65e20609
des	w9_d65e20612
Plans	w11_d65e20615
bestim	w13_d65e20619
met	w1_d65e20624
gewesen	w3_d65e20627
seynd,	w5_d65e20630
sondern	w7_d65e20633
vorgegeben,	w9_d65e20636
daß	w11_d65e20639
er	w1_d65e20645
sie	w3_d65e20648
auf	w5_d65e20651
Befehl	w7_d65e20654
Sr.	w9_d65e20657
Königl.	w11_d65e20660
Majestät	w13_d65e20664
zur	w15_d65e20667
Vertheitigung	w1_d65e20672
eines	w3_d65e20675
befürchteten	w5_d65e20678
Anfalls	w7_d65e20681
ver	w9_d65e20684
fertiget,	w1_d65e20689
so	w3_d65e20692
hat	w5_d65e20695
die	w7_d65e20698
Commißion	w9_d65e20701
dannoch	w11_d65e20704
aus	w13_d65e20708
der	w1_d65e20713
eidlichen	w3_d65e20716
Aussage	w5_d65e20719
zweyer	w7_d65e20722
Zeugen	w9_d65e20725
erfahren,	w11_d65e20728
wie	w1_d65e20734
sie	w3_d65e20737
von	w5_d65e20740
dem	w7_d65e20743
Grafen	w9_d65e20746
gehöret,	w11_d65e20749
daß	w13_d65e20753
den	w15_d65e20756
21.	w17_d65e20759
Junii	w1_d65e20764
ein	w3_d65e20767
Aufstand	w5_d65e20770
entstehen	w7_d65e20773
sollte,	w9_d65e20776
den	w11_d65e20779
Kö	w13_d65e20783
nig	w1_d65e20788
zu	w3_d65e20791
vertheitigen,	w5_d65e20794
und	w7_d65e20797
daß	w9_d65e20800
er	w11_d65e20803
dazu	w13_d65e20807
Scharf	w15_d65e20810
schüsse	w1_d65e20815
nöhtig	w3_d65e20818
hätte,	w5_d65e20821
ingleichen,	w7_d65e20824
daß	w9_d65e20827
Puke	w11_d65e20830
be	w13_d65e20834
kannt,	w1_d65e20840
daß	w3_d65e20843
er	w5_d65e20846
aus	w7_d65e20849
des	w9_d65e20852
Grafen	w11_d65e20855
Brahe	w13_d65e20859
Reden	w15_d65e20862
