<doc id="wr_1758-03-01" attrs="word" year="1758" month="03" day="01" corpus="2">
<head id="h2_d222e2673">
Lüneburg	w1_d222e2677
und	w7_d222e17122
andere	w9_d222e17125
Frauen	w11_d222e17128
kleider,	w1_d222e17134
deto	w3_d222e17137
Spitz,	w5_d222e17140
Wäsch,	w7_d222e17143
Carls=bader,	w9_d222e17146
Zinn,	w11_d222e17149
Spallier	w1_d222e17154
und	w3_d222e17157
andere	w5_d222e17160
Zimmer=einrichtungen	w7_d222e17163
Fruhe	w1_d222e17168
von	w3_d222e17171
f9.	w5_d222e17174
bis	w7_d222e17177
12.	w9_d222e17180
und	w11_d222e17183
Nachmittag	w13_d222e17187
von	w15_d222e17190
3.	w17_d222e17193
bis	w1_d222e17198
6.	w3_d222e17201
Uhr,	w5_d222e17204
und	w7_d222e17207
die	w9_d222e17210
folgende	w11_d222e17213
Täge	w13_d222e17217
hindurch,	w15_d222e17220
firitando	w1_d222e17226
plus	w3_d222e17229
offerenti	w5_d222e17232
verkauffet	w7_d222e17235
werden.	w9_d222e17238
</p>
<p id="p20_d222e17241">
Es	w1_d222e17245
wird	w3_d222e17248
hiemit	w5_d222e17251
jedermuniglich	w7_d222e17254
kund	w9_d222e17257
und	w11_d222e17260
wissen	w1_d222e17265
gemacht,	w3_d222e17268
daß	w5_d222e17271
den	w7_d222e17274
6.	w9_d222e17277
dieses	w11_d222e17280
lauffenden	w13_d222e17284
Monats	w1_d222e17289
Martii	w3_d222e17292
die	w5_d222e17295
am	w7_d222e17298
grünen	w9_d222e17301
Anger	w11_d222e17304
in	w13_d222e17308
der	w15_d222e17311
Stadt	w1_d222e17317
ligend	w3_d222e17320
Gräfl.	w5_d222e17323
Kufsteinische	w7_d222e17326
Behausung	w9_d222e17329
bey	w1_d222e17334
dem	w3_d222e17337
Löbl.	w5_d222e17340
Land=marschallischen	w7_d222e17343
Gericht	w9_d222e17346
lici	w11_d222e17349
lando	w1_d222e17354
an	w3_d222e17357
den	w5_d222e17360
Meist	w7_d222e17363
biettenden	w9_d222e17366
werde	w11_d222e17369
verkauf	w13_d222e17373
fet	w1_d222e17378
werden,	w3_d222e17381
wer	w5_d222e17384
also	w7_d222e17387
sothane	w9_d222e17390
Behausung	w11_d222e17393
käuflichen	w1_d222e17399
an	w3_d222e17402
sich	w5_d222e17405
zu	w7_d222e17408
bringen	w9_d222e17411
gedenket,	w11_d222e17414
dersel	w13_d222e17418
be	w1_d222e17423
kan	w3_d222e17426
sich	w5_d222e17429
an	w7_d222e17432
ob=bestimmten	w9_d222e17435
Tag	w11_d222e17438
bey	w13_d222e17442
ersagt	w15_d222e17445
Löbl.	w1_d222e17450
Land=marschallischen	w3_d222e17453
Gericht	w5_d222e17456
Fruhe	w7_d222e17459
um	w9_d222e17462
8.	w1_d222e17467
Uhr	w3_d222e17470
behörig	w5_d222e17473
anmelden.	w7_d222e17476
</p>
<p id="p22_d222e17479">
Den	w1_d222e17483
3.	w3_d222e17486
Martii	w5_d222e17489
wird	w7_d222e17492
in	w9_d222e17495
der	w11_d222e17498
Kärntner	w13_d222e17502
strassen	w1_d222e17507
in	w3_d222e17510
dem	w5_d222e17513
Haidischen	w7_d222e17516
Haus,	w9_d222e17519
von	w11_d222e17522
dem	w13_d222e17526
Gavürz=gewölb	w1_d222e17531
zum	w3_d222e17534
roten	w5_d222e17537
Rössel	w7_d222e17540
genannt,	w9_d222e17543
gerad	w1_d222e17549
gegen	w3_d222e17552
über,	w5_d222e17555
im	w7_d222e17558
ersten	w9_d222e17561
Sock	w11_d222e17564
verschie	w13_d222e17568
denes	w1_d222e17573
Silber,	w3_d222e17576
Gold=bordirte	w5_d222e17579
Vesten,	w7_d222e17582
Kupfer,	w9_d222e17585
Meßing,	w1_d222e17590
Eisen=geschirr,	w3_d222e17593
und	w5_d222e17596
andere	w7_d222e17599
Haus	w9_d222e17602
gerätschaften,	w1_d222e17607
Vormittag	w3_d222e17610
von	w5_d222e17613
9.	w7_d222e17616
bis	w9_d222e17619
12.	w11_d222e17622
Uhr,	w1_d222e17628
Nachmittag	w3_d222e17631
aber	w5_d222e17634
von	w7_d222e17637
3.	w9_d222e17640
bis	w11_d222e17643
6.	w13_d222e17647
Uhr	w15_d222e17650
plus	w1_d222e17655
offerenti	w3_d222e17658
licitando	w5_d222e17661
verkauffet	w7_d222e17664
werden.	w9_d222e17667
</p>
<p id="p24_d222e17671">
Jn	w1_d222e17675
dem	w3_d222e17678
Brünner	w5_d222e17681
Post=amt	w7_d222e17684
seynd	w9_d222e17687
folgen	w11_d222e17690
de	w1_d222e17695
Reit=pferde	w3_d222e17698
zu	w5_d222e17701
verkauffen:	w7_d222e17704
als	w9_d222e17707
für	w11_d222e17710
Ge	w13_d222e17714
nerals	w1_d222e17719
und	w3_d222e17722
Staabs=Personen.	w5_d222e17725
Ein	w7_d222e17728
Däm	w9_d222e17731
scher	w1_d222e17737
Rapp	w3_d222e17740
alt	w5_d222e17743
5	w7_d222e17746
Jahr	w9_d222e17749
6.	w11_d222e17752
Monat.	w13_d222e17756
Ein	w15_d222e17759
Flie	w17_d222e17762
gen=schimmel	w1_d222e17767
8.	w3_d222e17770
Jahr.	w5_d222e17773
Ein	w7_d222e17776
brauner	w9_d222e17779
Bastard	w11_d222e17782
7.	w1_d222e17787
Jahr.	w3_d222e17790
Ein	w5_d222e17793
gesprengter	w7_d222e17796
Tyger=hengst	w9_d222e17799
7	w11_d222e17802
Jahr.	w1_d222e17807
Ein	w3_d222e17810
licht=branner	w5_d222e17813
Engländer	w7_d222e17816
6.	w9_d222e17819
Jahr.	w11_d222e17822
Ein	w1_d222e17828
braun	w3_d222e17831
Ucrainischer	w5_d222e17834
Türk	w7_d222e17837
6	w9_d222e17840
Jahr,	w11_d222e17843
wel	w13_d222e17847
che	w1_d222e17852
alle	w3_d222e17855
wol	w5_d222e17858
abgerichtet,	w7_d222e17861
Schuß=frey	w9_d222e17864
und	w11_d222e17867
ohne	w1_d222e17872
Mangel	w3_d222e17875
seynd.	w5_d222e17878
</p>
<p id="p26_d222e17881">
Den	w1_d222e17885
3.	w3_d222e17888
nächst	w5_d222e17891
künftigen	w7_d222e17894
Monats	w9_d222e17897
Martii	w11_d222e17900
Fruhe	w1_d222e17905
um	w3_d222e17908
9.	w5_d222e17911
Uhr	w7_d222e17914
wird	w9_d222e17917
in	w11_d222e17920
der	w13_d222e17924
Hochgräflich	w15_d222e17927
Abensperg	w1_d222e17932
und	w3_d222e17935
Traunischen	w5_d222e17938
Herrschaftscanz	w7_d222e17941
ley	w1_d222e17947
zu	w3_d222e17950
Pockflüß,	w5_d222e17953
auf	w7_d222e17956
Verordnung	w9_d222e17959
des	w11_d222e17962
allhier	w13_d222e17966
in	w1_d222e17971
Wien	w3_d222e17974
aufgestellt=Löbl.	w5_d222e17977
Hochgräfl.	w7_d222e17980
Aben	w9_d222e17983
sperg	w1_d222e17988
und	w3_d222e17991
Traunischen	w5_d222e17994
Judicii	w7_d222e17997
Dele,	w9_d222e18000
die	w11_d222e18003
allda	w1_d222e18008
zu	w3_d222e18011
Pockflüß	w5_d222e18014
gelegene	w7_d222e18017
Lembergische	w9_d222e18020
Viertl	w11_d222e18023
Lehen=behausung,	w1_d222e18029
dabey	w3_d222e18032
befindliche	w5_d222e18035
Lederer	w7_d222e18038
werk=stadt,	w1_d222e18043
und	w3_d222e18046
Zugehörde,	w5_d222e18049
samt	w7_d222e18052
allen	w9_d222e18055
dahin	w11_d222e18058
ge	w13_d222e18062
hörigen	w1_d222e18067
dienstbaren	w3_d222e18070
Haus	w5_d222e18073
und	w7_d222e18076
Ueberländ	w9_d222e18079
Grund=stücken	w1_d222e18084
offentlich	w3_d222e18087
außgefeilet,	w5_d222e18090
und	w7_d222e18093
dem	w9_d222e18096
</p>
<p id="p28_d222e18099">
gegn	w1_d222e18103
damoer	w3_d222e18106
Begedemg	w5_d222e18109
dac	w7_d222e18112
Meist	w1_d222e18117
bielenden	w3_d222e18120
3	w5_d222e18123
lichen	w1_d222e18128
hindann	w3_d222e18131
gelassen	w5_d222e18134
werden.	w7_d222e18137
</p>
<p id="p30_d222e18140">
Es	w1_d222e18144
wird	w3_d222e18147
dem	w5_d222e18150
Publico	w7_d222e18153
zu	w9_d222e18156
wissen	w11_d222e18159
gemacht,	w13_d222e18163
daß	w1_d222e18168
zu	w3_d222e18171
Laxenburg	w5_d222e18174
die	w7_d222e18177
sogenannte	w9_d222e18180
Tischleri	w11_d222e18183
sche	w1_d222e18188
oder	w3_d222e18191
Oelerische	w5_d222e18194
Behausung	w7_d222e18197
samt	w9_d222e18200
Grund	w11_d222e18203
stücke	w1_d222e18209
zu	w3_d222e18212
verkauffen,	w5_d222e18215
wer	w7_d222e18218
also	w9_d222e18221
solche	w11_d222e18224
käuflich	w13_d222e18228
an	w1_d222e18233
sich	w3_d222e18236
zu	w5_d222e18239
bringen	w7_d222e18242
gedenket,	w9_d222e18245
der	w11_d222e18248
hat	w13_d222e18252
sich	w15_d222e18255
bey	w17_d222e18258
der	w19_d222e18261
Herrschaftlich	w1_d222e18266
Laxenburgischen	w3_d222e18269
vorgesetzten	w5_d222e18272
Obrigkeit	w1_d222e18277
in	w3_d222e18280
Wien	w5_d222e18283
in	w7_d222e18286
dem	w9_d222e18289
Deronischen	w11_d222e18292
Haus	w13_d222e18296
im	w1_d222e18302
ersten	w3_d222e18305
Stock	w5_d222e18308
in	w7_d222e18311
der	w9_d222e18314
Himmelpfort=gassen,	w11_d222e18317
alwo	w1_d222e18322
den	w3_d222e18325
10.	w5_d222e18328
Martii	w7_d222e18331
früh	w9_d222e18334
um	w11_d222e18337
10.	w13_d222e18341
Uhr	w15_d222e18344
die	w17_d222e18347
Licitation	w1_d222e18352
vorgenommen	w3_d222e18355
wird,	w5_d222e18358
anzumelden	w7_d222e18361
</p>
<p id="p32_d222e18364">
Jn	w1_d222e18368
der	w3_d222e18371
neuen	w5_d222e18374
Kaiser=gassen	w7_d222e18377
auf	w9_d222e18380
der	w11_d222e18383
Wie	w13_d222e18387
den,	w1_d222e18392
ruckwärts	w3_d222e18395
dem	w5_d222e18398
Loprestischen=gebäude,	w7_d222e18401
ist	w1_d222e18406
ein	w3_d222e18409
ganzes	w5_d222e18412
Haus	w7_d222e18415
aus	w9_d222e18418
zweyen	w11_d222e18421
Stöcken,	w13_d222e18425
17.	w1_d222e18431
Zimmern	w3_d222e18434
4.	w5_d222e18437
Cabinetl,	w7_d222e18440
zweyen	w9_d222e18443
Kucheln,	w11_d222e18446
einem	w1_d222e18451
Speis=gewölb,	w3_d222e18454
und	w5_d222e18457
einem	w7_d222e18460
Speis	w9_d222e18463
und	w1_d222e18468
Wein=keller,	w3_d222e18471
wie	w5_d222e18474
auch	w7_d222e18477
einer	w9_d222e18480
gefülten	w11_d222e18483
Eis-gruben,	w1_d222e18488
Holz=gewölb,	w3_d222e18491
einer	w5_d222e18494
Stallung	w7_d222e18497
auf	w1_d222e18503
8.	w3_d222e18506
Pferd,	w5_d222e18509
einer	w7_d222e18512
Sattel	w9_d222e18515
oder	w11_d222e18518
Zeugkam	w13_d222e18522
mer,	w1_d222e18527
Schupfen	w3_d222e18530
auf	w5_d222e18533
4.	w7_d222e18536
Wägen,	w9_d222e18539
und	w11_d222e18542
hierzu	w13_d222e18546
gehörigen	w1_d222e18551
Heu-boden,	w3_d222e18554
einer	w5_d222e18557
Capellen	w7_d222e18560
zum	w9_d222e18563
Meß=lesen,	w1_d222e18568
und	w3_d222e18571
aus	w5_d222e18574
einem	w7_d222e18577
Billiard=zimmer	w9_d222e18580
bestehend,	w1_d222e18586
nebst	w3_d222e18589
einem	w5_d222e18592
Zier	w7_d222e18595
und	w9_d222e18598
Baumgar	w11_d222e18601
ten	w1_d222e18606
zu	w3_d222e18609
verlassen;	w5_d222e18612
wer	w7_d222e18615
obbemeldetes=haus	w9_d222e18618
samt	w11_d222e18621
Appertinenten	w1_d222e18626
bestehen	w3_d222e18629
will,	w5_d222e18632
kan	w7_d222e18635
sich	w9_d222e18638
ent	w11_d222e18641
weder	w1_d222e18646
daselbst	w3_d222e18649
oder	w5_d222e18652
aber	w7_d222e18655
auf	w9_d222e18658
der	w11_d222e18661
Mehl=gru	w13_d222e18665
ben,	w1_d222e18671
im	w3_d222e18674
3ten	w5_d222e18677
Stock	w7_d222e18680
auf	w9_d222e18683
der	w11_d222e18686
grossen	w13_d222e18690
Stiegen	w15_d222e18693
linker	w1_d222e18698
Hand	w3_d222e18701
anmelden.	w5_d222e18704
</p>
<p id="p34_d222e18707">
Bey	w1_d222e18711
der	w3_d222e18714
Hoch=gräfl.	w5_d222e18717
Mollartischen	w7_d222e18720
Herr	w9_d222e18723
schaft	w1_d222e18728
Gumpendorf	w3_d222e18731
wird	w5_d222e18734
den	w7_d222e18737
3.	w9_d222e18740
künftigen	w11_d222e18743
Monats	w1_d222e18748
Martii	w3_d222e18751
Fruh	w5_d222e18754
um	w7_d222e18757
8.	w9_d222e18760
Uhr	w11_d222e18763
die	w13_d222e18767
an	w15_d222e18770
der	w17_d222e18773
Wien	w1_d222e18779
in	w3_d222e18782
der	w5_d222e18785
sogenannten	w7_d222e18788
Leopoldi=gassen	w9_d222e18791
ge	w11_d222e18794
legene	w1_d222e18799
Strünitzkyscke	w3_d222e18802
Behausung	w5_d222e18805
plus	w7_d222e18808
offe-	w9_d222e18811
renti	w1_d222e18816
licitando	w3_d222e18819
verkauffet	w5_d222e18822
werden;	w7_d222e18825
wer	w9_d222e18828
nun	w1_d222e18833
solche	w3_d222e18836
käuflichen	w5_d222e18839
an	w7_d222e18842
sich	w9_d222e18845
zu	w11_d222e18848
bringen	w13_d222e18852
ge	w15_d222e18855
denket,	w1_d222e18861
der	w3_d222e18864
hat	w5_d222e18867
sich	w7_d222e18870
dieserwegen	w9_d222e18873
an	w11_d222e18876
obbemel	w13_d222e18880
deten	w1_d222e18885
Tag	w3_d222e18888
und	w5_d222e18891
Stund	w7_d222e18894
in	w9_d222e18897
der	w11_d222e18900
Herrschafts=canzley	w13_d222e18904
des	w1_d222e18909
Schlosses	w3_d222e18912
zu	w5_d222e18915
Gumpendorf	w7_d222e18918
anzu=melden.	w9_d222e18921
</p>
<list id="l36_d222e18925">
Len	w1_d222e18929
Jahemn	w3_d222e18932
Chrülah	w5_d222e18935
Sord.	w7_d222e18938
Boaueiichen	w9_d222e18941
</list>
<list id="l38_d222e18945">
Buchbindern	w1_d222e18949
in	w3_d222e18952
seinem	w5_d222e18955
Gewölb	w7_d222e18958
auf	w9_d222e18961
dem	w11_d222e18964
Kohl	w13_d222e18968
markt	w1_d222e18973
ist	w3_d222e18976
zu	w5_d222e18979
haben:	w7_d222e18982
Exercice	w1_d222e18987
Journalier	w3_d222e18990
de	w5_d222e18993
pieté	w7_d222e18996
a	w9_d222e18999
l'Usage	w11_d222e19002
de	w1_d222e19008
fa	w3_d222e19011
Majesté	w5_d222e19014
lImperatrice	w7_d222e19017
Reine	w9_d222e19020
d'Hon	w11_d222e19023
grie	w1_d222e19028
&	w3_d222e19031
de	w5_d222e19034
Boheme,	w7_d222e19037
Traduit	w9_d222e19040
de	w11_d222e19043
l'alle-	w13_d222e19047
mand	w1_d222e19052
en	w3_d222e19055
François	w5_d222e19058
par	w7_d222e19061
le	w9_d222e19064
R.	w11_d222e19067
P.	w13_d222e19071
Simon	w15_d222e19074
Stock,	w1_d222e19079
Carme	w3_d222e19082
déchansié,	w5_d222e19085
Aumonier	w7_d222e19088
de	w9_d222e19091
la	w1_d222e19097
Garde	w3_d222e19100
des	w5_d222e19103
cens	w7_d222e19106
Suisses	w9_d222e19109
de	w11_d222e19112
sa	w13_d222e19116
Majesté	w15_d222e19119
</list>
<p id="p40_d222e19123">
Imperiale.	w1_d222e19127
</p>
<list id="l46_d222e19155">
Wutwur	w1_d222e19159
Von	w1_d222e19164
der	w3_d222e19167
Verfassung	w5_d222e19170
der	w7_d222e19173
zu	w9_d222e19176
Wien	w11_d222e19179
errichteten	w13_d222e19183
MILITAR-ACADEMIE.	w1_d222e19188
A	w1_d222e19194
Jhre	w1_d222e19199
Kaiserl.	w3_d222e19202
Königliche	w5_d222e19205
Majestät	w7_d222e19208
die	w9_d222e19211
Kaiserin	w11_d222e19214
Köni	w13_d222e19218
gin	w1_d222e19223
von	w3_d222e19226
Hungarn	w5_d222e19229
und	w7_d222e19232
Böheim,	w9_d222e19235
auf	w11_d222e19238
alles,	w13_d222e19242
was	w15_d222e19245
nur	w17_d222e19248
zu	w19_d222e19251
Beförderung	w1_d222e19256
des	w3_d222e19259
allgemeinen	w5_d222e19262
Bestens	w7_d222e19265
gereichen	w9_d222e19268
mag,	w11_d222e19271
alle	w13_d222e19275
zeit	w1_d222e19281
aufmerksam	w3_d222e19284
seynd,	w5_d222e19287
und	w7_d222e19290
sonderlich	w9_d222e19293
die	w11_d222e19296
Erziehung	w13_d222e19300
der	w15_d222e19303
adelichen	w1_d222e19308
Jugend	w3_d222e19311
äusserst	w5_d222e19314
zu	w7_d222e19317
Herzen	w9_d222e19320
nehmen;	w11_d222e19323
so	w13_d222e19327
haben	w15_d222e19330
Allerhöchst	w17_d222e19333
dieselbe	w1_d222e19338
zu	w3_d222e19341
dem	w5_d222e19344
Ende	w7_d222e19347
seit	w9_d222e19350
etlichen	w11_d222e19353
Jahren	w13_d222e19357
in	w15_d222e19360
Jhrer	w17_d222e19363
Stadt	w19_d222e19366
Wien	w21_d222e19369
ei	w23_d222e19372
ne	w1_d222e19377
Militar-Academie	w3_d222e19380
aufgerichtet,	w5_d222e19383
und	w7_d222e19386
derselben	w9_d222e19389
besondere	w11_d222e19392
und	w13_d222e19396
un	w15_d222e19399
mittelbare	w1_d222e19405
Direction	w3_d222e19408
der	w5_d222e19411
Sorgfalt	w7_d222e19414
Dero	w9_d222e19417
General=feld=marschall	w11_d222e19420
leutenants	w1_d222e19425
Herrn	w3_d222e19428
Johann	w5_d222e19431
Willhelm	w7_d222e19434
Frey=herrn	w9_d222e19437
von	w11_d222e19440
Kleinholtt	w13_d222e19444
un	w15_d222e19447
ter	w1_d222e19452
der	w3_d222e19455
General=Ober=Direction	w5_d222e19458
Sr.	w7_d222e19461
Excellenz	w9_d222e19464
des	w11_d222e19467
Herrn	w13_d222e19471
Feld	w15_d222e19474
marschalls	w1_d222e19479
Grafen	w3_d222e19482
Leopold	w5_d222e19485
von	w7_d222e19488
und	w9_d222e19491
zu	w11_d222e19494
Daun,	w13_d222e19498
als	w15_d222e19501
GeneralOber	w17_d222e19504
Directoris	w1_d222e19510
aller	w3_d222e19513
Militar-Academien	w5_d222e19516
in	w7_d222e19519
den	w9_d222e19522
Erb=landen	w11_d222e19525
allergnä	w13_d222e19529
digst	w1_d222e19534
anvertrauet.	w3_d222e19537
Ehe	w1_d222e19542
man	w3_d222e19545
sich	w5_d222e19548
aber	w7_d222e19551
einläßt,	w9_d222e19554
die	w11_d222e19557
innerliche	w13_d222e19561
Verfassung	w15_d222e19564
dieser	w17_d222e19567
Aca-	w19_d222e19570
demie	w1_d222e19575
von	w3_d222e19578
Stück	w5_d222e19581
zu	w7_d222e19584
Stück	w9_d222e19587
durchzugehen,	w11_d222e19590
so	w13_d222e19594
ist	w15_d222e19597
zu	w17_d222e19600
bemerken:	w19_d222e19603
Erstlich:	w1_d222e19609
Daß,	w3_d222e19612
obschon	w5_d222e19615
die	w7_d222e19618
Haupt=absicht	w9_d222e19621
deren	w11_d222e19624
Errichtung	w13_d222e19628
dahin	w1_d222e19633
gehe,	w3_d222e19636
tüchtige	w5_d222e19639
Männer	w7_d222e19642
für	w9_d222e19645
den	w11_d222e19648
Kriegs=staat	w13_d222e19652
zu	w15_d222e19655
erziehen;	w17_d222e19658
dan	w19_d222e19661
noch	w1_d222e19666
dieselbe	w3_d222e19669
auf	w5_d222e19672
diesen	w7_d222e19675
Zweck	w9_d222e19678
allein	w11_d222e19681
nicht	w13_d222e19685
so	w15_d222e19688
eingeschränkt	w17_d222e19691
sey,	w19_d222e19694
daß	w21_d222e19697
man	w1_d222e19702
nicht	w3_d222e19705
auch	w5_d222e19708
daselbst	w7_d222e19711
solche	w9_d222e19714
Cavaliors	w11_d222e19717
einnehme,	w13_d222e19721
die	w15_d222e19724
zu	w17_d222e19727
einem	w19_d222e19730
jeden	w21_d222e19733
andern	w1_d222e19739
Stand	w3_d222e19742
bestimmet	w5_d222e19745
seynd.	w7_d222e19748
</list>
<p id="p48_d222e19753">
Gweytens:	w1_d222e19757
Daß	w3_d222e19760
man	w5_d222e19763
aus	w7_d222e19766
ganz	w9_d222e19769
besonderer	w11_d222e19772
Gnade	w13_d222e19776
Jhrer	w15_d222e19779
Ma	w17_d222e19782
jestät	w1_d222e19787
in	w3_d222e19790
die	w5_d222e19793
gedachte	w7_d222e19796
Academie	w9_d222e19799
nicht	w11_d222e19802
nur	w13_d222e19806
aus	w15_d222e19809
den	w17_d222e19812
Erb=landen	w19_d222e19815
sondern	w1_d222e19820
auch	w3_d222e19823
ausländische	w5_d222e19826
Cavaliers	w7_d222e19829
einnehme,	w9_d222e19832
wann	w11_d222e19835
die	w13_d222e19839
einen	w15_d222e19842
wie	w17_d222e19845
die	w19_d222e19848
andern,	w1_d222e19854
die	w3_d222e19857
erforderlichen	w5_d222e19860
Eigenschaften	w7_d222e19863
in	w9_d222e19866
Ansehung	w11_d222e19869
der	w13_d222e19873
Geburt,	w15_d222e19876
Religion	w1_d222e19881
und	w3_d222e19884
Sitten	w5_d222e19887
an	w7_d222e19890
sich	w9_d222e19893
haben.	w11_d222e19896
Grittens:	w1_d222e19901
Daß	w3_d222e19904
man	w5_d222e19907
nur	w7_d222e19910
jene	w9_d222e19913
daselbst	w11_d222e19916
annehme,	w13_d222e19920
welche	w15_d222e19923
bereits	w17_d222e19926
</p>
<p id="p50_d222e19929">
das	w1_d222e19933
15te	w3_d222e19936
Jahr	w5_d222e19939
zurück	w7_d222e19942
geleget	w9_d222e19945
haben.	w11_d222e19948
Viertens:	w1_d222e19953
Daß	w3_d222e19956
die	w5_d222e19959
Herren	w7_d222e19962
Cavaliers,	w9_d222e19965
sie	w11_d222e19968
mögen	w13_d222e19972
aus	w15_d222e19975
den	w17_d222e19978
Erb	w1_d222e19983
oder	w3_d222e19986
fremden	w5_d222e19989
Landen	w7_d222e19992
seyn,	w9_d222e19995
wann	w11_d222e19998
sie	w13_d222e20002
anders	w15_d222e20005
in	w17_d222e20008
die	w19_d222e20011
Academie	w21_d222e20014
verlangen,	w1_d222e20020
sich	w3_d222e20023
zu	w5_d222e20026
dem	w7_d222e20029
Ende	w9_d222e20032
durch	w11_d222e20035
eine	w13_d222e20039
allerunterthänigste	w15_d222e20042
Bitt	w17_d222e20045
schrift	w1_d222e20050
gerade	w3_d222e20053
an	w5_d222e20056
Jhre	w7_d222e20059
Majestät	w9_d222e20062
die	w11_d222e20065
Kaiserin	w13_d222e20069
Königin	w15_d222e20072
zu	w17_d222e20075
wenden	w19_d222e20078
haben,	w1_d222e20083
ohne	w3_d222e20086
Allerhöchst=Dero	w5_d222e20089
Bewilligung	w7_d222e20092
und	w9_d222e20095
Befehl	w11_d222e20098
niemand	w13_d222e20102
an	w15_d222e20105
genommen	w1_d222e20110
wird.	w3_d222e20113
</p>
<p id="p56_d222e20126">
Fünftens:	w1_d222e20130
Daß,	w3_d222e20133
obschon	w5_d222e20136
diese	w7_d222e20139
Academie	w9_d222e20142
mit	w11_d222e20145
der	w13_d222e20149
Cadeten=pflanz	w15_d222e20152
schul	w1_d222e20157
benachbart	w3_d222e20160
ist,	w5_d222e20163
und	w7_d222e20166
eine	w9_d222e20169
wie	w11_d222e20172
die	w13_d222e20176
andere	w15_d222e20179
unter	w17_d222e20182
der	w19_d222e20185
unmittelbaren	w21_d222e20188
Direction	w1_d222e20193
des	w3_d222e20196
Herrn	w5_d222e20199
General=feld=marschall=leutenants	w7_d222e20202
Frey=herrn	w9_d222e20205
von	w1_d222e20211
Kleinholtt	w3_d222e20214
stehet,	w5_d222e20217
so	w7_d222e20220
seynd	w9_d222e20223
doch	w11_d222e20226
diese	w13_d222e20230
beyden	w15_d222e20233
Academien	w17_d222e20236
ganz	w19_d222e20239
von	w21_d222e20242
einander	w1_d222e20247
unterschieden	w3_d222e20250
und	w5_d222e20253
abgesondert,	w7_d222e20256
jede	w9_d222e20259
hat	w11_d222e20262
ihren	w13_d222e20266
absonderlichen	w15_d222e20269
Bezirk,	w1_d222e20274
und	w3_d222e20277
gewisse	w5_d222e20280
Anzahl	w7_d222e20283
der	w9_d222e20286
Wohnungen,	w11_d222e20289
wie	w13_d222e20293
auch	w15_d222e20296
ihre	w17_d222e20299
Regierung	w19_d222e20302
und	w1_d222e20307
Verfassung	w3_d222e20310
ganz	w5_d222e20313
besonders:	w7_d222e20316
kurz,	w9_d222e20319
sie	w11_d222e20322
haben	w13_d222e20326
gar	w15_d222e20329
keinen	w17_d222e20332
Zusammen	w19_d222e20335
hang	w1_d222e20341
miteinander,	w3_d222e20344
und	w5_d222e20347
hat	w7_d222e20350
keine	w9_d222e20353
mit	w11_d222e20356
der	w13_d222e20360
andern	w15_d222e20363
etwas	w17_d222e20366
zu	w19_d222e20369
thun.	w21_d222e20372
</p>
<p id="p58_d222e20375">
Hre	w1_d222e20383
Majestät	w3_d222e20386
unterhalten	w5_d222e20389
und	w7_d222e20392
bezahlen	w9_d222e20395
aus	w11_d222e20398
Kaiserl.	w13_d222e20402
Königl.	w15_d222e20405
Mildthätigkeit	w1_d222e20410
zur	w3_d222e20413
Unteweisung	w5_d222e20416
der	w7_d222e20419
jungen	w9_d222e20422
Cavaliers	w11_d222e20425
die	w13_d222e20429
er	w15_d222e20432
sten	w1_d222e20438
und	w3_d222e20441
geschicktesten	w5_d222e20444
Professores	w7_d222e20447
und	w9_d222e20450
Meister,	w11_d222e20453
die	w13_d222e20457
nur	w15_d222e20460
immer	w17_d222e20463
in	w19_d222e20466
der	w1_d222e20471
Stadt,	w3_d222e20474
und	w5_d222e20477
weit	w7_d222e20480
und	w9_d222e20483
breit	w11_d222e20486
herum	w13_d222e20490
zu	w15_d222e20493
finden	w17_d222e20496
seynd,	w19_d222e20499
nämlich	w21_d222e20502
einen	w23_d222e20505
Professorem	w1_d222e20510
in	w3_d222e20513
der	w5_d222e20516
Geographie	w7_d222e20519
und	w9_d222e20522
Historie	w11_d222e20525
,	w13_d222e20529
einen	w15_d222e20532
Professorem	w17_d222e20535
in	w19_d222e20538
der	w21_d222e20541
Mathematique,	w1_d222e20546
fünf	w3_d222e20549
Sprachmeister,	w5_d222e20552
das	w7_d222e20555
Böhmische,	w9_d222e20558
Hungarische,	w11_d222e20561
Jtaliänische,	w1_d222e20567
Englische	w3_d222e20570
und	w5_d222e20573
Französische	w7_d222e20576
zu	w9_d222e20579
lehren,	w11_d222e20582
einen	w13_d222e20586
Tanz	w15_d222e20589
meister,	w1_d222e20594
einen	w3_d222e20597
Fecht=meister	w5_d222e20600
und	w7_d222e20603
einen	w9_d222e20606
Officier	w11_d222e20609
zum	w13_d222e20613
Exerciren.	w15_d222e20616
Die	w1_d222e20621
Stunden	w3_d222e20624
ihrer	w5_d222e20627
Uebungen	w7_d222e20630
seynd	w9_d222e20633
über	w11_d222e20636
dies	w13_d222e20640
auf	w15_d222e20643
so	w17_d222e20646
eine	w19_d222e20649
Art	w21_d222e20652
aus	w23_d222e20655
getheilet,	w1_d222e20660
daß	w3_d222e20663
die	w5_d222e20666
Herren	w7_d222e20669
Cavaliers,	w9_d222e20672
wann	w11_d222e20675
sie	w13_d222e20679
es	w15_d222e20682
anders	w17_d222e20685
für	w19_d222e20688
sich	w21_d222e20691
er	w23_d222e20694
sprießlich	w1_d222e20700
zu	w3_d222e20703
