<doc id="wr_1761-07-25" attrs="word" year="1761" month="07" day="25" corpus="2">
<head id="h2_d572e3011">
Umständliche	w1_d572e3015
gerichtliche	w3_d572e17519
Auflag	w5_d572e17522
eine	w7_d572e17525
peremptorie	w9_d572e17528
clausu	w11_d572e17531
lirte	w1_d572e17537
Convocations=tagsatzung	w3_d572e17540
auf	w5_d572e17543
den	w7_d572e17546
12.	w9_d572e17549
No	w11_d572e17552
vemb.	w1_d572e17557
dies	w3_d572e17560
Jahrs	w5_d572e17563
Nachmittags	w7_d572e17566
um	w9_d572e17569
2.	w11_d572e17572
Uhr	w13_d572e17576
in	w15_d572e17579
mein	w1_d572e17584
Landschreibers	w3_d572e17587
in	w5_d572e17590
der	w7_d572e17593
Wald	w9_d572e17596
zeil	w11_d572e17599
im	w13_d572e17603
Har	w15_d572e17606
tenbergischen	w1_d572e17611
Haus	w3_d572e17614
im	w5_d572e17617
zweyten	w7_d572e17620
Stock	w9_d572e17623
habenden	w11_d572e17626
Wohnung	w1_d572e17632
zu	w3_d572e17635
erscheinen	w5_d572e17638
pro	w7_d572e17641
1mo.	w9_d572e17644
2do.	w11_d572e17647
3tio	w13_d572e17651
ac	w15_d572e17654
ultimo	w1_d572e17659
Termino	w3_d572e17662
bestimmet	w5_d572e17665
haben.	w7_d572e17668
Solchennach	w9_d572e17671
werden	w1_d572e17676
alle	w3_d572e17679
und	w5_d572e17682
jede,	w7_d572e17685
so	w9_d572e17688
an	w11_d572e17691
oberwehnter	w13_d572e17695
Gre	w15_d572e17698
bingerischen	w1_d572e17703
Verlassenschaft	w3_d572e17706
Sprüch	w5_d572e17709
und	w7_d572e17712
Anfor	w9_d572e17715
derungen	w1_d572e17721
haben,	w3_d572e17724
oder	w5_d572e17727
zu	w7_d572e17730
haben	w9_d572e17733
vermeinen,	w11_d572e17736
an	w13_d572e17740
obgedachten	w1_d572e17745
Tag,	w3_d572e17748
Stund	w5_d572e17751
und	w7_d572e17754
Ort	w9_d572e17757
also	w11_d572e17760
gewiß	w13_d572e17764
persönlich,	w1_d572e17769
oder	w3_d572e17772
durch	w5_d572e17775
genugsam	w7_d572e17778
Bevollmächtig	w9_d572e17781
te	w1_d572e17786
erscheinen	w3_d572e17789
ihre	w5_d572e17792
Sprüch	w7_d572e17795
anmelden,	w9_d572e17798
und	w11_d572e17801
be	w13_d572e17805
hörig	w1_d572e17811
liquidiren;	w3_d572e17814
wie	w5_d572e17817
im	w7_d572e17820
widrigen	w9_d572e17823
die	w11_d572e17826
Abhand	w13_d572e17830
lung	w1_d572e17835
vorgenommen,	w3_d572e17838
hierüber	w5_d572e17841
ex	w7_d572e17844
officio	w9_d572e17847
relatio	w11_d572e17850
niret,	w1_d572e17855
denen	w3_d572e17858
Ausbleibenden	w5_d572e17861
aber	w7_d572e17864
das	w9_d572e17867
ewige	w11_d572e17870
Still	w13_d572e17874
schweigen	w1_d572e17879
auferleget	w3_d572e17882
werden	w5_d572e17885
solle.	w7_d572e17888
</p>
<p id="p32_d572e17942">
Es	w1_d572e17946
ist	w3_d572e17949
in	w5_d572e17952
der	w7_d572e17955
Himmel=pfort	w9_d572e17958
gassen	w11_d572e17961
in	w13_d572e17965
der	w15_d572e17968
Hun	w17_d572e17971
garischen	w1_d572e17976
Cron	w3_d572e17979
ein	w5_d572e17982
Faß	w7_d572e17985
von	w9_d572e17988
zwey	w11_d572e17991
Antheil	w13_d572e17995
gerech	w15_d572e17998
ter	w1_d572e18003
Dockayer	w3_d572e18006
wein	w5_d572e18009
um	w7_d572e18012
einen	w9_d572e18015
billigen	w11_d572e18018
Preis	w13_d572e18022
zu	w15_d572e18025
ver	w17_d572e18028
kauffen,	w1_d572e18034
wer	w3_d572e18037
Belieben	w5_d572e18040
hat	w7_d572e18043
solches	w9_d572e18046
zu	w11_d572e18049
kauffen,	w13_d572e18053
hat	w15_d572e18056
sich	w1_d572e18061
bey	w3_d572e18064
dem	w5_d572e18067
Haus=meister	w7_d572e18070
allda	w9_d572e18073
anzumelden.	w11_d572e18076
</p>
<head id="h2_d572e18172">
Lönden	w1_d572e18176
den	w3_d572e18179
10.	w5_d572e18182
Juli.	w7_d572e18185
</head>
<p id="p4_d572e18188">
Dan	w1_d572e18192
ist	w3_d572e18195
noch	w5_d572e18198
zur	w7_d572e18201
Zeit	w9_d572e18204
wegen	w11_d572e18207
denen	w13_d572e18211
bey	w15_d572e18214
dem	w1_d572e18221
künftigen	w3_d572e18224
Congreß	w5_d572e18227
vorzulegenden	w7_d572e18230
Puncten	w1_d572e18235
ganz	w3_d572e18238
unentschlossen.	w5_d572e18241
Der	w7_d572e18244
Herr	w9_d572e18247
Bussy	w1_d572e18253
Königl.	w3_d572e18256
Französischer	w5_d572e18259
Minister	w7_d572e18262
bewoh	w9_d572e18265
net	w1_d572e18270
dermalen	w3_d572e18273
den	w5_d572e18276
Pallast	w7_d572e18279
des	w9_d572e18282
Lords	w11_d572e18285
Cath	w13_d572e18289
cort.	w1_d572e18294
Dieser	w3_d572e18297
Herr	w5_d572e18300
sowol,	w7_d572e18303
als	w9_d572e18306
der	w11_d572e18309
Rußische	w13_d572e18313
Gesandte	w1_d572e18318
Namens	w3_d572e18321
Prinz	w5_d572e18324
Gallitzin	w7_d572e18327
fahren	w9_d572e18330
in	w1_d572e18336
ihren	w3_d572e18339
Conferenzen	w5_d572e18342
mit	w7_d572e18345
unseren	w9_d572e18348
Ministeren	w11_d572e18351
ganz	w1_d572e18356
eifrig	w3_d572e18359
fort.	w5_d572e18362
</p>
<p id="p6_d572e18365">
Den	w1_d572e18369
4.	w3_d572e18372
dieses	w5_d572e18375
kame	w7_d572e18378
bey	w9_d572e18381
noch	w11_d572e18384
fruhem	w13_d572e18388
Morgen	w1_d572e18393
der	w3_d572e18396
Secretaire	w5_d572e18399
des	w7_d572e18402
Mr.	w9_d572e18405
Stanler	w11_d572e18408
unseres	w1_d572e18413
Ministers	w3_d572e18416
zu	w5_d572e18419
Paris	w7_d572e18422
allhier	w9_d572e18425
an,	w11_d572e18428
und	w13_d572e18432
überreichte	w1_d572e18438
alsogleich	w3_d572e18441
seine	w5_d572e18444
mitgebrachte	w7_d572e18447
De	w9_d572e18450
peschen	w1_d572e18455
dem	w3_d572e18458
Mr.	w5_d572e18461
Pitt.	w7_d572e18464
Denen	w9_d572e18467
Franzosen	w11_d572e18470
solle	w1_d572e18475
die	w3_d572e18478
Abtrettung	w5_d572e18481
des	w7_d572e18484
mitternächtigen	w9_d572e18487
America	w1_d572e18492
stark	w3_d572e18495
am	w5_d572e18498
Herzen	w7_d572e18501
ligen;	w9_d572e18504
man	w11_d572e18507
sagt	w13_d572e18511
sie	w1_d572e18517
haben	w3_d572e18520
die	w5_d572e18523
Zuruckstellung	w7_d572e18526
Canadens,	w9_d572e18529
den	w11_d572e18532
Fluß	w1_d572e18537
St.	w3_d572e18540
Laurent	w5_d572e18543
zu	w7_d572e18546
desselben	w9_d572e18549
Gränz	w11_d572e18552
schei	w1_d572e18557
dung,	w1_d572e18562
und	w3_d572e18565
Missisipi	w5_d572e18568
zum	w7_d572e18571
Schranken	w9_d572e18574
in	w11_d572e18577
das	w13_d572e18581
Luisianische,	w1_d572e18587
nebst	w3_d572e18590
einer	w5_d572e18593
gewissen	w7_d572e18596
Summe	w9_d572e18599
Geldes,	w1_d572e18604
so	w3_d572e18607
sie	w5_d572e18610
uns	w7_d572e18613
in	w9_d572e18616
verschiedenen	w11_d572e18619
Termi	w13_d572e18623
nen	w1_d572e18628
bezahlen	w3_d572e18631
wolten,	w5_d572e18634
angetragen,	w7_d572e18637
aber	w9_d572e18640
unser	w11_d572e18643
Hof	w1_d572e18648
habe	w3_d572e18651
aus	w5_d572e18654
Forcht,	w7_d572e18657
auf	w9_d572e18660
solche	w11_d572e18663
Weise	w13_d572e18667
nim	w15_d572e18670
mermehr	w1_d572e18676
die	w3_d572e18679
Ruhe	w5_d572e18682
in	w7_d572e18685
diesem	w9_d572e18688
Theil	w11_d572e18691
der	w13_d572e18695
neuen	w15_d572e18698
Welt	w1_d572e18703
herstellen	w3_d572e18706
zu	w5_d572e18709
können,	w7_d572e18712
den	w9_d572e18715
festen	w11_d572e18718
Ent	w13_d572e18722
schluß	w1_d572e18727
gefasset,	w3_d572e18730
seine	w5_d572e18733
alldasige	w7_d572e18736
Conqueten	w9_d572e18739
für	w1_d572e18744
sich	w3_d572e18747
zu	w5_d572e18750
behalten.	w7_d572e18753
Man	w9_d572e18756
sagt	w11_d572e18759
sogar	w13_d572e18763
daß	w1_d572e18769
die	w3_d572e18772
Präliminarien	w5_d572e18775
zwischen	w7_d572e18778
beyden	w9_d572e18781
Hö	w11_d572e18784
fen	w1_d572e18789
schon	w3_d572e18792
ausgemachet	w5_d572e18795
seyen.	w7_d572e18798
Was	w9_d572e18801
uns	w11_d572e18804
noch	w1_d572e18809
am	w3_d572e18812
meisten	w5_d572e18815
hoffen	w7_d572e18818
machet,	w9_d572e18821
daß	w11_d572e18824
die	w13_d572e18828
Friedens=negociation	w1_d572e18833
ihren	w3_d572e18836
Fortganz	w5_d572e18839
ge	w7_d572e18842
winnen	w1_d572e18848
dörfte,	w3_d572e18851
ist,	w5_d572e18854
daß	w7_d572e18857
die	w9_d572e18860
Abreise	w11_d572e18863
unserer	w13_d572e18867
zweyten	w1_d572e18872
Expeditions=flotte	w3_d572e18875
nun	w5_d572e18878
würklich	w7_d572e18881
aufgeschoben	w1_d572e18886
worden,	w3_d572e18889
unsere	w5_d572e18892
Escadren	w7_d572e18895
aber,	w9_d572e18898
so	w1_d572e18903
an	w3_d572e18906
denen	w5_d572e18909
Küsten	w7_d572e18912
Frankreichs	w9_d572e18915
creutzen,	w11_d572e18918
ha	w13_d572e18922
ben	w1_d572e18928
dannoch	w3_d572e18931
Ordre	w5_d572e18934
bekommen,	w7_d572e18937
mit	w9_d572e18940
ihren	w11_d572e18943
</p>
<p id="p8_d572e18946">
Unternehmungen	w1_d572e18950
fortzufahren.	w3_d572e18953
Die	w5_d572e18956
auf	w7_d572e18959
der	w1_d572e18964
Temse	w3_d572e18967
sich	w5_d572e18970
befindende	w7_d572e18973
Transportschif	w9_d572e18976
fe	w1_d572e18981
haben	w3_d572e18984
ebener=massen	w5_d572e18987
Befehl	w7_d572e18990
bekommen	w9_d572e18993
auf	w1_d572e18999
das	w3_d572e19002
schleunigste	w5_d572e19005
nacher	w7_d572e19008
Portsmout	w9_d572e19011
ab	w11_d572e19014
zusegeln,	w1_d572e19019
ollwo	w3_d572e19022
man	w5_d572e19025
nun	w7_d572e19028
mehr	w9_d572e19031
als	w11_d572e19034
jemalen	w13_d572e19038
mit	w1_d572e19043
Kriegs=anstalten	w3_d572e19046
beschäftiget	w5_d572e19049
ist.	w7_d572e19052
Mor	w9_d572e19055
gen	w1_d572e19060
wird	w3_d572e19063
zu	w5_d572e19066
St.	w7_d572e19069
James	w9_d572e19072
grosser	w11_d572e19075
Raht	w13_d572e19079
gehal	w15_d572e19082
ten	w1_d572e19088
werden,	w3_d572e19091
bey	w5_d572e19094
welchem	w7_d572e19097
alle	w9_d572e19100
Rahtsglie	w11_d572e19103
der	w1_d572e19108
unausbleiblich	w3_d572e19111
erscheinen	w5_d572e19114
müssen.	w7_d572e19117
</p>
<p id="p10_d572e19120">
Acht	w1_d572e19124
Täge	w3_d572e19127
sind	w5_d572e19130
schon	w7_d572e19133
verflossen,	w9_d572e19136
ohne	w11_d572e19139
daß	w1_d572e19144
wir	w3_d572e19147
die	w5_d572e19150
mindeste	w7_d572e19153
Nachricht	w9_d572e19156
aus	w11_d572e19159
Teutsch	w13_d572e19163
land	w1_d572e19168
erhalten.	w3_d572e19171
Die	w5_d572e19174
an	w7_d572e19177
denen	w9_d572e19180
Französischen	w11_d572e19183
Küsten	w1_d572e19189
creutzende	w3_d572e19192
Fregatten	w5_d572e19195
Solebay,	w7_d572e19198
und	w9_d572e19201
Biddefort,	w1_d572e19206
haben	w3_d572e19209
eine	w5_d572e19212
Französische	w7_d572e19215
Escadre,	w9_d572e19218
so	w1_d572e19223
aus	w3_d572e19226
Pramen	w5_d572e19229
und	w7_d572e19232
platten	w9_d572e19235
Schiffen	w11_d572e19238
bestan	w13_d572e19242
den,	w1_d572e19247
und	w3_d572e19250
von	w5_d572e19253
Dünkirchen	w7_d572e19256
nacher	w9_d572e19259
Boulogne	w11_d572e19262
seegeln	w1_d572e19268
wollen,	w3_d572e19271
angegriffen,	w5_d572e19274
viele	w7_d572e19277
davon	w9_d572e19280
weg	w11_d572e19283
genommen,	w1_d572e19288
und	w3_d572e19291
die	w5_d572e19294
übrige	w7_d572e19297
bey	w9_d572e19300
Gravelines	w11_d572e19303
stranden	w1_d572e19308
gemacht.	w3_d572e19311
Die	w5_d572e19314
Franzosen	w7_d572e19317
haben	w9_d572e19320
bey	w1_d572e19325
dieser	w3_d572e19328
Gelegenheit	w5_d572e19331
66.	w7_d572e19334
Mann	w9_d572e19337
Todt	w11_d572e19340
und	w13_d572e19344
viele	w1_d572e19350
Verwundete	w3_d572e19353
bekommen,	w5_d572e19356
wo	w7_d572e19359
jedoch	w9_d572e19362
un	w11_d572e19365
ser	w1_d572e19370
Verlust	w3_d572e19373
fast	w5_d572e19376
für	w7_d572e19379
nichts	w9_d572e19382
zu	w11_d572e19385
rechnen	w13_d572e19389
ist.	w15_d572e19392
</p>
<p id="p12_d572e19396">
Als	w1_d572e19400
der	w3_d572e19403
außerortentliche	w5_d572e19406
Gesandte	w7_d572e19409
der	w9_d572e19412
Herren	w1_d572e19417
General=staaten	w3_d572e19420
der	w5_d572e19423
vereinigten	w7_d572e19426
Niederlanden,	w1_d572e19431
der	w3_d572e19434
Herr	w5_d572e19437
Boreel,	w7_d572e19440
den	w9_d572e19443
28.	w11_d572e19446
Junii	w1_d572e19452
seine	w3_d572e19455
erste	w5_d572e19458
besondere	w7_d572e19461
Audienz	w9_d572e19464
bey	w11_d572e19467
dem	w13_d572e19471
Monarchen	w1_d572e19476
von	w3_d572e19479
Groß=brittannien	w5_d572e19482
hatte,	w7_d572e19485
überreichte	w1_d572e19490
er	w3_d572e19493
mit	w5_d572e19496
folgender	w7_d572e19499
Rede	w9_d572e19502
seine	w11_d572e19505
Be	w13_d572e19509
glaubigungs=schreiben	w1_d572e19514
Sire!	w1_d572e19520
</p>
<p id="p14_d572e19523">
"Ungemein	w1_d572e19527
viele	w3_d572e19530
Bewegungs=gründe	w5_d572e19533
verbinden	w1_d572e19538
Jhre	w3_d572e19541
Hochmögenden,	w5_d572e19544
meine	w7_d572e19547
Her	w9_d572e19550
ren	w1_d572e19555
und	w3_d572e19558
Gebieter,	w5_d572e19561
mit	w7_d572e19564
dem	w9_d572e19567
Schicksale	w11_d572e19570
von	w13_d572e19574
Derd	w1_d572e19580
Königreichen,	w3_d572e19583
daß	w5_d572e19586
sie	w7_d572e19589
nicht	w9_d572e19592
anders	w11_d572e19595
als	w1_d572e19600
mit	w3_d572e19603
dem	w5_d572e19606
grösten	w7_d572e19609
Vergnügen,	w9_d572e19612
Sr.	w11_d572e19615
Maje	w13_d572e19619
stät	w1_d572e19624
Thron=besteigung	w3_d572e19627
ansehen	w5_d572e19630
können.	w7_d572e19633
</p>
<p id="p20_d572e19646">
Sie	w1_d572e19650
trugen	w3_d572e19653
mir	w5_d572e19656
auf,	w7_d572e19659
Sire!	w9_d572e19662
solches	w11_d572e19665
Eurer	w1_d572e19670
Majestät	w3_d572e19673
zu	w5_d572e19676
eröfnen,	w7_d572e19679
Dieselben	w9_d572e19682
von	w11_d572e19685
ih	w13_d572e19689
rer	w1_d572e19694
ehrerbietigen	w3_d572e19697
und	w5_d572e19700
beständigen	w7_d572e19703
Ergeben	w9_d572e19706
heit	w1_d572e19712
für	w3_d572e19715
Dero	w5_d572e19718
Königl.	w7_d572e19721
Person,	w9_d572e19724
wie	w11_d572e19727
auch	w13_d572e19731
von	w15_d572e19734
der	w1_d572e19739
Redlichkeit	w3_d572e19742
ihrer	w5_d572e19745
Wünsche,	w7_d572e19748
welche	w9_d572e19751
sie	w11_d572e19754
der	w13_d572e19758
Dauer	w1_d572e19763
und	w3_d572e19766
Glückseeligkeit	w5_d572e19769
der	w7_d572e19772
von	w9_d572e19775
Eurer	w11_d572e19778
Majestät	w1_d572e19783
so	w3_d572e19786
glücklich	w5_d572e19789
übernommenen	w7_d572e19792
Regie	w9_d572e19795
rung	w1_d572e19801
widmen,	w3_d572e19804
zu	w5_d572e19807
versichern.	w7_d572e19810
Nichts	w9_d572e19813
kan	w11_d572e19816
sie	w1_d572e19821
besser	w3_d572e19824
wegen	w5_d572e19827
des	w7_d572e19830
Verlustes,	w9_d572e19833
so	w11_d572e19836
sie	w13_d572e19840
in	w15_d572e19843
dem	w17_d572e19846
Könige,	w1_d572e19851
Dero	w3_d572e19854
Herrn	w5_d572e19857
Groß=vatters	w7_d572e19860
Maje	w9_d572e19863
stät,	w1_d572e19868
erlitten	w3_d572e19871
haben,	w5_d572e19874
besser	w7_d572e19877
trösten.	w9_d572e19880
Sie	w11_d572e19883
wer	w13_d572e19887
den	w1_d572e19893
stäts	w3_d572e19896
in	w5_d572e19899
ihm	w7_d572e19902
nicht	w9_d572e19905
allein	w11_d572e19908
einen	w13_d572e19912
treuen	w15_d572e19915
Bundes=verwandlen,	w1_d572e19920
sondern	w3_d572e19923
einen	w5_d572e19926
wahren	w7_d572e19929
Freund	w1_d572e19934
beklagen,	w3_d572e19937
dessen	w5_d572e19940
Zuneigung	w7_d572e19943
jederzeit	w9_d572e19946
unveränderlich	w1_d572e19951
war,	w3_d572e19954
und	w5_d572e19957
der	w7_d572e19960
mit	w9_d572e19963
denen	w11_d572e19966
Eigen	w13_d572e19970
schaften	w1_d572e19976
eines	w3_d572e19979
grossen	w5_d572e19982
Fürsten,	w7_d572e19985
die	w9_d572e19988
Redlich	w11_d572e19991
keit	w1_d572e19996
verbunden	w3_d572e19999
hat,	w5_d572e20002
welche	w7_d572e20005
der	w9_d572e20008
Ruhm	w11_d572e20011
eines	w13_d572e20015
Particuliers	w1_d572e20020
würde	w3_d572e20023
gewesen	w5_d572e20026
seyn.	w7_d572e20029
Welch	w9_d572e20032
ein	w1_d572e20037
Trost	w3_d572e20040
ist	w5_d572e20043
es	w7_d572e20046
nicht	w9_d572e20049
für	w11_d572e20052
Jhre	w13_d572e20056
Hochmögen	w15_d572e20059
den,	w1_d572e20065
in	w3_d572e20068
der	w5_d572e20071
Person	w7_d572e20074
von	w9_d572e20077
Dero	w11_d572e20080
Majestät	w13_d572e20084
alle	w15_d572e20087
diejenigen	w1_d572e20092
grossen	w3_d572e20095
Gaben	w5_d572e20098
wieder	w7_d572e20101
zu	w9_d572e20104
finden	w11_d572e20107
diejenigen	w1_d572e20112
Vortreflichkeiten,	w3_d572e20115
welche	w5_d572e20118
Dero	w7_d572e20121
Majestätische	w1_d572e20126
An=herren	w3_d572e20129
vorzüglich	w5_d572e20132
verherr	w7_d572e20135
lichten,	w1_d572e20141
die	w3_d572e20144
Glückseeligkeit	w5_d572e20147
ihrer	w7_d572e20150
Völker	w9_d572e20153
stif	w11_d572e20156
teten,	w1_d572e20161
und	w3_d572e20164
für	w5_d572e20167
Höchst=Jhre	w7_d572e20170
Person	w9_d572e20173
so	w11_d572e20176
sehr	w13_d572e20180
die	w1_d572e20185
Republic	w3_d572e20188
perpflichten?”	w5_d572e20191
</p>
<p id="p22_d572e20194">
Wie	w1_d572e20198
viele	w3_d572e20201
Ursachen	w5_d572e20204
haben	w7_d572e20207
dahero	w9_d572e20210
Jhre	w11_d572e20213
Hochmögende	w1_d572e20218
nicht,	w3_d572e20221
sich	w5_d572e20224
zwischen	w7_d572e20227
zwey	w9_d572e20230
Völ	w11_d572e20233
kern	w1_d572e20238
die	w3_d572e20241
vertraulichste	w5_d572e20244
Einigkeit	w7_d572e20247
zu	w9_d572e20250
verspre	w11_d572e20253
chen?	w1_d572e20259
Zumal	w3_d572e20262
da	w5_d572e20265
diese	w7_d572e20268
Völker	w9_d572e20271
durch	w11_d572e20274
so	w13_d572e20278
vie	w15_d572e20281
len	w1_d572e20286
gemeinschaftlichen	w3_d572e20289
Nutzen	w5_d572e20292
verbunden	w7_d572e20295
sind,	w9_d572e20298
mit	w1_d572e20303
vereinigten	w3_d572e20306
Kräften	w5_d572e20309
ihr	w7_d572e20312
beyderseitiges	w9_d572e20315
Glück	w1_d572e20320
zu	w3_d572e20323
beförderen,	w5_d572e20326
und	w7_d572e20329
alle	w9_d572e20332
Vorspiegelung	w11_d572e20335
einer	w1_d572e20341
ungegründeten	w3_d572e20344
Eifersucht	w5_d572e20347
zu	w7_d572e20350
verachten.	w9_d572e20353
Da	w1_d572e20358
Jhre	w3_d572e20361
Hochmögende	w5_d572e20364
den	w7_d572e20367
unschätzbaren	w9_d572e20370
Wehrt	w1_d572e20375
dieses	w3_d572e20378
guten	w5_d572e20381
Einverständnüsses	w7_d572e20384
wol	w9_d572e20387
einsehen;	w1_d572e20392
so	w3_d572e20395
wünschen	w5_d572e20398
sie	w7_d572e20401
nichts	w9_d572e20404
inbrünsti	w11_d572e20407
ger,	w1_d572e20413
als	w3_d572e20416
solches	w5_d572e20419
zu	w7_d572e20422
unterhalten,	w9_d572e20425
und	w11_d572e20428
dessen	w13_d572e20432
Bund	w1_d572e20437
zu	w3_d572e20440
befestigen.	w5_d572e20443
</p>
<p id="p24_d572e20447">
Da	w1_d572e20451
mir	w3_d572e20454
nun	w5_d572e20457
meine	w7_d572e20460
Herren	w9_d572e20463
aufgetra	w11_d572e20466
gen	w1_d572e20471
haben,	w3_d572e20474
solches	w5_d572e20477
Eurer	w7_d572e20480
Majestät	w9_d572e20483
zu	w11_d572e20486
ver	w13_d572e20490
sichern:	w1_d572e20495
ich	w3_d572e20498
auch	w5_d572e20501
zugleich	w7_d572e20504
von	w9_d572e20507
der	w11_d572e20510
nämlichen	w13_d572e20514
</p>
<p id="p26_d572e20517">
Gedenkungs=art	w1_d572e20521
auf	w3_d572e20524
das	w5_d572e20527
vollkommneste	w7_d572e20530
ein	w9_d572e20533
genommen	w1_d572e20538
bin,	w3_d572e20541
so	w5_d572e20544
werde	w7_d572e20547
ich	w9_d572e20550
allen	w11_d572e20553
meinen	w13_d572e20557
Eifer	w1_d572e20562
anwenden,	w3_d572e20565
Jhrer	w5_d572e20568
Wahl,	w7_d572e20571
womit	w9_d572e20574
sie	w11_d572e20577
mich	w1_d572e20583
beehrten,	w3_d572e20586
ein	w5_d572e20589
Genüge	w7_d572e20592
zu	w9_d572e20595
leisten,	w11_d572e20598
und	w13_d572e20602
mich	w1_d572e20607
der	w3_d572e20610
Beständigkeit	w5_d572e20613
derjenigen	w7_d572e20616
Huld,	w9_d572e20619
wo	w11_d572e20622
mit	w1_d572e20627
mich	w3_d572e20630
Eure	w5_d572e20633
Majestät	w7_d572e20636
noch	w9_d572e20639
vor	w11_d572e20642
Dero	w13_d572e20646
Thron=besteigung	w1_d572e20651
begnadigten,	w3_d572e20654
würdig	w5_d572e20657
zu	w7_d572e20660
machen.	w1_d572e20666
Jch	w3_d572e20669
schmeichle	w5_d572e20672
mir,	w7_d572e20675
daß	w9_d572e20678
meln	w11_d572e20681
ganzes	w1_d572e20686
Betragen	w3_d572e20689
Eure	w5_d572e20692
Majestät	w7_d572e20695
überzeugen	w9_d572e20698
werde:	w1_d572e20703
daß	w3_d572e20706
die	w5_d572e20709
Dankbarkeit,	w7_d572e20712
womit	w9_d572e20715
mich	w11_d572e20718
Hoch=dieselben	w1_d572e20723
verpflichtet	w3_d572e20726
haben,	w5_d572e20729
eben	w7_d572e20732
so	w9_d572e20735
lebhaft	w1_d572e20741
seye,	w3_d572e20744
als	w5_d572e20747
die	w7_d572e20750
unterthänigste	w9_d572e20753
Ehr	w11_d572e20756
furcht,	w1_d572e20761
welche	w3_d572e20764
ich	w5_d572e20767
Eurer	w7_d572e20770
Majestät,	w9_d572e20773
und	w11_d572e20776
Dero	w13_d572e20780
erhabenen	w1_d572e20785
Eigenschaften	w3_d572e20788
schuldig	w5_d572e20791
bin.	w7_d572e20794
</p>
<p id="p28_d572e20797">
Diese	w1_d572e20801
Rede	w3_d572e20804
beantwortete	w5_d572e20807
der	w7_d572e20810
König	w9_d572e20813
auf	w11_d572e20816
das	w1_d572e20821
huldreicheste:	w3_d572e20824
Zugleich	w5_d572e20827
verliehe	w7_d572e20830
Er	w9_d572e20833
dem	w11_d572e20836
Herrn	w1_d572e20841
Botschafter	w3_d572e20844
die	w5_d572e20847
gröste	w7_d572e20850
Freundschafts	w9_d572e20853
versicherungen	w1_d572e20859
für	w3_d572e20862
die	w5_d572e20865
Herren	w7_d572e20868
Generalstaa	w9_d572e20871
ten,	w1_d572e20876
und	w3_d572e20879
sprach:	w5_d572e20882
Jhm	w7_d572e20885
wäre	w9_d572e20888
nichts	w11_d572e20891
angeneh	w13_d572e20895
merers,	w1_d572e20900
als	w3_d572e20903
dieses	w5_d572e20906
Band	w7_d572e20909
noch	w9_d572e20912
fester	w11_d572e20915
zu	w13_d572e20919
schlies	w15_d572e20922
sen.	w1_d572e20927
Der	w3_d572e20930
Prinz	w5_d572e20933
Wilhelm,	w7_d572e20936
einer	w9_d572e20939
von	w11_d572e20942
des	w13_d572e20946
Königs	w1_d572e20952
Herren	w3_d572e20955
Brüdern,	w5_d572e20958
hatte	w7_d572e20961
neulich	w9_d572e20964
ei	w11_d572e20967
nige	w1_d572e20972
kleine	w3_d572e20975
Anfälle	w5_d572e20978
vom	w7_d572e20981
Fieber,	w9_d572e20984
man	w11_d572e20987
befürch	w13_d572e20991
tet	w1_d572e20996
aber	w3_d572e20999
keine	w5_d572e21002
schlimme	w7_d572e21005
Folgen	w9_d572e21008
davon.	w11_d572e21011
</p>
<p id="p30_d572e21014">
Von	w1_d572e21018
der	w3_d572e21021
N.	w5_d572e21024
Oe.	w7_d572e21027
Regierung	w9_d572e21030
wegen,	w11_d572e21033
wird	w13_d572e21037
mit	w15_d572e21040
gegenwärtig	w1_d572e21045
offenem	w3_d572e21048
Edict	w5_d572e21051
jedermänniglich,	w7_d572e21054
so	w9_d572e21057
wol	w1_d572e21062
An=als	w3_d572e21065
Abwesenden,	w5_d572e21068
deme	w7_d572e21071
daran	w9_d572e21074
gelegen,	w11_d572e21077
kund	w1_d572e21083
und	w3_d572e21086
zu	w5_d572e21089
wissen	w7_d572e21092
gemacht:	w9_d572e21095
</p>
<p id="p32_d572e21098">
Es	w1_d572e21102
habe	w3_d572e21105
Regierung	w5_d572e21108
nach	w7_d572e21111
erfolgt=tödtlichen	w9_d572e21114
Hintritt	w1_d572e21119
des	w3_d572e21122
Johann	w5_d572e21125
Martinitz,	w7_d572e21128
gewest=Kaiserl.	w9_d572e21131
Königl.	w1_d572e21136
Hof=rahts	w3_d572e21139
prothocollisten	w5_d572e21142
auf	w7_d572e21145
Anlangen	w9_d572e21148
des	w1_d572e21154
gerichtlich	w3_d572e21157
aufgestellten	w5_d572e21160
Curatoris	w7_d572e21163
ad	w9_d572e21166
actum	w11_d572e21169
Jo	w1_d572e21174
loci	w3_d572e21177
Josephi	w5_d572e21180
Butt	w7_d572e21183
J.	w9_d572e21186
U.	w11_d572e21189
D.	w13_d572e21193
auch	w15_d572e21196
Hof	w17_d572e21199
und	w19_d572e21202
Ge	w21_d572e21205
richts=advocatens,	w1_d572e21210
zu	w3_d572e21213
Erfindung	w5_d572e21216
desselben	w7_d572e21219
etwa	w9_d572e21222
vorhandenen	w1_d572e21227
æris	w3_d572e21230
alieni,	w5_d572e21233
folgends	w7_d572e21236
auch	w9_d572e21239
zu	w11_d572e21242
siche	w13_d572e21246
rer	w1_d572e21252
Abhandlung	w3_d572e21255
solcher	w5_d572e21258
