<doc id="wr_1759-07-07" attrs="word" year="1759" month="07" day="07" corpus="2">
<head id="h2_d363e4291">
Anrüchte	w1_d363e4295
in	w11_d363e7955
selbigem	w13_d363e7959
Schreiben	w1_d363e7965
sehr	w3_d363e7968
bitterlich,	w5_d363e7971
und	w7_d363e7974
nicht	w9_d363e7977
ohne	w11_d363e7980
starken	w1_d363e7985
Ausdrückungen,	w3_d363e7988
daß	w5_d363e7991
seine	w7_d363e7994
hohe	w9_d363e7997
Al	w11_d363e8000
liirte	w1_d363e8005
die	w3_d363e8008
ihme	w5_d363e8011
gethane	w7_d363e8014
theure	w9_d363e8017
Versprechun	w11_d363e8020
gen	w1_d363e8025
und	w3_d363e8028
gegebenes	w5_d363e8031
Wort	w7_d363e8034
nicht	w9_d363e8037
gehalten.	w11_d363e8040
die	w1_d363e8046
Bagage	w3_d363e8049
dieses	w5_d363e8052
Herrn	w7_d363e8055
ist	w9_d363e8058
nicht	w11_d363e8061
aus	w13_d363e8065
gepacket	w1_d363e8070
worden,	w3_d363e8073
dieweil	w5_d363e8076
man	w7_d363e8079
nicht	w9_d363e8082
glaubet,	w11_d363e8085
daß	w1_d363e8090
Se.	w3_d363e8093
Durchl.	w5_d363e8096
alhier	w7_d363e8099
lang	w9_d363e8102
in	w11_d363e8105
Sicher	w13_d363e8109
heit	w1_d363e8114
seyn	w3_d363e8117
werde.	w5_d363e8120
</p>
<p id="p8_d363e8123">
Von	w1_d363e8127
dem	w3_d363e8130
Prinzen	w5_d363e8133
Ferdinand	w7_d363e8136
ist	w9_d363e8139
ein	w11_d363e8142
Cur	w13_d363e8146
rier	w1_d363e8151
angekommen,	w3_d363e8154
durch	w5_d363e8157
welchen	w7_d363e8160
man	w9_d363e8163
ver	w11_d363e8166
nihmt,	w1_d363e8171
daß	w3_d363e8174
die	w5_d363e8177
alliirte	w7_d363e8180
Armee	w9_d363e8183
fast	w11_d363e8186
ganz	w13_d363e8190
versammlet,	w1_d363e8196
und	w3_d363e8199
so	w5_d363e8202
nahe	w7_d363e8205
an	w9_d363e8208
die	w11_d363e8211
grosse	w13_d363e8215
Französische	w1_d363e8220
Armee	w3_d363e8223
gekommen	w5_d363e8226
seye,	w7_d363e8229
daß	w9_d363e8232
eine	w1_d363e8237
Bataille	w3_d363e8240
fast	w5_d363e8243
unvermeidlich	w7_d363e8246
ist.	w9_d363e8249
</p>
<head id="h2_d363e8255">
Leipzig	w1_d363e8259
24.	w3_d363e8262
Junii.	w5_d363e8265
</head>
<p id="p4_d363e8268">
Unser	w1_d363e8272
Lazareth	w3_d363e8275
wird	w5_d363e8278
von	w7_d363e8281
Tag	w9_d363e8284
zu	w11_d363e8287
Tag	w13_d363e8291
leerer.	w1_d363e8296
Vor	w3_d363e8299
ein	w5_d363e8302
paar	w7_d363e8305
Tagen	w9_d363e8308
sind	w11_d363e8311
3.	w13_d363e8315
bis	w15_d363e8318
400.	w1_d363e8323
Mann	w3_d363e8326
Reconvalescirte	w5_d363e8329
von	w7_d363e8332
hier	w9_d363e8335
abge	w11_d363e8338
gangen,	w1_d363e8344
und	w3_d363e8347
wie	w5_d363e8350
es	w7_d363e8353
heißt,	w9_d363e8356
wird	w11_d363e8359
diese	w13_d363e8363
Wo	w15_d363e8366
che	w1_d363e8371
der	w3_d363e8374
Rest	w5_d363e8377
auch	w7_d363e8380
gar	w9_d363e8383
nachfolgen.	w11_d363e8386
Die	w13_d363e8390
Kriegs=gefangene	w1_d363e8395
Officiers	w3_d363e8398
von	w5_d363e8401
denen	w7_d363e8404
Oe	w9_d363e8407
sterreichern	w1_d363e8412
und	w3_d363e8415
der	w5_d363e8418
Reichs=armee	w7_d363e8421
(darun	w9_d363e8424
ter	w1_d363e8430
auch	w3_d363e8433
der	w5_d363e8436
Prinz	w7_d363e8439
von	w9_d363e8442
Salm,	w11_d363e8445
und	w13_d363e8449
Ge	w15_d363e8452
neral	w1_d363e8457
Riedesel	w3_d363e8460
seynd)	w5_d363e8463
haben	w7_d363e8466
insgesamt	w9_d363e8469
nach	w11_d363e8472
Magdeburg	w1_d363e8477
wandern	w3_d363e8480
müssen;	w5_d363e8483
die	w7_d363e8486
Ge	w9_d363e8489
meinen	w1_d363e8494
aber,	w3_d363e8497
welche	w5_d363e8500
nicht	w7_d363e8503
Dienste	w9_d363e8506
genom	w11_d363e8509
men	w1_d363e8515
haben,	w3_d363e8518
sind	w5_d363e8521
noch	w7_d363e8524
hier	w9_d363e8527
auf	w11_d363e8530
dem	w13_d363e8534
Schloss	w15_d363e8537
Es	w1_d363e8542
sind	w3_d363e8545
einige	w5_d363e8548
Escadronen	w7_d363e8551
von	w9_d363e8554
denen	w11_d363e8557
Vo	w13_d363e8561
lontairs	w1_d363e8566
de	w3_d363e8569
Prusse	w5_d363e8572
hier	w7_d363e8575
angekommen,	w9_d363e8578
wel	w11_d363e8581
che	w1_d363e8586
sehr	w3_d363e8589
prächtig	w5_d363e8592
aussehen.	w7_d363e8595
Wegen	w9_d363e8598
der	w11_d363e8601
hier	w1_d363e8607
anzulegenden	w3_d363e8610
Festungs=werken	w5_d363e8613
wird	w7_d363e8616
man	w9_d363e8619
ehestens	w1_d363e8624
etwas	w3_d363e8627
gewisses	w5_d363e8630
melden	w7_d363e8633
können.	w9_d363e8636
Unsere	w1_d363e8641
Besatzung	w3_d363e8644
ist	w5_d363e8647
durch	w7_d363e8650
ein	w9_d363e8653
Batallion	w11_d363e8656
von	w1_d363e8661
Salmuth	w3_d363e8664
verstärket	w5_d363e8667
worden,	w7_d363e8670
und	w9_d363e8673
auf	w11_d363e8676
dem	w1_d363e8682
Markte	w3_d363e8685
stehen	w5_d363e8688
wiederum	w7_d363e8691
10.	w9_d363e8694
Cano	w11_d363e8697
nen	w1_d363e8702
bey	w3_d363e8705
der	w5_d363e8708
Haupt=wache.	w7_d363e8711
</p>
<head id="h2_d363e8717">
Rotterdam	w1_d363e8721
23.	w3_d363e8724
Junii.	w5_d363e8727
</head>
<p id="p4_d363e8730">
Da	w1_d363e8734
man	w3_d363e8737
in	w5_d363e8740
England	w7_d363e8743
darfür	w9_d363e8746
hält,	w11_d363e8749
daß	w13_d363e8753
Frankreich	w1_d363e8758
bey	w3_d363e8761
allen	w5_d363e8764
seinen	w7_d363e8767
kriegerischen	w9_d363e8770
</p>
<p id="p10_d363e8783">
Anstalten	w1_d363e8787
mehr	w3_d363e8790
gesonnen	w5_d363e8793
seyz,	w7_d363e8796
die	w9_d363e8799
Offensiv	w11_d363e8802
operationen	w1_d363e8807
zu	w3_d363e8810
veehlüdern,	w5_d363e8813
als	w7_d363e8816
eine	w9_d363e8819
würk	w11_d363e8822
liche	w1_d363e8827
Landung	w3_d363e8830
zu	w5_d363e8833
wagen;	w7_d363e8836
so	w9_d363e8839
hat	w11_d363e8842
der	w13_d363e8846
Hof	w15_d363e8849
vermög	w1_d363e8855
sicheren	w3_d363e8858
Nachrichten	w5_d363e8861
von	w7_d363e8864
dannen	w9_d363e8867
den	w1_d363e8872
Entschluß	w3_d363e8875
gefast,	w5_d363e8878
vielmehr	w7_d363e8881
eine	w9_d363e8884
Unter	w11_d363e8887
nehmung	w1_d363e8892
von	w3_d363e8895
Wichtigkeit	w5_d363e8898
gegen	w7_d363e8901
Frankreich	w9_d363e8904
auszuführen.	w1_d363e8909
Man	w3_d363e8912
hat	w5_d363e8915
daher	w7_d363e8918
die	w9_d363e8921
Zurü	w11_d363e8924
stungen	w1_d363e8930
in	w3_d363e8933
denen	w5_d363e8936
Häfen	w7_d363e8939
wieder	w9_d363e8942
angefangen,	w11_d363e8945
und	w1_d363e8950
die	w3_d363e8953
zur	w5_d363e8956
Expedition	w7_d363e8959
bestimmte	w9_d363e8962
Offi	w11_d363e8965
ciere	w1_d363e8970
haben	w3_d363e8973
bereits	w5_d363e8976
den	w7_d363e8979
18.	w9_d363e8982
von	w11_d363e8985
Sr.	w13_d363e8989
Kö	w15_d363e8992
nigl.	w1_d363e8997
Majestät	w3_d363e9000
Abschied	w5_d363e9003
genommen.	w7_d363e9006
Aus	w9_d363e9009
Neu=York	w1_d363e9015
vernihmt	w3_d363e9018
man,	w5_d363e9021
daß	w7_d363e9024
der	w9_d363e9027
Admi	w11_d363e9030
ral	w1_d363e9035
Saunders	w3_d363e9038
sich	w5_d363e9041
mit	w7_d363e9044
12.	w9_d363e9047
Schiffen	w11_d363e9050
von	w13_d363e9054
der	w1_d363e9059
Linie,	w3_d363e9062
und	w5_d363e9065
50.	w7_d363e9068
Transport=schiffen	w9_d363e9071
zu	w11_d363e9074
Ludwigsburg	w1_d363e9079
befinde,	w3_d363e9082
um	w5_d363e9085
von	w7_d363e9088
da	w9_d363e9091
längs	w11_d363e9094
dem	w1_d363e9100
Laurentii=strom	w3_d363e9103
gegen	w5_d363e9106
Quebec	w7_d363e9109
zu	w9_d363e9112
see	w11_d363e9115
geln,	w1_d363e9120
und	w3_d363e9123
die	w5_d363e9126
Belagerung	w7_d363e9129
dieses	w9_d363e9132
Platzes	w11_d363e9135
vorzunehmen,	w1_d363e9140
wobey	w3_d363e9143
er	w5_d363e9146
zu	w7_d363e9149
Lande	w9_d363e9152
durch	w11_d363e9155
den	w13_d363e9159
General	w1_d363e9164
Armhorst	w3_d363e9167
unterstützt	w5_d363e9170
wird.	w7_d363e9173
Uber	w9_d363e9176
dieses	w1_d363e9182
sollen	w3_d363e9185
auch	w5_d363e9188
noch	w7_d363e9191
2.	w9_d363e9194
andere	w11_d363e9197
Corps	w13_d363e9201
der	w1_d363e9206
Armee	w3_d363e9209
im	w5_d363e9212
nördlichen	w7_d363e9215
Amerika	w9_d363e9218
agiren.	w11_d363e9221
Zu	w1_d363e9226
Kensington	w3_d363e9229
werden	w5_d363e9232
nach	w7_d363e9235
denen	w9_d363e9238
Lond	w11_d363e9241
</p>
<p id="p12_d363e9245">
ner=briefen	w1_d363e9249
vom	w3_d363e9252
16.	w5_d363e9255
dieses,	w7_d363e9258
die	w9_d363e9261
Staats	w11_d363e9264
conseils	w1_d363e9269
eifrig	w3_d363e9272
fortgesetzet.	w5_d363e9275
Die	w7_d363e9278
Affairen	w9_d363e9281
Teutschlands	w1_d363e9286
werden	w3_d363e9289
immer	w5_d363e9292
critischer,	w7_d363e9295
und	w9_d363e9298
die	w1_d363e9304
grosse	w3_d363e9307
Rüstungen,	w5_d363e9310
welche	w7_d363e9313
Frankreich	w9_d363e9316
macht,	w1_d363e9321
verdienen	w3_d363e9324
nicht	w5_d363e9327
weniger	w7_d363e9330
alle	w9_d363e9333
Auf	w11_d363e9336
merksamkeit	w1_d363e9341
des	w3_d363e9344
Ministerii.	w5_d363e9347
Bey	w7_d363e9350
der	w9_d363e9353
Zu	w11_d363e9356
friedenheit	w1_d363e9361
die	w3_d363e9364
man	w5_d363e9367
über	w7_d363e9370
die	w9_d363e9373
Conquete	w11_d363e9376
von	w13_d363e9380
Guada	w1_d363e9386
oupe	w3_d363e9389
bezeiget,	w5_d363e9392
soll	w7_d363e9395
sich	w9_d363e9398
in	w11_d363e9401
Ansehung	w13_d363e9405
der	w1_d363e9410
Capitulation	w3_d363e9413
einiges	w5_d363e9416
Mißvergnügen	w7_d363e9419
geäussert	w1_d363e9424
haben,	w3_d363e9427
weil	w5_d363e9430
darinnen	w7_d363e9433
denen	w9_d363e9436
Franzö	w11_d363e9439
sischen	w1_d363e9444
Trupen	w3_d363e9447
nicht	w5_d363e9450
nur	w7_d363e9453
ein	w9_d363e9456
freyer	w11_d363e9459
Abzug	w13_d363e9463
verwilligt,	w1_d363e9469
sondern	w3_d363e9472
auch	w5_d363e9475
erlaubt	w7_d363e9478
ist,	w9_d363e9481
noch	w11_d363e9484
ferner	w1_d363e9489
gegen	w3_d363e9492
England	w5_d363e9495
zu	w7_d363e9498
dienen.	w9_d363e9501
Das	w11_d363e9504
Ostindische	w1_d363e9509
Kriegs=schif,	w3_d363e9512
welches	w5_d363e9515
durch	w7_d363e9518
2.	w9_d363e9521
Französische	w1_d363e9526
Kriegs=schiffe	w3_d363e9529
auf	w5_d363e9532
der	w7_d363e9535
Höhe	w9_d363e9538
des	w1_d363e9544
Vorgebürgs	w3_d363e9547
der	w5_d363e9550
guten	w7_d363e9553
Hofnung	w9_d363e9556
wag	w11_d363e9559
genommen	w1_d363e9564
worden,	w3_d363e9567
ist	w5_d363e9570
für	w7_d363e9573
die	w9_d363e9576
Jnteressen	w11_d363e9579
ten	w1_d363e9584
ein	w3_d363e9587
sehr	w5_d363e9590
empfindlicher	w7_d363e9593
Verlust.	w9_d363e9596
Es	w11_d363e9599
befanden	w1_d363e9604
sich	w3_d363e9607
ausser	w5_d363e9610
andern	w7_d363e9613
Waaren	w9_d363e9616
blos	w11_d363e9619
an	w1_d363e9625
Diamanten	w3_d363e9628
für	w5_d363e9631
200000.	w7_d363e9634
Pf.	w9_d363e9637
Sterling	w11_d363e9640
darauf,	w1_d363e9645
auch	w3_d363e9648
fand	w5_d363e9651
man	w7_d363e9654
verschiedene	w9_d363e9657
Effec	w11_d363e9660
</p>
<p id="p14_d363e9663">
ten	w1_d363e9667
am	w3_d363e9670
Bord,	w5_d363e9673
die	w7_d363e9676
dem	w9_d363e9679
General	w11_d363e9682
Clive	w13_d363e9686
ge	w15_d363e9689
hörten,	w1_d363e9694
und	w3_d363e9697
50000.	w5_d363e9700
Pf.	w7_d363e9703
Sterling	w9_d363e9706
wert	w11_d363e9709
waren.	w1_d363e9714
Für	w3_d363e9717
die	w5_d363e9720
80.	w7_d363e9723
Engländer,	w9_d363e9726
welche	w11_d363e9729
das	w1_d363e9735
Unglück	w3_d363e9738
hatten,	w5_d363e9741
im	w7_d363e9744
November	w9_d363e9747
an	w11_d363e9750
der	w13_d363e9754
Küste	w1_d363e9759
von	w3_d363e9762
Saffy	w5_d363e9765
Schif=bruch	w7_d363e9768
zu	w9_d363e9771
leiden,	w11_d363e9774
hat	w1_d363e9779
der	w3_d363e9782
Kaiser	w5_d363e9785
von	w7_d363e9788
Marocco	w9_d363e9791
80000.	w11_d363e9794
Pf.	w13_d363e9798
Sterling	w1_d363e9803
verlangt.	w3_d363e9806
</p>
<head id="h2_d363e9812">
Zuckmantel	w1_d363e9816
24.	w3_d363e9819
Junii.	w5_d363e9822
</head>
<p id="p4_d363e9825">
Der	w1_d363e9829
Herr	w3_d363e9832
General	w5_d363e9835
de	w7_d363e9838
Ville	w9_d363e9841
hat	w11_d363e9844
sich	w13_d363e9848
bis	w15_d363e9851
in	w1_d363e9856
die	w3_d363e9859
Gegend	w5_d363e9862
von	w7_d363e9865
Ottmachau	w9_d363e9868
gezogen,	w11_d363e9871
und	w1_d363e9876
verschiedene	w3_d363e9879
Corps	w5_d363e9882
leichter	w7_d363e9885
Trupen	w9_d363e9888
in	w11_d363e9891
das	w1_d363e9897
Fürstentum	w3_d363e9900
Oppaln	w5_d363e9903
detaschirt,	w7_d363e9906
um	w9_d363e9909
die	w11_d363e9912
Lieferungen	w1_d363e9917
zur	w3_d363e9920
Preußischen	w5_d363e9923
Haupt=armee	w7_d363e9926
abzuschneiden.	w1_d363e9931
Die	w3_d363e9934
Preußische	w5_d363e9937
Garnison	w7_d363e9940
von	w1_d363e9945
Breßlau	w3_d363e9948
soll	w5_d363e9951
nur	w7_d363e9954
2.	w9_d363e9957
Bataillons	w11_d363e9960
stark	w13_d363e9964
seyn;	w1_d363e9970
in	w3_d363e9973
Neiß	w5_d363e9976
aber	w7_d363e9979
ligen	w9_d363e9982
die	w11_d363e9985
Regimenter	w13_d363e9989
Blanken,	w1_d363e9994
und	w3_d363e9997
Baüewitz,	w5_d363e10000
2.	w7_d363e10003
Bataillons	w9_d363e10006
Gre	w11_d363e10009
nadiers,	w1_d363e10014
und	w3_d363e10017
100.	w5_d363e10020
Hussaren.	w7_d363e10023
Der	w9_d363e10026
Gene	w11_d363e10029
ral	w1_d363e10034
von	w3_d363e10037
Treskow	w5_d363e10040
ist	w7_d363e10043
Commandant	w9_d363e10046
von	w11_d363e10049
Neiß,	w1_d363e10055
und	w3_d363e10058
der	w5_d363e10061
General	w7_d363e10064
Zastrow,	w9_d363e10067
von	w11_d363e10070
Schweidnitz.	w1_d363e10075
Das	w3_d363e10078
Corps	w5_d363e10081
des	w7_d363e10084
Gene	w9_d363e10087
rals	w1_d363e10092
von	w3_d363e10095
Fouquet,	w5_d363e10098
stehet	w7_d363e10101
bey	w9_d363e10104
Franken	w11_d363e10107
berg,	w1_d363e10112
um	w3_d363e10115
sich	w5_d363e10118
allenfalls	w7_d363e10121
mit	w9_d363e10124
der	w11_d363e10127
Armee	w13_d363e10131
des	w1_d363e10137
Königs	w3_d363e10140
vereinigen	w5_d363e10143
zu	w7_d363e10146
können.	w9_d363e10149
</p>
<head id="h2_d363e10155">
Hanover	w1_d363e10159
19.	w3_d363e10162
Junii.	w5_d363e10165
</head>
<p id="p4_d363e10168">
Die	w1_d363e10172
Franzosen	w3_d363e10175
sind	w5_d363e10178
noch	w7_d363e10181
nicht	w9_d363e10184
weiter,	w11_d363e10187
als	w13_d363e10191
Wünden,	w1_d363e10196
ausser	w3_d363e10199
daß	w5_d363e10202
die	w7_d363e10205
Vor=trupen	w9_d363e10208
sich	w11_d363e10211
zu	w1_d363e10216
Drausfeld	w3_d363e10219
sehen	w5_d363e10222
lassen.	w7_d363e10225
Jn	w9_d363e10228
Münden	w11_d363e10231
sind	w1_d363e10237
sie	w3_d363e10240
in	w5_d363e10243
guter	w7_d363e10246
Ordnung	w9_d363e10249
einmarschiret,	w11_d363e10252
und	w1_d363e10257
halten	w3_d363e10260
allda	w5_d363e10263
gute	w7_d363e10266
Manns=zucht.	w9_d363e10269
Jhr	w11_d363e10272
ferneres	w1_d363e10277
Vorrücken	w3_d363e10280
oder	w5_d363e10283
ihre	w7_d363e10286
Rück=kehre	w9_d363e10289
muß	w1_d363e10294
durch	w3_d363e10297
ein	w5_d363e10300
Treffen	w7_d363e10303
nohtwendig	w9_d363e10306
entschie	w11_d363e10309
den	w1_d363e10315
werden.	w3_d363e10318
Jm	w5_d363e10321
letztern	w7_d363e10324
Falle,	w9_d363e10327
scheinen	w11_d363e10330
sie	w1_d363e10335
nur	w3_d363e10338
die	w5_d363e10341
Eroberung	w7_d363e10344
der	w9_d363e10347
Magazinen	w11_d363e10350
zu	w13_d363e10354
Cas	w15_d363e10357
sel	w1_d363e10362
und	w3_d363e10365
Münden	w5_d363e10368
zum	w7_d363e10371
Zweck	w9_d363e10374
gehabt	w11_d363e10377
zu	w13_d363e10381
ha	w15_d363e10384
ben.	w1_d363e10389
Und	w3_d363e10392
dieses	w5_d363e10395
ist	w7_d363e10398
geschehen.	w9_d363e10401
Ein	w11_d363e10404
Theil	w13_d363e10408
derselben	w1_d363e10414
ist	w3_d363e10417
zwar	w5_d363e10420
gerettet	w7_d363e10423
und	w9_d363e10426
auf	w11_d363e10429
Schiffen	w13_d363e10433
die	w1_d363e10438
Weser	w3_d363e10441
hinunter	w5_d363e10444
gebracht	w7_d363e10447
worden,	w9_d363e10450
wovon	w11_d363e10453
ihnen	w1_d363e10458
aber	w3_d363e10461
bey	w5_d363e10464
Holzmünden	w7_d363e10467
einige	w9_d363e10470
in	w11_d363e10473
die	w13_d363e10477
Hände	w1_d363e10482
gefallen	w3_d363e10485
sind.	w5_d363e10488
Das	w7_d363e10491
Mündenische	w9_d363e10494
Magazin,	w1_d363e10500
lassen	w3_d363e10503
sie	w5_d363e10506
theils	w7_d363e10509
nach	w9_d363e10512
Cassel	w11_d363e10515
füh	w13_d363e10519
ren,	w1_d363e10524
theils	w3_d363e10527
wird	w5_d363e10530
selbiges	w7_d363e10533
an	w9_d363e10536
die	w11_d363e10539
Untertha	w13_d363e10543
nen	w1_d363e10548
</p>
<p id="p8_d363e10553">
nes	w1_d363e10557
verkauft,	w3_d363e10560
woraus	w5_d363e10563
dann	w7_d363e10566
ihr	w9_d363e10569
baldiger	w11_d363e10572
Abzug	w1_d363e10577
zu	w3_d363e10580
mutmassen	w5_d363e10583
ist.	w7_d363e10586
Das	w9_d363e10589
Hauptquar	w11_d363e10592
tier	w1_d363e10597
des	w3_d363e10600
Herzogs	w5_d363e10603
Ferdinand	w7_d363e10606
ist	w9_d363e10609
noch	w11_d363e10612
zu	w13_d363e10616
Anrüchten,	w1_d363e10622
die	w3_d363e10625
Armee	w5_d363e10628
stehet	w7_d363e10631
bey	w9_d363e10634
Büren.	w11_d363e10637
Das	w1_d363e10642
Haupt=quartier	w3_d363e10645
des	w5_d363e10648
Marschalls	w7_d363e10651
von	w9_d363e10654
Contades	w1_d363e10659
ist	w3_d363e10662
wieder	w5_d363e10665
zu	w7_d363e10668
Corbach,	w9_d363e10671
und	w11_d363e10674
die	w13_d363e10678
Armee	w1_d363e10683
stehet	w3_d363e10686
bey	w5_d363e10689
Mengeringhausen.	w7_d363e10692
Die	w9_d363e10695
Vortrupen	w1_d363e10701
stehen	w3_d363e10704
5.	w5_d363e10707
Stunden	w7_d363e10710
von	w9_d363e10713
einan	w11_d363e10716
der;	w1_d363e10721
veränderliches	w3_d363e10724
ist	w5_d363e10727
aber	w7_d363e10730
noch	w9_d363e10733
nichtes	w11_d363e10736
vorgefallen.	w1_d363e10741
Der	w3_d363e10744
Herzog	w5_d363e10747
Ferdinand	w7_d363e10750
hat	w9_d363e10753
roch	w1_d363e10758
einen	w3_d363e10761
schweren	w5_d363e10764
Train	w7_d363e10767
Artillerie	w9_d363e10770
aus	w11_d363e10773
Hameln	w1_d363e10779
an	w3_d363e10782
sich	w5_d363e10785
gezogen,	w7_d363e10788
welcher	w9_d363e10791
Abgang	w11_d363e10794
aus	w1_d363e10799
Stade	w3_d363e10802
ersetzet	w5_d363e10805
ist,	w7_d363e10808
und	w9_d363e10811
am	w11_d363e10814
15.	w13_d363e10818
hier	w15_d363e10821
durch	w1_d363e10826
paßirte.	w3_d363e10829
Auszug	w1_d363e10834
eines	w3_d363e10837
Schreibens	w5_d363e10840
von	w7_d363e10843
Ba	w9_d363e10846
</p>
<head id="h2_d363e10853">
zas	w1_d363e10857
unweit	w3_d363e10860
Bourdeaux	w5_d363e10863
in	w7_d363e10866
Frank	w9_d363e10869
reich,	w1_d363e10874
den	w3_d363e10877
11.	w5_d363e10880
Junu.	w7_d363e10883
</head>
<p id="p4_d363e10886">
Vorgestern	w1_d363e10890
als	w3_d363e10893
den	w5_d363e10896
9.	w7_d363e10899
dieses	w9_d363e10902
gegen	w11_d363e10905
9.	w13_d363e10909
Uhr	w1_d363e10914
Abends	w3_d363e10917
unterhielte	w5_d363e10920
sich	w7_d363e10923
der	w9_d363e10926
Pfarrer	w11_d363e10929
von	w1_d363e10934
Captioux	w3_d363e10937
in	w5_d363e10940
Gesellschaft	w7_d363e10943
seines	w9_d363e10946
Bru	w11_d363e10949
ders	w1_d363e10955
des	w3_d363e10958
Pfarrers	w5_d363e10961
von	w7_d363e10964
Laubens	w9_d363e10967
mit	w11_d363e10970
Spa	w13_d363e10974
zieren=gehen	w1_d363e10979
vor	w3_d363e10982
seiner	w5_d363e10985
Kirche.	w7_d363e10988
Bey	w9_d363e10991
die	w11_d363e10994
ser	w1_d363e10999
Gelegenheit	w3_d363e11002
ersahen	w5_d363e11005
sie	w7_d363e11008
eine	w9_d363e11011
feurige	w11_d363e11014
Saule	w1_d363e11019
in	w3_d363e11022
der	w5_d363e11025
Luft	w7_d363e11028
hinter	w9_d363e11031
einem	w11_d363e11034
vor	w13_d363e11038
ihnen	w15_d363e11041
ligenden	w1_d363e11047
Wald	w3_d363e11050
von	w5_d363e11053
Osten	w7_d363e11056
Sudwärts	w9_d363e11059
vor	w11_d363e11062
bey	w1_d363e11067
fahren.	w3_d363e11070
Der	w5_d363e11073
Himmel	w7_d363e11076
ware	w9_d363e11079
hierbey	w11_d363e11082
ganz	w1_d363e11087
heiter,	w3_d363e11090
und	w5_d363e11093
ohne	w7_d363e11096
Wolken,	w9_d363e11099
doch	w11_d363e11102
liesse	w13_d363e11106
sich	w1_d363e11111
ein	w3_d363e11114
ziemlicher	w5_d363e11117
Nord=wind	w7_d363e11120
verspühren.	w9_d363e11123
Die	w1_d363e11129
beyde	w3_d363e11132
Pfarrherren	w5_d363e11135
begaben	w7_d363e11138
sich	w9_d363e11141
nach	w11_d363e11144
Hause.	w1_d363e11149
Einen	w3_d363e11152
Augen=blick	w5_d363e11155
darnach	w7_d363e11158
wurde	w9_d363e11161
Larm,	w1_d363e11166
und	w3_d363e11169
man	w5_d363e11172
gab	w7_d363e11175
ihnen	w9_d363e11178
Nachricht,	w11_d363e11181
daß	w13_d363e11185
Feutr	w1_d363e11190
in	w3_d363e11193
dem	w5_d363e11196
Stall	w7_d363e11199
seye.	w9_d363e11202
Der	w11_d363e11205
Pfarrer	w13_d363e11209
von	w1_d363e11215
Loubens	w3_d363e11218
lieffe	w5_d363e11221
eilends	w7_d363e11224
dahin,	w9_d363e11227
und	w11_d363e11230
bey	w13_d363e11234
Eröfnung	w1_d363e11239
der	w3_d363e11242
Thür	w5_d363e11245
fande	w7_d363e11248
er	w9_d363e11251
sich	w11_d363e11254
mit	w13_d363e11258
Flam	w15_d363e11261
men	w1_d363e11266
völlig	w3_d363e11269
umgeben,	w5_d363e11272
annebst	w7_d363e11275
überfiele	w9_d363e11278
ihn	w11_d363e11281
ein	w1_d363e11286
solcher	w3_d363e11289
Dunst	w5_d363e11292
von	w7_d363e11295
Schwefel,	w9_d363e11298
daß	w11_d363e11301
er	w13_d363e11305
fast	w1_d363e11311
daran	w3_d363e11314
erstickte.	w5_d363e11317
Das	w7_d363e11320
Feuer	w9_d363e11323
verschwan	w11_d363e11326
de,	w1_d363e11331
und	w3_d363e11334
die	w5_d363e11337
4.	w7_d363e11340
Pferde,	w9_d363e11343
welche	w11_d363e11346
in	w13_d363e11350
diesem	w15_d363e11353
Stall	w1_d363e11358
sich	w3_d363e11361
befanden,	w5_d363e11364
waren	w7_d363e11367
todt,	w9_d363e11370
ohne	w11_d363e11373
daß	w1_d363e11378
man	w3_d363e11381
einiges	w5_d363e11384
Zeichen	w7_d363e11387
von	w9_d363e11390
einem	w11_d363e11393
Brand	w13_d363e11397
an	w1_d363e11403
ihnen	w3_d363e11406
bemerkte.	w5_d363e11409
Der	w7_d363e11412
hölzerne	w9_d363e11415
Fußbo	w11_d363e11418
den	w1_d363e11423
ware	w3_d363e11426
unbeschädiget,	w5_d363e11429
und	w7_d363e11432
man	w9_d363e11435
fande	w11_d363e11438
nichtes	w1_d363e11443
anderes,	w3_d363e11446
als	w5_d363e11449
2.	w7_d363e11452
Spaltungen	w9_d363e11455
daran,	w11_d363e11458
</p>
<p id="p6_d363e11461">
darein	w1_d363e11465
stecken	w3_d363e11468
konnte;	w5_d363e11471
dahingegen	w7_d363e11474
stunde	w9_d363e11477
das	w11_d363e11480
Holz=werk	w1_d363e11485
des	w3_d363e11488
Daches	w5_d363e11491
in	w7_d363e11494
vollen	w9_d363e11497
Flammen,	w11_d363e11500
und	w1_d363e11505
man	w3_d363e11508
muste	w5_d363e11511
solches	w7_d363e11514
herab=reissen,	w9_d363e11517
um	w11_d363e11520
die	w13_d363e11524
benachbarte	w1_d363e11530
Häuser	w3_d363e11533
ausser	w5_d363e11536
Gefahr	w7_d363e11539
zu	w9_d363e11542
setzen.	w11_d363e11545
Eine	w1_d363e11550
Stunde	w3_d363e11553
darnach	w5_d363e11556
erschiene	w7_d363e11559
eine	w9_d363e11562
zweyte	w11_d363e11565
solche	w1_d363e11570
Feuer=saule	w3_d363e11573
in	w5_d363e11576
der	w7_d363e11579
Luft,	w9_d363e11582
und	w11_d363e11585
diese	w13_d363e11589
stürzte	w1_d363e11594
sich	w3_d363e11597
unweit	w5_d363e11600
einer	w7_d363e11603
