<doc id="wr_1760-05-24" attrs="word" year="1760" month="05" day="24" corpus="2">
<head id="h2_d452e2550">
Weichsel=strom	w1_d452e2554
der	w11_d452e16970
und	w13_d452e16974
die	w1_d452e16979
jenige,	w3_d452e16982
so	w5_d452e16985
von	w7_d452e16988
obermeldten	w9_d452e16991
Satz	w11_d452e16994
briefen	w13_d452e16998
resp.	w15_d452e17001
pr.	w1_d452e17006
9000.	w3_d452e17009
und	w5_d452e17012
2000.	w7_d452e17015
fl.	w9_d452e17018
einige	w11_d452e17021
Wissenschen	w13_d452e17025
za	w15_d452e17028
ben,	w1_d452e17033
oder	w3_d452e17036
hieran	w5_d452e17039
einige	w7_d452e17042
Sprüch	w9_d452e17045
zu	w11_d452e17048
haben	w13_d452e17052
vermei	w15_d452e17055
nen,	w1_d452e17061
vom	w3_d452e17064
heutigen	w5_d452e17067
Dato	w7_d452e17070
an,	w9_d452e17073
inner	w11_d452e17076
Jahr,	w13_d452e17080
6.	w15_d452e17083
Wo	w17_d452e17086
chen,	w1_d452e17091
und	w3_d452e17094
3.	w5_d452e17097
Täg	w7_d452e17100
bey	w9_d452e17103
gemeiner	w11_d452e17106
Stadt	w13_d452e17110
Grund=buch	w15_d452e17113
also	w1_d452e17118
gewiß	w3_d452e17121
zu	w5_d452e17124
erscheinen,	w7_d452e17127
und	w9_d452e17130
sich	w11_d452e17133
hierzu	w13_d452e17137
zu	w15_d452e17140
legi	w17_d452e17143
timiren	w1_d452e17148
haben,	w3_d452e17151
wie	w5_d452e17154
im	w7_d452e17157
widrigen,	w9_d452e17160
nach	w11_d452e17163
Verstrei	w13_d452e17167
chung	w1_d452e17173
sothanen	w3_d452e17176
Termins	w5_d452e17179
besagte	w7_d452e17182
beede	w9_d452e17185
Sätze	w11_d452e17188
ganz	w13_d452e17192
lichen	w1_d452e17197
caßiret,	w3_d452e17200
und	w5_d452e17203
hinführo	w7_d452e17206
für	w9_d452e17209
null,	w11_d452e17212
nichtig,	w13_d452e17216
und	w1_d452e17221
unkräftig	w3_d452e17224
geachtet	w5_d452e17227
werden	w7_d452e17230
sollen.	w9_d452e17233
So	w11_d452e17236
man	w13_d452e17240
männiglich	w1_d452e17245
durch	w3_d452e17248
dieses	w5_d452e17251
offene	w7_d452e17254
Edict	w9_d452e17257
hiemit	w11_d452e17260
kund	w13_d452e17264
und	w1_d452e17270
zu	w3_d452e17273
wissen	w5_d452e17276
machen	w7_d452e17279
wollen.	w9_d452e17282
Actum	w11_d452e17285
Wien	w13_d452e17289
den	w15_d452e17292
10.	w1_d452e17297
April	w3_d452e17300
1760.	w5_d452e17303
</p>
<list id="l16_d452e17306">
Bey	w1_d452e17310
Johann	w3_d452e17313
Jacob	w5_d452e17316
Lidl	w7_d452e17319
Kupfer=stechern	w9_d452e17322
im	w11_d452e17325
Doctor	w1_d452e17330
Deimlischen	w3_d452e17333
Haus	w5_d452e17336
neben	w7_d452e17339
der	w9_d452e17342
Heil.	w11_d452e17345
Drey	w13_d452e17349
faltigkeit	w1_d452e17354
ist	w3_d452e17357
zu	w5_d452e17360
haben:	w7_d452e17363
Entwurf	w1_d452e17369
der	w3_d452e17372
Chur=sächsischen	w5_d452e17375
Haupt	w7_d452e17378
und	w9_d452e17381
Re	w11_d452e17384
sidenz=stadt	w1_d452e17389
Dresden,	w3_d452e17392
nebst	w5_d452e17395
umligender	w7_d452e17398
Gegend	w9_d452e17401
von	w1_d452e17406
drey	w3_d452e17409
Meilen	w5_d452e17412
in	w7_d452e17415
Umkreis,	w9_d452e17418
worinnen	w11_d452e17421
alle	w13_d452e17425
Ort	w15_d452e17428
schaften	w1_d452e17433
genau	w3_d452e17436
angemerket,	w5_d452e17439
in	w7_d452e17442
ordinari	w9_d452e17445
Bogens	w11_d452e17448
grösse	w1_d452e17454
das	w3_d452e17457
Stuck	w5_d452e17460
schwarz	w7_d452e17463
pr.	w9_d452e17466
17.	w11_d452e17469
Kr.	w13_d452e17473
Jllumi	w15_d452e17476
nirter	w1_d452e17481
pr.	w3_d452e17484
21.	w5_d452e17487
Kr.	w7_d452e17490
</list>
<head id="h2_d452e17582">
Haag	w1_d452e17586
6.	w3_d452e17589
May.	w5_d452e17592
</head>
<p id="p4_d452e17595">
Qsus	w1_d452e17599
Regenspurg	w3_d452e17602
ist	w5_d452e17605
unter	w7_d452e17608
dem	w9_d452e17611
23.	w11_d452e17614
April	w13_d452e17618
berichtet	w1_d452e17623
worden,	w3_d452e17626
daß	w5_d452e17629
sowol	w7_d452e17632
die	w9_d452e17635
von	w11_d452e17638
denen	w13_d452e17642
Herren	w1_d452e17647
General=staaten	w3_d452e17650
gethanene	w5_d452e17653
Anerbie	w7_d452e17656
tung	w1_d452e17662
ihrer	w3_d452e17665
Stadt	w5_d452e17668
Breda	w7_d452e17671
zum	w9_d452e17674
künftigen	w11_d452e17677
Congreß,	w1_d452e17682
als	w3_d452e17685
auch	w5_d452e17688
die	w7_d452e17691
Gegen=declarationen	w9_d452e17694
der	w1_d452e17699
drey	w3_d452e17702
alliirten	w5_d452e17705
Höfe,	w7_d452e17708
worinn	w9_d452e17711
sie	w11_d452e17714
der	w13_d452e17718
von	w15_d452e17721
England	w1_d452e17726
und	w3_d452e17729
Preußen	w5_d452e17732
an	w7_d452e17735
sie	w9_d452e17738
geschehenen	w11_d452e17741
Einladung	w1_d452e17747
unter	w3_d452e17750
der	w5_d452e17753
Bedingung	w7_d452e17756
Gehör	w9_d452e17759
zu	w11_d452e17762
geben	w1_d452e17767
scheinen,	w3_d452e17770
daß	w5_d452e17773
auch	w7_d452e17776
Jhre	w9_d452e17779
Pohlnisch	w11_d452e17782
und	w1_d452e17787
Schwedische	w3_d452e17790
Majestäten	w5_d452e17793
als	w7_d452e17796
krieg	w9_d452e17799
führende	w1_d452e17804
Mächte	w3_d452e17807
dazu	w5_d452e17810
solten	w7_d452e17813
eingeladen	w9_d452e17816
werden,	w1_d452e17822
auf	w3_d452e17825
dem	w5_d452e17828
Reichs=tage	w7_d452e17831
Aufmerksam	w9_d452e17834
keit	w1_d452e17839
erweckt	w3_d452e17842
hätten,	w5_d452e17845
weil	w7_d452e17848
darinn	w9_d452e17851
der	w11_d452e17854
Reichs	w13_d452e17858
stände	w1_d452e17863
nicht	w3_d452e17866
gedacht	w5_d452e17869
worden,	w7_d452e17872
und	w9_d452e17875
daß	w11_d452e17878
diesem	w13_d452e17882
nach	w1_d452e17887
die	w3_d452e17890
Ministers	w5_d452e17893
der	w7_d452e17896
vornehmsten	w9_d452e17899
Reichs	w11_d452e17902
ständischen	w1_d452e17908
Höfe	w3_d452e17911
für	w5_d452e17914
gut	w7_d452e17917
befunden	w9_d452e17920
hätten,	w11_d452e17923
Chur=maynz	w1_d452e17928
zu	w3_d452e17931
ersuchen,	w5_d452e17934
in	w7_d452e17937
ihrem	w9_d452e17940
Namen	w11_d452e17943
eine	w1_d452e17948
Vorstellung	w3_d452e17951
bey	w5_d452e17954
der	w7_d452e17957
Principalcom	w9_d452e17960
mißion	w1_d452e17965
Sr.	w3_d452e17968
Römisch=Kaiserlichen	w5_d452e17971
Majestät	w7_d452e17974
zu	w1_d452e17980
thun,	w3_d452e17983
und	w5_d452e17986
dabey	w7_d452e17989
zu	w9_d452e17992
melden,	w11_d452e17995
daß,	w13_d452e17999
da	w15_d452e18002
der	w1_d452e18007
gegenwärtige	w3_d452e18010
Krieg,	w5_d452e18013
leider!	w7_d452e18016
bloß	w9_d452e18019
ein	w11_d452e18022
heimisch,	w1_d452e18027
und	w3_d452e18030
folglich	w5_d452e18033
von	w7_d452e18036
denen	w9_d452e18039
vorigen	w11_d452e18042
Kriegen	w1_d452e18047
ganz	w3_d452e18050
unterschieden	w5_d452e18053
sey,	w7_d452e18056
man	w9_d452e18059
sich	w11_d452e18062
von	w1_d452e18068
der	w3_d452e18071
Billigkeit	w5_d452e18074
und	w7_d452e18077
vätterlichen	w9_d452e18080
Wach	w11_d452e18083
samkeit	w1_d452e18088
Sr.	w3_d452e18091
Römisch=Kaiserlichen	w5_d452e18094
Majestät	w7_d452e18097
schmeichelte,	w1_d452e18102
daß	w3_d452e18105
Allerhöchstdieselben	w5_d452e18108
auf	w7_d452e18111
den	w1_d452e18116
Fall	w3_d452e18119
eines	w5_d452e18122
Congresses	w7_d452e18125
die	w9_d452e18128
Sache	w11_d452e18131
so	w13_d452e18135
einleiten	w1_d452e18141
möchten,	w3_d452e18144
damit	w5_d452e18147
derselbe	w7_d452e18150
in	w9_d452e18153
einer	w11_d452e18156
Leutschen	w1_d452e18161
Stadt	w3_d452e18164
gehalten	w5_d452e18167
werde,	w7_d452e18170
um	w9_d452e18173
so	w11_d452e18176
mehr,	w13_d452e18180
da	w1_d452e18185
eines	w3_d452e18188
Theils	w5_d452e18191
die	w7_d452e18194
Würde	w9_d452e18197
des	w11_d452e18200
Römisch	w13_d452e18204
Teutschen	w1_d452e18209
Reichs	w3_d452e18212
solches	w5_d452e18215
zu	w7_d452e18218
erfordern	w9_d452e18221
scheine,	w11_d452e18224
andern	w1_d452e18230
Theils	w3_d452e18233
aber	w5_d452e18236
verschiedene	w7_d452e18239
Reichs=stände	w9_d452e18242
da	w1_d452e18247
sie	w3_d452e18250
sich	w5_d452e18253
mit	w7_d452e18256
unter	w9_d452e18259
der	w11_d452e18262
Zahl	w13_d452e18266
derjenigen	w15_d452e18269
be	w17_d452e18272
fanden,	w1_d452e18277
die	w3_d452e18280
durch	w5_d452e18283
die	w7_d452e18286
Kriegs=unruben	w9_d452e18289
äuf	w11_d452e18292
serst	w1_d452e18297
geliten	w3_d452e18300
haben,	w5_d452e18303
durch	w7_d452e18306
dieses	w9_d452e18309
Mittel	w11_d452e18312
besser	w1_d452e18318
in	w3_d452e18321
Stand	w5_d452e18324
gesetzt	w7_d452e18327
würden,	w9_d452e18330
ihr	w11_d452e18333
Beste	w13_d452e18337
</p>
<p id="p6_d452e18340">
und	w1_d452e18344
ihre	w3_d452e18347
Ansprüche	w5_d452e18350
zu	w7_d452e18353
besorgen.	w9_d452e18356
Obge	w11_d452e18359
dachte	w1_d452e18364
Briefe	w3_d452e18367
haben	w5_d452e18370
hinzugefügt,	w7_d452e18373
daß	w9_d452e18376
die	w11_d452e18379
Reichs=ständischen	w1_d452e18384
Herren	w3_d452e18387
Minister	w5_d452e18390
um	w7_d452e18393
so	w9_d452e18396
weniger	w1_d452e18402
die	w3_d452e18405
Aeusserung	w5_d452e18408
dieses	w7_d452e18411
Antrages	w9_d452e18414
län	w11_d452e18417
ger	w1_d452e18422
hätten	w3_d452e18425
aufschieben	w5_d452e18428
wollen,	w7_d452e18431
weil	w9_d452e18434
sie	w11_d452e18437
be	w13_d452e18441
fürchtet	w1_d452e18446
hätten,	w3_d452e18449
daß	w5_d452e18452
die	w7_d452e18455
Annehmung	w9_d452e18458
der	w11_d452e18461
Stadt	w1_d452e18466
Breda	w3_d452e18469
zu	w5_d452e18472
gleichem	w7_d452e18475
Endzwecke	w9_d452e18478
etwann	w11_d452e18481
noch	w1_d452e18487
eher	w3_d452e18490
Statt	w5_d452e18493
finden	w7_d452e18496
möchte,	w9_d452e18499
bevor	w11_d452e18502
sie	w13_d452e18506
ihre	w1_d452e18511
Vorstellungen	w3_d452e18514
anbringen	w5_d452e18517
könnten.	w7_d452e18520
</p>
<p id="p8_d452e18523">
Wir	w1_d452e18527
N.	w3_d452e18530
N.	w5_d452e18533
Superintendenten	w7_d452e18536
und	w9_d452e18539
Spitlmei	w11_d452e18542
ster	w1_d452e18547
der	w3_d452e18550
Burger=spital	w5_d452e18553
in	w7_d452e18556
Wien,	w9_d452e18559
geben	w11_d452e18562
hiemit	w13_d452e18566
jedermänniglich	w1_d452e18571
zu	w3_d452e18574
vernehmen,	w5_d452e18577
was	w7_d452e18580
massen,	w9_d452e18583
nach	w11_d452e18586
deme	w1_d452e18592
der	w3_d452e18595
Herr	w5_d452e18598
Carl	w7_d452e18601
Joseph	w9_d452e18604
von	w11_d452e18607
Steinhausen,	w13_d452e18611
als	w1_d452e18616
Administrator	w3_d452e18619
des	w5_d452e18622
von	w7_d452e18625
(Titl.)	w9_d452e18628
Herrn	w11_d452e18631
Joseph	w13_d452e18635
Anton	w1_d452e18640
Pilati	w3_d452e18643
Frey=herrn	w5_d452e18646
von	w7_d452e18649
Thassul,	w9_d452e18652
vermög	w11_d452e18655
Kauf=contracts	w1_d452e18660
de	w3_d452e18663
Dato	w5_d452e18666
19.	w7_d452e18669
Octobris	w9_d452e18672
1743.	w11_d452e18675
sei	w13_d452e18679
ner	w1_d452e18685
Frauen	w3_d452e18688
Gemahlin	w5_d452e18691
Maria	w7_d452e18694
Anna	w9_d452e18697
Theresia	w11_d452e18700
Ca	w13_d452e18704
jetana	w1_d452e18709
Pilatin,	w3_d452e18712
Freyin	w5_d452e18715
von	w7_d452e18718
Thassul,	w9_d452e18721
geborner	w11_d452e18724
Freyin	w1_d452e18729
von	w3_d452e18732
Monstorf,	w5_d452e18735
und	w7_d452e18738
Dachsberg	w9_d452e18741
überlas	w11_d452e18744
sen=zur	w1_d452e18749
goldenen	w3_d452e18752
Rosen	w5_d452e18755
genannten	w7_d452e18758
Hauses	w9_d452e18761
zu	w11_d452e18764
Nuß	w13_d452e18768
dorf,	w1_d452e18774
zu	w3_d452e18777
bewürkender	w5_d452e18780
Caßirung	w7_d452e18783
deren	w9_d452e18786
auf	w11_d452e18789
sotha	w13_d452e18793
nem	w1_d452e18798
Haus	w3_d452e18801
haftend,	w5_d452e18804
bereits	w7_d452e18807
bezahlt	w9_d452e18810
seyn	w11_d452e18813
sollen	w13_d452e18817
den	w1_d452e18822
4.	w3_d452e18825
Sätzen,	w5_d452e18828
als	w7_d452e18831
des	w9_d452e18834
ersten	w11_d452e18837
pr.	w13_d452e18841
1100.	w15_d452e18844
fl.	w17_d452e18847
für	w19_d452e18850
Herrn	w1_d452e18855
Johann	w3_d452e18858
Jgnatz	w5_d452e18861
Jochamburg,	w7_d452e18864
Kaiserl.	w9_d452e18867
Hof	w11_d452e18870
und	w1_d452e18876
Kriegs=agentens,	w3_d452e18879
de	w5_d452e18882
Dato	w7_d452e18885
27.	w9_d452e18888
Febr.	w11_d452e18891
1736.	w13_d452e18895
des	w1_d452e18900
andertens	w3_d452e18903
pr.	w5_d452e18906
1200.	w7_d452e18909
fl.	w9_d452e18912
für	w11_d452e18915
Herrn	w13_d452e18919
Joseph	w15_d452e18922
An	w17_d452e18925
ton	w1_d452e18930
Clement,	w3_d452e18933
Kaiserl.	w5_d452e18936
Hof=keller=officianten,	w7_d452e18939
und	w1_d452e18944
Franz	w3_d452e18947
Anton	w5_d452e18950
Greißler,	w7_d452e18953
de	w9_d452e18956
Dato	w11_d452e18959
28.	w13_d452e18963
Febr.	w15_d452e18966
1736.	w1_d452e18972
des	w3_d452e18975
drittens	w5_d452e18978
pr	w7_d452e18981
1300.	w9_d452e18984
fl.	w11_d452e18987
für	w13_d452e18991
Herrn	w15_d452e18994
Jo	w17_d452e18997
hann	w1_d452e19002
Martin	w3_d452e19005
Spehr,	w5_d452e19008
und	w7_d452e19011
Catharina	w9_d452e19014
dessen	w11_d452e19017
Ehe	w13_d452e19021
wirtin	w1_d452e19026
de	w3_d452e19029
Dato	w5_d452e19032
20.	w7_d452e19035
Octob.	w9_d452e19038
1738.	w11_d452e19041
und	w13_d452e19045
des	w15_d452e19048
vier	w17_d452e19051
tens	w1_d452e19056
pr.	w3_d452e19059
1600.	w5_d452e19062
fl.	w7_d452e19065
für	w9_d452e19068
obgemeldten	w11_d452e19071
Herrn	w13_d452e19075
Jo	w15_d452e19078
hann	w1_d452e19084
Jgnatz	w3_d452e19087
Jochamburg,	w5_d452e19090
de	w7_d452e19093
Dato	w9_d452e19096
22.	w11_d452e19099
Sept.	w13_d452e19103
1739.	w1_d452e19108
bey	w3_d452e19111
bedrohter	w5_d452e19114
Sequestrirung	w7_d452e19117
deren	w9_d452e19120
Haus	w11_d452e19123
zinsen	w1_d452e19128
ex	w3_d452e19131
officio	w5_d452e19134
angegangen	w7_d452e19137
worden;	w9_d452e19140
gedachter	w11_d452e19143
Herr	w1_d452e19148
von	w3_d452e19151
Steinhausen	w5_d452e19154
Administratorio	w7_d452e19157
nomins	w9_d452e19160
den	w1_d452e19166
17.	w3_d452e19169
April	w5_d452e19172
dies	w7_d452e19175
Jahrs	w9_d452e19178
hierorts	w11_d452e19181
schriftlich	w13_d452e19185
an	w15_d452e19188
gezeiget	w1_d452e19193
habe,	w3_d452e19196
daß	w5_d452e19199
mentionirte	w7_d452e19202
4.	w9_d452e19205
Satzcapita	w11_d452e19208
lien	w1_d452e19213
bereits	w3_d452e19216
vollständig,	w5_d452e19219
und	w7_d452e19222
zwar	w9_d452e19225
allschon	w11_d452e19228
in	w13_d452e19232
dem	w1_d452e19237
Jahr	w3_d452e19240
1746.	w5_d452e19243
getilget	w7_d452e19246
worden	w9_d452e19249
seyen,	w11_d452e19252
wieder	w13_d452e19256
hollte	w1_d452e19262
4.	w3_d452e19265
Satz=briefe,	w5_d452e19268
nebst	w7_d452e19271
denen	w9_d452e19274
eingelösten	w11_d452e19277
Obligationen	w1_d452e19282
und	w3_d452e19285
Quittungen	w5_d452e19288
aber	w7_d452e19291
von	w9_d452e19294
darumen	w11_d452e19297
ad	w1_d452e19302
cassandum	w3_d452e19305
nicht	w5_d452e19308
beygebracht	w7_d452e19311
werden	w9_d452e19314
können,	w11_d452e19317
aldieweilen	w1_d452e19322
der	w3_d452e19325
dermalig	w5_d452e19328
gewest	w7_d452e19331
Freyherrlich	w9_d452e19334
Pilatische	w1_d452e19340
Administrator	w3_d452e19343
Herr	w5_d452e19346
Adrian	w7_d452e19349
Stürmer,	w9_d452e19352
weder	w1_d452e19357
eine	w3_d452e19360
Rechnungs=richtigkeit	w5_d452e19363
gepflogen,	w7_d452e19366
noch	w9_d452e19369
die	w1_d452e19374
Original=satz=briefe	w3_d452e19377
bey	w5_d452e19380
seiner	w7_d452e19383
von	w9_d452e19386
hier	w11_d452e19389
be	w13_d452e19393
sche	w1_d452e19398
</p>
<p id="p12_d452e19404">
schehener	w1_d452e19408
Entweichung	w3_d452e19411
zuruck	w5_d452e19414
gelassen	w7_d452e19417
habe,	w9_d452e19420
folg	w11_d452e19423
lich	w1_d452e19428
selbe,	w3_d452e19431
nebst	w5_d452e19434
übrig=schriftlichen	w7_d452e19437
Documenten	w9_d452e19440
in	w1_d452e19445
Verlurst	w3_d452e19448
geraten	w5_d452e19451
seyen,	w7_d452e19454
dahero	w9_d452e19457
obbenannter	w11_d452e19460
Herr	w1_d452e19466
von	w3_d452e19469
Steinhausen	w5_d452e19472
Administratorio	w7_d452e19475
nomine,	w9_d452e19478
um	w1_d452e19483
Affigirung	w3_d452e19486
des	w5_d452e19489
gewöhnlichen	w7_d452e19492
Amortisations	w9_d452e19495
adict	w1_d452e19500
gebetten.	w3_d452e19503
</p>
<p id="p14_d452e19506">
Solchemnach	w1_d452e19510
werden	w3_d452e19513
all	w5_d452e19516
diejenige,	w7_d452e19519
so	w9_d452e19522
für	w11_d452e19525
vor	w13_d452e19529
ermeldt=Baron	w1_d452e19534
Pilatischen	w3_d452e19537
4.	w5_d452e19540
Satz=briefen	w7_d452e19543
die	w9_d452e19546
Original=auszüge	w1_d452e19551
etwa	w3_d452e19554
in	w5_d452e19557
Handen	w7_d452e19560
haben,	w9_d452e19563
von	w11_d452e19566
heut	w1_d452e19572
Dato	w3_d452e19575
längstens	w5_d452e19578
innerhalb	w7_d452e19581
1.	w9_d452e19584
Jahr	w11_d452e19587
6.	w13_d452e19591
Wo	w15_d452e19594
chen	w1_d452e19599
und	w3_d452e19602
3.	w5_d452e19605
Tag	w7_d452e19608
bey	w9_d452e19611
dem	w11_d452e19614
Burgerspitalsgrund	w13_d452e19618
buch	w1_d452e19623
sub	w3_d452e19626
1mo.	w5_d452e19629
2do.	w7_d452e19632
&	w9_d452e19635
3tio.	w11_d452e19638
termino	w13_d452e19642
also	w15_d452e19645
gewiß	w17_d452e19648
zu	w1_d452e19653
erscheinen,	w3_d452e19656
gedachte	w5_d452e19659
Satz=auszüge	w7_d452e19662
mitzubrin	w9_d452e19665
gen,	w1_d452e19671
darzu	w3_d452e19674
sich	w5_d452e19677
zu	w7_d452e19680
legetimiren,	w9_d452e19683
und	w11_d452e19686
ihre	w13_d452e19690
For	w15_d452e19693
derungen	w1_d452e19698
auch	w3_d452e19701
unter	w5_d452e19704
einstens	w7_d452e19707
zu	w9_d452e19710
liquidiren	w11_d452e19713
haben,	w13_d452e19717
als	w1_d452e19722
in	w3_d452e19725
Nicht=erscheinungs=fall	w5_d452e19728
obige	w7_d452e19731
Original	w9_d452e19734
Satz=auszüge	w1_d452e19739
ex	w3_d452e19742
officio	w5_d452e19745
caßiret,	w7_d452e19748
und	w9_d452e19751
im	w11_d452e19754
Bur	w13_d452e19758
ger=spitalischen	w1_d452e19764
Satz=buch	w3_d452e19767
über	w5_d452e19770
das	w7_d452e19773
Amt	w9_d452e19776
Nuß	w11_d452e19779
dorf,	w1_d452e19784
alwo	w3_d452e19787
selbe	w5_d452e19790
Fol.	w7_d452e19793
51.	w9_d452e19796
52.	w11_d452e19799
63.	w13_d452e19803
&	w15_d452e19806
66.	w17_d452e19809
per	w19_d452e19812
Extensum	w1_d452e19817
gleich	w3_d452e19820
lantend	w5_d452e19823
sich	w7_d452e19826
eingetragener	w9_d452e19829
be	w11_d452e19832
finden,	w1_d452e19837
abgethan,	w3_d452e19840
darüberhin	w5_d452e19843
niemand	w7_d452e19846
mehr	w9_d452e19849
an	w11_d452e19852
gehöret,	w1_d452e19858
sondern	w3_d452e19861
denen	w5_d452e19864
Ausbleibenden	w7_d452e19867
das	w9_d452e19870
ewige	w11_d452e19873
Stillschweigen	w1_d452e19878
auferleget	w3_d452e19881
werden	w5_d452e19884
solle.	w7_d452e19887
Actum	w9_d452e19890
Wien	w1_d452e19895
den	w3_d452e19898
3.	w5_d452e19901
May	w7_d452e19904
1760.	w9_d452e19907
</p>
<p id="p16_d452e19910">
Den	w1_d452e19914
14.	w3_d452e19917
nächst	w5_d452e19920
kommenden	w7_d452e19923
Monats	w9_d452e19926
Junii	w11_d452e19929
Vormittags	w1_d452e19934
um	w3_d452e19937
9.	w5_d452e19940
Uhr	w7_d452e19943
werden	w9_d452e19946
ungefähr	w11_d452e19949
100.	w13_d452e19953
Eimer	w1_d452e19958
von	w3_d452e19961
1746ger=gewächs	w5_d452e19964
Klosterneuburger	w7_d452e19967
gebürg=weins,	w1_d452e19973
welche	w3_d452e19976
der	w5_d452e19979
Frauen	w7_d452e19982
Maria	w9_d452e19985
The	w11_d452e19988
resia	w1_d452e19993
Hermannin,	w3_d452e19996
vorhin	w5_d452e19999
vereheligten	w7_d452e20002
Poßnigin	w9_d452e20005
zugehörig,	w1_d452e20010
und	w3_d452e20013
in	w5_d452e20016
dem	w7_d452e20019
Stift	w9_d452e20022
Kloster	w11_d452e20025
neu=burgischen	w13_d452e20029
Keller	w1_d452e20034
daselbst	w3_d452e20037
in	w5_d452e20040
deposito	w7_d452e20043
aufbehalten	w9_d452e20046
seynd,	w11_d452e20049
an	w13_d452e20053
den	w15_d452e20056
Meist=bietenden	w1_d452e20062
verkauffet	w3_d452e20065
werden;	w5_d452e20068
Wer	w7_d452e20071
demnach	w9_d452e20074
solche	w1_d452e20079
gegen	w3_d452e20082
baarer	w5_d452e20085
Bezahlung	w7_d452e20088
an	w9_d452e20091
sich	w11_d452e20094
zu	w13_d452e20098
bringen	w15_d452e20101
gesinnet	w1_d452e20106
ist,	w3_d452e20109
dieser	w5_d452e20112
hat	w7_d452e20115
an	w9_d452e20118
vorbesagten	w11_d452e20121
Tag	w13_d452e20125
und	w15_d452e20128
Stund	w1_d452e20133
zu	w3_d452e20136
Kloster=neuburg	w5_d452e20139
auf	w7_d452e20142
des	w9_d452e20145
daselbstigen	w11_d452e20148
Stifts	w1_d452e20154
Rent=kammer	w3_d452e20157
zu	w5_d452e20160
erscheinen,	w7_d452e20163
und	w9_d452e20166
allda	w11_d452e20169
sich	w1_d452e20174
anzumelden.	w3_d452e20177
</p>
<p id="p18_d452e20180">
Es	w1_d452e20184
seynd	w3_d452e20187
zu	w5_d452e20190
verkauffen	w7_d452e20193
4.	w9_d452e20196
Wagen=pferd,	w11_d452e20199
und	w13_d452e20203
3.	w15_d452e20206
Reit=pferd,	w1_d452e20211
welche	w3_d452e20214
aus	w5_d452e20217
2.	w7_d452e20220
Spännier	w9_d452e20223
und	w11_d452e20226
1.	w13_d452e20230
Pola	w15_d452e20233
cken	w1_d452e20238
bestehen,	w3_d452e20241
wer	w5_d452e20244
solche	w7_d452e20247
haben	w9_d452e20250
will,	w11_d452e20253
kan	w13_d452e20257
sich	w15_d452e20260
im	w17_d452e20263
Rosenbergischen	w1_d452e20269
Haus,	w3_d452e20272
von	w5_d452e20275
denen	w7_d452e20278
Augustinern	w9_d452e20281
ge	w11_d452e20284
genüber	w1_d452e20289
im	w3_d452e20292
anderten	w5_d452e20295
Stock	w7_d452e20298
auf	w9_d452e20301
der	w11_d452e20304
hintern	w13_d452e20308
Stie	w15_d452e20311
gen	w1_d452e20316
anmelden.	w3_d452e20319
</p>
<p id="p20_d452e20322">
Es	w1_d452e20326
ist	w3_d452e20329
in	w5_d452e20332
dem	w7_d452e20335
eine	w9_d452e20338
viertel	w11_d452e20341
Stunde	w13_d452e20345
von	w15_d452e20348
Schön	w17_d452e20351
brunn	w1_d452e20356
gelegenen	w3_d452e20359
Dorfe	w5_d452e20362
Lainz	w7_d452e20365
ein	w9_d452e20368
wol=gebautes	w11_d452e20371
Herrn=haus,	w1_d452e20376
darinnen	w3_d452e20379
10.	w5_d452e20382
mobilirte	w7_d452e20385
Zimmer,	w9_d452e20388
ein	w11_d452e20391
grosser	w1_d452e20397
Speise=saal,	w3_d452e20400
3.	w5_d452e20403
Gewölber	w7_d452e20406
und	w9_d452e20409
eine	w11_d452e20412
Kuchel	w13_d452e20416
samt	w1_d452e20421
aller	w3_d452e20424
zur	w5_d452e20427
Wirtschaft	w7_d452e20430
gehörigen	w9_d452e20433
Einrichtung	w11_d452e20436
befindlich,	w1_d452e20441
ingleichen	w3_d452e20444
ein	w5_d452e20447
Stall	w7_d452e20450
auf	w9_d452e20453
6.	w11_d452e20456
Pferde,	w13_d452e20460
ein	w15_d452e20463
wol=angelegter	w1_d452e20468
Garten	w3_d452e20471
mit	w5_d452e20474
einem	w7_d452e20477
Teuchel	w9_d452e20480
und	w11_d452e20483
Drangerie,	w1_d452e20489
verschiedene	w3_d452e20492
Felder,	w5_d452e20495
und	w7_d452e20498
4.	w9_d452e20501
Stück	w11_d452e20504
Kü	w13_d452e20508
be	w1_d452e20513
zu	w3_d452e20516
vermieten	w5_d452e20519
oder	w7_d452e20522
zu	w9_d452e20525
verkauffen,	w11_d452e20528
wer	w13_d452e20532
dazu	w15_d452e20535
Be	w17_d452e20538
lieben	w1_d452e20543
trägt,	w3_d452e20546
hat	w5_d452e20549
sich	w7_d452e20552
auf	w9_d452e20555
dem	w11_d452e20558
hohen	w13_d452e20562
Markt	w15_d452e20565
in	w17_d452e20568
dem	w1_d452e20573
Gräfl.	w3_d452e20576
Walseckischen	w5_d452e20579
Hause	w7_d452e20582
im	w9_d452e20585
1sten	w11_d452e20588
Stock	w13_d452e20592
ruckwärts	w1_d452e20598
im	w3_d452e20601
Hof	w5_d452e20604
zu	w7_d452e20607
melden.	w9_d452e20610
</p>
<p id="p22_d452e20613">
Den	w1_d452e20617
6sten	w3_d452e20620
nächst=künftigen	w5_d452e20623
Monats	w7_d452e20626
Junii,	w9_d452e20629
oder	w11_d452e20632
da	w1_d452e20637
selbigen	w3_d452e20640
