<doc id="wr_1760-12-03" attrs="word" year="1760" month="12" day="03" corpus="2">
<head id="h2_d506e4041">
Journal	w1_d506e4045
Kriegsvor	w11_d506e7668
raht	w1_d506e7673
ab,	w3_d506e7676
und	w5_d506e7679
langte	w7_d506e7682
glücklich	w9_d506e7685
daselbst	w11_d506e7688
an.	w13_d506e7692
Der	w1_d506e7698
ganze	w3_d506e7701
Hof	w5_d506e7704
trauert	w7_d506e7707
3.	w9_d506e7710
Wochen	w11_d506e7713
für	w13_d506e7717
den	w15_d506e7720
König	w1_d506e7725
von	w3_d506e7728
England.	w5_d506e7731
</p>
<head id="h2_d506e7737">
Neapel	w1_d506e7741
15.	w3_d506e7744
November.	w5_d506e7747
</head>
<p id="p4_d506e7750">
Die	w1_d506e7754
allhier	w3_d506e7757
sich	w5_d506e7760
befindende	w7_d506e7763
14.	w9_d506e7766
Batail	w11_d506e7769
lons,	w1_d506e7774
und	w3_d506e7777
5.	w5_d506e7780
Regimenter	w7_d506e7783
Cavallerie	w9_d506e7786
fah	w11_d506e7789
ren	w1_d506e7794
noch	w3_d506e7797
immer	w5_d506e7800
fort	w7_d506e7803
ihre	w9_d506e7806
Kriegs=übungen	w11_d506e7809
zu	w1_d506e7815
machen.	w3_d506e7818
Dieser	w5_d506e7821
Tagen	w7_d506e7824
sind	w9_d506e7827
auf	w11_d506e7830
einem	w13_d506e7834
Kriegs=schif	w1_d506e7839
die	w3_d506e7842
Duchessa	w5_d506e7845
di	w7_d506e7848
Castro	w9_d506e7851
Pi	w11_d506e7854
gnano,	w1_d506e7859
zwey	w3_d506e7862
Cammer=dienerinnen,	w5_d506e7865
und	w7_d506e7868
ei	w9_d506e7871
nige	w1_d506e7876
Officier	w3_d506e7879
der	w5_d506e7882
verstorbenen	w7_d506e7885
Königin	w9_d506e7888
in	w11_d506e7891
Spanien	w1_d506e7897
von	w3_d506e7900
Madrid	w5_d506e7903
allhier	w7_d506e7906
angelanget.	w9_d506e7909
Die	w1_d506e7914
letzte	w3_d506e7917
von	w5_d506e7920
dannen	w7_d506e7923
hier	w9_d506e7926
eingeloffene	w11_d506e7929
Brie	w13_d506e7933
fe	w1_d506e7938
versichern	w3_d506e7941
aber,	w5_d506e7944
daß	w7_d506e7947
weder	w9_d506e7950
in	w11_d506e7953
dem	w13_d506e7957
all	w15_d506e7960
dasigen	w1_d506e7965
Ministerio,	w3_d506e7968
noch	w5_d506e7971
bey	w7_d506e7974
der	w9_d506e7977
Hof=staat	w11_d506e7980
einige	w1_d506e7986
Veränderung	w3_d506e7989
vorgenommen	w5_d506e7992
werden	w7_d506e7995
solle.	w1_d506e8000
Man	w3_d506e8003
ist	w5_d506e8006
nunmehro	w7_d506e8009
beschäftiget	w9_d506e8012
in	w11_d506e8015
der	w1_d506e8020
alhiesigen	w3_d506e8023
Dom=kirche	w5_d506e8026
ein	w7_d506e8029
prächtiges	w9_d506e8032
Trauer=gerüste	w1_d506e8037
aufzurichten,	w3_d506e8040
und	w5_d506e8043
sonsten	w7_d506e8046
allenthalben	w1_d506e8052
die	w3_d506e8055
Kirche	w5_d506e8058
also	w7_d506e8061
auszuzieren,	w9_d506e8064
daß	w1_d506e8069
man	w3_d506e8072
hieraus	w5_d506e8075
sattsam	w7_d506e8078
erkennen	w9_d506e8081
möge,	w11_d506e8084
wie	w1_d506e8089
sehr	w3_d506e8092
man	w5_d506e8095
den	w7_d506e8098
kläglichen	w9_d506e8101
Hintritt	w11_d506e8104
unse	w13_d506e8108
rer	w1_d506e8113
gewesten	w3_d506e8116
Monarchin	w5_d506e8119
beweine.	w7_d506e8122
</p>
<p id="p6_d506e8125">
Nachdeme	w1_d506e8129
man	w3_d506e8132
allhier	w5_d506e8135
in	w7_d506e8138
Erfahrung	w9_d506e8141
ge	w11_d506e8144
bracht,	w1_d506e8149
daß	w3_d506e8152
sich	w5_d506e8155
auf	w7_d506e8158
denen	w9_d506e8161
Anhöhen	w11_d506e8164
von	w13_d506e8168
Jschia	w1_d506e8173
2.	w3_d506e8176
Türkische	w5_d506e8179
Rebequen	w7_d506e8182
erblicken	w9_d506e8185
las	w11_d506e8188
sen,	w1_d506e8194
so	w3_d506e8197
haben	w5_d506e8200
unsere	w7_d506e8203
Febequen	w9_d506e8206
alsogleich	w11_d506e8209
Befehl	w1_d506e8214
bekommen	w3_d506e8217
wider	w5_d506e8220
dieselbe	w7_d506e8223
auszulauf	w9_d506e8226
fen.	w1_d506e8231
Die	w3_d506e8234
Equipage	w5_d506e8237
der	w7_d506e8240
Fürstin	w9_d506e8243
von	w11_d506e8246
Castro	w13_d506e8250
Pignano	w1_d506e8255
ist	w3_d506e8258
ebenfalls	w5_d506e8261
auf	w7_d506e8264
einem	w9_d506e8267
Genuesi	w11_d506e8270
schen	w1_d506e8276
Schif	w3_d506e8279
allhier	w5_d506e8282
glücklich	w7_d506e8285
angekommen.	w9_d506e8288
Alle	w1_d506e8293
unsere	w3_d506e8296
Trupen,	w5_d506e8299
so	w7_d506e8302
bishero	w9_d506e8305
zu	w11_d506e8308
St.	w13_d506e8312
Ger	w15_d506e8315
mano	w1_d506e8320
gestanden,	w3_d506e8323
sind	w5_d506e8326
in	w7_d506e8329
das	w9_d506e8332
Abrtzuische	w11_d506e8335
abmarschieret,	w1_d506e8340
nachdeme	w3_d506e8343
sie	w5_d506e8346
jedoch	w7_d506e8349
vor	w9_d506e8352
hero	w1_d506e8358
an	w3_d506e8361
denen	w5_d506e8364
Gränzen	w7_d506e8367
des	w9_d506e8370
Kirchen=staats	w11_d506e8373
alle	w1_d506e8378
aus	w3_d506e8381
denselben	w5_d506e8384
bekommene	w7_d506e8387
Lebens	w9_d506e8390
</p>
<p id="p12_d506e8404">
mittel	w1_d506e8408
und	w3_d506e8411
andere	w5_d506e8414
Schulden	w7_d506e8417
rein	w9_d506e8420
abgezah	w11_d506e8423
let.	w1_d506e8428
Der	w3_d506e8431
König	w5_d506e8434
hat	w7_d506e8437
von	w9_d506e8440
der	w11_d506e8443
Staatsse	w13_d506e8447
cretaire	w1_d506e8452
einen	w3_d506e8455
ausdrücklichen	w5_d506e8458
Befehl	w7_d506e8461
an	w9_d506e8464
die	w11_d506e8467
Duchessa	w1_d506e8473
di	w3_d506e8476
Celamare,	w5_d506e8479
welche	w7_d506e8482
sich	w9_d506e8485
zu	w11_d506e8488
Rom	w13_d506e8492
seit	w1_d506e8497
einiger	w3_d506e8500
Zeit	w5_d506e8503
befindet,	w7_d506e8506
ausfertigen	w9_d506e8509
las	w11_d506e8512
sen,	w1_d506e8517
in	w3_d506e8520
welchem	w5_d506e8523
derselben	w7_d506e8526
unter	w9_d506e8529
Straf	w11_d506e8532
der	w13_d506e8536
Sequestrirung	w1_d506e8541
aller	w3_d506e8544
ihrer	w5_d506e8547
Güter	w7_d506e8550
aufgetra	w9_d506e8553
gen	w1_d506e8559
wird,	w3_d506e8562
längstens	w5_d506e8565
im	w7_d506e8568
Monat	w9_d506e8571
Decemb.	w11_d506e8574
hiehero	w1_d506e8579
zuruck	w3_d506e8582
zu	w5_d506e8585
kehren.	w7_d506e8588
</p>
<head id="h2_d506e8594">
Aus	w1_d506e8598
der	w3_d506e8601
Neu=Mark,	w5_d506e8604
13.	w7_d506e8607
Nov.	w1_d506e8612
</head>
<p id="p4_d506e8615">
Die	w1_d506e8619
Trupen	w3_d506e8622
des	w5_d506e8625
Prinzens	w7_d506e8628
Eugene	w9_d506e8631
von	w11_d506e8634
Würtenberg	w1_d506e8639
nähern	w3_d506e8642
sich	w5_d506e8645
dieser	w7_d506e8648
Provinz	w9_d506e8651
immer	w11_d506e8654
mehr,	w1_d506e8659
und	w3_d506e8662
werden	w5_d506e8665
in	w7_d506e8668
ein	w9_d506e8671
paar	w11_d506e8674
Tagen	w13_d506e8678
in	w15_d506e8681
der	w17_d506e8684
Gegend	w1_d506e8690
Cüstrin	w3_d506e8693
zu	w5_d506e8696
stehen	w7_d506e8699
kommen.	w9_d506e8702
Man	w11_d506e8705
sagt,	w1_d506e8710
daß	w3_d506e8713
denselben	w5_d506e8716
ein	w7_d506e8719
stärkeres	w9_d506e8722
Corps	w11_d506e8725
nachfolgen	w1_d506e8730
solle,	w3_d506e8733
um	w5_d506e8736
einen	w7_d506e8739
annoch	w9_d506e8742
unbe	w11_d506e8745
kannten	w1_d506e8750
Entwurf	w3_d506e8753
auszuführen.	w5_d506e8756
Der	w7_d506e8759
Ge	w9_d506e8762
neral	w1_d506e8768
Tottleben	w3_d506e8771
steht	w5_d506e8774
jetzo	w7_d506e8777
hinter	w9_d506e8780
Stargard.	w11_d506e8783
</p>
<head id="h2_d506e8790">
Aus	w1_d506e8794
Franken	w3_d506e8797
20.	w5_d506e8800
Nov.	w7_d506e8803
</head>
<p id="p4_d506e8806">
Die	w1_d506e8810
Briefe	w3_d506e8813
von	w5_d506e8816
der	w7_d506e8819
Reichs=armee	w9_d506e8822
mel	w11_d506e8825
den,	w1_d506e8830
daß	w3_d506e8833
selbige	w5_d506e8836
über	w7_d506e8839
Zwickau	w9_d506e8842
nach	w11_d506e8845
Rei	w13_d506e8849
chenbach	w1_d506e8854
marschiere.	w3_d506e8857
Die	w5_d506e8860
bey	w7_d506e8863
Torgau	w9_d506e8866
ge	w11_d506e8869
machte	w1_d506e8875
Preußische	w3_d506e8878
Kriegs=gefangene	w5_d506e8881
sind	w7_d506e8884
nunmehro	w1_d506e8889
nach	w3_d506e8892
Schwaben	w5_d506e8895
abgegangen.	w7_d506e8898
Die	w1_d506e8903
gefangene	w3_d506e8906
Wittenbergische	w5_d506e8909
Besatzung	w7_d506e8912
ist,	w1_d506e8917
soviel	w3_d506e8920
die	w5_d506e8923
Gemeinen	w7_d506e8926
betrift,	w9_d506e8929
noch	w11_d506e8932
in	w13_d506e8936
de	w15_d506e8939
nen	w1_d506e8945
Nürnbergischen	w3_d506e8948
geschlossenen	w5_d506e8951
Oertern,	w7_d506e8954
die	w1_d506e8959
Officiers	w3_d506e8962
aber	w5_d506e8965
in	w7_d506e8968
dem	w9_d506e8971
Bambergischen	w11_d506e8974
einquartiret,	w1_d506e8979
und	w3_d506e8982
hat	w5_d506e8985
der	w7_d506e8988
Fränkische	w9_d506e8991
Creis	w11_d506e8994
bey	w1_d506e8999
der	w3_d506e9002
Reichs=generalität	w5_d506e9005
angetragen,	w7_d506e9008
daß	w9_d506e9011
diese	w1_d506e9017
Völker	w3_d506e9020
gleichfalls	w5_d506e9023
nach	w7_d506e9026
Schwaben	w9_d506e9029
ge	w11_d506e9032
bracht	w1_d506e9037
werden	w3_d506e9040
möchten.	w5_d506e9043
</p>
<head id="h2_d506e9049">
Prag	w1_d506e9053
29.	w3_d506e9056
November.	w5_d506e9059
</head>
<p id="p4_d506e9062">
Es	w1_d506e9066
ist	w3_d506e9069
den	w5_d506e9072
21.	w7_d506e9075
dieses	w9_d506e9078
der	w11_d506e9081
erste	w13_d506e9085
Trans	w15_d506e9088
port	w1_d506e9093
derer	w3_d506e9096
bey	w5_d506e9099
der	w7_d506e9102
blutigen	w9_d506e9105
Action	w11_d506e9108
von	w13_d506e9112
3.	w15_d506e9115
dieses	w1_d506e9120
lauffenden	w3_d506e9123
Monats	w5_d506e9126
gemachten	w7_d506e9129
Königl.	w9_d506e9132
Preußischen	w1_d506e9138
Kriegs=gefangenen	w3_d506e9141
aus	w5_d506e9144
39.	w7_d506e9147
</p>
<p id="p6_d506e9150">
Officiers	w1_d506e9154
bestehend,	w3_d506e9157
worunter	w5_d506e9160
sich	w7_d506e9163
die	w9_d506e9166
Hrn.	w11_d506e9169
General=leutenants	w1_d506e9174
Graf	w3_d506e9177
von	w5_d506e9180
Finkenstein	w7_d506e9183
und	w1_d506e9188
von	w3_d506e9191
Bülow,	w5_d506e9194
nebst	w7_d506e9197
denen	w9_d506e9200
Obristen	w11_d506e9203
von	w13_d506e9207
Schwerin	w1_d506e9213
und	w3_d506e9216
von	w5_d506e9219
Mellin	w7_d506e9222
befinden,	w9_d506e9225
hier	w11_d506e9228
eingetroffen.	w1_d506e9233
Den	w3_d506e9236
24.	w5_d506e9239
dieses	w7_d506e9242
aber	w9_d506e9245
ruckte	w11_d506e9248
der	w1_d506e9253
erste	w3_d506e9256
Trans=port	w5_d506e9259
von	w7_d506e9262
Unter=officiers	w9_d506e9265
und	w1_d506e9270
Gemeinen	w3_d506e9273
1700.	w5_d506e9276
Mann	w7_d506e9279
stark,	w9_d506e9282
unter	w11_d506e9285
einer	w1_d506e9291
hinlänglichen	w3_d506e9294
Bedeckung	w5_d506e9297
von	w7_d506e9300
Croaten,	w9_d506e9303
und	w1_d506e9308
dem	w3_d506e9311
St.	w5_d506e9314
Jgnonischen	w7_d506e9317
Dragonerregi	w9_d506e9320
ment	w1_d506e9325
hier	w3_d506e9328
ein,	w5_d506e9331
welche	w7_d506e9334
den	w9_d506e9337
25.	w11_d506e9340
weiters	w13_d506e9344
ih	w15_d506e9347
ren	w1_d506e9352
Marsch	w3_d506e9355
nach	w5_d506e9358
Ober=Oesterreich	w7_d506e9361
antretten	w9_d506e9364
musten,	w1_d506e9370
welchen	w3_d506e9373
den	w5_d506e9376
27.	w7_d506e9379
dieses	w9_d506e9382
unter	w11_d506e9385
einer	w13_d506e9389
starken	w1_d506e9394
Bedeckung	w3_d506e9397
von	w5_d506e9400
Cavallerie	w7_d506e9403
wieder	w9_d506e9406
bey	w1_d506e9411
2000.	w3_d506e9414
Mann	w5_d506e9417
derley	w7_d506e9420
Kriegs=gefangene	w9_d506e9423
nachfolgten,	w1_d506e9428
die	w3_d506e9431
gestern	w5_d506e9434
nach	w7_d506e9437
gehaltenen	w9_d506e9440
Rast	w11_d506e9443
tag	w1_d506e9449
ebenfalls	w3_d506e9452
nach	w5_d506e9455
dem	w7_d506e9458
Ort	w9_d506e9461
ihrer	w11_d506e9464
Bestim	w13_d506e9468
mung	w1_d506e9473
in	w3_d506e9476
Ober=Oesterreich	w5_d506e9479
aufbrechen	w7_d506e9482
mü	w9_d506e9485
sten.	w1_d506e9490
Es	w3_d506e9493
veroffenbaret	w5_d506e9496
sich	w7_d506e9499
also	w9_d506e9502
abermal	w11_d506e9505
wie	w1_d506e9510
sehr	w3_d506e9513
sich	w5_d506e9516
der	w7_d506e9519
Berliner	w9_d506e9522
Zeitungsschrei	w11_d506e9525
ber	w1_d506e9531
wieder	w3_d506e9534
geirret,	w5_d506e9537
da	w7_d506e9540
er	w9_d506e9543
in	w11_d506e9546
seinen	w13_d506e9550
Haude	w15_d506e9553
und	w1_d506e9558
Spenerischen	w3_d506e9561
Berliner=Nachrichten	w5_d506e9564
Num.	w1_d506e9569
138.	w3_d506e9572
die	w5_d506e9575
in	w7_d506e9578
diesseitige	w9_d506e9581
Kriegsgefan	w11_d506e9584
genschaft	w1_d506e9589
verfallene	w3_d506e9592
Preußische	w5_d506e9595
Trupen	w7_d506e9598
nur	w9_d506e9601
auf	w1_d506e9607
eine	w3_d506e9610
Anzahl	w5_d506e9613
von	w7_d506e9616
1500.	w9_d506e9619
Gemeinen,	w11_d506e9622
ausser	w1_d506e9627
2.	w3_d506e9630
Generals	w5_d506e9633
und	w7_d506e9636
einigen	w9_d506e9639
Officiers	w11_d506e9642
angiebet.	w1_d506e9647
Die	w3_d506e9650
Preußische	w5_d506e9653
Deserteurs	w7_d506e9656
kom	w9_d506e9659
men	w1_d506e9664
abermalen	w3_d506e9667
häufiger	w5_d506e9670
als	w7_d506e9673
jemals	w9_d506e9676
an,	w11_d506e9679
und	w13_d506e9683
die	w1_d506e9689
diesseitige	w3_d506e9692
Trupen,	w5_d506e9695
welche	w7_d506e9698
bey	w9_d506e9701
obgedach	w11_d506e9704
ter	w1_d506e9709
Action	w3_d506e9712
in	w5_d506e9715
die	w7_d506e9718
Preußische	w9_d506e9721
Kriegsgefan	w11_d506e9724
genschaft	w1_d506e9729
gerahten,	w3_d506e9732
langen	w5_d506e9735
ebenfalls	w7_d506e9738
hauf	w9_d506e9741
fenweis	w1_d506e9746
sowol	w3_d506e9749
hier,	w5_d506e9752
als	w7_d506e9755
bey	w9_d506e9758
der	w11_d506e9761
Armee,	w13_d506e9765
und	w1_d506e9771
in	w3_d506e9774
ihren	w5_d506e9777
Regiments=depositortis	w7_d506e9780
an,	w9_d506e9783
und	w1_d506e9788
hat	w3_d506e9791
man	w5_d506e9794
diese	w7_d506e9797
Täge	w9_d506e9800
hindurch	w11_d506e9803
nur	w13_d506e9807
allein	w15_d506e9810
hier	w1_d506e9815
dergleichen	w3_d506e9818
selbst	w5_d506e9821
ranzionirter	w7_d506e9824
brafer	w9_d506e9827
Leuten	w1_d506e9832
zu	w3_d506e9835
100.	w5_d506e9838
auch	w7_d506e9841
150.	w9_d506e9844
Mann	w11_d506e9847
in	w13_d506e9851
einem	w15_d506e9854
Tage	w1_d506e9860
ankommen	w3_d506e9863
gesehen.	w5_d506e9866
</p>
<head id="h2_d506e9872">
Hannover	w1_d506e9876
12.	w3_d506e9879
November.	w5_d506e9882
</head>
<p id="p4_d506e9885">
Da	w1_d506e9889
aus	w3_d506e9892
dem	w5_d506e9895
Hildesheimischen	w7_d506e9898
Streife	w9_d506e9901
reyen	w1_d506e9906
von	w3_d506e9909
den	w5_d506e9912
Franzosen	w7_d506e9915
vorgenommen	w9_d506e9918
wer	w11_d506e9921
den	w1_d506e9926
können;	w3_d506e9929
so	w5_d506e9932
hat	w7_d506e9935
man	w9_d506e9938
auf	w11_d506e9941
alle	w13_d506e9945
Vorfälle	w15_d506e9948
</p>
<p id="p10_d506e9961">
gute	w1_d506e9965
Veranstaltungen	w3_d506e9968
getroffen.	w5_d506e9971
Es	w7_d506e9974
wer	w9_d506e9977
den	w1_d506e9982
täglich	w3_d506e9985
gegen	w5_d506e9988
Abend	w7_d506e9991
starke	w9_d506e9994
Piquets	w11_d506e9997
aus	w13_d506e10001
gestellet.	w1_d506e10006
Die	w3_d506e10009
Limmer=brücke	w5_d506e10012
bey	w7_d506e10015
Herren	w9_d506e10018
hausen	w1_d506e10024
ist	w3_d506e10027
mit	w5_d506e10030
Spanischen	w7_d506e10033
Reutern	w9_d506e10036
besetzt,	w11_d506e10039
und	w1_d506e10044
die	w3_d506e10047
neuerrichtete	w5_d506e10050
Batterie	w7_d506e10053
am	w9_d506e10056
Egydien	w11_d506e10059
Thor,	w1_d506e10064
da	w3_d506e10067
aus	w5_d506e10070
selbigen	w7_d506e10073
der	w9_d506e10076
Weg	w11_d506e10079
nach	w13_d506e10083
Hil	w15_d506e10086
desheim	w1_d506e10091
gehet,	w3_d506e10094
mit	w5_d506e10097
geladenen	w7_d506e10100
Stücken	w9_d506e10103
ge	w11_d506e10106
pflanzet.	w1_d506e10112
Die	w3_d506e10115
Schlag=bäume	w5_d506e10118
vor	w7_d506e10121
den	w9_d506e10124
Tho	w11_d506e10127
ren	w1_d506e10132
werden	w3_d506e10135
nicht	w5_d506e10138
anders,	w7_d506e10141
als	w9_d506e10144
im	w11_d506e10147
benöthig	w13_d506e10151
ten	w1_d506e10156
Fall	w3_d506e10159
aufgezogen.	w5_d506e10162
Die	w7_d506e10165
Stadt	w9_d506e10168
Göttin	w11_d506e10171
gen	w1_d506e10176
hat	w3_d506e10179
annoch	w5_d506e10182
starke	w7_d506e10185
feindliche	w9_d506e10188
Besatzung.	w11_d506e10191
Von	w1_d506e10197
der	w3_d506e10200
Armee	w5_d506e10203
ist	w7_d506e10206
nichts	w9_d506e10209
veränderliches	w11_d506e10212
eingegangen.	w1_d506e10217
</p>
<head id="h2_d506e10223">
Wien	w1_d506e10227
den	w3_d506e10230
3.	w5_d506e10233
December	w7_d506e10236
1760.	w9_d506e10239
</head>
<p id="p4_d506e10242">
Zonntags	w1_d506e10246
Vormittas	w3_d506e10249
ware	w5_d506e10252
in	w7_d506e10255
Beywoh	w9_d506e10258
nung	w1_d506e10263
allerhöchsten	w3_d506e10266
Herrschaften	w5_d506e10269
un	w7_d506e10272
ter	w1_d506e10277
Aufwartung	w3_d506e10280
des	w5_d506e10283
Päpstl.	w7_d506e10286
Monsig.	w9_d506e10289
Nun	w11_d506e10292
tii	w1_d506e10298
der	w3_d506e10301
gewönlich=offentliche	w5_d506e10304
GOttes=dienst	w7_d506e10307
in	w1_d506e10312
der	w3_d506e10315
grossen	w5_d506e10318
Hof=capellen;	w7_d506e10321
dann	w9_d506e10324
Nach	w11_d506e10327
mittags	w1_d506e10332
um	w3_d506e10335
5.	w5_d506e10338
Uhr	w7_d506e10341
haben	w9_d506e10344
Se.	w11_d506e10347
Majestät	w13_d506e10351
der	w1_d506e10356
Kaiser	w3_d506e10359
mit	w5_d506e10362
Jhren	w7_d506e10365
Königl.	w9_d506e10368
Hoheiten	w11_d506e10371
de	w13_d506e10375
nen	w1_d506e10381
Durchl.	w3_d506e10384
Erz=herzogen	w5_d506e10387
Joseph,	w7_d506e10390
Carl,	w9_d506e10393
und	w1_d506e10398
Leopold,	w3_d506e10401
unter	w5_d506e10404
mehrmaliger	w7_d506e10407
Aufwar	w9_d506e10410
tung	w1_d506e10415
des	w3_d506e10418
Päpstl.	w5_d506e10421
Nuntii,	w7_d506e10424
und	w9_d506e10427
19.	w11_d506e10430
Her	w13_d506e10434
ren	w1_d506e10439
Toisonisten,	w3_d506e10442
in	w5_d506e10445
ihren	w7_d506e10448
hohen	w9_d506e10451
Ordens	w11_d506e10454
kleidungen	w1_d506e10460
über	w3_d506e10463
den	w5_d506e10466
Augustiner=gang	w7_d506e10469
zu	w9_d506e10472
denen	w1_d506e10477
WW.	w3_d506e10480
EE.	w5_d506e10483
PP.	w7_d506e10486
Augustinern	w9_d506e10489
sich	w11_d506e10492
be	w13_d506e10496
geben,	w1_d506e10501
und	w3_d506e10504
haben	w5_d506e10507
alda,	w7_d506e10510
wegen	w9_d506e10513
dem	w11_d506e10516
trans	w13_d506e10520
ferirten	w1_d506e10525
St.	w3_d506e10528
Andreä=fest	w5_d506e10531
der	w7_d506e10534
feyerlichen	w9_d506e10537
Toi	w11_d506e10540
son=vesper,	w1_d506e10546
dann	w3_d506e10549
</p>
<p id="p6_d506e10552">
Montags	w1_d506e10556
den	w3_d506e10559
1.	w5_d506e10562
Decemb.	w7_d506e10565
Vormittags	w9_d506e10568
gegen	w1_d506e10573
11.	w3_d506e10576
Uhr	w5_d506e10579
in	w7_d506e10582
abermaliger	w9_d506e10585
Aufwartung	w11_d506e10588
19.	w1_d506e10593
Herren	w3_d506e10596
Toisonisten	w5_d506e10599
dem	w7_d506e10602
feyerlichen	w9_d506e10605
Toi	w11_d506e10608
son	w1_d506e10614
amt	w3_d506e10617
bey	w5_d506e10620
denen	w7_d506e10623
WW.	w9_d506e10626
EE.	w11_d506e10629
PP.	w13_d506e10633
Au	w15_d506e10636
gustinern	w1_d506e10641
beygewohnet,	w3_d506e10644
dann	w5_d506e10647
Mittags	w7_d506e10650
mit	w9_d506e10653
Jhren	w1_d506e10658
Königl.	w3_d506e10661
Hoheit	w5_d506e10664
en	w7_d506e10667
dem	w9_d506e10670
Durchl.	w11_d506e10673
Erz	w13_d506e10677
herzogen	w1_d506e10682
Joseph,	w3_d506e10685
Carl,	w5_d506e10688
und	w7_d506e10691
Leopold	w9_d506e10694
allein,	w11_d506e10697
dann	w1_d506e10703
unterhalb	w3_d506e10706
der	w5_d506e10709
Kaiserl.	w7_d506e10712
Mundtafel	w9_d506e10715
die	w1_d506e10720
besagte	w3_d506e10723
Herren	w5_d506e10726
Toisonisten	w7_d506e10729
unter	w9_d506e10732
einer	w11_d506e10735
virtuosen	w1_d506e10740
Tafel=musique	w3_d506e10743
offentlich	w5_d506e10746
gespeiset.	w7_d506e10749
</p>
<p id="p8_d506e10752">
Gestern	w1_d506e10756
seynd	w3_d506e10759
für	w5_d506e10762
die	w7_d506e10765
Hoch=abeliche	w9_d506e10768
Stern=kreutz=ordens=dame	w1_d506e10773
(Titl.)	w3_d506e10776
Frau	w5_d506e10779
Sophia	w1_d506e10784
verwittibten	w3_d506e10787
Marchesin	w5_d506e10790
von	w7_d506e10793
Houns	w9_d506e10796
broucke,	w1_d506e10802
geborne	w3_d506e10805
Gräfin	w5_d506e10808
von	w7_d506e10811
Schönborn,	w9_d506e10814
so	w1_d506e10819
den	w3_d506e10822
5.	w5_d506e10825
Novemb.	w7_d506e10828
dies	w9_d506e10831
Jahrs	w11_d506e10834
zu	w13_d506e10838
Rü	w15_d506e10841
remonde	w1_d506e10846
in	w3_d506e10849
GOtt	w5_d506e10852
seelig	w7_d506e10855
entschlaffen,	w9_d506e10858
in	w11_d506e10861
der	w13_d506e10865
grossen	w1_d506e10870
Hof=kapellen	w3_d506e10873
die	w5_d506e10876
Exequien	w7_d506e10879
gehalten	w9_d506e10882
worden.	w1_d506e10888
</p>
<p id="p10_d506e10891">
Abends	w1_d506e10895
gegen	w3_d506e10898
5.	w5_d506e10901
Uhr	w7_d506e10904
seynd	w9_d506e10907
Se.	w11_d506e10910
Excell	w13_d506e10914
der	w1_d506e10919
commandirende	w3_d506e10922
Feld=marschall	w5_d506e10925
Graf	w7_d506e10928
von	w1_d506e10933
Daun	w3_d506e10936
von	w5_d506e10939
der	w7_d506e10942
Kaiserl.	w9_d506e10945
Königl.	w11_d506e10948
Haupt	w13_d506e10952
armee	w1_d506e10958
über	w3_d506e10961
Böhmen	w5_d506e10964
alhier	w7_d506e10967
glücklich	w9_d506e10970
ange	w11_d506e10973
langet.	w1_d506e10978
</p>
<head id="h2_d506e10984">
Lista	w1_d506e10988
deren	w3_d506e10991
Verstorbenen	w5_d506e10994
zu	w7_d506e10997
Wien	w9_d506e11000
in	w1_d506e11005
und	w3_d506e11008
vor	w5_d506e11011
der	w7_d506e11014
Stadt.	w9_d506e11017
Den	w1_d506e11022
28.	w3_d506e11025
Nov.	w5_d506e11028
Jn	w1_d506e11034
der	w3_d506e11037
Stadt.	w5_d506e11040
</head>
<list id="l4_d506e11043">
Dem	w1_d506e11047
Hrn.	w3_d506e11050
Jos.	w5_d506e11053
Reichtbauer,	w7_d506e11056
Fürstl.	w9_d506e11059
Passauerisch.	w11_d506e11062
Canzl.=offic.,	w1_d506e11067
s.	w3_d506e11070
K.	w5_d506e11073
Maria	w7_d506e11076
Anna,	w9_d506e11079
im	w11_d506e11082
Goldhanis.	w13_d506e11086
H.	w1_d506e11091
auf	w3_d506e11094
der	w5_d506e11097
Fischer=stieg.,	w7_d506e11100
alt	w9_d506e11103
7.	w11_d506e11106
v.	w13_d506e11110
J.	w15_d506e11113
</list>
<head id="h2_d506e11120">
Vor	w1_d506e11124
der	w3_d506e11127
Stadt.	w5_d506e11130
</head>
<list id="l4_d506e11133">
Dem	w1_d506e11137
Pet.	w3_d506e11140
Fridrich,	w5_d506e11143
Schulmeist.,	w7_d506e11146
s.	w9_d506e11149
K.	w11_d506e11152
Veit,	w13_d506e11156
im	w15_d506e11159
Brandauis.	w1_d506e11164
H.	w3_d506e11167
am	w5_d506e11170
Renn=weg,	w7_d506e11173
alt	w9_d506e11176
4.	w11_d506e11179
J.	w13_d506e11183
Dem	w1_d506e11188
Jos.	w3_d506e11191
Ortwein,	w5_d506e11194
Bestand=wirt,	w7_d506e11197
s.	w9_d506e11200
W.	w11_d506e11203
Anna,	w13_d506e11207
bey	w15_d506e11210
dem	w1_d506e11216
gold.	w3_d506e11219
Adl.	w5_d506e11222
am	w7_d506e11225
Neubau,	w9_d506e11228
alt	w11_d506e11231
26.	w13_d506e11235
J.	w15_d506e11238
Cathar.	w1_d506e11243
Poxbergerin,	w3_d506e11246
Wittwe,	w5_d506e11249
beym	w7_d506e11252
gold.	w9_d506e11255
Adl.	w11_d506e11258
bey	w13_d506e11262
St.	w1_d506e11267
Ulrich,	w3_d506e11270
alt	w5_d506e11273
64.	w7_d506e11276
