<doc id="wr_1756-08-11" attrs="word" year="1756" month="08" day="11" corpus="2">
<head id="h2_d64e2523">
Boston	w1_d64e2527
&	w5_d64e17031
pour	w7_d64e17034
retenir	w9_d64e17037
l’Hi-	w11_d64e17040
Roire	w1_d64e17045
&	w3_d64e17048
la	w5_d64e17051
Chronologie	w7_d64e17054
universelle;	w9_d64e17057
Et	w1_d64e17062
en	w3_d64e17065
particulier	w5_d64e17068
l'’Histoire	w7_d64e17071
Sainte,	w9_d64e17074
l'’Hi-	w11_d64e17077
stoire	w1_d64e17083
Ecclesiastique	w3_d64e17086
l-Histoire	w5_d64e17089
de	w7_d64e17092
France	w9_d64e17095
par	w1_d64e17100
le	w3_d64e17103
Pere	w5_d64e17106
Buffier.	w7_d64e17109
III.	w9_d64e17112
Tomes.	w11_d64e17115
12mo,	w13_d64e17119
Pa-	w15_d64e17122
ris.	w1_d64e17127
1748.	w3_d64e17130
2.	w5_d64e17133
fl.	w7_d64e17136
30.	w9_d64e17139
xI.	w11_d64e17142
A	w1_d64e17147
Map	w3_d64e17150
of	w5_d64e17153
the	w7_d64e17156
Brittish	w9_d64e17159
and	w11_d64e17162
French	w13_d64e17166
Do-	w15_d64e17169
minions	w1_d64e17175
in	w3_d64e17178
North	w5_d64e17181
America,	w7_d64e17184
with	w9_d64e17187
the	w11_d64e17190
Reads,	w1_d64e17195
Distances,	w3_d64e17198
Limits	w5_d64e17201
and	w7_d64e17204
Extent	w9_d64e17207
of	w11_d64e17210
the	w1_d64e17215
Settlements,	w3_d64e17218
bi	w5_d64e17221
Tn.	w7_d64e17224
Mitchell,	w9_d64e17227
en	w11_d64e17230
huit	w1_d64e17235
seuilles.	w3_d64e17238
16.	w5_d64e17241
fl.	w7_d64e17244
40.	w9_d64e17247
xr.	w11_d64e17250
A	w1_d64e17256
Mep	w3_d64e17259
of	w5_d64e17262
the	w7_d64e17265
Brittish	w9_d64e17268
Empire	w11_d64e17271
in	w13_d64e17275
Ame-	w15_d64e17278
rica.	w1_d64e17283
with	w3_d64e17286
the	w5_d64e17289
French,	w7_d64e17292
Spanish	w9_d64e17295
and	w11_d64e17298
the	w1_d64e17303
Duteh	w3_d64e17306
Settlements,	w5_d64e17309
adjaceut	w7_d64e17312
the-	w9_d64e17315
aeta,	w1_d64e17320
by	w3_d64e17323
Henry,	w5_d64e17326
Popple,	w7_d64e17329
en	w9_d64e17332
Sept	w11_d64e17335
feuilles	w13_d64e17339
12.	w1_d64e17345
fl.	w3_d64e17348
30.	w5_d64e17351
xr.	w7_d64e17354
Memoires	w1_d64e17359
concernants	w3_d64e17362
Christine	w5_d64e17365
Reine	w7_d64e17368
</list>
<p id="p26_d64e17372">
de	w1_d64e17376
Suede,	w3_d64e17379
pour	w5_d64e17382
servir	w7_d64e17385
d'Eclaircissement	w9_d64e17388
à	w1_d64e17393
l'Histoire	w3_d64e17396
de	w5_d64e17399
son	w7_d64e17402
Regne,	w9_d64e17405
&	w11_d64e17408
principa-	w13_d64e17412
lement	w1_d64e17417
de	w3_d64e17420
sa	w5_d64e17423
Vie	w7_d64e17426
priveé,	w9_d64e17429
&	w11_d64e17432
aux	w13_d64e17436
Evene-	w15_d64e17439
mens	w1_d64e17445
de	w3_d64e17448
l'Histoire	w5_d64e17451
de	w7_d64e17454
son	w9_d64e17457
Tems,	w11_d64e17460
civiles	w13_d64e17464
&	w1_d64e17469
Litteraires	w3_d64e17472
suivis	w5_d64e17475
de	w7_d64e17478
deux	w9_d64e17481
Ouvrages	w11_d64e17484
de	w1_d64e17489
cette	w3_d64e17492
savante	w5_d64e17495
Princesse,	w7_d64e17498
Jqui	w9_d64e17501
n	w11_d64e17504
ont	w13_d64e17508
jamais	w1_d64e17513
été	w3_d64e17516
imprimés,	w5_d64e17519
Le	w7_d64e17522
tout	w9_d64e17525
fondé	w11_d64e17528
sur	w13_d64e17532
ses	w1_d64e17538
Lettres	w3_d64e17541
&	w5_d64e17544
recueilli	w7_d64e17547
des	w9_d64e17550
Historiens	w11_d64e17553
&	w13_d64e17557
Monumens	w1_d64e17562
les	w3_d64e17565
plus	w5_d64e17568
authentiques	w7_d64e17571
&c.	w9_d64e17574
II.	w1_d64e17579
Tomes	w3_d64e17582
4.	w5_d64e17585
Amst.	w7_d64e17588
1751.	w9_d64e17591
fl.	w11_d64e17594
12.	w13_d64e17598
</p>
<p id="p28_d64e17601">
Historische	w1_d64e17605
Merkwürdigkeiten	w3_d64e17608
die	w5_d64e17611
Königin	w7_d64e17614
Christina	w1_d64e17619
von	w3_d64e17622
Schweden	w5_d64e17625
betreffend;	w7_d64e17628
zur	w9_d64e17631
Er	w11_d64e17634
läuterung	w1_d64e17639
der	w3_d64e17642
Geschichte	w5_d64e17645
ihrer	w7_d64e17648
Regierung	w9_d64e17651
und	w11_d64e17654
insonderheit	w1_d64e17660
ihres	w3_d64e17663
Privat=lebens,	w5_d64e17666
wie	w7_d64e17669
auch	w9_d64e17672
der	w1_d64e17677
Civil	w3_d64e17680
und	w5_d64e17683
Gelehrten=historie	w7_d64e17686
ihrer	w9_d64e17689
Zeit	w11_d64e17692
</p>
<p id="p30_d64e17695">
nebst	w1_d64e17699
zweyen	w3_d64e17702
noch	w5_d64e17705
nie	w7_d64e17708
gedruckten	w9_d64e17711
Werkern	w11_d64e17714
dieser	w1_d64e17719
gelehrten	w3_d64e17722
Prinzeßin;	w5_d64e17725
durchgehends	w7_d64e17728
auf	w1_d64e17733
deren	w3_d64e17736
Briefe	w5_d64e17739
gegründet,	w7_d64e17742
und	w9_d64e17745
aus	w11_d64e17748
den	w13_d64e17752
be	w15_d64e17755
währtesten	w1_d64e17761
Geschicht=schreibern,	w3_d64e17764
beglaubten	w5_d64e17767
handschrifften	w1_d64e17772
und	w3_d64e17775
gedruckten	w5_d64e17778
Urkunden	w7_d64e17781
zusam	w9_d64e17784
men	w1_d64e17789
getragen	w3_d64e17792
rc.	w5_d64e17795
2.	w7_d64e17798
Theile	w9_d64e17801
4to	w11_d64e17804
Leipzig	w13_d64e17808
1751.	w15_d64e17811
fl.	w1_d64e17816
12.	w3_d64e17819
</p>
<list id="l32_d64e17822">
Eyßvogels	w1_d64e17826
(Friedrich	w3_d64e17829
Gottlob)	w5_d64e17832
neueröf	w7_d64e17835
netes	w1_d64e17840
Magazin,	w3_d64e17843
bestehend	w5_d64e17846
in	w7_d64e17849
einer	w9_d64e17852
Versamm	w11_d64e17855
lung,	w1_d64e17860
allerhand	w3_d64e17863
rarer	w5_d64e17866
Künste	w7_d64e17869
und	w9_d64e17872
besondern	w11_d64e17875
Wissenschafften,	w1_d64e17881
durch	w3_d64e17884
welche	w5_d64e17887
sich	w7_d64e17890
alle	w9_d64e17893
Arten	w11_d64e17896
der	w1_d64e17901
Künstler	w3_d64e17904
grossen	w5_d64e17907
Nutzen	w7_d64e17910
verschaffen	w9_d64e17913
kön	w11_d64e17916
nen.	w1_d64e17921
Aus	w3_d64e17924
denen	w5_d64e17927
bißhero	w7_d64e17930
geheim	w9_d64e17933
gehaltenen	w11_d64e17936
Manuscriptis	w1_d64e17941
mit	w3_d64e17944
besonderem	w5_d64e17947
Fleiß	w7_d64e17950
zusam	w9_d64e17953
men	w1_d64e17959
getragen	w3_d64e17962
und	w5_d64e17965
in	w7_d64e17968
zwey	w9_d64e17971
Theile	w11_d64e17974
abgefasset	w13_d64e17978
8vo	w1_d64e17983
Bamberg,	w3_d64e17986
1756.	w5_d64e17989
fl.	w7_d64e17992
2.	w9_d64e17995
Barthel	w1_d64e18000
(Joh.	w3_d64e18003
Casp.)	w5_d64e18006
Opuscula	w7_d64e18009
juridi-	w9_d64e18012
ca	w1_d64e18017
varii	w3_d64e18020
Argumenti	w5_d64e18023
antea	w7_d64e18026
scorsim	w9_d64e18029
jam	w11_d64e18032
vero	w1_d64e18038
ob	w3_d64e18041
raritatem	w5_d64e18044
&	w7_d64e18047
Doctissimorum	w9_d64e18050
Vi	w11_d64e18053
vorum	w1_d64e18058
Desiderium	w3_d64e18061
collectim	w5_d64e18064
edita	w7_d64e18067
II.	w9_d64e18070
Tom.	w1_d64e18075
4to	w3_d64e18078
Bambergæ	w5_d64e18081
1756.	w7_d64e18084
4.	w9_d64e18087
fl.	w11_d64e18090
30.	w13_d64e18094
xr.	w15_d64e18097
Neuere	w1_d64e18102
Geschichte	w3_d64e18105
der	w5_d64e18108
Chineser,	w7_d64e18111
Japonien,	w9_d64e18114
Jndianer,	w1_d64e18120
Persianer,	w3_d64e18123
Türken	w5_d64e18126
und	w7_d64e18129
Russenst.	w9_d64e18132
als	w1_d64e18137
einer	w3_d64e18140
Fortsetzung	w5_d64e18143
von	w7_d64e18146
Rollins	w9_d64e18149
älteren	w11_d64e18152
Geschichte,	w1_d64e18157
aus	w3_d64e18160
dem	w5_d64e18163
Französischen	w7_d64e18166
überse	w9_d64e18169
tzet.	w1_d64e18174
2ter	w3_d64e18177
Thel	w5_d64e18180
8.	w7_d64e18183
Berlin	w9_d64e18186
1756.	w11_d64e18189
51.	w13_d64e18193
Kr.	w15_d64e18196
Auch	w1_d64e18202
ist	w3_d64e18205
hievon	w5_d64e18208
der	w7_d64e18211
1ste	w9_d64e18214
und	w11_d64e18217
2te	w13_d64e18221
Theil	w15_d64e18224
pr.	w17_d64e18227
1.	w1_d64e18232
fl.	w3_d64e18235
42.	w5_d64e18238
Kr.	w7_d64e18241
zu	w9_d64e18244
haben.	w11_d64e18247
Zusätze	w1_d64e18252
des	w3_d64e18255
Johann	w5_d64e18258
Baptista	w7_d64e18261
dau	w9_d64e18264
Halb,	w11_d64e18267
ausführlichen	w1_d64e18272
Beschreibung	w3_d64e18275
des	w5_d64e18278
Chinesischen	w7_d64e18281
Reichs	w1_d64e18287
und	w3_d64e18290
der	w5_d64e18293
grossen	w7_d64e18296
Tartarey.	w9_d64e18299
Aus	w11_d64e18302
dem	w13_d64e18306
Französischen	w1_d64e18311
übersetzt.	w3_d64e18314
4.	w5_d64e18317
Rostock,	w7_d64e18320
1756.	w9_d64e18323
1.	w1_d64e18328
fl.	w3_d64e18331
45.	w5_d64e18334
Kr.	w7_d64e18337
Dictionaire	w1_d64e18342
universel	w3_d64e18345
de	w5_d64e18348
Commerce,	w7_d64e18351
d'Histoire	w1_d64e18357
naturelle	w3_d64e18360
&	w5_d64e18363
des	w7_d64e18366
Arts	w9_d64e18369
&	w11_d64e18372
Me-	w13_d64e18376
tiers,	w1_d64e18381
contenant	w3_d64e18384
tout	w5_d64e18387
ce	w7_d64e18390
qui	w9_d64e18393
concerne	w11_d64e18396
le	w1_d64e18401
Commerce	w3_d64e18404
qui	w5_d64e18407
se	w7_d64e18410
fait	w9_d64e18413
dans	w11_d64e18416
les	w13_d64e18420
quatre	w15_d64e18423
Parties	w1_d64e18428
du	w3_d64e18431
Monde,	w5_d64e18434
par	w7_d64e18437
Tetre,	w9_d64e18440
par	w11_d64e18443
mer,	w13_d64e18447
de	w1_d64e18453
proche	w3_d64e18456
en	w5_d64e18459
proche,	w7_d64e18462
&	w9_d64e18465
par	w11_d64e18468
des	w13_d64e18472
Vova-	w15_d64e18475
ges	w1_d64e18480
de	w3_d64e18483
longs	w5_d64e18486
Cours	w7_d64e18489
tant	w9_d64e18492
en	w11_d64e18495
gros	w13_d64e18499
qu'en	w15_d64e18502
&tail	w1_d64e18507
l'’Explication	w3_d64e18510
de	w5_d64e18513
tous	w7_d64e18516
les	w9_d64e18519
Termes	w11_d64e18522
qui	w1_d64e18527
ont	w3_d64e18530
rapport	w5_d64e18533
au	w7_d64e18536
Negoce,	w9_d64e18539
les	w11_d64e18542
Mon-	w13_d64e18546
noyes	w1_d64e18552
de	w3_d64e18555
Comte	w5_d64e18558
qui	w7_d64e18561
servent	w9_d64e18564
à	w11_d64e18567
y	w13_d64e18571
tenir	w15_d64e18574
ses	w17_d64e18577
</list>
<p id="p34_d64e18581">
Livres	w1_d64e18585
&	w3_d64e18588
Ecritures	w5_d64e18591
des	w7_d64e18594
Marchants	w9_d64e18597
&c.	w11_d64e18600
par	w1_d64e18605
Mr.	w3_d64e18608
Philemon	w5_d64e18611
Louis	w7_d64e18614
Savary,	w9_d64e18617
Avec	w11_d64e18620
le	w1_d64e18625
parfait	w3_d64e18628
negociant,	w5_d64e18631
au	w7_d64e18634
Instruction	w9_d64e18637
ge	w11_d64e18640
nerale	w1_d64e18646
pour	w3_d64e18649
ce	w5_d64e18652
qui	w7_d64e18655
regarde	w9_d64e18658
le	w11_d64e18661
Commer	w13_d64e18665
ce	w1_d64e18670
par	w3_d64e18673
le	w5_d64e18676
meme.	w7_d64e18679
VI.	w9_d64e18682
Tomes	w11_d64e18685
fol.	w13_d64e18689
Paris	w15_d64e18692
1750.	w1_d64e18697
fl.	w3_d64e18700
40.	w5_d64e18703
</p>
<head id="h2_d64e18799">
nrede	w1_d64e18803
Welche	w1_d64e18808
Seine	w3_d64e18811
Päpstl.	w5_d64e18814
Heiligkeit	w7_d64e18817
Benedictus	w9_d64e18820
der	w1_d64e18825
Vierzehende	w3_d64e18828
in	w5_d64e18831
dem	w7_d64e18834
General-Capitul	w9_d64e18837
des	w11_d64e18840
Prediger	w13_d64e18844
ordens	w1_d64e18850
zu	w3_d64e18853
Rom	w5_d64e18856
den	w7_d64e18859
3.	w9_d64e18862
vergangenen	w11_d64e18865
Monats	w13_d64e18869
Julii	w15_d64e18872
in	w17_d64e18875
dasigem	w19_d64e18878
Prediger=ordens=convent	w1_d64e18883
bey	w3_d64e18886
Maria	w5_d64e18889
supra	w7_d64e18892
Minervam	w9_d64e18895
Persönlich	w1_d64e18900
gehalten.	w3_d64e18903
</head>
<p id="p4_d64e18906">
Verum,	w1_d64e18910
quanta	w3_d64e18913
sit	w5_d64e18916
agendæ	w7_d64e18919
rei	w9_d64e18922
magnitudo,	w11_d64e18925
silentio	w13_d64e18929
prætermit-	w15_d64e18932
temus;	w1_d64e18937
cum	w3_d64e18940
nemo	w5_d64e18943
vestrum	w7_d64e18946
ignoret,	w9_d64e18949
cujus	w11_d64e18952
momenti	w13_d64e18956
sit,	w15_d64e18959
Magistrum	w17_d64e18962
Generalem	w1_d64e18967
Ordinis	w3_d64e18970
vestri	w5_d64e18973
deligere,	w7_d64e18976
cui	w9_d64e18979
semel	w11_d64e18982
delatum	w13_d64e18986
regimen,	w15_d64e18989
perpetuum,	w1_d64e18995
dum	w3_d64e18998
vixerit,	w5_d64e19001
futurum	w7_d64e19004
erit;	w9_d64e19007
cumque	w11_d64e19010
unusquisque	w13_d64e19014
ex	w15_d64e19017
eo	w17_d64e19020
splendoris	w1_d64e19025
loco,	w3_d64e19028
quem	w5_d64e19031
Dominicana	w7_d64e19034
Familia	w9_d64e19037
in	w11_d64e19040
Ecclesia	w13_d64e19044
Christi	w15_d64e19047
obti-	w17_d64e19050
net,	w1_d64e19055
facile	w3_d64e19058
intelligat,	w5_d64e19061
illius	w7_d64e19064
Rectoris	w9_d64e19067
electionem,	w11_d64e19070
non	w13_d64e19074
ad	w15_d64e19077
solam	w17_d64e19080
ejus-	w19_d64e19083
dem	w1_d64e19088
Familiæ	w3_d64e19091
utilitatem,	w5_d64e19094
&	w7_d64e19097
administrationem	w9_d64e19100
referri,	w11_d64e19103
sed	w13_d64e19107
etiam	w15_d64e19110
ad	w17_d64e19113
universam	w1_d64e19119
Christianam	w3_d64e19122
rempublicam	w5_d64e19125
ratione	w7_d64e19128
aliqua	w9_d64e19131
pertinere,	w11_d64e19134
Itaque	w13_d64e19138
sermonem	w1_d64e19143
nostrum	w3_d64e19146
redigemus	w5_d64e19149
ad	w7_d64e19152
ea,	w9_d64e19155
quæ	w11_d64e19158
Nos	w13_d64e19162
Ordini	w15_d64e19165
vestro	w17_d64e19168
debere	w19_d64e19171
cognoscimus,	w1_d64e19176
quæque	w3_d64e19179
Nos	w5_d64e19182
ita	w7_d64e19185
jampridem	w9_d64e19188
affecerunt,	w11_d64e19191
ut	w13_d64e19195
eundem	w15_d64e19198
&	w1_d64e19203
amare	w3_d64e19206
&	w5_d64e19209
colere	w7_d64e19212
semper	w9_d64e19215
professi	w11_d64e19218
simus,	w13_d64e19222
&	w15_d64e19225
adhuc	w17_d64e19228
profiteamur;	w19_d64e19231
caque	w1_d64e19237
de	w3_d64e19240
causa	w5_d64e19243
præsentem	w7_d64e19246
diem	w9_d64e19249
felicissimum	w11_d64e19252
Nobis	w13_d64e19256
existimemus,	w15_d64e19259
&	w1_d64e19264
inter	w3_d64e19267
paucos	w5_d64e19270
illos	w7_d64e19273
adnumerandum,	w9_d64e19276
quos	w11_d64e19279
sexdecim	w13_d64e19283
hisce	w15_d64e19286
calamitosi	w17_d64e19289
Fontificatus	w1_d64e19294
nostri	w3_d64e19297
annis	w5_d64e19300
cum	w7_d64e19303
aliqua	w9_d64e19306
animi	w11_d64e19309
voluptate	w13_d64e19313
transegimus.	w15_d64e19316
Et	w1_d64e19321
sane,	w3_d64e19324
post	w5_d64e19327
absoluta	w7_d64e19330
leviorum	w9_d64e19333
artium	w11_d64e19336
studia,	w13_d64e19340
cum	w15_d64e19343
sacræ	w17_d64e19346
Theologiæ	w1_d64e19352
operam	w3_d64e19355
dederimus,	w5_d64e19358
non	w7_d64e19361
magnos	w9_d64e19364
in	w11_d64e19367
ea	w13_d64e19371
progressus	w15_d64e19374
Nos	w17_d64e19377
</p>
<p id="p10_d64e19390">
tum	w1_d64e19394
referre	w3_d64e19397
debemus	w5_d64e19400
bonæ	w7_d64e19403
memoriæ	w9_d64e19406
Cardinali	w11_d64e19409
Thomæ	w13_d64e19413
Ferrario	w15_d64e19416
clarissimo	w1_d64e19421
Ordinis	w3_d64e19424
vestri	w5_d64e19427
Theologo,	w7_d64e19430
qui	w9_d64e19433
rectam	w11_d64e19436
Nobis	w13_d64e19440
nobilissimæ	w15_d64e19443
disciplinæ	w1_d64e19448
viam	w3_d64e19451
aperuit,	w5_d64e19454
suaque	w7_d64e19457
institutione,	w9_d64e19460
atque	w11_d64e19463
opera	w13_d64e19467
ad	w15_d64e19470
incœ-	w17_d64e19473
ptum	w1_d64e19479
iter	w3_d64e19482
persequendum	w5_d64e19485
adjuvit;	w7_d64e19488
immo,	w9_d64e19491
cum	w11_d64e19494
Palatii	w13_d64e19498
Apostolici	w15_d64e19501
Ma-	w17_d64e19504
gisterio	w1_d64e19509
fungeretur,	w3_d64e19512
Theologicæ	w5_d64e19515
laureæ	w7_d64e19518
honorem	w9_d64e19521
ipse	w11_d64e19524
Nobis	w13_d64e19528
detu-	w15_d64e19531
lit,	w1_d64e19536
eaque	w3_d64e19539
occasione	w5_d64e19542
monumentum	w7_d64e19545
scripto	w9_d64e19548
exaratum	w11_d64e19551
reliquit,	w13_d64e19555
quo	w15_d64e19558
de	w17_d64e19561
propensa	w1_d64e19566
nostra	w3_d64e19569
erga	w5_d64e19572
sanctiores	w7_d64e19575
disciplinas	w9_d64e19578
voluntare	w11_d64e19581
honorifice	w13_d64e19585
testa-	w15_d64e19588
batur,	w1_d64e19594
majoraque	w3_d64e19597
a	w5_d64e19600
Nobis	w7_d64e19603
expectari	w9_d64e19606
posse	w11_d64e19609
declarabat,	w13_d64e19613
si,	w15_d64e19616
quemadmo-	w17_d64e19619
dum	w1_d64e19624
animati	w3_d64e19627
tunc	w5_d64e19630
videbamur,	w7_d64e19633
in	w9_d64e19636
instituto	w11_d64e19639
curriculo	w13_d64e19643
persisteremus.	w15_d64e19646
</p>
<head id="h2_d64e19652">
quidem	w1_d64e19656
fecisse	w3_d64e19659
intelligimus;	w5_d64e19662
sed,	w7_d64e19665
siquid	w9_d64e19668
profecimus,	w11_d64e19671
id	w13_d64e19675
omne	w15_d64e19678
accep-	w17_d64e19681
Amplam	w1_d64e19686
hanc	w3_d64e19689
Aulam,	w5_d64e19692
in	w7_d64e19695
qua	w9_d64e19698
nunc	w11_d64e19701
considemus,	w13_d64e19705
Nos	w15_d64e19708
ipsi	w17_d64e19711
a	w19_d64e19714
</head>
<p id="p4_d64e19717">
fundamentis	w1_d64e19721
excitari	w3_d64e19724
olim	w5_d64e19727
vidimus,	w7_d64e19730
mox	w9_d64e19733
omnigena	w11_d64e19736
litteralia	w13_d64e19740
suppel-	w15_d64e19743
lectile	w1_d64e19748
ornari,	w3_d64e19751
ita	w5_d64e19754
ut	w7_d64e19757
inter	w9_d64e19760
insigniores	w11_d64e19763
universi	w13_d64e19767
Orbis	w15_d64e19770
Bibliothecas	w17_d64e19773
me-	w19_d64e19776
rito	w1_d64e19781
accenseatur;	w3_d64e19784
eamdemque	w5_d64e19787
postquam	w7_d64e19790
studiosorum	w9_d64e19793
commodo	w11_d64e19796
pate-	w13_d64e19800
fieri	w1_d64e19806
conspeximus,	w3_d64e19809
cum	w5_d64e19812
primis	w7_d64e19815
adire	w9_d64e19818
certavimus,	w11_d64e19821
&	w13_d64e19825
frequentare	w15_d64e19828
nun-	w17_d64e19831
quam	w1_d64e19836
destitimus,	w3_d64e19839
donec	w5_d64e19842
impositæ	w7_d64e19845
Nobis	w9_d64e19848
alterius	w11_d64e19851
generis	w13_d64e19855
curæ	w15_d64e19858
Nos	w17_d64e19861
alio	w19_d64e19864
avocarunt.	w1_d64e19869
</p>
<p id="p6_d64e19872">
in	w1_d64e19876
Urbe	w3_d64e19879
egimus,	w5_d64e19882
nemo	w7_d64e19885
ex	w9_d64e19888
sodalibus	w11_d64e19891
vestris	w13_d64e19895
fuit	w15_d64e19898
vel	w17_d64e19901
dignitate,	w19_d64e19904
vel	w21_d64e19907
sapientia,	w1_d64e19912
&	w3_d64e19915
doctrina	w5_d64e19918
excellens	w7_d64e19921
(fuerunt	w9_d64e19924
autem	w11_d64e19927
excellentes	w13_d64e19931
permulti)	w15_d64e19934
qui	w17_d64e19937
Nos	w1_d64e19942
omni	w3_d64e19945
officiorum	w5_d64e19948
genere,	w7_d64e19951
&	w9_d64e19954
præcipua	w11_d64e19957
quadam	w13_d64e19961
amicitiæ	w15_d64e19964
necessitu-	w17_d64e19967
dine	w1_d64e19973
complexus	w3_d64e19976
non	w5_d64e19979
fuerit.	w7_d64e19982
Sed	w9_d64e19985
reliqua	w11_d64e19988
multa	w13_d64e19992
ommittentes,	w15_d64e19995
hoc	w17_d64e19998
unum	w1_d64e20003
commemorabimus,	w3_d64e20006
sublimem	w5_d64e20009
Cardinalatus	w7_d64e20012
dignitatem,	w9_d64e20015
quam	w11_d64e20018
immerentes	w1_d64e20023
adepti	w3_d64e20026
fuimus,	w5_d64e20029
eximiæ	w7_d64e20032
erga	w9_d64e20035
Nos	w11_d64e20038
liberalitati	w13_d64e20042
sanctæ	w15_d64e20045
me-	w17_d64e20048
moriæ	w1_d64e20053
Benedicti	w3_d64e20056
XIII.	w5_d64e20059
Pontificis	w7_d64e20062
Maximi,	w9_d64e20065
&	w11_d64e20068
Ordinis	w13_d64e20072
vestri	w15_d64e20075
olim	w17_d64e20078
Alum-	w19_d64e20081
ni,	w1_d64e20087
unice	w3_d64e20090
a	w5_d64e20093
Nobis	w7_d64e20096
deberi.	w9_d64e20099
</p>
<head id="h2_d64e20105">
Longiori	w1_d64e20109
autem	w3_d64e20112
vitæ	w5_d64e20115
nostræ	w7_d64e20118
cursu,	w9_d64e20121
quem,	w11_d64e20124
paucis	w13_d64e20128
detractis	w15_d64e20131
annis,	w17_d64e20134
Regressi	w1_d64e20139
deinde	w3_d64e20142
Bononiam	w5_d64e20145
Patriam	w7_d64e20148
nostram,	w9_d64e20151
vigentem	w11_d64e20154
in	w13_d64e20158
ea	w15_d64e20161
in-	w17_d64e20164
</head>
<p id="p4_d64e20167">
venimus	w1_d64e20171
memoriam	w3_d64e20174
rerum	w5_d64e20177
a	w7_d64e20180
Sancto	w9_d64e20183
Dominico	w11_d64e20186
Patriarcha	w13_d64e20190
vestro	w15_d64e20193
in	w17_d64e20196
ea	w1_d64e20201
gestarum;	w3_d64e20204
tum	w5_d64e20207
scilicet	w7_d64e20210
insignium	w9_d64e20213
peccatorum,	w11_d64e20216
qui	w13_d64e20220
assiduis	w15_d64e20223
il-	w17_d64e20226
lius	w1_d64e20231
concionibus	w3_d64e20234
permoti	w5_d64e20237
a	w7_d64e20240
semita	w9_d64e20243
iniquitatis	w11_d64e20246
ad	w13_d64e20250
viam	w15_d64e20253
salutis	w17_d64e20256
revocati	w19_d64e20259
fuerunt;	w1_d64e20265
tum	w3_d64e20268
virorum	w5_d64e20271
Doctrina,	w7_d64e20274
&	w9_d64e20277
sanctitate	w11_d64e20280
illustrium,	w13_d64e20284
qui	w15_d64e20287
in	w17_d64e20290
ca	w19_d64e20293
urbe	w1_d64e20298
sodalitati	w3_d64e20301
vestræ	w5_d64e20304
nomen	w7_d64e20307
dederunt;	w9_d64e20310
tum	w11_d64e20313
eriam	w13_d64e20317
Generalium	w15_d64e20320
Comitiorum,	w1_d64e20325
quæ	w3_d64e20328
prima	w5_d64e20331
omnium	w7_d64e20334
Ordinis	w9_d64e20337
vestri	w11_d64e20340
ibidem	w13_d64e20344
habita	w15_d64e20347
fue-	w17_d64e20350
runt,	w1_d64e20355
in	w3_d64e20358
quibus	w5_d64e20361
ipsius	w7_d64e20364
Ordinis	w9_d64e20367
præfectura	w11_d64e20370
eidem	w13_d64e20374
Sancto	w15_d64e20377
Dominico	w17_d64e20380
Fun-	w19_d64e20383
datori	w1_d64e20389
communibus	w3_d64e20392
suffragiis	w5_d64e20395
delata	w7_d64e20398
fuit;	w9_d64e20401
denique	w11_d64e20404
cives	w13_d64e20408
nostros	w15_d64e20411
cum	w17_d64e20414
incredibili	w1_d64e20419
animi	w3_d64e20422
nostri	w5_d64e20425
lætitia	w7_d64e20428
perpetuo	w9_d64e20431
vidimus	w11_d64e20434
obsequiis,	w13_d64e20438
&	w15_d64e20441
voris	w17_d64e20444
celebrare	w1_d64e20449
sepulchrum	w3_d64e20452
Patriarchæ	w5_d64e20455
vestri,	w7_d64e20458
qui	w9_d64e20461
Bononiæ	w11_d64e20464
ex	w13_d64e20468
hac	w15_d64e20471
vita	w17_d64e20474
dece-	w19_d64e20477
dens	w1_d64e20482
pretiosum	w3_d64e20485
ei	w5_d64e20488
civitati	w7_d64e20491
reliquit	w9_d64e20494
Corporis	w11_d64e20497
sui	w13_d64e20501
thesaurum,	w15_d64e20504
quod	w17_d64e20507
qui-	w19_d64e20510
dem	w1_d64e20516
</p>
<p id="p8_d64e20521">
dem	w1_d64e20525
augusto	w3_d64e20528
mausoleo	w5_d64e20531
conditum	w7_d64e20534
ibidem	w9_d64e20537
summa	w11_d64e20540
cum	w13_d64e20544
religione	w15_d64e20547
asser-	w17_d64e20550
vatur.	w1_d64e20555
In	w3_d64e20558
ipsa	w5_d64e20561
vero	w7_d64e20564
administratione	w9_d64e20567
Archiepiscopalis	w11_d64e20570
Officii,	w13_d64e20574
quod	w15_d64e20577
ibi	w17_d64e20580
pluribus	w1_d64e20585
annis	w3_d64e20588
gessimus,	w5_d64e20591
oculos	w7_d64e20594
sæpe	w9_d64e20597
convertimus	w11_d64e20600
ad	w13_d64e20604
præclara	w15_d64e20607
gesta	w17_d64e20610
Jacobi	w1_d64e20616
Boncambii,	w3_d64e20619
qui	w5_d64e20622
ex	w7_d64e20625
Ordine	w9_d64e20628
vestro	w11_d64e20631
ad	w13_d64e20635
Bononiensem	w15_d64e20638
Ecclesiam	w17_d64e20641
re-	w19_d64e20644
gendam	w1_d64e20649
assumptus,	w3_d64e20652
tanta	w5_d64e20655
in	w7_d64e20658
verbi	w9_d64e20661
Dei	w11_d64e20664
prœdicatione	w13_d64e20668
famæ	w15_d64e20671
celebrita-	w17_d64e20674
te	w1_d64e20679
floruit,	w3_d64e20682
ut	w5_d64e20685
finitimarum	w7_d64e20688
civitatum	w9_d64e20691
populi,	w11_d64e20694
