<doc id="wr_1758-08-09" attrs="word" year="1758" month="08" day="09" corpus="2">
<head id="h2_d268e3404">
Aachen	w1_d268e3408
die	w9_d268e7033
Dragoner	w11_d268e7036
fielen	w1_d268e7041
sodann	w3_d268e7044
in	w5_d268e7047
das	w7_d268e7050
Haus,	w9_d268e7053
huben	w11_d268e7056
ge	w13_d268e7060
dachten	w1_d268e7065
Obrist=leutenant	w3_d268e7068
aus	w5_d268e7071
dem	w7_d268e7074
Behte	w9_d268e7077
auf,	w1_d268e7082
und	w3_d268e7085
führten	w5_d268e7088
ihn	w7_d268e7091
gefänglich	w9_d268e7094
mit	w11_d268e7097
sich	w13_d268e7101
fort.	w15_d268e7104
Ein	w1_d268e7110
gleiches	w3_d268e7113
Schicksal	w5_d268e7116
betraf	w7_d268e7119
einen	w9_d268e7122
Hanö	w11_d268e7125
verischen	w1_d268e7130
Commissarium	w3_d268e7133
und	w5_d268e7136
ein	w7_d268e7139
Commando	w9_d268e7142
Hanöverische	w1_d268e7147
Dragoner,	w3_d268e7150
welche	w5_d268e7153
in	w7_d268e7156
vorigen	w9_d268e7159
Tagen	w1_d268e7164
80.	w3_d268e7167
Französische	w5_d268e7170
Gefangene	w7_d268e7173
nach	w9_d268e7176
Mun	w11_d268e7179
ster	w1_d268e7185
gebracht,	w3_d268e7188
und	w5_d268e7191
bis	w7_d268e7194
Coestfeld	w9_d268e7197
zurück	w11_d268e7200
ge	w13_d268e7204
kommen	w1_d268e7209
waren.	w3_d268e7212
Der	w5_d268e7215
Commissarius	w7_d268e7218
ward	w9_d268e7221
mit	w1_d268e7226
2.	w3_d268e7229
Unter=officiers	w5_d268e7232
und	w7_d268e7235
1.	w9_d268e7238
Gemeinen	w11_d268e7241
ge	w13_d268e7245
fänglich	w1_d268e7250
fortgeführet,	w3_d268e7253
die	w5_d268e7256
übrige	w7_d268e7259
entkamen	w9_d268e7262
glücklich	w1_d268e7268
bis	w3_d268e7271
nach	w5_d268e7274
Münster.	w7_d268e7277
Die	w9_d268e7280
Franzosen	w11_d268e7283
blieben	w1_d268e7288
bis	w3_d268e7291
den	w5_d268e7294
andern	w7_d268e7297
Morgen	w9_d268e7300
um	w11_d268e7303
3.	w13_d268e7307
Uhr	w15_d268e7310
zu	w17_d268e7313
Beute	w1_d268e7318
zurück	w3_d268e7321
kehrten;	w5_d268e7324
sie	w7_d268e7327
waren	w9_d268e7330
kaum	w11_d268e7333
eine	w13_d268e7337
halbe	w1_d268e7342
Stunde	w3_d268e7345
fort,	w5_d268e7348
so	w7_d268e7351
kamen	w9_d268e7354
2.	w11_d268e7357
Deputirte	w13_d268e7361
von	w1_d268e7367
ihnen	w3_d268e7370
in	w5_d268e7373
die	w7_d268e7376
Stadt	w9_d268e7379
zurück,	w11_d268e7382
welche	w13_d268e7386
für	w15_d268e7389
2000.	w1_d268e7394
Mann	w3_d268e7397
Quartier	w5_d268e7400
ansagten.	w7_d268e7403
Man	w9_d268e7406
weiß	w11_d268e7409
noch	w1_d268e7414
nicht,	w3_d268e7417
ob	w5_d268e7420
diese	w7_d268e7423
würklich	w9_d268e7426
eingetroffen,	w11_d268e7429
hier	w13_d268e7433
hat	w1_d268e7438
es	w3_d268e7441
aber	w5_d268e7444
gleichwol	w7_d268e7447
so	w9_d268e7450
viel	w11_d268e7453
gewürket,	w13_d268e7457
daß	w15_d268e7460
die	w1_d268e7466
meisten	w3_d268e7469
Stadt=thöre	w5_d268e7472
geschlossen	w7_d268e7475
gehalten	w9_d268e7478
die	w1_d268e7483
Wachen	w3_d268e7486
verdoppelt,	w5_d268e7489
und	w7_d268e7492
die	w9_d268e7495
Canonen	w11_d268e7498
auf	w1_d268e7503
denen	w3_d268e7506
Wällen	w5_d268e7509
schwer	w7_d268e7512
geladen	w9_d268e7515
worden	w11_d268e7518
seynd.	w1_d268e7523
</p>
<p id="p6_d268e7526">
()	w1_d268e7530
Es	w3_d268e7533
ist	w5_d268e7536
dieses	w7_d268e7539
eine	w9_d268e7542
feste	w11_d268e7545
Stadt	w13_d268e7549
unter	w15_d268e7552
Asbeck	w1_d268e7557
am	w3_d268e7560
Fluß	w5_d268e7563
Berkel,	w7_d268e7566
woselbst	w9_d268e7569
ehe	w11_d268e7572
dessen	w1_d268e7577
die	w3_d268e7580
Bischöfe	w5_d268e7583
residirt	w7_d268e7586
haben.	w9_d268e7589
Sie	w11_d268e7592
ist	w1_d268e7598
auch	w3_d268e7601
eine	w5_d268e7604
Hansee=stadt	w7_d268e7607
gewesen.	w9_d268e7610
</p>
<head id="h2_d268e7616">
Niederselbe	w1_d268e7620
27.	w3_d268e7623
Julii.	w5_d268e7626
</head>
<p id="p4_d268e7629">
Nachrichten,	w1_d268e7633
welche	w3_d268e7636
diesen	w5_d268e7639
Abend	w7_d268e7642
einlauf	w9_d268e7645
fen,	w1_d268e7650
melden,	w3_d268e7653
daß	w5_d268e7656
2000.	w7_d268e7659
Mann	w9_d268e7662
Franzosen	w11_d268e7665
in	w13_d268e7669
Münden	w1_d268e7674
eingerückt	w3_d268e7677
seynd,	w5_d268e7680
und	w7_d268e7683
daß	w9_d268e7686
der	w11_d268e7689
Prinz	w13_d268e7693
von	w1_d268e7699
Ysenburg	w3_d268e7702
sich	w5_d268e7705
mit	w7_d268e7708
seinen	w9_d268e7711
Trupen	w11_d268e7714
von	w13_d268e7718
da	w15_d268e7721
gegen	w1_d268e7726
Hameln	w3_d268e7729
gewandt	w5_d268e7732
habe.	w7_d268e7735
Se.	w9_d268e7738
Durchl.	w11_d268e7741
der	w1_d268e7746
Herr	w3_d268e7749
Land=graf	w5_d268e7752
von	w7_d268e7755
Hessen=cassel,	w9_d268e7758
haben	w11_d268e7761
sich,	w1_d268e7766
dem	w3_d268e7769
Verlaute	w5_d268e7772
nach,	w7_d268e7775
von	w9_d268e7778
Rinteln	w11_d268e7781
nach	w13_d268e7785
Bremen	w1_d268e7791
begeben.	w3_d268e7794
</p>
<head id="h2_d268e7800">
Frankfort	w1_d268e7804
27.	w3_d268e7807
Julii.	w5_d268e7810
</head>
<p id="p4_d268e7813">
Die	w1_d268e7817
Herzogl.	w3_d268e7820
Würtembergische	w5_d268e7823
Hülfstru	w7_d268e7826
pen	w1_d268e7831
haben	w3_d268e7834
gestern	w5_d268e7837
unweit	w7_d268e7840
Friedberg	w9_d268e7843
campirt,	w11_d268e7846
heute	w1_d268e7851
werden	w3_d268e7854
sie	w5_d268e7857
nach	w7_d268e7860
Butzbach	w9_d268e7863
kommen,	w11_d268e7866
und	w1_d268e7872
man	w3_d268e7875
sagt,	w5_d268e7878
daß	w7_d268e7881
ihr	w9_d268e7884
Vortrab	w11_d268e7887
schon	w13_d268e7891
zu	w15_d268e7894
Marburg	w1_d268e7899
seye.	w3_d268e7902
</p>
<head id="h2_d268e7909">
Londen	w1_d268e7913
22.	w3_d268e7916
August.	w5_d268e7919
</head>
<p id="p4_d268e7922">
Wann	w1_d268e7926
unsere	w3_d268e7929
Expedition	w5_d268e7932
auf	w7_d268e7935
der	w9_d268e7938
Fran	w11_d268e7941
zösischen	w1_d268e7946
Küste	w3_d268e7949
bis	w5_d268e7952
hieher	w7_d268e7955
der	w9_d268e7958
Erwartung,	w11_d268e7961
worinnen	w1_d268e7966
man	w3_d268e7969
gestanden	w5_d268e7972
ist,	w7_d268e7975
noch	w9_d268e7978
kein	w11_d268e7981
Genü	w13_d268e7985
gen	w1_d268e7991
gethan	w3_d268e7994
hat,	w5_d268e7997
so	w7_d268e8000
hat	w9_d268e8003
man	w11_d268e8006
doch	w13_d268e8010
wenig	w15_d268e8013
stens	w1_d268e8018
die	w3_d268e8021
Franzosen	w5_d268e8024
von	w7_d268e8027
der	w9_d268e8030
Möglichkeit	w11_d268e8033
überführt,	w1_d268e8038
daß	w3_d268e8041
man	w5_d268e8044
einen	w7_d268e8047
Einfall	w9_d268e8050
in	w11_d268e8053
ihr	w13_d268e8057
Land	w1_d268e8062
vornehmen	w3_d268e8065
kan.	w5_d268e8068
Man	w7_d268e8071
hat	w9_d268e8074
ihnen	w11_d268e8077
hier	w13_d268e8081
nächst	w1_d268e8087
würklich	w3_d268e8090
ihre	w5_d268e8093
Maas=regeln	w7_d268e8096
verruckt.	w9_d268e8099
Man	w1_d268e8104
hat	w3_d268e8107
sie	w5_d268e8110
in	w7_d268e8113
grössere	w9_d268e8116
Ausgaben	w11_d268e8119
gestürzt,	w13_d268e8123
und	w1_d268e8128
dahin	w3_d268e8131
gebracht,	w5_d268e8134
daß	w7_d268e8137
sie	w9_d268e8140
ihre	w11_d268e8143
Macht	w13_d268e8147
ha	w15_d268e8150
ben	w1_d268e8155
theilen	w3_d268e8158
müssen;	w5_d268e8161
und	w7_d268e8164
dadurch,	w9_d268e8167
daß	w11_d268e8170
man	w13_d268e8174
sie	w1_d268e8180
verhindert	w3_d268e8183
hat,	w5_d268e8186
die	w7_d268e8189
ihrer	w9_d268e8192
Armee	w11_d268e8195
am	w13_d268e8199
Rhein	w15_d268e8202
destinirte	w1_d268e8207
Trupen=verstärkung	w3_d268e8210
abzuschicken,	w5_d268e8213
hat	w1_d268e8218
man	w3_d268e8221
nicht	w5_d268e8224
wenig	w7_d268e8227
zu	w9_d268e8230
dem	w11_d268e8233
Sieg	w13_d268e8237
mit	w15_d268e8240
bey	w17_d268e8243
getragen,	w1_d268e8248
den	w3_d268e8251
der	w5_d268e8254
Prinz	w7_d268e8257
Ferdinand	w9_d268e8260
von	w11_d268e8263
Braunschweig	w1_d268e8269
über	w3_d268e8272
den	w5_d268e8275
Grafen	w7_d268e8278
von	w9_d268e8281
Cler	w11_d268e8284
mont	w1_d268e8289
davon	w3_d268e8292
getragen	w5_d268e8295
hat,	w7_d268e8298
wann	w9_d268e8301
man	w11_d268e8304
nicht	w13_d268e8308
gar	w1_d268e8313
sagen	w3_d268e8316
will,	w5_d268e8319
daß	w7_d268e8322
dieser	w9_d268e8325
die	w11_d268e8328
Frucht	w13_d268e8332
von	w15_d268e8335
Coistfeld,	w1_d268e8340
da	w3_d268e8343
sie	w5_d268e8346
dann	w7_d268e8349
mit	w9_d268e8352
ihrer	w11_d268e8355
gemachten	w13_d268e8359
unserer	w15_d268e8362
Expedition	w17_d268e8365
gewesen	w19_d268e8368
seye.	w21_d268e8371
Ausser	w23_d268e8374
deme	w1_d268e8380
hat	w3_d268e8383
man	w5_d268e8386
ihnen	w7_d268e8389
zu	w9_d268e8392
Solidor	w11_d268e8395
verbrant:	w13_d268e8399
ein	w1_d268e8404
neues	w3_d268e8407
Schiff	w5_d268e8410
von	w7_d268e8413
30.	w9_d268e8416
und	w11_d268e8419
3.	w13_d268e8423
andere	w15_d268e8426
neue	w17_d268e8429
Schiffe	w1_d268e8434
von	w3_d268e8437
20.	w5_d268e8440
Canonen,	w7_d268e8443
mit	w9_d268e8446
einem	w11_d268e8449
alten	w13_d268e8453
Schif	w1_d268e8458
von	w3_d268e8461
20.	w5_d268e8464
zwey	w7_d268e8467
von	w9_d268e8470
16	w11_d268e8473
und	w13_d268e8477
einer	w15_d268e8480
Chalupe	w1_d268e8486
von	w3_d268e8489
12.	w5_d268e8492
Canonen,	w7_d268e8495
so	w9_d268e8498
alle	w11_d268e8501
bewaf	w13_d268e8505
net	w1_d268e8510
und	w3_d268e8513
equipirt	w5_d268e8516
gewesen	w7_d268e8519
sind,	w9_d268e8522
ungerechnet	w11_d268e8525
einem	w1_d268e8530
neuen	w3_d268e8533
Schif	w5_d268e8536
von	w7_d268e8539
30.	w9_d268e8542
Canonen,	w11_d268e8545
5.	w13_d268e8549
Kauffarthey=schiffen,	w1_d268e8554
wovon	w3_d268e8557
zwey	w5_d268e8560
auch	w7_d268e8563
ganz	w9_d268e8566
neu	w1_d268e8572
gewesen,	w3_d268e8575
und	w5_d268e8578
6.	w7_d268e8581
Chaloupen;	w9_d268e8584
Ferner	w11_d268e8587
zu	w13_d268e8591
St.	w1_d268e8596
Servan	w3_d268e8599
zwey	w5_d268e8602
neue	w7_d268e8605
Schiffe,	w9_d268e8608
zu	w11_d268e8611
22.	w13_d268e8615
und	w15_d268e8618
18.	w1_d268e8623
dann	w3_d268e8626
eines	w5_d268e8629
zu	w7_d268e8632
56	w9_d268e8635
und	w11_d268e8638
eines	w13_d268e8642
zu	w15_d268e8645
36.	w17_d268e8648
Ca	w19_d268e8651
nonen,	w1_d268e8656
und	w3_d268e8659
62.	w5_d268e8662
Kauffarthey=schiffe:	w7_d268e8665
Dann	w9_d268e8668
in	w1_d268e8674
denen	w3_d268e8677
Magazinen	w5_d268e8680
und	w7_d268e8683
zu	w9_d268e8686
Tailard,	w11_d268e8689
eine	w13_d268e8693
grosse	w1_d268e8698
Quantität	w3_d268e8701
Theer,	w5_d268e8704
Oel,	w7_d268e8707
Pech,	w9_d268e8710
Dieh	w11_d268e8713
ten	w1_d268e8718
rc.	w3_d268e8721
Und	w5_d268e8724
zu	w7_d268e8727
Parame	w9_d268e8730
sind	w11_d268e8733
die	w13_d268e8737
Wasser	w15_d268e8740
</p>
<p id="p10_d268e8753">
leitungen,	w1_d268e8757
wodurch	w3_d268e8760
das	w5_d268e8763
Wasser	w7_d268e8766
nach	w9_d268e8769
St.	w11_d268e8772
Malo	w1_d268e8777
gebracht	w3_d268e8780
wird,	w5_d268e8783
coupiret	w7_d268e8786
worden.	w9_d268e8789
</p>
<head id="h2_d268e8795">
Genua	w1_d268e8799
29.	w3_d268e8802
Julii.	w5_d268e8805
</head>
<p id="p4_d268e8808">
Ein	w1_d268e8812
alhier	w3_d268e8815
eingeloffenes	w5_d268e8818
Schwedisches	w7_d268e8821
Schif	w1_d268e8826
versichert,	w3_d268e8829
in	w5_d268e8832
dem	w7_d268e8835
See=hafen	w9_d268e8838
von	w11_d268e8841
Gibraltar	w1_d268e8846
15.	w3_d268e8849
Engländische	w5_d268e8852
Kriegs=schiffe	w7_d268e8855
gesehen	w1_d268e8861
zu	w3_d268e8864
haben.	w5_d268e8867
Von	w7_d268e8870
Madrid	w9_d268e8873
wird	w11_d268e8876
ge	w13_d268e8880
schrieben,	w1_d268e8885
daß	w3_d268e8888
die	w5_d268e8891
Zeitung	w7_d268e8894
von	w9_d268e8897
der	w11_d268e8900
erfolgten	w13_d268e8904
Päpstl.	w1_d268e8909
Wahl,	w3_d268e8912
in	w5_d268e8915
der	w7_d268e8918
Person	w9_d268e8921
des	w11_d268e8924
Ruhm	w13_d268e8928
würdigen	w1_d268e8933
Cardinalen	w3_d268e8936
Rezzonico,	w5_d268e8939
eine	w7_d268e8942
alge	w9_d268e8945
meine	w1_d268e8951
Freude	w3_d268e8954
verursachet	w5_d268e8957
habe,	w7_d268e8960
um	w9_d268e8963
so	w11_d268e8966
mehr	w13_d268e8970
da	w1_d268e8975
dessen	w3_d268e8978
Vor=eltern	w5_d268e8981
sich	w7_d268e8984
lange	w9_d268e8987
Zeit	w11_d268e8990
zu	w13_d268e8994
Ma	w15_d268e8997
drid	w1_d268e9002
aufgehalten.	w3_d268e9005
Diese	w5_d268e9008
Erwehlung	w7_d268e9011
wird	w9_d268e9014
alhier	w1_d268e9019
3.	w3_d268e9022
Tage	w5_d268e9025
lang	w7_d268e9028
feyerlich	w9_d268e9031
begangen,	w11_d268e9034
und	w13_d268e9038
nebst	w1_d268e9044
Läutung	w3_d268e9047
aller	w5_d268e9050
Glocken,	w7_d268e9053
täglich	w9_d268e9056
50.	w11_d268e9059
Stücke	w1_d268e9064
gelöset.	w3_d268e9067
Aus	w5_d268e9070
Corsica	w7_d268e9073
haben	w9_d268e9076
wir,	w11_d268e9079
daß	w13_d268e9083
der	w1_d268e9088
dasige	w3_d268e9091
Königl.	w5_d268e9094
Französische	w7_d268e9097
Commen	w9_d268e9100
bant,	w1_d268e9105
nebst	w3_d268e9108
dem	w5_d268e9111
Commissario	w7_d268e9114
der	w9_d268e9117
Republic	w11_d268e9120
eine	w1_d268e9126
allgemeine	w3_d268e9129
Amnestie	w5_d268e9132
für	w7_d268e9135
die	w9_d268e9138
Aufrührer	w11_d268e9141
offentlich	w1_d268e9146
verkünden	w3_d268e9149
lassen,	w5_d268e9152
deren	w7_d268e9155
Früchte	w9_d268e9158
nun	w11_d268e9161
zu	w1_d268e9166
erwarten	w3_d268e9169
stehen.	w5_d268e9172
</p>
<head id="h2_d268e9178">
Warschau	w1_d268e9182
16.	w3_d268e9185
Jul.	w5_d268e9188
</head>
<p id="p4_d268e9191">
Vorige	w1_d268e9195
Woche	w3_d268e9198
starb	w5_d268e9201
das	w7_d268e9204
adrliche	w9_d268e9207
Fräu	w11_d268e9210
lein,	w1_d268e9215
Anna	w3_d268e9218
Kaczkowska	w5_d268e9221
auf	w7_d268e9224
ihrem	w9_d268e9227
Gute,	w11_d268e9230
5.	w13_d268e9234
Meilen	w1_d268e9239
von	w3_d268e9242
hier,	w5_d268e9245
in	w7_d268e9248
einem	w9_d268e9251
Alter	w11_d268e9254
von	w13_d268e9258
109.	w15_d268e9261
Jahren.	w1_d268e9267
Dieses	w3_d268e9270
Fräulein	w5_d268e9273
hatte	w7_d268e9276
beständig	w9_d268e9279
viel	w1_d268e9284
auf	w3_d268e9287
die	w5_d268e9290
Bewegung	w7_d268e9293
ihres	w9_d268e9296
Cörpers	w11_d268e9299
ge	w13_d268e9303
halten,	w1_d268e9308
und	w3_d268e9311
ist	w5_d268e9314
dahero	w7_d268e9317
sehr	w9_d268e9320
oft	w11_d268e9323
spazieren	w13_d268e9327
gegangen,	w1_d268e9332
ist	w3_d268e9335
auch	w5_d268e9338
nemals	w7_d268e9341
müßig	w9_d268e9344
gewesen.	w11_d268e9347
Sie	w1_d268e9353
hat	w3_d268e9356
auf	w5_d268e9359
eine	w7_d268e9362
kluge	w9_d268e9365
Art	w11_d268e9368
alle	w13_d268e9372
Gelegen	w15_d268e9375
heiten	w1_d268e9380
zum	w3_d268e9383
Zorn	w5_d268e9386
vermieden,	w7_d268e9389
und	w9_d268e9392
was	w11_d268e9395
das	w13_d268e9399
Bewunderns=würdigste	w1_d268e9404
ist,	w3_d268e9407
niemals	w5_d268e9410
keine	w7_d268e9413
Ar	w9_d268e9416
zeney	w1_d268e9421
gebrauchet.	w3_d268e9424
</p>
<head id="h2_d268e9430">
Auszug	w1_d268e9434
eines	w3_d268e9437
Schreibens	w5_d268e9440
aus	w7_d268e9443
Brest	w1_d268e9448
14.	w3_d268e9451
Jul.	w5_d268e9454
</head>
<p id="p4_d268e9457">
Als	w1_d268e9461
das	w3_d268e9464
Schif,	w5_d268e9467
der	w7_d268e9470
Formidable	w9_d268e9473
von	w11_d268e9476
86.	w13_d268e9480
Canonen,	w1_d268e9485
welches	w3_d268e9488
hier	w5_d268e9491
wiederum	w7_d268e9494
zuruck	w9_d268e9497
ge	w11_d268e9500
kommen,	w1_d268e9505
den	w3_d268e9508
27.	w5_d268e9511
May	w7_d268e9514
sich	w9_d268e9517
Ludwigsburg	w11_d268e9520
näherte,	w1_d268e9526
ward	w3_d268e9529
er	w5_d268e9532
3.	w7_d268e9535
grosser	w9_d268e9538
feindlicher	w11_d268e9541
Schif	w13_d268e9545
fe	w1_d268e9550
gewahr,	w3_d268e9553
welche	w5_d268e9556
gegen	w7_d268e9559
ihn	w9_d268e9562
kamen;	w11_d268e9565
bald	w13_d268e9569
darauf	w1_d268e9574
erschienen	w3_d268e9577
5.	w5_d268e9580
andere,	w7_d268e9583
und	w9_d268e9586
endlich	w11_d268e9589
wuchse	w1_d268e9594
ihre	w3_d268e9597
Anzahl	w5_d268e9600
bis	w7_d268e9603
auf	w9_d268e9606
12.	w11_d268e9609
an.	w13_d268e9613
Jn	w15_d268e9616
diesen	w1_d268e9622
Umständen	w3_d268e9625
hielt	w5_d268e9628
es	w7_d268e9631
nicht	w9_d268e9634
für	w11_d268e9637
rahtsam	w13_d268e9641
weiter	w1_d268e9646
vorzurucken,	w3_d268e9649
sondern	w5_d268e9652
zog	w7_d268e9655
sich	w9_d268e9658
um	w11_d268e9661
et	w13_d268e9665
was	w1_d268e9670
zuruck,	w3_d268e9673
worauf	w5_d268e9676
sich	w7_d268e9679
der	w9_d268e9682
Herr	w11_d268e9685
von	w13_d268e9689
Ble	w15_d268e9692
nal	w1_d268e9697
berathschlaget,	w3_d268e9700
ob	w5_d268e9703
er	w7_d268e9706
es	w9_d268e9709
wagen	w11_d268e9712
sollte,	w13_d268e9716
in	w15_d268e9719
den	w1_d268e9725
Hafen	w3_d268e9728
einzulauffen,	w5_d268e9731
oder	w7_d268e9734
aber,	w9_d268e9737
ob	w11_d268e9740
er	w13_d268e9744
nach	w1_d268e9749
Frankreich	w3_d268e9752
zuruck	w5_d268e9755
kehren	w7_d268e9758
solle;	w9_d268e9761
dieser	w11_d268e9764
Itztere	w1_d268e9769
Raht	w3_d268e9772
wurde	w5_d268e9775
genehmiget,	w7_d268e9778
worauf	w9_d268e9781
man	w11_d268e9784
</p>
<p id="p6_d268e9787">
auch	w1_d268e9791
zuruck	w3_d268e9794
gekehret.	w5_d268e9797
Die	w7_d268e9800
Fregakte,	w9_d268e9803
der	w11_d268e9806
Zephir,	w1_d268e9811
welche	w3_d268e9814
den	w5_d268e9817
3ten	w7_d268e9820
alhier	w9_d268e9823
angelangt,	w11_d268e9826
hat	w1_d268e9831
die	w3_d268e9834
Nachricht	w5_d268e9837
überbracht,	w7_d268e9840
daß,	w9_d268e9843
da	w11_d268e9846
die	w13_d268e9850
Flotte	w1_d268e9856
des	w3_d268e9859
Herrn	w5_d268e9862
Chaffault	w7_d268e9865
nicht	w9_d268e9868
in	w11_d268e9871
den	w13_d268e9875
Hafen	w1_d268e9880
von	w3_d268e9883
Ludwigsburg	w5_d268e9886
einlauffen	w7_d268e9889
können,	w9_d268e9892
sie	w1_d268e9897
von	w3_d268e9900
Port	w5_d268e9903
Louis	w7_d268e9906
nach	w9_d268e9909
Quebec	w11_d268e9912
abgesegelt	w13_d268e9916
seye.	w1_d268e9921
</p>
<head id="h2_d268e9927">
Prag	w1_d268e9931
4.	w3_d268e9934
Augusti	w5_d268e9937
</head>
<p id="p4_d268e9940">
Die	w1_d268e9944
bitterste	w3_d268e9947
Klagen,	w5_d268e9950
so	w7_d268e9953
aus	w9_d268e9956
denen	w11_d268e9959
Oer	w13_d268e9963
tern,	w1_d268e9968
welche	w3_d268e9971
die	w5_d268e9974
Preußische	w7_d268e9977
Trupen	w9_d268e9980
betretten,	w11_d268e9983
anlangen,	w1_d268e9988
kan	w3_d268e9991
man	w5_d268e9994
nicht	w7_d268e9997
genugsam	w9_d268e10000
beschreibe,	w11_d268e10003
was	w1_d268e10009
für	w3_d268e10012
Verwüstungen	w5_d268e10015
des	w7_d268e10018
Landes	w9_d268e10021
durch	w11_d268e10024
die	w13_d268e10028
selbe,	w1_d268e10033
wo	w3_d268e10036
sie	w5_d268e10039
nur	w7_d268e10042
hinreichen	w9_d268e10045
können,	w11_d268e10048
geschehen.	w13_d268e10052
Alle	w1_d268e10057
Oerter,	w3_d268e10060
wo	w5_d268e10063
sie	w7_d268e10066
hinkommen,	w9_d268e10069
werden	w11_d268e10072
von	w13_d268e10076
ihnen	w1_d268e10081
geplündert,	w3_d268e10084
Thüren,	w5_d268e10087
Fenster,	w7_d268e10090
Oefen,	w9_d268e10093
Kisten	w1_d268e10099
und	w3_d268e10102
Kasten	w5_d268e10105
zerschlagen,	w7_d268e10108
Vieh	w9_d268e10111
und	w11_d268e10114
Mobilen	w1_d268e10119
denen	w3_d268e10122
armen	w5_d268e10125
Einwohnern	w7_d268e10128
gewalt	w9_d268e10131
thätig	w1_d268e10136
abgenommen,	w3_d268e10139
und	w5_d268e10142
solche	w7_d268e10145
Mißhand	w9_d268e10148
lungen	w1_d268e10153
ausgeübet,	w3_d268e10156
die	w5_d268e10159
man	w7_d268e10162
von	w9_d268e10165
einer	w11_d268e10168
sonst	w13_d268e10172
so	w15_d268e10175
gesittet	w1_d268e10181
seyn	w3_d268e10184
wollenden	w5_d268e10187
Nation	w7_d268e10190
kanni	w9_d268e10193
ver	w11_d268e10196
muten	w1_d268e10201
könnte.	w3_d268e10204
</p>
<head id="h2_d268e10210">
Ziegenhayn,	w1_d268e10214
26.	w3_d268e10217
Julii	w5_d268e10220
</head>
<p id="p4_d268e10223">
Da	w1_d268e10227
der	w3_d268e10230
Hussaren=rittmeister,	w5_d268e10233
Herr	w7_d268e10236
Guerdau	w9_d268e10239
vom	w1_d268e10244
Fischerischen	w3_d268e10247
Corps	w5_d268e10250
den	w7_d268e10253
Befehl	w9_d268e10256
erhal	w11_d268e10259
ten,	w1_d268e10264
denen	w3_d268e10267
alhier	w5_d268e10270
stehenden	w7_d268e10273
Hessen	w9_d268e10276
in	w11_d268e10279
die	w13_d268e10283
Arrier	w15_d268e10286
gärde	w1_d268e10292
zu	w3_d268e10295
fallen,	w5_d268e10298
so	w7_d268e10301
hat	w9_d268e10304
er	w11_d268e10307
solches	w13_d268e10311
vorgestern	w15_d268e10314
mit	w1_d268e10319
so	w3_d268e10322
vielen	w5_d268e10325
Mut	w7_d268e10328
bewürket	w9_d268e10331
daß	w11_d268e10334
86.	w13_d268e10338
Mann	w15_d268e10341
in	w1_d268e10346
seine	w3_d268e10349
Gefangenschaft	w5_d268e10352
fielen,	w7_d268e10355
15.	w9_d268e10358
Mann	w11_d268e10361
getödtet,	w1_d268e10366
und	w3_d268e10369
die	w5_d268e10372
übrigen	w7_d268e10375
zerstreuet	w9_d268e10378
worden;	w11_d268e10381
auch	w1_d268e10387
sind	w3_d268e10390
einige	w5_d268e10393
Canonen	w7_d268e10396
dabey	w9_d268e10399
verloren	w11_d268e10402
ge	w13_d268e10406
gangen;	w1_d268e10411
Und	w3_d268e10414
da	w5_d268e10417
auch	w7_d268e10420
die	w9_d268e10423
sämmtliche	w11_d268e10426
Heßl	w13_d268e10430
sche	w1_d268e10435
beträchtliche	w3_d268e10438
Equipage	w5_d268e10441
in	w7_d268e10444
die	w9_d268e10447
Hände	w11_d268e10450
der	w13_d268e10454
Franzosen	w1_d268e10459
gefallen,	w3_d268e10462
so	w5_d268e10465
vermehrt	w7_d268e10468
solches	w9_d268e10471
deren	w11_d268e10474
Eifer	w1_d268e10480
nicht	w3_d268e10483
wenig,	w5_d268e10486
so,	w7_d268e10489
daß	w9_d268e10492
sie	w11_d268e10495
ihre	w13_d268e10499
Gegner	w15_d268e10502
sehr	w1_d268e10507
heftig	w3_d268e10510
verfolgen.	w5_d268e10513
</p>
<head id="h2_d268e10520">
Leipzig	w1_d268e10524
2.	w3_d268e10527
Augusti.	w5_d268e10530
</head>
<p id="p4_d268e10533">
Die	w1_d268e10537
Besorgnüß	w3_d268e10540
einer	w5_d268e10543
Attaque	w7_d268e10546
wird	w9_d268e10549
in	w11_d268e10552
Dresden	w1_d268e10557
immer	w3_d268e10560
stärker,	w5_d268e10563
Preußischer	w7_d268e10566
Seits	w9_d268e10569
vermehrt	w1_d268e10574
man	w3_d268e10577
die	w5_d268e10580
Defensions	w7_d268e10583
Anstalten	w9_d268e10586
un	w11_d268e10589
gemein.	w1_d268e10595
Die	w3_d268e10598
Garnison	w5_d268e10601
wird	w7_d268e10604
verstärkt,	w9_d268e10607
und	w11_d268e10610
der	w1_d268e10615
Bürgerschaft	w3_d268e10618
hat	w5_d268e10621
der	w7_d268e10624
Commandant	w9_d268e10627
in	w11_d268e10630
sinuiren	w1_d268e10635
lassen:	w3_d268e10638
1.)	w5_d268e10641
bey	w7_d268e10644
nächtlichen	w9_d268e10647
Allarin	w11_d268e10650
zu	w1_d268e10655
Hause	w3_d268e10658
zu	w5_d268e10661
bleiben,	w7_d268e10664
ein	w9_d268e10667
Licht	w11_d268e10670
ans	w13_d268e10674
Fenster	w15_d268e10677
zu	w1_d268e10683
setzen,	w3_d268e10686
