<doc id="edoc_wd_1762-07-14" attrs="word" year="1762" month="07" day="14" corpus="1">
<head id="hl1">
Petersburg	w39
<g/>
,
und	w7133
solche	w7134
bey	w7135
mir	w7136
ablangen	w7137
zu	w7138
lassen	w7139
<g/>
,
und	w7141
auf	w7142
den	w7143
16ten	w7144
Theil	w7145
zu	w7146
pränumeriren	w7147
belieben	w7148
<g/>
.
</p>
<p id="p71">
Bey	w7150
dem	w7151
Buchhändler	w7152
Johann	w7153
Paul	w7154
Kraus	w7155
<g/>
,
nächst	w7157
der	w7158
K	w7159
<g/>
.
K	w7161
<g/>
.
Burg	w7163
<g/>
,
dem	w7165
neuen	w7166
Comödienhaus	w7167
gegenüber	w7168
<g/>
,
sind	w7170
nachfolgende	w7171
Bücher	w7172
zu	w7173
haben	w7174
<g/>
:
</p>
<p id="p72">
Bach	w7176
<g/>
,
Carl	w7178
Philipp	w7179
<g/>
,
Oden	w7181
mit	w7182
Melodien	w7183
<g/>
,
sol	w7185
<g/>
.
Berlin	w7187
<g/>
,
1762	w7189
<g/>
.
1	w7191
<g/>
.
kr	w7193
<g/>
.
</p>
<p id="p73">
Bach	w7195
Tonstücke	w7196
für	w7197
das	w7198
Clavier	w7199
<g/>
,
nebst	w7201
eini=gen	w7202
<g/>
=
andern	w7204
Claßischen	w7205
Musikern	w7206
<g/>
,
sol	w7208
<g/>
.
Berlin	w7210
<g/>
,
1762	w7212
51	w7213
<g/>
.
kr	w7215
<g/>
.
</p>
<p id="p74">
Graumanns	w7217
<g/>
,
Joh	w7219
<g/>
.
Philipp	w7221
<g/>
,
gesamlete	w7223
Briefe	w7224
von	w7225
dem	w7226
Gelde	w7227
<g/>
;
von	w7229
dem	w7230
Wechsel	w7231
und	w7232
dessen	w7233
Sours	w7234
<g/>
;
von	w7236
der	w7237
Proportion	w7238
zwischen	w7239
Gold	w7240
und	w7241
Silber	w7242
<g/>
;
von	w7244
dem	w7245
Pari	w7246
des	w7247
Geldes	w7248
und	w7249
den	w7250
Münz=gesänen	w7251
<g/>
=
verschiedener	w7253
Völker	w7254
<g/>
;
besonders	w7256
von	w7257
dem	w7258
Englischen	w7259
Münzwesen	w7260
<g/>
,
4to	w7262
Berlin	w7263
<g/>
,
1762	w7265
<g/>
.
2	w7267
<g/>
.
fl	w7269
<g/>
.
</p>
<p id="p75">
Leben	w7271
einer	w7272
vornehmen	w7273
Standes	w7274
<g/>
=
person	w7276
oder	w7277
Begebenheiten	w7278
des	w7279
Marquis	w7280
von	w7281
***	w7282
welcher	w7283
der	w7284
Welt	w7285
entsaget	w7286
hat	w7287
<g/>
,
2	w7289
<g/>
.
Theile	w7291
groß	w7292
8vo	w7293
Rostock	w7294
<g/>
,
1762	w7296
<g/>
.
5	w7298
<g/>
.
fl	w7300
<g/>
.
15	w7302
<g/>
.
kr	w7304
<g/>
.
</p>
<p id="p76">
Landbibliothek	w7306
zu	w7307
einem	w7308
angenehmen	w7309
und	w7310
lehr=reichen	w7311
<g/>
=
Zeitvertreibe	w7313
aus	w7314
verschiedenen	w7315
Sprachen	w7316
zusammen	w7317
getragen	w7318
<g/>
,
2	w7320
<g/>
.
Theile	w7322
8vo	w7323
Leipzig	w7324
<g/>
,
1762	w7326
<g/>
.
d	w7328
<g/>
.
fl	w7330
<g/>
.
30	w7332
<g/>
.
kr	w7334
<g/>
.
</p>
<p id="p77">
Geschichte	w7336
der	w7337
Miß	w7338
Sidney	w7339
Bidulph	w7340
aus	w7341
ih=rem	w7342
<g/>
=
eigenen	w7344
Tage	w7345
buche	w7346
gezogen	w7347
<g/>
,
und	w7349
itzt	w7350
zum	w7351
erstenmale	w7352
bekannt	w7353
gemacht	w7354
<g/>
,
aus	w7356
dem	w7357
Englischen	w7358
übersetzt	w7359
<g/>
,
3	w7361
<g/>
.
Theile	w7363
8vo	w7364
Leipzig	w7365
1762	w7366
<g/>
.
1	w7368
<g/>
.
fl	w7370
<g/>
.
45	w7372
<g/>
.
kr	w7374
<g/>
.
</p>
<p id="p78">
Gespräche	w7376
über	w7377
die	w7378
Leidenschaften	w7379
der	w7380
Men=schen	w7381
<g/>
=
<g/>
,
aus	w7384
dem	w7385
Französischen	w7386
übersetzt	w7387
von	w7388
S***	w7389
8vo	w7390
1762	w7391
<g/>
.
1	w7393
<g/>
.
fl	w7395
<g/>
.
</p>
<p id="p79">
Von	w7397
der	w7398
Hochgräfl	w7399
<g/>
.
Schönbornischen	w7401
Herr=schaft	w7402
<g/>
=
Schönborn	w7404
freyen	w7405
Land	w7406
gericht	w7407
wegen	w7408
<g/>
,
wird	w7410
hiermit	w7411
kund	w7412
gemachet	w7413
<g/>
:
Es	w7415
seye	w7416
bey	w7417
einer	w7418
in	w7419
nur	w7420
besagtem	w7421
freyen	w7422
Land	w7423
<g/>
-
gericht	w7425
eingekommene	w7426
Person	w7427
verschiedene	w7428
selbst	w7429
geständiger	w7430
massen	w7431
ent=fremdete	w7432
<g/>
=
Geld	w7434
<g/>
=
sorten	w7436
<g/>
,
Ring	w7438
und	w7439
Angehänge	w7440
er=funden	w7441
<g/>
=
worden	w7443
<g/>
,
der	w7445
Damnisicirte	w7446
oder	w7447
Eigen=thümer	w7448
<g/>
=
sothaner	w7450
Sachen	w7451
aber	w7452
bis	w7453
anhero	w7454
weder	w7455
von	w7456
erwehnter	w7457
Person	w7458
verläßlich	w7459
nahmhaft	w7460
ge=macht	w7461
<g/>
=
<g/>
,
noch	w7464
auch	w7465
in	w7466
andere	w7467
Weeg	w7468
durch	w7469
die	w7470
fleis=sig	w7471
<g/>
=
beschehene	w7473
Nachforschung	w7474
ausfindig	w7475
gemacht	w7476
<g/>
,
somit	w7478
das	w7479
Land	w7480
<g/>
=
gericht	w7482
in	w7483
die	w7484
Nohtwendigkeit	w7485
versetzet	w7486
worden	w7487
<g/>
,
erstbemeldten	w7489
Damnisicatum	w7490
und	w7491
Eigenthümer	w7492
durch	w7493
dieses	w7494
offene	w7495
Ediet	w7496
aus=zuforschen	w7497
<g/>
=
<g/>
.
Solchemnach	w7500
hat	w7501
der	w7502
<g/>
=
oder	w7504
diejenige	w7505
<g/>
,
dem	w7507
<g/>
,
oder	w7509
denen	w7510
etwa	w7511
vorbemeldte	w7512
Sachen	w7513
ent=wendet	w7514
<g/>
=
worden	w7516
<g/>
,
und	w7518
welche	w7519
sich	w7520
hierzu	w7521
als	w7522
recht=mäßige	w7523
<g/>
=
Eigenthümer	w7525
zu	w7526
legitimiren	w7527
vermögen	w7528
<g/>
,
binnen	w7530
6	w7531
<g/>
.
Wochen	w7533
und	w7534
3	w7535
<g/>
.
Tägen	w7537
von	w7538
Zeit	w7539
dieses	w7540
ausgefertigten	w7541
Edicts	w7542
bey	w7543
der	w7544
Herrschaftl	w7545
<g/>
.
Amts	w7547
<g/>
=
und	w7549
Landgerichts	w7550
<g/>
=
canzley	w7552
zu	w7553
Schönborn	w7554
sich	w7555
al=so	w7556
<g/>
=
gewiß	w7558
anzumelden	w7559
<g/>
,
wie	w7561
im	w7562
widrigen	w7563
ohne	w7564
fer=nere	w7565
<g/>
=
Zuwartung	w7567
mit	w7568
der	w7569
weiteren	w7570
Amts	w7571
<g/>
=
hand=lung	w7573
<g/>
=
ex	w7575
officio	w7576
fürgegangen	w7577
worden	w7578
solle	w7579
<g/>
.
</p>
<p id="p80">
Vermög	w7581
zweyer	w7582
unterm	w7583
8ten	w7584
und	w7585
15ten	w7586
Junii	w7587
gegenwärtigen	w7588
Jahrs	w7589
1762	w7590
<g/>
.
auf	w7592
Anlangen	w7593
des	w7594
N	w7595
<g/>
.
Oe	w7597
Herrn	w7598
Hof	w7599
<g/>
=
und	w7601
Cammer	w7602
<g/>
=
procuratoris	w7604
von	w7605
Hochlöbl	w7606
<g/>
.
N	w7608
<g/>
.
Oe	w7610
<g/>
.
Regierung	w7612
ausgefertigter	w7613
Amor=tizatious	w7614
<g/>
=
<g/>
=
edicten	w7617
<g/>
,
haben	w7619
sich	w7620
alle	w7621
und	w7622
jede	w7623
<g/>
,
wel=che	w7625
<g/>
=
wegen	w7627
deren	w7628
auf	w7629
die	w7630
sogenannte	w7631
annun	w7632
zur	w7633
K	w7634
<g/>
.
K	w7636
<g/>
.
Nadlburger	w7638
Fabrique	w7639
verwendete	w7640
<g/>
,
Win=kelmühl	w7642
<g/>
=
zu	w7644
Lichtenwörth	w7645
annoch	w7646
realiter	w7647
bey	w7648
der	w7649
N	w7650
<g/>
.
Oe	w7652
<g/>
.
Land	w7654
<g/>
=
tafel	w7656
für	w7657
Gregori	w7658
Handl	w7659
unterm	w7660
11	w7661
<g/>
.
Septembris	w7663
1726	w7664
<g/>
.
angesetzter	w7666
3000	w7667
<g/>
.
fl	w7669
<g/>
.
und	w7671
für	w7672
Mathäum	w7673
Riß	w7674
unterm	w7675
21	w7676
<g/>
.
Junii	w7678
1668	w7679
für=gemerkter	w7680
<g/>
=
1750	w7682
<g/>
.
fl	w7684
<g/>
.
dann	w7686
auf	w7687
die	w7688
Rubrie	w7689
Alland	w7690
unterm	w7691
12ten	w7692
Octobris	w7693
1791	w7694
<g/>
.
für	w7696
Balthasar	w7697
Fürrath	w7698
angeschätzter	w7699
403	w7700
<g/>
.
fl	w7702
47	w7703
<g/>
.
1	w7705
<g/>
.
halben	w7707
kr	w7708
<g/>
.
und	w7710
für	w7711
der	w7712
Maria	w7713
Preinerin	w7714
Erben	w7715
unterm	w7716
9	w7717
<g/>
.
Augusti	w7719
1658	w7720
<g/>
.
gleichfalls	w7722
angesetzter	w7723
2000	w7724
<g/>
.
fl	w7726
<g/>
.
wei=ters	w7728
<g/>
=
wegen	w7730
auf	w7731
das	w7732
Scalvignonische	w7733
Frey	w7734
<g/>
-
haus	w7736
nächst	w7737
der	w7738
K	w7739
<g/>
.
K	w7741
<g/>
.
Burg	w7743
unterm	w7744
10	w7745
<g/>
.
Jänner	w7747
1710	w7748
<g/>
.
für	w7750
Frau	w7751
Jsabellam	w7752
Rebecam	w7753
Freyin	w7754
von	w7755
Scal=vignoni	w7756
<g/>
=
<g/>
,
geb	w7759
<g/>
.
Freyin	w7761
von	w7762
Wellenstein	w7763
vorgemerk=ter	w7764
<g/>
=
Ehe	w7766
<g/>
=
pacten	w7768
<g/>
,
idem	w7770
unterm	w7771
18	w7772
<g/>
.
Febr	w7774
<g/>
.
1728	w7776
<g/>
.
für	w7778
Frau	w7779
Mariam	w7780
Annam	w7781
Gräfin	w7782
don	w7783
Waldero=de	w7784
<g/>
=
fürgemerkt	w7786
sich	w7787
befindende	w7788
23000	w7789
<g/>
.
st	w7791
<g/>
.
und	w7793
un=term	w7794
<g/>
=
4	w7796
<g/>
.
Martii	w7798
1739	w7799
<g/>
.
für	w7801
Joseph	w7802
Franz	w7803
DietDietmayr	w7804
<g/>
=
</p>
<p id="p81">
mayr	w7807
J	w7808
U	w7809
<g/>
.
D	w7811
<g/>
.
cessionario	w7813
noc	w7814
<g/>
.
inhibirter	w7816
1000	w7817
<g/>
.
fl	w7819
<g/>
.
desgleichen	w7821
wegen	w7822
auf	w7823
die	w7824
Herrschaft	w7825
Hetzen=dorf	w7826
<g/>
=
unterm	w7828
4ten	w7829
Decembris	w7830
1590	w7831
<g/>
.
für	w7833
Georg	w7834
Sauer	w7835
angesetzter	w7836
3054	w7837
<g/>
.
fl	w7839
<g/>
.
46	w7841
<g/>
.
1	w7843
<g/>
.
halben	w7845
kr	w7846
<g/>
.
für	w7848
Philipp	w7849
Friener	w7850
unterm	w7851
4	w7852
<g/>
.
Julii	w7854
1592	w7855
<g/>
.
itidem	w7857
angesetzter	w7858
1079	w7859
<g/>
.
fl	w7861
<g/>
.
54	w7863
<g/>
.
kr	w7865
<g/>
.
für	w7867
Lazarum	w7868
Hemkhe	w7869
ebenfalls	w7870
unterm	w7871
26sten	w7872
Martii	w7873
1604	w7874
<g/>
.
angesetzter	w7876
1500	w7877
<g/>
.
fl	w7879
<g/>
.
und	w7881
so	w7882
auch	w7883
unterm	w7884
11	w7885
<g/>
.
Febr	w7887
<g/>
.
1619	w7889
<g/>
.
für	w7891
Abraham	w7892
Salzmann	w7893
angesetzter	w7894
1500	w7895
<g/>
.
fl	w7897
<g/>
.
end=lichen	w7899
<g/>
=
wegen	w7901
auf	w7902
die	w7903
Gühter	w7904
Neuhaus	w7905
<g/>
,
Arnstein	w7907
und	w7908
Fahrafeld	w7909
für	w7910
Burgermeister	w7911
und	w7912
Raht	w7913
der	w7914
Stadt	w7915
Wien	w7916
unterm	w7917
14	w7918
<g/>
.
Novembris	w7920
1714	w7921
<g/>
.
für=gemerkter	w7923
<g/>
=
4000	w7925
<g/>
.
fl	w7927
<g/>
.
einige	w7929
Sprüch	w7930
und	w7931
Forderung	w7932
zu	w7933
haben	w7934
vermeinen	w7935
<g/>
,
sich	w7937
in	w7938
Zeit	w7939
eines	w7940
Jahrs	w7941
<g/>
,
6	w7943
<g/>
.
Wochen	w7945
und	w7946
3	w7947
<g/>
.
Tägen	w7949
bey	w7950
Hochgedacht	w7951
Hoch=löbl	w7952
<g/>
=
<g/>
.
N	w7955
<g/>
.
Oe	w7957
<g/>
.
Regierung	w7959
mit	w7960
ihren	w7961
etwa	w7962
habenden	w7963
Legitimations	w7964
<g/>
=
documenten	w7966
also	w7967
gewiß	w7968
melden	w7969
<g/>
,
als	w7971
im	w7972
widrigen	w7973
nach	w7974
Ausgang	w7975
dieser	w7976
Frist	w7977
eines	w7978
Jahrs	w7979
<g/>
,
6	w7981
<g/>
.
Wochen	w7983
und	w7984
3	w7985
<g/>
.
Tägen	w7987
<g/>
,
all	w7989
diese	w7990
Schuld=posten	w7991
<g/>
=
17	w7993
ipso	w7994
für	w7995
null	w7996
und	w7997
nichtig	w7998
gehalten	w7999
<g/>
,
und	w8001
wegen	w8002
Caßirung	w8003
derenselben	w8004
Fürmerkung	w8005
das	w8006
Be=nöhtigte	w8007
<g/>
=
an	w8009
seine	w8010
Behörde	w8011
erlassen	w8012
werden	w8013
wird	w8014
<g/>
.
</p>
<p id="p82">
Von	w8016
N	w8017
<g/>
.
Richter	w8019
und	w8020
Raht	w8021
des	w8022
K	w8023
<g/>
.
K	w8025
<g/>
.
Markts	w8027
Hohen	w8028
<g/>
=
rupperstorf	w8030
wegen	w8031
<g/>
,
wird	w8033
jedermänniglich	w8034
kund	w8035
und	w8036
zu	w8037
wissen	w8038
gemacht	w8039
<g/>
,
was	w8041
massen	w8042
der	w8043
Magdalenä	w8044
Mayrin	w8045
<g/>
,
verwittibten	w8047
Baderin	w8048
alhier	w8049
<g/>
,
vermög	w8051
ausständigen	w8052
sehr	w8053
vielen	w8054
Lands	w8055
<g/>
=
anlagen	w8057
gemeinschaftliche	w8058
Forderungen	w8059
Pupillen	w8060
<g/>
=
geldern	w8062
<g/>
,
und	w8064
anderen	w8065
Passivorum	w8066
gehörige	w8067
Hofstatt	w8068
behau=sung	w8069
<g/>
=
<g/>
,
wie	w8072
auch	w8073
das	w8074
Bader	w8075
<g/>
=
gewörb	w8077
plus	w8078
offerenti	w8079
ex	w8080
officio	w8081
feil	w8082
gebeten	w8083
wird	w8084
<g/>
,
auch	w8086
zu	w8087
dieser	w8088
Licitation	w8089
ungehindert	w8090
der	w8091
inzwischen	w8092
kommenden	w8093
Schnitt=ferien	w8094
<g/>
=
der	w8096
14	w8097
<g/>
.
kommenden	w8099
Monats	w8100
Augusti	w8101
dies	w8102
1762	w8103
<g/>
.
Jahrs	w8105
bestimmet	w8106
ist	w8107
<g/>
,
zugleich	w8109
aber	w8110
auch	w8111
der	w8112
nämliche	w8113
Tag	w8114
hiemit	w8115
für	w8116
all	w8117
<g/>
=
und	w8119
jene	w8120
<g/>
,
so	w8122
an	w8123
der	w8124
erst	w8125
gedachten	w8126
Mayrin	w8127
Vermögen	w8128
<g/>
,
ex	w8130
quocunque	w8131
demum	w8132
capite	w8133
Sprüch	w8134
und	w8135
Forderungen	w8136
zu	w8137
haben	w8138
vermeinen	w8139
<g/>
,
zur	w8141
Anmeldungs	w8142
<g/>
=
tagsatzung	w8144
pro	w8145
1mo	w8146
<g/>
,
ado	w8148
<g/>
&
3tio	w8150
Termino	w8151
benennet	w8152
und	w8153
anberaumet	w8154
seye	w8155
<g/>
,
haben	w8157
demnach	w8158
all	w8159
<g/>
,
und	w8161
jene	w8162
<g/>
,
so	w8164
oberwehntes	w8165
Haus	w8166
oder	w8167
Gewerb	w8168
käuflich	w8169
an	w8170
sich	w8171
zu	w8172
bringen	w8173
ge=denken	w8174
<g/>
=
<g/>
,
wie	w8177
nicht	w8178
minder	w8179
auch	w8180
jene	w8181
<g/>
,
welche	w8183
an	w8184
so=thanen	w8185
<g/>
=
Vermögen	w8187
einige	w8188
Schuld	w8189
<g/>
=
forderungen	w8191
zu	w8192
haben	w8193
glauben	w8194
<g/>
,
an	w8196
obbestimmten	w8197
Tag	w8198
fruh	w8199
um	w8200
9	w8201
<g/>
.
Uhr	w8203
vor	w8204
allhiesiger	w8205
Raht	w8206
<g/>
=
haus	w8208
<g/>
=
canzley	w8210
<g/>
,
und	w8212
zwar	w8213
die	w8214
letztere	w8215
<g/>
,
nämlich	w8217
die	w8218
Schuld	w8219
<g/>
=
forderende	w8221
Partheyen	w8222
alsogewiß	w8223
zu	w8224
erscheinen	w8225
<g/>
,
wie	w8227
im	w8228
widri=gen	w8229
<g/>
=
denenjenigen	w8231
<g/>
,
so	w8233
sich	w8234
hiebey	w8235
durch	w8236
sich	w8237
selbsten	w8238
oder	w8239
durch	w8240
hinlänglich	w8241
begewalte	w8242
Mandatarios	w8243
nicht	w8244
werden	w8245
angemeldet	w8246
haben	w8247
<g/>
,
das	w8249
ewige	w8250
Still=schweigen	w8251
<g/>
=
auferleget	w8253
seyn	w8254
solle	w8255
<g/>
.
</p>
<p id="p83">
Den	w8257
27	w8258
Julii	w8259
und	w8260
folgende	w8261
Täge	w8262
werden	w8263
in	w8264
dem	w8265
Matzisch	w8266
<g/>
=
oder	w8268
sogenannten	w8269
Mitterstellerischen	w8270
Haus	w8271
auf	w8272
dem	w8273
Peters	w8274
<g/>
=
freythof	w8276
im	w8277
ersten	w8278
Stock	w8279
weil	w8280
<g/>
.
Mathias	w8282
Jagschy	w8283
<g/>
,
gewest	w8285
<g/>
=
Burgerl	w8287
<g/>
.
Stadt=tandlers	w8289
<g/>
=
seel	w8291
<g/>
.
Verlassenschafts	w8293
<g/>
=
effecten	w8295
<g/>
,
bestehend	w8297
in	w8298
Silber	w8299
<g/>
,
Uhren	w8301
<g/>
,
in	w8303
roich	w8304
bordirt	w8305
<g/>
=
gestickt	w8307
und	w8308
ananderen	w8309
<g/>
=
</p>
<p id="p84">
deren	w8311
Manns	w8312
<g/>
=
und	w8314
Frauen	w8315
<g/>
=
kleidern	w8317
<g/>
,
Wäsch	w8319
<g/>
,
Spal=lier	w8321
<g/>
=
<g/>
,
Spiegel	w8324
<g/>
,
Häug	w8326
und	w8327
Wand	w8328
<g/>
=
leichter	w8330
<g/>
,
Sesseln	w8332
<g/>
,
Sophen	w8334
Canapee	w8335
<g/>
,
Zinn	w8337
<g/>
,
Kupfer	w8339
<g/>
,
Wein	w8341
<g/>
,
Fässer	w8343
<g/>
,
Schlitten	w8345
<g/>
=
equivage	w8347
<g/>
,
wie	w8349
auch	w8350
Wagen	w8351
und	w8352
Pferd	w8353
<g/>
,
und	w8355
deto	w8356
Geschirr	w8357
licitando	w8358
plus	w8359
offerenti	w8360
verkauffet	w8361
<g/>
.
</p>
<p id="p85">
Von	w8363
N	w8364
<g/>
.
Burgermeister	w8366
<g/>
,
Stadt	w8368
<g/>
=
richter	w8370
und	w8371
Raht	w8372
der	w8373
K	w8374
<g/>
.
K	w8376
<g/>
.
und	w8378
Erzherzogl	w8379
<g/>
.
privil	w8381
<g/>
.
Stadt	w8383
Neustadt	w8384
in	w8385
Oesterreich	w8386
unter	w8387
der	w8388
Enns	w8389
ꝛc	w8390
<g/>
.
wird	w8392
hiemit	w8393
jeder=männiglich	w8394
<g/>
=
kund	w8396
und	w8397
zu	w8398
wissen	w8399
gemacht	w8400
<g/>
;
daß	w8402
das	w8403
über	w8404
Ableiben	w8405
weil	w8406
<g/>
.
Andre	w8408
Luz	w8409
<g/>
,
gewest	w8411
<g/>
=
Burgerl	w8413
<g/>
.
Schlosser	w8415
<g/>
=
meisters	w8417
<g/>
,
und	w8419
Elisabeth	w8420
dessen	w8421
Ehe	w8422
<g/>
=
wir=tin	w8424
<g/>
=
<g/>
,
beeder	w8427
seel	w8428
<g/>
.
alhier	w8430
hinterlassen	w8431
<g/>
,
in	w8433
der	w8434
sogenan=ten	w8435
<g/>
=
Wiener	w8437
<g/>
=
vorstadt	w8439
gelegenes	w8440
Haus	w8441
samt	w8442
der	w8443
Schlosser	w8444
<g/>
=
profeßions	w8446
<g/>
=
gerechtigkeit	w8448
und	w8449
dazu	w8450
gehö=rigen	w8451
<g/>
=
Werk	w8453
<g/>
=
zeug	w8455
den	w8456
93	w8457
künftigen	w8458
Mouats	w8459
Augu=sti	w8460
<g/>
=
Vormittag	w8462
um	w8463
9	w8464
<g/>
.
Uhr	w8466
auf	w8467
allhiesiger	w8468
Stadt=canzley	w8469
<g/>
=
dem	w8471
Meistbietenden	w8472
licltando	w8473
zu	w8474
verkauffen	w8475
seil	w8476
seyen	w8477
<g/>
,
wer	w8479
also	w8480
hierzu	w8481
ein	w8482
Verlaugen	w8483
hat	w8484
<g/>
,
kan	w8486
sich	w8487
am	w8488
vorbestimmten	w8489
Tag	w8490
und	w8491
Stund	w8492
auf	w8493
allhie	w8494
sigem	w8495
Raht	w8496
<g/>
=
haus	w8498
in	w8499
der	w8500
Stadt	w8501
<g/>
=
canzley	w8503
einfinden	w8504
<g/>
,
alwo	w8506
die	w8507
Licitation	w8508
wird	w8509
vorgenommen	w8510
werden	w8511
<g/>
.
</p>
<p id="p86">
Auf	w8513
zukünftigen	w8514
30	w8515
<g/>
.
Julii	w8517
und	w8518
folgenden	w8519
Tag	w8520
hindurch	w8521
werden	w8522
in	w8523
der	w8524
Leopold	w8525
<g/>
=
stadt	w8527
in	w8528
dem	w8529
allda=sigen	w8530
<g/>
=
Bräu	w8532
<g/>
=
haus	w8534
auf	w8535
Veraulassung	w8536
eines	w8537
Löbl	w8538
<g/>
.
Stadt	w8540
rahts	w8541
verschiedene	w8542
Gold	w8543
und	w8544
Silber	w8545
effecten	w8546
<g/>
,
Bilder	w8548
<g/>
,
Kasten	w8550
<g/>
,
Tisch	w8552
<g/>
,
Sessel	w8554
<g/>
,
Uhren	w8556
<g/>
,
Gewöhr	w8558
<g/>
,
Manns	w8560
kleider	w8561
<g/>
,
Lein	w8563
<g/>
=
wäsch	w8565
<g/>
,
Zinn	w8567
<g/>
,
Kupfer	w8569
<g/>
,
Meßing	w8571
<g/>
,
Behr	w8573
<g/>
=
gewand	w8575
und	w8576
andere	w8577
Haus	w8578
<g/>
=
gerähtschaften	w8580
<g/>
,
Vormittag	w8582
von	w8583
9	w8584
<g/>
.
bis	w8586
12	w8587
<g/>
.
und	w8589
Nachmittag	w8590
von	w8591
3	w8592
<g/>
.
bis	w8594
6	w8595
<g/>
.
Uhr	w8597
licitando	w8598
verkauffet	w8599
<g/>
.
</p>
<p id="p87">
Hiemit	w8601
wird	w8602
jedermänniglich	w8603
kund	w8604
und	w8605
zu	w8606
wissen	w8607
gemacht	w8608
<g/>
,
daß	w8610
der	w8611
sogenanute	w8612
Osterfinkische	w8613
<g/>
,
nächst	w8615
Neunkirchen	w8616
am	w8617
Steinfeld	w8618
gelegene	w8619
<g/>
,
und	w8621
zur	w8622
K	w8623
<g/>
.
K	w8625
<g/>
.
Pfarr	w8627
Prigglitz	w8628
dienstbare	w8629
Eisen	w8630
<g/>
=
hammer	w8632
<g/>
,
samt	w8634
de=nen	w8635
<g/>
=
darzu	w8637
gehörigen	w8638
Grund	w8639
<g/>
=
stücken	w8641
<g/>
,
als	w8643
30	w8644
<g/>
.
Joch	w8646
Aecker	w8647
<g/>
,
zwey	w8649
ein	w8650
halb	w8651
Tagwerk	w8652
<g/>
=
wisen	w8654
<g/>
,
den	w8656
13	w8657
<g/>
.
künf=tigen	w8659
<g/>
=
Monats	w8661
Augusti	w8662
Nachmittag	w8663
um	w8664
2	w8665
<g/>
.
Uhr	w8667
lici=tando	w8668
<g/>
=
verkauffet	w8670
werden	w8671
<g/>
,
wer	w8673
solchen	w8674
an	w8675
sich	w8676
zu	w8677
bringen	w8678
gesinnet	w8679
ist	w8680
<g/>
,
kan	w8682
sich	w8683
selben	w8684
Tag	w8685
und	w8686
Stund	w8687
in	w8688
obbenannten	w8689
Eisen	w8690
<g/>
=
hammer	w8692
einfinden	w8693
<g/>
.
</p>
<p id="p88">
Nächst	w8695
künftigen	w8696
Montag	w8697
als	w8698
den	w8699
19	w8700
<g/>
.
dieses	w8702
Monats	w8703
Julii	w8704
<g/>
,
werden	w8706
auf	w8707
der	w8708
Land	w8709
<g/>
=
strassen	w8711
oberhalb	w8712
des	w8713
braunen	w8714
Hirschen	w8715
im	w8716
Despaischen	w8717
Haus	w8718
im	w8719
ersten	w8720
Stock	w8721
verschiedene	w8722
Verlassenschafts=effecten	w8723
<g/>
=
<g/>
,
als	w8726
Silber	w8727
<g/>
,
Uhren	w8729
<g/>
,
Spallier	w8731
<g/>
,
Hungarische	w8733
Kleider	w8734
<g/>
,
Wäsch	w8736
<g/>
,
und	w8738
Tisch	w8739
<g/>
=
zeug	w8741
<g/>
,
schöne	w8743
Mahle=reyen	w8744
<g/>
=
<g/>
,
Spiegel	w8747
<g/>
,
Sessel	w8749
<g/>
,
Soffen	w8751
<g/>
,
Luster	w8753
<g/>
,
Kästen	w8755
<g/>
,
Zinn	w8757
<g/>
,
Meßing	w8759
<g/>
,
Kupfer	w8761
<g/>
,
Better	w8763
<g/>
,
ein	w8765
viersitziger	w8766
mit	w8767
grünem	w8768
Tuch	w8769
gefütterter	w8770
Wagen	w8771
<g/>
,
dann	w8773
15	w8774
<g/>
.
Antheil	w8776
kostbarer	w8777
Tokayer	w8778
<g/>
=
ausbruch	w8780
und	w8781
Essenz	w8782
<g/>
,
Vormittags	w8784
von	w8785
9	w8786
<g/>
.
bis	w8788
12	w8789
<g/>
.
<g/>
;
Nachmittags	w8792
aber	w8793
von	w8794
3	w8795
<g/>
.
bis	w8797
6	w8798
<g/>
.
Uhr	w8800
<g/>
,
dem	w8802
Meistbietenden	w8803
gegen	w8804
also=gleich	w8805
<g/>
=
baar	w8807
leistender	w8808
Bezahlung	w8809
licitando	w8810
vor=kauffet	w8811
<g/>
=
<g/>
,
und	w8814
hiermit	w8815
die	w8816
nachfolgende	w8817
Täge	w8818
comi=nuiret	w8819
<g/>
=
werden	w8821
<g/>
.
</p>
<head id="hl23">
Petersburg	w8823
den	w8824
10	w8825
<g/>
.
Julius	w8827
<g/>
.
</head>
<p id="p89">
Der	w8829
gestrige	w8830
Tag	w8831
wird	w8832
in	w8833
dem	w8834
Rußischen	w8835
Reiche	w8836
wegen	w8837
der	w8838
so	w8839
plötz=lich	w8840
<g/>
=
als	w8842
glücklich	w8843
vorgegangenen	w8844
Staats	w8845
<g/>
=
veränderung	w8847
in	w8848
ewigem	w8849
Andenken	w8850
bleiben	w8851
<g/>
.
Der	w8853
Kaiserin	w8854
Majestät	w8855
kamen	w8856
von	w8857
Petershof	w8858
<g/>
,
wo	w8860
sie	w8861
sich	w8862
aufhielten	w8863
<g/>
,
fruhe	w8865
Morgens	w8866
in	w8867
die	w8868
Stadt	w8869
<g/>
,
und	w8871
liessen	w8872
sich	w8873
vor	w8874
der	w8875
Spitze	w8876
der	w8877
Kaiserlichen	w8878
Garde	w8879
<g/>
=
regimenter	w8881
sehen	w8882
<g/>
;
