<doc id="wr_1762-03-24" attrs="word" year="1762" month="03" day="24" corpus="2">
<head id="h2_d641e3335">
Cadir	w1_d641e3339
glaubten	w1_d641e17779
Abschriften	w3_d641e17782
einzulegen	w5_d641e17785
haben.	w7_d641e17788
Wie	w9_d641e17791
im	w11_d641e17794
widrigen	w1_d641e17799
der	w3_d641e17802
Ausbleibende	w5_d641e17805
von	w7_d641e17808
gegenwärtiger	w9_d641e17811
Concurs=massa	w1_d641e17817
gänzlich	w3_d641e17820
ausgeschlossen,	w5_d641e17823
und	w7_d641e17826
ih	w9_d641e17829
me	w1_d641e17834
diesfalls	w3_d641e17837
das	w5_d641e17840
ewige	w7_d641e17843
Stillschweigen	w9_d641e17846
auferlegt,	w11_d641e17849
die	w1_d641e17854
nicht	w3_d641e17857
Liquidirende	w5_d641e17860
aber	w7_d641e17863
in	w9_d641e17866
der	w11_d641e17869
künftigen	w13_d641e17873
Clas	w15_d641e17876
sification	w1_d641e17881
mit	w3_d641e17884
unerwiesenen	w5_d641e17887
Anforderungen	w7_d641e17890
abge	w9_d641e17893
wiesen	w1_d641e17899
werden	w3_d641e17902
sollen.	w5_d641e17905
Wornach	w7_d641e17908
sich	w9_d641e17911
jeder	w11_d641e17914
zu	w13_d641e17918
rich	w15_d641e17921
ten,	w1_d641e17926
und	w3_d641e17929
vor	w5_d641e17932
Schaden	w7_d641e17935
zu	w9_d641e17938
hüten	w11_d641e17941
wissen	w13_d641e17945
wird.	w15_d641e17948
</p>
<p id="p44_d641e17951">
Es	w1_d641e17955
ist	w3_d641e17958
den	w5_d641e17961
23.	w7_d641e17964
Abends	w9_d641e17967
in	w11_d641e17970
der	w13_d641e17974
Burg	w15_d641e17977
eine	w17_d641e17980
brillian	w19_d641e17983
tirte	w1_d641e17988
durchgebrochene	w3_d641e17991
Ohrwuckel,	w5_d641e17994
welche	w7_d641e17997
man	w9_d641e18000
von	w11_d641e18003
dem	w1_d641e18008
hinten	w3_d641e18011
angelegten	w5_d641e18014
goldenen	w7_d641e18017
Gestell	w9_d641e18020
abnehmen,	w11_d641e18023
und	w1_d641e18029
als	w3_d641e18032
eine	w5_d641e18035
Rosen	w7_d641e18038
brauchen,	w9_d641e18041
wovon	w11_d641e18044
die	w13_d641e18048
mittere	w15_d641e18051
Rosen,	w1_d641e18056
bestehend	w3_d641e18059
aus	w5_d641e18062
einem	w7_d641e18065
mittelmäßigen	w9_d641e18068
und	w11_d641e18071
6.	w13_d641e18075
kleineren	w1_d641e18080
Steinern,	w3_d641e18083
ausgeschrauffet	w5_d641e18086
werden	w7_d641e18089
kan,	w9_d641e18092
verloren	w1_d641e18097
gegangen,	w3_d641e18100
wird	w5_d641e18103
also	w7_d641e18106
gebetten,	w9_d641e18109
wer	w11_d641e18112
solche	w13_d641e18116
gefunden,	w1_d641e18122
in	w3_d641e18125
das	w5_d641e18128
klein	w7_d641e18131
Oettingische	w9_d641e18134
Haus	w11_d641e18137
im	w13_d641e18141
er	w15_d641e18144
sten	w1_d641e18149
Stock	w3_d641e18152
im	w5_d641e18155
Strauch=gassel	w7_d641e18158
gegen	w9_d641e18161
einer	w11_d641e18164
guten	w13_d641e18168
Recompens	w1_d641e18173
zu	w3_d641e18176
überbringen.	w5_d641e18179
</p>
<p id="p46_d641e18182">
Bey	w1_d641e18186
Johann	w3_d641e18189
Jacob	w5_d641e18192
Lidl	w7_d641e18195
Kupfer=stechern	w9_d641e18198
im	w11_d641e18201
Doctor	w1_d641e18206
Deimlischen	w3_d641e18209
Haus	w5_d641e18212
neben	w7_d641e18215
der	w9_d641e18218
Heil.	w11_d641e18221
Dreyfal	w13_d641e18225
tigkeit	w1_d641e18230
ist	w3_d641e18233
nebst	w5_d641e18236
noch	w7_d641e18239
anderen	w9_d641e18242
mehrern	w11_d641e18245
verschiede	w13_d641e18249
nen	w1_d641e18255
Land=karten	w3_d641e18258
zu	w5_d641e18261
haben:	w7_d641e18264
Dermaliges	w9_d641e18267
Kriegs	w11_d641e18270
theatrum,	w1_d641e18275
oder	w3_d641e18278
neue	w5_d641e18281
und	w7_d641e18284
accurate	w9_d641e18287
Land=karte	w11_d641e18290
das	w13_d641e18294
ganze	w1_d641e18299
Königreich	w3_d641e18302
Böheim,	w5_d641e18305
Herzogtum	w7_d641e18308
Schlesien,	w9_d641e18311
und	w1_d641e18316
die	w3_d641e18319
Marggraftümer	w5_d641e18322
Mähren,	w7_d641e18325
Ober	w9_d641e18328
und	w11_d641e18331
Nieder=lausitz,	w1_d641e18337
nebst	w3_d641e18340
einem	w5_d641e18343
grossen	w7_d641e18346
Theil	w9_d641e18349
von	w11_d641e18352
Ober=sachsen,	w1_d641e18357
March	w3_d641e18360
Brandenburg,	w5_d641e18363
Königreich	w7_d641e18366
Pohlen	w1_d641e18371
und	w3_d641e18374
Hungarn,	w5_d641e18377
dann	w7_d641e18380
Erz=herzogtum	w9_d641e18383
Oesterreich	w1_d641e18388
begreiffend,	w3_d641e18391
auch	w5_d641e18394
in	w7_d641e18397
die	w9_d641e18400
kleinere	w11_d641e18403
inn	w13_d641e18407
ländische	w1_d641e18413
Landes=kreise	w3_d641e18416
genau	w5_d641e18419
abgetheilet,	w7_d641e18422
mit	w9_d641e18425
Compaß	w1_d641e18430
und	w3_d641e18433
Maaß=stäben	w5_d641e18436
auch	w7_d641e18439
Register	w9_d641e18442
bestens	w11_d641e18445
versehen,	w1_d641e18450
auf	w3_d641e18453
ein	w5_d641e18456
und	w7_d641e18459
ein	w9_d641e18462
halben	w11_d641e18465
Jmperial=bo	w13_d641e18469
gen	w1_d641e18474
im	w3_d641e18477
Futeral	w5_d641e18480
pr.	w7_d641e18483
1.	w9_d641e18486
fl.	w11_d641e18489
45.	w13_d641e18493
kr.	w15_d641e18496
ohne	w17_d641e18499
Futeral	w19_d641e18502
pr.	w1_d641e18508
1.	w3_d641e18511
fl.	w5_d641e18514
30.	w7_d641e18517
kr.	w9_d641e18520
</p>
<head id="h2_d641e18622">
Stockholm	w1_d641e18626
den	w3_d641e18629
23.	w5_d641e18632
Febr.	w7_d641e18635
</head>
<p id="p4_d641e18638">
Die	w1_d641e18642
jüngsten	w3_d641e18645
Briefe	w5_d641e18648
aus	w7_d641e18651
Ostgothland	w9_d641e18654
melden,	w1_d641e18659
daß	w3_d641e18662
daselbst,	w5_d641e18665
in	w7_d641e18668
der	w9_d641e18671
Ge	w11_d641e18674
gend	w1_d641e18679
von	w3_d641e18682
Neu=sochen,	w5_d641e18685
der	w7_d641e18688
berühmte	w9_d641e18691
Mola	w11_d641e18694
ta=strom	w1_d641e18700
wiederum,	w3_d641e18703
und	w5_d641e18706
zwar	w7_d641e18709
diesesmal	w9_d641e18712
2.	w1_d641e18717
Tage,	w3_d641e18720
vom	w5_d641e18723
8ten	w7_d641e18726
bis	w9_d641e18729
zum	w11_d641e18732
10ten	w13_d641e18736
jetzi	w15_d641e18739
gen	w1_d641e18744
Monats,	w3_d641e18747
bey	w5_d641e18750
gelinder	w7_d641e18753
Kälte	w9_d641e18756
und	w11_d641e18759
We	w13_d641e18763
sten=winde,	w1_d641e18768
stille	w3_d641e18771
gestanden.	w5_d641e18774
Dem	w7_d641e18777
unge	w9_d641e18780
achtet	w1_d641e18786
hat	w3_d641e18789
man	w5_d641e18792
zu	w7_d641e18795
Norköping,	w9_d641e18798
bey	w11_d641e18801
welcher	w13_d641e18805
Stadt	w1_d641e18810
gedachter	w3_d641e18813
Strom	w5_d641e18816
sonst	w7_d641e18819
vorbey	w9_d641e18822
fliesset,	w11_d641e18825
eben,	w1_d641e18830
wie	w3_d641e18833
im	w5_d641e18836
verwichenen	w7_d641e18839
Jahre,	w9_d641e18842
keinen	w11_d641e18845
Abgang	w1_d641e18850
an	w3_d641e18853
Wasser	w5_d641e18856
gemerket.	w7_d641e18859
</p>
<p id="p6_d641e18862">
Jn	w1_d641e18866
Schonen	w3_d641e18869
hat	w5_d641e18872
man	w7_d641e18875
am	w9_d641e18878
7ten	w11_d641e18881
dieses,	w13_d641e18885
zur	w1_d641e18890
Abends=zeit,	w3_d641e18893
einen	w5_d641e18896
halben	w7_d641e18899
Ring	w9_d641e18902
um	w11_d641e18905
den	w1_d641e18910
Mond	w3_d641e18913
wahrgenommen,	w5_d641e18916
dergleichen	w7_d641e18919
dorten	w1_d641e18925
für	w3_d641e18928
ein	w5_d641e18931
altes	w7_d641e18934
Zeichen	w9_d641e18937
bevorstehender	w11_d641e18940
Stürme	w1_d641e18945
und	w3_d641e18948
Ungewitter	w5_d641e18951
angesehen	w7_d641e18954
wird.	w9_d641e18957
Den	w1_d641e18962
Tag	w3_d641e18965
darauf	w5_d641e18968
ist	w7_d641e18971
zu	w9_d641e18974
Lund	w11_d641e18977
und	w13_d641e18981
in	w15_d641e18984
den	w17_d641e18987
dasigen	w1_d641e18992
Gegenden	w3_d641e18995
ein	w5_d641e18998
ungewöhnlich	w7_d641e19001
grosser	w9_d641e19004
Hagel	w1_d641e19010
gefallen,	w3_d641e19013
der,	w5_d641e19016
was	w7_d641e19019
die	w9_d641e19022
Figur	w11_d641e19025
be	w13_d641e19029
trift,	w1_d641e19034
einem	w3_d641e19037
Kegel	w5_d641e19040
gleich,	w7_d641e19043
sonst	w9_d641e19046
aber	w11_d641e19049
kraus,	w13_d641e19053
und	w1_d641e19058
gleichsam	w3_d641e19061
mit	w5_d641e19064
Franzen	w7_d641e19067
umgeben,	w9_d641e19070
auch	w11_d641e19073
ungemein	w1_d641e19078
fest	w3_d641e19081
und	w5_d641e19084
hart	w7_d641e19087
gewesen.	w9_d641e19090
Die	w11_d641e19093
fol	w13_d641e19097
gende	w1_d641e19103
Tage	w3_d641e19106
hat	w5_d641e19109
man	w7_d641e19112
vielen	w9_d641e19115
Schnee,	w11_d641e19118
und	w13_d641e19122
anstatt	w1_d641e19127
der	w3_d641e19130
vorhin	w5_d641e19133
gelinden	w7_d641e19136
Witterung,	w9_d641e19139
eine	w1_d641e19144
ziemlich	w3_d641e19147
strenge	w5_d641e19150
Kälte	w7_d641e19153
gehabt.	w9_d641e19156
</p>
<p id="p8_d641e19159">
Durch	w1_d641e19163
den	w3_d641e19166
um	w5_d641e19169
eben	w7_d641e19172
diese	w9_d641e19175
Zeit	w11_d641e19178
entstande	w13_d641e19182
nen	w1_d641e19187
heftigen	w3_d641e19190
Sturm	w5_d641e19193
aus	w7_d641e19196
dem	w9_d641e19199
Nord=osten	w11_d641e19202
ist	w1_d641e19207
die	w3_d641e19210
Postfahrt	w5_d641e19213
über	w7_d641e19216
den	w9_d641e19219
Sund	w11_d641e19222
einige	w13_d641e19226
Tage	w1_d641e19232
lang	w3_d641e19235
gehemmet,	w5_d641e19238
und	w7_d641e19241
überdem	w9_d641e19244
sowol	w11_d641e19247
auf	w1_d641e19252
dem	w3_d641e19255
Lande,	w5_d641e19258
als	w7_d641e19261
in	w9_d641e19264
der	w11_d641e19267
See,	w13_d641e19271
Scha	w15_d641e19274
den	w1_d641e19279
verursachet	w3_d641e19282
worden.	w5_d641e19285
</p>
<head id="h2_d641e19291">
Hag	w1_d641e19295
den	w3_d641e19298
5.	w5_d641e19301
März.	w7_d641e19304
</head>
<p id="p4_d641e19307">
Die	w1_d641e19311
Residenten	w3_d641e19314
der	w5_d641e19317
Städte	w7_d641e19320
von	w9_d641e19323
Hamburg,	w11_d641e19326
Lübeck,	w1_d641e19331
und	w3_d641e19334
Bremen,	w5_d641e19337
haben	w7_d641e19340
dem	w9_d641e19343
sich	w11_d641e19346
bey	w13_d641e19350
den	w1_d641e19355
General=staaten	w3_d641e19358
aufhaltenden	w5_d641e19361
Spani	w7_d641e19364
schen	w1_d641e19370
Minister,	w3_d641e19373
Marquis	w5_d641e19376
von	w7_d641e19379
Puenti	w9_d641e19382
Fuer	w11_d641e19385
</p>
<p id="p6_d641e19388">
te	w1_d641e19392
vortragen	w3_d641e19395
lassen,	w5_d641e19398
wie	w7_d641e19401
daß	w9_d641e19404
gedachte	w11_d641e19407
Städte	w13_d641e19411
in	w1_d641e19416
Forchten	w3_d641e19419
stehen,	w5_d641e19422
ihre	w7_d641e19425
Handelschaft	w9_d641e19428
dörf	w11_d641e19431
te	w1_d641e19436
durch	w3_d641e19439
den	w5_d641e19442
Bruch	w7_d641e19445
zwischen	w9_d641e19448
Spanien	w11_d641e19451
und	w13_d641e19455
England	w1_d641e19461
gestört	w3_d641e19464
werden,	w5_d641e19467
und	w7_d641e19470
dadurch	w9_d641e19473
zu	w11_d641e19476
Schaden	w1_d641e19481
kommen.	w3_d641e19484
Allein	w5_d641e19487
dieser	w7_d641e19490
Minister	w9_d641e19493
hat	w1_d641e19498
ihnen	w3_d641e19501
die	w5_d641e19504
Versicherung	w7_d641e19507
gegeben,	w9_d641e19510
daß,	w11_d641e19513
wann	w1_d641e19518
sie	w3_d641e19521
sich	w5_d641e19524
nach	w7_d641e19527
den	w9_d641e19530
obwaltenden	w11_d641e19533
Ver	w13_d641e19537
trägen	w1_d641e19543
richten	w3_d641e19546
würden,	w5_d641e19549
sie	w7_d641e19552
gar	w9_d641e19555
nichts	w11_d641e19558
zu	w13_d641e19562
beförchten	w1_d641e19567
haben	w3_d641e19570
sollten.	w5_d641e19573
</p>
<head id="h2_d641e19579">
Hag	w1_d641e19583
den	w3_d641e19586
9.	w5_d641e19589
März.	w7_d641e19592
</head>
<p id="p4_d641e19595">
Bey	w1_d641e19599
denen	w3_d641e19602
gegenwärtig	w5_d641e19605
obwaltenden	w7_d641e19608
Umständen	w1_d641e19613
kostet	w3_d641e19616
es	w5_d641e19619
der	w7_d641e19622
Republick	w9_d641e19625
fast	w11_d641e19628
eben	w13_d641e19632
so	w1_d641e19637
viel,	w3_d641e19640
um	w5_d641e19643
mit	w7_d641e19646
ihren	w9_d641e19649
Nachbaren	w11_d641e19652
friedlich	w13_d641e19656
zu	w1_d641e19662
leben,	w3_d641e19665
als	w5_d641e19668
ob	w7_d641e19671
dieselbe	w9_d641e19674
mit	w11_d641e19677
irgend	w13_d641e19681
einiger	w15_d641e19684
Macht	w1_d641e19689
in	w3_d641e19692
einem	w5_d641e19695
offenbaren	w7_d641e19698
Kriege	w9_d641e19701
ver	w11_d641e19704
wickelt	w1_d641e19709
wär,	w3_d641e19712
und	w5_d641e19715
da	w7_d641e19718
man	w9_d641e19721
allhier	w11_d641e19724
ganz	w13_d641e19728
und	w15_d641e19731
gar	w1_d641e19736
entschlossen	w3_d641e19739
ist,	w5_d641e19742
in	w7_d641e19745
einer	w9_d641e19748
genauen	w11_d641e19751
Unpar	w13_d641e19755
theylichkeit	w1_d641e19761
zu	w3_d641e19764
leben,	w5_d641e19767
so	w7_d641e19770
ist	w9_d641e19773
es	w11_d641e19776
nicht	w13_d641e19780
genug,	w15_d641e19783
daß	w1_d641e19788
man	w3_d641e19791
sich	w5_d641e19794
nur	w7_d641e19797
platterdings	w9_d641e19800
in	w11_d641e19803
einen	w13_d641e19807
sol	w15_d641e19810
chen	w1_d641e19815
Stand	w3_d641e19818
setze,	w5_d641e19821
damit	w7_d641e19824
man	w9_d641e19827
nicht	w11_d641e19830
ge	w13_d641e19834
wun	w15_d641e19837
gen	w1_d641e19842
werden	w3_d641e19845
könne,	w5_d641e19848
an	w7_d641e19851
denen	w9_d641e19854
fremden	w11_d641e19857
Strei	w13_d641e19861
tigkeiten	w1_d641e19867
einen	w3_d641e19870
Antheil	w5_d641e19873
zu	w7_d641e19876
nehmen,	w9_d641e19879
sondern	w11_d641e19882
man	w1_d641e19887
muß	w3_d641e19890
sogar	w5_d641e19893
mit	w7_d641e19896
aller	w9_d641e19899
Macht	w11_d641e19902
auf	w13_d641e19906
die	w15_d641e19909
Schetheit	w1_d641e19914
der	w3_d641e19917
Schiffahrt	w5_d641e19920
bedacht	w7_d641e19923
seyn,	w9_d641e19926
als	w11_d641e19929
welche	w1_d641e19934
die	w3_d641e19937
Quelle	w5_d641e19940
unsers	w7_d641e19943
Handels,	w9_d641e19946
und	w11_d641e19949
die	w13_d641e19953
ser	w1_d641e19959
wiederum	w3_d641e19962
die	w5_d641e19965
einzige	w7_d641e19968
Stütze	w9_d641e19971
unserer	w11_d641e19974
Pro	w13_d641e19978
vinzen	w1_d641e19983
ist.	w3_d641e19986
Die	w5_d641e19989
ausgerüstete	w7_d641e19992
12.	w9_d641e19995
Schiffe,	w11_d641e19998
oder	w1_d641e20003
Fregatten	w3_d641e20006
waren	w5_d641e20009
nicht	w7_d641e20012
hinlänglich	w9_d641e20015
die	w11_d641e20018
sen	w1_d641e20023
Endzweck	w3_d641e20026
zu	w5_d641e20029
erreichen,	w7_d641e20032
dahero	w9_d641e20035
hat	w11_d641e20038
die	w13_d641e20042
Provinz	w1_d641e20048
Holland	w3_d641e20051
beschlossen,	w5_d641e20054
eine	w7_d641e20057
weit	w9_d641e20060
be	w11_d641e20063
trächtigere	w1_d641e20068
See=rüstung	w3_d641e20071
aufzubringen,	w5_d641e20074
so	w7_d641e20077
wenigstens	w1_d641e20082
aus	w3_d641e20085
30.	w5_d641e20088
Schiffen	w7_d641e20091
bestehen	w9_d641e20094
solle;	w11_d641e20097
diesem	w1_d641e20102
zufolge	w3_d641e20105
hat	w5_d641e20108
selbe	w7_d641e20111
an	w9_d641e20114
den	w11_d641e20117
Staats	w13_d641e20121
raht	w1_d641e20127
ein	w3_d641e20130
eigends	w5_d641e20133
hiezu	w7_d641e20136
verfertigtes	w9_d641e20139
Schrei	w11_d641e20142
ben	w1_d641e20147
ergehen	w3_d641e20150
lassen,	w5_d641e20153
welcher	w7_d641e20156
sodann	w9_d641e20159
von	w11_d641e20162
der	w1_d641e20167
Wichtigkeit	w3_d641e20170
der	w5_d641e20173
darinnen	w7_d641e20176
angezogenen	w9_d641e20179
Beweg=gründen	w1_d641e20184
überführet,	w3_d641e20187
alsogleich	w5_d641e20190
</p>
<p id="p10_d641e20203">
nachstehendes	w1_d641e20207
Petitum	w3_d641e20210
aufsetzen	w5_d641e20213
lassen;	w7_d641e20216
nämlich:	w1_d641e20221
</p>
<p id="p12_d641e20225">
Zwey	w1_d641e20229
Millionen	w3_d641e20232
544.	w5_d641e20235
fl	w7_d641e20238
zur	w9_d641e20241
Bestreitung	w11_d641e20244
der	w1_d641e20249
Unkosten	w3_d641e20252
für	w5_d641e20255
1750.	w7_d641e20258
Mann,	w9_d641e20261
um	w11_d641e20264
damit	w13_d641e20268
5.	w1_d641e20273
Schiffe	w3_d641e20276
von	w5_d641e20279
60.	w7_d641e20282
Canonen	w9_d641e20285
zu	w11_d641e20288
besetzen.	w13_d641e20292
</p>
<p id="p14_d641e20295">
Für	w1_d641e20299
3000.	w3_d641e20302
Mann	w5_d641e20305
auf	w7_d641e20308
10.	w9_d641e20311
Schiffe	w11_d641e20314
von	w13_d641e20318
50	w1_d641e20323
Canonen.	w3_d641e20326
Für	w5_d641e20329
1250.	w7_d641e20332
Mann	w9_d641e20335
auf	w11_d641e20338
5.	w13_d641e20342
Fregatten	w1_d641e20347
von	w3_d641e20350
40.	w5_d641e20353
Canonen.	w7_d641e20356
Für	w9_d641e20359
1150.	w11_d641e20362
Mann	w1_d641e20368
auf	w3_d641e20371
5.	w5_d641e20374
Fregatten	w7_d641e20377
von	w9_d641e20380
36.	w11_d641e20383
Canonen,	w13_d641e20387
und	w1_d641e20392
für	w3_d641e20395
750.	w5_d641e20398
Mann	w7_d641e20401
auf	w9_d641e20404
5.	w11_d641e20407
Fregatten	w13_d641e20411
von	w15_d641e20414
20.	w1_d641e20419
Canonen,	w3_d641e20422
welches	w5_d641e20425
alles	w7_d641e20428
zusammen	w9_d641e20431
7900.	w1_d641e20436
Köpfe	w3_d641e20439
ausmachet,	w5_d641e20442
deren	w7_d641e20445
monatlich	w9_d641e20448
auf	w1_d641e20454
36.	w3_d641e20457
fl	w5_d641e20460
für	w7_d641e20463
jeden	w9_d641e20466
Mann	w11_d641e20469
gesetzter	w13_d641e20473
Unter	w15_d641e20476
halt	w1_d641e20481
in	w3_d641e20484
10.	w5_d641e20487
Monaten	w7_d641e20490
just	w9_d641e20493
zwey	w11_d641e20496
Millionen,	w13_d641e20500
844.	w1_d641e20505
fl.	w3_d641e20508
betraget.	w5_d641e20511
</p>
<p id="p16_d641e20514">
Diese	w1_d641e20518
anverlangte	w3_d641e20521
See	w5_d641e20524
trupenvermehrung	w7_d641e20527
war	w1_d641e20532
gar	w3_d641e20535
keiner	w5_d641e20538
Schwierigkeit	w7_d641e20541
unterworfen,	w9_d641e20544
dann	w1_d641e20549
sie	w3_d641e20552
wurde	w5_d641e20555
fast	w7_d641e20558
eben	w9_d641e20561
sobald	w11_d641e20564
bewilliget,	w13_d641e20568
als	w1_d641e20574
vorgeschlagen;	w3_d641e20577
mit	w5_d641e20580
den	w7_d641e20583
Land=trupen	w9_d641e20586
aber	w1_d641e20591
will	w3_d641e20594
es	w5_d641e20597
nicht	w7_d641e20600
so	w9_d641e20603
angehen,	w11_d641e20606
gleichwie	w13_d641e20610
dann	w1_d641e20615
auch	w3_d641e20618
würklich	w5_d641e20621
fast	w7_d641e20624
nichts	w9_d641e20627
mehr	w11_d641e20630
davon	w13_d641e20634
geridet	w1_d641e20639
wird.	w3_d641e20642
</p>
<head id="h2_d641e20648">
Einbeck	w1_d641e20652
den	w3_d641e20655
14.	w5_d641e20658
März.	w7_d641e20661
</head>
<p id="p4_d641e20664">
Allhier	w1_d641e20668
ziehet	w3_d641e20671
sich	w5_d641e20674
ein	w7_d641e20677
beträchtliches	w9_d641e20680
Corps	w1_d641e20685
d'Armee	w3_d641e20688
zusammen,	w5_d641e20691
welches	w7_d641e20694
aus	w9_d641e20697
verschiedenen	w1_d641e20702
sowol	w3_d641e20705
Cavallerie	w5_d641e20708
als	w7_d641e20711
Jnfan	w9_d641e20714
terie=regimentern	w1_d641e20720
bestehet,	w3_d641e20723
und	w5_d641e20726
von	w7_d641e20729
dem	w9_d641e20732
Herrn	w1_d641e20737
General=leutenant	w3_d641e20740
von	w5_d641e20743
Luckner	w7_d641e20746
com	w9_d641e20749
mandiret	w1_d641e20754
wird.	w3_d641e20757
Bey	w5_d641e20760
der	w7_d641e20763
Haupt=armee	w9_d641e20766
selbst	w1_d641e20771
werden	w3_d641e20774
diejenigen	w5_d641e20777
Anstalten	w7_d641e20780
fortgese	w9_d641e20783
tzet,	w1_d641e20789
welche	w3_d641e20792
den	w5_d641e20795
baldigen	w7_d641e20798
Aufbruch	w9_d641e20801
dersel	w11_d641e20804
ben	w1_d641e20809
vermuten	w3_d641e20812
lassen.	w5_d641e20815
Das	w7_d641e20818
Hauptquar	w9_d641e20821
tier	w1_d641e20826
dörfte	w3_d641e20829
dem	w5_d641e20832
Vernehmen	w7_d641e20835
nach,	w9_d641e20838
ehestens	w11_d641e20841
nach	w1_d641e20846
Hameln	w3_d641e20849
verlegt	w5_d641e20852
werden,	w7_d641e20855
und	w9_d641e20858
da	w11_d641e20861
be	w13_d641e20865
ständig	w1_d641e20871
viel	w3_d641e20874
Artillerie	w5_d641e20877
anhero	w7_d641e20880
abgehet,	w9_d641e20883
so	w11_d641e20886
spricht	w1_d641e20891
man	w3_d641e20894
noch	w5_d641e20897
immer,	w7_d641e20900
daß	w9_d641e20903
die	w11_d641e20906
Opera	w13_d641e20910
tionen	w1_d641e20915
mit	w3_d641e20918
der	w5_d641e20921
Belagerung	w7_d641e20924
wichtiger	w9_d641e20927
Plätze,	w11_d641e20930
anfangen	w1_d641e20935
würden.	w3_d641e20938
Des	w5_d641e20941
Herrn	w7_d641e20944
Erbprin	w9_d641e20947
zens	w1_d641e20953
Durchl.	w3_d641e20956
sind	w5_d641e20959
nach	w7_d641e20962
Münster	w9_d641e20965
abgegan	w11_d641e20968
gen,	w1_d641e20973
um	w3_d641e20976
allda	w5_d641e20979
gleichfalls	w7_d641e20982
alle	w9_d641e20985
Vorkehrungen	w11_d641e20988
zur	w1_d641e20993
Eröfnung	w3_d641e20996
des	w5_d641e20999
Feld=zuges	w7_d641e21002
zu	w9_d641e21005
machen.	w11_d641e21008
Jm	w1_d641e21013
Hildesheimschen	w3_d641e21016
ist	w5_d641e21019
der	w7_d641e21022
Mangel	w9_d641e21025
an	w11_d641e21028
</p>
<p id="p6_d641e21031">
Fourage,	w1_d641e21035
und	w3_d641e21038
die	w5_d641e21041
Theurung	w7_d641e21044
von	w9_d641e21047
Lebens	w11_d641e21050
mitteln	w1_d641e21055
ausserordentlich.	w3_d641e21058
</p>
<p id="p8_d641e21061">
Die	w1_d641e21065
von	w3_d641e21068
den	w5_d641e21071
Land=ständen	w7_d641e21074
des	w9_d641e21077
Eichs	w11_d641e21080
feldes	w1_d641e21085
abgeschickte	w3_d641e21088
Deputirte,	w5_d641e21091
welche	w7_d641e21094
bey	w9_d641e21097
des	w1_d641e21102
Herrn	w3_d641e21105
Herzogs	w5_d641e21108
Ferdinand	w7_d641e21111
Durchlaucht	w9_d641e21114
wegen	w1_d641e21120
der	w3_d641e21123
geforderten	w5_d641e21126
2.	w7_d641e21129
Tonnen	w9_d641e21132
Goldes	w11_d641e21135
Vorstellung	w1_d641e21140
thun,	w3_d641e21143
und	w5_d641e21146
das	w7_d641e21149
Unvermögen	w9_d641e21152
des	w1_d641e21157
Landes	w3_d641e21160
vorstellen	w5_d641e21163
sollen,	w7_d641e21166
sind	w9_d641e21169
den	w11_d641e21172
1	w13_d641e21176
die	w15_d641e21179
ses	w1_d641e21184
nach	w3_d641e21187
Duderstadt	w5_d641e21190
mit	w7_d641e21193
der	w9_d641e21196
Resolution	w11_d641e21199
zu	w13_d641e21203
rück	w1_d641e21209
gekommen,	w3_d641e21212
daß,	w5_d641e21215
wenn	w7_d641e21218
das	w9_d641e21221
Land	w11_d641e21224
diese	w13_d641e21228
Coniribution	w1_d641e21233
nicht	w3_d641e21236
aufbringen	w5_d641e21239
könnte,	w7_d641e21242
die	w9_d641e21245
ses	w1_d641e21250
Quantum	w3_d641e21253
von	w5_d641e21256
Hanover	w7_d641e21259
vorgeschossen	w9_d641e21262
werden	w1_d641e21267
sollte.	w3_d641e21270
</p>
<p id="p10_d641e21273">
Es	w1_d641e21277
wird	w3_d641e21280
hiemit	w5_d641e21283
kund	w7_d641e21286
gemacht,	w9_d641e21289
daß	w11_d641e21292
auf	w13_d641e21296
künf	w15_d641e21299
tigen	w1_d641e21304
3.	w3_d641e21307
April	w5_d641e21310
zu	w7_d641e21313
Preßburg	w9_d641e21316
vermög	w11_d641e21319
Abtheilung	w13_d641e21323
deren	w1_d641e21328
Erben,	w3_d641e21331
das	w5_d641e21334
in	w7_d641e21337
der	w9_d641e21340
inneren	w11_d641e21343
Stadt	w13_d641e21347
auf	w15_d641e21350
dem	w17_d641e21353
Platz	w1_d641e21359
ligende	w3_d641e21362
sogenannte	w5_d641e21365
Stöhlingische	w7_d641e21368
Eckhaus	w9_d641e21371
samt	w1_d641e21376
der	w3_d641e21379
dabey	w5_d641e21382
befindlichen	w7_d641e21385
Apothecken	w9_d641e21388
mit	w11_d641e21391
allen	w13_d641e21395
Appertinentien	w1_d641e21400
an	w3_d641e21403
den	w5_d641e21406
Meistbietenden	w7_d641e21409
verkauffet	w9_d641e21412
werden	w1_d641e21417
solle,	w3_d641e21420
wer	w5_d641e21423
dazu	w7_d641e21426
Lust	w9_d641e21429
hat,	w11_d641e21432
kan	w13_d641e21436
sich	w15_d641e21439
an	w17_d641e21442
be	w19_d641e21445
meldten	w1_d641e21451
Tag	w3_d641e21454
bey	w5_d641e21457
(Titl.)	w7_d641e21460
Hrn.	w9_d641e21463
Stadt=hauptmann	w11_d641e21466
im	w1_d641e21471
besagten	w3_d641e21474
Preßburg	w5_d641e21477
fruh	w7_d641e21480
um	w9_d641e21483
8.	w11_d641e21486
Uhr	w13_d641e21490
