<doc id="wr_1761-12-16" attrs="word" year="1761" month="12" day="16" corpus="2">
<head id="h2_d613e3063">
Barcelona	w1_d613e3067
Stockhamerischen	w7_d613e17455
Haus	w9_d613e17458
auf	w11_d613e17461
dem	w13_d613e17465
Renn=weeg,	w1_d613e17471
unweit	w3_d613e17474
den	w5_d613e17477
Salesianerinen	w7_d613e17480
verschie	w9_d613e17483
dene	w1_d613e17488
Effecten,	w3_d613e17491
als:	w5_d613e17494
Procatellene	w7_d613e17497
Spallier,	w9_d613e17500
deto	w11_d613e17503
Seffel	w1_d613e17508
und	w3_d613e17511
Canapee,	w5_d613e17514
dann	w7_d613e17517
Niederländer=spallier,	w9_d613e17520
Kästen,	w1_d613e17525
Tisch,	w3_d613e17528
Spiegel,	w5_d613e17531
Bilder,	w7_d613e17534
besonders	w9_d613e17537
aber	w11_d613e17540
ein	w1_d613e17546
Cadinet	w3_d613e17549
van	w5_d613e17552
kostbaren	w7_d613e17555
Mahlereyen,	w9_d613e17558
so	w11_d613e17561
Stuck	w13_d613e17565
weis	w1_d613e17570
licitiret	w3_d613e17573
wird,	w5_d613e17576
Vormittags	w7_d613e17579
von	w9_d613e17582
9.	w11_d613e17585
bis	w13_d613e17589
12.	w15_d613e17592
und	w1_d613e17597
Nachmittags	w3_d613e17600
von	w5_d613e17603
3.	w7_d613e17606
bis	w9_d613e17609
6.	w11_d613e17612
Uhr	w13_d613e17616
dem	w15_d613e17619
Meist	w17_d613e17622
bietenden	w1_d613e17627
verkauffet	w3_d613e17630
werden.	w5_d613e17633
</p>
<p id="p12_d613e17637">
Nachdeme	w1_d613e17641
des	w3_d613e17644
Johann	w5_d613e17647
Adam	w7_d613e17650
Pietsch,	w9_d613e17653
Wirk	w11_d613e17656
und	w1_d613e17661
Gastgeben	w3_d613e17664
in	w5_d613e17667
dem	w7_d613e17670
Hochgräfl.	w9_d613e17673
Hoyosischen	w11_d613e17676
Markt	w1_d613e17681
Persenburg	w3_d613e17684
sammentliches	w5_d613e17687
Vermögen	w7_d613e17690
in	w9_d613e17693
eine	w1_d613e17699
Cridam	w3_d613e17702
verfallen,	w5_d613e17705
und	w7_d613e17708
dessen	w9_d613e17711
Burgerl.	w11_d613e17714
Be	w13_d613e17718
hausung	w1_d613e17723
bey	w3_d613e17726
3.	w5_d613e17729
Hacken,	w7_d613e17732
nebst	w9_d613e17735
dem	w11_d613e17738
Kraft	w13_d613e17742
ei	w15_d613e17745
nes	w1_d613e17750
Herrschaftlichen	w3_d613e17753
Privilegii	w5_d613e17756
darauf	w7_d613e17759
in	w9_d613e17762
per	w11_d613e17765
petuum	w1_d613e17770
radicirten	w3_d613e17773
Kramer	w5_d613e17776
und	w7_d613e17779
Handlungsge	w9_d613e17782
werd	w1_d613e17788
sowol,	w3_d613e17791
als	w5_d613e17794
die	w7_d613e17797
dabey	w9_d613e17800
befindliche	w11_d613e17803
Ueberländ	w13_d613e17807
grund=stücke,	w1_d613e17812
benantlichen:	w3_d613e17815
5.	w5_d613e17818
Tagwerk=äcker,	w7_d613e17821
6.	w1_d613e17826
Tagwerk==wisen,	w3_d613e17829
und	w5_d613e17832
einige	w7_d613e17835
kleine	w9_d613e17838
Grasör	w11_d613e17841
teln,	w1_d613e17846
Kraut=äckerl	w3_d613e17849
und	w5_d613e17852
Weingarteln,	w7_d613e17855
wie	w9_d613e17858
inglei	w11_d613e17861
chen	w1_d613e17867
alle	w3_d613e17870
Mobilien	w5_d613e17873
und	w7_d613e17876
Effecten	w9_d613e17879
ex	w11_d613e17882
officio,	w13_d613e17886
und	w15_d613e17889
zwar	w1_d613e17894
in	w3_d613e17897
Zeit	w5_d613e17900
6.	w7_d613e17903
Wochen	w9_d613e17906
und	w11_d613e17909
3.	w13_d613e17913
Tägen,	w15_d613e17916
von	w17_d613e17919
heuti	w19_d613e17922
gem	w1_d613e17927
Dato	w3_d613e17930
an,	w5_d613e17933
an	w7_d613e17936
den	w9_d613e17939
Meist=bietenden	w11_d613e17942
licitando	w13_d613e17946
verkauffet	w1_d613e17951
werden	w3_d613e17954
sollen;	w5_d613e17957
Als	w7_d613e17960
wird	w9_d613e17963
ein	w11_d613e17966
solches	w13_d613e17970
dem	w1_d613e17976
Publico,	w3_d613e17979
von	w5_d613e17982
Seite	w7_d613e17985
dasigen	w9_d613e17988
Markt	w11_d613e17991
gerichts,	w13_d613e17995
hiemit	w1_d613e18000
edictaliter	w3_d613e18003
kund	w5_d613e18006
und	w7_d613e18009
zu	w9_d613e18012
wissen	w11_d613e18015
gemacht,	w13_d613e18019
womit,	w1_d613e18024
wenn	w3_d613e18027
allenfalls	w5_d613e18030
ein	w7_d613e18033
oder	w9_d613e18036
andere	w11_d613e18039
Liebha	w13_d613e18043
dere	w1_d613e18048
hierzu	w3_d613e18051
sich	w5_d613e18054
finden	w7_d613e18057
möchten,	w9_d613e18060
dieselbe	w11_d613e18063
nächst	w13_d613e18067
künftigen	w1_d613e18073
14.	w3_d613e18076
Januarii	w5_d613e18079
1762.	w7_d613e18082
sich	w9_d613e18085
bey	w11_d613e18088
dem	w13_d613e18092
Markt	w15_d613e18095
daselbst	w1_d613e18100
melden	w3_d613e18103
können;	w5_d613e18106
Wo	w7_d613e18109
man	w9_d613e18112
sofort	w11_d613e18115
den	w13_d613e18119
Meist	w15_d613e18122
bietenden	w1_d613e18127
vernehmen,	w3_d613e18130
und	w5_d613e18133
das	w7_d613e18136
Weitere	w9_d613e18139
des	w11_d613e18142
Kauf	w13_d613e18146
ses	w1_d613e18151
hälbet	w3_d613e18154
abhandlen	w5_d613e18157
wird.	w7_d613e18160
</p>
<head id="h2_d613e18264">
Nro.	w1_d613e18268
14.	w3_d613e18271
Antwort	w5_d613e18274
des	w7_d613e18277
Herrn	w9_d613e18280
Pitt	w11_d613e18283
anden	w1_d613e18288
Herzog	w3_d613e18291
von	w5_d613e18294
Choiseul	w7_d613e18297
vom	w9_d613e18300
11.	w1_d613e18305
May	w3_d613e18308
1761.	w5_d613e18311
Mein	w1_d613e18317
Herr!	w3_d613e18320
</head>
<p id="p4_d613e18323">
Der	w1_d613e18327
König,	w3_d613e18330
mein	w5_d613e18333
Herr,	w7_d613e18336
hat	w9_d613e18339
durch	w11_d613e18342
das	w13_d613e18346
Schreiben,	w1_d613e18351
welches	w3_d613e18354
Euer	w5_d613e18357
Excellenz	w7_d613e18360
den	w1_d613e18365
4ten	w3_d613e18368
dieses	w5_d613e18371
an	w7_d613e18374
mich	w9_d613e18377
abzulassen,	w11_d613e18380
mir	w13_d613e18384
die	w1_d613e18390
Ehre	w3_d613e18393
erzeiget	w5_d613e18396
haben,	w7_d613e18399
mit	w9_d613e18402
einer	w11_d613e18405
wahren	w13_d613e18409
Zufriedenheit	w1_d613e18414
vernommen,	w3_d613e18417
daß	w5_d613e18420
die	w7_d613e18423
Gesin	w9_d613e18426
nungen	w1_d613e18431
Sr.	w3_d613e18434
Allerchristl.	w5_d613e18437
Majestät	w7_d613e18440
mit	w9_d613e18443
denen	w1_d613e18448
von	w3_d613e18451
Seiner	w5_d613e18454
Majestät,	w7_d613e18457
wegen	w9_d613e18460
der	w11_d613e18463
Wechsel=weisen	w1_d613e18469
Abschickung	w3_d613e18472
der	w5_d613e18475
Mini	w7_d613e18478
ster	w1_d613e18483
von	w3_d613e18486
beyden	w5_d613e18489
Höfen,	w7_d613e18492
übereinstimmen.	w9_d613e18495
</p>
<p id="p6_d613e18498">
Jch	w1_d613e18502
hoffe,	w3_d613e18505
Euer	w5_d613e18508
Excell.	w7_d613e18511
werden	w9_d613e18514
über	w11_d613e18517
zeuget	w1_d613e18522
seyn,	w3_d613e18525
daß	w5_d613e18528
ich	w7_d613e18531
den	w9_d613e18534
ganzen	w11_d613e18537
Wehrt	w13_d613e18541
der	w15_d613e18544
sehr	w1_d613e18549
verbindlichen	w3_d613e18552
Gesinnungen	w5_d613e18555
lebhaft	w7_d613e18558
empfinde,	w1_d613e18564
mit	w3_d613e18567
welchem	w5_d613e18570
Sie	w7_d613e18573
mich	w9_d613e18576
haben	w11_d613e18579
beehren	w1_d613e18584
wollen,	w3_d613e18587
und	w5_d613e18590
daß,	w7_d613e18593
indem	w9_d613e18596
ich	w11_d613e18599
so	w13_d613e18603
stark,	w1_d613e18608
als	w3_d613e18611
ich	w5_d613e18614
es	w7_d613e18617
thue,	w9_d613e18620
die	w11_d613e18623
erhabenen	w13_d613e18627
Ei	w15_d613e18630
genschaften	w1_d613e18635
einsehe,	w3_d613e18638
welche	w5_d613e18641
die	w7_d613e18644
Billigung	w9_d613e18647
aller	w1_d613e18653
Höfe	w3_d613e18656
bestimmet	w5_d613e18659
haben,	w7_d613e18662
ich	w9_d613e18665
in	w11_d613e18668
seinem	w13_d613e18672
völligen	w1_d613e18677
Umfange	w3_d613e18680
alles	w5_d613e18683
dasjenige	w7_d613e18686
erkenne,	w9_d613e18689
was	w1_d613e18694
für	w3_d613e18697
mich	w5_d613e18700
schmeichelhaft	w7_d613e18703
gewesen	w9_d613e18706
wä	w11_d613e18709
re,	w1_d613e18714
wenn	w3_d613e18717
ich	w5_d613e18720
die	w7_d613e18723
Ehre	w9_d613e18726
hätte	w11_d613e18729
directe	w13_d613e18733
mit	w15_d613e18736
Euer	w1_d613e18742
Excell.	w3_d613e18745
wegen	w5_d613e18748
eines	w7_d613e18751
so	w9_d613e18754
wichtigen	w11_d613e18757
Gegenstandes	w1_d613e18762
zu	w3_d613e18765
tractiren,	w5_d613e18768
und	w7_d613e18771
mit	w9_d613e18774
Jhnen	w11_d613e18777
den	w1_d613e18782
Eifer	w3_d613e18785
für	w5_d613e18788
das	w7_d613e18791
glückliche	w9_d613e18794
Friedensge	w11_d613e18797
schäfte,	w1_d613e18802
und	w3_d613e18805
die	w5_d613e18808
Zufriedenheit	w7_d613e18811
unmittelba	w9_d613e18814
rer	w1_d613e18820
etwas	w3_d613e18823
beyzutragen,	w5_d613e18826
um	w7_d613e18829
denen	w9_d613e18832
Völ	w11_d613e18835
kern	w1_d613e18840
die	w3_d613e18843
Würkungen	w5_d613e18846
der	w7_d613e18849
heilsamen	w9_d613e18852
Wil	w11_d613e18855
lens=meinung	w1_d613e18860
der	w3_d613e18863
Könige,	w5_d613e18866
unserer	w7_d613e18869
Her	w9_d613e18872
ren,	w1_d613e18877
zu	w3_d613e18880
erklären.	w5_d613e18883
</p>
<p id="p8_d613e18886">
Jch	w1_d613e18890
werde	w3_d613e18893
mir	w5_d613e18896
indessen	w7_d613e18899
ein	w9_d613e18902
merkliches	w11_d613e18905
Vergnügen	w1_d613e18910
daraus	w3_d613e18913
machen,	w5_d613e18916
den	w7_d613e18919
Herrn	w9_d613e18922
von	w11_d613e18925
Büssy	w1_d613e18930
dasjenige	w3_d613e18933
zu	w5_d613e18936
entrichten,	w7_d613e18939
was	w9_d613e18942
man	w11_d613e18945
sowol	w1_d613e18951
seinem	w3_d613e18954
Character,	w5_d613e18957
als	w7_d613e18960
seinen	w9_d613e18963
Ver	w11_d613e18966
diensten,	w1_d613e18971
schaldig	w3_d613e18974
ist,	w5_d613e18977
und	w7_d613e18980
ich	w9_d613e18983
kan	w11_d613e18986
Jhnen	w13_d613e18990
</p>
<p id="p10_d613e18993">
mein	w1_d613e18997
Herr!	w3_d613e19000
versichern,	w5_d613e19003
daß	w7_d613e19006
das	w9_d613e19009
Glück,	w11_d613e19012
welches	w1_d613e19017
dieser	w3_d613e19020
Minister	w5_d613e19023
gehabt	w7_d613e19026
hat,	w9_d613e19029
daran	w11_d613e19032
gewöhnet	w1_d613e19037
zu	w3_d613e19040
seyn,	w5_d613e19043
mit	w7_d613e19046
Euer	w9_d613e19049
Excell.	w11_d613e19052
zu	w13_d613e19056
ar	w15_d613e19059
beiten,	w1_d613e19065
ebenfalls	w3_d613e19068
ein	w5_d613e19071
Umstand	w7_d613e19074
ist,	w9_d613e19077
der	w11_d613e19080
mich	w13_d613e19084
nicht	w1_d613e19089
anders,	w3_d613e19092
als	w5_d613e19095
in	w7_d613e19098
Absicht	w9_d613e19101
auf	w11_d613e19104
Jhn	w13_d613e19108
ungemein	w1_d613e19113
intereßiren	w3_d613e19116
muß.	w5_d613e19119
</p>
<p id="p12_d613e19123">
Jch	w1_d613e19127
verlasse	w3_d613e19130
mich	w5_d613e19133
darauf,	w7_d613e19136
daß	w9_d613e19139
Herr	w11_d613e19142
Stanley,	w1_d613e19147
welcher	w3_d613e19150
aus	w5_d613e19153
einem	w7_d613e19156
sehr	w9_d613e19159
vorneh	w11_d613e19162
men	w1_d613e19167
Hause	w3_d613e19170
entsprossen	w5_d613e19173
ist,	w7_d613e19176
und	w9_d613e19179
der	w11_d613e19182
alle	w13_d613e19186
Gesinnungen	w1_d613e19192
desselben	w3_d613e19195
hat,	w5_d613e19198
seine	w7_d613e19201
völlige	w9_d613e19204
Kräfte	w1_d613e19209
anwenden	w3_d613e19212
werde,	w5_d613e19215
um	w7_d613e19218
die	w9_d613e19221
Ehre	w11_d613e19224
des	w1_d613e19229
Beyfalls	w3_d613e19232
Euer	w5_d613e19235
Excell.	w7_d613e19238
zu	w9_d613e19241
erwerben,	w11_d613e19244
und	w1_d613e19249
Sie	w3_d613e19252
erlauben,	w5_d613e19255
daß	w7_d613e19258
ich	w9_d613e19261
ihn	w11_d613e19264
Jhrer	w13_d613e19268
Gü	w15_d613e19271
te	w1_d613e19277
empfehle.	w3_d613e19280
</p>
<p id="p14_d613e19283">
Sie	w1_d613e19287
werden,	w3_d613e19290
mein	w5_d613e19293
Herr,	w7_d613e19296
aus	w9_d613e19299
meinem	w11_d613e19302
Privat=schreiben	w1_d613e19307
die	w3_d613e19310
Betrachtungen	w5_d613e19313
se	w7_d613e19316
hen,	w1_d613e19321
welche	w3_d613e19324
hier,	w5_d613e19327
in	w7_d613e19330
Absicht	w9_d613e19333
auf	w11_d613e19336
die	w13_d613e19340
zur	w15_d613e19343
Vorsicht	w1_d613e19349
dienende	w3_d613e19352
Einrichtungen,	w5_d613e19355
die	w7_d613e19358
Euer	w1_d613e19363
Excell.	w3_d613e19366
zu	w5_d613e19369
überlegen	w7_d613e19372
in	w9_d613e19375
Vorschlag	w11_d613e19378
gebracht	w1_d613e19383
haben,	w3_d613e19386
vorgefallen	w5_d613e19389
sind,	w7_d613e19392
und	w9_d613e19395
ich	w11_d613e19398
hoffe,	w1_d613e19403
daß	w3_d613e19406
diesfalls	w5_d613e19409
keine	w7_d613e19412
weitere	w9_d613e19415
Schwie	w11_d613e19418
rigkeiten	w1_d613e19424
überbleiben	w3_d613e19427
werden.	w5_d613e19430
Jch	w1_d613e19435
habe	w3_d613e19438
die	w5_d613e19441
Ehre,	w7_d613e19444
zu	w9_d613e19447
seyn	w11_d613e19450
rc.	w13_d613e19454
</p>
<head id="h2_d613e19460">
W.	w1_d613e19464
Pitt.	w3_d613e19467
Nro.	w1_d613e19472
15.	w3_d613e19475
Anderweitiges	w5_d613e19478
Schreiben	w7_d613e19481
des	w1_d613e19486
Herrn	w3_d613e19489
Pitt	w5_d613e19492
an	w7_d613e19495
den	w9_d613e19498
Herzog	w11_d613e19501
von	w1_d613e19507
Choiseul,	w3_d613e19510
vom	w5_d613e19513
11.	w7_d613e19516
May	w9_d613e19519
1761.	w11_d613e19522
Mein	w1_d613e19527
Herr!	w3_d613e19530
</head>
<p id="p4_d613e19533">
Jch	w1_d613e19537
habe	w3_d613e19540
die	w5_d613e19543
drey	w7_d613e19546
Pässe,	w9_d613e19549
welche	w11_d613e19552
Euer	w13_d613e19556
Excell.	w1_d613e19561
mir	w3_d613e19564
für	w5_d613e19567
den	w7_d613e19570
Herrn	w9_d613e19573
Stanley,	w11_d613e19576
in	w13_d613e19580
der	w1_d613e19585
Qualität	w3_d613e19588
eines	w5_d613e19591
Ministers	w7_d613e19594
des	w9_d613e19597
Königs,	w11_d613e19600
meines	w1_d613e19606
Herrn,	w3_d613e19609
zu	w5_d613e19612
übersenden	w7_d613e19615
die	w9_d613e19618
Ehre	w11_d613e19621
er	w13_d613e19625
wiesen,	w1_d613e19630
erhalten,	w3_d613e19633
und	w5_d613e19636
ich	w7_d613e19639
fertige	w9_d613e19642
Jhnen	w11_d613e19645
hinwiederum	w1_d613e19650
einen	w3_d613e19653
anderen	w5_d613e19656
von	w7_d613e19659
Sr.	w9_d613e19662
Ma	w11_d613e19665
jestät	w1_d613e19670
für	w3_d613e19673
das	w5_d613e19676
Schif	w7_d613e19679
zu,	w9_d613e19682
welches	w11_d613e19685
der	w13_d613e19689
Al	w15_d613e19692
lerchristl.	w1_d613e19698
König	w3_d613e19701
zu	w5_d613e19704
befehlen	w7_d613e19707
für	w9_d613e19710
dienlich	w11_d613e19713
halten	w1_d613e19718
wird,	w3_d613e19721
den	w5_d613e19724
Herrn	w7_d613e19727
von	w9_d613e19730
Büssr	w11_d613e19733
nach	w13_d613e19737
</p>
<p id="p10_d613e19750">
England	w1_d613e19754
überzuführen.	w3_d613e19757
Jch	w5_d613e19760
füge	w7_d613e19763
selbi	w9_d613e19766
gem	w1_d613e19771
die	w3_d613e19774
Befehle	w5_d613e19777
an	w7_d613e19780
die	w9_d613e19783
Zoll=bedienten	w11_d613e19786
des	w1_d613e19791
Königs,	w3_d613e19794
wegen	w5_d613e19797
der	w7_d613e19800
freyen	w9_d613e19803
Einbrin	w11_d613e19806
gung	w1_d613e19812
der	w3_d613e19815
Effecten,	w5_d613e19818
und	w7_d613e19821
des	w9_d613e19824
Gepäckes	w11_d613e19827
des	w13_d613e19831
gedachten	w1_d613e19836
Ministers	w3_d613e19839
bey.	w5_d613e19842
</p>
<p id="p12_d613e19846">
Was	w1_d613e19850
die	w3_d613e19853
Anmerkungen	w5_d613e19856
betrift,	w7_d613e19859
welche	w9_d613e19862
Sie,	w1_d613e19867
mein	w3_d613e19870
Herr.	w5_d613e19873
geglaubet	w7_d613e19876
haben,	w9_d613e19879
wegen	w11_d613e19882
der	w1_d613e19887
Ausführung	w3_d613e19890
des	w5_d613e19893
Auftrags	w7_d613e19896
dieser	w9_d613e19899
bey	w11_d613e19902
den	w1_d613e19908
Ministers	w3_d613e19911
thun	w5_d613e19914
zu	w7_d613e19917
müssen;	w9_d613e19920
so	w11_d613e19923
kan	w13_d613e19927
ich	w1_d613e19932
Euer	w3_d613e19935
Excell.	w5_d613e19938
mit	w7_d613e19941
vielem	w9_d613e19944
Vergnügen	w11_d613e19947
berichten,	w1_d613e19952
daß	w3_d613e19955
der	w5_d613e19958
König,	w7_d613e19961
in	w9_d613e19964
Ueberein	w11_d613e19967
stimmung	w1_d613e19972
mit	w3_d613e19975
denen	w5_d613e19978
Gesinnungen	w7_d613e19981
Seiner	w9_d613e19984
Allerchristl.	w1_d613e19990
Majestät,	w3_d613e19993
der	w5_d613e19996
Meinung	w7_d613e19999
seye:	w9_d613e20002
1)	w1_d613e20007
Daß	w3_d613e20010
es	w5_d613e20013
dienlich	w7_d613e20016
sey,	w9_d613e20019
beyde	w11_d613e20022
Mini	w13_d613e20026
ster	w1_d613e20031
mit	w3_d613e20034
den	w5_d613e20037
nöhtigen	w7_d613e20040
Vollmachten	w9_d613e20043
der	w11_d613e20046
</p>
<p id="p14_d613e20049">
Könige,	w1_d613e20053
ihrer	w3_d613e20056
Herren,	w5_d613e20059
zu	w7_d613e20062
versehen,	w9_d613e20065
um,	w11_d613e20068
wenn	w1_d613e20073
es	w3_d613e20076
nöhtig	w5_d613e20079
ist,	w7_d613e20082
Gebrauch	w9_d613e20085
davon	w11_d613e20088
zu	w13_d613e20092
machen.	w1_d613e20097
</p>
<p id="p16_d613e20100">
2)	w1_d613e20104
Daß	w3_d613e20107
von	w5_d613e20110
beyden	w7_d613e20113
Ministers	w9_d613e20116
ein	w11_d613e20119
je	w13_d613e20123
der	w1_d613e20128
ein	w3_d613e20131
Beglaubigungs=schreiben	w5_d613e20134
an	w7_d613e20137
Jh	w9_d613e20140
re	w1_d613e20145
Majestäten	w3_d613e20148
habe,	w5_d613e20151
welches	w7_d613e20154
auf	w9_d613e20157
die	w11_d613e20160
von	w13_d613e20164
Euer	w1_d613e20170
Excell.	w3_d613e20173
angezeigte	w5_d613e20176
Weise	w7_d613e20179
denen	w9_d613e20182
bey	w11_d613e20185
derseitigen	w1_d613e20190
Staats=secretairen	w3_d613e20193
vorzuzei	w5_d613e20196
gen	w1_d613e20201
ist.	w3_d613e20204
Es	w5_d613e20207
ist	w7_d613e20210
auch	w9_d613e20213
</p>
<p id="p18_d613e20216">
3)	w1_d613e20220
Die	w3_d613e20223
Gesinnung	w5_d613e20226
des	w7_d613e20229
Königs,	w9_d613e20232
daß	w11_d613e20235
der	w13_d613e20239
Herr	w1_d613e20244
von	w3_d613e20247
Büssy	w5_d613e20250
in	w7_d613e20253
England	w9_d613e20256
durchaus	w11_d613e20259
die	w13_d613e20263
selben	w1_d613e20268
Rechte,	w3_d613e20271
Vorzüge,	w5_d613e20274
Befreyungen	w7_d613e20277
und	w9_d613e20280
Freyheiten	w1_d613e20286
geniesse,	w3_d613e20289
die	w5_d613e20292
mit	w7_d613e20295
seinem	w9_d613e20298
Chara	w11_d613e20301
cter	w1_d613e20306
verbunden	w3_d613e20309
sind,	w5_d613e20312
gleich	w7_d613e20315
als	w9_d613e20318
wenn	w11_d613e20321
die	w13_d613e20325
beyden	w1_d613e20330
Höfe,	w3_d613e20333
in	w5_d613e20336
einem	w7_d613e20339
vollkommenen	w9_d613e20342
Frieden	w1_d613e20347
mit	w3_d613e20350
einander	w5_d613e20353
stünden,	w7_d613e20356
so,	w9_d613e20359
wie	w11_d613e20362
sie	w13_d613e20366
der	w1_d613e20372
Herr	w3_d613e20375
Stanley,	w5_d613e20378
nach	w7_d613e20381
der	w9_d613e20384
Absicht	w11_d613e20387
Sr.	w13_d613e20391
Allerchristlichsten	w1_d613e20396
Majestät,	w3_d613e20399
in	w5_d613e20402
Frankreich	w7_d613e20405
geniessen	w1_d613e20410
soll,	w3_d613e20413
und	w5_d613e20416
daß	w7_d613e20419
er	w9_d613e20422
zur	w11_d613e20425
Absendung	w13_d613e20429
der	w1_d613e20434
Curriere	w3_d613e20437
sowol,	w5_d613e20440
als	w7_d613e20443
zu	w9_d613e20446
allem,	w11_d613e20449
was	w13_d613e20453
die	w15_d613e20456
beyden	w1_d613e20462
Ministers	w3_d613e20465
betrift,	w5_d613e20468
in	w7_d613e20471
allen	w9_d613e20474
Stücken	w11_d613e20477
nach	w1_d613e20482
dem	w3_d613e20485
dritten	w5_d613e20488
Puncte	w7_d613e20491
der	w9_d613e20494
diese	w11_d613e20497
Mate	w13_d613e20501
rie	w1_d613e20506
betreffenden	w3_d613e20509
Anmerkungen,	w5_d613e20512
versorget	w7_d613e20515
werde.	w1_d613e20520
</p>
<p id="p20_d613e20523">
Was	w1_d613e20527
übrigens	w3_d613e20530
die	w5_d613e20533
Zeit	w7_d613e20536
der	w9_d613e20539
Abreise	w11_d613e20542
de	w13_d613e20546
rer	w1_d613e20551
beyden	w3_d613e20554
Minister	w5_d613e20557
und	w7_d613e20560
die	w9_d613e20563
Art	w11_d613e20566
und	w13_d613e20570
Weise	w1_d613e20575
betrift,	w3_d613e20578
mit	w5_d613e20581
welcher	w7_d613e20584
sie	w9_d613e20587
über	w11_d613e20590
See	w13_d613e20594
</p>
<p id="p22_d613e20599">
gehen	w1_d613e20603
sollen;	w3_d613e20606
so	w5_d613e20609
hält	w7_d613e20612
der	w9_d613e20615
König	w11_d613e20618
dafür,	w13_d613e20622
daß,	w15_d613e20625
um	w1_d613e20630
allen	w3_d613e20633
Hindernüssen	w5_d613e20636
vorzubeugen,	w7_d613e20639
der	w9_d613e20642
Herr	w1_d613e20647
Stanley	w3_d613e20650
und	w5_d613e20653
der	w7_d613e20656
Herr	w9_d613e20659
von	w11_d613e20662
Büsß	w13_d613e20666
sich	w1_d613e20672
respective	w3_d613e20675
an	w5_d613e20678
einem	w7_d613e20681
Tage	w9_d613e20684
nach	w11_d613e20687
Dou	w13_d613e20691
vres	w1_d613e20696
und	w3_d613e20699
Calais	w5_d613e20702
begeben	w7_d613e20705
könten,	w9_d613e20708
damit	w11_d613e20711
ein	w1_d613e20716
jeder	w3_d613e20719
die	w5_d613e20722
Fahrt	w7_d613e20725
zur	w9_d613e20728
See	w11_d613e20731
auf	w13_d613e20735
einem	w15_d613e20738
Schiffe	w1_d613e20743
seiner	w3_d613e20746
Nation	w5_d613e20749
antrette,	w7_d613e20752
welche	w9_d613e20755
die	w1_d613e20761
Könige,	w3_d613e20764
ihre	w5_d613e20767
Herren,	w7_d613e20770
dieserwegen	w9_d613e20773
in	w11_d613e20776
den	w1_d613e20781
beyden	w3_d613e20784
gemeldeten	w5_d613e20787
Häfen	w7_d613e20790
bereit	w9_d613e20793
hal	w11_d613e20796
ten	w1_d613e20801
werden.	w3_d613e20804
Jn	w5_d613e20807
dieser	w7_d613e20810
Erwartung	w9_d613e20813
soll	w11_d613e20816
ich	w1_d613e20821
Euer	w3_d613e20824
Excell.	w5_d613e20827
benachrichtigen,	w7_d613e20830
daß	w9_d613e20833
der	w11_d613e20836
König,	w1_d613e20842
den	w3_d613e20845
Herrn	w5_d613e20848
Stanley	w7_d613e20851
dergestalt	w9_d613e20854
von	w11_d613e20857
Londen	w1_d613e20862
abreisen	w3_d613e20865
lassen	w5_d613e20868
will,	w7_d613e20871
daß	w9_d613e20874
er	w11_d613e20877
den	w13_d613e20881
23ten	w1_d613e20886
dieses	w3_d613e20889
zu	w5_d613e20892
Douvres	w7_d613e20895
eintreffen	w9_d613e20898
kan,	w11_d613e20901
wenn	w1_d613e20906
wir	w3_d613e20909
anderst	w5_d613e20912
nicht	w7_d613e20915
vernehmen,	w9_d613e20918
daß	w11_d613e20921
ein	w1_d613e20927
so	w3_d613e20930
nahe	w5_d613e20933
bevorstehender	w7_d613e20936
Zeit=punct	w9_d613e20939
von	w1_d613e20944
dem	w3_d613e20947
Französischen	w5_d613e20950
Hofe	w7_d613e20953
nicht	w9_d613e20956
für	w11_d613e20959
be	w13_d613e20963
quem	w1_d613e20968
gehalten	w3_d613e20971
werden	w5_d613e20974
möchte,	w7_d613e20977
imglei	w9_d613e20980
chen,	w1_d613e20985
daß	w3_d613e20988
der	w5_d613e20991
König,	w7_d613e20994
mein	w9_d613e20997
Herr,	w11_d613e21000
darauf	w13_d613e21004
mit	w1_d613e21010
allem	w3_d613e21013
Zutrauen	w5_d613e21016
Rechnung	w7_d613e21019
macht,	w9_d613e21022
daß	w11_d613e21025
der	w1_d613e21030
Herr	w3_d613e21033
von	w5_d613e21036
Büssy	w7_d613e21039
an	w9_d613e21042
ermeldtem	w11_d613e21045
Tage	w13_d613e21049
zu	w1_d613e21054
Calais	w3_d613e21057
eintreffen	w5_d613e21060
werde,	w7_d613e21063
damit	w9_d613e21066
diese	w11_d613e21069
beyde	w1_d613e21074
Ministers	w3_d613e21077
ohne	w5_d613e21080
Vorzug	w7_d613e21083
zu	w9_d613e21086
See	w11_d613e21089
gehen	w1_d613e21095
können,	w3_d613e21098
so,	w5_d613e21101
wie	w7_d613e21104
es	w9_d613e21107
die	w11_d613e21110
Umstände	w13_d613e21114
des	w1_d613e21119
Windes,	w3_d613e21122
und	w5_d613e21125
der	w7_d613e21128
Schiffart	w9_d613e21131
erlauben	w11_d613e21134
wollen.	w1_d613e21139
Jch	w3_d613e21142
füge	w5_d613e21145
an	w7_d613e21148
Euer	w9_d613e21151
Excellenz	w11_d613e21154
hinzu,	w1_d613e21159
daß	w3_d613e21162
Herr	w5_d613e21165
Stanley	w7_d613e21168
sich	w9_d613e21171
eines	w11_d613e21174
Ue	w13_d613e21178
berfahrt=schiffes	w1_d613e21184
von	w3_d613e21187
Douvres	w5_d613e21190
bedie	w7_d613e21193
nen	w1_d613e21198
