<doc id="wr_1761-10-21" attrs="word" year="1761" month="10" day="21" corpus="2">
<head id="h2_d597e3304">
Brest	w1_d597e3308
werden	w5_d597e17650
könnten,	w7_d597e17653
als	w9_d597e17656
nun	w11_d597e17659
auch	w13_d597e17663
der	w15_d597e17666
Canzley	w1_d597e17672
die	w3_d597e17675
Ausfertigung	w5_d597e17678
vorberührten	w7_d597e17681
Edicts	w9_d597e17684
unterm	w1_d597e17689
5	w3_d597e17692
Novemb.	w5_d597e17695
a.	w7_d597e17698
c.	w9_d597e17701
auserleget	w11_d597e17704
worden;	w13_d597e17708
Sol	w15_d597e17711
chemnach	w1_d597e17716
wird	w3_d597e17719
der	w5_d597e17722
und	w7_d597e17725
diejenige,	w9_d597e17728
so	w11_d597e17731
von	w13_d597e17735
obbe	w15_d597e17738
meldten	w1_d597e17743
Documentis	w3_d597e17746
einige	w5_d597e17749
Wissenschaft	w7_d597e17752
haben,	w9_d597e17755
oder	w1_d597e17761
hieran	w3_d597e17764
einige	w5_d597e17767
Sprüche	w7_d597e17770
zu	w9_d597e17773
stellen	w11_d597e17776
vermeinen,	w13_d597e17780
von	w1_d597e17785
heut	w3_d597e17788
gesetztem	w5_d597e17791
Dato	w7_d597e17794
an	w9_d597e17797
inner	w11_d597e17800
1.	w13_d597e17804
Jahr	w15_d597e17807
6.	w17_d597e17810
Wochen	w1_d597e17815
und	w3_d597e17818
3	w5_d597e17821
Täg	w7_d597e17824
bey	w9_d597e17827
vorbesagtem	w11_d597e17830
Grundbuch	w13_d597e17834
also	w1_d597e17839
gewiß	w3_d597e17842
zu	w5_d597e17845
erscheinen,	w7_d597e17848
und	w9_d597e17851
sich	w11_d597e17854
hierzu	w13_d597e17858
zu	w15_d597e17861
le	w17_d597e17864
gitimiren	w1_d597e17870
haben,	w3_d597e17873
wie	w5_d597e17876
im	w7_d597e17879
widrigen	w9_d597e17882
nach	w11_d597e17885
Verstrei	w13_d597e17889
chung	w1_d597e17894
solchen	w3_d597e17897
Termin	w5_d597e17900
berührte	w7_d597e17903
Originalobliga	w9_d597e17906
tiones,	w1_d597e17911
Satzbrief	w3_d597e17914
und	w5_d597e17917
übrige	w7_d597e17920
Dorumenta	w9_d597e17923
gänz	w11_d597e17926
lichen	w1_d597e17931
caßiret,	w3_d597e17934
und	w5_d597e17937
für	w7_d597e17940
null	w9_d597e17943
und	w11_d597e17946
nichtig	w13_d597e17950
gemachet	w15_d597e17953
werden	w1_d597e17959
sollen.	w3_d597e17962
Actum	w5_d597e17965
Wien	w7_d597e17968
den14.	w9_d597e17971
Nov.	w11_d597e17974
1760.	w13_d597e17978
</p>
<p id="p38_d597e17983">
Von	w1_d597e17987
der	w3_d597e17990
K.	w5_d597e17993
K.	w7_d597e17996
N.	w9_d597e17999
Oe.	w11_d597e18002
Regierung	w13_d597e18006
wegen,	w15_d597e18009
wird	w1_d597e18014
mit	w3_d597e18017
gegenwärtig=offenem	w5_d597e18020
Edict	w7_d597e18023
jedermän	w9_d597e18026
niglich,	w1_d597e18031
sowol	w3_d597e18034
An	w5_d597e18037
als	w7_d597e18040
Abwesenden,	w9_d597e18043
denen	w11_d597e18046
daran	w13_d597e18050
gelegen,	w1_d597e18056
kund	w3_d597e18059
und	w5_d597e18062
zu	w7_d597e18065
wissen	w9_d597e18068
gemacht:	w11_d597e18071
Es	w13_d597e18075
habe	w15_d597e18078
bey	w1_d597e18083
ihr	w3_d597e18086
Regierung	w5_d597e18089
der	w7_d597e18092
Landes=fürstl.	w9_d597e18095
Pfarrer	w11_d597e18098
zu	w1_d597e18103
Alten=Pölla,	w3_d597e18106
und	w5_d597e18109
Fürstl.	w7_d597e18112
Passauerische	w9_d597e18115
Con	w11_d597e18118
sistorial=raht,	w1_d597e18123
Ludwig	w3_d597e18126
von	w5_d597e18129
Parquenfeld,	w7_d597e18132
um	w9_d597e18135
die	w11_d597e18138
Untersuchung	w1_d597e18144
seines	w3_d597e18147
Status	w5_d597e18150
activi	w7_d597e18153
&	w9_d597e18156
pussivi	w11_d597e18159
de	w13_d597e18163
mütigst	w1_d597e18168
angelanget,	w3_d597e18171
und	w5_d597e18174
gebetten.	w7_d597e18177
Da	w9_d597e18180
nun	w11_d597e18183
über	w13_d597e18187
die	w1_d597e18192
gepflogene	w3_d597e18195
Untersuchung	w5_d597e18198
dieses	w7_d597e18201
seines	w9_d597e18204
Anbrin	w11_d597e18207
gens	w1_d597e18212
von	w3_d597e18215
ihr	w5_d597e18218
Regierung	w7_d597e18221
veranlasset	w9_d597e18224
worden,	w11_d597e18227
eine	w13_d597e18231
Convocation	w1_d597e18237
desselben	w3_d597e18240
sammentlicher	w5_d597e18243
Creditoren	w7_d597e18246
vorzunehmen,	w1_d597e18251
und	w3_d597e18254
zu	w5_d597e18257
solchem	w7_d597e18260
Ende	w9_d597e18263
der	w11_d597e18266
Franz	w13_d597e18270
Bernhard	w1_d597e18275
Edler	w3_d597e18278
von	w5_d597e18281
Tassern	w7_d597e18284
J.	w9_d597e18287
U.	w11_d597e18290
Doctor,	w13_d597e18294
auch	w15_d597e18297
Hof	w1_d597e18302
und	w3_d597e18305
Gerichts=advocat,	w5_d597e18308
als	w7_d597e18311
unter	w9_d597e18314
einstens	w11_d597e18317
gerichtl.	w1_d597e18323
aufgestellter	w3_d597e18326
Curator	w5_d597e18329
ad	w7_d597e18332
lites	w9_d597e18335
zu	w11_d597e18338
verlaßi	w13_d597e18342
ger	w1_d597e18347
Ausfindigmachung	w3_d597e18350
des	w5_d597e18353
oberwehnt	w7_d597e18356
von	w9_d597e18359
Bar	w11_d597e18362
quenfeldischen	w1_d597e18367
Schulden=standes	w3_d597e18370
um	w5_d597e18373
Ausferki	w7_d597e18376
gung	w1_d597e18381
deren	w3_d597e18384
gewöhnlichen	w5_d597e18387
Convocations=edicten	w7_d597e18390
gehorsamst	w1_d597e18396
gebetten,	w3_d597e18399
in	w5_d597e18402
dieses	w7_d597e18405
Begehren	w9_d597e18408
auch	w11_d597e18411
ge	w13_d597e18415
williget,	w1_d597e18420
und	w3_d597e18423
zu	w5_d597e18426
Vernehmung	w7_d597e18429
sothaner	w9_d597e18432
Anmel	w11_d597e18435
dung	w1_d597e18440
Jhro	w3_d597e18443
Regierungs	w5_d597e18446
Mittels=raht	w7_d597e18449
Herr	w9_d597e18452
Jo	w11_d597e18455
hann	w1_d597e18460
Joseph	w3_d597e18463
von	w5_d597e18466
Bratsch,	w7_d597e18469
und	w9_d597e18472
Mittelssecreta	w11_d597e18475
rius	w1_d597e18481
Bernhard	w3_d597e18484
Franz	w5_d597e18487
von	w7_d597e18490
Pauminger,	w9_d597e18493
pro	w11_d597e18496
Com-	w13_d597e18500
missarius	w1_d597e18505
verordnet,	w3_d597e18508
von	w5_d597e18511
diesen	w7_d597e18514
aber	w9_d597e18517
der	w11_d597e18520
15.	w13_d597e18524
Mo	w15_d597e18527
nats=tag	w1_d597e18532
Decemb.	w3_d597e18535
dies	w5_d597e18538
Jahrs	w7_d597e18541
Nachmittags	w9_d597e18544
um	w11_d597e18547
3.	w1_d597e18552
Uhr	w3_d597e18555
bestimmet	w5_d597e18558
worden	w7_d597e18561
ist.	w9_d597e18564
Als	w11_d597e18567
werden	w13_d597e18571
alle	w15_d597e18574
und	w1_d597e18580
jede	w3_d597e18583
hieran	w5_d597e18586
Theilnehmende,	w7_d597e18589
sowol	w9_d597e18592
in	w11_d597e18595
als	w13_d597e18599
ausser	w1_d597e18604
Landes	w3_d597e18607
befindliche	w5_d597e18610
Creditores,	w7_d597e18613
so	w9_d597e18616
an	w11_d597e18619
vor	w13_d597e18623
erwehnten	w1_d597e18628
Ludwig	w3_d597e18631
von	w5_d597e18634
Barquenfeld	w7_d597e18637
einige	w9_d597e18640
Spruch	w11_d597e18643
und	w1_d597e18648
Forderung	w3_d597e18651
zu	w5_d597e18654
stellen	w7_d597e18657
haben,	w9_d597e18660
an	w11_d597e18663
vorbemeldtem	w13_d597e18667
Tag	w1_d597e18673
und	w3_d597e18676
Stund	w5_d597e18679
in	w7_d597e18682
Jhro	w9_d597e18685
Regierung	w11_d597e18688
Mittels	w13_d597e18692
rahts	w1_d597e18697
Herrn	w3_d597e18700
Johann	w5_d597e18703
Joseph	w7_d597e18706
von	w9_d597e18709
Bratsch	w11_d597e18712
in	w13_d597e18716
der	w15_d597e18719
goldenen	w1_d597e18724
Sonne,	w3_d597e18727
unweit	w5_d597e18730
des	w7_d597e18733
roten	w9_d597e18736
Thurn	w11_d597e18739
im	w13_d597e18743
zweyten	w1_d597e18748
Stock	w3_d597e18751
habenden	w5_d597e18754
Hof=quartier	w7_d597e18757
sich	w9_d597e18760
anzu	w11_d597e18763
melden,	w1_d597e18769
und	w3_d597e18772
mit	w5_d597e18775
ihren	w7_d597e18778
Nohrdurften	w9_d597e18781
gefaster	w11_d597e18784
per	w13_d597e18788
emptorie	w1_d597e18793
zu	w3_d597e18796
erscheinen	w5_d597e18799
haben.	w7_d597e18802
</p>
<p id="p40_d597e18805">
Wer	w1_d597e18809
nach	w3_d597e18812
Wällschland	w5_d597e18815
reisen	w7_d597e18818
will,	w9_d597e18821
kan	w11_d597e18824
sich	w13_d597e18828
auf	w1_d597e18833
der	w3_d597e18836
Wieden	w5_d597e18839
bey	w7_d597e18842
der	w9_d597e18845
roten	w11_d597e18848
Ente	w13_d597e18852
anmelden	w15_d597e18855
wo	w1_d597e18860
die	w3_d597e18863
Wällsche	w5_d597e18866
Fuhr=leut	w7_d597e18869
einzukehren	w9_d597e18872
pflegen.	w11_d597e18875
</p>
<head id="h2_d597e18968">
Wien	w1_d597e18972
den	w3_d597e18975
21.	w5_d597e18978
October.	w7_d597e18981
</head>
<p id="p4_d597e18984">
(leich	w1_d597e18988
bey	w3_d597e18991
der	w5_d597e18994
Errichtung	w7_d597e18997
der	w9_d597e19000
Königlich	w11_d597e19003
Hungarischen	w1_d597e19008
adelichen	w3_d597e19011
Leib=garde	w5_d597e19014
haben	w1_d597e19019
Jhro	w3_d597e19022
Kaiserl.	w5_d597e19025
Königl.	w7_d597e19028
Apostolische	w9_d597e19031
Majestät	w1_d597e19037
dieselbe	w3_d597e19040
für	w5_d597e19043
ein	w7_d597e19046
Militar=corpf	w9_d597e19049
zu	w1_d597e19054
erklären,	w3_d597e19057
alle	w5_d597e19060
diesem	w7_d597e19063
zukommende	w9_d597e19066
Eh	w11_d597e19069
ren	w1_d597e19074
und	w3_d597e19077
Vorrechte	w5_d597e19080
ihr	w7_d597e19083
ebenmäßig	w9_d597e19086
zuzueignen,	w11_d597e19089
und	w1_d597e19094
nach	w3_d597e19097
Jnhalt	w5_d597e19100
des	w7_d597e19103
ausgefertigten	w9_d597e19106
Di	w11_d597e19109
plomatis	w1_d597e19115
allergnädigst	w3_d597e19118
zu	w5_d597e19121
resolviren	w7_d597e19124
geruhet	w9_d597e19127
daß	w1_d597e19132
ihre	w3_d597e19135
Musterung	w5_d597e19138
alljährlich	w7_d597e19141
in	w9_d597e19144
Bey	w11_d597e19147
seyn	w1_d597e19152
eines	w3_d597e19155
Feld=marschallen	w5_d597e19158
gehalten	w7_d597e19161
werden	w9_d597e19164
solle.	w1_d597e19169
Da	w3_d597e19172
nun	w5_d597e19175
nach	w7_d597e19178
jüngst	w9_d597e19181
verflossenen	w11_d597e19184
er	w13_d597e19188
sten	w1_d597e19194
Jahr	w3_d597e19197
Jhro	w5_d597e19200
Majestät	w7_d597e19203
Dero	w9_d597e19206
Feld=mar	w11_d597e19209
schallen	w1_d597e19214
und	w3_d597e19217
Sr.	w5_d597e19220
Königl.	w7_d597e19223
Hoheit	w9_d597e19226
des	w11_d597e19229
Erz	w13_d597e19233
herzogs	w1_d597e19238
Joseph	w3_d597e19241
Obrist=hofmeister	w5_d597e19244
Herrn	w7_d597e19247
Grafen	w1_d597e19252
von	w3_d597e19255
Batthyany	w5_d597e19258
Excell	w7_d597e19261
hierzu	w9_d597e19264
aller	w11_d597e19267
gnädigst	w1_d597e19273
ernennet,	w3_d597e19276
und	w5_d597e19279
beynebst	w7_d597e19282
verordnet	w9_d597e19285
haben,	w1_d597e19290
daß	w3_d597e19293
der	w5_d597e19296
bey	w7_d597e19299
vorermeldter	w9_d597e19302
Garde	w11_d597e19305
das	w13_d597e19309
Oeconomicum	w1_d597e19314
besorgende	w3_d597e19317
Königl.	w5_d597e19320
Hunga	w7_d597e19323
rische	w1_d597e19328
Hof=canzler	w3_d597e19331
Herr	w5_d597e19334
Graf	w7_d597e19337
Niclas	w9_d597e19340
Palfy	w11_d597e19343
von	w1_d597e19349
Erdöd	w3_d597e19352
Excellenz	w5_d597e19355
als	w7_d597e19358
gevollmächtigter	w9_d597e19361
Commissarius	w1_d597e19366
die	w3_d597e19369
Musterung	w5_d597e19372
führen	w7_d597e19375
sollte;	w9_d597e19378
so	w1_d597e19383
wurde	w3_d597e19386
von	w5_d597e19389
ihnen	w7_d597e19392
beyden	w9_d597e19395
den	w11_d597e19398
19ten	w13_d597e19402
die	w15_d597e19405
ses	w1_d597e19410
Monats,	w3_d597e19413
als	w5_d597e19416
dem	w7_d597e19419
dazu	w9_d597e19422
bestimmten	w11_d597e19425
Tag	w13_d597e19429
sothaner	w1_d597e19435
Musterungs=actus	w3_d597e19438
vorgenommen.	w5_d597e19441
</p>
<p id="p6_d597e19444">
Es	w1_d597e19448
begaben	w3_d597e19451
sich	w5_d597e19454
zu	w7_d597e19457
dem	w9_d597e19460
Ende	w11_d597e19463
vorgenann	w13_d597e19467
ter	w1_d597e19472
Feld=marschall,	w3_d597e19475
und	w5_d597e19478
Königl.	w7_d597e19481
Hunga	w9_d597e19484
rischer	w1_d597e19489
Hof=canzler	w3_d597e19492
zu	w5_d597e19495
Pferde	w7_d597e19498
in	w9_d597e19501
den	w11_d597e19504
vor	w13_d597e19508
dem	w1_d597e19514
Burg=thor	w3_d597e19517
befindlichen	w5_d597e19520
Garde=hof,	w7_d597e19523
allda	w1_d597e19528
wurden	w3_d597e19531
dieselben	w5_d597e19534
von	w7_d597e19537
dem	w9_d597e19540
Feldmar	w11_d597e19543
schallen,	w1_d597e19548
und	w3_d597e19551
Capitain	w5_d597e19554
vorerwehnter	w7_d597e19557
Kö	w9_d597e19560
niglich	w1_d597e19565
Hungarischen	w3_d597e19568
adelichen	w5_d597e19571
Leib=gard	w7_d597e19574
Herrn	w1_d597e19580
Grafen	w3_d597e19583
Leopold	w5_d597e19586
Palffy	w7_d597e19589
Excellenz,	w9_d597e19592
wie	w1_d597e19597
auch	w3_d597e19600
dem	w5_d597e19603
Premier=leutenant,	w7_d597e19606
und	w9_d597e19609
Gene	w11_d597e19612
ral=feld=wacht=meistern	w1_d597e19617
Herrn	w3_d597e19620
Grafen	w5_d597e19623
Re	w7_d597e19626
bey	w1_d597e19631
an	w3_d597e19634
der	w5_d597e19637
Stiegen	w7_d597e19640
empfangen,	w9_d597e19643
sofort	w11_d597e19646
in	w13_d597e19650
dem	w1_d597e19656
inneren	w3_d597e19659
Garde=hof	w5_d597e19662
geführet,	w7_d597e19665
alwo	w9_d597e19668
in	w11_d597e19671
</p>
<p id="p8_d597e19674">
der	w1_d597e19678
Mitte	w3_d597e19681
an	w5_d597e19684
dem	w7_d597e19687
Haupt=gebäude	w9_d597e19690
der	w11_d597e19693
Mu	w13_d597e19697
ster=tisch	w1_d597e19702
unter	w3_d597e19705
einem	w5_d597e19708
aufgeschlagenen	w7_d597e19711
Zelt	w9_d597e19714
zugerichtet	w1_d597e19719
ware,	w3_d597e19722
das	w5_d597e19725
ganze	w7_d597e19728
Corps	w9_d597e19731
aber	w11_d597e19734
der	w13_d597e19738
Hungarischen	w1_d597e19744
adelichen	w3_d597e19747
Leib=garde	w5_d597e19750
zur	w7_d597e19753
lin	w9_d597e19756
ken	w1_d597e19761
Seite	w3_d597e19764
des	w5_d597e19767
Zelts	w7_d597e19770
vorwerts	w9_d597e19773
in	w11_d597e19776
Reihen	w13_d597e19780
und	w15_d597e19783
Glieder	w1_d597e19788
rangiret	w3_d597e19791
sich	w5_d597e19794
befande:	w7_d597e19797
des	w9_d597e19800
Herrn	w11_d597e19803
Feld=marschallen	w1_d597e19808
Grafen	w3_d597e19811
von	w5_d597e19814
Bathyany	w7_d597e19817
Ex	w9_d597e19820
cellenz,	w1_d597e19826
wie	w3_d597e19829
auch	w5_d597e19832
des	w7_d597e19835
Königl.	w9_d597e19838
Hungarischen	w11_d597e19841
Herrn	w1_d597e19846
Hof=canzlers	w3_d597e19849
Excellenz	w5_d597e19852
setzten	w7_d597e19855
sich	w9_d597e19858
zu	w1_d597e19863
Pferde,	w3_d597e19866
paßirten	w5_d597e19869
alsdann	w7_d597e19872
unter	w9_d597e19875
Bla	w11_d597e19878
sung	w1_d597e19883
deren	w3_d597e19886
Trompeten,	w5_d597e19889
und	w7_d597e19892
Rührung	w9_d597e19895
de	w11_d597e19898
ren	w1_d597e19904
Paucken	w3_d597e19907
die	w5_d597e19910
von	w7_d597e19913
dem	w9_d597e19916
vorbenannten	w11_d597e19919
Feld=marschallen,	w1_d597e19924
und	w3_d597e19927
Capitain	w5_d597e19930
der	w7_d597e19933
Garde	w9_d597e19936
angeführte	w1_d597e19941
Garde,	w3_d597e19944
und	w5_d597e19947
nahmen	w7_d597e19950
auf	w9_d597e19953
selche	w11_d597e19956
Weis	w1_d597e19961
dieselbe	w3_d597e19964
wie	w5_d597e19967
auch	w7_d597e19970
ihre	w9_d597e19973
Uniforms	w11_d597e19976
Gewehr,	w1_d597e19982
Pferde,	w3_d597e19985
und	w5_d597e19988
übrige	w7_d597e19991
Rüstung	w9_d597e19994
in	w11_d597e19997
Augenschein:	w1_d597e20002
alsdann	w3_d597e20005
formirte	w5_d597e20008
das	w7_d597e20011
ganze	w9_d597e20014
Corps	w1_d597e20019
einen	w3_d597e20022
halben	w5_d597e20025
Creis,	w7_d597e20028
in	w9_d597e20031
welchem	w11_d597e20034
der	w13_d597e20038
selben	w1_d597e20043
Statuta	w3_d597e20046
durch	w5_d597e20049
den	w7_d597e20052
Garde=auditor	w9_d597e20055
laut	w1_d597e20061
abgelesen,	w3_d597e20064
hierauf	w5_d597e20067
aber	w7_d597e20070
durch	w9_d597e20073
den	w11_d597e20076
Königl	w13_d597e20080
Hungarischen	w1_d597e20085
Hof=canzler	w3_d597e20088
Herrn	w5_d597e20091
Grafen	w7_d597e20094
Palfy	w1_d597e20099
in	w3_d597e20102
Lateinischer,	w5_d597e20105
durch	w7_d597e20108
den	w9_d597e20111
Feld	w11_d597e20114
marschallen	w1_d597e20119
Herrn	w3_d597e20122
Grafen	w5_d597e20125
Batthyany	w7_d597e20128
aber	w9_d597e20131
in	w1_d597e20137
Hungarischer	w3_d597e20140
Sprache	w5_d597e20143
eine	w7_d597e20146
kurze	w9_d597e20149
Anre	w11_d597e20152
de	w1_d597e20157
an	w3_d597e20160
die	w5_d597e20163
Garde	w7_d597e20166
gemacht,	w9_d597e20169
dieselbe	w11_d597e20172
ihrer	w13_d597e20176
Schuldigkeit	w1_d597e20181
erinneret,	w3_d597e20184
und	w5_d597e20187
mit	w7_d597e20190
Nachdruck	w9_d597e20193
ermahnet,	w1_d597e20198
daß	w3_d597e20201
sie	w5_d597e20204
diese	w7_d597e20207
auf	w9_d597e20210
das	w11_d597e20213
genaueste	w13_d597e20217
zu	w1_d597e20223
beobachten,	w3_d597e20226
um	w5_d597e20229
so	w7_d597e20232
mehr	w9_d597e20235
beflissen	w11_d597e20238
seyn	w13_d597e20242
solle,	w1_d597e20247
als	w3_d597e20250
sie	w5_d597e20253
theils	w7_d597e20256
durch	w9_d597e20259
die	w11_d597e20262
von	w13_d597e20266
einigen	w15_d597e20269
allschon	w1_d597e20274
in	w3_d597e20277
Militari,	w5_d597e20280
und	w7_d597e20283
Politico	w9_d597e20286
erlangte	w11_d597e20289
Avancements,	w1_d597e20294
theils	w3_d597e20297
auch	w5_d597e20300
auf	w7_d597e20303
andere	w9_d597e20306
Weise	w11_d597e20309
vielfältige	w1_d597e20315
Gnaden	w3_d597e20318
und	w5_d597e20321
ausnehmende	w7_d597e20324
Be	w9_d597e20327
günstigungen	w1_d597e20332
von	w3_d597e20335
beeden	w5_d597e20338
Kaiserl.	w7_d597e20341
Majestä	w9_d597e20344
ten	w1_d597e20349
dieses	w3_d597e20352
verflossene	w5_d597e20355
Jahr	w7_d597e20358
hindurch	w9_d597e20361
über	w11_d597e20364
kommen	w1_d597e20369
habe;	w3_d597e20372
Sonach	w5_d597e20375
stiegen	w7_d597e20378
vorgenann	w9_d597e20381
te	w1_d597e20387
Excell.	w3_d597e20390
Excell.	w5_d597e20393
von	w7_d597e20396
denen	w9_d597e20399
Pferden,	w11_d597e20402
und	w13_d597e20406
begaben	w1_d597e20411
sich	w3_d597e20414
sammentlich	w5_d597e20417
unter	w7_d597e20420
das	w9_d597e20423
auf	w11_d597e20426
</p>
<p id="p14_d597e20440">
geschlagene	w1_d597e20444
Zelt	w3_d597e20447
zu	w5_d597e20450
dem	w7_d597e20453
allda	w9_d597e20456
aufgerich	w11_d597e20459
teten	w1_d597e20464
Muster=tisch;	w3_d597e20467
des	w5_d597e20470
Königlich	w7_d597e20473
Hun	w9_d597e20476
garischen	w1_d597e20481
Herrn	w3_d597e20484
Hof=canzlers	w5_d597e20487
Excellenz	w7_d597e20490
als	w1_d597e20496
gevollmächtigter	w3_d597e20499
Commissarius	w5_d597e20502
setzten	w7_d597e20505
sich	w1_d597e20510
mit	w3_d597e20513
bedecktem	w5_d597e20516
Haupt	w7_d597e20519
an	w9_d597e20522
die	w11_d597e20525
Mitte	w13_d597e20529
des	w15_d597e20532
selben,	w1_d597e20537
ihme	w3_d597e20540
zur	w5_d597e20543
Rechten	w7_d597e20546
mit	w9_d597e20549
gleichfalls	w11_d597e20552
be	w13_d597e20556
decktem	w1_d597e20561
Haupt	w3_d597e20564
des	w5_d597e20567
Herrn	w7_d597e20570
Feldmarschal	w9_d597e20573
lens	w1_d597e20579
Grafen	w3_d597e20582
Batthyany	w5_d597e20585
Excell,	w7_d597e20588
zur	w9_d597e20591
Linken	w11_d597e20594
aber	w1_d597e20599
der	w3_d597e20602
Herr	w5_d597e20605
Feld=marschall	w7_d597e20608
und	w9_d597e20611
Capitain	w11_d597e20614
der	w1_d597e20619
Garde,	w3_d597e20622
alsdann	w5_d597e20625
wurden	w7_d597e20628
die	w9_d597e20631
Namen	w11_d597e20634
des	w13_d597e20638
gesamten	w1_d597e20643
Corps	w3_d597e20646
der	w5_d597e20649
Garde	w7_d597e20652
durch	w9_d597e20655
den	w11_d597e20658
Gar	w13_d597e20662
de=quartier	w1_d597e20668
meister	w3_d597e20671
der	w5_d597e20674
Ordnung	w7_d597e20677
nach	w9_d597e20680
laut	w11_d597e20683
abgelesen,	w1_d597e20688
und	w3_d597e20691
die	w5_d597e20694
Musterung	w7_d597e20697
nach	w9_d597e20700
Vorschrift	w11_d597e20703
des	w1_d597e20708
Militar=reglements	w3_d597e20711
vorgenommen	w5_d597e20714
und	w7_d597e20717
vollbracht.	w1_d597e20722
</p>
<p id="p16_d597e20725">
Nach	w1_d597e20729
dessen	w3_d597e20732
Vollendung	w5_d597e20735
haben	w7_d597e20738
des	w9_d597e20741
Herrn	w11_d597e20744
Feld=marschallen	w1_d597e20749
Grafen	w3_d597e20752
Batthyany	w5_d597e20755
Ex	w7_d597e20758
cell.	w1_d597e20763
ein	w3_d597e20766
herrliches	w5_d597e20769
Mittag=mahl	w7_d597e20772
in	w9_d597e20775
dero	w11_d597e20778
Wohnung	w1_d597e20784
gegeben,	w3_d597e20787
und	w5_d597e20790
bey	w7_d597e20793
solchem	w9_d597e20796
den	w11_d597e20799
Hungarischen	w1_d597e20804
Herrn	w3_d597e20807
Hof=canzler,	w5_d597e20810
den	w7_d597e20813
Herrn	w9_d597e20816
Feld	w1_d597e20821
marschallen,	w3_d597e20824
und	w5_d597e20827
Capitain	w7_d597e20830
der	w9_d597e20833
Garde	w11_d597e20836
samt	w1_d597e20841
vielen	w3_d597e20844
anderen	w5_d597e20847
hier	w7_d597e20850
anwesenden	w9_d597e20853
Hun	w11_d597e20856
garischen	w1_d597e20862
Erz	w3_d597e20865
und	w5_d597e20868
Bischöffen,	w7_d597e20871
Magnaten,	w9_d597e20874
wie	w1_d597e20879
auch	w3_d597e20882
einigen	w5_d597e20885
Garde=officiers	w7_d597e20888
und	w9_d597e20891
Gar	w11_d597e20894
den,	w1_d597e20899
bewirtet.	w3_d597e20902
</p>
<p id="p18_d597e20905">
Den	w1_d597e20909
18ten	w3_d597e20912
wurde	w5_d597e20915
in	w7_d597e20918
der	w9_d597e20921
Gumpendor	w11_d597e20924
ser	w1_d597e20929
Vorstadt	w3_d597e20932
in	w5_d597e20935
der	w7_d597e20938
Kaiserl.	w9_d597e20941
Königl.	w11_d597e20944
Jnge	w13_d597e20948
nieurs=academie,	w1_d597e20953
welche	w3_d597e20956
unter	w5_d597e20959
der	w7_d597e20962
Ober	w9_d597e20965
aufsicht	w1_d597e20971
des	w3_d597e20974
Herrn	w5_d597e20977
Generalfeldzeugmei	w7_d597e20980
sters	w1_d597e20985
und	w3_d597e20988
Prodirectors	w5_d597e20991
des	w7_d597e20994
Jngenieurs	w9_d597e20997
corps,	w1_d597e21002
Grafen	w3_d597e21005
von	w5_d597e21008
Harsch	w7_d597e21011
Excellenz	w9_d597e21014
steht,	w11_d597e21017
ein	w1_d597e21022
feyerliches	w3_d597e21025
Gedächtniß=fest	w5_d597e21028
wegen	w7_d597e21031
des	w9_d597e21034
neulichen	w1_d597e21040
höchsterfreulichen	w3_d597e21043
Namens=tages	w5_d597e21046
unserer	w1_d597e21051
allergnädigsten	w3_d597e21054
Landes=fürstin,	w5_d597e21057
zur	w7_d597e21060
Bezeigung	w1_d597e21065
der	w3_d597e21068
lebhaftesten	w5_d597e21071
Dankbarkeit	w7_d597e21074
für	w9_d597e21077
die	w1_d597e21082
von	w3_d597e21085
Jhro	w5_d597e21088
Majestät	w7_d597e21091
dieser	w9_d597e21094
Stiftung	w11_d597e21097
zu	w13_d597e21101
wendenden	w1_d597e21107
Gnaden	w3_d597e21110
und	w5_d597e21113
mildesten	w7_d597e21116
Vorsorge,	w9_d597e21119
gehalten.	w1_d597e21124
Kaum	w3_d597e21127
war	w5_d597e21130
dieser	w7_d597e21133
freudenvolle	w9_d597e21136
Tag	w1_d597e21141
angebrochen,	w3_d597e21144
wurde	w5_d597e21147
er	w7_d597e21150
sogleich	w9_d597e21153
mit	w11_d597e21156
Ab	w13_d597e21160
feuerung	w1_d597e21165
der	w3_d597e21168
Böller	w5_d597e21171
und	w7_d597e21174
kleinen	w9_d597e21177
Stücke	w11_d597e21180
begrüsset,	w1_d597e21186
und	w3_d597e21189
sodann	w5_d597e21192
dem	w7_d597e21195
ersten	w9_d597e21198
Gottes	w11_d597e21201
</p>
<p id="p20_d597e21204">
dienst	w1_d597e21208
abgewartet.	w3_d597e21211
Um	w5_d597e21214
zehn	w7_d597e21217
Uhr	w9_d597e21220
sind	w11_d597e21223
die	w13_d597e21227
academischen	w1_d597e21232
Schüler	w3_d597e21235
mit	w5_d597e21238
fliegender	w7_d597e21241
Fahne	w9_d597e21244
und	w1_d597e21249
klingendem	w3_d597e21252
Spiel,	w5_d597e21255
auch	w7_d597e21258
Ober	w9_d597e21261
und	w11_d597e21264
Un	w13_d597e21268
ter=gewehre,	w1_d597e21274
nach	w3_d597e21277
dem	w5_d597e21280
grossen	w7_d597e21283
Exercir=platz	w9_d597e21286
in	w1_d597e21291
dem	w3_d597e21294
Garten	w5_d597e21297
ausgerücket:	w7_d597e21300
woselbst	w9_d597e21303
sie	w11_d597e21306
währendem	w1_d597e21311
Hoch=amt,	w3_d597e21314
welches	w5_d597e21317
