<doc id="wr_1757-09-03" attrs="word" year="1757" month="09" day="03" corpus="2">
<head id="h2_d175e2874">
Alicante	w1_d175e2878
alltäglich	w1_d175e17307
zu	w3_d175e17310
verkauffen,	w5_d175e17313
bestehend	w7_d175e17316
in	w9_d175e17319
vielen	w11_d175e17322
Zimmern,	w1_d175e17327
Stallung,	w3_d175e17330
Wagen=schupfen,	w5_d175e17333
einem	w7_d175e17336
grossen	w1_d175e17342
Wein=keller,	w3_d175e17345
verschiedenen	w5_d175e17348
Obst	w7_d175e17351
und	w9_d175e17354
Zier	w1_d175e17359
dann	w3_d175e17362
wenig	w5_d175e17365
oder	w7_d175e17368
mehreren	w9_d175e17371
Wein	w11_d175e17374
gär	w13_d175e17378
ten,	w1_d175e17383
und	w3_d175e17386
einem	w5_d175e17389
schönen	w7_d175e17392
Fisch=reich	w9_d175e17395
mit	w11_d175e17398
einem	w13_d175e17402
</p>
<p id="p20_d175e17405">
lebendigen	w1_d175e17409
springenden	w3_d175e17412
Wasser.	w5_d175e17415
Die	w7_d175e17418
weitere	w9_d175e17421
Auskunft	w1_d175e17426
kann	w3_d175e17429
diesfalls	w5_d175e17432
in	w7_d175e17435
dem	w9_d175e17438
klein	w11_d175e17441
Rosen	w13_d175e17445
bergischen	w1_d175e17450
Haus	w3_d175e17453
in	w5_d175e17456
der	w7_d175e17459
Teinfalt=strassen	w9_d175e17462
in	w11_d175e17465
zweyten	w1_d175e17471
Stock	w3_d175e17474
ertheilet	w5_d175e17477
werden.	w7_d175e17480
</p>
<p id="p22_d175e17483">
Den	w1_d175e17487
12.	w3_d175e17490
diß	w5_d175e17493
Monats	w7_d175e17496
Septembris,	w9_d175e17499
und	w11_d175e17502
folgende	w1_d175e17507
Täg	w3_d175e17510
werden	w5_d175e17513
auf	w7_d175e17516
dem	w9_d175e17519
Dominicaner	w11_d175e17522
Platz	w1_d175e17527
gegen	w3_d175e17530
der	w5_d175e17533
Pastey	w7_d175e17536
in	w9_d175e17539
den	w11_d175e17542
sogenannte	w13_d175e17546
Dominicaner=haus	w1_d175e17552
in	w3_d175e17555
ersten	w5_d175e17558
Steck	w7_d175e17561
bey	w9_d175e17564
Weyl	w11_d175e17567
Herrn	w1_d175e17572
Leopold	w3_d175e17575
Anton	w5_d175e17578
Spieß,	w7_d175e17581
gewest	w9_d175e17584
Kaiserl.	w11_d175e17587
Königl.	w1_d175e17592
Academi	w3_d175e17595
Mahlers	w5_d175e17598
seel.	w7_d175e17601
ruckgelasse	w9_d175e17604
nen	w1_d175e17609
Frauen	w3_d175e17612
Wittib	w5_d175e17615
verschiedene	w7_d175e17618
Pretiosa	w9_d175e17621
bestehend	w1_d175e17627
in	w3_d175e17630
Jndianischen	w5_d175e17633
Sachen,	w7_d175e17636
Antiquen,	w9_d175e17639
gefast	w1_d175e17644
und	w3_d175e17647
ungefasten	w5_d175e17650
Ringen,	w7_d175e17653
Römischen	w9_d175e17656
Müntzen,	w1_d175e17661
Türkisch	w3_d175e17664
und	w5_d175e17667
anderen	w7_d175e17670
Gewöhr,	w9_d175e17673
Spannischen	w1_d175e17678
Röhren,	w3_d175e17681
Sack	w5_d175e17684
und	w7_d175e17687
anderen	w9_d175e17690
Uhren,	w1_d175e17696
Antiquen	w3_d175e17699
Statuen,	w5_d175e17702
allerhand	w7_d175e17705
extra	w9_d175e17708
Steinen,	w1_d175e17713
Mahlereyen,	w3_d175e17716
und	w5_d175e17719
anderen	w7_d175e17722
curiosen	w9_d175e17725
Gallanterie=waaren,	w1_d175e17730
nicht	w3_d175e17733
münder	w5_d175e17736
Kleider,	w7_d175e17739
Wäsch,	w1_d175e17744
Porcellain,	w3_d175e17747
Spiegln,	w5_d175e17750
Vormittag	w7_d175e17753
von	w9_d175e17756
9.	w1_d175e17762
bis	w3_d175e17765
12.	w5_d175e17768
Uhr	w7_d175e17771
Nachmittag	w9_d175e17774
aber	w11_d175e17777
von	w13_d175e17781
3.	w15_d175e17784
bis	w17_d175e17787
6.	w1_d175e17792
Uhr	w3_d175e17795
licitando	w5_d175e17798
dem	w7_d175e17801
Meistbietenden	w9_d175e17804
gegen	w11_d175e17807
baarer	w1_d175e17812
Bezahlung	w3_d175e17815
verkauft	w5_d175e17818
werden.	w7_d175e17821
</p>
<p id="p24_d175e17825">
Es	w1_d175e17829
ist	w3_d175e17832
ausser	w5_d175e17835
dem	w7_d175e17838
Burg=thor	w9_d175e17841
gegen	w11_d175e17844
der	w13_d175e17848
Joseph=stadt	w1_d175e17853
ein	w3_d175e17856
grosser	w5_d175e17859
Pallast	w7_d175e17862
(worinnen	w9_d175e17865
40.	w1_d175e17870
Zimmer,	w3_d175e17873
und	w5_d175e17876
deren	w7_d175e17879
meiste	w9_d175e17882
meublirt,	w11_d175e17885
nebst	w13_d175e17889
Stallungen	w1_d175e17895
auf	w3_d175e17898
etwelche	w5_d175e17901
40.	w7_d175e17904
Pferde,	w9_d175e17907
dann	w11_d175e17910
ei	w13_d175e17914
ner	w1_d175e17919
auf	w3_d175e17922
viele	w5_d175e17925
Wägen	w7_d175e17928
gehörigen	w9_d175e17931
Schupfen,	w11_d175e17934
wobey	w1_d175e17939
sich	w3_d175e17942
auch	w5_d175e17945
ein	w7_d175e17948
Garten	w9_d175e17951
befindet)	w11_d175e17954
für	w13_d175e17958
ei	w15_d175e17961
ne	w1_d175e17966
grosse	w3_d175e17969
Herrschaft	w5_d175e17972
in	w7_d175e17975
Bestand	w9_d175e17978
zu	w11_d175e17981
verlassen,	w13_d175e17985
welche	w1_d175e17991
solchen	w3_d175e17994
zu	w5_d175e17997
bestehen	w7_d175e18000
Willens,	w9_d175e18003
die	w11_d175e18006
hat	w13_d175e18010
sich	w15_d175e18013
bey	w1_d175e18018
dem	w3_d175e18021
Kaiserl.	w5_d175e18024
Königl.	w7_d175e18027
Hof=kriegs	w9_d175e18030
agenten	w11_d175e18033
Hrn.	w1_d175e18038
Maximilian	w3_d175e18041
Emanuel	w5_d175e18044
Költz,	w7_d175e18047
in	w9_d175e18050
der	w11_d175e18053
Himmel=pfort=gassen	w1_d175e18058
bey	w3_d175e18061
dem	w5_d175e18064
weissen	w7_d175e18067
Engel	w9_d175e18070
im	w1_d175e18076
zweyten	w3_d175e18079
Stock	w5_d175e18082
von	w7_d175e18085
der	w9_d175e18088
Hungarischen	w11_d175e18091
Cron	w13_d175e18095
hinüber	w1_d175e18100
anzumelden.	w3_d175e18103
</p>
<p id="p26_d175e18106">
Es	w1_d175e18110
seynd	w3_d175e18113
einer	w5_d175e18116
grossen	w7_d175e18119
Herrschaft	w9_d175e18122
eine	w11_d175e18125
Eng	w13_d175e18129
ländische	w1_d175e18134
Repetier=stock=uhr	w3_d175e18137
mit	w5_d175e18140
einer	w7_d175e18143
sil	w9_d175e18146
bernen	w1_d175e18151
Platten	w3_d175e18154
in	w5_d175e18157
einem	w7_d175e18160
schwarz=gebeitzten	w9_d175e18163
Gehäuß,	w1_d175e18169
dann	w3_d175e18172
ein	w5_d175e18175
Crystallener	w7_d175e18178
Henkleuch	w9_d175e18181
ter,	w1_d175e18186
mit	w3_d175e18189
versilbert=meßingenen	w5_d175e18192
Stangeln,	w7_d175e18195
an	w9_d175e18198
nebst	w1_d175e18203
auch	w3_d175e18206
über	w5_d175e18209
2.	w7_d175e18212
Lähn=sessel,	w9_d175e18215
und	w11_d175e18218
einen	w13_d175e18222
So	w15_d175e18225
phen=polster	w1_d175e18230
3.	w3_d175e18233
grün=damastene	w5_d175e18236
Ueberzüge	w7_d175e18239
entfremdet	w1_d175e18245
worden.	w3_d175e18248
Wer	w5_d175e18251
nun	w7_d175e18254
hievon	w9_d175e18257
einige	w11_d175e18260
Wissenschaft,	w1_d175e18265
oder	w3_d175e18268
obberührte	w5_d175e18271
Effecten	w7_d175e18274
über	w9_d175e18277
kommen	w1_d175e18282
solle,	w3_d175e18285
wird	w5_d175e18288
ersuchet,	w7_d175e18291
die	w9_d175e18294
Anzeige	w11_d175e18297
in	w13_d175e18301
der	w1_d175e18306
von	w3_d175e18309
Ghelischen	w5_d175e18312
Buch=druckerey	w7_d175e18315
gegen	w9_d175e18318
einer	w1_d175e18324
billichen	w3_d175e18327
Erkanntlichkeit	w5_d175e18330
zu	w7_d175e18333
machen.	w9_d175e18336
</p>
<head id="h2_d175e18436">
Stockholm	w1_d175e18440
9.	w3_d175e18443
Augusti.	w5_d175e18446
</head>
<p id="p4_d175e18449">
Er	w1_d175e18453
Transport	w3_d175e18456
unserer	w5_d175e18459
Trupen	w7_d175e18462
nach	w9_d175e18465
Pom	w11_d175e18468
mern	w1_d175e18473
wird	w3_d175e18476
bald	w5_d175e18479
geschehen	w7_d175e18482
seyn.	w9_d175e18485
Fol	w11_d175e18488
gendes	w1_d175e18493
Verzeichnüß	w3_d175e18496
dieser	w5_d175e18499
Trupen	w7_d175e18502
wird	w9_d175e18505
sehr	w11_d175e18508
zuverläßig	w1_d175e18514
gehalten.	w3_d175e18517
Cavallerie	w5_d175e18520
500.	w7_d175e18523
Mann	w9_d175e18526
vom	w1_d175e18531
Garde=regiment	w3_d175e18534
zu	w5_d175e18537
Pferde,	w7_d175e18540
500.	w9_d175e18543
vom	w11_d175e18546
Ost=gohrischen,	w1_d175e18551
500.	w3_d175e18554
vom	w5_d175e18557
West=gohtischen,	w7_d175e18560
500.	w1_d175e18565
vom	w3_d175e18568
Smaländischen,	w5_d175e18571
1000.	w7_d175e18574
vom	w9_d175e18577
Scho	w11_d175e18580
nischen,	w1_d175e18586
und	w3_d175e18589
1000.	w5_d175e18592
vom	w7_d175e18595
Halländischen.	w9_d175e18598
Jn	w11_d175e18601
fanterie:	w1_d175e18606
1200.	w3_d175e18609
vom	w5_d175e18612
Fuß=garde=regiment,	w7_d175e18615
1000.	w1_d175e18620
von	w3_d175e18623
des	w5_d175e18626
Kron=prinzens	w7_d175e18629
Regiment,	w9_d175e18632
900.	w1_d175e18637
vom	w3_d175e18640
Upländischen,	w5_d175e18643
900.	w7_d175e18646
vom	w9_d175e18649
Süder	w11_d175e18652
mannländischen,	w1_d175e18658
600.	w3_d175e18661
vom	w5_d175e18664
Dalecarlischen,	w7_d175e18667
600.	w1_d175e18672
vom	w3_d175e18675
Nericischen	w5_d175e18678
und	w7_d175e18681
Wermeländischen	w9_d175e18684
300.	w1_d175e18689
vom	w3_d175e18692
Ost=bohinischen,	w5_d175e18695
90,	w7_d175e18698
vom	w9_d175e18701
West	w11_d175e18704
bohtnischen,	w1_d175e18709
900.	w3_d175e18712
vom	w5_d175e18715
Helsingischen,	w7_d175e18718
850.	w9_d175e18721
vom	w1_d175e18727
Aboischen,	w3_d175e18730
850.	w5_d175e18733
vom	w7_d175e18736
Nyländischen,	w9_d175e18739
und	w11_d175e18742
800.	w1_d175e18747
vom	w3_d175e18750
Artillerie=corps.	w5_d175e18753
Diese	w7_d175e18756
machen	w9_d175e18759
in	w1_d175e18764
allen	w3_d175e18767
4000.	w5_d175e18770
Mann	w7_d175e18773
Cavallerie,	w9_d175e18776
und	w11_d175e18779
10740.	w13_d175e18783
Mann	w1_d175e18788
Jnfanterie.	w3_d175e18791
Hierzu	w5_d175e18794
kommen	w7_d175e18797
noch	w9_d175e18800
1400.	w1_d175e18806
Mann	w3_d175e18809
von	w5_d175e18812
der	w7_d175e18815
Königin	w9_d175e18818
Garderegi	w11_d175e18821
ment.	w1_d175e18826
680.	w3_d175e18829
vom	w5_d175e18832
Ost=gohtischen,	w7_d175e18835
680.	w9_d175e18838
vom	w11_d175e18841
West=gohtischen,	w1_d175e18846
3.	w3_d175e18849
Regimenter,	w5_d175e18852
jedes	w7_d175e18855
von	w9_d175e18858
1200.	w1_d175e18863
Mann	w3_d175e18866
vom	w5_d175e18869
Artillerie	w7_d175e18872
Corps.	w9_d175e18875
Man	w11_d175e18878
zehlet	w1_d175e18884
auch	w3_d175e18887
noch	w5_d175e18890
400.	w7_d175e18893
Hussaren	w9_d175e18896
mit,	w11_d175e18899
die	w13_d175e18903
aber	w15_d175e18906
in	w1_d175e18911
Pommern	w3_d175e18914
erst	w5_d175e18917
sollen	w7_d175e18920
angeworben	w9_d175e18923
werden,	w11_d175e18926
so,	w1_d175e18931
daß	w3_d175e18934
die	w5_d175e18937
ganze	w7_d175e18940
Armee,	w9_d175e18943
die	w11_d175e18946
man	w13_d175e18950
in	w15_d175e18953
dieser	w17_d175e18956
Provinz	w1_d175e18961
versammelt,	w3_d175e18964
aus	w5_d175e18967
22100.	w7_d175e18970
Mann	w9_d175e18973
be	w11_d175e18976
stehen	w1_d175e18982
wird.	w3_d175e18985
Der	w5_d175e18988
commandirende	w7_d175e18991
Feldmar	w9_d175e18994
schall	w1_d175e18999
von	w3_d175e19002
Ungern=sternberg	w5_d175e19005
wird	w7_d175e19008
mit	w9_d175e19011
Ab	w11_d175e19014
lauf	w1_d175e19019
dieses	w3_d175e19022
Monats	w5_d175e19025
der	w7_d175e19028
Armee	w9_d175e19031
folgen.	w11_d175e19034
Die	w13_d175e19038
wahre	w1_d175e19043
Absicht	w3_d175e19046
bey	w5_d175e19049
dieser	w7_d175e19052
Expedition	w9_d175e19055
wird	w11_d175e19058
von	w13_d175e19062
Senat	w1_d175e19068
sehr	w3_d175e19071
geheim	w5_d175e19074
gehalten;	w7_d175e19077
und	w9_d175e19080
man	w11_d175e19083
schliesset	w1_d175e19088
nur	w3_d175e19091
mit	w5_d175e19094
vieler	w7_d175e19097
Wahrscheinlichkeit	w9_d175e19100
daß	w1_d175e19105
die	w3_d175e19108
erste	w5_d175e19111
Unternehmung	w7_d175e19114
auf	w9_d175e19117
Stettin	w11_d175e19120
ge	w13_d175e19124
richtet	w1_d175e19129
sey.	w3_d175e19132
Allim	w5_d175e19135
Vermuten	w7_d175e19138
nach	w9_d175e19141
wird	w11_d175e19144
un	w13_d175e19148
sere	w1_d175e19154
Armee	w3_d175e19157
in	w5_d175e19160
Pommern	w7_d175e19163
bleiben,	w9_d175e19166
da	w11_d175e19169
die	w13_d175e19173
Fran	w15_d175e19176
zösische	w1_d175e19181
stark	w3_d175e19184
genug	w5_d175e19187
ist,	w7_d175e19190
das	w9_d175e19193
Staats=project	w11_d175e19196
in	w1_d175e19201
Nieder=sachsen	w3_d175e19204
auszuführen.	w5_d175e19207
Allem	w7_d175e19210
An	w9_d175e19213
scheine	w1_d175e19218
nach	w3_d175e19221
hat	w5_d175e19224
Schweden	w7_d175e19227
bey	w9_d175e19230
diesem	w11_d175e19233
Krie	w13_d175e19237
mehr	w1_d175e19243
als	w3_d175e19246
eine	w5_d175e19249
Eroberung	w7_d175e19252
zum	w9_d175e19255
Augen=merke.	w11_d175e19258
</p>
<head id="h2_d175e19265">
Dreßden	w1_d175e19269
16.	w3_d175e19272
Augusti.	w5_d175e19275
</head>
<p id="p4_d175e19278">
Nachdem	w1_d175e19282
am	w3_d175e19285
verwichenen	w5_d175e19288
Samstag,	w7_d175e19291
als	w9_d175e19294
den	w1_d175e19299
13.	w3_d175e19302
dieses	w5_d175e19305
die	w7_d175e19308
Oesterreichische	w9_d175e19311
Panduren	w11_d175e19314
</p>
<p id="p6_d175e19317">
bey	w1_d175e19321
Laubegast	w3_d175e19324
eine	w5_d175e19327
Melle	w7_d175e19330
von	w9_d175e19333
hier	w11_d175e19336
3.	w13_d175e19340
Preu	w15_d175e19343
ßische	w1_d175e19348
Schiffe	w3_d175e19351
mit	w5_d175e19354
Fässern	w7_d175e19357
Mehl,	w9_d175e19360
so	w11_d175e19363
von	w13_d175e19367
Pirna	w1_d175e19372
anhero	w3_d175e19375
gehen	w5_d175e19378
sollen,	w7_d175e19381
wenzunehmen	w9_d175e19384
vorgehabt,	w1_d175e19390
zu	w3_d175e19393
dem	w5_d175e19396
Ende	w7_d175e19399
auf	w9_d175e19402
selbige	w11_d175e19405
gefeuert,	w13_d175e19409
und	w1_d175e19414
sie	w3_d175e19417
gezwungen,	w5_d175e19420
damit	w7_d175e19423
jenseits	w9_d175e19426
der	w11_d175e19429
Elbe,	w13_d175e19433
allwo	w1_d175e19438
sie	w3_d175e19441
sich	w5_d175e19444
befunden,	w7_d175e19447
anzuländen.	w9_d175e19450
So	w11_d175e19453
seynd	w1_d175e19458
sogleich	w3_d175e19461
von	w5_d175e19464
dem	w7_d175e19467
hiesigen	w9_d175e19470
Rohrischen	w11_d175e19473
Garnison=regiment	w1_d175e19479
über	w3_d175e19482
200.	w5_d175e19485
Mann,	w7_d175e19488
nebst	w9_d175e19491
einer	w1_d175e19496
Canone	w3_d175e19499
abgeschicket	w5_d175e19502
worden,	w7_d175e19505
selbe	w9_d175e19508
zu	w1_d175e19513
vertreiben,	w3_d175e19516
und	w5_d175e19519
die	w7_d175e19522
Schiffe	w9_d175e19525
zu	w11_d175e19528
retten,	w13_d175e19532
welches	w1_d175e19537
auch	w3_d175e19540
endlich,	w5_d175e19543
nachdem	w7_d175e19546
sie	w9_d175e19549
besonders	w11_d175e19552
dem	w1_d175e19558
Canonen=feuer	w3_d175e19561
weichen	w5_d175e19564
müssen,	w7_d175e19567
erfol	w9_d175e19570
get	w1_d175e19575
ist,	w3_d175e19578
jedoch	w5_d175e19581
haben	w7_d175e19584
sie	w9_d175e19587
einige	w11_d175e19590
Fässer	w13_d175e19594
da	w15_d175e19597
von	w1_d175e19602
weggebracht,	w3_d175e19605
auch	w5_d175e19608
etliche	w7_d175e19611
Mann	w9_d175e19614
durch	w11_d175e19617
ihr	w13_d175e19621
scharf	w1_d175e19626
und	w3_d175e19629
gezogenes	w5_d175e19632
Gewehr,	w7_d175e19635
womit	w9_d175e19638
sie	w11_d175e19641
über	w13_d175e19645
die	w1_d175e19651
Elbe	w3_d175e19654
hierüber	w5_d175e19657
gefeuret,	w7_d175e19660
getödtet,	w9_d175e19663
und	w11_d175e19666
bles	w13_d175e19670
sirt.	w1_d175e19675
Das	w3_d175e19678
Königl.	w5_d175e19681
Preußische	w7_d175e19684
Corps,	w9_d175e19687
unter	w11_d175e19690
Commando	w1_d175e19695
des	w3_d175e19698
Prinzens	w5_d175e19701
Moritz,	w7_d175e19704
Hochfürstl.	w9_d175e19707
Durchl.	w1_d175e19712
so	w3_d175e19715
nach	w5_d175e19718
ferneren	w7_d175e19721
Nachrichten	w9_d175e19724
gegen	w11_d175e19727
12000.	w1_d175e19733
Mann	w3_d175e19736
stark	w5_d175e19739
seyn	w7_d175e19742
soll,	w9_d175e19745
hat	w11_d175e19748
das	w13_d175e19752
bis	w15_d175e19755
herige	w1_d175e19760
Lager	w3_d175e19763
verändert,	w5_d175e19766
und	w7_d175e19769
ist	w9_d175e19772
in	w11_d175e19775
der	w13_d175e19779
Gegend	w15_d175e19782
Pirna	w1_d175e19787
bey	w3_d175e19790
Sedlitz	w5_d175e19793
eingerücket,	w7_d175e19796
und	w9_d175e19799
wie	w11_d175e19802
ver	w13_d175e19806
lautet,	w1_d175e19811
dörfte	w3_d175e19814
dasselbe	w5_d175e19817
gar	w7_d175e19820
vor	w9_d175e19823
hiesige	w11_d175e19826
Stadt	w13_d175e19830
zu	w1_d175e19836
stehen	w3_d175e19839
kommen.	w5_d175e19842
Jndessen	w7_d175e19845
fallen	w9_d175e19848
immer	w11_d175e19851
noch	w1_d175e19856
mit	w3_d175e19859
denen	w5_d175e19862
herum	w7_d175e19865
streiffenden	w9_d175e19868
Oesterreichi	w11_d175e19871
schen	w1_d175e19876
Hussaren	w3_d175e19879
und	w5_d175e19882
Panduren	w7_d175e19885
ein	w9_d175e19888
und	w11_d175e19891
ande	w13_d175e19895
re	w1_d175e19900
Scharmützel	w3_d175e19903
vor,	w5_d175e19906
wie	w7_d175e19909
dann	w9_d175e19912
gestern	w11_d175e19915
aber	w13_d175e19919
mal	w1_d175e19925
einige	w3_d175e19928
Preußische	w5_d175e19931
Bleßirte	w7_d175e19934
zum	w9_d175e19937
Dip	w11_d175e19940
polswalder=schlage	w1_d175e19945
auf	w3_d175e19948
Wägen	w5_d175e19951
herein	w7_d175e19954
ge	w9_d175e19957
bracht	w1_d175e19962
worden	w3_d175e19965
seynd.	w5_d175e19968
Man	w7_d175e19971
machet	w9_d175e19974
dahero	w11_d175e19977
allhier	w1_d175e19982
und	w3_d175e19985
in	w5_d175e19988
Neustadt	w7_d175e19991
immer	w9_d175e19994
mehr	w11_d175e19997
Anstal	w13_d175e20001
ten,	w1_d175e20007
wider	w3_d175e20010
einen	w5_d175e20013
Einfall	w7_d175e20016
gesichert	w9_d175e20019
zu	w11_d175e20022
seyn,	w13_d175e20026
und	w1_d175e20031
die	w3_d175e20034
Guarnison	w5_d175e20037
zu	w7_d175e20040
verstärken,	w9_d175e20043
wie	w11_d175e20046
dann	w13_d175e20050
sowol	w1_d175e20055
einige	w3_d175e20058
Cavallerie,	w5_d175e20061
als	w7_d175e20064
auch	w9_d175e20067
vorgestri	w11_d175e20070
gen	w1_d175e20075
Sonntag	w3_d175e20078
Abends	w5_d175e20081
gegen	w7_d175e20084
10.	w9_d175e20087
Uhr,	w11_d175e20090
noch	w13_d175e20094
das	w1_d175e20100
Schwerinische,	w3_d175e20103
jetzo	w5_d175e20106
das	w7_d175e20109
Golzische	w9_d175e20112
Jn	w11_d175e20115
fanterie	w1_d175e20120
regiment,	w3_d175e20123
mit	w5_d175e20126
4.	w7_d175e20129
Canonen	w9_d175e20132
und	w11_d175e20135
brennender	w1_d175e20140
Lunde	w3_d175e20143
herein	w5_d175e20146
marschiret	w7_d175e20149
kam,	w9_d175e20152
so	w11_d175e20155
anfänglich	w1_d175e20160
vor	w3_d175e20163
dem	w5_d175e20166
Pirnaischen	w7_d175e20169
Thor,	w9_d175e20172
herr	w11_d175e20175
nach	w1_d175e20181
aber	w3_d175e20184
des	w5_d175e20187
Nachts	w7_d175e20190
hindurch	w9_d175e20193
auf	w11_d175e20196
de	w13_d175e20200
Neumarkte	w1_d175e20205
und	w3_d175e20208
Juden=hof	w5_d175e20211
campiret,	w7_d175e20214
des	w9_d175e20217
Morgens	w1_d175e20222
aber	w3_d175e20225
die	w5_d175e20228
angewiesene	w7_d175e20231
Quartier	w9_d175e20234
be	w11_d175e20237
zogen	w1_d175e20242
hat.	w3_d175e20245
Anjetzo	w5_d175e20248
werden	w7_d175e20251
auch	w9_d175e20254
hinter	w11_d175e20257
der	w13_d175e20261
Catholischen	w1_d175e20267
Kirch,	w3_d175e20270
bey	w5_d175e20273
dem	w7_d175e20276
hölzernen	w9_d175e20279
</p>
<p id="p12_d175e20293">
Opern=gebäude	w1_d175e20297
wiederum	w3_d175e20300
Feld=back=öfen	w5_d175e20303
aufgesetzet,	w1_d175e20308
davon	w3_d175e20311
man	w5_d175e20314
schon	w7_d175e20317
10.	w9_d175e20320
Stück	w11_d175e20323
fertig	w1_d175e20328
und	w3_d175e20331
in	w5_d175e20334
Arbeit	w7_d175e20337
zehlen	w9_d175e20340
kan.	w11_d175e20343
</p>
<p id="p14_d175e20346">
Es	w1_d175e20350
wird	w3_d175e20353
hiemit	w5_d175e20356
jedermänniglich	w7_d175e20359
kund	w9_d175e20362
und	w11_d175e20365
zu	w1_d175e20370
wissen	w3_d175e20373
gemacht,	w5_d175e20376
daß	w7_d175e20379
in	w9_d175e20382
der	w11_d175e20385
K.	w13_d175e20389
K.	w15_d175e20392
Stadt	w17_d175e20395
Laa	w1_d175e20400
auf	w3_d175e20403
dasigen	w5_d175e20406
Raht=haus	w7_d175e20409
das	w9_d175e20412
in	w11_d175e20415
die	w13_d175e20419
Joseph	w15_d175e20422
Praunerische	w1_d175e20428
Verlassenschaft	w3_d175e20431
gehörig=ganz	w5_d175e20434
neu=erbaute	w1_d175e20439
Haus	w3_d175e20442
nebst	w5_d175e20445
15.	w7_d175e20448
Joch	w9_d175e20451
Aeckern,	w11_d175e20454
und	w1_d175e20459
zwey	w3_d175e20462
sehr	w5_d175e20465
guten	w7_d175e20468
Wiesen,	w9_d175e20471
ein	w11_d175e20474
Stadel	w13_d175e20478
mit	w15_d175e20481
einem	w1_d175e20486
Garten,	w3_d175e20489
und	w5_d175e20492
noch	w7_d175e20495
3.	w9_d175e20498
andere	w11_d175e20501
Gärten,	w13_d175e20505
2.	w1_d175e20511
Pferd	w3_d175e20514
und	w5_d175e20517
zwey	w7_d175e20520
Füllen,	w9_d175e20523
wie	w11_d175e20526
auch	w13_d175e20530
eini	w15_d175e20533
ges	w1_d175e20538
Rind	w3_d175e20541
und	w5_d175e20544
Schwein=vieh,	w7_d175e20547
ingleichen	w9_d175e20550
verschiedene	w1_d175e20555
Haus=einrichtung,	w3_d175e20558
Silber,	w5_d175e20561
Zinn,	w7_d175e20564
und	w1_d175e20569
Kupfer=geschier,	w3_d175e20572
dann	w5_d175e20575
ein	w7_d175e20578
grosser	w9_d175e20581
Keller	w11_d175e20584
vor	w1_d175e20590
der	w3_d175e20593
Stadt	w5_d175e20596
mit	w7_d175e20599
einem	w9_d175e20602
Preß=haus,	w11_d175e20605
auch	w13_d175e20609
bis	w1_d175e20614
300.	w3_d175e20617
Emmer	w5_d175e20620
Wein	w7_d175e20623
von	w9_d175e20626
1750iger	w11_d175e20629
Jahr	w13_d175e20633
in	w1_d175e20638
grossen	w3_d175e20641
neu=eisernen	w5_d175e20644
Banden:	w7_d175e20647
nebstbey	w9_d175e20650
200.	w11_d175e20653
Emmer	w1_d175e20658
läre	w3_d175e20661
mit	w5_d175e20664
Eisen	w7_d175e20667
beschlagene	w9_d175e20670
Fässer	w11_d175e20673
li	w13_d175e20677
citando	w1_d175e20683
gegen	w3_d175e20686
baarer	w5_d175e20689
Bezahlung	w7_d175e20692
den	w9_d175e20695
26.	w11_d175e20698
27.	w13_d175e20702
und	w1_d175e20707
28sten	w3_d175e20710
des	w5_d175e20713
nächst=kommenden	w7_d175e20716
Monats	w9_d175e20719
Septembris	w1_d175e20724
werden	w3_d175e20727
verkauffet	w5_d175e20730
werden.	w7_d175e20733
</p>
<head id="h2_d175e20739">
NOTIFICATION.	w1_d175e20743
</head>
<p id="p4_d175e20746">
Den	w1_d175e20750
17.	w3_d175e20753
Novembris	w5_d175e20756
1757.	w7_d175e20759
werden	w9_d175e20762
die	w11_d175e20765
je	w13_d175e20769
nige,	w1_d175e20774
so	w3_d175e20777
bey	w5_d175e20780
der	w7_d175e20783
Anna	w9_d175e20786
Maria	w11_d175e20789
Wittmannin	w13_d175e20793
be	w15_d175e20796
haust	w1_d175e20801
gewesten	w3_d175e20804
Unterthanin	w5_d175e20807
im	w7_d175e20810
neuen	w9_d175e20813
Lerchen	w11_d175e20816
feld	w1_d175e20822
seel.	w3_d175e20825
Verlassenschafts=forderungen	w5_d175e20828
zu	w7_d175e20831
machen	w1_d175e20836
haben,	w3_d175e20839
sich	w5_d175e20842
auf	w7_d175e20845
des	w9_d175e20848
Stifts	w11_d175e20851
Kloster	w13_d175e20855
Neuburg	w1_d175e20860
Ober=kammer	w3_d175e20863
sub	w5_d175e20866
Clausula	w7_d175e20869
perpe-	w9_d175e20872
tui	w1_d175e20877
silentii	w3_d175e20880
pro	w5_d175e20883
1mo	w7_d175e20886
2do	w9_d175e20889
&	w11_d175e20892
3tio	w13_d175e20896
Termino	w15_d175e20899
an	w17_d175e20902
zumelden,	w1_d175e20908
und	w3_d175e20911
ihre	w5_d175e20914
Forderungen	w7_d175e20917
zu	w9_d175e20920
liquidiren	w11_d175e20923
haben.	w1_d175e20928
</p>
<head id="h2_d175e20934">
EDOICT.	w1_d175e20938
</head>
<p id="p4_d175e20941">
Wir	w1_d175e20945
Burgermeister,	w3_d175e20948
Amts=verwalter,	w5_d175e20951
und	w1_d175e20956
Raht	w3_d175e20959
der	w5_d175e20962
Stadt	w7_d175e20965
Wien	w9_d175e20968
geben	w11_d175e20971
denen	w13_d175e20975
Kö	w15_d175e20978
