<doc id="edoc_wd_1776-06-01" attrs="word" year="1776" month="06" day="01" corpus="1">
<head id="hl1">
Lisabon	w39
3	w7040
Zimmer	w7041
<g/>
,
dann	w7043
zu	w7044
ebener	w7045
Erde	w7046
4	w7047
Zimmer	w7048
<g/>
,
nebst	w7050
Kuchel	w7051
<g/>
,
Stal=lung	w7053
<g/>
=
<g/>
,
Keller	w7056
<g/>
,
und	w7058
2	w7059
Wohnungen	w7060
für	w7061
Jnleute	w7062
<g/>
,
samt	w7064
einem	w7065
Zier	w7066
<g/>
=
und	w7068
Obstgarten	w7069
<g/>
,
dann	w7071
17	w7072
Joch	w7073
Aecker	w7074
vom	w7075
besten	w7076
Grund	w7077
<g/>
,
und	w7079
7	w7080
Tag=werk	w7081
<g/>
=
Wiesen	w7083
<g/>
,
täglich	w7085
zu	w7086
verkaufen	w7087
<g/>
.
Die	w7089
Lieb=haber	w7090
<g/>
=
hiezu	w7092
haben	w7093
sich	w7094
auf	w7095
dem	w7096
Hof	w7097
im	w7098
Packi=schen	w7099
<g/>
=
Haus	w7101
im	w7102
ersten	w7103
Stock	w7104
anzumelden	w7105
<g/>
.
</p>
<p id="p87">
Von	w7107
der	w7108
k	w7109
<g/>
.
k	w7111
<g/>
.
ni	w7113
<g/>
.
öst	w7115
<g/>
.
Vicedomamtsadmini=stration	w7117
<g/>
=
wegen	w7119
wird	w7120
hiemit	w7121
zu	w7122
wissen	w7123
gemacht	w7124
<g/>
:
Wasgestalten	w7126
das	w7127
bisher	w7128
von	w7129
Nr	w7130
<g/>
.
Richter	w7132
und	w7133
Gemeinde	w7134
zu	w7135
Erdberg	w7136
alda	w7137
in	w7138
Bestand	w7139
gehabte	w7140
herrschaftliche	w7141
Tatzgeföhl	w7142
den	w7143
Meistbietenden	w7144
vom	w7145
1	w7146
<g/>
.
Juli	w7148
dies	w7149
Jahrs	w7150
auf	w7151
einige	w7152
Jahre	w7153
weiters	w7154
in	w7155
Bestand	w7156
zu	w7157
verlassen	w7158
seye	w7159
<g/>
,
und	w7161
zu	w7162
</p>
<p id="p88">
Vernehmung	w7163
sothaner	w7164
Licitation	w7165
der	w7166
14	w7167
<g/>
.
Juni	w7169
bestimmet	w7170
worden	w7171
<g/>
.
Solchemnach	w7173
haben	w7174
dieje=nige	w7175
<g/>
=
<g/>
,
so	w7178
besagt	w7179
herrschaftl	w7180
<g/>
.
Tätzgeföhl	w7182
in	w7183
Be=stand	w7184
<g/>
=
zu	w7186
nehmen	w7187
gedenken	w7188
<g/>
,
an	w7190
obbestimmten	w7191
Tag	w7192
frühe	w7193
um	w7194
9	w7195
Uhr	w7196
in	w7197
der	w7198
nächst	w7199
der	w7200
Univer=sität	w7201
<g/>
=
in	w7203
dasigem	w7204
k	w7205
<g/>
.
k	w7207
<g/>
.
Kameralhaus	w7209
und	w7210
vorma=ligen	w7211
<g/>
=
Jesuitenkollegio	w7213
im	w7214
3ten	w7215
Stock	w7216
befindlichen	w7217
k	w7218
<g/>
.
k	w7220
<g/>
.
Vicedomamtskanzley	w7222
zu	w7223
erscheinen	w7224
<g/>
,
wo	w7226
als=dann	w7227
<g/>
=
mit	w7229
dem	w7230
Meistbietenden	w7231
das	w7232
behörige	w7233
kon=traktmäßig	w7234
<g/>
=
abgeredet	w7236
und	w7237
geschlossen	w7238
werden	w7239
wird	w7240
<g/>
.
</p>
<p id="p89">
Wir	w7242
Burgermeister	w7243
und	w7244
Rath	w7245
der	w7246
Stadt	w7247
Wien	w7248
<g/>
,
geben	w7250
hiemit	w7251
jedermann	w7252
zu	w7253
vernehmen	w7254
<g/>
:
Es	w7256
seye	w7257
über	w7258
die	w7259
schon	w7260
ehedessen	w7261
angeordnete	w7262
Licitationstagsatzungen	w7263
verwilliget	w7264
worden	w7265
<g/>
,
das	w7267
Lintzbauerisch	w7268
zu	w7269
St	w7270
<g/>
.
Margarethen	w7272
liegende	w7273
Haus	w7274
Nro	w7275
<g/>
.
81	w7277
abermal	w7278
<g/>
(
falls	w7280
kein	w7281
besserer	w7282
Käufer	w7283
vörkäme	w7284
<g/>
)
um	w7286
die	w7287
angebottene	w7288
2100	w7289
fl	w7290
<g/>
.
öffentlich	w7292
auszufeilen	w7293
<g/>
,
und	w7295
an	w7296
den	w7297
Meistbietenden	w7298
zu	w7299
ver=kaufen	w7300
<g/>
=
<g/>
.
Da	w7303
nun	w7304
zu	w7305
diesem	w7306
Ende	w7307
der	w7308
17	w7309
<g/>
.
des	w7311
Monats	w7312
Juni	w7313
dies	w7314
Jahrs	w7315
bestimmet	w7316
ist	w7317
<g/>
.
So	w7319
haben	w7320
diejenige	w7321
<g/>
,
welche	w7323
das	w7324
gedachte	w7325
Haus	w7326
zu	w7327
kaufen	w7328
willens	w7329
sind	w7330
<g/>
,
an	w7332
dem	w7333
bestimmten	w7334
Tage	w7335
<g/>
,
oder	w7337
da	w7338
wir	w7339
anderer	w7340
Verhindernissen	w7341
halber	w7342
die=sen	w7343
<g/>
=
Tag	w7345
nicht	w7346
zu	w7347
Rath	w7348
sässen	w7349
<g/>
,
den	w7351
nächst	w7352
dar=auf	w7353
<g/>
=
folgenden	w7355
Rathstag	w7356
fruh	w7357
um	w7358
3	w7359
Uhr	w7360
vor	w7361
uns	w7362
zu	w7363
erscheinen	w7364
<g/>
,
und	w7366
sich	w7367
bey	w7368
unserm	w7369
und	w7370
ge=meiner	w7371
<g/>
=
Stadt	w7373
Wien	w7374
Grundbuch	w7375
durch	w7376
den	w7377
Amts=schreiber	w7378
<g/>
=
anmelden	w7380
zu	w7381
lassen	w7382
<g/>
,
folglich	w7384
der	w7385
wei=tern	w7386
<g/>
=
Behandlung	w7388
abzuwarten	w7389
<g/>
.
</p>
<p id="p90">
Wir	w7391
Burgermeister	w7392
und	w7393
Rath	w7394
der	w7395
Stadt	w7396
Wien	w7397
<g/>
,
geben	w7399
hiemit	w7400
jedermann	w7401
zu	w7402
vernehmen	w7403
<g/>
:
Es	w7405
seye	w7406
über	w7407
die	w7408
schon	w7409
ehedessen	w7410
angeordnete	w7411
Licitationstagsatzung	w7412
verwilliget	w7413
worden	w7414
<g/>
,
das	w7416
Lossertische	w7417
in	w7418
der	w7419
Stadt	w7420
liegende	w7421
Haus	w7422
sub	w7423
Nro	w7424
<g/>
.
407	w7426
abermal	w7427
öffentlich	w7428
auszufeilen	w7429
und	w7430
an	w7431
den	w7432
Meistbietenden	w7433
zu	w7434
verkaufen	w7435
<g/>
.
Da	w7437
nun	w7438
zu	w7439
diesem	w7440
Ende	w7441
der	w7442
26	w7443
<g/>
.
Juni	w7445
d	w7446
<g/>
.
J	w7448
bestimmet	w7449
ist	w7450
<g/>
.
So	w7452
haben	w7453
diejenige	w7454
<g/>
,
welche	w7456
das	w7457
gedach=ge	w7458
<g/>
=
Haus	w7460
zu	w7461
kaufen	w7462
Willens	w7463
sind	w7464
<g/>
,
an	w7466
dem	w7467
be=stimmten	w7468
<g/>
=
Tage	w7470
<g/>
,
oder	w7472
da	w7473
wir	w7474
anderer	w7475
Verhin=dernissen	w7476
<g/>
=
halber	w7478
diesen	w7479
Tag	w7480
nicht	w7481
zu	w7482
Rath	w7483
sässen	w7484
<g/>
,
den	w7486
nächst	w7487
darauf	w7488
folgenden	w7489
Rathstag	w7490
fruh	w7491
um	w7492
8	w7493
Uhr	w7494
vor	w7495
uns	w7496
zu	w7497
erscheinen	w7498
<g/>
,
und	w7500
sich	w7501
bey	w7502
un=ser	w7503
<g/>
=
und	w7505
gemeiner	w7506
Stadt	w7507
Wien	w7508
Pupillenraitkam=mer	w7509
<g/>
=
durch	w7511
den	w7512
Amtsschreiber	w7513
anmelden	w7514
zu	w7515
las=sen	w7516
<g/>
=
und	w7518
folglich	w7519
der	w7520
weitern	w7521
Behandlung	w7522
ab=zuwarten	w7523
<g/>
=
<g/>
.
</p>
<p id="p91">
Von	w7526
der	w7527
Amtskanzley	w7528
der	w7529
Stift	w7530
heil	w7531
<g/>
.
Kreu=zerischen	w7533
<g/>
=
Herrschaft	w7535
Trumau	w7536
wird	w7537
hiemit	w7538
kund	w7539
gemacht	w7540
<g/>
:
man	w7542
finde	w7543
sich	w7544
veranlasset	w7545
<g/>
,
die	w7547
dem	w7548
Dominikus	w7549
Salzmann	w7550
<g/>
,
hiesig	w7552
herrschaftl	w7553
<g/>
.
Unter=than	w7555
<g/>
=
zu	w7557
Pfafstetten	w7558
<g/>
,
nächst	w7560
Baaden	w7561
<g/>
,
zuständige	w7563
mit	w7564
einem	w7565
obern	w7566
Stock	w7567
<g/>
,
vielen	w7569
Wohnzimmern	w7570
<g/>
,
Kuchel	w7572
<g/>
,
Gewölb	w7574
<g/>
,
Stallungen	w7576
und	w7577
einem	w7578
Kel Keller	w7579
<g/>
=
</p>
<p id="p92">
ler	w7581
auf	w7582
400	w7583
Eimer	w7584
versehen	w7585
<g/>
,
neben	w7587
der	w7588
Land=strasse	w7589
<g/>
=
liegende	w7591
Behausung	w7592
<g/>
,
samt	w7594
hiezu	w7595
gehöri=gen	w7596
<g/>
=
1	w7598
Joch	w7599
Acker	w7600
im	w7601
Steinfeld	w7602
oder	w7603
Einöd	w7604
<g/>
,
1	w7606
Achtel	w7607
Krautgarten	w7608
<g/>
,
4	w7610
Tagwerk	w7611
Wiesen	w7612
im	w7613
Lüssen	w7614
<g/>
,
1	w7616
<g/>
/
2	w7618
Tagwerk	w7619
im	w7620
Gfängeln	w7621
<g/>
,
1	w7623
Viertel	w7624
Joch	w7625
Obstgarten	w7626
<g/>
,
14	w7628
Pfund	w7629
Weingarten	w7630
in	w7631
Aeckern	w7632
<g/>
,
10	w7634
Pfund	w7635
derley	w7636
alda	w7637
<g/>
,
dem	w7639
Meist=bietenden	w7640
<g/>
=
zu	w7642
verkaufen	w7643
<g/>
;
Haben	w7645
sich	w7646
also	w7647
dieje=nige	w7648
<g/>
=
<g/>
,
welche	w7651
besagte	w7652
Behausung	w7653
samt	w7654
zugehö=tigen	w7655
<g/>
=
Hausgründen	w7657
zu	w7658
kaufen	w7659
gedenken	w7660
<g/>
,
den	w7662
8	w7663
<g/>
.
Juli	w7665
d	w7666
<g/>
.
J	w7668
<g/>
.
fruh	w7670
8	w7671
Uhr	w7672
in	w7673
gedachter	w7674
Behausung	w7675
Nr	w7676
<g/>
.
90	w7678
zu	w7679
Pfaffstetten	w7680
ad	w7681
licitandum	w7682
<g/>
&
con-cludendum	w7684
<g/>
-
einzufinden	w7686
<g/>
.
</p>
<p id="p93">
Von	w7688
der	w7689
Amtskanzley	w7690
der	w7691
Stift	w7692
heil	w7693
<g/>
.
Kreu=zerischen	w7695
<g/>
=
Herrschaft	w7697
Trumau	w7698
wegen	w7699
<g/>
,
wird	w7701
hie=mit	w7702
<g/>
=
zu	w7704
wissen	w7705
gemacht	w7706
<g/>
:
wasgestalten	w7708
man	w7709
von	w7710
Seiten	w7711
hiesiger	w7712
Herrschaft	w7713
des	w7714
Dominikus	w7715
Salz=mann	w7716
<g/>
=
<g/>
,
diesseitig	w7719
behausten	w7720
Unterthan	w7721
zu	w7722
Pfaf=stetten	w7723
<g/>
=
<g/>
,
Æs	w7726
alienum	w7727
ausfindig	w7728
zu	w7729
machen	w7730
<g/>
,
we=gen	w7732
<g/>
=
überhäuften	w7734
Schulden	w7735
für	w7736
nöthig	w7737
befunden	w7738
<g/>
,
sofort	w7740
sub	w7741
hodierno	w7742
gedachten	w7743
Dominikus	w7744
Salz=manns	w7745
<g/>
=
Gläubiger	w7747
mit	w7748
ihren	w7749
in	w7750
Handen	w7751
haben=den	w7752
<g/>
=
Schuldbriefen	w7754
<g/>
,
wie	w7756
auch	w7757
all	w7758
übrige	w7759
Pri=vatpartheyen	w7760
<g/>
=
einzuberuffen	w7762
<g/>
,
und	w7764
zu	w7765
dem	w7766
Ende	w7767
eine	w7768
Convocationstagsatzung	w7769
auf	w7770
den	w7771
10	w7772
<g/>
.
Juli	w7774
d	w7775
<g/>
.
J	w7777
<g/>
.
anzuordnen	w7779
<g/>
.
Haben	w7781
sich	w7782
daher	w7783
all	w7784
jene	w7785
<g/>
,
welche	w7787
Foderungen	w7788
und	w7789
Sprüche	w7790
an	w7791
gedachten	w7792
Salzmann	w7793
ex	w7794
quocunque	w7795
demum	w7796
titulo	w7797
zu	w7798
machen	w7799
haben	w7800
<g/>
,
obbestimmten	w7802
Tag	w7803
fruh	w7804
um	w7805
8	w7806
Uhr	w7807
bey	w7808
hiesiger	w7809
Amtskanzley	w7810
alsogewiß	w7811
zu	w7812
er=scheinen	w7813
<g/>
=
<g/>
,
und	w7816
ihre	w7817
Foderungen	w7818
rechtmäßig	w7819
zu	w7820
erweisen	w7821
<g/>
,
als	w7823
im	w7824
widrigen	w7825
niemand	w7826
mehr	w7827
ge=höret	w7828
<g/>
=
<g/>
,
sondern	w7831
mit	w7832
dem	w7833
ewigen	w7834
Stillschweigen	w7835
abgewiesen	w7836
werden	w7837
wurde	w7838
<g/>
.
</p>
<p id="p94">
Wir	w7840
Burgermeister	w7841
und	w7842
Rath	w7843
der	w7844
Stadt	w7845
Wien	w7846
geben	w7847
hiemit	w7848
all	w7849
jenen	w7850
<g/>
,
welchen	w7852
daran	w7853
gelegen	w7854
<g/>
,
zu	w7856
vernehmen	w7857
<g/>
:
Es	w7859
habe	w7860
uns	w7861
der	w7862
weil	w7863
<g/>
.
Elisabeth	w7865
Schifmannin	w7866
<g/>
,
gewesenen	w7868
burgl	w7869
<g/>
.
Tisch=lermeisterin	w7871
<g/>
=
und	w7873
geschwornen	w7874
Hebamme	w7875
sel	w7876
<g/>
.
ge=richtlich	w7878
<g/>
=
verordnete	w7880
Herr	w7881
Curat	w7882
<g/>
.
ad	w7884
actum	w7885
ange=zeiget	w7886
<g/>
=
<g/>
,
daß	w7889
für	w7890
nothig	w7891
befunden	w7892
worden	w7893
wäre	w7894
<g/>
,
daß	w7896
zu	w7897
Ausfindigmachung	w7898
des	w7899
Æs	w7900
alieni	w7901
ein	w7902
Convocationsedikt	w7903
ausgefertiget	w7904
werde	w7905
<g/>
,
worum	w7907
dann	w7908
derselbe	w7909
bey	w7910
uns	w7911
angelanget	w7912
hat	w7913
<g/>
.
Da	w7915
wir	w7916
nun	w7917
in	w7918
dieses	w7919
Gesuch	w7920
gewilliget	w7921
<g/>
,
und	w7923
sohin	w7924
ent=schlossen	w7925
<g/>
=
sind	w7927
<g/>
,
all	w7929
jene	w7930
<g/>
,
so	w7932
an	w7933
gedachte	w7934
Schif=mannische	w7935
<g/>
=
Verlassenschaft	w7937
einige	w7938
Ansprüche	w7939
und	w7940
Forderungen	w7941
zu	w7942
haben	w7943
glauben	w7944
<g/>
,
an	w7946
dem	w7947
ei=gends	w7948
<g/>
=
<g/>
,
und	w7951
zwar	w7952
für	w7953
das	w7954
erst	w7955
und	w7956
letztemal	w7957
hie=zu	w7958
<g/>
=
bestimmten	w7960
Tag	w7961
<g/>
,
nämlich	w7963
den	w7964
5	w7965
<g/>
.
Jul	w7967
dies	w7968
Jahr	w7969
<g/>
,
oder	w7971
da	w7972
wir	w7973
anderer	w7974
Verhindernissen	w7975
hal=ber	w7976
<g/>
=
nicht	w7978
zu	w7979
Rath	w7980
sässen	w7981
<g/>
,
den	w7983
nächst	w7984
darauf	w7985
folgenden	w7986
Rathstag	w7987
fruh	w7988
um	w7989
3	w7990
Uhr	w7991
zu	w7992
hören	w7993
und	w7994
zu	w7995
vernehmen	w7996
<g/>
.
So	w7998
haben	w7999
all	w8000
jene	w8001
<g/>
,
wel=che	w8003
<g/>
=
an	w8005
der	w8006
Elisabeth	w8007
Schifmannin	w8008
sel	w8009
<g/>
.
Verlassen=schaft	w8011
<g/>
=
eine	w8013
rechtmäßige	w8014
Forderung	w8015
zu	w8016
haben	w8017
</p>
<p id="p95">
glauben	w8018
<g/>
,
an	w8020
den	w8021
bestimmten	w8022
Tag	w8023
<g/>
,
entweder	w8025
selbst	w8026
persönlich	w8027
<g/>
,
oder	w8029
durch	w8030
einen	w8031
hinlänglich	w8032
versehenen	w8033
Gewalttrager	w8034
sogewiß	w8035
vor	w8036
uns	w8037
zu	w8038
er=scheinen	w8039
<g/>
=
<g/>
,
sich	w8042
behörig	w8043
zu	w8044
legitimiren	w8045
<g/>
,
und	w8047
ihre	w8048
Ansprüche	w8049
und	w8050
Forderungen	w8051
darzuthun	w8052
<g/>
,
als	w8054
im	w8055
widrigen	w8056
Falle	w8057
auf	w8058
die	w8059
ausbleibende	w8060
<g/>
,
oder	w8062
nicht	w8063
behörig	w8064
Legitimirende	w8065
Gläubiger	w8066
und	w8067
Präten=denten	w8068
<g/>
=
keine	w8070
Rucksicht	w8071
genommen	w8072
<g/>
,
mit	w8074
der	w8075
Ab=handlung	w8076
<g/>
=
<g/>
,
und	w8079
Vertheilung	w8080
des	w8081
Verlassen=schaftsguts	w8082
<g/>
=
von	w8084
Amts	w8085
wegen	w8086
vorgegangen	w8087
<g/>
,
all	w8089
übrigen	w8090
Prätendenten	w8091
aber	w8092
das	w8093
ewige	w8094
Still=schweigen	w8095
<g/>
=
auferleget	w8097
seyn	w8098
solle	w8099
<g/>
.
</p>
<p id="p96">
Von	w8101
des	w8102
k	w8103
<g/>
.
k	w8105
<g/>
.
Judici	w8107
deleg	w8108
<g/>
.
Milit	w8110
<g/>
.
mixti	w8112
im	w8113
Erzherzogthum	w8114
Oesterreich	w8115
unter	w8116
und	w8117
ob	w8118
der	w8119
Ens	w8120
wegen	w8121
<g/>
,
wird	w8123
hiemit	w8124
dem	w8125
An	w8126
<g/>
.
1766	w8128
gewe=sten	w8129
<g/>
=
Fortisikations	w8131
<g/>
=
Entreprisekompagnon	w8133
<g/>
,
Ale=xander	w8135
<g/>
=
Riedermayr	w8137
<g/>
,
kund	w8139
gemacht	w8140
<g/>
:
Es	w8142
habe	w8143
des	w8144
k	w8145
<g/>
.
k	w8147
<g/>
.
Fabrischen	w8149
Jnfanterieregiments	w8150
Haupt=mann	w8151
<g/>
=
<g/>
,
Herr	w8154
Christoph	w8155
Wieser	w8156
<g/>
,
angezeigt	w8158
<g/>
,
wel=chergestalten	w8160
<g/>
=
er	w8162
von	w8163
dem	w8164
Fortifikations	w8165
<g/>
=
Entre=prisekompagnie	w8167
<g/>
=
<g/>
=
Curator	w8170
<g/>
,
Augustin	w8172
Böck	w8173
<g/>
,
J	w8175
<g/>
.
U	w8177
<g/>
.
D	w8179
<g/>
.
.auch	w8181
hofkriegsräthl	w8182
<g/>
.
Advokaten	w8184
<g/>
,
wegen	w8186
in	w8187
die	w8188
1776	w8189
Entrepriserechnung	w8190
schuldigen	w8191
222	w8192
fl	w8193
<g/>
.
45	w8195
kr	w8196
<g/>
.
gerichtlich	w8198
belanget	w8199
worden	w8200
<g/>
,
er	w8202
hinge=gen	w8203
<g/>
=
von	w8205
einigen	w8206
Compagnons	w8207
die	w8208
Erklärung	w8209
<g/>
,
daß	w8211
sie	w8212
ihm	w8213
den	w8214
Betrag	w8215
nachgesehen	w8216
<g/>
,
erhalten	w8218
hatte	w8219
<g/>
;
weswegen	w8221
dann	w8222
respectu	w8223
der	w8224
noch	w8225
übri=gen	w8226
<g/>
=
Compagnons	w8228
zwar	w8229
die	w8230
Tagsatzung	w8231
auf	w8232
den	w8233
23	w8234
<g/>
.
dies	w8236
in	w8237
Betref	w8238
des	w8239
Alexander	w8240
Ulrich	w8241
Nie=dermayrs	w8242
<g/>
=
aber	w8244
<g/>
,
zumal	w8246
dessen	w8247
Aufenthalt	w8248
un=wissend	w8249
<g/>
=
auf	w8251
den	w8252
8	w8253
<g/>
.
Juli	w8255
d	w8256
<g/>
.
J	w8258
<g/>
.
früh	w8260
um	w8261
9	w8262
Uhr	w8263
der	w8264
diesem	w8265
k	w8266
<g/>
.
k	w8268
<g/>
.
Jud	w8270
<g/>
.
del	w8272
<g/>
.
Milit	w8274
<g/>
.
mixti	w8276
zu	w8277
er=scheinen	w8278
<g/>
=
<g/>
,
mit	w8281
dem	w8282
Anhang	w8283
erstrecket	w8284
worden	w8285
<g/>
,
daß	w8287
die	w8288
noch	w8289
nicht	w8290
erklärte	w8291
Jntereßirte	w8292
Compag=nons	w8293
<g/>
=
hiebey	w8295
alsogewiß	w8296
erscheinen	w8297
sollen	w8298
<g/>
,
wie	w8300
im	w8301
widrigen	w8302
dieselbe	w8303
pro	w8304
consentientibus	w8305
gehal=ten	w8306
<g/>
=
werden	w8308
wurden	w8309
<g/>
:
und	w8311
daher	w8312
um	w8313
Ausferti=gung	w8314
<g/>
=
des	w8316
gewöhnlichen	w8317
Valvaledikts	w8318
<g/>
,
in	w8320
wel=ches	w8321
<g/>
=
man	w8323
auch	w8324
gewilliget	w8325
<g/>
,
gebeten	w8327
<g/>
.
Solchem=nach	w8329
<g/>
=
wird	w8331
obbesagten	w8332
Alexander	w8333
Ulrich	w8334
Nieder=mayr	w8335
<g/>
=
solches	w8337
zu	w8338
dem	w8339
Ende	w8340
<g/>
,
daß	w8342
derselbe	w8343
ob=besagten	w8344
<g/>
=
Tag	w8346
und	w8347
Stund	w8348
vor	w8349
diesem	w8350
k	w8351
<g/>
.
k	w8353
<g/>
.
Jud	w8355
<g/>
.
del	w8357
<g/>
.
Mil	w8359
<g/>
.
mixti	w8361
alsogewiß	w8362
zu	w8363
erscheinen	w8364
<g/>
,
und	w8366
seine	w8367
schriftliche	w8368
Erklärung	w8369
einzulegen	w8370
wissen	w8371
möge	w8372
<g/>
,
wie	w8374
im	w8375
widrigen	w8376
er	w8377
pro	w8378
consentiente	w8379
gehalten	w8380
werden	w8381
wurde	w8382
<g/>
,
hiemit	w8384
per	w8385
edictum	w8386
ad	w8387
valvas	w8388
intimiret	w8389
<g/>
.
</p>
<p id="p97">
Von	w8391
des	w8392
k	w8393
<g/>
.
k	w8395
<g/>
.
Jud	w8397
<g/>
.
Del	w8399
<g/>
.
Mil	w8401
<g/>
.
Mixt	w8403
<g/>
.
im	w8405
Erz=herzogthum	w8406
<g/>
=
Oesterreich	w8408
unter	w8409
und	w8410
ob	w8411
der	w8412
Enns	w8413
wegen	w8414
<g/>
,
wird	w8416
durch	w8417
dieses	w8418
Edikt	w8419
dem	w8420
1766	w8421
ge=westen	w8422
<g/>
=
Fortifikationsentreprisekompagnon	w8424
<g/>
,
Ale=xander	w8426
<g/>
=
Ulrich	w8428
Riedermayr	w8429
zu	w8430
wissen	w8431
gemacht	w8432
<g/>
:
Es	w8434
habe	w8435
der	w8436
Johann	w8437
Georg	w8438
Wieser	w8439
hierorts	w8440
angezeigt	w8441
<g/>
,
welchergestalten	w8443
er	w8444
<g/>
,
nachdem	w8446
sein	w8447
Sohn	w8448
<g/>
,
Kaspar	w8450
Wieser	w8451
<g/>
,
als	w8453
1766	w8454
gewesener	w8455
Fortificationsentreprisekompagnon	w8456
von	w8457
dem	w8458
For Fortifikationsentreprisekompagniekurator	w8459
<g/>
=
</p>
<p id="p98">
tifikationsentreprisekompagniekurator	w8461
<g/>
,
Augustin	w8463
Böck	w8464
<g/>
,
der	w8466
Rechten	w8467
Dr	w8468
<g/>
.
auch	w8470
Hof	w8471
<g/>
=
kriegsräthl	w8473
<g/>
.
Advokaten	w8475
wegen	w8476
schuldigen	w8477
1541	w8478
fl	w8479
<g/>
.
31	w8481
1	w8482
<g/>
/
2	w8484
kr	w8485
<g/>
.
gerichtl	w8487
<g/>
.
belanget	w8489
worden	w8490
<g/>
,
sich	w8492
anerboten	w8493
<g/>
,
daß	w8495
<g/>
,
weil	w8497
er	w8498
aus	w8499
der	w8500
1766	w8501
er	w8502
Arrader	w8503
Fortifikations=entreprisekompagniemassa	w8504
<g/>
=
1588	w8506
fl	w8507
<g/>
.
53	w8509
1	w8510
<g/>
/
2	w8512
kr	w8513
<g/>
.
zu	w8515
fodern	w8516
habe	w8517
<g/>
,
er	w8519
von	w8520
sothanem	w8521
Quanto	w8522
die	w8523
von	w8524
ersagt	w8525
seinem	w8526
Sohn	w8527
in	w8528
eben	w8529
diese	w8530
Massa	w8531
schul=dige	w8532
<g/>
=
1541	w8534
fl	w8535
<g/>
.
31	w8537
1	w8538
<g/>
/
2	w8540
kr	w8541
<g/>
.
abschreiben	w8543
lassen	w8544
woll=te	w8545
<g/>
=
<g/>
,
nun	w8548
hätten	w8549
sich	w8550
zwar	w8551
über	w8552
die	w8553
fürgeweste	w8554
Tagsatzungen	w8555
von	w8556
denen	w8557
diesfälligen	w8558
Compag=nions	w8559
<g/>
=
einige	w8561
erkläret	w8562
<g/>
,
daß	w8564
sie	w8565
die	w8566
von	w8567
ihm	w8568
Jo=hann	w8569
<g/>
=
Georg	w8571
Wiser	w8572
angetragenen	w8573
Abschreibung	w8574
allerdings	w8575
beangnehmigen	w8576
<g/>
,
und	w8578
sey	w8579
daher	w8580
re-spectu	w8581
<g/>
-
der	w8583
dissertirenden	w8584
die	w8585
Tagsatzung	w8586
auf	w8587
den	w8588
3	w8589
<g/>
.
Juny	w8591
in	w8592
Betref	w8593
des	w8594
Alexander	w8595
Ulrich	w8596
Nie=dermayrs	w8597
<g/>
=
aber	w8599
<g/>
,
zumal	w8601
dessen	w8602
Aufenthalt	w8603
un=wissend	w8604
<g/>
=
<g/>
,
auf	w8607
den	w8608
8	w8609
<g/>
.
July	w8611
d	w8612
<g/>
.
J	w8614
<g/>
.
früh	w8616
9	w8617
Uhr	w8618
von	w8619
diesem	w8620
k	w8621
<g/>
.
k	w8623
<g/>
.
Jud	w8625
<g/>
.
del	w8627
<g/>
.
M	w8629
<g/>
.
M	w8631
<g/>
.
zu	w8633
erscheinen	w8634
<g/>
,
mit	w8636
dem	w8637
Anhang	w8638
erstrecket	w8639
worden	w8640
<g/>
,
daß	w8642
die	w8643
noch	w8644
nicht	w8645
erklärt	w8646
intereßirte	w8647
Kompagnons	w8648
alsogewiß	w8649
erscheinen	w8650
sollen	w8651
<g/>
,
wie	w8653
im	w8654
widrigen	w8655
dieselbe	w8656
pro	w8657
Consentientibus	w8658
gehalten	w8659
werden	w8660
würden	w8661
<g/>
,
und	w8663
daher	w8664
um	w8665
Ausfertigung	w8666
des	w8667
gewöhnlichen	w8668
Val=valedikts	w8669
<g/>
=
<g/>
,
worein	w8672
man	w8673
auch	w8674
gewilliget	w8675
<g/>
,
gebe=ten	w8677
<g/>
=
<g/>
.
Solchemnach	w8680
wird	w8681
ihm	w8682
Alexander	w8683
Ulrich	w8684
Niedermtayr	w8685
ein	w8686
solches	w8687
zu	w8688
dem	w8689
Ende	w8690
<g/>
,
auf	w8692
daß	w8693
selber	w8694
an	w8695
obbestimmten	w8696
Tag	w8697
und	w8698
Stund	w8699
vor	w8700
die=sem	w8701
<g/>
=
k	w8703
<g/>
.
k	w8705
<g/>
.
Jud	w8707
<g/>
.
Del	w8709
<g/>
.
Mil	w8711
<g/>
.
Mixt	w8713
<g/>
.
alsogewiß	w8715
zu	w8716
erscheinen	w8717
<g/>
,
und	w8719
seine	w8720
schrift	w8721
<g/>
.
Erklärung	w8723
einzu=legen	w8724
<g/>
=
wissen	w8726
möge	w8727
<g/>
,
wie	w8729
im	w8730
widrigen	w8731
er	w8732
pro	w8733
con-sentientibus	w8734
<g/>
-
gehalten	w8736
werden	w8737
würde	w8738
<g/>
,
hiemit	w8740
per	w8741
edicta	w8742
ad	w8743
valvas	w8744
intimiret	w8745
<g/>
.
</p>
<p id="p99">
Von	w8747
der	w8748
röm	w8749
<g/>
.
k	w8751
<g/>
.
k	w8753
<g/>
.
ni	w8755
<g/>
.
öst	w8757
<g/>
.
Landrecht	w8759
wegen	w8760
<g/>
,
wird	w8762
allen	w8763
und	w8764
jeden	w8765
<g/>
,
welche	w8767
an	w8768
weil	w8769
<g/>
.
Susan=na	w8771
<g/>
=
de	w8773
l'Eau	w8774
seel	w8775
<g/>
.
