<doc id="wr_1763-08-10" attrs="word" year="1763" month="08" day="10" corpus="2">
<head id="h2_d782e3112">
Elvas,	w1_d782e3116
mann,	w1_d782e17493
d.	w3_d782e17496
i.	w5_d782e17499
Sonn	w7_d782e17502
und	w9_d782e17505
Feyertägliche	w11_d782e17508
Predig	w13_d782e17512
ten,	w1_d782e17517
oder	w3_d782e17520
vielmehr	w5_d782e17523
lehr	w7_d782e17526
und	w9_d782e17529
trostreiche	w11_d782e17532
Erklä	w13_d782e17536
rungen	w1_d782e17542
aller	w3_d782e17545
Sonn	w5_d782e17548
und	w7_d782e17551
Feyertägl.	w9_d782e17554
Evangelien,	w11_d782e17557
4ter	w1_d782e17562
Jahrgang,	w3_d782e17565
8vo	w5_d782e17568
Augsp.	w7_d782e17571
1763.	w9_d782e17574
2.	w11_d782e17577
fl.	w13_d782e17581
15.	w15_d782e17584
kr.	w17_d782e17587
Alle	w1_d782e17592
4.	w3_d782e17595
Jahrgänge	w5_d782e17598
8.	w7_d782e17601
fl.	w9_d782e17604
Remigii	w1_d782e17609
Maschat	w3_d782e17612
à	w5_d782e17615
S.	w7_d782e17618
Erasmo	w9_d782e17621
&	w11_d782e17624
Joan.	w13_d782e17628
Wal-	w15_d782e17631
brecht	w1_d782e17637
à	w3_d782e17640
S.	w5_d782e17643
Antonio	w7_d782e17646
è	w9_d782e17649
Scholis	w11_d782e17652
piis,	w13_d782e17656
Resolutione:	w15_d782e17659
Quæstionum	w1_d782e17664
amplius	w3_d782e17667
DC.	w5_d782e17670
in	w7_d782e17673
utroque	w9_d782e17676
jure	w11_d782e17679
con-	w13_d782e17683
troversarum,	w1_d782e17688
alias	w3_d782e17691
sparsim	w5_d782e17694
editæ,	w7_d782e17697
nunc	w9_d782e17700
simul	w11_d782e17703
collectæ	w1_d782e17708
&	w3_d782e17711
in	w5_d782e17714
ordinem	w7_d782e17717
redactæ	w9_d782e17720
per	w11_d782e17723
P.	w13_d782e17727
Donatum	w15_d782e17730
à	w1_d782e17736
Transfig.	w3_d782e17739
Domini	w5_d782e17742
ex	w7_d782e17745
iisdem	w9_d782e17748
Scholis	w11_d782e17751
piis.	w13_d782e17755
III.	w15_d782e17758
Partes,	w1_d782e17763
4to	w3_d782e17766
Aug.	w5_d782e17769
Vind.	w7_d782e17772
1762.	w9_d782e17775
3.	w11_d782e17778
fl.	w13_d782e17782
45.	w15_d782e17785
kr.	w17_d782e17788
Freywel,	w1_d782e17793
die	w3_d782e17796
beglückte	w5_d782e17799
Tugend,	w7_d782e17802
eine	w9_d782e17805
Geschich	w11_d782e17808
te,	w1_d782e17813
8vo	w3_d782e17816
1763.	w5_d782e17819
36.	w7_d782e17822
kr.	w9_d782e17825
Die	w1_d782e17831
traurigen	w3_d782e17834
Würkungen	w5_d782e17837
der	w7_d782e17840
Liebe,	w9_d782e17843
und	w11_d782e17846
die	w13_d782e17850
Ausschweifungen	w1_d782e17855
dieser	w3_d782e17858
Leidenschaft,	w5_d782e17861
aus	w7_d782e17864
dem	w9_d782e17867
Französischen	w1_d782e17872
übersetzt,	w3_d782e17875
2.	w5_d782e17878
Theile	w7_d782e17881
8vo	w9_d782e17884
Danzig,	w11_d782e17887
1763.	w1_d782e17892
45.	w3_d782e17895
kr.	w5_d782e17898
P.	w1_d782e17904
Donati	w3_d782e17907
à	w5_d782e17910
Transfig.	w7_d782e17913
Domiai	w9_d782e17916
è	w11_d782e17919
Scholis	w13_d782e17923
piis	w15_d782e17926
kurzer	w1_d782e17931
Begrif	w3_d782e17934
der	w5_d782e17937
deutschen	w7_d782e17940
und	w9_d782e17943
zugleich	w11_d782e17946
der	w13_d782e17950
all	w15_d782e17953
gemeinen	w1_d782e17958
Sprachlehre,	w3_d782e17961
sammt	w5_d782e17964
einem	w7_d782e17967
Anhange	w9_d782e17970
von	w1_d782e17975
der	w3_d782e17978
deutschen	w5_d782e17981
Orthographie,	w7_d782e17984
und	w9_d782e17987
von	w11_d782e17990
den	w13_d782e17994
Grundlehren	w1_d782e18000
der	w3_d782e18003
Rechenkunst,	w5_d782e18006
8vo	w7_d782e18009
Augspurg,	w9_d782e18012
1763.	w1_d782e18017
21.	w3_d782e18020
kr.	w5_d782e18023
Es	w1_d782e18028
ist	w3_d782e18031
auch	w5_d782e18034
ein	w7_d782e18037
neuer	w9_d782e18040
Catalogus	w11_d782e18043
librorum	w13_d782e18047
ju-	w15_d782e18050
ridico-historico=philosophico	w1_d782e18055
&	w3_d782e18058
miscellaneorum	w5_d782e18061
mit	w1_d782e18067
beygefügten	w3_d782e18070
Preisen	w5_d782e18073
zu	w7_d782e18076
haben	w9_d782e18079
pr.	w11_d782e18082
12.	w13_d782e18086
kr.	w15_d782e18089
</list>
<list id="l54_d782e18093">
Bey	w1_d782e18097
Curich	w3_d782e18100
däle	w5_d782e18103
Tader	w7_d782e18106
inder	w9_d782e18109
Comer	w11_d782e18112
tose	w13_d782e18116
</list>
<list id="l56_d782e18120">
Bey	w1_d782e18124
Curich	w3_d782e18127
däle	w5_d782e18130
Tader	w7_d782e18133
inder	w9_d782e18136
Comer	w11_d782e18139
tose	w13_d782e18143
neben	w1_d782e18148
dem	w3_d782e18151
Todten=kopf	w5_d782e18154
ist	w7_d782e18157
zu	w9_d782e18160
haben:	w11_d782e18163
Recueil	w1_d782e18168
de	w3_d782e18171
Planches,	w5_d782e18174
sur	w7_d782e18177
les	w9_d782e18180
Sciences,	w11_d782e18183
les	w13_d782e18187
Arte	w15_d782e18190
Liberaux,	w1_d782e18196
&	w3_d782e18199
les	w5_d782e18202
Arts	w7_d782e18205
Mechaniques,	w9_d782e18208
avec	w11_d782e18211
leur	w13_d782e18215
Explication,	w1_d782e18220
3.	w3_d782e18223
Tomes	w5_d782e18226
fol.	w7_d782e18229
Paris	w9_d782e18232
1763.	w11_d782e18235
65.	w13_d782e18239
fl.	w15_d782e18242
Histoire	w1_d782e18247
de	w3_d782e18250
France	w5_d782e18253
depuis	w7_d782e18256
l'Etablissement	w9_d782e18259
de	w11_d782e18262
la	w1_d782e18267
Mon	w3_d782e18270
archie	w5_d782e18273
jusqu'au	w7_d782e18276
Regne	w9_d782e18279
de	w11_d782e18282
Louis	w13_d782e18286
XIV.	w15_d782e18289
pa-	w17_d782e18292
M.	w1_d782e18298
Villaret.	w3_d782e18301
Tome	w5_d782e18304
XI.	w7_d782e18307
&	w9_d782e18310
XIIe.	w11_d782e18313
in	w13_d782e18317
12mo	w15_d782e18320
Paris	w17_d782e18323
1763.	w1_d782e18328
3.	w3_d782e18331
fl.	w5_d782e18334
15.	w7_d782e18337
kr.	w9_d782e18340
Joh.	w1_d782e18345
Gottl.	w3_d782e18348
Beckmanns	w5_d782e18351
Beyträge	w7_d782e18354
zur	w9_d782e18357
Verbes	w11_d782e18360
serung	w1_d782e18365
der	w3_d782e18368
Forst=wissenschaft,	w5_d782e18371
als	w7_d782e18374
einen	w9_d782e18377
3ten	w11_d782e18380
Theil	w13_d782e18384
der	w1_d782e18390
Holzsaat,	w3_d782e18393
4to	w5_d782e18396
1.	w7_d782e18399
fl.	w9_d782e18402
30.	w11_d782e18405
kr.	w13_d782e18409
Joh.	w1_d782e18414
Christ.	w3_d782e18417
Adelungs	w5_d782e18420
pragmatische	w7_d782e18423
Staats	w9_d782e18426
geschichte	w1_d782e18431
Europens	w3_d782e18434
von	w5_d782e18437
dem	w7_d782e18440
Ableben	w9_d782e18443
Kaiser	w11_d782e18446
Carls	w1_d782e18451
VI.	w3_d782e18454
an	w5_d782e18457
bis	w7_d782e18460
auf	w9_d782e18463
die	w11_d782e18466
gegenwärtigen	w13_d782e18470
Zeiten,	w15_d782e18473
2.	w1_d782e18479
Bände,	w3_d782e18482
4to	w5_d782e18485
1763	w7_d782e18488
7.	w9_d782e18491
fl.	w11_d782e18494
Neuere	w1_d782e18499
Geschichte	w3_d782e18502
der	w5_d782e18505
Chineser,	w7_d782e18508
Japaner,	w9_d782e18511
Jn	w11_d782e18514
dianer,	w1_d782e18519
Persianer,	w3_d782e18522
Türken,	w5_d782e18525
und	w7_d782e18528
Russen,	w9_d782e18531
rc.	w11_d782e18534
7der	w13_d782e18538
Theil,	w1_d782e18543
1763.	w3_d782e18546
45.	w5_d782e18549
kr.	w7_d782e18552
alle	w9_d782e18555
7.	w11_d782e18558
Theile	w13_d782e18562
5.	w15_d782e18565
fl.	w17_d782e18568
30.	w19_d782e18571
kr.	w21_d782e18574
Memoires	w1_d782e18580
de	w3_d782e18583
Maximilien	w5_d782e18586
de	w7_d782e18589
Bethude	w9_d782e18592
Duc	w11_d782e18595
de	w13_d782e18599
Sully,	w1_d782e18604
Principal-Ministre	w3_d782e18607
de	w5_d782e18610
Henry	w7_d782e18613
le	w9_d782e18616
Grand,	w11_d782e18619
mis	w1_d782e18624
en	w3_d782e18627
ordre:	w5_d782e18630
avec	w7_d782e18633
des	w9_d782e18636
Remarques,	w11_d782e18639
VIII.	w13_d782e18643
Tom.	w15_d782e18646
grand	w1_d782e18651
12mo,	w3_d782e18654
9.	w5_d782e18657
fl.	w7_d782e18660
30.	w9_d782e18663
kr.	w11_d782e18666
Considerations	w1_d782e18672
sur	w3_d782e18675
les	w5_d782e18678
Corps	w7_d782e18681
Organises,	w9_d782e18684
par	w11_d782e18687
C.	w13_d782e18691
Bonner,	w1_d782e18696
2.	w3_d782e18699
Tomes,	w5_d782e18702
8vo	w7_d782e18705
3.	w9_d782e18708
fl.	w11_d782e18711
Dictionnaire	w1_d782e18716
de	w3_d782e18719
Phyfique,	w5_d782e18722
par	w7_d782e18725
le	w9_d782e18728
P.	w11_d782e18731
Aimé	w13_d782e18735
Henri	w15_d782e18738
Paulian	w1_d782e18743
de	w3_d782e18746
la	w5_d782e18749
Comp.	w7_d782e18752
de	w9_d782e18755
Jesus,	w11_d782e18758
3.	w13_d782e18762
Tomes	w15_d782e18765
grand	w17_d782e18768
4to	w1_d782e18774
18.	w3_d782e18777
fl.	w5_d782e18780
Des	w1_d782e18785
Kaiserl.	w3_d782e18788
Reichs=kammer=gerichts	w5_d782e18791
zu	w7_d782e18794
Wetz	w9_d782e18797
lar	w1_d782e18802
Staats=handbuch	w3_d782e18805
auf	w5_d782e18808
das	w7_d782e18811
Jahr	w9_d782e18814
1763.	w11_d782e18817
ge	w13_d782e18821
bunden	w1_d782e18826
24.	w3_d782e18829
kr.	w5_d782e18832
</list>
<p id="p58_d782e18836">
Von	w1_d782e18840
des	w3_d782e18843
Löbl.	w5_d782e18846
Stift	w7_d782e18849
und	w9_d782e18852
Würdigen	w11_d782e18855
U.	w13_d782e18859
L.	w15_d782e18862
Frauen	w17_d782e18865
GOttes=haus	w1_d782e18870
zu	w3_d782e18873
den	w5_d782e18876
Schotten	w7_d782e18879
in	w9_d782e18882
Wien	w11_d782e18885
bestellten	w13_d782e18889
Grund=gericht	w1_d782e18894
wegen,	w3_d782e18897
wird	w5_d782e18900
hiemit	w7_d782e18903
jedermännig	w9_d782e18906
lich	w1_d782e18912
zu	w3_d782e18915
vernehmen	w5_d782e18918
gegeben:	w7_d782e18921
Es	w9_d782e18924
seye	w11_d782e18927
auf	w13_d782e18931
weiteres	w15_d782e18934
Anlangen	w1_d782e18939
des	w3_d782e18942
von	w5_d782e18945
Dietmanstorfischen	w7_d782e18948
Hrn.	w9_d782e18951
Man-	w11_d782e18954
datarii,	w1_d782e18959
wegen	w3_d782e18962
eines	w5_d782e18965
auf2625.	w7_d782e18968
fl.	w9_d782e18971
de	w11_d782e18974
bono	w13_d782e18978
&	w15_d782e18981
equo	w17_d782e18984
ex	w19_d782e18987
officio	w1_d782e18992
reducirt	w3_d782e18995
von	w5_d782e18998
Würz	w7_d782e19001
oder	w9_d782e19004
de	w11_d782e19007
Fabrischen	w13_d782e19011
Hau	w15_d782e19014
ses,	w1_d782e19020
über	w3_d782e19023
die	w5_d782e19026
auf	w7_d782e19029
den	w9_d782e19032
25.	w11_d782e19035
Junii	w13_d782e19039
a.	w15_d782e19042
c.	w17_d782e19045
bestimmt	w19_d782e19048
ge	w21_d782e19051
west,	w1_d782e19056
in	w3_d782e19059
Ermanglung	w5_d782e19062
einiger	w7_d782e19065
Kaufer	w9_d782e19068
aber	w11_d782e19071
frucht	w13_d782e19075
los	w1_d782e19080
verstrichenen	w3_d782e19083
Tagsatzung,	w5_d782e19086
in	w7_d782e19089
Ausfertigung	w9_d782e19092
ei	w11_d782e19095
nes	w1_d782e19100
nochmaligen	w3_d782e19103
Licitations=edicts	w5_d782e19106
unterm	w7_d782e19109
9ten	w9_d782e19112
instehenden	w1_d782e19118
Monats	w3_d782e19121
Julii	w5_d782e19124
gerichtlich	w7_d782e19127
gewilliget	w9_d782e19130
worden;	w1_d782e19135
zu	w3_d782e19138
welchem	w5_d782e19141
Ende	w7_d782e19144
dann	w9_d782e19147
auch	w11_d782e19150
hiemit	w13_d782e19154
der	w15_d782e19157
27.	w1_d782e19162
Augusti	w3_d782e19165
dies	w5_d782e19168
Jahrs	w7_d782e19171
Vormittag	w9_d782e19174
um	w11_d782e19177
9.	w13_d782e19181
Uhr	w15_d782e19184
vor	w1_d782e19189
dem	w3_d782e19192
Gericht	w5_d782e19195
zu	w7_d782e19198
erscheinen,	w9_d782e19201
zu	w11_d782e19204
dergestalten	w13_d782e19208
peremptorisch	w1_d782e19214
clausulirten	w3_d782e19217
Licitations=tagsatzung	w5_d782e19220
bestimmet,	w1_d782e19225
und	w3_d782e19228
per	w5_d782e19231
Edictum	w7_d782e19234
ad	w9_d782e19237
valvas	w11_d782e19240
intimiret	w13_d782e19244
wird,	w1_d782e19249
daß	w3_d782e19252
allda	w5_d782e19255
mit	w7_d782e19258
dem	w9_d782e19261
vorkommendMeist	w11_d782e19264
bietenden	w1_d782e19269
der	w3_d782e19272
Kauf	w5_d782e19275
um	w7_d782e19278
ersagte	w9_d782e19281
Behausung	w11_d782e19284
ex	w13_d782e19288
officio	w1_d782e19294
geschlossen,	w3_d782e19297
und	w5_d782e19300
gegen	w7_d782e19303
baaren	w9_d782e19306
Erlag	w11_d782e19309
des	w13_d782e19313
tractirenden	w1_d782e19318
Kauf=schilling	w3_d782e19321
käuflich	w5_d782e19324
überlassen	w7_d782e19327
werden	w1_d782e19332
solle.	w3_d782e19335
Demnach	w5_d782e19338
all=diejenige,	w7_d782e19341
welche	w9_d782e19344
berührt	w11_d782e19347
Würz	w1_d782e19352
oder	w3_d782e19355
de	w5_d782e19358
Fabrische	w7_d782e19361
Behausung	w9_d782e19364
käuflich	w11_d782e19367
an	w13_d782e19371
sich	w15_d782e19374
zu	w1_d782e19380
bringen	w3_d782e19383
gedenken,	w5_d782e19386
am	w7_d782e19389
obbestimmten	w9_d782e19392
Tag	w11_d782e19395
und	w13_d782e19399
Stund	w1_d782e19404
zu	w3_d782e19407
erscheinen,	w5_d782e19410
und	w7_d782e19413
sich	w9_d782e19416
hiernach	w11_d782e19419
zu	w13_d782e19423
rich	w15_d782e19426
ten	w1_d782e19431
wissen	w3_d782e19434
werden.	w5_d782e19437
</p>
<list id="l66_d782e19529">
Nachfolger,	w1_d782e19533
bat	w3_d782e19536
aus	w5_d782e19539
desselben	w7_d782e19542
Büchern	w9_d782e19545
einen	w11_d782e19548
Von	w1_d782e19553
inländschen	w3_d782e19556
gelehrten	w5_d782e19559
Sachen.	w7_d782e19562
</list>
<p id="p68_d782e19566">
Von	w1_d782e19570
inländschen	w3_d782e19573
gelehrten	w5_d782e19576
Sachen.	w7_d782e19579
EEs	w1_d782e19584
ist	w3_d782e19587
vielleicht	w5_d782e19590
niemalen	w7_d782e19593
ein	w9_d782e19596
größers,	w11_d782e19599
schöners	w1_d782e19604
und	w3_d782e19607
kostbarers	w5_d782e19610
Werk	w7_d782e19613
von	w9_d782e19616
un	w11_d782e19619
fern	w1_d782e19625
Pressen	w3_d782e19628
geliefert	w5_d782e19631
worden,	w7_d782e19634
als	w9_d782e19637
die	w11_d782e19640
Com	w13_d782e19644
mentarii	w1_d782e19649
augustae	w3_d782e19652
Bibliothecae	w5_d782e19655
Vindobo	w7_d782e19658
nensis	w1_d782e19663
sind,	w3_d782e19666
welche	w5_d782e19669
aus	w7_d782e19672
der	w9_d782e19675
trattnerischen	w11_d782e19678
Hofbuchdruckerey	w1_d782e19683
nach	w3_d782e19686
und	w5_d782e19689
nach	w7_d782e19692
ans	w9_d782e19695
Licht	w11_d782e19698
treten	w1_d782e19704
werden,	w3_d782e19707
und	w5_d782e19710
wovon	w7_d782e19713
der	w9_d782e19716
Vortrab	w11_d782e19719
in	w13_d782e19723
2.	w1_d782e19728
großen	w3_d782e19731
Bänden	w5_d782e19734
schon	w7_d782e19737
heraus	w9_d782e19740
gekommen	w11_d782e19743
ist.	w1_d782e19748
Mit	w3_d782e19751
dem	w5_d782e19754
Kaiserl.	w7_d782e19757
Büchersaale	w9_d782e19760
kann	w11_d782e19763
ausser	w1_d782e19768
der	w3_d782e19771
Bibliothek	w5_d782e19774
zu	w7_d782e19777
Rom	w9_d782e19780
und	w11_d782e19783
zu	w13_d782e19787
Paris	w15_d782e19790
keiner	w1_d782e19796
um	w3_d782e19799
den	w5_d782e19802
Vorzug	w7_d782e19805
streiten:	w9_d782e19808
jedermann	w11_d782e19811
weiß,	w1_d782e19816
daß	w3_d782e19819
er	w5_d782e19822
an	w7_d782e19825
alten	w9_d782e19828
Handschriften	w11_d782e19831
und	w13_d782e19835
ungedruckten	w1_d782e19840
seltenen	w3_d782e19843
Büchern	w5_d782e19846
einen	w7_d782e19849
Schatz	w9_d782e19852
hat.	w1_d782e19857
Wie	w3_d782e19860
groß	w5_d782e19863
soll	w7_d782e19866
also	w9_d782e19869
nicht	w11_d782e19872
die	w13_d782e19876
Aufmerk	w15_d782e19879
samkeit	w1_d782e19885
der	w3_d782e19888
Gelehrten	w5_d782e19891
auf	w7_d782e19894
ein	w9_d782e19897
solches	w11_d782e19900
Werl	w13_d782e19904
seyn,	w1_d782e19909
in	w3_d782e19912
welchem	w5_d782e19915
nicht	w7_d782e19918
nur	w9_d782e19921
die	w11_d782e19924
seltensten	w13_d782e19928
Stücke	w1_d782e19933
des	w3_d782e19936
Alterthums,	w5_d782e19939
womit	w7_d782e19942
diese	w9_d782e19945
kai	w11_d782e19948
serl.	w1_d782e19953
Bibliothek	w3_d782e19956
pranget,	w5_d782e19959
angezeiget	w7_d782e19962
sind,	w9_d782e19965
sondern	w1_d782e19971
auch	w3_d782e19974
die	w5_d782e19977
Arbeiten	w7_d782e19980
ihrer	w9_d782e19983
ältern	w11_d782e19986
und	w13_d782e19990
neuern	w1_d782e19995
Vorsteher	w3_d782e19998
vorkommen,	w5_d782e20001
wodurch	w7_d782e20004
das	w9_d782e20007
Alter,	w1_d782e20012
der	w3_d782e20015
Verfasser	w5_d782e20018
und	w7_d782e20021
der	w9_d782e20024
Werth	w11_d782e20027
derglei	w13_d782e20031
chen	w1_d782e20036
vorhandener	w3_d782e20039
Manuscripte	w5_d782e20042
untersuchet,	w7_d782e20045
und	w1_d782e20051
in	w3_d782e20054
ein	w5_d782e20057
bessers	w7_d782e20060
Licht	w9_d782e20063
gesetzet	w11_d782e20066
werden.	w13_d782e20070
</p>
<p id="p70_d782e20073">
Peter	w1_d782e20077
Lambecius	w3_d782e20080
von	w5_d782e20083
Hamburg,	w7_d782e20086
des	w9_d782e20089
Kaisers	w1_d782e20094
Leopold	w3_d782e20097
Bibliothekar,	w5_d782e20100
hat	w7_d782e20103
damit	w9_d782e20106
den	w1_d782e20111
Anfang	w3_d782e20114
gemacht,	w5_d782e20117
und	w7_d782e20120
von	w9_d782e20123
seinen	w11_d782e20126
Com-	w13_d782e20130
mentariis,	w1_d782e20136
die	w3_d782e20139
er	w5_d782e20142
in	w7_d782e20145
25.	w9_d782e20148
Büchern	w11_d782e20151
zu	w13_d782e20155
ver	w15_d782e20158
fassen	w1_d782e20163
gedachte,	w3_d782e20166
die	w5_d782e20169
8.	w7_d782e20172
ersten	w9_d782e20175
vor	w11_d782e20178
ungefähr	w13_d782e20182
hundert	w1_d782e20187
Jahren	w3_d782e20190
herausgegeben,	w5_d782e20193
seine	w7_d782e20196
Ar	w9_d782e20199
beit	w1_d782e20204
aber	w3_d782e20207
nicht	w5_d782e20210
vollenden	w7_d782e20213
können.	w9_d782e20216
Er	w11_d782e20219
starb	w13_d782e20223
über	w1_d782e20229
der	w3_d782e20232
Ausgabe	w5_d782e20235
des	w7_d782e20238
IX.	w9_d782e20241
Buches,	w11_d782e20244
und	w13_d782e20248
selbst	w1_d782e20253
das	w3_d782e20256
VIII.	w5_d782e20259
Buch	w7_d782e20262
fehlet	w9_d782e20265
bey	w11_d782e20268
den	w13_d782e20272
meisten	w15_d782e20275
Exemplaren.	w1_d782e20280
So	w3_d782e20283
sind	w5_d782e20286
auch	w7_d782e20289
diese	w9_d782e20292
seine	w11_d782e20295
Commentarii	w1_d782e20300
so	w3_d782e20303
selten	w5_d782e20306
geworden,	w7_d782e20309
daß	w9_d782e20312
man	w11_d782e20315
sie	w1_d782e20321
zum	w3_d782e20324
Kaufe	w5_d782e20327
kaum	w7_d782e20330
mehr	w9_d782e20333
findet.	w11_d782e20336
Daniel	w13_d782e20340
Nessel,	w1_d782e20345
ein	w3_d782e20348
Lüneburger,	w5_d782e20351
und	w7_d782e20354
Lambeckens	w9_d782e20357
</p>
<p id="p72_d782e20361">
Nachfolger,	w1_d782e20365
bat	w3_d782e20368
aus	w5_d782e20371
desselben	w7_d782e20374
Büchern	w9_d782e20377
einen	w11_d782e20380
Auszug	w1_d782e20385
gemacht,	w3_d782e20388
und	w5_d782e20391
diesen	w7_d782e20394
mit	w9_d782e20397
neuen	w11_d782e20400
Zu	w13_d782e20404
sätzen	w1_d782e20409
vermehret;	w3_d782e20412
sich	w5_d782e20415
aber	w7_d782e20418
auch	w9_d782e20421
bey	w11_d782e20424
den	w13_d782e20428
letztern	w1_d782e20434
wenig	w3_d782e20437
Verdienst	w5_d782e20440
erworben,	w7_d782e20443
weil	w9_d782e20446
er	w11_d782e20449
sich	w1_d782e20454
meistens	w3_d782e20457
nur	w5_d782e20460
mit	w7_d782e20463
seines	w9_d782e20466
Vorfahrers	w11_d782e20469
Fleise	w1_d782e20474
geholfen,	w3_d782e20477
und	w5_d782e20480
man	w7_d782e20483
ihm	w9_d782e20486
gar	w11_d782e20489
bald	w13_d782e20493
auf	w15_d782e20496
die	w1_d782e20501
Spure	w3_d782e20504
gekommen	w5_d782e20507
ist.	w7_d782e20510
Joh.	w9_d782e20513
Beuedict	w11_d782e20516
Gentilott	w1_d782e20522
v.	w3_d782e20525
Engels	w5_d782e20528
brunn,	w7_d782e20531
ein	w9_d782e20534
Tyroler,	w11_d782e20537
hatte	w1_d782e20542
mehr	w3_d782e20545
Einsicht,	w5_d782e20548
Fleis	w7_d782e20551
und	w9_d782e20554
Gelehrsam	w11_d782e20557
keit:	w1_d782e20562
er	w3_d782e20565
verfertigte	w5_d782e20568
über	w7_d782e20571
die	w9_d782e20574
lateinischen	w11_d782e20577
und	w1_d782e20582
andere	w3_d782e20585
noch	w5_d782e20588
ungedruckte	w7_d782e20591
Bücher	w9_d782e20594
in	w11_d782e20597
abend	w13_d782e20601
ländischen	w1_d782e20607
Sprachen,	w3_d782e20610
schöne	w5_d782e20613
Anmerkungen;	w7_d782e20616
konte	w1_d782e20621
sie	w3_d782e20624
doch	w5_d782e20627
nicht	w7_d782e20630
vollenden;	w9_d782e20633
indem	w11_d782e20636
er	w13_d782e20640
die	w15_d782e20643
kaiserl.	w1_d782e20648
Bibliothek	w3_d782e20651
verlassen,	w5_d782e20654
und	w7_d782e20657
nachmals	w9_d782e20660
zum	w1_d782e20665
Bischofen	w3_d782e20668
und	w5_d782e20671
Fürsten	w7_d782e20674
zu	w9_d782e20677
Trient	w11_d782e20680
er	w13_d782e20684
wählet	w1_d782e20690
worden.	w3_d782e20693
Niclas	w5_d782e20696
Forlosia,	w7_d782e20699
ein	w9_d782e20702
Neapolitaner,	w1_d782e20707
hat	w3_d782e20710
die	w5_d782e20713
von	w7_d782e20716
Nesseln	w9_d782e20719
beschrie	w11_d782e20722
benen	w1_d782e20727
/	w3_d782e20730
griechischen	w5_d782e20733
Codices	w7_d782e20736
noch	w9_d782e20739
einmal	w11_d782e20742
durchgangen,	w1_d782e20747
und	w3_d782e20750
neue	w5_d782e20753
Anmerkungen	w7_d782e20756
dazu	w9_d782e20759
gemacht.	w1_d782e20765
Er	w3_d782e20768
war	w5_d782e20771
auch	w7_d782e20774
willens,	w9_d782e20777
Genti	w11_d782e20780
lots	w1_d782e20785
Unternehmung	w3_d782e20788
fortzusetzen.	w5_d782e20791
Allein	w7_d782e20794
dieser	w1_d782e20799
Gelehrte	w3_d782e20802
gieng	w5_d782e20805
den	w7_d782e20808
19ten	w9_d782e20811
des	w11_d782e20814
Oster	w13_d782e20818
monats	w1_d782e20823
1758.	w3_d782e20826
hier	w5_d782e20829
mit	w7_d782e20832
Tode	w9_d782e20835
ab,	w11_d782e20838
und	w13_d782e20842
hin	w15_d782e20845
terließ	w1_d782e20851
2.	w3_d782e20854
Bände	w5_d782e20857
von	w7_d782e20860
seiner	w9_d782e20863
eigenen	w11_d782e20866
Arbeit	w13_d782e20870
über	w1_d782e20875
die	w3_d782e20878
griechischen	w5_d782e20881
Handschriften	w7_d782e20884
unter	w9_d782e20887
der	w11_d782e20890
Aufschrift:	w1_d782e20895
Supplementa	w3_d782e20898
Lambecii.	w5_d782e20901
</p>
<p id="p74_d782e20904">
Es	w1_d782e20908
ist	w3_d782e20911
also	w5_d782e20914
von	w7_d782e20917
diesem	w9_d782e20920
Schatze	w11_d782e20923
des	w13_d782e20927
kaiserl.	w15_d782e20930
Büchersaals,	w1_d782e20935
ausser	w3_d782e20938
Lambeckens	w5_d782e20941
und	w7_d782e20944
Ne	w9_d782e20947
|	w11_d782e20950
|	w13_d782e20954
sels	w1_d782e20959
Arbeiten,	w3_d782e20962
nichts	w5_d782e20965
im	w7_d782e20968
Drucke	w9_d782e20971
erschienen	w11_d782e20974
Auch	w1_d782e20980
von	w3_d782e20983
den	w5_d782e20986
übrigen	w7_d782e20989
nichts	w9_d782e20992
vollständiges	w11_d782e20995
und	w1_d782e21000
ganz	w3_d782e21003
ausgearbeitetes	w5_d782e21006
vorhanden.	w7_d782e21009
Der	w9_d782e21012
Herr	w1_d782e21017
Adam	w3_d782e21020
Franz	w5_d782e21023
Kollar,	w7_d782e21026
k.	w9_d782e21029
k.	w11_d782e21032
Rath	w13_d782e21036
und	w15_d782e21039
erster	w1_d782e21044
Custos	w3_d782e21047
der	w5_d782e21050
kaiserl.	w7_d782e21053
Bibliothek,	w9_d782e21056
ein	w11_d782e21059
Hungar,	w1_d782e21065
hat	w3_d782e21068
daher	w5_d782e21071
auf	w7_d782e21074
sich	w9_d782e21077
genommen,	w11_d782e21080
sowol	w1_d782e21085
die	w3_d782e21088
Commentarien	w5_d782e21091
seiner	w7_d782e21094
Vorfahrer	w9_d782e21097
zu	w1_d782e21102
ergänzen,	w3_d782e21105
und	w5_d782e21108
wo	w7_d782e21111
es	w9_d782e21114
nöthig	w11_d782e21117
ist,	w13_d782e21121
verbes	w15_d782e21124
sert,	w1_d782e21129
heraus	w3_d782e21132
zu	w5_d782e21135
geben,	w7_d782e21138
als	w9_d782e21141
auch	w11_d782e21144
das	w13_d782e21148
Werk	w15_d782e21151
</p>
<p id="p80_d782e21164">
selbst	w1_d782e21168
fort	w3_d782e21171
zu	w5_d782e21174
setzen,	w7_d782e21177
und	w9_d782e21180
die	w11_d782e21183
von	w13_d782e21187
jenen	w15_d782e21190
nicht	w17_d782e21193
berührten	w1_d782e21198
Codices,	w3_d782e21201
insonderheit	w5_d782e21204
die	w7_d782e21207
