<doc id="wr_1761-03-14" attrs="word" year="1761" month="03" day="14" corpus="2">
<head id="h2_d535e2483">
Barcellona	w1_d535e2487
Licitations	w5_d535e16957
tagsatzung	w7_d535e16960
sich	w9_d535e16963
ein	w1_d535e16968
Kauffer	w3_d535e16971
gemeldet,	w5_d535e16974
welcher	w7_d535e16977
über	w9_d535e16980
das	w11_d535e16983
Schä	w13_d535e16987
tzungs=quantum	w1_d535e16992
deren	w3_d535e16995
1100.	w5_d535e16998
fl.	w7_d535e17001
um	w9_d535e17004
10.	w11_d535e17007
fl.	w13_d535e17011
mehr,	w15_d535e17014
und	w1_d535e17019
also	w3_d535e17022
1110.	w5_d535e17025
fl.	w7_d535e17028
nebst	w9_d535e17031
Entrichtung	w11_d535e17034
deren	w13_d535e17038
von	w15_d535e17041
diesem	w1_d535e17047
Kauf	w3_d535e17050
abfallenden	w5_d535e17053
Grundbuchsgebürnus	w7_d535e17056
sen	w1_d535e17061
dargebotten	w3_d535e17064
hat,	w5_d535e17067
hierüber	w7_d535e17070
aber	w9_d535e17073
von	w11_d535e17076
Obrig	w13_d535e17080
keits	w1_d535e17085
wegen	w3_d535e17088
ein	w5_d535e17091
nochmaliges	w7_d535e17094
Licitations=edict	w9_d535e17097
auszufertigen	w1_d535e17102
veranlast	w3_d535e17105
worden;	w5_d535e17108
zumalen	w7_d535e17111
nun	w9_d535e17114
zur	w1_d535e17120
nochmaligen	w3_d535e17123
Licitations=tagsatzung	w5_d535e17126
der	w7_d535e17129
2.	w9_d535e17132
April	w1_d535e17137
fruh	w3_d535e17140
um	w5_d535e17143
9.	w7_d535e17146
Uhr	w9_d535e17149
in	w11_d535e17152
alhiesiger	w13_d535e17156
Grundstu	w15_d535e17159
ben	w1_d535e17164
zu	w3_d535e17167
erscheinen	w5_d535e17170
bestimmet	w7_d535e17173
worden.	w9_d535e17176
Als	w11_d535e17179
werden	w13_d535e17183
alle	w1_d535e17188
diejenige,	w3_d535e17191
welche	w5_d535e17194
obgedacht=Kriegische,	w7_d535e17197
am	w9_d535e17200
Frey=grund	w1_d535e17206
Thuri	w3_d535e17209
in	w5_d535e17212
der	w7_d535e17215
Pflug=gassen	w9_d535e17218
ligend,	w11_d535e17221
zur	w1_d535e17226
goldenen	w3_d535e17229
Sonn	w5_d535e17232
benamste	w7_d535e17235
Behausung	w9_d535e17238
zu	w11_d535e17241
er	w13_d535e17245
kauffen,	w1_d535e17250
und	w3_d535e17253
einen	w5_d535e17256
mehreren	w7_d535e17259
Kauf=schilling,	w9_d535e17262
als	w1_d535e17267
obgemeldter	w3_d535e17270
Kauffer	w5_d535e17273
zu	w7_d535e17276
geben	w9_d535e17279
Willens	w11_d535e17282
seynd,	w13_d535e17286
an	w1_d535e17292
obbestimmten	w3_d535e17295
Tag,	w5_d535e17298
Stund	w7_d535e17301
und	w9_d535e17304
Ort	w11_d535e17307
zu	w13_d535e17311
er	w15_d535e17314
scheinen	w1_d535e17319
haben;	w3_d535e17322
alwo	w5_d535e17325
sodann	w7_d535e17328
mit	w9_d535e17331
denenselben	w11_d535e17334
das	w13_d535e17338
Weitere	w1_d535e17343
tractiret	w3_d535e17346
werden	w5_d535e17349
solle.	w7_d535e17352
Wien	w9_d535e17355
den	w11_d535e17358
27.	w13_d535e17362
Febr.	w1_d535e17367
1761.	w3_d535e17370
</p>
<head id="h2_d535e17469">
Aus	w1_d535e17473
Sachsen	w3_d535e17476
vom	w5_d535e17479
12.	w7_d535e17482
Febr.	w9_d535e17485
</head>
<p id="p4_d535e17488">
Der	w1_d535e17492
verderbliche	w3_d535e17495
Holz=schlag,	w5_d535e17498
besonders	w7_d535e17501
in	w1_d535e17506
denen	w3_d535e17509
im	w5_d535e17512
Chur=creiß	w7_d535e17515
unweit	w9_d535e17518
der	w11_d535e17521
Elbe	w1_d535e17526
gelegenen	w3_d535e17529
Chur=forsten,	w5_d535e17532
wird	w7_d535e17535
durch	w9_d535e17538
eine	w1_d535e17544
Menge	w3_d535e17547
Holz=hacker,	w5_d535e17550
welche	w7_d535e17553
theils	w9_d535e17556
von	w1_d535e17561
dem	w3_d535e17564
Lande	w5_d535e17567
selbst	w7_d535e17570
bey	w9_d535e17573
100.	w11_d535e17576
Thaler	w13_d535e17580
Straffe	w1_d535e17585
gesteller	w3_d535e17588
werden	w5_d535e17591
müssen,	w7_d535e17594
theils	w9_d535e17597
an	w11_d535e17600
vielen	w1_d535e17605
100.	w3_d535e17608
Mann	w5_d535e17611
aus	w7_d535e17614
denen	w9_d535e17617
Dessauischen,	w11_d535e17620
Zerbstischen,	w1_d535e17626
und	w3_d535e17629
Brandenburgischen	w5_d535e17632
Lan	w7_d535e17635
den	w1_d535e17640
herzugeführet	w3_d535e17643
werden,	w5_d535e17646
mit	w7_d535e17649
gröster	w9_d535e17652
Hef	w11_d535e17655
tigkeit	w1_d535e17660
fortgesetzet.	w3_d535e17663
Alles	w5_d535e17666
wird	w7_d535e17669
bey	w9_d535e17672
der	w11_d535e17675
Er	w13_d535e17679
de	w1_d535e17684
weggehauen,	w3_d535e17687
und	w5_d535e17690
es	w7_d535e17693
sind	w9_d535e17696
1000.	w11_d535e17699
Pferde	w13_d535e17703
aus	w1_d535e17709
dem	w3_d535e17712
Magdeburgischen	w5_d535e17715
verschrieben,	w7_d535e17718
um	w9_d535e17721
dieses	w1_d535e17726
Holz	w3_d535e17729
an	w5_d535e17732
die	w7_d535e17735
Elbe	w9_d535e17738
zu	w11_d535e17741
rücken,	w13_d535e17745
damit	w15_d535e17748
es	w1_d535e17753
bey	w3_d535e17756
Aufbruch	w5_d535e17759
des	w7_d535e17762
Elb=stroms	w9_d535e17765
sogleich	w11_d535e17768
abgelöset	w1_d535e17773
werden	w3_d535e17776
könne.	w5_d535e17779
Von	w7_d535e17782
der	w9_d535e17785
Preußi	w11_d535e17788
scher	w1_d535e17794
Seits	w3_d535e17797
gedroheten	w5_d535e17800
Ausraumung	w7_d535e17803
des	w9_d535e17806
Königl.	w1_d535e17811
Lust	w3_d535e17814
und	w5_d535e17817
Jagd=schlosses	w7_d535e17820
Hubertus	w9_d535e17823
burg	w1_d535e17828
ist	w3_d535e17831
zu	w5_d535e17834
vernehmen	w7_d535e17837
gewesen,	w9_d535e17840
daß	w11_d535e17843
am	w13_d535e17847
1sten	w1_d535e17852
dieses	w3_d535e17855
alle	w5_d535e17858
Meubles	w7_d535e17861
bereits	w9_d535e17864
abgerissen	w11_d535e17867
und	w1_d535e17873
nebst	w3_d535e17876
der	w5_d535e17879
Schloß=wäsche	w7_d535e17882
in	w9_d535e17885
Kasten,	w11_d535e17888
welche	w1_d535e17893
man	w3_d535e17896
zum	w5_d535e17899
Theil	w7_d535e17902
aus	w9_d535e17905
zerschlagenen	w11_d535e17908
Schränken,	w1_d535e17913
Thüren,	w3_d535e17916
und	w5_d535e17919
Parquets	w7_d535e17922
geferti	w9_d535e17925
get	w1_d535e17930
hat,	w3_d535e17933
eingepacket,	w5_d535e17936
auch	w7_d535e17939
viele	w9_d535e17942
Wägens	w11_d535e17945
davon	w1_d535e17951
am	w3_d535e17954
4ten	w5_d535e17957
schon	w7_d535e17960
nach	w9_d535e17963
Leipzig	w11_d535e17966
geführet	w13_d535e17970
worden.	w1_d535e17975
Der	w3_d535e17978
zu	w5_d535e17981
dieser	w7_d535e17984
Expedition	w9_d535e17987
ge	w11_d535e17990
brauchte	w1_d535e17995
Obriste	w3_d535e17998
eines	w5_d535e18001
Frey=bataillons,	w7_d535e18004
Quintus	w1_d535e18009
Jcilius,	w3_d535e18012
soll	w5_d535e18015
diese	w7_d535e18018
sämtliche	w9_d535e18021
Effe	w11_d535e18024
tten	w1_d535e18030
an	w3_d535e18033
3.	w5_d535e18036
Entrepreneurs	w7_d535e18039
aus	w9_d535e18042
Magdeburg,	w11_d535e18045
unter	w1_d535e18050
welchen	w3_d535e18053
auch	w5_d535e18056
ein	w7_d535e18059
Jude	w9_d535e18062
mit	w11_d535e18065
befindlich	w13_d535e18069
für	w1_d535e18074
160000.	w3_d535e18077
Thaler	w5_d535e18080
verkauffet	w7_d535e18083
haben.	w9_d535e18086
Die	w11_d535e18089
Schloß=capelle,	w1_d535e18094
und	w3_d535e18097
Fenster	w5_d535e18100
sind	w7_d535e18103
zur	w9_d535e18106
Zeit	w11_d535e18109
noch	w1_d535e18115
verschonet,	w3_d535e18118
das	w5_d535e18121
kupferne	w7_d535e18124
Dach	w9_d535e18127
hinge	w11_d535e18130
gen	w1_d535e18135
schon	w3_d535e18138
meistens	w5_d535e18141
abgerissen	w7_d535e18144
gewesen.	w9_d535e18147
</p>
<head id="h2_d535e18154">
Hamburg	w1_d535e18158
25.	w3_d535e18161
Febr.	w5_d535e18164
</head>
<p id="p4_d535e18167">
Nach	w1_d535e18171
einer	w3_d535e18174
gelinden	w5_d535e18177
Witterung,	w7_d535e18180
wel	w9_d535e18183
che	w1_d535e18188
wir	w3_d535e18191
seit	w5_d535e18194
dem	w7_d535e18197
letzteren	w9_d535e18200
Froste	w11_d535e18203
vom	w13_d535e18207
13ten	w15_d535e18210
</p>
<p id="p6_d535e18213">
gehabt	w1_d535e18217
haben,	w3_d535e18220
sind	w5_d535e18223
in	w7_d535e18226
hiesigen	w9_d535e18229
Gegenden	w11_d535e18232
Regen	w1_d535e18237
und	w3_d535e18240
Sturm=winde	w5_d535e18243
gewesen.	w7_d535e18246
Ge	w9_d535e18249
stern	w1_d535e18254
haben	w3_d535e18257
wir	w5_d535e18260
ein	w7_d535e18263
starkes	w9_d535e18266
Schneegestö	w11_d535e18269
ber	w1_d535e18275
gehabt,	w3_d535e18278
und	w5_d535e18281
gegen	w7_d535e18284
3.	w9_d535e18287
Uhr	w11_d535e18290
des	w13_d535e18294
Nachmit	w15_d535e18297
tags	w1_d535e18302
ein	w3_d535e18305
Gewitter,	w5_d535e18308
welches	w7_d535e18311
sich	w9_d535e18314
mit	w11_d535e18317
einem	w13_d535e18321
fürchterlichen	w1_d535e18326
Blitze	w3_d535e18329
und	w5_d535e18332
Donner=schlage,	w7_d535e18335
mit	w1_d535e18340
untermengten	w3_d535e18343
Schlossen,	w5_d535e18346
geäussert	w7_d535e18349
hat.	w9_d535e18352
So	w1_d535e18358
viel	w3_d535e18361
man	w5_d535e18364
noch	w7_d535e18367
weiß,	w9_d535e18370
ist	w11_d535e18373
der	w13_d535e18377
Schlag	w15_d535e18380
ohne	w17_d535e18383
Schaden	w1_d535e18388
abgegangen.	w3_d535e18391
</p>
<head id="h2_d535e18397">
Wittenburg	w1_d535e18401
im	w3_d535e18404
Mecklenburgischen	w5_d535e18407
vom	w1_d535e18412
20.	w3_d535e18415
Febr.	w5_d535e18418
</head>
<p id="p4_d535e18421">
Vorgestern	w1_d535e18425
kam	w3_d535e18428
hier	w5_d535e18431
ein	w7_d535e18434
Preußischer	w9_d535e18437
Leu	w11_d535e18440
tenant	w1_d535e18445
mit	w3_d535e18448
20.	w5_d535e18451
Mann,	w7_d535e18454
theils	w9_d535e18457
Reitern,	w11_d535e18460
und	w13_d535e18464
theils	w1_d535e18469
Hussaren	w3_d535e18472
an.	w5_d535e18475
Er	w7_d535e18478
brachte	w9_d535e18481
eine	w11_d535e18484
Or	w13_d535e18488
dre	w1_d535e18494
von	w3_d535e18497
dem	w5_d535e18500
Preußischen	w7_d535e18503
Oberkriegs	w9_d535e18506
commissario	w1_d535e18511
von	w3_d535e18514
Kleist:"Daß	w5_d535e18517
wir	w7_d535e18520
nicht	w9_d535e18523
,,	w1_d535e18528
allein	w3_d535e18531
alles	w5_d535e18534
neu	w7_d535e18537
ausgeschriebene	w9_d535e18540
an	w11_d535e18543
Och	w13_d535e18547
„	w1_d535e18552
sen,	w3_d535e18555
Schafen,	w5_d535e18558
Pferden,	w7_d535e18561
Roggen,	w9_d535e18564
Mehl,	w11_d535e18567
,,	w1_d535e18573
rauh	w3_d535e18576
Futter,	w5_d535e18579
und	w7_d535e18582
baarem	w9_d535e18585
Geld,	w11_d535e18588
sondern	w13_d535e18592
„	w1_d535e18597
auch	w3_d535e18600
alles	w5_d535e18603
Rückständige	w7_d535e18606
von	w9_d535e18609
1759.	w11_d535e18612
bin	w13_d535e18616
„nen	w1_d535e18621
8.	w3_d535e18624
Tägen	w5_d535e18627
zu	w7_d535e18630
lieferen	w9_d535e18633
hätten,	w11_d535e18636
widri	w13_d535e18640
„	w1_d535e18645
genfalls	w3_d535e18648
wir	w5_d535e18651
alle	w7_d535e18654
Täge	w9_d535e18657
50.	w11_d535e18660
Rthlr.	w13_d535e18664
Exe	w15_d535e18667
,	w1_d535e18673
cutions=gebühr,	w3_d535e18676
und	w5_d535e18679
hiernächst	w7_d535e18682
ihm	w9_d535e18685
dem	w11_d535e18688
„	w1_d535e18693
Leutenant	w3_d535e18696
täglich	w5_d535e18699
3.	w7_d535e18702
Rthlr.,	w9_d535e18705
jedem	w11_d535e18708
Unter	w13_d535e18712
„officier	w1_d535e18717
2.,	w3_d535e18720
und	w5_d535e18723
jedem	w7_d535e18726
Gemeinen	w9_d535e18729
1.	w11_d535e18732
Fl.	w13_d535e18736
be	w15_d535e18739
„zahlen	w1_d535e18744
solten.”	w3_d535e18747
Da	w5_d535e18750
wir	w7_d535e18753
nun	w9_d535e18756
nicht	w11_d535e18759
im	w13_d535e18763
Stande	w1_d535e18769
sind,	w3_d535e18772
weder	w5_d535e18775
das	w7_d535e18778
eine	w9_d535e18781
noch	w11_d535e18784
das	w13_d535e18788
an	w15_d535e18791
dere	w1_d535e18796
zu	w3_d535e18799
leisten,	w5_d535e18802
so	w7_d535e18805
stehet	w9_d535e18808
der	w11_d535e18811
Ausgang	w13_d535e18815
der	w15_d535e18818
Sache	w1_d535e18823
noch	w3_d535e18826
zu	w5_d535e18829
erwarten.	w7_d535e18832
</p>
<list id="l6_d535e18835">
Von	w1_d535e18839
der	w3_d535e18842
N.	w5_d535e18845
Oe.	w7_d535e18848
Regierung	w9_d535e18851
wegen	w11_d535e18854
wird	w13_d535e18858
mit	w15_d535e18861
gegenwärtigem	w1_d535e18866
offenen	w3_d535e18869
Edict	w5_d535e18872
jedermanniglich	w7_d535e18875
so	w9_d535e18878
wol	w1_d535e18883
an	w3_d535e18886
als	w5_d535e18889
abwesenden,	w7_d535e18892
deme	w9_d535e18895
daran	w11_d535e18898
gelegen,	w13_d535e18902
kund	w1_d535e18908
und	w3_d535e18911
zu	w5_d535e18914
wissen	w7_d535e18917
gemacht:	w9_d535e18920
Es	w1_d535e18925
seye	w3_d535e18928
der	w5_d535e18931
Johann	w7_d535e18934
Hofmayn,	w9_d535e18937
gewester	w11_d535e18940
Jnstru	w13_d535e18944
ctor	w1_d535e18949
bey	w3_d535e18952
dem	w5_d535e18955
Kais.	w7_d535e18958
Kön.	w9_d535e18961
Ni.	w11_d535e18964
O.	w13_d535e18968
Walden=meister	w15_d535e18971
Johann	w1_d535e18976
Samuel	w3_d535e18979
von	w5_d535e18982
Mayer,	w7_d535e18985
ohne	w9_d535e18988
hinterlassen	w11_d535e18991
letztwilligem	w1_d535e18997
Geschäft	w3_d535e19000
mit	w5_d535e19003
Tod	w7_d535e19006
abgegangen,	w9_d535e19009
und	w11_d535e19012
habe	w1_d535e19017
sich	w3_d535e19020
hinnach	w5_d535e19023
um	w7_d535e19026
desselben	w9_d535e19029
ab	w11_d535e19032
Jntestato	w13_d535e19036
ruck	w15_d535e19039
gebliebene	w1_d535e19044
Verlassenschaft	w3_d535e19047
der	w5_d535e19050
Zeit	w7_d535e19053
niemand	w9_d535e19056
ange	w11_d535e19059
</list>
<p id="p12_d535e19074">
meldet.	w1_d535e19078
Wann	w3_d535e19081
nun	w5_d535e19084
Regierung	w7_d535e19087
um	w9_d535e19090
die	w11_d535e19093
etwann	w13_d535e19097
ein	w1_d535e19102
oder	w3_d535e19105
anderen	w5_d535e19108
bey	w7_d535e19111
dieser	w9_d535e19114
Veklassenschaft	w11_d535e19117
von	w13_d535e19121
Rechts	w1_d535e19126
wegen	w3_d535e19129
gebührend	w5_d535e19132
nähere	w7_d535e19135
Erbs=sprüche	w9_d535e19138
in	w11_d535e19141
Erfahrung	w1_d535e19147
zu	w3_d535e19150
bringen,	w5_d535e19153
anbey	w7_d535e19156
das	w9_d535e19159
ebwann	w11_d535e19162
verhan	w13_d535e19166
dene	w1_d535e19171
Æ	w3_d535e19174
alienum	w5_d535e19177
auskündig	w7_d535e19180
zu	w9_d535e19183
machen,	w11_d535e19186
folgsam	w13_d535e19190
zu	w15_d535e19193
Abhandlung	w1_d535e19198
solher	w3_d535e19201
Verlassenschaft	w5_d535e19204
sicherer	w7_d535e19207
für	w9_d535e19210
schreiten	w1_d535e19215
zu	w3_d535e19218
können,	w5_d535e19221
eine	w7_d535e19224
Nehtdurft	w9_d535e19227
zu	w11_d535e19230
seyn	w13_d535e19234
be	w15_d535e19237
funden	w1_d535e19243
hat,	w3_d535e19246
alle	w5_d535e19249
hieran	w7_d535e19252
Theil	w9_d535e19255
nehmende	w11_d535e19258
sowol	w13_d535e19262
in	w1_d535e19267
als	w3_d535e19270
ausser	w5_d535e19273
Land	w7_d535e19276
befindliche	w9_d535e19279
Personen	w11_d535e19282
durch	w13_d535e19286
die	w15_d535e19289
ses	w1_d535e19294
offentliche	w3_d535e19297
Edict	w5_d535e19300
zu	w7_d535e19303
Anmeld=Legitimirn	w9_d535e19306
und	w11_d535e19309
Liquidirung	w1_d535e19314
ihrer	w3_d535e19317
an	w5_d535e19320
obbemeldte	w7_d535e19323
Verlassenschaft	w9_d535e19326
ex	w1_d535e19332
quacunque	w3_d535e19335
causa	w5_d535e19338
vel	w7_d535e19341
tituso	w9_d535e19344
habender	w11_d535e19347
Sprü	w13_d535e19351
und	w1_d535e19356
Forderungen	w3_d535e19359
gerichtlich	w5_d535e19362
vorzuladen,	w7_d535e19365
und	w9_d535e19368
ein	w11_d535e19371
zuberuffen,	w1_d535e19376
zu	w3_d535e19379
welchem	w5_d535e19382
Ende	w7_d535e19385
dann	w9_d535e19388
denenselben	w11_d535e19391
der	w1_d535e19396
17te	w3_d535e19399
Tag	w5_d535e19402
des	w7_d535e19405
künftigen	w9_d535e19408
Monats	w11_d535e19411
Aprilis	w13_d535e19415
1761.	w15_d535e19418
Nachmittags	w1_d535e19424
um	w3_d535e19427
4.	w5_d535e19430
Uhr	w7_d535e19433
zur	w9_d535e19436
gewöhnlichen	w11_d535e19439
Con	w13_d535e19443
vocations	w1_d535e19448
und	w3_d535e19451
Anmeldungs=tagsatzung	w5_d535e19454
zu	w7_d535e19457
all	w9_d535e19460
endlicher	w1_d535e19465
Frist	w3_d535e19468
anberaumet	w5_d535e19471
worden.	w7_d535e19474
Solchem	w9_d535e19477
nach	w1_d535e19482
werden	w3_d535e19485
alle	w5_d535e19488
und	w7_d535e19491
jede,	w9_d535e19494
welche	w11_d535e19497
bey	w13_d535e19501
gedacht	w15_d535e19504
Johann	w1_d535e19510
Hofmannischen	w3_d535e19513
Verlassenschaft	w5_d535e19516
um	w7_d535e19519
recht	w9_d535e19522
mäßiger	w1_d535e19527
Erbs	w3_d535e19530
oder	w5_d535e19533
Schuld=forderung	w7_d535e19536
willen	w9_d535e19539
einige	w1_d535e19544
Sprs	w3_d535e19547
sich	w1_d535e19552
haben,	w3_d535e19555
oder	w5_d535e19558
zu	w7_d535e19561
haben	w9_d535e19564
vermeinen,	w11_d535e19567
an	w1_d535e19573
bestimmten	w3_d535e19576
Tag	w5_d535e19579
und	w7_d535e19582
Stund	w9_d535e19585
vor	w11_d535e19588
Regierung	w13_d535e19592
in	w1_d535e19597
der	w3_d535e19600
daselbst	w5_d535e19603
zu	w7_d535e19606
solchem	w9_d535e19609
Ende	w11_d535e19612
offen	w13_d535e19616
haltenden	w15_d535e19619
Commißi	w1_d535e19624
ions=stuben	w1_d535e19629
entweder	w3_d535e19632
selbst	w5_d535e19635
persönlich	w7_d535e19638
oder	w1_d535e19644
durch	w3_d535e19647
hierzu	w5_d535e19650
genugsam	w7_d535e19653
gevollmächtigte	w9_d535e19656
Ge	w11_d535e19659
malttragere	w1_d535e19664
alsogewiß	w3_d535e19667
zu	w5_d535e19670
erscheinen,	w7_d535e19673
und	w9_d535e19676
ihre	w11_d535e19679
an	w13_d535e19683
solche	w1_d535e19688
Verlassenschaft	w3_d535e19691
habende	w5_d535e19694
Anforderungen	w7_d535e19697
an	w9_d535e19700
zumelden,	w1_d535e19705
rechtlich	w3_d535e19708
zu	w5_d535e19711
legitimiren,	w7_d535e19714
und	w9_d535e19717
zu	w11_d535e19720
liquidi	w13_d535e19724
ren	w1_d535e19730
haben,	w3_d535e19733
als	w5_d535e19736
im	w7_d535e19739
widrigen	w9_d535e19742
die	w11_d535e19745
Abhandlung	w13_d535e19749
gleich	w15_d535e19752
wolen	w1_d535e19757
vorgenömmen,	w3_d535e19760
und	w5_d535e19763
ungebindert	w7_d535e19766
deren	w9_d535e19769
et	w11_d535e19772
wann	w1_d535e19777
vorhandenen	w3_d535e19780
Erbs=prätendenten,	w5_d535e19783
oder	w7_d535e19786
Glaubigeren,	w1_d535e19791
so	w3_d535e19794
sich	w5_d535e19797
mit	w7_d535e19800
ihren	w9_d535e19803
Erbs	w11_d535e19806
und	w13_d535e19810
Schuld	w15_d535e19813
forderungen	w1_d535e19819
in	w3_d535e19822
bestimmter	w5_d535e19825
Zeit	w7_d535e19828
nicht	w9_d535e19831
angemeldet	w11_d535e19834
solche	w1_d535e19839
Verlassenschaft	w3_d535e19842
dem	w5_d535e19845
Kais.	w7_d535e19848
Kön.	w9_d535e19851
Hof	w11_d535e19854
und	w13_d535e19858
N.	w1_d535e19863
Oe	w3_d535e19866
Herrn	w5_d535e19869
Cammer=procuratori	w7_d535e19872
eingeantwor	w9_d535e19875
tet,	w1_d535e19880
auch	w3_d535e19883
ansonsten	w5_d535e19886
ex	w7_d535e19889
officio	w9_d535e19892
vorgekehret	w11_d535e19895
werden	w13_d535e19899
solle	w1_d535e19905
was	w3_d535e19908
Rechtens	w5_d535e19911
ist.	w7_d535e19914
Wornach	w9_d535e19917
sich	w11_d535e19920
also	w13_d535e19924
ein	w15_d535e19927
jeder	w1_d535e19932
zu	w3_d535e19935
richten	w5_d535e19938
wissen	w7_d535e19941
wird.	w9_d535e19944
So	w11_d535e19947
beschehen	w13_d535e19951
Wien	w15_d535e19954
den	w1_d535e19959
1.	w3_d535e19962
Martii	w5_d535e19965
1760.	w7_d535e19968
D	w1_d535e19973
</p>
<p id="p14_d535e19976">
Wir	w1_d535e19980
N.	w3_d535e19983
N.	w5_d535e19986
Superintendenten	w7_d535e19989
und	w9_d535e19992
Spitelmei	w11_d535e19995
ster	w1_d535e20000
der	w3_d535e20003
Burger	w5_d535e20006
spital	w7_d535e20009
in	w9_d535e20012
Wien	w11_d535e20015
geben	w13_d535e20019
hiemit	w15_d535e20022
je	w17_d535e20025
dermänniglich	w1_d535e20030
zu	w3_d535e20033
vernehmen,	w5_d535e20036
welcher	w7_d535e20039
gestalten	w9_d535e20042
das	w1_d535e20048
Burger=spitälerische	w3_d535e20051
Bräu=haus	w5_d535e20054
zu	w7_d535e20057
St.	w9_d535e20060
Mayx	w11_d535e20063
dem	w1_d535e20068
licitando	w3_d535e20071
Meist	w5_d535e20074
bietenden	w7_d535e20077
in	w9_d535e20080
Bestand	w11_d535e20083
zu	w13_d535e20087
der	w15_d535e20090
lassen,	w1_d535e20095
und	w3_d535e20098
dasselbe	w5_d535e20101
zur	w7_d535e20104
nächst=künftigen	w9_d535e20107
Michae	w11_d535e20110
lis	w1_d535e20115
zeit	w3_d535e20118
zu	w5_d535e20121
beziehen	w7_d535e20124
seye;	w9_d535e20127
und	w11_d535e20130
zumalen	w13_d535e20134
nun	w15_d535e20137
dieser	w17_d535e20140
wegen	w1_d535e20146
der	w3_d535e20149
dte	w5_d535e20152
des	w7_d535e20155
kommenden	w9_d535e20158
Monats	w11_d535e20161
May	w13_d535e20165
Vor	w15_d535e20168
mittag	w1_d535e20173
um	w3_d535e20176
9.	w5_d535e20179
Uhr	w7_d535e20182
in	w9_d535e20185
der	w11_d535e20188
Burgerspitals=grunk=stu	w13_d535e20192
ben	w1_d535e20197
zu	w3_d535e20200
erscheinen,	w5_d535e20203
zur	w7_d535e20206
Licitations=tag=satzung	w9_d535e20209
be	w11_d535e20212
stimmet	w1_d535e20217
worden;	w3_d535e20220
als	w5_d535e20223
werden	w7_d535e20226
all=diejenige,	w9_d535e20229
so	w11_d535e20232
dieses	w1_d535e20238
Bräuhaus	w3_d535e20241
in	w5_d535e20244
Bestand	w7_d535e20247
zu	w9_d535e20250
nehmen	w11_d535e20253
gesinnet	w13_d535e20257
seynd,	w1_d535e20262
sich	w3_d535e20265
am	w5_d535e20268
obbestimmten	w7_d535e20271
Tag,	w9_d535e20274
Stund,	w11_d535e20277
und	w13_d535e20281
Ort	w1_d535e20286
entweder	w3_d535e20289
selbsten,	w5_d535e20292
oder	w7_d535e20295
durch	w9_d535e20298
genugsame	w11_d535e20301
Be	w13_d535e20305
vollmächtigte	w1_d535e20310
zu	w3_d535e20313
erscheinen	w5_d535e20316
haben,	w7_d535e20319
wo	w9_d535e20322
sodann	w11_d535e20325
das	w13_d535e20329
Wettere	w1_d535e20335
abgehandlet,	w3_d535e20338
und	w5_d535e20341
geschlossen	w7_d535e20344
werden	w9_d535e20347
solle.	w11_d535e20350
Wien	w1_d535e20355
im	w3_d535e20358
Burger=spital	w5_d535e20361
den	w7_d535e20364
12	w9_d535e20367
Martii	w11_d535e20370
1761.	w13_d535e20374
</p>
<p id="p16_d535e20377">
Vol	w1_d535e20381
der	w3_d535e20384
N.	w5_d535e20387
Oe.	w7_d535e20390
Resieraug	w9_d535e20393
wessal,	w11_d535e20396
wird	w13_d535e20400
mie	w15_d535e20403
gegenwärtig=offenem	w1_d535e20408
Edict	w3_d535e20411
jedermänniglich,	w5_d535e20414
so	w7_d535e20417
wol	w1_d535e20422
An	w3_d535e20425
als	w5_d535e20428
Abwesenden,	w7_d535e20431
deme	w9_d535e20434
daran	w11_d535e20437
gelegen,	w13_d535e20441
kund	w1_d535e20447
und	w3_d535e20450
zu	w5_d535e20453
wissen	w7_d535e20456
gemacht:	w9_d535e20459
Es	w11_d535e20462
habe	w13_d535e20466
Regierung	w15_d535e20469
nach	w1_d535e20474
erfolgt	w3_d535e20477
tödtlichen	w5_d535e20480
Hintritt	w7_d535e20483
des	w9_d535e20486
Johann	w11_d535e20489
Ja	w13_d535e20493
cob	w1_d535e20498
Pfändel,	w3_d535e20501
gewest	w5_d535e20504
Kaiserl.	w7_d535e20507
Könzgl.	w9_d535e20510
Wechsei	w11_d535e20513
sensalens,	w1_d535e20518
wie	w3_d535e20521
auch	w5_d535e20524
dessen	w7_d535e20527
Ehegatin	w9_d535e20530
Regina,	w11_d535e20533
auf	w13_d535e20537
Anlangen	w1_d535e20543
des	w3_d535e20546
Joseph	w5_d535e20549
Haagenmüller	w7_d535e20552
/	w9_d535e20555
U.	w11_d535e20558
Docto-	w13_d535e20562
1s,	w1_d535e20567
wie	w3_d535e20570
auch	w5_d535e20573
Hof	w7_d535e20576
und	w9_d535e20579
Gerichts=abvocatens,	w11_d535e20582
als	w1_d535e20587
zur	w3_d535e20590
Abhandlung	w5_d535e20593
solcher	w7_d535e20596
Verlassenschaften	w9_d535e20599
ne	w11_d535e20602
rich	w1_d535e20607
lich	w3_d535e20610
aufgestellten	w5_d535e20613
Curatoris	w7_d535e20616
ad	w9_d535e20619
Actum	w11_d535e20622
zu	w13_d535e20626
Er	w15_d535e20629
zug	w1_d535e20635
desselben	w3_d535e20638
etwa	w5_d535e20641
vorhandenen	w7_d535e20644
Æris	w9_d535e20647
aliens,	w11_d535e20650
felgende	w1_d535e20655
