<doc id="wr_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="2">
<head id="h2_d677e3437">
Warschau	w1_d677e3441
Korn,	w7_d677e7062
46880.	w9_d677e7065
Säcke	w11_d677e7068
Haber,	w1_d677e7073
und	w3_d677e7076
400000.	w5_d677e7079
Rationen	w7_d677e7082
Heu,	w9_d677e7085
oh	w11_d677e7088
ne	w1_d677e7093
Einbegrif	w3_d677e7096
der	w5_d677e7099
zwey	w7_d677e7102
aufgehobenen	w9_d677e7105
Trans	w11_d677e7108
port=zügen.	w1_d677e7113
</p>
<p id="p12_d677e7117">
Alle	w1_d677e7121
Trupen	w3_d677e7124
haben	w5_d677e7127
den	w7_d677e7130
13.	w9_d677e7133
wiederum	w11_d677e7136
ihre	w1_d677e7141
vorige	w3_d677e7144
Stellung	w5_d677e7147
genommen,	w7_d677e7150
und	w9_d677e7153
ist	w11_d677e7156
überhaupt	w1_d677e7161
bey	w3_d677e7164
dieser	w5_d677e7167
ganzen	w7_d677e7170
Unternehmung	w9_d677e7173
kein	w1_d677e7179
Mann	w3_d677e7182
unserer	w5_d677e7185
Seits	w7_d677e7188
verlohren	w9_d677e7191
ge	w11_d677e7194
gangen.	w1_d677e7199
</p>
<head id="h2_d677e7205">
Auszug	w1_d677e7209
eines	w3_d677e7212
Schreibens	w5_d677e7215
aus	w7_d677e7218
dem	w9_d677e7221
Lager	w1_d677e7226
bey	w3_d677e7229
Krumbach	w5_d677e7232
vom	w7_d677e7235
17.	w1_d677e7240
Julii.	w3_d677e7243
</head>
<p id="p4_d677e7246">
Seit	w1_d677e7250
etwelchen	w3_d677e7253
Tagen	w5_d677e7256
sind	w7_d677e7259
in	w9_d677e7262
dem	w11_d677e7265
feind	w13_d677e7269
lichen	w1_d677e7274
Lager	w3_d677e7277
verschiedene	w5_d677e7280
Bewegungen	w7_d677e7283
vor	w9_d677e7286
genommen	w1_d677e7291
worden.	w3_d677e7294
Gestern	w1_d677e7300
Morgens	w3_d677e7303
zohen	w1_d677e7308
sie	w3_d677e7311
in	w5_d677e7314
ihr	w7_d677e7317
Lager	w9_d677e7320
von	w11_d677e7323
Hohenkirchen,	w13_d677e7327
und	w1_d677e7332
Wilhelmthal	w3_d677e7335
zurück,	w5_d677e7338
und	w7_d677e7341
verbreiteten	w9_d677e7344
ihren	w1_d677e7349
rechten	w3_d677e7352
Flügel	w5_d677e7355
an	w7_d677e7358
dem	w9_d677e7361
Bache	w11_d677e7364
von	w13_d677e7368
Werkel	w1_d677e7374
bis	w3_d677e7377
eine	w5_d677e7380
Meile	w7_d677e7383
von	w9_d677e7386
Fritzlar,	w11_d677e7389
ihren	w13_d677e7393
linken	w1_d677e7398
aber	w3_d677e7401
bis	w5_d677e7404
an	w7_d677e7407
den	w9_d677e7410
sogenannten	w11_d677e7413
Wasser	w13_d677e7417
fall;	w1_d677e7422
einige	w3_d677e7425
von	w5_d677e7428
unsern	w7_d677e7431
Detaschementern	w9_d677e7434
verfolgten	w1_d677e7439
bey	w3_d677e7442
dieser	w5_d677e7445
Gelegenheit	w7_d677e7448
ihre	w9_d677e7451
Ar	w11_d677e7454
riere=garde,	w1_d677e7460
und	w3_d677e7463
bemächtigten	w5_d677e7466
sich,	w7_d677e7469
nach	w9_d677e7472
dem	w1_d677e7477
sie	w3_d677e7480
einige	w5_d677e7483
der	w7_d677e7486
Feinde	w9_d677e7489
zu	w11_d677e7492
Kriegsgefan	w13_d677e7496
genen	w1_d677e7501
gemacht,	w3_d677e7504
des	w5_d677e7507
fahrenden	w7_d677e7510
Spitals	w9_d677e7513
der	w11_d677e7516
Engländer.	w1_d677e7521
Der	w1_d677e7527
Herr	w3_d677e7530
von	w5_d677e7533
Chamboran,	w7_d677e7536
Obrister	w1_d677e7541
über	w3_d677e7544
ein	w5_d677e7547
Hussaren=regiment	w7_d677e7550
glei	w9_d677e7553
ches	w1_d677e7558
Namens,	w3_d677e7561
hatte	w5_d677e7564
einige	w7_d677e7567
Täge	w9_d677e7570
vorhero	w11_d677e7573
die	w1_d677e7578
feindliche	w3_d677e7581
Bäckerey,	w5_d677e7584
nebst	w7_d677e7587
einer	w9_d677e7590
Pulver	w11_d677e7593
und	w1_d677e7599
Munitions=convoy,	w3_d677e7602
überfallen,	w5_d677e7605
und	w7_d677e7608
gänzlich	w1_d677e7613
zerstreuet;	w3_d677e7616
er	w5_d677e7619
brache	w7_d677e7622
in	w9_d677e7625
dieser	w11_d677e7628
Ab	w13_d677e7632
sicht	w1_d677e7637
mit	w3_d677e7640
400.	w5_d677e7643
Pferden	w7_d677e7646
in	w9_d677e7649
den	w11_d677e7652
Gegenden	w13_d677e7656
von	w1_d677e7661
Treysa	w3_d677e7664
auf,	w5_d677e7667
und	w7_d677e7670
langte	w9_d677e7673
nach	w11_d677e7676
einem	w13_d677e7680
zurückgelegten	w1_d677e7686
Marsche	w3_d677e7689
von	w5_d677e7692
30.	w7_d677e7695
Meilen	w9_d677e7698
zu	w11_d677e7701
Warburg	w1_d677e7706
an,	w3_d677e7709
allwo	w5_d677e7712
der	w7_d677e7715
ganze	w9_d677e7718
Bäckerey	w11_d677e7721
</p>
<p id="p10_d677e7736">
vorraht	w1_d677e7740
sich	w3_d677e7743
befande,	w5_d677e7746
welchen	w7_d677e7749
er	w9_d677e7752
alsobald	w11_d677e7755
in	w1_d677e7760
seine	w3_d677e7763
Gewalt	w5_d677e7766
bekame,	w7_d677e7769
alle	w9_d677e7772
Jnstrumenta,	w11_d677e7775
und	w1_d677e7780
Karren	w3_d677e7783
zerschmeissen	w5_d677e7786
lassen,	w7_d677e7789
und	w9_d677e7792
210.	w11_d677e7795
Pferde	w1_d677e7801
mit	w3_d677e7804
sich	w5_d677e7807
zurück	w7_d677e7810
gebracht:	w9_d677e7813
er	w11_d677e7816
hätte	w13_d677e7820
deren	w1_d677e7825
noch	w3_d677e7828
mehrere,	w5_d677e7831
allein	w7_d677e7834
weilen	w9_d677e7837
er	w11_d677e7840
besorg	w13_d677e7844
te,	w1_d677e7849
sie	w3_d677e7852
möchten	w5_d677e7855
ihme	w7_d677e7858
auf	w9_d677e7861
dem	w11_d677e7864
Rückzug	w13_d677e7868
be	w15_d677e7871
schwerlich	w1_d677e7876
fallen,	w3_d677e7879
liesse	w5_d677e7882
er	w7_d677e7885
vielen	w9_d677e7888
die	w11_d677e7891
Fla	w13_d677e7895
xen	w1_d677e7901
abhauen.	w3_d677e7904
Die	w5_d677e7907
Garnison	w7_d677e7910
von	w9_d677e7913
War	w11_d677e7916
burg	w1_d677e7921
bliebe	w3_d677e7924
bey	w5_d677e7927
dieser	w7_d677e7930
Vorfallenheit	w9_d677e7933
nicht	w11_d677e7936
müßig,	w1_d677e7941
sie	w3_d677e7944
rückte	w5_d677e7947
aus,	w7_d677e7950
und	w9_d677e7953
wollte	w11_d677e7956
die	w13_d677e7960
an	w15_d677e7963
gefallene	w1_d677e7968
Bäckerey	w3_d677e7971
vertheidigen,	w5_d677e7974
allein	w7_d677e7977
be	w9_d677e7980
sagter	w1_d677e7986
Herr	w3_d677e7989
von	w5_d677e7992
Chamboran	w7_d677e7995
griffe	w9_d677e7998
dieselbe	w11_d677e8001
mit	w1_d677e8006
solcher	w3_d677e8009
Lebhaftigkeit	w5_d677e8012
an,	w7_d677e8015
daß	w9_d677e8018
er	w11_d677e8021
sie	w13_d677e8025
nicht	w1_d677e8030
nur	w3_d677e8033
allein	w5_d677e8036
zurück	w7_d677e8039
triebe,	w9_d677e8042
sondern	w11_d677e8045
auch	w13_d677e8049
60.	w1_d677e8054
Mann,	w3_d677e8057
worunter	w5_d677e8060
sich	w7_d677e8063
ein	w9_d677e8066
Engländischer	w11_d677e8069
Capitain,	w1_d677e8075
so	w3_d677e8078
die	w5_d677e8081
Commissairs=stelle	w7_d677e8084
vertra	w9_d677e8087
te,	w1_d677e8092
sich	w3_d677e8095
befindet,	w5_d677e8098
zu	w7_d677e8101
Kriegs=gefangenen	w9_d677e8104
gemacht.	w1_d677e8109
</p>
<p id="p12_d677e8113">
Den	w1_d677e8117
14.	w3_d677e8120
rückte	w5_d677e8123
ein	w7_d677e8126
Corps	w9_d677e8129
von	w11_d677e8132
dem	w13_d677e8136
feind	w15_d677e8139
lichen	w1_d677e8144
Flügel	w3_d677e8147
gegen	w5_d677e8150
Homburg	w7_d677e8153
vor,	w9_d677e8156
und	w11_d677e8159
ver	w13_d677e8163
drange	w1_d677e8168
den	w3_d677e8171
Hrn.	w5_d677e8174
von	w7_d677e8177
Guerchy	w9_d677e8180
von	w11_d677e8183
denen	w13_d677e8187
An	w15_d677e8190
höhen	w1_d677e8196
von	w3_d677e8199
Melsungen	w5_d677e8202
dergestalten,	w7_d677e8205
daß	w9_d677e8208
er	w11_d677e8211
sich	w1_d677e8216
auf	w3_d677e8219
das	w5_d677e8222
rechte	w7_d677e8225
Ufer	w9_d677e8228
der	w11_d677e8231
Fulda	w13_d677e8235
zurück	w15_d677e8238
zie	w17_d677e8241
ben	w1_d677e8246
müssen;	w3_d677e8249
Nachdeme	w5_d677e8252
aber	w7_d677e8255
dieser	w9_d677e8258
Herr	w11_d677e8261
den	w1_d677e8266
15.	w3_d677e8269
Morgens	w5_d677e8272
mit	w7_d677e8275
frischen	w9_d677e8278
Trupen	w11_d677e8281
ver	w13_d677e8285
stärket	w1_d677e8291
worden,	w3_d677e8294
so	w5_d677e8297
bezohe	w7_d677e8300
er	w9_d677e8303
wiederum	w11_d677e8306
sei	w13_d677e8310
ne	w1_d677e8315
vorige	w3_d677e8318
Stellung	w5_d677e8321
auf	w7_d677e8324
dem	w9_d677e8327
linken	w11_d677e8330
Ufer	w13_d677e8334
dieses	w1_d677e8339
Strohms:	w3_d677e8342
allhier	w5_d677e8345
beunruhigten	w7_d677e8348
ihn	w9_d677e8351
die	w1_d677e8356
Feinde	w3_d677e8359
neuerdingen,	w5_d677e8362
sie	w7_d677e8365
wurden	w9_d677e8368
alle	w11_d677e8371
wiederum	w1_d677e8377
mit	w3_d677e8380
Verlust	w5_d677e8383
abgetrieben,	w7_d677e8386
und	w9_d677e8389
gezwungen,	w1_d677e8394
bis	w3_d677e8397
über	w5_d677e8400
die	w7_d677e8403
Schwalin	w9_d677e8406
und	w11_d677e8409
Eder	w1_d677e8414
zurück	w3_d677e8417
zu	w5_d677e8420
eilen.	w7_d677e8423
Man	w9_d677e8426
kan	w11_d677e8429
keine	w13_d677e8433
schö	w15_d677e8436
nere	w1_d677e8441
und	w3_d677e8444
Regel=mäßigere	w5_d677e8447
Veranstaltungen	w7_d677e8450
ausfindig	w1_d677e8456
machen,	w3_d677e8459
als	w5_d677e8462
diejenige	w7_d677e8465
waren,	w9_d677e8468
so	w1_d677e8473
der	w3_d677e8476
Hr.	w5_d677e8479
von	w7_d677e8482
Guerchy	w9_d677e8485
bey	w11_d677e8488
allen	w13_d677e8492
diesen	w15_d677e8495
Die	w1_d677e8500
Unternehmungen	w1_d677e8505
getroffen	w3_d677e8508
hatte.	w5_d677e8511
stätshin	w1_d677e8517
anlangende	w3_d677e8520
Deserteurs	w5_d677e8523
sagen	w7_d677e8526
ein	w9_d677e8529
hellig	w1_d677e8534
aus,	w3_d677e8537
daß	w5_d677e8540
der	w7_d677e8543
Hanöverische	w9_d677e8546
General	w11_d677e8549
Scheell	w1_d677e8554
hiebey	w3_d677e8557
getödtet	w5_d677e8560
worden.	w7_d677e8563
Des	w1_d677e8568
Haupt=quartier	w1_d677e8574
ist	w3_d677e8577
seit	w5_d677e8580
den	w7_d677e8583
15.	w9_d677e8586
dieses	w11_d677e8589
hie	w13_d677e8593
her	w1_d677e8598
verleget	w3_d677e8601
worden.	w5_d677e8604
</p>
<head id="h2_d677e8610">
Leipzig	w1_d677e8614
19.	w3_d677e8617
Julii.	w5_d677e8620
</head>
<p id="p4_d677e8623">
Die	w1_d677e8627
jüngst	w3_d677e8630
aus	w5_d677e8633
Hamburg	w7_d677e8636
hier	w9_d677e8639
eingetrof	w11_d677e8642
</p>
<p id="p6_d677e8645">
fene	w1_d677e8649
Briefschaften	w3_d677e8652
enthielten	w5_d677e8655
folgende	w7_d677e8658
nö	w9_d677e8661
here	w1_d677e8666
Umstände	w3_d677e8669
von	w5_d677e8672
denen	w7_d677e8675
nunmehro	w9_d677e8678
allda	w11_d677e8681
überhand	w1_d677e8686
genommenen	w3_d677e8689
Anruhen.	w5_d677e8692
Die	w7_d677e8695
Königl.	w1_d677e8701
Dänischen	w3_d677e8704
Trupen	w5_d677e8707
hätten	w7_d677e8710
sich	w9_d677e8713
in	w11_d677e8716
den	w1_d677e8721
prächtigen	w3_d677e8724
Gärten	w5_d677e8727
zu	w7_d677e8730
Ham	w9_d677e8733
und	w11_d677e8736
Horn	w13_d677e8740
sehr	w1_d677e8745
wol	w3_d677e8748
seyn	w5_d677e8751
lassen.	w7_d677e8754
Vom	w9_d677e8757
18.	w11_d677e8760
bis	w13_d677e8764
zum	w15_d677e8767
20.	w1_d677e8772
wären	w3_d677e8775
von	w5_d677e8778
allen	w7_d677e8781
Enden	w9_d677e8784
der	w11_d677e8787
auf	w13_d677e8791
dem	w15_d677e8794
Hamburger	w1_d677e8800
Berge,	w3_d677e8803
vor	w5_d677e8806
dem	w7_d677e8809
Damm=thore,	w9_d677e8812
in	w1_d677e8817
der	w3_d677e8820
Vorstadt	w5_d677e8823
St.	w7_d677e8826
Jürgen,	w9_d677e8829
und	w11_d677e8832
in	w13_d677e8836
an	w15_d677e8839
dern	w1_d677e8844
Gegenden	w3_d677e8847
des	w5_d677e8850
Hamburgischen	w7_d677e8853
Terri	w9_d677e8856
torii	w1_d677e8861
wohnenden	w3_d677e8864
Einwohner,	w5_d677e8867
ja	w7_d677e8870
auch	w9_d677e8873
vie	w11_d677e8876
ler	w1_d677e8882
von	w3_d677e8885
Altona	w5_d677e8888
ganz	w7_d677e8891
eilfertiges	w9_d677e8894
Flüch	w11_d677e8897
ten	w1_d677e8902
in	w3_d677e8905
die	w5_d677e8908
Stadt	w7_d677e8911
kläglich	w9_d677e8914
und	w11_d677e8917
fürchterlich	w13_d677e8921
anzusehen	w1_d677e8926
gewesen.	w3_d677e8929
Der	w5_d677e8932
Gottesdienst	w7_d677e8935
sey	w9_d677e8938
den	w1_d677e8943
20.	w3_d677e8946
unter	w5_d677e8949
Unruhe	w7_d677e8952
und	w9_d677e8955
Schröcken	w11_d677e8958
abge	w13_d677e8962
halten	w1_d677e8968
worden.	w3_d677e8971
Besonders	w5_d677e8974
aber	w7_d677e8977
wird	w9_d677e8980
die	w11_d677e8983
Bewegung	w1_d677e8988
des	w3_d677e8991
Pöbels	w5_d677e8994
gegen	w7_d677e8997
die	w9_d677e9000
Dänische	w11_d677e9003
Werber	w1_d677e9008
folgender	w3_d677e9011
gestalt	w5_d677e9014
erzehlet:	w7_d677e9017
Den	w9_d677e9020
20.	w1_d677e9025
gegen	w3_d677e9028
Abend	w5_d677e9031
nämlich	w7_d677e9034
um	w9_d677e9037
7.	w11_d677e9040
Uhr	w13_d677e9044
ent	w15_d677e9047
stund	w1_d677e9053
auf	w3_d677e9056
dem	w5_d677e9059
Zeughaus=markte	w7_d677e9062
unter	w9_d677e9065
dem	w11_d677e9068
gemeinen	w1_d677e9073
Volke	w3_d677e9076
und	w5_d677e9079
denen	w7_d677e9082
Dänischen	w9_d677e9085
Wer	w11_d677e9088
bern	w1_d677e9093
einige	w3_d677e9096
Unruhe,	w5_d677e9099
worauf	w7_d677e9102
aber	w9_d677e9105
sogleich	w11_d677e9108
ein	w1_d677e9113
Dekaschement	w3_d677e9116
dahin	w5_d677e9119
gesendet	w7_d677e9122
wurde,	w9_d677e9125
und	w11_d677e9128
man	w1_d677e9134
postirte	w3_d677e9137
sowol	w5_d677e9140
vor	w7_d677e9143
als	w9_d677e9146
in	w11_d677e9149
und	w13_d677e9153
ausser	w15_d677e9156
dem	w1_d677e9161
Altonaer=thore	w3_d677e9164
doppelte	w5_d677e9167
Wachten,	w7_d677e9170
und	w9_d677e9173
an	w1_d677e9178
jedem	w3_d677e9181
Schlagbaum	w5_d677e9184
derer	w7_d677e9187
Thore	w9_d677e9190
stellte	w11_d677e9193
man	w1_d677e9198
ebenmäßig	w3_d677e9201
2.	w5_d677e9204
Mann	w7_d677e9207
von	w9_d677e9210
der	w11_d677e9213
Miliz.	w13_d677e9217
Um	w1_d677e9223
8.	w3_d677e9226
Uhr	w5_d677e9229
mochte	w7_d677e9232
es	w9_d677e9235
seyn,	w11_d677e9238
als	w13_d677e9242
sich	w15_d677e9245
einige	w17_d677e9248
Handwerks=bursche	w1_d677e9253
dem	w3_d677e9256
Werbe=hause	w5_d677e9259
nä	w7_d677e9262
herten,	w1_d677e9267
und	w3_d677e9270
mit	w5_d677e9273
dem	w7_d677e9276
daselbst	w9_d677e9279
befindlichen	w11_d677e9282
Königl.	w1_d677e9287
Dänischen	w3_d677e9290
Husaren=officier	w5_d677e9293
in	w7_d677e9296
ein	w9_d677e9299
Gespräch	w1_d677e9305
einliessen,	w3_d677e9308
und	w5_d677e9311
sich	w7_d677e9314
stellten,	w9_d677e9317
als	w11_d677e9320
wenn	w1_d677e9325
sie	w3_d677e9328
Lust	w5_d677e9331
hätten,	w7_d677e9334
Dienste	w9_d677e9337
zu	w11_d677e9340
nehmen;	w13_d677e9344
ehe	w1_d677e9349
man	w3_d677e9352
sichs	w5_d677e9355
aber	w7_d677e9358
versahe,	w9_d677e9361
ergrif	w11_d677e9364
einer	w13_d677e9368
von	w1_d677e9373
denen	w3_d677e9376
Handwerks=burschen	w5_d677e9379
das	w7_d677e9382
Dä	w9_d677e9385
nische	w1_d677e9391
Werbe=schild,	w3_d677e9394
worauf	w5_d677e9397
3.	w7_d677e9400
Husaren	w9_d677e9403
in	w1_d677e9408
völliger	w3_d677e9411
Montur	w5_d677e9414
gemahlt	w7_d677e9417
stunden,	w9_d677e9420
und	w11_d677e9423
warf	w1_d677e9428
solches	w3_d677e9431
auf	w5_d677e9434
die	w7_d677e9437
Erde,	w9_d677e9440
da	w11_d677e9443
denn,	w13_d677e9447
sobald	w15_d677e9450
dieses	w1_d677e9455
geschehen,	w3_d677e9458
viele	w5_d677e9461
tausend	w7_d677e9464
Menschen	w9_d677e9467
im	w1_d677e9473
Augenblick	w3_d677e9476
vor	w5_d677e9479
dem	w7_d677e9482
Hause	w9_d677e9485
versammlet	w11_d677e9488
waren,	w1_d677e9493
und	w3_d677e9496
da	w5_d677e9499
der	w7_d677e9502
Pöbel	w9_d677e9505
so	w11_d677e9508
zustürmte,	w13_d677e9512
daß	w1_d677e9517
man	w3_d677e9520
um	w5_d677e9523
den	w7_d677e9526
Officier	w9_d677e9529
sowol,	w11_d677e9532
als	w13_d677e9536
um	w15_d677e9539
die	w1_d677e9544
</p>
<p id="p10_d677e9549">
die	w1_d677e9553
Niederreissung	w3_d677e9556
des	w5_d677e9559
Werbe=hauses	w7_d677e9562
be	w9_d677e9565
sorgt	w1_d677e9570
wurde,	w3_d677e9573
sandte	w5_d677e9576
unser	w7_d677e9579
Herr	w9_d677e9582
Commen	w11_d677e9585
dant	w1_d677e9590
sogleich	w3_d677e9593
300.	w5_d677e9596
Mann	w7_d677e9599
Militz	w9_d677e9602
mit	w11_d677e9605
gela	w13_d677e9609
denem	w1_d677e9615
Gewehr	w3_d677e9618
und	w5_d677e9621
aufgepflanztem	w7_d677e9624
Bajo	w9_d677e9627
net,	w1_d677e9632
nebst	w3_d677e9635
25.	w5_d677e9638
Dragonern,	w7_d677e9641
welche	w9_d677e9644
der	w11_d677e9647
Wuth	w1_d677e9652
des	w3_d677e9655
Pöbels	w5_d677e9658
Einhalt	w7_d677e9661
thun	w9_d677e9664
sollten.	w11_d677e9667
Diese	w1_d677e9672
drangen	w3_d677e9675
auch	w5_d677e9678
sogleich	w7_d677e9681
unter	w9_d677e9684
das	w11_d677e9687
Volk,	w13_d677e9691
und	w1_d677e9697
waren	w3_d677e9700
so	w5_d677e9703
glücklich,	w7_d677e9706
es	w9_d677e9709
nach	w11_d677e9712
einigem	w13_d677e9716
Widerstande	w1_d677e9721
zu	w3_d677e9724
zerstreuen,	w5_d677e9727
und	w7_d677e9730
nachdem	w9_d677e9733
dieses	w1_d677e9738
geschehen,	w3_d677e9741
ward	w5_d677e9744
das	w7_d677e9747
Werbe=haus	w9_d677e9750
mit	w1_d677e9755
50.	w3_d677e9758
Mann	w5_d677e9761
Jnfanterie	w7_d677e9764
besetzet,	w9_d677e9767
und	w11_d677e9770
das	w1_d677e9776
Andringen	w3_d677e9779
des	w5_d677e9782
Pöbels	w7_d677e9785
verhindert,	w9_d677e9788
auch	w11_d677e9791
desselben	w1_d677e9796
Vorhaben	w3_d677e9799
auf	w5_d677e9802
diese	w7_d677e9805
Weise	w9_d677e9808
zernich	w11_d677e9811
tet.	w1_d677e9816
Um	w3_d677e9819
aber	w5_d677e9822
nicht	w7_d677e9825
noch	w9_d677e9828
mehreren	w11_d677e9831
Folgen	w13_d677e9835
sich	w1_d677e9840
unterwürfig	w3_d677e9843
zu	w5_d677e9846
machen,	w7_d677e9849
und	w9_d677e9852
die	w11_d677e9855
noch	w13_d677e9859
besorgliche	w1_d677e9865
Unruhen	w3_d677e9868
gänzlich	w5_d677e9871
zu	w7_d677e9874
hemmen;	w9_d677e9877
so	w1_d677e9882
ward	w3_d677e9885
der	w5_d677e9888
Husaren=officier	w7_d677e9891
nebst	w9_d677e9894
seinen	w11_d677e9897
Untergebenen	w1_d677e9902
unter	w3_d677e9905
einer	w5_d677e9908
starken	w7_d677e9911
Bedeckung	w9_d677e9914
von	w1_d677e9919
hier	w3_d677e9922
bis	w5_d677e9925
nach	w7_d677e9928
Altona	w9_d677e9931
begleitet,	w11_d677e9934
und	w13_d677e9938
hinter	w1_d677e9944
ihm	w3_d677e9947
ward	w5_d677e9950
sogleich	w7_d677e9953
das	w9_d677e9956
Thor	w11_d677e9959
gesper	w13_d677e9963
ret,	w1_d677e9968
und	w3_d677e9971
aller	w5_d677e9974
Unfug	w7_d677e9977
war	w9_d677e9980
nunmehro	w11_d677e9983
auf	w13_d677e9987
einmal	w1_d677e9992
vorbey.	w3_d677e9995
Mittwochs,	w5_d677e9998
als	w7_d677e10001
den	w9_d677e10004
23.	w11_d677e10007
Junii,	w1_d677e10012
sey	w3_d677e10015
hierauf,	w5_d677e10018
nachdem	w7_d677e10021
dasjenige,	w9_d677e10024
was	w11_d677e10027
Se.	w1_d677e10033
Königl.	w3_d677e10036
Majestät	w5_d677e10039
in	w7_d677e10042
Dännemark	w9_d677e10045
ge	w11_d677e10048
fordert,	w1_d677e10053
bewilliget	w3_d677e10056
worden,	w5_d677e10059
von	w7_d677e10062
den	w9_d677e10065
Kö	w11_d677e10068
nigl.	w1_d677e10073
Dänischen	w3_d677e10076
Trupen	w5_d677e10079
nichts	w7_d677e10082
mehr	w9_d677e10085
zu	w11_d677e10088
se	w13_d677e10092
hen	w1_d677e10097
und	w3_d677e10100
zu	w5_d677e10103
hören	w7_d677e10106
gewesen.	w9_d677e10109
</p>
<head id="h2_d677e10115">
Wien	w1_d677e10119
den	w3_d677e10122
28.	w5_d677e10125
Julii	w7_d677e10128
1762.	w9_d677e10131
</head>
<p id="p4_d677e10134">
Montags	w1_d677e10138
den	w3_d677e10141
26.	w5_d677e10144
Julii,	w7_d677e10147
als	w9_d677e10150
am	w11_d677e10153
St.	w13_d677e10157
Anna	w15_d677e10160
fest	w1_d677e10167
ware	w3_d677e10170
der	w5_d677e10173
gewöhnliche	w7_d677e10176
Gottesdienst	w9_d677e10179
in	w1_d677e10184
der	w3_d677e10187
Schloß=kapelle	w5_d677e10190
zu	w7_d677e10193
Schönbrunn.	w9_d677e10196
Die	w1_d677e10202
Herren	w3_d677e10205
Bottschafter,	w5_d677e10208
Gesandte,	w7_d677e10211
und	w9_d677e10214
der	w1_d677e10219
Adel	w3_d677e10222
sind	w5_d677e10225
daselbst	w7_d677e10228
in	w9_d677e10231
Gala	w11_d677e10234
erschienen,	w13_d677e10238
und	w1_d677e10243
haben	w3_d677e10246
bey	w5_d677e10249
Jhrer	w7_d677e10252
Königl.	w9_d677e10255
Hoheit,	w11_d677e10258
der	w13_d677e10262
Durchl.	w1_d677e10267
Erz=herzogin	w3_d677e10270
Maria	w5_d677e10273
Anna	w7_d677e10276
ihre	w9_d677e10279
Glück=wünschungs=complimenten	w1_d677e10285
abgele	w3_d677e10288
get.	w1_d677e10293
Abends	w3_d677e10296
ist	w5_d677e10299
in	w7_d677e10302
dem	w9_d677e10305
daselbigen	w11_d677e10308
Theatro	w13_d677e10312
ein	w1_d677e10317
Französisches	w3_d677e10320
neues	w5_d677e10323
Lustspiel	w7_d677e10326
aufgefüh	w9_d677e10329
ret	w1_d677e10334
worden.	w3_d677e10337
</p>
<p id="p6_d677e10340">
Seit	w1_d677e10344
dem	w3_d677e10347
vergangenen	w5_d677e10350
Mittwoch	w7_d677e10353
sind	w9_d677e10356
hier	w1_d677e10361
verschiedene	w3_d677e10364
Curiers,	w5_d677e10367
theils	w7_d677e10370
aus	w9_d677e10373
War	w11_d677e10376
schau,	w1_d677e10381
theils	w3_d677e10384
aus	w5_d677e10387
Petersburg	w7_d677e10390
an	w9_d677e10393
den	w11_d677e10396
hiesi	w13_d677e10400
</p>
<p id="p8_d677e10403">
an	w1_d677e10407
einige	w3_d677e10410
Minister	w5_d677e10413
auswärti	w7_d677e10416
ger	w1_d677e10421
Höfe	w3_d677e10424
hier	w5_d677e10427
angekommen,	w7_d677e10430
welche	w9_d677e10433
die	w11_d677e10436
Nachricht,	w1_d677e10441
und	w3_d677e10444
ihre	w5_d677e10447
Bestättigung	w7_d677e10450
mitbrach	w9_d677e10453
ten,	w1_d677e10459
daß	w3_d677e10462
der	w5_d677e10465
Rußische	w7_d677e10468
Kaiser	w9_d677e10471
den	w11_d677e10474
9.	w13_d677e10478
dieses	w15_d677e10481
Monats	w1_d677e10486
des	w3_d677e10489
Reiches	w5_d677e10492
entsetzet,	w7_d677e10495
und	w9_d677e10498
der	w11_d677e10501
Kai	w13_d677e10505
serin	w1_d677e10510
Majestät	w3_d677e10513
mit	w5_d677e10516
allgemeiner	w7_d677e10519
Freude	w9_d677e10522
zur	w11_d677e10525
Selbstherrscherin	w1_d677e10530
aller	w3_d677e10533
Reussen	w5_d677e10536
ausgeruffen	w7_d677e10539
worden,	w1_d677e10545
auch	w3_d677e10548
die	w5_d677e10551
Regierung	w7_d677e10554
glücklich	w9_d677e10557
an	w11_d677e10560
getrerten	w1_d677e10565
haben;	w3_d677e10568
wovon	w5_d677e10571
in	w7_d677e10574
Dero	w9_d677e10577
höchstem	w11_d677e10580
Namen	w1_d677e10585
der	w3_d677e10588
hiesige	w5_d677e10591
Rußisch=Kaiserliche	w7_d677e10594
Bot	w9_d677e10597
schafter	w1_d677e10602
Herr	w3_d677e10605
Fürst	w5_d677e10608
v.	w7_d677e10611
Galliezin	w9_d677e10614
die	w11_d677e10617
freund	w13_d677e10621
schaftliche	w1_d677e10627
Eröfnung	w3_d677e10630
dem	w5_d677e10633
Kaiserl.	w7_d677e10636
Königl.	w9_d677e10639
Hof	w1_d677e10644
alhier	w3_d677e10647
gemacht	w5_d677e10650
hat.	w7_d677e10653
</p>
<p id="p10_d677e10656">
Den	w1_d677e10660
7.	w3_d677e10663
laufenden	w5_d677e10666
Monats	w7_d677e10669
Julii	w9_d677e10672
ist	w11_d677e10675
all	w13_d677e10679
hier	w1_d677e10684
die	w3_d677e10687
Ziehung	w5_d677e10690
der	w7_d677e10693
K.	w9_d677e10696
K.	w11_d677e10699
Lotterie	w13_d677e10703
vor	w15_d677e10706
sich	w17_d677e10709
gegangen,	w1_d677e10714
und	w3_d677e10717
die	w5_d677e10720
