<doc id="wr_1759-04-11" attrs="word" year="1759" month="04" day="11" corpus="2">
<head id="h2_d338e3632">
Coburg	w1_d338e3636
drey	w9_d338e17973
Jahren	w11_d338e17976
die	w13_d338e17980
Auswei	w15_d338e17983
sung	w1_d338e17988
gemacht,	w3_d338e17991
mithin	w5_d338e17994
sothane	w7_d338e17997
Gelder	w9_d338e18000
von	w11_d338e18003
denen	w13_d338e18007
Herrschaften	w1_d338e18012
keineswegs	w3_d338e18015
mehr	w5_d338e18018
an	w7_d338e18021
sich	w9_d338e18024
gezogen	w11_d338e18027
werden	w1_d338e18033
sollen;	w3_d338e18036
</p>
<p id="p8_d338e18039">
Jst	w1_d338e18043
demnach	w3_d338e18046
im	w5_d338e18049
Namen	w7_d338e18052
Jhrer	w9_d338e18055
Kais.	w11_d338e18058
Königl.	w13_d338e18062
Apostol.	w1_d338e18067
Majestät	w3_d338e18070
unser	w5_d338e18073
allergnädigsten	w7_d338e18076
Frauen	w9_d338e18079
rc.	w11_d338e18082
an	w1_d338e18087
alle	w3_d338e18090
respectivè	w5_d338e18093
Herren	w7_d338e18096
Gerhaben,	w9_d338e18099
Curatoren,	w11_d338e18102
wie	w1_d338e18108
auch	w3_d338e18111
Fidei-Commiss=inhabere,	w5_d338e18114
deren	w7_d338e18117
An	w9_d338e18120
warteren,	w1_d338e18125
und	w3_d338e18128
Curatoren	w5_d338e18131
mein	w7_d338e18134
Befehl	w9_d338e18137
hiemit,	w11_d338e18140
daß	w1_d338e18145
dieselbe	w3_d338e18148
das	w5_d338e18151
denen	w7_d338e18154
minder=jährigen	w9_d338e18157
von	w11_d338e18160
ihren	w13_d338e18164
Müttern,	w1_d338e18169
oder	w3_d338e18172
auch	w5_d338e18175
einen	w7_d338e18178
Terrio	w9_d338e18181
angefallene,	w11_d338e18184
und	w13_d338e18188
bis	w1_d338e18194
anhero	w3_d338e18197
etwa	w5_d338e18200
nicht	w7_d338e18203
versicherte	w9_d338e18206
Vermögen,	w11_d338e18209
wie	w13_d338e18213
auch	w1_d338e18218
die	w3_d338e18221
bey	w5_d338e18224
denen	w7_d338e18227
Fidei-Commiss-gütern	w9_d338e18230
zu	w11_d338e18233
Herrschafts=handen	w1_d338e18238
genommene	w3_d338e18241
Waysen=deposi-	w5_d338e18244
ten,	w1_d338e18249
und	w3_d338e18252
Cautions-gelder	w5_d338e18255
inner	w7_d338e18258
denen	w9_d338e18261
nächsten	w11_d338e18264
zwey	w1_d338e18270
Monaten	w3_d338e18273
bey	w5_d338e18276
100.	w7_d338e18279
Ducaten	w9_d338e18282
Pönfall	w11_d338e18285
anzer	w13_d338e18289
gen,	w1_d338e18294
und	w3_d338e18297
das	w5_d338e18300
wegen	w7_d338e18303
der	w9_d338e18306
N.	w11_d338e18309
Oe.	w13_d338e18313
Land=tafel	w15_d338e18316
pu-	w17_d338e18319
blicirte	w1_d338e18324
Patent,	w3_d338e18327
wie	w5_d338e18330
auch	w7_d338e18333
obberührt	w9_d338e18336
hierüber	w11_d338e18339
wel	w13_d338e18343
ters	w1_d338e18348
ergangene	w3_d338e18351
allerhöchste	w5_d338e18354
Resolution	w7_d338e18357
alsogewiß	w9_d338e18360
genauest	w1_d338e18366
befolgen,	w3_d338e18369
als	w5_d338e18372
im	w7_d338e18375
widrigen	w9_d338e18378
gegen	w11_d338e18381
dieselbe	w13_d338e18385
der	w1_d338e18390
Regrese	w3_d338e18393
genommen,	w5_d338e18396
auch	w7_d338e18399
gestalten	w9_d338e18402
Dingen	w11_d338e18405
noch	w1_d338e18410
ansonsten,	w3_d338e18413
was	w5_d338e18416
Rechtens	w7_d338e18419
ist,	w9_d338e18422
vorgekehret	w11_d338e18425
werden	w1_d338e18430
solle;	w3_d338e18433
hieran	w5_d338e18436
beschiet	w7_d338e18439
allerhöchst	w9_d338e18442
besagt	w11_d338e18445
Jhrer	w1_d338e18451
Kaiserl.	w3_d338e18454
Königl.	w5_d338e18457
Apostol.	w7_d338e18460
Majestät	w9_d338e18463
unser	w11_d338e18466
allergnädigsten	w1_d338e18471
Frauen	w3_d338e18474
rc.	w5_d338e18477
gefälligster	w7_d338e18480
Willen	w9_d338e18483
und	w11_d338e18486
Meinung.	w1_d338e18491
Actum	w3_d338e18494
Wien	w5_d338e18497
den	w7_d338e18500
12.	w9_d338e18503
Martii	w11_d338e18506
1757	w13_d338e18510
</p>
<head id="h2_d338e18608">
Aus	w1_d338e18612
Portugall.	w3_d338e18615
</head>
<p id="p4_d338e18618">
Der	w1_d338e18622
3.	w3_d338e18625
Septemb.	w5_d338e18628
des	w7_d338e18631
vorigen	w9_d338e18634
Jahrs	w11_d338e18637
ist	w13_d338e18641
ein	w1_d338e18646
so	w3_d338e18649
merkwürdiger	w5_d338e18652
Tag	w7_d338e18655
in	w9_d338e18658
der	w11_d338e18661
Por	w13_d338e18665
tugesischen	w1_d338e18670
Geschichte,	w3_d338e18673
daß	w5_d338e18676
es	w7_d338e18679
keinem	w9_d338e18682
auf	w11_d338e18685
merksamen	w1_d338e18691
Leser	w3_d338e18694
verdrüßlich	w5_d338e18697
werden	w7_d338e18700
kan,	w9_d338e18703
wann	w1_d338e18708
man	w3_d338e18711
davon	w5_d338e18714
noch	w7_d338e18717
immer	w9_d338e18720
einige	w11_d338e18723
Annec	w13_d338e18727
doten	w1_d338e18732
nachbringet,	w3_d338e18735
die	w5_d338e18738
ihme	w7_d338e18741
bishero	w9_d338e18744
unbe	w11_d338e18747
kannt	w1_d338e18752
gewesen.	w3_d338e18755
Einen	w5_d338e18758
der	w7_d338e18761
ausführlichsten	w9_d338e18764
Berichte,	w1_d338e18770
welche	w3_d338e18773
von	w5_d338e18776
dem	w7_d338e18779
mörderischen	w9_d338e18782
An	w11_d338e18785
fall	w1_d338e18790
auf	w3_d338e18793
den	w5_d338e18796
König,	w7_d338e18799
bis	w9_d338e18802
zu	w11_d338e18805
der	w13_d338e18809
Hinrichtung	w15_d338e18812
derer	w1_d338e18817
Missethäter	w3_d338e18820
verfasset	w5_d338e18823
worden,	w7_d338e18826
siehet	w9_d338e18829
man	w1_d338e18834
jetzo	w3_d338e18837
in	w5_d338e18840
einem	w7_d338e18843
glaubwürdigen	w9_d338e18846
Schrei	w11_d338e18849
ben	w1_d338e18855
des	w3_d338e18858
Hrn.	w5_d338e18861
Hughes,	w7_d338e18864
eines	w9_d338e18867
Engländischen	w11_d338e18870
Edel=manns	w1_d338e18875
zu	w3_d338e18878
Lisabon,	w5_d338e18881
an	w7_d338e18884
einen	w9_d338e18887
seiner	w11_d338e18890
Freunde	w1_d338e18895
zu	w3_d338e18898
Londen	w5_d338e18901
vom	w7_d338e18904
20.	w9_d338e18907
Jan.	w11_d338e18910
1759.	w13_d338e18914
Folgende	w1_d338e18919
Stellen	w3_d338e18922
aus	w5_d338e18925
demselben	w7_d338e18928
hat	w9_d338e18931
man	w11_d338e18934
unseres	w1_d338e18940
Wissens	w3_d338e18943
in	w5_d338e18946
anderen	w7_d338e18949
Nachrichten	w9_d338e18952
noch	w1_d338e18957
nicht	w3_d338e18960
gefunden:	w5_d338e18963
</p>
<p id="p6_d338e18966">
Man	w1_d338e18970
wird	w3_d338e18973
Zweifels	w5_d338e18976
ohne	w7_d338e18979
neugierig	w9_d338e18982
seyn,	w11_d338e18985
zu	w1_d338e18990
wissen,	w3_d338e18993
wie	w5_d338e18996
die	w7_d338e18999
Zusammen=verschwörung	w9_d338e19002
entdecket	w1_d338e19007
worden.	w3_d338e19010
So	w5_d338e19013
romanenhaft	w7_d338e19016
die	w9_d338e19019
Erzählung	w1_d338e19025
von	w3_d338e19028
dieser	w5_d338e19031
Cntdeckung	w7_d338e19034
lautet,	w9_d338e19037
so	w11_d338e19040
wahrhaft	w1_d338e19045
ist	w3_d338e19048
sie.	w5_d338e19051
Da	w7_d338e19054
der	w9_d338e19057
Herzog	w11_d338e19060
von	w13_d338e19064
Aveiro	w1_d338e19069
und	w3_d338e19072
seine	w5_d338e19075
zween	w7_d338e19078
Bravos	w9_d338e19081
(Banditen)	w11_d338e19084
anfänglich	w1_d338e19089
nicht	w3_d338e19092
zweifelten,	w5_d338e19095
daß	w7_d338e19098
sie	w9_d338e19101
den	w11_d338e19104
vor	w13_d338e19108
gehabten	w1_d338e19114
Mord	w3_d338e19117
vollbracht	w5_d338e19120
hätten,	w7_d338e19123
so	w9_d338e19126
kehrten	w11_d338e19129
sie	w1_d338e19134
geraden	w3_d338e19137
Weegs	w5_d338e19140
nach	w7_d338e19143
Lisabon	w9_d338e19146
zurück,	w11_d338e19149
und	w13_d338e19153
begaben	w1_d338e19158
sich	w3_d338e19161
nach	w5_d338e19164
dem	w7_d338e19167
Haus	w9_d338e19170
eines	w11_d338e19173
dieser	w13_d338e19177
Banditen.	w1_d338e19182
Als	w1_d338e19188
dessen	w3_d338e19191
Frau	w5_d338e19194
den	w7_d338e19197
Herzog	w9_d338e19200
sahe,	w1_d338e19205
und	w3_d338e19208
eben	w5_d338e19211
ihren	w7_d338e19214
Brudern,	w9_d338e19217
einen	w11_d338e19220
Hand	w13_d338e19224
schuh=krämer	w1_d338e19229
zu	w3_d338e19232
Lisabon	w5_d338e19235
bey	w7_d338e19238
sich	w9_d338e19241
hatte,	w11_d338e19244
so	w13_d338e19248
schupfte	w1_d338e19253
sie	w3_d338e19256
diesen	w5_d338e19259
in	w7_d338e19262
ein	w9_d338e19265
benachbartes	w11_d338e19268
Ca	w13_d338e19272
binet	w1_d338e19278
von	w3_d338e19281
dem	w5_d338e19284
Zimmer,	w7_d338e19287
wo	w9_d338e19290
jene	w11_d338e19293
eintraten.	w13_d338e19297
Sie	w1_d338e19302
ware	w3_d338e19305
so	w5_d338e19308
eilfertig	w7_d338e19311
und	w9_d338e19314
so	w11_d338e19317
beängstiget,	w13_d338e19321
daß	w1_d338e19326
sie	w3_d338e19329
nicht	w5_d338e19332
wuste,	w7_d338e19335
was	w9_d338e19338
sie	w11_d338e19341
thate.	w13_d338e19345
Es	w15_d338e19348
ist	w17_d338e19351
zu	w1_d338e19356
merken,	w3_d338e19359
daß	w5_d338e19362
ihr	w7_d338e19365
Haus	w9_d338e19368
der	w11_d338e19371
gewöhnli	w13_d338e19375
che	w1_d338e19381
Versammlungs=ort	w3_d338e19384
derer	w5_d338e19387
Mörder	w7_d338e19390
ware,	w9_d338e19393
</p>
<p id="p8_d338e19396">
und	w1_d338e19400
daß	w3_d338e19403
es	w5_d338e19406
schwer	w7_d338e19409
gewesen,	w9_d338e19412
daß	w11_d338e19415
sie	w13_d338e19419
von	w15_d338e19422
de	w17_d338e19425
ren	w1_d338e19430
Absichten	w3_d338e19433
ganz	w5_d338e19436
nichts	w7_d338e19439
erfahren	w9_d338e19442
haben	w11_d338e19445
sollte.	w1_d338e19450
Jn	w1_d338e19456
der	w3_d338e19459
That	w5_d338e19462
scheinet	w7_d338e19465
ihr	w9_d338e19468
Schre	w11_d338e19471
cken	w1_d338e19476
bey	w3_d338e19479
dem	w5_d338e19482
Anblick	w7_d338e19485
dieser	w9_d338e19488
Unmenschen	w11_d338e19491
ein	w13_d338e19495
Beweis	w1_d338e19500
von	w3_d338e19503
ihrer	w5_d338e19506
Mitwissenschaft	w7_d338e19509
um	w9_d338e19512
die	w11_d338e19515
That	w1_d338e19520
zu	w3_d338e19523
seyn.	w5_d338e19526
Der	w7_d338e19529
Handschuhkrä	w9_d338e19532
mer	w1_d338e19538
brachte	w3_d338e19541
den	w5_d338e19544
Rest	w7_d338e19547
der	w9_d338e19550
Nacht	w11_d338e19553
in	w13_d338e19557
dem	w15_d338e19560
Ca	w17_d338e19563
binette	w1_d338e19568
zu,	w3_d338e19571
und	w5_d338e19574
ihme	w7_d338e19577
allein	w9_d338e19580
hat	w11_d338e19583
man	w13_d338e19587
die	w15_d338e19590
Entdeckung	w1_d338e19595
des	w3_d338e19598
Complottes	w5_d338e19601
zu	w7_d338e19604
danken.	w9_d338e19607
Der	w11_d338e19610
Herzog,	w1_d338e19615
der	w3_d338e19618
sich	w5_d338e19621
in	w7_d338e19624
dem	w9_d338e19627
Zimmer	w11_d338e19630
mit	w13_d338e19634
seinen	w15_d338e19637
zween	w1_d338e19643
Gehülfen	w3_d338e19646
sicher	w5_d338e19649
zu	w7_d338e19652
seyn	w9_d338e19655
glaubte,	w11_d338e19658
fien	w13_d338e19662
ge	w1_d338e19667
an	w3_d338e19670
von	w5_d338e19673
seiner	w7_d338e19676
Laster=that	w9_d338e19679
unverholen	w11_d338e19682
zu	w13_d338e19686
reden.	w1_d338e19691
Unter	w3_d338e19694
anderen	w5_d338e19697
fragte	w7_d338e19700
er:	w9_d338e19703
Sollte	w11_d338e19706
der	w1_d338e19711
König	w3_d338e19714
auch	w5_d338e19717
würklich	w7_d338e19720
todt	w9_d338e19723
seyn?	w11_d338e19726
Die	w13_d338e19730
zween	w1_d338e19736
andere	w3_d338e19739
versicherten	w5_d338e19742
ihn	w7_d338e19745
dessen	w9_d338e19748
völlig,	w11_d338e19751
und	w1_d338e19756
behaupteten:	w3_d338e19759
Es	w5_d338e19762
seye	w7_d338e19765
unmöglich,	w9_d338e19768
daß	w11_d338e19771
er	w1_d338e19776
denen	w3_d338e19779
Schüssen	w5_d338e19782
hätte	w7_d338e19785
entkommen	w9_d338e19788
können,	w11_d338e19791
die	w1_d338e19796
auf	w3_d338e19799
ihn	w5_d338e19802
geschehen	w7_d338e19805
wären.	w9_d338e19808
Der	w11_d338e19811
Herzog	w13_d338e19815
erwiederte	w1_d338e19821
mit	w3_d338e19824
Fluchen,	w5_d338e19827
sie	w7_d338e19830
hätten	w9_d338e19833
von	w11_d338e19836
rechts	w13_d338e19840
wegen	w1_d338e19845
nicht	w3_d338e19848
vom	w5_d338e19851
Platz	w7_d338e19854
weichen	w9_d338e19857
sollen,	w11_d338e19860
als	w13_d338e19864
bis	w1_d338e19869
sie	w3_d338e19872
Augen=zeugen	w5_d338e19875
von	w7_d338e19878
seinem	w9_d338e19881
Tode	w11_d338e19884
ge	w13_d338e19888
wesen	w1_d338e19893
wären.	w3_d338e19896
Jn	w1_d338e19902
diesem	w3_d338e19905
Haus	w5_d338e19908
blieben	w7_d338e19911
sie,	w1_d338e19916
bis	w3_d338e19919
alles	w5_d338e19922
wieder	w7_d338e19925
ruhig	w9_d338e19928
schiene.	w11_d338e19931
Als	w13_d338e19935
dann	w1_d338e19940
verliessen	w3_d338e19943
sie	w5_d338e19946
dasselbe,	w7_d338e19949
ohne	w9_d338e19952
zu	w11_d338e19955
unter	w13_d338e19959
suchen,	w1_d338e19964
ob	w3_d338e19967
jemand	w5_d338e19970
sie	w7_d338e19973
auch	w9_d338e19976
behorcht	w11_d338e19979
haben	w13_d338e19983
möchte.	w1_d338e19989
Diese	w3_d338e19992
Unvorsichtigkeit	w5_d338e19995
an	w7_d338e19998
ihrer	w9_d338e20001
Seite	w1_d338e20006
rettete	w3_d338e20009
dem	w5_d338e20012
armen	w7_d338e20015
Handschuh=krämer	w9_d338e20018
das	w1_d338e20023
Leben.	w3_d338e20026
Derselbe	w5_d338e20029
verwunderte	w7_d338e20032
sich	w9_d338e20035
ge	w11_d338e20038
nug	w1_d338e20043
über	w3_d338e20046
das,	w5_d338e20049
was	w7_d338e20052
er	w9_d338e20055
vernahme.	w11_d338e20058
Allein	w13_d338e20062
er	w1_d338e20068
konnte	w3_d338e20071
den	w5_d338e20074
wahren	w7_d338e20077
Sinn	w9_d338e20080
so	w11_d338e20083
ausseror	w13_d338e20087
dentlicher	w1_d338e20092
Reden	w3_d338e20095
nicht	w5_d338e20098
herausbringen,	w7_d338e20101
bis	w9_d338e20104
ihme	w1_d338e20109
des	w3_d338e20112
anderen	w5_d338e20115
Tages	w7_d338e20118
der	w9_d338e20121
durch	w11_d338e20124
ganz	w13_d338e20128
Lisabon	w1_d338e20133
entstandene	w3_d338e20136
Lärmen	w5_d338e20139
sagte,	w7_d338e20142
daß	w9_d338e20145
der	w11_d338e20148
König	w1_d338e20154
in	w3_d338e20157
der	w5_d338e20160
vorigen	w7_d338e20163
Nacht	w9_d338e20166
angegriffen	w11_d338e20169
worden	w1_d338e20174
seye.	w3_d338e20177
Er	w5_d338e20180
verglich	w7_d338e20183
alsdann	w9_d338e20186
das,	w11_d338e20189
was	w1_d338e20194
er	w3_d338e20197
gehört	w5_d338e20200
hatte,	w7_d338e20203
mit	w9_d338e20206
dieser	w11_d338e20209
Zeitung.	w13_d338e20213
Er	w1_d338e20218
eilte	w3_d338e20221
unverzüglich	w5_d338e20224
zu	w7_d338e20227
einem	w9_d338e20230
derer	w11_d338e20233
Königl.	w13_d338e20237
Sadts	w1_d338e20243
</p>
<p id="p12_d338e20249">
Staats=secreiairen,	w1_d338e20253
um	w3_d338e20256
ihme	w5_d338e20259
davon	w7_d338e20262
Nach	w9_d338e20265
richt	w1_d338e20270
zu	w3_d338e20273
geben.	w5_d338e20276
Andere	w7_d338e20279
bey	w9_d338e20282
diesem	w11_d338e20285
Mini	w13_d338e20289
ster	w1_d338e20294
zugleich	w3_d338e20297
eingeloffene	w5_d338e20300
Kundschaften	w7_d338e20303
be	w9_d338e20306
stättigen	w1_d338e20312
die	w3_d338e20315
Aussage	w5_d338e20318
des	w7_d338e20321
Handschuhkrä	w9_d338e20324
mers.	w1_d338e20329
Man	w3_d338e20332
nahme	w5_d338e20335
nach	w7_d338e20338
derselben	w9_d338e20341
in	w11_d338e20344
ei	w13_d338e20348
ner	w1_d338e20353
so	w3_d338e20356
wichtigen	w5_d338e20359
Sache	w7_d338e20362
die	w9_d338e20365
erforderlichen	w11_d338e20368
Veranstaltungen.	w1_d338e20373
Alle	w3_d338e20376
im	w5_d338e20379
ganzen	w7_d338e20382
König	w9_d338e20385
reich	w1_d338e20391
befindliche	w3_d338e20394
Trupen	w5_d338e20397
erhielten	w7_d338e20400
Befehl,	w9_d338e20403
sich	w11_d338e20406
der	w1_d338e20411
Haupt=stadt	w3_d338e20414
zu	w5_d338e20417
nähern,	w7_d338e20420
und	w9_d338e20423
man	w11_d338e20426
verän	w13_d338e20430
derte	w1_d338e20435
alle	w3_d338e20438
Officiers	w5_d338e20441
bey	w7_d338e20444
der	w9_d338e20447
Armee.	w11_d338e20450
Diese	w13_d338e20454
und	w1_d338e20459
andere	w3_d338e20462
Bewegungen	w5_d338e20465
musten	w7_d338e20468
in	w9_d338e20471
denen	w11_d338e20474
Gemütern	w1_d338e20480
Argwohn	w3_d338e20483
erwecken.	w5_d338e20486
Nur	w1_d338e20491
ist	w3_d338e20494
es	w1_d338e20499
Bewunderungs=würdig,	w3_d338e20502
daß	w5_d338e20505
die	w7_d338e20508
Zusam	w9_d338e20511
men=verschworne	w1_d338e20516
die	w3_d338e20519
einzige	w5_d338e20522
gewesen,	w7_d338e20525
die	w1_d338e20531
ruhig	w3_d338e20534
waren	w5_d338e20537
in	w7_d338e20540
einer	w9_d338e20543
Stadt,	w11_d338e20546
wo	w13_d338e20550
man	w15_d338e20553
alle	w1_d338e20558
andere	w3_d338e20561
Menschen	w5_d338e20564
ausserordentlich	w7_d338e20567
auf	w9_d338e20570
gebracht	w1_d338e20575
sahe;	w3_d338e20578
und	w5_d338e20581
daß	w7_d338e20584
sie	w9_d338e20587
sich	w11_d338e20590
diese	w13_d338e20594
Zeit	w15_d338e20597
des	w1_d338e20602
Schreckens	w3_d338e20605
nicht	w5_d338e20608
zu	w7_d338e20611
Nutze	w9_d338e20614
machten,	w11_d338e20617
um	w13_d338e20621
zu	w1_d338e20627
entfliehen.	w3_d338e20630
Sie	w5_d338e20633
waren	w7_d338e20636
so	w9_d338e20639
weit	w11_d338e20642
entfernet,	w13_d338e20646
sich	w1_d338e20651
die	w3_d338e20654
mindeste	w5_d338e20657
Gefahr	w7_d338e20660
einzubilden,	w9_d338e20663
daß	w11_d338e20666
man	w1_d338e20671
wahrnahme,	w3_d338e20674
daß	w5_d338e20677
der	w7_d338e20680
Herzog	w9_d338e20683
von	w11_d338e20686
Avei	w13_d338e20690
ro	w1_d338e20695
öfters	w3_d338e20698
am	w5_d338e20701
Hofe,	w7_d338e20704
als	w9_d338e20707
vorhin,	w11_d338e20710
erschienen.	w13_d338e20714
Kurz,	w1_d338e20720
sie	w3_d338e20723
sahen	w5_d338e20726
das	w7_d338e20729
Wetter	w9_d338e20732
nicht	w11_d338e20735
eher,	w13_d338e20739
als	w15_d338e20742
bis	w1_d338e20747
es	w3_d338e20750
über	w5_d338e20753
ihrem	w7_d338e20756
Kopf	w9_d338e20759
ausbrache.	w11_d338e20762
Man	w13_d338e20766
sagt,	w1_d338e20771
daß	w3_d338e20774
die	w5_d338e20777
Herzogin	w7_d338e20780
von	w9_d338e20783
Aveiro,	w11_d338e20786
sobald	w13_d338e20790
sie	w1_d338e20795
nur	w3_d338e20798
arrestiret	w5_d338e20801
gewesen,	w7_d338e20804
alles	w9_d338e20807
gestanden	w11_d338e20810
ha	w13_d338e20814
be.	w1_d338e20820
Hingegen	w3_d338e20823
hat	w5_d338e20826
der	w7_d338e20829
Herzog	w9_d338e20832
die	w11_d338e20835
That	w13_d338e20839
auf	w1_d338e20844
das	w3_d338e20847
äusserste	w5_d338e20850
geläugnet,	w7_d338e20853
und	w9_d338e20856
nicht	w11_d338e20859
eher	w13_d338e20863
eine	w1_d338e20868
andere	w3_d338e20871
Sprache	w5_d338e20874
geführet,	w7_d338e20877
als	w9_d338e20880
bis	w11_d338e20883
die	w13_d338e20887
schärfeste	w1_d338e20892
Grade	w3_d338e20895
der	w5_d338e20898
Tortur	w7_d338e20901
ihn	w9_d338e20904
dazu	w11_d338e20907
zwun	w13_d338e20911
gen.	w1_d338e20917
Es	w3_d338e20920
ist	w5_d338e20923
nicht	w7_d338e20926
wahrscheinlich,	w9_d338e20929
daß	w11_d338e20932
die	w13_d338e20936
Hofnung	w1_d338e20941
durch	w3_d338e20944
Hülfe	w5_d338e20947
einer	w7_d338e20950
Faction	w9_d338e20953
die	w11_d338e20956
Por	w13_d338e20960
tugesische	w1_d338e20965
Crone	w3_d338e20968
auf	w5_d338e20971
sein	w7_d338e20974
Haus	w9_d338e20977
zu	w11_d338e20980
bringen,	w13_d338e20984
der	w1_d338e20989
wahre,	w3_d338e20992
oder	w5_d338e20995
wenigstens	w7_d338e20998
der	w9_d338e21001
einzige	w11_d338e21004
Be	w13_d338e21008
weg=grund	w1_d338e21014
gewesen	w3_d338e21017
seyn	w5_d338e21020
sollte,	w7_d338e21023
welcher	w9_d338e21026
diesen	w1_d338e21031
Herzog	w3_d338e21034
zu	w5_d338e21037
solcher	w7_d338e21040
abscheulichen	w9_d338e21043
Zu	w11_d338e21046
sammen=verschwörung	w1_d338e21051
veranlasset	w3_d338e21054
hat.	w5_d338e21057
Er	w7_d338e21060
wurde	w1_d338e21065
von	w3_d338e21068
dem	w5_d338e21071
Volk	w7_d338e21074
allzusehr	w9_d338e21077
gehasset,	w11_d338e21080
als	w13_d338e21084
daß	w1_d338e21090
er	w3_d338e21093
sich	w5_d338e21096
versprechen	w7_d338e21099
konnte,	w9_d338e21102
daß	w11_d338e21105
dasselbe	w13_d338e21109
ihn	w1_d338e21114
in	w3_d338e21117
dem	w5_d338e21120
ruhigen	w7_d338e21123
Besitz	w9_d338e21126
des	w11_d338e21129
Thrones	w13_d338e21133
las	w15_d338e21136
sen	w1_d338e21141
würde.	w3_d338e21144
Alles,	w5_d338e21147
was	w7_d338e21150
er	w9_d338e21153
mit	w11_d338e21156
Zuverläs	w13_d338e21160
sigkeit	w1_d338e21165
hoffen	w3_d338e21168
konnte,	w5_d338e21171
wann	w7_d338e21174
er	w9_d338e21177
den	w11_d338e21180
König	w13_d338e21184
</p>
<p id="p14_d338e21187">
töbtete,	w1_d338e21191
ware,	w3_d338e21194
seiner	w5_d338e21197
Rache,	w7_d338e21200
und	w9_d338e21203
seinem	w11_d338e21206
Ehr	w13_d338e21210
geitz	w1_d338e21215
ein	w3_d338e21218
Genüge	w5_d338e21221
zu	w7_d338e21224
leisten.	w9_d338e21227
Beweis	w11_d338e21230
da	w13_d338e21234
von	w1_d338e21239
ist	w3_d338e21242
das	w5_d338e21245
eigene	w7_d338e21248
Bekänntnüß	w9_d338e21251
des	w11_d338e21254
Her	w13_d338e21258
zogs,	w1_d338e21264
wovon	w3_d338e21267
der	w5_d338e21270
erste	w7_d338e21273
Staats=secretair	w9_d338e21276
fol	w11_d338e21279
genden	w1_d338e21284
Bericht	w3_d338e21287
an	w5_d338e21290
die	w7_d338e21293
Commißion	w9_d338e21296
abgestat	w11_d338e21299
tet	w1_d338e21304
hat:	w3_d338e21307
</p>
<p id="p16_d338e21310">
Der	w1_d338e21314
Oheim	w3_d338e21317
des	w5_d338e21320
Herzogs	w7_d338e21323
Don	w9_d338e21326
Miguel	w11_d338e21329
de	w1_d338e21334
Monezez	w3_d338e21337
hatte	w5_d338e21340
sich	w7_d338e21343
über	w9_d338e21346
das	w11_d338e21349
Gemüt	w13_d338e21353
des	w15_d338e21356
verstorbenen	w1_d338e21361
Königs	w3_d338e21364
eine	w5_d338e21367
solche	w7_d338e21370
Gewalt	w9_d338e21373
er	w11_d338e21376
worben,	w1_d338e21382
daß	w3_d338e21385
Se.	w5_d338e21388
jetzt=regierende	w7_d338e21391
Majestät	w9_d338e21394
wegen	w1_d338e21399
der	w3_d338e21402
Macht	w5_d338e21405
dieses	w7_d338e21408
Günstlings,	w9_d338e21411
nicht	w11_d338e21414
wenig	w1_d338e21419
eifersüchtig	w3_d338e21422
waren.	w5_d338e21425
Dieser	w7_d338e21428
Prinz	w9_d338e21431
wurde	w1_d338e21436
durch	w3_d338e21439
den	w5_d338e21442
Stolz	w7_d338e21445
des	w9_d338e21448
Ministers	w11_d338e21451
eben	w13_d338e21455
so	w1_d338e21461
sehr	w3_d338e21464
beleidiget.	w5_d338e21467
Jn	w7_d338e21470
einer	w9_d338e21473
Unterredung,	w11_d338e21476
die	w1_d338e21481
er	w3_d338e21484
mit	w5_d338e21487
ihme	w7_d338e21490
hatte,	w9_d338e21493
und	w11_d338e21496
wo	w13_d338e21500
der	w15_d338e21503
Erstere	w17_d338e21506
wegen	w1_d338e21511
einigen	w3_d338e21514
Sachen,	w5_d338e21517
bey	w7_d338e21520
welchen	w9_d338e21523
der	w11_d338e21526
Letztere	w1_d338e21531
sich	w3_d338e21534
mehrerer	w5_d338e21537
Gewalt	w7_d338e21540
anmassete,	w9_d338e21543
als	w11_d338e21546
einem	w1_d338e21552
Unterthan	w3_d338e21555
zukame,	w5_d338e21558
etwas	w7_d338e21561
heftig	w9_d338e21564
re	w11_d338e21567
dete,	w1_d338e21572
vergasse	w3_d338e21575
Don	w5_d338e21578
Miguel,	w7_d338e21581
daß	w9_d338e21584
er	w11_d338e21587
mit	w13_d338e21591
dem	w15_d338e21594
Prinzen	w1_d338e21599
sprache,	w3_d338e21602
und	w5_d338e21605
antwortete	w7_d338e21608
ihm	w9_d338e21611
in	w11_d338e21614
gleichen	w1_d338e21619
Tone,	w3_d338e21622
wodurch	w5_d338e21625
er	w7_d338e21628
aber	w9_d338e21631
seinen	w11_d338e21634
eige	w13_d338e21638
nen	w1_d338e21644
Untergang	w3_d338e21647
beförderte.	w5_d338e21650
Dann	w7_d338e21653
der	w9_d338e21656
Kö	w11_d338e21659
nig	w1_d338e21664
von	w3_d338e21667
Portugall	w5_d338e21670
ware	w7_d338e21673
nicht	w9_d338e21676
sobald	w11_d338e21679
auf	w13_d338e21683
den	w1_d338e21688
Thron	w3_d338e21691
gekommen,	w5_d338e21694
als	w7_d338e21697
er	w9_d338e21700
sich	w11_d338e21703
an	w13_d338e21707
dem	w15_d338e21710
Don	w1_d338e21715
Miguel	w3_d338e21718
rächete,	w5_d338e21721
und	w7_d338e21724
ihn	w9_d338e21727
