<doc id="wr_1763-03-09" attrs="word" year="1763" month="03" day="09" corpus="2">
<head id="h2_d741e3075">
Schluß	w1_d741e3079
geist	w5_d741e17488
und	w7_d741e17491
weltlichen	w9_d741e17494
Ritter	w11_d741e17497
orden,	w1_d741e17502
nebst	w3_d741e17505
dero	w5_d741e17508
Ordens=zeichen,	w7_d741e17511
in	w9_d741e17514
netten	w11_d741e17517
Ab	w13_d741e17521
bildungen	w1_d741e17526
und	w3_d741e17529
kurzer	w5_d741e17532
Beschreibung	w7_d741e17535
Jhro	w9_d741e17538
Päpstl.	w11_d741e17541
Heiligkeit	w1_d741e17546
Clementi	w3_d741e17549
XI.	w5_d741e17552
in	w7_d741e17555
lateinisch	w9_d741e17558
und	w11_d741e17561
ita	w13_d741e17565
liänischer	w1_d741e17571
Sprach	w3_d741e17574
übergeben	w5_d741e17577
von	w7_d741e17580
P.	w9_d741e17583
Philippo	w11_d741e17586
Bo-	w13_d741e17590
nanni	w1_d741e17595
S.	w3_d741e17598
J.	w5_d741e17601
4to	w7_d741e17604
Nürnberg	w9_d741e17607
5.	w11_d741e17610
fl.	w13_d741e17614
Eben	w1_d741e17619
dieses	w3_d741e17622
ist	w5_d741e17625
auch	w7_d741e17628
mit	w9_d741e17631
Faben	w11_d741e17634
illuminirt	w13_d741e17638
zu	w15_d741e17641
haben	w1_d741e17646
pr.	w3_d741e17649
10.	w5_d741e17652
fl.	w7_d741e17655
Der	w1_d741e17661
zur	w3_d741e17664
10=tägigen	w5_d741e17667
geistlichen	w7_d741e17670
Einsamkeit	w9_d741e17673
be	w11_d741e17676
zwungene	w1_d741e17681
Welt=mensch,	w3_d741e17684
oder	w5_d741e17687
kurze	w7_d741e17690
Weiß	w9_d741e17693
die	w11_d741e17696
geistliche	w1_d741e17701
Exereitia	w3_d741e17704
durch	w5_d741e17707
eine	w7_d741e17710
halbe	w9_d741e17713
Viertelstun	w11_d741e17716
de	w1_d741e17721
des	w3_d741e17724
Tages	w5_d741e17727
zu	w7_d741e17730
machen,	w9_d741e17733
herausgegeben	w11_d741e17736
durch	w13_d741e17740
ei	w15_d741e17743
nen	w1_d741e17749
Priester	w3_d741e17752
der	w5_d741e17755
Gesellschaft	w7_d741e17758
JEsu,	w9_d741e17761
ordin.	w11_d741e17764
geb.	w13_d741e17768
10.	w1_d741e17773
kr.	w3_d741e17776
Der	w1_d741e17781
an	w3_d741e17784
dem	w5_d741e17787
Kreuze	w7_d741e17790
sterbende	w9_d741e17793
JEsus,	w11_d741e17796
als	w13_d741e17800
ein	w15_d741e17803
</list>
<list id="l34_d741e17807">
Land=marschall,	w1_d741e17811
rc.	w3_d741e17814
</list>
<head id="h2_d741e17821">
Land=marschall	w1_d741e17825
rc.	w3_d741e17828
</head>
<p id="p4_d741e17831">
Entbiete	w1_d741e17835
N.	w3_d741e17838
allen	w5_d741e17841
und	w7_d741e17844
jeden,	w9_d741e17847
was	w11_d741e17850
Standes	w13_d741e17854
oder	w15_d741e17857
Würde	w1_d741e17862
die	w3_d741e17865
seynd,	w5_d741e17868
der	w7_d741e17871
Gebühr	w9_d741e17874
nach	w11_d741e17877
meinen	w13_d741e17881
respect.	w15_d741e17884
Dienst	w1_d741e17889
in	w3_d741e17892
guten	w5_d741e17895
Willen	w7_d741e17898
zuvor,	w9_d741e17901
und	w11_d741e17904
gebe	w13_d741e17908
hiemit	w15_d741e17911
zu	w1_d741e17917
vernehmen:	w3_d741e17920
</p>
<p id="p6_d741e17923">
Demnach	w1_d741e17927
die	w3_d741e17930
wegen	w5_d741e17933
Verkauffung	w7_d741e17936
der	w9_d741e17939
Gräfl.	w11_d741e17942
Dietrichsteinischen	w1_d741e17947
Herrschaft	w3_d741e17950
Nußdorf	w5_d741e17953
an	w7_d741e17956
der	w9_d741e17959
Traisen	w1_d741e17964
den	w3_d741e17967
4.	w5_d741e17970
dieses	w7_d741e17973
fürgeweste	w9_d741e17976
Licitationstagsa	w11_d741e17979
tzung	w1_d741e17985
wegen	w3_d741e17988
Abgang	w5_d741e17991
einiger	w7_d741e17994
Kaufer	w9_d741e17997
mehrmalen	w11_d741e18000
fruchtlos	w1_d741e18005
abgeloffen,	w3_d741e18008
sohin	w5_d741e18011
der	w7_d741e18014
Hoch	w9_d741e18017
und	w11_d741e18020
Wolge	w13_d741e18024
borne	w1_d741e18029
Hr.	w3_d741e18032
Wenzl	w5_d741e18035
Graf	w7_d741e18038
von	w9_d741e18041
Breuner	w11_d741e18044
um	w13_d741e18048
Ausferti	w15_d741e18051
gung	w1_d741e18056
eines	w3_d741e18059
anderweitigen	w5_d741e18062
Licitations=edicts	w7_d741e18065
ge	w9_d741e18068
betten,	w1_d741e18074
und	w3_d741e18077
zu	w5_d741e18080
sothaner	w7_d741e18083
Licitations=tagsatzung	w9_d741e18086
der	w11_d741e18089
21.	w1_d741e18094
Monats	w3_d741e18097
Martii	w5_d741e18100
bestimmet	w7_d741e18103
worden.	w9_d741e18106
Als	w11_d741e18109
bat	w13_d741e18113
man	w1_d741e18118
ein	w3_d741e18121
solches	w5_d741e18124
jedermänniglich	w7_d741e18127
andurch	w9_d741e18130
zu	w11_d741e18133
dem	w13_d741e18137
Ende	w1_d741e18142
kund	w3_d741e18145
machen	w5_d741e18148
wollen,	w7_d741e18151
damit	w9_d741e18154
der	w11_d741e18157
oder	w13_d741e18161
dieje	w15_d741e18164
nige,	w1_d741e18170
so	w3_d741e18173
obbemelte	w5_d741e18176
Herrschaft	w7_d741e18179
Nußdorf	w9_d741e18182
an	w11_d741e18185
der	w13_d741e18189
Traisen	w1_d741e18194
käuflichen	w3_d741e18197
an	w5_d741e18200
sich	w7_d741e18203
zu	w9_d741e18206
bringen	w11_d741e18209
willens	w13_d741e18213
seynd,	w1_d741e18218
am	w3_d741e18221
obbestimmten	w5_d741e18224
Tag	w7_d741e18227
fruhe	w9_d741e18230
um	w11_d741e18233
8.	w13_d741e18237
Uhr	w15_d741e18240
ad	w17_d741e18243
licitandum,	w1_d741e18248
tractandum	w3_d741e18251
&	w5_d741e18254
concludendum	w7_d741e18257
vor	w9_d741e18260
Ge.	w11_d741e18263
richt	w1_d741e18269
zu	w3_d741e18272
erscheinen	w5_d741e18275
wissen	w7_d741e18278
mögen.	w9_d741e18281
Wien	w11_d741e18284
den	w13_d741e18288
26	w15_d741e18291
Febr.	w1_d741e18296
1763.	w3_d741e18299
</p>
<p id="p14_d741e18340">
Von	w1_d741e18344
inländischen	w3_d741e18347
gelehrten	w5_d741e18350
Sachen.	w7_d741e18353
Jn	w1_d741e18358
den	w3_d741e18361
hiesigen	w5_d741e18364
Zeitungsblättern	w7_d741e18367
ist	w9_d741e18370
jüngst	w11_d741e18373
eine	w1_d741e18378
Meldung	w3_d741e18381
von	w5_d741e18384
den	w7_d741e18387
Lebensumstän	w9_d741e18390
den	w1_d741e18396
und	w3_d741e18399
Tode	w5_d741e18402
des	w7_d741e18405
hier	w9_d741e18408
gestorbenen	w11_d741e18411
sel.	w13_d741e18415
Hrn.	w15_d741e18418
Abate	w1_d741e18423
Blastus	w3_d741e18426
Garofalo	w5_d741e18429
gemacht	w7_d741e18432
worden.	w9_d741e18435
Seine	w1_d741e18440
großen	w3_d741e18443
Verdienste	w5_d741e18446
um	w7_d741e18449
die	w9_d741e18452
Gelehrsam	w11_d741e18455
keit,	w1_d741e18460
und	w3_d741e18463
seine	w5_d741e18466
übrigen	w7_d741e18469
guten	w9_d741e18472
Eigenschaften	w11_d741e18475
konten	w1_d741e18481
diese	w3_d741e18484
letzte	w5_d741e18487
Ehre,	w7_d741e18490
die	w9_d741e18493
man	w11_d741e18496
ihm	w13_d741e18500
hier	w15_d741e18503
er	w17_d741e18506
wiesen,	w1_d741e18511
mit	w3_d741e18514
Rechte	w5_d741e18517
fordern,	w7_d741e18520
und	w9_d741e18523
die	w11_d741e18526
Nacht	w13_d741e18530
welt	w1_d741e18535
wird	w3_d741e18538
es	w5_d741e18541
mit	w7_d741e18544
Danke	w9_d741e18547
erkennen.	w11_d741e18550
Von	w13_d741e18554
dergleichen	w1_d741e18559
verdienstvollen	w3_d741e18562
Leuten	w5_d741e18565
kan	w7_d741e18568
man	w9_d741e18571
niemalen	w1_d741e18577
zu	w3_d741e18580
viel	w5_d741e18583
sagen:	w7_d741e18586
wir	w9_d741e18589
übernehmen	w11_d741e18592
dahero,	w1_d741e18597
seine	w3_d741e18600
Schriften	w5_d741e18603
hier	w7_d741e18606
in	w9_d741e18609
einem	w11_d741e18612
ordent	w13_d741e18616
lichen	w1_d741e18621
Verzeichniße	w3_d741e18624
anzuführen.	w5_d741e18627
Alle,	w7_d741e18630
die	w9_d741e18633
Gedichte	w1_d741e18638
allein	w3_d741e18641
ausgenommen,	w5_d741e18644
handeln	w7_d741e18647
von	w9_d741e18650
dem	w1_d741e18656
Alterthume,	w3_d741e18659
das	w5_d741e18662
ist,	w7_d741e18665
von	w9_d741e18668
den	w11_d741e18671
Gesetzen,	w13_d741e18675
Silten,	w1_d741e18680
Gewohnheiten,	w3_d741e18683
Wissenschaften,	w5_d741e18686
Waf	w7_d741e18689
fen	w1_d741e18694
und	w3_d741e18697
Denkmalern	w5_d741e18700
der	w7_d741e18703
alten	w9_d741e18706
Juden,	w11_d741e18709
Grie	w13_d741e18713
chen,	w1_d741e18718
Römer	w3_d741e18721
rc.:	w5_d741e18724
eine	w7_d741e18727
Beschäftigung	w9_d741e18730
von	w11_d741e18733
einem	w1_d741e18739
sehr	w3_d741e18742
weiten	w5_d741e18745
Umfange	w7_d741e18748
für	w9_d741e18751
die	w11_d741e18754
Gelehr	w13_d741e18758
ten.	w1_d741e18763
Es	w3_d741e18766
ist	w5_d741e18769
zwar	w7_d741e18772
dieselbe	w9_d741e18775
nicht	w11_d741e18778
mehr	w13_d741e18782
nach	w15_d741e18785
dem	w1_d741e18790
Geschmacke	w3_d741e18793
der	w5_d741e18796
heutigen	w7_d741e18799
Welt;	w9_d741e18802
denn	w11_d741e18805
auch	w1_d741e18810
in	w3_d741e18813
der	w5_d741e18816
Gelehrsamkeit	w7_d741e18819
herrschet	w9_d741e18822
die	w11_d741e18825
Mo	w13_d741e18829
de,	w1_d741e18835
diese	w3_d741e18838
eigensinnige	w5_d741e18841
Gebietherin.	w7_d741e18844
Man	w9_d741e18847
hält	w1_d741e18852
nunmehr	w3_d741e18855
dergleichen	w5_d741e18858
weit	w7_d741e18861
hergeholte	w9_d741e18864
Nachrichten	w1_d741e18869
aus	w3_d741e18872
dem	w5_d741e18875
entfernesten	w7_d741e18878
Alterthu	w9_d741e18881
me	w1_d741e18886
meistentheils	w3_d741e18889
für	w5_d741e18892
unnütze;	w7_d741e18895
dennoch	w9_d741e18898
hat	w11_d741e18901
dasselbe	w1_d741e18907
noch	w3_d741e18910
so	w5_d741e18913
viel	w7_d741e18916
ehrwürdiges	w9_d741e18919
Ansehen	w11_d741e18922
vor	w1_d741e18927
sich	w3_d741e18930
daß	w5_d741e18933
man	w7_d741e18936
seinen	w9_d741e18939
Liebhabern	w11_d741e18942
und	w13_d741e18946
Nach	w15_d741e18949
forschern,	w1_d741e18954
so	w3_d741e18957
wenig	w5_d741e18960
ihrer	w7_d741e18963
auch	w9_d741e18966
sind,	w11_d741e18969
eine	w13_d741e18973
ge	w15_d741e18976
wisse	w1_d741e18981
sonderbare	w3_d741e18984
Hochschätzung	w5_d741e18987
vor	w7_d741e18990
andern	w9_d741e18993
Gelehrten	w1_d741e18999
nicht	w3_d741e19002
versagen	w5_d741e19005
kan.	w7_d741e19008
</p>
<p id="p16_d741e19011">
Unter	w1_d741e19015
diesen	w3_d741e19018
wenigen	w5_d741e19021
Kennern	w7_d741e19024
der	w9_d741e19027
Alter	w11_d741e19030
thümer	w1_d741e19035
war	w3_d741e19038
unser	w5_d741e19041
sel.	w7_d741e19044
Garofalo	w9_d741e19047
einer	w11_d741e19050
der	w13_d741e19054
ersten	w1_d741e19059
und	w3_d741e19062
berühmtesten	w5_d741e19065
unserer	w7_d741e19068
Zeit.	w9_d741e19071
Sei	w11_d741e19074
ne	w1_d741e19080
Nachrichten	w3_d741e19083
sind	w5_d741e19086
meistentheils	w7_d741e19089
neu,	w9_d741e19092
aus	w11_d741e19095
den	w1_d741e19100
ächten	w3_d741e19103
Urquellen	w5_d741e19106
geschöpfet,	w7_d741e19109
und	w9_d741e19112
aus	w11_d741e19115
der	w13_d741e19119
größten	w1_d741e19124
Finsterniß	w3_d741e19127
des	w5_d741e19130
tiefesten	w7_d741e19133
Alterthums	w9_d741e19136
hervorgebracht.	w1_d741e19141
Garofalo	w3_d741e19144
war	w5_d741e19147
zugleich	w7_d741e19150
ein	w9_d741e19153
Weltweiser,	w1_d741e19159
und	w3_d741e19162
Mathematicker.	w5_d741e19165
Seine	w7_d741e19168
Wahl	w1_d741e19173
ist	w3_d741e19176
daher	w5_d741e19179
vernünftig;	w7_d741e19182
seine	w9_d741e19185
Urtheile	w11_d741e19188
</p>
<p id="p18_d741e19191">
und	w1_d741e19195
Mutmassungen	w3_d741e19198
gesund,	w5_d741e19201
und	w7_d741e19204
die	w9_d741e19207
Schlüße	w11_d741e19210
richtig:	w1_d741e19215
die	w3_d741e19218
Schreibärt	w5_d741e19221
ist	w7_d741e19224
schön	w9_d741e19227
und	w11_d741e19230
dabey	w13_d741e19234
männlich.	w1_d741e19239
Hier	w3_d741e19242
sind	w5_d741e19245
die	w7_d741e19248
Aufschriften	w9_d741e19251
seiner	w11_d741e19254
nicht	w1_d741e19260
großen,	w3_d741e19263
aber	w5_d741e19266
körnigten	w7_d741e19269
Werke.	w9_d741e19272
</p>
<p id="p20_d741e19275">
Considerasioni	w1_d741e19279
sopra	w3_d741e19282
la	w5_d741e19285
Poesia	w7_d741e19288
degli	w9_d741e19291
Ebrei	w11_d741e19294
e	w13_d741e19298
de	w1_d741e19303
Greci.	w3_d741e19306
Roma	w5_d741e19309
1710.	w7_d741e19312
4.	w9_d741e19315
Ein	w11_d741e19318
gelehrter	w13_d741e19322
Ju	w15_d741e19325
de	w1_d741e19330
zu	w3_d741e19333
Padua	w5_d741e19336
wagte	w7_d741e19339
sich	w9_d741e19342
wider	w11_d741e19345
den	w13_d741e19349
Verfasser,	w15_d741e19352
und	w1_d741e19358
schrieb:	w3_d741e19361
Squarcio	w5_d741e19364
d'una	w7_d741e19367
lettera	w9_d741e19370
sopra	w11_d741e19373
le	w13_d741e19377
Con-	w15_d741e19380
sideragioni	w1_d741e19385
Sc.	w3_d741e19388
Hr.	w5_d741e19391
Garofalo	w7_d741e19394
antwortete	w9_d741e19397
darauf	w1_d741e19402
unter	w3_d741e19405
dem	w5_d741e19408
Namen	w7_d741e19411
Ottavio	w9_d741e19414
Maran	w11_d741e19417
ta	w1_d741e19422
mit	w3_d741e19425
einigen	w5_d741e19428
zu	w7_d741e19431
Venedig	w9_d741e19434
gedruckten	w11_d741e19437
Osser	w13_d741e19441
vagioni	w1_d741e19447
sopra	w3_d741e19450
la	w5_d741e19453
lettera	w7_d741e19456
Gc.	w9_d741e19459
und	w11_d741e19462
da	w13_d741e19466
der	w15_d741e19469
Jude	w17_d741e19472
mit	w1_d741e19477
einer	w3_d741e19480
neuen	w5_d741e19483
Streitschrift,	w7_d741e19486
Antilogia	w9_d741e19489
del	w11_d741e19492
Sg.	w1_d741e19497
Fabio	w3_d741e19500
Carsellini	w5_d741e19503
betitelt,	w7_d741e19506
hervortrat,	w9_d741e19509
und	w11_d741e19512
deswegen	w1_d741e19517
sogar	w3_d741e19520
mit	w5_d741e19523
einem	w7_d741e19526
bissigen	w9_d741e19529
Send	w11_d741e19532
schreiben	w1_d741e19538
den	w3_d741e19541
berühmten	w5_d741e19544
Johann	w7_d741e19547
Clericus,	w9_d741e19550
als	w1_d741e19555
Verfassern	w3_d741e19558
der	w5_d741e19561
Bibliorbeque	w7_d741e19564
universelle,	w9_d741e19567
an	w11_d741e19570
grief,	w1_d741e19575
setzte	w3_d741e19578
ihm	w5_d741e19581
Garofalo	w7_d741e19584
eine	w9_d741e19587
weitläuftige	w11_d741e19590
re	w1_d741e19595
Vertheidigungsschrift	w3_d741e19598
unter	w5_d741e19601
dem	w7_d741e19604
Titel:	w9_d741e19607
Ragionamento	w1_d741e19613
del	w3_d741e19616
Sig.	w5_d741e19619
Alessandro	w7_d741e19622
Baguoli	w9_d741e19625
in	w11_d741e19628
aifesa	w1_d741e19633
delle	w3_d741e19636
osser	w5_d741e19639
vagjoni	w7_d741e19642
&c.	w9_d741e19645
zu	w11_d741e19648
Rom	w13_d741e19652
1713.	w15_d741e19655
in	w17_d741e19658
4.	w1_d741e19663
gedrucket,	w3_d741e19666
entgegen.	w5_d741e19669
</p>
<p id="p22_d741e19672">
Eben	w1_d741e19676
daselbst	w3_d741e19679
kamen	w5_d741e19682
im	w7_d741e19685
J.	w9_d741e19688
1718.	w11_d741e19691
Disser-	w13_d741e19695
tationes	w1_d741e19700
miscellanege	w3_d741e19703
in	w5_d741e19706
4.	w7_d741e19709
heraus,	w9_d741e19712
worinn	w11_d741e19715
in	w13_d741e19719
sonderheit	w1_d741e19724
von	w3_d741e19727
der	w5_d741e19730
Handelschaft	w7_d741e19733
und	w9_d741e19736
Polizey	w11_d741e19739
der	w1_d741e19745
alten	w3_d741e19748
gehandelt	w5_d741e19751
wird.	w7_d741e19754
Von	w9_d741e19757
des	w11_d741e19760
Verf.	w13_d741e19764
schönen,	w1_d741e19769
aber	w3_d741e19772
zerstreuten	w5_d741e19775
Gedichten	w7_d741e19778
ist	w9_d741e19781
schon	w11_d741e19784
neulich	w1_d741e19789
eine	w3_d741e19792
Erwähnung	w5_d741e19795
geschehen.	w7_d741e19798
Sie	w9_d741e19801
ver	w11_d741e19804
dienten,	w1_d741e19809
wo	w3_d741e19812
möglich,	w5_d741e19815
gesammelt	w7_d741e19818
zu	w9_d741e19821
werden.	w11_d741e19824
Zo	w1_d741e19830
hat	w3_d741e19833
er	w5_d741e19836
auch	w7_d741e19839
in	w9_d741e19842
dem	w11_d741e19845
bekanne	w13_d741e19849
diplomatischen	w15_d741e19852
Kriege,	w1_d741e19857
welcher	w3_d741e19860
von	w5_d741e19863
dem	w7_d741e19866
gelehrte	w9_d741e19869
französische	w11_d741e19872
Jesuite	w1_d741e19877
Germon	w3_d741e19880
erwecket	w5_d741e19883
worde	w7_d741e19886
Theil	w9_d741e19889
genom	w11_d741e19892
men,	w1_d741e19897
und	w3_d741e19900
nebst	w5_d741e19903
seinem	w7_d741e19906
guten	w9_d741e19909
Freunde,	w11_d741e19912
dem	w13_d741e19916
Abate	w1_d741e19922
Lazzerini,	w3_d741e19925
sich	w5_d741e19928
für	w7_d741e19931
den	w9_d741e19934
Erzbischof	w11_d741e19937
Ju	w13_d741e19941
stus	w1_d741e19946
Fontanini	w3_d741e19949
mit	w5_d741e19952
einem	w7_d741e19955
herausgegebenen	w9_d741e19958
Scbediasma	w1_d741e19963
an	w3_d741e19966
die	w5_d741e19969
Spitze	w7_d741e19972
gestellet,	w9_d741e19975
seinen	w11_d741e19978
ächten	w1_d741e19983
Namen	w3_d741e19986
aber	w5_d741e19989
dabey	w7_d741e19992
verschwiegen.	w9_d741e19995
</p>
<p id="p24_d741e19999">
Nachdem	w1_d741e20003
er	w3_d741e20006
sich	w5_d741e20009
zu	w7_d741e20012
Wien	w9_d741e20015
niedergelassen,	w11_d741e20018
schrieb	w1_d741e20023
er:	w3_d741e20026
De	w5_d741e20029
antiquis	w7_d741e20032
marmer	w9_d741e20035
ibus	w11_d741e20038
opusci	w13_d741e20042
lum,	w1_d741e20047
cui	w3_d741e20050
accedunt	w5_d741e20053
Dissertationes	w7_d741e20056
IV.	w9_d741e20059
numini	w11_d741e20062
gestariqne	w1_d741e20068
Caroli	w3_d741e20071
PI.	w5_d741e20074
magui	w7_d741e20077
Augusti	w9_d741e20080
dies.	w11_d741e20083
</p>
<p id="p28_d741e20088">
tum.	w1_d741e20092
Vindob.	w3_d741e20095
1737.	w5_d741e20098
bey	w7_d741e20101
Joh.	w9_d741e20104
Pet.	w11_d741e20107
van	w13_d741e20111
Ghelen.	w1_d741e20116
in	w3_d741e20119
gr.	w5_d741e20122
4.	w7_d741e20125
Jede	w9_d741e20128
der	w11_d741e20131
vier	w13_d741e20135
Dissertatio	w15_d741e20138
nen	w1_d741e20143
ist	w3_d741e20146
einem	w5_d741e20149
der	w7_d741e20152
damaligen	w9_d741e20155
vier	w11_d741e20158
größten	w13_d741e20162
Liebhaber	w1_d741e20168
und	w3_d741e20171
Gönner	w5_d741e20174
der	w7_d741e20177
Gelehrten	w9_d741e20180
zu	w11_d741e20183
Wien,	w1_d741e20188
zugeeignet.	w3_d741e20191
Man	w5_d741e20194
findet	w7_d741e20197
darinn	w9_d741e20200
sehr	w11_d741e20203
schöne	w1_d741e20208
Nachrichten	w3_d741e20211
von	w5_d741e20214
den	w7_d741e20217
verschiedenen	w9_d741e20220
Marmorarten,	w1_d741e20225
Steinbrüchen,	w3_d741e20228
Baumaschi	w5_d741e20231
nen,	w1_d741e20237
Steinmetzzunften,	w3_d741e20240
den	w5_d741e20243
großen	w7_d741e20246
Obelis	w9_d741e20249
ken	w1_d741e20254
und	w3_d741e20257
anderen	w5_d741e20260
erstaunlichen	w7_d741e20263
Denkmalern	w9_d741e20266
der	w1_d741e20271
Alten;	w3_d741e20274
wovon	w5_d741e20277
nichts,	w7_d741e20280
als	w9_d741e20283
zerstreuete	w11_d741e20286
Spuren	w1_d741e20291
in	w3_d741e20294
den	w5_d741e20297
griechischen	w7_d741e20300
und	w9_d741e20303
lateinischen	w11_d741e20306
Schriftstellern	w1_d741e20312
anzutreffen	w3_d741e20315
waren.	w5_d741e20318
Dieses	w7_d741e20321
Werk	w1_d741e20326
hat	w3_d741e20329
so	w5_d741e20332
großen	w7_d741e20335
Werth	w9_d741e20338
in	w11_d741e20341
Engeland	w13_d741e20345
und	w15_d741e20348
Holland	w1_d741e20353
gefunden,	w3_d741e20356
daß	w5_d741e20359
es	w7_d741e20362
zu	w9_d741e20365
London	w11_d741e20368
schon	w13_d741e20372
im	w1_d741e20377
J.	w3_d741e20380
1739.	w5_d741e20383
und	w7_d741e20386
zu	w9_d741e20389
Utrecht	w11_d741e20392
1743.	w13_d741e20396
nachge	w15_d741e20399
drucket	w1_d741e20405
worden.	w3_d741e20408
Der	w5_d741e20411
letztern	w7_d741e20414
Ausgabe	w9_d741e20417
ist	w11_d741e20420
an	w13_d741e20424
gehenket:	w1_d741e20429
De	w3_d741e20432
tbermis	w5_d741e20435
Herculanis	w7_d741e20438
nuper	w9_d741e20441
in	w11_d741e20444
Dacia	w1_d741e20449
detectis	w3_d741e20452
Pasebalis	w5_d741e20455
Caryophili	w7_d741e20458
dissertatio	w9_d741e20461
epistolaris:	w1_d741e20466
und	w3_d741e20469
eine	w5_d741e20472
andere	w7_d741e20475
de	w9_d741e20478
asu	w11_d741e20481
S	w13_d741e20485
prae-	w15_d741e20488
stantia	w1_d741e20494
thermarum	w3_d741e20497
Herculanarum.	w5_d741e20500
Beyde	w7_d741e20503
waren	w1_d741e20508
schon	w3_d741e20511
1737.	w5_d741e20514
aus	w7_d741e20517
der	w9_d741e20520
van	w11_d741e20523
ghelischen	w13_d741e20527
Druckerey	w1_d741e20532
hier	w3_d741e20535
aus	w5_d741e20538
Licht	w7_d741e20541
getreten.	w9_d741e20544
Der	w11_d741e20547
Verf.	w13_d741e20551
ist	w1_d741e20556
der	w3_d741e20559
noch	w5_d741e20562
lebende	w7_d741e20565
gelehrte	w9_d741e20568
Hr.	w11_d741e20571
Pasquale	w13_d741e20575
Garofalo,	w1_d741e20581
ein	w3_d741e20584
Bruderssohn	w5_d741e20587
des	w7_d741e20590
Blasius,	w9_d741e20593
und	w1_d741e20598
Advocate	w3_d741e20601
zu	w5_d741e20604
Mantua.	w7_d741e20607
Die	w9_d741e20610
Gelegenheit	w11_d741e20613
dazu	w1_d741e20618
verschaffte	w3_d741e20621
der	w5_d741e20624
Hr.	w7_d741e20627
Graf	w9_d741e20630
Andreas	w11_d741e20633
v.	w13_d741e20637
Ha	w15_d741e20640
milion,	w1_d741e20645
oberster	w3_d741e20648
Befehlshaber	w5_d741e20651
in	w7_d741e20654
dem	w9_d741e20657
temes	w11_d741e20660
warer	w1_d741e20666
Bannate,	w3_d741e20669
welcher	w5_d741e20672
an	w7_d741e20675
dem	w9_d741e20678
Fluße	w11_d741e20681
Czer	w13_d741e20685
na	w1_d741e20690
zwischen	w3_d741e20693
Orsova	w5_d741e20696
und	w7_d741e20699
Meadia	w9_d741e20702
nach	w11_d741e20705
römi	w13_d741e20709
schen	w1_d741e20714
Alterthümern	w3_d741e20717
forschen	w5_d741e20720
liß,	w7_d741e20723
und	w9_d741e20726
das	w11_d741e20729
Glück	w1_d741e20734
hatte,	w3_d741e20737
durch	w5_d741e20740
seine	w7_d741e20743
rühmliche	w9_d741e20746
Anstalten	w11_d741e20749
verschiedene	w1_d741e20755
Jnschriften,	w3_d741e20758
Denkmaler,	w5_d741e20761
Sta	w7_d741e20764
tuen	w1_d741e20769
und	w3_d741e20772
ein	w5_d741e20775
römisches	w7_d741e20778
Baad	w9_d741e20781
zu	w11_d741e20784
entdecken.	w13_d741e20788
Die	w1_d741e20793
Abzeichnungen	w3_d741e20796
dieses	w5_d741e20799
Platzes	w7_d741e20802
wurde	w9_d741e20805
dem	w1_d741e20810
Hrn.	w3_d741e20813
Advocaten	w5_d741e20816
Garofalo	w7_d741e20819
anvertrauet,	w9_d741e20822
welcher	w1_d741e20828
sie	w3_d741e20831
samt	w5_d741e20834
den	w7_d741e20837
dazu	w9_d741e20840
gehörigen	w11_d741e20843
Denk	w13_d741e20847
münzen	w1_d741e20852
auf	w3_d741e20855
eine	w5_d741e20858
sehr	w7_d741e20861
geschickte	w9_d741e20864
Art	w11_d741e20867
erklärte,	w13_d741e20871
und	w1_d741e20876
erwies,	w3_d741e20879
daß	w5_d741e20882
das	w7_d741e20885
Baad	w9_d741e20888
daselbst	w11_d741e20891
dem	w13_d741e20895
Her	w15_d741e20898
kules	w1_d741e20903
geweihet	w3_d741e20906
worden	w5_d741e20909
und	w7_d741e20912
berühmt	w9_d741e20915
war.	w11_d741e20918
Aus	w1_d741e20924
der	w3_d741e20927
Vorrede	w5_d741e20930
siehet	w7_d741e20933
man,	w9_d741e20936
daß	w11_d741e20939
er	w13_d741e20943
auch	w15_d741e20946
ein	w17_d741e20949
Werk	w1_d741e20954
de	w3_d741e20957
oniuersa	w5_d741e20960
weterum	w7_d741e20963
Jurisconsultorum	w9_d741e20966
sapientia	w1_d741e20971
verfasset	w3_d741e20974
hat;	w5_d741e20977
dessen	w7_d741e20980
Ausgabe,	w9_d741e20983
un	w11_d741e20986
geachtet	w1_d741e20991
er	w3_d741e20994
selbige	w5_d741e20997
schon	w7_d741e21000
damals	w9_d741e21003
versprochen,	w11_d741e21006
</p>
<p id="p30_d741e21009">
noch	w1_d741e21013
nicht	w3_d741e21016
erschlenen	w5_d741e21019
ist.	w7_d741e21022
Beyde	w9_d741e21025
Garofäli	w11_d741e21028
haben	w1_d741e21033
in	w3_d741e21036
ihren	w5_d741e21039
Schriften	w7_d741e21042
gezeiget,	w9_d741e21045
daß	w11_d741e21048
sie	w13_d741e21052
eine	w1_d741e21057
ungemeine	w3_d741e21060
Belesenheit,	w5_d741e21063
und	w7_d741e21066
eine	w9_d741e21069
gründ	w11_d741e21072
tliche	w1_d741e21078
Kenntniß	w3_d741e21081
der	w5_d741e21084
griechischen	w7_d741e21087
und	w9_d741e21090
hebräi	w11_d741e21093
schen	w1_d741e21098
Sprachen	w3_d741e21101
besassen.	w5_d741e21104
Blasius	w7_d741e21107
war	w9_d741e21110
auch	w1_d741e21115
