<doc id="edoc_wd_1753-07-07" attrs="word" year="1753" month="07" day="07" corpus="1">
<p id="p4">
Jn	w33
<g/>
=
Schmied	w7138
<g/>
,
wie	w7140
sie	w7141
nach	w7142
denen	w7143
ver=schiedenen	w7144
<g/>
=
Handwerkern	w7146
immer	w7147
be=namset	w7148
<g/>
=
werden	w7150
mögen	w7151
<g/>
,
hievon	w7153
aus=drücklich	w7154
<g/>
=
ausgenommen	w7156
haben	w7157
<g/>
,
der=gestalten	w7159
<g/>
=
<g/>
,
daß	w7162
keiner	w7163
von	w7164
obbemeld=ten	w7165
<g/>
=
Eisen	w7167
<g/>
=
und	w7169
Stahl	w7170
<g/>
=
Arbeitern	w7172
ohne	w7173
ausdrücklicher	w7174
Bewilligung	w7175
der	w7176
bestellten	w7177
Eisen	w7178
<g/>
=
Obmannschaft	w7180
aus	w7181
Unseren	w7182
Erb	w7183
<g/>
=
Ländern	w7185
zu	w7186
ziehen	w7187
be=fugt	w7188
<g/>
=
<g/>
,
und	w7191
wider	w7192
die	w7193
Ubertrettere	w7194
<g/>
,
oder	w7196
welche	w7197
dieselbe	w7198
aufzureden	w7199
sich	w7200
vermessen	w7201
würden	w7202
<g/>
,
mit	w7204
denen	w7205
in	w7206
Unserm	w7207
obgedacht	w7208
<g/>
=
unterm	w7210
19	w7211
<g/>
.
Junii	w7213
vorigen	w7214
Jahrs	w7215
alhier	w7216
publicirten	w7217
Pa-tent	w7218
<g/>
-
§	w7220
vis	w7221
8	w7222
vò	w7223
<g/>
&
9	w7225
nò	w7226
ausgesetzten	w7227
Straf=fen	w7228
<g/>
=
nämlichen	w7230
respectivè	w7231
der	w7232
drey=jährigen	w7233
<g/>
=
Zucht	w7235
<g/>
=
Hauß	w7237
<g/>
=
und	w7239
Festungs	w7240
<g/>
=
Arbeit	w7242
<g/>
,
dann	w7244
Confiscirung	w7245
des	w7246
Emi- grirenden	w7247
<g/>
-
Habschaft	w7249
<g/>
,
und	w7251
Vermö=gens	w7252
<g/>
=
<g/>
,
wie	w7255
auch	w7256
Verlust	w7257
des	w7258
Burger	w7259
<g/>
=
Rechts	w7261
<g/>
,
und	w7263
aller	w7264
Erbs	w7265
<g/>
=
Anfälle	w7267
unverschont	w7268
<g/>
,
vorgegangen	w7270
<g/>
,
werden	w7272
solle	w7273
<g/>
.
</p>
<p id="p86">
Damit	w7275
aber	w7276
hierauf	w7277
um	w7278
so	w7279
bes=ser	w7280
<g/>
=
Obacht	w7282
getragen	w7283
werden	w7284
möge	w7285
<g/>
,
so	w7287
wollen	w7288
Wir	w7289
<g/>
,
daß	w7291
künftighin	w7292
denen	w7293
Wanderenden	w7294
dergleichen	w7295
Schmied	w7296
<g/>
=
Knechten	w7298
<g/>
,
oder	w7300
Gesellen	w7301
das	w7302
gewöhn=liche	w7303
<g/>
=
Kundschafts	w7305
<g/>
=
Zettul	w7307
nicht	w7308
mehr	w7309
</p>
<p id="p87">
offener	w7310
in	w7311
die	w7312
Hand	w7313
gegeben	w7314
<g/>
,
son=dern	w7316
<g/>
=
unter	w7318
dem	w7319
Handwerks	w7320
<g/>
=
Sigill	w7322
an	w7323
das	w7324
jenige	w7325
Handwerk	w7326
<g/>
,
dahin	w7328
er	w7329
sich	w7330
begeben	w7331
will	w7332
<g/>
,
beförderet	w7334
werden	w7335
solle	w7336
<g/>
,
wobey	w7338
auch	w7339
ein	w7340
solcher	w7341
wande=render	w7342
<g/>
=
Eisen	w7344
<g/>
=
oder	w7346
Stahl	w7347
<g/>
=
Arbeiter	w7349
schuldig	w7350
ist	w7351
<g/>
,
von	w7353
jeden	w7354
Orts	w7355
Obrig=keit	w7356
<g/>
=
besonders	w7358
einen	w7359
Paß	w7360
zu	w7361
nehmen	w7362
<g/>
,
ohne	w7364
welchen	w7365
selber	w7366
an	w7367
keinem	w7368
Ort	w7369
passiret	w7370
<g/>
,
sondern	w7372
arrestirlich	w7373
ange=halten	w7374
<g/>
=
<g/>
,
und	w7377
zur	w7378
weiteren	w7379
lnquisition	w7380
seines	w7381
Vorhabens	w7382
dem	w7383
nächsten	w7384
Land	w7385
<g/>
=
Gericht	w7387
übergeben	w7388
werden	w7389
solle	w7390
<g/>
;
</p>
<p id="p88">
Wornach	w7392
dann	w7393
männiglich	w7394
sich	w7395
zu	w7396
richten	w7397
<g/>
,
diesem	w7399
Unseren	w7400
ernst=lichen	w7401
<g/>
=
Befehl	w7403
gemäß	w7404
sich	w7405
zu	w7406
verhal=ten	w7407
<g/>
=
<g/>
,
und	w7410
vor	w7411
denen	w7412
vorbesagten	w7413
Straffen	w7414
zu	w7415
hüten	w7416
wissen	w7417
wird	w7418
<g/>
.
Ge=geben	w7420
<g/>
=
Wien	w7422
den	w7423
23	w7424
<g/>
.
Junii	w7426
1753	w7427
<g/>
.
</p>
<p id="p89">
Heinrich	w7429
Freyherr	w7430
von	w7431
Haugwitz	w7432
<g/>
.
</p>
<p id="p90">
<g/>
(
L	w7435
<g/>
.
S	w7437
<g/>
.
<g/>
)
</p>
<p id="p91">
Johann	w7440
Joseph	w7441
Baron	w7442
von	w7443
Mannagetta	w7444
<g/>
.
</p>
<p id="p92">
Per	w7446
Commissionen	w7447
Sac	w7448
<g/>
.
Cæs Caes	w7450
<g/>
.
Regiæque Regiaeque	w7452
Majest	w7453
<g/>
.
in	w7455
Consilio	w7456
Repræsentatinis Repraesentatinis	w7457
<g/>
&
Cameræ Camerae	w7459
Inferioris	w7460
Austriæ Austriae	w7461
<g/>
.
</p>
<p id="p93">
Jos	w7463
<g/>
.
Joh	w7465
<g/>
.
Edler	w7467
von	w7468
Tepfern	w7469
<g/>
.
</p>
<p id="p94">
Joh	w7471
<g/>
.
Jos	w7473
<g/>
.
von	w7475
Ehrnhahn	w7476
<g/>
.
</p>
<head id="hl32">
SPECIFICATION	w7478
</head>
<p id="p95">
Deren	w7479
Mahlereyen	w7480
und	w7481
Kunst	w7482
<g/>
=
stücken	w7484
<g/>
,
welche	w7486
alle	w7487
in	w7488
Originalien	w7489
bestehen	w7490
<g/>
,
und	w7492
mit	w7493
Ver=willigung	w7494
<g/>
=
Einer	w7496
Löbl	w7497
<g/>
.
Universität	w7499
den	w7500
18	w7501
<g/>
.
Julii	w7503
<g/>
,
vor	w7505
<g/>
=
Mit=tag	w7507
<g/>
=
von	w7509
9	w7510
<g/>
.
bis	w7512
12	w7513
<g/>
.
Uhr	w7515
<g/>
,
nach	w7517
<g/>
=
Mittag	w7519
aber	w7520
von	w7521
3	w7522
<g/>
.
bis	w7524
6	w7525
<g/>
.
Uhr	w7527
<g/>
,
plus	w7529
offerenti	w7530
<g/>
,
in	w7532
der	w7533
Cärntner	w7534
<g/>
=
Strassen	w7536
<g/>
,
in	w7538
so	w7539
genanntem	w7540
Pockischen	w7541
Haus	w7542
im	w7543
2ten	w7544
Stock	w7545
<g/>
,
auf	w7547
der	w7548
Haupt	w7549
<g/>
=
stiegen	w7551
gegen	w7552
der	w7553
Gassen	w7554
verkauffet	w7555
werden	w7556
<g/>
,
und	w7558
diese	w7559
Bilder	w7560
können	w7561
die	w7562
Liebhaber	w7563
2	w7564
<g/>
.
Täg	w7566
in	w7567
Voraus	w7568
in	w7569
Augenschein	w7570
nehmen	w7571
<g/>
,
als	w7573
den	w7574
16	w7575
<g/>
.
und	w7577
17	w7578
<g/>
.
Julii	w7580
<g/>
.
</p>
<p id="p96">
Lit	w7582
<g/>
.
</p>
<list id="">
A	w7584
AN	w7585
einer	w7586
See	w7587
<g/>
=
Stadt	w7589
<g/>
,
ein	w7591
Markt	w7592
<g/>
,
von	w7594
dem	w7595
Niederländisch	w7596
<g/>
=
berühmten	w7598
Lecler	w7599
<g/>
,
hoch	w7601
15	w7602
<g/>
.
Zoll	w7604
<g/>
,
breit	w7606
1	w7607
<g/>
.
Schuh	w7609
<g/>
,
8	w7611
<g/>
.
Zoll	w7613
<g/>
.
B	w7615
Zwey	w7616
Historien	w7617
<g/>
,
vorstellend	w7619
<g/>
:
gibt	w7621
dem	w7622
Kaiser	w7623
was	w7624
des	w7625
Kaisers	w7626
ist	w7627
<g/>
,
und	w7629
Compa-nion	w7630
<g/>
-
Judas	w7632
verkauft	w7633
um	w7634
30	w7635
<g/>
.
Silbering	w7637
Christum	w7638
<g/>
,
hoch	w7640
1	w7641
<g/>
.
Schuh	w7643
3	w7644
<g/>
.
Zoll	w7646
<g/>
,
breit	w7648
1	w7649
<g/>
.
Schuh	w7651
7	w7652
<g/>
.
Zoll	w7654
<g/>
.
C	w7656
Ein	w7657
extra	w7658
<g/>
=
besonders	w7660
Vieh	w7661
<g/>
=
Stücklein	w7663
<g/>
,
von	w7665
einem	w7666
berühmten	w7667
Niederländer	w7668
<g/>
,
hoch	w7670
10½	w7671
<g/>
.
Zoll	w7673
<g/>
,
breit	w7675
1	w7676
<g/>
.
Schuh	w7678
<g/>
.
D	w7680
Ein	w7681
von	w7682
besonderem	w7683
unbekannten	w7684
Meister	w7685
<g/>
,
Extra	w7687
Brust	w7688
<g/>
=
stuck	w7690
<g/>
,
hoch	w7692
2	w7693
<g/>
.
Schuh	w7695
7	w7696
<g/>
.
Zoll	w7698
<g/>
.
E	w7700
Ein	w7701
auf	w7702
Holz	w7703
in	w7704
Traum	w7705
schlaffender	w7706
Jacob	w7707
<g/>
,
alwo	w7709
die	w7710
Englen	w7711
in	w7712
der	w7713
Land=schaft	w7714
<g/>
=
ab	w7716
<g/>
=
und	w7718
aufsteigen	w7719
<g/>
,
von	w7721
einem	w7722
der	w7723
berühmtesten	w7724
Niederländischen	w7725
Meister	w7726
<g/>
,
hoch	w7728
2	w7729
<g/>
.
Schuh	w7731
<g/>
,
breit	w7733
1½	w7734
<g/>
.
Schuh	w7736
<g/>
.
F	w7738
Ein	w7739
auf	w7740
Zin	w7741
<g/>
,
wie	w7743
Pilatus	w7744
Christum	w7745
denen	w7746
Juden	w7747
vorstellet	w7748
<g/>
,
von	w7750
Pallma	w7751
<g/>
,
hoch	w7753
6½	w7754
Zoll	w7755
<g/>
,
breit	w7757
5	w7758
<g/>
.
Zoll	w7760
<g/>
.
</list>
<p id="p97">
N	w7762
<g/>
.
</p>
<list id="">
1	w7764
2	w7765
<g/>
.
Extra	w7767
<g/>
=
Schlachtel	w7769
<g/>
,
die	w7771
Höhe	w7772
1	w7773
Schuh	w7774
1	w7775
<g/>
.
Zoll	w7777
<g/>
,
breit	w7779
ein	w7780
Schuh	w7781
4	w7782
<g/>
.
Zoll	w7784
<g/>
.
2	w7786
I	w7787
<g/>
.
auf	w7789
Holz	w7790
Landschäftl	w7791
von	w7792
Pusin	w7793
<g/>
,
hoch	w7795
11½	w7796
<g/>
.
Zoll	w7798
<g/>
,
breit	w7800
1	w7801
<g/>
.
Schuh	w7803
4	w7804
<g/>
.
Zoll	w7806
<g/>
.
3	w7808
1	w7809
<g/>
.
Uber	w7811
Ellen	w7812
<g/>
=
hoch	w7814
groß	w7815
Ecce	w7816
Homo	w7817
von	w7818
Titiano	w7819
<g/>
.
4	w7821
JEsus	w7822
Maria	w7823
<g/>
&
Joseph	w7825
auf	w7826
Holz	w7827
<g/>
,
von	w7829
Pallma	w7830
<g/>
,
hoch	w7832
1	w7833
<g/>
.
Schuh	w7835
10	w7836
<g/>
.
Zoll	w7838
<g/>
,
breit	w7840
3	w7841
<g/>
.
Schuh	w7843
<g/>
.
5	w7845
<g/>
.
Auf	w7847
Holz	w7848
1	w7849
<g/>
.
sing	w7851
<g/>
=
und	w7853
geigender	w7854
Knabe	w7855
<g/>
,
von	w7857
Reinbrand	w7858
<g/>
,
hoch	w7860
11	w7861
<g/>
.
Zoll	w7863
<g/>
,
breit	w7865
1	w7866
Schuh	w7867
3½	w7868
Zoll	w7869
<g/>
.
6	w7871
<g/>
.
Die	w7873
Creutz	w7874
<g/>
=
tragung	w7876
Christi	w7877
<g/>
,
von	w7879
Pallma	w7880
<g/>
,
hoch	w7882
2	w7883
<g/>
.
Schuh	w7885
3	w7886
<g/>
.
Zoll	w7888
<g/>
,
breit	w7890
1	w7891
<g/>
.
Schuh	w7893
3	w7894
<g/>
.
Zoll	w7896
<g/>
.
</list>
<list id="">
7	w7901
1	w7902
<g/>
.
Vogl	w7904
<g/>
=
Stuck	w7906
<g/>
,
von	w7908
Hamelton	w7909
<g/>
,
hoch	w7911
1	w7912
<g/>
.
Schuh	w7914
<g/>
,
breit	w7916
1	w7917
<g/>
.
Schuh	w7919
5½	w7920
<g/>
.
Zoll	w7922
<g/>
.
9	w7924
Sterbender	w7925
Einsidler	w7926
Antonio	w7927
<g/>
,
Graubin	w7929
Graub	w7930
<g/>
,
hoch	w7932
4	w7933
<g/>
.
Schuh	w7935
<g/>
,
breit	w7937
3	w7938
<g/>
.
Schuh	w7940
2	w7941
Zoll	w7942
<g/>
,
extra	w7944
schön	w7945
<g/>
.
10	w7947
2	w7948
<g/>
.
Holländische	w7950
See	w7951
<g/>
=
farten	w7953
<g/>
,
von	w7955
Hroos	w7956
<g/>
,
hoch	w7958
3	w7959
Schuh	w7960
2	w7961
<g/>
.
Zoll	w7963
<g/>
,
breit	w7965
4	w7966
<g/>
.
Schuh	w7968
3	w7969
<g/>
.
Zoll	w7971
<g/>
.
11	w7973
Bey	w7974
dem	w7975
Tisch	w7976
speisende	w7977
JEsus	w7978
Maria	w7979
<g/>
&
Joseph	w7981
<g/>
,
die	w7983
Engeln	w7984
warten	w7985
auf	w7986
<g/>
,
von	w7988
Heyss	w7989
<g/>
,
3	w7991
<g/>
.
Viertel	w7993
Ellen	w7994
<g/>
=
hoch	w7996
<g/>
,
mit	w7998
conformer	w7999
Breite	w8000
<g/>
.
15	w8002
Ein	w8003
klein	w8004
<g/>
=
gutes	w8006
Altar	w8007
<g/>
=
Blatl	w8009
<g/>
,
Christus	w8011
an	w8012
Creutz	w8013
<g/>
,
und	w8015
an	w8016
dem	w8017
Fuß	w8018
Maria	w8019
Magdalena	w8020
<g/>
.
16	w8022
Ein	w8023
Knie	w8024
<g/>
=
stuck	w8026
eines	w8027
commandirenden	w8028
Feld	w8029
<g/>
=
Herren	w8031
<g/>
,
von	w8033
Rigo	w8034
aus	w8035
Paris	w8036
<g/>
,
hoch	w8038
4	w8039
<g/>
.
Schuh	w8041
2	w8042
<g/>
.
Zoll	w8044
<g/>
,
breit	w8046
2	w8047
<g/>
.
Schuh	w8049
11	w8050
<g/>
.
Zoll	w8052
<g/>
.
17	w8054
Auf	w8055
Holz	w8056
3	w8057
<g/>
.
Architectur	w8059
-Meister	w8060
<g/>
,
von	w8062
Venezianischen	w8063
Raphael	w8064
<g/>
,
etwas	w8066
über	w8067
Ellen	w8068
groß	w8069
<g/>
.
19	w8071
1	w8072
<g/>
.
Mit	w8074
dem	w8075
JEsu	w8076
<g/>
=
Kindlein	w8078
Mutter	w8079
GOttes	w8080
<g/>
,
in	w8082
einem	w8083
extra	w8084
<g/>
=
besonderen	w8086
Blumen	w8087
<g/>
=
Kranz	w8089
<g/>
,
in	w8091
welchem	w8092
alle	w8093
lnsecten	w8094
der	w8095
Blumen	w8096
<g/>
=
Thier	w8098
<g/>
,
van	w8100
Derbrie-gen	w8101
<g/>
-
<g/>
.
hoch	w8104
3	w8105
<g/>
.
Schuh	w8107
11	w8108
<g/>
.
Zoll	w8110
<g/>
,
breit	w8112
3	w8113
<g/>
.
Schuh	w8115
<g/>
.
21	w8117
2	w8118
<g/>
.
Frucht	w8120
<g/>
=
stuck	w8122
mit	w8123
fliegenden	w8124
Vöglen	w8125
<g/>
,
springende	w8127
Haafen	w8128
<g/>
,
kriechenden	w8130
Schnecken	w8131
<g/>
&
c	w8133
<g/>
.
von	w8135
einem	w8136
besonderen	w8137
extra	w8138
<g/>
=
Romanischen	w8140
Meister	w8141
<g/>
,
hoch	w8143
4	w8144
<g/>
.
Schuh	w8146
<g/>
,
breit	w8148
2	w8149
<g/>
.
Schuh	w8151
10	w8152
<g/>
.
Zoll	w8154
<g/>
.
22	w8156
Blumen	w8157
<g/>
=
Stuck	w8159
von	w8160
P	w8161
<g/>
.
Segers	w8163
<g/>
.
hoch	w8165
2	w8166
<g/>
.
Schuh	w8168
4	w8169
<g/>
.
Zoll	w8171
<g/>
,
2	w8173
<g/>
.
Schuh	w8175
11	w8176
<g/>
.
Zoll	w8178
breit	w8179
<g/>
.
23	w8181
4	w8182
<g/>
.
Jahrs	w8184
<g/>
=
Zeiten	w8186
<g/>
=
stücklein	w8188
<g/>
,
von	w8190
welchen	w8191
Meister	w8192
<g/>
,
hoch	w8194
10½	w8195
<g/>
.
Zoll	w8197
<g/>
,
breit	w8199
8	w8200
<g/>
.
Zoll	w8202
<g/>
.
24	w8204
Ein	w8205
Tempel	w8206
auf	w8207
Holz	w8208
<g/>
,
worin	w8210
Christus	w8211
lehret	w8212
<g/>
,
von	w8214
Deneff	w8215
<g/>
,
hoch	w8217
ein	w8218
Schuh	w8219
5	w8220
<g/>
.
Zoll	w8222
<g/>
,
breit	w8224
1	w8225
<g/>
.
Schuh	w8227
1	w8228
<g/>
.
Zoll	w8230
<g/>
.
26	w8232
<g/>
.
1	w8234
Haafen	w8235
von	w8236
Vouth	w8237
<g/>
,
hoch	w8239
2	w8240
<g/>
.
Schuh	w8242
4	w8243
<g/>
.
Zoll	w8245
<g/>
,
breit	w8247
2	w8248
<g/>
.
Schuh	w8250
10	w8251
Zoll	w8252
<g/>
.
27	w8254
1	w8255
<g/>
.
Niederländischer	w8257
Bauer	w8258
bey	w8259
dem	w8260
Tisch	w8261
trinckend	w8262
<g/>
,
von	w8264
einem	w8265
Extra	w8266
<g/>
=
Nie=derländer	w8268
<g/>
=
<g/>
,
hoch	w8271
1	w8272
<g/>
.
Schuh	w8274
5	w8275
<g/>
.
Zoll	w8277
<g/>
,
breit	w8279
1	w8280
<g/>
.
Schuh	w8282
10	w8283
<g/>
.
Zoll	w8285
<g/>
.
28	w8287
1	w8288
<g/>
.
Klein	w8290
Portrée	w8291
von	w8292
Albrecht	w8293
Duer	w8294
<g/>
,
1	w8296
<g/>
.
Schuh	w8298
6	w8299
<g/>
.
Zoll	w8301
hoch	w8302
<g/>
,
breit	w8304
1	w8305
<g/>
.
Schuh	w8307
10	w8308
Zoll	w8309
<g/>
.
29	w8311
1	w8312
<g/>
.
Landhschaftl	w8314
auf	w8315
Holz	w8316
<g/>
,
ein	w8318
Reitender	w8319
<g/>
,
und	w8321
Jäger	w8322
mit	w8323
Hunden	w8324
<g/>
,
von	w8326
Botter	w8327
<g/>
,
hoch	w8329
7	w8330
<g/>
.
Zoll	w8332
<g/>
,
breit	w8334
8½	w8335
Zoll	w8336
<g/>
.
30	w8338
1	w8339
<g/>
.
Landschaftl	w8341
mit	w8342
reitenden	w8343
und	w8344
anderen	w8345
Pferden	w8346
<g/>
,
von	w8348
Waurman	w8349
<g/>
,
nebst	w8351
etwas	w8352
gleichende	w8353
Companion	w8354
<g/>
.
31	w8356
<g/>
.
1	w8358
<g/>
.
Kleine	w8360
Mutter	w8361
GOttes	w8362
mit	w8363
dem	w8364
JEsu	w8365
<g/>
=
Kindel	w8367
von	w8368
Welschen	w8369
Goges	w8370
<g/>
.
32	w8372
Conversation	w8373
<g/>
-
Stücklein	w8375
Tenirsche	w8376
Art	w8377
<g/>
,
hoch	w8379
11	w8380
<g/>
.
Zoll	w8382
<g/>
,
breit	w8384
1	w8385
<g/>
.
Schuh	w8387
2	w8388
<g/>
.
Zoll	w8390
<g/>
.
</list>
<list id="">
8	w8392
Mater	w8393
dolorola	w8394
<g/>
,
von	w8396
Tintoreto	w8397
<g/>
,
Oval	w8399
Ellen	w8400
<g/>
=
groß	w8402
<g/>
.
12	w8404
1	w8405
<g/>
.
Kopf	w8407
von	w8408
Lauch	w8409
<g/>
,
hoch	w8411
2	w8412
<g/>
.
Schuh	w8414
<g/>
,
breit	w8416
1	w8417
<g/>
.
Schuh	w8419
8	w8420
<g/>
.
Zoll	w8422
<g/>
.
13	w8424
<g/>
.
1	w8426
<g/>
.
Gutes	w8428
Brust	w8429
<g/>
=
stuck	w8431
<g/>
,
Ellen	w8433
<g/>
=
groß	w8435
14	w8436
2	w8437
grosse	w8438
und	w8439
2	w8440
<g/>
.
kleine	w8442
Landschaften	w8443
von	w8444
Faistenberger	w8445
<g/>
.
18	w8447
2	w8448
<g/>
.
Ruin	w8450
von	w8451
Pulcher	w8452
1½	w8453
Ellen	w8454
<g/>
=
hoch	w8456
mit	w8457
conformer	w8458
Breite	w8459
<g/>
.
20	w8461
Deto	w8462
Blumen	w8463
<g/>
=
Kranz	w8465
<g/>
,
van	w8467
Derbriegen	w8468
<g/>
,
in	w8470
fast	w8471
gleicher	w8472
Grösse	w8473
<g/>
.
25	w8475
1	w8476
<g/>
.
Auf	w8478
Holz	w8479
Bauren	w8480
<g/>
,
AO	w8482
<g/>
.
R	w8484
<g/>
.
hoch	w8486
1	w8487
Schuh	w8488
<g/>
,
breit	w8490
10½	w8491
Zoll	w8492
<g/>
.
33	w8494
2	w8495
<g/>
.
Kleine	w8497
Köpflein	w8498
von	w8499
Hollbein	w8500
<g/>
.
34	w8502
4	w8503
<g/>
.
Auf	w8505
Kupfer	w8506
sehr	w8507
kleine	w8508
welsche	w8509
Architectur	w8510
-Stückl	w8511
<g/>
.
</list>
<list id="">
35	w8514
1	w8515
<g/>
.
Auf	w8517
Holz	w8518
klein	w8519
Mutter	w8520
<g/>
=
GOttes	w8522
<g/>
=
Bildlein	w8524
mit	w8525
dem	w8526
JEsu	w8527
<g/>
=
Kindlein	w8529
von	w8530
Parmigianino	w8531
<g/>
.
36	w8533
2	w8534
<g/>
.
Auf	w8536
Holz	w8537
Holländische	w8538
Bauren	w8539
<g/>
,
unbekannt	w8541
<g/>
,
hoch	w8543
1	w8544
<g/>
.
Schuh	w8546
5	w8547
<g/>
.
Zoll	w8549
<g/>
,
breit	w8551
12	w8552
Zoll	w8553
<g/>
.
37	w8555
1	w8556
<g/>
.
Landschäftl	w8558
<g/>
,
auf	w8560
Holz	w8561
<g/>
,
von	w8563
Carel	w8564
Pienachern	w8565
<g/>
,
hoch	w8567
8	w8568
<g/>
.
Zoll	w8570
<g/>
,
breit	w8572
12	w8573
<g/>
.
Zoll	w8575
<g/>
.
38	w8577
1	w8578
<g/>
.
Portrée	w8580
Brust	w8581
<g/>
=
stuck	w8583
auf	w8584
Holz	w8585
<g/>
,
von	w8587
Hollbein	w8588
<g/>
,
hoch	w8590
1	w8591
<g/>
.
Schuh	w8593
6	w8594
<g/>
.
Zoll	w8596
breit	w8597
1	w8598
<g/>
.
Schuh	w8600
2	w8601
<g/>
.
Zoll	w8603
<g/>
.
39	w8605
1	w8606
<g/>
.
Brust	w8608
<g/>
=
stuck	w8610
eines	w8611
Prinzen	w8612
<g/>
,
von	w8614
Dyech	w8615
<g/>
,
hoch	w8617
1	w8618
<g/>
.
Schuh	w8620
<g/>
,
9	w8622
<g/>
.
Zoll	w8624
<g/>
,
breit	w8626
1	w8627
<g/>
.
Schuh	w8629
<g/>
,
4	w8631
<g/>
.
Zoll	w8633
<g/>
.
40	w8635
Marter	w8636
Amabilis	w8637
<g/>
,
auf	w8639
Veroneische	w8640
Art	w8641
<g/>
,
hoch	w8643
1	w8644
<g/>
.
Schuh	w8646
7	w8647
<g/>
.
Zohl	w8649
<g/>
,
breit	w8651
1	w8652
<g/>
.
Schuh	w8654
4	w8655
<g/>
.
Zoll	w8657
<g/>
.
42	w8659
2	w8660
<g/>
.
Stuck	w8662
Tiger	w8663
<g/>
,
und	w8665
andere	w8666
Thier	w8667
<g/>
,
von	w8669
Carel	w8670
Ruthart	w8671
<g/>
,
hoch	w8673
1	w8674
<g/>
.
Schuh	w8676
1	w8677
<g/>
.
Zoll	w8679
<g/>
,
breit	w8681
1	w8682
<g/>
.
Schuh	w8684
7	w8685
<g/>
.
Zoll	w8687
<g/>
.
43	w8689
1	w8690
<g/>
.
Niederländische	w8692
Bauren	w8693
<g/>
=
Conversation	w8695
<g/>
,
die	w8697
Höhe	w8698
1	w8699
<g/>
.
Schuh	w8701
6	w8702
<g/>
.
Zoll	w8704
<g/>
,
breit	w8706
1	w8707
<g/>
.
Schuh	w8709
1	w8710
<g/>
.
Zoll	w8712
<g/>
.
45	w8714
JEsus	w8715
<g/>
,
Maria	w8717
<g/>
,
Joseph	w8719
<g/>
,
besonders	w8721
eines	w8722
Niederländischen	w8723
Meisters	w8724
<g/>
,
hoch	w8726
10	w8727
<g/>
.
Zoll	w8729
<g/>
,
breit	w8731
8	w8732
<g/>
.
Zoll	w8734
<g/>
.
50	w8736
1	w8737
<g/>
.
Deto	w8739
<g/>
,
von	w8741
Quido	w8742
<g/>
,
alle	w8744
diese	w8745
4	w8746
<g/>
.
Köpf	w8748
in	w8749
gleicher	w8750
Höhe	w8751
<g/>
,
15	w8753
<g/>
.
Zoll	w8755
<g/>
,
breit	w8757
10½	w8758
<g/>
.
Zoll	w8760
<g/>
.
51	w8762
Ein	w8763
vin	w8764
einem	w8765
Welschen	w8766
Meister	w8767
<g/>
,
Unbefleckte	w8769
Empfängnuß	w8770
<g/>
,
1	w8772
<g/>
.
Ellen	w8774
<g/>
=
Stuck	w8776
<g/>
.
52	w8778
<g/>
.
Ein	w8780
pfeiffender	w8781
extra	w8782
Jünglinge	w8783
<g/>
,
von	w8785
Rennbrandt	w8786
<g/>
,
hoch	w8788
2	w8789
<g/>
.
Schuh	w8791
<g/>
,
breit	w8793
1	w8794
<g/>
.
Schuh	w8796
9	w8797
<g/>
.
Zoll	w8799
<g/>
.
53	w8801
1	w8802
<g/>
.
fein	w8804
Brust	w8805
<g/>
=
stuck	w8807
<g/>
,
auch	w8809
extra	w8810
<g/>
,
hoch	w8812
2	w8813
<g/>
.
Schuh	w8815
2	w8816
<g/>
.
Zoll	w8818
<g/>
,
breit	w8820
1	w8821
<g/>
.
Schuh	w8823
9	w8824
<g/>
.
Zoll	w8826
<g/>
.
54	w8828
Die	w8829
Freundschaft	w8830
Christi	w8831
auf	w8832
Holz	w8833
<g/>
,
auf	w8835
das	w8836
beste	w8837
conservirt	w8838
<g/>
,
von	w8840
RAPHAEL	w8841
URBINO	w8842
<g/>
.
55	w8844
1	w8845
<g/>
.
Brust	w8847
<g/>
=
stuck	w8849
<g/>
,
von	w8851
Hanz	w8852
v	w8853
<g/>
.
Aich	w8855
<g/>
,
hoch	w8857
1	w8858
<g/>
.
Schuh	w8860
10	w8861
<g/>
.
Zoll	w8863
<g/>
,
auch	w8865
eben	w8866
also	w8867
breit	w8868
<g/>
.
56	w8870
Maria	w8871
Magdalena	w8872
<g/>
,
von	w8874
einem	w8875
Welschen	w8876
Meister	w8877
<g/>
,
1	w8879
<g/>
.
Schuh	w8881
10	w8882
<g/>
.
Zoll	w8884
<g/>
,
auch	w8886
also	w8887
breit	w8888
<g/>
.
58	w8890
<g/>
.
Auf	w8892
Holz	w8893
Pallast	w8894
Pilati	w8895
<g/>
,
in	w8897
welchem	w8898
die	w8899
Vorstellung	w8900
Christi	w8901
mit	w8902
dem	w8903
Jü=dischen	w8904
<g/>
=
Volk	w8906
<g/>
,
in	w8908
genere	w8909
<g/>
,
extra	w8911
extraschön	w8912
<g/>
.
Von	w8914
Albrecht	w8915
Deur	w8916
<g/>
,
über	w8918
Ellen	w8919
groß	w8920
<g/>
,
in	w8922
seiner	w8923
conformen	w8924
Breite	w8925
<g/>
.
59	w8927
Ein	w8928
bettende	w8929
Mutter	w8930
GOttes	w8931
<g/>
,
von	w8933
einem	w8934
besonderen	w8935
Welschen	w8936
Meister	w8937
<g/>
,
½	w8939
Ellen	w8940
hoch	w8941
<g/>
,
mit	w8943
proportionirter	w8944
Breite	w8945
<g/>
.
</list>
<list id="">
41	w8947
Uber	w8948
Ellen	w8949
