<doc id="wr_1758-01-28" attrs="word" year="1758" month="01" day="28" corpus="2">
<head id="h2_d214e2819">
Altona,	w1_d214e2823
illuminirt,	w7_d214e17156
und	w9_d214e17159
bequem	w11_d214e17162
bey	w1_d214e17167
sich	w3_d214e17170
zu	w5_d214e17173
tragen	w7_d214e17176
in	w9_d214e17179
einem	w11_d214e17182
Futeral	w13_d214e17186
pr.	w15_d214e17189
3.	w17_d214e17192
fl.	w1_d214e17197
30.	w3_d214e17200
kr.,	w5_d214e17203
ohne	w7_d214e17206
Futeral	w9_d214e17209
auch	w11_d214e17212
sanber	w13_d214e17216
illu	w15_d214e17219
minirt	w1_d214e17225
pr.	w3_d214e17228
3.	w5_d214e17231
fl.	w7_d214e17234
</p>
<p id="p14_d214e17237">
Eine	w1_d214e17241
accurate	w3_d214e17244
GeneralPost	w5_d214e17247
und	w7_d214e17250
Land	w9_d214e17253
karte,	w1_d214e17258
darinnen	w3_d214e17261
das	w5_d214e17264
ganze	w7_d214e17267
Heil.	w9_d214e17270
Röm	w11_d214e17273
Reich,	w13_d214e17277
auch	w1_d214e17282
Jtalien,	w3_d214e17285
samt	w5_d214e17288
einem	w7_d214e17291
grossen	w9_d214e17294
Theil	w11_d214e17297
deren	w13_d214e17301
daran	w1_d214e17307
gränzenden	w3_d214e17310
Königreichen,	w5_d214e17313
Hungarn,	w7_d214e17316
Pohlen	w1_d214e17321
und	w3_d214e17324
Preussen	w5_d214e17327
begriffen,	w7_d214e17330
in	w9_d214e17333
seine	w11_d214e17336
or	w13_d214e17340
dentliche	w1_d214e17345
Reichs=kreise,	w3_d214e17348
und	w5_d214e17351
darinnen	w7_d214e17354
be	w9_d214e17357
findliche	w1_d214e17362
Fürstentümer	w3_d214e17365
und	w5_d214e17368
Grafschaften	w7_d214e17371
auf	w9_d214e17374
das	w1_d214e17380
deutlichste	w3_d214e17383
eingetheilet,	w5_d214e17386
auch	w7_d214e17389
mit	w9_d214e17392
Compas	w11_d214e17395
und	w1_d214e17400
Mas=stab	w3_d214e17403
bestens	w5_d214e17406
versehen,	w7_d214e17409
und	w9_d214e17412
sauber	w11_d214e17415
illuminirt.	w1_d214e17420
Das	w3_d214e17423
Exemplar	w5_d214e17426
per	w7_d214e17429
1.	w9_d214e17432
fl.	w11_d214e17435
im	w13_d214e17439
Futeral	w1_d214e17444
aber	w3_d214e17447
1.	w5_d214e17450
Gulden	w7_d214e17453
15.	w9_d214e17456
Kr.	w11_d214e17459
</p>
<p id="p16_d214e17462">
Es	w1_d214e17466
wird	w3_d214e17469
hiermit	w5_d214e17472
jedermann	w7_d214e17475
kund	w9_d214e17478
und	w11_d214e17481
zu	w13_d214e17485
wissen	w1_d214e17490
gemacht,	w3_d214e17493
wie	w5_d214e17496
daß	w7_d214e17499
bey	w9_d214e17502
der	w11_d214e17505
Hochgräfl.	w13_d214e17509
Cavrianischen	w1_d214e17514
Herrschaft	w3_d214e17517
Unter=walterstorf	w5_d214e17520
ein	w1_d214e17526
Bräu=haus,	w3_d214e17529
so	w5_d214e17532
in	w7_d214e17535
einen	w9_d214e17538
ganzen	w11_d214e17541
Lehen	w13_d214e17545
samt	w15_d214e17548
Haus,	w1_d214e17553
und	w3_d214e17556
überländ=Grund=stücken	w5_d214e17559
bestehet	w7_d214e17562
de	w9_d214e17565
9.	w1_d214e17570
Febr.	w3_d214e17573
dieses	w5_d214e17576
Jahrs	w7_d214e17579
in	w9_d214e17582
der	w11_d214e17585
Herrschaftlichen	w13_d214e17589
Canzley	w1_d214e17594
fruh	w3_d214e17597
um	w5_d214e17600
8.	w7_d214e17603
Uhr	w9_d214e17606
dem	w11_d214e17609
Meistbietenden	w13_d214e17613
licitando	w1_d214e17619
verkauffet	w3_d214e17622
werden	w5_d214e17625
wird.	w7_d214e17628
</p>
<list id="l18_d214e17631">
Bey	w1_d214e17635
Emrich	w3_d214e17638
Felix	w5_d214e17641
Bader,	w7_d214e17644
in	w9_d214e17647
der	w11_d214e17650
Bogner	w13_d214e17654
gassen	w1_d214e17659
nächst	w3_d214e17662
dem	w5_d214e17665
Todten=kopf	w7_d214e17668
ist	w9_d214e17671
zu	w11_d214e17674
haben:	w13_d214e17678
Neues	w1_d214e17683
Genealogisch=schematisch	w3_d214e17686
sReichs	w5_d214e17689
und	w1_d214e17695
Staats=hand=buch	w3_d214e17698
für	w5_d214e17701
das	w7_d214e17704
Jahr	w9_d214e17707
1758.	w11_d214e17710
8vo.	w1_d214e17715
Frankf.	w3_d214e17718
1.	w5_d214e17721
fl.	w7_d214e17724
30.	w9_d214e17727
kr.	w11_d214e17730
Etrennes	w1_d214e17735
mignones,	w3_d214e17738
curieuses	w5_d214e17741
&	w7_d214e17744
uti-	w9_d214e17747
les,	w1_d214e17752
avec	w3_d214e17755
plusieurs	w5_d214e17758
augmentations	w7_d214e17761
&	w9_d214e17764
corrections,	w1_d214e17770
spour	w3_d214e17773
l'Année	w5_d214e17776
1758.	w7_d214e17779
à	w9_d214e17782
Parn.	w11_d214e17785
1.	w1_d214e17790
fl.	w3_d214e17793
</list>
<p id="p20_d214e17797">
Es	w1_d214e17801
ist	w3_d214e17804
für	w5_d214e17807
einem	w7_d214e17810
Cornet,	w9_d214e17813
dessen	w11_d214e17816
Reit=knecht,	w13_d214e17820
und	w1_d214e17825
einen	w3_d214e17828
Bedienten	w5_d214e17831
die	w7_d214e17834
ganze	w9_d214e17837
Feld=equipage	w11_d214e17840
zu	w1_d214e17845
verkauffen,	w3_d214e17848
wer	w5_d214e17851
nun	w7_d214e17854
solche	w9_d214e17857
zu	w11_d214e17860
erkauffen	w13_d214e17864
gedenket,	w1_d214e17870
kan	w3_d214e17873
sich	w5_d214e17876
in	w7_d214e17879
Millenischen	w9_d214e17882
Haus	w11_d214e17885
in	w13_d214e17889
der	w1_d214e17894
Kärntner=strassen	w3_d214e17897
im	w5_d214e17900
2ten	w7_d214e17903
Stock	w9_d214e17906
bey	w11_d214e17909
Hrn.	w1_d214e17914
Joseph	w3_d214e17917
Mayr	w5_d214e17920
anmelden.	w7_d214e17923
</p>
<p id="p22_d214e17926">
Montag,	w1_d214e17930
und	w3_d214e17933
Dienstag	w5_d214e17936
als	w7_d214e17939
den	w9_d214e17942
30.	w11_d214e17945
und	w13_d214e17949
31.	w15_d214e17952
dieses	w1_d214e17957
gegenwärtigen	w3_d214e17960
Monats	w5_d214e17963
werden	w7_d214e17966
im	w9_d214e17969
Schotten=hof	w1_d214e17974
allerhand	w3_d214e17977
Effecten,	w5_d214e17980
als	w7_d214e17983
Spie	w9_d214e17986
gel,	w1_d214e17992
Uhren,	w3_d214e17995
Geschmuck,	w5_d214e17998
goldene	w7_d214e18001
Sachen	w9_d214e18004
li	w11_d214e18007
citando	w1_d214e18012
verkauffet	w3_d214e18015
worden.	w5_d214e18018
</p>
<head id="h2_d214e18050">
Ollmütz	w1_d214e18054
18.	w3_d214e18057
Jan.	w5_d214e18060
</head>
<p id="p4_d214e18063">
SAchdeme	w1_d214e18067
der	w3_d214e18070
Kaiserlich	w5_d214e18073
=Königliche	w7_d214e18076
General	w1_d214e18081
Herr	w3_d214e18084
Marquis	w5_d214e18087
de	w7_d214e18090
Ville,	w9_d214e18093
wel	w11_d214e18096
cher	w1_d214e18101
mit	w3_d214e18104
seinem	w5_d214e18107
Commando	w7_d214e18110
zu	w9_d214e18113
Grätz,	w11_d214e18116
und	w13_d214e18120
in	w15_d214e18123
dasigen	w1_d214e18129
Gegenden	w3_d214e18132
stehet,	w5_d214e18135
den	w7_d214e18138
15.	w9_d214e18141
dieses	w11_d214e18144
zu	w13_d214e18148
Mittag	w1_d214e18153
gewahr	w3_d214e18156
wurde,	w5_d214e18159
daß	w7_d214e18162
Preußischer	w9_d214e18165
Seits	w1_d214e18170
1800.	w3_d214e18173
Mann	w5_d214e18176
Jnfanterie,	w7_d214e18179
und	w9_d214e18182
2300.	w11_d214e18185
Mann	w1_d214e18190
Lavalierie,	w3_d214e18193
und	w5_d214e18196
Hussaren	w7_d214e18199
sich	w9_d214e18202
in	w11_d214e18205
Mara	w13_d214e18209
setzten,	w1_d214e18215
und	w3_d214e18218
ihre	w5_d214e18221
Vor=trupen	w7_d214e18224
von	w9_d214e18227
Schmiro	w11_d214e18230
witz	w1_d214e18235
gegen	w3_d214e18238
einen	w5_d214e18241
Mayer=hof	w7_d214e18244
anruckten,	w9_d214e18247
des	w11_d214e18250
sen	w1_d214e18255
sie	w3_d214e18258
sich	w5_d214e18261
auch	w7_d214e18264
sogleich	w9_d214e18267
bemächtigten,	w11_d214e18270
die	w13_d214e18274
übrige,	w1_d214e18279
dieses	w3_d214e18282
feindlichen	w5_d214e18285
Corps	w7_d214e18288
aber	w9_d214e18291
zu	w11_d214e18294
gleich	w1_d214e18300
von	w3_d214e18303
dem	w5_d214e18306
Gebürg	w7_d214e18309
herab	w9_d214e18312
anmarschirten	w11_d214e18315
und	w1_d214e18320
mit	w3_d214e18323
gesamter	w5_d214e18326
Hand	w7_d214e18329
ein	w9_d214e18332
diesseits	w11_d214e18335
der	w13_d214e18339
March	w15_d214e18342
am	w1_d214e18347
Fuß	w3_d214e18350
des	w5_d214e18353
Berges	w7_d214e18356
ligendes	w9_d214e18359
Bräu=haus,	w11_d214e18362
welches	w1_d214e18367
den	w3_d214e18370
Eingang	w5_d214e18373
nach	w7_d214e18376
Grätz	w9_d214e18379
schliesset	w11_d214e18382
attaquirten,	w1_d214e18388
worbey	w3_d214e18391
sie	w5_d214e18394
von	w7_d214e18397
einiger	w9_d214e18400
auf	w11_d214e18403
der	w1_d214e18408
Anhöhe	w3_d214e18411
zuruck=gelassenen	w5_d214e18414
Artillerie	w7_d214e18417
be	w9_d214e18420
deckt	w1_d214e18425
waren;	w3_d214e18428
so	w5_d214e18431
beorderte	w7_d214e18434
derselbe	w9_d214e18437
den	w11_d214e18440
Hrn.	w13_d214e18444
Obrist	w1_d214e18449
Simbschön,	w3_d214e18452
erst	w5_d214e18455
besagtes	w7_d214e18458
Bräu=haus	w9_d214e18461
zu	w1_d214e18467
vertheidigen.	w3_d214e18470
Dieser	w5_d214e18473
Hr.	w7_d214e18476
Obriste	w9_d214e18479
fassete	w11_d214e18482
also	w1_d214e18487
Posto	w3_d214e18490
in	w5_d214e18493
dem	w7_d214e18496
oberhalb	w9_d214e18499
sothanen	w11_d214e18502
Bräu	w13_d214e18506
hauses	w1_d214e18511
ligenden	w3_d214e18514
Garten,	w5_d214e18517
pflanzte	w7_d214e18520
einige	w9_d214e18523
Stü	w11_d214e18526
cke	w1_d214e18531
dahin,	w3_d214e18534
und	w5_d214e18537
gebrauchte	w7_d214e18540
sich	w9_d214e18543
diesfälligen	w11_d214e18546
Feuers	w1_d214e18552
mit	w3_d214e18555
so	w5_d214e18558
guter	w7_d214e18561
Würkung,	w9_d214e18564
daß	w11_d214e18567
die	w13_d214e18571
Preussen	w1_d214e18576
nach	w3_d214e18579
anderthalb	w5_d214e18582
Stunden	w7_d214e18585
gezwun	w9_d214e18588
gen	w1_d214e18593
wurden,	w3_d214e18596
die	w5_d214e18599
Flucht	w7_d214e18602
nach	w9_d214e18605
vorigem	w11_d214e18608
Ge	w13_d214e18612
bürg	w1_d214e18617
zu	w3_d214e18620
ergreiffen,	w5_d214e18623
welches	w7_d214e18626
mit	w9_d214e18629
solcher	w11_d214e18632
Pre	w13_d214e18636
cipitanz	w1_d214e18642
von	w3_d214e18645
ihnen	w5_d214e18648
geschahe,	w7_d214e18651
daß	w9_d214e18654
sie	w11_d214e18657
sogar	w13_d214e18661
ihre	w1_d214e18666
meiste	w3_d214e18669
Todte	w5_d214e18672
und	w7_d214e18675
Bleßirte	w9_d214e18678
auf	w11_d214e18681
dem	w13_d214e18685
Wahl	w15_d214e18688
platz	w1_d214e18693
im	w3_d214e18696
Stich	w5_d214e18699
liessen,	w7_d214e18702
wiewolen	w9_d214e18705
sie	w11_d214e18708
schon	w13_d214e18712
ei	w15_d214e18715
ne	w1_d214e18720
zi	w3_d214e18723
mliche	w5_d214e18726
Anzahl	w7_d214e18729
derenselben	w9_d214e18732
währender	w11_d214e18735
Action	w1_d214e18741
auf	w3_d214e18744
36.	w5_d214e18747
Schlitten,	w7_d214e18750
so	w9_d214e18753
sie	w11_d214e18756
von	w13_d214e18760
Lunko	w15_d214e18763
witz	w1_d214e18768
und	w3_d214e18771
Schmirowitz	w5_d214e18774
zusammen	w7_d214e18777
gebracht,	w9_d214e18780
fortgeführet	w1_d214e18785
hatten.	w3_d214e18788
Wir	w5_d214e18791
haben	w7_d214e18794
hiebey	w9_d214e18797
auch	w1_d214e18802
viele	w3_d214e18805
Preussen	w5_d214e18808
zu	w7_d214e18811
Kriegs=gefangenen	w9_d214e18814
ge	w11_d214e18817
macht,	w1_d214e18823
darunter	w3_d214e18826
zwey	w5_d214e18829
Officiers	w7_d214e18832
sich	w9_d214e18835
befin	w11_d214e18838
den.	w1_d214e18843
Der	w3_d214e18846
Feind	w5_d214e18849
hat	w7_d214e18852
bey	w9_d214e18855
diesem	w11_d214e18858
Vorfall	w13_d214e18862
an	w15_d214e18865
Todten	w1_d214e18870
und	w3_d214e18873
Verwundeten	w5_d214e18876
gewiß	w7_d214e18879
400.	w9_d214e18882
Manr	w11_d214e18885
verloren,	w1_d214e18890
dargegen	w3_d214e18893
unserer	w5_d214e18896
Seits	w7_d214e18899
nichr	w9_d214e18902
mehr	w11_d214e18905
als	w1_d214e18911
8.	w3_d214e18914
Mann	w5_d214e18917
todt	w7_d214e18920
geblieben,	w9_d214e18923
und	w11_d214e18926
31.	w13_d214e18930
bleßirt	w15_d214e18933
worden.	w1_d214e18938
Die	w3_d214e18941
Preussen	w5_d214e18944
seynd	w7_d214e18947
zu	w9_d214e18950
diesem	w11_d214e18953
An	w13_d214e18957
grif	w1_d214e18962
schon	w3_d214e18965
um	w5_d214e18968
6.	w7_d214e18971
Uhr	w9_d214e18974
Fruh	w11_d214e18977
von	w13_d214e18981
Troppau	w15_d214e18984
aus	w17_d214e18987
marichiret,	w1_d214e18992
und	w3_d214e18995
erst	w5_d214e18998
gegen	w7_d214e19001
8.	w9_d214e19004
Uhr	w11_d214e19007
Abends	w13_d214e19011
wieder	w1_d214e19017
alldahin	w3_d214e19020
zuruck	w5_d214e19023
gekommen;	w7_d214e19026
und	w9_d214e19029
hatten	w11_d214e19032
selbe	w1_d214e19037
nicht	w3_d214e19040
mehr	w5_d214e19043
als	w7_d214e19046
200.	w9_d214e19049
Mann	w11_d214e19052
in	w13_d214e19056
Troppau	w15_d214e19059
ge	w17_d214e19062
lassen,	w1_d214e19067
Jhre	w3_d214e19070
mit	w5_d214e19073
sich	w7_d214e19076
geführte	w9_d214e19079
Artillerie	w11_d214e19082
be	w13_d214e19086
stunde	w1_d214e19091
in	w3_d214e19094
4.	w5_d214e19097
Stücken	w7_d214e19100
von	w9_d214e19103
zwölf=6.	w11_d214e19106
deto	w13_d214e19110
von	w15_d214e19113
ein	w1_d214e19119
und	w3_d214e19122
zwey	w5_d214e19125
Haubitzen	w7_d214e19128
von	w9_d214e19131
25=pfündigen	w11_d214e19134
Kalibre.	w1_d214e19139
Man	w3_d214e19142
hat	w5_d214e19145
sie	w7_d214e19148
soweit,	w9_d214e19151
als	w11_d214e19154
es	w13_d214e19158
möglich	w15_d214e19161
</p>
<p id="p6_d214e19164">
ware,	w1_d214e19168
verfolgt,	w3_d214e19171
und	w5_d214e19174
annoch	w7_d214e19177
während	w9_d214e19180
solches	w11_d214e19183
Verfolgung,	w1_d214e19188
wordurch	w3_d214e19191
ihre	w5_d214e19194
Confusion	w7_d214e19197
sehr	w9_d214e19200
vermehret	w1_d214e19205
wurde,	w3_d214e19208
bey	w5_d214e19211
30.	w7_d214e19214
Mann	w9_d214e19217
von	w11_d214e19220
ihnen	w13_d214e19224
theils	w1_d214e19230
erlegt,	w3_d214e19233
theils	w5_d214e19236
verwundet.	w7_d214e19239
Eines	w9_d214e19242
von	w11_d214e19245
ihren	w1_d214e19250
zwölf=pfündigen	w3_d214e19253
Stücken	w5_d214e19256
wurde	w7_d214e19259
von	w9_d214e19262
denen	w1_d214e19267
Unserigen	w3_d214e19270
demontiret;	w5_d214e19273
es	w7_d214e19276
ware	w9_d214e19279
aber	w11_d214e19282
dieses	w1_d214e19287
zu	w3_d214e19290
nahe	w5_d214e19293
an	w7_d214e19296
dem	w9_d214e19299
Gebürg,	w11_d214e19302
dahin	w13_d214e19306
sie	w15_d214e19309
sich	w1_d214e19315
zurück	w3_d214e19318
geflüchtet	w5_d214e19321
hatten,	w7_d214e19324
auch	w9_d214e19327
von	w11_d214e19330
ih	w13_d214e19334
rer	w1_d214e19339
übrigen	w3_d214e19342
Artillerie	w5_d214e19345
allzusehr	w7_d214e19348
bedecket,	w9_d214e19351
daß	w11_d214e19354
man	w1_d214e19359
es	w3_d214e19362
mithin	w5_d214e19365
denenselben	w7_d214e19368
nicht	w9_d214e19371
vollends	w11_d214e19374
ab	w13_d214e19378
nehmen	w1_d214e19383
konnte.	w3_d214e19386
Sowol	w5_d214e19389
die	w7_d214e19392
Officier,	w9_d214e19395
als	w11_d214e19398
Gemeine	w1_d214e19404
haben	w3_d214e19407
bey	w5_d214e19410
dieser	w7_d214e19413
Gelegenheit	w9_d214e19416
Pro	w11_d214e19419
ben	w1_d214e19424
von	w3_d214e19427
ihrer	w5_d214e19430
Tapferkeit	w7_d214e19433
und	w9_d214e19436
Eifer	w11_d214e19439
gegeben.	w13_d214e19443
Der	w1_d214e19448
Hr.	w3_d214e19451
Obriste	w5_d214e19454
von	w7_d214e19457
Simbschön	w9_d214e19460
aber	w11_d214e19463
hat	w13_d214e19467
sich	w15_d214e19470
dabey	w1_d214e19475
ganz	w3_d214e19478
besonders	w5_d214e19481
signalisirt.	w7_d214e19484
Man	w9_d214e19487
hat	w11_d214e19490
den	w13_d214e19494
folgenden	w1_d214e19500
Tag	w3_d214e19503
erst	w5_d214e19506
vernommen,	w7_d214e19509
daß	w9_d214e19512
über	w11_d214e19515
die	w13_d214e19519
schon	w15_d214e19522
berührte	w1_d214e19527
36.	w3_d214e19530
Schlitten	w5_d214e19533
die	w7_d214e19536
Preussen	w9_d214e19539
noch	w11_d214e19542
vie	w13_d214e19546
le	w1_d214e19551
andere	w3_d214e19554
mit	w5_d214e19557
Bleßirten	w7_d214e19560
nacher	w9_d214e19563
Troppau	w11_d214e19566
zu	w13_d214e19570
ruck	w1_d214e19575
gebracht	w3_d214e19578
haben,	w5_d214e19581
und	w7_d214e19584
daß	w9_d214e19587
auch	w11_d214e19590
ihre	w13_d214e19594
Ca	w15_d214e19597
vallerie	w1_d214e19603
einige,	w3_d214e19606
und	w5_d214e19609
so	w7_d214e19612
gar	w9_d214e19615
Todte	w11_d214e19618
mit	w13_d214e19622
sich	w15_d214e19625
fort	w17_d214e19628
geschleppet	w1_d214e19633
habe.	w3_d214e19636
</p>
<head id="h2_d214e19642">
Hannover	w1_d214e19646
16.	w3_d214e19649
Jan.	w5_d214e19652
1758.	w7_d214e19655
</head>
<p id="p4_d214e19658">
Nachdeme	w1_d214e19662
der	w3_d214e19665
Französische	w5_d214e19668
Generalfeld	w7_d214e19671
marschall	w1_d214e19676
Herzog	w3_d214e19679
von	w5_d214e19682
Richelieu	w7_d214e19685
sichere	w9_d214e19688
Kund	w11_d214e19691
schaft	w1_d214e19696
erhalten,	w3_d214e19699
daß	w5_d214e19702
zu	w7_d214e19705
Halberstadt	w9_d214e19708
mehr	w11_d214e19711
nicht	w1_d214e19717
als	w3_d214e19720
6.	w5_d214e19723
Preußische	w7_d214e19726
Battaillonen	w9_d214e19729
nebst	w11_d214e19732
einem	w1_d214e19737
Regiment	w3_d214e19740
Dragoner,	w5_d214e19743
und	w7_d214e19746
einem	w9_d214e19749
deto	w11_d214e19752
Hussaren	w1_d214e19757
sich	w3_d214e19760
befinden,	w5_d214e19763
so	w7_d214e19766
hat	w9_d214e19769
derselbe	w11_d214e19772
den	w13_d214e19776
Entschluß	w1_d214e19781
gefasset,	w3_d214e19784
diese	w5_d214e19787
feindliche	w7_d214e19790
Trupen	w9_d214e19793
aufzuheben,	w1_d214e19799
und	w3_d214e19802
alle	w5_d214e19805
Quartier	w7_d214e19808
deren	w9_d214e19811
Preus	w11_d214e19814
sen	w1_d214e19819
zu	w3_d214e19822
beunruhigen,	w5_d214e19825
welche	w7_d214e19828
die	w9_d214e19831
Bezahlung	w11_d214e19834
deren	w1_d214e19839
Contributionen	w3_d214e19842
verhindern,	w5_d214e19845
und	w7_d214e19848
zugleich	w9_d214e19851
die	w1_d214e19856
Jnnwohner	w3_d214e19859
dieser	w5_d214e19862
Stadt	w7_d214e19865
zu	w9_d214e19868
bestraffen,	w11_d214e19871
welche	w1_d214e19877
seit	w3_d214e19880
der	w5_d214e19883
Ankunft	w7_d214e19886
deren	w9_d214e19889
Preussen	w11_d214e19892
eben	w13_d214e19896
diese	w1_d214e19901
Abführung	w3_d214e19904
sowol	w5_d214e19907
an	w7_d214e19910
Geld,	w9_d214e19913
als	w11_d214e19916
Korn	w13_d214e19920
verweigert,	w1_d214e19925
worzu	w3_d214e19928
sie	w5_d214e19931
sich	w7_d214e19934
doch	w9_d214e19937
vorhero	w11_d214e19940
ver	w13_d214e19944
pflichtet	w1_d214e19949
hatten.	w3_d214e19952
</p>
<p id="p6_d214e19955">
Es	w1_d214e19959
ware	w3_d214e19962
annebst	w5_d214e19965
nohtwendig,	w7_d214e19968
diese	w9_d214e19971
Gele	w11_d214e19974
genheit	w1_d214e19979
sich	w3_d214e19982
zu	w5_d214e19985
Nutz	w7_d214e19988
zu	w9_d214e19991
machen,	w11_d214e19994
um	w13_d214e19998
das	w15_d214e20001
Schloß	w1_d214e20006
von	w3_d214e20009
Regenstein	w5_d214e20012
mit	w7_d214e20015
Lebens=mitteln	w9_d214e20018
zu	w1_d214e20024
versehen,	w3_d214e20027
deren	w5_d214e20030
kein	w7_d214e20033
grösserer	w9_d214e20036
Vorrat	w11_d214e20039
als	w13_d214e20043
auf	w15_d214e20046
7.	w1_d214e20051
oder	w3_d214e20054
8.	w5_d214e20057
Täge	w7_d214e20060
mehr	w9_d214e20063
allda	w11_d214e20066
vorhanden	w13_d214e20070
ware.	w15_d214e20073
</p>
<p id="p8_d214e20076">
Zu	w1_d214e20080
dieser	w3_d214e20083
Expedition	w5_d214e20086
wurde	w7_d214e20089
der	w9_d214e20092
Mare	w11_d214e20095
chal	w1_d214e20100
de	w3_d214e20103
Camps	w5_d214e20106
Marquis	w7_d214e20109
de	w9_d214e20112
Voyer,	w11_d214e20115
welcher	w1_d214e20120
seit	w3_d214e20123
geraumer	w5_d214e20126
Zeit	w7_d214e20129
zu	w9_d214e20132
Wolfenbüttel	w11_d214e20135
commandiret,	w1_d214e20141
mit	w3_d214e20144
11.	w5_d214e20147
Bataillonen,	w7_d214e20150
36.	w9_d214e20153
Pi	w11_d214e20156
quets,	w1_d214e20161
auch	w3_d214e20164
2.	w5_d214e20167
Cavallerie	w7_d214e20170
und	w9_d214e20173
1.	w11_d214e20176
Hussaren	w13_d214e20180
regiment,	w1_d214e20185
wie	w3_d214e20188
auch	w5_d214e20191
400.	w7_d214e20194
von	w9_d214e20197
Braunschweig	w11_d214e20200
gekommenen	w1_d214e20205
Pferden	w3_d214e20208
beorderet.	w5_d214e20211
</p>
<p id="p14_d214e20225">
Dieser	w1_d214e20229
Hr.	w3_d214e20232
von	w5_d214e20235
Voyer	w7_d214e20238
versammelte	w9_d214e20241
seine	w11_d214e20244
Trupen	w1_d214e20249
den	w3_d214e20252
10ten	w5_d214e20255
an	w7_d214e20258
der	w9_d214e20261
Ober=ocke	w11_d214e20264
mit	w13_d214e20268
al	w15_d214e20271
ler	w1_d214e20276
möglichen	w3_d214e20279
Vorsichtigkeit,	w5_d214e20282
und	w7_d214e20285
besetzte	w9_d214e20288
alle	w1_d214e20294
Weege,	w3_d214e20297
liesse	w5_d214e20300
auch	w7_d214e20303
alles,	w9_d214e20306
was	w11_d214e20309
er	w13_d214e20313
auf	w15_d214e20316
solchen	w1_d214e20321
fande,	w3_d214e20324
wodurch	w5_d214e20327
einige	w7_d214e20330
Nachricht	w9_d214e20333
ver	w11_d214e20336
breitet	w1_d214e20341
werden	w3_d214e20344
konnte,	w5_d214e20347
anhalten,	w7_d214e20350
und	w9_d214e20353
noch	w11_d214e20356
den	w1_d214e20361
nämlichen	w3_d214e20364
Tag	w5_d214e20367
bey	w7_d214e20370
einbrechender	w9_d214e20373
Nacht	w11_d214e20376
setzte	w1_d214e20382
er	w3_d214e20385
Trupen	w5_d214e20388
in	w7_d214e20391
3.	w9_d214e20394
Colonnen	w11_d214e20397
in	w13_d214e20401
Marsch.	w15_d214e20404
</p>
<p id="p16_d214e20407">
Di	w1_d214e20411
Colonne	w3_d214e20414
des	w5_d214e20417
rechten	w7_d214e20420
Flügels	w9_d214e20423
unter	w11_d214e20426
Commando	w1_d214e20431
des	w3_d214e20434
Hrn.	w5_d214e20437
Turpin,	w7_d214e20440
bestehend	w9_d214e20443
aus	w11_d214e20446
denen	w1_d214e20451
Regimentern	w3_d214e20454
Royal	w5_d214e20457
Baviere	w7_d214e20460
Jnfante	w9_d214e20463
rie,	w1_d214e20469
und	w3_d214e20472
Moutier	w5_d214e20475
Cavallerie,	w7_d214e20478
nebst	w9_d214e20481
einem	w11_d214e20484
Vortrab	w1_d214e20489
von	w3_d214e20492
300.	w5_d214e20495
Hussaren,	w7_d214e20498
4.	w9_d214e20501
Compagnien	w11_d214e20504
Grenadiers,	w1_d214e20509
und	w3_d214e20512
12.	w5_d214e20515
von	w7_d214e20518
Goslar	w9_d214e20521
angeruck	w11_d214e20524
ten	w1_d214e20529
Piqueten	w3_d214e20532
brache	w5_d214e20535
bey	w7_d214e20538
Schaladen	w9_d214e20541
hervor,	w11_d214e20544
und	w1_d214e20550
richtete	w3_d214e20553
ihren	w5_d214e20556
Marsch	w7_d214e20559
über	w9_d214e20562
Stappelnboorg	w11_d214e20565
den	w1_d214e20570
Fliß	w3_d214e20573
Ortheim	w5_d214e20576
lnker	w7_d214e20579
Hand	w9_d214e20582
lassend.	w11_d214e20585
Die	w13_d214e20589
se	w1_d214e20594
Colonne	w3_d214e20597
hatte	w5_d214e20600
die	w7_d214e20603
Ordre	w9_d214e20606
vor	w11_d214e20609
das	w13_d214e20613
Halber	w15_d214e20616
städter	w1_d214e20621
Stadt=thor,	w3_d214e20624
so	w5_d214e20627
nach	w7_d214e20630
Quedlinburgg	w9_d214e20633
het	w1_d214e20639
sich	w3_d214e20642
zu	w5_d214e20645
postiren.	w7_d214e20648
</p>
<p id="p18_d214e20651">
Die	w1_d214e20655
Colonne	w3_d214e20658
des	w5_d214e20661
linken	w7_d214e20664
Flügels	w9_d214e20667
unter	w11_d214e20670
dem	w1_d214e20675
Hrn.	w3_d214e20678
Belzunce	w5_d214e20681
aus	w7_d214e20684
4.	w9_d214e20687
Bataillonen	w11_d214e20690
von	w13_d214e20694
seinem	w1_d214e20699
eigenen	w3_d214e20702
Regiment,	w5_d214e20705
6.	w7_d214e20708
Grenadiercom	w9_d214e20711
pagnien,	w1_d214e20717
24.	w3_d214e20720
Piquets,	w5_d214e20723
dann	w7_d214e20726
400.	w9_d214e20729
von	w11_d214e20732
Braun	w13_d214e20736
schweig	w1_d214e20741
angeruckten	w3_d214e20744
Pferden	w5_d214e20747
tratte	w7_d214e20750
ihren	w9_d214e20753
Marsch	w1_d214e20758
von	w3_d214e20761
Aachen	w5_d214e20764
an,	w7_d214e20767
und	w9_d214e20770
setzte	w11_d214e20773
solchen	w13_d214e20777
über	w15_d214e20780
den	w1_d214e20785
Damm	w3_d214e20788
von	w5_d214e20791
Kewisdam	w7_d214e20794
