<doc id="wr_1759-07-18" attrs="word" year="1759" month="07" day="18" corpus="2">
<head id="h2_d365e3112">
Oldendorf	w1_d365e3116
Französi	w13_d365e17637
schen	w1_d365e17642
Kapper,	w3_d365e17645
der	w5_d365e17648
in	w7_d365e17651
dasigem	w9_d365e17654
Hafen	w11_d365e17657
lag,	w13_d365e17661
in	w1_d365e17666
ein	w3_d365e17669
Gefechte	w5_d365e17672
ein.	w7_d365e17675
Die	w9_d365e17678
Kugeln	w11_d365e17681
des	w13_d365e17685
letz	w15_d365e17688
teren	w1_d365e17694
giengen	w3_d365e17697
so	w5_d365e17700
weit,	w7_d365e17703
daß	w9_d365e17706
sie	w11_d365e17709
nahe	w13_d365e17713
bey	w15_d365e17716
der	w17_d365e17719
Wohnung	w1_d365e17724
des	w3_d365e17727
Gouverneurs	w5_d365e17730
von	w7_d365e17733
Curracao,	w9_d365e17736
und	w1_d365e17741
vor	w3_d365e17744
andern	w5_d365e17747
Leuten,	w7_d365e17750
die	w9_d365e17753
am	w11_d365e17756
Strande	w13_d365e17760
dem	w15_d365e17763
Gefecht	w1_d365e17768
zusahen,	w3_d365e17771
wegflogen.	w5_d365e17774
Dieses	w7_d365e17777
bewog	w9_d365e17780
den	w1_d365e17786
Gouverneur,	w3_d365e17789
daß	w5_d365e17792
er	w7_d365e17795
von	w9_d365e17798
dem	w11_d365e17801
Fort	w13_d365e17805
auf	w15_d365e17808
den	w1_d365e17813
Engländischen	w3_d365e17816
Kaper	w5_d365e17819
Feuer	w7_d365e17822
geben	w9_d365e17825
lies	w11_d365e17828
se,	w1_d365e17833
welches	w3_d365e17836
aber	w5_d365e17839
so	w7_d365e17842
wenig	w9_d365e17845
Würkung	w11_d365e17848
hatte,	w13_d365e17852
daß	w1_d365e17857
die	w3_d365e17860
Engländer	w5_d365e17863
auf	w7_d365e17866
dem	w9_d365e17869
Kaper=schif	w11_d365e17872
sich	w13_d365e17876
für	w1_d365e17882
jeden	w3_d365e17885
Schuß	w5_d365e17888
mit	w7_d365e17891
einer	w9_d365e17894
tieffen	w11_d365e17897
Nei	w13_d365e17901
gung	w1_d365e17906
bedankten.	w3_d365e17909
Der	w5_d365e17912
Engländische	w7_d365e17915
Ka	w9_d365e17918
per	w1_d365e17923
bemächtigte	w3_d365e17926
sich	w5_d365e17929
inzwischen	w7_d365e17932
des	w9_d365e17935
Fran	w11_d365e17938
zösischen,	w1_d365e17943
und	w3_d365e17946
führte	w5_d365e17949
seine	w7_d365e17952
Prise	w9_d365e17955
mit	w11_d365e17958
sich	w13_d365e17962
davon.	w1_d365e17968
Eben	w3_d365e17971
damals	w5_d365e17974
ware	w7_d365e17977
ein	w9_d365e17980
Capitain	w11_d365e17983
eines	w1_d365e17988
Französischen	w3_d365e17991
Kapers	w5_d365e17994
im	w7_d365e17997
Lande,	w9_d365e18000
um	w11_d365e18003
unter	w1_d365e18008
denen	w3_d365e18011
Holländischen	w5_d365e18014
Jndianern	w7_d365e18017
Leu	w9_d365e18020
te	w1_d365e18025
zu	w3_d365e18028
werben,	w5_d365e18031
womit	w7_d365e18034
er	w9_d365e18037
sein	w11_d365e18040
Schif	w13_d365e18044
bese	w15_d365e18047
tzen	w1_d365e18053
könnte.	w3_d365e18056
Dieser	w5_d365e18059
suchte	w7_d365e18062
und	w9_d365e18065
erhielte	w11_d365e18068
von	w13_d365e18072
dem	w1_d365e18077
Holländischen	w3_d365e18080
Gouverneur	w5_d365e18083
die	w7_d365e18086
Er	w9_d365e18089
laubnüß,	w1_d365e18094
denen	w3_d365e18097
Engländern	w5_d365e18100
nachzusetzen.	w7_d365e18103
Viele	w1_d365e18108
wetteten	w3_d365e18111
1000.	w5_d365e18114
Thlr.	w7_d365e18117
gegen	w9_d365e18120
100.	w11_d365e18123
daß	w1_d365e18129
der	w3_d365e18132
Franzos	w5_d365e18135
den	w7_d365e18138
Engländer	w9_d365e18141
mit	w11_d365e18144
sich	w13_d365e18148
bringen	w1_d365e18153
würde.	w3_d365e18156
Aber	w5_d365e18159
sobald	w7_d365e18162
Herr	w9_d365e18165
Grignon	w11_d365e18168
seinen	w1_d365e18173
Feind	w3_d365e18176
sahe,	w5_d365e18179
liesse	w7_d365e18182
er	w9_d365e18185
seine	w11_d365e18188
Prise	w13_d365e18192
fah	w15_d365e18195
ren,	w1_d365e18200
und	w3_d365e18203
schickte	w5_d365e18206
sich	w7_d365e18209
mit	w9_d365e18212
denen	w11_d365e18215
50.	w13_d365e18219
Män	w15_d365e18222
nern,	w1_d365e18228
die	w3_d365e18231
er	w5_d365e18234
am	w7_d365e18237
Bord	w9_d365e18240
hatte,	w11_d365e18243
zum	w13_d365e18247
Gefechte,	w15_d365e18250
welches	w1_d365e18255
bis	w3_d365e18258
gegen	w5_d365e18261
Mitternacht	w7_d365e18264
mit	w9_d365e18267
gleichem	w11_d365e18270
Glück	w1_d365e18275
von	w3_d365e18278
beyden	w5_d365e18281
Seiten	w7_d365e18284
währte,	w9_d365e18287
bis	w11_d365e18290
sie	w13_d365e18294
endlich	w1_d365e18299
durch	w3_d365e18302
einen	w5_d365e18305
plötzlich	w7_d365e18308
entstandenen	w9_d365e18311
Sturm	w1_d365e18317
von	w3_d365e18320
einander	w5_d365e18323
getrennet	w7_d365e18326
wurden.	w9_d365e18329
</p>
<p id="p6_d365e18332">
Eben	w1_d365e18336
dieselben	w3_d365e18339
Briefe	w5_d365e18342
berichten	w7_d365e18345
auch,	w9_d365e18348
daß	w11_d365e18351
die	w1_d365e18356
von	w3_d365e18359
hier	w5_d365e18362
nach	w7_d365e18365
Jamaica	w9_d365e18368
bestimmte	w11_d365e18371
Kauffar	w13_d365e18375
dey	w1_d365e18380
flotte	w3_d365e18383
glücklich	w5_d365e18386
zu	w7_d365e18389
Antigoa	w9_d365e18392
angelanget	w11_d365e18395
wä	w13_d365e18399
re.	w1_d365e18405
Der	w3_d365e18408
Commodore	w5_d365e18411
Moore	w7_d365e18414
aber	w9_d365e18417
hätte	w11_d365e18420
alle	w13_d365e18424
See=leute,	w1_d365e18429
die	w3_d365e18432
sich	w5_d365e18435
darauf	w7_d365e18438
befunden,	w9_d365e18441
auf	w11_d365e18444
sei	w13_d365e18448
ne	w1_d365e18453
Flotte	w3_d365e18456
gepresset.	w5_d365e18459
Die	w7_d365e18462
Escadre	w9_d365e18465
dieses	w11_d365e18468
Commodors	w1_d365e18473
bestunde	w3_d365e18476
bey	w5_d365e18479
der	w7_d365e18482
Abreise	w9_d365e18485
des	w11_d365e18488
Hrn.	w1_d365e18494
Clavering	w3_d365e18497
und	w5_d365e18500
Leslie,	w7_d365e18503
aus	w9_d365e18506
12.	w11_d365e18509
Schif	w13_d365e18513
fen	w1_d365e18518
von	w3_d365e18521
der	w5_d365e18524
Linie,	w7_d365e18527
nämlich	w9_d365e18530
St.	w11_d365e18533
George,	w13_d365e18537
Cambridge,	w1_d365e18542
Norfoll,	w3_d365e18545
Burford,	w5_d365e18548
Buckingham,	w7_d365e18551
Lancaster,	w1_d365e18556
Berwick,	w3_d365e18559
Pauther,	w5_d365e18562
Lion,	w7_d365e18565
Rippon,	w9_d365e18568
Bristol	w1_d365e18574
und	w3_d365e18577
Winchester.	w5_d365e18580
Den	w7_d365e18583
17.	w9_d365e18586
April	w11_d365e18589
segelten	w1_d365e18594
aus	w3_d365e18597
England	w5_d365e18600
zu	w7_d365e18603
seiner	w9_d365e18606
Verstärkung	w11_d365e18609
die	w1_d365e18614
beyde	w3_d365e18617
Schiffe	w5_d365e18620
Raisonable	w7_d365e18623
und	w9_d365e18626
Nassau,	w11_d365e18629
jedes	w1_d365e18634
von	w3_d365e18637
64.	w5_d365e18640
Canonen,	w7_d365e18643
so,	w9_d365e18646
daß	w11_d365e18649
er	w13_d365e18653
nun	w15_d365e18656
nicht	w17_d365e18659
weniger	w1_d365e18665
als	w3_d365e18668
14.	w5_d365e18671
Schiffe	w7_d365e18674
von	w9_d365e18677
der	w11_d365e18680
Linie,	w13_d365e18684
bey	w15_d365e18687
sich	w1_d365e18692
hat.	w3_d365e18695
Zur	w5_d365e18698
Versicherung	w7_d365e18701
des	w9_d365e18704
Besitzes	w11_d365e18707
der	w1_d365e18712
Jnsul	w3_d365e18715
Guadeluppe,	w5_d365e18718
welche	w7_d365e18721
70.	w9_d365e18724
Englän	w11_d365e18727
dische	w1_d365e18732
Meilen	w3_d365e18735
lang,	w5_d365e18738
und	w7_d365e18741
zwischen	w9_d365e18744
50.	w11_d365e18747
und	w13_d365e18751
60.	w1_d365e18757
Meilen	w3_d365e18760
breit	w5_d365e18763
ist,	w7_d365e18766
und	w9_d365e18769
vielen	w11_d365e18772
Zucker,	w13_d365e18776
nebst	w1_d365e18781
einer	w3_d365e18784
grossen	w5_d365e18787
Quantität	w7_d365e18790
Jndigo,	w9_d365e18793
her	w11_d365e18796
vorbringet,	w1_d365e18801
seynd	w3_d365e18804
hier	w5_d365e18807
etliche	w7_d365e18810
Transport	w9_d365e18813
schiffe	w1_d365e18818
angenommen	w3_d365e18821
worden,	w5_d365e18824
die	w7_d365e18827
eine	w9_d365e18830
ge	w11_d365e18833
wisse	w1_d365e18839
Anzahl	w3_d365e18842
Trupen	w5_d365e18845
an	w7_d365e18848
Bord	w9_d365e18851
nehmen,	w11_d365e18854
und	w13_d365e18858
mit	w1_d365e18863
dem	w3_d365e18866
Commodore	w5_d365e18869
Tyrrell	w7_d365e18872
nach	w9_d365e18875
Guade	w11_d365e18878
luppe	w1_d365e18883
abgehen	w3_d365e18886
sollen,	w5_d365e18889
um	w7_d365e18892
die	w9_d365e18895
feste	w11_d365e18898
Plätze	w13_d365e18902
dieser	w1_d365e18907
Jnsul	w3_d365e18910
gebührend	w5_d365e18913
zu	w7_d365e18916
besetzen,	w9_d365e18919
und	w11_d365e18922
sol	w13_d365e18926
che	w1_d365e18932
Werke	w3_d365e18935
anzulegen,	w5_d365e18938
als	w7_d365e18941
nöhtig	w9_d365e18944
seyn	w11_d365e18947
mö	w13_d365e18951
gen,	w1_d365e18956
die	w3_d365e18959
Jnsul	w5_d365e18962
gegen	w7_d365e18965
einigen	w9_d365e18968
feindlichen	w11_d365e18971
An	w13_d365e18975
fall	w1_d365e18980
zu	w3_d365e18983
beschützen.	w5_d365e18986
Die	w7_d365e18989
kleine	w9_d365e18992
Armee	w11_d365e18995
unter	w13_d365e18999
dem	w1_d365e19004
General	w3_d365e19007
Barrington	w5_d365e19010
hat	w7_d365e19013
laut	w9_d365e19016
einer	w11_d365e19019
ein	w13_d365e19023
geschickten	w1_d365e19029
Liste,	w3_d365e19032
seit	w5_d365e19035
der	w7_d365e19038
Landung	w9_d365e19041
Guadelup	w11_d365e19044
pe	w1_d365e19049
keinen	w3_d365e19052
anderen,	w5_d365e19055
als	w7_d365e19058
folgenden	w9_d365e19061
Verlust	w11_d365e19064
ge	w13_d365e19068
habt:	w1_d365e19073
Eilf	w3_d365e19076
sind	w5_d365e19079
erschossen,	w7_d365e19082
21.	w9_d365e19085
verwundet	w11_d365e19088
worden,	w1_d365e19093
und	w3_d365e19096
22.	w5_d365e19099
an	w7_d365e19102
Krankheiten	w9_d365e19105
gestor	w11_d365e19108
ben.	w1_d365e19114
Der	w3_d365e19117
Obriste	w5_d365e19120
Clavering	w7_d365e19123
ist	w9_d365e19126
zur	w11_d365e19129
Be	w13_d365e19133
lohnung	w1_d365e19138
seiner	w3_d365e19141
Tapferkeit	w5_d365e19144
von	w7_d365e19147
dem	w9_d365e19150
König	w11_d365e19153
zum	w1_d365e19158
</p>
<p id="p10_d365e19163">
zum	w1_d365e19167
Obristen	w3_d365e19170
zu	w5_d365e19173
Fuß,	w7_d365e19176
und	w9_d365e19179
zum	w11_d365e19182
Adjutanten	w13_d365e19186
des	w1_d365e19191
Königs	w3_d365e19194
ernannt	w5_d365e19197
worden.	w7_d365e19200
Die	w9_d365e19203
jüngere	w11_d365e19206
Briefe	w1_d365e19211
von	w3_d365e19214
Neu=york	w5_d365e19217
melden,	w7_d365e19220
daß	w9_d365e19223
die	w11_d365e19226
Admirals	w1_d365e19232
Saunders	w3_d365e19235
und	w5_d365e19238
Holmes	w7_d365e19241
den	w9_d365e19244
24.	w11_d365e19247
May	w1_d365e19252
von	w3_d365e19255
Louisburg	w5_d365e19258
mit	w7_d365e19261
12.	w9_d365e19264
Schiffen	w11_d365e19267
von	w13_d365e19271
der	w1_d365e19276
Linie	w3_d365e19279
nach	w5_d365e19282
dem	w7_d365e19285
St.	w9_d365e19288
Laurence=fluß	w11_d365e19291
ge	w13_d365e19295
segelt	w1_d365e19300
seyen,	w3_d365e19303
und	w5_d365e19306
daß	w7_d365e19309
der	w9_d365e19312
General	w11_d365e19315
Amhorst	w13_d365e19319
zu	w1_d365e19325
gleichet	w3_d365e19328
Zeit	w5_d365e19331
mit	w7_d365e19334
seiner	w9_d365e19337
Armee	w11_d365e19340
gegen	w13_d365e19344
Canada	w1_d365e19349
aufgebrochen	w3_d365e19352
seye.	w5_d365e19355
Wir	w7_d365e19358
haben	w9_d365e19361
also	w1_d365e19366
bald	w3_d365e19369
Nachrichten	w5_d365e19372
von	w7_d365e19375
sonderlicher	w9_d365e19378
Wich	w11_d365e19381
tigkeit	w1_d365e19386
aus	w3_d365e19389
denenselben	w5_d365e19392
Gegenden	w7_d365e19395
zu	w9_d365e19398
erwar	w11_d365e19401
ten.	w1_d365e19407
Es	w3_d365e19410
seynd	w5_d365e19413
hier	w7_d365e19416
nicht	w9_d365e19419
die	w11_d365e19422
geringste	w13_d365e19426
Freudens=bezeugungen	w1_d365e19431
wegen	w3_d365e19434
der	w5_d365e19437
Eroberung	w7_d365e19440
von	w1_d365e19445
Guadeluppe	w3_d365e19448
gemacht	w5_d365e19451
worden,	w7_d365e19454
welches	w9_d365e19457
viele	w1_d365e19462
Leute	w3_d365e19465
so	w5_d365e19468
sehr	w7_d365e19471
befremdet,	w9_d365e19474
daß	w11_d365e19477
sie	w13_d365e19481
ihre	w15_d365e19484
Verwunderung	w1_d365e19490
darüber	w3_d365e19493
in	w5_d365e19496
denen	w7_d365e19499
täglichen	w9_d365e19502
Papieren	w1_d365e19507
offentlich	w3_d365e19510
an	w5_d365e19513
den	w7_d365e19516
Tag	w9_d365e19519
legen.	w11_d365e19522
Uebri	w13_d365e19526
gens	w1_d365e19531
wird	w3_d365e19534
der	w5_d365e19537
König	w7_d365e19540
von	w9_d365e19543
allen	w11_d365e19546
Orten	w13_d365e19550
her	w15_d365e19553
mit	w1_d365e19558
Glück=wünschungs=addressen,	w3_d365e19561
sowol	w5_d365e19564
aus	w7_d365e19567
America,	w1_d365e19573
als	w3_d365e19576
hier	w5_d365e19579
aus	w7_d365e19582
England	w9_d365e19585
theils	w11_d365e19588
we	w13_d365e19592
gen	w1_d365e19597
unserer	w3_d365e19600
Coqueiten,	w5_d365e19603
theils	w7_d365e19606
wegen	w9_d365e19609
des	w11_d365e19612
letz	w13_d365e19616
teren	w1_d365e19621
Geburts=tags	w3_d365e19624
des	w5_d365e19627
Prinzen	w7_d365e19630
von	w9_d365e19633
Wal	w11_d365e19636
lis,	w1_d365e19641
gleichsam	w3_d365e19644
überhäuft.	w5_d365e19647
</p>
<p id="p12_d365e19651">
Es	w1_d365e19655
ist	w3_d365e19658
das	w5_d365e19661
wolgebaut=blaue	w7_d365e19664
Hechtenwirts	w9_d365e19667
haus	w1_d365e19672
zu	w3_d365e19675
Presburg	w5_d365e19678
an	w7_d365e19681
der	w9_d365e19684
Donau,	w11_d365e19687
neben	w13_d365e19691
dem	w15_d365e19694
Arsenal,	w1_d365e19699
bestehend	w3_d365e19702
zu	w5_d365e19705
ebener	w7_d365e19708
Erd	w9_d365e19711
in	w11_d365e19714
einem	w13_d365e19718
gros	w15_d365e19721
fen	w1_d365e19727
Gast=dann	w3_d365e19730
Neben=zimmer,	w5_d365e19733
Kellerey,	w7_d365e19736
Ku	w9_d365e19739
chen	w1_d365e19744
zum	w3_d365e19747
putzen,	w5_d365e19750
und	w7_d365e19753
Selkstadt,	w9_d365e19756
grossen	w11_d365e19759
Hof	w13_d365e19763
mit	w1_d365e19768
zwey	w3_d365e19771
Scheib=städten,	w5_d365e19774
Stall	w7_d365e19777
auf	w9_d365e19780
20.	w11_d365e19783
Pferd,	w13_d365e19787
grossen	w1_d365e19792
Stroh	w3_d365e19795
und	w5_d365e19798
Heu=boden,	w7_d365e19801
Schupfen	w9_d365e19804
Holz=gewölb,	w1_d365e19810
Haus=boden	w3_d365e19813
zum	w5_d365e19816
Schütten,	w7_d365e19819
Stroh	w9_d365e19822
kammer,	w1_d365e19827
grossen	w3_d365e19830
Keller,	w5_d365e19833
Eis=gruben,	w7_d365e19836
dann	w9_d365e19839
im	w1_d365e19844
ersten	w3_d365e19847
Stock	w5_d365e19850
4.	w7_d365e19853
Zimmern,	w9_d365e19856
und	w11_d365e19859
einer	w13_d365e19863
kam	w15_d365e19866
mer	w1_d365e19871
samt	w3_d365e19874
grosser	w5_d365e19877
Kuchen	w7_d365e19880
täglich	w9_d365e19883
zu	w11_d365e19886
verkauffen;	w13_d365e19890
wessentwegen	w1_d365e19896
sich	w3_d365e19899
allda	w5_d365e19902
bey	w7_d365e19905
der	w9_d365e19908
Wittib,	w11_d365e19911
oder	w13_d365e19915
auch	w1_d365e19920
in	w3_d365e19923
dem	w5_d365e19926
hiesigem	w7_d365e19929
Frag	w9_d365e19932
und	w11_d365e19935
Kundschaft=amt	w13_d365e19939
in	w1_d365e19944
dem	w3_d365e19947
neuen	w5_d365e19950
Michaeler=haus	w7_d365e19953
zu	w9_d365e19956
erkundigen	w11_d365e19959
ist.	w13_d365e19963
</p>
<p id="p14_d365e19966">
Nächst=künftigen	w1_d365e19970
Freytag	w3_d365e19973
als	w5_d365e19976
den	w7_d365e19979
20.	w9_d365e19982
dies	w11_d365e19985
Monats	w1_d365e19990
Julii	w3_d365e19993
Vormittag	w5_d365e19996
von	w7_d365e19999
9.	w9_d365e20002
bis	w11_d365e20005
12.	w13_d365e20009
und	w1_d365e20014
Nachmittag	w1_d365e20020
von	w3_d365e20023
3.	w5_d365e20026
bis	w7_d365e20029
6.	w9_d365e20032
Uhr	w11_d365e20035
werden	w13_d365e20039
auf	w15_d365e20042
Ver	w17_d365e20045
ordnung	w1_d365e20050
einer	w3_d365e20053
Löbl.	w5_d365e20056
Universität	w7_d365e20059
alhier	w9_d365e20062
in	w11_d365e20065
dem	w13_d365e20069
Juden=gässel	w1_d365e20074
im	w3_d365e20077
Goldschlagerischen	w5_d365e20080
Haus	w7_d365e20083
vierten	w1_d365e20088
Stock	w3_d365e20091
einige	w5_d365e20094
Manns=kleider	w7_d365e20097
und	w9_d365e20100
Wäsch,	w11_d365e20103
nebst	w1_d365e20109
verschiedenen	w3_d365e20112
Juridisch	w5_d365e20115
und	w7_d365e20118
Historischen	w9_d365e20121
Bü	w11_d365e20124
chern	w1_d365e20129
licitando	w3_d365e20132
verkauffet	w5_d365e20135
werden.	w7_d365e20138
</p>
<p id="p16_d365e20141">
Von	w1_d365e20145
N.	w3_d365e20148
Richter	w5_d365e20151
und	w7_d365e20154
Raht	w9_d365e20157
der	w11_d365e20160
Kaiserl.	w13_d365e20164
Königl.	w15_d365e20167
Landes=fürstlichen	w1_d365e20172
Stadt	w3_d365e20175
Hainburg	w5_d365e20178
wegen	w7_d365e20181
rc.	w9_d365e20184
N.	w11_d365e20187
alten	w1_d365e20192
und	w3_d365e20195
jeden,	w5_d365e20198
so	w7_d365e20201
an	w9_d365e20204
weyl.	w11_d365e20207
Herrn	w13_d365e20211
Joseph	w15_d365e20214
Oehner,	w17_d365e20217
</p>
<p id="p18_d365e20220">
gewest	w1_d365e20224
des	w3_d365e20227
ausseren	w5_d365e20230
Rahts	w7_d365e20233
und	w9_d365e20236
Burgerlichen	w11_d365e20239
Lein	w13_d365e20243
wat=handlern	w1_d365e20248
seel.	w3_d365e20251
zuruckgelassener	w5_d365e20254
Verlassenschaft	w7_d365e20257
einige	w1_d365e20262
Sprüch	w3_d365e20265
und	w5_d365e20268
Anforderungen	w7_d365e20271
haben,	w9_d365e20274
oder	w11_d365e20277
ex	w1_d365e20283
quocunque	w3_d365e20286
demum	w5_d365e20289
Capite,	w7_d365e20292
titulo,	w9_d365e20295
vel	w11_d365e20298
Cau-	w13_d365e20302
sa	w1_d365e20307
zu	w3_d365e20310
stellen	w5_d365e20313
vermeinen,	w7_d365e20316
hiemit	w9_d365e20319
ex	w11_d365e20322
officio	w13_d365e20326
anzu	w15_d365e20329
fügen;	w1_d365e20334
was	w3_d365e20337
gestalten	w5_d365e20340
die	w7_d365e20343
Nohtdurft	w9_d365e20346
erfordere	w11_d365e20349
zu	w13_d365e20353
derenselben	w1_d365e20358
Vernehmung	w3_d365e20361
eine	w5_d365e20364
Convocation	w7_d365e20367
anzu	w9_d365e20370
ordnen,	w1_d365e20376
zu	w3_d365e20379
welchem	w5_d365e20382
Ende	w7_d365e20385
dann	w9_d365e20388
eine	w11_d365e20391
Tagsatzung	w13_d365e20395
pro	w1_d365e20400
termino	w3_d365e20403
primo,	w5_d365e20406
secundo	w7_d365e20409
&	w9_d365e20412
tertio	w11_d365e20415
perem-	w13_d365e20419
ptorio	w1_d365e20424
deren	w3_d365e20427
gewöhnlichen	w5_d365e20430
6.	w7_d365e20433
Wochen	w9_d365e20436
und	w11_d365e20439
3.	w13_d365e20443
Tä	w15_d365e20446
gen,	w1_d365e20451
von	w3_d365e20454
untengesetzten	w5_d365e20457
dato	w7_d365e20460
an,	w9_d365e20463
und	w11_d365e20466
zwar	w13_d365e20470
mit	w15_d365e20473
Einschliessung	w1_d365e20479
deren	w3_d365e20482
entzwischen	w5_d365e20485
haltenden	w7_d365e20488
Schnitt	w9_d365e20491
ferien,	w1_d365e20496
auf	w3_d365e20499
den	w5_d365e20502
28.	w7_d365e20505
des	w9_d365e20508
künftigen	w11_d365e20511
Monats	w13_d365e20515
Augusti	w15_d365e20518
dies	w1_d365e20523
Jahrs	w3_d365e20526
fruhe	w5_d365e20529
um	w7_d365e20532
8.	w9_d365e20535
Uhr	w11_d365e20538
auf	w13_d365e20542
dem	w15_d365e20545
Kaiserl.	w17_d365e20548
Königl.	w1_d365e20553
Raht=haus	w3_d365e20556
entweders	w5_d365e20559
persönlich,	w7_d365e20562
oder	w9_d365e20565
durch	w1_d365e20571
genugsam	w3_d365e20574
bevollmächtigte	w5_d365e20577
Gewalttragere	w7_d365e20580
alsogewiß	w1_d365e20585
zu	w3_d365e20588
erscheinen	w5_d365e20591
bestimmet	w7_d365e20594
worden,	w9_d365e20597
wie	w11_d365e20600
im	w1_d365e20605
widrigen	w3_d365e20608
die	w5_d365e20611
Ausbleibende,	w7_d365e20614
und	w9_d365e20617
sich	w11_d365e20620
in	w13_d365e20624
tem-	w15_d365e20627
pore	w1_d365e20632
præfixo	w3_d365e20635
nicht	w5_d365e20638
anmeldende	w7_d365e20641
Prætendenten,	w9_d365e20644
oder	w11_d365e20647
Glaubigere,	w1_d365e20653
mit	w3_d365e20656
ihren	w5_d365e20659
Sprüchen	w7_d365e20662
nicht	w9_d365e20665
mehr	w11_d365e20668
an	w13_d365e20672
gehöret,	w1_d365e20677
sondern	w3_d365e20680
von	w5_d365e20683
des	w7_d365e20686
ermeldten	w9_d365e20689
Herrn	w11_d365e20692
Joseph	w13_d365e20696
Dehner	w1_d365e20701
vorhandener	w3_d365e20704
Habschaft,	w5_d365e20707
und	w7_d365e20710
Verlassen	w9_d365e20713
schafts=vermögen	w1_d365e20718
völlig	w3_d365e20721
ausgeschlossen	w5_d365e20724
seyn,	w7_d365e20727
auch	w9_d365e20730
hieran	w1_d365e20736
cum	w3_d365e20739
onere	w5_d365e20742
perpetui	w7_d365e20745
silentii	w9_d365e20748
nicht	w11_d365e20751
das	w13_d365e20755
ge	w15_d365e20758
ringste	w1_d365e20763
mehr	w3_d365e20766
zu	w5_d365e20769
forderen,	w7_d365e20772
noch	w9_d365e20775
zu	w11_d365e20778
suchen	w13_d365e20782
haben	w15_d365e20785
sollen.	w1_d365e20790
Wornach	w3_d365e20793
sich	w5_d365e20796
dann	w7_d365e20799
ein	w9_d365e20802
jeder	w11_d365e20805
zu	w13_d365e20809
richten,	w15_d365e20812
und	w1_d365e20817
seinem	w3_d365e20820
Juri	w5_d365e20823
zu	w7_d365e20826
invigiliren	w9_d365e20829
wissen	w11_d365e20832
wird.	w13_d365e20836
Actum	w15_d365e20839
Stadt	w1_d365e20845
Hainburg	w3_d365e20848
den	w5_d365e20851
11.	w7_d365e20854
Julii	w9_d365e20857
1759.	w11_d365e20860
</p>
<p id="p20_d365e20865">
Wir	w1_d365e20869
Burger=meister=amts=verwalter	w3_d365e20872
und	w5_d365e20875
Raht	w7_d365e20878
der	w1_d365e20883
Stadt	w3_d365e20886
Wien,	w5_d365e20889
geben	w7_d365e20892
denen,	w9_d365e20895
so	w11_d365e20898
es	w13_d365e20902
zu	w15_d365e20905
wissen	w17_d365e20908
nöhtig	w1_d365e20913
haben,	w3_d365e20916
hiemit	w5_d365e20919
zu	w7_d365e20922
vernehmen.	w9_d365e20925
Es	w11_d365e20928
habe	w13_d365e20932
ein	w15_d365e20935
Stadt=raht	w1_d365e20941
für	w3_d365e20944
nöhtig	w5_d365e20947
befunden,	w7_d365e20950
die	w9_d365e20953
auf	w11_d365e20956
der	w13_d365e20960
Landstraß	w1_d365e20965
ligend=sogenannt	w3_d365e20968
Abbassisch	w5_d365e20971
oder	w7_d365e20974
Gräfl.	w9_d365e20977
Palmische	w1_d365e20982
Behausung	w3_d365e20985
und	w5_d365e20988
Garten,	w7_d365e20991
in	w9_d365e20994
Ansehung	w11_d365e20997
dere	w13_d365e21001
hievon	w1_d365e21006
ausständig	w3_d365e21009
gewesten	w5_d365e21012
sehr	w7_d365e21015
namhaften	w9_d365e21018
Steu	w11_d365e21021
ren,	w1_d365e21027
und	w3_d365e21030
Grund=buchs=forderungen,	w5_d365e21033
nach	w7_d365e21036
ex	w9_d365e21039
officio	w11_d365e21042
beschehener	w1_d365e21047
Schätzung,	w3_d365e21050
licitando	w5_d365e21053
plus	w7_d365e21056
offerente	w9_d365e21059
hindann	w1_d365e21064
zu	w3_d365e21067
geben.	w5_d365e21070
Nachdeme	w7_d365e21073
nun	w9_d365e21076
der	w11_d365e21079
hieraus	w13_d365e21083
erlöste	w1_d365e21088
Kauf=schilling,	w3_d365e21091
deductis	w5_d365e21094
deducendis,	w7_d365e21097
zu	w9_d365e21100
Grund=buchs=handen	w1_d365e21106
erleget	w3_d365e21109
worden,	w5_d365e21112
auch	w7_d365e21115
ein	w9_d365e21118
und	w11_d365e21121
andere	w1_d365e21126
Creditores	w3_d365e21129
hieran	w5_d365e21132
Ansprüch	w7_d365e21135
machen:	w9_d365e21138
</p>
<p id="p22_d365e21141">
Als	w1_d365e21145
werden	w3_d365e21148
diejenige,	w5_d365e21151
so	w7_d365e21154
zu	w9_d365e21157
ersagten	w11_d365e21160
Haus	w13_d365e21164
kauf=schilling	w1_d365e21169
sich	w3_d365e21172
zu	w5_d365e21175
legitimiren	w7_d365e21178
wissen,	w9_d365e21181
oder	w11_d365e21184
hier	w13_d365e21188
zu	w1_d365e21193
einiges	w3_d365e21196
Recht	w5_d365e21199
oder	w7_d365e21202
Forderung	w9_d365e21205
zu	w11_d365e21208
haben	w13_d365e21212
ver	w15_d365e21215
meinen,	w1_d365e21221
von	w3_d365e21224
heut	w5_d365e21227
dato	w7_d365e21230
an,	w9_d365e21233
mit	w11_d365e21236
Ausschliessung	w13_d365e21240
deren	w1_d365e21245
Ferien,	w3_d365e21248
inner	w5_d365e21251
Zeit	w7_d365e21254
von	w9_d365e21257
6.	w11_d365e21260
Wochen	w13_d365e21264
und	w15_d365e21267
