<doc id="wr_1763-08-27" attrs="word" year="1763" month="08" day="27" corpus="2">
<head id="h2_d786e3060">
Cartagena	w1_d786e3064
Cavriani,	w1_d786e17316
Freyherr	w3_d786e17319
auf	w5_d786e17322
Unterwalterstorf,	w7_d786e17325
geben	w9_d786e17328
mit	w1_d786e17333
gegenwärtig	w3_d786e17336
offenen	w5_d786e17339
Edict	w7_d786e17342
jedermänniglich,	w9_d786e17345
sowol	w1_d786e17350
An	w3_d786e17353
als	w5_d786e17356
Abwesenden,	w7_d786e17359
deme	w9_d786e17362
daran	w11_d786e17365
gele	w13_d786e17369
gen,	w1_d786e17375
kund	w3_d786e17378
und	w5_d786e17381
zu	w7_d786e17384
wissen:	w9_d786e17387
</p>
<p id="p46_d786e17390">
Es	w1_d786e17394
hat	w3_d786e17397
bey	w5_d786e17400
dem	w7_d786e17403
uns	w9_d786e17406
anvertrauten	w11_d786e17409
Obristhof	w13_d786e17413
marschallischen	w1_d786e17418
Amt	w3_d786e17421
der	w5_d786e17424
Lazar	w7_d786e17427
Simon	w9_d786e17430
K.	w11_d786e17433
K.	w13_d786e17437
Hof	w15_d786e17440
liferant	w1_d786e17445
gehorsamst	w3_d786e17448
vorgebracht,	w5_d786e17451
wasmassen	w7_d786e17454
auf	w9_d786e17457
seinen	w1_d786e17463
Namen	w3_d786e17466
ein	w5_d786e17469
falscher	w7_d786e17472
Wechsel=brief	w9_d786e17475
oder	w11_d786e17478
Billet	w1_d786e17483
pr.	w3_d786e17486
3000.	w5_d786e17489
fl.	w7_d786e17492
nicht	w9_d786e17495
nur	w11_d786e17498
ausgestellet,	w13_d786e17502
son	w15_d786e17505
dern	w1_d786e17510
auch	w3_d786e17513
eine	w5_d786e17516
von	w7_d786e17519
ihme	w9_d786e17522
ausgestellt	w11_d786e17525
seyn	w13_d786e17529
sollen	w15_d786e17532
den	w1_d786e17537
Charta	w3_d786e17540
Bianca	w5_d786e17543
pr.	w7_d786e17546
6200.	w9_d786e17549
fl.	w11_d786e17552
zu	w13_d786e17556
vernegoci	w15_d786e17559
ren	w1_d786e17565
und	w3_d786e17568
ohne	w5_d786e17571
daß	w7_d786e17574
er	w9_d786e17577
jemalen	w11_d786e17580
hierauf	w13_d786e17584
einen	w15_d786e17587
Kreu	w17_d786e17590
tzer	w1_d786e17595
Valutam	w3_d786e17598
empfangen,	w5_d786e17601
oder	w7_d786e17604
aber	w9_d786e17607
von	w11_d786e17610
derley	w13_d786e17614
Schuld=brief	w1_d786e17619
etwas	w3_d786e17622
gewust	w5_d786e17625
hätte,	w7_d786e17628
angetragen	w9_d786e17631
wor	w11_d786e17634
den	w1_d786e17639
wäre.	w3_d786e17642
Gleichwie	w5_d786e17645
nun	w7_d786e17648
allerdings	w9_d786e17651
zu	w11_d786e17654
beförch	w13_d786e17658
ten	w1_d786e17664
kommete,	w3_d786e17667
daß	w5_d786e17670
noch	w7_d786e17673
mehrere	w9_d786e17676
auf	w11_d786e17679
seinen	w13_d786e17683
Na	w15_d786e17686
men	w1_d786e17691
gestellet,	w3_d786e17694
oder	w5_d786e17697
wer	w7_d786e17700
weiß	w9_d786e17703
wie	w11_d786e17706
zu	w13_d786e17710
Handen	w15_d786e17713
ge	w17_d786e17716
brachte	w1_d786e17721
Chartä	w3_d786e17724
Biancä	w5_d786e17727
ausgefüllet,	w7_d786e17730
und	w9_d786e17733
endli	w11_d786e17736
chen	w1_d786e17741
er	w3_d786e17744
gar	w5_d786e17747
zu	w7_d786e17750
einem	w9_d786e17753
grössern	w11_d786e17756
Schuldner	w13_d786e17760
um	w15_d786e17763
so	w17_d786e17766
mehreres	w1_d786e17772
gemacht	w3_d786e17775
werden	w5_d786e17778
dörfte,	w7_d786e17781
als	w9_d786e17784
selber	w11_d786e17787
viel	w13_d786e17791
fältige	w1_d786e17796
Charte	w3_d786e17799
Bianche	w5_d786e17802
Theils	w7_d786e17805
selbsten	w9_d786e17808
in	w11_d786e17811
denen	w13_d786e17815
Lieferungs=sachen	w1_d786e17820
ausgestellet,	w3_d786e17823
Theils	w5_d786e17826
ihme	w7_d786e17829
viele	w9_d786e17832
dergleichen,	w1_d786e17837
so	w3_d786e17840
er	w5_d786e17843
in	w7_d786e17846
casum	w9_d786e17849
exigentiæ	w11_d786e17852
in	w13_d786e17856
Bereit	w15_d786e17859
schaft	w1_d786e17865
hatte,	w3_d786e17868
durch	w5_d786e17871
einer	w7_d786e17874
seiner	w9_d786e17877
bedienten	w11_d786e17880
unter	w13_d786e17884
</p>
<p id="p48_d786e17888">
anderen	w1_d786e17892
Schriften	w3_d786e17895
entfremdet	w5_d786e17898
worden	w7_d786e17901
wären,	w9_d786e17904
das	w11_d786e17907
er	w1_d786e17912
also	w3_d786e17915
zu	w5_d786e17918
besorgen	w7_d786e17921
hätte,	w9_d786e17924
daß	w11_d786e17927
er	w13_d786e17931
durch	w15_d786e17934
derley	w17_d786e17937
un	w19_d786e17940
gültige	w1_d786e17945
Charte	w3_d786e17948
Bianche	w5_d786e17951
zu	w7_d786e17954
sein	w9_d786e17957
und	w11_d786e17960
seines	w13_d786e17964
Weibs	w15_d786e17967
und	w1_d786e17973
Kinder	w3_d786e17976
nicht	w5_d786e17979
geringen	w7_d786e17982
Schaden	w9_d786e17985
in	w11_d786e17988
das	w13_d786e17992
grö	w15_d786e17995
ste	w1_d786e18000
Unglück	w3_d786e18003
gebracht	w5_d786e18006
werden	w7_d786e18009
könte,	w9_d786e18012
zu	w11_d786e18015
welcher	w13_d786e18019
Verhütung	w1_d786e18024
er	w3_d786e18027
Lazar	w5_d786e18030
Simon	w7_d786e18033
bey	w9_d786e18036
uns	w11_d786e18039
um	w13_d786e18043
die	w15_d786e18046
Aus	w17_d786e18049
fertigung	w1_d786e18054
eines	w3_d786e18057
ordentlichen	w5_d786e18060
Convocations=edicts	w7_d786e18063
dahin	w1_d786e18069
gehorsamst	w3_d786e18072
gebetten,	w5_d786e18075
daß	w7_d786e18078
alle	w9_d786e18081
diejenige,	w11_d786e18084
so	w1_d786e18089
von	w3_d786e18092
ihme	w5_d786e18095
ausgestellte	w7_d786e18098
Documenta	w9_d786e18101
in	w11_d786e18104
Handen	w13_d786e18108
haben,	w1_d786e18113
in	w3_d786e18116
Zeit	w5_d786e18119
von	w7_d786e18122
3.	w9_d786e18125
Monaten	w11_d786e18128
also	w13_d786e18132
gewiß	w15_d786e18135
er	w17_d786e18138
scheinen,	w1_d786e18143
und	w3_d786e18146
die	w5_d786e18149
Zahlung	w7_d786e18152
anverlangen	w9_d786e18155
sollen,	w11_d786e18158
wie	w13_d786e18162
im	w1_d786e18168
widrigen	w3_d786e18171
er	w5_d786e18174
nach	w7_d786e18177
Verlauf	w9_d786e18180
dieser	w11_d786e18183
Zeit	w13_d786e18187
keinem	w15_d786e18190
mehr	w1_d786e18195
Red	w3_d786e18198
und	w5_d786e18201
Antwort	w7_d786e18204
zu	w9_d786e18207
geben	w11_d786e18210
schuldig	w13_d786e18214
seyn	w15_d786e18217
wolle,	w1_d786e18222
wessentwegen	w3_d786e18225
er	w5_d786e18228
auch	w7_d786e18231
zu	w9_d786e18234
Vermeid	w11_d786e18237
und	w13_d786e18241
Hindanhaltung	w1_d786e18246
aller	w3_d786e18249
sich	w5_d786e18252
etwann	w7_d786e18255
ergeben	w9_d786e18258
können	w11_d786e18261
den	w1_d786e18267
Hintergehungen	w3_d786e18270
noch	w5_d786e18273
weiters	w7_d786e18276
kund	w9_d786e18279
zu	w11_d786e18282
ma	w13_d786e18286
chen	w1_d786e18291
gebetten,	w3_d786e18294
daß	w5_d786e18297
er	w7_d786e18300
von	w9_d786e18303
nun	w11_d786e18306
an	w13_d786e18310
nicht	w15_d786e18313
mehr	w17_d786e18316
Lazar	w1_d786e18321
Simon,	w3_d786e18324
sondern	w5_d786e18327
Lazar	w7_d786e18330
Simon	w9_d786e18333
Caroli	w11_d786e18336
sich	w13_d786e18340
unterschreiben	w1_d786e18345
werde.	w3_d786e18348
Wann	w5_d786e18351
nun	w7_d786e18354
in	w9_d786e18357
dies	w11_d786e18360
sein	w13_d786e18364
Anlangen	w1_d786e18370
zu	w3_d786e18373
willigen	w5_d786e18376
wir	w7_d786e18379
keinen	w9_d786e18382
Anstand	w11_d786e18385
gefun	w13_d786e18389
den	w1_d786e18394
haben,	w3_d786e18397
und	w5_d786e18400
zu	w7_d786e18403
dem	w9_d786e18406
Ende	w11_d786e18409
durch	w13_d786e18413
gegenwär	w15_d786e18416
tiges	w1_d786e18421
Edict	w3_d786e18424
den	w5_d786e18427
22.	w7_d786e18430
Novemb.	w9_d786e18433
dies	w11_d786e18436
Jahrs	w13_d786e18440
Nach	w15_d786e18443
mittag	w1_d786e18448
präcise	w3_d786e18451
um	w5_d786e18454
4.	w7_d786e18457
Uhr	w9_d786e18460
zu	w11_d786e18463
gehöriger	w13_d786e18467
Anmel	w15_d786e18470
dung	w1_d786e18476
bestimmen.	w3_d786e18479
Als	w5_d786e18482
werden	w7_d786e18485
alle	w9_d786e18488
und	w11_d786e18491
jede,	w13_d786e18495
wel	w15_d786e18498
che	w1_d786e18503
von	w3_d786e18506
mehr	w5_d786e18509
gedachtem	w7_d786e18512
Lazar	w9_d786e18515
Simon	w11_d786e18518
ausgestell	w13_d786e18522
te	w1_d786e18527
Documenten	w3_d786e18530
in	w5_d786e18533
Händen,	w7_d786e18536
oder	w9_d786e18539
ansonsten	w11_d786e18542
an	w13_d786e18546
ihn	w1_d786e18551
auf	w3_d786e18554
derley	w5_d786e18557
auf	w7_d786e18560
Lazar	w9_d786e18563
Simon	w11_d786e18566
ausgestellte	w13_d786e18570
Schuld	w15_d786e18573
verschreibungen	w1_d786e18579
einige	w3_d786e18582
Forderungen	w5_d786e18585
haben,	w7_d786e18588
am	w9_d786e18591
obbestimmten	w1_d786e18596
Tag	w3_d786e18599
und	w5_d786e18602
Stund	w7_d786e18605
vor	w9_d786e18608
der	w11_d786e18611
Amts	w13_d786e18615
canzley	w1_d786e18620
in	w3_d786e18623
dem	w5_d786e18626
Jacober=gässel	w7_d786e18629
im	w9_d786e18632
Crainerischen	w11_d786e18635
Stift=haus	w1_d786e18640
im	w3_d786e18643
ersten	w5_d786e18646
Stock	w7_d786e18649
entweder	w9_d786e18652
selbst	w11_d786e18655
per	w13_d786e18659
sönlich,	w1_d786e18665
oder	w3_d786e18668
durch	w5_d786e18671
hierzu	w7_d786e18674
genugsame	w9_d786e18677
Gewalttra	w11_d786e18680
gere	w1_d786e18685
also	w3_d786e18688
gewiß	w5_d786e18691
zu	w7_d786e18694
erscheinen	w9_d786e18697
haben,	w11_d786e18700
wie	w13_d786e18704
im	w15_d786e18707
wi	w17_d786e18710
drigen	w1_d786e18715
denen	w3_d786e18718
sich	w5_d786e18721
nicht	w7_d786e18724
Meldenden	w9_d786e18727
das	w11_d786e18730
ewige	w13_d786e18734
Stillschweigen	w1_d786e18739
sub	w3_d786e18742
clausula	w5_d786e18745
præclusi	w7_d786e18748
auferleget	w9_d786e18751
werden	w1_d786e18757
würde,	w3_d786e18760
wornach	w5_d786e18763
sich	w7_d786e18766
jedermann	w9_d786e18769
zu	w11_d786e18772
rich	w13_d786e18776
ten,	w1_d786e18781
und	w3_d786e18784
vor	w5_d786e18787
Schaden	w7_d786e18790
zu	w9_d786e18793
hüten	w11_d786e18796
wissen	w13_d786e18800
wird.	w15_d786e18803
Wien	w1_d786e18808
den	w3_d786e18811
29.	w5_d786e18814
Julii	w7_d786e18817
1763.	w9_d786e18820
</p>
<list id="l50_d786e18823">
Nachdeme	w1_d786e18827
die	w3_d786e18830
zwischen	w5_d786e18833
Fiume	w7_d786e18836
und	w9_d786e18839
Tries	w11_d786e18842
ligen	w13_d786e18846
</list>
<p id="p52_d786e18850">
Nachdeme	w1_d786e18854
die	w3_d786e18857
zwischen	w5_d786e18860
Fiume	w7_d786e18863
und	w9_d786e18866
Tries	w11_d786e18869
ligen	w13_d786e18873
de	w1_d786e18878
Herrschaften	w3_d786e18881
San-Servolo	w5_d786e18884
und	w7_d786e18887
Castel	w9_d786e18890
nuovo,	w11_d786e18893
welche	w1_d786e18898
Herr	w3_d786e18901
Joseph	w5_d786e18904
Freyherr	w7_d786e18907
von	w9_d786e18910
Salvai	w11_d786e18913
seel.	w13_d786e18917
im	w15_d786e18920
1748sten	w1_d786e18926
Jahr	w3_d786e18929
auf	w5_d786e18932
vorläufige	w7_d786e18935
gerichtliche	w9_d786e18938
Schä	w11_d786e18941
tzung	w1_d786e18946
um	w3_d786e18949
70000.	w5_d786e18952
fl.	w7_d786e18955
Teutscher	w9_d786e18958
Wehrung	w11_d786e18961
per	w13_d786e18965
addi-	w15_d786e18968
ctionem	w1_d786e18973
übernommen,	w3_d786e18976
sodann	w5_d786e18979
aber	w7_d786e18982
merklich	w9_d786e18985
me	w11_d786e18988
lioriret	w1_d786e18993
hat,	w3_d786e18996
und	w5_d786e18999
noch	w7_d786e19002
mehr	w9_d786e19005
lmelioriret	w11_d786e19008
werden	w13_d786e19012
können;	w1_d786e19018
den	w3_d786e19021
2.	w5_d786e19024
Sept.	w7_d786e19027
laufenden	w9_d786e19030
1763sten	w11_d786e19033
Jahrs	w13_d786e19037
bey	w1_d786e19042
dem	w3_d786e19045
Landes=fürstl.	w5_d786e19048
Land	w7_d786e19051
recht	w9_d786e19054
in	w11_d786e19057
Crain	w13_d786e19061
im	w15_d786e19064
Land	w17_d786e19067
hause	w1_d786e19072
zu	w3_d786e19075
Laybach	w5_d786e19078
um	w7_d786e19081
9.	w9_d786e19084
Uhr	w11_d786e19087
Vormittags	w13_d786e19091
licitiret	w15_d786e19094
werden	w1_d786e19099
sollen:	w3_d786e19102
So	w5_d786e19105
können	w7_d786e19108
diejenigen,	w9_d786e19111
die	w11_d786e19114
obbe	w13_d786e19118
sagte	w1_d786e19124
Herrschaften	w3_d786e19127
an	w5_d786e19130
sich	w7_d786e19133
zu	w9_d786e19136
erkaufen	w11_d786e19139
Verlangen	w13_d786e19143
tragen,	w1_d786e19148
von	w3_d786e19151
dem	w5_d786e19154
in	w7_d786e19157
Sachen	w9_d786e19160
angestellten	w11_d786e19163
Curatorn	w13_d786e19167
ad	w1_d786e19172
lites	w3_d786e19175
D.	w5_d786e19178
Valentino	w7_d786e19181
Modesti	w9_d786e19184
die	w11_d786e19187
behörige	w13_d786e19191
Aus	w15_d786e19194
kunft	w1_d786e19199
einhollen,	w3_d786e19202
und	w5_d786e19205
sich	w7_d786e19208
bey	w9_d786e19211
ermelt=Kais.	w11_d786e19214
Kön.	w13_d786e19218
Land=rechte	w1_d786e19224
zur	w3_d786e19227
bestimmten	w5_d786e19230
Zeit	w7_d786e19233
entweder	w9_d786e19236
selbst,	w11_d786e19239
oder	w1_d786e19244
durch	w3_d786e19247
ihren	w5_d786e19250
Bevollmächtigten	w7_d786e19253
sofort	w9_d786e19256
hierumen	w11_d786e19259
anmelden.	w1_d786e19264
</p>
<list id="l60_d786e19356">
sam	w1_d786e19360
allein	w3_d786e19363
auf	w5_d786e19366
der	w7_d786e19369
hohen	w9_d786e19372
Schule,	w11_d786e19375
und	w13_d786e19379
alls	w15_d786e19382
Von	w1_d786e19387
inländischen	w3_d786e19390
gelehrten	w5_d786e19393
Sachen.	w7_d786e19396
</list>
<p id="p62_d786e19400">
Von	w1_d786e19404
inländischen	w3_d786e19407
gelehrten	w5_d786e19410
Sachen.	w7_d786e19413
Wir	w1_d786e19418
fahren	w3_d786e19421
fort	w5_d786e19424
in	w7_d786e19427
dem	w9_d786e19430
Auszuge	w11_d786e19433
des	w13_d786e19437
zwey	w15_d786e19440
ten	w1_d786e19445
Bandes	w3_d786e19448
von	w5_d786e19451
den	w7_d786e19454
Analectis	w9_d786e19457
monu-	w11_d786e19460
mentorum	w1_d786e19466
omnis	w3_d786e19469
aeui	w5_d786e19472
Vindobonensibus.	w7_d786e19475
Dieser	w1_d786e19480
Theil	w3_d786e19483
besteht	w5_d786e19486
aus	w7_d786e19489
wichtigen	w9_d786e19492
Stücken,	w11_d786e19495
deren	w1_d786e19500
jedes	w3_d786e19503
mit	w5_d786e19506
einer	w7_d786e19509
Vorrede	w9_d786e19512
des	w11_d786e19515
Herrn	w13_d786e19519
Herausgebers	w1_d786e19524
versehen	w3_d786e19527
ist.	w5_d786e19530
</p>
<p id="p64_d786e19533">
1)	w1_d786e19537
Aeneae	w3_d786e19540
Syliii	w5_d786e19543
Senensis	w7_d786e19546
siue	w9_d786e19549
Pii	w11_d786e19552
PapaeII.	w13_d786e19556
Hi-	w15_d786e19559
storia	w1_d786e19564
Austriaca.	w3_d786e19567
Diese	w5_d786e19570
Geschichte	w7_d786e19573
steht	w9_d786e19576
zwar	w11_d786e19579
schon	w1_d786e19584
in	w3_d786e19587
der	w5_d786e19590
schilterischen	w7_d786e19593
Sammlung,	w9_d786e19596
die	w11_d786e19599
Kulpis	w1_d786e19605
herausgegeben;	w3_d786e19608
aber	w5_d786e19611
sehr	w7_d786e19614
unvoll	w9_d786e19617
kommen	w1_d786e19622
und	w3_d786e19625
mangelhaft:	w5_d786e19628
nun	w7_d786e19631
tritt	w9_d786e19634
sie	w11_d786e19637
aus	w13_d786e19641
ihres	w1_d786e19646
berühmten	w3_d786e19649
Verfassers	w5_d786e19652
eigenen	w7_d786e19655
Hand	w9_d786e19658
schriften	w1_d786e19663
vollständiger	w3_d786e19666
aus	w5_d786e19669
Licht.	w7_d786e19672
Sie	w9_d786e19675
be	w11_d786e19678
greift	w1_d786e19684
eigentlich	w3_d786e19687
nur	w5_d786e19690
die	w7_d786e19693
Lebensgeschichte	w9_d786e19696
des	w11_d786e19699
Kaisers	w1_d786e19704
Friedrich	w3_d786e19707
III.	w5_d786e19710
und	w7_d786e19713
des	w9_d786e19716
Königs	w11_d786e19719
Ladis	w13_d786e19723
laus;	w1_d786e19728
obschon	w3_d786e19731
auch	w5_d786e19734
jene	w7_d786e19737
der	w9_d786e19740
alten	w11_d786e19743
Markgra	w13_d786e19747
fen	w1_d786e19752
und	w3_d786e19755
Herzoge	w5_d786e19758
zu	w7_d786e19761
Oesterreich	w9_d786e19764
darinn	w11_d786e19767
be	w13_d786e19771
rührt,	w1_d786e19777
ja	w3_d786e19780
sogar	w5_d786e19783
die	w7_d786e19786
Historie	w9_d786e19789
der	w11_d786e19792
vorhergehen	w13_d786e19796
den	w1_d786e19801
Kaiser	w3_d786e19804
Friedriche	w5_d786e19807
des	w7_d786e19810
I.	w9_d786e19813
und	w11_d786e19816
des	w13_d786e19820
II.	w15_d786e19823
er	w17_d786e19826
zehlet	w1_d786e19831
wird.	w3_d786e19834
Besonders	w5_d786e19837
merkwürdig	w7_d786e19840
ist	w9_d786e19843
die	w1_d786e19848
Beschreibung	w3_d786e19851
der	w5_d786e19854
Stadt	w7_d786e19857
Wien,	w9_d786e19860
und	w11_d786e19863
ihrer	w13_d786e19867
damaligen	w1_d786e19873
Verfassung,	w3_d786e19876
der	w5_d786e19879
Sitten	w7_d786e19882
und	w9_d786e19885
Le	w11_d786e19888
bensart	w1_d786e19893
ihrer	w3_d786e19896
Einwohner	w5_d786e19899
rc.	w7_d786e19902
So	w9_d786e19905
groß	w11_d786e19908
auch	w13_d786e19912
der	w1_d786e19917
Unterscheid	w3_d786e19920
ist,	w5_d786e19923
den	w7_d786e19926
man	w9_d786e19929
zwischen	w11_d786e19932
dersel	w13_d786e19936
ben	w1_d786e19941
und	w3_d786e19944
gegenwärtiger	w5_d786e19947
Zeit	w7_d786e19950
in	w9_d786e19953
den	w11_d786e19956
meisten	w13_d786e19960
Umständen	w1_d786e19966
wahrnimmt,	w3_d786e19969
ist	w5_d786e19972
er	w7_d786e19975
gleichwol	w9_d786e19978
nicht	w11_d786e19981
so	w1_d786e19986
beschaffen,	w3_d786e19989
daß	w5_d786e19992
man	w7_d786e19995
deswegen	w9_d786e19998
nicht	w11_d786e20001
glau	w13_d786e20005
ben	w1_d786e20010
sollte,	w3_d786e20013
was	w5_d786e20016
der	w7_d786e20019
ehrliche	w9_d786e20022
Aeneas	w11_d786e20025
Sylvius	w13_d786e20029
der	w1_d786e20034
selbst	w3_d786e20037
einige	w5_d786e20040
Jahre	w7_d786e20043
als	w9_d786e20046
kaiserl.	w11_d786e20049
Secretar	w13_d786e20053
hier	w1_d786e20059
lebte,	w3_d786e20062
von	w5_d786e20065
seiner	w7_d786e20068
Zeit	w9_d786e20071
der	w11_d786e20074
Nachwelt	w13_d786e20078
hin	w15_d786e20081
terlassen	w1_d786e20086
hat.	w3_d786e20089
Wir	w5_d786e20092
bemerken	w7_d786e20095
aus	w9_d786e20098
ihm	w11_d786e20101
nur	w13_d786e20105
etwas	w1_d786e20110
von	w3_d786e20113
dem	w5_d786e20116
damaligen	w7_d786e20119
Zustande	w9_d786e20122
der	w11_d786e20125
Ge	w13_d786e20129
lehrsamkeit.	w1_d786e20134
Die	w3_d786e20137
Dicht	w5_d786e20140
und	w7_d786e20143
Redekunst	w9_d786e20146
wa	w11_d786e20149
ren	w1_d786e20155
unsern	w3_d786e20158
Schulen,	w5_d786e20161
gleich	w7_d786e20164
den	w9_d786e20167
übrigen	w11_d786e20170
schö	w13_d786e20174
nen	w1_d786e20179
Wissenschaften,	w3_d786e20182
unbekannte	w5_d786e20185
Dinge.	w7_d786e20188
Eine	w9_d786e20191
magre	w1_d786e20196
und	w3_d786e20199
zänkische	w5_d786e20202
Dialectib	w7_d786e20205
regierte	w9_d786e20208
gleich	w11_d786e20211
</p>
<p id="p66_d786e20214">
sam	w1_d786e20218
allein	w3_d786e20221
auf	w5_d786e20224
der	w7_d786e20227
hohen	w9_d786e20230
Schule,	w11_d786e20233
und	w13_d786e20237
alls	w15_d786e20240
bestrebte	w1_d786e20245
sich,	w3_d786e20248
nur	w5_d786e20251
selbige	w7_d786e20254
zu	w9_d786e20257
erlernen.	w11_d786e20260
Der	w13_d786e20264
damalen	w1_d786e20269
vornehmste	w3_d786e20272
Schulgelehrte	w5_d786e20275
in	w7_d786e20278
der	w9_d786e20281
Theologie	w1_d786e20287
Thomas	w3_d786e20290
Haßelbach,	w5_d786e20293
hat	w7_d786e20296
mit	w9_d786e20299
seiner	w11_d786e20302
Auslegung	w1_d786e20307
des	w3_d786e20310
ersten	w5_d786e20313
Capitels	w7_d786e20316
aus	w9_d786e20319
dem	w11_d786e20322
Bu	w13_d786e20326
che	w1_d786e20331
Jsaias,	w3_d786e20334
wenn	w5_d786e20337
man	w7_d786e20340
unserm	w9_d786e20343
Geschicht	w11_d786e20346
schreiber	w1_d786e20351
alles	w3_d786e20354
glauben	w5_d786e20357
will,	w7_d786e20360
in	w9_d786e20363
22.	w11_d786e20366
Jahren	w13_d786e20370
nicht	w1_d786e20376
fertig	w3_d786e20379
werden	w5_d786e20382
können.	w7_d786e20385
Allein	w9_d786e20388
auch	w11_d786e20391
auf	w13_d786e20395
andern	w1_d786e20400
hohen	w3_d786e20403
Schulen	w5_d786e20406
gieng	w7_d786e20409
es	w9_d786e20412
nicht	w11_d786e20415
besser	w13_d786e20419
zu.	w1_d786e20424
Gott	w3_d786e20427
Lob,	w5_d786e20430
daß	w7_d786e20433
es	w9_d786e20436
heutiges	w11_d786e20439
Tages	w13_d786e20443
viel	w15_d786e20446
an	w17_d786e20449
derst	w1_d786e20454
damit	w3_d786e20457
bestellet	w5_d786e20460
ist.	w7_d786e20463
Die	w9_d786e20466
Historie	w11_d786e20469
endiget	w13_d786e20473
sich	w1_d786e20479
mit	w3_d786e20482
dem	w5_d786e20485
Tode	w7_d786e20488
des	w9_d786e20491
jungen	w11_d786e20494
K.	w13_d786e20498
Ladislaus	w15_d786e20501
1457.	w1_d786e20506
2.	w3_d786e20509
Des	w5_d786e20512
berühmten	w7_d786e20515
straßburg.	w9_d786e20518
Ge	w11_d786e20521
lehrten	w1_d786e20526
Joh.	w3_d786e20529
Henrich	w5_d786e20532
Böcklers	w7_d786e20535
Anmerkungen	w9_d786e20538
zu	w1_d786e20543
der	w3_d786e20546
vorstehenden	w5_d786e20549
österreich	w7_d786e20552
Historie.	w9_d786e20555
3)	w11_d786e20558
Johannis	w1_d786e20564
Hinderbachii,	w3_d786e20567
Episcopi,	w5_d786e20570
Tridenti-	w7_d786e20573
ni,	w1_d786e20578
Historiae	w3_d786e20581
Austriacae	w5_d786e20584
ab	w7_d786e20587
Aenea	w9_d786e20590
Gluio	w11_d786e20593
scriptæ	w1_d786e20598
continuatio.	w3_d786e20601
Joh.	w5_d786e20604
Hinderbach	w7_d786e20607
folgt	w9_d786e20610
te	w1_d786e20615
dem	w3_d786e20618
Auras	w5_d786e20621
Sylvius	w7_d786e20624
in	w9_d786e20627
dem	w11_d786e20630
Amte	w13_d786e20634
eines	w15_d786e20637
kaiserl.	w1_d786e20643
Secretars,	w3_d786e20646
und	w5_d786e20649
auf	w7_d786e20652
der	w9_d786e20655
Bahne	w11_d786e20658
eines	w13_d786e20662
Geschichtschreibers	w1_d786e20667
nach.	w3_d786e20670
Er	w5_d786e20673
fieng	w7_d786e20676
aber	w9_d786e20679
nicht,	w1_d786e20684
wo	w3_d786e20687
es	w5_d786e20690
der	w7_d786e20693
Erstere	w9_d786e20696
gelassen	w11_d786e20699
hatte,	w13_d786e20703
sondern	w15_d786e20706
erst	w1_d786e20711
vom	w3_d786e20714
J.	w5_d786e20717
1462.	w7_d786e20720
an,	w9_d786e20723
und	w11_d786e20726
hörte	w13_d786e20730
schon	w15_d786e20733
mit	w17_d786e20736
dem	w1_d786e20742
Eade	w3_d786e20745
desselben	w5_d786e20748
Jahres	w7_d786e20751
bey	w9_d786e20754
dem	w11_d786e20757
Friede	w13_d786e20761
und	w1_d786e20766
Vergleiche	w3_d786e20769
auf	w5_d786e20772
der	w7_d786e20775
zwischen	w9_d786e20778
den	w11_d786e20781
Brüdern,	w13_d786e20785
Kaiser	w1_d786e20790
Friederich	w3_d786e20793
dem	w5_d786e20796
Friedsamen,	w7_d786e20799
und	w9_d786e20802
Her	w11_d786e20805
zog	w1_d786e20810
Albrecht	w3_d786e20813
dem	w5_d786e20816
Verschwender	w7_d786e20819
zugenannt,	w9_d786e20822
geschlossen	w1_d786e20828
worden.	w3_d786e20831
Es	w5_d786e20834
war	w7_d786e20837
aus	w9_d786e20840
dem	w11_d786e20843
Zwey	w13_d786e20847
tracht	w1_d786e20852
beyder	w3_d786e20855
Brüder	w5_d786e20858
ein	w7_d786e20861
einheimischer	w9_d786e20864
Krieg	w11_d786e20867
entstanden;	w1_d786e20872
indem	w3_d786e20875
ein	w5_d786e20878
Theil	w7_d786e20881
der	w9_d786e20884
Stände	w11_d786e20887
von	w1_d786e20892
Niederösterreich,	w3_d786e20895
und	w5_d786e20898
die	w7_d786e20901
Stadt	w9_d786e20904
Wien	w11_d786e20907
dem	w1_d786e20913
H.	w3_d786e20916
Albrecht	w5_d786e20919
anhiengen.	w7_d786e20922
Der	w9_d786e20925
Kaiser	w11_d786e20928
wurde	w1_d786e20933
samt	w3_d786e20936
seinem	w5_d786e20939
Hofstaate	w7_d786e20942
von	w9_d786e20945
den	w11_d786e20948
auf	w13_d786e20952
rührerischen	w1_d786e20957
Wienerbürgern	w3_d786e20960
viel	w5_d786e20963
Wochen	w7_d786e20966
lang	w1_d786e20971
in	w3_d786e20974
der	w5_d786e20977
Hofburg	w7_d786e20980
hart	w9_d786e20983
belagert,	w11_d786e20986
und	w13_d786e20990
auf	w15_d786e20993
das	w1_d786e20999
äusserste	w3_d786e21002
gebracht,	w5_d786e21005
bis	w7_d786e21008
ihm	w9_d786e21011
George	w11_d786e21014
von	w13_d786e21018
Podiebrad	w1_d786e21023
der	w3_d786e21026
König	w5_d786e21029
in	w7_d786e21032
Böhmen	w9_d786e21035
zu	w11_d786e21038
Hülfe	w13_d786e21042
