<doc id="wr_1759-05-02" attrs="word" year="1759" month="05" day="02" corpus="2">
<head id="h2_d344e3775">
Maynstrom	w1_d344e3779
uud	w15_d344e18266
fol	w17_d344e18269
gende	w1_d344e18274
Täge	w3_d344e18277
werden	w5_d344e18280
in	w7_d344e18283
dem	w9_d344e18286
Pechmannischen	w11_d344e18289
Haus,	w13_d344e18293
Wag=haus	w1_d344e18298
über	w3_d344e18301
im	w5_d344e18304
1sten	w7_d344e18307
Stock	w9_d344e18310
ver	w11_d344e18313
dem	w1_d344e18319
grosse	w3_d344e18322
schiedene	w1_d344e18327
Mecten,	w3_d344e18330
als	w5_d344e18333
grosse	w7_d344e18336
Spiegel,	w9_d344e18339
harte	w11_d344e18342
Ka	w13_d344e18346
sten,	w1_d344e18351
und	w3_d344e18354
Kisch,	w5_d344e18357
Sessel,	w7_d344e18360
Canapee,	w9_d344e18363
Damasten	w11_d344e18366
Rassettene,	w1_d344e18371
und	w3_d344e18374
andere	w5_d344e18377
Spallier,	w7_d344e18380
1.	w9_d344e18383
grünndama	w11_d344e18386
stenss	w1_d344e18392
Beht,	w3_d344e18395
samt	w5_d344e18398
Beht=gewand,	w7_d344e18401
Roß=haarene	w9_d344e18404
Mätratzen,	w1_d344e18409
und	w3_d344e18412
andere	w5_d344e18415
Behter,	w7_d344e18418
samt	w9_d344e18421
Beht=stadten,	w11_d344e18424
Bilder,	w1_d344e18429
Damast	w3_d344e18432
und	w5_d344e18435
andere	w7_d344e18438
Tisch=zeug,	w9_d344e18441
und	w11_d344e18444
verschiedene	w1_d344e18449
andere	w3_d344e18452
Wäsch,	w5_d344e18455
1.	w7_d344e18458
silberne	w9_d344e18461
Feld=uhr,	w11_d344e18464
Kupfer,	w1_d344e18470
und	w3_d344e18473
Zinn,	w5_d344e18476
Vormittag	w7_d344e18479
von	w9_d344e18482
9.	w11_d344e18485
bis	w13_d344e18489
12.	w15_d344e18492
und	w1_d344e18497
Nachmittag	w3_d344e18500
von	w5_d344e18503
3.	w7_d344e18506
bis	w9_d344e18509
6.	w11_d344e18512
Uhr	w13_d344e18516
dem	w15_d344e18519
Meis	w17_d344e18522
bietenden	w1_d344e18527
Licitando	w3_d344e18530
verkauft	w5_d344e18533
werden.	w7_d344e18536
</p>
<head id="h2_d344e18642">
Auszug	w1_d344e18646
eines	w3_d344e18649
Schreibens	w5_d344e18652
aus	w7_d344e18655
Greifswald	w1_d344e18660
13.	w3_d344e18663
April.	w5_d344e18666
</head>
<p id="p4_d344e18669">
Den	w1_d344e18673
9.	w3_d344e18676
dieses	w5_d344e18679
des	w7_d344e18682
Mittags	w9_d344e18685
fieng	w11_d344e18688
unsere	w13_d344e18692
erste	w1_d344e18699
Batterie	w3_d344e18702
auf	w5_d344e18705
das	w7_d344e18708
Fort	w9_d344e18711
Peenamün	w11_d344e18714
de	w1_d344e18719
zu	w3_d344e18722
spielen	w5_d344e18725
an.	w7_d344e18728
Die	w9_d344e18731
zweyte	w11_d344e18734
kame	w13_d344e18738
auch	w15_d344e18741
den	w17_d344e18744
selben	w1_d344e18750
Tag	w3_d344e18753
zu	w5_d344e18756
Stande,	w7_d344e18759
unter	w9_d344e18762
der	w11_d344e18765
Canonade	w13_d344e18769
von	w1_d344e18774
beyden	w3_d344e18777
wurde	w5_d344e18780
die	w7_d344e18783
Haupt=batterie	w9_d344e18786
fertig.	w11_d344e18789
Das	w1_d344e18794
Feuer	w3_d344e18797
von	w5_d344e18800
derselben	w7_d344e18803
hat	w9_d344e18806
die	w11_d344e18809
Werke	w13_d344e18813
die	w15_d344e18816
ses	w1_d344e18821
Forts	w3_d344e18824
sehr	w5_d344e18827
durchgearbeitet.	w7_d344e18830
Der	w9_d344e18833
Pul	w11_d344e18836
fer=thurn	w1_d344e18842
wurde	w3_d344e18845
gesprenget,	w5_d344e18848
und	w7_d344e18851
es	w9_d344e18854
ent	w11_d344e18857
stand	w1_d344e18862
ein	w3_d344e18865
starker	w5_d344e18868
Brand	w7_d344e18871
in	w9_d344e18874
der	w11_d344e18877
Schanze.	w13_d344e18881
Die	w1_d344e18886
darinn	w3_d344e18889
noch	w5_d344e18892
übrig	w7_d344e18895
gebliebene	w9_d344e18898
feindliche	w11_d344e18901
Besatzung,	w1_d344e18906
von	w3_d344e18909
11.	w5_d344e18912
Officiers,	w7_d344e18915
14.	w9_d344e18918
Unter	w11_d344e18921
officiers,	w1_d344e18927
139.	w3_d344e18930
Gemeinen	w5_d344e18933
und	w7_d344e18936
Trommel	w9_d344e18939
schlägern,	w1_d344e18944
8.	w3_d344e18947
Hand=langern,	w5_d344e18950
und	w7_d344e18953
14.	w9_d344e18956
Do	w11_d344e18959
mestiquen	w1_d344e18964
musten	w3_d344e18967
sich	w5_d344e18970
am	w7_d344e18973
10.	w9_d344e18976
des	w11_d344e18979
Abends	w13_d344e18983
zu	w1_d344e18988
Kriegs=gefangenen	w3_d344e18991
ergeben.	w5_d344e18994
Die	w7_d344e18997
Schwe	w9_d344e19000
den	w1_d344e19006
haben	w3_d344e19009
viele	w5_d344e19012
Leute	w7_d344e19015
verloren,	w9_d344e19018
und	w11_d344e19021
ihr	w13_d344e19025
Pul	w15_d344e19028
fer=vorrat	w1_d344e19033
ist	w3_d344e19036
im	w5_d344e19039
Feuer	w7_d344e19042
aufgegangen,	w9_d344e19045
und	w11_d344e19048
in	w13_d344e19052
die	w1_d344e19057
Luft	w3_d344e19060
geflogen.	w5_d344e19063
Es	w7_d344e19066
seynd	w9_d344e19069
im	w11_d344e19072
Fort	w13_d344e19076
29.	w15_d344e19079
Canonen	w1_d344e19084
und	w3_d344e19087
4.	w5_d344e19090
Mortiers	w7_d344e19093
gefunden	w9_d344e19096
worden.	w11_d344e19099
Es	w1_d344e19105
dörfte	w3_d344e19108
solches	w5_d344e19111
vielleicht	w7_d344e19114
rasiret	w9_d344e19117
werden.	w11_d344e19120
</p>
<head id="h2_d344e19126">
Capitulations=puncte	w1_d344e19130
von	w3_d344e19133
der	w5_d344e19136
Peenamünder=schanze.	w1_d344e19141
</head>
<p id="p4_d344e19144">
1.	w1_d344e19148
Alle	w3_d344e19151
Officiers	w5_d344e19154
und	w7_d344e19157
Unter=officiers,	w9_d344e19160
so	w11_d344e19163
von	w1_d344e19168
Adel	w3_d344e19171
seynd,	w5_d344e19174
werden	w7_d344e19177
auf	w9_d344e19180
Parole	w11_d344e19183
nach	w13_d344e19187
ih	w15_d344e19190
rem	w1_d344e19195
Vatterlande	w3_d344e19198
entlassen.	w5_d344e19201
</p>
<p id="p6_d344e19204">
Die	w1_d344e19208
sämmtliche	w3_d344e19211
Garnison	w5_d344e19214
ist	w7_d344e19217
Kriegs	w9_d344e19220
gefangen.	w1_d344e19225
Die	w3_d344e19228
Herren	w5_d344e19231
Officiers	w7_d344e19234
können	w9_d344e19237
nicht	w1_d344e19242
eher,	w3_d344e19245
als	w5_d344e19248
mit	w7_d344e19251
Erlaubnuß	w9_d344e19254
des	w11_d344e19257
com	w13_d344e19261
mandirenden	w1_d344e19267
Herrn	w3_d344e19270
Generals	w5_d344e19273
auf	w7_d344e19276
Parole	w9_d344e19279
dimittiret	w1_d344e19284
werden,	w3_d344e19287
die	w5_d344e19290
Unter=officiers	w7_d344e19293
werden	w1_d344e19298
unter	w3_d344e19301
die	w5_d344e19304
andere	w7_d344e19307
Kriegsgefan	w9_d344e19310
gene	w1_d344e19315
gerechnet.	w3_d344e19318
</p>
<p id="p8_d344e19321">
2.	w1_d344e19325
Die	w3_d344e19328
Equipage	w5_d344e19331
deren	w7_d344e19334
Herren	w9_d344e19337
Officiers,	w11_d344e19340
und	w1_d344e19345
was	w3_d344e19348
ihnen	w5_d344e19351
sonst	w7_d344e19354
eigentümlich	w9_d344e19357
zukommet,	w11_d344e19360
wird	w1_d344e19365
ihnen	w3_d344e19368
nebst	w5_d344e19371
ihren	w7_d344e19374
Domestiquen,	w9_d344e19377
wie	w11_d344e19380
auch	w1_d344e19386
dem	w3_d344e19389
gemeinen	w5_d344e19392
Mann,	w7_d344e19395
gelassen.	w9_d344e19398
</p>
<list id="l10_d344e19401">
Unrerthanen	w1_d344e19405
abgenommen	w3_d344e19408
worden,	w5_d344e19411
müs	w7_d344e19414
sen	w1_d344e19419
zurück	w3_d344e19422
gegeben	w5_d344e19425
werden.	w7_d344e19428
3.	w1_d344e19433
Die	w3_d344e19436
Geistliche	w5_d344e19439
und	w7_d344e19442
Chyrurgi	w9_d344e19445
werden	w11_d344e19448
nicht	w1_d344e19454
unter	w3_d344e19457
die	w5_d344e19460
Kriegs=gefangene	w7_d344e19463
gerechnet,	w9_d344e19466
und	w1_d344e19471
wird	w3_d344e19474
ihnen	w5_d344e19477
ihre	w7_d344e19480
Equipage	w9_d344e19483
gelassen.	w11_d344e19486
3.	w1_d344e19491
Dieser	w3_d344e19494
Punct	w5_d344e19497
dependiret	w7_d344e19500
von	w9_d344e19503
dem	w11_d344e19506
commandirenden	w1_d344e19511
Herrn	w3_d344e19514
General.	w5_d344e19517
Jhre	w7_d344e19520
eigentümliche	w1_d344e19526
Equipage	w3_d344e19529
wird	w5_d344e19532
ihnen	w7_d344e19535
ge	w9_d344e19538
lassen.	w1_d344e19543
Medicin	w3_d344e19546
und	w5_d344e19549
Jnstrumenten	w7_d344e19552
aber,	w9_d344e19555
so	w1_d344e19560
der	w3_d344e19563
Crone	w5_d344e19566
gehören,	w7_d344e19569
werden	w9_d344e19572
abgeliefert.	w11_d344e19575
4.	w1_d344e19580
Es	w3_d344e19583
werden	w5_d344e19586
Wägen	w7_d344e19589
für	w9_d344e19592
die	w11_d344e19595
Kranke	w13_d344e19599
gegeben.	w1_d344e19605
4.	w1_d344e19610
Accordiret.	w3_d344e19613
5.	w1_d344e19618
Niemand	w3_d344e19621
von	w5_d344e19624
denen	w7_d344e19627
Kriegsgefange	w9_d344e19630
nen	w1_d344e19635
wird	w3_d344e19638
zu	w5_d344e19641
Preußischen	w7_d344e19644
Diensten	w9_d344e19647
gezwun	w11_d344e19650
gen.	w1_d344e19656
Es	w1_d344e19661
geschihet	w3_d344e19664
solches	w5_d344e19667
niemals.	w7_d344e19670
Die	w9_d344e19673
Deserteurs	w1_d344e19678
werden	w3_d344e19681
sogleich	w5_d344e19684
angezeiget.	w7_d344e19687
6.	w1_d344e19692
Die	w3_d344e19695
Unter=officiers	w5_d344e19698
und	w7_d344e19701
Soldaten,	w9_d344e19704
denen	w1_d344e19710
der	w3_d344e19713
Abschied	w5_d344e19716
versprochen	w7_d344e19719
ist,	w9_d344e19722
werden	w11_d344e19725
nicht	w1_d344e19730
unter	w3_d344e19733
die	w5_d344e19736
Kriegs=gefangene	w7_d344e19739
gezehlet.	w9_d344e19742
6.	w1_d344e19747
Müssen,	w3_d344e19750
weil	w5_d344e19753
sie	w7_d344e19756
mit	w9_d344e19759
in	w11_d344e19762
der	w13_d344e19766
Schan	w15_d344e19769
ze	w1_d344e19774
gearbeitet,	w3_d344e19777
Kriegs=gefangene	w5_d344e19780
seyn.	w7_d344e19783
7.	w1_d344e19789
Man	w3_d344e19792
verlanget,	w5_d344e19795
daß	w7_d344e19798
die	w9_d344e19801
Soldaten	w11_d344e19804
auf	w13_d344e19808
Gut=sagen	w1_d344e19813
aller	w3_d344e19816
Officiers	w5_d344e19819
nach	w7_d344e19822
Haus	w9_d344e19825
gehen	w11_d344e19828
können.	w1_d344e19833
</list>
<head id="h2_d344e19840">
2.	w1_d344e19844
Accordiret.	w3_d344e19847
Ausgenommen	w5_d344e19850
die	w7_d344e19853
Pferde,	w1_d344e19858
so	w3_d344e19861
Preußischen	w5_d344e19864
Deserteurs	w7_d344e19867
und	w9_d344e19870
</head>
<p id="p6_d344e19881">
Der	w1_d344e19885
Commandant	w3_d344e19888
wird	w5_d344e19891
auf	w7_d344e19894
Ehre	w9_d344e19897
und	w11_d344e19900
Reputation	w1_d344e19905
alle	w3_d344e19908
der	w5_d344e19911
Crone	w7_d344e19914
zuständige	w9_d344e19917
Gel	w11_d344e19920
der	w1_d344e19925
berechnen,	w3_d344e19928
alle	w5_d344e19931
Canonen,	w7_d344e19934
Mortiers	w9_d344e19937
und	w11_d344e19940
sämmentliche	w1_d344e19946
Ammunition	w3_d344e19949
auf	w5_d344e19952
das	w7_d344e19955
genaue	w9_d344e19958
ste	w1_d344e19963
specificiren,	w3_d344e19966
und	w5_d344e19969
so	w7_d344e19972
etwas	w9_d344e19975
vergraben	w11_d344e19978
seyn	w13_d344e19982
sollte,	w1_d344e19987
solches	w3_d344e19990
anzeigen.	w5_d344e19993
</p>
<p id="p12_d344e20007">
Die	w1_d344e20011
Magazins	w3_d344e20014
werden	w5_d344e20017
ebener=massen	w7_d344e20020
nach	w1_d344e20025
einer	w3_d344e20028
exacten	w5_d344e20031
Specification	w7_d344e20034
an	w9_d344e20037
einen	w11_d344e20040
dazu	w1_d344e20045
commandirten	w3_d344e20048
Officier	w5_d344e20051
abgeliefert.	w7_d344e20054
</p>
<p id="p14_d344e20057">
Die	w1_d344e20061
Garnison	w3_d344e20064
ziehet	w5_d344e20067
morgen	w7_d344e20070
früh	w9_d344e20073
um	w11_d344e20076
9.	w1_d344e20081
Uhr	w3_d344e20084
in	w5_d344e20087
der	w7_d344e20090
Stille	w9_d344e20093
aus	w11_d344e20096
der	w13_d344e20100
Schanze,	w15_d344e20103
und	w17_d344e20106
strecket	w1_d344e20111
an	w3_d344e20114
einem	w5_d344e20117
ihr	w7_d344e20120
anzuweisenden	w9_d344e20123
Orte	w11_d344e20126
das	w1_d344e20132
Gewehr.	w3_d344e20135
</p>
<p id="p16_d344e20138">
Das	w1_d344e20142
Verzeichnuß	w3_d344e20145
von	w5_d344e20148
sämmentlichen	w7_d344e20151
erren	w1_d344e20156
Officiers,	w3_d344e20159
Unter=officiers	w5_d344e20162
und	w7_d344e20165
Gemei	w9_d344e20168
nen,	w1_d344e20173
wie	w3_d344e20176
auch	w5_d344e20179
die	w7_d344e20182
Artilleristen,	w9_d344e20185
und	w11_d344e20188
was	w13_d344e20192
sonst	w1_d344e20198
zur	w3_d344e20201
Garnison	w5_d344e20204
gehörig	w7_d344e20207
ist,	w9_d344e20210
wird	w11_d344e20213
von	w13_d344e20217
dem	w1_d344e20222
Herrn	w3_d344e20225
Commandanten	w5_d344e20228
bey	w7_d344e20231
dem	w9_d344e20234
Abzu	w11_d344e20237
ge	w1_d344e20242
eingereichet.	w3_d344e20245
Die	w5_d344e20248
Wasser=pforte	w7_d344e20251
und	w9_d344e20254
das	w1_d344e20259
Peenemünder=thor	w3_d344e20262
wird	w5_d344e20265
noch	w7_d344e20268
diesen	w9_d344e20271
Abend	w1_d344e20277
besetzet,	w3_d344e20280
und	w5_d344e20283
räumet	w7_d344e20286
die	w9_d344e20289
Garnison	w11_d344e20292
diesen	w1_d344e20297
Posten	w3_d344e20300
dem	w5_d344e20303
dahin	w7_d344e20306
zu	w9_d344e20309
schickenden	w11_d344e20312
Commando	w1_d344e20317
sogleich	w3_d344e20320
ein.	w5_d344e20323
Dorf	w7_d344e20326
Peenemün	w9_d344e20329
de,	w1_d344e20334
den	w3_d344e20337
10.	w5_d344e20340
April	w7_d344e20343
1759.	w9_d344e20346
Habe	w1_d344e20352
acceptiren	w3_d344e20355
müssen.	w5_d344e20358
</p>
<head id="h2_d344e20365">
Landmarschall.	w1_d344e20369
</head>
<p id="p4_d344e20372">
Entbiete	w1_d344e20376
N.	w3_d344e20379
allen	w5_d344e20382
und	w7_d344e20385
jeden,	w9_d344e20388
was	w11_d344e20391
Standes	w13_d344e20395
und	w15_d344e20398
Würden	w1_d344e20403
die	w3_d344e20406
seynd,	w5_d344e20409
der	w7_d344e20412
Gebühr	w9_d344e20415
nach,	w11_d344e20418
meinem	w13_d344e20422
re	w15_d344e20425
spective	w1_d344e20430
Dienst	w3_d344e20433
im	w5_d344e20436
guten	w7_d344e20439
Willen	w9_d344e20442
zuvor,	w11_d344e20445
und	w13_d344e20449
füge	w15_d344e20452
hiemit	w1_d344e20458
zu	w3_d344e20461
vernehmen:	w5_d344e20464
Es	w7_d344e20467
habe	w9_d344e20470
bey	w11_d344e20473
dem	w13_d344e20477
mir	w15_d344e20480
aller	w17_d344e20483
gnädigst	w1_d344e20488
anvertrauten	w3_d344e20491
N.	w5_d344e20494
Oe.	w7_d344e20497
Land=marschallischen	w9_d344e20500
Gericht	w1_d344e20505
der	w3_d344e20508
Franz	w5_d344e20511
Bernhard	w7_d344e20514
edler	w9_d344e20517
v.	w11_d344e20520
Keeß	w13_d344e20524
als	w15_d344e20527
ver	w17_d344e20530
ordneter	w1_d344e20535
Wilhelm	w3_d344e20538
Eberz	w5_d344e20541
reundspergischer	w1_d344e20547
Cura	w3_d344e20550
tor	w1_d344e20555
schriftlich	w3_d344e20558
vorgestellet:	w5_d344e20561
welcher=gestalten	w7_d344e20564
ver	w9_d344e20567
mög	w1_d344e20572
producirten	w3_d344e20575
Weisbotten=amts=extracts	w5_d344e20578
alda	w7_d344e20581
sub	w1_d344e20586
No.	w3_d344e20589
2do.	w5_d344e20592
den	w7_d344e20595
31.	w9_d344e20598
Martii	w11_d344e20601
1732.	w13_d344e20605
dann	w15_d344e20608
sub	w17_d344e20611
No.	w19_d344e20614
19.	w1_d344e20620
den	w3_d344e20623
20	w5_d344e20626
Junii	w7_d344e20629
1743.	w9_d344e20632
deren	w11_d344e20635
Schwarzlischen	w13_d344e20639
Pu	w15_d344e20642
pillen	w1_d344e20647
Gerhab	w3_d344e20650
und	w5_d344e20653
Mandatarius	w7_d344e20656
Johann	w9_d344e20659
Michael	w11_d344e20662
Stummer	w1_d344e20667
J.	w3_d344e20670
U.	w5_d344e20673
D.	w7_d344e20676
wider	w9_d344e20679
den	w11_d344e20682
Johann	w13_d344e20686
Leopold	w15_d344e20689
v.	w17_d344e20692
Freundsperg	w1_d344e20697
wegen	w3_d344e20700
einer	w5_d344e20703
Residualwechselforde	w7_d344e20706
rung	w1_d344e20712
pr.	w3_d344e20715
1208.	w5_d344e20718
fl.	w7_d344e20721
cum	w9_d344e20724
sua	w11_d344e20727
causa	w13_d344e20731
sub	w15_d344e20734
No.	w17_d344e20737
3tio.	w19_d344e20740
den	w21_d344e20743
28.	w1_d344e20748
Febr.	w3_d344e20751
1733.	w5_d344e20754
der	w7_d344e20757
Benedict	w9_d344e20760
Pallazzi	w11_d344e20763
wider	w13_d344e20767
den	w15_d344e20770
Friderich	w1_d344e20775
v.	w3_d344e20778
Eberz	w5_d344e20781
wegen	w7_d344e20784
600.	w9_d344e20787
fl.	w11_d344e20790
sub	w13_d344e20794
No.	w15_d344e20797
4to.	w17_d344e20800
den	w19_d344e20803
24.	w1_d344e20808
Jan.	w3_d344e20811
1734	w5_d344e20814
der	w7_d344e20817
N.	w9_d344e20820
Hirsch	w11_d344e20823
Prespurger	w13_d344e20827
jud	w15_d344e20830
contra	w17_d344e20833
cundem	w1_d344e20839
wegen	w3_d344e20842
400.	w5_d344e20845
fl.	w7_d344e20848
sub	w9_d344e20851
No.	w11_d344e20854
5to	w13_d344e20858
eodem;	w15_d344e20861
idem	w17_d344e20864
contra	w1_d344e20869
eundem	w3_d344e20872
wegen	w5_d344e20875
100.	w7_d344e20878
fl.	w9_d344e20881
sub	w11_d344e20884
No.	w13_d344e20888
6to.	w15_d344e20891
eodem;	w17_d344e20894
idem	w1_d344e20899
contiæcundem	w3_d344e20902
wegen	w5_d344e20905
62.	w7_d344e20908
fl.	w9_d344e20911
sub	w11_d344e20914
No.	w13_d344e20918
7mo.	w15_d344e20921
den	w1_d344e20926
21.	w3_d344e20929
Julii	w5_d344e20932
1735.	w7_d344e20935
die	w9_d344e20938
Anna	w11_d344e20941
Maria	w13_d344e20945
Rotterin	w15_d344e20948
wi	w17_d344e20951
der	w1_d344e20957
Friderich	w3_d344e20960
v.	w5_d344e20963
Eberz,	w7_d344e20966
und	w9_d344e20969
Leopold	w11_d344e20972
v.	w13_d344e20976
Freund	w15_d344e20979
sperg,	w1_d344e20984
als	w3_d344e20987
in	w5_d344e20990
solidum	w7_d344e20993
Correos	w9_d344e20996
debendi	w11_d344e20999
wegen	w13_d344e21003
796.	w15_d344e21006
fl.	w1_d344e21011
30.	w3_d344e21014
Kr.	w5_d344e21017
sub	w7_d344e21020
No.	w9_d344e21023
9no,	w11_d344e21026
den	w13_d344e21030
7.	w15_d344e21033
Jenner	w17_d344e21036
1736.	w19_d344e21039
der	w21_d344e21042
Adam	w1_d344e21047
Alvera	w3_d344e21050
Notarius	w5_d344e21053
publicus	w7_d344e21056
wider	w9_d344e21059
Annam	w11_d344e21062
Mariam	w1_d344e21068
Rotterin	w3_d344e21071
wegen	w5_d344e21074
120.	w7_d344e21077
fl.	w9_d344e21080
sub	w11_d344e21083
No.	w13_d344e21087
10mo.	w15_d344e21090
den	w1_d344e21095
9.	w3_d344e21098
Jenner	w5_d344e21101
1736.	w7_d344e21104
Hr.	w9_d344e21107
Johann	w11_d344e21110
Reimund	w13_d344e21114
v.	w15_d344e21117
Al	w17_d344e21120
brechtsburg	w1_d344e21125
contra	w3_d344e21128
candem	w5_d344e21131
wegen	w7_d344e21134
140.	w9_d344e21137
fl.	w11_d344e21140
32.	w13_d344e21144
Kr.	w15_d344e21147
</p>
<p id="p6_d344e21150">
sub	w1_d344e21154
No.	w3_d344e21157
11mo.	w5_d344e21160
den	w7_d344e21163
10.	w9_d344e21166
Julii	w11_d344e21169
1736.	w13_d344e21173
die	w15_d344e21176
Anna	w17_d344e21179
Ma	w19_d344e21182
ria	w1_d344e21187
Rotterin	w3_d344e21190
contra	w5_d344e21193
Franz	w7_d344e21196
Gubian	w9_d344e21199
wegen	w11_d344e21202
220.	w13_d344e21206
fl.	w15_d344e21209
sub	w17_d344e21212
No.	w1_d344e21217
12mo.	w3_d344e21220
den	w5_d344e21223
1.	w7_d344e21226
Novemb.	w9_d344e21229
1736.	w11_d344e21232
der	w13_d344e21236
Anton	w15_d344e21239
Jor-	w17_d344e21242
dan	w1_d344e21248
wider	w3_d344e21251
die	w5_d344e21254
Mariam	w7_d344e21257
Annam	w9_d344e21260
Rotterin	w11_d344e21263
wegen	w13_d344e21267
300.	w1_d344e21272
fl.	w3_d344e21275
sub	w5_d344e21278
No.	w7_d344e21281
10	w9_d344e21284
den	w11_d344e21287
10	w13_d344e21291
Jenner	w15_d344e21294
1737.	w17_d344e21297
der	w19_d344e21300
Jo	w21_d344e21303
seph	w1_d344e21308
Mathias	w3_d344e21311
Domali	w5_d344e21314
contra	w7_d344e21317
eandem	w9_d344e21320
wege	w11_d344e21323
170.	w13_d344e21327
fl.	w15_d344e21330
sub	w1_d344e21335
No.	w3_d344e21338
14	w5_d344e21341
den	w7_d344e21344
1.	w9_d344e21347
April.	w11_d344e21350
1740.	w13_d344e21354
der	w15_d344e21357
Andreas	w17_d344e21360
Fink	w19_d344e21363
contra	w1_d344e21369
candem	w3_d344e21372
wegen	w5_d344e21375
300.	w7_d344e21378
fl.	w9_d344e21381
sub	w11_d344e21384
No.	w13_d344e21388
15.	w15_d344e21391
den	w17_d344e21394
24.	w19_d344e21397
Jen.	w1_d344e21402
1741.	w3_d344e21405
der	w5_d344e21408
Michael	w7_d344e21411
Salom	w9_d344e21414
Jud	w11_d344e21417
wider	w13_d344e21421
Friderich	w15_d344e21424
v.	w1_d344e21429
Eberz	w3_d344e21432
wegen	w5_d344e21435
1245.	w7_d344e21438
fl	w9_d344e21441
sub	w11_d344e21444
No.	w13_d344e21448
16.	w15_d344e21451
den	w17_d344e21454
22.	w19_d344e21457
Sep.	w21_d344e21460
1742.	w1_d344e21465
der	w3_d344e21468
Franz	w5_d344e21471
Jetzlauer	w7_d344e21474
wider	w9_d344e21477
den	w11_d344e21480
Michael	w13_d344e21484
Sa	w15_d344e21487
lomon	w1_d344e21493
Juden	w3_d344e21496
wegen	w5_d344e21499
600.	w7_d344e21502
fl.	w9_d344e21505
sub	w11_d344e21508
No.	w13_d344e21512
17.	w15_d344e21515
den	w17_d344e21518
29.	w19_d344e21521
Junii	w1_d344e21526
1742.	w3_d344e21529
der	w5_d344e21532
Christian	w7_d344e21535
Joseph	w9_d344e21538
Petrzick	w11_d344e21541
wider	w13_d344e21545
den	w1_d344e21550
Friderich	w3_d344e21553
v.	w5_d344e21556
Eberz	w7_d344e21559
wegen	w9_d344e21562
120.	w11_d344e21565
fl.	w13_d344e21569
sub	w15_d344e21572
No.	w17_d344e21575
18.	w19_d344e21578
den	w1_d344e21583
12.	w3_d344e21586
Febr.	w5_d344e21589
1743.	w7_d344e21592
der	w9_d344e21595
Franz	w11_d344e21598
Jgnatz	w13_d344e21602
Mordschlä	w15_d344e21605
ger	w1_d344e21611
wider	w3_d344e21614
den	w5_d344e21617
Leopold	w7_d344e21620
v.	w9_d344e21623
Freundsperg	w11_d344e21626
wegen	w13_d344e21630
1800.	w15_d344e21633
fl.	w1_d344e21638
sub	w3_d344e21641
No.	w5_d344e21644
20.	w7_d344e21647
den	w9_d344e21650
5.	w11_d344e21653
Aug.	w13_d344e21657
1743.	w15_d344e21660
der	w17_d344e21663
Baptist	w19_d344e21666
Carl	w21_d344e21669
Presbyter	w1_d344e21674
wider	w3_d344e21677
den	w5_d344e21680
Friderich	w7_d344e21683
v.	w9_d344e21686
Eberz	w11_d344e21689
wegen	w13_d344e21693
36.	w15_d344e21696
fl.	w1_d344e21701
sub	w3_d344e21704
No.	w5_d344e21707
21.	w7_d344e21710
den	w9_d344e21713
31.	w11_d344e21716
Aug.	w13_d344e21720
1743.	w15_d344e21723
der	w17_d344e21726
Fride	w19_d344e21729
rich	w1_d344e21735
Specht	w3_d344e21738
contra	w5_d344e21741
eundè	w7_d344e21744
wegen	w9_d344e21747
60.	w11_d344e21750
fl.	w13_d344e21754
auf	w15_d344e21757
das	w17_d344e21760
Gut	w19_d344e21763
Gutenbrunn	w1_d344e21768
bey	w3_d344e21771
Baden	w5_d344e21774
samt	w7_d344e21777
Appertinentien,	w9_d344e21780
auch	w11_d344e21783
usus	w1_d344e21788
fructus,	w3_d344e21791
und	w5_d344e21794
die	w7_d344e21797
Jnteresse	w9_d344e21800
pr.	w11_d344e21803
15000.	w13_d344e21807
fl.	w15_d344e21810
dar	w17_d344e21813
auf	w1_d344e21818
haftenden	w3_d344e21821
Fidei	w5_d344e21824
commiss-substitutions-quan-	w7_d344e21827
ti	w1_d344e21833
hatten	w3_d344e21836
inhibiren,	w5_d344e21839
und	w7_d344e21842
Ansätz	w9_d344e21845
führen	w11_d344e21848
lassen,	w13_d344e21852
all	w15_d344e21855
diese	w1_d344e21860
Jnhibitions	w3_d344e21863
und	w5_d344e21866
Exccutions=posten	w7_d344e21869
aber	w9_d344e21872
in	w11_d344e21875
debite	w1_d344e21880
hafteten,	w3_d344e21883
sintemalen	w5_d344e21886
weder	w7_d344e21889
der	w9_d344e21892
Leopold	w11_d344e21895
v.	w13_d344e21899
Freundsperg,	w1_d344e21904
noch	w3_d344e21907
der	w5_d344e21910
Friderich	w7_d344e21913
v.	w9_d344e21916
Eberz	w11_d344e21919
auf	w13_d344e21923
diese	w15_d344e21926
15000.	w1_d344e21932
fl.	w3_d344e21935
und	w5_d344e21938
hievon	w7_d344e21941
abgefallene	w9_d344e21944
Jnteressen	w11_d344e21947
nicht	w13_d344e21951
das	w1_d344e21956
mindeste	w3_d344e21959
Recht	w5_d344e21962
gehabt	w7_d344e21965
haben,	w9_d344e21968
sondern	w11_d344e21971
dieses	w13_d344e21975
seinem	w1_d344e21980
Curando	w3_d344e21983
angefallen	w5_d344e21986
seye;	w7_d344e21989
diesemnach	w9_d344e21992
ge	w11_d344e21995
horsamst	w1_d344e22000
gebetten,	w3_d344e22003
ich	w5_d344e22006
geruhete	w7_d344e22009
