<doc id="wr_1757-06-29" attrs="word" year="1757" month="06" day="29" corpus="2">
<head id="h2_d156e3893">
Stokholm	w1_d156e3897
hausung	w1_d156e18255
samt	w3_d156e18258
dem	w5_d156e18261
darzu	w7_d156e18264
gehörigen	w9_d156e18267
Garten,	w11_d156e18270
und	w1_d156e18275
Stadel	w3_d156e18278
auf	w5_d156e18281
dem	w7_d156e18284
Raht=haus	w9_d156e18287
alhier	w11_d156e18290
lici	w13_d156e18294
tando	w1_d156e18299
an	w3_d156e18302
den	w5_d156e18305
Meist=bietten	w7_d156e18308
den	w9_d156e18311
werde	w11_d156e18314
verkauf	w13_d156e18318
fet	w1_d156e18324
werden,	w3_d156e18327
wer	w5_d156e18330
also	w7_d156e18333
sothane	w9_d156e18336
Behausung,	w11_d156e18339
Garten,	w1_d156e18344
und	w3_d156e18347
Stadel	w5_d156e18350
käuflichen	w7_d156e18353
an	w9_d156e18356
sich	w11_d156e18359
zu	w13_d156e18363
bringen	w1_d156e18368
gedenket,	w3_d156e18371
derselbe	w5_d156e18374
kan	w7_d156e18377
sich	w9_d156e18380
an	w11_d156e18383
ob	w13_d156e18387
bestimmten	w1_d156e18392
Tag	w3_d156e18395
auf	w5_d156e18398
dem	w7_d156e18401
alhiesigen	w9_d156e18404
Raht	w11_d156e18407
haus	w1_d156e18413
Fruhe	w3_d156e18416
um	w5_d156e18419
8.	w7_d156e18422
Uhr	w9_d156e18425
behörig	w11_d156e18428
melden.	w13_d156e18432
</p>
<head id="h2_d156e18439">
EDICT.	w1_d156e18443
</head>
<p id="p4_d156e18446">
Wir	w1_d156e18450
Johann	w3_d156e18453
Leopold	w5_d156e18456
Edler	w7_d156e18459
von	w9_d156e18462
Ghelen,	w11_d156e18465
J.	w1_d156e18470
U.	w3_d156e18473
).	w5_d156e18476
Jhrer	w7_d156e18479
K.	w9_d156e18482
K.	w11_d156e18485
Majestät	w13_d156e18489
Stadt	w15_d156e18492
und	w17_d156e18495
Land=richter	w1_d156e18500
dero	w3_d156e18503
Haupt	w5_d156e18506
und	w7_d156e18509
Residenz=stadt	w9_d156e18512
Wien,	w1_d156e18518
dann	w3_d156e18521
N.	w5_d156e18524
und	w7_d156e18527
N.	w9_d156e18530
die	w11_d156e18533
gesamten	w13_d156e18537
Bey	w15_d156e18540
sitzere	w1_d156e18545
des	w3_d156e18548
K.	w5_d156e18551
K.	w7_d156e18554
Stadt	w9_d156e18557
und	w11_d156e18560
Land=gerichts	w13_d156e18564
alda,	w1_d156e18569
machen	w3_d156e18572
in	w5_d156e18575
Kraft	w7_d156e18578
gegenwärtigen	w9_d156e18581
offenen	w11_d156e18584
Edicts	w1_d156e18589
all	w3_d156e18592
und	w5_d156e18595
jeden,	w7_d156e18598
denen	w9_d156e18601
daran	w11_d156e18604
gelegen,	w13_d156e18608
kund	w1_d156e18614
und	w3_d156e18617
zu	w5_d156e18620
wissen,	w7_d156e18623
was	w9_d156e18626
Gestalten	w11_d156e18629
der	w13_d156e18633
Joseph	w1_d156e18638
Edlinger	w3_d156e18641
Burgerlicher	w5_d156e18644
Gold=arbeiter	w7_d156e18647
wegen	w1_d156e18652
contrahirten	w3_d156e18655
Schulden=last	w5_d156e18658
mit	w7_d156e18661
seinem	w9_d156e18664
Vermögen	w1_d156e18669
ad	w3_d156e18672
cridam	w5_d156e18675
gediehen,	w7_d156e18678
dahero	w9_d156e18681
auch	w11_d156e18684
die	w1_d156e18690
Nohtwendigkeit	w3_d156e18693
erfordert,	w5_d156e18696
eine	w7_d156e18699
in	w9_d156e18702
der	w11_d156e18705
gleichen	w1_d156e18710
Fällen	w3_d156e18713
gewöhnliche	w5_d156e18716
Cridæ-convo-	w7_d156e18719
</p>
<p id="p6_d156e18722">
cation	w1_d156e18726
deren	w3_d156e18729
sammtlichen	w5_d156e18732
sowol	w7_d156e18735
in	w9_d156e18738
als	w11_d156e18741
auf	w13_d156e18745
ser	w1_d156e18750
Landes	w3_d156e18753
sich	w5_d156e18756
befindlichen	w7_d156e18759
Credits=partheyen	w9_d156e18762
des	w1_d156e18767
ernannten	w3_d156e18770
Edlinger	w5_d156e18773
anzuordnen,	w7_d156e18776
um	w9_d156e18779
da	w11_d156e18782
mit	w1_d156e18788
junta	w3_d156e18791
competentes	w5_d156e18794
prioritatis	w7_d156e18797
gradis	w9_d156e18800
die	w1_d156e18805
de	w3_d156e18808
jure,	w5_d156e18811
&	w7_d156e18814
potissimum	w9_d156e18817
de	w11_d156e18820
Consuetud	w13_d156e18824
ne	w15_d156e18827
behörige	w1_d156e18832
Abhandlung	w3_d156e18835
vorgekehret	w5_d156e18838
werden	w7_d156e18841
möge;	w1_d156e18846
</p>
<p id="p8_d156e18849">
Solchemnach	w1_d156e18853
dann	w3_d156e18856
wird	w5_d156e18859
hiemit	w7_d156e18862
all	w9_d156e18865
und	w11_d156e18868
jeden	w1_d156e18873
des	w3_d156e18876
obgedachten	w5_d156e18879
Edlingers,	w7_d156e18882
sowol	w9_d156e18885
in	w11_d156e18888
als	w1_d156e18893
ausser	w3_d156e18896
Land	w5_d156e18899
sich	w7_d156e18902
befindlichen	w9_d156e18905
Glaubigern	w11_d156e18908
zur	w1_d156e18914
beschehenden	w3_d156e18917
Anmeldung	w5_d156e18920
ihrer	w7_d156e18923
habenden	w9_d156e18926
Sprüch	w1_d156e18931
und	w3_d156e18934
Anforderungen	w5_d156e18937
eine	w7_d156e18940
Tag=satzun	w9_d156e18943
pro	w1_d156e18948
termino	w3_d156e18951
primo,	w5_d156e18954
secundo	w7_d156e18957
&	w9_d156e18960
tertio	w11_d156e18963
pet-	w13_d156e18967
emptorio	w1_d156e18972
deren	w3_d156e18975
gewöhnlichen	w5_d156e18978
6.	w7_d156e18981
Wochen	w9_d156e18984
und	w11_d156e18987
3.	w1_d156e18993
Tägen	w3_d156e18996
von	w5_d156e18999
unten	w7_d156e19002
gesetztem	w9_d156e19005
Dato	w11_d156e19008
an,	w13_d156e19012
und	w15_d156e19015
zwar	w1_d156e19020
mit	w3_d156e19023
Ausschliessung	w5_d156e19026
deren	w7_d156e19029
entzwischen	w9_d156e19032
fallenden	w1_d156e19037
Schnitt=ferien	w3_d156e19040
auf	w5_d156e19043
den	w7_d156e19046
19.	w9_d156e19049
des	w11_d156e19052
künftigen	w1_d156e19057
Monats	w3_d156e19060
Augusti	w5_d156e19063
lauffenden	w7_d156e19066
Jahrs	w9_d156e19069
Fruhe	w1_d156e19075
um	w3_d156e19078
8.	w5_d156e19081
Uhr	w7_d156e19084
auf	w9_d156e19087
dem	w11_d156e19090
Kaiserl.	w13_d156e19094
Königl	w15_d156e19097
Stadt	w1_d156e19102
und	w3_d156e19105
Land=gericht	w5_d156e19108
entweder	w7_d156e19111
in	w9_d156e19114
Pef-	w11_d156e19117
sona,	w1_d156e19122
oder	w3_d156e19125
durch	w5_d156e19128
genugsam	w7_d156e19131
bevollmächtigte	w9_d156e19134
Gewalt=tragere,	w1_d156e19139
also	w3_d156e19142
gewiß	w5_d156e19145
zu	w7_d156e19148
erscheinen,	w9_d156e19151
be	w11_d156e19154
stimmet,	w1_d156e19160
wie	w3_d156e19163
im	w5_d156e19166
widrigen	w7_d156e19169
die	w9_d156e19172
Ausbleibenden	w11_d156e19175
und	w1_d156e19180
sich	w3_d156e19183
in	w5_d156e19186
tempore	w7_d156e19189
præfixo	w9_d156e19192
nicht	w11_d156e19195
anmelden.	w13_d156e19199
de	w1_d156e19204
Præ	w3_d156e19207
rendenten	w5_d156e19210
oder	w7_d156e19213
Glaubigere	w9_d156e19216
mit	w11_d156e19219
ihren	w13_d156e19223
Sprüchen	w1_d156e19228
nicht	w3_d156e19231
mehr	w5_d156e19234
angehöret,	w7_d156e19237
sondern	w9_d156e19240
von	w11_d156e19243
des	w1_d156e19249
mehr	w3_d156e19252
wiederholten	w5_d156e19255
Edlingers	w7_d156e19258
vorhandener	w9_d156e19261
Habschaft	w1_d156e19266
und	w3_d156e19269
Vermögen	w5_d156e19272
völlig	w7_d156e19275
ausgeschlos	w9_d156e19278
sen	w1_d156e19283
seyn,	w3_d156e19286
auch	w5_d156e19289
hieran	w7_d156e19292
nicht	w9_d156e19295
das	w11_d156e19298
geringste	w13_d156e19302
mehr	w15_d156e19305
cum	w1_d156e19310
onere	w3_d156e19313
perpetui	w5_d156e19316
silentii	w7_d156e19319
zu	w9_d156e19322
fordern,	w11_d156e19325
noch	w1_d156e19331
zu	w3_d156e19334
suchen	w5_d156e19337
haben	w7_d156e19340
sollen.	w9_d156e19343
Wornach	w11_d156e19346
sich	w13_d156e19350
ein	w1_d156e19355
jeder	w3_d156e19358
zu	w5_d156e19361
richten,	w7_d156e19364
und	w9_d156e19367
seinem	w11_d156e19370
Recht	w13_d156e19374
zu	w15_d156e19377
in	w17_d156e19380
vigiliren	w1_d156e19385
wissen	w3_d156e19388
wird.	w5_d156e19391
So	w7_d156e19394
geschehen,	w9_d156e19397
Wien	w11_d156e19400
den	w1_d156e19405
8.	w3_d156e19408
Junii	w5_d156e19411
1757.	w7_d156e19414
</p>
<p id="p10_d156e19417">
(L.	w1_d156e19421
S.)	w3_d156e19424
Joseph	w5_d156e19427
Martin	w7_d156e19430
Edler	w9_d156e19433
von	w11_d156e19436
Hauer,	w13_d156e19440
Jhrer	w1_d156e19445
K.	w3_d156e19448
Kön.	w5_d156e19451
Majestät	w7_d156e19454
Raht	w9_d156e19457
und	w11_d156e19460
Schrannen=schreiber.	w1_d156e19465
</p>
<p id="p12_d156e19469">
Es	w1_d156e19473
seynd	w3_d156e19476
einige	w5_d156e19479
sehr	w7_d156e19482
schöne,	w9_d156e19485
und	w11_d156e19488
aus	w13_d156e19492
denen	w1_d156e19497
ersten	w3_d156e19500
Jtaliänischen	w5_d156e19503
Gestütten	w7_d156e19506
anhero	w9_d156e19509
gebrachte	w1_d156e19514
Pferde,	w3_d156e19517
welche	w5_d156e19520
so	w7_d156e19523
wol	w9_d156e19526
zur	w11_d156e19529
Parade	w13_d156e19533
an	w1_d156e19539
Wägen,	w3_d156e19542
als	w5_d156e19545
auch	w7_d156e19548
für	w9_d156e19551
Beschäler	w11_d156e19554
ge	w13_d156e19558
braucht	w1_d156e19563
werden	w3_d156e19566
können,	w5_d156e19569
und	w7_d156e19572
allerhand	w9_d156e19575
kost	w11_d156e19578
bare	w1_d156e19583
Weine	w3_d156e19586
zu	w5_d156e19589
verkauffen:	w7_d156e19592
nämlich	w9_d156e19595
weiß	w11_d156e19598
und	w1_d156e19603
roter	w3_d156e19606
Champagne,	w5_d156e19609
weiß	w7_d156e19612
und	w9_d156e19615
roter	w11_d156e19618
Monte	w1_d156e19624
Polciano,	w3_d156e19627
Muscatello,	w5_d156e19630
Cypro,	w7_d156e19633
und	w9_d156e19636
unterschiedliche	w1_d156e19641
Spanische	w3_d156e19644
Weine	w5_d156e19647
rc.	w7_d156e19650
Wer	w9_d156e19653
hierzu	w1_d156e19658
Belieben	w3_d156e19661
träget,	w5_d156e19664
kan	w7_d156e19667
sich	w9_d156e19670
in	w11_d156e19673
dem	w13_d156e19677
Gräfl.	w1_d156e19682
Stahrembergischen	w3_d156e19685
Haus	w5_d156e19688
gegen	w7_d156e19691
denen	w9_d156e19694
PP.	w1_d156e19700
Minoriten	w3_d156e19703
über	w5_d156e19706
bem	w7_d156e19709
Portier	w9_d156e19712
anmelden.	w11_d156e19715
</p>
<head id="h2_d156e19805">
Aus	w1_d156e19809
Franken	w3_d156e19812
von	w5_d156e19815
17.	w7_d156e19818
Junii.	w9_d156e19821
</head>
<p id="p4_d156e19824">
DJr	w1_d156e19828
seynd	w3_d156e19831
nun	w5_d156e19834
im	w7_d156e19837
Stande,	w9_d156e19840
ein	w11_d156e19843
ausführ	w13_d156e19847
liches	w1_d156e19852
Diarium	w3_d156e19855
von	w5_d156e19858
dem,	w7_d156e19861
was	w9_d156e19864
in	w11_d156e19867
unse	w13_d156e19871
ren	w1_d156e19876
Gegenden	w3_d156e19879
seit	w5_d156e19882
einigen	w7_d156e19885
Tägen	w9_d156e19888
paßiret,	w11_d156e19891
vor	w13_d156e19895
zulegen,	w1_d156e19901
worauf	w3_d156e19904
man	w5_d156e19907
sich	w7_d156e19910
verlassen	w9_d156e19913
darf.	w11_d156e19916
</p>
<p id="p6_d156e19919">
Am	w1_d156e19923
22sten	w3_d156e19926
jüngst	w5_d156e19929
abgewichenen	w7_d156e19932
May	w9_d156e19935
Mo	w11_d156e19938
nats	w1_d156e19943
rückten	w3_d156e19946
2.	w5_d156e19949
Königl.	w7_d156e19952
Preußische	w9_d156e19955
Freybat	w11_d156e19958
taillons,	w1_d156e19963
jedes	w3_d156e19966
600.	w5_d156e19969
Mann,	w7_d156e19972
und	w9_d156e19975
300.	w11_d156e19978
Hussa	w13_d156e19982
ren,	w1_d156e19988
nebst	w3_d156e19991
4.	w5_d156e19994
Feld=stücken	w7_d156e19997
und	w9_d156e20000
4.	w11_d156e20003
Feldschlan	w13_d156e20007
gen	w1_d156e20012
aus	w3_d156e20015
Böhmen,	w5_d156e20018
durch	w7_d156e20021
die	w9_d156e20024
Ober=pfalz	w11_d156e20027
und	w13_d156e20031
das	w1_d156e20036
Sulzbachische	w3_d156e20039
kommend,	w5_d156e20042
in	w7_d156e20045
die	w9_d156e20048
Nürn	w11_d156e20051
bergische	w1_d156e20056
Dörfer	w3_d156e20059
Hartmannshof	w5_d156e20062
und	w7_d156e20065
Pom	w9_d156e20068
melsbrunn	w1_d156e20074
ein.	w3_d156e20077
Der	w5_d156e20080
Commandant	w7_d156e20083
dieses	w9_d156e20086
ster)	w1_d156e20091
Meyr;	w3_d156e20094
der	w5_d156e20097
Obrist=leutenant	w7_d156e20100
ist	w9_d156e20103
der	w11_d156e20106
von	w1_d156e20111
Kalben,	w3_d156e20114
und	w5_d156e20117
der	w7_d156e20120
Major	w9_d156e20123
Salomon.	w11_d156e20126
Den	w1_d156e20131
23sten	w3_d156e20134
kam	w5_d156e20137
dieses	w7_d156e20140
Corps	w9_d156e20143
in	w11_d156e20146
Hertzbruck	w13_d156e20150
an,	w1_d156e20156
besetzte	w3_d156e20159
die	w5_d156e20162
Thöre,	w7_d156e20165
desarmirte	w9_d156e20168
die	w11_d156e20171
Bur	w13_d156e20175
gerschaft,	w1_d156e20180
und	w3_d156e20183
begehrte	w5_d156e20186
Rürnbergische	w7_d156e20189
De	w9_d156e20192
putirte	w1_d156e20197
zu	w3_d156e20200
sich,	w5_d156e20203
welchen	w7_d156e20206
auf	w9_d156e20209
Erscheinen	w11_d156e20212
die	w13_d156e20216
Ergreiffung	w1_d156e20221
der	w3_d156e20224
Neutralität	w5_d156e20227
bey	w7_d156e20230
jetzigen	w9_d156e20233
Kriegs=läuften	w1_d156e20239
angetragen	w3_d156e20242
wurde.	w5_d156e20245
Den	w1_d156e20250
24sten	w3_d156e20253
ware	w5_d156e20256
Still=lager,	w7_d156e20259
wo	w9_d156e20262
wegen	w11_d156e20265
der	w1_d156e20270
Neutralität	w3_d156e20273
vergeblich	w5_d156e20276
tractiret	w7_d156e20279
wurde.	w9_d156e20282
Den	w1_d156e20287
25sten	w3_d156e20290
geschahe	w5_d156e20293
nach	w7_d156e20296
erhaltener	w9_d156e20299
Dou	w11_d156e20302
ceur	w1_d156e20308
von	w3_d156e20311
3200.	w5_d156e20314
Fl.	w7_d156e20317
der	w9_d156e20320
Auszug	w11_d156e20323
von	w13_d156e20327
Herz	w15_d156e20330
bruck	w1_d156e20335
nach	w3_d156e20338
Lauf,	w5_d156e20341
wo	w7_d156e20344
aber	w9_d156e20347
keine	w11_d156e20350
Gewalthätig	w13_d156e20354
keiten	w1_d156e20359
vorgiengen,	w3_d156e20362
sondern	w5_d156e20365
diese	w7_d156e20368
Kriegsleu	w9_d156e20371
te	w1_d156e20376
nur	w3_d156e20379
ihre	w5_d156e20382
freye	w7_d156e20385
Verpflegung,	w9_d156e20388
nebst	w11_d156e20391
einem	w13_d156e20395
abermaligen	w1_d156e20401
Douceur	w3_d156e20404
verlangten.	w5_d156e20407
</p>
<p id="p8_d156e20410">
Corps	w1_d156e20414
ist	w3_d156e20417
der	w5_d156e20420
Obrist=leutenant	w7_d156e20423
(jetzt	w9_d156e20426
Obri	w11_d156e20429
</p>
<p id="p10_d156e20432">
Den	w1_d156e20436
26sten	w3_d156e20439
Fruh	w5_d156e20442
um	w7_d156e20445
9.	w9_d156e20448
Uhr	w11_d156e20451
stunde	w13_d156e20455
das	w15_d156e20458
Corps	w1_d156e20463
vor	w3_d156e20466
Nürnberg;	w5_d156e20469
sammentliche	w7_d156e20472
Stadt	w9_d156e20475
thöre	w1_d156e20480
wurden	w3_d156e20483
geschlossen,	w5_d156e20486
und	w7_d156e20489
alle	w9_d156e20492
Posten	w11_d156e20495
inner	w13_d156e20499
halb	w1_d156e20505
der	w3_d156e20508
Stadt	w5_d156e20511
mit	w7_d156e20514
der	w9_d156e20517
regulairen	w11_d156e20520
Militz,	w13_d156e20524
wel	w15_d156e20527
che	w1_d156e20532
aus	w3_d156e20535
denen	w5_d156e20538
Casernen	w7_d156e20541
schon	w9_d156e20544
Tages	w11_d156e20547
vorher	w13_d156e20551
hereingezogen	w1_d156e20556
worden,	w3_d156e20559
stark	w5_d156e20562
besetzt.	w7_d156e20565
</p>
<p id="p12_d156e20569">
Den	w1_d156e20573
27sten	w3_d156e20576
handelten	w5_d156e20579
die	w7_d156e20582
Nürnbergischen	w9_d156e20585
Deputirten	w1_d156e20590
über	w3_d156e20593
die	w5_d156e20596
Neutralität	w7_d156e20599
und	w9_d156e20602
andere	w11_d156e20605
Anforderungen,	w1_d156e20610
obwol	w3_d156e20613
vergeblich.	w5_d156e20616
Der	w7_d156e20619
ver	w9_d156e20622
sammelte	w1_d156e20628
Fränkische	w3_d156e20631
Kreiß	w5_d156e20634
schiene	w7_d156e20637
nicht,	w9_d156e20640
sich	w11_d156e20643
in	w1_d156e20648
die	w3_d156e20651
Sache	w5_d156e20654
eher	w7_d156e20657
einmischen	w9_d156e20660
zu	w11_d156e20663
wollen,	w13_d156e20667
bis	w15_d156e20670
es	w1_d156e20675
an	w3_d156e20678
die	w5_d156e20681
hohen	w7_d156e20684
Stände	w9_d156e20687
würde	w11_d156e20690
berichtet	w13_d156e20694
seyn,	w15_d156e20697
und	w1_d156e20702
deren	w3_d156e20705
Erklärungen	w5_d156e20708
eingiengen.	w7_d156e20711
An	w9_d156e20714
eben	w11_d156e20717
diesem	w1_d156e20723
Tag	w3_d156e20726
erhielte	w5_d156e20729
der	w7_d156e20732
Obriste	w9_d156e20735
von	w11_d156e20738
Meyer	w13_d156e20742
</p>
<p id="p14_d156e20745">
2.	w1_d156e20749
Nürnbergsche	w3_d156e20752
Patitios,	w5_d156e20755
Kamens	w7_d156e20758
Haf	w9_d156e20761
ler,	w1_d156e20766
in	w3_d156e20769
seinem	w5_d156e20772
Haupt=quartier	w7_d156e20775
als	w9_d156e20778
Gäste,	w11_d156e20781
oder	w13_d156e20785
wie	w1_d156e20790
es	w3_d156e20793
sich	w5_d156e20796
auswies,	w7_d156e20799
als	w9_d156e20802
Geiseln.	w11_d156e20805
Der	w13_d156e20809
eine,	w15_d156e20812
der	w1_d156e20818
ein	w3_d156e20821
Pfleger	w5_d156e20824
ist,	w7_d156e20827
ward	w9_d156e20830
auf	w11_d156e20833
der	w13_d156e20837
Strasse	w15_d156e20840
an	w17_d156e20843
gehalten,	w1_d156e20848
der	w3_d156e20851
andere	w5_d156e20854
aber	w7_d156e20857
ein	w9_d156e20860
Adjutant,	w11_d156e20863
der	w13_d156e20867
ohne	w1_d156e20872
Beruf	w3_d156e20875
sich	w5_d156e20878
bey	w7_d156e20881
dem	w9_d156e20884
Corpo	w11_d156e20887
vor	w13_d156e20891
der	w15_d156e20894
Stadt	w17_d156e20897
hat	w1_d156e20902
sehen	w3_d156e20905
lassen.	w5_d156e20908
</p>
<p id="p16_d156e20911">
Den	w1_d156e20915
28sten	w3_d156e20918
berufte	w5_d156e20921
der	w7_d156e20924
Magistrat	w9_d156e20927
die	w11_d156e20930
Ge	w13_d156e20934
nannten	w1_d156e20939
des	w3_d156e20942
grösseren	w5_d156e20945
Rahts,	w7_d156e20948
welche	w9_d156e20951
aus	w11_d156e20954
dem	w13_d156e20958
Mittel	w1_d156e20963
der	w3_d156e20966
Hand=werker	w5_d156e20969
und	w7_d156e20972
Bürger	w9_d156e20975
erwäh	w11_d156e20978
let	w1_d156e20984
seynd,	w3_d156e20987
und	w5_d156e20990
befragte	w7_d156e20993
sie,	w9_d156e20996
ob	w11_d156e20999
es	w13_d156e21003
nicht	w15_d156e21006
gut	w17_d156e21009
wäre,	w1_d156e21014
dem	w3_d156e21017
Obristen	w5_d156e21020
Meyer	w7_d156e21023
eine	w9_d156e21026
Summe	w11_d156e21029
Gel	w13_d156e21033
des	w1_d156e21038
für	w3_d156e21041
den	w5_d156e21044
Abzug	w7_d156e21047
anzubieten?	w9_d156e21050
Diese	w11_d156e21053
be	w13_d156e21057
zeigten	w1_d156e21062
aber	w3_d156e21065
in	w5_d156e21068
solcher	w7_d156e21071
Depense	w9_d156e21074
keine	w11_d156e21077
Lust	w13_d156e21081
Der	w1_d156e21087
Magistrat	w3_d156e21090
faßte	w5_d156e21093
also	w7_d156e21096
den	w9_d156e21099
Schluß	w11_d156e21102
zur	w13_d156e21106
Vertheidigung	w1_d156e21111
der	w3_d156e21114
Stadt,	w5_d156e21117
ließ	w7_d156e21120
Canonen	w9_d156e21123
um	w11_d156e21126
die	w1_d156e21131
Basteyen	w3_d156e21134
bringen,	w5_d156e21137
und	w7_d156e21140
von	w9_d156e21143
seinen	w11_d156e21146
24.	w13_d156e21150
Bur	w15_d156e21153
ger=compagnien	w1_d156e21158
10.	w3_d156e21161
derenselben	w5_d156e21164
die	w7_d156e21167
Mauern	w9_d156e21170
und	w1_d156e21176
Basteyen	w3_d156e21179
besetzen;	w5_d156e21182
auch	w7_d156e21185
die	w9_d156e21188
Burger	w11_d156e21191
cavallerie	w1_d156e21196
auf	w3_d156e21199
dem	w5_d156e21202
Markte	w7_d156e21205
Posto	w9_d156e21208
fassen.	w11_d156e21211
</p>
<p id="p18_d156e21214">
Den	w1_d156e21218
29.	w3_d156e21221
30.	w5_d156e21224
und	w7_d156e21227
31sten	w9_d156e21230
dauerten	w11_d156e21233
die	w13_d156e21237
De	w15_d156e21240
fensions=anstalten	w1_d156e21245
hinter	w3_d156e21248
der	w5_d156e21251
Mauer	w7_d156e21254
fort.	w9_d156e21257
</p>
<p id="p20_d156e21260">
Den	w1_d156e21264
1ten	w3_d156e21267
Junii	w5_d156e21270
verließ	w7_d156e21273
das	w9_d156e21276
Preußische	w11_d156e21279
Corps	w1_d156e21284
die	w3_d156e21287
Gegenden	w5_d156e21290
der	w7_d156e21293
Stadt,	w9_d156e21296
und	w11_d156e21299
2.	w13_d156e21303
Thö	w15_d156e21306
re	w1_d156e21311
wurden	w3_d156e21314
wieder	w5_d156e21317
geöfnet.	w7_d156e21320
Der	w9_d156e21323
Magistrat	w11_d156e21326
sendete	w1_d156e21332
den	w3_d156e21335
Platz=major	w5_d156e21338
Jmhof	w7_d156e21341
mit	w9_d156e21344
einem	w11_d156e21347
Schreiben	w1_d156e21352
an	w3_d156e21355
dem	w5_d156e21358
König	w7_d156e21361
von	w9_d156e21364
Preussen	w11_d156e21367
nach	w13_d156e21371
Böhmen.	w1_d156e21376
Das	w3_d156e21379
Meyerische	w5_d156e21382
Corpo	w7_d156e21385
occupir	w9_d156e21388
te	w1_d156e21393
denselben	w3_d156e21396
Tag	w5_d156e21399
die	w7_d156e21402
Stadt	w9_d156e21405
Schwabach,	w11_d156e21408
auf	w13_d156e21412
die	w1_d156e21418
Art,	w3_d156e21421
wie	w5_d156e21424
in	w7_d156e21427
Herzbruck	w9_d156e21430
geschehen	w11_d156e21433
war.	w13_d156e21437
</p>
<p id="p22_d156e21440">
Den	w1_d156e21444
2ten	w3_d156e21447
wendete	w5_d156e21450
sich	w7_d156e21453
dasselbe	w9_d156e21456
von	w11_d156e21459
dort	w13_d156e21463
weg,	w1_d156e21468
gieng	w3_d156e21471
nach	w5_d156e21474
Zirndorf	w7_d156e21477
und	w9_d156e21480
Burg	w11_d156e21483
Farren	w13_d156e21487
bach.	w1_d156e21492
</p>
<p id="p24_d156e21496">
Den	w1_d156e21500
3ten	w3_d156e21503
erhielte	w5_d156e21506
man	w7_d156e21509
Nachricht,	w9_d156e21512
daß	w11_d156e21515
ge	w13_d156e21519
gen	w1_d156e21524
4000.	w3_d156e21527
Main	w5_d156e21530
Würzburgische	w7_d156e21533
Trupen	w9_d156e21536
mit	w11_d156e21539
Jnbegrif	w1_d156e21544
des	w3_d156e21547
Contingents	w5_d156e21550
vom	w7_d156e21553
Teutschorden	w9_d156e21556
Kitzingen	w1_d156e21562
paßiret	w3_d156e21565
wären,	w5_d156e21568
zu	w7_d156e21571
Langenfeld	w9_d156e21574
sich	w11_d156e21577
mit	w1_d156e21582
Bambergischen	w3_d156e21585
und	w5_d156e21588
Anspachischen	w7_d156e21591
Con	w9_d156e21594
tingenten	w1_d156e21599
vereinigen,	w3_d156e21602
und	w5_d156e21605
sodann	w7_d156e21608
denen	w9_d156e21611
bey	w11_d156e21614
Farnbach	w1_d156e21619
zu	w3_d156e21622
stehen	w5_d156e21625
kämen,	w7_d156e21628
mithin	w9_d156e21631
allda	w11_d156e21634
ein	w1_d156e21640
Lager,	w3_d156e21643
zu	w5_d156e21646
welchen	w7_d156e21649
sich	w9_d156e21652
die	w11_d156e21655
übrigen	w13_d156e21659
Mann	w15_d156e21662
schaften	w1_d156e21667
des	w3_d156e21670
Fränkischen	w5_d156e21673
Kreises	w7_d156e21676
anschliessen	w9_d156e21679
solten,	w1_d156e21684
formirten.	w3_d156e21687
</p>
<head id="h4_d156e21703">
Maynz	w1_d156e21707
17.	w3_d156e21710
Junii.	w1_d156e21715
</head>
<p id="p6_d156e21718">
Jn	w1_d156e21722
dem	w3_d156e21725
Bambergischen	w5_d156e21728
bey	w7_d156e21731
Ebermanns	w9_d156e21734
sadt,	w1_d156e21739
Poesfeld,	w3_d156e21742
Coschberg,	w5_d156e21745
und	w7_d156e21748
dieser	w9_d156e21751
Or	w11_d156e21754
ten	w1_d156e21759
seynd	w3_d156e21762
alle	w5_d156e21765
Bauern	w7_d156e21768
mit	w9_d156e21771
Gewehr	w11_d156e21774
bewaf	w13_d156e21778
net.	w1_d156e21784
Das	w3_d156e21787
Meyerische	w5_d156e21790
Corpo	w7_d156e21793
stunde	w9_d156e21796
den	w11_d156e21799
12.	w13_d156e21803
Junii	w1_d156e21808
bey	w3_d156e21811
Ebermannsstadt,	w5_d156e21814
hat	w7_d156e21817
sich	w9_d156e21820
aber	w11_d156e21823
nach	w1_d156e21828
Weismayn,	w3_d156e21831
einem	w5_d156e21834
Flecken	w7_d156e21837
im	w9_d156e21840
Bam	w11_d156e21843
bergischen,	w1_d156e21848
gezogen.	w3_d156e21851
</p>
<head id="h2_d156e21857">
EDICT.	w1_d156e21861
</head>
<p id="p4_d156e21864">
Wir	w1_d156e21868
Burgermeister,	w3_d156e21871
Amts=verwalter	w5_d156e21874
und	w7_d156e21877
Raht	w1_d156e21882
der	w3_d156e21885
Kaiserl.	w5_d156e21888
Königl.	w7_d156e21891
Haupt	w9_d156e21894
und	w11_d156e21897
Resi	w13_d156e21901
denz=stadt	w1_d156e21906
Wien,	w3_d156e21909
geben	w5_d156e21912
hiemit	w7_d156e21915
denen,	w9_d156e21918
so	w11_d156e21921
es	w1_d156e21927
zu	w3_d156e21930
wissen	w5_d156e21933
nöhtig,	w7_d156e21936
zu	w9_d156e21939
vernehmen:	w11_d156e21942
Es	w13_d156e21946
habe	w15_d156e21949
