<doc id="wr_1760-04-05" attrs="word" year="1760" month="04" day="05" corpus="2">
<head id="h2_d438e2535">
Frankfort	w1_d438e2539
de	w1_d438e16951
Anforderungen	w3_d438e16954
anzumelden,	w5_d438e16957
auch	w7_d438e16960
zu	w9_d438e16963
Herstel	w11_d438e16966
lung	w1_d438e16971
des	w3_d438e16974
erforderlich	w5_d438e16977
rechtlichen	w7_d438e16980
Beweißtum	w9_d438e16983
ihre	w11_d438e16986
Schuld	w1_d438e16992
und	w3_d438e16995
Satz=brief,	w5_d438e16998
oder	w7_d438e17001
ansonst	w9_d438e17004
habende	w11_d438e17007
Liquidations=urkunden,	w1_d438e17012
und	w3_d438e17015
rechtliche	w5_d438e17018
Behelfe	w7_d438e17021
in	w1_d438e17026
beglaubten	w3_d438e17029
Abschriften	w5_d438e17032
einzulegen	w7_d438e17035
haben,	w9_d438e17038
wie	w11_d438e17041
im	w1_d438e17046
widrigen	w3_d438e17049
der	w5_d438e17052
Ausbleibende	w7_d438e17055
von	w9_d438e17058
gegruwärtigel	w11_d438e17061
Concurs=massa	w1_d438e17067
gänzlich	w3_d438e17070
ausgeschlossen	w5_d438e17073
seyn,	w7_d438e17076
und	w9_d438e17079
ihme	w1_d438e17084
diesfalls	w3_d438e17087
das	w5_d438e17090
ewige	w7_d438e17093
Stillschweigen	w9_d438e17096
auferle	w11_d438e17099
get;	w1_d438e17104
der	w3_d438e17107
nicht	w5_d438e17110
Liquidirende	w7_d438e17113
aber	w9_d438e17116
in	w11_d438e17119
der	w13_d438e17123
künfti	w15_d438e17126
gen	w1_d438e17131
Claßification	w3_d438e17134
mit	w5_d438e17137
seiner	w7_d438e17140
unerwiesenen	w9_d438e17143
Antor	w11_d438e17146
derung	w1_d438e17152
abgewiesen	w3_d438e17155
werden	w5_d438e17158
solle;	w7_d438e17161
Wornach	w9_d438e17164
sich	w11_d438e17167
ein	w1_d438e17172
jeder	w3_d438e17175
zu	w5_d438e17178
richten,	w7_d438e17181
und	w9_d438e17184
vor	w11_d438e17187
Schaden	w13_d438e17191
zu	w15_d438e17194
hüten	w17_d438e17197
wissen	w1_d438e17202
wird.	w3_d438e17205
So	w5_d438e17208
beschehen	w7_d438e17211
Wien	w9_d438e17214
den	w11_d438e17217
17.	w13_d438e17221
Martii	w1_d438e17226
1760.	w3_d438e17229
</p>
<p id="p36_d438e17233">
Künftigen	w1_d438e17237
Georgii	w3_d438e17240
1760.	w5_d438e17243
ist	w7_d438e17246
auf	w9_d438e17249
der	w11_d438e17252
Land	w13_d438e17256
straf	w15_d438e17259
sen	w1_d438e17264
in	w3_d438e17267
der	w5_d438e17270
sogenannten	w7_d438e17273
Rauchfang=kehrengessen	w9_d438e17276
der	w1_d438e17281
von	w3_d438e17284
Ghelische,	w5_d438e17287
vorhin	w7_d438e17290
Abaffysche	w9_d438e17293
Garten,	w11_d438e17296
samt	w13_d438e17300
aller	w1_d438e17306
Zugehör,	w3_d438e17309
so	w5_d438e17312
aus	w7_d438e17315
14.	w9_d438e17318
neu=spalierten	w11_d438e17321
Zimmerf,	w13_d438e17325
zweyen	w1_d438e17330
Sälen,	w3_d438e17333
auf	w5_d438e17336
4.	w7_d438e17339
Pferde	w9_d438e17342
Stallung,	w11_d438e17345
und	w13_d438e17349
Wa	w15_d438e17352
gen	w1_d438e17357
schupfen	w3_d438e17360
zu	w5_d438e17363
zwey	w7_d438e17366
Wägen,	w9_d438e17369
dann	w11_d438e17372
einer	w13_d438e17376
sonders	w15_d438e17379
bequemen	w1_d438e17384
Küche	w3_d438e17387
bestehet,	w5_d438e17390
zu	w7_d438e17393
verlassen,	w9_d438e17396
oder	w11_d438e17399
auch	w13_d438e17403
allenfalls	w1_d438e17409
zu	w3_d438e17412
verkauffen;	w5_d438e17415
wer	w7_d438e17418
solchen	w9_d438e17421
zu	w11_d438e17424
bestehen,	w13_d438e17428
oder	w1_d438e17433
zu	w3_d438e17436
kauffen	w5_d438e17439
willens	w7_d438e17442
ist,	w9_d438e17445
hat	w11_d438e17448
sich	w13_d438e17452
bey	w15_d438e17455
dem	w17_d438e17458
all	w19_d438e17461
hiesigen	w1_d438e17466
Zeitungs=verlag	w3_d438e17469
anzumelden.	w5_d438e17472
</p>
<list id="l38_d438e17475">
</list>
<p id="p40_d438e17480">
rii	w1_d438e17484
im	w3_d438e17487
neuen	w5_d438e17490
Michaeler	w7_d438e17493
haus	w9_d438e17496
ist	w11_d438e17499
zu	w13_d438e17503
haben:	w15_d438e17506
Beschreibung	w1_d438e17511
und	w3_d438e17514
Erklärung	w5_d438e17517
deren	w7_d438e17520
den	w9_d438e17523
2ten	w11_d438e17526
November	w1_d438e17531
1759.	w3_d438e17534
in	w5_d438e17537
der	w7_d438e17540
Kaiserl.	w9_d438e17543
Königl.	w11_d438e17546
Residenz	w13_d438e17550
stadt	w1_d438e17556
Wien	w3_d438e17559
auf	w5_d438e17562
dem	w7_d438e17565
sogenannten	w9_d438e17568
alten	w11_d438e17571
Fleisch	w13_d438e17575
markt	w1_d438e17580
ausgegrabenen	w3_d438e17583
zweyen	w5_d438e17586
alten	w7_d438e17589
Römischen	w9_d438e17592
Särgen,	w1_d438e17597
und	w3_d438e17600
deren	w5_d438e17603
sowohl	w7_d438e17606
darinnen,	w9_d438e17609
als	w11_d438e17612
von	w13_d438e17616
aussen	w1_d438e17621
herum	w3_d438e17624
gefundenen	w5_d438e17627
andern	w7_d438e17630
Alterthümern,	w9_d438e17633
in	w1_d438e17639
einem	w3_d438e17642
Sendschreiben	w5_d438e17645
abgefasset;	w7_d438e17648
nebst	w9_d438e17651
einer	w11_d438e17654
Kupfer=platte,	w1_d438e17659
worauf	w3_d438e17662
die	w5_d438e17665
ermeldten	w7_d438e17668
Särge,	w9_d438e17671
und	w11_d438e17674
Alterthümer	w1_d438e17679
genau	w3_d438e17682
abgestochen	w5_d438e17685
sind.	w7_d438e17688
Gebunden	w9_d438e17691
per	w1_d438e17696
17.	w3_d438e17699
kr.	w5_d438e17702
</p>
<head id="h2_d438e17793">
Erlang	w1_d438e17797
21.	w3_d438e17800
März.	w5_d438e17803
</head>
<p id="p4_d438e17806">
Am	w1_d438e17810
17.	w3_d438e17813
Dieses	w5_d438e17816
ist	w7_d438e17819
der	w9_d438e17822
ganze	w11_d438e17825
Anspachi	w13_d438e17829
sche	w1_d438e17834
Hof,	w3_d438e17837
nämlich	w5_d438e17840
Jhre	w7_d438e17843
Königl.	w9_d438e17846
Ho	w11_d438e17849
heit	w1_d438e17854
die	w3_d438e17857
verwittibte	w5_d438e17860
Frau	w7_d438e17863
Marggräfin,	w9_d438e17866
Se.	w11_d438e17869
Hoch=fürstliche	w1_d438e17875
Durchlaucht	w3_d438e17878
der	w5_d438e17881
Regierende	w7_d438e17884
Herr	w1_d438e17889
Marggraf,	w3_d438e17892
Dero	w5_d438e17895
Durchl.	w7_d438e17898
Frau	w9_d438e17901
Ge	w11_d438e17904
mahlin,	w1_d438e17909
und	w3_d438e17912
des	w5_d438e17915
Prinzens	w7_d438e17918
von	w9_d438e17921
Coburg	w11_d438e17924
Durchl.	w1_d438e17929
von	w3_d438e17932
hier	w5_d438e17935
wieder	w7_d438e17938
nach	w9_d438e17941
Anspach	w11_d438e17944
ab	w13_d438e17948
gereiset.	w1_d438e17954
Die	w3_d438e17957
Erleuchtung	w5_d438e17960
unserer	w7_d438e17963
Stadt,	w9_d438e17966
welche	w1_d438e17971
der	w3_d438e17974
unfreundlichen	w5_d438e17977
Witterung	w7_d438e17980
wegen	w9_d438e17983
aufgeschoben	w1_d438e17988
werden	w3_d438e17991
müssen,	w5_d438e17994
ist	w7_d438e17997
endlich	w9_d438e18000
am	w11_d438e18003
19.	w1_d438e18008
Dieses	w3_d438e18011
vor	w5_d438e18014
sich	w7_d438e18017
gegangen.	w9_d438e18020
Nur	w11_d438e18023
hat	w13_d438e18027
man	w1_d438e18033
bedauert,	w3_d438e18036
daß	w5_d438e18039
der	w7_d438e18042
Anspachische	w9_d438e18045
Hof	w11_d438e18048
solches	w1_d438e18053
nicht	w3_d438e18056
in	w5_d438e18059
höchsten	w7_d438e18062
Augenschein	w9_d438e18065
habe	w11_d438e18068
nehmen	w1_d438e18073
können.	w3_d438e18076
Alle	w5_d438e18079
Gassen	w7_d438e18082
waren	w9_d438e18085
auf	w11_d438e18088
das	w1_d438e18093
schönste	w3_d438e18096
erleuchtet,	w5_d438e18099
und	w7_d438e18102
ein	w9_d438e18105
jedes	w11_d438e18108
Haus	w13_d438e18112
zog	w1_d438e18118
wegen	w3_d438e18121
der	w5_d438e18124
verschiedenen	w7_d438e18127
Objecte,	w9_d438e18130
die	w11_d438e18133
sich	w1_d438e18138
darstellten,	w3_d438e18141
das	w5_d438e18144
Auge	w7_d438e18147
der	w9_d438e18150
Zuschauer	w11_d438e18153
an	w1_d438e18158
sich.	w3_d438e18161
Die	w5_d438e18164
Gallerie,	w7_d438e18167
welche	w9_d438e18170
sich	w11_d438e18173
seit	w13_d438e18177
türzem	w1_d438e18182
um	w3_d438e18185
den	w5_d438e18188
französischen	w7_d438e18191
Kirch=thurn	w9_d438e18194
befindet,	w1_d438e18200
warebenfalls	w3_d438e18203
mit	w5_d438e18206
Lampenerleuch	w7_d438e18209
ter,	w1_d438e18214
und	w3_d438e18217
machte	w5_d438e18220
den	w7_d438e18223
benachbarten	w9_d438e18226
Or	w11_d438e18229
ten	w1_d438e18234
eine	w3_d438e18237
Vorstellung	w5_d438e18240
von	w7_d438e18243
denen	w9_d438e18246
mancherlei	w11_d438e18249
Schönheiten,	w1_d438e18254
die	w3_d438e18257
in	w5_d438e18260
der	w7_d438e18263
Stadt	w9_d438e18266
zu	w11_d438e18269
sehen.	w13_d438e18273
waren.	w1_d438e18279
Beyde	w3_d438e18282
Hochfürstl.	w5_d438e18285
Durchl.	w7_d438e18288
Durchl.	w9_d438e18291
gerüheten	w1_d438e18296
unter	w3_d438e18299
Vorherreitung	w5_d438e18302
einer	w7_d438e18305
Com	w9_d438e18308
pagnie	w1_d438e18313
Hussaren,	w3_d438e18316
welche	w5_d438e18319
prächtig	w7_d438e18322
montirt	w9_d438e18325
waren,	w1_d438e18330
durch	w3_d438e18333
die	w5_d438e18336
ganze	w7_d438e18339
Stadt	w9_d438e18342
in	w11_d438e18345
einer	w13_d438e18349
Carosse	w1_d438e18355
zu	w3_d438e18358
fahren.	w5_d438e18361
Bey	w7_d438e18364
der	w9_d438e18367
Hussaren	w11_d438e18370
kompagnie	w1_d438e18375
hörte	w3_d438e18378
man	w5_d438e18381
die	w7_d438e18384
Trompete,	w9_d438e18387
und	w11_d438e18390
von	w1_d438e18395
denen	w3_d438e18398
2.	w5_d438e18401
Stadt=thürnen	w7_d438e18404
wurde	w9_d438e18407
mit	w11_d438e18410
Paucken	w1_d438e18415
und	w3_d438e18418
Trompeten	w5_d438e18421
darauf	w7_d438e18424
geantwor	w9_d438e18427
tet,	w1_d438e18433
auch	w3_d438e18436
wurde	w5_d438e18439
an	w7_d438e18442
verschiedenen	w9_d438e18445
Orten	w11_d438e18448
der	w1_d438e18453
Alt	w3_d438e18456
und	w5_d438e18459
Neustadt	w7_d438e18462
die	w9_d438e18465
schönste	w11_d438e18468
Music	w13_d438e18472
gehöret.	w1_d438e18477
Man	w3_d438e18480
sahe	w5_d438e18483
auch	w7_d438e18486
viele	w9_d438e18489
Emblema	w11_d438e18492
ta	w1_d438e18497
und	w3_d438e18500
Devisen,	w5_d438e18503
wodurch	w7_d438e18506
die	w9_d438e18509
zärtlichen	w11_d438e18512
Gesinnungen	w1_d438e18518
der	w3_d438e18521
Einwohner	w5_d438e18524
der	w7_d438e18527
Stadt.	w9_d438e18530
</p>
<p id="p6_d438e18533">
gegen	w1_d438e18537
ihren	w3_d438e18540
Durchlauchtigsten	w5_d438e18543
Landesvat	w7_d438e18546
ter,	w1_d438e18551
und	w3_d438e18554
die	w5_d438e18557
neue	w7_d438e18560
Durchlauchtigste	w9_d438e18563
Landes	w11_d438e18566
mutter	w1_d438e18571
ausgedrucket	w3_d438e18574
waren.	w5_d438e18577
</p>
<p id="p8_d438e18580">
Am	w1_d438e18584
20sten	w3_d438e18587
haben	w5_d438e18590
beyderseits	w7_d438e18593
Hochfürst	w9_d438e18596
liche	w1_d438e18601
Durchl.	w3_d438e18604
Durchl.	w5_d438e18607
die	w7_d438e18610
Stadt	w9_d438e18613
Nürnberg	w11_d438e18616
und	w1_d438e18621
dasige	w3_d438e18624
Merkwürdigkeiten	w5_d438e18627
zu	w7_d438e18630
sehen,	w9_d438e18633
und	w1_d438e18639
darauf	w3_d438e18642
bey	w5_d438e18645
des	w7_d438e18648
als	w9_d438e18651
Creyß=gesandter	w11_d438e18654
daselbst	w1_d438e18659
residirenden	w3_d438e18662
Herrn	w5_d438e18665
geheimden	w7_d438e18668
Staats=ministers	w1_d438e18673
und	w3_d438e18676
Kaiserlichen	w5_d438e18679
Land	w7_d438e18682
richter,	w1_d438e18687
Frey=herrn	w3_d438e18690
von	w5_d438e18693
Ellrod	w7_d438e18696
Excellenz,	w9_d438e18699
in.	w1_d438e18705
Dero	w3_d438e18708
Garten=haus	w5_d438e18711
vor	w7_d438e18714
der	w9_d438e18717
Stadt	w11_d438e18720
ab	w13_d438e18724
zusteigen,	w1_d438e18729
und	w3_d438e18732
hernach	w5_d438e18735
das	w7_d438e18738
Mittagsmal	w9_d438e18741
daselbst	w1_d438e18746
einzunehmen	w3_d438e18749
geruhet,	w5_d438e18752
bey	w7_d438e18755
welchem	w9_d438e18758
auch	w1_d438e18763
Se.	w3_d438e18766
Excellenz	w5_d438e18769
der	w7_d438e18772
Herr	w9_d438e18775
Kaiserl.	w11_d438e18778
Mi	w13_d438e18782
nister,	w1_d438e18788
Frey=herr	w3_d438e18791
vom	w5_d438e18794
Wiedmanm,	w7_d438e18797
der	w9_d438e18800
Kö	w11_d438e18803
nigl.	w1_d438e18808
Französische	w3_d438e18811
und	w5_d438e18814
der	w7_d438e18817
Hochfürstl.	w9_d438e18820
An	w11_d438e18823
spachische	w1_d438e18828
Herr	w3_d438e18831
Gesannte	w5_d438e18834
zugegen	w7_d438e18837
waren.	w9_d438e18840
Gestern	w1_d438e18845
Abends	w3_d438e18848
um.	w5_d438e18851
6.	w7_d438e18854
Uhr	w9_d438e18857
sind	w11_d438e18860
beyder	w13_d438e18864
seits	w1_d438e18870
Hoch=fürstl.	w3_d438e18873
Durchl.	w5_d438e18876
Durchl.	w7_d438e18879
wiede	w9_d438e18882
rum	w1_d438e18887
alhier	w3_d438e18890
eingetroffen.	w5_d438e18893
Heute	w7_d438e18896
Abends	w9_d438e18899
werden	w1_d438e18904
unsere	w3_d438e18907
hier	w5_d438e18910
studirende	w7_d438e18913
Musen=söhne	w9_d438e18916
eine	w1_d438e18921
wohlgesetzte	w3_d438e18924
Nacht=music	w5_d438e18927
aufführen.	w7_d438e18930
Künftigen	w1_d438e18936
Montag	w3_d438e18939
aber	w5_d438e18942
werden	w7_d438e18945
Höchst	w9_d438e18948
dieselben	w1_d438e18953
von	w3_d438e18956
hier	w5_d438e18959
in	w7_d438e18962
Dero	w9_d438e18965
Hoch=fürstliche	w11_d438e18968
Residenz	w1_d438e18973
wieder	w3_d438e18976
zuruck=kehren.	w5_d438e18979
</p>
<head id="h2_d438e18985">
Brest	w1_d438e18989
2.	w3_d438e18992
März.	w5_d438e18995
</head>
<p id="p4_d438e18998">
Zu	w1_d438e19002
der	w3_d438e19005
Zeit	w5_d438e19008
als	w7_d438e19011
man	w9_d438e19014
glaubte,	w11_d438e19017
daß	w13_d438e19021
die	w15_d438e19024
Fregatte,	w1_d438e19029
die	w3_d438e19032
Boßhafte	w5_d438e19035
genannt,	w7_d438e19038
den	w9_d438e19041
Ha	w11_d438e19044
ven	w1_d438e19049
zu	w3_d438e19052
Rochefort	w5_d438e19055
erreichet	w7_d438e19058
habe,	w9_d438e19061
so	w11_d438e19064
ist	w13_d438e19068
sol	w15_d438e19071
che	w1_d438e19077
ingegentheils	w3_d438e19080
durch	w5_d438e19083
einen	w7_d438e19086
Kaper	w9_d438e19089
von	w11_d438e19092
Dünkirchen,	w1_d438e19097
der	w3_d438e19100
sie	w5_d438e19103
zur	w7_d438e19106
glücklichen	w9_d438e19109
Stunde	w11_d438e19112
in	w1_d438e19117
dem	w3_d438e19120
Augenblick	w5_d438e19123
ihres	w7_d438e19126
vermeinten	w9_d438e19129
Unter	w11_d438e19132
sinkens	w1_d438e19137
angetroffen,	w3_d438e19140
in	w5_d438e19143
den	w7_d438e19146
hiesigen	w9_d438e19149
Haven	w11_d438e19152
eingeführet	w1_d438e19158
worden.	w3_d438e19161
Ein	w5_d438e19164
heftiger	w7_d438e19167
Sturm	w9_d438e19170
setzteedieser	w1_d438e19175
Fregatte	w3_d438e19178
zu;	w5_d438e19181
sie	w7_d438e19184
büßte	w9_d438e19187
alle	w11_d438e19190
Ma	w13_d438e19194
sten	w1_d438e19199
ein.	w3_d438e19202
Das	w5_d438e19205
Donner=wetter	w7_d438e19208
drohete	w9_d438e19211
ihr	w11_d438e19214
alle	w1_d438e19219
Augenblicke	w3_d438e19222
mit	w5_d438e19225
der	w7_d438e19228
Zerschmetterung,	w9_d438e19231
</p>
<p id="p10_d438e19244">
und	w1_d438e19248
hat	w3_d438e19251
auch	w5_d438e19254
2.	w7_d438e19257
Menschen	w9_d438e19260
in	w11_d438e19263
dem	w13_d438e19267
Schiffe	w15_d438e19270
erschlagen.	w1_d438e19275
Der	w3_d438e19278
Kaper	w5_d438e19281
und	w7_d438e19284
diese	w9_d438e19287
Fregatte	w11_d438e19290
haben	w1_d438e19295
in	w3_d438e19298
der	w5_d438e19301
Rück=reise	w7_d438e19304
hieher	w9_d438e19307
von	w11_d438e19310
einem	w13_d438e19314
Englischen	w1_d438e19320
Schiffe	w3_d438e19323
sehr	w5_d438e19326
viele	w7_d438e19329
Noth=schüße	w9_d438e19332
gehöret,	w1_d438e19337
aber	w3_d438e19340
wann	w5_d438e19343
uns	w7_d438e19346
selbst	w9_d438e19349
das	w11_d438e19352
Unglück	w13_d438e19356
umringet,	w1_d438e19361
so	w3_d438e19364
lehret	w5_d438e19367
die	w7_d438e19370
Klugheit	w9_d438e19373
der	w11_d438e19376
eige	w13_d438e19380
nen	w1_d438e19385
Erhaltung,	w3_d438e19388
eine	w5_d438e19391
Ausnahme	w7_d438e19394
bey	w9_d438e19397
denen	w11_d438e19400
Verhängnüßen	w1_d438e19406
unserer	w3_d438e19409
Neben=menschen	w5_d438e19412
zu	w7_d438e19415
machen.	w1_d438e19420
Aus	w3_d438e19423
diesem	w5_d438e19426
Grunde	w7_d438e19429
war	w9_d438e19432
man	w11_d438e19435
nicht	w1_d438e19440
im	w3_d438e19443
Stande,	w5_d438e19446
denen	w7_d438e19449
Engländern	w9_d438e19452
Hülfe	w11_d438e19455
zu	w1_d438e19460
leisten.	w3_d438e19463
</p>
<p id="p12_d438e19467">
Es	w1_d438e19471
wird	w3_d438e19474
hiemit	w5_d438e19477
jedermänniglich	w7_d438e19480
kund	w9_d438e19483
und	w11_d438e19486
zu	w13_d438e19490
wissen	w1_d438e19495
gemacht,	w3_d438e19498
was	w5_d438e19501
gestalten	w7_d438e19504
die	w9_d438e19507
zu	w11_d438e19510
Ränner	w13_d438e19514
storf	w1_d438e19519
unweit	w3_d438e19522
Schwechat	w5_d438e19525
liegend	w7_d438e19528
Froschauerische	w9_d438e19531
Behausung,	w1_d438e19537
Hof,	w3_d438e19540
Stadl,	w5_d438e19543
und	w7_d438e19546
Grund=stücke,	w9_d438e19549
den	w11_d438e19552
26sten	w1_d438e19557
dies	w3_d438e19560
Monats	w5_d438e19563
Aprilis	w7_d438e19566
fruh	w9_d438e19569
um	w11_d438e19572
8.	w13_d438e19576
Uhr	w15_d438e19579
in	w17_d438e19582
dem	w1_d438e19587
Pfarr=hof	w3_d438e19590
zu	w5_d438e19593
Eberstorf	w7_d438e19596
zum	w9_d438e19599
zweyten	w11_d438e19602
mal	w13_d438e19606
ge	w15_d438e19609
richtlich	w1_d438e19614
ausgefeilet,	w3_d438e19617
und	w5_d438e19620
dem	w7_d438e19623
Meistbietenden	w9_d438e19626
käuflichen	w1_d438e19632
hindan	w3_d438e19635
gelassen	w5_d438e19638
werden	w7_d438e19641
wird.	w9_d438e19644
</p>
<p id="p14_d438e19647">
Wer	w1_d438e19651
demnach	w3_d438e19654
besagt	w5_d438e19657
Froschauerische	w7_d438e19660
Behau	w9_d438e19663
sung,	w1_d438e19668
Hof,	w3_d438e19671
Stadl	w5_d438e19674
und	w7_d438e19677
Grund	w9_d438e19680
stück	w11_d438e19683
zu	w13_d438e19687
Ränner	w15_d438e19690
storf	w1_d438e19695
käuflichen	w3_d438e19698
an	w5_d438e19701
sich	w7_d438e19704
zu	w9_d438e19707
bringen	w11_d438e19710
gedenket,	w13_d438e19714
hat	w15_d438e19717
sich	w1_d438e19723
an	w3_d438e19726
obbestimten	w5_d438e19729
Tag,	w7_d438e19732
und	w9_d438e19735
Stund	w11_d438e19738
in	w13_d438e19742
erwehn	w15_d438e19745
ten	w1_d438e19750
Pfarr=hof	w3_d438e19753
zu	w5_d438e19756
Eberstorf	w7_d438e19759
anzumelden.	w9_d438e19762
</p>
<p id="p16_d438e19765">
Bey	w1_d438e19769
Herrn	w3_d438e19772
Johann	w5_d438e19775
Jgnatz	w7_d438e19778
Babitsch,	w9_d438e19781
Materia	w11_d438e19784
listen	w1_d438e19789
in	w3_d438e19792
Wien	w5_d438e19795
bey	w7_d438e19798
St.	w9_d438e19801
Michael	w11_d438e19804
nächst	w13_d438e19808
der	w15_d438e19811
Kaiserl.	w17_d438e19814
Burg	w1_d438e19819
ist	w3_d438e19822
abermal,	w5_d438e19825
wie	w7_d438e19828
in	w9_d438e19831
vorigen	w11_d438e19834
Jahren,	w13_d438e19838
wieder	w15_d438e19841
zu	w1_d438e19847
haben:	w3_d438e19850
</p>
<p id="p18_d438e19853">
Der	w1_d438e19857
veritable	w3_d438e19860
frische	w5_d438e19863
Schweitzerische	w7_d438e19866
Semen	w9_d438e19869
Lu	w11_d438e19872
cernä,	w1_d438e19877
oder	w3_d438e19880
herrliche	w5_d438e19883
Futter	w7_d438e19886
kraut=saamen,	w9_d438e19889
dessen	w11_d438e19892
Tugend	w1_d438e19897
mit	w3_d438e19900
sich	w5_d438e19903
bringet,	w7_d438e19906
daß	w9_d438e19909
solcher	w11_d438e19912
auch	w13_d438e19916
auf	w15_d438e19919
stei	w17_d438e19922
nigen	w1_d438e19928
Gründen	w3_d438e19931
angebauet	w5_d438e19934
werden	w7_d438e19937
kan,	w9_d438e19940
wann	w11_d438e19943
sol	w13_d438e19947
cher	w1_d438e19952
aber	w3_d438e19955
frühzeitig	w5_d438e19958
ausgesäet	w7_d438e19961
wird,	w9_d438e19964
des	w11_d438e19967
Jahrs	w13_d438e19971
hin	w15_d438e19974
durch	w1_d438e19979
kan	w3_d438e19982
3=mal	w5_d438e19985
abgemähet	w7_d438e19988
werden.	w9_d438e19991
Dieses	w11_d438e19994
ist	w13_d438e19998
ein	w1_d438e20003
sonderliches	w3_d438e20006
Futter	w5_d438e20009
für	w7_d438e20012
alles	w9_d438e20015
Rind	w11_d438e20018
und	w13_d438e20022
Schaaf.	w15_d438e20025
vieh.	w1_d438e20031
Die	w3_d438e20034
gedruckte	w5_d438e20037
Nachrichten,	w7_d438e20040
wie	w9_d438e20043
solcher	w11_d438e20046
mit	w13_d438e20050
Nutzen	w1_d438e20055
anzubauen,	w3_d438e20058
und	w5_d438e20061
zu	w7_d438e20064
pflegen,	w9_d438e20067
ist	w11_d438e20070
eben	w13_d438e20074
gratis	w15_d438e20077
allda	w1_d438e20082
zu	w3_d438e20085
bekommen.	w5_d438e20088
Das	w7_d438e20091
Wiener=pfund	w9_d438e20094
pr.	w11_d438e20097
45.	w13_d438e20101
kr.	w15_d438e20104
</p>
<p id="p20_d438e20107">
Jtem	w1_d438e20111
findet	w3_d438e20114
man	w5_d438e20117
auch	w7_d438e20120
allda	w9_d438e20123
den	w11_d438e20126
gerechten	w13_d438e20130
geni	w15_d438e20133
sta	w1_d438e20138
Spinosa=saamen,	w3_d438e20141
welcher	w5_d438e20144
zu	w7_d438e20147
Hecken	w9_d438e20150
statt	w11_d438e20153
Zäu	w13_d438e20157
nen	w1_d438e20162
angebauet	w3_d438e20165
werden	w5_d438e20168
kan,	w7_d438e20171
insonderheit	w9_d438e20174
in	w11_d438e20177
denen	w13_d438e20181
Jagd=remisen,	w1_d438e20187
da	w3_d438e20190
Fasan	w5_d438e20193
und	w7_d438e20196
Rebhüner	w9_d438e20199
wider	w11_d438e20202
die	w13_d438e20206
Raub=vögel	w1_d438e20211
einen	w3_d438e20214
Schutz	w5_d438e20217
unter	w7_d438e20220
selben	w9_d438e20223
finden.	w11_d438e20226
Er	w13_d438e20230
traget	w1_d438e20235
gelbe	w3_d438e20238
Blumen,	w5_d438e20241
und	w7_d438e20244
wann	w9_d438e20247
bey	w11_d438e20250
Anfang	w13_d438e20254
auf	w15_d438e20257
solchen	w1_d438e20262
Obacht	w3_d438e20265
getragen,	w5_d438e20268
daß	w7_d438e20271
selber	w9_d438e20274
von	w11_d438e20277
dem	w13_d438e20281
Vieh	w15_d438e20284
nicht	w1_d438e20290
abgefressen	w3_d438e20293
wird,	w5_d438e20296
so	w7_d438e20299
macht	w9_d438e20302
er	w11_d438e20305
in	w13_d438e20309
ein	w15_d438e20312
Paar	w17_d438e20315
Jah	w19_d438e20318
ren	w1_d438e20323
einen	w3_d438e20326
förmlich	w5_d438e20329
hohen	w7_d438e20332
dornigen	w9_d438e20335
Zaun.	w11_d438e20338
Wie	w13_d438e20342
solcher	w1_d438e20347
mit	w3_d438e20350
Nutzen	w5_d438e20353
anzubauen,	w7_d438e20356
und	w9_d438e20359
zu	w11_d438e20362
pflegen,	w13_d438e20366
sind	w15_d438e20369
die	w1_d438e20374
gedruckte	w3_d438e20377
Nachrichten	w5_d438e20380
eben	w7_d438e20383
allda	w9_d438e20386
gratts	w11_d438e20389
zu	w13_d438e20393
be	w15_d438e20396
kommen.	w1_d438e20402
Das	w3_d438e20405
Wiener=pfund	w5_d438e20408
pr.	w7_d438e20411
3.	w9_d438e20414
fl.	w11_d438e20417
30.	w13_d438e20421
kr.	w15_d438e20424
</p>
<p id="p22_d438e20427">
Nicht	w1_d438e20431
minder	w3_d438e20434
ist	w5_d438e20437
auch	w7_d438e20440
das	w9_d438e20443
gerechte	w11_d438e20446
Schwanen	w13_d438e20450
salz,	w1_d438e20455
oder	w3_d438e20458
sogenannte	w5_d438e20461
Sel	w7_d438e20464
Polychreste	w9_d438e20467
de	w11_d438e20470
Mons.	w13_d438e20474
Seignette	w1_d438e20479
de	w3_d438e20482
la	w5_d438e20485
Rochelle	w7_d438e20488
allda	w9_d438e20491
zu	w11_d438e20494
haben.	w13_d438e20498
Das	w15_d438e20501
</p>
<p id="p24_d438e20505">
Paquet	w1_d438e20509
von	w3_d438e20512
2.	w5_d438e20515
Lot	w7_d438e20518
pr.	w9_d438e20521
30.	w11_d438e20524
kr.	w13_d438e20528
oder	w15_d438e20531
das	w17_d438e20534
Let	w19_d438e20537
in	w21_d438e20540
Chrystallen	w1_d438e20545
pr.	w3_d438e20548
15.	w5_d438e20551
kr.	w7_d438e20554
</p>
<p id="p26_d438e20557">
Ferner	w1_d438e20561
findet	w3_d438e20564
man	w5_d438e20567
allda	w7_d438e20570
die	w9_d438e20573
gerechte	w11_d438e20576
Minerali	w13_d438e20580
sche	w1_d438e20585
Wund=kugeln,	w3_d438e20588
oder	w5_d438e20591
sogenannte	w7_d438e20594
Boules	w9_d438e20597
daciet,	w11_d438e20600
oder	w1_d438e20605
