<doc id="wr_1762-02-03" attrs="word" year="1762" month="02" day="03" corpus="2">
<head id="h2_d627e3760">
Madrit,	w1_d627e3764
Torgen	w7_d627e18245
mit	w9_d627e18248
denen	w11_d627e18251
auf	w13_d627e18255
ein	w1_d627e18261
eingelegtes	w3_d627e18264
Original=schreiben	w5_d627e18267
d.	w7_d627e18270
d.	w9_d627e18273
12.	w11_d627e18276
Sept.	w1_d627e18281
1749.	w3_d627e18284
angemelderen	w5_d627e18287
23.	w7_d627e18290
fl.	w9_d627e18293
6.	w11_d627e18296
kr.	w13_d627e18300
gegen	w15_d627e18303
Ablegung	w1_d627e18308
eines	w3_d627e18311
Cörperlichen	w5_d627e18314
Eides,	w7_d627e18317
daß	w9_d627e18320
er	w11_d627e18323
sol	w13_d627e18327
ches	w1_d627e18332
Quantum	w3_d627e18335
würklich	w5_d627e18338
zu	w7_d627e18341
forderen,	w9_d627e18344
und	w11_d627e18347
hieran	w13_d627e18351
keine	w1_d627e18357
Bedeck	w3_d627e18360
oder	w5_d627e18363
Bezahlung	w7_d627e18366
empfangen	w9_d627e18369
habe,	w11_d627e18372
dann	w1_d627e18377
eben	w3_d627e18380
derselbe	w5_d627e18383
mandat.	w7_d627e18386
nomine	w9_d627e18389
des	w11_d627e18392
Baltha	w13_d627e18396
sar	w1_d627e18401
Pöchler,	w3_d627e18404
mit	w5_d627e18407
denen	w7_d627e18410
laut	w9_d627e18413
eines	w11_d627e18416
gleichmäßigen	w13_d627e18420
Schreiben	w1_d627e18425
angemeldeten	w3_d627e18428
3.	w5_d627e18431
fl	w7_d627e18434
18.	w9_d627e18437
kr.	w11_d627e18440
gegen	w13_d627e18444
Bey	w15_d627e18447
bringung	w1_d627e18453
einer	w3_d627e18456
Vollmacht.	w5_d627e18459
Die	w7_d627e18462
Hartmannische	w9_d627e18465
Erben	w1_d627e18470
und	w3_d627e18473
Vormundschaft	w5_d627e18476
mit	w7_d627e18479
denen	w9_d627e18482
auf	w11_d627e18485
eine	w13_d627e18489
Obligation	w1_d627e18494
d.	w3_d627e18497
d.	w5_d627e18500
14.	w7_d627e18503
Julii	w9_d627e18506
1744.	w11_d627e18509
angemeldeten	w13_d627e18513
100.	w1_d627e18518
fl.	w3_d627e18521
Capital	w5_d627e18524
samt	w7_d627e18527
ausständigen	w9_d627e18530
Jnteressen,	w11_d627e18533
darn	w1_d627e18539
mit	w3_d627e18542
einem	w5_d627e18545
Obligo	w7_d627e18548
d.	w9_d627e18551
d.	w11_d627e18554
24.	w13_d627e18558
May	w15_d627e18561
1745.	w17_d627e18564
pr.	w1_d627e18569
50.	w3_d627e18572
fl.	w5_d627e18575
samt	w7_d627e18578
erweislich	w9_d627e18581
aneständigen	w11_d627e18584
Jnteresse	w13_d627e18588
gegen	w1_d627e18593
Producirung	w3_d627e18596
deren	w5_d627e18599
Origiualien	w7_d627e18602
und	w9_d627e18605
von	w11_d627e18608
denen	w1_d627e18613
allenfalls	w3_d627e18616
vorhandenen	w5_d627e18619
majorenen	w7_d627e18622
Erben	w9_d627e18625
ablegenden	w1_d627e18631
Juraments	w3_d627e18634
dahin,	w5_d627e18637
daß	w7_d627e18640
ihres	w9_d627e18643
Wissens	w11_d627e18646
ihr	w1_d627e18651
Erblasser	w3_d627e18654
seel.	w5_d627e18657
in	w7_d627e18660
beeden	w9_d627e18663
Posten	w11_d627e18666
weder	w13_d627e18670
eine	w15_d627e18673
Bedeck=noch	w1_d627e18678
Bezahlung	w3_d627e18681
empfangen,	w5_d627e18684
sondern	w7_d627e18687
sie	w9_d627e18690
gemeldte	w1_d627e18695
zwey	w3_d627e18698
Posten	w5_d627e18701
annoch	w7_d627e18704
würtlich	w9_d627e18707
zu	w11_d627e18710
fordern	w13_d627e18714
haben;	w1_d627e18720
die	w3_d627e18723
Theresia	w5_d627e18726
Baldauffin,	w7_d627e18729
als	w9_d627e18732
des	w11_d627e18735
Joseph	w13_d627e18739
Anton	w1_d627e18744
Baldauf	w3_d627e18747
gewesten	w5_d627e18750
Probsteyadministrato	w7_d627e18753
ris	w1_d627e18758
Wittib	w3_d627e18761
mit	w5_d627e18764
denen	w7_d627e18767
aus	w9_d627e18770
denen	w11_d627e18773
gelegten	w13_d627e18777
Rech	w15_d627e18780
nungen	w1_d627e18785
angemeldeten	w3_d627e18788
Rest	w5_d627e18791
pr.	w7_d627e18794
543.	w9_d627e18797
fl.	w11_d627e18800
3.	w13_d627e18804
kr.	w15_d627e18807
in	w17_d627e18810
so	w1_d627e18816
weit	w3_d627e18819
bey	w5_d627e18822
solcher	w7_d627e18825
erst	w9_d627e18828
bey	w11_d627e18831
künftiger	w13_d627e18835
Adjustirung	w15_d627e18838
der	w1_d627e18843
Rechnungen	w3_d627e18846
für	w5_d627e18849
liquidirt	w7_d627e18852
erkennet	w9_d627e18855
seyn	w11_d627e18858
wird,	w13_d627e18862
und	w1_d627e18867
sodann	w3_d627e18870
gegen	w5_d627e18873
behöriger	w7_d627e18876
Erbs=legitimation	w9_d627e18879
in	w1_d627e18884
die	w3_d627e18887
dritte	w5_d627e18890
Claß	w7_d627e18893
gesetzet	w9_d627e18896
worden;	w11_d627e18899
gleichwie	w13_d627e18903
aber	w15_d627e18906
von	w1_d627e18912
ihnen	w3_d627e18915
Probst	w5_d627e18918
Pallingenischen	w7_d627e18921
Creditspar	w9_d627e18924
theyen,	w1_d627e18929
die	w3_d627e18932
denen	w5_d627e18935
selben	w7_d627e18938
in	w9_d627e18941
mehr	w11_d627e18944
erholt	w13_d627e18948
unterm	w15_d627e18951
15.	w1_d627e18956
Julii	w3_d627e18959
1756.	w5_d627e18962
publicirt	w7_d627e18965
Pollingenischen	w9_d627e18968
Cridä	w11_d627e18971
abschied	w1_d627e18976
erst	w3_d627e18979
ermeldt	w5_d627e18982
aufgetragene	w7_d627e18985
Beweis	w9_d627e18988
bis	w11_d627e18991
an	w13_d627e18995
hero	w1_d627e19001
noch	w3_d627e19004
nicht	w5_d627e19007
hergestellet	w7_d627e19010
haben;	w9_d627e19013
als	w11_d627e19016
wird	w13_d627e19020
ih	w15_d627e19023
nen	w1_d627e19028
hiemit	w3_d627e19031
anbefohlen,	w5_d627e19034
daß	w7_d627e19037
sie	w9_d627e19040
auf	w11_d627e19043
den	w13_d627e19047
10.	w15_d627e19050
Febr.	w17_d627e19053
dies	w1_d627e19058
Jahrs	w3_d627e19061
Nachmittags	w5_d627e19064
um	w7_d627e19067
4.	w9_d627e19070
Uhr	w11_d627e19073
vor	w13_d627e19077
Regie	w15_d627e19080
rung	w1_d627e19085
nebst	w3_d627e19088
Mitbringung	w5_d627e19091
deren	w7_d627e19094
Originalien,	w9_d627e19097
Erbs	w11_d627e19100
legitimationen,	w1_d627e19106
Gewalten	w3_d627e19109
und	w5_d627e19112
Vollmachten,	w7_d627e19115
und	w9_d627e19118
übrigen	w1_d627e19123
zur	w3_d627e19126
rechtlichen	w5_d627e19129
Herstellung	w7_d627e19132
des	w9_d627e19135
ihnen	w11_d627e19138
in	w13_d627e19142
sothanen	w1_d627e19147
Crida=abschied	w3_d627e19150
aufgetragenen	w5_d627e19153
Beweistum	w7_d627e19156
erforderliche	w1_d627e19161
Documenten	w3_d627e19164
also	w5_d627e19167
gewiß	w7_d627e19170
erscheinen,	w9_d627e19173
und	w1_d627e19179
ihre	w3_d627e19182
Forderungen	w5_d627e19185
liquidiren,	w7_d627e19188
wie	w9_d627e19191
im	w11_d627e19194
wi	w13_d627e19198
drigen	w1_d627e19203
dieselbe	w3_d627e19206
von	w5_d627e19209
dieser	w7_d627e19212
Concurs=massa	w9_d627e19215
gänz	w11_d627e19218
li	w13_d627e19222
chen	w1_d627e19227
ausgeschlossen,	w3_d627e19230
und	w5_d627e19233
abgewiesen	w7_d627e19236
seyn	w9_d627e19239
sollen:	w11_d627e19242
</p>
<list id="l46_d627e19270">
</list>
<head id="h2_d627e19278">
Fortsetzung	w1_d627e19282
der	w3_d627e19285
historischen	w5_d627e19288
Be	w7_d627e19291
schreibung	w1_d627e19296
der	w3_d627e19299
zwischen	w5_d627e19302
Frankreich	w7_d627e19305
und	w1_d627e19310
England	w3_d627e19313
unternommenen	w5_d627e19316
Friedens=handlung	w1_d627e19322
rc.	w3_d627e19325
14)	w1_d627e19330
Der	w3_d627e19333
König	w5_d627e19336
nimmt	w7_d627e19339
den	w9_d627e19342
14.	w11_d627e19345
Art.	w13_d627e19349
des	w15_d627e19352
</head>
<p id="p4_d627e19355">
UItimatum	w1_d627e19359
von	w3_d627e19362
England	w5_d627e19365
an.	w7_d627e19368
„Der	w1_d627e19373
Großbrittanische	w3_d627e19376
Hof	w5_d627e19379
wird,	w7_d627e19382
wie	w9_d627e19385
„man	w1_d627e19390
hoffet,	w3_d627e19393
die	w5_d627e19396
Deutlichkeit	w7_d627e19399
der	w9_d627e19402
Beantwor	w11_d627e19405
„tungen	w1_d627e19411
auf	w3_d627e19414
sein	w5_d627e19417
Ultimatum	w7_d627e19420
sowol	w9_d627e19423
erken	w11_d627e19426
„nen,	w1_d627e19431
als	w3_d627e19434
die	w5_d627e19437
Bereitwilligkeit,	w7_d627e19440
womit	w9_d627e19443
der	w11_d627e19446
„König	w1_d627e19451
sogar	w3_d627e19454
zu	w5_d627e19457
seinem	w7_d627e19460
Nachtheile,	w9_d627e19463
die	w11_d627e19466
Mit	w13_d627e19470
„tel	w1_d627e19475
ausfindig	w3_d627e19478
zu	w5_d627e19481
machen	w7_d627e19484
suchet,	w9_d627e19487
zu	w11_d627e19490
einer	w13_d627e19494
„Vereinigung	w1_d627e19500
mit	w3_d627e19503
dem	w5_d627e19506
König	w7_d627e19509
von	w9_d627e19512
Großbrit	w11_d627e19515
„tanien	w1_d627e19520
zu	w3_d627e19523
gelangen.	w5_d627e19526
</p>
<p id="p6_d627e19529">
Der	w1_d627e19533
Hirr	w3_d627e19536
von	w5_d627e19539
Büssy	w7_d627e19542
hat	w9_d627e19545
dieses	w11_d627e19548
Ultima-	w13_d627e19552
tum,	w1_d627e19557
als	w3_d627e19560
er	w5_d627e19563
es	w7_d627e19566
eingab,	w9_d627e19569
mit	w11_d627e19572
folgendem	w13_d627e19576
Schrei	w15_d627e19579
ben,	w1_d627e19584
als	w3_d627e19587
einer	w5_d627e19590
Antwort	w7_d627e19593
auf	w9_d627e19596
ein	w11_d627e19599
Schreiben	w13_d627e19603
des	w1_d627e19609
Herrn	w3_d627e19612
Pitt	w5_d627e19615
vom	w7_d627e19618
24.	w9_d627e19621
Jul.	w11_d627e19624
begleitet.	w13_d627e19628
</p>
<head id="h2_d627e19634">
Nro	w1_d627e19638
23.	w3_d627e19641
Schreiben	w5_d627e19644
des	w7_d627e19647
Herrn	w9_d627e19650
von	w11_d627e19653
Büssy	w1_d627e19658
an	w3_d627e19661
Herrn	w5_d627e19664
Pitt	w7_d627e19667
vom	w9_d627e19670
5.	w11_d627e19673
Au	w13_d627e19677
gustii	w1_d627e19682
1761.	w3_d627e19685
Mein	w1_d627e19691
Herr!	w3_d627e19694
</head>
<p id="p4_d627e19697">
Jch	w1_d627e19701
habe	w3_d627e19704
meinem	w5_d627e19707
Hof	w7_d627e19710
von	w9_d627e19713
dem	w11_d627e19716
Schreiben	w1_d627e19721
Anzeige	w3_d627e19724
gethan,	w5_d627e19727
womit	w7_d627e19730
mich	w9_d627e19733
Euer	w1_d627e19738
Excellenz	w3_d627e19741
den	w5_d627e19744
24.	w7_d627e19747
des	w9_d627e19750
letzten	w11_d627e19753
Mo	w13_d627e19757
nats	w1_d627e19763
beehrten,	w3_d627e19766
als	w5_d627e19769
sie	w7_d627e19772
mir	w9_d627e19775
das	w11_d627e19778
Memoi	w13_d627e19782
rt,	w1_d627e19787
welches	w3_d627e19790
ich	w5_d627e19793
ihnen	w7_d627e19796
in	w9_d627e19799
Betref	w11_d627e19802
der	w13_d627e19806
An	w15_d627e19809
gelegenheiten	w1_d627e19814
des	w3_d627e19817
Spanischen.	w5_d627e19820
Hofes	w7_d627e19823
in	w9_d627e19826
Verhältnüs	w1_d627e19831
gegen	w3_d627e19834
den	w5_d627e19837
Englischen	w7_d627e19840
Hof,	w9_d627e19843
und	w1_d627e19849
die	w3_d627e19852
Note	w5_d627e19855
überreichete,	w7_d627e19858
die	w9_d627e19861
ich	w11_d627e19864
ihnen	w13_d627e19868
wegen	w1_d627e19873
der	w3_d627e19876
Gesinnungen	w5_d627e19879
des	w7_d627e19882
Königs	w9_d627e19885
meines	w1_d627e19890
Herrns,	w3_d627e19893
in	w5_d627e19896
Ansehung	w7_d627e19899
der	w9_d627e19902
nöhti	w11_d627e19905
gen	w1_d627e19910
Art,	w3_d627e19913
wie	w5_d627e19916
das	w7_d627e19919
Ende	w9_d627e19922
der	w11_d627e19925
Feindselig	w13_d627e19929
keiten	w1_d627e19935
in	w3_d627e19938
Teutschland	w5_d627e19941
auszumachen	w7_d627e19944
wär,	w9_d627e19947
mitzutheilen	w1_d627e19952
diensam	w3_d627e19955
erachtet	w5_d627e19958
habe.	w7_d627e19961
</p>
<p id="p6_d627e19964">
Der	w1_d627e19968
König,	w3_d627e19971
mein	w5_d627e19974
Herr,	w7_d627e19977
befiehlt	w9_d627e19980
mir,	w11_d627e19983
Euer	w1_d627e19988
Excellenz	w3_d627e19991
zu	w5_d627e19994
melden,	w7_d627e19997
daß	w9_d627e20000
in	w11_d627e20003
An	w13_d627e20007
sehung	w1_d627e20012
dessen,	w3_d627e20015
was	w5_d627e20018
die	w7_d627e20021
Angelegenheiten	w9_d627e20024
des	w1_d627e20030
Catholischen	w3_d627e20033
Königes	w5_d627e20036
betrift,	w7_d627e20039
die	w9_d627e20042
Vorsichtigkeit	w1_d627e20047
Sr.	w3_d627e20050
Majestät,	w5_d627e20053
die	w7_d627e20056
in	w9_d627e20059
dem	w11_d627e20062
ihnen	w1_d627e20067
zugestellten	w3_d627e20070
Memoire	w5_d627e20073
ausgedrücket	w7_d627e20076
worden,	w1_d627e20081
eine	w3_d627e20084
Folge	w5_d627e20087
von	w7_d627e20090
der	w9_d627e20093
Wahrheit	w11_d627e20096
</p>
<p id="p8_d627e20099">
sey,	w1_d627e20103
welche	w3_d627e20106
Se	w5_d627e20109
Majestät	w7_d627e20112
in	w9_d627e20115
dem	w11_d627e20118
Lau	w13_d627e20122
fe	w1_d627e20127
ihrer	w3_d627e20130
Negociationen	w5_d627e20133
zu	w7_d627e20136
beweisen	w9_d627e20139
ge	w11_d627e20142
wohnt	w1_d627e20147
sind.	w3_d627e20150
Jn	w5_d627e20153
dem	w7_d627e20156
von	w9_d627e20159
Euer	w11_d627e20162
Excel	w13_d627e20166
lenz	w1_d627e20172
mir	w3_d627e20175
zurückgeschickten	w5_d627e20178
Memoire	w7_d627e20181
ist	w9_d627e20184
weder	w1_d627e20189
das	w3_d627e20192
Anerbiethen	w5_d627e20195
einer	w7_d627e20198
Vermit	w9_d627e20201
telung,	w1_d627e20206
noch	w3_d627e20209
eine	w5_d627e20212
Drohung	w7_d627e20215
enthalten;	w9_d627e20218
man	w1_d627e20223
kan	w3_d627e20226
keine	w5_d627e20229
andere	w7_d627e20232
Gesinnung	w9_d627e20235
daraus	w11_d627e20238
folgern,	w1_d627e20244
als	w3_d627e20247
das	w5_d627e20250
gehabte	w7_d627e20253
aufrichtige	w9_d627e20256
Verlangen	w1_d627e20261
Sr.	w3_d627e20264
Majestät,	w5_d627e20267
daß	w7_d627e20270
der	w9_d627e20273
ent	w11_d627e20276
worfene	w1_d627e20281
Friede	w3_d627e20284
zwischen	w5_d627e20287
Frankreich	w7_d627e20290
und	w9_d627e20293
England	w1_d627e20298
so	w3_d627e20301
gründlich	w5_d627e20304
als	w7_d627e20307
dauerhaft	w9_d627e20310
möge	w1_d627e20316
seyn	w3_d627e20319
können.	w5_d627e20322
Zum	w7_d627e20325
Uberfluß	w9_d627e20328
be	w11_d627e20331
ziehet	w1_d627e20336
sich	w3_d627e20339
der	w5_d627e20342
König	w7_d627e20345
in	w9_d627e20348
Ansehung	w11_d627e20351
der	w13_d627e20355
Weise,	w1_d627e20360
wie	w3_d627e20363
dieses	w5_d627e20366
Momoire	w7_d627e20369
aufgenom	w9_d627e20372
men,	w1_d627e20377
und	w3_d627e20380
zurückgeschicket	w5_d627e20383
worden,	w7_d627e20386
auf	w9_d627e20389
den	w1_d627e20395
Catholischen	w3_d627e20398
König,	w5_d627e20401
jedoch	w7_d627e20404
haben	w9_d627e20407
mir	w1_d627e20412
Se.	w3_d627e20415
Majestät	w5_d627e20418
aufgegeben,	w7_d627e20421
gegen	w9_d627e20424
Euer	w1_d627e20429
Excellenz	w3_d627e20432
zu	w5_d627e20435
declariren,	w7_d627e20438
daß	w9_d627e20441
so	w11_d627e20444
lange	w1_d627e20449
Spanien	w3_d627e20452
solches	w5_d627e20455
genehmigen	w7_d627e20458
wird,	w9_d627e20461
der	w1_d627e20467
König	w3_d627e20470
sich	w5_d627e20473
der	w7_d627e20476
Angelegenheiten	w9_d627e20479
die	w11_d627e20482
ser	w1_d627e20487
Crone	w3_d627e20490
annehmen	w5_d627e20493
werde,	w7_d627e20496
ohne	w9_d627e20499
sich	w11_d627e20502
durch	w1_d627e20507
die	w3_d627e20510
Weigerungen	w5_d627e20513
einer	w7_d627e20516
sich	w9_d627e20519
dage	w11_d627e20522
gen	w1_d627e20527
setzenden	w3_d627e20530
Macht	w5_d627e20533
irre	w7_d627e20536
machen	w9_d627e20539
zu	w11_d627e20542
lassen.	w1_d627e20548
</p>
<p id="p10_d627e20551">
Was	w1_d627e20555
die	w3_d627e20558
von	w5_d627e20561
Euer	w7_d627e20564
Excellenz	w9_d627e20567
gleich	w11_d627e20570
fals	w1_d627e20575
zurückgegebene	w3_d627e20578
Note	w5_d627e20581
anbetrift,	w7_d627e20584
welche	w1_d627e20589
die	w3_d627e20592
zwey	w5_d627e20595
zu	w7_d627e20598
der	w9_d627e20601
vorgeschlagenen	w11_d627e20604
Auskunft	w1_d627e20610
der	w3_d627e20613
Räumung	w5_d627e20616
derer	w7_d627e20619
durch	w9_d627e20622
die	w1_d627e20627
Waffen	w3_d627e20630
Sr.	w5_d627e20633
Majestät	w7_d627e20636
eroberten	w9_d627e20639
Lan	w11_d627e20642
de	w1_d627e20647
nöhtigen	w3_d627e20650
Bedingnüsse	w5_d627e20653
enthält,	w7_d627e20656
so	w9_d627e20659
er	w11_d627e20662
kläret	w1_d627e20667
sich	w3_d627e20670
der	w5_d627e20673
König	w7_d627e20676
über	w9_d627e20679
diesen	w11_d627e20682
Ar	w13_d627e20686
tickel	w1_d627e20692
in	w3_d627e20695
dem	w5_d627e20698
Ultimatum,	w7_d627e20701
als	w9_d627e20704
der	w11_d627e20707
Ant	w13_d627e20711
wort	w1_d627e20716
desjenigen,	w3_d627e20719
so	w5_d627e20722
der	w7_d627e20725
Londener	w9_d627e20728
Hof	w11_d627e20731
eingegeben,	w1_d627e20736
deutlich.	w3_d627e20739
Ueberdas	w5_d627e20742
haben	w7_d627e20745
mir	w1_d627e20750
Se.	w3_d627e20753
Maj.	w5_d627e20756
aufgetragen,	w7_d627e20759
Euer	w9_d627e20762
Er	w11_d627e20765
cellenz	w1_d627e20771
schriftlich	w3_d627e20774
zu	w5_d627e20777
erklären,	w7_d627e20780
daß	w9_d627e20783
sie	w11_d627e20786
die	w1_d627e20791
ihnen	w3_d627e20794
von	w5_d627e20797
GOtt	w7_d627e20800
anvertraute	w9_d627e20803
Macht	w11_d627e20806
lieber	w1_d627e20811
anfopferen,	w3_d627e20814
als	w5_d627e20817
etwas	w7_d627e20820
mit	w9_d627e20823
ihren	w11_d627e20826
Feinden	w1_d627e20831
bedingen	w3_d627e20834
wolten,	w5_d627e20837
so	w7_d627e20840
ihren	w9_d627e20843
ein	w11_d627e20846
gegangenen	w1_d627e20852
Verbindlichkeiten,	w3_d627e20855
und	w5_d627e20858
der	w7_d627e20861
Treue	w1_d627e20866
zuwider	w3_d627e20869
wär,	w5_d627e20872
woraus	w7_d627e20875
sie	w9_d627e20878
sich	w11_d627e20881
</p>
<p id="p16_d627e20895">
eine	w1_d627e20899
Ehre	w3_d627e20902
machen.	w5_d627e20905
Will	w7_d627e20908
sich	w9_d627e20911
England	w11_d627e20914
verbinden,	w1_d627e20919
dem	w3_d627e20922
Könige	w5_d627e20925
von	w7_d627e20928
Preussen	w9_d627e20931
keinen	w1_d627e20936
Succurs	w3_d627e20939
auf	w5_d627e20942
einige	w7_d627e20945
Art	w9_d627e20948
zu	w11_d627e20951
leisten,	w13_d627e20955
so	w1_d627e20961
wird	w3_d627e20964
sich	w5_d627e20967
der	w7_d627e20970
König	w9_d627e20973
anheischig	w11_d627e20976
ma	w13_d627e20980
chen,	w1_d627e20985
seinen	w3_d627e20988
Alliirten	w5_d627e20991
in	w7_d627e20994
Teutschland	w9_d627e20997
der	w11_d627e21000
gleichen	w1_d627e21005
auch	w3_d627e21008
nicht	w5_d627e21011
zu	w7_d627e21014
geben.	w9_d627e21017
Se.	w11_d627e21020
Maj.	w13_d627e21024
lassen	w1_d627e21029
sich	w3_d627e21032
nicht	w5_d627e21035
beygehen,	w7_d627e21038
daß	w9_d627e21041
man	w11_d627e21044
seine	w13_d627e21048
Alliirten	w1_d627e21054
mit	w3_d627e21057
Trupen	w5_d627e21060
unterstützen	w7_d627e21063
dürfe,	w9_d627e21066
weil	w1_d627e21071
selbige	w3_d627e21074
den	w5_d627e21077
Nachtheil	w7_d627e21080
einsehen,	w9_d627e21083
welchen	w1_d627e21088
die	w3_d627e21091
gegenwärtige	w5_d627e21094
Stellung	w7_d627e21097
der	w9_d627e21100
Armeen	w1_d627e21105
gegen	w3_d627e21108
die	w5_d627e21111
Kaiserin	w7_d627e21114
Königin	w9_d627e21117
ver	w11_d627e21120
ursachen	w1_d627e21126
könnte.	w3_d627e21129
Der	w5_d627e21132
König	w7_d627e21135
kan	w9_d627e21138
stipu	w11_d627e21141
liren,	w1_d627e21146
seinen	w3_d627e21149
Alliirten	w5_d627e21152
keine	w7_d627e21155
Vortheile	w9_d627e21158
zu	w11_d627e21161
verschaffen,	w1_d627e21166
aber	w3_d627e21169
er	w5_d627e21172
kan,	w7_d627e21175
und	w9_d627e21178
will	w11_d627e21181
nicht,	w13_d627e21185
ei	w15_d627e21188
nige	w1_d627e21193
Bedingnüß	w3_d627e21196
annehmen,	w5_d627e21199
die	w7_d627e21202
ihnen	w9_d627e21205
schädlich	w1_d627e21211
seyn	w3_d627e21214
könnte.	w5_d627e21217
</p>
<p id="p18_d627e21220">
Es	w1_d627e21224
bleibt	w3_d627e21227
mir	w5_d627e21230
übrig,	w7_d627e21233
gegen	w9_d627e21236
Euer	w11_d627e21239
Ex	w13_d627e21243
cellen;	w1_d627e21248
die	w3_d627e21251
Verwunderung	w5_d627e21254
meines	w7_d627e21257
Hofes	w9_d627e21260
sowol	w1_d627e21265
über	w3_d627e21268
die	w5_d627e21271
Art	w7_d627e21274
des	w9_d627e21277
Schreibens,	w11_d627e21280
welches	w1_d627e21286
dieselben	w3_d627e21289
an	w5_d627e21292
mich	w7_d627e21295
erlassen,	w9_d627e21298
als	w11_d627e21301
über	w1_d627e21306
das	w3_d627e21309
Ultimatum	w5_d627e21312
von	w7_d627e21315
England,	w9_d627e21318
zu	w11_d627e21321
bemerken.	w1_d627e21326
Diese	w3_d627e21329
mit	w5_d627e21332
den	w7_d627e21335
Anträgen	w9_d627e21338
von	w11_d627e21341
Frankreich	w1_d627e21346
so	w3_d627e21349
wenig	w5_d627e21352
übereinstimmende	w7_d627e21355
Art	w1_d627e21361
entdecket	w3_d627e21364
die	w5_d627e21367
Abneigung	w7_d627e21370
des	w9_d627e21373
Londner	w11_d627e21376
hofes	w1_d627e21381
vor	w3_d627e21384
dem	w5_d627e21387
Frieden.	w7_d627e21390
Der	w9_d627e21393
König,	w11_d627e21396
wel	w13_d627e21400
cher	w1_d627e21405
weit	w3_d627e21408
entfernet	w5_d627e21411
ist,	w7_d627e21414
sich	w9_d627e21417
bey	w11_d627e21420
Formali	w13_d627e21424
täten	w1_d627e21429
aufzuhalten,	w3_d627e21432
wenn	w5_d627e21435
es	w7_d627e21438
auf	w9_d627e21441
die	w11_d627e21444
Wol	w13_d627e21448
fahrt	w1_d627e21454
Europäns	w3_d627e21457
ankommt,	w5_d627e21460
hat	w7_d627e21463
in	w9_d627e21466
der	w11_d627e21469
Ant	w13_d627e21473
wort	w1_d627e21478
des	w3_d627e21481
Ultimatum	w5_d627e21484
alle	w7_d627e21487
Mittel	w9_d627e21490
hervor	w11_d627e21493
gesuchet,	w1_d627e21498
welche,	w3_d627e21501
ohne	w5_d627e21504
der	w7_d627e21507
Ehre	w9_d627e21510
seiner	w11_d627e21513
Crone	w1_d627e21518
zu	w3_d627e21521
nahe	w5_d627e21524
zu	w7_d627e21527
tretten,	w9_d627e21530
für	w11_d627e21533
möglich	w13_d627e21537
an	w15_d627e21540
gesehen	w1_d627e21546
worden,	w3_d627e21549
den	w5_d627e21552
Großbritt.	w7_d627e21555
Hof	w9_d627e21558
wie	w11_d627e21561
der	w1_d627e21566
auf	w3_d627e21569
friedsame	w5_d627e21572
Gesinnungen	w7_d627e21575
zu	w9_d627e21578
brin	w11_d627e21581
gen.	w1_d627e21586
Ener	w3_d627e21589
Ercell.	w5_d627e21592
werden	w7_d627e21595
aus	w9_d627e21598
dem	w11_d627e21601
Ulti-	w13_d627e21605
matum	w1_d627e21610
von	w3_d627e21613
Frankreich,	w5_d627e21616
welches	w7_d627e21619
ich	w9_d627e21622
denen	w11_d627e21625
selben	w1_d627e21631
zuzufertigen	w3_d627e21634
Befehl	w5_d627e21637
habe,	w7_d627e21640
beurthei	w9_d627e21643
len,	w1_d627e21648
wie	w3_d627e21651
leicht,	w5_d627e21654
mit	w7_d627e21657
Beyseitsetzung	w9_d627e21660
des	w11_d627e21663
ge	w13_d627e21667
bieterischen,	w1_d627e21672
und	w3_d627e21675
zur	w5_d627e21678
Negociation	w7_d627e21681
wenig	w9_d627e21684
schicklichen	w1_d627e21689
Tones,	w3_d627e21692
woraus	w5_d627e21695
England	w7_d627e21698
in	w9_d627e21701
seinen	w1_d627e21707
Beantwortungen	w3_d627e21710
spricht,	w5_d627e21713
der	w7_d627e21716
Kö	w9_d627e21719
nig	w1_d627e21724
in	w3_d627e21727
die	w5_d627e21730
Absichten	w7_d627e21733
des	w9_d627e21736
Großbritt	w11_d627e21739
Hofes	w13_d627e21743
hinein	w1_d627e21748
gehet,	w3_d627e21751
und	w5_d627e21754
durch	w7_d627e21757
Opfer	w9_d627e21760
sucher,	w11_d627e21763
den	w13_d627e21767
selben	w1_d627e21772
zu	w3_d627e21775
billigen	w5_d627e21778
Friedens=bedingnüssen	w7_d627e21781
zu	w1_d627e21787
vermögen.	w3_d627e21790
</p>
<p id="p20_d627e21793">
Wenn	w1_d627e21797
Eutr.	w3_d627e21800
Excell.	w5_d627e21803
über	w7_d627e21806
dieses	w9_d627e21809
Ulti-	w11_d627e21812
matum	w1_d627e21817
mit	w3_d627e21820
mir	w5_d627e21823
zusammentreten	w7_d627e21826
wollen,	w9_d627e21829
so	w11_d627e21832
werde	w1_d627e21837
ich	w3_d627e21840
dero	w5_d627e21843
Befehlen	w7_d627e21846
Folge	w9_d627e21849
leisten	w11_d627e21852
und	w1_d627e21858
mich	w3_d627e21861
sehr	w5_d627e21864
beeifern,	w7_d627e21867
ihnen	w9_d627e21870
die	w11_d627e21873
Bereit	w13_d627e21877
willigkeit	w1_d627e21882
meines	w3_d627e21885
Hofes	w5_d627e21888
darzuthun,	w7_d627e21891
die	w9_d627e21894
an	w11_d627e21897
gefangene	w1_d627e21902
Negociacion	w3_d627e21905
glücklich	w5_d627e21908
zu	w7_d627e21911
endi	w9_d627e21914
