<doc id="wr_1761-05-20" attrs="word" year="1761" month="05" day="20" corpus="2">
<head id="h2_d554e2562">
Mayland	w1_d554e2566
anzu	w9_d554e16990
melden,	w1_d554e16995
und	w3_d554e16998
rechtlich	w5_d554e17001
zu	w7_d554e17004
liquidiren	w9_d554e17007
haben,	w11_d554e17010
wie	w13_d554e17014
im	w1_d554e17019
widrigen	w3_d554e17022
die	w5_d554e17025
Ausbleibende	w7_d554e17028
nicht	w9_d554e17031
mehr	w11_d554e17034
gehö	w13_d554e17038
ret,	w1_d554e17044
sondern	w3_d554e17047
von	w5_d554e17050
ermeldter	w7_d554e17053
Massa	w9_d554e17056
gänzlichen	w11_d554e17059
ausgeschlossen,	w1_d554e17064
und	w3_d554e17067
denenselben	w5_d554e17070
das	w7_d554e17073
ewige	w9_d554e17076
Still	w11_d554e17079
schweigen	w1_d554e17084
auferleget,	w3_d554e17087
die	w5_d554e17090
nicht	w7_d554e17093
Liquitirende	w9_d554e17096
aber	w11_d554e17099
ex	w1_d554e17104
officio	w3_d554e17107
abgewiesen	w5_d554e17110
werden	w7_d554e17113
sollen.	w9_d554e17116
Wornach	w11_d554e17119
sich	w1_d554e17125
ein	w3_d554e17128
jeder	w5_d554e17131
zu	w7_d554e17134
richten,	w9_d554e17137
und	w11_d554e17140
vor	w13_d554e17144
Schaden	w15_d554e17147
zu	w17_d554e17150
hüten	w1_d554e17155
wissen	w3_d554e17158
wird.	w5_d554e17161
</p>
<p id="p44_d554e17164">
Von	w1_d554e17168
des	w3_d554e17171
Hochfürstl.	w5_d554e17174
Joseph	w7_d554e17177
Wenst	w9_d554e17180
Liechtenstei	w11_d554e17183
misten	w1_d554e17188
Mrialters=amts	w3_d554e17191
im	w5_d554e17194
Liechtenthall	w7_d554e17197
wegen,	w9_d554e17200
</p>
<p id="p46_d554e17203">
wird	w1_d554e17209
hiemit	w3_d554e17212
jeverminäniglich	w5_d554e17215
zu	w7_d554e17218
vernehmen	w9_d554e17221
gege	w11_d554e17224
ben:	w1_d554e17229
Es	w3_d554e17232
seye	w5_d554e17235
des	w7_d554e17238
Schulden	w9_d554e17241
halber	w11_d554e17244
von	w13_d554e17248
hier	w15_d554e17251
ent	w17_d554e17254
wichenen	w1_d554e17259
Leonhard	w3_d554e17262
Mederer,	w5_d554e17265
gewesten	w7_d554e17268
Brätl	w9_d554e17271
bratters	w1_d554e17277
ruckgelassenes	w3_d554e17280
Vermögen	w5_d554e17283
ad	w7_d554e17286
Concursum	w9_d554e17289
gediehen,	w1_d554e17294
und	w3_d554e17297
sein	w5_d554e17300
darunter	w7_d554e17303
begriffen	w9_d554e17306
zum	w11_d554e17309
weis	w13_d554e17313
sen	w1_d554e17318
Creutz	w3_d554e17321
genannt	w5_d554e17324
in	w7_d554e17327
der	w9_d554e17330
Haupt=strassen	w11_d554e17333
all	w13_d554e17337
hier	w1_d554e17342
liegendes	w3_d554e17345
Haus,	w5_d554e17348
nach	w7_d554e17351
bereits	w9_d554e17354
gerichtl.	w11_d554e17357
vor	w13_d554e17361
genommener	w1_d554e17367
Schätzung	w3_d554e17370
ex	w5_d554e17373
officio	w7_d554e17376
offentlich	w9_d554e17379
seil	w11_d554e17382
zu	w1_d554e17387
bieten,	w3_d554e17390
und	w5_d554e17393
licitando	w7_d554e17396
plus	w9_d554e17399
offerenti	w11_d554e17402
verkäuflich	w13_d554e17406
hindann	w1_d554e17411
zu	w3_d554e17414
lassen,	w5_d554e17417
für	w7_d554e17420
nohtig	w9_d554e17423
befunden,	w11_d554e17426
und	w13_d554e17430
zu	w15_d554e17433
solchem	w1_d554e17438
Ende	w3_d554e17441
der	w5_d554e17444
10.	w7_d554e17447
künftigen	w9_d554e17450
Monats	w11_d554e17453
Junii	w13_d554e17457
fruh	w15_d554e17460
um	w1_d554e17466
9.	w3_d554e17469
Uhr	w5_d554e17472
bestimmer	w7_d554e17475
worden;	w9_d554e17478
dahero	w11_d554e17481
alle	w13_d554e17485
die	w15_d554e17488
jenige,	w1_d554e17493
so	w3_d554e17496
ermeldtes	w5_d554e17499
Haus	w7_d554e17502
zu	w9_d554e17505
erkauffen	w11_d554e17508
Willens	w13_d554e17512
seynd,	w1_d554e17517
am	w3_d554e17520
obbestimmten	w5_d554e17523
Tag	w7_d554e17526
und	w9_d554e17529
Stund	w11_d554e17532
in	w13_d554e17536
der	w15_d554e17539
daselbstigen	w1_d554e17544
Amts=canzley	w3_d554e17547
entweder	w5_d554e17550
selbst,	w7_d554e17553
oder	w9_d554e17556
durch	w1_d554e17562
hierzu	w3_d554e17565
Bevollmächtigte	w5_d554e17568
ad	w7_d554e17571
licitandum	w9_d554e17574
&	w11_d554e17577
concludendum	w1_d554e17582
zu	w3_d554e17585
erscheinen	w5_d554e17588
haben	w7_d554e17591
werden.	w9_d554e17594
</p>
<head id="h2_d554e17600">
Land	w1_d554e17604
marschall,	w3_d554e17607
rc.	w5_d554e17610
</head>
<p id="p4_d554e17613">
Entbiette	w1_d554e17617
N.	w3_d554e17620
allen	w5_d554e17623
und	w7_d554e17626
jeden,	w9_d554e17629
was	w11_d554e17632
Standes	w13_d554e17636
und	w1_d554e17641
Würden	w3_d554e17644
die	w5_d554e17647
seynd,	w7_d554e17650
der	w9_d554e17653
Gebühr	w11_d554e17656
nach	w13_d554e17660
meinen	w15_d554e17663
respeetive	w1_d554e17668
Dienst	w3_d554e17671
und	w5_d554e17674
guten	w7_d554e17677
Willen	w9_d554e17680
zuvor,	w11_d554e17683
und	w13_d554e17687
füge	w1_d554e17693
hiemit	w3_d554e17696
zu	w5_d554e17699
vernehmen:	w7_d554e17702
</p>
<p id="p6_d554e17705">
Es	w1_d554e17709
habe	w3_d554e17712
bey	w5_d554e17715
dem	w7_d554e17718
mir	w9_d554e17721
allergnädigst	w11_d554e17724
anvertrau	w13_d554e17728
ten	w1_d554e17733
R.	w3_d554e17736
Oe.	w5_d554e17739
Land=marschallischen	w7_d554e17742
Gericht	w9_d554e17745
die	w11_d554e17748
wal	w13_d554e17752
geborne	w1_d554e17757
Frau	w3_d554e17760
Eleonora	w5_d554e17763
Theresia	w7_d554e17766
Freyin	w9_d554e17769
von	w11_d554e17772
Bietrich	w1_d554e17778
schriftlich	w3_d554e17781
vorgestellet,	w5_d554e17784
welchergestalten	w7_d554e17787
ihr	w1_d554e17792
eine	w3_d554e17795
auf	w5_d554e17798
ihren	w7_d554e17801
Namen	w9_d554e17804
ausgestellte	w11_d554e17807
Land	w13_d554e17811
schafts=anticipations=obligation	w1_d554e17816
d.	w3_d554e17819
d.	w5_d554e17822
14.	w7_d554e17825
Nov.	w9_d554e17828
1759.	w1_d554e17833
pr.	w3_d554e17836
436.	w5_d554e17839
fl	w7_d554e17842
in	w9_d554e17845
Verstoß	w11_d554e17848
gerahten	w13_d554e17852
wäre,	w15_d554e17855
und	w17_d554e17858
sie	w1_d554e17864
über	w3_d554e17867
all=beschehenes	w5_d554e17870
Nachsuchen	w7_d554e17873
nicht	w9_d554e17876
aus	w11_d554e17879
findig	w1_d554e17884
machen	w3_d554e17887
könne,	w5_d554e17890
dannenhero	w7_d554e17893
um	w9_d554e17896
Ausferti	w11_d554e17899
gung	w1_d554e17904
des	w3_d554e17907
in	w5_d554e17910
derley	w7_d554e17913
Fällen	w9_d554e17916
gewöhnlichen	w11_d554e17919
Amorti	w13_d554e17923
sations	w1_d554e17928
edicts	w3_d554e17931
gebetten,	w5_d554e17934
in	w7_d554e17937
welch=billig=mäßiges	w9_d554e17940
Begehren	w1_d554e17946
dann	w3_d554e17949
auch	w5_d554e17952
gewilliget	w7_d554e17955
worden.	w9_d554e17958
</p>
<p id="p8_d554e17961">
Diesemnach	w1_d554e17965
ist	w3_d554e17968
im	w5_d554e17971
Namen	w7_d554e17974
Jhrer	w9_d554e17977
Kaiserl.	w11_d554e17980
Kö	w13_d554e17984
nigl.	w1_d554e17989
Majest.	w3_d554e17992
unser	w5_d554e17995
allergnädigsten	w7_d554e17998
Frauen	w9_d554e18001
mein	w11_d554e18004
Befehl,	w1_d554e18009
daß	w3_d554e18012
der	w5_d554e18015
oder	w7_d554e18018
diejenige,	w9_d554e18021
so	w11_d554e18024
obgedachte	w13_d554e18028
Nieder=österreichische	w1_d554e18034
Landschafts	w3_d554e18037
obligation	w5_d554e18040
d.	w7_d554e18043
d.	w9_d554e18046
141.	w1_d554e18051
Novemb.	w3_d554e18054
1759.	w5_d554e18057
pr.	w7_d554e18060
436.	w9_d554e18063
fl.	w11_d554e18066
bereits	w13_d554e18070
in	w15_d554e18073
Han	w17_d554e18076
den	w1_d554e18081
haben,	w3_d554e18084
oder	w5_d554e18087
annoch	w7_d554e18090
überkommen	w9_d554e18093
möchten,	w11_d554e18096
wie	w1_d554e18101
auch	w3_d554e18104
diejenige,	w5_d554e18107
welche	w7_d554e18110
ansonsten	w9_d554e18113
einige	w11_d554e18116
Sprüch	w1_d554e18122
und	w3_d554e18125
Anforderungen	w5_d554e18128
hierauf	w7_d554e18131
zu	w9_d554e18134
haben	w11_d554e18137
ver	w13_d554e18141
meinen,	w1_d554e18146
sich	w3_d554e18149
innerhalb	w5_d554e18152
eines	w7_d554e18155
Jahrs,	w9_d554e18158
6.	w11_d554e18161
Wochen	w13_d554e18165
und	w1_d554e18170
3.	w3_d554e18173
Tägen	w5_d554e18176
bey	w7_d554e18179
diesem	w9_d554e18182
Gericht	w11_d554e18185
alsogewiß	w13_d554e18189
behö	w15_d554e18192
rig	w1_d554e18197
anmelden,	w3_d554e18200
und	w5_d554e18203
hierzu	w7_d554e18206
legitimiren,	w9_d554e18209
wie	w11_d554e18212
im	w13_d554e18216
widrigen	w1_d554e18222
nach	w3_d554e18225
Verfliessung	w5_d554e18228
dieses	w7_d554e18231
Termins	w9_d554e18234
nie	w11_d554e18237
mand	w1_d554e18242
mehr	w3_d554e18245
gehöret,	w5_d554e18248
sondern	w7_d554e18251
wiederholte	w9_d554e18254
Obli	w11_d554e18257
gation	w1_d554e18262
cotipso	w3_d554e18265
amortisiret,	w5_d554e18268
annulliret	w7_d554e18271
und	w9_d554e18274
casi-	w11_d554e18277
ret	w1_d554e18282
seye,	w3_d554e18285
sohin	w5_d554e18288
eine	w7_d554e18291
neue	w9_d554e18294
Landschafts=obligation	w11_d554e18297
äusgefertiget	w1_d554e18303
werden	w3_d554e18306
solle.	w5_d554e18309
</p>
<head id="h2_d554e18411">
Mergentheim	w1_d554e18415
vom	w3_d554e18418
7.	w5_d554e18421
May.	w7_d554e18424
</head>
<p id="p4_d554e18427">
Nachdeme	w1_d554e18431
Se.	w3_d554e18434
des	w5_d554e18437
Herrn	w7_d554e18440
Herzogs	w9_d554e18443
Carls	w11_d554e18446
von	w1_d554e18451
Lothringen	w3_d554e18454
Königl.	w5_d554e18457
Hoheit	w7_d554e18460
den	w9_d554e18463
Entschluß	w1_d554e18468
gefasset,	w3_d554e18471
sich	w5_d554e18474
in	w7_d554e18477
den	w9_d554e18480
hohen	w11_d554e18483
teut	w13_d554e18487
schen	w1_d554e18493
Ritter=orden	w3_d554e18496
einkleiden	w5_d554e18499
zu	w7_d554e18502
lassen,	w9_d554e18505
und	w11_d554e18508
ein	w1_d554e18513
hochwürdiges	w3_d554e18516
dahier	w5_d554e18519
versammelt	w7_d554e18522
gewe	w9_d554e18525
stes	w1_d554e18530
Groß=capitul	w3_d554e18533
diesen	w5_d554e18536
mit	w7_d554e18539
allen	w9_d554e18542
fürstli	w11_d554e18545
chen	w1_d554e18550
Eigenschaften	w3_d554e18553
begabten	w5_d554e18556
Prinzen	w7_d554e18559
nicht	w9_d554e18562
nur	w1_d554e18568
mit	w3_d554e18571
der	w5_d554e18574
grösten	w7_d554e18577
Bereitwilligkeit,	w9_d554e18580
und	w11_d554e18583
der	w1_d554e18588
reinesten	w3_d554e18591
Freude	w5_d554e18594
aufnehmen,	w7_d554e18597
sondern	w9_d554e18600
auch	w1_d554e18605
über	w3_d554e18608
dieses	w5_d554e18611
zu	w7_d554e18614
dem	w9_d554e18617
erledigten	w11_d554e18620
Hoch	w13_d554e18624
und	w1_d554e18629
Teutschmeistertum	w3_d554e18632
erheben	w5_d554e18635
zu	w7_d554e18638
wollen	w9_d554e18641
sich	w1_d554e18647
anerkläret	w3_d554e18650
hat;	w5_d554e18653
so	w7_d554e18656
seynd	w9_d554e18659
Höchstge	w11_d554e18662
dacht	w1_d554e18667
Se.	w3_d554e18670
Königl.	w5_d554e18673
Hoheit	w7_d554e18676
unterm	w9_d554e18679
30sten	w11_d554e18682
des	w1_d554e18687
jüngst	w3_d554e18690
verflossenen	w5_d554e18693
Monats	w7_d554e18696
April	w9_d554e18699
von	w11_d554e18702
Wien	w1_d554e18707
abgereiset.	w3_d554e18710
Höchst=dieselbe	w5_d554e18713
nahmen	w7_d554e18716
den	w1_d554e18722
Weg	w3_d554e18725
über	w5_d554e18728
Nürnberg	w7_d554e18731
und	w9_d554e18734
Gelchsheim,	w11_d554e18737
und	w1_d554e18742
wurden	w3_d554e18745
an	w5_d554e18748
dem	w7_d554e18751
ersten	w9_d554e18754
Ort	w11_d554e18757
in	w13_d554e18761
der	w15_d554e18764
da	w17_d554e18767
selbstigen	w1_d554e18772
Teutsch=ordens=commenthurey	w3_d554e18775
von	w1_d554e18780
denen	w3_d554e18783
Frey=herren	w5_d554e18786
von	w7_d554e18789
Eptingen	w9_d554e18792
und	w11_d554e18795
von	w1_d554e18801
Hochstetten,	w3_d554e18804
Rahts=gebietigeren	w5_d554e18807
derer	w7_d554e18810
Balleyen	w1_d554e18815
respective	w3_d554e18818
Elsaß	w5_d554e18821
und	w7_d554e18824
Franken,	w9_d554e18827
an	w11_d554e18830
dem	w1_d554e18835
zweyten	w3_d554e18838
aber	w5_d554e18841
von	w7_d554e18844
denen	w9_d554e18847
Herren	w11_d554e18850
Land	w13_d554e18854
commenthuren	w1_d554e18859
derer	w3_d554e18862
Balleyen	w5_d554e18865
respective	w7_d554e18868
Hessen	w1_d554e18874
und	w3_d554e18877
Sachsen,	w5_d554e18880
denen	w7_d554e18883
Herren	w9_d554e18886
Grafen	w11_d554e18889
von	w1_d554e18894
Ysenburg	w3_d554e18897
und	w5_d554e18900
von	w7_d554e18903
der	w9_d554e18906
Schulenburg	w11_d554e18909
mit	w1_d554e18914
der	w3_d554e18917
tief=schuldigsten	w5_d554e18920
Ehrerbietung	w7_d554e18923
be	w9_d554e18926
willkommet	w1_d554e18931
und	w3_d554e18934
empfangen.	w5_d554e18937
</p>
<p id="p6_d554e18940">
Höchst=dieselbe	w1_d554e18944
trafen	w3_d554e18947
hierauf	w5_d554e18950
den	w7_d554e18953
2ten	w9_d554e18956
dieses	w1_d554e18961
in	w3_d554e18964
höchst=beglücktem	w5_d554e18967
Wolseyn	w7_d554e18970
dahier	w9_d554e18973
ein,	w1_d554e18978
und	w3_d554e18981
nachdem	w5_d554e18984
den	w7_d554e18987
darauf	w9_d554e18990
folgenden	w11_d554e18993
Tag	w1_d554e18999
Se.	w3_d554e19002
Königl.	w5_d554e19005
Hoheit	w7_d554e19008
förmlich	w9_d554e19011
in	w11_d554e19014
den	w13_d554e19018
Orden	w1_d554e19023
recipiret	w3_d554e19026
worden,	w5_d554e19029
so	w7_d554e19032
wurden	w9_d554e19035
Höchst	w11_d554e19038
dieselbe	w1_d554e19043
hiernächst	w3_d554e19046
unter	w5_d554e19049
dem	w7_d554e19052
nach	w9_d554e19055
geendig	w11_d554e19058
tem	w1_d554e19063
Groß=capitul	w3_d554e19066
feyerlichst	w5_d554e19069
abgehaltenen	w7_d554e19072
Amt,	w1_d554e19078
mit	w3_d554e19081
denen	w5_d554e19084
herkommlichen	w7_d554e19087
Ceremonien	w9_d554e19090
zum	w1_d554e19095
Ritter	w3_d554e19098
geschlagen,	w5_d554e19101
und	w7_d554e19104
eingekleidet.	w9_d554e19107
Se	w11_d554e19110
</p>
<p id="p8_d554e19113">
Excellenz	w1_d554e19117
der	w3_d554e19120
Herr	w5_d554e19123
Land=commenthur	w7_d554e19126
der	w9_d554e19129
Balley	w1_d554e19134
Coblenz,	w3_d554e19137
Freyherr	w5_d554e19140
von	w7_d554e19143
Roll,	w9_d554e19146
um	w11_d554e19149
gürtete	w1_d554e19154
Se.	w3_d554e19157
Königl.	w5_d554e19160
Hoheit	w7_d554e19163
mit	w9_d554e19166
dem	w11_d554e19169
ge	w13_d554e19173
wiehenen	w1_d554e19179
Degen,	w3_d554e19182
und	w5_d554e19185
Se.	w7_d554e19188
Excellenz	w9_d554e19191
der	w11_d554e19194
Herr	w1_d554e19199
Land=comenthur	w3_d554e19202
der	w5_d554e19205
Balley	w7_d554e19208
Elsaß,	w9_d554e19211
und	w1_d554e19216
Burgund,	w3_d554e19219
Graf	w5_d554e19222
von	w7_d554e19225
Königsegg,	w9_d554e19228
ver	w11_d554e19231
richteten	w1_d554e19236
den	w3_d554e19239
Actum	w5_d554e19242
des	w7_d554e19245
Ritterschlags	w9_d554e19248
mit	w11_d554e19251
ungemeiner	w1_d554e19257
Anständigkeit,	w3_d554e19260
wohingegen	w5_d554e19263
Höchst=dieselbe	w1_d554e19268
mit	w3_d554e19271
den	w5_d554e19274
goldenen	w7_d554e19277
Spornen	w9_d554e19280
von	w1_d554e19285
dem	w3_d554e19288
Herrn	w5_d554e19291
Land=commenthur	w7_d554e19294
der	w9_d554e19297
Balley	w1_d554e19302
an	w3_d554e19305
der	w5_d554e19308
Etsch,	w7_d554e19311
Grafen	w9_d554e19314
von	w11_d554e19317
Recor	w13_d554e19321
din,	w1_d554e19327
mit	w3_d554e19330
dem	w5_d554e19333
Ordens=creutz	w7_d554e19336
von	w9_d554e19339
dem	w11_d554e19342
Ge	w13_d554e19346
vollmächtigten	w1_d554e19351
der	w3_d554e19354
Balley	w5_d554e19357
Altenbiesen,	w7_d554e19360
Frey	w9_d554e19363
herrn	w1_d554e19368
von	w3_d554e19371
Belderbusch,	w5_d554e19374
mit	w7_d554e19377
dem	w9_d554e19380
weissen	w11_d554e19383
Ordens=mantel	w1_d554e19388
aber	w3_d554e19391
von	w5_d554e19394
dem	w7_d554e19397
Gevollmäch	w9_d554e19400
tigten	w1_d554e19406
der	w3_d554e19409
Balley	w5_d554e19412
Lothringen,	w7_d554e19415
Frey=herrn	w9_d554e19418
Boos	w1_d554e19423
von	w3_d554e19426
Waldeck	w5_d554e19429
und	w7_d554e19432
Montfort,	w9_d554e19435
beklei	w11_d554e19438
det	w1_d554e19443
wurden.	w3_d554e19446
</p>
<p id="p10_d554e19449">
Den	w1_d554e19453
4.	w3_d554e19456
wurde	w5_d554e19459
das	w7_d554e19462
Wahl=capitel	w9_d554e19465
nicht	w11_d554e19468
sobald	w1_d554e19473
eröfnet,	w3_d554e19476
als	w5_d554e19479
sämmtliche	w7_d554e19482
hohe	w9_d554e19485
Herren	w11_d554e19488
Wählere	w1_d554e19493
mit	w3_d554e19496
Beyseitsetzung	w5_d554e19499
des	w7_d554e19502
sonst	w9_d554e19505
ge	w11_d554e19508
wöhnlichen	w1_d554e19514
Serutinii	w3_d554e19517
mehr	w5_d554e19520
Höchst=gedacht	w7_d554e19523
Sr.	w1_d554e19528
des	w3_d554e19531
Herrn	w5_d554e19534
Herzogens	w7_d554e19537
Carl	w9_d554e19540
von	w11_d554e19543
Lothrin	w13_d554e19547
gen	w1_d554e19552
Königl.	w3_d554e19555
Hoheit	w5_d554e19558
zu	w7_d554e19561
des	w9_d554e19564
hohen	w11_d554e19567
teutschen	w13_d554e19571
Ritter=ordens	w1_d554e19576
Hoch	w3_d554e19579
und	w5_d554e19582
Teutschmeistern	w7_d554e19585
mit	w1_d554e19591
einmütiger	w3_d554e19594
Stimme	w5_d554e19597
allserkoren.	w7_d554e19600
</p>
<p id="p12_d554e19604">
Nach	w1_d554e19608
der	w3_d554e19611
unter	w5_d554e19614
allgemeinem	w7_d554e19617
Ju	w9_d554e19620
bel,	w1_d554e19625
und	w3_d554e19628
Abfeuerung	w5_d554e19631
der	w7_d554e19634
Canonen,	w9_d554e19637
und	w11_d554e19640
Zusammenläutung	w1_d554e19645
derer	w3_d554e19648
Glocken,	w5_d554e19651
auch	w7_d554e19654
be	w9_d554e19657
ständigem	w1_d554e19663
Vivat=geschrey	w3_d554e19666
der	w5_d554e19669
auf	w7_d554e19672
der	w9_d554e19675
Pa	w11_d554e19678
rade	w1_d554e19683
gestandenen	w3_d554e19686
Bürgerschaft	w5_d554e19689
bekannt	w7_d554e19692
ge	w9_d554e19695
machten	w1_d554e19700
Wahl,	w3_d554e19703
wurden	w5_d554e19706
Se.	w7_d554e19709
Königl.	w9_d554e19712
Hoheit	w11_d554e19715
von	w1_d554e19720
Dero	w3_d554e19723
sämmtlich	w5_d554e19726
ansehnlichem	w7_d554e19729
Hof=staat,	w9_d554e19732
hoben	w1_d554e19738
Ordens	w3_d554e19741
Groß=capitularen,	w5_d554e19744
Commen	w7_d554e19747
thuren	w1_d554e19752
und	w3_d554e19755
Rittern,	w5_d554e19758
auch	w7_d554e19761
dasigen	w9_d554e19764
Dicast	w11_d554e19767
riis,	w1_d554e19772
abermals	w3_d554e19775
in	w5_d554e19778
die	w7_d554e19781
Hof=capelle	w9_d554e19784
beglei	w11_d554e19787
tet,	w1_d554e19792
woselbst	w3_d554e19795
man	w5_d554e19798
fordersamst	w7_d554e19801
dem	w9_d554e19804
Aller	w11_d554e19807
</p>
<p id="p18_d554e19820">
höchsten	w1_d554e19824
wegen	w3_d554e19827
so	w5_d554e19830
glücklich	w7_d554e19833
ausgefallen,	w9_d554e19836
und	w11_d554e19839
vollbrachter	w1_d554e19844
Wahl,	w3_d554e19847
mittelst	w5_d554e19850
Absingung	w7_d554e19853
des	w9_d554e19856
Ambrosianischen	w1_d554e19861
Lob=gesanges	w3_d554e19864
das	w5_d554e19867
schul	w7_d554e19870
digste	w1_d554e19876
Dank=opfer	w3_d554e19879
gebracht;	w5_d554e19882
wo	w7_d554e19885
hernach	w9_d554e19888
Höchst=dieselbe	w1_d554e19893
unter	w3_d554e19896
dem	w5_d554e19899
solennen	w7_d554e19902
Gottes	w9_d554e19905
dienst	w1_d554e19910
von	w3_d554e19913
beyden	w5_d554e19916
ersteren	w7_d554e19919
Herren	w9_d554e19922
Landcom	w11_d554e19925
menthuren	w1_d554e19930
des	w3_d554e19933
Preußischen	w5_d554e19936
und	w7_d554e19939
Teutschen	w9_d554e19942
Gebiets,	w1_d554e19948
dem	w3_d554e19951
Herrn	w5_d554e19954
Grafen	w7_d554e19957
von	w9_d554e19960
Königseck	w11_d554e19963
und	w1_d554e19968
Frey=herrn	w3_d554e19971
von	w5_d554e19974
Eyb,	w7_d554e19977
mit	w9_d554e19980
denen	w11_d554e19983
Jnsi	w13_d554e19987
gnibus	w1_d554e19992
des	w3_d554e19995
Hoch	w5_d554e19998
und	w7_d554e20001
Teutschmeistertums	w9_d554e20004
als	w1_d554e20009
dem	w3_d554e20012
Hoch=meisterlichen	w5_d554e20015
Preußischen	w7_d554e20018
Creutz=mantel,	w1_d554e20024
goldenen	w3_d554e20027
Ring,	w5_d554e20030
und	w7_d554e20033
Schlüs	w9_d554e20036
sel,	w1_d554e20041
dann	w3_d554e20044
dem	w5_d554e20047
grossen	w7_d554e20050
Ordens=sigillo	w9_d554e20053
ad	w11_d554e20056
Causas,	w1_d554e20061
welches	w3_d554e20064
Höchst=dieselbe	w5_d554e20067
dem	w7_d554e20070
Herrn	w9_d554e20073
Ordens=canzler	w1_d554e20078
von	w3_d554e20081
Breuning	w5_d554e20084
zurück	w7_d554e20087
zu	w9_d554e20090
geben	w1_d554e20096
geruheten,	w3_d554e20099
gewöhnlicher=massen	w5_d554e20102
in	w7_d554e20105
thronisiret	w1_d554e20110
wurden.	w3_d554e20113
</p>
<p id="p20_d554e20116">
Nach	w1_d554e20120
geendigtem	w3_d554e20123
Gottesdienst	w5_d554e20126
begaben	w7_d554e20129
sich	w1_d554e20134
Se.	w3_d554e20137
Königl.	w5_d554e20140
Hoheit	w7_d554e20143
in	w9_d554e20146
Dero	w11_d554e20149
Aparte	w13_d554e20153
ments	w1_d554e20158
zurück,	w3_d554e20161
und	w5_d554e20164
geruheten	w7_d554e20167
daselbst	w9_d554e20170
die	w11_d554e20173
Gratulations=complimente	w1_d554e20179
mit	w3_d554e20182
einer	w5_d554e20185
aus	w7_d554e20188
nehmenden	w1_d554e20193
Gnad	w3_d554e20196
und	w5_d554e20199
Leutseligkeit	w7_d554e20202
anzuneh	w9_d554e20205
men.	w1_d554e20210
Die	w3_d554e20213
Pracht	w5_d554e20216
und	w7_d554e20219
gute	w9_d554e20222
Ordnung,	w11_d554e20225
wo	w13_d554e20229
mit	w1_d554e20234
diese	w3_d554e20237
Festivitäten	w5_d554e20240
unter	w7_d554e20243
der	w9_d554e20246
Direction	w11_d554e20249
des	w1_d554e20255
ersteren	w3_d554e20258
Herrn	w5_d554e20261
Ceremoniarii	w7_d554e20264
des	w9_d554e20267
dahie	w11_d554e20270
sigen	w1_d554e20275
Stadt=halters,	w3_d554e20278
Frey=herrn	w5_d554e20281
von	w7_d554e20284
Ex	w9_d554e20287
tingen	w1_d554e20292
Excellenz	w3_d554e20295
begangen	w5_d554e20298
worden,	w7_d554e20301
kan	w9_d554e20304
nicht	w11_d554e20307
genugsam	w1_d554e20312
beschrieben	w3_d554e20315
werden;	w5_d554e20318
gleichwie	w7_d554e20321
auch	w1_d554e20327
die	w3_d554e20330
Menge	w5_d554e20333
derer	w7_d554e20336
Fürstlich=Gräflich	w9_d554e20339
und	w1_d554e20344
anderer	w3_d554e20347
hohen	w5_d554e20350
Standes=personen	w7_d554e20353
ein	w9_d554e20356
eigenes	w1_d554e20361
Blat	w3_d554e20364
erforderen	w5_d554e20367
würde,	w7_d554e20370
wann	w9_d554e20373
man	w11_d554e20376
selbe	w1_d554e20381
ausführlich	w3_d554e20384
benennen	w5_d554e20387
wollte.	w7_d554e20390
</p>
<p id="p22_d554e20393">
Der	w1_d554e20397
Allerhöchste	w3_d554e20400
verleihe	w5_d554e20403
Sr.	w7_d554e20406
Königl.	w9_d554e20409
Hoheit	w1_d554e20414
auf	w3_d554e20417
unzahlbare	w5_d554e20420
lange	w7_d554e20423
Jahre	w9_d554e20426
eine	w11_d554e20429
gesegnete	w1_d554e20434
und	w3_d554e20437
beglückteste	w5_d554e20440
Regierung	w7_d554e20443
</p>
<p id="p24_d554e20447">
Wir	w1_d554e20451
Burgermeister,	w3_d554e20454
Amts=verwalter,	w5_d554e20457
und	w7_d554e20460
Raht	w1_d554e20465
der	w3_d554e20468
Stadt	w5_d554e20471
Wien,	w7_d554e20474
geben	w9_d554e20477
hiemit	w11_d554e20480
zu	w13_d554e20484
verneh	w15_d554e20487
men,	w1_d554e20492
wasmassen	w3_d554e20495
uns	w5_d554e20498
der	w7_d554e20501
Herr	w9_d554e20504
Leopold	w11_d554e20507
Oppen	w13_d554e20511
ritter,	w1_d554e20517
Hochfürstl.	w3_d554e20520
Lichtensteinischer	w5_d554e20523
Secretarius	w7_d554e20526
Mandatario	w1_d554e20531
nomine	w3_d554e20534
deren	w5_d554e20537
Geschwendnerischen	w7_d554e20540
Creditoren	w1_d554e20545
angezeiget,	w3_d554e20548
wie	w5_d554e20551
daß	w7_d554e20554
ihme	w9_d554e20557
eine	w11_d554e20560
von	w13_d554e20564
gemeiner	w1_d554e20569
Stadt	w3_d554e20572
Ober=cammer=amt	w5_d554e20575
ausgefer	w7_d554e20578
tigt	w1_d554e20584
auf	w3_d554e20587
den	w5_d554e20590
Johann	w7_d554e20593
Gschwendner	w9_d554e20596
lautende	w11_d554e20599
Re	w13_d554e20603
tognition	w1_d554e20608
de	w3_d554e20611
Dato	w5_d554e20614
28.	w7_d554e20617
Sept.	w9_d554e20620
1744.	w11_d554e20623
