<doc id="edoc_wd_1771-03-27" attrs="word" year="1771" month="03" day="27" corpus="1">
<head id="hl1">
Cadix	w33
<g/>
.
Folgenden	w1858
Tages	w1859
<g/>
,
Morgens	w1861
<g/>
,
that	w1863
er	w1864
davon	w1865
die	w1866
Anzeige	w1867
an	w1868
der	w1869
Behörde	w1870
<g/>
.
Der	w1872
Herr	w1873
von	w1874
Aguesseau	w1875
imgleichen	w1876
viele	w1877
von	w1878
den	w1879
Hrn	w1880
<g/>
.
Staatsräthen	w1882
und	w1883
Requeten=meistern	w1884
<g/>
=
sahen	w1886
sie	w1887
nach	w1888
dem	w1889
Verhör	w1890
der	w1891
Par=theyen	w1892
<g/>
=
ein	w1894
<g/>
,
erneuerten	w1896
ihren	w1897
Zweifel	w1898
über	w1899
ihr	w1900
Befuqniß	w1901
<g/>
,
auch	w1903
ihr	w1904
Befreunden	w1905
über	w1906
hie	w1907
Vielheit	w1908
der	w1909
neuen	w1910
Auflagen	w1911
nach	w1912
Verlauf	w1913
von	w1914
8	w1915
<g/>
.
bis	w1917
9	w1918
<g/>
.
Friedensjahren	w1920
<g/>
,
und	w1922
in	w1923
einem	w1924
Zeitpunkte	w1925
<g/>
,
da	w1927
man	w1928
die	w1929
Nation	w1930
über	w1931
die	w1932
Be=sorglichkeit	w1933
<g/>
=
eines	w1935
nahen	w1936
Krieges	w1937
sicher	w1938
stellet	w1939
<g/>
,
sodann	w1941
über	w1942
die	w1943
Unrichtigkeit	w1944
ihres	w1945
Orts	w1946
<g/>
,
Gesetzen	w1948
zu	w1949
deren	w1950
Errichtung	w1951
viele	w1952
unter	w1953
ih=nen	w1954
<g/>
=
<g/>
,
als	w1957
Glieder	w1958
des	w1959
Rathes	w1960
<g/>
,
beygetragen	w1962
hätten	w1963
<g/>
,
als	w1965
Parlamentsglieder	w1966
die	w1967
letzte	w1968
Kraft	w1969
zu	w1970
verschaffen	w1971
<g/>
;
kurz	w1973
über	w1974
die	w1975
Gefahr	w1976
der	w1977
Einschreibung	w1978
selbst	w1979
durch	w1980
die	w1981
verschiede=nen	w1982
<g/>
=
Schwierigkeiten	w1984
<g/>
,
die	w1986
bey	w1987
der	w1988
Einnahme	w1989
solcher	w1990
Auflagen	w1991
entstehen	w1992
könnten	w1993
<g/>
.
</p>
<p id="p22">
Jn	w1995
gefolge	w1996
dessen	w1997
wurden	w1998
diese	w1999
Edicte	w2000
der	w2001
Versammlung	w2002
nicht	w2003
gesetzmäßig	w2004
eröfnet	w2005
<g/>
,
son=dern	w2007
<g/>
=
Hr	w2009
<g/>
.
von	w2011
Agueßeau	w2012
begab	w2013
sich	w2014
im	w2015
Nach=mittag	w2016
<g/>
=
<g/>
,
von	w2019
Amtswegen	w2020
<g/>
,
zu	w2022
dem	w2023
Herrn	w2024
Kanzler	w2025
<g/>
,
und	w2027
zeigte	w2028
ihm	w2029
die	w2030
verschiedenen	w2031
Anmerkungen	w2032
der	w2033
obrigkeitlichen	w2034
Personen	w2035
an	w2036
<g/>
.
Es	w2038
hieß	w2039
zwar	w2040
<g/>
,
besagte	w2042
Edicte	w2043
wären	w2044
seit	w2045
dem	w2046
eingezogen	w2047
worden	w2048
<g/>
;
allein	w2050
<g/>
,
es	w2052
ist	w2053
sicher	w2054
<g/>
,
daß	w2056
sie	w2057
noch	w2058
zur	w2059
Zeit	w2060
bey	w2061
dem	w2062
Hrn	w2063
<g/>
.
Gene=ralprocurator	w2065
<g/>
=
sind	w2067
<g/>
,
ohne	w2069
daß	w2070
man	w2071
eigentlich	w2072
wisse	w2073
<g/>
,
was	w2075
daraus	w2076
kommen	w2077
werde	w2078
<g/>
.
</p>
<p id="p23">
Den	w2080
Procuratoren	w2081
bey	w2082
dem	w2083
Parlamente	w2084
ist	w2085
ein	w2086
Circular	w2087
von	w2088
ihren	w2089
Syndicken	w2090
zuge=sandt	w2091
<g/>
=
worden	w2093
<g/>
,
daß	w2095
sie	w2096
<g/>
,
den	w2098
Befehlen	w2099
des	w2100
Herrn	w2101
Kanzlers	w2102
zufolge	w2103
<g/>
,
alle	w2105
Jnstanzen	w2106
<g/>
,
die	w2108
sie	w2109
in	w2110
Handen	w2111
haben	w2112
<g/>
,
in	w2114
die	w2115
Kanzley	w2116
über=geben	w2117
<g/>
=
sollen	w2119
<g/>
.
Man	w2121
vermuthet	w2122
<g/>
,
es	w2124
sey	w2125
dar=auf	w2126
<g/>
=
angesehen	w2128
<g/>
,
an	w2130
die	w2131
neuen	w2132
Oberräthe	w2133
die	w2134
von	w2135
ihrem	w2136
Gerichtsbezirk	w2137
vor	w2138
den	w2139
Parla=mente	w2140
<g/>
=
hangenden	w2142
Sachen	w2143
zu	w2144
weisen	w2145
<g/>
.
Dem	w2147
sey	w2148
nun	w2149
wie	w2150
ihm	w2151
wolle	w2152
<g/>
,
dieser	w2154
Befehl	w2155
hat	w2156
die	w2157
Procuratoren	w2158
in	w2159
große	w2160
Unruhen	w2161
gesetzt	w2162
<g/>
;
sie	w2164
haben	w2165
sich	w2166
verabredet	w2167
<g/>
,
nicht	w2169
zu	w2170
gehorchen	w2171
<g/>
,
und	w2173
die	w2174
Syndicken	w2175
auf	w2176
sich	w2177
genommen	w2178
<g/>
,
dem	w2180
Kanzler	w2181
den	w2182
entsetzlichen	w2183
Schaden	w2184
vorzuhal=ten	w2185
<g/>
=
<g/>
,
der	w2188
daraus	w2189
für	w2190
ihre	w2191
Gemeinde	w2192
entste=hen	w2193
<g/>
=
würde	w2195
<g/>
,
nebst	w2197
den	w2198
bösen	w2199
Folgen	w2200
<g/>
,
welche	w2202
diese	w2203
Abänderung	w2204
nach	w2205
sich	w2206
ziehen	w2207
könnte	w2208
<g/>
.
Man	w2210
versichert	w2211
auch	w2212
<g/>
,
der	w2214
Herr	w2215
Kanzler	w2216
sey	w2217
über	w2218
die	w2219
Unordnung	w2220
<g/>
,
welche	w2222
sein	w2223
Entwurf	w2224
veranlassen	w2225
dürfte	w2226
<g/>
,
in	w2228
Verwunderung	w2229
gesetzt	w2230
worden	w2231
<g/>
,
und	w2233
habe	w2234
den	w2235
Procuratoren	w2236
erlau=bet	w2237
<g/>
=
<g/>
,
desfalls	w2240
mit	w2241
Vorstellungen	w2242
bey	w2243
ihm	w2244
ein=zukommen	w2245
<g/>
=
<g/>
.
</p>
<head id="hl6">
Parma	w2248
den	w2249
9	w2250
März	w2251
<g/>
.
</head>
<p id="p24">
Den	w2253
3ten	w2254
dieses	w2255
langten	w2256
Se	w2257
<g/>
.
Excellenz	w2259
der	w2260
Herr	w2261
Marchese	w2262
von	w2263
Rivarolo	w2264
von	w2265
Tu=rin	w2266
<g/>
=
allhier	w2268
an	w2269
<g/>
,
welcher	w2271
mit	w2272
der	w2273
Würde	w2274
ei=nes	w2275
<g/>
=
bevollmächtigten	w2277
Ministers	w2278
Sr	w2279
<g/>
.
sardi=nischen	w2281
<g/>
=
Majestät	w2283
an	w2284
dem	w2285
neapolitanischen	w2286
Hof	w2287
abgehen	w2288
wird	w2289
<g/>
.
Obbemeldter	w2291
Marches	w2292
wur=de	w2293
<g/>
=
den	w2295
folgenden	w2296
Tag	w2297
durch	w2298
unsern	w2299
Minister	w2300
und	w2301
Staatssäcretär	w2302
Herrn	w2303
Marchese	w2304
Felino	w2305
bey	w2306
unsern	w2307
durchlauchtigsten	w2308
Landesherrschaf=ten	w2309
<g/>
=
aufgeführt	w2311
<g/>
,
und	w2313
den	w2314
5ten	w2315
dieses	w2316
begab	w2317
er	w2318
sich	w2319
von	w2320
hier	w2321
weg	w2322
nach	w2323
Florenz	w2324
<g/>
.
Se	w2326
<g/>
.
Ex=cellenz	w2328
<g/>
=
<g/>
,
der	w2331
Herr	w2332
Graf	w2333
von	w2334
Wildscheck	w2335
<g/>
,
wel=cher	w2337
<g/>
=
von	w2339
Wien	w2340
und	w2341
Mayland	w2342
allhier	w2343
ange=langt	w2344
<g/>
=
<g/>
,
und	w2347
nächstens	w2348
als	w2349
kaiserl	w2350
<g/>
.
Minister	w2352
an	w2353
den	w2354
toscanischen	w2355
Hof	w2356
abreisen	w2357
wird	w2358
<g/>
,
wur wurde	w2360
<g/>
=
</p>
<p id="p25">
de	w2363
ebenfalls	w2364
durch	w2365
erwehnten	w2366
Herrn	w2367
Mini=ster	w2368
<g/>
=
bey	w2370
den	w2371
höchsten	w2372
Herschaften	w2373
aufgeführet	w2374
<g/>
,
und	w2376
heute	w2377
nahm	w2378
derselbe	w2379
seinen	w2380
Weg	w2381
nach	w2382
dem	w2383
bestimmten	w2384
Orte	w2385
<g/>
.
</p>
<head id="hl7">
Livorno	w2387
den	w2388
13	w2389
<g/>
.
März	w2391
<g/>
.
</head>
<p id="p26">
Die	w2393
von	w2394
Mahone	w2395
gekommene	w2396
rußische	w2397
Fre=gatte	w2398
<g/>
=
Venus	w2400
genannt	w2401
<g/>
,
welche	w2403
zum	w2404
Dienste	w2405
Kapitain	w2406
Ratisboffoky	w2407
bestimmet	w2408
ist	w2409
<g/>
,
und	w2411
28	w2412
<g/>
.
Kanonen	w2414
<g/>
,
wie	w2416
auch	w2417
180	w2418
<g/>
.
Mann	w2420
Besatzung	w2421
<g/>
,
nebst	w2423
Bauholz	w2424
und	w2425
Kriegsvorrath	w2426
für	w2427
die	w2428
ru=ßische	w2429
<g/>
=
ßische	w2431
Seemacht	w2432
am	w2433
Bord	w2434
hat	w2435
<g/>
,
haltet	w2437
sich	w2438
noch	w2439
immer	w2440
in	w2441
hiesiger	w2442
Rhede	w2443
auf	w2444
<g/>
.
Gestern	w2446
fruh	w2447
seegelte	w2448
die	w2449
toscanische	w2450
Kriegsfregatte	w2451
<g/>
,
Hetrurien	w2453
genannt	w2454
nach	w2455
Triest	w2456
<g/>
;
dieselbe	w2458
wird	w2459
von	w2460
dem	w2461
Kapitain	w2462
Cav	w2463
<g/>
.
Guillichini	w2465
coman=dirt	w2466
<g/>
=
<g/>
,
und	w2469
wie	w2470
man	w2471
sagt	w2472
8	w2473
<g/>
.
Monat	w2475
auf	w2476
der	w2477
Reise	w2478
nach	w2479
dasigen	w2480
Wässern	w2481
zubringen	w2482
<g/>
.
Die	w2484
rußischen	w2485
Officiers	w2486
versichern	w2487
<g/>
,
daß	w2489
ihr	w2490
be=vollmachtigter	w2491
<g/>
=
General	w2493
Herr	w2494
Graf	w2495
von	w2496
Or=low	w2497
<g/>
=
künftiges	w2499
Aprilmonat	w2500
gewiß	w2501
allhier	w2502
ein=treffen	w2503
<g/>
=
werde	w2505
<g/>
.
</p>
<head id="hl8">
Warschau	w2507
von	w2508
14	w2509
<g/>
.
März	w2511
<g/>
.
</head>
<p id="p27">
Aus	w2513
Petersburg	w2514
bringen	w2515
die	w2516
Nachrichten	w2517
mit	w2518
<g/>
,
daß	w2520
der	w2521
am	w2522
hiesigen	w2523
Hofe	w2524
neuernannte	w2525
Bottschafter	w2526
Herr	w2527
von	w2528
Saldern	w2529
abgegangen	w2530
<g/>
,
um	w2532
seinen	w2533
neuen	w2534
Posen	w2535
anzutreten	w2536
<g/>
;
man	w2538
schmeichelt	w2539
sich	w2540
<g/>
,
daß	w2542
die	w2543
bisherigen	w2544
fest	w2545
gewe=senen	w2546
<g/>
=
Herren	w2548
Senateurs	w2549
mit	w2550
dem	w2551
nächsten	w2552
auf	w2553
freyen	w2554
Fuß	w2555
werden	w2556
gestellt	w2557
werden	w2558
<g/>
.
</p>
<p id="p28">
Der	w2560
bekannte	w2561
Conföderationsmarschall	w2562
Bierzynski	w2563
<g/>
,
welcher	w2565
in	w2566
den	w2567
Grodgerichten	w2568
zu	w2569
Peterkau	w2570
das	w2571
harte	w2572
Manifest	w2573
wider	w2574
die	w2575
Ge=neralconföderation	w2576
<g/>
=
niedergeleget	w2578
<g/>
,
ist	w2580
unter	w2581
einer	w2582
Rußischen	w2583
Bedeckung	w2584
hier	w2585
angekommen	w2586
<g/>
.
Die	w2588
Deputationslandtäge	w2589
in	w2590
Litthauen	w2591
sind	w2592
zum	w2593
Theil	w2594
sehr	w2595
blutig	w2596
geendiget	w2597
<g/>
,
und	w2599
einige	w2600
auch	w2601
gar	w2602
nicht	w2603
bestanden	w2604
<g/>
,
man	w2606
weiß	w2607
überhaupt	w2608
nicht	w2609
<g/>
,
wie	w2611
es	w2612
noch	w2613
ablaufen	w2614
wird	w2615
<g/>
,
da	w2617
viele	w2618
Factiones	w2619
sind	w2620
<g/>
,
worunter	w2622
besonders	w2623
die	w2624
von	w2625
dem	w2626
wildaischen	w2627
Bischof	w2628
Massalski	w2629
die	w2630
stärk=ste	w2631
<g/>
=
ist	w2633
<g/>
.
Zwischen	w2635
dem	w2636
Generalmajor	w2637
Suwa=row	w2638
<g/>
=
welcher	w2640
bisher	w2641
in	w2642
Sendomir	w2643
gestanden	w2644
<g/>
,
und	w2646
dem	w2647
Marschall	w2648
Pulawski	w2649
ist	w2650
eine	w2651
scharfe	w2652
Action	w2653
vorgefallen	w2654
<g/>
;
die	w2656
Russen	w2657
haben	w2658
davon	w2659
300	w2660
<g/>
.
Gefangene	w2662
nach	w2663
Lublin	w2664
gesandt	w2665
<g/>
.
Der	w2667
berüchtigte	w2668
Schütz	w2669
ist	w2670
über	w2671
seine	w2672
letzten	w2673
Schlä=ge	w2674
<g/>
=
sehr	w2676
böse	w2677
gewesen	w2678
<g/>
,
aus	w2680
Rache	w2681
ist	w2682
er	w2683
wie=der	w2684
<g/>
=
nach	w2686
Wielizka	w2687
gegangen	w2688
<g/>
,
hat	w2690
daselbst	w2691
sehr	w2692
übel	w2693
gewirthschaftet	w2694
<g/>
,
und	w2696
sogar	w2697
einige	w2698
königl	w2699
<g/>
.
Salzofficianten	w2701
in	w2702
Ketten	w2703
legen	w2704
las lassen	w2705
<g/>
=
</p>
<p id="p29">
sen	w2707
<g/>
.
Der	w2709
Obrist	w2710
Drewitz	w2711
verläßt	w2712
wiederum	w2713
Großpohlen	w2714
<g/>
,
er	w2716
ist	w2717
Petrikau	w2718
paßiret	w2719
<g/>
,
und	w2721
gehet	w2722
nach	w2723
dem	w2724
Krakauischen	w2725
<g/>
.
Der	w2727
General=regimentarius	w2728
<g/>
=
Zaremba	w2730
hat	w2731
sich	w2732
mit	w2733
seinen	w2734
be=sten	w2735
<g/>
=
Freunden	w2737
auf	w2738
die	w2739
Güter	w2740
begeben	w2741
<g/>
,
und	w2743
man	w2744
fügt	w2745
<g/>
,
daß	w2747
er	w2748
die	w2749
Conföderation	w2750
verlassen	w2751
wird	w2752
<g/>
.
</p>
<p id="p30">
Der	w2754
Generallieutenant	w2755
von	w2756
Olitz	w2757
<g/>
,
welcher	w2759
seine	w2760
Winterquartiere	w2761
in	w2762
der	w2763
Wallachey	w2764
hat	w2765
<g/>
,
hat	w2767
ohngeachtet	w2768
der	w2769
strengen	w2770
Kälte	w2771
dennoch	w2772
ein	w2773
Corps	w2774
jenseits	w2775
des	w2776
Flusses	w2777
Olta	w2778
abge=sandt	w2779
<g/>
=
<g/>
,
die	w2782
beyden	w2783
Städte	w2784
Brancowan	w2785
und	w2786
Carojowa	w2787
zu	w2788
occupiren	w2789
<g/>
,
welches	w2791
sie	w2792
auch	w2793
bewerkstelliget	w2794
<g/>
,
unterwegens	w2796
sind	w2797
sie	w2798
auf	w2799
ein	w2800
Corps	w2801
Türken	w2802
von	w2803
5000	w2804
<g/>
.
Mann	w2806
gestossen	w2807
<g/>
,
welchen	w2809
sie	w2810
die	w2811
Kanonen	w2812
abgenommen	w2813
<g/>
.
Dar=auf	w2815
<g/>
=
haben	w2817
die	w2818
Russen	w2819
Anstalten	w2820
gemacht	w2821
<g/>
,
die	w2823
beyden	w2824
Städte	w2825
Rußig	w2826
und	w2827
Giurgiewo	w2828
einzunehmen	w2829
<g/>
,
welches	w2831
die	w2832
letzten	w2833
sind	w2834
<g/>
,
so	w2836
die	w2837
Türken	w2838
diesseits	w2839
der	w2840
Donau	w2841
noch	w2842
inne	w2843
gehabt	w2844
<g/>
;
es	w2846
sind	w2847
zwar	w2848
Nachrichten	w2849
hier	w2850
daß	w2851
die	w2852
Ein=nahme	w2853
<g/>
=
von	w2855
der	w2856
letzten	w2857
glücklich	w2858
bewirket	w2859
<g/>
,
und	w2861
daß	w2862
außer	w2863
vielen	w2864
Gefangenen	w2865
<g/>
,
auch	w2867
eine	w2868
gro=ße	w2869
<g/>
=
ße	w2871
Anzahl	w2872
Türken	w2873
<g/>
,
in	w2875
die	w2876
Donau	w2877
gejaget	w2878
<g/>
,
wovon	w2880
aber	w2881
noch	w2882
weiter	w2883
keine	w2884
Bestättigung	w2885
nachgekommen	w2886
<g/>
.
Bey	w2888
der	w2889
rußischen	w2890
Haupt=armee	w2891
<g/>
=
sind	w2893
schon	w2894
40000	w2895
<g/>
.
Rekruten	w2897
angekom=men	w2898
<g/>
=
<g/>
,
und	w2901
suchet	w2902
sich	w2903
solche	w2904
mit	w2905
allen	w2906
Noth=wendigkeiten	w2907
<g/>
=
zu	w2909
versehen	w2910
<g/>
.
Desgleichen	w2912
wer=den	w2913
<g/>
=
bey	w2915
der	w2916
türkischen	w2917
Armee	w2918
60000	w2919
<g/>
.
Ja=nitscharen	w2921
<g/>
=
geworben	w2923
und	w2924
sind	w2925
auch	w2926
30000	w2927
<g/>
.
Bosnier	w2929
und	w2930
20000	w2931
<g/>
.
Albanier	w2933
beordert	w2934
wor=den	w2935
<g/>
=
<g/>
,
zur	w2938
Armee	w2939
zu	w2940
marschiren	w2941
<g/>
.
Ohngeach=tet	w2943
<g/>
=
dieser	w2945
großen	w2946
kriegerischen	w2947
Zurüstungen	w2948
<g/>
,
verwirft	w2950
man	w2951
doch	w2952
noch	w2953
nicht	w2954
alle	w2955
Hofnung	w2956
zum	w2957
Frieden	w2958
<g/>
.
Zwischen	w2960
dem	w2961
General	w2962
Graf	w2963
Romanzow	w2964
und	w2965
dem	w2966
neuen	w2967
Großvezier	w2968
Se=lictar	w2969
<g/>
=
Mehemed	w2971
Bassa	w2972
<g/>
,
welcher	w2974
den	w2975
14	w2976
<g/>
.
Christm	w2978
<g/>
.
in	w2980
Babadagh	w2981
angekommen	w2982
<g/>
,
gehen	w2984
sehr	w2985
häufig	w2986
Courier	w2987
ab	w2988
und	w2989
zu	w2990
<g/>
.
</p>
<head id="hl9">
Leipzig	w2992
den	w2993
14	w2994
<g/>
.
März	w2996
<g/>
.
</head>
<p id="p31">
An	w2998
der	w2999
Mittwoche	w3000
<g/>
,
den	w3002
13	w3003
<g/>
.
März	w3005
<g/>
,
ist	w3007
der	w3008
in	w3009
rußischkaiserlichen	w3010
Diensten	w3011
ste=hende	w3012
<g/>
=
Admiral	w3014
Elphingston	w3015
aus	w3016
Jtalien	w3017
hier	w3018
angekommen	w3019
<g/>
,
und	w3021
hat	w3022
nach	w3023
einem	w3024
kur=zen	w3025
<g/>
=
Aufenthalte	w3027
die	w3028
Reise	w3029
nach	w3030
Petersburg	w3031
weiter	w3032
fortgesetzt	w3033
<g/>
.
</p>
<head id="hl10">
Wien	w3035
den	w3036
27	w3037
<g/>
.
März	w3039
1771	w3040
<g/>
.
</head>
<p id="p32">
Am	w3042
vergangenen	w3043
heil	w3044
<g/>
.
Palmsonntage	w3046
Vor=mittags	w3047
<g/>
=
um	w3049
10	w3050
<g/>
.
Uhr	w3052
haben	w3053
die	w3054
Beyder	w3055
aller allerhöchsten	w3056
<g/>
=
</p>
<p id="p33">
höchsten	w3060
kaiserl	w3061
<g/>
.
und	w3063
kaiserl	w3064
<g/>
.
königl	w3066
<g/>
.
Majest	w3068
<g/>
.
mit	w3070
den	w3071
zwey	w3072
Erzherzogen	w3073
Ferdinand	w3074
und	w3075
Maximilian	w3076
<g/>
,
wie	w3078
auch	w3079
zwey	w3080
Erzherzoginnen	w3081
Maria	w3082
Anna	w3083
und	w3084
Elisabetha	w3085
königl	w3086
<g/>
.
Hohei=ten	w3088
<g/>
=
<g/>
,
unter	w3091
Begleitung	w3092
des	w3093
hochadel	w3094
<g/>
.
Hofstaats	w3096
sich	w3097
öffentlich	w3098
nach	w3099
der	w3100
großen	w3101
Hofkapelle	w3102
er=hoben	w3103
<g/>
=
<g/>
,
der	w3106
Palmweihung	w3107
<g/>
,
wobey	w3109
des	w3110
päbst=lichen	w3111
<g/>
=
Herrn	w3113
Nuntius	w3114
Excellenz	w3115
die	w3116
geistli=che	w3117
<g/>
=
Function	w3119
verrichtet	w3120
<g/>
,
nach	w3122
solchem	w3123
der	w3124
Predig	w3125
und	w3126
dem	w3127
Paßionsamte	w3128
beygewohnet	w3129
<g/>
.
Abends	w3131
war	w3132
der	w3133
Gottesdienst	w3134
in	w3135
der	w3136
Kam=merkapelle	w3137
<g/>
=
in	w3139
Beyseyn	w3140
des	w3141
Hofes	w3142
<g/>
.
</p>
<p id="p34">
Montags	w3144
als	w3145
am	w3146
Fest	w3147
Mariä	w3148
Verkündi=gung	w3149
<g/>
=
<g/>
,
ist	w3152
<g/>
,
wegen	w3154
eingetretener	w3155
Charwoche	w3156
der	w3157
Gottesdienst	w3158
in	w3159
der	w3160
Kammerkapelle	w3161
ge=halten	w3162
<g/>
=
worden	w3164
<g/>
.
</p>
<p id="p35">
Dienstags	w3166
haben	w3167
die	w3168
allerhöchst	w3169
und	w3170
höch=sten	w3171
<g/>
=
Herrschaften	w3173
ebenfalls	w3174
der	w3175
Paßionsmess=in	w3176
<g/>
=
ernannter	w3178
Kammerkapelle	w3179
beygewohnet	w3180
<g/>
.
</p>
<p id="p36">
Verflossenen	w3182
Freytags	w3183
den	w3184
22sten	w3185
dies	w3186
hat	w3187
die	w3188
hoch	w3189
<g/>
=
und	w3191
wohlgeborne	w3192
Frau	w3193
Josepha	w3194
des	w3195
H	w3196
<g/>
.
R	w3198
<g/>
.
R	w3200
<g/>
.
verwittibte	w3202
Gräfinn	w3203
von	w3204
Baar	w3205
<g/>
,
geborne	w3207
Reichsgräfinn	w3208
von	w3209
Oettingen	w3210
<g/>
=
Spiel=berg	w3212
<g/>
=
<g/>
,
Jhrer	w3215
k	w3216
<g/>
.
k	w3218
<g/>
.
apost	w3220
<g/>
.
Majest	w3222
<g/>
.
geweste	w3224
Obrist=hofmeisterinn	w3225
<g/>
=
<g/>
,
nach	w3228
einer	w3229
6	w3230
<g/>
.
tägigen	w3232
Krank=heit	w3233
<g/>
=
<g/>
,
im	w3236
86sten	w3237
Jahre	w3238
ihres	w3239
Alters	w3240
<g/>
,
das	w3242
Zeitliche	w3243
mit	w3244
dem	w3245
Ewigen	w3246
verwechselt	w3247
<g/>
.
Der	w3249
entseelte	w3250
Leichnam	w3251
wurde	w3252
Abends	w3253
in	w3254
dero	w3255
Wohnzimmern	w3256
auf	w3257
das	w3258
Paradebett	w3259
<g/>
,
unter	w3261
vielen	w3262
herumstehenden	w3263
silbernen	w3264
Leuchtern	w3265
mit	w3266
brennenden	w3267
Wachskerzen	w3268
<g/>
,
ausgestellet	w3270
<g/>
;
dann	w3272
Sonntags	w3273
Abends	w3274
halb	w3275
7	w3276
<g/>
.
Uhr	w3278
<g/>
,
dem	w3280
ge=wöhnlichen	w3281
<g/>
=
Gebrauch	w3283
gemäß	w3284
<g/>
,
von	w3286
den	w3287
k	w3288
<g/>
.
k	w3290
<g/>
.
Kammerfrauen	w3292
und	w3293
Kammerdienerinnen	w3294
in	w3295
die	w3296
Sarg	w3297
gelegt	w3298
<g/>
,
und	w3300
<g/>
,
nach	w3302
vorheriger	w3303
Aus	w3304
<g/>
,
segnung	w3306
<g/>
,
vom	w3308
Hof	w3309
aus	w3310
mittels	w3311
6	w3312
<g/>
.
spänniger	w3314
k	w3315
<g/>
.
k	w3317
<g/>
.
Equipage	w3319
<g/>
,
nach	w3321
der	w3322
Dominicanerkirche	w3323
abgeführet	w3324
<g/>
,
daselbst	w3326
nach	w3327
Hofgebrauch	w3328
von	w3329
den	w3330
k	w3331
<g/>
.
k	w3333
<g/>
.
Kammerherren	w3335
<g/>
,
unter	w3337
Nebenleuch=tung	w3338
<g/>
=
der	w3340
k	w3341
<g/>
.
k	w3343
<g/>
.
Kammerdiener	w3345
bis	w3346
zur	w3347
daselb=stigen	w3348
<g/>
=
Gräfl	w3350
<g/>
.
Baarischen	w3352
Grufte	w3353
übertragen	w3354
<g/>
,
wobey	w3356
sich	w3357
<g/>
,
nebst	w3359
der	w3360
hochadelichen	w3361
Freund=schaft	w3362
<g/>
=
beyderley	w3364
Geschlechts	w3365
<g/>
,
auch	w3367
alle	w3368
k	w3369
<g/>
.
k	w3371
<g/>
.
Hofdamen	w3373
<g/>
,
dann	w3375
die	w3376
k	w3377
<g/>
.
k	w3379
<g/>
.
Kammerfrauen	w3381
und	w3382
Kammerdienerinnen	w3383
einfanden	w3384
<g/>
,
und	w3386
die	w3387
Begleitung	w3388
bis	w3389
zur	w3390
Grufte	w3391
abstatteten	w3392
<g/>
.
</p>
<p id="p37">
Dienstags	w3394
den	w3395
26sten	w3396
haben	w3397
alhier	w3398
Se	w3399
<g/>
.
Excell	w3401
<g/>
.
der	w3403
hoch	w3404
<g/>
=
und	w3406
wohlgebohrne	w3407
Herr	w3408
Karl	w3409
Graf	w3410
O	w3411
Donel	w3412
<g/>
,
wirklicher	w3414
geheimer	w3415
Rath	w3416
<g/>
,
Kämmerer	w3418
<g/>
,
Großkreuz	w3420
des	w3421
militari militarischen	w3422
<g/>
=
</p>
<p id="p38">
schen	w3424
Marien	w3425
Theresienordens	w3426
<g/>
,
General	w3428
der	w3429
Cavallerie	w3430
und	w3431
obrister	w3432
Jnnhaber	w3433
eines	w3434
Kü=raßierregiments	w3435
<g/>
=
<g/>
,
nach	w3438
einer	w3439
7	w3440
<g/>
.
tägigen	w3442
Krank=heit	w3443
<g/>
=
<g/>
,
und	w3446
empfangenen	w3447
heil	w3448
<g/>
.
Sacramenten	w3450
<g/>
,
um	w3452
56sten	w3453
Jahre	w3454
dero	w3455
Alters	w3456
<g/>
,
das	w3458
Zeitliche	w3459
mit	w3460
dem	w3461
Ewigen	w3462
verwechselt	w3463
<g/>
.
</p>
<p id="p39">
Vor	w3465
etwelchen	w3466
Tagen	w3467
ist	w3468
nachstehende	w3469
al=lerhöchste	w3470
<g/>
=
Verordnung	w3472
öffentlich	w3473
angeschlagen	w3474
worden	w3475
<g/>
.
</p>
<p id="p40">
Wir	w3477
Maria	w3478
Theresia	w3479
ꝛc	w3480
<g/>
.
ꝛc	w3482
<g/>
.
Entbieten	w3484
N	w3485
<g/>
.
allen	w3487
und	w3488
jeden	w3489
Unsern	w3490
nach=gesetzten	w3491
<g/>
=
Obrigkeiten	w3493
und	w3494
Unterthanen	w3495
geist	w3496
<g/>
=
und	w3498
weltlichen	w3499
Standes	w3500
<g/>
,
so	w3502
in	w3503
Unserm	w3504
Erz=herzogthum	w3505
<g/>
=
Oesterreich	w3507
unter	w3508
der	w3509
Enns	w3510
wohn=haft	w3511
<g/>
=
sind	w3513
<g/>
,
insonderheit	w3515
aber	w3516
denen	w3517
so	w3518
Brand=weinbrennhäuser	w3519
<g/>
=
haben	w3521
<g/>
,
Unsere	w3523
Gnade	w3524
<g/>
,
und	w3526
geben	w3527
euch	w3528
hiemit	w3529
allergnädigst	w3530
zu	w3531
vernehmen	w3532
<g/>
:
Wasmassen	w3534
<g/>
,
ob	w3536
zwar	w3537
in	w3538
diesem	w3539
Unsern	w3540
hiesi=gen	w3541
<g/>
=
Erblande	w3543
von	w3544
alten	w3545
Zeiten	w3546
her	w3547
vermög	w3548
der	w3549
von	w3550
Unseren	w3551
Vorfahrern	w3552
weil	w3553
<g/>
.
kaiserl	w3555
<g/>
.
Majestäten	w3557
Leopold	w3558
I	w3559
<g/>
.
und	w3561
Joseph	w3562
I	w3563
<g/>
.
höchst=seel	w3565
<g/>
=
<g/>
.
Andenkens	w3568
