<doc id="wr_1757-04-13" attrs="word" year="1757" month="04" day="13" corpus="2">
<head id="h2_d134e3550">
Genua,	w1_d134e3554
5.	w9_d134e18020
v.	w11_d134e18023
J.	w13_d134e18027
</list>
<head id="h2_d134e18034">
Suma	w1_d134e18038
16.	w3_d134e18041
Person,	w5_d134e18044
darunter	w7_d134e18047
5.	w9_d134e18050
Kinde.	w11_d134e18053
</head>
<head id="h2_d134e18059">
EDICT.	w1_d134e18063
</head>
<p id="p4_d134e18066">
Von	w1_d134e18070
des	w3_d134e18073
Kaiserl.	w5_d134e18076
Königl.	w7_d134e18079
Jud.	w9_d134e18082
Milit.	w11_d134e18085
Mixti	w1_d134e18090
Sup.	w3_d134e18093
ac	w5_d134e18096
Inf.	w7_d134e18099
Austriæ	w9_d134e18102
wegen	w11_d134e18105
wird	w13_d134e18109
hie	w15_d134e18112
mit	w1_d134e18117
durch	w3_d134e18120
dieses	w5_d134e18123
offentliche	w7_d134e18126
Edict	w9_d134e18129
Jeder	w11_d134e18132
manniglich,	w1_d134e18138
deme	w3_d134e18141
daran	w5_d134e18144
gelegen,	w7_d134e18147
kund	w9_d134e18150
und	w11_d134e18153
zu	w1_d134e18158
wissen	w3_d134e18161
gemacht.	w5_d134e18164
Es	w7_d134e18167
habe	w9_d134e18170
hier	w11_d134e18173
Orts	w13_d134e18177
der	w15_d134e18180
Kaiserl.	w1_d134e18185
Königl	w3_d134e18188
Kriegs=agent	w5_d134e18191
Maximilian	w7_d134e18194
Költz,	w1_d134e18199
als	w3_d134e18202
der	w5_d134e18205
Kaiserl.	w7_d134e18208
Königl.	w9_d134e18211
in	w11_d134e18214
Jnvaliden	w13_d134e18218
sachen	w1_d134e18224
aufgestellten	w3_d134e18227
Hof=commission	w5_d134e18230
bestellter	w7_d134e18233
Mandatarius	w1_d134e18238
gehorsamst	w3_d134e18241
angezeiget:	w5_d134e18244
Was	w7_d134e18247
gestalten	w1_d134e18252
der	w3_d134e18255
des	w5_d134e18258
Baaden	w7_d134e18261
Durlachischen	w9_d134e18264
Re	w11_d134e18267
giments	w1_d134e18272
gewest	w3_d134e18275
und	w5_d134e18278
zu	w7_d134e18281
Ende	w9_d134e18284
Octobris	w11_d134e18287
ver	w13_d134e18291
wichenen	w1_d134e18297
Jahrs	w3_d134e18300
ledigen	w5_d134e18303
Standes	w7_d134e18306
verstorbene	w9_d134e18309
Granadier=hauptmann	w1_d134e18314
de	w3_d134e18317
la	w5_d134e18320
Roche	w7_d134e18323
weder	w9_d134e18326
ein	w1_d134e18331
Testament,	w3_d134e18334
weder	w5_d134e18337
der	w7_d134e18340
Zeit	w9_d134e18343
wissentliche	w11_d134e18346
Befreundte	w1_d134e18351
nach	w3_d134e18354
sich	w5_d134e18357
gelassen;	w7_d134e18360
gleichwie	w9_d134e18363
nun	w11_d134e18366
die	w1_d134e18372
von	w3_d134e18375
denen	w5_d134e18378
ab	w7_d134e18381
Intestato	w9_d134e18384
und	w11_d134e18387
ohne	w13_d134e18391
Erben	w15_d134e18394
und	w1_d134e18399
Erbs=Namen	w3_d134e18402
verstorbenen	w5_d134e18405
Militairper	w7_d134e18408
sonen	w1_d134e18413
hinterlassene	w3_d134e18416
Vermögen	w5_d134e18419
Kraft	w7_d134e18422
allerhöch	w9_d134e18425
ster	w1_d134e18430
Entschliessung	w3_d134e18433
zu	w5_d134e18436
Versorgung	w7_d134e18439
deren	w9_d134e18442
ar	w11_d134e18445
men	w1_d134e18451
Jnvaliden=soldaten,	w3_d134e18454
als	w5_d134e18457
Erb=lose	w7_d134e18460
Gü	w9_d134e18463
ter,	w1_d134e18468
und	w3_d134e18471
Verlassenschaften	w5_d134e18474
dem	w7_d134e18477
Kaiserl.	w9_d134e18480
Kön.	w11_d134e18483
Jnvaliden=instituto	w1_d134e18488
anheim	w3_d134e18491
fallen,	w5_d134e18494
als	w7_d134e18497
hat	w9_d134e18500
Er	w1_d134e18505
Kriegs=agent	w3_d134e18508
Költz	w5_d134e18511
um	w7_d134e18514
Ausfertigung	w9_d134e18517
deren	w1_d134e18523
gewöhnlichen	w3_d134e18526
Convotarions-edicten	w5_d134e18529
gebetten.	w1_d134e18534
Wann	w3_d134e18537
nun	w5_d134e18540
zu	w7_d134e18543
diesem	w9_d134e18546
Ende	w11_d134e18549
der	w13_d134e18553
14.	w1_d134e18558
Septembris	w3_d134e18561
jetzt=lauffenden	w5_d134e18564
1757.	w7_d134e18567
Jahrs	w9_d134e18570
fruhe	w1_d134e18575
um	w3_d134e18578
9.	w5_d134e18581
Uhr	w7_d134e18584
bey	w9_d134e18587
diesem	w11_d134e18590
Kaiserl.	w13_d134e18594
Königl.	w15_d134e18597
Jud.	w1_d134e18603
Del.	w3_d134e18606
Milit.	w5_d134e18609
mixto	w7_d134e18612
sub	w9_d134e18615
Clausula	w11_d134e18618
per-	w13_d134e18622
emptoris	w1_d134e18627
pro	w3_d134e18630
primo,	w5_d134e18633
secundo	w7_d134e18636
&	w9_d134e18639
tertio	w11_d134e18642
Termino	w1_d134e18647
zu	w3_d134e18650
erscheinen	w5_d134e18653
bestimmet	w7_d134e18656
worden	w9_d134e18659
ist.	w11_d134e18662
Solchemnach	w1_d134e18667
werden	w3_d134e18670
all	w5_d134e18673
und	w7_d134e18676
jede	w9_d134e18679
an	w11_d134e18682
obbe	w13_d134e18686
stimmten	w1_d134e18692
Tag	w3_d134e18695
und	w5_d134e18698
Stund	w7_d134e18701
zu	w9_d134e18704
erscheinen,	w11_d134e18707
und	w13_d134e18711
ihre	w1_d134e18716
etwann	w3_d134e18719
habende	w5_d134e18722
Erbs=sprüche,	w7_d134e18725
oder	w9_d134e18728
andern,	w11_d134e18731
wie	w1_d134e18736
immer	w3_d134e18739
Namen	w5_d134e18742
haben	w7_d134e18745
mögende	w9_d134e18748
Anforde	w11_d134e18751
rungen	w1_d134e18756
durch	w3_d134e18759
sich	w5_d134e18762
oder	w7_d134e18765
genugsam	w9_d134e18768
instruirt	w11_d134e18771
Bevollmächtigte	w1_d134e18777
also	w3_d134e18780
gewiß	w5_d134e18783
anzumelden,	w7_d134e18786
und	w9_d134e18789
Rechts=erforderlich	w1_d134e18794
zu	w3_d134e18797
liquidiren,	w5_d134e18800
und	w7_d134e18803
respe-	w9_d134e18806
ctive	w1_d134e18811
zu	w3_d134e18814
legitimiren	w5_d134e18817
wissen,	w7_d134e18820
wie	w9_d134e18823
im	w11_d134e18826
widri	w13_d134e18830
</p>
<p id="p6_d134e18833">
gen	w1_d134e18837
auf	w3_d134e18840
derenselben	w5_d134e18843
Ausbleiben	w7_d134e18846
die	w9_d134e18849
Haupt	w11_d134e18852
mann	w1_d134e18857
de	w3_d134e18860
la	w5_d134e18863
Rochische	w7_d134e18866
Verlassenschaft	w9_d134e18869
als	w11_d134e18872
ein	w13_d134e18876
Erb=loses	w1_d134e18881
Gut	w3_d134e18884
dem	w5_d134e18887
Kaiserl.	w7_d134e18890
Königl.	w9_d134e18893
Jnvali	w11_d134e18896
den=instit	w1_d134e18902
4to	w3_d134e18905
anheim	w5_d134e18908
fallen	w7_d134e18911
solle,	w9_d134e18914
wornach	w11_d134e18917
sich	w1_d134e18922
ein	w3_d134e18925
jeder	w5_d134e18928
zu	w7_d134e18931
richten,	w9_d134e18934
und	w11_d134e18937
seinem	w13_d134e18941
Recht	w15_d134e18944
zu	w1_d134e18949
invigiliren	w3_d134e18952
wissen	w5_d134e18955
wird.	w7_d134e18958
</p>
<head id="h2_d134e18964">
EDICT.	w1_d134e18968
</head>
<p id="p4_d134e18971">
Von	w1_d134e18975
des	w3_d134e18978
Kaiserl.	w5_d134e18981
Königl.	w7_d134e18984
Judicii	w9_d134e18987
dele-	w11_d134e18990
gatis	w1_d134e18995
Militaris	w3_d134e18998
Mixti	w5_d134e19001
Superioris,	w7_d134e19004
ac	w9_d134e19007
In-	w11_d134e19010
ferioris	w1_d134e19015
Austriæ	w3_d134e19018
wegen,	w5_d134e19021
wird	w7_d134e19024
hiemit	w9_d134e19027
durch	w11_d134e19030
dieses	w1_d134e19036
offentliche	w3_d134e19039
Edict	w5_d134e19042
dem	w7_d134e19045
gewest	w9_d134e19048
Kaiserl.	w11_d134e19051
Königl.	w1_d134e19056
Rittmeister,	w3_d134e19059
Herrn	w5_d134e19062
Franz	w7_d134e19065
Frey=herrn	w9_d134e19068
von	w1_d134e19073
Rummel,	w3_d134e19076
kund	w5_d134e19079
und	w7_d134e19082
zu	w9_d134e19085
wissen	w11_d134e19088
gemacht;	w13_d134e19092
was	w1_d134e19097
gestalten	w3_d134e19100
der	w5_d134e19103
Kaiserl.	w7_d134e19106
Königl.	w9_d134e19109
Haupt	w11_d134e19112
mann,	w1_d134e19118
Herr	w3_d134e19121
Friederich	w5_d134e19124
Freyherr	w7_d134e19127
von	w9_d134e19130
Schwan	w11_d134e19133
des	w1_d134e19138
unterm	w3_d134e19141
28.	w5_d134e19144
Februarii	w7_d134e19147
dies	w9_d134e19150
Jahrs	w11_d134e19153
um	w13_d134e19157
Einantwortung	w1_d134e19162
des	w3_d134e19165
ihme	w5_d134e19168
für	w7_d134e19171
350.	w9_d134e19174
fl.	w11_d134e19177
ver	w13_d134e19181
setzt,	w1_d134e19186
und	w3_d134e19189
bey	w5_d134e19192
der	w7_d134e19195
den	w9_d134e19198
12.	w11_d134e19201
Jenner	w13_d134e19205
anberaumt	w15_d134e19208
gewesten	w1_d134e19214
Schätzungs=tagsatzung	w3_d134e19217
um	w5_d134e19220
120.	w7_d134e19223
fl.	w9_d134e19226
geschätzten	w1_d134e19231
Kleides	w3_d134e19234
angelanget,	w5_d134e19237
und	w7_d134e19240
ihme	w9_d134e19243
Freyherrn	w1_d134e19248
von	w3_d134e19251
Rummel	w5_d134e19254
hierauf	w7_d134e19257
die	w9_d134e19260
Auslö	w11_d134e19263
sung	w1_d134e19268
sothanen	w3_d134e19271
Kleides	w5_d134e19274
auferleget	w7_d134e19277
worden	w9_d134e19280
seye.	w1_d134e19286
</p>
<p id="p6_d134e19289">
Gleichwie	w1_d134e19293
nun	w3_d134e19296
diese	w5_d134e19299
Auslösungsverord	w7_d134e19302
nung	w1_d134e19307
ihme	w3_d134e19310
Freyherrn	w5_d134e19313
von	w7_d134e19316
Rummel	w9_d134e19319
seines	w11_d134e19322
un	w13_d134e19326
wissenden	w1_d134e19331
Aufenthalts	w3_d134e19334
halber	w5_d134e19337
ad	w7_d134e19340
Ædes	w9_d134e19343
ge	w11_d134e19346
bräuchiger	w1_d134e19352
massen	w3_d134e19355
nicht	w5_d134e19358
zugestellet	w7_d134e19361
werden	w9_d134e19364
kan,	w1_d134e19369
als	w3_d134e19372
wird	w5_d134e19375
demselben	w7_d134e19378
sothane	w9_d134e19381
Verordnung	w11_d134e19384
hiemit	w1_d134e19389
zu	w3_d134e19392
diesem	w5_d134e19395
Ende	w7_d134e19398
per	w9_d134e19401
Edictum	w11_d134e19404
ad	w13_d134e19408
Valvas	w1_d134e19413
peremptorie	w3_d134e19416
intimiret,	w5_d134e19419
auf	w7_d134e19422
daß	w9_d134e19425
er	w1_d134e19431
Freyherr	w3_d134e19434
von	w5_d134e19437
Rummel	w7_d134e19440
sein	w9_d134e19443
bey	w11_d134e19446
dem	w13_d134e19450
Freyherrn	w1_d134e19455
von	w3_d134e19458
Schwandes	w5_d134e19461
versetztes	w7_d134e19464
Kleid	w9_d134e19467
in	w1_d134e19472
Termino	w3_d134e19475
perem	w5_d134e19478
ptorio	w7_d134e19481
also	w9_d134e19484
gewiß	w11_d134e19487
aus	w13_d134e19491
löse,	w1_d134e19496
wie	w3_d134e19499
im	w5_d134e19502
Widrigen	w7_d134e19505
dem	w9_d134e19508
Suplicanten	w11_d134e19511
auf	w1_d134e19517
weiteres	w3_d134e19520
Anlangen	w5_d134e19523
mehr	w7_d134e19526
gedachtes	w9_d134e19529
Kleid	w11_d134e19532
um	w1_d134e19537
das	w3_d134e19540
Schätzungs=quantum	w5_d134e19543
pr.	w7_d134e19546
120.	w9_d134e19549
fl.	w11_d134e19552
salvo	w1_d134e19557
Jure	w3_d134e19560
residui,	w5_d134e19563
ac	w7_d134e19566
alio	w9_d134e19569
quocunque	w11_d134e19572
eingeantwortet	w1_d134e19577
werden	w3_d134e19580
solle:	w5_d134e19583
Wornach	w7_d134e19586
sich	w9_d134e19589
der	w1_d134e19595
elbe	w3_d134e19598
zu	w5_d134e19601
richten,	w7_d134e19604
und	w9_d134e19607
seinem	w11_d134e19610
Recht	w13_d134e19614
zu	w15_d134e19617
invi	w17_d134e19620
giliren	w1_d134e19625
wissen	w3_d134e19628
wird.	w5_d134e19631
</p>
<p id="p8_d134e19634">
Es	w1_d134e19638
ist	w3_d134e19641
täglich	w5_d134e19644
der	w7_d134e19647
zu	w9_d134e19650
Gundendorf	w11_d134e19653
ligende	w13_d134e19657
Albrechtsburgische	w1_d134e19662
vormals	w3_d134e19665
gewest	w5_d134e19668
Baron	w7_d134e19671
Ste	w9_d134e19674
gerische	w1_d134e19679
Garten	w3_d134e19682
zu	w5_d134e19685
verlassen,	w7_d134e19688
oder	w9_d134e19691
zu	w11_d134e19694
verkauf	w13_d134e19698
fen,	w1_d134e19704
wer	w3_d134e19707
dessentwegen	w5_d134e19710
genauere	w7_d134e19713
Kundschaft	w9_d134e19716
einholen	w1_d134e19721
will,	w3_d134e19724
kan	w5_d134e19727
sich	w7_d134e19730
auf	w9_d134e19733
dem	w11_d134e19736
Juden	w13_d134e19740
platz	w15_d134e19743
im	w1_d134e19748
Fürst	w3_d134e19751
Salmischen	w5_d134e19754
Hauß	w7_d134e19757
im	w9_d134e19760
ersten	w11_d134e19763
Stock	w13_d134e19767
anmelden.	w1_d134e19772
</p>
<head id="h2_d134e19887">
Paris	w1_d134e19891
2.	w3_d134e19894
April.	w5_d134e19897
</head>
<p id="p4_d134e19900">
Ndlich	w1_d134e19904
istwider	w3_d134e19907
den	w5_d134e19910
verruchten	w7_d134e19913
Königs	w9_d134e19916
mörder	w1_d134e19921
Damiens	w3_d134e19924
das	w5_d134e19927
Urtheil	w7_d134e19930
gefället/	w9_d134e19933
welches	w1_d134e19938
folgender	w3_d134e19941
Gestalten	w5_d134e19944
abgefaßt	w7_d134e19947
und	w9_d134e19950
durch	w1_d134e19956
den	w3_d134e19959
Druck	w5_d134e19962
kund	w7_d134e19965
gemacht	w9_d134e19968
worden:	w11_d134e19971
</p>
<p id="p6_d134e19974">
Der	w1_d134e19978
Gerichts=hof	w3_d134e19981
in	w5_d134e19984
genugsamer	w7_d134e19987
Anzahl	w9_d134e19990
der	w11_d134e19993
Prinzen	w1_d134e19998
und	w3_d134e20001
Pairs	w5_d134e20004
versammlet,	w7_d134e20007
befihlet	w9_d134e20010
hie	w11_d134e20013
mit,	w1_d134e20018
daß	w3_d134e20021
die	w5_d134e20024
wider	w7_d134e20027
Quentin	w9_d134e20030
Ferard,	w11_d134e20033
Conde	w13_d134e20037
genannt,	w1_d134e20043
Noel	w3_d134e20046
Roj,	w5_d134e20049
genannt	w7_d134e20052
Roi,	w9_d134e20055
Noel	w11_d134e20058
Se	w13_d134e20062
lim,	w1_d134e20067
Ehe=frau	w3_d134e20070
des	w5_d134e20073
Jean	w7_d134e20076
Chevallier,	w9_d134e20079
Julien	w11_d134e20082
Anbrais,	w1_d134e20087
Saint	w3_d134e20090
Jean	w5_d134e20093
genannt,	w7_d134e20096
angefangene,	w9_d134e20099
und	w1_d134e20104
zufolg	w3_d134e20107
einem	w5_d134e20110
Arret	w7_d134e20113
vom	w9_d134e20116
19ten	w11_d134e20119
Februarii	w13_d134e20123
1757.	w1_d134e20129
bey	w3_d134e20132
dem	w5_d134e20135
Hof	w7_d134e20138
fortgesetzte	w9_d134e20141
Untersuchung	w11_d134e20144
von	w1_d134e20149
dem	w3_d134e20152
Proceß	w5_d134e20155
des	w7_d134e20158
Robert	w9_d134e20161
Franz	w11_d134e20164
Da	w13_d134e20168
miens	w1_d134e20173
abgesöndert	w3_d134e20176
werden	w5_d134e20179
solle,	w7_d134e20182
um	w9_d134e20185
über	w11_d134e20188
diesen	w1_d134e20193
ins	w3_d134e20196
besondere	w5_d134e20199
ein	w7_d134e20202
Urtheil	w9_d134e20205
zu	w11_d134e20208
fällen;	w13_d134e20212
Wegen	w1_d134e20218
der	w3_d134e20221
Anklage	w5_d134e20224
wider	w7_d134e20227
gedachten	w9_d134e20230
Robert	w11_d134e20233
Franz	w1_d134e20238
Damiens	w3_d134e20241
aber,	w5_d134e20244
das	w7_d134e20247
rechtliche	w9_d134e20250
Ur	w11_d134e20253
theil	w1_d134e20258
auszusprechen:	w3_d134e20261
So	w5_d134e20264
wird	w7_d134e20267
bemeldter	w9_d134e20270
Ro	w11_d134e20273
bert	w1_d134e20278
Franz	w3_d134e20281
Damiens	w5_d134e20284
zuvorderist,	w7_d134e20287
wegen	w9_d134e20290
der	w1_d134e20296
an	w3_d134e20299
der	w5_d134e20302
Person	w7_d134e20305
des	w9_d134e20308
Königs	w11_d134e20311
begangenen	w13_d134e20315
höchst=boßhaften,	w1_d134e20320
abscheulichen	w3_d134e20323
und	w5_d134e20326
verfluch	w7_d134e20329
ten	w1_d134e20334
Mord=that,	w3_d134e20337
des	w5_d134e20340
Lasters	w7_d134e20343
der	w9_d134e20346
verletzten	w11_d134e20349
Gött	w13_d134e20353
lichen	w1_d134e20358
und	w3_d134e20361
menschlichen	w5_d134e20364
Maj.	w7_d134e20367
auf	w9_d134e20370
gebührende	w11_d134e20373
Weise	w1_d134e20379
schuldig	w3_d134e20382
und	w5_d134e20385
überzeugt	w7_d134e20388
erkläret,	w9_d134e20391
und	w11_d134e20394
zur	w1_d134e20399
Straffe	w3_d134e20402
dessen	w5_d134e20405
dahin	w7_d134e20408
verurtheilet:	w9_d134e20411
Daß	w11_d134e20414
mehr	w1_d134e20419
gedachter	w3_d134e20422
Damiens	w5_d134e20425
in	w7_d134e20428
einem	w9_d134e20431
Kar	w11_d134e20434
ren,	w1_d134e20439
nackend	w3_d134e20442
in	w5_d134e20445
dem	w7_d134e20448
Hemd,	w9_d134e20451
eine	w11_d134e20454
zwey	w13_d134e20458
Pfund	w1_d134e20464
schwere	w3_d134e20467
brennende	w5_d134e20470
Wax=kerze	w7_d134e20473
haltend	w9_d134e20476
vor	w1_d134e20481
die	w3_d134e20484
Haupt=thüre	w5_d134e20487
der	w7_d134e20490
Kirche	w9_d134e20493
zu	w11_d134e20496
Paris	w13_d134e20500
ge	w15_d134e20503
bracht,	w1_d134e20508
und	w3_d134e20511
allda	w5_d134e20514
Kirchen=busse	w7_d134e20517
thun,	w9_d134e20520
auch	w11_d134e20523
auf	w1_d134e20528
denen	w3_d134e20531
Knien	w5_d134e20534
gestehen	w7_d134e20537
und	w9_d134e20540
erklären	w11_d134e20543
solle,	w13_d134e20547
wie	w1_d134e20553
daß	w3_d134e20556
er	w5_d134e20559
auf	w7_d134e20562
eine	w9_d134e20565
höchst=boßhafte	w11_d134e20568
und	w13_d134e20572
ver	w15_d134e20575
rähterische	w1_d134e20580
Weise,	w3_d134e20583
gedachten	w5_d134e20586
höchstboßha	w7_d134e20589
ten,	w1_d134e20594
abscheulichen	w3_d134e20597
und	w5_d134e20600
verfluchten	w7_d134e20603
Mord	w9_d134e20606
ver	w11_d134e20609
übet,	w1_d134e20614
und	w3_d134e20617
den	w5_d134e20620
König	w7_d134e20623
durch	w9_d134e20626
einen	w11_d134e20629
Stich	w13_d134e20633
in	w15_d134e20636
die	w17_d134e20639
rechte	w1_d134e20645
Seite	w3_d134e20648
verwundet	w5_d134e20651
habe,	w7_d134e20654
und	w9_d134e20657
er	w11_d134e20660
nun	w13_d134e20664
solches	w1_d134e20669
bereue,	w3_d134e20672
und	w5_d134e20675
GOtt,	w7_d134e20678
den	w9_d134e20681
König,	w11_d134e20684
und	w13_d134e20688
die	w1_d134e20693
Gerechtigkeit	w3_d134e20696
um	w5_d134e20699
Verzeihung	w7_d134e20702
bitte;	w9_d134e20705
wann	w11_d134e20708
dieses	w1_d134e20713
geschehen,	w3_d134e20716
sollte	w5_d134e20719
er	w7_d134e20722
in	w9_d134e20725
gleichem	w11_d134e20728
Kar	w13_d134e20732
ren	w1_d134e20738
auf	w3_d134e20741
dem	w5_d134e20744
Platz	w7_d134e20747
de	w9_d134e20750
Greve	w11_d134e20753
geführet,	w13_d134e20757
</p>
<p id="p8_d134e20760">
und	w1_d134e20764
auf	w3_d134e20767
ein	w5_d134e20770
Gerüst,	w7_d134e20773
welches	w9_d134e20776
man	w11_d134e20779
allda	w13_d134e20783
auf	w15_d134e20786
richten	w1_d134e20791
wird,	w3_d134e20794
gebracht,	w5_d134e20797
sodann	w7_d134e20800
auf	w9_d134e20803
der	w11_d134e20806
Brust,	w1_d134e20811
an	w3_d134e20814
denen	w5_d134e20817
Armen,	w7_d134e20820
Schenkeln,	w9_d134e20823
und	w11_d134e20826
Waden	w1_d134e20832
mit	w3_d134e20835
Zangen	w5_d134e20838
gezwickt,	w7_d134e20841
seine	w9_d134e20844
rechte	w11_d134e20847
Hand,	w1_d134e20852
das	w3_d134e20855
Messer	w5_d134e20858
(womit	w7_d134e20861
er	w9_d134e20864
mehr	w11_d134e20867
bemeldete	w13_d134e20871
Mord=that	w1_d134e20876
begangen)	w3_d134e20879
darinnen	w5_d134e20882
haltend,	w7_d134e20885
mit	w1_d134e20890
Schwefel=feuer	w3_d134e20893
verbrannt,	w5_d134e20896
und	w7_d134e20899
auf	w9_d134e20902
die	w1_d134e20908
Orte,	w3_d134e20911
wo	w5_d134e20914
er	w7_d134e20917
mit	w9_d134e20920
Zangen	w11_d134e20923
gezwickt	w13_d134e20927
wird	w15_d134e20930
geschmolzenes	w1_d134e20935
Bley,	w3_d134e20938
siedenes	w5_d134e20941
Oel,	w7_d134e20944
brennendes	w9_d134e20947
Pech	w1_d134e20952
und	w3_d134e20955
Harz,	w5_d134e20958
auch	w7_d134e20961
zusammen	w9_d134e20964
geschmolzenes	w11_d134e20967
Wax	w1_d134e20972
und	w3_d134e20975
Schwefel	w5_d134e20978
gethan,	w7_d134e20981
sodann	w9_d134e20984
er	w11_d134e20987
durch	w13_d134e20991
4.	w1_d134e20997
Pferde	w3_d134e21000
geviertheilet,	w5_d134e21003
seine	w7_d134e21006
Glieder,	w9_d134e21009
und	w11_d134e21012
Leib	w1_d134e21017
zu	w3_d134e21020
Asche	w5_d134e21023
verbrannt,	w7_d134e21026
und	w9_d134e21029
die	w11_d134e21032
Asche	w13_d134e21036
in	w15_d134e21039
den	w1_d134e21044
Wind	w3_d134e21047
geworfen	w5_d134e21050
werden;	w7_d134e21053
auch	w9_d134e21056
sollen	w11_d134e21059
alle	w13_d134e21063
seine	w1_d134e21068
bewegliche	w3_d134e21071
und	w5_d134e21074
unbewegliche	w7_d134e21077
Güter,	w9_d134e21080
wo	w1_d134e21086
sie	w3_d134e21089
immer	w5_d134e21092
ligen	w7_d134e21095
mögen,	w9_d134e21098
für	w11_d134e21101
den	w13_d134e21105
König	w15_d134e21108
confiscirt	w1_d134e21113
werden,	w3_d134e21116
und	w5_d134e21119
vor	w7_d134e21122
eben	w9_d134e21125
erwehnter	w11_d134e21128
Execution	w1_d134e21133
solle	w3_d134e21136
besagter	w5_d134e21139
Damiens	w7_d134e21142
noch	w9_d134e21145
auf	w11_d134e21148
die	w1_d134e21153
ordentliche	w3_d134e21156
und	w5_d134e21159
ausserordentliche	w7_d134e21162
Folter	w9_d134e21165
geschlagen	w1_d134e21171
werden,	w3_d134e21174
damit	w5_d134e21177
er	w7_d134e21180
seine	w9_d134e21183
Mitschul	w11_d134e21186
dige	w1_d134e21191
offenbaren	w3_d134e21194
möge.	w5_d134e21197
Ferners	w7_d134e21200
wird	w9_d134e21203
hier	w11_d134e21206
durch	w1_d134e21211
verordnet,	w3_d134e21214
daß	w5_d134e21217
das	w7_d134e21220
Haus,	w9_d134e21223
woinn	w11_d134e21226
er	w13_d134e21230
gebohren	w1_d134e21235
worden,	w3_d134e21238
abgebrochen,	w5_d134e21241
derjenige	w7_d134e21244
aber,	w1_d134e21250
dem	w3_d134e21253
es	w5_d134e21256
gehöret,	w7_d134e21259
vorher	w9_d134e21262
dessen	w11_d134e21265
ent	w13_d134e21269
schädiget,	w1_d134e21274
und	w3_d134e21277
in	w5_d134e21280
das	w7_d134e21283
künftige	w9_d134e21286
kein	w11_d134e21289
an	w13_d134e21293
deres	w1_d134e21298
Gebän	w3_d134e21301
an	w5_d134e21304
dessen	w7_d134e21307
Platz	w9_d134e21310
aufgerichtet	w11_d134e21313
werden	w1_d134e21318
solle.	w3_d134e21321
Weiters	w5_d134e21324
wird	w7_d134e21327
die	w9_d134e21330
Contumace	w11_d134e21333
gegen	w1_d134e21339
den	w3_d134e21342
Quidam,	w5_d134e21345
von	w7_d134e21348
35.	w9_d134e21351
bis	w11_d134e21354
40.	w13_d134e21358
Jahren,	w15_d134e21361
aufs	w1_d134e21366
höchste	w3_d134e21369
5.	w5_d134e21372
Schuh	w7_d134e21375
läng,	w9_d134e21378
einen	w11_d134e21381
Haarbeu	w13_d134e21385
tel,	w1_d134e21390
einen	w3_d134e21393
ziemlich	w5_d134e21396
abgenutzten	w7_d134e21399
braunen	w9_d134e21402
Rock,	w1_d134e21407
und	w3_d134e21410
einen	w5_d134e21413
ungebrämten	w7_d134e21416
Hut	w9_d134e21419
tragend,	w11_d134e21422
gut	w1_d134e21428
und	w3_d134e21431
gültig	w5_d134e21434
erkläret;	w7_d134e21437
auch	w9_d134e21440
solle	w11_d134e21443
gegen	w13_d134e21447
des	w15_d134e21450
Königs	w1_d134e21455
mörders	w3_d134e21458
Vatter,	w5_d134e21461
Bruder,	w7_d134e21464
Schwester,	w9_d134e21467
Frau,	w1_d134e21472
und	w3_d134e21475
Tochter	w5_d134e21478
rc	w7_d134e21481
künftig	w9_d134e21484
ergehen,	w11_d134e21487
was	w13_d134e21491
Rechtens	w1_d134e21496
ist.	w3_d134e21499
</p>
<p id="p10_d134e21502">
Geschehen	w1_d134e21506
in	w3_d134e21509
dem	w5_d134e21512
Parlament,	w7_d134e21515
bey	w9_d134e21518
versam	w11_d134e21521
leter	w1_d134e21526
grossen	w3_d134e21529
Cammer	w5_d134e21532
den	w7_d134e21535
26sten	w9_d134e21538
Merz	w11_d134e21541
1757.	w13_d134e21545
</p>
<head id="h4_d134e21562">
EDICT.	w1_d134e21566
</head>
<p id="p6_d134e21569">
Wir	w1_d134e21573
Burgermeister	w3_d134e21576
und	w5_d134e21579
Raht	w7_d134e21582
der	w9_d134e21585
Stadt	w11_d134e21588
Wien	w1_d134e21593
geben	w3_d134e21596
hiemit	w5_d134e21599
durch	w7_d134e21602
dieses	w9_d134e21605
offene	w11_d134e21608
Edict	w13_d134e21612
jebermäniglich	w1_d134e21617
zu	w3_d134e21620
vernehmen,	w5_d134e21623
was	w7_d134e21626
gestalten	w9_d134e21629
wer	w1_d134e21635
über	w3_d134e21638
beschehen	w5_d134e21641
schriftliches	w7_d134e21644
Anlangen,	w9_d134e21647
und	w1_d134e21652
Dienst=gehörtes	w3_d134e21655
Bitten	w5_d134e21658
des	w7_d134e21661
Sebastian	w9_d134e21664
Eyblischen	w1_d134e21669
Hrn.	w3_d134e21672
Curatoris	w5_d134e21675
ad	w7_d134e21678
lites	w9_d134e21681
unterm	w11_d134e21684
11ten	w1_d134e21689
dieses	w3_d134e21692
in	w5_d134e21695
ein	w7_d134e21698
gewöhnliches	w9_d134e21701
Licitations	w11_d134e21704
jedict	w1_d134e21710
gewilliget,	w3_d134e21713
und	w5_d134e21716
verordnet	w7_d134e21719
haben,	w9_d134e21722
daß	w11_d134e21725
die	w1_d134e21730
Eyblische	w3_d134e21733
Behausung	w5_d134e21736
auf	w7_d134e21739
