<doc id="wr_1759-12-12" attrs="word" year="1759" month="12" day="12" corpus="2">
<head id="h2_d405e4228">
Lahn=strom	w4_d405e4231
vermeinen	w84_d405e19022
19ten	w87_d405e19026
Monats=tag	w89_d405e19030
Decembris	w91_d405e19033
lauffenden	w93_d405e19037
Jahrs,	w95_d405e19040
auf	w98_d405e19044
gemeiner	w100_d405e19048
Stadt	w102_d405e19051
Rath=haus	w104_d405e19055
zu	w106_d405e19058
erscheinen	w108_d405e19061
be	w110_d405e19064
ruffen,	w113_d405e19068
wo	w115_d405e19073
entgegen	w117_d405e19076
die	w119_d405e19079
Ausbleibende	w121_d405e19082
nicht	w123_d405e19085
mehr	w125_d405e19088
gehöret,	w128_d405e19093
sondern	w130_d405e19097
ausgeschlossen	w132_d405e19100
werden	w134_d405e19103
sollen.	w136_d405e19106
</p>
<head id="h2_d405e19220">
Hanover	w4_d405e19223
25.	w6_d405e19227
Novemb.	w8_d405e19230
</head>
<p id="p4_d405e19233">
Die	w4_d405e19236
Belagerung	w6_d405e19240
von	w8_d405e19243
Münster,	w10_d405e19246
welche,	w12_d405e19249
nachdeme	w18_d405e19257
die	w20_d405e19261
Lauf=gräben	w22_d405e19264
in	w24_d405e19267
der	w26_d405e19271
Nacht	w28_d405e19274
vom	w31_d405e19278
14.	w33_d405e19282
auf	w35_d405e19285
den	w37_d405e19289
15.	w39_d405e19292
eröfnet	w41_d405e19295
worden,	w43_d405e19298
am	w45_d405e19301
16.	w48_d405e19306
ihren	w50_d405e19310
förmlichen	w52_d405e19313
Anfang	w54_d405e19316
genommen,	w56_d405e19319
hat	w59_d405e19324
in	w61_d405e19328
Zeit	w63_d405e19331
von	w65_d405e19334
fünf	w67_d405e19337
Tägen	w69_d405e19340
ihren	w71_d405e19344
Schluß	w73_d405e19347
erreicht.	w76_d405e19351
Den	w78_d405e19355
22.	w80_d405e19358
Morgens	w82_d405e19362
überbrachte	w84_d405e19365
der	w87_d405e19369
Braunschweigische	w89_d405e19373
Capitain	w91_d405e19376
Schlagen	w93_d405e19380
teufel,	w96_d405e19384
als	w98_d405e19388
Courier	w100_d405e19391
aus	w102_d405e19394
dem	w104_d405e19398
Jmhofischen	w106_d405e19401
La	w108_d405e19404
ger,	w111_d405e19408
die	w113_d405e19412
erste	w115_d405e19416
Nachricht	w117_d405e19419
davon,	w119_d405e19422
und	w121_d405e19425
gieng	w123_d405e19428
mit	w126_d405e19433
derselben	w128_d405e19437
sogleich	w130_d405e19440
weiter	w132_d405e19443
nach	w134_d405e19446
Braun	w136_d405e19449
schweig,	w139_d405e19454
und	w141_d405e19458
desselben	w143_d405e19461
Nachmittags	w145_d405e19464
lief	w147_d405e19467
durch	w149_d405e19471
den	w152_d405e19475
Bückeburgischen	w154_d405e19479
Leutenant	w156_d405e19482
Colson	w158_d405e19485
unter	w160_d405e19489
Vorreitung	w163_d405e19493
4.	w165_d405e19497
blasender	w167_d405e19500
Postillons	w169_d405e19503
die	w171_d405e19507
Be	w173_d405e19510
stättigung	w176_d405e19514
ein.	w178_d405e19518
Er	w180_d405e19521
stieg	w182_d405e19525
vor	w184_d405e19528
dem	w186_d405e19531
Haus	w188_d405e19534
des	w190_d405e19537
Hrn.	w193_d405e19542
Cammer=präsidentens	w195_d405e19546
von	w197_d405e19549
Münchhau	w199_d405e19552
sen	w202_d405e19556
ab,	w204_d405e19561
und	w206_d405e19564
bekame	w208_d405e19567
60.	w210_d405e19570
Pistolen	w212_d405e19573
zum	w214_d405e19576
Bo	w216_d405e19580
ten=brod.	w219_d405e19584
Laut	w221_d405e19588
seines	w223_d405e19591
Berichts,	w225_d405e19594
hat	w227_d405e19598
die	w229_d405e19601
in	w231_d405e19604
2500.	w234_d405e19608
Mann	w236_d405e19612
bestandene	w238_d405e19616
Französische	w240_d405e19619
Be	w242_d405e19622
satzung,	w245_d405e19626
die	w247_d405e19630
sich	w249_d405e19634
sowol	w251_d405e19637
währender	w253_d405e19640
Bloquade,	w255_d405e19643
als	w258_d405e19647
der	w260_d405e19652
Belagerung	w262_d405e19655
selbst,	w264_d405e19658
überaus	w266_d405e19661
tapfer	w268_d405e19664
gehalten,	w271_d405e19669
einen	w273_d405e19673
freyen	w275_d405e19676
Abzug	w277_d405e19679
erhalten,	w279_d405e19682
das	w281_d405e19685
schwere	w284_d405e19690
Geschütz	w286_d405e19694
aber	w288_d405e19697
nebst	w290_d405e19700
dem	w292_d405e19703
starken	w294_d405e19707
Vorrat	w297_d405e19711
Amunition	w299_d405e19715
zurück	w301_d405e19718
lassen	w303_d405e19721
müssen.	w305_d405e19725
Die	w308_d405e19729
Einnahme	w310_d405e19733
dieser	w312_d405e19736
Stadt	w314_d405e19739
und	w316_d405e19743
Fe	w318_d405e19746
stung	w321_d405e19750
ist	w323_d405e19754
desto	w325_d405e19757
wichtiger,	w327_d405e19761
als	w329_d405e19764
dadurch	w331_d405e19767
unsere	w333_d405e19770
Winter=quartiere	w336_d405e19774
im	w338_d405e19779
Münsterischen	w340_d405e19782
und	w342_d405e19785
Osnabrückischen	w345_d405e19789
gesichert	w347_d405e19793
werden.	w349_d405e19797
Der	w351_d405e19800
Erb=prinz	w354_d405e19804
von	w356_d405e19808
Braunschweig	w358_d405e19811
hat	w360_d405e19815
die	w362_d405e19818
Be	w364_d405e19821
lagerung	w367_d405e19825
commandiret,	w369_d405e19829
der	w371_d405e19833
Generalleute	w373_d405e19836
nant	w376_d405e19840
von	w378_d405e19844
Jmbof	w380_d405e19847
aber	w382_d405e19851
bedeckt.	w384_d405e19854
Jn	w386_d405e19857
denen	w388_d405e19860
Braunschweigischen	w391_d405e19864
Landen	w393_d405e19869
werden	w395_d405e19872
300.	w397_d405e19875
Hussaren	w400_d405e19879
angeworben,	w402_d405e19883
die	w404_d405e19887
unsere	w406_d405e19890
aber	w408_d405e19893
mit	w410_d405e19896
4.	w413_d405e19900
Compagnien,	w415_d405e19905
ingleichen	w417_d405e19908
die	w419_d405e19911
Freytagische	w421_d405e19914
Stockhausisch	w424_d405e19918
und	w426_d405e19923
Scheitherische	w428_d405e19926
Jäger	w430_d405e19929
mi	w432_d405e19932
einigen	w435_d405e19936
hundert	w437_d405e19941
Mann	w439_d405e19944
Cavallerie	w441_d405e19947
vermehret.	w443_d405e19950
</p>
<head id="h2_d405e19956">
Capitulations=puncte	w4_d405e19959
der	w6_d405e19963
Stadt	w8_d405e19966
und	w11_d405e19970
Citadelle	w13_d405e19975
von	w15_d405e19978
Münster.	w17_d405e19981
</head>
<p id="p4_d405e19984">
Art.	w4_d405e19987
1.	w6_d405e19991
Die	w8_d405e19994
Garnison	w10_d405e19997
wird	w12_d405e20000
mit	w14_d405e20004
allen	w16_d405e20007
Kriegs=ehren=zeichen,	w19_d405e20011
und	w21_d405e20015
4.	w23_d405e20018
bedeckten	w25_d405e20022
Wä	w27_d405e20025
gen	w30_d405e20029
ausziehen.	w32_d405e20033
Zugestanden,	w34_d405e20036
als	w36_d405e20040
ein	w38_d405e20043
Zei	w40_d405e20046
chen	w43_d405e20050
meiner	w45_d405e20054
Hochachtung	w47_d405e20058
für	w49_d405e20061
den	w51_d405e20064
Herrn	w53_d405e20067
Gayon	w56_d405e20071
und	w58_d405e20076
die	w60_d405e20079
Garnison.	w62_d405e20082
</p>
<p id="p6_d405e20085">
Art.	w4_d405e20088
2.	w6_d405e20092
Die	w8_d405e20095
kranke	w10_d405e20098
Officiers	w12_d405e20101
und	w14_d405e20105
Solda	w16_d405e20108
ten	w19_d405e20112
können	w21_d405e20116
bis	w23_d405e20119
zu	w25_d405e20123
ihrer	w27_d405e20126
völligen	w29_d405e20129
Genesung	w31_d405e20132
in	w34_d405e20136
der	w36_d405e20141
Stadt	w38_d405e20144
bleiben,	w40_d405e20147
und	w42_d405e20150
man	w44_d405e20153
wird	w46_d405e20156
für	w48_d405e20160
die	w50_d405e20163
selbe	w53_d405e20167
die	w55_d405e20171
nöhtige	w57_d405e20174
Vorsorge	w59_d405e20178
tragen.	w61_d405e20181
Zu	w63_d405e20184
dem	w65_d405e20187
Ende	w68_d405e20191
kan	w70_d405e20196
ein	w72_d405e20199
Medicus,	w74_d405e20202
etliche	w76_d405e20205
Feld=scheerer,	w78_d405e20208
und	w81_d405e20213
andere	w83_d405e20217
dergleichen	w85_d405e20220
Personen	w87_d405e20223
da	w89_d405e20226
bleiben,	w91_d405e20229
und	w94_d405e20234
den	w96_d405e20238
nämlichen	w98_d405e20241
Vortheil	w100_d405e20244
wie	w102_d405e20247
die	w104_d405e20251
Garni	w106_d405e20254
son	w109_d405e20258
zu	w111_d405e20262
geniessen	w113_d405e20265
haben.	w115_d405e20269
"Zugestanden.	w117_d405e20272
</p>
<p id="p8_d405e20275">
Art.	w4_d405e20278
3.	w6_d405e20282
Die	w8_d405e20285
Garnison	w10_d405e20288
soll	w12_d405e20291
unter	w14_d405e20295
Escor	w16_d405e20298
te	w19_d405e20302
und	w21_d405e20306
in	w23_d405e20309
aller	w25_d405e20313
Sicherheit	w27_d405e20316
den	w29_d405e20319
nächsten	w31_d405e20322
Die	w34_d405e20326
Weeg	w37_d405e20332
nach	w39_d405e20336
Wesel	w41_d405e20339
gebracht	w43_d405e20342
werden.	w45_d405e20345
Garnison	w48_d405e20350
soll	w50_d405e20354
über	w52_d405e20357
Coesfeld,	w54_d405e20360
Gemen,	w56_d405e20363
Bo	w58_d405e20367
cholt	w61_d405e20371
und	w63_d405e20375
Rees	w65_d405e20378
nach	w67_d405e20381
Wesel	w69_d405e20385
gehen,	w71_d405e20388
und	w73_d405e20391
den	w75_d405e20394
ersten	w78_d405e20398
Tag	w80_d405e20403
bis	w82_d405e20406
Coesfeld	w84_d405e20409
marschiren.	w86_d405e20412
</p>
<p id="p10_d405e20415">
Art.	w4_d405e20418
4.	w6_d405e20422
Es	w8_d405e20425
werden	w10_d405e20428
zu	w12_d405e20431
dem	w14_d405e20435
Ende	w16_d405e20438
die	w18_d405e20441
nöh	w20_d405e20444
tige	w23_d405e20448
Fuhren	w25_d405e20453
und	w27_d405e20456
Reit=pferde	w29_d405e20459
für	w31_d405e20462
die	w33_d405e20465
Officiers	w35_d405e20468
und	w38_d405e20473
deren	w40_d405e20477
Equipagen	w42_d405e20480
geliefert	w44_d405e20483
werden.	w46_d405e20486
"Man	w49_d405e20491
wird	w51_d405e20495
zu	w53_d405e20498
dem	w55_d405e20501
Ende,	w57_d405e20504
so	w59_d405e20508
viel	w61_d405e20511
als	w63_d405e20514
möglich,	w65_d405e20517
fourniren.	w68_d405e20521
</p>
<p id="p12_d405e20526">
rages	w4_d405e20529
empldirte	w6_d405e20533
Personen	w8_d405e20536
ziehen	w10_d405e20539
mit	w12_d405e20542
der	w14_d405e20546
Garnison	w17_d405e20550
aus,	w19_d405e20554
und	w21_d405e20557
wann	w23_d405e20560
einige	w25_d405e20564
davon	w27_d405e20567
noch	w29_d405e20570
in	w32_d405e20574
dem	w34_d405e20578
Platz	w36_d405e20582
Geschäfte	w38_d405e20585
haben,	w40_d405e20588
stehet	w42_d405e20591
ihnen	w44_d405e20594
frey	w47_d405e20599
bis	w49_d405e20603
zu	w51_d405e20606
deren	w53_d405e20609
Endigung	w55_d405e20612
da	w57_d405e20615
zu	w59_d405e20619
bleiben.	w61_d405e20622
"Zugestanden.	w64_d405e20626
Art	w67_d405e20631
6.	w69_d405e20635
Es	w71_d405e20639
wird	w73_d405e20642
ein	w75_d405e20645
Kriegs=commissarius	w77_d405e20648
da	w80_d405e20652
bleiben,	w82_d405e20657
um	w84_d405e20660
die	w86_d405e20663
den	w88_d405e20666
Königl.	w90_d405e20669
Dienst	w92_d405e20672
betref	w94_d405e20676
fende	w97_d405e20680
Sachen	w99_d405e20684
in	w101_d405e20687
Ordnung	w103_d405e20690
zu	w105_d405e20694
bringen.	w107_d405e20697
Zu	w109_d405e20700
</p>
<list id="l14_d405e20703">
Art.	w5_d405e20706
5.	w7_d405e20710
Alle	w9_d405e20713
bey	w11_d405e20716
denen	w13_d405e20719
Vivres	w15_d405e20723
und	w17_d405e20726
Fou	w19_d405e20729
gestanden.	w22_d405e20733
</list>
<list id="l20_d405e20751">
.	w5_d405e20754
Swi	w7_d405e20758
der	w10_d405e20762
Gar	w12_d405e20766
den	w15_d405e20771
Zeit	w17_d405e20775
zugestanden,	w19_d405e20778
die	w21_d405e20781
nöhtige	w23_d405e20784
Anstalten	w25_d405e20788
zu	w28_d405e20792
ihrer	w30_d405e20796
Abreise	w32_d405e20799
vorzukehren."Die	w34_d405e20802
Garni	w36_d405e20806
son	w39_d405e20810
muß	w41_d405e20814
den	w43_d405e20817
22.	w45_d405e20820
ausziehen.”	w47_d405e20824
Art.	w50_d405e20828
8.	w52_d405e20832
Alle	w54_d405e20835
Artickel	w56_d405e20838
gegenwärtiger	w58_d405e20842
Ca	w60_d405e20845
pitulation	w63_d405e20849
sollen	w65_d405e20853
bona	w67_d405e20856
fide	w69_d405e20860
ohne	w71_d405e20863
einige	w73_d405e20866
Ge	w75_d405e20869
"Verstehet	w78_d405e20873
sich	w80_d405e20878
fährde	w83_d405e20882
vollzogen	w85_d405e20886
werden.	w87_d405e20889
von	w96_d405e20900
selbsten	w98_d405e20904
.	w101_d405e20908
Art.	w104_d405e20914
9.	w106_d405e20918
Se.	w108_d405e20921
Excell.	w110_d405e20924
der	w112_d405e20927
regierende	w114_d405e20931
Hr.	w116_d405e20934
Graf	w119_d405e20938
werden	w121_d405e20942
von	w123_d405e20945
der	w125_d405e20949
Regierung	w127_d405e20952
und	w129_d405e20955
dem	w131_d405e20958
Raht	w134_d405e20962
zu	w136_d405e20967
Münster	w138_d405e20970
gebetten,	w140_d405e20973
des	w142_d405e20976
PrinzensFer	w144_d405e20979
dinand	w147_d405e20984
von	w149_d405e20988
Braunschweig	w151_d405e20991
Durchl.	w153_d405e20994
zu	w155_d405e20997
bewe	w157_d405e21000
gen,	w160_d405e21005
ihnen	w162_d405e21009
ihren	w164_d405e21012
Ehren=stand	w166_d405e21015
und	w168_d405e21018
Privilegien	w170_d405e21022
vermög	w173_d405e21026
der	w175_d405e21030
Convention	w177_d405e21033
vom	w179_d405e21036
26.	w181_d405e21040
Martii	w183_d405e21043
1758.	w186_d405e21047
aufrecht	w188_d405e21051
zu	w190_d405e21054
erhalten.	w192_d405e21058
Man	w194_d405e21061
wird	w196_d405e21064
diese	w199_d405e21068
Bitte	w201_d405e21072
der	w203_d405e21076
Regierung	w205_d405e21079
an	w207_d405e21082
Se.	w209_d405e21085
Durchl.	w211_d405e21088
gelängen	w217_d405e21096
lassen.	w219_d405e21100
</list>
<p id="p22_d405e21104">
Alle	w4_d405e21107
Artillerie	w6_d405e21111
sowol,	w8_d405e21114
als	w10_d405e21117
alle	w12_d405e21120
Gattun	w14_d405e21124
gen	w17_d405e21128
von	w19_d405e21132
Munition	w21_d405e21135
müssen	w23_d405e21138
getreulich	w25_d405e21142
an	w27_d405e21145
die	w29_d405e21148
dazu	w32_d405e21152
verordnete	w34_d405e21156
Commissarivs	w36_d405e21160
überliefert	w38_d405e21163
werden.	w41_d405e21167
Eben	w43_d405e21171
so	w45_d405e21174
müssen	w47_d405e21178
die	w49_d405e21181
Minen,	w51_d405e21184
ohne	w53_d405e21187
etwas	w56_d405e21191
zu	w58_d405e21196
hinterhalten,	w60_d405e21199
entdeckt	w62_d405e21202
werden.	w64_d405e21205
Die	w67_d405e21209
Kriegs=gefangene	w69_d405e21214
von	w71_d405e21217
denen	w73_d405e21220
alliirten	w75_d405e21223
Trupen,	w78_d405e21227
im	w80_d405e21232
Fall	w82_d405e21235
deren	w84_d405e21238
zu	w86_d405e21241
Münden	w88_d405e21244
befindlich,	w90_d405e21247
und	w93_d405e21252
noch	w95_d405e21256
nicht	w97_d405e21259
ausgewechselt	w99_d405e21262
wären,	w101_d405e21265
müssen	w103_d405e21269
herausgegeben	w106_d405e21273
werden.	w108_d405e21277
Wilkinhegge,	w111_d405e21281
den	w113_d405e21285
20.	w115_d405e21289
Nov.	w117_d405e21292
1759.	w119_d405e21295
</p>
<p id="p26_d405e21363">
Den	w4_d405e21366
7.	w6_d405e21370
8.	w8_d405e21373
und	w10_d405e21376
9.	w12_d405e21379
künftigen	w14_d405e21383
Monats	w16_d405e21386
Januarii	w19_d405e21390
1760.	w22_d405e21395
wird	w24_d405e21399
die	w26_d405e21403
zu	w28_d405e21406
dem	w30_d405e21409
Burger=spital	w32_d405e21412
nach	w34_d405e21415
Tuln	w36_d405e21418
dienstbar	w39_d405e21423
und	w41_d405e21427
unterthänig	w43_d405e21430
Gererstorferische	w45_d405e21433
Mühl	w47_d405e21436
zu	w50_d405e21441
Neusidl	w52_d405e21445
am	w54_d405e21448
Tulner=feld	w56_d405e21451
an	w58_d405e21454
der	w60_d405e21458
Perschling	w62_d405e21461
gelegen,	w65_d405e21465
mit	w67_d405e21469
4.	w69_d405e21472
Gäng	w71_d405e21476
und	w73_d405e21479
einer	w75_d405e21482
Walch	w77_d405e21485
verse	w79_d405e21488
hen,	w82_d405e21493
worzu	w84_d405e21497
9.	w86_d405e21500
Joch	w88_d405e21503
Aecker,	w90_d405e21506
und	w92_d405e21509
3.	w94_d405e21513
Gärten,	w96_d405e21516
nebst	w99_d405e21520
aller	w101_d405e21524
Einrichtung	w103_d405e21527
und	w105_d405e21531
Haus=mobilien,	w107_d405e21534
dann	w109_d405e21537
Vieh	w112_d405e21541
und	w114_d405e21545
anderer	w116_d405e21549
Bauern=einrichtung;	w118_d405e21552
wie	w120_d405e21555
nicht	w123_d405e21559
weniger	w125_d405e21563
ein	w127_d405e21567
Bauern=hof	w129_d405e21570
zu	w131_d405e21573
gedachtem	w133_d405e21576
Neu	w135_d405e21579
sidl,	w138_d405e21584
worein	w140_d405e21588
12.	w142_d405e21591
Joch	w144_d405e21594
Aecker	w146_d405e21597
gehörig,	w148_d405e21600
dann	w150_d405e21604
andere	w153_d405e21608
viele	w155_d405e21612
Uberländ=äcker,	w157_d405e21615
Wismathen,	w159_d405e21618
Wal	w161_d405e21622
dungen,	w164_d405e21626
und	w166_d405e21630
ein	w168_d405e21633
Keller	w170_d405e21636
in	w172_d405e21640
Judenau	w174_d405e21643
gelegen,	w176_d405e21646
nebst	w179_d405e21650
Wein	w181_d405e21654
und	w183_d405e21658
Fässern,	w185_d405e21661
einer	w187_d405e21664
Preß,	w189_d405e21667
und	w191_d405e21670
lös	w193_d405e21673
geschirr,	w196_d405e21678
auch	w198_d405e21682
anderer	w200_d405e21685
Keller=einrichtung	w202_d405e21688
lici	w204_d405e21691
tands	w207_d405e21696
dem	w209_d405e21700
Meistbietenden	w211_d405e21703
entweder	w213_d405e21706
Stuck=weis,	w215_d405e21709
oder	w218_d405e21714
alles	w220_d405e21718
zusammen	w222_d405e21721
nach	w224_d405e21724
Belieben	w226_d405e21727
verkauft;	w228_d405e21731
</p>
<p id="p28_d405e21734">
wer	w7_d405e21740
demnach	w9_d405e21744
Lust	w11_d405e21747
traget,	w13_d405e21751
diese	w15_d405e21754
Mühl	w17_d405e21757
oder	w19_d405e21760
Grund	w21_d405e21763
stück	w24_d405e21768
und	w26_d405e21772
Effecten	w28_d405e21775
zu	w30_d405e21778
kauffen,	w32_d405e21781
der	w34_d405e21784
hat	w36_d405e21788
sich	w38_d405e21791
an	w40_d405e21794
obbe	w42_d405e21797
stimmten	w45_d405e21801
Tägen	w47_d405e21806
zu	w49_d405e21809
Neusidl	w51_d405e21812
am	w53_d405e21815
Tulner=feld	w55_d405e21818
in	w57_d405e21821
der	w60_d405e21826
Gererstorferischen	w62_d405e21830
Mühl	w64_d405e21833
fruh	w66_d405e21836
um	w68_d405e21839
9.	w70_d405e21843
Uhr	w72_d405e21846
ein	w74_d405e21849
zufinden,	w77_d405e21853
und	w79_d405e21857
der	w81_d405e21861
Licitation	w83_d405e21864
abzuwarten.	w85_d405e21867
A	w88_d405e21871
</p>
<p id="p30_d405e21875">
Den	w4_d405e21878
17.	w6_d405e21882
eingehenden	w8_d405e21885
Monats	w10_d405e21888
Januarii	w12_d405e21891
1760	w14_d405e21895
wird	w17_d405e21899
die	w19_d405e21903
Weinhardisch=auf	w21_d405e21906
der	w23_d405e21909
Penzinger=strassen	w25_d405e21913
wisser	w28_d405e21917
der	w30_d405e21921
Maria=hülfer=linie	w32_d405e21924
ligend	w34_d405e21927
und	w36_d405e21931
zum	w38_d405e21934
Reichs=apfel	w41_d405e21938
genanute	w43_d405e21942
Behausung	w45_d405e21945
bey	w47_d405e21949
dem	w49_d405e21952
Bur	w51_d405e21955
ger=spital=grund=buch	w54_d405e21959
Vormittag	w56_d405e21963
um	w58_d405e21967
9.	w60_d405e21970
Uhr	w62_d405e21973
in	w65_d405e21977
der	w67_d405e21981
Grund=stuben	w69_d405e21985
licitando	w71_d405e21988
verkauffet;	w73_d405e21991
wer	w75_d405e21994
also	w78_d405e21998
sothane	w80_d405e22003
Behausung	w82_d405e22006
käuflichen	w84_d405e22009
an	w86_d405e22012
sich	w88_d405e22015
zu	w90_d405e22018
brin	w92_d405e22022
gen	w95_d405e22026
gedenket,	w97_d405e22030
der	w99_d405e22033
hat	w101_d405e22036
sich	w103_d405e22040
an	w105_d405e22043
obbemeldeten	w107_d405e22046
Ort	w109_d405e22049
und	w111_d405e22052
Stund	w114_d405e22057
anzumelden.	w116_d405e22061
</p>
<p id="p32_d405e22067">
Es	w4_d405e22070
wird	w6_d405e22074
hiemit	w8_d405e22077
jedermänniglich	w10_d405e22080
kund	w12_d405e22083
und	w14_d405e22087
zu	w16_d405e22090
wissen	w19_d405e22094
gemacht,	w21_d405e22098
was	w23_d405e22101
gestalten	w25_d405e22105
die	w27_d405e22108
dem	w29_d405e22111
Lorenz	w31_d405e22114
Mechtler,	w34_d405e22118
Bugerl.	w36_d405e22123
Wets=gärber	w38_d405e22126
angehörig	w40_d405e22129
zu	w42_d405e22132
Stockerau	w45_d405e22136
gelegene	w47_d405e22141
Behausung	w49_d405e22144
samt	w51_d405e22147
der	w53_d405e22150
Weis	w55_d405e22153
gärber=profeßion,	w58_d405e22158
und	w60_d405e22162
vorhandenen	w62_d405e22165
Werk=zeug	w64_d405e22168
verkauffet	w67_d405e22172
werden	w69_d405e22177
werde;	w71_d405e22180
wer	w73_d405e22183
demnach	w75_d405e22186
solche	w77_d405e22189
zu	w80_d405e22194
erkauffen	w82_d405e22198
gesinnet,	w84_d405e22201
der	w86_d405e22204
hat	w88_d405e22207
sich	w90_d405e22210
auf	w92_d405e22214
den	w94_d405e22217
22.	w96_d405e22220
Dec.	w98_d405e22223
fruh	w101_d405e22227
um	w103_d405e22232
8.	w105_d405e22235
Uhr	w107_d405e22238
auf	w109_d405e22241
dem	w111_d405e22244
Rahk=haus	w113_d405e22247
zu	w115_d405e22251
Sto	w117_d405e22254
ckerau	w120_d405e22258
behörig	w122_d405e22262
zu	w124_d405e22265
melden.	w126_d405e22269
</p>
<p id="p34_d405e22272">
Auf	w4_d405e22275
einer	w6_d405e22279
Hochlöbl.	w8_d405e22282
N.	w10_d405e22285
Oe.	w12_d405e22288
Regierung	w14_d405e22292
ge	w16_d405e22295
schöpften	w19_d405e22299
Verlaß	w21_d405e22303
wird	w23_d405e22306
hiemit	w25_d405e22310
von	w27_d405e22313
N.	w29_d405e22316
Richter	w31_d405e22319
und	w34_d405e22323
Raht	w36_d405e22328
des	w38_d405e22331
Markts	w40_d405e22334
Himberg	w42_d405e22337
jedermänniglich	w44_d405e22340
kund	w47_d405e22345
und	w49_d405e22349
zu	w51_d405e22352
wissen	w53_d405e22355
gemacht,	w55_d405e22358
wasgestalten	w57_d405e22361
des	w59_d405e22365
alhiesig=Burgerl.	w62_d405e22369
Fleischhacker=meisters	w64_d405e22373
Johann	w66_d405e22376
Schuester,	w69_d405e22380
eigentumliche	w71_d405e22385
Behausung,	w73_d405e22388
samt	w75_d405e22391
de	w77_d405e22394
reu	w80_d405e22398
chierzu	w82_d405e22403
gehörigen	w84_d405e22406
4.	w86_d405e22409
ordinari	w88_d405e22412
Haus=gründen,	w90_d405e22415
dann	w93_d405e22420
24.	w95_d405e22424
ein	w97_d405e22427
Viertel	w99_d405e22430
Joch	w101_d405e22433
Ueberländ=äckern,	w103_d405e22436
ein	w105_d405e22440
Viertel	w108_d405e22444
Wein=garten,	w110_d405e22448
so	w112_d405e22451
derzeit	w114_d405e22454
ein	w116_d405e22458
Acker,	w118_d405e22461
und	w121_d405e22465
mitverbauten	w123_d405e22469
Wein=keller,	w125_d405e22472
nebst	w127_d405e22476
einer	w129_d405e22479
Eis	w131_d405e22482
gruben	w134_d405e22486
dem	w136_d405e22490
Meistbietenden	w138_d405e22494
zu	w140_d405e22497
verkauffen	w142_d405e22500
seye;	w144_d405e22503
wer	w147_d405e22507
nun	w149_d405e22512
all	w151_d405e22515
dieses	w153_d405e22518
käuflich	w155_d405e22521
an	w157_d405e22524
sich	w159_d405e22527
zu	w161_d405e22531
bringen	w163_d405e22534
gedenket	w166_d405e22538
,	w169_d405e22543
auch	w171_d405e22547
allenfalls	w173_d405e22551
solche	w175_d405e22554
Behausung	w177_d405e22557
samt	w179_d405e22560
obigen	w182_d405e22564
Gründen	w185_d405e22570
ein	w187_d405e22574
gelernter	w189_d405e22577
Fleischhacker	w191_d405e22580
zu	w193_d405e22583
erkauffen	w196_d405e22588
willens,	w198_d405e22592
wird	w200_d405e22595
ihme	w202_d405e22598
auch	w204_d405e22601
das	w206_d405e22605
Fleisch	w208_d405e22608
hacker=gewerb	w211_d405e22612
gegen	w213_d405e22616
einem	w215_d405e22619
all=jährlichen	w217_d405e22623
Bank	w219_d405e22626
bestand	w222_d405e22630
ertheilet	w224_d405e22634
werden,	w226_d405e22637
derjenige	w228_d405e22641
hät	w230_d405e22644
sich	w232_d405e22647
auf	w234_d405e22650
dem	w237_d405e22654
22.	w239_d405e22659
Decemb.	w241_d405e22662
dies	w243_d405e22665
Jahrs	w245_d405e22668
fruh	w247_d405e22671
um	w249_d405e22674
9.	w251_d405e22678
Uhr	w253_d405e22681
auf	w256_d405e22685
dem	w258_d405e22689
Markt	w260_d405e22692
Himbergischen	w262_d405e22696
Raht=haus	w264_d405e22699
ein	w266_d405e22702
und	w269_d405e22706
der	w271_d405e22710
gewöhnlichen	w273_d405e22714
Licitation	w275_d405e22717
bey	w277_d405e22720
zufinden	w280_d405e22724
zuwohnen.	w283_d405e22729
Actum	w285_d405e22734
Markt	w287_d405e22737
Himberg	w289_d405e22740
den	w291_d405e22743
3.	w293_d405e22746
De	w295_d405e22749
cembris	w298_d405e22754
72.	w301_d405e22759
</p>
<p id="p36_d405e22764">
Donnerstag	w4_d405e22767
den	w6_d405e22771
15.	w8_d405e22774
dieses	w10_d405e22777
lauffenden	w12_d405e22780
Monat	w14_d405e22784
Decembris	w17_d405e22788
werden,	w19_d405e22792
in	w21_d405e22795
dem	w23_d405e22798
Spittel=haus	w25_d405e22802
am	w28_d405e22806
neuen	w30_d405e22810
Markt	w32_d405e22813
im	w34_d405e22816
ersten	w36_d405e22820
Stock	w38_d405e22823
verschiedene	w40_d405e22826
Verlassenschafts=efferten,	w43_d405e22830
bestehend	w45_d405e22834
in	w47_d405e22838
silbernen	w49_d405e22841
Nacht=zeug=tischen,	w52_d405e22845
Aufsätzen,	w54_d405e22849
Messer	w56_d405e22852
und	w58_d405e22856
Löffeln,	w60_d405e22859
goldenen	w63_d405e22863
Uhren,	w65_d405e22867
Tabbatieren,	w67_d405e22870
und	w69_d405e22874
anderen	w71_d405e22877
Pre-	w73_d405e22880
Pipsis,	w76_d405e22884
dann	w78_d405e22888
Manns=kleidern,	w80_d405e22892
und	w82_d405e22895
Wäsch	w84_d405e22898
Vor	w86_d405e22901
mittag	w89_d405e22905
von	w91_d405e22910
9.	w93_d405e22913
