<doc id="wr_1762-06-12" attrs="word" year="1762" month="06" day="12" corpus="2">
<head id="h2_d664e3095">
Monte=Christo,	w1_d664e3099
des	w5_d664e17515
Salz=grieß	w7_d664e17518
gelegenen	w9_d664e17521
Dorfin	w11_d664e17524
gerischen	w1_d664e17529
Behausung,	w3_d664e17532
worauf	w5_d664e17535
die	w7_d664e17538
Bierschänk	w9_d664e17541
</p>
<p id="p42_d664e17544">
gerechtigkeit	w1_d664e17548
raticiret	w3_d664e17551
ist,	w5_d664e17554
eum	w7_d664e17557
Appertinentiis	w9_d664e17560
an	w11_d664e17563
Seiten	w1_d664e17568
des	w3_d664e17571
Löbl.	w5_d664e17574
Grund=gerichts	w7_d664e17577
unser	w9_d664e17580
lieben	w11_d664e17583
Frauen	w1_d664e17588
zun	w3_d664e17591
Schotten	w5_d664e17594
besage	w7_d664e17597
deren	w9_d664e17600
affigirten	w11_d664e17603
Li	w13_d664e17607
citations=edicten	w1_d664e17613
eine	w3_d664e17616
Erforderung	w5_d664e17619
auf	w7_d664e17622
den	w9_d664e17625
7.	w11_d664e17628
künftigen	w1_d664e17633
Monats	w3_d664e17636
Julii	w5_d664e17639
anberaumet,	w7_d664e17642
als	w9_d664e17645
wer	w11_d664e17648
den	w1_d664e17653
all	w3_d664e17656
diejenige,	w5_d664e17659
so	w7_d664e17662
erdeute	w9_d664e17665
Behausung	w11_d664e17668
cum	w13_d664e17672
Ap-	w15_d664e17675
pertinentiis	w1_d664e17680
käuflich	w3_d664e17683
an	w5_d664e17686
sich	w7_d664e17689
zu	w9_d664e17692
bringen	w11_d664e17695
gedenken,	w13_d664e17699
an	w1_d664e17705
bestimmtem	w3_d664e17708
Tag	w5_d664e17711
fruh	w7_d664e17714
um	w9_d664e17717
9.	w11_d664e17720
Uhr	w13_d664e17724
bey	w15_d664e17727
erwehn	w17_d664e17730
tem	w1_d664e17735
Grund=gericht	w3_d664e17738
zu	w5_d664e17741
erscheinen	w7_d664e17744
belieben,	w9_d664e17747
allwo	w11_d664e17750
mit	w1_d664e17755
dem	w3_d664e17758
vorkommenden	w5_d664e17761
Meistbietenden	w7_d664e17764
der	w9_d664e17767
Kauf	w11_d664e17770
um	w1_d664e17775
ersagte	w3_d664e17778
Behausung	w5_d664e17781
ex	w7_d664e17784
officio	w9_d664e17787
geschlossen,	w11_d664e17790
und	w13_d664e17794
gegen	w1_d664e17800
baaren	w3_d664e17803
Erlag	w5_d664e17806
des	w7_d664e17809
tractirenden	w9_d664e17812
Kaufschil	w11_d664e17815
lings	w1_d664e17820
käuflichen	w3_d664e17823
überlassen	w5_d664e17826
werden	w7_d664e17829
wird.	w9_d664e17832
</p>
<p id="p44_d664e17835">
Von	w1_d664e17839
der	w3_d664e17842
Kaiserl.	w5_d664e17845
Königl.	w7_d664e17848
N.	w9_d664e17851
Oe.	w11_d664e17854
Regierung	w13_d664e17858
wegen	w1_d664e17863
wird	w3_d664e17866
mit	w5_d664e17869
gegenwärtig	w7_d664e17872
offenem	w9_d664e17875
Edict	w11_d664e17878
denen	w13_d664e17882
ihres	w1_d664e17887
Aufenthalts	w3_d664e17890
halber	w5_d664e17893
unwissenden	w7_d664e17896
Creditoren	w9_d664e17899
benanntlich	w1_d664e17905
Justina	w3_d664e17908
Catharina	w5_d664e17911
Fuchsin,	w7_d664e17914
vorhin	w9_d664e17917
Fischbacherin,	w1_d664e17922
Anna	w3_d664e17925
Maria	w5_d664e17928
Böheimin,	w7_d664e17931
Johann	w9_d664e17934
Albrecht,	w1_d664e17939
und	w3_d664e17942
Leopold	w5_d664e17945
Anton	w7_d664e17948
Strasser,	w9_d664e17951
allenfalls	w11_d664e17954
derenselben	w1_d664e17959
Erben,	w3_d664e17962
Ceßionarien,	w5_d664e17965
oder	w7_d664e17968
sonst	w9_d664e17971
Theil	w11_d664e17974
nehmenden,	w1_d664e17980
und	w3_d664e17983
deme	w5_d664e17986
daran	w7_d664e17989
gelegen,	w9_d664e17992
hiermit	w11_d664e17995
kund	w13_d664e17999
und	w1_d664e18004
zu	w3_d664e18007
wissen	w5_d664e18010
gemacht:	w7_d664e18013
Es	w9_d664e18016
habe	w11_d664e18019
Regierung	w13_d664e18023
auf	w15_d664e18026
Anlangen	w1_d664e18031
des	w3_d664e18034
gerichtlich	w5_d664e18037
verordnet	w7_d664e18040
Settenlande	w9_d664e18043
rischen	w1_d664e18048
Curatoris	w3_d664e18051
ad	w5_d664e18054
lites	w7_d664e18057
D.	w9_d664e18060
Lang	w11_d664e18063
eine	w13_d664e18067
Liquidi	w15_d664e18070
rungs=tagsatzung	w1_d664e18076
angeordnet,	w3_d664e18079
und	w5_d664e18082
hierzu	w7_d664e18085
den	w9_d664e18088
14	w11_d664e18091
künftigen	w1_d664e18096
Monats	w3_d664e18099
Jnlii	w5_d664e18102
Nachmittag	w7_d664e18105
um	w9_d664e18108
4.	w11_d664e18111
Uhr	w13_d664e18115
bestimmet.	w1_d664e18120
Solchemnach	w3_d664e18123
werden	w5_d664e18126
die	w7_d664e18129
gleich	w9_d664e18132
Ein	w11_d664e18135
gangs	w1_d664e18140
benannt=Settenlanderische	w3_d664e18143
Creditores,	w5_d664e18146
al	w7_d664e18149
lenfalls	w1_d664e18155
derenselben	w3_d664e18158
Erben,	w5_d664e18161
Ceßionarien,	w7_d664e18164
oder	w9_d664e18167
son	w11_d664e18170
sten	w1_d664e18175
Theilnehmende	w3_d664e18178
also	w5_d664e18181
gewiß	w7_d664e18184
auf	w9_d664e18187
obbesagten	w11_d664e18190
Tag	w1_d664e18195
und	w3_d664e18198
Stund	w5_d664e18201
vor	w7_d664e18204
Regierung	w9_d664e18207
in	w11_d664e18210
der	w13_d664e18214
zu	w15_d664e18217
die	w17_d664e18220
sem	w1_d664e18225
Ende	w3_d664e18228
offen	w5_d664e18231
haltenden	w7_d664e18234
Commißions=stuber	w9_d664e18237
zu	w1_d664e18243
erscheinen,	w3_d664e18246
und	w5_d664e18249
ihre	w7_d664e18252
an	w9_d664e18255
die	w11_d664e18258
Settenlanderische	w13_d664e18262
Cridä=massam	w1_d664e18267
stellende	w3_d664e18270
Anforderungen	w5_d664e18273
behörig	w7_d664e18276
zu	w9_d664e18279
liquidiren	w1_d664e18284
haben,	w3_d664e18287
wie	w5_d664e18290
im	w7_d664e18293
widrigen	w9_d664e18296
die	w11_d664e18299
nicht	w13_d664e18303
Er	w15_d664e18306
scheinende	w1_d664e18311
oder	w3_d664e18314
nicht	w5_d664e18317
Liquidirende	w7_d664e18320
von	w9_d664e18323
gleich	w11_d664e18326
ge	w13_d664e18330
dachter	w1_d664e18336
Concurs=massa	w3_d664e18339
gänzlich	w5_d664e18342
ausgeschlossen,	w7_d664e18345
und	w1_d664e18350
die	w3_d664e18353
diesfällige	w5_d664e18356
Repartition	w7_d664e18359
zwischen	w9_d664e18362
denen	w11_d664e18365
er	w13_d664e18369
schienenen	w1_d664e18374
und	w3_d664e18377
liquidirenden	w5_d664e18380
Creditoren	w7_d664e18383
vorge	w9_d664e18386
nommen	w1_d664e18391
werden	w3_d664e18394
solle.	w5_d664e18397
Wornach	w7_d664e18400
sich	w9_d664e18403
ein	w11_d664e18406
jeder	w13_d664e18410
zu	w1_d664e18416
richten,	w3_d664e18419
und	w5_d664e18422
vor	w7_d664e18425
Schaden	w9_d664e18428
zu	w11_d664e18431
hüten	w13_d664e18435
wissen	w15_d664e18438
wird.	w17_d664e18441
</p>
<p id="p46_d664e18444">
Jn	w1_d664e18448
dem	w3_d664e18451
zum	w5_d664e18454
Stift	w7_d664e18457
Lilienfeld	w9_d664e18460
gehörige	w11_d664e18463
Markt	w13_d664e18467
Wil	w15_d664e18470
helmspurg	w1_d664e18475
ist	w3_d664e18478
das	w5_d664e18481
nach	w7_d664e18484
Absterben	w9_d664e18487
Joseph	w11_d664e18490
Spaan	w13_d664e18494
seel.	w1_d664e18499
erledigte	w3_d664e18502
Burgerl.	w5_d664e18505
Bad=haus	w7_d664e18508
und	w9_d664e18511
Chyrurgie	w11_d664e18514
officin	w1_d664e18520
in	w3_d664e18523
wol=erträglicher	w5_d664e18526
Kundschaft	w7_d664e18529
geltgen,	w9_d664e18532
dem	w1_d664e18537
meistbietenden	w3_d664e18540
zu	w5_d664e18543
verkauffen,	w7_d664e18546
wann	w9_d664e18549
demnach	w11_d664e18552
jemand	w1_d664e18557
der	w3_d664e18560
Chyrurgie=kündiger,	w5_d664e18563
und	w7_d664e18566
welcher	w9_d664e18569
mit	w11_d664e18572
der	w1_d664e18577
hierinfalls	w3_d664e18580
erforderlichen	w5_d664e18583
Approbation	w7_d664e18586
entwe	w9_d664e18589
ders	w1_d664e18595
bereits	w3_d664e18598
versehen	w5_d664e18601
ist,	w7_d664e18604
oder	w9_d664e18607
dieselbe	w11_d664e18610
sicher	w13_d664e18614
an	w15_d664e18617
schaffen	w1_d664e18622
darf,	w3_d664e18625
hierzu	w5_d664e18628
Belieben	w7_d664e18631
traget,	w9_d664e18634
wird	w11_d664e18637
sich	w13_d664e18641
bey	w1_d664e18646
der	w3_d664e18649
auf	w5_d664e18652
den	w7_d664e18655
26.	w9_d664e18658
Junii	w11_d664e18661
fruhe	w13_d664e18665
um	w15_d664e18668
9.	w17_d664e18671
Uhr	w19_d664e18674
anbe	w21_d664e18677
raumten	w1_d664e18682
Licitations	w3_d664e18685
tagsatzung	w5_d664e18688
auf	w7_d664e18691
dem	w9_d664e18694
Rahthaus	w11_d664e18697
allda	w1_d664e18703
zu	w3_d664e18706
Wilhelmspurg	w5_d664e18709
einzufinden	w7_d664e18712
haben.	w9_d664e18715
</p>
<head id="h2_d664e18814">
Promemoria,	w1_d664e18818
welches	w3_d664e18821
von	w5_d664e18824
dem	w7_d664e18827
und	w1_d664e18832
Spanischen	w1_d664e18837
Ambassadeur,	w3_d664e18840
von	w1_d664e18846
dem	w3_d664e18849
Französischen	w5_d664e18852
bevollmäch	w7_d664e18855
tigten	w1_d664e18860
Minister	w3_d664e18863
am	w5_d664e18866
1sten	w7_d664e18869
März	w9_d664e18872
1762.	w1_d664e18877
dem	w3_d664e18880
Herrn	w5_d664e18883
da	w7_d664e18886
Cunha	w9_d664e18889
zu	w11_d664e18892
gestellet	w1_d664e18897
worden.	w3_d664e18900
</head>
<p id="p4_d664e18903">
Don	w1_d664e18907
Joseph	w3_d664e18910
Torrero,	w5_d664e18913
Gesandter	w7_d664e18916
des	w9_d664e18919
cathol.	w11_d664e18922
Königs,	w1_d664e18927
und	w3_d664e18930
Don	w5_d664e18933
Jacob	w7_d664e18936
O=Dün	w9_d664e18939
bevollmächtigter	w1_d664e18944
Minister	w3_d664e18947
des	w5_d664e18950
allerchristl.	w7_d664e18953
Königs;	w1_d664e18959
ersterer	w3_d664e18962
zufolge	w5_d664e18965
der	w7_d664e18968
neuen	w9_d664e18971
Ordres	w11_d664e18974
Sr.	w1_d664e18979
cathol.	w3_d664e18982
Majestät,	w5_d664e18985
und	w7_d664e18988
in	w9_d664e18991
Rücksicht	w11_d664e18994
auf	w13_d664e18998
die	w1_d664e19003
Antwort	w3_d664e19006
vom	w5_d664e19009
12.	w7_d664e19012
März,	w9_d664e19015
die	w11_d664e19018
Se.	w13_d664e19022
Ex	w15_d664e19025
cell.	w1_d664e19030
Don	w3_d664e19033
Luis	w5_d664e19036
da	w7_d664e19039
Cunha,	w9_d664e19042
Staats=secretair	w11_d664e19045
des	w1_d664e19051
allergetr.	w3_d664e19054
Königs,	w5_d664e19057
auf	w7_d664e19060
das	w9_d664e19063
von	w11_d664e19066
beyden	w13_d664e19070
Ministern	w1_d664e19075
ihm	w3_d664e19078
zugestellte	w5_d664e19081
Promemoria	w7_d664e19084
ge	w9_d664e19087
geben	w1_d664e19092
hat;	w3_d664e19095
letzterer	w5_d664e19098
aber,	w7_d664e19101
zufolge	w9_d664e19104
des	w11_d664e19107
vom	w13_d664e19111
Könige,	w1_d664e19116
seinem	w3_d664e19119
Herrn,	w5_d664e19122
und	w7_d664e19125
dessen	w9_d664e19128
Vetter,	w11_d664e19131
dem	w1_d664e19137
cathol.	w3_d664e19140
Könige,	w5_d664e19143
ergriffenen	w7_d664e19146
Systems,	w9_d664e19149
nach	w1_d664e19154
welchem	w3_d664e19157
sie	w5_d664e19160
sich	w7_d664e19163
so	w9_d664e19166
genau	w11_d664e19169
vereiniget	w13_d664e19173
ha	w15_d664e19176
ben,	w1_d664e19181
daß	w3_d664e19184
des	w5_d664e19187
einen	w7_d664e19190
Jnteresse	w9_d664e19193
auch	w11_d664e19196
das	w13_d664e19200
Jn	w15_d664e19203
teresse	w1_d664e19208
des	w3_d664e19211
anderen	w5_d664e19214
seyn	w7_d664e19217
muß;	w9_d664e19220
beyde	w11_d664e19223
ober	w13_d664e19227
wehnte	w1_d664e19233
Minister,	w3_d664e19236
die	w5_d664e19239
mit	w7_d664e19242
dem	w9_d664e19245
gebührenden	w11_d664e19248
tiefen	w1_d664e19253
Respect	w3_d664e19256
gegen	w5_d664e19259
den	w7_d664e19262
Monarchen	w9_d664e19265
von	w11_d664e19268
Portugal	w1_d664e19273
erfüllet	w3_d664e19276
sind,	w5_d664e19279
und	w7_d664e19282
ein	w9_d664e19285
Verlangen	w11_d664e19288
tragen,	w1_d664e19293
auf	w3_d664e19296
die	w5_d664e19299
Gründe,	w7_d664e19302
die	w9_d664e19305
Se.	w11_d664e19308
Excellenz	w13_d664e19312
der	w1_d664e19318
Herr	w3_d664e19321
da	w5_d664e19324
Cunho,	w7_d664e19327
in	w9_d664e19330
der	w11_d664e19333
auf	w13_d664e19337
Befehl	w15_d664e19340
seines	w17_d664e19343
Königs	w1_d664e19348
ertheilten	w3_d664e19351
Antwort	w5_d664e19354
vom	w7_d664e19357
20	w9_d664e19360
März,	w11_d664e19363
vorgebracht,	w1_d664e19368
auf	w3_d664e19371
eine	w5_d664e19374
befriedigende	w7_d664e19377
Art	w9_d664e19380
zu	w11_d664e19383
repliciren,	w1_d664e19388
wobey	w3_d664e19391
sie	w5_d664e19394
zugleich	w7_d664e19397
auf	w9_d664e19400
ihrem	w11_d664e19403
vorher	w1_d664e19409
überreichten	w3_d664e19412
Promemoria	w5_d664e19415
vom	w7_d664e19418
16ten	w9_d664e19421
März,	w1_d664e19426
bestehen,	w3_d664e19429
thun	w5_d664e19432
hiemit	w7_d664e19435
an	w9_d664e19438
Se.	w11_d664e19441
allerge	w13_d664e19445
treueste	w1_d664e19450
Majestät	w3_d664e19453
folgende	w5_d664e19456
Declaration:	w7_d664e19459
</p>
<p id="p6_d664e19462">
Jhre	w1_d664e19466
cathol.	w3_d664e19469
und	w5_d664e19472
allerchristl.	w7_d664e19475
Majestäten	w9_d664e19478
sind	w1_d664e19483
vollkommen	w3_d664e19486
überzeugt,	w5_d664e19489
daß	w7_d664e19492
der	w9_d664e19495
unglück	w11_d664e19498
liche	w1_d664e19503
Krieg	w3_d664e19506
den	w5_d664e19509
sie	w7_d664e19512
ausstehen,	w9_d664e19515
Sr	w11_d664e19518
allergetr.	w13_d664e19522
Majest.	w1_d664e19528
nicht	w3_d664e19531
gleichgültig	w5_d664e19534
ist,	w7_d664e19537
und	w9_d664e19540
daß	w11_d664e19543
dieser	w13_d664e19547
König,	w1_d664e19552
den	w3_d664e19555
glücklichen	w5_d664e19558
Frieden	w7_d664e19561
gern	w9_d664e19564
beför	w11_d664e19567
</p>
<p id="p8_d664e19570">
dert	w1_d664e19574
hätte.	w3_d664e19577
Aber,	w5_d664e19580
zum	w7_d664e19583
Unglück,	w9_d664e19586
ist	w11_d664e19589
es	w13_d664e19593
nicht	w15_d664e19596
in	w1_d664e19601
seiner	w3_d664e19604
Macht,	w5_d664e19607
solches	w7_d664e19610
zu	w9_d664e19613
thun,	w11_d664e19616
es	w13_d664e19620
sey	w15_d664e19623
dann,	w17_d664e19626
daß	w1_d664e19631
er	w3_d664e19634
Gewalt	w5_d664e19637
brauche,	w7_d664e19640
(und	w9_d664e19643
dies	w11_d664e19646
ist	w13_d664e19650
es	w15_d664e19653
eben,	w17_d664e19656
wozu	w1_d664e19662
sie	w3_d664e19665
Jhn	w5_d664e19668
aufzumuntern	w7_d664e19671
suchen)	w9_d664e19674
damit	w11_d664e19677
der	w1_d664e19682
Feind	w3_d664e19685
genöhtiget	w5_d664e19688
werde,	w7_d664e19691
die	w9_d664e19694
Vorschläge	w11_d664e19697
zu	w1_d664e19702
einem	w3_d664e19705
Vergleiche,	w5_d664e19708
nicht	w7_d664e19711
wie	w9_d664e19714
bisher	w11_d664e19717
gesche	w13_d664e19721
hen,	w1_d664e19726
verächtlich	w3_d664e19729
abzuweisen.	w5_d664e19732
</p>
<p id="p10_d664e19735">
Wenn	w1_d664e19739
eine	w3_d664e19742
neue	w5_d664e19745
Friedens=negociation	w7_d664e19748
Statt	w1_d664e19753
finden	w3_d664e19756
sollte,	w5_d664e19759
so	w7_d664e19762
würden	w9_d664e19765
sich	w11_d664e19768
zwar	w13_d664e19772
Jhre	w1_d664e19777
cathol.	w3_d664e19780
und	w5_d664e19783
allerchristl.	w7_d664e19786
Majestäten	w9_d664e19789
die	w11_d664e19792
Vermittelung	w1_d664e19798
Sr.	w3_d664e19801
allergetr.	w5_d664e19804
Maj.	w7_d664e19807
aus	w9_d664e19810
Ach	w11_d664e19813
tung	w1_d664e19818
für	w3_d664e19821
Dero	w5_d664e19824
geheiligte	w7_d664e19827
Person,	w9_d664e19830
gerne	w11_d664e19833
ge	w13_d664e19837
fallen	w1_d664e19842
lassen;	w3_d664e19845
allein	w5_d664e19848
die	w7_d664e19851
Partheylichkelt,	w9_d664e19854
die	w11_d664e19857
das	w1_d664e19862
portugiesische	w3_d664e19865
Ministerium	w5_d664e19868
für	w7_d664e19871
die	w9_d664e19874
Eng	w11_d664e19877
länder	w1_d664e19883
bewiesen	w3_d664e19886
hat,	w5_d664e19889
da	w7_d664e19892
dasselbe	w9_d664e19895
die	w11_d664e19898
Neutra	w13_d664e19902
lität	w1_d664e19907
Portugals	w3_d664e19910
im	w5_d664e19913
Lauffe	w7_d664e19916
des	w9_d664e19919
gegenwärtigen	w11_d664e19922
Krieges	w1_d664e19927
durchaus	w3_d664e19930
zu	w5_d664e19933
behaupten	w7_d664e19936
sucht,	w9_d664e19939
würde	w11_d664e19942
Se.	w1_d664e19947
allerchristl.	w3_d664e19950
Maj.	w5_d664e19953
mit	w7_d664e19956
Recht	w9_d664e19959
befürchten	w11_d664e19962
lassen,	w1_d664e19968
daß	w3_d664e19971
für	w5_d664e19974
Höchstdieselben	w7_d664e19977
die	w9_d664e19980
Vermitte	w11_d664e19983
lung	w1_d664e19988
Sr.	w3_d664e19991
allergetr.	w5_d664e19994
Maj.	w7_d664e19997
nicht	w9_d664e20000
allzugünstig	w11_d664e20003
ausfallen	w1_d664e20008
würde;	w3_d664e20011
der	w5_d664e20014
cathol	w7_d664e20017
König	w9_d664e20020
hinge	w11_d664e20023
gen	w1_d664e20028
würde,	w3_d664e20031
wenn	w5_d664e20034
er	w7_d664e20037
solche	w9_d664e20040
zugeben	w11_d664e20043
wollte,	w13_d664e20047
gegen	w1_d664e20053
den	w3_d664e20056
Wolstand	w5_d664e20059
seiner	w7_d664e20062
Würde	w9_d664e20065
handeln,	w11_d664e20068
wenn	w1_d664e20073
Er	w3_d664e20076
an	w5_d664e20079
das	w7_d664e20082
Betragen	w9_d664e20085
des	w11_d664e20088
Hofes	w13_d664e20092
zu	w15_d664e20095
Lis	w17_d664e20098
sabon	w1_d664e20103
zurück	w3_d664e20106
denkt,	w5_d664e20109
als	w7_d664e20112
der	w9_d664e20115
König	w11_d664e20118
sich	w13_d664e20122
erbo	w15_d664e20125
ten,	w1_d664e20130
die	w3_d664e20133
Jrrungen	w5_d664e20136
dieses	w7_d664e20139
Hofes	w9_d664e20142
mit	w11_d664e20145
dem	w13_d664e20149
rö	w15_d664e20152
mischen	w1_d664e20158
Stuhle	w3_d664e20161
beyzulegen,	w5_d664e20164
und	w7_d664e20167
doch	w9_d664e20170
nicht	w11_d664e20173
im	w1_d664e20178
Stande	w3_d664e20181
gewesen,	w5_d664e20184
von	w7_d664e20187
Portugal	w9_d664e20190
das	w11_d664e20193
ge	w13_d664e20197
ringste	w1_d664e20202
Merkmal	w3_d664e20205
von	w5_d664e20208
Vertrauen,	w7_d664e20211
noch	w9_d664e20214
von	w11_d664e20217
Begierde	w1_d664e20222
zur	w3_d664e20225
Aussöhnung	w5_d664e20228
mit	w7_d664e20231
dem	w9_d664e20234
heiligen	w11_d664e20237
Stuhle	w1_d664e20243
zu	w3_d664e20246
erhalten;	w5_d664e20249
(welches	w7_d664e20252
man	w9_d664e20255
nim	w11_d664e20258
mermehr	w1_d664e20263
hätte	w3_d664e20266
denken	w5_d664e20269
sollen)	w7_d664e20272
ausgenom	w9_d664e20275
men	w1_d664e20280
etwa	w3_d664e20283
die	w5_d664e20286
einzige	w7_d664e20289
Antwort:	w9_d664e20292
GOtt	w11_d664e20295
ha	w13_d664e20299
be	w1_d664e20304
den	w3_d664e20307
günstigen	w5_d664e20310
Augenblick	w7_d664e20313
zur	w9_d664e20316
Aussöh	w11_d664e20319
nung	w1_d664e20325
zur	w3_d664e20328
Zeit	w5_d664e20331
noch	w7_d664e20334
nicht	w9_d664e20337
verliehen.	w11_d664e20340
</p>
<p id="p12_d664e20344">
Jhre	w1_d664e20348
cathol.	w3_d664e20351
und	w5_d664e20354
allerchristl.	w7_d664e20357
Majestäten	w9_d664e20360
sind	w1_d664e20365
von	w3_d664e20368
des	w5_d664e20371
allergetr.	w7_d664e20374
Königs	w9_d664e20377
Abneigung	w11_d664e20380
</p>
<p id="p18_d664e20393">
gegen	w1_d664e20397
den	w3_d664e20400
Krieg,	w5_d664e20403
und	w7_d664e20406
von	w9_d664e20409
Seirer	w11_d664e20412
beständigen	w13_d664e20416
Zuneigung	w1_d664e20421
für	w3_d664e20424
den	w5_d664e20427
Frieden	w7_d664e20430
vollkommen	w9_d664e20433
über	w11_d664e20436
zeugt.	w1_d664e20441
Diese	w3_d664e20444
Seine	w5_d664e20447
Gesinnungen	w7_d664e20450
hierüber	w9_d664e20453
sind	w1_d664e20459
auch	w3_d664e20462
den	w5_d664e20465
Feinden	w7_d664e20468
beyder	w9_d664e20471
Konige	w11_d664e20474
so	w13_d664e20478
gut	w15_d664e20481
bekannt,	w1_d664e20486
daß	w3_d664e20489
sie	w5_d664e20492
ihren	w7_d664e20495
Vortheil	w9_d664e20498
daraus	w11_d664e20501
ziehen.	w13_d664e20505
</p>
<p id="p20_d664e20508">
Die	w1_d664e20512
Defensiv=bündnisse	w3_d664e20515
mit	w5_d664e20518
dem	w7_d664e20521
Lond	w9_d664e20524
ner=hofe,	w1_d664e20529
auf	w3_d664e20532
die	w5_d664e20535
sich	w7_d664e20538
der	w9_d664e20541
allergetr.	w11_d664e20544
König	w13_d664e20548
beruft,	w1_d664e20553
um	w3_d664e20556
zu	w5_d664e20559
zeigen,	w7_d664e20562
daß	w9_d664e20565
es	w11_d664e20568
Jhm	w13_d664e20572
unmöglich	w15_d664e20575
sey,	w1_d664e20581
das	w3_d664e20584
ihm	w5_d664e20587
vorgeschlagene	w7_d664e20590
Offensiv.	w9_d664e20593
und	w11_d664e20596
De	w13_d664e20600
fensiv=bündniß	w1_d664e20605
zu	w3_d664e20608
ergreiffen,	w5_d664e20611
können	w7_d664e20614
Jhm	w9_d664e20617
gar	w1_d664e20622
nicht	w3_d664e20625
hinderlich	w5_d664e20628
seyn;	w7_d664e20631
die	w9_d664e20634
diesfalls	w11_d664e20637
an	w13_d664e20641
geführten	w1_d664e20646
Ursachen	w3_d664e20649
haben	w5_d664e20652
keinen	w7_d664e20655
Grund,	w9_d664e20658
und	w11_d664e20661
eben	w1_d664e20667
jene	w3_d664e20670
Bündnisse	w5_d664e20673
sind	w7_d664e20676
sogar	w9_d664e20679
unschuldig	w11_d664e20682
nicht,	w1_d664e20687
als	w3_d664e20690
man	w5_d664e20693
gerne	w7_d664e20696
wollte,	w9_d664e20699
daß	w11_d664e20702
man	w13_d664e20706
von	w15_d664e20709
ihnen	w1_d664e20714
denken	w3_d664e20717
soll.	w5_d664e20720
</p>
<p id="p22_d664e20723">
Sie	w1_d664e20727
gereichen	w3_d664e20730
nicht	w5_d664e20733
zum	w7_d664e20736
Hinderniß.	w9_d664e20739
Denn	w11_d664e20742
keine	w1_d664e20747
Allianz	w3_d664e20750
ist	w5_d664e20753
verbindlich,	w7_d664e20756
sobald	w9_d664e20759
es	w11_d664e20762
darauf	w13_d664e20766
ankommt,	w1_d664e20771
ein	w3_d664e20774
Joch	w5_d664e20777
abzuschütteln,	w7_d664e20780
welches	w9_d664e20783
eine	w1_d664e20789
Nation	w3_d664e20792
einer	w5_d664e20795
andern	w7_d664e20798
auflegen	w9_d664e20801
will.	w11_d664e20804
Dies	w1_d664e20809
ist	w3_d664e20812
aber	w5_d664e20815
das	w7_d664e20818
Project,	w9_d664e20821
so	w11_d664e20824
England	w13_d664e20828
ge	w15_d664e20831
gen	w1_d664e20836
Portugal	w3_d664e20839
führt;	w5_d664e20842
und	w7_d664e20845
es	w9_d664e20848
ist	w11_d664e20851
schon	w13_d664e20855
ziem	w15_d664e20858
lich	w1_d664e20863
weit	w3_d664e20866
damit	w5_d664e20869
gekommen.	w7_d664e20872
</p>
<p id="p24_d664e20876">
Man	w1_d664e20880
beruft	w3_d664e20883
sich	w5_d664e20886
auf	w7_d664e20889
diese	w9_d664e20892
Bündnisse	w11_d664e20895
ohne	w13_d664e20899
Grund.	w1_d664e20904
Denn	w3_d664e20907
wenn	w5_d664e20910
es	w7_d664e20913
gleich	w9_d664e20916
heist,	w11_d664e20919
die	w13_d664e20923
Krone	w1_d664e20928
Portugal	w3_d664e20931
sey	w5_d664e20934
von	w7_d664e20937
England	w9_d664e20940
nicht	w11_d664e20943
be	w13_d664e20947
leidiget	w1_d664e20953
worden,	w3_d664e20956
daß	w5_d664e20959
sie	w7_d664e20962
daher	w9_d664e20965
Anlaß	w11_d664e20968
nehmen	w13_d664e20972
könte,	w1_d664e20977
Tractaten	w3_d664e20980
zu	w5_d664e20983
brechen;	w7_d664e20986
so	w9_d664e20989
liegt	w11_d664e20992
doch	w13_d664e20996
das	w1_d664e21001
Gegentheil	w3_d664e21004
augenscheinlich	w5_d664e21007
am	w7_d664e21010
Tage.	w9_d664e21013
Welche	w1_d664e21018
Beleidigung	w3_d664e21021
könte	w5_d664e21024
wol	w7_d664e21027
härter	w9_d664e21030
seyn,	w11_d664e21033
als	w1_d664e21039
daß	w3_d664e21042
eine	w5_d664e21045
französische	w7_d664e21048
Escadre	w9_d664e21051
in	w11_d664e21054
einem	w13_d664e21058
Haven	w1_d664e21063
von	w3_d664e21066
Portugal	w5_d664e21069
angegriffen	w7_d664e21072
würde?	w9_d664e21075
Diese	w1_d664e21080
einzige	w3_d664e21083
Beschimpfung	w5_d664e21086
giebt	w7_d664e21089
Sr.	w9_d664e21092
aller	w11_d664e21095
getr.	w1_d664e21100
Majestät	w3_d664e21103
ein	w5_d664e21106
hinlängliches	w7_d664e21109
Recht,	w9_d664e21112
ge	w11_d664e21115
gen	w1_d664e21121
den	w3_d664e21124
großbrittanischen	w5_d664e21127
König	w7_d664e21130
den	w9_d664e21133
Krieg	w11_d664e21136
zu	w1_d664e21141
erklären,	w3_d664e21144
wenn	w5_d664e21147
dieser	w7_d664e21150
nicht	w9_d664e21153
die	w11_d664e21156
gehörige	w13_d664e21160
Genugthuung	w1_d664e21165
dafür	w3_d664e21168
gegeben	w5_d664e21171
hat.	w7_d664e21174
Hat	w9_d664e21177
aber	w11_d664e21180
Portugal	w1_d664e21185
diese	w3_d664e21188
Genugthuung	w5_d664e21191
erhalten,	w7_d664e21194
ohne	w9_d664e21197
