<doc id="wr_1759-09-08" attrs="word" year="1759" month="09" day="08" corpus="2">
<head id="h2_d379e4399">
Königsberg	w1_d379e4403
hier	w11_d379e8013
die	w13_d379e8017
Zeitung,	w1_d379e8022
daß	w3_d379e8025
der	w5_d379e8028
Sohn	w7_d379e8031
von	w9_d379e8034
Sedi	w11_d379e8037
Jonas,	w13_d379e8041
Prätendent	w1_d379e8046
dieses	w3_d379e8049
Königreichs,	w5_d379e8052
auf	w7_d379e8055
den	w9_d379e8058
Gränzen	w1_d379e8064
sey,	w3_d379e8067
und	w5_d379e8070
allda	w7_d379e8073
das	w9_d379e8076
Fort	w11_d379e8079
Cafsa	w13_d379e8083
eingenommen	w1_d379e8088
habe.	w3_d379e8091
Die	w5_d379e8094
meiste	w7_d379e8097
Arabische	w9_d379e8100
Cavallerie	w1_d379e8105
an	w3_d379e8108
solchen	w5_d379e8111
Gränzen	w7_d379e8114
hat	w9_d379e8117
bereits	w11_d379e8120
rebellirt,	w1_d379e8125
und	w3_d379e8128
besagter	w5_d379e8131
Prätendent	w7_d379e8134
hat	w9_d379e8137
5000.	w11_d379e8140
Mann	w1_d379e8146
beysammen,	w3_d379e8149
welches	w5_d379e8152
alhier	w7_d379e8155
die	w9_d379e8158
äus	w11_d379e8161
serste	w1_d379e8166
Bestürtzung	w3_d379e8169
erwecket.	w5_d379e8172
Der	w7_d379e8175
Bey	w9_d379e8178
hat,	w11_d379e8181
sobald	w1_d379e8186
er	w3_d379e8189
Nachricht	w5_d379e8192
hiervon	w7_d379e8195
erhalten,	w9_d379e8198
500.	w11_d379e8201
Mann	w1_d379e8206
Cavallerie	w3_d379e8209
abgefertiget,	w5_d379e8212
um	w7_d379e8215
denen	w9_d379e8218
vornehmsten	w1_d379e8224
Forts	w3_d379e8227
und	w5_d379e8230
Städten	w7_d379e8233
von	w9_d379e8236
sol	w11_d379e8239
chem	w1_d379e8244
Vorfalle	w3_d379e8247
Kenntniß	w5_d379e8250
zu	w7_d379e8253
geben.	w9_d379e8256
Heute	w11_d379e8259
brechen	w1_d379e8264
1500.	w3_d379e8267
Mann	w5_d379e8270
unter	w7_d379e8273
Commando	w9_d379e8276
des	w11_d379e8279
Bassa	w1_d379e8284
Aga	w3_d379e8287
auf,	w5_d379e8290
welcher	w7_d379e8293
auf	w9_d379e8296
seinem	w11_d379e8299
Mar	w13_d379e8303
sche	w1_d379e8309
mit	w3_d379e8312
einer	w5_d379e8315
ansehnlichen	w7_d379e8318
Zahl	w9_d379e8321
Fuß=volk	w11_d379e8324
noch	w1_d379e8329
verstärket	w3_d379e8332
werden	w5_d379e8335
soll.	w7_d379e8338
Einige	w9_d379e8341
wol	w11_d379e8344
len	w1_d379e8349
wissen,	w3_d379e8352
daß	w5_d379e8355
ermeldeter	w7_d379e8358
junger	w9_d379e8361
Prinz	w11_d379e8364
zu	w13_d379e8368
dieser	w1_d379e8373
Unternehmung	w3_d379e8376
mit	w5_d379e8379
Gut=befinden	w7_d379e8382
des	w9_d379e8385
Bassa	w1_d379e8391
von	w3_d379e8394
Tripoli	w5_d379e8397
geschritten	w7_d379e8400
sey,	w9_d379e8403
welcher	w11_d379e8406
ihm	w1_d379e8411
einige	w3_d379e8414
Jnfanterie	w5_d379e8417
gegeben	w7_d379e8420
habe;	w9_d379e8423
an	w11_d379e8426
dere	w1_d379e8431
aber	w3_d379e8434
behaupten,	w5_d379e8437
daß	w7_d379e8440
er	w9_d379e8443
durch	w11_d379e8446
die	w13_d379e8450
von	w15_d379e8453
Algier	w1_d379e8458
und	w3_d379e8461
Constantina	w5_d379e8464
dazu	w7_d379e8467
aufgemuntert	w9_d379e8470
worden.	w1_d379e8476
</p>
<head id="h2_d379e8482">
Löwen	w1_d379e8486
26.	w3_d379e8489
Augusti.	w5_d379e8492
</head>
<p id="p4_d379e8495">
Von	w1_d379e8499
Duynkirchen	w3_d379e8502
wird	w5_d379e8505
berichtet,	w7_d379e8508
daß	w9_d379e8511
die	w1_d379e8516
Fregatten,	w3_d379e8519
der	w5_d379e8522
Marschall	w7_d379e8525
von	w9_d379e8528
Belleisle,	w11_d379e8531
la	w1_d379e8536
Blonde,	w3_d379e8539
la	w5_d379e8542
Terpsicore,	w7_d379e8545
l'Amarante,	w9_d379e8548
und	w11_d379e8551
le	w1_d379e8557
Begon,	w3_d379e8560
den	w5_d379e8563
10.	w7_d379e8566
und	w9_d379e8569
11.	w11_d379e8572
dieses	w13_d379e8576
nebst	w15_d379e8579
einer	w1_d379e8584
Quaiche	w3_d379e8587
von	w5_d379e8590
10.	w7_d379e8593
Canonen	w9_d379e8596
von	w11_d379e8599
dan	w13_d379e8603
nen	w1_d379e8608
unter	w3_d379e8611
Segel	w5_d379e8614
gegangen	w7_d379e8617
seyen.	w9_d379e8620
Sie	w11_d379e8623
ha	w13_d379e8627
</p>
<p id="p10_d379e8640">
ben	w1_d379e8644
1500.	w3_d379e8647
Grenadlers	w5_d379e8650
und	w7_d379e8653
Fusiliers	w9_d379e8656
am	w11_d379e8659
Bord.	w1_d379e8664
</p>
<head id="h2_d379e8670">
Warschau	w1_d379e8674
12.	w3_d379e8677
Augusti.	w5_d379e8680
</head>
<p id="p4_d379e8683">
Verwichenen	w1_d379e8687
Sonntag	w3_d379e8690
liessen	w5_d379e8693
des	w7_d379e8696
Für	w9_d379e8699
sten	w1_d379e8704
Soltyks	w3_d379e8707
Bischofs	w5_d379e8710
von	w7_d379e8713
Krakau	w9_d379e8716
Durchl.	w11_d379e8719
in	w1_d379e8724
Ansehung	w3_d379e8727
des	w5_d379e8730
am	w7_d379e8733
3.	w9_d379e8736
eingefallenen	w11_d379e8739
ho	w13_d379e8743
hen	w1_d379e8749
Namens=fests	w3_d379e8752
Sr.	w5_d379e8755
Majestät,	w7_d379e8758
unsers	w9_d379e8761
allergnädigsten	w1_d379e8766
Königs	w3_d379e8769
und	w5_d379e8772
Herrn	w7_d379e8775
den	w9_d379e8778
Gräfl.	w1_d379e8783
Sapiehischen	w3_d379e8786
Palais=garten	w5_d379e8789
auf	w7_d379e8792
eine	w1_d379e8797
ungemeine	w3_d379e8800
und	w5_d379e8803
seltene	w7_d379e8806
Art	w9_d379e8809
erleuchten.	w11_d379e8812
Die	w1_d379e8818
Pracht,	w3_d379e8821
die	w5_d379e8824
Ordnung,	w7_d379e8827
und	w9_d379e8830
die	w11_d379e8833
ganze	w13_d379e8837
Einrichtung	w1_d379e8842
dieser	w3_d379e8845
Jllumination	w5_d379e8848
war	w7_d379e8851
nach	w9_d379e8854
dem	w1_d379e8859
feinsten	w3_d379e8862
Geschmack	w5_d379e8865
der	w7_d379e8868
jetzigen	w9_d379e8871
Zeit.	w11_d379e8874
Se.	w1_d379e8879
Durchl.	w3_d379e8882
bewirteten	w5_d379e8885
hierbey	w7_d379e8888
die	w9_d379e8891
anwe	w11_d379e8894
sende	w1_d379e8900
Herren	w3_d379e8903
Senateurs	w5_d379e8906
und	w7_d379e8909
andere	w9_d379e8912
hohe	w11_d379e8915
Standes=personen	w1_d379e8920
mit	w3_d379e8923
einem	w5_d379e8926
prächtigen	w7_d379e8929
Nachtmahl,	w1_d379e8934
und	w3_d379e8937
es	w5_d379e8940
wurde	w7_d379e8943
an	w9_d379e8946
2.	w11_d379e8949
grossen	w13_d379e8953
Tafeln	w1_d379e8958
gespeiset,	w3_d379e8961
davon	w5_d379e8964
die	w7_d379e8967
eine	w9_d379e8970
ein	w11_d379e8973
V.	w13_d379e8977
und	w15_d379e8980
die	w1_d379e8986
andere	w3_d379e8989
ein	w5_d379e8992
A.	w7_d379e8995
vorstellte,	w9_d379e8998
wodurch	w11_d379e9001
der	w13_d379e9005
anwesenden	w1_d379e9010
Gesellschaft	w3_d379e9013
der	w5_d379e9016
Denkspruch:	w7_d379e9019
Vivat	w1_d379e9024
Augustus,	w3_d379e9027
angezeiget	w5_d379e9030
ward.	w7_d379e9033
Den	w9_d379e9036
6.	w1_d379e9041
dieses	w3_d379e9044
hat	w5_d379e9047
der	w7_d379e9050
Königl.	w9_d379e9053
Cammer=herr,	w11_d379e9056
Herr	w1_d379e9062
Graf	w3_d379e9065
von	w5_d379e9068
Salmour,	w7_d379e9071
im	w9_d379e9074
40.	w11_d379e9077
Jahre	w13_d379e9081
feines	w1_d379e9086
Alters	w3_d379e9089
das	w5_d379e9092
Zeitliche	w7_d379e9095
gesegnet.	w9_d379e9098
</p>
<head id="h2_d379e9104">
Leipzig	w1_d379e9108
23.	w3_d379e9111
Aug.	w5_d379e9114
</head>
<p id="p4_d379e9117">
Morgen	w1_d379e9121
früh	w3_d379e9124
um	w5_d379e9127
3.	w7_d379e9130
Uhr	w9_d379e9133
bricht	w11_d379e9136
die	w13_d379e9140
gan	w15_d379e9143
ze	w1_d379e9148
Armee	w3_d379e9151
aus	w5_d379e9154
dem	w7_d379e9157
hiesigen	w9_d379e9160
Lager	w11_d379e9163
auf,	w13_d379e9167
und	w15_d379e9170
marschirt	w1_d379e9175
auf	w3_d379e9178
Dresden.	w5_d379e9181
Das	w7_d379e9184
Hauptquar	w9_d379e9187
tier	w1_d379e9193
gehet	w3_d379e9196
ebenfalls	w5_d379e9199
ab,	w7_d379e9202
daß	w9_d379e9205
wir	w11_d379e9208
also	w13_d379e9212
nichts	w15_d379e9215
als	w1_d379e9220
die	w3_d379e9223
Regimenter	w5_d379e9226
Darmstadt,	w7_d379e9229
Nassau,	w9_d379e9232
und	w1_d379e9237
Zweybrück	w3_d379e9240
in	w5_d379e9243
Besatzung	w7_d379e9246
hier	w9_d379e9249
behalten.	w11_d379e9252
</p>
<p id="p6_d379e9255">
Von	w1_d379e9259
Berlin	w3_d379e9262
wird	w5_d379e9265
berichtet,	w7_d379e9268
daß	w9_d379e9271
der	w11_d379e9274
Kö	w13_d379e9278
nig	w1_d379e9283
daselbst	w3_d379e9286
angekommen,	w5_d379e9289
und	w7_d379e9292
zur	w9_d379e9295
Be	w11_d379e9298
deckung	w1_d379e9303
der	w3_d379e9306
Residenz	w5_d379e9309
einen	w7_d379e9312
Cordon	w9_d379e9315
gezogen	w11_d379e9318
habe,	w1_d379e9324
welchen	w3_d379e9327
die	w5_d379e9330
Generale	w7_d379e9333
Seidlitz	w9_d379e9336
und	w11_d379e9339
Fink	w1_d379e9344
commandiren.	w3_d379e9347
</p>
<head id="h2_d379e9353">
Naumburg	w1_d379e9357
28.	w3_d379e9360
Augusti.	w5_d379e9363
</head>
<p id="p4_d379e9366">
Fast	w1_d379e9370
alle	w3_d379e9373
Sächsische	w5_d379e9376
Städte	w7_d379e9379
sind	w9_d379e9382
nun	w11_d379e9385
mit	w13_d379e9389
Sächsischen	w1_d379e9394
Trupen	w3_d379e9397
besetzt.	w5_d379e9400
Jn	w7_d379e9403
Weissen	w9_d379e9406
sels	w1_d379e9411
und	w3_d379e9414
Merseburg	w5_d379e9417
ligen	w7_d379e9420
deren	w9_d379e9423
1000.	w11_d379e9426
M.	w13_d379e9430
und	w1_d379e9436
ziehen,	w3_d379e9439
wie	w5_d379e9442
vormals,	w7_d379e9445
mit	w9_d379e9448
klingendem	w11_d379e9451
Spiel	w1_d379e9456
auf	w3_d379e9459
die	w5_d379e9462
Wache;	w7_d379e9465
es	w9_d379e9468
dörfte	w11_d379e9471
also	w13_d379e9475
Sach	w15_d379e9478
fen	w1_d379e9483
noch	w3_d379e9486
in	w5_d379e9489
diesem,	w7_d379e9492
als	w9_d379e9495
dem	w11_d379e9498
nämlichen	w13_d379e9502
</p>
<p id="p6_d379e9505">
Monat,	w1_d379e9509
da	w3_d379e9512
der	w5_d379e9515
König	w7_d379e9518
von	w9_d379e9521
Preussen	w11_d379e9524
es	w13_d379e9528
vor	w15_d379e9531
3.	w1_d379e9536
Jahren	w3_d379e9539
in	w5_d379e9542
Depot	w7_d379e9545
genommen,	w9_d379e9548
sich	w11_d379e9551
gänz	w13_d379e9555
lich	w1_d379e9560
wieder	w3_d379e9563
aus	w5_d379e9566
dessen	w7_d379e9569
Gewalt	w9_d379e9572
sehen.	w11_d379e9575
</p>
<head id="h2_d379e9581">
Rom	w1_d379e9585
10.	w3_d379e9588
Aug.	w5_d379e9591
</head>
<p id="p4_d379e9594">
Der	w1_d379e9598
hiesige	w3_d379e9601
Portugesische	w5_d379e9604
Abgesandte	w7_d379e9607
hat	w1_d379e9612
schon	w3_d379e9615
lang	w5_d379e9618
auf	w7_d379e9621
eine	w9_d379e9624
Päpstliche	w11_d379e9627
Antwort,	w13_d379e9631
an	w1_d379e9636
seinen	w3_d379e9639
König	w5_d379e9642
und	w7_d379e9645
Herren	w9_d379e9648
gewartet,	w11_d379e9651
Vorgestern	w1_d379e9657
bekam	w3_d379e9660
er	w5_d379e9663
endlich	w7_d379e9666
ein	w9_d379e9669
Billet	w11_d379e9672
aus	w13_d379e9676
dem	w1_d379e9681
Staats=secretariat,	w3_d379e9684
welches	w5_d379e9687
ihm	w7_d379e9690
mel	w9_d379e9693
dete,	w1_d379e9698
daß	w3_d379e9701
in	w5_d379e9704
der	w7_d379e9707
nämlichen	w9_d379e9710
Nacht	w11_d379e9713
von	w13_d379e9717
St.	w15_d379e9720
Päpstl.	w1_d379e9725
Heiligkeit	w3_d379e9728
ein	w5_d379e9731
Expresser	w7_d379e9734
mit	w9_d379e9737
der	w11_d379e9740
Ant	w13_d379e9744
wort	w1_d379e9750
auf	w3_d379e9753
die	w5_d379e9756
Briefe	w7_d379e9759
des	w9_d379e9762
Portugesischen	w11_d379e9765
Mo	w13_d379e9769
narchen	w1_d379e9774
nach	w3_d379e9777
Lisabon	w5_d379e9780
abgefertiget	w7_d379e9783
werden	w9_d379e9786
solle;	w1_d379e9791
es	w3_d379e9794
geschahe	w5_d379e9797
dieses	w7_d379e9800
auch	w9_d379e9803
würklich:	w11_d379e9806
der	w1_d379e9811
Expresse	w3_d379e9814
gieng	w5_d379e9817
Nachts	w7_d379e9820
um	w9_d379e9823
3.	w11_d379e9826
Uhr	w13_d379e9830
ab,	w1_d379e9836
und	w3_d379e9839
um	w5_d379e9842
6.	w7_d379e9845
Uhr	w9_d379e9848
trat	w11_d379e9851
ein	w13_d379e9855
anderer	w15_d379e9858
Ex	w17_d379e9861
presser	w1_d379e9866
vom	w3_d379e9869
Herrn	w5_d379e9872
Abgesandten	w7_d379e9875
seine	w9_d379e9878
Reise	w11_d379e9881
gleichfalls	w1_d379e9886
nach	w3_d379e9889
Lissabon	w5_d379e9892
an.	w7_d379e9895
</p>
<head id="h2_d379e9902">
Rom	w1_d379e9906
25.	w3_d379e9909
Augusti.	w5_d379e9912
</head>
<p id="p4_d379e9915">
Wie	w1_d379e9919
man	w3_d379e9922
mutmasset,	w5_d379e9925
so	w7_d379e9928
ist	w9_d379e9931
die	w11_d379e9934
erwar	w13_d379e9938
tete	w1_d379e9943
Cardinals=promotion	w3_d379e9946
wegen	w5_d379e9949
einiger	w7_d379e9952
neu=entstandenen	w1_d379e9957
Hindernüssen	w3_d379e9960
bis	w5_d379e9963
in	w7_d379e9966
den	w9_d379e9969
Mo	w11_d379e9972
nat	w1_d379e9978
September	w3_d379e9981
verschoben	w5_d379e9984
worden.	w7_d379e9987
Den	w9_d379e9990
kostbaren	w1_d379e9995
goldenen	w3_d379e9998
Kelch,	w5_d379e10001
welchen	w7_d379e10004
der	w9_d379e10007
Kö	w11_d379e10010
nig	w1_d379e10015
von	w3_d379e10018
Sardinien	w5_d379e10021
dem	w7_d379e10024
Heil.	w9_d379e10027
Vatter	w11_d379e10030
als	w13_d379e10034
ein	w1_d379e10039
Geschenk	w3_d379e10042
übersendet,	w5_d379e10045
haben	w7_d379e10048
Se.	w9_d379e10051
Hei	w11_d379e10054
ligkeit	w1_d379e10060
nach	w3_d379e10063
Loretto	w5_d379e10066
zum	w7_d379e10069
Gebrauch	w9_d379e10072
der	w11_d379e10075
da	w13_d379e10079
sigen	w1_d379e10084
Kirche	w3_d379e10087
geschickt.	w5_d379e10090
Se.	w7_d379e10093
Päpstliche	w9_d379e10096
Hei	w11_d379e10099
ligkeit	w1_d379e10104
haben	w3_d379e10107
das	w5_d379e10110
Decret	w7_d379e10113
zu	w9_d379e10116
der	w11_d379e10119
bevorste	w13_d379e10123
henden	w1_d379e10128
Seelig=erklärung	w3_d379e10131
des	w5_d379e10134
Tugendreichen	w7_d379e10137
Ludovici	w1_d379e10143
de	w3_d379e10146
Ponte,	w5_d379e10149
Jesuiten,	w7_d379e10152
und	w9_d379e10155
deren	w11_d379e10158
Ehrw.	w1_d379e10163
Bättern	w3_d379e10166
Antonii	w5_d379e10169
Torriani,	w7_d379e10172
Antonit	w9_d379e10175
d'Amandola,	w1_d379e10180
und	w3_d379e10183
Augustini	w5_d379e10186
Navellie,	w7_d379e10189
3.	w9_d379e10192
Mönchen	w1_d379e10197
von	w3_d379e10200
dem	w5_d379e10203
Orden	w7_d379e10206
der	w9_d379e10209
Eremiten	w11_d379e10212
des	w13_d379e10216
Heil.	w1_d379e10222
Augustini	w3_d379e10225
offentlich	w5_d379e10228
bekannt	w7_d379e10231
machen	w9_d379e10234
lassen.	w1_d379e10239
</p>
<head id="h2_d379e10245">
Hanau	w1_d379e10249
30.	w3_d379e10252
Aug.	w5_d379e10255
</head>
<p id="p4_d379e10258">
Den	w1_d379e10262
27.	w3_d379e10265
hat	w5_d379e10268
der	w7_d379e10271
Herr	w9_d379e10274
Marschalld	w11_d379e10277
Estrees	w13_d379e10281
unweit	w1_d379e10286
Giessen	w3_d379e10289
dem	w5_d379e10292
Prinzen	w7_d379e10295
Ferdinand	w9_d379e10298
eine	w11_d379e10301
Bataille	w1_d379e10306
dargebotten,	w3_d379e10309
welche	w5_d379e10312
aber	w7_d379e10315
von	w9_d379e10318
dem	w11_d379e10321
Letzteren	w1_d379e10327
vermieden	w3_d379e10330
worden.	w5_d379e10333
Seithers	w7_d379e10336
be	w9_d379e10339
findet	w1_d379e10344
sich	w3_d379e10347
die	w5_d379e10350
Französische	w7_d379e10353
Armee	w9_d379e10356
annoch	w11_d379e10359
</p>
<p id="p8_d379e10364">
immer	w1_d379e10368
in	w3_d379e10371
ihrem	w5_d379e10374
alten	w7_d379e10377
Lager	w9_d379e10380
vor	w11_d379e10383
Marburg,	w13_d379e10387
und	w1_d379e10392
der	w3_d379e10395
Prinz	w5_d379e10398
Ferdinand	w7_d379e10401
stehet	w9_d379e10404
mit	w11_d379e10407
der	w13_d379e10411
sei	w15_d379e10414
nigen	w1_d379e10419
3.	w3_d379e10422
Meilen	w5_d379e10425
weit	w7_d379e10428
von	w9_d379e10431
dannen	w11_d379e10434
auf	w13_d379e10438
denen	w15_d379e10441
Anhöhen	w1_d379e10447
jenseits	w3_d379e10450
der	w5_d379e10453
Wetter.	w7_d379e10456
Dieser	w9_d379e10459
Prinz	w11_d379e10462
bestrebet	w1_d379e10467
sich	w3_d379e10470
die	w5_d379e10473
Franzosen	w7_d379e10476
ohne	w9_d379e10479
Schlacht	w11_d379e10482
zu	w1_d379e10487
delogiren,	w3_d379e10490
dahero	w5_d379e10493
er	w7_d379e10496
den	w9_d379e10499
28.	w11_d379e10502
dieses	w13_d379e10506
um	w15_d379e10509
5.	w1_d379e10514
Uhr	w3_d379e10517
fruh	w5_d379e10520
das	w7_d379e10523
in	w9_d379e10526
der	w11_d379e10529
Gegend	w13_d379e10533
von	w15_d379e10536
Wetter	w17_d379e10539
sich	w1_d379e10545
befindliche	w3_d379e10548
Fischerische	w5_d379e10551
Corps	w7_d379e10554
angreiffen	w9_d379e10557
liesse,	w1_d379e10562
welches	w3_d379e10565
nach	w5_d379e10568
einer	w7_d379e10571
ziemlich	w9_d379e10574
langen	w11_d379e10577
Gegen=wehr	w1_d379e10582
endlich	w3_d379e10585
der	w5_d379e10588
Gegenseitigen	w7_d379e10591
Ue	w9_d379e10594
berlegenheit	w1_d379e10599
ausweichen,	w3_d379e10602
und	w5_d379e10605
sich	w7_d379e10608
zuruck	w9_d379e10611
sichen	w1_d379e10617
müssen.	w3_d379e10620
Während	w5_d379e10623
diesem	w7_d379e10626
Angrif	w9_d379e10629
liesse	w1_d379e10634
der	w3_d379e10637
Prinz	w5_d379e10640
Ferdinand	w7_d379e10643
(dessen	w9_d379e10646
Armee	w11_d379e10649
damals	w1_d379e10654
in	w3_d379e10657
völliger	w5_d379e10660
Schlacht=ordnung	w7_d379e10663
stun	w9_d379e10666
de)	w1_d379e10671
2.	w3_d379e10674
Colonnen	w5_d379e10677
ausmarschiren,	w7_d379e10680
welche	w9_d379e10683
Mine	w1_d379e10689
machte,	w3_d379e10692
als	w5_d379e10695
ob	w7_d379e10698
sie	w9_d379e10701
sich	w11_d379e10704
dem	w13_d379e10708
an	w15_d379e10711
der	w17_d379e10714
Spitze	w1_d379e10719
der	w3_d379e10722
Armentierischen	w5_d379e10725
Reserve	w7_d379e10728
ligen	w9_d379e10731
den	w1_d379e10736
Dorf	w3_d379e10739
Gosfeld,	w5_d379e10742
so	w7_d379e10745
mit	w9_d379e10748
3.	w11_d379e10751
Dragoner	w13_d379e10755
regimentern	w1_d379e10760
bedecket	w3_d379e10763
ware,	w5_d379e10766
näheren	w7_d379e10769
wol	w9_d379e10772
ten.	w1_d379e10778
Der	w3_d379e10781
Herzog	w5_d379e10784
von	w7_d379e10787
Broglie,	w9_d379e10790
welcher	w11_d379e10793
in	w1_d379e10798
Abwesenheit	w3_d379e10801
des	w5_d379e10804
nach	w7_d379e10807
dem	w9_d379e10810
untern	w11_d379e10813
Rhein	w13_d379e10817
abgegangenen	w1_d379e10822
Herrn	w3_d379e10825
Generalen	w5_d379e10828
d'Armen	w7_d379e10831
tieres	w1_d379e10836
Tags	w3_d379e10839
vorhero	w5_d379e10842
sich	w7_d379e10845
dahin	w9_d379e10848
verfüget	w11_d379e10851
hat	w13_d379e10855
te,	w1_d379e10861
wurde	w3_d379e10864
hiervon	w5_d379e10867
gar	w7_d379e10870
bald	w9_d379e10873
benachrich	w11_d379e10876
tiget,	w1_d379e10881
er	w3_d379e10884
gab	w5_d379e10887
demnach	w7_d379e10890
unverzüglich	w9_d379e10893
den	w11_d379e10896
Be	w13_d379e10900
fehl	w1_d379e10905
auszurucken,	w3_d379e10908
wie	w5_d379e10911
wolen	w7_d379e10914
die	w9_d379e10917
2.	w11_d379e10920
Hanö	w13_d379e10924
verische	w1_d379e10929
Colonnen	w3_d379e10932
sehr	w5_d379e10935
langsam	w7_d379e10938
marschirten.	w9_d379e10941
Die	w1_d379e10947
ganze	w3_d379e10950
Armee	w5_d379e10953
ergriffe	w7_d379e10956
die	w9_d379e10959
Waffen,	w11_d379e10962
in	w13_d379e10966
deme	w1_d379e10971
man	w3_d379e10974
sicher	w5_d379e10977
glaubte,	w7_d379e10980
daß	w9_d379e10983
der	w11_d379e10986
Feind	w13_d379e10990
an	w15_d379e10993
greiffen	w1_d379e10998
wurde;	w3_d379e11001
man	w5_d379e11004
schickte	w7_d379e11007
auch	w9_d379e11010
dahero	w11_d379e11013
die	w1_d379e11018
Bagage	w3_d379e11021
auf	w5_d379e11024
den	w7_d379e11027
Mahrburger=weeg	w9_d379e11030
na	w11_d379e11033
cher	w1_d379e11039
Giessen,	w3_d379e11042
und	w5_d379e11045
der	w7_d379e11048
Herzog	w9_d379e11051
von	w11_d379e11054
Bro	w13_d379e11058
glie	w1_d379e11063
machte	w3_d379e11066
haupt=sächlich	w5_d379e11069
an	w7_d379e11072
seinem	w9_d379e11075
lin	w11_d379e11078
ten	w1_d379e11083
Flügel	w3_d379e11086
alle	w5_d379e11089
benöhtigte	w7_d379e11092
Vorkehrung	w9_d379e11095
ge	w11_d379e11098
gen	w1_d379e11103
einen	w3_d379e11106
Angrif;	w5_d379e11109
um	w7_d379e11112
9.	w9_d379e11115
Uhr	w11_d379e11118
aber	w13_d379e11122
kehr	w15_d379e11125
len	w1_d379e11131
die	w3_d379e11134
feindliche	w5_d379e11137
Colonnen,	w7_d379e11140
wie	w9_d379e11143
wolen	w11_d379e11146
rechter	w1_d379e11151
Hand	w3_d379e11154
sich	w5_d379e11157
in	w7_d379e11160
etwas	w9_d379e11163
mehr	w11_d379e11166
ausbrei	w13_d379e11170
tend,	w1_d379e11175
in	w3_d379e11178
ihr	w5_d379e11181
Lager	w7_d379e11184
zuruck.	w9_d379e11187
Diese	w1_d379e11192
Bewegung	w3_d379e11195
machte	w5_d379e11198
glauben,	w7_d379e11201
daß	w9_d379e11204
</p>
<p id="p10_d379e11207">
der	w1_d379e11211
Feind	w3_d379e11214
den	w5_d379e11217
Weeg	w7_d379e11220
nacher	w9_d379e11223
Wetzlar	w11_d379e11226
denen	w13_d379e11230
Franzosen	w1_d379e11235
abzugewinnen	w3_d379e11238
suchte,	w5_d379e11241
wie	w7_d379e11244
dann	w9_d379e11247
bereits	w1_d379e11252
ein	w3_d379e11255
feindliches	w5_d379e11258
Corps	w7_d379e11261
an	w9_d379e11264
dem	w11_d379e11267
Aus	w13_d379e11271
Lang	w1_d379e11277
des	w3_d379e11280
Waldes	w5_d379e11283
(hinter	w7_d379e11286
welchen	w9_d379e11289
mehr	w11_d379e11292
er	w13_d379e11296
</p>
<p id="p12_d379e11300">
wehnte	w1_d379e11304
2.	w3_d379e11307
Colonen	w5_d379e11310
besilirten)	w7_d379e11313
heimlichen	w9_d379e11316
Posto	w1_d379e11321
gefasset	w3_d379e11324
hatte.	w5_d379e11327
Auf	w7_d379e11330
Bemerkung	w9_d379e11333
des	w11_d379e11336
sen	w1_d379e11341
wurde	w3_d379e11344
Französischer	w5_d379e11347
Seits	w7_d379e11350
der	w9_d379e11353
Ent	w11_d379e11356
schluß	w1_d379e11362
genommen,	w3_d379e11365
sogleich	w5_d379e11368
den	w7_d379e11371
Herzog	w9_d379e11374
von	w11_d379e11377
Havre	w1_d379e11382
mit	w3_d379e11385
der	w5_d379e11388
Brigade	w7_d379e11391
von	w9_d379e11394
Navarre,	w11_d379e11397
und	w13_d379e11401
denen	w1_d379e11406
Dragonern	w3_d379e11409
von	w5_d379e11412
Curraman	w7_d379e11415
nacher	w9_d379e11418
Wetzlar	w1_d379e11423
abzusenden,	w3_d379e11426
und	w5_d379e11429
es	w7_d379e11432
ist	w9_d379e11435
wahrschein	w11_d379e11438
lich,	w1_d379e11444
daß	w3_d379e11447
auch	w5_d379e11450
die	w7_d379e11453
ganze	w9_d379e11456
Französische	w11_d379e11459
Armee	w13_d379e11463
die	w1_d379e11468
Nacht	w3_d379e11471
oder	w5_d379e11474
den	w7_d379e11477
folgenden	w9_d379e11480
Tag	w11_d379e11483
darauf,	w13_d379e11487
um	w1_d379e11492
nicht	w3_d379e11495
umrungen	w5_d379e11498
zu	w7_d379e11501
werden,	w9_d379e11504
den	w11_d379e11507
Marsch	w13_d379e11511
nacher	w1_d379e11516
Giessen	w3_d379e11519
angetretten	w5_d379e11522
habe;	w7_d379e11525
bey	w9_d379e11528
deme	w11_d379e11531
allen	w1_d379e11537
man	w3_d379e11540
aber	w5_d379e11543
das	w7_d379e11546
Schloß	w9_d379e11549
von	w11_d379e11552
Mahrburg	w13_d379e11556
nicht	w1_d379e11561
unbesetzt	w3_d379e11564
lassen	w5_d379e11567
wird.	w7_d379e11570
</p>
<head id="h2_d379e11576">
Kurz=gefaßte	w1_d379e11580
Nachrichten	w3_d379e11583
von	w1_d379e11588
verschiedenen	w3_d379e11591
Orten.	w5_d379e11594
Man	w1_d379e11599
vernihmt	w3_d379e11602
</head>
<p id="p4_d379e11605">
Von	w1_d379e11609
Lüttich:	w3_d379e11612
daß	w5_d379e11615
man	w7_d379e11618
aldaselbst	w9_d379e11621
den	w11_d379e11624
23.	w1_d379e11629
Augusti	w3_d379e11632
zwischen	w5_d379e11635
4.	w7_d379e11638
und	w9_d379e11641
5.	w11_d379e11644
Uhr	w13_d379e11648
