<doc id="wr_1759-07-04" attrs="word" year="1759" month="07" day="04" corpus="2">
<head id="h2_d362e3837">
Cassel	w1_d362e3841
Weil	w1_d362e18391
übri	w3_d362e18394
wieder	w1_d362e18400
zu	w3_d362e18403
Schiffe	w5_d362e18406
begeben.	w7_d362e18409
gens	w1_d362e18414
der	w3_d362e18417
Chef	w5_d362e18420
d'Escadre	w7_d362e18423
Moore	w9_d362e18426
noch	w11_d362e18429
am	w13_d362e18433
besagtem	w1_d362e18438
2.	w3_d362e18441
May	w5_d362e18444
erfahren,	w7_d362e18447
daß	w9_d362e18450
erstgedach	w11_d362e18453
te	w1_d362e18458
Escadre	w3_d362e18461
des	w5_d362e18464
Hrn.	w7_d362e18467
von	w9_d362e18470
Bompart	w11_d362e18473
sich	w13_d362e18477
nächst	w1_d362e18483
Marigalante	w3_d362e18486
befände,	w5_d362e18489
so	w7_d362e18492
ist	w9_d362e18495
er	w11_d362e18498
zwar	w13_d362e18502
sofort	w1_d362e18507
in	w3_d362e18510
der	w5_d362e18513
Absicht,	w7_d362e18516
solche	w9_d362e18519
anzugreiffen,	w11_d362e18522
un	w13_d362e18526
ter	w1_d362e18531
Seegel	w3_d362e18534
gegangen;	w5_d362e18537
ob	w7_d362e18540
er	w9_d362e18543
sie	w11_d362e18546
nun	w13_d362e18550
gleich,	w15_d362e18553
wiewolen	w1_d362e18558
erst	w3_d362e18561
nach	w5_d362e18564
fünf	w7_d362e18567
Tägen,	w9_d362e18570
und	w11_d362e18573
zwar	w13_d362e18577
nach	w1_d362e18583
Port=royal	w3_d362e18586
zu	w5_d362e18589
den	w7_d362e18592
Lauf	w9_d362e18595
nehmend,	w11_d362e18598
würklich	w1_d362e18603
wahrgenommen,	w3_d362e18606
so	w5_d362e18609
hat	w7_d362e18612
er	w9_d362e18615
jedoch	w11_d362e18618
seine	w1_d362e18623
Absicht	w3_d362e18626
nicht	w5_d362e18629
bewerkstelligen	w7_d362e18632
können.	w9_d362e18635
Jn	w1_d362e18640
diesen	w3_d362e18643
Nachrichten	w5_d362e18646
bestehet	w7_d362e18649
dermalen	w9_d362e18652
der	w1_d362e18658
Haupt=inhalt	w3_d362e18661
sothaner	w5_d362e18664
Relationen.	w7_d362e18667
</p>
<p id="p8_d362e18670">
Man	w1_d362e18674
hat	w3_d362e18677
übrigens	w5_d362e18680
gewisse	w7_d362e18683
Nachrichte	w9_d362e18686
aus	w11_d362e18689
Ost=indien	w1_d362e18694
erhalten,	w3_d362e18697
welche	w5_d362e18700
melden,	w7_d362e18703
daß	w9_d362e18706
die	w1_d362e18711
Admirals	w3_d362e18714
Procock	w5_d362e18717
und	w7_d362e18720
Stevens	w9_d362e18723
sich	w11_d362e18726
in	w13_d362e18730
dem	w1_d362e18736
Gefechte,	w3_d362e18739
so	w5_d362e18742
im	w7_d362e18745
verwichenen	w9_d362e18748
Monat	w11_d362e18751
August	w1_d362e18756
zwischen	w3_d362e18759
denen	w5_d362e18762
Französischen	w7_d362e18765
und	w9_d362e18768
Engländischen	w1_d362e18773
Geschwadern	w3_d362e18776
vorgefallen,	w5_d362e18779
vollkommen	w1_d362e18784
wol	w3_d362e18787
verhalten	w5_d362e18790
haben;	w7_d362e18793
daß	w9_d362e18796
aber	w11_d362e18799
drey	w1_d362e18805
von	w3_d362e18808
ihren	w5_d362e18811
Capitainen	w7_d362e18814
ihre	w9_d362e18817
Schuldigkeit	w11_d362e18820
verabsäumet	w1_d362e18825
hätten.	w3_d362e18828
Man	w5_d362e18831
habe	w7_d362e18834
ihr	w9_d362e18837
Verfah	w11_d362e18840
</p>
<p id="p14_d362e18854">
ren	w1_d362e18858
in	w3_d362e18861
einem	w5_d362e18864
Kriegs=raht	w7_d362e18867
untersuchet,	w9_d362e18870
wor	w11_d362e18873
auf	w1_d362e18878
dann	w3_d362e18881
einer	w5_d362e18884
von	w7_d362e18887
diesen	w9_d362e18890
Capitainen	w11_d362e18893
ar	w13_d362e18897
restirt,	w1_d362e18902
und	w3_d362e18905
zuruck	w5_d362e18908
geschicket,	w7_d362e18911
und	w9_d362e18914
die	w11_d362e18917
zwey	w13_d362e18921
andere	w1_d362e18927
auf	w3_d362e18930
ein	w5_d362e18933
Jahr	w7_d362e18936
lang	w9_d362e18939
suspendiret	w11_d362e18942
wor	w13_d362e18946
den.	w1_d362e18951
Der	w3_d362e18954
Admiral	w5_d362e18957
Stevens	w7_d362e18960
seye	w9_d362e18963
an	w11_d362e18966
der	w13_d362e18970
Schulter	w1_d362e18975
bleßiret.	w3_d362e18978
</p>
<p id="p16_d362e18981">
Das	w1_d362e18985
Parlement	w3_d362e18988
hat	w5_d362e18991
beschlossen,	w7_d362e18994
die	w9_d362e18997
Pfarr	w11_d362e19000
hospitäler	w1_d362e19005
abzuschaffen,	w3_d362e19008
weilen	w5_d362e19011
die	w7_d362e19014
darinnen	w9_d362e19017
befindliche	w1_d362e19022
Armen	w3_d362e19025
der	w5_d362e19028
Societät	w7_d362e19031
weiter	w9_d362e19034
kei	w11_d362e19037
nen	w1_d362e19043
Nutzen	w3_d362e19046
geben;	w5_d362e19049
hingegen	w7_d362e19052
sollen	w9_d362e19055
allge	w11_d362e19058
meine	w1_d362e19063
Hospitäler	w3_d362e19066
in	w5_d362e19069
denen	w7_d362e19072
unbewohnten	w9_d362e19075
Ge	w11_d362e19078
genden,	w1_d362e19083
Provinzen,	w3_d362e19086
und	w5_d362e19089
Districten	w7_d362e19092
des	w9_d362e19095
Kö	w11_d362e19098
nigreichs	w1_d362e19103
unter	w3_d362e19106
der	w5_d362e19109
Direction	w7_d362e19112
des	w9_d362e19115
Gouver	w11_d362e19118
neurs	w1_d362e19124
und	w3_d362e19127
Directeurs	w5_d362e19130
errichtet	w7_d362e19133
werden.	w9_d362e19136
Die	w1_d362e19141
Armen	w3_d362e19144
sollen	w5_d362e19147
sodann	w7_d362e19150
diese	w9_d362e19153
Gegenden	w11_d362e19156
zum	w1_d362e19161
Unterhalt	w3_d362e19164
dieser	w5_d362e19167
Hospitäler	w7_d362e19170
bearbeiten,	w9_d362e19173
und	w1_d362e19178
in	w3_d362e19181
denen	w5_d362e19184
Hospitälern	w7_d362e19187
selbst	w9_d362e19190
sollen	w11_d362e19193
ver	w13_d362e19197
schiedene	w1_d362e19203
Manufacturen	w3_d362e19206
errichtet	w5_d362e19209
werden.	w7_d362e19212
Die	w1_d362e19217
Armen,	w3_d362e19220
welche	w5_d362e19223
Alters,	w7_d362e19226
Schwachheit,	w9_d362e19229
oder	w1_d362e19234
Krankheit	w3_d362e19237
halber	w5_d362e19240
nicht	w7_d362e19243
arbeiten	w9_d362e19246
können,	w11_d362e19249
sollen	w1_d362e19254
von	w3_d362e19257
anderer	w5_d362e19260
Leute	w7_d362e19263
Arbeit	w9_d362e19266
leben.	w11_d362e19269
</p>
<p id="p18_d362e19272">
Da	w1_d362e19276
die	w3_d362e19279
neulich	w5_d362e19282
zu	w7_d362e19285
Plymout	w9_d362e19288
aufgebrachte	w11_d362e19291
Französische	w1_d362e19296
Fregatte,	w3_d362e19299
Arethusa,	w5_d362e19302
mehren	w7_d362e19305
theils	w1_d362e19310
lauter	w3_d362e19313
Land=trupen	w5_d362e19316
am	w7_d362e19319
Bord	w9_d362e19322
gehabt,	w11_d362e19325
so	w13_d362e19329
mutmassen	w1_d362e19335
wir	w3_d362e19338
hieraus	w5_d362e19341
einen	w7_d362e19344
grossen	w9_d362e19347
Mangel	w11_d362e19350
an	w1_d362e19355
See=leuten	w3_d362e19358
auf	w5_d362e19361
denen	w7_d362e19364
Französischen	w9_d362e19367
Kriegs=schiffen.	w1_d362e19372
Die	w3_d362e19375
Franzosen	w5_d362e19378
fangen	w7_d362e19381
an	w9_d362e19384
in	w1_d362e19389
ihren	w3_d362e19392
See=gefechten	w5_d362e19395
feurige	w7_d362e19398
Pfeile	w9_d362e19401
zu	w11_d362e19404
gebrauchen,	w1_d362e19410
um	w3_d362e19413
dadurch	w5_d362e19416
die	w7_d362e19419
Seegel	w9_d362e19422
in	w11_d362e19425
Brand	w13_d362e19429
zu	w1_d362e19434
setzen.	w3_d362e19437
Aus	w5_d362e19440
dieser	w7_d362e19443
Ursach	w9_d362e19446
ist	w11_d362e19449
die	w13_d362e19453
Ordre	w15_d362e19456
ergangen,	w1_d362e19461
daß	w3_d362e19464
künftig	w5_d362e19467
jedes	w7_d362e19470
Kriegs=schif	w9_d362e19473
ei	w11_d362e19476
ne	w1_d362e19481
Feuer=spritze	w3_d362e19484
bey	w5_d362e19487
sich	w7_d362e19490
führen	w9_d362e19493
solle.	w11_d362e19496
Das	w1_d362e19502
Engländische	w1_d362e19507
Kriegs=schif	w3_d362e19510
Liverpool	w5_d362e19513
wel	w1_d362e19518
ches	w1_d362e19523
mit	w3_d362e19526
einem	w5_d362e19529
Französischen	w7_d362e19532
Caper	w9_d362e19535
ins	w11_d362e19538
Ge	w13_d362e19542
fecht	w1_d362e19548
gerahten,	w3_d362e19551
hat	w5_d362e19554
uns	w7_d362e19557
die	w9_d362e19560
Erfahrung	w11_d362e19563
von	w13_d362e19567
dieser	w1_d362e19572
neuen	w3_d362e19575
Manier	w5_d362e19578
mitgebracht.	w7_d362e19581
Wäre	w1_d362e19586
erst=gemeldetes	w1_d362e19591
Schif	w3_d362e19594
nicht	w5_d362e19597
so	w7_d362e19600
nahe	w9_d362e19603
bey	w11_d362e19606
Yar	w1_d362e19612
mout	w1_d362e19617
gewesen,	w3_d362e19620
so	w5_d362e19623
würde	w7_d362e19626
es	w9_d362e19629
ohne	w11_d362e19632
Zweifel	w13_d362e19636
verbrannt	w1_d362e19641
seyn.	w3_d362e19644
</p>
<head id="h2_d362e19650">
Land=marschall.	w1_d362e19654
</head>
<p id="p4_d362e19657">
Entbiete	w1_d362e19661
N.	w3_d362e19664
allen	w5_d362e19667
und	w7_d362e19670
jeden,	w9_d362e19673
was	w11_d362e19676
Würden	w13_d362e19680
oder	w15_d362e19683
Stands	w1_d362e19688
sie	w3_d362e19691
seynd,	w5_d362e19694
besonders	w7_d362e19697
aber	w9_d362e19700
allen	w11_d362e19703
respective	w13_d362e19707
Herren	w1_d362e19712
Fidei=commiß	w3_d362e19715
Anwarteren,	w5_d362e19718
meinen	w7_d362e19721
re	w9_d362e19724
</p>
<p id="p6_d362e19727">
spective	w1_d362e19731
Dienst	w3_d362e19734
im	w5_d362e19737
guten	w7_d362e19740
Willen	w9_d362e19743
zuvor,	w11_d362e19746
und	w13_d362e19750
füge	w15_d362e19753
hiemit	w1_d362e19758
zu	w3_d362e19761
vernehmen,	w5_d362e19764
welcher	w7_d362e19767
gestalten	w9_d362e19770
Jhre	w11_d362e19773
Kais.	w13_d362e19777
Königl.	w1_d362e19782
Apostol.	w3_d362e19785
Majestät,	w5_d362e19788
unsere	w7_d362e19791
allergnädigste	w9_d362e19794
Frau	w1_d362e19800
rc.	w3_d362e19803
in	w5_d362e19806
Betref	w7_d362e19809
der	w9_d362e19812
N.	w11_d362e19815
Oe.	w13_d362e19819
Landtafelmanipu	w15_d362e19822
lation	w1_d362e19827
und	w3_d362e19830
hierwegen	w5_d362e19833
weiters	w7_d362e19836
erlassenen	w9_d362e19839
Jnstru	w11_d362e19842
ction	w1_d362e19847
unterm	w3_d362e19850
11.	w5_d362e19853
dies	w7_d362e19856
Monats	w9_d362e19859
allergnädigst	w11_d362e19862
zu	w13_d362e19866
resolviren,	w1_d362e19871
und	w3_d362e19874
anzubefehlen	w5_d362e19877
geruhet	w7_d362e19880
haben;	w9_d362e19883
wie	w11_d362e19886
daß	w1_d362e19892
so	w3_d362e19895
viel	w5_d362e19898
die	w7_d362e19901
Vormerkung	w9_d362e19904
des	w11_d362e19907
achten	w13_d362e19911
Theils	w15_d362e19914
von	w17_d362e19917
dem	w1_d362e19922
Wert	w3_d362e19925
eines	w5_d362e19928
Guts	w7_d362e19931
zu	w9_d362e19934
Sicher=stellung	w11_d362e19937
deren	w13_d362e19941
Waisendepositen	w1_d362e19946
und	w3_d362e19949
Wehrungs=geldern	w5_d362e19952
betriff,	w7_d362e19955
zu	w1_d362e19960
Versicherung	w3_d362e19963
derley	w5_d362e19966
Waisendeposiren	w7_d362e19969
und	w9_d362e19972
Wehrungs=geldern	w1_d362e19978
bey	w3_d362e19981
denen	w5_d362e19984
Herrschaften	w7_d362e19987
in	w9_d362e19990
dies	w11_d362e19993
fällige	w1_d362e19998
Besorgung	w3_d362e20001
des	w5_d362e20004
Pupillaris	w7_d362e20007
eine	w9_d362e20010
standhaft	w11_d362e20013
und	w1_d362e20018
gesicherte	w3_d362e20021
Einrichtung	w5_d362e20024
beschehen,	w7_d362e20027
bis	w9_d362e20030
zu	w11_d362e20033
solch	w13_d362e20037
seiner	w1_d362e20042
Zeit,	w3_d362e20045
nach	w5_d362e20048
erlangenden	w7_d362e20051
Entzweck	w9_d362e20054
aber	w11_d362e20057
der	w13_d362e20061
achte	w1_d362e20067
Theil	w3_d362e20070
des	w5_d362e20073
Werts	w7_d362e20076
eines	w9_d362e20079
Guts	w11_d362e20082
indistinctim	w13_d362e20086
so	w15_d362e20089
wol	w1_d362e20094
auf	w3_d362e20097
denen	w5_d362e20100
Fidei=commiß,	w7_d362e20103
als	w9_d362e20106
anderen	w11_d362e20109
Güte	w13_d362e20113
ren	w1_d362e20118
um	w3_d362e20121
so	w5_d362e20124
mehr	w7_d362e20127
intabulirt	w9_d362e20130
werden	w11_d362e20133
solle,	w13_d362e20137
massen	w15_d362e20140
die	w1_d362e20145
gleich	w3_d362e20148
besagte	w5_d362e20151
Waisendepositen	w7_d362e20154
und	w9_d362e20157
Web	w11_d362e20160
rungs=gelder	w1_d362e20166
indistinetim	w3_d362e20169
sowol	w5_d362e20172
bey	w7_d362e20175
Fidei=commiß,	w9_d362e20178
als	w1_d362e20183
anderen	w3_d362e20186
Güteren	w5_d362e20189
durch	w7_d362e20192
die	w9_d362e20195
Vormerkung	w11_d362e20198
zu	w13_d362e20202
ver	w15_d362e20205
sicheren	w1_d362e20210
wären.	w3_d362e20213
Wie	w5_d362e20216
dann	w7_d362e20219
eben	w9_d362e20222
in	w11_d362e20225
Folge	w13_d362e20229
der	w15_d362e20232
füs	w17_d362e20235
dato	w1_d362e20240
15.	w3_d362e20243
Febr.	w5_d362e20246
dies	w7_d362e20249
Jahrs	w9_d362e20252
geschöpften	w11_d362e20255
allerhöchsten	w13_d362e20259
Resolution	w1_d362e20265
diese	w3_d362e20268
auf	w5_d362e20271
die	w7_d362e20274
Fider=commiß=güter	w9_d362e20277
nicht	w11_d362e20280
zu	w1_d362e20285
unterlassende,	w3_d362e20288
und	w5_d362e20291
würklich	w7_d362e20294
beschehene	w9_d362e20297
Vormei	w11_d362e20300
kung	w1_d362e20305
der	w3_d362e20308
Octavä	w5_d362e20311
des	w7_d362e20314
Werts	w9_d362e20317
denen	w11_d362e20320
Anwarteren	w13_d362e20324
zu	w15_d362e20327
dem	w1_d362e20332
Ende	w3_d362e20335
zu	w5_d362e20338
intimiren	w7_d362e20341
seye,	w9_d362e20344
und	w11_d362e20347
damit	w13_d362e20351
dieselbe	w15_d362e20354
auf	w1_d362e20360
die	w3_d362e20363
Ausfindig=machung	w5_d362e20366
eines	w7_d362e20369
Allodialis	w9_d362e20372
allen	w11_d362e20375
falls	w1_d362e20380
aber	w3_d362e20383
auf	w5_d362e20386
die	w7_d362e20389
baldige	w9_d362e20392
Ausweis	w11_d362e20395
und	w13_d362e20399
Abledigung	w15_d362e20402
solcher	w1_d362e20407
auf	w3_d362e20410
denen	w5_d362e20413
Fidei=commißherrschaften	w7_d362e20416
haf	w9_d362e20419
iren	w1_d362e20424
und	w3_d362e20427
Wehrungsgeldern	w5_d362e20430
tenden	w1_d362e20436
Pupilar=deposi	w3_d362e20439
bedacht	w1_d362e20444
seyn,	w3_d362e20447
und	w5_d362e20450
in	w7_d362e20453
Tempore	w9_d362e20456
invigiliren,	w11_d362e20459
sohin	w13_d362e20463
von	w1_d362e20468
denen	w3_d362e20471
Fidei=commiß=gütern	w5_d362e20474
den	w7_d362e20477
ansonst	w9_d362e20480
be	w11_d362e20483
vorstehenden	w1_d362e20488
Schaden	w3_d362e20491
in	w5_d362e20494
Zeit	w7_d362e20497
von	w9_d362e20500
sich	w11_d362e20503
akleiten	w13_d362e20507
mögen.	w1_d362e20513
Als	w3_d362e20516
hat	w5_d362e20519
man	w7_d362e20522
ein	w9_d362e20525
solcher	w11_d362e20528
durch	w13_d362e20532
gegenwär	w15_d362e20535
tiges	w1_d362e20540
Edict	w3_d362e20543
zu	w5_d362e20546
jedermanns	w7_d362e20549
Wissen,	w9_d362e20552
besonders	w11_d362e20555
aber	w13_d362e20559
denen	w1_d362e20564
sammentlichen	w3_d362e20567
respective	w5_d362e20570
Herren	w7_d362e20573
Fldener	w9_d362e20576
u	w11_d362e20579
miß=anwartern	w1_d362e20584
zu	w3_d362e20587
gehorsamsten	w5_d362e20590
Nachachtung	w7_d362e20593
und	w1_d362e20599
Befolgung	w3_d362e20602
ob=bemeldt=ergangenen	w5_d362e20605
allergna	w7_d362e20608
digsten	w1_d362e20613
Kais.	w3_d362e20616
Kön.	w5_d362e20619
Resolution	w7_d362e20622
hiemit	w9_d362e20625
kund	w11_d362e20628
machen	w13_d362e20632
wollen,	w1_d362e20637
als	w3_d362e20640
int	w5_d362e20643
widrigen	w7_d362e20646
dieselbe	w9_d362e20649
den	w11_d362e20652
etwann	w13_d362e20656
wooen	w15_d362e20659
zu	w1_d362e20664
Last	w3_d362e20667
kommenden	w5_d362e20670
Betrag	w7_d362e20673
deren	w9_d362e20676
WaisenLepon	w11_d362e20679
ten	w1_d362e20685
und	w3_d362e20688
Wehrungs=geldern	w5_d362e20691
sich	w7_d362e20694
selbsten	w9_d362e20697
zuzusch	w11_d362e20700
ben	w1_d362e20705
haben	w3_d362e20708
wurden.	w5_d362e20711
</p>
<p id="p8_d362e20716">
Richgelis	w1_d362e20720
das	w3_d362e20723
Tahli	w5_d362e20726
Es	w1_d362e20731
ist	w3_d362e20734
auf	w5_d362e20737
künftigen	w7_d362e20740
St.	w9_d362e20743
mische	w1_d362e20748
Bräu=haus	w3_d362e20751
auf	w5_d362e20754
der	w7_d362e20757
Schwechat	w9_d362e20760
im	w11_d362e20763
Bestand	w13_d362e20767
zu	w15_d362e20770
verlassen,	w1_d362e20776
auch	w3_d362e20779
allenfalls	w5_d362e20782
bis	w7_d362e20785
dahin	w9_d362e20788
Täglich	w11_d362e20791
zu	w13_d362e20795
der	w15_d362e20798
kauffen,	w1_d362e20803
wer	w3_d362e20806
zu	w5_d362e20809
solchem	w7_d362e20812
Belieben	w9_d362e20815
traget,	w11_d362e20818
der	w13_d362e20822
hat	w15_d362e20825
sich	w17_d362e20828
bey	w1_d362e20833
denc	w3_d362e20836
von	w5_d362e20839
Zahlheimischen	w7_d362e20842
Herren	w9_d362e20845
Gebrüderen,	w11_d362e20848
als	w13_d362e20852
Administratoribus	w1_d362e20857
alhier,	w3_d362e20860
entweder	w5_d362e20863
auf	w7_d362e20866
dem	w9_d362e20869
Ho	w11_d362e20872
len	w1_d362e20878
Markt	w3_d362e20881
im	w5_d362e20884
Fernerischen	w7_d362e20887
Haus	w9_d362e20890
im	w11_d362e20893
2.	w13_d362e20897
Stock,	w15_d362e20900
eder	w17_d362e20903
unterhalb	w1_d362e20908
des	w3_d362e20911
alten	w5_d362e20914
Fleisch=marks	w7_d362e20917
im	w9_d362e20920
Schunds	w11_d362e20923
schen	w1_d362e20928
Haus	w3_d362e20931
im	w5_d362e20934
3.	w7_d362e20937
Stock	w9_d362e20940
anzumelden.	w11_d362e20943
</p>
<p id="p14_d362e20957">
is	w1_d362e20961
Abbt	w3_d362e20964
des	w5_d362e20967
Löbl.	w7_d362e20970
Stifts	w9_d362e20973
und	w11_d362e20976
würdigen	w13_d362e20980
Aobe	w1_d362e20985
L.	w1_d362e20990
Frauen	w3_d362e20993
GOttes=haus	w5_d362e20996
zu	w7_d362e20999
denen	w9_d362e21002
Schotten	w11_d362e21005
in	w13_d362e21009
Wien	w1_d362e21015
und	w3_d362e21018
zu	w5_d362e21021
Thelk	w7_d362e21024
in	w9_d362e21027
Hungarn,	w11_d362e21030
Jhrer	w13_d362e21034
Kaiserl.	w15_d362e21037
Königl.	w1_d362e21042
zu	w3_d362e21045
Hungarn	w5_d362e21048
und	w7_d362e21051
Böheim	w9_d362e21054
Königl.	w11_d362e21057
Apost.	w13_d362e21061
nest.	w1_d362e21066
Raht,	w3_d362e21069
wie	w5_d362e21072
auch	w7_d362e21075
einer	w9_d362e21078
Löbl.	w11_d362e21081
N.	w13_d362e21085
Oe.	w15_d362e21088
Land	w17_d362e21091
jeder	w1_d362e21096
mit	w1_d362e21102
erwählter	w3_d362e21105
Ausschuß,	w5_d362e21108
fügen	w7_d362e21111
hiemit	w9_d362e21114
änniglich	w1_d362e21119
zu	w3_d362e21122
vernehmen:	w5_d362e21125
Es	w7_d362e21128
habe	w9_d362e21131
die	w11_d362e21134
Theresia	w13_d362e21138
Jahrs	w1_d362e21143
zlerin	w1_d362e21148
Wittib	w3_d362e21151
unterm	w5_d362e21154
13.	w7_d362e21157
Junii	w9_d362e21160
dies	w11_d362e21163
schriftlich	w1_d362e21169
angebracht,	w3_d362e21172
welcher	w5_d362e21175
gestalten	w7_d362e21178
wegen	w9_d362e21181
auffung	w1_d362e21186
ihres	w3_d362e21189
in	w5_d362e21192
der	w7_d362e21195
Hungar=gassen	w9_d362e21198
gelegenen	w11_d362e21201
zuhero	w1_d362e21206
dienstbaren	w3_d362e21209
Hauses,	w5_d362e21212
um	w7_d362e21215
Ausfertigung	w9_d362e21218
beren	w1_d362e21223
Licitations=edicten	w3_d362e21226
gebetten,	w5_d362e21229
worinn	w7_d362e21232
demnach	w9_d362e21235
auch	w1_d362e21241
gewilliget	w3_d362e21244
worden.	w5_d362e21247
Als	w7_d362e21250
wird	w9_d362e21253
zu	w11_d362e21256
solchen	w13_d362e21260
Ende	w1_d362e21265
der	w3_d362e21268
14.	w5_d362e21271
dieses	w7_d362e21274
Monats	w9_d362e21277
Julii	w11_d362e21280
Vormittag	w13_d362e21284
in	w1_d362e21289
9.	w3_d362e21292
Uhr	w5_d362e21295
für	w7_d362e21298
den	w9_d362e21301
Hof=gericht	w11_d362e21304
zu	w13_d362e21308
erscheinen,	w15_d362e21311
u	w1_d362e21316
dergestalt	w3_d362e21319
peremptorie	w5_d362e21322
clausulirte	w7_d362e21325
Licitations	w9_d362e21328
Matzung	w1_d362e21334
bestimmet,	w3_d362e21337
und	w5_d362e21340
per	w7_d362e21343
Edictum	w9_d362e21346
ad	w11_d362e21349
Valvas	w13_d362e21353
Hamret,	w1_d362e21358
daß	w3_d362e21361
alda	w5_d362e21364
mit	w7_d362e21367
dem	w9_d362e21370
vorkehrend	w11_d362e21373
Meist	w13_d362e21377
Muen	w1_d362e21382
der	w3_d362e21385
Kauf	w5_d362e21388
um	w7_d362e21391
ersagte	w9_d362e21394
Behausung	w11_d362e21397
ex	w13_d362e21401
doco	w1_d362e21406
geschlossen,	w3_d362e21409
solche	w5_d362e21412
gegen	w7_d362e21415
baaren	w9_d362e21418
Er	w11_d362e21421
des	w1_d362e21427
tractirenden	w3_d362e21430
Kauf=schillings	w5_d362e21433
überlassen	w7_d362e21436
Laniasolle;	w1_d362e21441
demnach	w3_d362e21444
all	w5_d362e21447
diejenige,	w7_d362e21450
welche	w9_d362e21453
berührt	w11_d362e21456
Brische	w1_d362e21461
Behausung	w3_d362e21464
käuflichen	w5_d362e21467
an	w7_d362e21470
sich	w9_d362e21473
zu	w11_d362e21476
brin	w13_d362e21480
geactenken,	w1_d362e21485
an	w3_d362e21488
obbestimmten	w5_d362e21491
Tag	w7_d362e21494
und	w9_d362e21497
Stund	w11_d362e21500
alti	w1_d362e21506
zu	w3_d362e21509
erscheinen,	w5_d362e21512
und	w7_d362e21515
sich	w9_d362e21518
hiernach	w11_d362e21521
zu	w13_d362e21525
richten	w15_d362e21528
seven	w1_d362e21533
werden.	w3_d362e21536
Actum	w5_d362e21539
Wien	w7_d362e21542
Schottenhof	w9_d362e21545
den	w11_d362e21548
2Junii	w1_d362e21553
1759.	w3_d362e21556
</p>
<p id="p16_d362e21561">
den	w1_d362e21565
9.	w3_d362e21568
Julii	w5_d362e21571
Vormittag	w7_d362e21574
um	w9_d362e21577
9.	w11_d362e21580
Uhr,	w13_d362e21584
werden	w15_d362e21587
zPenling	w1_d362e21592
weyl	w3_d362e21595
Leopold	w5_d362e21598
Michael	w7_d362e21601
Hubers,	w9_d362e21604
seel.	w11_d362e21607
autung	w1_d362e21612
samt	w3_d362e21615
zugehörigen	w5_d362e21618
Gärtel,	w7_d362e21621
wie	w9_d362e21624
auch	w11_d362e21627
Bettel	w1_d362e21633
Uberländ=wein=garten,	w3_d362e21636
in	w5_d362e21639
dasigPen	w7_d362e21642
liher	w1_d362e21647
und	w3_d362e21650
2.	w5_d362e21653
ein	w7_d362e21656
halber	w9_d362e21659
deto	w11_d362e21662
in	w13_d362e21666
Paumgartner	w15_d362e21669
Wein	w1_d362e21674
gebürg,	w3_d362e21677
dann	w5_d362e21680
231.	w7_d362e21683
Eimer	w9_d362e21686
weissen	w11_d362e21689
Wein,	w13_d362e21693
und	w1_d362e21698
10	w3_d362e21701
Eimer	w5_d362e21704
leeren	w7_d362e21707
eisernen	w9_d362e21710
Banden,	w11_d362e21713
alda	w13_d362e21717
Mrbeb	w1_d362e21723
dem	w3_d362e21726
Meist=bietenden	w5_d362e21729
verkauffet	w7_d362e21732
werden.	w9_d362e21735
</p>
<p id="p18_d362e21740">
Den	w1_d362e21744
11.	w3_d362e21747
lauffenden	w5_d362e21750
Monats	w7_d362e21753
Julii	w9_d362e21756
und	w11_d362e21759
fol	w13_d362e21763
seire	w1_d362e21768
Täge,	w3_d362e21771
Vormittag	w5_d362e21774
von	w7_d362e21777
9.	w9_d362e21780
bis	w11_d362e21783
12.,	w13_d362e21787
dann	w15_d362e21790
Rachmttag	w1_d362e21795
von	w3_d362e21798
3.	w5_d362e21801
bis	w7_d362e21804
6.	w9_d362e21807
Uhr,	w11_d362e21810
werden	w13_d362e21814
in	w15_d362e21817
dem	w17_d362e21820
Rhurischen	w1_d362e21826
Haus	w3_d362e21829
in	w5_d362e21832
der	w7_d362e21835
Anna=gassen	w9_d362e21838
im	w11_d362e21841
ersten	w13_d362e21845
Es;	w1_d362e21850
verschiedene	w3_d362e21853
Verlassenschafts=effecten,	w5_d362e21856
als	w7_d362e21859
Relen,	w1_d362e21864
Hand=berln,	w3_d362e21867
Silber,	w5_d362e21870
Porcelan,	w1_d362e21875
Frauen	w1_d362e21881
kleider,	w3_d362e21884
Wäsch,	w5_d362e21887
Mahlereyen	w7_d362e21890
Spallier,	w1_d362e21895
Tisch,	w1_d362e21900
Sessel,	w3_d362e21903
Uhren,	w5_d362e21906
Zinn,	w7_d362e21909
Kupfer	w9_d362e21912
und	w11_d362e21915
andere	w13_d362e21919
Verlassenschafts=effecten,	w1_d362e21924
plus	w3_d362e21927
offerenti	w5_d362e21930
licitando	w7_d362e21933
verkauft	w1_d362e21939
werden.	w3_d362e21942
</p>
<p id="p20_d362e21945">
Wie	w1_d362e21949
Endes=gefertigte	w3_d362e21952
von	w5_d362e21955
dem	w7_d362e21958
Löbl.	w9_d362e21961
Land	w11_d362e21964
marschallischen	w1_d362e21969
Gerichts	w3_d362e21972
verordnete	w5_d362e21975
Commissa	w7_d362e21978
lien	w1_d362e21983
geben	w3_d362e21986
hiemit	w5_d362e21989
allen	w7_d362e21992
und	w9_d362e21995
jeden,	w11_d362e21998
welche	w13_d362e22002
an	w15_d362e22005
weil.	w1_d362e22011
den	w3_d362e22014
