<doc id="wr_1758-10-04" attrs="word" year="1758" month="10" day="04" corpus="2">
<head id="h2_d284e3507">
Smirna	w1_d284e3511
vorhineinBezah	w7_d284e17906
lung	w1_d284e17911
ersuchet.	w3_d284e17914
</p>
<head id="h2_d284e18013">
Constantinopel	w1_d284e18017
1.	w3_d284e18020
Septemb.	w5_d284e18023
</head>
<p id="p4_d284e18026">
Feil	w1_d284e18030
die	w3_d284e18033
Pest	w5_d284e18036
seit	w7_d284e18039
einiger	w9_d284e18042
Zeit	w11_d284e18045
sehr	w13_d284e18049
stark	w15_d284e18052
allhier	w1_d284e18057
wütet,	w3_d284e18060
so	w5_d284e18063
haben	w7_d284e18066
sich	w9_d284e18069
alle	w11_d284e18072
aus	w13_d284e18076
ländische	w1_d284e18081
Ministri	w3_d284e18084
auf	w5_d284e18087
das	w7_d284e18090
Land	w9_d284e18093
begeben.	w11_d284e18096
Zu	w1_d284e18102
Pera	w3_d284e18105
verspühret	w5_d284e18108
man	w7_d284e18111
noch	w9_d284e18114
wenig	w11_d284e18117
von	w13_d284e18121
der	w1_d284e18126
Seuche,	w3_d284e18129
in	w5_d284e18132
der	w7_d284e18135
Vor=stadt	w9_d284e18138
Galatha	w11_d284e18141
aber	w13_d284e18145
desto	w1_d284e18150
mehr;	w3_d284e18153
jedoch	w5_d284e18156
greift	w7_d284e18159
sie	w9_d284e18162
allda	w11_d284e18165
nicht	w13_d284e18169
so	w15_d284e18172
sehr	w1_d284e18177
um	w3_d284e18180
sich,	w5_d284e18183
als	w7_d284e18186
zu	w9_d284e18189
Smirna,	w11_d284e18192
wo	w13_d284e18196
täglich	w15_d284e18199
70.	w17_d284e18202
bis	w1_d284e18208
80.	w3_d284e18211
Personen	w5_d284e18214
daran	w7_d284e18217
sterben.	w9_d284e18220
Der	w11_d284e18223
Ver	w13_d284e18227
lust,	w1_d284e18232
den	w3_d284e18235
unsere	w5_d284e18238
Armee	w7_d284e18241
unlängst	w9_d284e18244
durch	w11_d284e18247
die	w13_d284e18251
aufrührischen	w1_d284e18256
Araber	w3_d284e18259
erlitten	w5_d284e18262
hat,	w7_d284e18265
ist	w9_d284e18268
nach	w11_d284e18271
näherer	w1_d284e18276
Untersuchung	w3_d284e18279
bey	w5_d284e18282
weitem	w7_d284e18285
nicht	w9_d284e18288
so	w11_d284e18291
groß	w1_d284e18297
gewesen,	w3_d284e18300
als	w5_d284e18303
man	w7_d284e18306
Anfangs	w9_d284e18309
vermeinet	w11_d284e18312
hat;	w1_d284e18317
und	w3_d284e18320
um	w5_d284e18323
diese	w7_d284e18326
Aufrührer	w9_d284e18329
zu	w11_d284e18332
Paaren	w13_d284e18336
zu	w15_d284e18339
treiben,	w1_d284e18344
hat	w3_d284e18347
der	w5_d284e18350
Groß=herr	w7_d284e18353
beschlossen,	w9_d284e18356
nicht	w11_d284e18359
nur	w1_d284e18364
seine	w3_d284e18367
Armee	w5_d284e18370
gegen	w7_d284e18373
dieselben	w9_d284e18376
mit	w11_d284e18379
einem	w13_d284e18383
zahlreichen	w1_d284e18389
Corps	w3_d284e18392
Trupen	w5_d284e18395
zu	w7_d284e18398
verstärken,	w9_d284e18401
sondern	w1_d284e18406
auch	w3_d284e18409
4.	w5_d284e18412
Schiffe	w7_d284e18415
mit	w9_d284e18418
einem	w11_d284e18421
ansehnli	w13_d284e18425
chen	w1_d284e18430
Zug	w3_d284e18433
Artillerie	w5_d284e18436
und	w7_d284e18439
einer	w9_d284e18442
grossen	w11_d284e18445
Quanti	w13_d284e18449
tät	w1_d284e18454
Kriegs	w3_d284e18457
und	w5_d284e18460
Mund=bedürfnüß	w7_d284e18463
dahin	w9_d284e18466
zu	w1_d284e18472
senden.	w3_d284e18475
</p>
<p id="p6_d284e18478">
Die	w1_d284e18482
Regierung	w3_d284e18485
hat	w5_d284e18488
einen	w7_d284e18491
allgemeine	w9_d284e18494
Be	w11_d284e18497
schlag	w1_d284e18502
auf	w3_d284e18505
alle	w5_d284e18508
Schiffe	w7_d284e18511
und	w9_d284e18514
Fahr=zeuge	w11_d284e18517
längs	w13_d284e18521
der	w1_d284e18526
Küste	w3_d284e18529
von	w5_d284e18532
dem	w7_d284e18535
schwarzen	w9_d284e18538
Meer	w11_d284e18541
geleget,	w13_d284e18545
und	w1_d284e18551
sie	w3_d284e18554
sollen	w5_d284e18557
zum	w7_d284e18560
Transport	w9_d284e18563
von	w11_d284e18566
Korn	w13_d284e18570
und	w15_d284e18573
anderen	w1_d284e18578
Lebens=mitteln	w3_d284e18581
nach	w5_d284e18584
hiesiger	w7_d284e18587
Haupt	w9_d284e18590
stadt	w1_d284e18595
gebrauchet	w3_d284e18598
werden.	w5_d284e18601
</p>
<head id="h2_d284e18607">
Petersburg	w1_d284e18611
3.	w3_d284e18614
Sept.	w5_d284e18617
</head>
<p id="p4_d284e18620">
Den	w1_d284e18624
20.	w3_d284e18627
erst	w5_d284e18630
abgewichenen	w7_d284e18633
Monats	w9_d284e18636
hat	w11_d284e18639
te	w1_d284e18644
der	w3_d284e18647
Türkische	w5_d284e18650
Gesandte	w7_d284e18653
Teftardar	w9_d284e18656
vom	w11_d284e18659
zweyten	w1_d284e18664
Rang	w3_d284e18667
Schechdi	w5_d284e18670
Osmann	w7_d284e18673
Effendi,	w9_d284e18676
seine	w1_d284e18682
Abschieds=audienz	w3_d284e18685
bey	w5_d284e18688
Jhrer	w7_d284e18691
Kaiserl.	w9_d284e18694
Majest.	w1_d284e18699
aller	w3_d284e18702
Reussen,	w5_d284e18705
mit	w7_d284e18708
eben	w9_d284e18711
denen	w11_d284e18714
Cere	w13_d284e18718
monien,	w1_d284e18723
wie	w3_d284e18726
bey	w5_d284e18729
seiner	w7_d284e18732
ersten	w9_d284e18735
Audienz.	w11_d284e18738
Die	w13_d284e18742
Reden,	w1_d284e18747
so	w3_d284e18750
dabey	w5_d284e18753
gehalten	w7_d284e18756
worden,	w9_d284e18759
seynd	w11_d284e18762
folgende;	w1_d284e18768
</p>
<head id="h2_d284e18774">
Rede	w1_d284e18778
des	w3_d284e18781
Türkischen	w5_d284e18784
Gesandten	w7_d284e18787
an	w1_d284e18792
Jhre	w3_d284e18795
Kaiserl.	w5_d284e18798
Majest.	w7_d284e18801
</head>
<p id="p4_d284e18804">
„Der	w1_d284e18808
allerdurchleuchtigste,	w3_d284e18811
großmächtig	w5_d284e18814
ste,	w1_d284e18819
gewaltigste,	w3_d284e18822
allergröste,	w5_d284e18825
glücklich	w7_d284e18828
regie	w9_d284e18831
rende	w1_d284e18836
Kaiser	w3_d284e18839
und	w5_d284e18842
höchst=beglückte	w7_d284e18845
Monarch,	w9_d284e18848
mein	w1_d284e18854
allergnädigster	w3_d284e18857
Herr,	w5_d284e18860
hat	w7_d284e18863
zur	w9_d284e18866
Notifica	w11_d284e18869
tion	w1_d284e18874
sowol	w3_d284e18877
von	w5_d284e18880
Dero	w7_d284e18883
Hoch=landes=herrlichen	w9_d284e18886
Neigung	w1_d284e18891
in	w3_d284e18894
Befestigung	w5_d284e18897
und	w7_d284e18900
Aufrechthal	w9_d284e18903
tung	w1_d284e18908
der	w3_d284e18911
zufolge	w5_d284e18914
des	w7_d284e18917
ewigen	w9_d284e18920
Friedens	w11_d284e18923
mit	w13_d284e18927
Ew.	w1_d284e18933
Kaiserl.	w3_d284e18936
Majest.	w5_d284e18939
der	w7_d284e18942
allerdurchleuchtig	w9_d284e18945
sten,	w1_d284e18950
großmächtigsten,	w3_d284e18953
allerwürdigsten,	w5_d284e18956
und	w7_d284e18959
glorreichesten	w1_d284e18964
Kaiserin	w3_d284e18967
von	w5_d284e18970
allen	w7_d284e18973
Reussen	w9_d284e18976
ob	w11_d284e18979
waltenden	w1_d284e18984
aufrichtigen	w3_d284e18987
Freundschaft	w5_d284e18990
und	w7_d284e18993
vollkommenen	w1_d284e18999
Harmonie,	w3_d284e19002
als	w5_d284e19005
auch	w7_d284e19008
von	w9_d284e19011
der	w11_d284e19014
glücklichen	w1_d284e19019
Gelangung	w3_d284e19022
Sr.	w5_d284e19025
Sultanischen	w7_d284e19028
Majest.	w1_d284e19033
auf	w3_d284e19036
den	w5_d284e19039
erhabenen	w7_d284e19042
Ottomanischen	w9_d284e19045
Thron,	w1_d284e19050
Dero	w3_d284e19053
Sultanisches	w5_d284e19056
Schreiben	w7_d284e19059
durch	w9_d284e19062
mich	w1_d284e19068
allerunterthänigsten	w3_d284e19071
Knecht	w5_d284e19074
Sr.	w7_d284e19077
glan	w9_d284e19080
zenden	w1_d284e19085
Pforte	w3_d284e19088
abfertigen	w5_d284e19091
lassen,	w7_d284e19094
welches	w9_d284e19097
auch	w11_d284e19100
unter	w1_d284e19105
Göttlichem	w3_d284e19108
Beystand	w5_d284e19111
Ew	w7_d284e19114
Kaiserl.	w9_d284e19117
Ma	w11_d284e19120
jest.	w1_d284e19125
gehöriger=massen	w3_d284e19128
zu	w5_d284e19131
überreichen,	w7_d284e19134
und	w9_d284e19137
also	w1_d284e19143
die	w3_d284e19146
mir	w5_d284e19149
aufgetragene	w7_d284e19152
Commißion	w9_d284e19155
ge	w11_d284e19158
ziemend	w1_d284e19163
auszurichten	w3_d284e19166
das	w5_d284e19169
Glück	w7_d284e19172
gehabt.	w9_d284e19175
Es	w1_d284e19180
dependiret	w3_d284e19183
demnach	w5_d284e19186
von	w7_d284e19189
Ew.	w9_d284e19192
Kaiserl.	w11_d284e19195
Maj.	w1_d284e19200
Bewilligung,	w3_d284e19203
mich	w5_d284e19206
nach	w7_d284e19209
meinem	w9_d284e19212
Hof	w11_d284e19215
wiederum	w1_d284e19221
abfertigen	w3_d284e19224
zu	w5_d284e19227
lassen.,	w7_d284e19230
</p>
<p id="p6_d284e19233">
Rachdeme	w1_d284e19237
die	w3_d284e19240
Uebersetzung	w5_d284e19243
verlesen	w7_d284e19246
wa	w9_d284e19249
re,	w1_d284e19254
ertheilte	w3_d284e19257
der	w5_d284e19260
Canzler	w7_d284e19263
im	w9_d284e19266
allerhöchsten	w11_d284e19269
Na	w13_d284e19273
men	w1_d284e19278
Jhrer	w3_d284e19281
Kaiserl.	w5_d284e19284
Maj.	w7_d284e19287
dem	w9_d284e19290
Gesandten	w11_d284e19293
folgende	w1_d284e19299
Antwort	w3_d284e19302
in	w5_d284e19305
Rußischer	w7_d284e19308
Sprache:	w9_d284e19311
</p>
<head id="h2_d284e19317">
Antwort	w1_d284e19321
auf	w3_d284e19324
die	w5_d284e19327
Anrede	w7_d284e19330
des	w9_d284e19333
Tür	w11_d284e19336
kischen	w1_d284e19341
Gesandtens.	w3_d284e19344
</head>
<p id="p4_d284e19347">
„Jhre	w1_d284e19351
Majest.	w3_d284e19354
die	w5_d284e19357
Kaiserin	w7_d284e19360
tragen	w9_d284e19363
dem	w11_d284e19366
Hrn.	w1_d284e19371
Gesandten	w3_d284e19374
nach	w5_d284e19377
seiner	w7_d284e19380
allhier	w9_d284e19383
geen	w11_d284e19386
digten	w1_d284e19391
Commißion	w3_d284e19394
auf,	w5_d284e19397
Se.	w7_d284e19400
Sultanische	w9_d284e19403
Majest.	w1_d284e19409
seinen	w3_d284e19412
Herrn	w5_d284e19415
von	w7_d284e19418
Erhaltung	w9_d284e19421
der	w11_d284e19424
</p>
<p id="p10_d284e19437">
Freundschaft	w1_d284e19441
und	w3_d284e19444
Harmonie,	w5_d284e19447
zufolge	w7_d284e19450
dem	w9_d284e19453
mit	w1_d284e19458
Jhrer	w3_d284e19461
Kaiserl.	w5_d284e19464
Majest	w7_d284e19467
geschlossenen	w9_d284e19470
ewi	w11_d284e19473
gen	w1_d284e19478
Frieden	w3_d284e19481
zu	w5_d284e19484
versicheren.	w7_d284e19487
</p>
<p id="p12_d284e19491">
Hiemit	w1_d284e19495
wird	w3_d284e19498
allen	w5_d284e19501
denensonigen,	w7_d284e19504
welche	w9_d284e19507
an	w11_d284e19510
des	w13_d284e19514
verstorbenen	w1_d284e19519
Joseph	w3_d284e19522
Stöger	w5_d284e19525
seel.	w7_d284e19528
Verlassenschaft	w9_d284e19531
Titulo	w1_d284e19536
hæredis,	w3_d284e19539
aut	w5_d284e19542
legati,	w7_d284e19545
ex	w9_d284e19548
causa	w11_d284e19551
crediti,	w13_d284e19555
aut	w1_d284e19561
quacunque	w3_d284e19564
demum	w5_d284e19567
ratione	w7_d284e19570
einige	w9_d284e19573
Sprüche	w11_d284e19576
und	w13_d284e19580
Anforderung	w1_d284e19585
zu	w3_d284e19588
stellen	w5_d284e19591
vermeinen,	w7_d284e19594
offentlich	w9_d284e19597
kund	w11_d284e19600
und	w1_d284e19605
zu	w3_d284e19608
wissen	w5_d284e19611
gemacht:	w7_d284e19614
daß	w9_d284e19617
dieselbe	w11_d284e19620
zur	w13_d284e19624
Anmeld	w15_d284e19627
und	w1_d284e19632
Liquidirung	w3_d284e19635
sothaner	w5_d284e19638
Spruch	w7_d284e19641
und	w9_d284e19644
Anforde	w11_d284e19647
rung	w1_d284e19653
auf	w3_d284e19656
den	w5_d284e19659
23.	w7_d284e19662
künftigen	w9_d284e19665
Monats	w11_d284e19668
Decemb.	w13_d284e19672
dies	w15_d284e19675
lauffenden	w1_d284e19680
1758sten	w3_d284e19683
Jahrs	w5_d284e19686
Fruh	w7_d284e19689
um	w9_d284e19692
8.	w11_d284e19695
Uhr	w13_d284e19699
von	w15_d284e19702
dem	w1_d284e19707
allhiesigen	w3_d284e19710
Stadt=raht	w5_d284e19713
also	w7_d284e19716
gewiß	w9_d284e19719
erscheinen,	w11_d284e19722
wie	w1_d284e19727
im	w3_d284e19730
widrigen	w5_d284e19733
denen	w7_d284e19736
Ausbleibenden,	w9_d284e19739
oder	w11_d284e19742
nicht	w13_d284e19746
hinlänglich	w1_d284e19752
Liquidirenden	w3_d284e19755
das	w5_d284e19758
ewige	w7_d284e19761
Stillschwei	w9_d284e19764
gen	w1_d284e19769
auferleget,	w3_d284e19772
und	w5_d284e19775
gedachte	w7_d284e19778
Verlassenschaft	w9_d284e19781
de	w11_d284e19784
nen	w1_d284e19789
ab	w3_d284e19792
intestato	w5_d284e19795
kommenden	w7_d284e19798
Joseph	w9_d284e19801
Stögerischen	w11_d284e19804
Erben	w1_d284e19809
ohne	w3_d284e19812
weiteren	w5_d284e19815
eingeantwortet	w7_d284e19818
werden	w9_d284e19821
solle.	w11_d284e19824
</p>
<p id="p14_d284e19827">
Es	w1_d284e19831
ist	w3_d284e19834
die	w5_d284e19837
in	w7_d284e19840
Unter=österreich	w9_d284e19843
V.	w11_d284e19846
U.	w13_d284e19850
M.	w15_d284e19853
B.	w17_d284e19856
gele	w19_d284e19859
gene	w1_d284e19864
Herrschaft	w3_d284e19867
Praunstorf	w5_d284e19870
nebst	w7_d284e19873
Roggendorf	w9_d284e19876
zu	w11_d284e19879
verkauffen,	w1_d284e19884
wer	w3_d284e19887
solche	w5_d284e19890
an	w7_d284e19893
sich	w9_d284e19896
zu	w11_d284e19899
bringen	w13_d284e19903
gedenket,	w15_d284e19906
hat	w1_d284e19912
sich	w3_d284e19915
bey	w5_d284e19918
dem	w7_d284e19921
auf	w9_d284e19924
der	w11_d284e19927
hohen	w13_d284e19931
Brucken	w15_d284e19934
dahier	w17_d284e19937
zu	w1_d284e19942
Lampel	w3_d284e19945
im	w5_d284e19948
1sten	w7_d284e19951
Stock	w9_d284e19954
wohnhaften	w11_d284e19957
Hrn.	w13_d284e19961
D.	w15_d284e19964
von	w1_d284e19969
Tasser,	w3_d284e19972
wie	w5_d284e19975
auch	w7_d284e19978
Hof	w9_d284e19981
und	w11_d284e19984
Gerichts=advocaten	w13_d284e19988
anzumelden.	w1_d284e19993
</p>
<p id="p16_d284e19996">
Den	w1_d284e20000
10.	w3_d284e20003
Octob.	w5_d284e20006
dies	w7_d284e20009
Jahrs	w9_d284e20012
werden	w11_d284e20015
nicht	w13_d284e20019
nur	w15_d284e20022
allein	w1_d284e20027
hier	w3_d284e20030
in	w5_d284e20033
Wien	w7_d284e20036
in	w9_d284e20039
dem	w11_d284e20042
Gundel=hof	w13_d284e20046
im	w15_d284e20049
2ten	w17_d284e20052
Stock	w1_d284e20057
verschiedene	w3_d284e20060
Kleider,	w5_d284e20063
Wäsch,	w7_d284e20066
und	w9_d284e20069
andere	w11_d284e20072
Ef	w13_d284e20076
fecten,	w1_d284e20082
sondern	w3_d284e20085
auch	w5_d284e20088
auf	w7_d284e20091
der	w9_d284e20094
Graf	w11_d284e20097
Hardeggischen	w13_d284e20101
Herrschaft	w1_d284e20106
Wolfpäßing	w3_d284e20109
verschiedene	w5_d284e20112
Weine,	w7_d284e20115
als:	w9_d284e20118
1755.,	w1_d284e20123
1756.,	w3_d284e20126
1757.	w5_d284e20129
Städldorfer	w7_d284e20132
und	w9_d284e20135
Ruspa	w11_d284e20138
cher=gewächs	w1_d284e20143
bey	w3_d284e20146
300.	w5_d284e20149
Eimer	w7_d284e20152
licitando	w9_d284e20155
verkauf	w11_d284e20158
fet.	w1_d284e20164
Wer	w3_d284e20167
solche	w5_d284e20170
käuflich	w7_d284e20173
an	w9_d284e20176
sich	w11_d284e20179
zu	w13_d284e20183
bringen	w15_d284e20186
ver	w17_d284e20189
meinet,	w1_d284e20194
hat	w3_d284e20197
sich	w5_d284e20200
an	w7_d284e20203
ob=bestimmten	w9_d284e20206
Tag	w11_d284e20209
Fruhe	w13_d284e20213
um	w15_d284e20216
9.	w1_d284e20221
Uhr	w3_d284e20224
an	w5_d284e20227
ob=ernannten	w7_d284e20230
zweyen	w9_d284e20233
Orten	w11_d284e20236
entweder	w13_d284e20240
selbst	w1_d284e20245
persönlich,	w3_d284e20248
oder	w5_d284e20251
durch	w7_d284e20254
einen	w9_d284e20257
hierzu	w11_d284e20260
genugsam	w13_d284e20264
Bevollmächtigten	w1_d284e20270
anzumelden.	w3_d284e20273
</p>
<p id="p18_d284e20276">
Es	w1_d284e20280
dienet	w3_d284e20283
dem	w5_d284e20286
Publico	w7_d284e20289
zur	w9_d284e20292
Nachricht,	w11_d284e20295
daß	w13_d284e20299
den	w15_d284e20302
12.	w1_d284e20307
dieses	w3_d284e20310
Monats	w5_d284e20313
Octob.	w7_d284e20316
in	w9_d284e20319
dem	w11_d284e20322
Teutschen	w13_d284e20326
Haus	w15_d284e20329
een	w1_d284e20334
schöner	w3_d284e20337
Vorrat	w5_d284e20340
von	w7_d284e20343
Historischen	w9_d284e20346
und	w11_d284e20349
anderen	w13_d284e20353
Büchern	w1_d284e20359
in	w3_d284e20362
Teutscher	w5_d284e20365
und	w7_d284e20368
Französischer	w9_d284e20371
Sprach	w11_d284e20374
Vormittag	w1_d284e20379
von	w3_d284e20382
9.	w5_d284e20385
bis	w7_d284e20388
12.	w9_d284e20391
Uhr,	w11_d284e20394
Nachmittag	w13_d284e20398
von	w15_d284e20401
3.	w1_d284e20406
bis	w3_d284e20409
6.	w5_d284e20412
Uhr	w7_d284e20415
licitando	w9_d284e20418
solle	w11_d284e20421
verkauffet	w13_d284e20425
werden.	w15_d284e20428
Der	w1_d284e20433
Catalogus	w3_d284e20436
ist	w5_d284e20439
bey	w7_d284e20442
dem	w9_d284e20445
Portier	w11_d284e20448
im	w13_d284e20452
Teutschen	w15_d284e20455
Haus	w1_d284e20461
gratis	w3_d284e20464
zu	w5_d284e20467
bekommen.	w7_d284e20470
</p>
<p id="p20_d284e20473">
Auf	w1_d284e20477
Verordnung	w3_d284e20480
Einer	w5_d284e20483
Hochlöbl.	w7_d284e20486
Regierung	w9_d284e20489
in	w11_d284e20492
Jnsitz/sachen	w1_d284e20499
werden	w3_d284e20502
den	w5_d284e20505
18.	w7_d284e20508
dieses	w9_d284e20511
lauffenden	w11_d284e20514
Monats	w1_d284e20519
Octobris	w3_d284e20522
Vonmittags	w5_d284e20525
von	w7_d284e20528
9.	w9_d284e20531
bis	w11_d284e20534
12.	w13_d284e20538
Uhr,	w15_d284e20541
Nachmittags	w1_d284e20547
von	w3_d284e20550
3.	w5_d284e20553
bis	w7_d284e20556
6.	w9_d284e20559
Uhr,	w11_d284e20562
und	w13_d284e20566
denen	w15_d284e20569
folgen	w17_d284e20572
den	w1_d284e20577
Tägen	w3_d284e20580
darauf	w5_d284e20583
auf	w7_d284e20586
der	w9_d284e20589
Mehl=gruben	w11_d284e20592
im	w13_d284e20596
ersten	w15_d284e20599
Stock	w1_d284e20604
im	w3_d284e20607
grossen	w5_d284e20610
Saal	w7_d284e20613
auf	w9_d284e20616
dem	w11_d284e20619
neuen	w13_d284e20623
Mark	w15_d284e20626
hinaus	w17_d284e20629
des	w1_d284e20634
Nicolai	w3_d284e20637
Hofecker	w5_d284e20640
gewesten	w7_d284e20643
Hof=befreyten	w9_d284e20646
Han	w11_d284e20649
dels=manns	w1_d284e20655
seel.	w3_d284e20658
hinterlassene	w5_d284e20661
Waaren=läger,	w7_d284e20664
als:	w9_d284e20667
goldene	w1_d284e20672
und	w3_d284e20675
silberne	w5_d284e20678
Uhren,	w7_d284e20681
Tabaquiern,	w9_d284e20684
Beste	w11_d284e20687
ckel,	w1_d284e20692
und	w3_d284e20695
andere	w5_d284e20698
dergleichen	w7_d284e20701
Galanterien,	w9_d284e20704
dann	w11_d284e20707
al	w13_d284e20711
</p>
<p id="p22_d284e20714">
lerley	w1_d284e20718
alt	w3_d284e20721
Japonisch	w5_d284e20724
und	w7_d284e20727
Chinesische	w9_d284e20730
Porcellain	w11_d284e20733
sorten,	w1_d284e20738
wie	w3_d284e20741
auch	w5_d284e20744
detto	w7_d284e20747
laquirte	w9_d284e20750
Kästen,	w11_d284e20753
Trühen,	w13_d284e20757
Tatzel,	w1_d284e20762
und	w3_d284e20765
Antiquitäten;	w5_d284e20768
endlichen	w7_d284e20771
verschiedene	w9_d284e20774
kostbare	w1_d284e20780
Mahlereyen	w3_d284e20783
von	w5_d284e20786
denen	w7_d284e20789
besten	w9_d284e20792
Meistern	w11_d284e20795
plus	w1_d284e20800
Off	w3_d284e20803
erenti	w5_d284e20806
licitando	w7_d284e20809
gegen	w9_d284e20812
baarer	w11_d284e20815
Bezahlung	w13_d284e20819
verkauffet.	w1_d284e20824
</p>
<p id="p24_d284e20828">
Auf	w1_d284e20832
Verordnung	w3_d284e20835
Eines	w5_d284e20838
Löbl.	w7_d284e20841
Wienerische	w9_d284e20844
Stadt	w11_d284e20847
rahts	w1_d284e20852
wird	w3_d284e20855
auf	w5_d284e20858
den	w7_d284e20861
18.	w9_d284e20864
Nov.	w11_d284e20867
1758.	w13_d284e20871
fruh	w15_d284e20874
um	w17_d284e20877
9.	w19_d284e20880
Uhr	w21_d284e20883
die	w1_d284e20888
Palmisch	w3_d284e20891
oder	w5_d284e20894
sogenante	w7_d284e20897
Abbaßische	w9_d284e20900
Behausung	w11_d284e20903
samt	w1_d284e20909
Garten	w3_d284e20912
in	w5_d284e20915
der	w7_d284e20918
Rauchfang=kehrer=gassen	w9_d284e20921
auf	w11_d284e20924
der	w1_d284e20929
Land=strasse,	w3_d284e20932
auf	w5_d284e20935
dem	w7_d284e20938
Rahts=saal	w9_d284e20941
offentlich	w11_d284e20944
feilgebotten,	w1_d284e20949
und	w3_d284e20952
plus	w5_d284e20955
Offerenti	w7_d284e20958
licitando	w9_d284e20961
verkauft	w11_d284e20964
werden.	w1_d284e20969
</p>
<p id="p26_d284e20972">
Wir	w1_d284e20976
Johann	w3_d284e20979
Leopold	w5_d284e20982
Edler	w7_d284e20985
von	w9_d284e20988
Gehlen	w11_d284e20991
J.	w13_d284e20995
U.	w15_d284e20998
D.	w1_d284e21003
Jhrer	w3_d284e21006
Kaiserl.	w5_d284e21009
Königl.	w7_d284e21012
Majestät	w9_d284e21015
Stadt	w11_d284e21018
und	w13_d284e21022
Land=richrer	w1_d284e21027
in	w3_d284e21030
dero	w5_d284e21033
Haupt	w7_d284e21036
und	w9_d284e21039
Residenz=stadt	w11_d284e21042
Wien,	w1_d284e21048
dann	w3_d284e21051
N.	w5_d284e21054
und	w7_d284e21057
N.	w9_d284e21060
die	w11_d284e21063
gesamte	w13_d284e21067
Beysitzere	w15_d284e21070
des	w17_d284e21073
Kais.	w1_d284e21078
Königl.	w3_d284e21081
Stadt	w5_d284e21084
und	w7_d284e21087
Land=gerichts	w9_d284e21090
allda	w11_d284e21093
machen	w1_d284e21098
in	w3_d284e21101
Kraft	w5_d284e21104
gegenwärtig=offenen	w7_d284e21107
Edicts	w9_d284e21110
al	w11_d284e21113
len	w1_d284e21118
und	w3_d284e21121
jeden,	w5_d284e21124
denen	w7_d284e21127
daran	w9_d284e21130
gelegen,	w11_d284e21133
kund	w13_d284e21137
und	w15_d284e21140
zu	w17_d284e21143
wissen:	w1_d284e21149
was	w3_d284e21152
gestalten	w5_d284e21155
der	w7_d284e21158
Joseyh	w9_d284e21161
Reinalter	w11_d284e21164
ge	w13_d284e21168
west=burgerl.	w1_d284e21173
Wirt	w3_d284e21176
allhier,	w5_d284e21179
wegen	w7_d284e21182
contrahirten	w9_d284e21185
Schulden=lasts	w1_d284e21190
mit	w3_d284e21193
seinem	w5_d284e21196
Vermögen	w7_d284e21199
ad	w9_d284e21202
Cridam	w11_d284e21205
gediehen,	w1_d284e21210
dahero	w3_d284e21213
auch	w5_d284e21216
die	w7_d284e21219
Nohtwendigkeit	w9_d284e21222
erfor	w11_d284e21225
dert,	w1_d284e21231
eine	w3_d284e21234
in	w5_d284e21237
dergleichen	w7_d284e21240
Fällen	w9_d284e21243
gewöhnliche	w11_d284e21246
Cridæ	w13_d284e21250
Convocation	w1_d284e21255
denen	w3_d284e21258
sammentlichen	w5_d284e21261
sowol	w7_d284e21264
in	w9_d284e21267
als	w11_d284e21270
etwann	w1_d284e21275
ausser	w3_d284e21278
Land	w5_d284e21281
sich	w7_d284e21284
befindlichen	w9_d284e21287
Creditspar	w11_d284e21290
theyen	w1_d284e21295
des	w3_d284e21298
ernannten	w5_d284e21301
Reinalters	w7_d284e21304
anzuordnen,	w9_d284e21307
um	w11_d284e21310
damit	w1_d284e21316
juxta	w3_d284e21319
competentes	w5_d284e21322
prioritatis	w7_d284e21325
gradus	w9_d284e21328
die	w11_d284e21331
de	w1_d284e21336
jure	w3_d284e21339
&	w5_d284e21342
potissimum	w7_d284e21345
de	w9_d284e21348
Consuetudine	w11_d284e21351
behörige	w13_d284e21355
Abhandlung	w1_d284e21360
vorgekehret	w3_d284e21363
werden	w5_d284e21366
möge.	w7_d284e21369
Solchem	w9_d284e21372
nach	w1_d284e21377
dann	w3_d284e21380
wird	w5_d284e21383
hiermit	w7_d284e21386
all	w9_d284e21389
und	w11_d284e21392
jeden	w13_d284e21396
des	w15_d284e21399
obge	w17_d284e21402
dachten	w1_d284e21408
Joseph	w3_d284e21411
Reinalters	w5_d284e21414
sowol	w7_d284e21417
in	w9_d284e21420
als	w11_d284e21423
ausser	w13_d284e21427
Land	w1_d284e21432
sich	w3_d284e21435
befindlichen	w5_d284e21438
Gläubigern	w7_d284e21441
zur	w9_d284e21444
beschehen	w11_d284e21447
den	w1_d284e21452
Anmeldung	w3_d284e21455
ihrer	w5_d284e21458
habenden	w7_d284e21461
Sprüchen	w9_d284e21464
und	w11_d284e21467
An	w13_d284e21471
forderungen	w1_d284e21476
eine	w3_d284e21479
Tagsatzung	w5_d284e21482
pro	w7_d284e21485
Termino	w9_d284e21488
primo,	w11_d284e21491
secundo,	w1_d284e21497
&	w3_d284e21500
tertio	w5_d284e21503
peremptorio	w7_d284e21506
deren	w9_d284e21509
gewöhnlichen	w11_d284e21512
6.	w1_d284e21517
Wochen	w3_d284e21520
und	w5_d284e21523
3en	w7_d284e21526
Tägen	w9_d284e21529
von	w11_d284e21532
unten	w13_d284e21536
gesetzten	w15_d284e21539
dato	w1_d284e21544
an,	w3_d284e21547
und	w5_d284e21550
zwar	w7_d284e21553
