<doc id="wr_1759-12-05" attrs="word" year="1759" month="12" day="05" corpus="2">
<head id="h2_d403e4038">
Werra=strom	w1_d403e4042
Zuziehung	w5_d403e18614
deren	w7_d403e18617
von	w9_d403e18620
dem	w11_d403e18623
Caspar	w13_d403e18627
Blum	w15_d403e18630
allenfalls	w1_d403e18635
ruckgelassenen	w3_d403e18638
Erben	w5_d403e18641
die	w7_d403e18644
Tagsatzung	w9_d403e18647
reassumiret	w1_d403e18653
werden	w3_d403e18656
solle.	w5_d403e18659
Wann	w7_d403e18662
nun	w9_d403e18665
sie	w11_d403e18668
Necki	w13_d403e18672
sche	w1_d403e18677
Kinder	w3_d403e18680
untern	w5_d403e18683
18.	w7_d403e18686
Octob.	w9_d403e18689
lauffenden	w11_d403e18692
Jahrs	w13_d403e18696
um	w1_d403e18701
die	w3_d403e18704
diesfällige	w5_d403e18707
Reassumirung	w7_d403e18710
gegen	w9_d403e18713
niemand	w11_d403e18716
angelanget,	w1_d403e18721
einfolglichen	w3_d403e18724
auf	w5_d403e18727
den	w7_d403e18730
26.	w9_d403e18733
künftigen	w11_d403e18736
Monats	w1_d403e18742
Decemb.	w3_d403e18745
fruh	w5_d403e18748
um	w7_d403e18751
9.	w9_d403e18754
Uhr	w11_d403e18757
eine	w13_d403e18761
Erforde	w15_d403e18764
tung	w1_d403e18769
mit	w3_d403e18772
dem	w5_d403e18775
Beysatz	w7_d403e18778
anberaumet	w9_d403e18781
ist,	w11_d403e18784
daß	w13_d403e18788
so	w15_d403e18791
thane	w1_d403e18796
Verordnung	w3_d403e18799
in	w5_d403e18802
nicht	w7_d403e18805
Betrettungs=fall	w9_d403e18808
ih	w11_d403e18811
nen	w1_d403e18816
Blumischen	w3_d403e18819
Erben	w5_d403e18822
per	w7_d403e18825
Edictum	w9_d403e18828
ad	w11_d403e18831
valvas	w13_d403e18835
intimiret	w1_d403e18841
werden	w3_d403e18844
solle.	w5_d403e18847
Solchemnach	w7_d403e18850
werden	w9_d403e18853
sie	w11_d403e18856
Caspax	w1_d403e18861
Blumische	w3_d403e18864
Erben	w5_d403e18867
allenfalls	w7_d403e18870
derenselben	w9_d403e18873
Erben,	w1_d403e18878
oder	w3_d403e18881
sonst	w5_d403e18884
Theil	w7_d403e18887
nehmende	w9_d403e18890
entweder	w11_d403e18893
selbst	w13_d403e18897
persönzlich,	w1_d403e18902
oder	w3_d403e18905
durch	w5_d403e18908
die	w7_d403e18911
bevollmächtigte	w9_d403e18914
Ge	w11_d403e18917
walt=tragere	w1_d403e18923
dieser	w3_d403e18926
Sachen	w5_d403e18929
halber	w7_d403e18932
auf	w9_d403e18935
obbesag	w11_d403e18938
ten	w1_d403e18943
Tag	w3_d403e18946
und	w5_d403e18949
Stund	w7_d403e18952
vor	w9_d403e18955
Regierung	w11_d403e18958
zu	w13_d403e18962
erschei	w15_d403e18965
nen,	w1_d403e18970
und	w3_d403e18973
sich	w5_d403e18976
allda	w7_d403e18979
durch	w9_d403e18982
einen	w11_d403e18985
Thur=hüter	w13_d403e18989
an	w15_d403e18992
melden	w1_d403e18997
zu	w3_d403e19000
lassen	w5_d403e19003
haben.	w7_d403e19006
So	w9_d403e19009
man	w11_d403e19012
denenselben	w13_d403e19016
durch	w1_d403e19022
dieses	w3_d403e19025
offene	w5_d403e19028
Edict	w7_d403e19031
kund	w9_d403e19034
und	w11_d403e19037
zu	w13_d403e19041
wissen	w15_d403e19044
ma	w17_d403e19047
chen	w1_d403e19052
wolle.	w3_d403e19055
Aetum	w5_d403e19058
Wien	w7_d403e19061
den	w9_d403e19064
27.	w11_d403e19067
Oct.	w13_d403e19071
1759.	w15_d403e19074
An	w1_d403e19079
</p>
<head id="h2_d403e19184">
.	w1_d403e19188
Extract	w1_d403e19193
eines	w3_d403e19196
Schreibens,	w5_d403e19199
de	w7_d403e19202
Da	w9_d403e19205
to	w1_d403e19210
19.	w3_d403e19213
Nov.	w5_d403e19216
17.	w7_d403e19219
</head>
<list id="l4_d403e19222">
menschlichkeiten,	w1_d403e19226
welche	w3_d403e19229
ein	w5_d403e19232
Königl.	w7_d403e19235
Preus	w9_d403e19238
sisches	w1_d403e19243
Hussaren=regiment	w3_d403e19246
unter	w5_d403e19249
Comman	w7_d403e19252
do	w1_d403e19257
des	w3_d403e19260
Generals	w5_d403e19263
Kleist,	w7_d403e19266
den	w9_d403e19269
17.	w11_d403e19272
dies	w13_d403e19276
Mo	w15_d403e19279
nats	w1_d403e19285
in	w3_d403e19288
dem	w5_d403e19291
Kloster	w7_d403e19294
Offeck,	w9_d403e19297
unweit	w11_d403e19300
To	w13_d403e19304
plitz	w1_d403e19309
in	w3_d403e19312
Böheim	w5_d403e19315
ausgeübet,	w7_d403e19318
betreffend:	w9_d403e19321
</list>
<head id="h2_d403e19329">
Die	w1_d403e19333
Erstaunens=würdige	w3_d403e19336
Un=thaten	w5_d403e19339
und	w7_d403e19342
Un	w9_d403e19345
</head>
<p id="p4_d403e19348">
anter	w1_d403e19352
tausend	w3_d403e19355
Thränen,	w5_d403e19358
Forcht,	w7_d403e19361
Angst	w9_d403e19364
und	w11_d403e19367
Zittern	w1_d403e19372
benachrichtige,	w3_d403e19375
daß	w5_d403e19378
den	w7_d403e19381
17.	w9_d403e19384
Dieses	w1_d403e19389
Nachmittags	w3_d403e19392
um	w5_d403e19395
2.	w7_d403e19398
Uhr	w9_d403e19401
wider	w11_d403e19404
alles	w13_d403e19408
Vermuten	w1_d403e19414
gegen	w3_d403e19417
1800.	w5_d403e19420
feindliche	w7_d403e19423
Hussaren	w9_d403e19426
und	w1_d403e19431
Jnfanteristen	w3_d403e19434
das	w5_d403e19437
Kloster	w7_d403e19440
Osseck	w9_d403e19443
überfal	w11_d403e19446
len,	w1_d403e19451
und	w3_d403e19454
auf	w5_d403e19457
der	w7_d403e19460
Stelle	w9_d403e19463
100000.	w11_d403e19466
Rthlr.	w13_d403e19470
Brand=schatzung	w1_d403e19475
von	w3_d403e19478
demselben	w5_d403e19481
anverlan	w7_d403e19484
get,	w1_d403e19490
widrigens	w3_d403e19493
das	w5_d403e19496
Kloster	w7_d403e19499
zu	w9_d403e19502
plünderen,	w11_d403e19505
und	w13_d403e19509
in	w1_d403e19514
Grund	w3_d403e19517
abzubrennen	w5_d403e19520
gedrohet	w7_d403e19523
haben.	w9_d403e19526
hat	w1_d403e19531
zwar	w3_d403e19534
besagtes	w5_d403e19537
Kloster	w7_d403e19540
unter	w9_d403e19543
denen	w11_d403e19546
wehe	w13_d403e19550
mütigsten	w1_d403e19555
Vorstellungen	w3_d403e19558
dargethan,	w5_d403e19561
wienach	w7_d403e19564
solches	w1_d403e19570
binnen	w3_d403e19573
3.	w5_d403e19576
Jahren	w7_d403e19579
Verlauf	w9_d403e19582
über	w11_d403e19585
60000.	w1_d403e19590
Fl.	w3_d403e19593
dem	w5_d403e19596
König	w7_d403e19599
aus	w9_d403e19602
Preussen	w11_d403e19605
schiessen	w13_d403e19609
müssen	w1_d403e19614
solchemnach	w3_d403e19617
selbes	w5_d403e19620
anjetzo	w7_d403e19623
ausser	w9_d403e19626
Stan	w11_d403e19629
de	w1_d403e19634
seye,	w3_d403e19637
die	w5_d403e19640
angeforderte	w7_d403e19643
grosse	w9_d403e19646
Summa	w11_d403e19649
zu	w13_d403e19653
er	w15_d403e19656
legen.	w1_d403e19662
Es	w3_d403e19665
hat	w5_d403e19668
aber,	w7_d403e19671
unerachtet	w9_d403e19674
dem	w11_d403e19677
Fein	w13_d403e19681
de	w1_d403e19686
1000.	w3_d403e19689
Fl.	w5_d403e19692
nebst	w7_d403e19695
vielen	w9_d403e19698
anderen	w11_d403e19701
Docueurs	w13_d403e19705
zugezehlet	w1_d403e19710
worden,	w3_d403e19713
keine	w5_d403e19716
Vorstellung	w7_d403e19719
oder	w9_d403e19722
Bitten	w1_d403e19727
Statt	w3_d403e19730
gefunden;	w5_d403e19733
vielmehr	w7_d403e19736
brachen	w9_d403e19739
die	w1_d403e19745
Hussaren	w3_d403e19748
mit	w5_d403e19751
entblößten	w7_d403e19754
Säbeln	w9_d403e19757
in	w11_d403e19760
die	w13_d403e19764
Kirche,	w1_d403e19769
raubeten	w3_d403e19772
allen	w5_d403e19775
allda	w7_d403e19778
befindlichen	w9_d403e19781
Or	w11_d403e19784
nat,	w1_d403e19789
solcher=gestalten,	w3_d403e19792
daß	w5_d403e19795
weder	w7_d403e19798
1.	w9_d403e19801
Kelch,	w11_d403e19804
weder	w1_d403e19809
1.	w3_d403e19812
Stück	w5_d403e19815
weisses	w7_d403e19818
Kirchen=zeug,	w9_d403e19821
oder	w11_d403e19824
Meß=gewand,	w1_d403e19830
um	w3_d403e19833
nur	w5_d403e19836
eine	w7_d403e19839
Meß	w9_d403e19842
zu	w11_d403e19845
celebriren,	w13_d403e19849
übrig	w1_d403e19854
verbliebe;	w3_d403e19857
wie	w5_d403e19860
dann	w7_d403e19863
dieselbe	w9_d403e19866
das	w11_d403e19869
mit	w13_d403e19873
confecrirten	w1_d403e19878
Hostien	w3_d403e19881
angefüllte	w5_d403e19884
Ciborium	w7_d403e19887
aus	w1_d403e19892
dem	w3_d403e19895
Tabernackel	w5_d403e19898
entwendet,	w7_d403e19901
und	w9_d403e19904
das	w11_d403e19907
Hei	w13_d403e19911
ligste	w1_d403e19917
aller	w3_d403e19920
Heiligen	w5_d403e19923
in	w7_d403e19926
dem	w9_d403e19929
Kloster	w11_d403e19932
(und	w13_d403e19936
anderen	w1_d403e19941
zu	w3_d403e19944
nennen	w5_d403e19947
ungebührenden	w7_d403e19950
Orten)	w9_d403e19953
</p>
<p id="p6_d403e19956">
ausgestreuet,	w1_d403e19960
nachmals	w3_d403e19963
aber	w5_d403e19966
sich	w7_d403e19969
in	w9_d403e19972
die	w11_d403e19975
Abbtey	w1_d403e19980
verfüget,	w3_d403e19983
alle	w5_d403e19986
Zimmer	w7_d403e19989
aufgespren	w9_d403e19992
get,	w1_d403e19997
allen	w3_d403e20000
Vorrat	w5_d403e20003
heraus	w7_d403e20006
genommen,	w9_d403e20009
Tische,	w11_d403e20012
Stühle,	w1_d403e20018
Oefen,	w3_d403e20021
und	w5_d403e20024
alles,	w7_d403e20027
was	w9_d403e20030
vorhanden	w11_d403e20033
ware,	w1_d403e20038
nebst	w3_d403e20041
Thüren	w5_d403e20044
und	w7_d403e20047
Fenstern	w9_d403e20050
zerschlagen,	w11_d403e20053
so,	w1_d403e20058
daß	w3_d403e20061
nichts,	w5_d403e20064
dann	w7_d403e20067
die	w9_d403e20070
blosse	w11_d403e20073
Mauren	w13_d403e20077
ste	w15_d403e20080
hen	w1_d403e20085
geblieben.	w3_d403e20088
Eben	w5_d403e20091
so	w7_d403e20094
haben	w9_d403e20097
sie	w11_d403e20100
auch	w13_d403e20104
im	w1_d403e20110
Convent	w3_d403e20113
gehauset,	w5_d403e20116
und	w7_d403e20119
keinem	w9_d403e20122
Geistlichen	w11_d403e20125
das	w1_d403e20130
mindeste	w3_d403e20133
übrig	w5_d403e20136
gelassen	w7_d403e20139
Der	w9_d403e20142
Abbt	w11_d403e20145
hat	w1_d403e20150
sich	w3_d403e20153
aus	w5_d403e20156
der	w7_d403e20159
Prälatur	w9_d403e20162
ins	w11_d403e20165
Convent	w13_d403e20169
sal	w15_d403e20172
viret,	w1_d403e20177
und	w3_d403e20180
währender	w5_d403e20183
Plünderung	w7_d403e20186
auf	w9_d403e20189
einen	w11_d403e20192
geheimen	w1_d403e20198
Ort	w3_d403e20201
auf	w5_d403e20204
dem	w7_d403e20207
Bauch	w9_d403e20210
ligend	w11_d403e20213
von	w13_d403e20217
dem	w1_d403e20222
ihm	w3_d403e20225
angedroheten	w5_d403e20228
Tode	w7_d403e20231
gerettet.	w9_d403e20234
Es	w11_d403e20237
hat	w1_d403e20242
auch	w3_d403e20245
dieser	w5_d403e20248
nichts	w7_d403e20251
mehreres,	w9_d403e20254
als	w11_d403e20257
was	w13_d403e20261
er	w1_d403e20266
am	w3_d403e20269
Leibe	w5_d403e20272
trägt,	w7_d403e20275
erhalten.	w9_d403e20278
Einen	w11_d403e20281
Geist	w13_d403e20285
lichen	w1_d403e20291
Namens	w3_d403e20294
Ambros,	w5_d403e20297
sowol,	w7_d403e20300
als	w9_d403e20303
den	w11_d403e20306
Klo	w13_d403e20310
ster=apothecker	w1_d403e20315
und	w3_d403e20318
Koch,	w5_d403e20321
hat	w7_d403e20324
man	w9_d403e20327
in	w11_d403e20330
der	w13_d403e20334
Kirche	w1_d403e20339
nackend	w3_d403e20342
ausgezogen,	w5_d403e20345
welches	w7_d403e20348
in	w9_d403e20351
der	w11_d403e20354
That	w1_d403e20359
unmenschlich	w3_d403e20362
anzusehen	w5_d403e20365
ware.	w7_d403e20368
Ueber	w9_d403e20371
haupt	w1_d403e20377
glaube,	w3_d403e20380
daß	w5_d403e20383
ein	w7_d403e20386
mehr	w9_d403e20389
dann	w11_d403e20392
200000.	w13_d403e20396
Thaler	w1_d403e20401
ertragender	w3_d403e20404
Schade	w5_d403e20407
zugefüget	w7_d403e20410
wor	w9_d403e20413
den.	w1_d403e20418
Deme	w3_d403e20421
ungeachtet	w5_d403e20424
haben	w7_d403e20427
die	w9_d403e20430
Feinde	w11_d403e20433
auf	w1_d403e20438
ihrer	w3_d403e20441
ersten	w5_d403e20444
Geld=forderung	w7_d403e20447
beharret	w9_d403e20450
und	w1_d403e20456
erstlich	w3_d403e20459
alle	w5_d403e20462
Geistliche	w7_d403e20465
des	w9_d403e20468
Convents	w11_d403e20471
als	w13_d403e20475
Geißeln	w1_d403e20480
mitnehmen	w3_d403e20483
wollen,	w5_d403e20486
bis	w7_d403e20489
sie	w9_d403e20492
endlich	w11_d403e20495
auf	w1_d403e20500
Steine	w3_d403e20503
erweichen	w5_d403e20506
könnendes	w7_d403e20509
Bit	w9_d403e20512
ten,	w1_d403e20517
nur	w3_d403e20520
12.	w5_d403e20523
derselben	w7_d403e20526
mit	w9_d403e20529
sich	w11_d403e20532
geschleppet,	w13_d403e20536
und	w1_d403e20542
zwar	w3_d403e20545
Hrn.	w5_d403e20548
P.	w7_d403e20551
Prior,	w9_d403e20554
P.	w11_d403e20557
Cyrill,	w13_d403e20561
P.	w15_d403e20564
Ste	w17_d403e20567
phan,	w1_d403e20572
P.	w3_d403e20575
Jacob,	w5_d403e20578
P.	w7_d403e20581
Xaveri,	w9_d403e20584
dann	w11_d403e20587
die	w13_d403e20591
Fratres	w15_d403e20594
Clement,	w1_d403e20599
Hyacinth,	w3_d403e20602
Eustachi,	w5_d403e20605
Engelbrecht	w7_d403e20608
Quirin,	w1_d403e20613
und	w3_d403e20616
Alexi,	w5_d403e20619
welche	w7_d403e20622
insgesammt	w9_d403e20625
mit	w11_d403e20628
3.	w1_d403e20634
und	w3_d403e20637
4.	w5_d403e20640
Musquetten	w7_d403e20643
beladen,	w9_d403e20646
denenselben	w11_d403e20649
zu	w1_d403e20654
Fuß	w3_d403e20657
gegen	w5_d403e20660
Sachsen	w7_d403e20663
nachfolgen	w9_d403e20666
müssen;	w11_d403e20669
GOtt	w1_d403e20674
erbarme	w3_d403e20677
sich	w5_d403e20680
ihrer!	w7_d403e20683
Bey	w9_d403e20686
Erbrechung	w11_d403e20689
des	w1_d403e20694
Archivs	w3_d403e20697
seynd	w5_d403e20700
summariter	w7_d403e20703
alle	w9_d403e20706
Obli	w11_d403e20709
gationen,	w1_d403e20715
Quittungen,	w3_d403e20718
und	w5_d403e20721
andere	w7_d403e20724
wichtige	w9_d403e20727
Sachen	w1_d403e20732
geraubet	w3_d403e20735
worden.	w5_d403e20738
Kurz	w7_d403e20741
das	w9_d403e20744
gan	w11_d403e20747
z.	w1_d403e20752
</p>
<p id="p10_d403e20757">
ze	w1_d403e20761
Kloster	w3_d403e20764
bestehet	w5_d403e20767
nun	w7_d403e20770
aus	w9_d403e20773
einem	w11_d403e20776
Hauffen	w13_d403e20780
nackender	w1_d403e20785
Bettlern.	w3_d403e20788
Dieses	w5_d403e20791
ist	w7_d403e20794
alles	w9_d403e20797
zu	w11_d403e20800
wenig,	w1_d403e20805
was	w3_d403e20808
ich	w5_d403e20811
hier	w7_d403e20814
mit	w9_d403e20817
bebender	w11_d403e20820
Hand,	w13_d403e20824
und	w1_d403e20830
Herzen	w3_d403e20833
schreibe,	w5_d403e20836
rc.	w7_d403e20839
rc.	w9_d403e20842
</p>
<head id="h2_d403e20848">
Stuttgard	w1_d403e20852
16.	w3_d403e20855
Novemb.	w5_d403e20858
</head>
<p id="p4_d403e20861">
Vermög	w1_d403e20865
Nachrichten	w3_d403e20868
von	w5_d403e20871
unseren	w7_d403e20874
Trupen	w9_d403e20877
seynd	w1_d403e20882
des	w3_d403e20885
Hrn.	w5_d403e20888
Herzogs	w7_d403e20891
Hoch	w9_d403e20894
fürstl.	w11_d403e20897
Durchl.	w13_d403e20901
den	w1_d403e20906
11.	w3_d403e20909
Abends	w5_d403e20912
mit	w7_d403e20915
Dero	w9_d403e20918
Trupen	w11_d403e20921
bey	w13_d403e20925
Ge	w15_d403e20928
münd	w1_d403e20934
am	w3_d403e20937
Mayn	w5_d403e20940
glücklich	w7_d403e20943
eingetroffen,	w9_d403e20946
und	w11_d403e20949
ist	w1_d403e20954
der	w3_d403e20957
durchgängig	w5_d403e20960
bey	w7_d403e20963
diesem	w9_d403e20966
auserlösenen	w11_d403e20969
Corps	w1_d403e20974
herrschende	w3_d403e20977
gute	w5_d403e20980
Mut	w7_d403e20983
nicht	w9_d403e20986
satsam	w11_d403e20989
auszusprechen,	w1_d403e20994
auch	w3_d403e20997
bis	w5_d403e21000
dahero	w7_d403e21003
von	w9_d403e21006
keiner	w11_d403e21009
Desertion	w1_d403e21015
etwas	w3_d403e21018
zu	w5_d403e21021
hören	w7_d403e21024
gewesen,	w9_d403e21027
wie	w11_d403e21030
dann	w1_d403e21035
der	w3_d403e21038
Umstand	w5_d403e21041
besonders	w7_d403e21044
angemerkt	w9_d403e21047
zu	w11_d403e21050
werden	w1_d403e21055
verdienet,	w3_d403e21058
daß	w5_d403e21061
in	w7_d403e21064
der	w9_d403e21067
Nacht	w11_d403e21070
des	w13_d403e21074
10.	w15_d403e21077
auf	w1_d403e21082
den	w3_d403e21085
11.	w5_d403e21088
Novemb.	w7_d403e21091
das	w9_d403e21094
ganze	w11_d403e21097
Corps	w13_d403e21101
un	w15_d403e21104
ter	w1_d403e21110
freyem	w3_d403e21113
Himmel	w5_d403e21116
ohne	w7_d403e21119
Zelter	w9_d403e21122
bey	w11_d403e21125
dem	w13_d403e21129
grösten	w1_d403e21134
Regen	w3_d403e21137
und	w5_d403e21140
Kälte	w7_d403e21143
verblieben,	w9_d403e21146
und	w11_d403e21149
die	w1_d403e21154
Leute,	w3_d403e21157
um	w5_d403e21160
es	w7_d403e21163
auszuhalten,	w9_d403e21166
nach	w11_d403e21169
Holz	w13_d403e21173
in	w15_d403e21176
den	w1_d403e21181
nahe	w3_d403e21184
gelegenen	w5_d403e21187
Wald	w7_d403e21190
gelassen	w9_d403e21193
wurden,	w11_d403e21196
dannoch	w1_d403e21202
nicht	w3_d403e21205
ein	w5_d403e21208
Mann,	w7_d403e21211
ungeachtet	w9_d403e21214
es	w11_d403e21217
stock	w13_d403e21221
finstere	w1_d403e21226
Nacht,	w3_d403e21229
und	w5_d403e21232
Ausländer,	w7_d403e21235
wie	w9_d403e21238
Jnländer	w11_d403e21241
dahin	w1_d403e21246
beurlaubt	w3_d403e21249
wurden,	w5_d403e21252
zuruck	w7_d403e21255
geblieben,	w9_d403e21258
noch	w1_d403e21263
vermisset	w3_d403e21266
worden.	w5_d403e21269
Vorgestern	w7_d403e21272
ist	w9_d403e21275
ein	w11_d403e21278
ganzer	w1_d403e21284
Transport	w3_d403e21287
Munitions=wägen	w5_d403e21290
unter	w7_d403e21293
Bedeckung	w1_d403e21298
eines	w3_d403e21301
Commando	w5_d403e21304
von	w7_d403e21307
dem	w9_d403e21310
Feld	w11_d403e21313
artillerie=bataillon	w1_d403e21318
von	w3_d403e21321
Ludwigsburg	w5_d403e21324
nach	w7_d403e21327
Gemünd	w1_d403e21332
am	w3_d403e21335
Mayn	w5_d403e21338
abgegangen,	w7_d403e21341
dahin	w9_d403e21344
noch	w11_d403e21347
eine	w1_d403e21353
Escadron,	w3_d403e21356
womit	w5_d403e21359
das	w7_d403e21362
Gorcysche	w9_d403e21365
Hus	w11_d403e21368
saren=regiment	w1_d403e21373
augmentirt	w3_d403e21376
worden,	w5_d403e21379
folgen,	w7_d403e21382
und	w1_d403e21387
unter	w3_d403e21390
Commando	w5_d403e21393
des	w7_d403e21396
Rittmeisters	w9_d403e21399
Müller,	w1_d403e21404
als	w3_d403e21407
Chefs	w5_d403e21410
derselben,	w7_d403e21413
von	w9_d403e21416
hier	w11_d403e21419
ab	w13_d403e21423
marschiren	w1_d403e21429
wird.	w3_d403e21432
D	w1_d403e21437
</p>
<p id="p6_d403e21440">
Es	w1_d403e21444
wird	w3_d403e21447
hiemit	w5_d403e21450
jedermänniglich	w7_d403e21453
kund	w9_d403e21456
und	w11_d403e21459
zu	w13_d403e21463
wissen	w1_d403e21468
gemacht,	w3_d403e21471
daß	w5_d403e21474
den	w7_d403e21477
10.	w9_d403e21480
dieses	w11_d403e21483
Monats	w13_d403e21487
De	w15_d403e21490
cembris	w1_d403e21495
Vormittag	w3_d403e21498
um	w5_d403e21501
9.	w7_d403e21504
Uhr	w9_d403e21507
in	w11_d403e21510
der	w13_d403e21514
Wieneri	w15_d403e21517
schen	w1_d403e21523
Neu=stadt	w3_d403e21526
in	w5_d403e21529
der	w7_d403e21532
Neu=gassen	w9_d403e21535
im	w11_d403e21538
Gillischen	w13_d403e21542
Haus	w1_d403e21547
verschiedenes	w3_d403e21550
Silber=Geschmuck,	w5_d403e21553
Frauen	w7_d403e21556
kleider,	w1_d403e21561
Lein=wäsch,	w3_d403e21564
dann	w5_d403e21567
andere	w7_d403e21570
Effecten	w9_d403e21573
dem	w11_d403e21576
Meistbietenden	w1_d403e21581
licitando	w3_d403e21584
verkauffet	w5_d403e21587
werden.	w7_d403e21590
Wer	w9_d403e21593
demnach	w1_d403e21599
zu	w3_d403e21602
ein	w5_d403e21605
oder	w7_d403e21608
anderen	w9_d403e21611
ein	w11_d403e21614
Belieben	w13_d403e21618
tra	w15_d403e21621
get,	w1_d403e21626
der	w3_d403e21629
kan	w5_d403e21632
hierumen	w7_d403e21635
an	w9_d403e21638
obbestimmten	w11_d403e21641
Tag	w13_d403e21645
und	w15_d403e21648
Stund	w1_d403e21653
alldort	w3_d403e21656
sich	w5_d403e21659
einfinden.	w7_d403e21662
</p>
<p id="p8_d403e21665">
Von	w1_d403e21669
eines	w3_d403e21672
Hochwürdig	w5_d403e21675
MetropolitanDom	w7_d403e21678
capitul	w1_d403e21683
bey	w3_d403e21686
St.	w5_d403e21689
Stephan	w7_d403e21692
alhier	w9_d403e21695
wegen,	w11_d403e21698
wird	w13_d403e21702
hie	w15_d403e21705
</p>
<p id="p10_d403e21708">
mit	w1_d403e21712
jedermänniglich	w3_d403e21715
zu	w5_d403e21718
vernehmen	w7_d403e21721
gegeben:	w9_d403e21724
Es	w11_d403e21727
haben	w1_d403e21732
weil.	w3_d403e21735
Johann	w5_d403e21738
Seif	w7_d403e21741
frel.	w9_d403e21744
hinterlassene	w11_d403e21747
ben	w1_d403e21752
bey	w3_d403e21755
diesseitigem	w5_d403e21758
Grund=buch	w7_d403e21761
das	w9_d403e21764
Ansuchen	w11_d403e21767
gethan,	w1_d403e21773
daß	w3_d403e21776
die	w5_d403e21779
ihnen	w7_d403e21782
angehörige	w9_d403e21785
in	w11_d403e21788
etlich	w13_d403e21792
und	w15_d403e21795
dreyßig	w1_d403e21800
Wobnungen	w3_d403e21803
bestehend,	w5_d403e21806
zu	w7_d403e21809
Maria=hülf	w9_d403e21812
an	w1_d403e21817
der	w3_d403e21820
Haupt=strasse	w5_d403e21823
gelegene	w7_d403e21826
Behausung	w9_d403e21829
zur	w11_d403e21832
goldenen	w1_d403e21837
Wein=trauben	w3_d403e21840
ihrer	w5_d403e21843
besseren	w7_d403e21846
Convenienz	w9_d403e21849
halber	w1_d403e21855
an	w3_d403e21858
den	w5_d403e21861
Meistbietenden	w7_d403e21864
ausgefeilet,	w9_d403e21867
wer	w11_d403e21870
Wann	w1_d403e21875
dann	w3_d403e21878
denenselben	w5_d403e21881
hierinnfalls	w7_d403e21884
den	w1_d403e21889
möchte.	w3_d403e21892
zu	w1_d403e21897
willfahren	w3_d403e21900
kein	w5_d403e21903
Anstand	w7_d403e21906
obwaltet,	w9_d403e21909
folglich	w11_d403e21912
zu	w13_d403e21916
Licitirung	w1_d403e21922
ermeldt=ihrer	w3_d403e21925
Behausung	w5_d403e21928
der	w7_d403e21931
18.	w9_d403e21934
dies	w1_d403e21939
Monats	w3_d403e21942
Decembris	w5_d403e21945
fruh	w7_d403e21948
um	w9_d403e21951
9.	w11_d403e21954
Uhr	w13_d403e21958
in	w15_d403e21961
der	w17_d403e21964
Dom=capitlischen	w1_d403e21969
Hof=meister=amts=canzley	w3_d403e21972
zu	w5_d403e21975
erscheinen	w1_d403e21980
bestimmet	w3_d403e21983
worden	w5_d403e21986
ist.	w7_d403e21989
Als	w9_d403e21992
werden	w11_d403e21995
die	w13_d403e21999
jenige,	w1_d403e22005
so	w3_d403e22008
ermeldete	w5_d403e22011
Behausung	w7_d403e22014
käuflich	w9_d403e22017
an	w11_d403e22020
sich	w13_d403e22024
zu	w1_d403e22029
bringen	w3_d403e22032
Vorhabens,	w5_d403e22035
sich	w7_d403e22038
an	w9_d403e22041
bemeldeten	w11_d403e22044
Tag,	w13_d403e22048
Stund	w1_d403e22053
und	w3_d403e22056
Ort	w5_d403e22059
entweder	w7_d403e22062
selbst,	w9_d403e22065
oder	w11_d403e22068
durch	w13_d403e22072
hin	w15_d403e22075
länglich	w1_d403e22080
Bevollmächtigte	w3_d403e22083
ad	w5_d403e22086
tractandum	w7_d403e22089
&	w9_d403e22092
con-	w11_d403e22095
cludendum	w1_d403e22101
einzufinden	w3_d403e22104
haben,	w5_d403e22107
wo	w7_d403e22110
sodann	w9_d403e22113
mit	w11_d403e22116
dem	w1_d403e22121
Meistbietenben	w3_d403e22124
der	w5_d403e22127
Kauf	w7_d403e22130
hierumen	w9_d403e22133
gegen	w11_d403e22136
baa	w13_d403e22140
ren	w1_d403e22145
Erlag	w3_d403e22148
des	w5_d403e22151
tractirenden	w7_d403e22154
Käuf=schillings	w9_d403e22157
ge	w11_d403e22160
schlossen	w1_d403e22165
werden	w3_d403e22168
solle.	w5_d403e22171
</p>
<p id="p12_d403e22175">
Jn	w1_d403e22179
dem	w3_d403e22182
Praßerischen	w5_d403e22185
Buch	w7_d403e22188
und	w9_d403e22191
Kunstführerey	w11_d403e22194
gewölb	w1_d403e22199
in	w3_d403e22202
neuem	w5_d403e22205
Michaeler=haus	w7_d403e22208
zum	w9_d403e22211
Schild	w11_d403e22214
St.	w1_d403e22219
Johannes	w3_d403e22222
in	w5_d403e22225
der	w7_d403e22228
Wüsten,	w9_d403e22231
ist	w11_d403e22234
(unter	w13_d403e22238
andern	w15_d403e22241
vielen	w1_d403e22247
Büchern,	w3_d403e22250
Kupferstichen,	w5_d403e22253
und	w7_d403e22256
Land=karten)	w9_d403e22259
nachfolgendes	w1_d403e22264
zu	w3_d403e22267
haben:	w5_d403e22270
</p>
<list id="l14_d403e22273">
Handbuch	w1_d403e22277
der	w3_d403e22280
neuesten	w5_d403e22283
Genealogie	w7_d403e22286
und	w9_d403e22289
Heral	w11_d403e22292
die,	w1_d403e22297
worinnen	w3_d403e22300
aller	w5_d403e22303
jetzigen	w7_d403e22306
Europäischen	w9_d403e22309
