<doc id="wr_1763-11-16" attrs="word" year="1763" month="11" day="16" corpus="2">
<head id="h2_d809e3094">
Dublin	w1_d809e3098
ex	w3_d809e17492
officio	w5_d809e17495
abgehandlet,	w7_d809e17498
und	w9_d809e17501
was	w11_d809e17504
Rechtens	w1_d809e17509
ist,	w3_d809e17512
vorgekehret	w5_d809e17515
werden	w7_d809e17518
solle.	w9_d809e17521
Wornach	w11_d809e17524
sich	w1_d809e17529
also	w3_d809e17532
ein	w5_d809e17535
jeder	w7_d809e17538
Jntereßirter	w9_d809e17541
zu	w11_d809e17544
richten,	w13_d809e17548
und	w15_d809e17551
seinem	w1_d809e17557
Recht=Bestens	w3_d809e17560
zu	w5_d809e17563
invigiliren	w7_d809e17566
wissen	w9_d809e17569
wird	w11_d809e17572
</p>
<p id="p12_d809e17576">
Es	w1_d809e17580
wird	w3_d809e17583
hiermit	w5_d809e17586
jederwänniglich	w7_d809e17589
zu	w9_d809e17592
wissen	w11_d809e17595
ge	w13_d809e17599
macht,	w1_d809e17604
daß	w3_d809e17607
das	w5_d809e17610
zu	w7_d809e17613
Herzogburg	w9_d809e17616
befindliche	w11_d809e17619
Bräu	w13_d809e17623
haus	w1_d809e17628
samt	w3_d809e17631
der	w5_d809e17634
Bräu=gerechtigkeit,	w7_d809e17637
wie	w9_d809e17640
auch	w11_d809e17643
2.	w13_d809e17647
12	w1_d809e17653
halb	w3_d809e17656
Joch	w5_d809e17659
Aecker	w7_d809e17662
nebst	w9_d809e17665
zwey	w11_d809e17668
Tagwerg=wiesen	w13_d809e17672
täglich	w1_d809e17677
zu	w3_d809e17680
verkaufen	w5_d809e17683
seynd;	w7_d809e17686
wer	w9_d809e17689
also	w11_d809e17692
Belieben	w13_d809e17696
hat	w15_d809e17699
gedachtes	w1_d809e17704
Bräu=haus	w3_d809e17707
und	w5_d809e17710
Grund=stücke	w7_d809e17713
käuflich	w9_d809e17716
an	w1_d809e17721
sich	w3_d809e17724
zu	w5_d809e17727
bringen,	w7_d809e17730
kan	w9_d809e17733
sich	w11_d809e17736
bey	w13_d809e17740
dem	w15_d809e17743
Eigenthü	w17_d809e17746
mer	w1_d809e17752
zu	w3_d809e17755
Herzogburg	w5_d809e17758
anmelden,	w7_d809e17761
und	w9_d809e17764
das	w11_d809e17767
weitere	w13_d809e17771
der	w1_d809e17776
Biligkeit	w3_d809e17779
nach	w5_d809e17782
mit	w7_d809e17785
ihm	w9_d809e17788
schliessen.	w11_d809e17791
</p>
<list id="l14_d809e17794">
Von	w1_d809e17798
der	w3_d809e17801
Hochgräfl.	w5_d809e17804
Dietrichsteinischen	w7_d809e17807
Herr	w9_d809e17810
</list>
<p id="p16_d809e17814">
Von	w1_d809e17818
der	w3_d809e17821
Hochgräfl.	w5_d809e17824
Dietrichsteinischen	w7_d809e17827
Herr	w9_d809e17830
schaft	w1_d809e17835
Ulrichskirchen	w3_d809e17838
Amts=canzley	w5_d809e17841
wegen,	w7_d809e17844
wird	w9_d809e17847
hiemit	w1_d809e17852
jeder	w3_d809e17855
männiglich	w5_d809e17858
kund	w7_d809e17861
und	w9_d809e17864
zu	w11_d809e17867
wissen	w13_d809e17871
ge	w15_d809e17874
macht;	w1_d809e17880
was	w3_d809e17883
massen	w5_d809e17886
für	w7_d809e17889
nöhtig	w9_d809e17892
befunden	w11_d809e17895
worden	w13_d809e17899
seye,	w1_d809e17904
über	w3_d809e17907
des	w5_d809e17910
Franz	w7_d809e17913
Anton	w9_d809e17916
Jäckisch,	w11_d809e17919
behaust	w13_d809e17923
Bur	w15_d809e17926
gerlichen	w1_d809e17931
Baders	w3_d809e17934
im	w5_d809e17937
Markt	w7_d809e17940
Ulrichskirchen	w9_d809e17943
Vermö	w11_d809e17946
gen	w1_d809e17951
eine	w3_d809e17954
Convocation	w5_d809e17957
anzuordnen,	w7_d809e17960
und	w9_d809e17963
hierzu	w11_d809e17966
den	w13_d809e17970
14.	w1_d809e17976
nächst	w3_d809e17979
künftigen	w5_d809e17982
Monats	w7_d809e17985
Decemb.	w9_d809e17988
zu	w11_d809e17991
bestim	w13_d809e17995
men;	w1_d809e18000
Solchemnach	w3_d809e18003
werden	w5_d809e18006
all	w7_d809e18009
und	w9_d809e18012
jede,	w11_d809e18015
so	w13_d809e18019
an	w15_d809e18022
gedachtem	w1_d809e18027
Franz	w3_d809e18030
Anton	w5_d809e18033
Jäckisch	w7_d809e18036
einige	w9_d809e18039
Sprüch	w11_d809e18042
und	w1_d809e18047
Forderungen	w3_d809e18050
haben	w5_d809e18053
oder	w7_d809e18056
zu	w9_d809e18059
haben	w11_d809e18062
vermeinen;	w13_d809e18066
am	w1_d809e18072
obbestimmten	w3_d809e18075
Tag	w5_d809e18078
fruhe	w7_d809e18081
um	w9_d809e18084
8	w11_d809e18087
Uhr	w13_d809e18091
pro	w15_d809e18094
1mo,	w17_d809e18097
2do	w1_d809e18102
&	w3_d809e18105
3tio	w5_d809e18108
termino	w7_d809e18111
peremprorio	w9_d809e18114
hiemit	w11_d809e18117
erfordeer,	w13_d809e18121
bey	w1_d809e18126
obbemelter	w3_d809e18129
Herrschafts=canzley,	w5_d809e18132
oder	w7_d809e18135
allenfalls	w9_d809e18138
bey	w1_d809e18143
Hrn.	w3_d809e18146
D.	w5_d809e18149
Clemenschitz,	w7_d809e18152
als	w9_d809e18155
Judice	w11_d809e18158
delegato	w13_d809e18162
in	w15_d809e18165
dem	w1_d809e18171
Baron	w3_d809e18174
Prandauischen	w5_d809e18177
Haus	w7_d809e18180
im	w9_d809e18183
dritten	w11_d809e18186
Stock	w13_d809e18190
am	w1_d809e18195
Kohlmarkt	w3_d809e18198
in	w5_d809e18201
Wien	w7_d809e18204
entweder	w9_d809e18207
selbst	w11_d809e18210
persönlich	w13_d809e18214
oder	w1_d809e18219
durch	w3_d809e18222
genugsame	w5_d809e18225
Gevollmächtigte	w7_d809e18228
alsogewiß	w9_d809e18231
zu	w1_d809e18236
erscheinen,	w3_d809e18239
und	w5_d809e18242
ihre	w7_d809e18245
Forderungen	w9_d809e18248
auf	w11_d809e18251
Stempel	w13_d809e18255
apier	w1_d809e18261
einzulegen,	w3_d809e18264
auch	w5_d809e18267
zu	w7_d809e18270
liquidiren	w9_d809e18273
haben,	w11_d809e18276
wie	w13_d809e18280
im	w1_d809e18285
widrigen	w3_d809e18288
die	w5_d809e18291
Ausbleibende	w7_d809e18294
nicht	w9_d809e18297
mehr	w11_d809e18300
angehö	w13_d809e18304
ret,	w1_d809e18309
sondern	w3_d809e18312
denenselben	w5_d809e18315
das	w7_d809e18318
ewige	w9_d809e18321
Stillschweigen	w11_d809e18324
auferleget,	w1_d809e18329
und	w3_d809e18332
sie	w5_d809e18335
von	w7_d809e18338
der	w9_d809e18341
Claßification	w11_d809e18344
gänzli	w13_d809e18348
chen	w1_d809e18354
ausgeschlossen	w3_d809e18357
weiden	w5_d809e18360
sollen	w7_d809e18363
</p>
<list id="l18_d809e18366">
E.	w1_d809e18370
ist	w3_d809e18373
das	w5_d809e18376
Haus	w7_d809e18379
bey	w9_d809e18382
den	w11_d809e18385
3.	w13_d809e18389
golbenen	w15_d809e18392
Krihlen	w17_d809e18395
</list>
<p id="p20_d809e18399">
E.	w1_d809e18403
ist	w3_d809e18406
das	w5_d809e18409
Haus	w7_d809e18412
bey	w9_d809e18415
den	w11_d809e18418
3.	w13_d809e18422
golbenen	w15_d809e18425
Krihlen	w17_d809e18428
in	w1_d809e18433
der	w3_d809e18436
Joseph=stadt,	w5_d809e18439
gegen	w7_d809e18442
über	w9_d809e18445
den	w11_d809e18448
P.	w13_d809e18452
P.	w15_d809e18455
Pia	w17_d809e18458
risten	w1_d809e18463
gelegen,	w3_d809e18466
wobey	w5_d809e18469
sich	w7_d809e18472
13.	w9_d809e18475
Zinuß	w11_d809e18478
zimmer	w13_d809e18482
samt	w1_d809e18488
Garren	w3_d809e18491
und	w5_d809e18494
schönen	w7_d809e18497
Kellern,	w9_d809e18500
guten	w11_d809e18503
Brunn	w13_d809e18507
und	w1_d809e18512
Bier=schanks	w3_d809e18515
gerechtigkeit	w5_d809e18518
befindet,	w7_d809e18521
alltäglich	w9_d809e18524
zu	w1_d809e18529
verkaufen,	w3_d809e18532
wer	w5_d809e18535
solches	w7_d809e18538
also	w9_d809e18541
an	w11_d809e18544
sich	w13_d809e18548
zu	w15_d809e18551
bringen	w17_d809e18554
Belieben	w1_d809e18559
traget,	w3_d809e18562
hat	w5_d809e18565
sich	w7_d809e18568
bey	w9_d809e18571
dem	w11_d809e18574
Haus=herrn	w13_d809e18578
in	w1_d809e18584
eben	w3_d809e18587
dem	w5_d809e18590
Haus	w7_d809e18593
anzumelden.	w9_d809e18596
</p>
<list id="l28_d809e18694">
.	w1_d809e18698
Züls	w3_d809e18701
de	w5_d809e18704
Mhalsgen	w7_d809e18707
Cöse	w9_d809e18710
Aune	w11_d809e18713
</list>
<head id="h2_d809e18720">
Forsegung	w1_d809e18724
des	w3_d809e18727
meulsch	w5_d809e18730
abgerhel	w7_d809e18733
ten	w1_d809e18738
Artickels	w3_d809e18741
von	w5_d809e18744
des	w7_d809e18747
höchstseel.	w9_d809e18750
Königs	w1_d809e18755
in	w3_d809e18758
Pohlen	w5_d809e18761
Lebens	w7_d809e18764
umständen	w1_d809e18770
Zweyte	w1_d809e18775
Abtheilang	w3_d809e18778
vom	w5_d809e18781
Jahre	w7_d809e18784
1740.	w9_d809e18787
</head>
<p id="p4_d809e18790">
bis	w1_d809e18794
1745.	w3_d809e18797
As	w1_d809e18802
im	w3_d809e18805
Jahr	w5_d809e18808
1740.	w7_d809e18811
den	w9_d809e18814
20.	w11_d809e18817
Octob.	w13_d809e18821
Kai	w15_d809e18824
ser	w1_d809e18829
Carl	w3_d809e18832
der	w5_d809e18835
VI.	w7_d809e18838
gestorben,	w9_d809e18841
so	w11_d809e18844
gerieth	w13_d809e18848
wegen	w1_d809e18854
der	w3_d809e18857
Erbfolge	w5_d809e18860
des	w7_d809e18863
Hauses	w9_d809e18866
Oesterreich	w11_d809e18869
das	w1_d809e18874
deutsche	w3_d809e18877
Reich	w5_d809e18880
in	w7_d809e18883
ein	w9_d809e18886
so	w11_d809e18889
critisches	w13_d809e18893
Inter	w15_d809e18896
regnum,	w1_d809e18901
daß	w3_d809e18904
der	w5_d809e18907
König	w7_d809e18910
in	w9_d809e18913
Pohlen	w11_d809e18916
und	w13_d809e18920
Churfürst	w1_d809e18925
zu	w3_d809e18928
Sachsen	w5_d809e18931
bey	w7_d809e18934
dem	w9_d809e18937
übernom	w11_d809e18940
menen	w1_d809e18946
Sächsischen	w3_d809e18949
Vicariat	w5_d809e18952
alle	w7_d809e18955
Vorsicht	w9_d809e18958
anzuwenden	w1_d809e18963
hatte,	w3_d809e18966
um	w5_d809e18969
mitten	w7_d809e18972
in	w9_d809e18975
Deutsch	w11_d809e18978
land	w1_d809e18983
bey	w3_d809e18986
allen	w5_d809e18989
ausLrechenden	w7_d809e18992
Unruben	w9_d809e18995
Ruh	w11_d809e18998
und	w1_d809e19003
Ordnung	w3_d809e19006
zu	w5_d809e19009
erhalten.	w7_d809e19012
Alle	w9_d809e19015
Prinzen,	w11_d809e19018
welche	w1_d809e19024
gegründete	w3_d809e19027
Ansprüche	w5_d809e19030
auf	w7_d809e19033
die	w9_d809e19036
Oester	w11_d809e19039
reichische	w1_d809e19044
Verlassenschaft	w3_d809e19047
zu	w5_d809e19050
haben	w7_d809e19053
glaubten,	w9_d809e19056
rückten	w1_d809e19061
nunmehro	w3_d809e19064
mit	w5_d809e19067
selbigen	w7_d809e19070
hervor.	w9_d809e19073
Die	w11_d809e19076
Garantie	w1_d809e19081
der	w3_d809e19084
Pragmatischen	w5_d809e19087
Sanction	w7_d809e19090
wu	w9_d809e19093
|	w11_d809e19096
|	w13_d809e19100
de	w1_d809e19106
angefochten,	w3_d809e19109
und	w5_d809e19112
der	w7_d809e19115
Chur=Sächsische	w9_d809e19118
Hof	w1_d809e19123
sahe	w3_d809e19126
sich	w5_d809e19129
genöthiget,	w7_d809e19132
die	w9_d809e19135
Beybehaltung	w11_d809e19138
dieser	w1_d809e19143
Sanction	w3_d809e19146
zwar	w5_d809e19149
zu	w7_d809e19152
versichern,	w9_d809e19155
daß	w11_d809e19158
er	w13_d809e19162
der	w1_d809e19167
selbige	w3_d809e19170
unterstützen	w5_d809e19173
wollte	w7_d809e19176
jedoch	w9_d809e19179
auch	w11_d809e19182
mit	w13_d809e19186
ausdrücklichen	w1_d809e19192
Vorbehaltung,	w3_d809e19195
daß	w5_d809e19198
die	w7_d809e19201
Prag	w9_d809e19204
matische	w1_d809e19209
Sanction	w3_d809e19212
gleichfalls	w5_d809e19215
nach	w7_d809e19218
ihrem	w9_d809e19221
völligen	w1_d809e19226
Jnnhalte	w3_d809e19229
beybehalten	w5_d809e19232
würde,	w7_d809e19235
widri	w9_d809e19238
genfalls	w1_d809e19243
man	w3_d809e19246
die	w5_d809e19249
dem	w7_d809e19252
Kön.	w9_d809e19255
Churhause	w11_d809e19258
zustän	w13_d809e19262
dige	w1_d809e19268
Prätension	w3_d809e19271
und	w5_d809e19274
Gerechtsame	w7_d809e19277
nicht	w9_d809e19280
wür	w11_d809e19283
de	w1_d809e19288
fallen	w3_d809e19291
lassen	w5_d809e19294
können.	w7_d809e19297
Die	w9_d809e19300
Wendung	w11_d809e19303
in	w13_d809e19307
dieser	w1_d809e19312
wichtigen	w3_d809e19315
Streit=sache	w5_d809e19318
veranlaßten	w7_d809e19321
hierauf	w1_d809e19326
den	w3_d809e19329
Monarchen,	w5_d809e19332
sich	w7_d809e19335
in	w9_d809e19338
Alliance	w11_d809e19341
mit	w13_d809e19345
Preussen,	w1_d809e19351
dem	w3_d809e19354
Chur=hause	w5_d809e19357
Bayern	w7_d809e19360
und	w9_d809e19363
der	w11_d809e19366
Krone	w1_d809e19371
Frankreich	w3_d809e19374
einzulassen,	w5_d809e19377
und	w7_d809e19380
es	w9_d809e19383
wur	w11_d809e19386
den	w1_d809e19391
der	w3_d809e19394
Welt	w5_d809e19397
sowol	w7_d809e19400
die	w9_d809e19403
Ursachen,	w11_d809e19406
als	w13_d809e19410
sei	w15_d809e19413
ner	w1_d809e19418
Gerechtsame,	w3_d809e19421
in	w5_d809e19424
Schriften	w7_d809e19427
vorgelegt,	w9_d809e19430
worzu	w1_d809e19436
noch	w3_d809e19439
einige	w5_d809e19442
Bedencklichkeuten	w7_d809e19445
wegen	w9_d809e19448
</p>
<p id="p6_d809e19451">
.	w1_d809e19455
Züls	w3_d809e19458
de	w5_d809e19461
Mhalsgen	w7_d809e19464
Cöse	w9_d809e19467
Aune	w11_d809e19470
zum	w1_d809e19475
Wahl=geschäfte	w3_d809e19478
kamen.	w5_d809e19481
Jn	w7_d809e19484
dem	w9_d809e19487
dar	w11_d809e19490
auf	w1_d809e19495
erfolgten	w3_d809e19498
Kriege	w5_d809e19501
wurde	w7_d809e19504
sowol	w9_d809e19507
Schlesien	w11_d809e19510
gröstentheils	w1_d809e19516
von	w3_d809e19519
Sr.	w5_d809e19522
Majestät	w7_d809e19525
dem	w9_d809e19528
Köni	w11_d809e19531
ge	w1_d809e19536
in	w3_d809e19539
Preussen	w5_d809e19542
conquetiret,	w7_d809e19545
als	w9_d809e19548
auch	w11_d809e19551
Böhmen	w13_d809e19555
Ao	w1_d809e19560
1741.	w3_d809e19563
durch	w5_d809e19566
die	w7_d809e19569
Waffen	w9_d809e19572
Sr.	w11_d809e19575
Churfürstl.	w13_d809e19579
Durchl.	w1_d809e19584
zu	w3_d809e19587
Bayern	w5_d809e19590
und	w7_d809e19593
dero	w9_d809e19596
Allirten	w11_d809e19599
ero	w13_d809e19603
bert,	w1_d809e19609
und	w3_d809e19612
dieser	w5_d809e19615
grosse	w7_d809e19618
Prinz	w9_d809e19621
hernach	w11_d809e19624
1742.	w13_d809e19628
im	w1_d809e19633
Jenner	w3_d809e19636
unter	w5_d809e19639
dem	w7_d809e19642
Namen	w9_d809e19645
Carl	w11_d809e19648
VII.	w13_d809e19652
zum	w15_d809e19655
Kaiser	w1_d809e19660
erwählt,	w3_d809e19663
mit	w5_d809e19666
Preussen	w7_d809e19669
aber	w9_d809e19672
den	w11_d809e19675
11.	w13_d809e19679
Junii	w1_d809e19684
Präliminarien	w3_d809e19687
errichtet,	w5_d809e19690
die	w7_d809e19693
durch	w9_d809e19696
der	w11_d809e19699
Sächsischen	w1_d809e19705
Beytritt	w3_d809e19708
den	w5_d809e19711
28.	w7_d809e19714
Julii	w9_d809e19717
zu	w11_d809e19720
Bres	w13_d809e19724
lau	w1_d809e19729
in	w3_d809e19732
einen	w5_d809e19735
Haupt=frieden	w7_d809e19738
verwandelt	w9_d809e19741
wur	w11_d809e19744
den.	w1_d809e19749
Die	w3_d809e19752
Chur=sächsischen	w5_d809e19755
Völker	w7_d809e19758
zogen	w9_d809e19761
sich	w1_d809e19766
hierauf	w3_d809e19769
aus	w5_d809e19772
Schlesien,	w7_d809e19775
und	w9_d809e19778
es	w11_d809e19781
erfolgte	w13_d809e19785
der	w1_d809e19791
Friede	w3_d809e19794
mit	w5_d809e19797
der	w7_d809e19800
damaligen	w9_d809e19803
Königin	w11_d809e19806
von	w13_d809e19810
Ungarn.	w1_d809e19815
Eine	w3_d809e19818
neue	w5_d809e19821
Verbindung	w7_d809e19824
des	w9_d809e19827
Chur	w11_d809e19830
|	w13_d809e19834
|	w15_d809e19837
sächsischen	w1_d809e19842
Hofes	w3_d809e19845
verursachte,	w5_d809e19848
daß	w7_d809e19851
bey	w9_d809e19854
einem	w11_d809e19857
abermaligen	w1_d809e19862
Durchmarsche	w3_d809e19865
der	w5_d809e19868
Preusischen	w7_d809e19871
Armee	w1_d809e19877
durch	w3_d809e19880
Sachsen	w5_d809e19883
und	w7_d809e19886
Lausiz	w9_d809e19889
in	w11_d809e19892
Böh	w13_d809e19896
men	w1_d809e19901
eine	w3_d809e19904
Sächsische	w5_d809e19907
Armee	w7_d809e19910
sich	w9_d809e19913
Ao.	w11_d809e19916
1742.	w13_d809e19920
den	w1_d809e19925
22	w3_d809e19928
Octob.	w5_d809e19931
mit	w7_d809e19934
der	w9_d809e19937
Oesterreichisch	w11_d809e19940
verei	w13_d809e19944
nigte,	w1_d809e19949
welcher	w3_d809e19952
den	w5_d809e19955
20.	w7_d809e19958
Dec.	w9_d809e19961
1743.	w11_d809e19964
und	w13_d809e19968
1744.	w15_d809e19971
den	w1_d809e19977
13.	w3_d809e19980
May	w5_d809e19983
andere	w7_d809e19986
Tractaten	w9_d809e19989
beygefüget	w11_d809e19992
wurden;	w1_d809e19997
wie	w3_d809e20000
dann	w5_d809e20003
auch	w7_d809e20006
1745.	w9_d809e20009
den	w11_d809e20012
8.	w13_d809e20016
Jan.	w15_d809e20019
die	w1_d809e20024
bekannte	w3_d809e20027
Warschauer=quadrupel=allianz	w5_d809e20030
zwischen	w1_d809e20035
dem	w3_d809e20038
König	w5_d809e20041
Friedrich	w7_d809e20044
Augusto,	w9_d809e20047
der	w11_d809e20050
Königin	w1_d809e20056
von	w3_d809e20059
Ungarn,	w5_d809e20062
und	w7_d809e20065
Böheim	w9_d809e20068
Maria	w11_d809e20071
Theresia	w1_d809e20076
dem	w3_d809e20079
Könige	w5_d809e20082
von	w7_d809e20085
Gros	w9_d809e20088
brittannien,	w11_d809e20091
George	w1_d809e20096
II.	w3_d809e20099
und	w5_d809e20102
den	w7_d809e20105
General=staaten	w9_d809e20108
zn	w11_d809e20111
Stande	w1_d809e20116
kam.	w3_d809e20119
</p>
<head id="h2_d809e20125">
(Die	w1_d809e20129
Fortsetzung	w3_d809e20132
folgt.)	w5_d809e20135
Berlin	w1_d809e20140
29.	w3_d809e20143
Octob.	w5_d809e20146
</head>
<p id="p4_d809e20149">
Am	w1_d809e20153
Montag,	w3_d809e20156
den	w5_d809e20159
24.	w7_d809e20162
dieses	w9_d809e20165
hatte	w11_d809e20168
der	w13_d809e20172
Churländische	w1_d809e20177
Delegirte,	w3_d809e20180
Herr	w5_d809e20183
von	w7_d809e20186
Oel	w9_d809e20189
sen,	w1_d809e20194
die	w3_d809e20197
Gnade	w5_d809e20200
bey	w7_d809e20203
Jhro	w9_d809e20206
Majestät,	w11_d809e20209
der	w13_d809e20213
Königen,	w1_d809e20219
sich	w3_d809e20222
zu	w5_d809e20225
beirlauben,	w7_d809e20228
welche	w9_d809e20231
Ehre	w11_d809e20234
</p>
<p id="p10_d809e20247">
destilbe	w1_d809e20251
des	w3_d809e20254
folgenden	w5_d809e20257
Tages	w7_d809e20260
auch	w9_d809e20263
bey	w11_d809e20266
den	w13_d809e20270
übrigen	w1_d809e20275
hier	w3_d809e20278
anwesenden	w5_d809e20281
Königl.	w7_d809e20284
Herrschaf	w9_d809e20287
ten	w1_d809e20292
genoß.	w3_d809e20295
</p>
<p id="p12_d809e20299">
Der	w1_d809e20303
an	w3_d809e20306
den	w5_d809e20309
hiesigen	w7_d809e20312
Hof=auf	w9_d809e20315
der	w11_d809e20318
Reise	w13_d809e20322
begriffene	w1_d809e20327
Türckische	w3_d809e20330
Abgesandte,	w5_d809e20333
Achmet	w7_d809e20336
Effendi,	w1_d809e20341
ist	w3_d809e20344
mit	w5_d809e20347
seiner	w7_d809e20350
zablreichen	w9_d809e20353
Sulte	w11_d809e20356
be	w13_d809e20360
reits	w1_d809e20366
von	w3_d809e20369
Breslau	w5_d809e20372
aufgebrochen,	w7_d809e20375
und	w9_d809e20378
wird	w11_d809e20381
morgen	w1_d809e20386
den	w3_d809e20389
30.	w5_d809e20392
von	w7_d809e20395
Crossen	w9_d809e20398
nach	w11_d809e20401
Ziebin	w13_d809e20405
gen	w1_d809e20410
abgehen.	w3_d809e20413
übermorgen	w5_d809e20416
in	w7_d809e20419
Frankfurt	w9_d809e20422
an	w11_d809e20425
der	w1_d809e20430
Ober,	w3_d809e20433
den	w5_d809e20436
1.	w7_d809e20439
Nov.	w9_d809e20442
in	w11_d809e20445
Münchenberg,	w13_d809e20449
den	w1_d809e20455
2.	w3_d809e20458
in	w5_d809e20461
Strousberg	w7_d809e20464
und	w9_d809e20467
den	w11_d809e20470
3.	w13_d809e20474
in	w15_d809e20477
Weis	w17_d809e20480
sense	w1_d809e20485
eintreffen,	w3_d809e20488
von	w5_d809e20491
welchem	w7_d809e20494
litzern	w9_d809e20497
Orte	w11_d809e20500
er	w13_d809e20504
nach	w1_d809e20509
einem	w3_d809e20512
Aufenthalt	w5_d809e20515
von	w7_d809e20518
einigen	w9_d809e20521
Tagen,	w11_d809e20524
seinen	w1_d809e20529
Einzug	w3_d809e20532
in	w5_d809e20535
hiesige	w7_d809e20538
Residenz	w9_d809e20541
östentlich	w11_d809e20544
halten	w1_d809e20550
wird.	w3_d809e20553
</p>
<list id="l14_d809e20556">
Ni	w1_d809e20560
Lides	w3_d809e20563
Gestellät	w5_d809e20566
/	w7_d809e20569
hen	w9_d809e20572
einemn	w11_d809e20575
Löll	w13_d809e20579
Land	w15_d809e20582
</list>
<p id="p16_d809e20586">
Win	w1_d809e20590
S.	w3_d809e20593
das	w5_d809e20596
Ghofortigta	w7_d809e20599
unm	w9_d809e20602
einem	w11_d809e20605
Löhl	w13_d809e20609
Cand	w15_d809e20612
marschallischen	w1_d809e20617
Gericht	w3_d809e20620
verordnete	w5_d809e20623
Commissarien	w7_d809e20626
fügen	w1_d809e20631
N.	w3_d809e20634
N.	w5_d809e20637
denen	w7_d809e20640
sammentlichen	w9_d809e20643
weyl.	w11_d809e20646
des	w13_d809e20650
Wol	w15_d809e20653
gebornen	w1_d809e20659
Herrn	w3_d809e20662
Johann	w5_d809e20665
Baptist	w7_d809e20668
Partolotti	w9_d809e20671
Freö	w11_d809e20674
herrn	w1_d809e20679
von	w3_d809e20682
Partenfeld,	w5_d809e20685
Jhro	w7_d809e20688
Kais.	w9_d809e20691
Majest.	w11_d809e20694
gewester	w13_d809e20698
Hof=kammerern,	w1_d809e20703
Raht	w3_d809e20706
und	w5_d809e20709
Salz=amtmann	w7_d809e20712
seel.	w1_d809e20717
claßificirten	w3_d809e20720
Creditoribus,	w5_d809e20723
oder	w7_d809e20726
derselben	w9_d809e20729
Erben,	w1_d809e20735
und	w3_d809e20738
Erbes=erben,	w5_d809e20741
swelche	w7_d809e20744
ihre	w9_d809e20747
gänzliche	w11_d809e20750
Bezahlung	w1_d809e20755
bey	w3_d809e20758
der	w5_d809e20761
Gaun	w7_d809e20764
und	w9_d809e20767
Zancon	w11_d809e20770
auck	w13_d809e20774
Hauzenbergischen	w1_d809e20779
Massa	w3_d809e20782
noch	w5_d809e20785
nicht	w7_d809e20788
empfangen	w9_d809e20791
und	w1_d809e20796
sich	w3_d809e20799
bey	w5_d809e20802
denen	w7_d809e20805
von	w9_d809e20808
uns	w11_d809e20811
auf	w13_d809e20815
den	w15_d809e20818
23.	w17_d809e20821
Febr	w19_d809e20824
und	w1_d809e20830
26.	w3_d809e20833
Nov.	w5_d809e20836
1761.	w7_d809e20839
angeordnet	w9_d809e20842
gewesten	w11_d809e20845
Con	w13_d809e20849
vocations=tagsatzungen	w1_d809e20854
gemeldet	w3_d809e20857
haben,	w5_d809e20860
hiemit	w7_d809e20863
zu	w1_d809e20868
wissen:	w3_d809e20871
Welchergestalten	w5_d809e20874
nunmehro	w7_d809e20877
das	w9_d809e20880
von	w11_d809e20883
weyl.	w1_d809e20888
Frauen	w3_d809e20891
Maria	w5_d809e20894
Regina	w7_d809e20897
Freyin	w9_d809e20900
v.	w11_d809e20903
Parter	w13_d809e20907
|	w15_d809e20910
|	w17_d809e20913
feld,	w1_d809e20919
geb	w3_d809e20922
Freyin	w5_d809e20925
v.	w7_d809e20928
Waffenberg	w9_d809e20931
seel.	w11_d809e20934
ihres	w13_d809e20938
Hrn.	w15_d809e20941
Ehe=gemahls	w1_d809e20946
weyl.	w3_d809e20949
Herrn	w5_d809e20952
Johann	w7_d809e20955
Baptist	w9_d809e20958
Frey	w11_d809e20961
herrn	w1_d809e20966
von	w3_d809e20969
Partenfeld	w5_d809e20972
seel.	w7_d809e20975
Creditoribus	w9_d809e20978
zugedach	w11_d809e20981
te	w1_d809e20986
Legat	w3_d809e20989
pr.	w5_d809e20992
14000.	w7_d809e20995
fl.	w9_d809e20998
unter	w11_d809e21001
dieselbe	w13_d809e21005
proportio	w15_d809e21008
naliter	w1_d809e21014
vertheilet	w3_d809e21017
werden	w5_d809e21020
solle;	w7_d809e21023
zu	w9_d809e21026
dem	w11_d809e21029
Ende	w13_d809e21033
von	w15_d809e21036
uns	w1_d809e21041
Commissarien	w3_d809e21044
zufolge	w5_d809e21047
der	w7_d809e21050
an	w9_d809e21053
uns	w11_d809e21056
ergangenen	w13_d809e21060
gerichtlichen	w1_d809e21065
Auflag	w3_d809e21068
eine	w5_d809e21071
peremptorie	w7_d809e21074
clausulirte	w9_d809e21077
Repartitions=tagsatzung	w1_d809e21082
auf	w3_d809e21085
den	w5_d809e21088
2ten	w7_d809e21091
Decemb	w9_d809e21094
dies	w1_d809e21100
Jahrs	w3_d809e21103
Nachmittag	w5_d809e21106
um	w7_d809e21109
2.	w9_d809e21112
Uhr	w11_d809e21115
in	w13_d809e21119
meiner	w15_d809e21122
Land	w17_d809e21125
schreibers	w1_d809e21130
in	w3_d809e21133
der	w5_d809e21136
Wollzeit	w7_d809e21139
eigenthumlichen	w9_d809e21142
Haus	w11_d809e21145
zu	w13_d809e21149
erscheinen	w1_d809e21154
sub	w3_d809e21157
clausula	w5_d809e21160
præclusi	w7_d809e21163
bestimmet	w9_d809e21166
wor	w11_d809e21169
den	w1_d809e21174
ist.	w3_d809e21177
Solchemnach	w5_d809e21180
werden	w7_d809e21183
alle	w9_d809e21186
und	w11_d809e21189
