<doc id="wr_1763-06-01" attrs="word" year="1763" month="06" day="01" corpus="2">
<head id="h2_d763e3650">
Genua	w1_d763e3654
Ju	w13_d763e7267
</p>
<p id="p6_d763e7270">
velier	w1_d763e7274
an	w3_d763e7277
einen	w5_d763e7280
jeden,	w7_d763e7283
der	w9_d763e7286
entweder	w11_d763e7289
diesen	w13_d763e7293
Bösewicht	w1_d763e7298
mit	w3_d763e7301
den	w5_d763e7304
entwandten	w7_d763e7307
Edelgestei	w9_d763e7310
nen	w1_d763e7315
entdecken,	w3_d763e7318
oder	w5_d763e7321
auch	w7_d763e7324
nur	w9_d763e7327
von	w11_d763e7330
selbigen	w13_d763e7334
Nachricht	w1_d763e7340
geben	w3_d763e7343
kan,	w5_d763e7346
ein	w7_d763e7349
Recompens	w9_d763e7352
von	w11_d763e7355
500.	w1_d763e7360
Rubel	w3_d763e7363
angelobet.	w5_d763e7366
</p>
<head id="h2_d763e7373">
Berlin	w1_d763e7377
13.	w3_d763e7380
May.	w5_d763e7383
</head>
<p id="p4_d763e7386">
Der	w1_d763e7390
an	w3_d763e7393
den	w5_d763e7396
französischen	w7_d763e7399
Hof	w9_d763e7402
abgesand	w11_d763e7405
te	w1_d763e7410
Obriste	w3_d763e7413
von	w5_d763e7416
Bauer	w7_d763e7419
soll	w9_d763e7422
den	w11_d763e7425
Auftrag	w13_d763e7429
ha	w15_d763e7432
ben,	w1_d763e7437
wegen	w3_d763e7440
der	w5_d763e7443
Zurückgabe	w7_d763e7446
aller	w9_d763e7449
in	w11_d763e7452
We	w13_d763e7456
sel,	w1_d763e7462
als	w3_d763e7465
die	w5_d763e7468
französischen	w7_d763e7471
Trupen	w9_d763e7474
im	w11_d763e7477
Jahr	w13_d763e7481
1757.	w1_d763e7486
von	w3_d763e7489
diesem	w5_d763e7492
Ort	w7_d763e7495
Besitz	w9_d763e7498
nahmen,	w11_d763e7501
be	w13_d763e7505
findlich	w1_d763e7510
gewesenen	w3_d763e7513
Kriegs=munition	w5_d763e7516
mit	w7_d763e7519
den	w9_d763e7522
Königl.	w1_d763e7527
französischen	w3_d763e7530
Commissairs	w5_d763e7533
zu	w7_d763e7536
hand	w9_d763e7539
len,	w1_d763e7545
und	w3_d763e7548
gemäß	w5_d763e7551
dem	w7_d763e7554
13ten	w9_d763e7557
Art.	w11_d763e7560
des	w13_d763e7564
Frie	w15_d763e7567
dens=tractats	w1_d763e7572
zwischen	w3_d763e7575
Frankreich	w5_d763e7578
und	w7_d763e7581
Eng	w9_d763e7584
land,	w1_d763e7589
wie	w3_d763e7592
auch	w5_d763e7595
in	w7_d763e7598
Gefolge	w9_d763e7601
der	w11_d763e7604
zwischen	w13_d763e7608
dem	w15_d763e7611
General=leutenant	w1_d763e7616
Marquis	w3_d763e7619
von	w5_d763e7622
Montey	w7_d763e7625
nard,	w1_d763e7631
und	w3_d763e7634
obbesagtem	w5_d763e7637
Obristen	w7_d763e7640
geschlossener	w9_d763e7643
Convention,	w1_d763e7648
diese	w3_d763e7651
Sache	w5_d763e7654
in	w7_d763e7657
Richtigkeit	w9_d763e7660
zu	w11_d763e7663
bringen	w1_d763e7668
und	w3_d763e7671
vollends	w5_d763e7674
abzumachen.	w7_d763e7677
</p>
<head id="h2_d763e7683">
Braunschweig	w1_d763e7687
den	w3_d763e7690
12.	w5_d763e7693
May.	w7_d763e7696
</head>
<p id="p4_d763e7699">
Allhier	w1_d763e7703
halten	w3_d763e7706
sich	w5_d763e7709
jetzt	w7_d763e7712
zwey	w9_d763e7715
Holländi	w11_d763e7718
sche	w1_d763e7723
Generale	w3_d763e7726
auf:	w5_d763e7729
und	w7_d763e7732
da	w9_d763e7735
von	w11_d763e7738
den	w13_d763e7742
Braun	w15_d763e7745
schweigischen	w1_d763e7750
Trupen	w3_d763e7753
gar	w5_d763e7756
nichts	w7_d763e7759
abgedanket	w9_d763e7762
wird,	w1_d763e7768
und	w3_d763e7771
es	w5_d763e7774
im	w7_d763e7777
Gegentheil	w9_d763e7780
verlautet,	w11_d763e7783
daß,	w13_d763e7787
sobald	w1_d763e7792
es	w3_d763e7795
thunlich,	w5_d763e7798
die	w7_d763e7801
Trupen	w9_d763e7804
campiren	w11_d763e7807
sol	w13_d763e7811
len,	w1_d763e7816
so	w3_d763e7819
vermutet	w5_d763e7822
man,	w7_d763e7825
daß	w9_d763e7828
sie	w11_d763e7831
wol	w13_d763e7835
in	w15_d763e7838
frem	w17_d763e7841
den	w1_d763e7846
Sold	w3_d763e7849
gehen	w5_d763e7852
werden.	w7_d763e7855
Diese	w9_d763e7858
ziemlich	w11_d763e7861
grosse	w1_d763e7867
Stadt	w3_d763e7870
ist	w5_d763e7873
dermalen	w7_d763e7876
so	w9_d763e7879
volkreich,	w11_d763e7882
daß	w13_d763e7886
die	w1_d763e7891
Quartiere	w3_d763e7894
überaus	w5_d763e7897
rar	w7_d763e7900
werden,	w9_d763e7903
daher	w11_d763e7906
ha	w13_d763e7910
ben	w1_d763e7915
des	w3_d763e7918
Herrn	w5_d763e7921
Herzogs	w7_d763e7924
Hochfürstl.	w9_d763e7927
Durchl.	w11_d763e7930
befohlen,	w1_d763e7935
alle	w3_d763e7938
wüste	w5_d763e7941
und	w7_d763e7944
Garten=plätze	w9_d763e7947
zu	w11_d763e7950
bebauen,	w1_d763e7956
und	w3_d763e7959
wann	w5_d763e7962
der	w7_d763e7965
Eigenthümer	w9_d763e7968
sol	w11_d763e7971
ches	w1_d763e7976
nicht	w3_d763e7979
vermögend	w5_d763e7982
ist,	w7_d763e7985
wird	w9_d763e7988
der	w11_d763e7991
Bau	w13_d763e7995
auf	w15_d763e7998
herrschaftliche	w1_d763e8003
Kosten	w3_d763e8006
vollführet.	w5_d763e8009
Die	w7_d763e8012
Braunschweigischen	w1_d763e8017
neuen	w3_d763e8020
Münzen	w5_d763e8023
werden	w7_d763e8026
nächstens	w1_d763e8032
auch	w3_d763e8035
bevalviret	w5_d763e8038
werden,	w7_d763e8041
man	w9_d763e8044
nimmt	w1_d763e8049
schon	w3_d763e8052
jetzt	w5_d763e8055
die	w7_d763e8058
Eingroschen=Stücke	w9_d763e8061
für	w1_d763e8066
9.	w3_d763e8069
Pf.	w5_d763e8072
Gegen	w7_d763e8075
Johannis	w9_d763e8078
soll	w11_d763e8081
neue	w13_d763e8085
Münze	w1_d763e8090
mit	w3_d763e8093
dem	w5_d763e8096
Roß	w7_d763e8099
zum	w9_d763e8102
Vorschein	w11_d763e8105
kom	w13_d763e8109
men,	w1_d763e8115
welche	w3_d763e8118
nach	w5_d763e8121
dem	w7_d763e8124
Reichs=münz=fuß	w9_d763e8127
ausgepräget	w1_d763e8132
wird.	w3_d763e8135
</p>
<head id="h4_d763e8151">
Kurz	w1_d763e8155
gefaste	w3_d763e8158
Nachrichten	w5_d763e8161
von	w7_d763e8164
verschiedenen	w1_d763e8169
Orten.	w3_d763e8172
</head>
<p id="p6_d763e8175">
Aus	w1_d763e8179
Brüssel	w3_d763e8182
wird	w5_d763e8185
gemeldet,	w7_d763e8188
daß	w9_d763e8191
des	w11_d763e8194
Prinzen	w1_d763e8199
Clemens	w3_d763e8202
von	w5_d763e8205
Sachsen	w7_d763e8208
Kön.	w9_d763e8211
Ho	w11_d763e8214
heit	w1_d763e8219
sich	w3_d763e8222
nach	w5_d763e8225
Dero	w7_d763e8228
Bißthümer	w9_d763e8231
Freysingen	w11_d763e8234
und	w1_d763e8240
Regenspurg,	w3_d763e8243
um	w5_d763e8246
dieselbe	w7_d763e8249
in	w9_d763e8252
Besitz	w11_d763e8255
zu	w13_d763e8259
nehmen,	w1_d763e8264
nicht	w3_d763e8267
eber	w5_d763e8270
erheben	w7_d763e8273
werden,	w9_d763e8276
bis	w11_d763e8279
die	w1_d763e8284
zwischen	w3_d763e8287
Höchst=denselben	w5_d763e8290
und	w7_d763e8293
dem	w9_d763e8296
Hrn.	w11_d763e8299
Grafen	w1_d763e8304
von	w3_d763e8307
Oultremont,	w5_d763e8310
wegen	w7_d763e8313
der	w9_d763e8316
Lütti	w11_d763e8319
ger	w1_d763e8325
Fürsten	w3_d763e8328
Bischofs=wahl,	w5_d763e8331
entstandene	w7_d763e8334
Streit=sache	w1_d763e8339
entschieden	w3_d763e8342
sey.	w5_d763e8345
</p>
<p id="p8_d763e8348">
Zu	w1_d763e8352
Douvers	w3_d763e8355
sollen	w5_d763e8358
jüngsthin	w7_d763e8361
6.	w9_d763e8364
Hollän	w11_d763e8367
dische	w1_d763e8372
Schiffe	w3_d763e8375
eingeloffen,	w5_d763e8378
und	w7_d763e8381
die	w9_d763e8384
Nach	w11_d763e8387
richt	w1_d763e8392
überbracht	w3_d763e8395
haben,	w5_d763e8398
daß	w7_d763e8401
die	w9_d763e8404
Holländer	w11_d763e8407
die	w1_d763e8413
Ost=indische	w3_d763e8416
Jnsul	w5_d763e8419
Ceylon	w7_d763e8422
würklich	w9_d763e8425
ero	w11_d763e8428
bert	w1_d763e8433
haben.	w3_d763e8436
</p>
<p id="p10_d763e8439">
Jn	w1_d763e8443
Gesellschaft	w3_d763e8446
des	w5_d763e8449
Rice	w7_d763e8452
wurde	w9_d763e8455
zu	w11_d763e8458
Lom	w13_d763e8462
den	w1_d763e8467
auch	w3_d763e8470
Georg	w5_d763e8473
Lewis,	w7_d763e8476
Leutenant	w9_d763e8479
unter	w11_d763e8482
den	w1_d763e8487
Mariniers	w3_d763e8490
geheukt,	w5_d763e8493
der	w7_d763e8496
meistens	w9_d763e8499
in	w11_d763e8502
allen	w1_d763e8508
Händeln	w3_d763e8511
des	w5_d763e8514
Kriegs	w7_d763e8517
mit	w9_d763e8520
gewesen	w11_d763e8523
ist	w13_d763e8527
und	w1_d763e8532
sich	w3_d763e8535
allenthalben,	w5_d763e8538
als	w7_d763e8541
vor	w9_d763e8544
St.	w11_d763e8547
Malo	w13_d763e8551
Cherburg,	w1_d763e8556
St.	w3_d763e8559
Cas,	w5_d763e8562
Brest,	w7_d763e8565
Belle	w9_d763e8568
=isl.	w11_d763e8571
|	w13_d763e8575
|	w15_d763e8578
Martinique,	w1_d763e8583
und	w3_d763e8586
Havana,	w5_d763e8589
sehr	w7_d763e8592
wol	w9_d763e8595
ver	w11_d763e8598
halten	w1_d763e8604
hat.	w3_d763e8607
Sein	w5_d763e8610
Vater	w7_d763e8613
ist	w9_d763e8616
ein	w11_d763e8619
Prediger	w13_d763e8623
in	w1_d763e8628
England,	w3_d763e8631
und	w5_d763e8634
unter	w7_d763e8637
seinen	w9_d763e8640
Vorfahren	w11_d763e8643
war	w1_d763e8648
der	w3_d763e8651
berühmte	w5_d763e8654
Erz=bischof	w7_d763e8657
Land	w9_d763e8660
von	w11_d763e8663
Canterbury.	w1_d763e8668
Er	w3_d763e8671
war	w5_d763e8674
nur	w7_d763e8677
26.	w9_d763e8680
Jahr	w11_d763e8683
alt	w13_d763e8687
,	w15_d763e8690
und	w1_d763e8696
wurde	w3_d763e8699
wegen	w5_d763e8702
der	w7_d763e8705
Strassen=räuberen	w9_d763e8708
gehenkt.	w1_d763e8713
Der	w3_d763e8716
Admiral	w5_d763e8719
Lewis	w7_d763e8722
in	w9_d763e8725
Rußi	w11_d763e8728
schen	w1_d763e8733
Diensten	w3_d763e8736
ist	w5_d763e8739
sein	w7_d763e8742
Verwandter.	w9_d763e8745
Er	w11_d763e8748
bat,	w1_d763e8753
man	w3_d763e8756
solle	w5_d763e8759
ihn	w7_d763e8762
auf	w9_d763e8765
sein	w11_d763e8768
Lebenlang	w13_d763e8772
exi	w15_d763e8775
liren;	w1_d763e8781
aber	w3_d763e8784
der	w5_d763e8787
König	w7_d763e8790
wolte	w9_d763e8793
nicht.	w11_d763e8796
Ferner:	w1_d763e8801
Hanna	w3_d763e8804
Dagoe,	w5_d763e8807
diese,	w7_d763e8810
als	w9_d763e8813
sie	w11_d763e8816
auf	w13_d763e8820
dem	w1_d763e8825
Karren	w3_d763e8828
stund,	w5_d763e8831
wo	w7_d763e8834
ihr	w9_d763e8837
der	w11_d763e8840
Schafrich	w13_d763e8844
ter	w1_d763e8849
den	w3_d763e8852
Strick	w5_d763e8855
um	w7_d763e8858
den	w9_d763e8861
Hals	w11_d763e8864
legte,	w13_d763e8868
nahm	w15_d763e8871
ihre	w1_d763e8877
Haube	w3_d763e8880
und	w5_d763e8883
den	w7_d763e8886
Mantel	w9_d763e8889
mit	w11_d763e8892
solcher	w13_d763e8896
Gleich	w1_d763e8901
gültigkeit	w3_d763e8904
ab,	w5_d763e8907
als	w7_d763e8910
ob	w9_d763e8913
sie	w11_d763e8916
bey	w13_d763e8920
jemand	w15_d763e8923
einen	w1_d763e8928
Besuch	w3_d763e8931
abstattete,	w5_d763e8934
und	w7_d763e8937
gab	w9_d763e8940
sie,	w11_d763e8943
nebst	w13_d763e8947
ihren	w1_d763e8952
Handschuhen	w3_d763e8955
und	w5_d763e8958
Schnupf=tuch,	w7_d763e8961
ei	w9_d763e8964
ner	w1_d763e8970
ihrer	w3_d763e8973
gegen	w5_d763e8976
wärtigen	w7_d763e8979
Freundinnen,	w9_d763e8982
und	w11_d763e8985
da	w1_d763e8990
der	w3_d763e8993
Henker	w5_d763e8996
kam,	w7_d763e8999
und	w9_d763e9002
ihr	w11_d763e9005
die	w13_d763e9009
Hände	w15_d763e9012
auf	w1_d763e9017
dem	w3_d763e9020
Rücken	w5_d763e9023
zusammen	w7_d763e9026
binden	w9_d763e9029
wolle,	w11_d763e9032
</p>
<p id="p12_d763e9036">
stieß	w1_d763e9040
sie	w3_d763e9043
ihn	w5_d763e9046
mit	w7_d763e9049
solcher	w9_d763e9052
Gewalt	w11_d763e9055
von	w13_d763e9059
sich,	w15_d763e9062
daß	w1_d763e9067
er	w3_d763e9070
beynahe	w5_d763e9073
vom	w7_d763e9076
Karren	w9_d763e9079
gefallen	w11_d763e9082
wä	w13_d763e9086
re.	w1_d763e9091
Als	w3_d763e9094
sie	w5_d763e9097
nun	w7_d763e9100
alle	w9_d763e9103
den	w11_d763e9106
Strick	w13_d763e9110
um	w15_d763e9113
den	w17_d763e9116
Hals	w1_d763e9122
hatten,	w3_d763e9125
so	w5_d763e9128
fügten	w7_d763e9131
sich	w9_d763e9134
Lewis	w11_d763e9137
und	w13_d763e9141
Da	w15_d763e9144
goe	w1_d763e9149
mit	w3_d763e9152
Rice	w5_d763e9155
und	w7_d763e9158
dem	w9_d763e9161
Prediger	w11_d763e9164
sehr	w13_d763e9168
ernst	w15_d763e9171
lich	w1_d763e9176
und	w3_d763e9179
andächtig	w5_d763e9182
im	w7_d763e9185
Gebet	w9_d763e9188
zusammen,	w11_d763e9191
nach	w1_d763e9196
dessen	w3_d763e9199
Endigung	w5_d763e9202
und	w7_d763e9205
empfangenen	w9_d763e9208
Se	w11_d763e9211
gen,	w1_d763e9217
der	w3_d763e9220
Karren,	w5_d763e9223
worauf	w7_d763e9226
sie	w9_d763e9229
stunden,	w11_d763e9232
un	w13_d763e9236
ter	w1_d763e9241
ihren	w3_d763e9244
Füssen	w5_d763e9247
weggeführet	w7_d763e9250
wurde.	w9_d763e9253
Ein	w11_d763e9256
anderer,	w1_d763e9261
Georg	w3_d763e9264
Chippendale,	w5_d763e9267
empfieng	w7_d763e9270
den	w9_d763e9273
Abend	w1_d763e9278
vorher	w3_d763e9281
Königl.	w5_d763e9284
Pardon.	w7_d763e9287
Ein	w9_d763e9290
be	w11_d763e9293
|	w13_d763e9297
|	w15_d763e9300
rühmter	w1_d763e9306
Chyrurgus	w3_d763e9309
allhier	w5_d763e9312
hatte	w7_d763e9315
ein	w9_d763e9318
Ge	w11_d763e9321
heimnüß	w1_d763e9326
erfunden,	w3_d763e9329
das	w5_d763e9332
Blut	w7_d763e9335
zu	w9_d763e9338
stillen,	w11_d763e9341
wenn	w13_d763e9345
einem	w1_d763e9350
Menschen	w3_d763e9353
ein	w5_d763e9356
Glied	w7_d763e9359
abgelöset	w9_d763e9362
wird,	w11_d763e9365
ohne,	w1_d763e9370
daß	w3_d763e9373
die	w5_d763e9376
Adern	w7_d763e9379
zusammen	w9_d763e9382
genähet,	w11_d763e9385
oder	w1_d763e9391
cauterisiret	w3_d763e9394
werden	w5_d763e9397
müssen.	w7_d763e9400
Dieser	w9_d763e9403
Chippendale	w1_d763e9408
nun	w3_d763e9411
hat	w5_d763e9414
eingewilliget,	w7_d763e9417
eines	w9_d763e9420
seiner	w1_d763e9425
Beine	w3_d763e9428
ablösen	w5_d763e9431
zu	w7_d763e9434
lassen,	w9_d763e9437
um	w11_d763e9440
dieses	w13_d763e9444
Blut=stillende	w1_d763e9449
Remedium	w3_d763e9452
zu	w5_d763e9455
probiren.	w7_d763e9458
Durch	w1_d763e9464
diese	w3_d763e9467
Entschliessung	w5_d763e9470
hat	w7_d763e9473
er	w9_d763e9476
sein	w11_d763e9479
Le	w13_d763e9483
ben	w1_d763e9488
erhalten,	w3_d763e9491
im	w5_d763e9494
Fall	w7_d763e9497
er	w9_d763e9500
es	w11_d763e9503
nicht	w13_d763e9507
noch	w15_d763e9510
bey	w17_d763e9513
der	w1_d763e9518
Probe	w3_d763e9521
der	w5_d763e9524
Blut=stillung	w7_d763e9527
verliehret.	w9_d763e9530
</p>
<p id="p14_d763e9533">
Jn	w1_d763e9537
Sachsen,	w3_d763e9540
in	w5_d763e9543
einem	w7_d763e9546
Dorfe	w9_d763e9549
Kemlit	w11_d763e9552
genannt,	w1_d763e9557
hat	w3_d763e9560
sich	w5_d763e9563
eine	w7_d763e9566
metkwürdige	w9_d763e9569
Be	w11_d763e9572
gebenheit	w1_d763e9577
zugetragen,	w3_d763e9580
welche	w5_d763e9583
verdienet	w7_d763e9586
an	w9_d763e9589
gemerkt	w1_d763e9595
zu	w3_d763e9598
werden.	w5_d763e9601
Der	w7_d763e9604
Müller	w9_d763e9607
aus	w11_d763e9610
da	w13_d763e9614
sigem	w1_d763e9619
Dorfe	w3_d763e9622
hat	w5_d763e9625
lange	w7_d763e9628
Zeit	w9_d763e9631
ein	w11_d763e9634
Schwein	w13_d763e9638
zur	w1_d763e9643
Zucht	w3_d763e9646
gehen	w5_d763e9649
lassen,	w7_d763e9652
welches	w9_d763e9655
aber	w11_d763e9658
allezeit	w13_d763e9662
unfruchtbar	w1_d763e9667
gewesen	w3_d763e9670
war.	w5_d763e9673
Endlich	w7_d763e9676
am	w9_d763e9679
23sten	w1_d763e9685
dieses	w3_d763e9688
brachte	w5_d763e9691
sie	w7_d763e9694
vier	w9_d763e9697
Misgeburten	w11_d763e9700
zur	w1_d763e9705
Welt,	w3_d763e9708
wovon	w5_d763e9711
ein	w7_d763e9714
jedes	w9_d763e9717
vor	w11_d763e9720
sich	w13_d763e9724
im	w15_d763e9727
Stande	w1_d763e9732
ist,	w3_d763e9735
Verwunderung	w5_d763e9738
zu	w7_d763e9741
erwecken.	w9_d763e9744
Das	w1_d763e9749
erste	w3_d763e9752
derselben	w5_d763e9755
war	w7_d763e9758
mehr	w9_d763e9761
einem	w11_d763e9764
Schaa	w13_d763e9768
fe	w1_d763e9774
als	w3_d763e9777
Ferkel	w5_d763e9780
gleich;	w7_d763e9783
denn	w9_d763e9786
ausser	w11_d763e9789
dem,	w13_d763e9793
daß	w15_d763e9796
es	w1_d763e9801
ordentliche	w3_d763e9804
Wolle	w5_d763e9807
wie	w7_d763e9810
ein	w9_d763e9813
Schaaf	w11_d763e9816
habe,	w13_d763e9820
sey	w1_d763e9825
es	w3_d763e9828
auch	w5_d763e9831
mit	w7_d763e9834
einem	w9_d763e9837
Schwanze	w11_d763e9840
versehen,	w13_d763e9844
in	w1_d763e9849
Gestalt	w3_d763e9852
eines	w5_d763e9855
Lämmer=schwanzes.	w7_d763e9858
Die	w9_d763e9861
Füsse	w1_d763e9867
aber,	w3_d763e9870
der	w5_d763e9873
Kopf,	w7_d763e9876
die	w9_d763e9879
Ohren	w11_d763e9882
und	w13_d763e9886
übri	w15_d763e9889
gen	w1_d763e9894
Theile	w3_d763e9897
sind	w5_d763e9900
nach	w7_d763e9903
Art	w9_d763e9906
der	w11_d763e9909
Schweine.	w13_d763e9913
Das	w1_d763e9918
anderte	w3_d763e9921
aber	w5_d763e9924
hat	w7_d763e9927
einen	w9_d763e9930
gespaltenen	w11_d763e9933
Kopf,	w1_d763e9938
welcher	w3_d763e9941
das	w5_d763e9944
Ansehen	w7_d763e9947
hat,	w9_d763e9950
als	w11_d763e9953
wä	w13_d763e9957
ren	w1_d763e9963
es	w3_d763e9966
zwey	w5_d763e9969
Köpfe.	w7_d763e9972
Hals	w9_d763e9975
und	w11_d763e9978
Füsse	w13_d763e9982
sind	w15_d763e9985
</p>
<p id="p20_d763e9998">
zwar	w1_d763e10002
nackend,	w3_d763e10005
der	w5_d763e10008
übrige	w7_d763e10011
Theil	w9_d763e10014
aber	w11_d763e10017
hat	w13_d763e10021
Borsten,	w1_d763e10026
welche	w3_d763e10029
sehr	w5_d763e10032
hart	w7_d763e10035
sind.	w9_d763e10038
Das	w11_d763e10041
3te	w13_d763e10045
und	w1_d763e10050
4te	w3_d763e10053
sind	w5_d763e10056
deswegen	w7_d763e10059
sehenswürdig,	w9_d763e10062
weil	w11_d763e10065
das	w1_d763e10071
eine	w3_d763e10074
nur	w5_d763e10077
3.	w7_d763e10080
das	w9_d763e10083
andere	w11_d763e10086
aber	w13_d763e10090
5	w15_d763e10093
Füsse	w17_d763e10096
hat.	w1_d763e10101
Es	w3_d763e10104
scheinet	w5_d763e10107
also,	w7_d763e10110
als	w9_d763e10113
ob	w11_d763e10116
die	w13_d763e10120
Natur,	w15_d763e10123
welche	w1_d763e10128
doch	w3_d763e10131
stäts	w5_d763e10134
in	w7_d763e10137
der	w9_d763e10140
Bildungs=kraft	w11_d763e10143
der	w1_d763e10148
Thierischen	w3_d763e10151
Körper	w5_d763e10154
sehr	w7_d763e10157
sorgfältig	w9_d763e10160
ist,	w11_d763e10163
dem	w1_d763e10169
einen	w3_d763e10172
dasjenige	w5_d763e10175
entzogen	w7_d763e10178
habe,	w9_d763e10181
was	w11_d763e10184
sie	w13_d763e10188
dem	w1_d763e10193
andern	w3_d763e10196
zu	w5_d763e10199
viel	w7_d763e10202
gegeben	w9_d763e10205
hat.	w11_d763e10208
Ausser	w13_d763e10212
diesem	w1_d763e10217
aber	w3_d763e10220
haben	w5_d763e10223
beyde	w7_d763e10226
das	w9_d763e10229
ordentliche	w11_d763e10232
Ansehen	w1_d763e10237
der	w3_d763e10240
Ferkel.	w5_d763e10243
Das	w7_d763e10246
Merkwürdigste	w9_d763e10249
dabey	w1_d763e10255
ist,	w3_d763e10258
daß	w5_d763e10261
alle	w7_d763e10264
viere	w9_d763e10267
noch	w11_d763e10270
am	w13_d763e10274
Leben	w15_d763e10277
sind,	w1_d763e10282
da	w3_d763e10285
doch	w5_d763e10288
sonst	w7_d763e10291
dergleichen	w9_d763e10294
Misgebur	w11_d763e10297
ten	w1_d763e10302
nur	w3_d763e10305
kurze	w5_d763e10308
Zeit	w7_d763e10311
leben.	w9_d763e10314
</p>
<head id="h2_d763e10320">
Wien	w1_d763e10324
den	w3_d763e10327
1.	w5_d763e10330
Junii	w7_d763e10333
1763.	w9_d763e10336
</head>
<p id="p4_d763e10339">
Samstags	w1_d763e10343
den	w3_d763e10346
28.	w5_d763e10349
May	w7_d763e10352
Vormittags	w9_d763e10355
ha	w11_d763e10358
ben	w1_d763e10363
Se.	w3_d763e10366
Majestät	w5_d763e10369
der	w7_d763e10372
Kaiser	w9_d763e10375
mit	w11_d763e10378
Jh	w13_d763e10382
ren	w1_d763e10387
Königl.	w3_d763e10390
Hoheiten	w5_d763e10393
denen	w7_d763e10396
Erzherzogen	w9_d763e10399
Joseph	w1_d763e10405
und	w3_d763e10408
Leopold	w5_d763e10411
in	w7_d763e10414
der	w9_d763e10417
Laxenburger	w11_d763e10420
Ge	w13_d763e10424
gend	w1_d763e10429
mit	w3_d763e10432
Streifen,	w5_d763e10435
dann	w7_d763e10438
Nachmittags	w9_d763e10441
bee	w11_d763e10444
de	w1_d763e10449
Kaiserl.	w3_d763e10452
Majestäten	w5_d763e10455
mit	w7_d763e10458
Jhren	w9_d763e10461
Königl.	w11_d763e10464
Hoheiten	w1_d763e10469
denen	w3_d763e10472
jungen	w5_d763e10475
Herrschaften	w7_d763e10478
auf	w9_d763e10481
dem	w11_d763e10484
sogenannten	w1_d763e10490
Schneider=au=lusthaus	w3_d763e10493
mit	w5_d763e10496
einer	w1_d763e10501
Reiger=beiz	w3_d763e10504
sich	w5_d763e10507
erlustiget.	w7_d763e10510
</p>
<p id="p6_d763e10513">
Sonntags	w1_d763e10517
den	w3_d763e10520
29.	w5_d763e10523
May,	w7_d763e10526
als	w9_d763e10529
an	w11_d763e10532
dem	w13_d763e10536
al	w15_d763e10539
lerheiligsten	w1_d763e10544
Dreyfaltigkeit=sonntag	w3_d763e10547
ist	w5_d763e10550
zu	w7_d763e10553
Laxenburg	w1_d763e10558
der	w3_d763e10561
von	w5_d763e10564
weil.	w7_d763e10567
Kaiser	w9_d763e10570
Leopold	w11_d763e10573
höchst=seeligstens	w1_d763e10579
Angedenkens,	w3_d763e10582
gestiftete	w5_d763e10585
Um	w7_d763e10588
gang	w1_d763e10593
mit	w3_d763e10596
dem	w5_d763e10599
Hochwürdigsten	w7_d763e10602
Gut,	w9_d763e10605
auf	w11_d763e10608
An	w13_d763e10612
ordnung	w1_d763e10617
Jhrer	w3_d763e10620
Kaiserl.	w5_d763e10623
Königl.	w7_d763e10626
Apostol.	w9_d763e10629
Majest.	w1_d763e10634
wieder	w3_d763e10637
zum	w5_d763e10640
erstenmale	w7_d763e10643
in	w9_d763e10646
Beywoh	w11_d763e10649
nung	w1_d763e10655
des	w3_d763e10658
ganzen	w5_d763e10661
Hofes,	w7_d763e10664
und	w9_d763e10667
des	w11_d763e10670
hohen	w13_d763e10674
Adels	w1_d763e10679
höchst=erbaulichst	w3_d763e10682
gehalten	w5_d763e10685
worden.	w7_d763e10688
</p>
<p id="p8_d763e10691">
Jngleichen	w1_d763e10695
haben	w3_d763e10698
auch	w5_d763e10701
die	w7_d763e10704
W.	w9_d763e10707
W.	w11_d763e10710
EE.	w13_d763e10714
P.	w1_d763e10719
P.	w3_d763e10722
Barfüsser=ordens	w5_d763e10725
der	w7_d763e10728
allerheiligsten	w9_d763e10731
Dreyfaltigkeit	w1_d763e10736
von	w3_d763e10739
Erlösung	w5_d763e10742
der	w7_d763e10745
gefangenen	w9_d763e10748
Christen	w1_d763e10754
nebst	w3_d763e10757
dortiger	w5_d763e10760
Löbl.	w7_d763e10763
Erzbrader	w9_d763e10766
schaft	w1_d763e10771
das	w3_d763e10774
Titular=fest	w5_d763e10777
in	w7_d763e10780
ihrer	w9_d763e10783
Kloster	w11_d763e10786
kirche	w1_d763e10791
in	w3_d763e10794
der	w5_d763e10797
Alster=gasse	w7_d763e10800
vor	w9_d763e10803
dem	w11_d763e10806
Schot	w13_d763e10810
ten=thor	w1_d763e10815
auf	w3_d763e10818
das	w5_d763e10821
feyerlichste	w7_d763e10824
begangen,	w9_d763e10827
wo	w11_d763e10830
bey	w1_d763e10836
der	w3_d763e10839
junge	w5_d763e10842
Graf,	w7_d763e10845
Titel	w9_d763e10848
Herr	w11_d763e10851
Craton	w13_d763e10855
Ernest	w1_d763e10860
des	w3_d763e10863
Heil.	w5_d763e10866
Röm.	w7_d763e10869
Reichs	w9_d763e10872
Graf	w11_d763e10875
zu	w13_d763e10879
Oet	w15_d763e10882
</p>
<p id="p10_d763e10885">
tingen	w1_d763e10889
und	w3_d763e10892
Wallensteln,	w5_d763e10895
aus	w7_d763e10898
der	w9_d763e10901
Herzogl.	w11_d763e10904
Savoyischen	w1_d763e10909
adelichen	w3_d763e10912
