<doc id="wr_1760-04-02" attrs="word" year="1760" month="04" day="02" corpus="2">
<head id="h2_d437e3044">
Civitavechia	w1_d437e3048
les	w1_d437e17524
gegangen,	w3_d437e17527
dem	w5_d437e17530
König	w7_d437e17533
ihren	w9_d437e17536
Respect	w11_d437e17539
zu	w13_d437e17543
bezeigen.	w1_d437e17548
Sie	w3_d437e17551
hatten	w5_d437e17554
sich	w7_d437e17557
alldorten	w9_d437e17560
erstlich	w11_d437e17563
in	w1_d437e17568
dem	w3_d437e17571
ihnen	w5_d437e17574
angewiesenen	w7_d437e17577
Appartement	w9_d437e17580
ver	w11_d437e17583
sammlet,	w1_d437e17589
allwo	w3_d437e17592
sie	w5_d437e17595
der	w7_d437e17598
Minister	w9_d437e17601
und	w11_d437e17604
Staats	w13_d437e17608
secretarius	w1_d437e17613
Hr.	w3_d437e17616
Graf	w5_d437e17619
von	w7_d437e17622
St.	w9_d437e17625
Florentin,	w11_d437e17628
ab	w13_d437e17632
geholet,	w1_d437e17637
und	w3_d437e17640
dem	w5_d437e17643
König	w7_d437e17646
vorstellig	w9_d437e17649
gemachet	w11_d437e17652
hatte.	w1_d437e17657
Sie	w3_d437e17660
wurden	w5_d437e17663
bey	w7_d437e17666
Sr.	w9_d437e17669
Majest.	w11_d437e17672
mit	w13_d437e17676
denenjenigen	w1_d437e17682
Honneurs	w3_d437e17685
zur	w5_d437e17688
Audienz	w7_d437e17691
einge	w9_d437e17694
führet,	w1_d437e17699
welche	w3_d437e17702
allemal	w5_d437e17705
die	w7_d437e17708
Clerisey	w9_d437e17711
erhält,	w11_d437e17714
wenn	w1_d437e17719
sie	w3_d437e17722
in	w5_d437e17725
Corpore	w7_d437e17728
versammelt	w9_d437e17731
ist.	w11_d437e17734
waren	w1_d437e17739
nämlich	w3_d437e17742
die	w5_d437e17745
Leib=garden	w7_d437e17748
in	w9_d437e17751
ihrem	w11_d437e17754
Saal	w1_d437e17760
zu	w3_d437e17763
beeden	w5_d437e17766
Seiten	w7_d437e17769
rangirt,	w9_d437e17772
und	w11_d437e17775
die	w13_d437e17779
beeden	w1_d437e17784
Flügel	w3_d437e17787
der	w5_d437e17790
Thüre	w7_d437e17793
offen.	w9_d437e17796
Der	w11_d437e17799
Hr.	w13_d437e17803
Erz=bischof	w1_d437e17808
von	w3_d437e17811
Narbonne	w5_d437e17814
führete	w7_d437e17817
bey	w9_d437e17820
den	w11_d437e17823
König	w1_d437e17828
das	w3_d437e17831
Wort,	w5_d437e17834
und	w7_d437e17837
präfentirte	w9_d437e17840
darauf	w11_d437e17843
Sr.	w1_d437e17849
Majestät	w3_d437e17852
die	w5_d437e17855
Deputirte.	w7_d437e17858
Sie	w9_d437e17861
hat	w11_d437e17864
ten	w1_d437e17869
auch	w3_d437e17872
noch	w5_d437e17875
selbigen	w7_d437e17878
Tags	w9_d437e17881
bey	w11_d437e17884
der	w13_d437e17888
Köni	w15_d437e17891
gin,	w1_d437e17896
dem	w3_d437e17899
Herrn	w5_d437e17902
Dauphin	w7_d437e17905
und	w9_d437e17908
der	w11_d437e17911
Mada	w13_d437e17915
me	w1_d437e17920
Dauphine,	w3_d437e17923
Audienz,	w5_d437e17926
und	w7_d437e17929
wurden	w9_d437e17932
überall	w11_d437e17935
mit	w1_d437e17941
gleichen	w3_d437e17944
Ehren=bezeugungen	w5_d437e17947
vorgestel	w7_d437e17950
let	w1_d437e17955
und	w3_d437e17958
eingeführet.	w5_d437e17961
Am	w7_d437e17964
11.	w9_d437e17967
darauf	w11_d437e17970
seynd	w1_d437e17975
der	w3_d437e17978
Hr.	w5_d437e17981
Feydeau	w7_d437e17984
von	w9_d437e17987
Brou,	w11_d437e17990
ordentli	w13_d437e17994
cher	w1_d437e17999
Staats	w3_d437e18002
raht	w5_d437e18005
und	w7_d437e18008
Mitglied	w9_d437e18011
des	w11_d437e18014
König	w13_d437e18018
lichen	w1_d437e18024
Conseils,	w3_d437e18027
der	w5_d437e18030
Herr	w7_d437e18033
Graf	w9_d437e18036
von	w11_d437e18039
St.	w13_d437e18043
Florentin,	w1_d437e18048
Minister	w3_d437e18051
und	w5_d437e18054
Staats=secretarius,	w7_d437e18057
der	w1_d437e18062
Hr.	w3_d437e18065
Trudaine,	w5_d437e18068
ordentlicher	w7_d437e18071
Staats=rath,	w9_d437e18074
Mitglied	w1_d437e18079
des	w3_d437e18082
Königl.	w5_d437e18085
Conseils,	w7_d437e18088
und	w9_d437e18091
Jnten	w11_d437e18094
baut	w1_d437e18100
der	w3_d437e18103
Finanzen,	w5_d437e18106
der	w7_d437e18109
Hr.	w9_d437e18112
von	w11_d437e18115
Ormesson	w13_d437e18119
</p>
<p id="p6_d437e18122">
von	w1_d437e18126
Amboile	w3_d437e18129
Staats=raht,	w5_d437e18132
und	w7_d437e18135
Jntendant	w9_d437e18138
der	w1_d437e18143
Finanzen,	w3_d437e18146
und	w5_d437e18149
der	w7_d437e18152
Hr.	w9_d437e18155
Bertin,	w11_d437e18158
ordentli	w13_d437e18162
cher	w1_d437e18167
Raht	w3_d437e18170
des	w5_d437e18173
Königl.	w7_d437e18176
Conseils	w9_d437e18179
und	w11_d437e18182
Gene	w13_d437e18186
ral=finanz=controlleur,	w1_d437e18192
als	w3_d437e18195
Königl.	w5_d437e18198
Commis	w7_d437e18201
sarii	w1_d437e18206
in	w3_d437e18209
der	w5_d437e18212
Versammlung	w7_d437e18215
der	w9_d437e18218
Geistlichkeit	w11_d437e18221
erschienen,	w1_d437e18226
und	w3_d437e18229
mit	w5_d437e18232
allen	w7_d437e18235
bey	w9_d437e18238
dergleichen	w11_d437e18241
Gelegenheit	w1_d437e18246
gewöhnlichen	w3_d437e18249
Ceremonien	w5_d437e18252
em	w7_d437e18255
pfangen	w1_d437e18261
worden.	w3_d437e18264
Der	w5_d437e18267
Hr.	w7_d437e18270
Feyocau	w9_d437e18273
von	w11_d437e18276
Bron	w1_d437e18281
führete	w3_d437e18284
dabey	w5_d437e18287
das	w7_d437e18290
Wort.	w9_d437e18293
Diese	w11_d437e18296
Versammlung	w1_d437e18301
der	w3_d437e18304
Clerisey	w5_d437e18307
hat	w7_d437e18310
hierauf	w9_d437e18313
das	w11_d437e18316
von	w1_d437e18321
dem	w3_d437e18324
König	w5_d437e18327
verlangte	w7_d437e18330
Dongratuit	w9_d437e18333
von	w11_d437e18336
16.	w1_d437e18342
Millionen	w3_d437e18345
einmütig	w5_d437e18348
zu	w7_d437e18351
jestanden,	w9_d437e18354
und	w11_d437e18357
der	w1_d437e18362
Hr.	w3_d437e18365
Erz=bischof	w5_d437e18368
von	w7_d437e18371
Narbonne	w9_d437e18374
hat	w11_d437e18377
Sr.	w13_d437e18381
Majest.	w1_d437e18386
hievon	w3_d437e18389
die	w5_d437e18392
Eröfnung	w7_d437e18395
gethan,	w9_d437e18398
worü	w11_d437e18401
ber	w1_d437e18406
ihme	w3_d437e18409
der	w5_d437e18412
König	w7_d437e18415
in	w9_d437e18418
einem	w11_d437e18421
voll	w13_d437e18425
Güte	w15_d437e18428
und	w1_d437e18434
Zuneigung	w3_d437e18437
gegen	w5_d437e18440
die	w7_d437e18443
Geistlichkeit	w9_d437e18446
an	w11_d437e18449
gefüllten	w1_d437e18454
Schreiben	w3_d437e18457
seine	w5_d437e18460
Zufriedenheit	w7_d437e18463
zu	w9_d437e18466
erkennen	w1_d437e18471
gegeben	w3_d437e18474
hat.	w5_d437e18477
Am	w7_d437e18480
8ten	w9_d437e18483
dieses	w11_d437e18486
ist	w13_d437e18490
der	w1_d437e18495
Hr.	w3_d437e18498
Michael	w5_d437e18501
Petrowitz.	w7_d437e18504
Graf	w9_d437e18507
von	w11_d437e18510
Be	w13_d437e18514
stuchestrumin,	w1_d437e18520
Ritter	w3_d437e18523
deren	w5_d437e18526
RußschKaiserli	w7_d437e18529
chen	w1_d437e18534
Orden,	w3_d437e18537
Hof	w5_d437e18540
marschall,	w7_d437e18543
Jhrer	w9_d437e18546
Rußisch	w11_d437e18549
Kaiserl.	w1_d437e18554
Majest.	w3_d437e18557
geheimer	w5_d437e18560
Staats=raht,	w7_d437e18563
und	w9_d437e18566
ausserordentlicher	w1_d437e18571
Ambassadeur	w3_d437e18574
und	w5_d437e18577
Pleni	w7_d437e18580
potentiarius	w1_d437e18586
bey	w3_d437e18589
unserem	w5_d437e18592
König	w7_d437e18595
in	w9_d437e18598
einem	w11_d437e18601
Alter	w1_d437e18606
von	w3_d437e18609
75.	w5_d437e18612
Jahren,	w7_d437e18615
in	w9_d437e18618
hiesiger	w11_d437e18621
Stadt	w13_d437e18625
mit	w1_d437e18630
Tod	w3_d437e18633
abgegangen.	w5_d437e18636
</p>
<head id="h2_d437e18642">
Londen	w1_d437e18646
14.	w3_d437e18649
März.	w5_d437e18652
</head>
<p id="p4_d437e18655">
Die	w1_d437e18659
Flotte,	w3_d437e18662
so	w5_d437e18665
die	w7_d437e18668
Campagne	w9_d437e18671
auf	w11_d437e18674
denen	w13_d437e18678
Cüsten	w1_d437e18683
von	w3_d437e18686
Frankreich	w5_d437e18689
zu	w7_d437e18692
machen	w9_d437e18695
bestimmt	w11_d437e18698
ist,	w1_d437e18703
wird	w3_d437e18706
aus	w5_d437e18709
28.	w7_d437e18712
Schiffen	w9_d437e18715
von	w11_d437e18718
der	w13_d437e18722
Linie,	w15_d437e18725
und	w17_d437e18728
einer	w1_d437e18734
grossen	w3_d437e18737
Anzahl	w5_d437e18740
Fregatten,	w7_d437e18743
Chalupen,	w9_d437e18746
Bombardier=galtotten,	w1_d437e18751
Brandern	w3_d437e18754
Corvetten,	w5_d437e18757
und	w1_d437e18762
Allegen,	w3_d437e18765
nebst	w5_d437e18768
ungefehr	w7_d437e18771
100.	w9_d437e18774
Trans	w11_d437e18777
port=schiffen,	w1_d437e18782
die	w3_d437e18785
14000.	w5_d437e18788
Mann	w7_d437e18791
regutirte	w9_d437e18794
Trupen	w1_d437e18800
am	w3_d437e18803
Bord	w5_d437e18806
haben	w7_d437e18809
werden,	w9_d437e18812
bestehen	w11_d437e18815
Der	w1_d437e18820
Admiral	w3_d437e18823
Boscawen	w5_d437e18826
ist	w7_d437e18829
am	w9_d437e18832
Bord	w11_d437e18835
des	w13_d437e18839
Königl.	w1_d437e18844
Schifs	w3_d437e18847
Wilhelms	w5_d437e18850
von	w7_d437e18853
90.	w9_d437e18856
Canonen	w11_d437e18859
</p>
<p id="p10_d437e18872">
2.	w1_d437e18876
Fregatten	w3_d437e18879
und	w5_d437e18882
verschiedenen	w7_d437e18885
mit	w9_d437e18888
Pro	w11_d437e18891
viant	w1_d437e18896
beladenen	w3_d437e18899
Schiffen	w5_d437e18902
am	w7_d437e18905
9ten	w9_d437e18908
dieses	w11_d437e18911
von	w1_d437e18916
Pleymout	w3_d437e18919
abgesegelt,	w5_d437e18922
um	w7_d437e18925
mit	w9_d437e18928
der	w11_d437e18931
Eng	w13_d437e18935
ländischen	w1_d437e18941
Flotte	w3_d437e18944
in	w5_d437e18947
der	w7_d437e18950
Bay	w9_d437e18953
von	w11_d437e18956
Quiberon	w13_d437e18960
sich	w1_d437e18965
zu	w3_d437e18968
conjungiren.	w5_d437e18971
Desgleichen	w7_d437e18974
seynd	w9_d437e18977
auch	w1_d437e18982
der	w3_d437e18985
Admiral	w5_d437e18988
Holmes	w7_d437e18991
und	w9_d437e18994
Chevalier	w11_d437e18997
Douglas	w1_d437e19002
am	w3_d437e19005
10ten	w5_d437e19008
dieses	w7_d437e19011
früh	w9_d437e19014
mit	w11_d437e19017
denen	w13_d437e19021
Kauffarthey=flotten	w1_d437e19027
von	w3_d437e19030
St.	w5_d437e19033
Helena	w7_d437e19036
nach	w9_d437e19039
America	w1_d437e19044
unter	w3_d437e19047
Seegel	w5_d437e19050
gegangen.	w7_d437e19053
Alle	w9_d437e19056
nach	w11_d437e19059
Teutschland	w1_d437e19064
bestimmte	w3_d437e19067
Artillerie	w5_d437e19070
ligt	w7_d437e19073
zu	w9_d437e19076
Woolwich	w1_d437e19081
zur	w3_d437e19084
Einschiffung	w5_d437e19087
parat,	w7_d437e19090
woselbst	w9_d437e19093
seit	w1_d437e19099
kurzen	w3_d437e19102
300.	w5_d437e19105
Wägen	w7_d437e19108
von	w9_d437e19111
neuer	w11_d437e19114
Jnven	w13_d437e19118
tion	w1_d437e19123
und	w3_d437e19126
eine	w5_d437e19129
grosse	w7_d437e19132
Quantität	w9_d437e19135
Munition	w11_d437e19138
für	w1_d437e19143
die	w3_d437e19146
alliirte	w5_d437e19149
Armee	w7_d437e19152
allschon	w9_d437e19155
zu	w11_d437e19158
Schif	w13_d437e19162
ge	w15_d437e19165
bracht	w1_d437e19170
worden	w3_d437e19173
seynd.	w5_d437e19176
</p>
<p id="p12_d437e19180">
Von	w1_d437e19184
der	w3_d437e19187
N.	w5_d437e19190
Oe.	w7_d437e19193
Regierung	w9_d437e19196
wegen,	w11_d437e19199
wird	w13_d437e19203
mit	w15_d437e19206
gegenwärtig=offenem	w1_d437e19211
Edict	w3_d437e19214
jedermänniglich	w5_d437e19217
so	w7_d437e19220
wol	w1_d437e19225
An	w3_d437e19228
als	w5_d437e19231
Abwesenden,	w7_d437e19234
deme	w9_d437e19237
daran	w11_d437e19240
gelegen,	w13_d437e19244
kund	w1_d437e19250
und	w3_d437e19253
zu	w5_d437e19256
wissen	w7_d437e19259
gemacht:	w9_d437e19262
Es	w11_d437e19265
habe	w13_d437e19269
Regierung	w15_d437e19272
eine	w1_d437e19277
Nohtdurft	w3_d437e19280
zu	w5_d437e19283
seyn	w7_d437e19286
befunden,	w9_d437e19289
über	w11_d437e19292
das	w13_d437e19296
von	w15_d437e19299
dem	w1_d437e19304
Schulden	w3_d437e19307
habber	w5_d437e19310
von	w7_d437e19313
hier	w9_d437e19316
entwichenen	w11_d437e19319
Herrn	w13_d437e19323
Caspar	w1_d437e19328
von	w3_d437e19331
Eckler,	w5_d437e19334
ruckgelassenes	w7_d437e19337
Vermögen	w9_d437e19340
ei	w11_d437e19343
nen	w1_d437e19349
ordentlichen	w3_d437e19352
Concurs	w5_d437e19355
anzuordnen,	w7_d437e19358
und	w9_d437e19361
des	w11_d437e19364
selben	w1_d437e19369
sammentliche	w3_d437e19372
sowol	w5_d437e19375
in	w7_d437e19378
als	w9_d437e19381
ausser	w11_d437e19384
Land	w13_d437e19388
be	w15_d437e19391
findliche	w1_d437e19396
Glaubige	w3_d437e19399
zu	w5_d437e19402
Anmeld	w7_d437e19405
und	w9_d437e19408
Liquidirung	w11_d437e19411
ihrer	w1_d437e19416
an	w3_d437e19419
erst=bemeldten	w5_d437e19422
Herrn	w7_d437e19425
von	w9_d437e19428
Eckler	w11_d437e19431
zu	w13_d437e19435
stel	w15_d437e19438
len	w1_d437e19444
habender	w3_d437e19447
Sprüch	w5_d437e19450
und	w7_d437e19453
Forderungen	w9_d437e19456
einzuberuf	w11_d437e19459
fen:	w1_d437e19464
zu	w3_d437e19467
welchem	w5_d437e19470
Ende	w7_d437e19473
denenselben	w9_d437e19476
der	w11_d437e19479
22.	w13_d437e19483
Tag	w15_d437e19486
des	w17_d437e19489
künftigen	w1_d437e19494
Monats	w3_d437e19497
May	w5_d437e19500
Nachmittags	w7_d437e19503
um	w9_d437e19506
3.	w11_d437e19509
Uhr	w13_d437e19513
zur	w1_d437e19518
gewöhnlichen	w3_d437e19521
Tagsatzung	w5_d437e19524
für	w7_d437e19527
die	w9_d437e19530
erstandert	w11_d437e19533
und	w1_d437e19539
dritte,	w3_d437e19542
auch	w5_d437e19545
all=endliche	w7_d437e19548
Frist	w9_d437e19551
sub	w11_d437e19554
clausula	w13_d437e19558
præclusi	w1_d437e19563
anberaumet	w3_d437e19566
worden.	w5_d437e19569
Solchemnach	w7_d437e19572
wer	w9_d437e19575
den	w1_d437e19580
all	w3_d437e19583
und	w5_d437e19586
jede,	w7_d437e19589
welche	w9_d437e19592
an	w11_d437e19595
gedachten	w13_d437e19599
Herrn	w15_d437e19602
Caspar	w1_d437e19607
von	w3_d437e19610
Eckler,	w5_d437e19613
ex	w7_d437e19616
quacunque	w9_d437e19619
cansa	w11_d437e19622
vel	w13_d437e19626
titulo	w1_d437e19632
Sprüch	w3_d437e19635
und	w5_d437e19638
Anforderungen	w7_d437e19641
haben,	w9_d437e19644
oder	w11_d437e19647
zu	w1_d437e19652
haben	w3_d437e19655
vermeinen,	w5_d437e19658
an	w7_d437e19661
obbestimmten	w9_d437e19664
Tag	w11_d437e19667
und	w13_d437e19671
Stund	w1_d437e19676
vor	w3_d437e19679
Regierung	w5_d437e19682
in	w7_d437e19685
der	w9_d437e19688
daselbst	w11_d437e19691
zu	w13_d437e19695
solchem	w15_d437e19698
Ende	w1_d437e19703
offen	w3_d437e19706
haltenden	w5_d437e19709
Commißions=stuben	w7_d437e19712
entwe	w9_d437e19715
der	w1_d437e19721
selbst	w3_d437e19724
persönlich,	w5_d437e19727
oder	w7_d437e19730
durch	w9_d437e19733
hierzu	w11_d437e19736
genugsam	w13_d437e19740
gevollmächtigte	w1_d437e19745
Gewalt	w3_d437e19748
tragere	w5_d437e19751
also	w7_d437e19754
gewiß	w9_d437e19757
zu	w11_d437e19760
er	w13_d437e19764
scheinen,	w1_d437e19769
und	w3_d437e19772
ihre	w5_d437e19775
an	w7_d437e19778
solche	w9_d437e19781
Crida=massa	w11_d437e19784
haben	w13_d437e19788
de	w1_d437e19793
Anforderungen	w3_d437e19796
anzumelden,	w5_d437e19799
auch	w7_d437e19802
zu	w9_d437e19805
Herstel	w11_d437e19808
lung	w1_d437e19814
des	w3_d437e19817
erforderlich=rechtlichen	w5_d437e19820
Beweißtum	w7_d437e19823
ihre	w9_d437e19826
Schuld	w1_d437e19831
und	w3_d437e19834
Satz=brief,	w5_d437e19837
oder	w7_d437e19840
ansonst	w9_d437e19843
habende	w11_d437e19846
Liquidations=urkunden,	w1_d437e19851
und	w3_d437e19854
rechtliche	w5_d437e19857
Behelfe	w7_d437e19860
in	w1_d437e19865
beglaubten	w3_d437e19868
Abschriften	w5_d437e19871
einzulegen	w7_d437e19874
haben,	w9_d437e19877
wie	w11_d437e19880
im	w1_d437e19886
widrigen	w3_d437e19889
der	w5_d437e19892
Ausbleibende	w7_d437e19895
von	w9_d437e19898
gegenwärtiger	w11_d437e19901
Concurs=massa	w1_d437e19906
gänzlich	w3_d437e19909
ausgeschlossen	w5_d437e19912
seyn,	w7_d437e19915
und	w9_d437e19918
ihme	w1_d437e19923
diesfalls	w3_d437e19926
das	w5_d437e19929
ewige	w7_d437e19932
Stillschweigen	w9_d437e19935
auferle	w11_d437e19938
get;	w1_d437e19943
der	w3_d437e19946
nicht	w5_d437e19949
Liquidirende	w7_d437e19952
aber	w9_d437e19955
in	w11_d437e19958
der	w13_d437e19962
künfti	w15_d437e19965
gen	w1_d437e19971
Claßification	w3_d437e19974
mit	w5_d437e19977
seiner	w7_d437e19980
unerwiesenen	w9_d437e19983
Aufor	w11_d437e19986
derung	w1_d437e19991
abgewiesen	w3_d437e19994
werden	w5_d437e19997
solle;	w7_d437e20000
Wornach	w9_d437e20003
sich	w11_d437e20006
ein	w1_d437e20011
jeder	w3_d437e20014
zu	w5_d437e20017
richten,	w7_d437e20020
und	w9_d437e20023
vor	w11_d437e20026
Schaden	w13_d437e20030
zu	w15_d437e20033
hüten	w17_d437e20036
</p>
<p id="p14_d437e20039">
wissen	w1_d437e20043
wird.	w3_d437e20046
So	w5_d437e20049
beschehen	w7_d437e20052
Wien	w9_d437e20055
den	w11_d437e20058
17.	w13_d437e20062
Martii	w1_d437e20067
1760.	w3_d437e20070
</p>
<p id="p16_d437e20073">
Von	w1_d437e20077
der	w3_d437e20080
Röm.	w5_d437e20083
Kaiserl.	w7_d437e20086
Königl.	w9_d437e20089
Majest.	w11_d437e20092
N.	w13_d437e20096
Oe.	w1_d437e20101
Regierung	w3_d437e20104
wegen,	w5_d437e20107
wird	w7_d437e20110
mit	w9_d437e20113
gegenwärtig	w11_d437e20116
offenem	w1_d437e20121
Edict	w3_d437e20124
jedermänniglich,	w5_d437e20127
sowol	w7_d437e20130
An	w9_d437e20133
als	w11_d437e20136
Abwesenden,	w1_d437e20142
denen	w3_d437e20145
daran	w5_d437e20148
gelegen,	w7_d437e20151
kund	w9_d437e20154
und	w11_d437e20157
zu	w13_d437e20161
wissen	w1_d437e20166
gemacht:	w3_d437e20169
Es	w5_d437e20172
seye	w7_d437e20175
von	w9_d437e20178
dem	w11_d437e20181
Kaiserl.	w13_d437e20185
Königl.	w15_d437e20188
Hof	w1_d437e20193
und	w3_d437e20196
N.	w5_d437e20199
Oe.	w7_d437e20202
Herrn	w9_d437e20205
Cammer=procnratore	w11_d437e20208
mit	w13_d437e20212
mehrerem	w1_d437e20217
angezeiget	w3_d437e20220
worden,	w5_d437e20223
was	w7_d437e20226
massen	w9_d437e20229
der	w11_d437e20232
Mi	w13_d437e20236
chael	w1_d437e20242
Wenzel	w3_d437e20245
Zettner,	w5_d437e20248
oder	w7_d437e20251
sogenannte	w9_d437e20254
la	w11_d437e20257
Fleur,	w13_d437e20261
gewest=Fürst	w1_d437e20266
Esterhasischer	w3_d437e20269
Cammer=diener	w5_d437e20272
in	w7_d437e20275
Paris	w1_d437e20280
vermög	w3_d437e20283
zu	w5_d437e20286
Handen	w7_d437e20289
gebrachten	w9_d437e20292
Todten	w11_d437e20295
schein	w1_d437e20300
bereets	w3_d437e20303
den	w5_d437e20306
17.	w7_d437e20309
Aug.	w9_d437e20312
1758.	w11_d437e20315
das	w13_d437e20319
Zeitliche	w15_d437e20322
mit	w1_d437e20328
dem	w3_d437e20331
Ewigen	w5_d437e20334
verwechselt,	w7_d437e20337
sich	w9_d437e20340
auch	w11_d437e20343
bis	w13_d437e20347
an	w15_d437e20350
hero	w1_d437e20355
einige	w3_d437e20358
rechtmäßige	w5_d437e20361
Erben	w7_d437e20364
zu	w9_d437e20367
dessen	w11_d437e20370
hierlän	w13_d437e20374
digen	w1_d437e20379
Verlassenschaft	w3_d437e20382
nicht	w5_d437e20385
gemeldet	w7_d437e20388
hätten,	w9_d437e20391
dem	w11_d437e20394
nach	w1_d437e20399
zu	w3_d437e20402
untersuchen	w5_d437e20405
kommete,	w7_d437e20408
ob	w9_d437e20411
sothane	w11_d437e20414
Verlas	w13_d437e20418
senschaft,	w1_d437e20424
auch	w3_d437e20427
in	w5_d437e20430
wie	w7_d437e20433
weit	w9_d437e20436
dem	w11_d437e20439
allerhöchsten	w13_d437e20443
Æra-	w15_d437e20446
rio,	w1_d437e20451
oder	w3_d437e20454
aber	w5_d437e20457
jemand	w7_d437e20460
anderen	w9_d437e20463
zustehete.	w11_d437e20466
Wann	w13_d437e20470
nun	w1_d437e20475
Regierung,	w3_d437e20478
um	w5_d437e20481
die	w7_d437e20484
etwa	w9_d437e20487
ein	w11_d437e20490
oder	w13_d437e20494
andern	w15_d437e20497
bey	w1_d437e20502
dieser	w3_d437e20505
Verlassenschaft	w5_d437e20508
von	w7_d437e20511
Rechts	w9_d437e20514
wegen	w11_d437e20517
ge	w13_d437e20521
bührende	w1_d437e20527
Erb=sprüche	w3_d437e20530
in	w5_d437e20533
Erfahrung	w7_d437e20536
zu	w9_d437e20539
bringen,	w11_d437e20542
folgsam	w1_d437e20547
zur	w3_d437e20550
Abhandlung	w5_d437e20553
solcher	w7_d437e20556
Verlassenschaft	w9_d437e20559
vorschreiten	w1_d437e20564
zu	w3_d437e20567
können,	w5_d437e20570
eine	w7_d437e20573
Nohtdurft	w9_d437e20576
zu	w11_d437e20579
seyn	w13_d437e20583
befunden	w1_d437e20588
hat,	w3_d437e20591
alle	w5_d437e20594
hieran	w7_d437e20597
Theil=nehmende	w9_d437e20600
so	w11_d437e20603
wol	w1_d437e20609
inn	w3_d437e20612
als	w5_d437e20615
ausser	w7_d437e20618
Land	w9_d437e20621
befindliche	w11_d437e20624
Personen	w13_d437e20628
durch	w1_d437e20633
dieses	w3_d437e20636
offentliche	w5_d437e20639
Edict	w7_d437e20642
zur	w9_d437e20645
Anmeld	w11_d437e20648
und	w13_d437e20652
Legitimirung	w1_d437e20657
ihrer	w3_d437e20660
an	w5_d437e20663
obbemeldete	w7_d437e20666
Verlassenschaft	w9_d437e20669
sive	w1_d437e20674
titulo	w3_d437e20677
hæreditatis,	w5_d437e20680
sive	w7_d437e20683
Crediti,	w9_d437e20686
aut	w11_d437e20689
alio	w13_d437e20693
quocunque	w1_d437e20699
habenden	w3_d437e20702
Spruch	w5_d437e20705
und	w7_d437e20708
Forderungen	w9_d437e20711
gerichtlich	w1_d437e20716
vorzuladen,	w3_d437e20719
und	w5_d437e20722
einzuberuffen;	w7_d437e20725
zu	w9_d437e20728
welchem	w1_d437e20733
Ende	w3_d437e20736
dann	w5_d437e20739
denenselben	w7_d437e20742
ein	w9_d437e20745
Jahr	w11_d437e20748
sechs	w13_d437e20752
Wochen	w1_d437e20757
und	w3_d437e20760
drey	w5_d437e20763
Täg	w7_d437e20766
zu	w9_d437e20769
all=endlicher	w11_d437e20772
Frist	w13_d437e20776
an	w15_d437e20779
beraumet	w1_d437e20785
wird.	w3_d437e20788
Solchemnach	w5_d437e20791
werden	w7_d437e20794
alle	w9_d437e20797
und	w11_d437e20800
jede,	w1_d437e20805
welche	w3_d437e20808
bey	w5_d437e20811
gedachtZettnerisch	w7_d437e20814
oder	w9_d437e20817
soge	w11_d437e20820
nannten	w1_d437e20825
la	w3_d437e20828
Fleurischen	w5_d437e20831
Verlassenschaft,	w7_d437e20834
um	w9_d437e20837
recht	w11_d437e20840
mäßiger	w1_d437e20845
Erbs	w3_d437e20848
oder	w5_d437e20851
anderer	w7_d437e20854
Forderung	w9_d437e20857
willen	w11_d437e20860
einige	w1_d437e20866
Sprüch	w3_d437e20869
haben,	w5_d437e20872
oder	w7_d437e20875
zu	w9_d437e20878
haben	w11_d437e20881
vermeinen,	w13_d437e20885
inner	w1_d437e20890
einem	w3_d437e20893
Jahr,	w5_d437e20896
sechs	w7_d437e20899
Wochen	w9_d437e20902
und	w11_d437e20905
drey	w13_d437e20909
Tä	w15_d437e20912
gen	w1_d437e20917
von	w3_d437e20920
Zeit	w5_d437e20923
der	w7_d437e20926
Affigirung	w9_d437e20929
dieses	w11_d437e20932
Edicts	w13_d437e20936
bey	w15_d437e20939
Regierung	w1_d437e20944
entweder	w3_d437e20947
selbst	w5_d437e20950
persönlich,	w7_d437e20953
oder	w9_d437e20956
durch	w11_d437e20959
hierzu	w1_d437e20965
genugsam	w3_d437e20968
gevollmächtigte	w5_d437e20971
Gewalt=tragere	w7_d437e20974
also	w1_d437e20979
gewiß	w3_d437e20982
zu	w5_d437e20985
melden,	w7_d437e20988
und	w9_d437e20991
ihre	w11_d437e20994
an	w13_d437e20998
solche	w15_d437e21001
Ver	w17_d437e21004
lassenschaft	w1_d437e21009
habende	w3_d437e21012
Sprüch	w5_d437e21015
und	w7_d437e21018
Anforderungen	w9_d437e21021
anzubringen,	w1_d437e21026
rechtlich	w3_d437e21029
zu	w5_d437e21032
legitimiren,	w7_d437e21035
und	w9_d437e21038
zu	w11_d437e21041
liqutdiren	w1_d437e21047
haben,	w3_d437e21050
als	w5_d437e21053
im	w7_d437e21056
widrigen	w9_d437e21059
die	w11_d437e21062
Abhand	w13_d437e21066
lung	w1_d437e21071
gleichwolen	w3_d437e21074
vorgenommen,	w5_d437e21077
und	w7_d437e21080
ungehin	w9_d437e21083
dert	w1_d437e21088
deren	w3_d437e21091
etwa	w5_d437e21094
vorhandenen	w7_d437e21097
Erbs=pratendenten	w9_d437e21100
und	w1_d437e21105
Glaubigeren,	w3_d437e21108
so	w5_d437e21111
sich	w7_d437e21114
in	w9_d437e21117
bestimmter	w11_d437e21120
Zeit	w13_d437e21124
mit	w15_d437e21127
