<doc id="wr_1758-09-06" attrs="word" year="1758" month="09" day="06" corpus="2">
<head id="h2_d276e3771">
Leipzig	w1_d276e3775
Stadt=gut	w5_d276e18199
am	w7_d276e18202
Fugbach	w9_d276e18205
ligend	w11_d276e18208
an	w13_d276e18212
beraumet	w1_d276e18217
worden,	w3_d276e18220
dahero	w5_d276e18223
diejenige	w7_d276e18226
so	w9_d276e18229
diesen	w11_d276e18232
Ku	w13_d276e18236
chel=garten	w1_d276e18241
an	w3_d276e18244
sich	w5_d276e18247
zu	w7_d276e18250
bringen	w9_d276e18253
gesinnet	w11_d276e18256
seynd,	w13_d276e18260
an	w15_d276e18263
obbestimten	w1_d276e18269
Tag	w3_d276e18272
und	w5_d276e18275
Stund	w7_d276e18278
auf	w9_d276e18281
dem	w11_d276e18284
alhiesigen	w13_d276e18288
Rahthaus	w1_d276e18293
zu	w3_d276e18296
erscheinen	w5_d276e18299
belieben,	w7_d276e18302
alwo	w9_d276e18305
sodann	w11_d276e18308
das	w1_d276e18313
weitere	w3_d276e18316
benöthigte	w5_d276e18319
tractiret	w7_d276e18322
werden	w9_d276e18325
wird.	w11_d276e18328
</p>
<head id="h2_d276e18420">
Petersburg	w1_d276e18424
9.	w3_d276e18427
Augusti.	w5_d276e18430
</head>
<p id="p4_d276e18433">
Da	w1_d276e18437
zu	w3_d276e18440
denen	w5_d276e18443
Jhrer	w7_d276e18446
Kaiserl.	w9_d276e18449
Maj.	w11_d276e18452
Scepter	w13_d276e18456
unterworfenen	w1_d276e18461
Astatischen	w3_d276e18464
Völkern	w5_d276e18467
un	w7_d276e18470
ter	w1_d276e18475
anderen	w3_d276e18478
auch	w5_d276e18481
die	w7_d276e18484
Kalmucken	w9_d276e18487
gehören,	w11_d276e18490
die	w13_d276e18494
in	w1_d276e18500
dem	w3_d276e18503
Astrachanischen	w5_d276e18506
Gouvernement	w7_d276e18509
an	w9_d276e18512
dem	w11_d276e18515
Fluß	w1_d276e18520
Wolga	w3_d276e18523
ihre	w5_d276e18526
Lager=stellen	w7_d276e18529
haben;	w9_d276e18532
und	w11_d276e18535
dann	w1_d276e18540
die	w3_d276e18543
Chane	w5_d276e18546
dieses	w7_d276e18549
Volks	w9_d276e18552
schon	w11_d276e18555
von	w13_d276e18559
lan	w15_d276e18562
gen	w1_d276e18567
Zeiten	w3_d276e18570
her	w5_d276e18573
aus	w7_d276e18576
allerhöchster	w9_d276e18579
Kaiserl.	w11_d276e18582
Macht	w1_d276e18588
und	w3_d276e18591
Authorität	w5_d276e18594
ernannt	w7_d276e18597
werden;	w9_d276e18600
so	w11_d276e18603
ist	w1_d276e18608
auch	w3_d276e18611
der	w5_d276e18614
Kalmuckische	w7_d276e18617
Fürst	w9_d276e18620
Donduck	w11_d276e18623
Daschi,	w1_d276e18628
aus	w3_d276e18631
dem	w5_d276e18634
Geschlecht	w7_d276e18637
der	w9_d276e18640
Torgout,	w11_d276e18643
als	w13_d276e18647
dem	w1_d276e18652
alten	w3_d276e18655
Stamm=hause	w5_d276e18658
der	w7_d276e18661
Kalmückischen	w9_d276e18664
Chane,	w1_d276e18670
von	w3_d276e18673
ihrer	w5_d276e18676
Kaiserl.	w7_d276e18679
Majest.	w9_d276e18682
bereits	w11_d276e18685
im	w13_d276e18689
Jahr	w1_d276e18694
1741.	w3_d276e18697
nach	w5_d276e18700
Ableben	w7_d276e18703
des	w9_d276e18706
damaligen	w11_d276e18709
Chans	w1_d276e18714
Donduck	w3_d276e18717
Ombo,	w5_d276e18720
zum	w7_d276e18723
Verweser	w9_d276e18726
der	w11_d276e18729
Chanschaft	w1_d276e18734
allergnädigst	w3_d276e18737
bestellet	w5_d276e18740
worden.	w7_d276e18743
Vor	w1_d276e18749
einiger	w3_d276e18752
Zeit	w5_d276e18755
bate	w7_d276e18758
dieser	w9_d276e18761
Verweser	w11_d276e18764
Don	w13_d276e18768
duck	w1_d276e18773
Daschi	w3_d276e18776
allerunterthänigst,	w5_d276e18779
daß	w7_d276e18782
Jhre	w9_d276e18785
Kai	w11_d276e18788
serl.	w1_d276e18793
Maj.	w3_d276e18796
aus	w5_d276e18799
allerhöchsten	w7_d276e18802
Gnaden	w9_d276e18805
geruhen	w11_d276e18808
möchten,	w1_d276e18813
seinem	w3_d276e18816
Sohn	w5_d276e18819
Ubaschi	w7_d276e18822
die	w9_d276e18825
Anwart	w11_d276e18828
schaft	w1_d276e18834
auf	w3_d276e18837
seine	w5_d276e18840
Stelle	w7_d276e18843
allergnädigst	w9_d276e18846
zu	w11_d276e18849
ver	w13_d276e18853
leihen.	w1_d276e18858
Auf	w3_d276e18861
diese	w5_d276e18864
seine	w7_d276e18867
allerunterthänigste	w9_d276e18870
Bitte	w1_d276e18875
geruheten	w3_d276e18878
Jhre	w5_d276e18881
Kaiserl.	w7_d276e18884
Maj.	w9_d276e18887
aller	w11_d276e18890
gnädigst,	w1_d276e18895
gedachten	w3_d276e18898
Donduck	w5_d276e18901
Daschi	w7_d276e18904
für	w9_d276e18907
seine	w11_d276e18910
viel=jährige	w1_d276e18916
getreue	w3_d276e18919
Dienste	w5_d276e18922
zum	w7_d276e18925
würklichen	w9_d276e18928
Chan,	w1_d276e18933
und	w3_d276e18936
seinen	w5_d276e18939
Sohn,	w7_d276e18942
zum	w9_d276e18945
Verweser	w11_d276e18948
zu	w1_d276e18953
ernennen,	w3_d276e18956
und	w5_d276e18959
dabey	w7_d276e18962
zu	w9_d276e18965
befehlen,	w11_d276e18968
Aller	w13_d276e18972
höchst=deroselben	w1_d276e18977
Kaiserl.	w3_d276e18980
Begnädigungs	w5_d276e18983
schreiben	w1_d276e18989
mit	w3_d276e18992
allen	w5_d276e18995
übrigen,	w7_d276e18998
bey	w9_d276e19001
Jnstallirung	w11_d276e19004
eines	w1_d276e19009
Chans,	w3_d276e19012
gewöhnlichen	w5_d276e19015
Gnaden=zeichen,	w7_d276e19018
von	w1_d276e19023
hier	w3_d276e19026
aus	w5_d276e19029
nach	w7_d276e19032
Astrachan,	w9_d276e19035
an	w11_d276e19038
den	w13_d276e19042
dasigen	w15_d276e19045
Gouverneur,	w1_d276e19050
den	w3_d276e19053
General=major	w5_d276e19056
Schlin,	w7_d276e19059
abzufertigen,	w1_d276e19065
mit	w3_d276e19068
dem	w5_d276e19071
Befehl,	w7_d276e19074
diesem	w9_d276e19077
Chan,	w11_d276e19080
und	w1_d276e19085
seinem	w3_d276e19088
Sohn	w5_d276e19091
dem	w7_d276e19094
Chan=verweser,	w9_d276e19097
bey	w11_d276e19100
derseitige	w1_d276e19105
Ernennung	w3_d276e19108
nach	w5_d276e19111
wol=hergebrachter	w7_d276e19114
Gewohnheit,	w1_d276e19119
förmlicher	w3_d276e19122
Weise	w5_d276e19125
bekannt	w7_d276e19128
ma	w9_d276e19131
chen,	w1_d276e19137
sie	w3_d276e19140
beyde	w5_d276e19143
den	w7_d276e19146
gewöhnlichen	w9_d276e19149
Eid	w11_d276e19152
der	w13_d276e19156
</p>
<p id="p6_d276e19159">
Treue	w1_d276e19163
leisten	w3_d276e19166
zu	w5_d276e19169
lassen,	w7_d276e19172
und	w9_d276e19175
die	w11_d276e19178
überschickte	w13_d276e19182
Gnaden=zeichen	w1_d276e19187
dem	w3_d276e19190
Chan	w5_d276e19193
einzuhändigen;	w7_d276e19196
welches	w1_d276e19201
dann	w3_d276e19204
auch	w5_d276e19207
zu	w7_d276e19210
Anfang	w9_d276e19213
des	w11_d276e19216
May	w13_d276e19220
ge	w15_d276e19223
schehen	w1_d276e19229
ist.	w3_d276e19232
Die	w5_d276e19235
Gnaden=zeichen,	w7_d276e19238
die	w9_d276e19241
all	w11_d276e19244
hier	w1_d276e19249
verfertiget	w3_d276e19252
waren,	w5_d276e19255
seynd	w7_d276e19258
ein	w9_d276e19261
mit	w11_d276e19264
Dia	w13_d276e19268
manten	w1_d276e19273
besetzter	w3_d276e19276
Säbel,	w5_d276e19279
ein	w7_d276e19282
Zobel=pelz	w9_d276e19285
mit	w11_d276e19288
einem	w1_d276e19293
Ueberzug	w3_d276e19296
von	w5_d276e19299
reichem	w7_d276e19302
silbernen	w9_d276e19305
Stof,	w11_d276e19308
eine	w1_d276e19314
Mütze	w3_d276e19317
von	w5_d276e19320
goldenem	w7_d276e19323
Stof,	w9_d276e19326
und	w11_d276e19329
eine	w13_d276e19333
Fah	w15_d276e19336
ne,	w1_d276e19341
auf	w3_d276e19344
deren	w5_d276e19347
einer	w7_d276e19350
Seite	w9_d276e19353
in	w11_d276e19356
der	w13_d276e19360
Mitte	w15_d276e19363
das	w17_d276e19366
Kaiserl.	w1_d276e19371
Reichs	w3_d276e19374
und	w5_d276e19377
ringsherum	w7_d276e19380
die	w9_d276e19383
Czari	w11_d276e19386
schen	w1_d276e19391
und	w3_d276e19394
Groß=fürstl.	w5_d276e19397
Wappen	w7_d276e19400
des	w9_d276e19403
Rußische	w11_d276e19406
Kaisertums,	w1_d276e19412
auf	w3_d276e19415
der	w5_d276e19418
anderen	w7_d276e19421
Seite	w9_d276e19424
aber	w11_d276e19427
eine	w13_d276e19431
Aufschrift	w1_d276e19436
des	w3_d276e19439
Jnhalts:	w5_d276e19442
daß	w7_d276e19445
Jhre	w9_d276e19448
Kaiserl.	w11_d276e19451
Maj.	w1_d276e19456
allergnädigst	w3_d276e19459
haben	w5_d276e19462
geruhen	w7_d276e19465
wollen,	w9_d276e19468
den	w1_d276e19473
Donduck	w3_d276e19476
Daschi	w5_d276e19479
zum	w7_d276e19482
Chan	w9_d276e19485
der	w11_d276e19488
Kalmu	w13_d276e19492
cken	w1_d276e19498
zu	w3_d276e19501
erheben,	w5_d276e19504
befindlich	w7_d276e19507
waren.	w9_d276e19510
</p>
<head id="h2_d276e19516">
Dreßden	w1_d276e19520
25.	w3_d276e19523
Augusti.	w5_d276e19526
</head>
<p id="p4_d276e19529">
Das	w1_d276e19533
bey	w3_d276e19536
Freyberg	w5_d276e19539
gestandene	w7_d276e19542
Preußische	w9_d276e19545
Corps	w1_d276e19550
ist	w3_d276e19553
bey	w5_d276e19556
Dippoldswalde	w7_d276e19559
angelanget.	w9_d276e19562
Die	w1_d276e19567
Feld=bäckerey	w3_d276e19570
hat	w5_d276e19573
wegen	w7_d276e19576
Mangel	w9_d276e19579
hin	w11_d276e19582
länglicher	w1_d276e19588
Fuhren	w3_d276e19591
etwas	w5_d276e19594
an	w7_d276e19597
Brod	w9_d276e19600
und	w11_d276e19603
Mehl	w13_d276e19607
bey	w1_d276e19612
Freyberg	w3_d276e19615
zuruck	w5_d276e19618
lassen	w7_d276e19621
müssen,	w9_d276e19624
welches	w11_d276e19627
die	w1_d276e19632
hernach	w3_d276e19635
eingeruckte	w5_d276e19638
österreichische	w7_d276e19641
Völker	w9_d276e19644
sich	w1_d276e19649
zu	w3_d276e19652
Nutze	w5_d276e19655
gemacht	w7_d276e19658
haben.	w9_d276e19661
Solchemnach	w11_d276e19664
haben	w1_d276e19670
Se.	w3_d276e19673
Königl.	w5_d276e19676
Hoheit	w7_d276e19679
der	w9_d276e19682
Prinz	w11_d276e19685
Hein	w13_d276e19689
rich	w1_d276e19694
Dero	w3_d276e19697
unterhabende	w5_d276e19700
Armee	w7_d276e19703
zusammen	w9_d276e19706
gezogen,	w1_d276e19711
und	w3_d276e19714
Dero	w5_d276e19717
Haupt=quartier	w7_d276e19720
auf	w9_d276e19723
dem	w11_d276e19726
Königl.	w1_d276e19731
Lust=schloß	w3_d276e19734
Sedlitz	w5_d276e19737
anderthalb	w7_d276e19740
Meile	w9_d276e19743
von	w1_d276e19749
hier	w3_d276e19752
genommen,	w5_d276e19755
allwo	w7_d276e19758
nunmehro	w9_d276e19761
auch	w11_d276e19764
einige	w1_d276e19769
Regimenter	w3_d276e19772
nebst	w5_d276e19775
Artillerie	w7_d276e19778
postiret	w9_d276e19781
stehen.	w1_d276e19786
Gestern	w3_d276e19789
Abends	w5_d276e19792
ist	w7_d276e19795
von	w9_d276e19798
denen	w11_d276e19801
auf	w13_d276e19805
hiesiger	w1_d276e19810
Neustädter=wiese	w3_d276e19813
stehenden	w5_d276e19816
Pontons,	w7_d276e19819
ein	w1_d276e19825
Theil	w3_d276e19828
derenselben	w5_d276e19831
nach	w7_d276e19834
Pirna	w9_d276e19837
abgeführet	w11_d276e19840
worden,	w1_d276e19845
woraus	w3_d276e19848
zu	w5_d276e19851
vermuten	w7_d276e19854
stehet,	w9_d276e19857
daß	w11_d276e19860
da	w13_d276e19864
selbst	w1_d276e19869
eine	w3_d276e19872
Schif=brücke	w5_d276e19875
über	w7_d276e19878
die	w9_d276e19881
Elbe	w11_d276e19884
ge	w13_d276e19888
schlagen	w1_d276e19893
werden	w3_d276e19896
solle.	w5_d276e19899
Es	w7_d276e19902
seynd	w9_d276e19905
auch	w11_d276e19908
heute	w1_d276e19914
auf	w3_d276e19917
Schiffen	w5_d276e19920
von	w7_d276e19923
einem	w9_d276e19926
anderwei	w11_d276e19929
</p>
<p id="p8_d276e19934">
ten	w1_d276e19938
Scharmützel,	w3_d276e19941
sowol	w5_d276e19944
Preußische	w7_d276e19947
als	w9_d276e19950
Oe	w11_d276e19953
sterreichische	w1_d276e19958
Bleßirte	w3_d276e19961
von	w5_d276e19964
Pirna	w7_d276e19967
angekommen,	w9_d276e19970
und	w1_d276e19975
bey	w3_d276e19978
Neustadt	w5_d276e19981
ausgeschift	w7_d276e19984
worden,	w9_d276e19987
davon	w11_d276e19990
einige	w1_d276e19996
in	w3_d276e19999
Port=chaisen,	w5_d276e20002
oder	w7_d276e20005
auf	w9_d276e20008
auf	w11_d276e20011
andere	w13_d276e20015
Art	w1_d276e20020
weggetragen	w3_d276e20023
werden	w5_d276e20026
müssen.	w7_d276e20029
Vor	w9_d276e20032
der	w11_d276e20035
Preussen	w1_d276e20040
Abmarsch	w3_d276e20043
aus	w5_d276e20046
Freyberg	w7_d276e20049
seynd	w9_d276e20052
Frey	w11_d276e20055
tags	w1_d276e20060
vorher	w3_d276e20063
eine	w5_d276e20066
Anzahl	w7_d276e20069
Kriegs=gefangene,	w9_d276e20072
wobey	w1_d276e20078
einige	w3_d276e20081
bleßirte	w5_d276e20084
Hussaren	w7_d276e20087
und	w9_d276e20090
Croaten	w11_d276e20093
waren,	w1_d276e20098
anhero,	w3_d276e20101
ingleichen	w5_d276e20104
nach	w7_d276e20107
Torgau	w9_d276e20110
ge	w11_d276e20113
bracht	w1_d276e20118
worden.	w3_d276e20121
Für	w5_d276e20124
die	w7_d276e20127
Kaiserl.	w9_d276e20130
Königl.	w11_d276e20133
in	w13_d276e20137
beyden	w1_d276e20142
Gebürgen	w3_d276e20145
stehende	w5_d276e20148
Armeen,	w7_d276e20151
wie	w9_d276e20154
auch	w11_d276e20157
im	w1_d276e20163
Amt	w3_d276e20166
Stolpen,	w5_d276e20169
müssen	w7_d276e20172
starke	w9_d276e20175
Lieferun	w11_d276e20178
gen	w1_d276e20183
an	w3_d276e20186
Proviant	w5_d276e20189
und	w7_d276e20192
Fourage	w9_d276e20195
gesche	w11_d276e20198
hen.	w1_d276e20203
Mit	w3_d276e20206
dem	w5_d276e20209
Schanzen	w7_d276e20212
vor	w9_d276e20215
dem	w11_d276e20218
weis	w13_d276e20222
sen	w1_d276e20227
Thor	w3_d276e20230
fähret	w5_d276e20233
man	w7_d276e20236
noch	w9_d276e20239
immer	w11_d276e20242
fort.	w13_d276e20246
Am	w15_d276e20249
Sonntag	w1_d276e20255
wurde	w3_d276e20258
wegen	w5_d276e20261
des	w7_d276e20264
Absterbens	w9_d276e20267
des	w11_d276e20270
Prinzens	w1_d276e20275
von	w3_d276e20278
Preussen,	w5_d276e20281
auf	w7_d276e20284
4.	w9_d276e20287
Wochen	w11_d276e20290
lang	w13_d276e20294
die	w1_d276e20299
Trauer	w3_d276e20302
bey	w5_d276e20305
Hof	w7_d276e20308
angeleget.	w9_d276e20311
</p>
<p id="p10_d276e20314">
Als	w1_d276e20318
die	w3_d276e20321
im	w5_d276e20324
Gebürge	w7_d276e20327
gestandene	w9_d276e20330
Königl.	w11_d276e20333
Preußische	w1_d276e20338
Truppen	w3_d276e20341
von	w5_d276e20344
Freyberg	w7_d276e20347
und	w9_d276e20350
aus	w11_d276e20353
dortigen	w1_d276e20358
verschanzten	w3_d276e20361
Lager	w5_d276e20364
ihren	w7_d276e20367
Abmarsch	w9_d276e20370
genommen,	w1_d276e20376
und	w3_d276e20379
sich	w5_d276e20382
mit	w7_d276e20385
dem	w9_d276e20388
bey	w11_d276e20391
Dippolds	w13_d276e20395
walde	w1_d276e20400
gestandenen	w3_d276e20403
Corps	w5_d276e20406
vereiniget	w7_d276e20409
gehabt,	w9_d276e20412
so	w1_d276e20417
ist	w3_d276e20420
darauf	w5_d276e20423
am	w7_d276e20426
Sonn	w9_d276e20429
und	w11_d276e20432
Montag	w13_d276e20436
von	w15_d276e20439
dar	w17_d276e20442
der	w1_d276e20447
fernere	w3_d276e20450
völlige	w5_d276e20453
Aufbruch	w7_d276e20456
erfolget,	w9_d276e20459
und	w11_d276e20462
seynd	w1_d276e20468
alle	w3_d276e20471
dasige	w5_d276e20474
Trupen	w7_d276e20477
in	w9_d276e20480
das	w11_d276e20483
Lager	w13_d276e20487
nach	w15_d276e20490
Maxen	w1_d276e20495
eingerucket.	w3_d276e20498
Se.	w5_d276e20501
Königl.	w7_d276e20504
Hoheit	w9_d276e20507
der	w1_d276e20512
Prinz	w3_d276e20515
Heinrich	w5_d276e20518
haben	w7_d276e20521
in	w9_d276e20524
Dero	w11_d276e20527
Haupt	w13_d276e20531
quartier	w1_d276e20536
auf	w3_d276e20539
dem	w5_d276e20542
Lust=schloß	w7_d276e20545
Sedlitz	w9_d276e20548
4.	w11_d276e20551
Re	w13_d276e20555
gimenter	w1_d276e20561
zur	w3_d276e20564
Bedeckung	w5_d276e20567
nebst	w7_d276e20570
Artillerie	w9_d276e20573
an	w11_d276e20576
sich	w1_d276e20581
gezogen,	w3_d276e20584
Dero	w5_d276e20587
Armee	w7_d276e20590
stehet	w9_d276e20593
in	w11_d276e20596
besagten	w13_d276e20600
Maxen	w1_d276e20605
und	w3_d276e20608
bey	w5_d276e20611
Pirna	w7_d276e20614
nunmehro	w9_d276e20617
beysam	w11_d276e20620
men.	w1_d276e20625
Die	w3_d276e20628
Kaiserl.	w5_d276e20631
Königl.	w7_d276e20634
Völker	w9_d276e20637
zu	w11_d276e20640
vielen	w13_d276e20644
1000.	w1_d276e20650
Mann,	w3_d276e20653
unter	w5_d276e20656
des	w7_d276e20659
Prinzen	w9_d276e20662
von	w11_d276e20665
Zwey	w13_d276e20669
brücken	w1_d276e20674
Durchl.	w3_d276e20677
und	w5_d276e20680
des	w7_d276e20683
Hrn.	w9_d276e20686
Feldmar	w11_d276e20689
schall=leutenants	w1_d276e20694
von	w3_d276e20697
Haddick	w5_d276e20700
Commandoste	w7_d276e20703
hen	w1_d276e20708
eine	w3_d276e20711
Stunde	w5_d276e20714
davon	w7_d276e20717
gegen=über.	w9_d276e20720
Und	w11_d276e20723
stehet	w1_d276e20729
nunmehro	w3_d276e20732
das	w5_d276e20735
weitere	w7_d276e20738
abzuwarten.	w9_d276e20741
</p>
<head id="h2_d276e20747">
EDICT.	w1_d276e20751
</head>
<list id="l4_d276e20754">
Von	w1_d276e20758
der	w3_d276e20761
Röm.	w5_d276e20764
K.	w7_d276e20767
K.	w9_d276e20770
Majestät	w11_d276e20773
Erz=herzogin	w13_d276e20777
zu	w1_d276e20782
Oesterreich	w3_d276e20785
Wald=amts	w5_d276e20788
Grund=buch	w7_d276e20791
unter	w9_d276e20794
und	w11_d276e20797
ob	w1_d276e20802
der	w3_d276e20805
Ennß	w5_d276e20808
wegen:	w7_d276e20811
wird	w9_d276e20814
hiermit	w11_d276e20817
jedermännig	w13_d276e20821
llich	w1_d276e20827
nochmalen	w3_d276e20830
zu	w5_d276e20833
wissen	w7_d276e20836
gemacht.	w9_d276e20839
Nachdeme	w1_d276e20844
bey	w3_d276e20847
uns	w5_d276e20850
zu	w7_d276e20853
Verkauffung	w9_d276e20856
der	w11_d276e20859
dem	w13_d276e20863
</list>
<p id="p6_d276e20867">
Andre	w1_d276e20871
Sternecker	w3_d276e20874
K.	w5_d276e20877
K.	w7_d276e20880
Forster	w9_d276e20883
in	w11_d276e20886
Klosterneu	w13_d276e20890
burger	w1_d276e20895
Amt	w3_d276e20898
ersten	w5_d276e20901
Theils	w7_d276e20904
seel.	w9_d276e20907
eigentumlich	w11_d276e20910
zu	w13_d276e20914
gehörigen	w1_d276e20919
Halb=hüten	w3_d276e20922
in	w5_d276e20925
Täfelberg,	w7_d276e20928
und	w9_d276e20931
darbey	w11_d276e20934
befindlichen	w1_d276e20940
6.	w3_d276e20943
Tagwerk,	w5_d276e20946
Hüten	w7_d276e20949
Gründen,	w9_d276e20952
als	w11_d276e20955
1.	w1_d276e20960
halben	w3_d276e20963
Tagwerk	w5_d276e20966
Obst	w7_d276e20969
und	w9_d276e20972
Kraut=garten,	w11_d276e20975
dann	w13_d276e20979
4.	w1_d276e20984
und	w3_d276e20987
2.	w5_d276e20990
Viertel	w7_d276e20993
Tagwerk,	w9_d276e20996
Wiesen,	w11_d276e20999
mehr	w13_d276e21003
einem	w15_d276e21006
Viertel	w1_d276e21011
Wein=garten	w3_d276e21014
in	w5_d276e21017
untern	w7_d276e21020
Kreuth	w9_d276e21023
nächst	w11_d276e21026
Weidling,	w1_d276e21032
ingleichen	w3_d276e21035
1.	w5_d276e21038
Viertel	w7_d276e21041
Wein=garten	w9_d276e21044
alda,	w11_d276e21047
und	w1_d276e21052
einen	w3_d276e21055
Ragen	w5_d276e21058
daselbst	w7_d276e21061
auf	w9_d276e21064
anheut	w11_d276e21067
mehrma	w13_d276e21071
len	w1_d276e21076
angeordneter	w3_d276e21079
Licitations=tagsatzung	w5_d276e21082
wiederum	w7_d276e21085
kein	w1_d276e21090
Kauffer	w3_d276e21093
erschienen,	w5_d276e21096
als	w7_d276e21099
ist	w9_d276e21102
nach	w11_d276e21105
vorheriger	w13_d276e21109
Vernehmung	w1_d276e21115
allerseits	w3_d276e21118
Jntereßirten	w5_d276e21121
gerichtlich	w7_d276e21124
entschlossen	w1_d276e21129
worden,	w3_d276e21132
zwar	w5_d276e21135
nochmalen	w7_d276e21138
hiermit	w9_d276e21141
lici	w11_d276e21144
tando	w1_d276e21149
vorzugehen,	w3_d276e21152
jedoch	w5_d276e21155
im	w7_d276e21158
Fall	w9_d276e21161
sich	w11_d276e21164
hierumen	w13_d276e21168
neuerdingen	w1_d276e21173
kein	w3_d276e21176
Kauffer	w5_d276e21179
einfinden	w7_d276e21182
solte,	w9_d276e21185
obge	w11_d276e21188
dachte	w1_d276e21194
Hüten	w3_d276e21197
und	w5_d276e21200
Grund=stücke	w7_d276e21203
würklich	w9_d276e21206
in	w11_d276e21209
Be	w13_d276e21213
stand	w1_d276e21218
zu	w3_d276e21221
verlassen;	w5_d276e21224
wann	w7_d276e21227
nun	w9_d276e21230
hierzu	w11_d276e21233
in	w13_d276e21237
ein	w15_d276e21240
als	w17_d276e21243
andere	w1_d276e21248
Wege	w3_d276e21251
der	w5_d276e21254
15te	w7_d276e21257
instehenden	w9_d276e21260
Monats	w11_d276e21263
Sep	w13_d276e21267
tembris	w1_d276e21272
allerdings	w3_d276e21275
bestimmet	w5_d276e21278
wird.	w7_d276e21281
</p>
<p id="p8_d276e21284">
Solchemnach	w1_d276e21288
werden	w3_d276e21291
all	w5_d276e21294
und	w7_d276e21297
jede	w9_d276e21300
so	w11_d276e21303
obbemeldt	w13_d276e21307
Andre	w1_d276e21312
Sterneckersche	w3_d276e21315
Halb=hütten	w5_d276e21318
am	w7_d276e21321
Tafel	w9_d276e21324
berg	w1_d276e21329
wie	w3_d276e21332
auch	w5_d276e21335
Hüten	w7_d276e21338
und	w9_d276e21341
überland	w11_d276e21344
Grund=stück	w13_d276e21348
sammt	w1_d276e21354
denen	w3_d276e21357
Wein=gärten	w5_d276e21360
entweders	w7_d276e21363
käuflich	w9_d276e21366
an	w11_d276e21369
sich	w1_d276e21374
zu	w3_d276e21377
bringen,	w5_d276e21380
oder	w7_d276e21383
allenfälls	w9_d276e21386
in	w11_d276e21389
Bestand	w13_d276e21393
zu	w15_d276e21396
neh	w17_d276e21399
men	w1_d276e21404
gedenken,	w3_d276e21407
vorangesetzten	w5_d276e21410
Tag	w7_d276e21413
fruhe	w9_d276e21416
um	w11_d276e21419
9.	w13_d276e21423
Uhr	w1_d276e21428
bey	w3_d276e21431
diesem	w5_d276e21434
K.	w7_d276e21437
K.	w9_d276e21440
Salz=ober=amt	w11_d276e21443
nächst	w13_d276e21447
der	w15_d276e21450
schwarzen	w1_d276e21456
Bürsten	w3_d276e21459
alhier	w5_d276e21462
entweders	w7_d276e21465
selbst	w9_d276e21468
oder	w11_d276e21471
durch	w1_d276e21476
genugsam	w3_d276e21479
Bevollmächtigte	w5_d276e21482
zu	w7_d276e21485
erscheinen	w9_d276e21488
ha	w11_d276e21491
ben,	w1_d276e21496
wo	w3_d276e21499
alsdann	w5_d276e21502
der	w7_d276e21505
Kauf,	w9_d276e21508
oder	w11_d276e21511
der	w13_d276e21515
Bestand	w15_d276e21518
mit	w17_d276e21521
dem	w1_d276e21526
Meistbietenden	w3_d276e21529
sogleich	w5_d276e21532
geschlossen	w7_d276e21535
werden	w9_d276e21538
solle.	w1_d276e21544
Wien	w3_d276e21547
den	w5_d276e21550
1.	w7_d276e21553
Septembr.	w9_d276e21556
1758.	w11_d276e21559
</p>
<p id="p10_d276e21562">
Den	w1_d276e21566
11.	w3_d276e21569
September	w5_d276e21572
wird	w7_d276e21575
in	w9_d276e21578
der	w11_d276e21581
Lands=fürstl.	w13_d276e21585
Stadt	w1_d276e21590
Korneuburg	w3_d276e21593
eine	w5_d276e21596
Behausung	w7_d276e21599
samt	w9_d276e21602
dem	w11_d276e21605
da	w13_d276e21609
bey	w1_d276e21614
befindlichen	w3_d276e21617
Strümpf=strickers	w5_d276e21620
Gewerb,	w7_d276e21623
um	w9_d276e21626
einen	w1_d276e21632
geringen	w3_d276e21635
Preiß	w5_d276e21638
licitando	w7_d276e21641
dem	w9_d276e21644
Meistbie	w11_d276e21647
tenden	w1_d276e21652
verkauffet	w3_d276e21655
werden,	w5_d276e21658
wessenthalben	w7_d276e21661
an	w9_d276e21664
be	w11_d276e21667
meldeten	w1_d276e21672
Tag	w3_d276e21675
fruhe	w5_d276e21678
um	w7_d276e21681
8.	w9_d276e21684
Uhr	w11_d276e21687
auf	w13_d276e21691
dem	w15_d276e21694
daselbstigen	w17_d276e21697
Raht=haus	w1_d276e21702
zu	w3_d276e21705
erscheinen	w5_d276e21708
ist	w7_d276e21711
</p>
<p id="p12_d276e21715">
Von	w1_d276e21719
der	w3_d276e21722
Fürstlich=lichtensicinischen	w5_d276e21725
Herrschaft	w7_d276e21728
Ebergassing	w1_d276e21733
wird	w3_d276e21736
hiemit	w5_d276e21739
jedermänniglich	w7_d276e21742
kund	w9_d276e21745
und	w11_d276e21748
zu	w1_d276e21753
wissen	w3_d276e21756
gemacht,	w5_d276e21759
daß	w7_d276e21762
nach	w9_d276e21765
Absterben	w11_d276e21768
des	w13_d276e21772
eben	w15_d276e21775
alda	w17_d276e21778
gewesten	w1_d276e21784
Bestand=mühlers	w3_d276e21787
Johann	w5_d276e21790
Georg	w7_d276e21793
Strasser	w9_d276e21796
auf	w1_d276e21801
den	w3_d276e21804
12.	w5_d276e21807
des	w7_d276e21810
künftigen	w9_d276e21813
Monats	w11_d276e21816
Octobris	w13_d276e21820
die	w15_d276e21823
Abhandlung	w1_d276e21828
dessen	w3_d276e21831
Verlassenschaft	w5_d276e21834
vorgenommen	w7_d276e21837
werden	w1_d276e21842
