<doc id="wr_1759-10-27" attrs="word" year="1759" month="10" day="27" corpus="2">
<head id="h2_d392e4020">
Altona	w1_d392e4024
licher	w1_d392e18513
Unterweisung	w3_d392e18516
aller	w5_d392e18519
Gattung	w7_d392e18522
von	w9_d392e18525
Personenz	w11_d392e18528
Französischen	w1_d392e18533
in	w3_d392e18536
das	w5_d392e18539
Tentsche	w7_d392e18542
übersetzet	w9_d392e18545
aus	w1_d392e18551
dem	w3_d392e18554
Jst	w1_d392e18559
ganz	w3_d392e18562
neu,	w5_d392e18565
in	w7_d392e18568
zwey	w9_d392e18571
bequeme	w11_d392e18574
Octav=bände	w13_d392e18578
eingetheilte	w1_d392e18583
Auflage;	w3_d392e18586
in	w5_d392e18589
Französischen	w7_d392e18592
Einbund	w9_d392e18595
à42.	w1_d392e18600
kr.	w3_d392e18603
etes	w1_d392e18609
Koch=buch,	w3_d392e18612
in	w5_d392e18615
sechs	w7_d392e18618
Absätze	w9_d392e18621
ver	w11_d392e18624
Ben	w1_d392e18629
theilet;	w1_d392e18634
wegen	w3_d392e18637
guter,	w5_d392e18640
und	w7_d392e18643
sicher	w9_d392e18646
gestellten	w11_d392e18649
Ein	w13_d392e18653
theilung	w1_d392e18658
dienet	w3_d392e18661
jedermann,	w5_d392e18664
besonders	w7_d392e18667
der	w9_d392e18670
in	w11_d392e18673
der	w13_d392e18677
Kocherty	w1_d392e18683
sich	w3_d392e18686
übenden	w5_d392e18689
Jngend.	w7_d392e18692
Ordinari	w9_d392e18695
gebun	w11_d392e18698
den51.	w1_d392e18703
kr.	w3_d392e18706
in	w5_d392e18709
Französischen	w7_d392e18712
Emband	w9_d392e18715
21.	w11_d392e18718
fl.	w13_d392e18722
8.	w15_d392e18725
kr.	w17_d392e18728
</list>
<list id="l24_d392e18737">
</list>
<head id="h2_d392e18839">
Haag	w1_d392e18843
5.	w3_d392e18846
Octob.	w5_d392e18849
</head>
<p id="p4_d392e18852">
Die	w1_d392e18856
Engländer	w3_d392e18859
glauben	w5_d392e18862
sich	w7_d392e18865
vermutlich	w9_d392e18868
in	w11_d392e18871
Sdie	w1_d392e18876
vortheilhafte	w3_d392e18879
Stellung	w5_d392e18882
gesetzet	w7_d392e18885
zu	w9_d392e18888
haben,	w1_d392e18893
in	w3_d392e18896
der	w5_d392e18899
sie	w7_d392e18902
sich	w9_d392e18905
zu	w11_d392e18908
Ende	w13_d392e18912
des	w15_d392e18915
vorigen	w17_d392e18918
Feld=zugs	w1_d392e18924
befanden.	w3_d392e18927
Sie	w5_d392e18930
scheinen	w7_d392e18933
Händel	w9_d392e18936
an	w1_d392e18941
uns	w3_d392e18944
suchen	w5_d392e18947
zu	w7_d392e18950
wollen,	w9_d392e18953
und	w11_d392e18956
einen	w13_d392e18960
Vor	w15_d392e18963
wand,	w1_d392e18968
um	w3_d392e18971
einige	w5_d392e18974
Forderungen	w7_d392e18977
zu	w9_d392e18980
unterstü	w11_d392e18983
tzen,	w1_d392e18988
wie	w3_d392e18991
sie	w5_d392e18994
zum	w7_d392e18997
Exempel	w9_d392e19000
unsere	w11_d392e19003
Stadt	w13_d392e19007
Nim	w15_d392e19010
wegen	w1_d392e19016
zu	w3_d392e19019
einem	w5_d392e19022
Magazin	w7_d392e19025
Platze	w9_d392e19028
verlanget.	w11_d392e19031
Nachdeme	w1_d392e19036
sie	w3_d392e19039
unsere	w5_d392e19042
See=handlung	w7_d392e19045
gestöh	w9_d392e19048
ret,	w1_d392e19053
so	w3_d392e19056
verlangen	w5_d392e19059
sie	w7_d392e19062
von	w9_d392e19065
uns	w11_d392e19068
noch	w13_d392e19072
Erkännt	w15_d392e19075
lichkeit,	w1_d392e19080
daß	w3_d392e19083
sie	w5_d392e19086
solche	w7_d392e19089
nicht	w9_d392e19092
ganz	w11_d392e19095
zernichtet	w13_d392e19099
haben,	w1_d392e19105
und	w3_d392e19108
sie	w5_d392e19111
wollen,	w7_d392e19114
daß	w9_d392e19117
so	w11_d392e19120
gar	w13_d392e19124
die	w15_d392e19127
Hand	w17_d392e19130
lung	w1_d392e19135
zu	w3_d392e19138
Lande	w5_d392e19141
deren	w7_d392e19144
Unterthanen	w9_d392e19147
der	w11_d392e19150
Repu	w13_d392e19154
blick	w1_d392e19159
mit	w3_d392e19162
Frankreich,	w5_d392e19165
sich	w7_d392e19168
wegen	w9_d392e19171
ihres	w11_d392e19174
Jn	w13_d392e19178
teresse	w1_d392e19183
nach	w3_d392e19186
der	w5_d392e19189
See=handlung	w7_d392e19192
richte.	w9_d392e19195
Die	w11_d392e19198
ses	w1_d392e19204
erkläret	w3_d392e19207
das	w5_d392e19210
folgende	w7_d392e19213
Memoire	w9_d392e19216
des	w11_d392e19219
Herrn	w1_d392e19224
Generals	w3_d392e19227
von	w5_d392e19230
York,	w7_d392e19233
daß	w9_d392e19236
er	w11_d392e19239
am	w13_d392e19243
28.	w1_d392e19248
Septemb.	w3_d392e19251
Jhrer	w5_d392e19254
Hochmögenden	w7_d392e19257
über	w9_d392e19260
geben.	w1_d392e19265
</p>
<p id="p6_d392e19268">
Der	w1_d392e19272
König	w3_d392e19275
mein	w5_d392e19278
Herr	w7_d392e19281
hat	w9_d392e19284
mir	w11_d392e19287
aus	w13_d392e19291
drücklich	w1_d392e19296
aufgetragen,	w3_d392e19299
Jhren	w5_d392e19302
Hochmögenden	w7_d392e19305
zu	w1_d392e19310
wissen	w3_d392e19313
zu	w5_d392e19316
fügen,	w7_d392e19319
daß	w9_d392e19322
Se.	w11_d392e19325
Majestät	w13_d392e19329
wie	w15_d392e19332
derholte	w1_d392e19338
Berichte	w3_d392e19341
von	w5_d392e19344
einem	w7_d392e19347
Contraband	w9_d392e19350
handel	w1_d392e19355
einiger	w3_d392e19358
Kaufleuten,	w5_d392e19361
die	w7_d392e19364
in	w9_d392e19367
denen	w11_d392e19370
Pro	w13_d392e19374
vinzen	w1_d392e19379
wohnen,	w3_d392e19382
mit	w5_d392e19385
Frankreich,	w7_d392e19388
erhalten.	w9_d392e19391
</p>
<p id="p8_d392e19394">
Dieser	w1_d392e19398
Handel	w3_d392e19401
bestehet	w5_d392e19404
in	w7_d392e19407
Canonen	w9_d392e19410
und	w11_d392e19413
Kriegs=bedürfnüssen,	w1_d392e19418
die	w3_d392e19421
auf	w5_d392e19424
Holländischen	w7_d392e19427
Schiffen	w1_d392e19432
aus	w3_d392e19435
dem	w5_d392e19438
Baltischen	w7_d392e19441
Meer	w9_d392e19444
nach	w11_d392e19447
Holland	w1_d392e19453
gebracht	w3_d392e19456
werden.	w5_d392e19459
Se.	w7_d392e19462
Majestät	w9_d392e19465
haben	w1_d392e19470
zu	w3_d392e19473
vieles	w5_d392e19476
Vertrauen	w7_d392e19479
in	w9_d392e19482
die	w11_d392e19485
Freund	w13_d392e19489
schaft	w1_d392e19494
der	w3_d392e19497
Republic,	w5_d392e19500
als	w7_d392e19503
daß	w9_d392e19506
sie	w11_d392e19509
einen	w13_d392e19513
Au	w15_d392e19516
genblick	w1_d392e19521
zweifeln	w3_d392e19524
sollten,	w5_d392e19527
Jhre	w7_d392e19530
Hochmögen	w9_d392e19533
de	w1_d392e19539
würden	w3_d392e19542
es	w5_d392e19545
hindern,	w7_d392e19548
daß	w9_d392e19551
seinen	w11_d392e19554
Feinden	w13_d392e19558
von	w1_d392e19563
Dero	w3_d392e19566
Unterthanen	w5_d392e19569
Beystand	w7_d392e19572
geleistet,	w9_d392e19575
und	w1_d392e19580
noch	w3_d392e19583
vielmehr,	w5_d392e19586
daß	w7_d392e19589
sie	w9_d392e19592
keine	w11_d392e19595
Arsenale	w13_d392e19599
in	w1_d392e19604
ihren	w3_d392e19607
Städten	w5_d392e19610
machen.	w7_d392e19613
Eine	w9_d392e19616
derglei	w11_d392e19619
</p>
<p id="p10_d392e19622">
chen	w1_d392e19626
Handlung	w3_d392e19629
kränket	w5_d392e19632
die	w7_d392e19635
Verbindungen,	w9_d392e19638
welche	w1_d392e19643
nach	w3_d392e19646
denen	w5_d392e19649
Tractaten	w7_d392e19652
zwischen	w9_d392e19655
dem	w11_d392e19658
König	w1_d392e19663
und	w3_d392e19666
Jhren	w5_d392e19669
Hochmögenden	w7_d392e19672
bestehen,	w9_d392e19675
und	w1_d392e19681
die	w3_d392e19684
Neutralität	w5_d392e19687
förmlich,	w7_d392e19690
und	w9_d392e19693
im	w11_d392e19696
verbor	w13_d392e19700
genen	w1_d392e19705
brechen.	w3_d392e19708
Jhre	w5_d392e19711
Hochmögende	w7_d392e19714
wissen	w9_d392e19717
nicht	w1_d392e19722
allein	w3_d392e19725
durch	w5_d392e19728
das	w7_d392e19731
allgemeine	w9_d392e19734
Gerüchte,	w11_d392e19737
wie	w1_d392e19742
auch	w3_d392e19745
durch	w5_d392e19748
die	w7_d392e19751
grosse	w9_d392e19754
Rüstungen	w11_d392e19757
auf	w1_d392e19763
denen	w3_d392e19766
Küsten	w5_d392e19769
des	w7_d392e19772
Ocean,	w9_d392e19775
als	w11_d392e19778
vielmehr,	w13_d392e19782
durch	w1_d392e19787
den	w3_d392e19790
Französischen	w5_d392e19793
Abgesandten,	w7_d392e19796
der	w9_d392e19799
bey	w1_d392e19804
ihnen	w3_d392e19807
residiret,	w5_d392e19810
daß	w7_d392e19813
sein	w9_d392e19816
Hof	w11_d392e19819
mit	w13_d392e19823
einem	w15_d392e19826
Einfall	w1_d392e19831
in	w3_d392e19834
die	w5_d392e19837
Königreiche	w7_d392e19840
Sr.	w9_d392e19843
Majestät	w11_d392e19846
umgehet,	w1_d392e19852
und	w3_d392e19855
Jhre	w5_d392e19858
Hochmögende	w7_d392e19861
würden	w9_d392e19864
wol	w1_d392e19869
empfinden,	w3_d392e19872
daß	w5_d392e19875
ein	w7_d392e19878
solches	w9_d392e19881
Geständnüß	w11_d392e19884
den	w1_d392e19889
König	w3_d392e19892
berechtige,	w5_d392e19895
auf	w7_d392e19898
allen	w9_d392e19901
Seiten	w11_d392e19904
zu	w13_d392e19908
seiner	w1_d392e19913
Sicherheit	w3_d392e19916
Maas=regeln	w5_d392e19919
zu	w7_d392e19922
nehmen,	w9_d392e19925
und	w1_d392e19931
das	w3_d392e19934
Begehren,	w5_d392e19937
was	w7_d392e19940
ich	w9_d392e19943
heut	w11_d392e19946
an	w13_d392e19950
Sie	w15_d392e19953
zu	w17_d392e19956
thun	w1_d392e19961
die	w3_d392e19964
Ehre	w5_d392e19967
habe,	w7_d392e19970
ist	w9_d392e19973
weit	w11_d392e19976
unter	w13_d392e19980
dem,	w15_d392e19983
was	w1_d392e19988
Se.	w3_d392e19991
Majest.	w5_d392e19994
in	w7_d392e19997
solchen	w9_d392e20000
Umständen	w11_d392e20003
Kraft	w1_d392e20008
der	w3_d392e20011
Verträge	w5_d392e20014
mit	w7_d392e20017
Necht	w9_d392e20020
verlangen	w11_d392e20023
könnten.	w1_d392e20029
</p>
<p id="p12_d392e20033">
Die	w1_d392e20037
Wachtsamkeit	w3_d392e20040
der	w5_d392e20043
Engländischen	w7_d392e20046
Escadern	w1_d392e20051
hindert	w3_d392e20054
zwar,	w5_d392e20057
daß	w7_d392e20060
die	w9_d392e20063
Kriegs	w11_d392e20066
bedürfnüsse	w1_d392e20071
nicht	w3_d392e20074
offentlich	w5_d392e20077
in	w7_d392e20080
denen	w9_d392e20083
Fran	w11_d392e20086
zösischen	w1_d392e20092
Häfen	w3_d392e20095
einlauffen	w5_d392e20098
dörfen,	w7_d392e20101
und	w9_d392e20104
sie	w11_d392e20107
setzet	w1_d392e20112
diese	w3_d392e20115
Macht	w5_d392e20118
in	w7_d392e20121
die	w9_d392e20124
Nohtwendigkeit,	w11_d392e20127
verborgene	w1_d392e20132
Mittel	w3_d392e20135
zu	w5_d392e20138
suchen,	w7_d392e20141
um	w9_d392e20144
sich	w11_d392e20147
selbi	w13_d392e20151
ge	w1_d392e20156
zu	w3_d392e20159
verschaffen;	w5_d392e20162
dieses	w7_d392e20165
thut	w9_d392e20168
sie	w11_d392e20171
unter	w13_d392e20175
dem	w15_d392e20178
Namen	w1_d392e20184
von	w3_d392e20187
Privat=personen,	w5_d392e20190
die	w7_d392e20193
durch	w9_d392e20196
das	w11_d392e20199
innere	w1_d392e20204
Gewässer	w3_d392e20207
dieses	w5_d392e20210
Landes,	w7_d392e20213
und	w9_d392e20216
durch	w11_d392e20219
die	w1_d392e20224
Holländische	w3_d392e20227
Plätze	w5_d392e20230
bis	w7_d392e20233
Dünkirchen	w9_d392e20236
und	w11_d392e20239
anderwärts	w1_d392e20244
gehen.	w3_d392e20247
</p>
<p id="p14_d392e20250">
Jhre	w1_d392e20254
Hochmögende	w3_d392e20257
werden	w5_d392e20260
sofort	w7_d392e20263
finden,	w9_d392e20266
wie	w1_d392e20271
schädlich	w3_d392e20274
ein	w5_d392e20277
solches	w7_d392e20280
Betragen	w9_d392e20283
dem	w11_d392e20286
Kö	w13_d392e20290
nig	w1_d392e20295
ist,	w3_d392e20298
und	w5_d392e20301
ich	w7_d392e20304
zweifle	w9_d392e20307
keineswegs,	w11_d392e20310
daß	w13_d392e20314
Sie	w15_d392e20317
Jhn	w1_d392e20323
deswegen	w3_d392e20326
zufrieden	w5_d392e20329
stellen	w7_d392e20332
werden,	w9_d392e20335
und	w11_d392e20338
ohne	w1_d392e20343
Verzug	w3_d392e20346
die	w5_d392e20349
Befehle	w7_d392e20352
geben.	w9_d392e20355
</p>
<p id="p20_d392e20368">
Die	w1_d392e20372
neue	w3_d392e20375
Achtung,	w5_d392e20378
welche	w7_d392e20381
Se.	w9_d392e20384
Majest.	w11_d392e20387
für	w1_d392e20392
die	w3_d392e20395
Vorstellungen	w5_d392e20398
Jhrer	w7_d392e20401
Hochmögenden	w9_d392e20404
wegen	w1_d392e20409
der	w3_d392e20412
Ausschweiffung	w5_d392e20415
derer	w7_d392e20418
Engländi	w9_d392e20421
schen	w1_d392e20427
Kaper	w3_d392e20430
gehabt,	w5_d392e20433
da	w7_d392e20436
sie	w9_d392e20439
durch	w11_d392e20442
eine	w13_d392e20446
Par	w15_d392e20449
laments=act	w1_d392e20454
die	w3_d392e20457
Streiffereyen	w5_d392e20460
und	w7_d392e20463
Durch	w9_d392e20466
suchungen	w1_d392e20471
eingeschränkt,	w3_d392e20474
gibt	w5_d392e20477
dem	w7_d392e20480
König	w9_d392e20483
ein	w1_d392e20488
Recht	w3_d392e20491
auf	w5_d392e20494
eine	w7_d392e20497
vollkommene	w9_d392e20500
Gegen	w11_d392e20503
billigkeit.	w1_d392e20509
</p>
<p id="p22_d392e20512">
Die	w1_d392e20516
Handels=städte	w3_d392e20519
ihrer	w5_d392e20522
Provinzen	w7_d392e20525
spühren	w1_d392e20530
schon	w3_d392e20533
den	w5_d392e20536
guten	w7_d392e20539
Erfolg,	w9_d392e20542
und	w11_d392e20545
die	w13_d392e20549
Freyheit	w1_d392e20554
der	w3_d392e20557
Schiffahrt,	w5_d392e20560
die	w7_d392e20563
ihre	w9_d392e20566
Untertha	w11_d392e20569
nen	w1_d392e20575
mitten	w3_d392e20578
unter	w5_d392e20581
denen	w7_d392e20584
Unruhen	w9_d392e20587
von	w11_d392e20590
Euro	w13_d392e20594
pa	w1_d392e20599
geniessen,	w3_d392e20602
hat	w5_d392e20605
ihre	w7_d392e20608
Handlung	w9_d392e20611
gegen	w11_d392e20614
die	w13_d392e20618
vorige	w1_d392e20623
Jahre	w3_d392e20626
stark	w5_d392e20629
vermehret.	w7_d392e20632
Eine	w9_d392e20635
so	w11_d392e20638
ge	w13_d392e20642
gründete	w1_d392e20647
Probe	w3_d392e20650
der	w5_d392e20653
Freundschaft,	w7_d392e20656
und	w9_d392e20659
die	w11_d392e20662
Mäßigung	w1_d392e20668
von	w3_d392e20671
Seiten	w5_d392e20674
des	w7_d392e20677
Königs,	w9_d392e20680
verdie	w11_d392e20683
net	w1_d392e20688
eine	w3_d392e20691
Vergeltung.	w5_d392e20694
Wenigstens	w7_d392e20697
darf	w9_d392e20700
de	w11_d392e20703
nen	w1_d392e20708
Kauf=leuten	w3_d392e20711
nicht	w5_d392e20714
erlaubet	w7_d392e20717
werden,	w9_d392e20720
da	w11_d392e20723
sie	w1_d392e20728
so	w3_d392e20731
geschwind	w5_d392e20734
waren,	w7_d392e20737
sich	w9_d392e20740
über	w11_d392e20743
England	w13_d392e20747
zu	w1_d392e20753
beklagen,	w3_d392e20756
in	w5_d392e20759
Vergehungen	w7_d392e20762
zu	w9_d392e20765
verfallen,	w11_d392e20768
welche	w1_d392e20773
die	w3_d392e20776
schärfeste	w5_d392e20779
Untersuchung	w7_d392e20782
ihres	w9_d392e20785
Be	w11_d392e20788
tragens	w1_d392e20793
hätte	w3_d392e20796
rechtfertigen	w5_d392e20799
können.	w7_d392e20802
Seine	w9_d392e20805
Maj.	w1_d392e20810
zweifeln	w3_d392e20813
daher	w5_d392e20816
nicht,	w7_d392e20819
daß	w9_d392e20822
Jhre	w11_d392e20825
Hoch	w13_d392e20829
mögende	w1_d392e20835
hierauf	w3_d392e20838
alle	w5_d392e20841
mögliche	w7_d392e20844
Achtung	w9_d392e20847
ha	w11_d392e20850
ben	w1_d392e20855
werden.	w3_d392e20858
</p>
<p id="p24_d392e20862">
Es	w1_d392e20866
seye	w3_d392e20869
mir	w5_d392e20872
erlaubt,	w7_d392e20875
Edle	w9_d392e20878
und	w11_d392e20881
Hochmö	w13_d392e20885
gende	w1_d392e20890
Herren	w3_d392e20893
ihnen	w5_d392e20896
zu	w7_d392e20899
erinneren,	w9_d392e20902
daß	w11_d392e20905
in	w13_d392e20909
gegenwärtigem	w1_d392e20914
Kriege	w3_d392e20917
sich	w5_d392e20920
der	w7_d392e20923
König	w9_d392e20926
durch	w11_d392e20929
mich,	w1_d392e20935
und	w3_d392e20938
durch	w5_d392e20941
Dero	w7_d392e20944
Minister	w9_d392e20947
sehr	w11_d392e20950
öfters	w13_d392e20954
an	w1_d392e20959
Dieselbe	w3_d392e20962
gewendet,	w5_d392e20965
wegen	w7_d392e20968
der	w9_d392e20971
Transporte	w11_d392e20974
für	w1_d392e20979
Frankreich	w3_d392e20982
durch	w5_d392e20985
die	w7_d392e20988
Festungen	w9_d392e20991
der	w11_d392e20994
Re	w13_d392e20998
public.	w1_d392e21003
Haben	w3_d392e21006
Se.	w5_d392e21009
Maj.	w7_d392e21012
verschiedene	w9_d392e21015
die	w11_d392e21018
ser	w1_d392e21024
Gefälligkeiten	w3_d392e21027
für	w5_d392e21030
Dero	w7_d392e21033
Feinde	w9_d392e21036
mit	w11_d392e21039
Still=schweigen	w1_d392e21044
übertragen,	w3_d392e21047
so	w5_d392e21050
sind	w7_d392e21053
sie	w9_d392e21056
ih	w11_d392e21059
nen	w1_d392e21064
doch	w3_d392e21067
empfindlich	w5_d392e21070
gefallen.	w7_d392e21073
Sie	w9_d392e21076
haben	w11_d392e21079
lieber	w1_d392e21084
selbst	w3_d392e21087
leiden,	w5_d392e21090
als	w7_d392e21093
die	w9_d392e21096
Unruhe	w11_d392e21099
Dero	w13_d392e21103
Nachbarn	w1_d392e21109
vermehren,	w3_d392e21112
oder	w5_d392e21115
das	w7_d392e21118
Kriegs	w9_d392e21121
feuer	w1_d392e21126
weiter	w3_d392e21129
verbreiten	w5_d392e21132
wollen.	w7_d392e21135
</p>
<p id="p26_d392e21138">
Jn	w1_d392e21142
mehr	w3_d392e21145
als	w5_d392e21148
einer	w7_d392e21151
Gelegenheit	w9_d392e21154
hat	w11_d392e21157
sich	w13_d392e21161
der	w1_d392e21166
Wiener=hof	w3_d392e21169
bey	w5_d392e21172
Jhren	w7_d392e21175
Hochmögenden	w9_d392e21178
verwendet,	w1_d392e21183
und	w3_d392e21186
unter	w5_d392e21189
seinem	w7_d392e21192
Namen	w9_d392e21195
Kriegs	w11_d392e21198
und	w1_d392e21204
Mund=provisionen	w3_d392e21207
für	w5_d392e21210
die	w7_d392e21213
Franzosen,	w9_d392e21216
</p>
<p id="p28_d392e21219">
unter	w1_d392e21223
dem	w3_d392e21226
Vorwand	w5_d392e21229
des	w7_d392e21232
Barriertractats	w9_d392e21235
paßiren	w1_d392e21240
lassen,	w3_d392e21243
welcher	w5_d392e21246
doch	w7_d392e21249
niemals	w9_d392e21252
gemacht	w11_d392e21255
worden,	w1_d392e21260
um	w3_d392e21263
Frankreich	w5_d392e21266
gegen	w7_d392e21269
Großbrit	w9_d392e21272
tannien	w1_d392e21278
zu	w3_d392e21281
dienen.	w5_d392e21284
</p>
<p id="p30_d392e21287">
Der	w1_d392e21291
unterzeichnete	w3_d392e21294
schmeichlet	w5_d392e21297
sich,	w7_d392e21300
daß	w9_d392e21303
die	w11_d392e21306
Billigkeit	w1_d392e21311
Jhrer	w3_d392e21314
Hochmögenden,	w5_d392e21317
und	w7_d392e21320
die	w9_d392e21323
Achtung,	w1_d392e21328
die	w3_d392e21331
sie	w5_d392e21334
für	w7_d392e21337
den	w9_d392e21340
König	w11_d392e21343
seinen	w13_d392e21347
Herrn	w15_d392e21350
Herrn	w1_d392e21356
haben,	w3_d392e21359
ihn	w5_d392e21362
bald	w7_d392e21365
in	w9_d392e21368
Stand	w11_d392e21371
setzen	w13_d392e21375
werden,	w1_d392e21380
Se.	w3_d392e21383
Majest.	w5_d392e21386
zu	w7_d392e21389
befriedigen,	w9_d392e21392
und	w11_d392e21395
daß	w1_d392e21400
Sie	w3_d392e21403
solche	w5_d392e21406
Maas=reguln	w7_d392e21409
nehmen,	w9_d392e21412
daß	w11_d392e21415
kein	w1_d392e21420
Privat=gewiß	w3_d392e21423
hervor	w5_d392e21426
leuchte,	w7_d392e21429
welcher	w9_d392e21432
der	w11_d392e21435
Sache	w1_d392e21441
des	w3_d392e21444
Königs,	w5_d392e21447
und	w7_d392e21450
denen	w9_d392e21453
beyderseitigen	w11_d392e21456
Tractaten	w1_d392e21461
nachtheilig	w3_d392e21464
seye.	w5_d392e21467
</p>
<head id="h2_d392e21473">
Joseph	w1_d392e21477
Vork.	w3_d392e21480
</head>
<p id="p4_d392e21483">
Von	w1_d392e21487
der	w3_d392e21490
N.	w5_d392e21493
Oe.	w7_d392e21496
Regierung	w9_d392e21499
wegen,	w11_d392e21502
wird	w13_d392e21506
mit	w15_d392e21509
gegenwärtig=offenen	w1_d392e21514
Edict	w3_d392e21517
der	w5_d392e21520
Antonia	w7_d392e21523
Kaise	w9_d392e21526
rin,	w1_d392e21531
weil.	w3_d392e21534
Peter	w5_d392e21537
Joseph	w7_d392e21540
Kaiser,	w9_d392e21543
gewest=Kaiserl.	w11_d392e21546
Königl.	w1_d392e21552
Hof=kriegs=canzley=verwandten	w3_d392e21555
ruckge	w5_d392e21558
lassenen	w1_d392e21563
Wittib;	w3_d392e21566
dann	w5_d392e21569
denen	w7_d392e21572
Kaiserischen	w9_d392e21575
Lid	w11_d392e21578
löhnern	w1_d392e21583
benanntlich:	w3_d392e21586
Magdalena	w5_d392e21589
Blumin,	w7_d392e21592
An	w9_d392e21595
na	w1_d392e21600
Maria	w3_d392e21603
Grueberin,	w5_d392e21606
und	w7_d392e21609
Mathias	w9_d392e21612
Mether,	w11_d392e21615
kund	w1_d392e21621
und	w3_d392e21624
zu	w5_d392e21627
wissen	w7_d392e21630
gemacht:	w9_d392e21633
Es	w11_d392e21636
habe	w13_d392e21640
Regie	w15_d392e21643
rung	w1_d392e21648
ex	w3_d392e21651
officio	w5_d392e21654
verordnet,	w7_d392e21657
zu	w9_d392e21660
dermal=einstiger	w11_d392e21663
Zu	w1_d392e21668
Ende=bringung	w3_d392e21671
der	w5_d392e21674
Peter	w7_d392e21677
Joseph	w9_d392e21680
Kaiserischen	w11_d392e21683
Cridä=handlung	w1_d392e21688
oberwehnt=Kaiserliche	w3_d392e21691
Credito	w5_d392e21694
res	w1_d392e21700
zu	w3_d392e21703
Prästirung	w5_d392e21706
desjenigen,	w7_d392e21709
was	w9_d392e21712
jedwederen	w11_d392e21715
von	w1_d392e21720
ihnen	w3_d392e21723
in	w5_d392e21726
dem	w7_d392e21729
annoch	w9_d392e21732
bey	w11_d392e21735
dem	w13_d392e21739
vormaligen	w15_d392e21742
Obrist=hof=gericht	w1_d392e21747
ergangenen	w3_d392e21750
Peter	w5_d392e21753
Joseph	w7_d392e21756
Kai	w9_d392e21759
serischen	w1_d392e21764
Cridä=abschied	w3_d392e21767
aufgetragen	w5_d392e21770
worden	w7_d392e21773
mithin	w1_d392e21779
zu	w3_d392e21782
vollständiger	w5_d392e21785
Liquidirung	w7_d392e21788
ihrer	w9_d392e21791
bey	w11_d392e21794
so	w13_d392e21798
thaner	w1_d392e21803
Cridä=massa	w3_d392e21806
angemeldt=auch	w5_d392e21809
der	w7_d392e21812
Ord	w9_d392e21815
nung	w1_d392e21820
nach	w3_d392e21823
claßificirten	w5_d392e21826
Forderungen	w7_d392e21829
einzuberuf	w9_d392e21832
fen,	w1_d392e21837
zu	w3_d392e21840
welciem	w5_d392e21843
Ende	w7_d392e21846
dann	w9_d392e21849
denenselben	w11_d392e21852
der	w13_d392e21856
19.	w15_d392e21859
Tag	w1_d392e21865
des	w3_d392e21868
künftigen	w5_d392e21871
Monats	w7_d392e21874
Decembrie	w9_d392e21877
Nachmit	w11_d392e21880
tags	w1_d392e21885
um	w3_d392e21888
4	w5_d392e21891
Uhr	w7_d392e21894
präcise	w9_d392e21897
zur	w11_d392e21900
behörigen,	w13_d392e21904
und	w15_d392e21907
zwar	w17_d392e21910
peremptorischen	w1_d392e21915
Liquidirungs=tagsatzung	w3_d392e21918
anberau	w5_d392e21921
met	w1_d392e21926
worden	w3_d392e21929
ist.	w5_d392e21932
Solchemnach	w7_d392e21935
werden	w9_d392e21938
obbenann	w11_d392e21941
te	w1_d392e21947
in	w3_d392e21950
dem	w5_d392e21953
Peter	w7_d392e21956
Joseph	w9_d392e21959
Kaiserischen	w11_d392e21962
Tridäab	w13_d392e21966
schied	w1_d392e21971
einkommende	w3_d392e21974
Creditores,	w5_d392e21977
allenfalls	w7_d392e21980
deren	w9_d392e21983
selben	w1_d392e21988
Erben,	w3_d392e21991
Ceßionarien,	w5_d392e21994
oder	w7_d392e21997
sonsten	w9_d392e22000
Theil	w11_d392e22003
nehmende	w1_d392e22008
an	w3_d392e22011
obbesagten	w5_d392e22014
Tag	w7_d392e22017
und	w9_d392e22020
Stund	w11_d392e22023
vor	w13_d392e22027
dem	w1_d392e22033
aus	w3_d392e22036
Regierung	w5_d392e22039
in	w7_d392e22042
Concurs=sachen	w9_d392e22045
aufgestell	w11_d392e22048
ten	w1_d392e22053
Pleno,	w3_d392e22056
entweder	w5_d392e22059
selbst	w7_d392e22062
persönlich,	w9_d392e22065
oder	w11_d392e22068
durch	w13_d392e22072
hierzu	w1_d392e22077
genugsam	w3_d392e22080
bevollmächtigte	w5_d392e22083
Gewalt=tragere	w7_d392e22086
also	w1_d392e22091
gewiß	w3_d392e22094
zu	w5_d392e22097
erscheinen;	w7_d392e22100
und	w9_d392e22103
jenes,	w11_d392e22106
was	w13_d392e22110
seb	w15_d392e22113
wederen	w1_d392e22119
von	w3_d392e22122
ihnen	w5_d392e22125
in	w7_d392e22128
obgedacht=Peter	w9_d392e22131
Joseph	w11_d392e22134
Kaiserischen	w1_d392e22139
Cridä=abschied	w3_d392e22142
zu	w5_d392e22145
vollständiger	w7_d392e22148
Li	w9_d392e22151
quidirung	w1_d392e22156
ihrer	w3_d392e22159
an	w5_d392e22162
solche	w7_d392e22165
Crida=massa	w9_d392e22168
angemeldt	w11_d392e22171
auch	w1_d392e22176
behörig	w3_d392e22179
claßificirten	w5_d392e22182
Forderungen	w7_d392e22185
aufgetra	w9_d392e22188
gen	w1_d392e22194
worden,	w3_d392e22197
der	w5_d392e22200
Ordnung	w7_d392e22203
nach	w9_d392e22206
zu	w11_d392e22209
