<doc id="wr_1759-05-16" attrs="word" year="1759" month="05" day="16" corpus="2">
<head id="h2_d348e3882">
Danzig	w1_d348e3886
seinem	w1_d348e18435
Curaudo	w3_d348e18438
angefallen	w5_d348e18441
setze;	w7_d348e18444
diesemnach	w9_d348e18447
ge	w11_d348e18450
horsamst	w1_d348e18455
gebetten,	w3_d348e18458
ich	w5_d348e18461
gerubete	w7_d348e18464
diese	w9_d348e18467
Poßten	w11_d348e18470
bey	w13_d348e18474
dem	w1_d348e18479
Weisbotten	w3_d348e18482
mit	w5_d348e18485
binwiederum	w7_d348e18488
ex	w9_d348e18491
officio	w11_d348e18494
kaf	w13_d348e18498
siren	w1_d348e18503
zu	w3_d348e18506
lassen;	w5_d348e18509
wann	w7_d348e18512
nun	w9_d348e18515
hierinfalls	w11_d348e18518
das	w13_d348e18522
Frat	w15_d348e18525
mie	w17_d348e18528
Der	w1_d348e18534
endien	w3_d348e18537
dem	w5_d348e18540
dincet	w7_d348e18543
nerden,	w9_d348e18546
anddekedden	w11_d348e18549
ratori	w1_d348e18554
aber	w3_d348e18557
euer	w5_d348e18560
Aufenthalt	w7_d348e18563
unwissend	w9_d348e18566
ist;	w11_d348e18569
als	w13_d348e18573
ted	w1_d348e18578
Meh	w3_d348e18581
egadeeregendene	w5_d348e18584
Cetheoerg	w7_d348e18587
/	w9_d348e18590
deet	w11_d348e18593
d	w13_d348e18597
ctaliter	w1_d348e18602
intimiret.	w3_d348e18605
Wien	w5_d348e18608
den	w7_d348e18611
5.	w9_d348e18614
Mart.	w11_d348e18617
1759.	w13_d348e18621
An	w1_d348e18627
</p>
<head id="h2_d348e18725">
Stralsund	w1_d348e18729
27.	w3_d348e18732
April.	w5_d348e18735
</head>
<p id="p4_d348e18738">
Von	w1_d348e18742
der	w3_d348e18745
Belagerung	w5_d348e18748
der	w7_d348e18751
Penamünder	w9_d348e18754
schanze	w1_d348e18759
seynd	w3_d348e18762
nunmehro	w5_d348e18765
nachstehende	w7_d348e18768
genauere	w1_d348e18773
Umstände	w3_d348e18776
bekannt	w5_d348e18779
worden:	w7_d348e18782
</p>
<p id="p6_d348e18785">
„Am	w1_d348e18789
8ten	w3_d348e18792
dieses	w5_d348e18795
ward	w7_d348e18798
die	w9_d348e18801
Schanze	w11_d348e18804
auf	w13_d348e18808
gefordert,	w1_d348e18813
und	w3_d348e18816
der	w5_d348e18819
Besatzung	w7_d348e18822
der	w9_d348e18825
freye	w11_d348e18828
Ab	w13_d348e18832
zug	w1_d348e18837
angeboten;	w3_d348e18840
von	w5_d348e18843
dem	w7_d348e18846
darinn	w9_d348e18849
comman	w11_d348e18852
direnden	w1_d348e18858
Hrn.	w3_d348e18861
Capitain	w5_d348e18864
Rööck	w7_d348e18867
aber	w9_d348e18870
geant	w11_d348e18873
wortet,	w1_d348e18878
daß	w3_d348e18881
er	w5_d348e18884
solche	w7_d348e18887
bis	w9_d348e18890
aufs	w11_d348e18893
äusserste	w13_d348e18897
zu	w15_d348e18900
vertheidigen	w1_d348e18905
befehliget	w3_d348e18908
wäre.	w5_d348e18911
Dieses	w7_d348e18914
hat	w9_d348e18917
derselbe	w1_d348e18922
auch	w3_d348e18925
mit	w5_d348e18928
so	w7_d348e18931
vielem	w9_d348e18934
Mut	w11_d348e18937
und	w13_d348e18941
Vor	w15_d348e18944
sicht,	w1_d348e18950
als	w3_d348e18953
man	w5_d348e18956
von	w7_d348e18959
einem	w9_d348e18962
brafen	w11_d348e18965
Officier	w13_d348e18969
er	w15_d348e18972
warten	w1_d348e18977
kan,	w3_d348e18980
wie	w5_d348e18983
solches	w7_d348e18986
selbst	w9_d348e18989
feindlicher	w11_d348e18992
Seits	w1_d348e18997
bezeuget	w3_d348e19000
wird,	w5_d348e19003
bewerkstelliget.	w7_d348e19006
Die	w9_d348e19009
feindliche	w1_d348e19014
Batterien	w3_d348e19017
seynd	w5_d348e19020
ungefähr	w7_d348e19023
mit	w9_d348e19026
40.	w1_d348e19032
Canonen	w3_d348e19035
und	w5_d348e19038
Mörsern	w7_d348e19041
besetzt	w9_d348e19044
gewesen,	w11_d348e19047
woraus	w1_d348e19052
die	w3_d348e19055
Schanze	w5_d348e19058
mit	w7_d348e19061
der	w9_d348e19064
grösten	w11_d348e19067
Hef	w13_d348e19071
tigkeit	w1_d348e19076
beschossen	w3_d348e19079
worden.	w5_d348e19082
Am	w7_d348e19085
9ten	w9_d348e19088
ge	w11_d348e19091
schahen	w1_d348e19096
allein	w3_d348e19099
auf	w5_d348e19102
selbige	w7_d348e19105
800.	w9_d348e19108
Canonen	w11_d348e19111
schüsse	w1_d348e19117
und	w3_d348e19120
240.	w5_d348e19123
Bomben=würfe.	w7_d348e19126
Eine	w9_d348e19129
Feuer=kugel	w1_d348e19134
traf	w3_d348e19137
in	w5_d348e19140
ein	w7_d348e19143
kleines	w9_d348e19146
Pulferma	w11_d348e19149
gazin,	w1_d348e19154
wodurch	w3_d348e19157
eine	w5_d348e19160
Bresche	w7_d348e19163
von	w9_d348e19166
3.	w11_d348e19169
Faden	w13_d348e19173
in	w1_d348e19178
dem	w3_d348e19181
Wall	w5_d348e19184
gemacht,	w7_d348e19187
und	w9_d348e19190
2.	w11_d348e19193
Batterien	w13_d348e19197
ruiniret,	w1_d348e19203
jedoch	w3_d348e19206
die	w5_d348e19209
Nacht	w7_d348e19212
über	w9_d348e19215
nach	w11_d348e19218
Mö	w13_d348e19222
glichkeit	w1_d348e19227
wieder	w3_d348e19230
hergestellet	w5_d348e19233
wurden.	w7_d348e19236
Ob	w9_d348e19239
nun	w1_d348e19244
gleich	w3_d348e19247
die	w5_d348e19250
Gebäude	w7_d348e19253
zu	w9_d348e19256
Grunde	w11_d348e19259
gerich	w13_d348e19263
tet,	w1_d348e19268
und	w3_d348e19271
die	w5_d348e19274
Wälle	w7_d348e19277
durchwühlet	w9_d348e19280
waren,	w11_d348e19283
so	w1_d348e19289
erwieß	w3_d348e19292
der	w5_d348e19295
Commandant	w7_d348e19298
doch	w9_d348e19301
alle	w11_d348e19304
Con	w13_d348e19308
tenanee,	w1_d348e19313
und	w3_d348e19316
beantwortete	w5_d348e19319
das	w7_d348e19322
feindliche	w9_d348e19325
Feuer	w1_d348e19330
auf	w3_d348e19333
gleiche	w5_d348e19336
Weise.	w7_d348e19339
Am	w9_d348e19342
10.	w11_d348e19345
gegen	w13_d348e19349
Abend	w1_d348e19354
aber	w3_d348e19357
siele	w5_d348e19360
eine	w7_d348e19363
Bömbe	w9_d348e19366
in	w11_d348e19369
ein	w13_d348e19373
kleines,	w15_d348e19376
und	w1_d348e19382
bald	w3_d348e19385
darauf	w5_d348e19388
eine	w7_d348e19391
andere	w9_d348e19394
in	w11_d348e19397
ein	w13_d348e19401
grösse	w15_d348e19404
res	w1_d348e19409
Pulfer=magazin,	w3_d348e19412
wodurch	w5_d348e19415
in	w7_d348e19418
der	w9_d348e19421
Schan	w11_d348e19424
ze	w1_d348e19429
ein	w3_d348e19432
so	w5_d348e19435
heftiges	w7_d348e19438
Feuer	w9_d348e19441
entzündet	w11_d348e19444
worden,	w13_d348e19448
daß	w1_d348e19453
die	w3_d348e19456
längere	w5_d348e19459
Vertheidigung	w7_d348e19462
unmöglich,	w9_d348e19465
und	w1_d348e19471
daher	w3_d348e19474
die	w5_d348e19477
Besatzung	w7_d348e19480
zu	w9_d348e19483
capituliren,	w11_d348e19486
und	w13_d348e19490
sch	w1_d348e19495
zu	w3_d348e19498
Kriegs=gefangenen	w5_d348e19501
zu	w7_d348e19504
ergeben,	w9_d348e19507
genöh	w11_d348e19510
</p>
<p id="p8_d348e19513">
tiget	w1_d348e19517
gewesen.	w3_d348e19520
Die	w5_d348e19523
Schanze	w7_d348e19526
solle	w9_d348e19529
die	w11_d348e19532
ganze	w1_d348e19537
Nacht	w3_d348e19540
über,	w5_d348e19543
und	w7_d348e19546
noch	w9_d348e19549
bis	w11_d348e19552
am	w13_d348e19556
Mit	w15_d348e19559
tag	w1_d348e19564
des	w3_d348e19567
folgenden	w5_d348e19570
Tages	w7_d348e19573
in	w9_d348e19576
Feuer	w11_d348e19579
gestan	w13_d348e19583
den	w1_d348e19589
haben,	w3_d348e19592
und	w5_d348e19595
aller	w7_d348e19598
Pulfer=vorrat	w9_d348e19601
nebst	w11_d348e19604
denen	w1_d348e19609
Bomben	w3_d348e19612
in	w5_d348e19615
die	w7_d348e19618
Luft	w9_d348e19621
geflogen	w11_d348e19624
seyn.	w13_d348e19628
Durch	w1_d348e19633
das	w3_d348e19636
feindliche	w5_d348e19639
Geschütz	w7_d348e19642
hat	w9_d348e19645
die	w11_d348e19648
Be	w13_d348e19652
satzung	w1_d348e19657
nur	w3_d348e19660
2.	w5_d348e19663
Mann	w7_d348e19666
Todte,	w9_d348e19669
und	w11_d348e19672
2.	w13_d348e19676
Bles	w15_d348e19679
sirte	w1_d348e19685
bekommen,	w3_d348e19688
und	w5_d348e19691
beym	w7_d348e19694
Auf=fliegen	w9_d348e19697
des	w11_d348e19700
Pulfers	w1_d348e19705
seynd	w3_d348e19708
einige	w5_d348e19711
30.	w7_d348e19714
geblieben,	w9_d348e19717
und	w11_d348e19720
be	w13_d348e19724
schädiget	w1_d348e19729
worden.	w3_d348e19732
Von	w5_d348e19735
dem	w7_d348e19738
feindlichen	w9_d348e19741
Verlust	w1_d348e19746
aber	w3_d348e19749
ist	w5_d348e19752
bishero	w7_d348e19755
noch	w9_d348e19758
nichts	w11_d348e19761
Zuver	w13_d348e19765
läßiges	w1_d348e19771
bekannt	w3_d348e19774
worden.„	w5_d348e19777
</p>
<head id="h2_d348e19783">
Paris	w1_d348e19787
8.	w3_d348e19790
May.	w5_d348e19793
</head>
<p id="p4_d348e19796">
Alhier	w1_d348e19800
hat	w3_d348e19803
man	w5_d348e19806
folgende	w7_d348e19809
Zeitung	w9_d348e19812
erhal	w11_d348e19815
ten:	w1_d348e19820
</p>
<head id="h2_d348e19827">
Extract=schreiben	w1_d348e19831
aus	w3_d348e19834
Neu=orleans	w5_d348e19837
vom	w7_d348e19840
15.	w1_d348e19845
Decemb.	w3_d348e19848
1758.	w5_d348e19851
</head>
<p id="p4_d348e19854">
Es	w1_d348e19858
ist	w3_d348e19861
nur	w5_d348e19864
erst	w7_d348e19867
seit	w9_d348e19870
kurzem,	w11_d348e19873
daß	w13_d348e19877
wir	w15_d348e19880
von	w17_d348e19883
denen	w1_d348e19888
wahrhaften	w3_d348e19891
Umständen	w5_d348e19894
der	w7_d348e19897
Eroberung	w9_d348e19900
des	w1_d348e19905
Forts	w3_d348e19908
du	w5_d348e19911
Quesne	w7_d348e19914
durch	w9_d348e19917
die	w11_d348e19920
Engländer	w13_d348e19924
benachrichtiget	w1_d348e19930
worden	w3_d348e19933
seynd.	w5_d348e19936
Mit	w7_d348e19939
An	w9_d348e19942
fang	w1_d348e19947
der	w3_d348e19950
letzteren	w5_d348e19953
Campagne	w7_d348e19956
hatte	w9_d348e19959
der	w11_d348e19962
General	w1_d348e19967
Forbes	w3_d348e19970
an	w5_d348e19973
der	w7_d348e19976
Spitze	w9_d348e19979
eines	w11_d348e19982
Corps	w13_d348e19986
von	w1_d348e19991
10000.	w3_d348e19994
Mann	w5_d348e19997
sich	w7_d348e20000
in	w9_d348e20003
Bewegung	w11_d348e20006
ge	w13_d348e20010
setzet,	w1_d348e20016
dieses	w3_d348e20019
Fort	w5_d348e20022
anzugreiffen,	w7_d348e20025
da	w9_d348e20028
aber	w11_d348e20031
verschiedene	w1_d348e20036
Zufälle	w3_d348e20039
ihn	w5_d348e20042
in	w7_d348e20045
seinem	w9_d348e20048
Marsch	w11_d348e20051
aufgehalten,	w1_d348e20056
so	w3_d348e20059
ware	w5_d348e20062
es	w7_d348e20065
erst	w9_d348e20068
gegen	w11_d348e20071
das	w13_d348e20075
En	w15_d348e20078
de	w1_d348e20083
Augusts,	w3_d348e20086
daß	w5_d348e20089
die	w7_d348e20092
Besatzung	w9_d348e20095
des	w11_d348e20098
Forts	w13_d348e20102
du	w1_d348e20108
Quesne	w3_d348e20111
von	w5_d348e20114
der	w7_d348e20117
Anruckung	w9_d348e20120
dieser	w11_d348e20123
Ar	w13_d348e20127
mee	w1_d348e20132
informiret	w3_d348e20135
worden,	w5_d348e20138
die	w7_d348e20141
auch	w9_d348e20144
würklich	w11_d348e20147
damals	w1_d348e20152
nur	w3_d348e20155
15.	w5_d348e20158
Meilen	w7_d348e20161
davon	w9_d348e20164
entfernet	w11_d348e20167
ware.	w1_d348e20172
Am	w3_d348e20175
14.	w5_d348e20178
Septemb.	w7_d348e20181
erschiene	w9_d348e20184
der	w11_d348e20187
Obriste	w1_d348e20193
von	w3_d348e20196
Greent	w5_d348e20199
vor	w7_d348e20202
dem	w9_d348e20205
Fort	w11_d348e20208
mit	w13_d348e20212
ei	w15_d348e20215
nem	w1_d348e20220
Detaschement	w3_d348e20223
von	w5_d348e20226
900.	w7_d348e20229
Mann.	w9_d348e20232
Das	w11_d348e20235
Commando	w1_d348e20240
über	w3_d348e20243
die	w5_d348e20246
Französische	w7_d348e20249
Trupen	w9_d348e20252
aber,	w1_d348e20257
die	w3_d348e20260
400.	w5_d348e20263
Mann	w7_d348e20266
ausmachten,	w9_d348e20269
hatte	w11_d348e20272
der	w1_d348e20278
Capitain	w3_d348e20281
Aubet.	w5_d348e20284
Da	w7_d348e20287
nun	w9_d348e20290
dieser	w11_d348e20293
Of	w13_d348e20297
</p>
<p id="p10_d348e20310">
ficier	w1_d348e20314
wol	w3_d348e20317
wuste,	w5_d348e20320
daß	w7_d348e20323
das	w9_d348e20326
Gros	w11_d348e20329
der	w13_d348e20333
ländischen	w1_d348e20338
Armee	w3_d348e20341
im	w5_d348e20344
Begrif	w7_d348e20347
stunde,	w9_d348e20350
mit	w11_d348e20353
dem	w1_d348e20358
Delaschement	w3_d348e20361
des	w5_d348e20364
Hrn.	w7_d348e20367
Greent	w9_d348e20370
sich	w11_d348e20373
zu	w13_d348e20377
conjungiren,	w1_d348e20383
so	w3_d348e20386
suchte	w5_d348e20389
er	w7_d348e20392
diese	w9_d348e20395
Conjunction	w11_d348e20398
zu	w1_d348e20403
verhindern.	w3_d348e20406
Er	w5_d348e20409
zoge	w7_d348e20412
sich	w9_d348e20415
demnach	w11_d348e20418
mit	w13_d348e20422
seinen	w1_d348e20427
wenigen	w3_d348e20430
Trupen	w5_d348e20433
aus	w7_d348e20436
dem	w9_d348e20439
Fort	w11_d348e20442
heraus,	w13_d348e20446
und	w1_d348e20451
attaquirte	w3_d348e20454
das	w5_d348e20457
Engländische	w7_d348e20460
Detasche	w9_d348e20463
ment,	w1_d348e20469
drunge	w3_d348e20472
auch,	w5_d348e20475
einer	w7_d348e20478
feindlichen	w9_d348e20481
Chargi	w11_d348e20484
rung	w1_d348e20489
ungeachtet,	w3_d348e20492
mit	w5_d348e20495
solcher	w7_d348e20498
Wut	w9_d348e20501
in	w11_d348e20504
die	w13_d348e20508
Fein	w15_d348e20511
de	w1_d348e20516
hinein,	w3_d348e20519
daß	w5_d348e20522
300.	w7_d348e20525
Mann	w9_d348e20528
todt	w11_d348e20531
bliben,	w13_d348e20535
und	w15_d348e20538
200.	w1_d348e20543
gefangen	w3_d348e20546
worden	w5_d348e20549
seynd.	w7_d348e20552
Dieses	w9_d348e20555
ausser	w11_d348e20558
ordentlichen	w1_d348e20564
Glückes	w3_d348e20567
ungeachtet	w5_d348e20570
sahe	w7_d348e20573
bey	w9_d348e20576
An	w11_d348e20579
ruckung	w1_d348e20584
der	w3_d348e20587
Engländischen	w5_d348e20590
Armee	w7_d348e20593
die	w9_d348e20596
Gar	w11_d348e20599
nison	w1_d348e20604
sich	w3_d348e20607
gezwungen,	w5_d348e20610
das	w7_d348e20613
Fort,	w9_d348e20616
so	w11_d348e20619
sie	w13_d348e20623
wider	w15_d348e20626
eine	w1_d348e20631
dergleichen	w3_d348e20634
Uebermacht	w5_d348e20637
nicht	w7_d348e20640
vertheidi	w9_d348e20643
gen	w1_d348e20649
konnte,	w3_d348e20652
zu	w5_d348e20655
verlassen;	w7_d348e20658
doch	w9_d348e20661
nahme	w11_d348e20664
sie	w13_d348e20668
sich	w1_d348e20673
vorhero	w3_d348e20676
noch	w5_d348e20679
Zeit,	w7_d348e20682
die	w9_d348e20685
Munition	w11_d348e20688
weg	w13_d348e20692
zuführen,	w1_d348e20697
und	w3_d348e20700
alle	w5_d348e20703
Werke	w7_d348e20706
zu	w9_d348e20709
verderben.	w11_d348e20712
Der	w1_d348e20717
Zuruck=zug	w3_d348e20720
geschahe	w5_d348e20723
darauf	w7_d348e20726
in	w9_d348e20729
der	w11_d348e20732
be	w13_d348e20736
sten	w1_d348e20742
Ordnung,	w3_d348e20745
und	w5_d348e20748
diese	w7_d348e20751
wenige	w9_d348e20754
Mannschaft	w11_d348e20757
hatte,	w1_d348e20762
ob	w3_d348e20765
sie	w5_d348e20768
gleich	w7_d348e20771
einige	w9_d348e20774
Zeit	w11_d348e20777
von	w13_d348e20781
denen	w15_d348e20784
Engländern	w1_d348e20789
verfolget	w3_d348e20792
worden,	w5_d348e20795
das	w7_d348e20798
Glück,	w9_d348e20801
bey	w1_d348e20806
denen	w3_d348e20809
Jllinesern	w5_d348e20812
anzulangen,	w7_d348e20815
ohne	w9_d348e20818
et	w11_d348e20821
was	w1_d348e20827
verloren	w3_d348e20830
zu	w5_d348e20833
haben.	w7_d348e20836
</p>
<p id="p12_d348e20840">
Von	w1_d348e20844
N.	w3_d348e20847
Burger=meister	w5_d348e20850
Richter	w7_d348e20853
und	w9_d348e20856
Raht,	w11_d348e20859
der	w13_d348e20863
N.	w1_d348e20868
Oe.	w3_d348e20871
Landesfürstlichen	w5_d348e20874
Stadt	w7_d348e20877
Laa,	w9_d348e20880
in	w11_d348e20883
Nieder	w13_d348e20887
Oesterreich,	w1_d348e20892
wird	w3_d348e20895
hiemit	w5_d348e20898
jedermänniglich	w7_d348e20901
kund	w9_d348e20904
und	w1_d348e20910
zu	w3_d348e20913
wissen	w5_d348e20916
gemacht:	w7_d348e20919
was	w9_d348e20922
gestalten	w11_d348e20925
das	w13_d348e20929
hiesig	w15_d348e20932
gemeiner	w1_d348e20937
Stadt	w3_d348e20940
angehörige	w5_d348e20943
Bräu=haus,	w7_d348e20946
mehrma	w9_d348e20949
len	w1_d348e20954
auf	w3_d348e20957
3.	w5_d348e20960
Jahre	w7_d348e20963
Licitations=weise	w9_d348e20966
in	w11_d348e20969
Bestand	w13_d348e20973
zu	w15_d348e20976
verlassen	w1_d348e20981
seye;	w3_d348e20984
nachdeme	w5_d348e20987
nun	w7_d348e20990
hierzu	w9_d348e20993
der	w11_d348e20996
8.	w13_d348e21000
des	w15_d348e21003
nächstkommenden	w1_d348e21009
Monats	w3_d348e21012
Junii	w5_d348e21015
bestimmet	w7_d348e21018
ist	w9_d348e21021
als	w1_d348e21026
werden	w3_d348e21029
alle	w5_d348e21032
und	w7_d348e21035
jede,	w9_d348e21038
die	w11_d348e21041
obbesagtes	w13_d348e21045
Bräu	w15_d348e21048
haus	w1_d348e21053
in	w3_d348e21056
Bestand	w5_d348e21059
zu	w7_d348e21062
nehmen	w9_d348e21065
gedenken,	w11_d348e21068
an	w13_d348e21072
bestimm	w15_d348e21075
ten	w1_d348e21080
Tag	w3_d348e21083
fruh	w5_d348e21086
um	w7_d348e21089
9.	w9_d348e21092
Uhr,	w11_d348e21095
auf	w13_d348e21099
dem	w15_d348e21102
Kaiserlich	w17_d348e21105
Königlichen	w1_d348e21111
Raht=haus	w3_d348e21114
zu	w5_d348e21117
Laa	w7_d348e21120
erscheinen,	w9_d348e21123
und	w1_d348e21128
sich	w3_d348e21131
durch	w5_d348e21134
den	w7_d348e21137
Rahts=diener	w9_d348e21140
anmelden	w11_d348e21143
lassen,	w1_d348e21148
wo	w3_d348e21151
sodann	w5_d348e21154
die	w7_d348e21157
Licitation	w9_d348e21160
vorgenommen,	w11_d348e21163
und	w1_d348e21168
mit	w3_d348e21171
dem	w5_d348e21174
Meist=bietenden	w7_d348e21177
der	w9_d348e21180
Bestand	w11_d348e21183
ge	w13_d348e21187
schlossen	w1_d348e21193
werden	w3_d348e21196
solle.	w5_d348e21199
Actum	w7_d348e21202
Stadt	w9_d348e21205
Laa	w11_d348e21208
in	w13_d348e21212
Con	w15_d348e21215
silio	w1_d348e21220
den	w3_d348e21223
11.	w5_d348e21226
May	w7_d348e21229
1759.	w9_d348e21232
</p>
<p id="p14_d348e21235">
Auf	w1_d348e21239
dem	w3_d348e21242
17.	w5_d348e21245
May	w7_d348e21248
und	w9_d348e21251
folgende	w11_d348e21254
Täge,	w13_d348e21258
werden	w15_d348e21261
im	w1_d348e21266
Matzischen	w3_d348e21269
Haus	w5_d348e21272
auf	w7_d348e21275
dem	w9_d348e21278
Peter,	w11_d348e21281
zerschiedene	w13_d348e21285
wollene	w1_d348e21290
Waaren,	w3_d348e21293
als	w5_d348e21296
gestreift	w7_d348e21299
und	w9_d348e21302
geblumte	w11_d348e21305
Kallamank,	w1_d348e21311
glatte	w3_d348e21314
Sattins,	w5_d348e21317
Taboretes,	w7_d348e21320
Grisset,	w9_d348e21323
gestreifte	w1_d348e21328
Concent,	w3_d348e21331
ordinari	w5_d348e21334
Camelot,	w7_d348e21337
klar	w9_d348e21340
und	w11_d348e21343
</p>
<p id="p16_d348e21346">
grob=fädige	w1_d348e21350
Parcan,	w3_d348e21353
gefärbte	w5_d348e21356
Concent,	w7_d348e21359
Quinet	w9_d348e21362
weisse,	w1_d348e21367
grob=grün,	w3_d348e21370
halb=Castor,	w5_d348e21373
halb=Sarget	w7_d348e21376
Plusch,	w1_d348e21381
Tuch,	w3_d348e21384
Drogüct,	w5_d348e21387
gedruckte	w7_d348e21390
Bräm=flanel	w9_d348e21393
Boy,	w1_d348e21399
Schallon,	w3_d348e21402
Cardis,	w5_d348e21405
Schweitzer=zitzen,	w7_d348e21408
ganz	w9_d348e21411
Cotton,	w1_d348e21416
und	w3_d348e21419
andere	w5_d348e21422
wollene	w7_d348e21425
Waaren,	w9_d348e21428
dem	w11_d348e21431
Meist	w13_d348e21435
bietenden	w1_d348e21440
gegen	w3_d348e21443
baarer	w5_d348e21446
Bezahlung	w7_d348e21449
licitando	w9_d348e21452
hin	w11_d348e21455
dann	w1_d348e21460
gegeben,	w3_d348e21463
Vormittag	w5_d348e21466
von	w7_d348e21469
9.	w9_d348e21472
bis	w11_d348e21475
12.,	w13_d348e21479
und	w15_d348e21482
Nachmittag	w1_d348e21488
von	w3_d348e21491
3.	w5_d348e21494
bis	w7_d348e21497
6.	w9_d348e21500
Uhr.	w11_d348e21503
</p>
<p id="p18_d348e21506">
Den	w1_d348e21510
19.	w3_d348e21513
May	w5_d348e21516
dies	w7_d348e21519
Jahrs	w9_d348e21522
wird	w11_d348e21525
in	w13_d348e21529
der	w15_d348e21532
Karnt	w17_d348e21535
ner=strassen	w1_d348e21540
im	w3_d348e21543
Johannes=hof	w5_d348e21546
bey	w7_d348e21549
dem	w9_d348e21552
Löbl.	w11_d348e21555
Rit	w13_d348e21559
ter	w1_d348e21564
Commendä,	w3_d348e21567
St.	w1_d348e21573
Johannis	w3_d348e21576
Grund=buch	w5_d348e21579
in	w7_d348e21582
3.	w9_d348e21585
Stock	w1_d348e21590
der	w3_d348e21593
zu	w5_d348e21596
unter	w7_d348e21599
Lag	w9_d348e21602
ligend=Andre	w11_d348e21605
Voglische	w13_d348e21609
Hof,	w1_d348e21614
samt	w3_d348e21617
zugehör	w5_d348e21620
und	w7_d348e21623
Ueberländ	w9_d348e21626
Grund=stücken,	w11_d348e21629
fruhe	w1_d348e21634
um	w3_d348e21637
8.	w5_d348e21640
Uhr	w7_d348e21643
dem	w9_d348e21646
Meist=bietenden	w11_d348e21649
licitando	w13_d348e21653
verkauffet	w1_d348e21659
werden.	w3_d348e21662
</p>
<p id="p20_d348e21665">
Den	w1_d348e21669
28.	w3_d348e21672
dies	w5_d348e21675
Monats	w7_d348e21678
May,	w9_d348e21681
und	w11_d348e21684
die	w13_d348e21688
folgende	w15_d348e21691
Täge,	w1_d348e21696
Vormittag	w3_d348e21699
von	w5_d348e21702
8.	w7_d348e21705
bis	w9_d348e21708
11.	w11_d348e21711
dann	w13_d348e21715
Nachmit	w15_d348e21718
tag	w1_d348e21723
von	w3_d348e21726
2.	w5_d348e21729
bis	w7_d348e21732
5.	w9_d348e21735
Uhr,	w11_d348e21738
wird	w13_d348e21742
in	w15_d348e21745
der	w17_d348e21748
Landesfürstl.	w19_d348e21751
Stadt	w1_d348e21757
Korneuburg	w3_d348e21760
die	w5_d348e21763
von	w7_d348e21766
weyl.	w9_d348e21769
Frauen	w11_d348e21772
Theresia	w13_d348e21776
Weghoferin	w1_d348e21781
seel.	w3_d348e21784
hinterlassene	w5_d348e21787
grosse,	w7_d348e21790
mit	w9_d348e21793
Zim	w11_d348e21796
mern,	w1_d348e21801
Cammern,	w3_d348e21804
Schütt=kästen,	w5_d348e21807
Preß,	w7_d348e21810
und	w9_d348e21813
Kel	w11_d348e21816
lern	w1_d348e21821
wol	w3_d348e21824
versehene	w5_d348e21827
Behausung,	w7_d348e21830
sechs	w9_d348e21833
viertel	w11_d348e21836
Wein=gärten,	w1_d348e21842
bey	w3_d348e21845
400.	w5_d348e21848
Eimern	w7_d348e21851
guter	w9_d348e21854
alter	w11_d348e21857
Bisam	w13_d348e21861
berger	w1_d348e21866
Wein	w3_d348e21869
in	w5_d348e21872
eisernen	w7_d348e21875
Banden,	w9_d348e21878
sammt	w11_d348e21881
allen,	w13_d348e21885
in	w1_d348e21890
Gold,	w3_d348e21893
Silber,	w5_d348e21896
Meßing,	w7_d348e21899
Kupfer,	w9_d348e21902
Zinn,	w11_d348e21905
Eisen,	w13_d348e21909
Behtern,	w1_d348e21914
Tisch,	w3_d348e21917
Sesseln,	w5_d348e21920
Kästen,	w7_d348e21923
Bildern	w9_d348e21926
rc.	w11_d348e21929
bestehenden	w1_d348e21935
Mobilien,	w3_d348e21938
und	w5_d348e21941
übriger	w7_d348e21944
Hauseinrich	w9_d348e21947
tung	w1_d348e21952
licitando	w3_d348e21955
dem	w5_d348e21958
Meist=bietenden	w7_d348e21961
gegen	w9_d348e21964
alsogleich	w11_d348e21967
leistend	w1_d348e21972
baarer	w3_d348e21975
Bezahlung	w5_d348e21978
verkauffet	w7_d348e21981
werden,	w9_d348e21984
und	w11_d348e21987
haben	w1_d348e21992
sich	w3_d348e21995
die	w5_d348e21998
Liebhabere	w7_d348e22001
hierumen	w9_d348e22004
auf	w11_d348e22007
dem	w13_d348e22011
da	w15_d348e22014
selbstigen	w1_d348e22020
Raht=haus	w3_d348e22023
anzumelden.	w5_d348e22026
</p>
<p id="p22_d348e22029">
Den	w1_d348e22033
25.	w3_d348e22036
May	w5_d348e22039
dies	w7_d348e22042
Jahrs	w9_d348e22045
fruh	w11_d348e22048
um	w13_d348e22052
9.	w15_d348e22055
Uhr	w17_d348e22058
werden	w1_d348e22063
auf	w3_d348e22066
Verordnung	w5_d348e22069
der	w7_d348e22072
Hochlöbl.	w9_d348e22075
N.	w11_d348e22078
Oe.	w13_d348e22082
Regierung	w1_d348e22087
Weil.	w3_d348e22090
Herrn	w5_d348e22093
Joseph	w7_d348e22096
Christoph	w9_d348e22099
Muf	w11_d348e22102
fat,	w1_d348e22108
seel.	w3_d348e22111
eigentumlich	w5_d348e22114
geweste,	w7_d348e22117
in	w9_d348e22120
das	w11_d348e22123
Kloster	w13_d348e22127
Maurbachische	w1_d348e22132
Grund=buch	w3_d348e22135
dienstbare	w5_d348e22138
Weingar	w7_d348e22141
ten	w1_d348e22146
zu	w3_d348e22149
Gumpolds=kirchen	w5_d348e22152
in	w7_d348e22155
