<doc id="wr_1763-10-15" attrs="word" year="1763" month="10" day="15" corpus="2">
<head id="h2_d800e3755">
Niagara	w1_d800e3759
eines	w9_d800e7447
klu	w11_d800e7450
</p>
<p id="p16_d800e7453">
gen	w1_d800e7457
Königs	w3_d800e7460
in	w5_d800e7463
England,	w7_d800e7466
eines	w9_d800e7469
gegeneinander	w11_d800e7472
erhitzten	w1_d800e7477
Ministerii,	w3_d800e7480
eines	w5_d800e7483
in	w7_d800e7486
Factionen	w9_d800e7489
zer	w11_d800e7492
theilten	w1_d800e7497
Volks;	w3_d800e7500
alles	w5_d800e7503
aber	w7_d800e7506
ist	w9_d800e7509
darauf	w11_d800e7512
auf	w13_d800e7516
merksam,	w1_d800e7522
wie	w3_d800e7525
sich	w5_d800e7528
das	w7_d800e7531
Groß=britannische	w9_d800e7534
Parlament	w1_d800e7539
bey	w3_d800e7542
künftiger	w5_d800e7545
Sitzung	w7_d800e7548
diesfalls	w9_d800e7551
bezeigen	w1_d800e7556
werde.	w3_d800e7559
Mesk.	w1_d800e7564
</p>
<head id="h2_d800e7570">
Cölln	w1_d800e7574
6.	w3_d800e7577
Octob.	w5_d800e7580
</head>
<p id="p4_d800e7583">
Die	w1_d800e7587
hiesige	w3_d800e7590
freye	w5_d800e7593
Reichs=stadt,	w7_d800e7596
welche	w9_d800e7599
mit	w1_d800e7604
den	w3_d800e7607
zärtlichsten	w5_d800e7610
Gesinnungen	w7_d800e7613
allen	w9_d800e7616
Ge	w11_d800e7619
legenheiten	w1_d800e7624
entgegen	w3_d800e7627
gehet,	w5_d800e7630
um	w7_d800e7633
ihre	w9_d800e7636
gegen	w11_d800e7639
das	w1_d800e7645
allerhöchste	w3_d800e7648
Reichs=oberhaupt	w5_d800e7651
tragen	w7_d800e7654
de	w1_d800e7659
unterthänigste	w3_d800e7662
Devotion	w5_d800e7665
bestmöglichst	w7_d800e7668
zu	w9_d800e7671
bezeugen,	w1_d800e7676
begieng	w3_d800e7679
am	w5_d800e7682
4ten	w7_d800e7685
dieses,	w9_d800e7688
als	w11_d800e7691
an	w13_d800e7695
dem	w1_d800e7700
Feste	w3_d800e7703
des	w5_d800e7706
Heil.	w7_d800e7709
Francisci,	w9_d800e7712
den	w11_d800e7715
aller	w13_d800e7719
höchsten	w1_d800e7725
Namens=tag	w3_d800e7728
Sr.	w5_d800e7731
glorwürdigst	w7_d800e7734
regierenden	w1_d800e7739
Majestät,	w3_d800e7742
mit	w5_d800e7745
allen	w7_d800e7748
gewöhn	w9_d800e7751
lichen	w1_d800e7756
Feyerlichkeiten.	w3_d800e7759
Beym	w5_d800e7762
anbrechenden	w7_d800e7765
Tage	w1_d800e7770
ward	w3_d800e7773
dieses	w5_d800e7776
hohe	w7_d800e7779
Fest	w9_d800e7782
durch	w11_d800e7785
Abfeu	w13_d800e7789
rung	w1_d800e7795
aller	w3_d800e7798
Canonen	w5_d800e7801
auf	w7_d800e7804
den	w9_d800e7807
Stadt=wällen	w11_d800e7810
der	w1_d800e7815
hiesigen	w3_d800e7818
Burgerschaft,	w5_d800e7821
und	w7_d800e7824
der	w9_d800e7827
ganzen	w11_d800e7830
Gegend	w1_d800e7835
angekündiget.	w3_d800e7838
Ein	w5_d800e7841
Hoch=edel	w7_d800e7844
und	w9_d800e7847
Hoch=weiser	w1_d800e7852
Rath	w3_d800e7855
versammlete	w5_d800e7858
sich	w7_d800e7861
des	w9_d800e7864
Morgens	w1_d800e7870
um	w3_d800e7873
die	w5_d800e7876
gewöhnliche	w7_d800e7879
Stunde	w9_d800e7882
auf	w11_d800e7885
dem	w1_d800e7890
Rath=hause,	w3_d800e7893
vor	w5_d800e7896
welchem	w7_d800e7899
die	w9_d800e7902
hiesige	w11_d800e7905
Besatzung,	w1_d800e7910
samt	w3_d800e7913
den	w5_d800e7916
Grenadiers,	w7_d800e7919
mit	w9_d800e7922
flie	w11_d800e7925
genden	w1_d800e7930
Fahnen,	w3_d800e7933
rührenden	w5_d800e7936
Trommeln	w7_d800e7939
und	w9_d800e7942
klingendem	w1_d800e7948
Spiel	w3_d800e7951
in	w5_d800e7954
dem	w7_d800e7957
schönsten	w9_d800e7960
Aufzug	w11_d800e7963
paradirte.	w1_d800e7968
Den	w3_d800e7971
ganzen	w5_d800e7974
Morgen	w7_d800e7977
wurden	w9_d800e7980
in	w1_d800e7985
der	w3_d800e7988
prächtig	w5_d800e7991
behangenen	w7_d800e7994
Raths=capelle	w9_d800e7997
für	w1_d800e8002
die	w3_d800e8005
allertheureste	w5_d800e8008
Erhaltung	w7_d800e8011
Sr.	w9_d800e8014
Kai	w11_d800e8017
serl.	w1_d800e8023
Majestät	w3_d800e8026
sowol,	w5_d800e8029
als	w7_d800e8032
Dero	w9_d800e8035
Durchlaucht.	w11_d800e8038
Hauses,	w1_d800e8043
immerfort	w3_d800e8046
Heil.	w5_d800e8049
Messen	w7_d800e8052
gelesen.	w9_d800e8055
Um	w1_d800e8060
11.	w3_d800e8063
Uhr	w5_d800e8066
erhoben	w7_d800e8069
sich	w9_d800e8072
die	w11_d800e8075
Herren	w13_d800e8079
Bur	w15_d800e8082
germeister	w1_d800e8087
und	w3_d800e8090
Rath	w5_d800e8093
in	w7_d800e8096
Corpore	w9_d800e8099
nach	w11_d800e8102
vor	w13_d800e8106
gedachter	w1_d800e8112
Raths=capelle,	w3_d800e8115
allwo	w5_d800e8118
sie	w7_d800e8121
dem	w9_d800e8124
musikalischen	w1_d800e8129
Hoch=amte	w3_d800e8132
und	w5_d800e8135
Te	w7_d800e8138
Deum	w9_d800e8141
bey	w11_d800e8144
wohneten,	w1_d800e8149
bey	w3_d800e8152
dessen	w5_d800e8155
Haupt=theilen	w7_d800e8158
die	w9_d800e8161
unter	w1_d800e8166
den	w3_d800e8169
Waffen	w5_d800e8172
stehende	w7_d800e8175
Besatzung	w9_d800e8178
mit	w11_d800e8181
ungemeiner	w1_d800e8187
Fertigkeit	w3_d800e8190
allemal	w5_d800e8193
ihre	w7_d800e8196
Salve	w9_d800e8199
gab,	w1_d800e8204
und	w3_d800e8207
worauf	w5_d800e8210
die	w7_d800e8213
auf	w9_d800e8216
dem	w11_d800e8219
alten	w13_d800e8223
Markte	w15_d800e8226
aufgepflanzte	w1_d800e8231
Böller	w3_d800e8234
antworteten.	w5_d800e8237
Gegen	w7_d800e8240
Mittag,	w1_d800e8245
gleichwie	w3_d800e8248
auch	w5_d800e8251
bey	w7_d800e8254
der	w9_d800e8257
einfallenden	w11_d800e8260
Nacht	w1_d800e8266
Sali,	w1_d800e8271
M	w1_d800e8276
</p>
<p id="p8_d800e8281">
Nacht,	w1_d800e8285
wurden	w3_d800e8288
abermal	w5_d800e8291
alle	w7_d800e8294
Canonen	w9_d800e8297
auf	w11_d800e8300
den	w1_d800e8305
Stadt=wällen	w3_d800e8308
abgefeuret.	w5_d800e8311
</p>
<p id="p10_d800e8314">
Da	w1_d800e8318
ein	w3_d800e8321
Hoch=edler	w5_d800e8324
und	w7_d800e8327
Hoch=weiser	w9_d800e8330
Rath	w11_d800e8333
den	w1_d800e8338
bey	w3_d800e8341
der	w5_d800e8344
hiesigen	w7_d800e8347
Stadt	w9_d800e8350
und	w11_d800e8353
dem	w13_d800e8357
gan	w15_d800e8360
zen	w1_d800e8365
Westphälischen	w3_d800e8368
Creise	w5_d800e8371
accreditirten	w7_d800e8374
Kai	w9_d800e8377
serl.	w1_d800e8383
Kön.	w3_d800e8386
Residenten,	w5_d800e8389
Herrn	w7_d800e8392
von	w9_d800e8395
Bossart,	w11_d800e8398
durch	w1_d800e8403
einen	w3_d800e8406
Stadt=secretarium	w5_d800e8409
hatte	w7_d800e8412
einla	w9_d800e8415
den	w1_d800e8420
lassen,	w3_d800e8423
um	w5_d800e8426
an	w7_d800e8429
der,	w9_d800e8432
von	w11_d800e8435
Seiten	w13_d800e8439
der	w15_d800e8442
hiesigen	w17_d800e8445
freyen	w1_d800e8450
Reichs=stadt,	w3_d800e8453
gegen	w5_d800e8456
das	w7_d800e8459
allerhöchste	w9_d800e8462
Reichs=oberhaupt	w1_d800e8468
zu	w3_d800e8471
bezeugenden	w5_d800e8474
Ehrer	w7_d800e8477
bietung	w1_d800e8482
Antheil	w3_d800e8485
zu	w5_d800e8488
nehmen,	w7_d800e8491
erschien	w9_d800e8494
vor	w11_d800e8497
gedachter	w1_d800e8502
Minister	w3_d800e8505
um	w5_d800e8508
die	w7_d800e8511
abgeredete	w9_d800e8514
Stun	w11_d800e8517
de.	w1_d800e8522
So	w3_d800e8525
bald	w5_d800e8528
er	w7_d800e8531
anlangte,	w9_d800e8534
ward	w11_d800e8537
der	w13_d800e8541
Marsa	w15_d800e8544
geschlagen,	w1_d800e8550
und	w3_d800e8553
wurden	w5_d800e8556
ihm	w7_d800e8559
von	w9_d800e8562
der	w11_d800e8565
pa	w13_d800e8569
radirenden	w1_d800e8574
Besatzung	w3_d800e8577
alle	w5_d800e8580
militarische	w7_d800e8583
Eh	w9_d800e8586
ren=bezeugungen	w1_d800e8591
erwiesen.	w3_d800e8594
Beym	w5_d800e8597
Aus	w7_d800e8600
steigen	w1_d800e8605
ward	w3_d800e8608
der	w5_d800e8611
Herr	w7_d800e8614
Minister	w9_d800e8617
von	w11_d800e8620
zween	w13_d800e8624
der	w1_d800e8630
vornehmsten	w3_d800e8633
Raths=herren,	w5_d800e8636
hingegen	w7_d800e8639
unter	w1_d800e8644
dem	w3_d800e8647
Portal	w5_d800e8650
des	w7_d800e8653
Rath=hauses,	w9_d800e8656
von	w11_d800e8659
einem	w1_d800e8664
der	w3_d800e8667
Herrn	w5_d800e8670
Burgermeister	w7_d800e8673
empfangen,	w9_d800e8676
und	w1_d800e8681
in	w3_d800e8684
die	w5_d800e8687
Schickung	w7_d800e8690
begleitet.	w9_d800e8693
Da	w11_d800e8696
nun	w13_d800e8700
gemeldet	w1_d800e8706
ward,	w3_d800e8709
daß	w5_d800e8712
Burgermeister	w7_d800e8715
und	w9_d800e8718
Rath	w11_d800e8721
in	w1_d800e8726
der	w3_d800e8729
Raths=kapelle	w5_d800e8732
versammlet	w7_d800e8735
wären,	w9_d800e8738
folgten	w1_d800e8743
der	w3_d800e8746
Herr	w5_d800e8749
Resident	w7_d800e8752
auch	w9_d800e8755
dahin,	w11_d800e8758
un	w13_d800e8762
ter	w1_d800e8767
Begleitung	w3_d800e8770
vorerwehnter	w5_d800e8773
Herren	w7_d800e8776
Depu	w9_d800e8779
tirten,	w1_d800e8785
und	w3_d800e8788
wurden	w5_d800e8791
ihm	w7_d800e8794
von	w9_d800e8797
neuem	w11_d800e8800
die	w13_d800e8804
obi	w15_d800e8807
ge	w1_d800e8812
militarische	w3_d800e8815
Ehren=bezeugungen	w5_d800e8818
erwie	w7_d800e8821
sen.	w1_d800e8826
Jn	w3_d800e8829
dem	w5_d800e8832
Chor	w7_d800e8835
war	w9_d800e8838
eine	w11_d800e8841
mit	w13_d800e8845
Teppich	w15_d800e8848
belegte	w1_d800e8853
Bett=bank	w3_d800e8856
und	w5_d800e8859
Lehn=stuhl	w7_d800e8862
für	w9_d800e8865
den	w11_d800e8868
Kais.	w1_d800e8874
Kön.	w3_d800e8877
Herrn	w5_d800e8880
Residenten	w7_d800e8883
zubereitet,	w9_d800e8886
wo	w11_d800e8889
er	w1_d800e8894
dann	w3_d800e8897
dem	w5_d800e8900
feyerlichen	w7_d800e8903
Gottes=dienste	w9_d800e8906
bey	w11_d800e8909
wohnete,	w1_d800e8914
nach	w3_d800e8917
dessen	w5_d800e8920
Endigung	w7_d800e8923
er	w9_d800e8926
der	w11_d800e8929
er	w13_d800e8933
ste	w1_d800e8938
heraus	w3_d800e8941
gieng,	w5_d800e8944
auch,	w7_d800e8947
mit	w9_d800e8950
den	w11_d800e8953
obigen	w13_d800e8957
Ce	w15_d800e8960
remonien	w1_d800e8966
und	w3_d800e8969
unter	w5_d800e8972
den	w7_d800e8975
nämlichen	w9_d800e8978
Ehren	w11_d800e8981
bezeugungen,	w1_d800e8986
nach	w3_d800e8989
dem	w5_d800e8992
Rath=hause,	w7_d800e8995
und	w9_d800e8998
von	w1_d800e9003
da,	w3_d800e9006
wie	w5_d800e9009
bey	w7_d800e9012
seiner	w9_d800e9015
Ankunft,	w11_d800e9018
bis	w13_d800e9022
in	w15_d800e9025
die	w17_d800e9028
Kutsche,	w1_d800e9033
begleitet	w3_d800e9036
wurde.	w5_d800e9039
</p>
<head id="h2_d800e9046">
Kurz	w1_d800e9050
gefaßte	w3_d800e9053
Nachrichten.	w5_d800e9056
</head>
<p id="p4_d800e9059">
Zu	w1_d800e9063
Reval	w3_d800e9066
begieng	w5_d800e9069
am	w7_d800e9072
15.	w9_d800e9075
Aug.	w11_d800e9078
der	w13_d800e9082
Hr.	w15_d800e9085
Graf	w1_d800e9090
von	w3_d800e9093
Manteuffel	w5_d800e9096
mit	w7_d800e9099
seiner	w9_d800e9102
Gemahlin	w11_d800e9105
die	w1_d800e9110
goldene	w3_d800e9113
oder	w5_d800e9116
2te	w7_d800e9119
Hochzeit.	w9_d800e9122
Nach	w11_d800e9125
einer	w13_d800e9129
wol	w15_d800e9132
bedienten	w1_d800e9138
Tafel	w3_d800e9141
von	w5_d800e9144
150	w7_d800e9147
Couverts	w9_d800e9150
ward	w11_d800e9153
von	w13_d800e9157
diesem	w1_d800e9162
50=jährigen	w3_d800e9165
Ehe=paar	w5_d800e9168
selbst	w7_d800e9171
mit	w9_d800e9174
al	w11_d800e9177
</p>
<p id="p6_d800e9180">
de	w1_d800e9184
Maiekes	w3_d800e9187
der	w5_d800e9190
Boel	w7_d800e9193
wöint	w9_d800e9196
/	w11_d800e9199
dee	w13_d800e9203
d.	w15_d800e9206
Kinder,	w1_d800e9211
Enkel,	w3_d800e9214
und	w5_d800e9217
Ur=enkel	w7_d800e9220
in	w9_d800e9223
20.	w11_d800e9226
Paa	w13_d800e9230
ren	w1_d800e9235
folgeten.	w3_d800e9238
Uberhaupt	w5_d800e9241
wurden	w7_d800e9244
aus	w9_d800e9247
die	w11_d800e9250
ser	w1_d800e9256
so	w3_d800e9259
beglückten,	w5_d800e9262
als	w7_d800e9265
geseegneten	w9_d800e9268
Ehe	w11_d800e9271
in	w13_d800e9275
allem	w1_d800e9280
92.	w3_d800e9283
Sprossen	w5_d800e9286
gezählet.	w7_d800e9289
</p>
<p id="p8_d800e9292">
Die	w1_d800e9296
Vortheile,	w3_d800e9299
welche	w5_d800e9302
die	w7_d800e9305
See	w9_d800e9308
leute	w11_d800e9311
von	w13_d800e9315
den	w1_d800e9320
Citronen	w3_d800e9323
ziehen,	w5_d800e9326
sich	w7_d800e9329
vor	w9_d800e9332
dem	w11_d800e9335
Scor	w13_d800e9339
but	w1_d800e9344
zu	w3_d800e9347
schützen,	w5_d800e9350
sind	w7_d800e9353
bekannt,	w9_d800e9356
allein	w11_d800e9359
die	w13_d800e9363
Schwierigkeiten,	w1_d800e9369
sie	w3_d800e9372
zu	w5_d800e9375
erhalten,	w7_d800e9378
sonder	w9_d800e9381
lich	w1_d800e9386
auf	w3_d800e9389
langen	w5_d800e9392
Reisen,	w7_d800e9395
machten	w9_d800e9398
es,	w11_d800e9401
daß	w13_d800e9405
es	w1_d800e9410
oft	w3_d800e9413
daran	w5_d800e9416
gebricht.	w7_d800e9419
Diese	w9_d800e9422
Betrachtung	w11_d800e9425
verleitete	w1_d800e9430
den	w3_d800e9433
Herrn	w5_d800e9436
Faciot	w7_d800e9439
in	w9_d800e9442
Paris,	w11_d800e9445
auf	w13_d800e9449
Mittel	w1_d800e9455
zu	w3_d800e9458
denken,	w5_d800e9461
den	w7_d800e9464
Saft	w9_d800e9467
dieser	w11_d800e9470
Früchte	w13_d800e9474
vor	w1_d800e9479
dem	w3_d800e9482
Verderbniß	w5_d800e9485
zu	w7_d800e9488
bewahren.	w9_d800e9491
Er	w11_d800e9494
brache	w1_d800e9499
solchen	w3_d800e9502
in	w5_d800e9505
eine	w7_d800e9508
andere	w9_d800e9511
dauerhaftere	w11_d800e9514
Form,	w1_d800e9519
und	w3_d800e9522
gelunge	w5_d800e9525
ihm	w7_d800e9528
eine	w9_d800e9531
trockene	w11_d800e9534
un	w13_d800e9538
verwesliche	w1_d800e9544
einem	w3_d800e9547
Pulver	w5_d800e9550
ähnliche	w7_d800e9553
Limona	w9_d800e9556
de,	w1_d800e9561
welche	w3_d800e9564
mit	w5_d800e9567
Wasser	w7_d800e9570
angemacht	w9_d800e9573
wird,	w11_d800e9576
zu	w13_d800e9580
verfertigen,	w1_d800e9585
womit	w3_d800e9588
er	w5_d800e9591
schon	w7_d800e9594
jetzt	w9_d800e9597
auf	w11_d800e9600
Be	w13_d800e9604
fehl	w1_d800e9609
des	w3_d800e9612
Herrn	w5_d800e9615
Herzogs	w7_d800e9618
von	w9_d800e9621
Choiseul	w11_d800e9624
die	w13_d800e9628
Französische	w1_d800e9634
Schiffe	w3_d800e9637
verstehet.	w5_d800e9640
</p>
<p id="p10_d800e9643">
Ein	w1_d800e9647
gewisser	w3_d800e9650
Ferdinandi	w5_d800e9653
in	w7_d800e9656
Frankreich	w9_d800e9659
hat	w1_d800e9664
mit	w3_d800e9667
60.	w5_d800e9670
jungen	w7_d800e9673
Leuten,	w9_d800e9676
die	w11_d800e9679
er	w13_d800e9683
un	w15_d800e9686
ter	w1_d800e9691
dem	w3_d800e9694
Vorwande,	w5_d800e9697
es	w7_d800e9700
hätte	w9_d800e9703
ihm	w11_d800e9706
der	w13_d800e9710
Kö	w15_d800e9713
nig	w1_d800e9719
zu	w3_d800e9722
Errichtung	w5_d800e9725
eines	w7_d800e9728
Regiments	w9_d800e9731
Erlaub	w11_d800e9734
niß	w1_d800e9739
verliehen,	w3_d800e9742
an	w5_d800e9745
sich	w7_d800e9748
zu	w9_d800e9751
locken	w11_d800e9754
gewust,	w13_d800e9758
un	w15_d800e9761
längst	w1_d800e9766
das	w3_d800e9769
Cartheuser	w5_d800e9772
Begienen=kloster	w7_d800e9775
bey	w9_d800e9778
Grenoble,	w1_d800e9783
welches	w3_d800e9786
wegen	w5_d800e9789
seiner	w7_d800e9792
Reich	w9_d800e9795
tümer	w1_d800e9801
berühmt	w3_d800e9804
ist,	w5_d800e9807
zu	w7_d800e9810
bestehlen	w9_d800e9813
gesucht.	w11_d800e9816
Allein	w1_d800e9821
man	w3_d800e9824
hat	w5_d800e9827
ihn	w7_d800e9830
ertapt,	w9_d800e9833
und	w11_d800e9836
dahin	w13_d800e9840
ver	w15_d800e9843
urtheilt,	w1_d800e9848
auf	w3_d800e9851
die	w5_d800e9854
Galeeren	w7_d800e9857
geschmiedet	w9_d800e9860
zu	w11_d800e9863
werden.	w1_d800e9868
Einige	w3_d800e9871
seiner	w5_d800e9874
Mitschuldigen,	w7_d800e9877
wel	w9_d800e9880
che	w1_d800e9886
man	w3_d800e9889
gleichfallß	w5_d800e9892
entdeckt,	w7_d800e9895
und	w9_d800e9898
ertapt	w11_d800e9901
hat,	w1_d800e9906
haben	w3_d800e9909
ihren	w5_d800e9912
verdienten	w7_d800e9915
Lohn	w9_d800e9918
noch	w11_d800e9921
zu	w13_d800e9925
erwarten.	w1_d800e9930
</p>
<head id="h2_d800e9936">
Wien	w1_d800e9940
den	w3_d800e9943
15.	w5_d800e9946
Octob.	w7_d800e9949
1763.	w9_d800e9952
</head>
<p id="p4_d800e9955">
Mittwochs,	w1_d800e9959
als	w3_d800e9962
an	w5_d800e9965
dem	w7_d800e9968
Namens=tag	w9_d800e9971
2	w1_d800e9976
des	w3_d800e9979
Durchlaucht.	w5_d800e9982
Erzherzogs	w7_d800e9985
Max	w9_d800e9988
	w11_d800e9991
milian,	w1_d800e9996
waren	w3_d800e9999
die	w5_d800e10002
Herren	w7_d800e10005
Botschaftere	w9_d800e10008
und	w11_d800e10011
Gesandte	w1_d800e10017
von	w3_d800e10020
der	w5_d800e10023
Ablegung	w7_d800e10026
ihrer	w9_d800e10029
Glück	w11_d800e10032
wünsche	w1_d800e10037
entschuldiget,	w3_d800e10040
weilen	w5_d800e10043
Se.	w7_d800e10046
Kön.	w9_d800e10049
Ho	w11_d800e10052
</p>
<p id="p10_d800e10065">
beilt	w1_d800e10069
als	w3_d800e10072
von	w5_d800e10075
dem	w7_d800e10078
Fleber	w9_d800e10081
noch	w11_d800e10084
nicht	w13_d800e10088
vollon	w15_d800e10091
men	w1_d800e10096
hergestellet,	w3_d800e10099
selbige	w5_d800e10102
nicht	w7_d800e10105
selbst	w9_d800e10108
aufneh	w11_d800e10111
men	w1_d800e10116
konte.	w3_d800e10119
Zu	w5_d800e10122
Schönbrunn	w7_d800e10125
aber	w9_d800e10128
wurde	w11_d800e10131
dieses	w1_d800e10137
höchste	w3_d800e10140
Namens=fest	w5_d800e10143
in	w7_d800e10146
Campagne	w9_d800e10149
gela	w1_d800e10154
begaengen	w3_d800e10157
/	w5_d800e10160
allvo	w7_d800e10163
der	w9_d800e10166
hobe	w11_d800e10169
Adel	w13_d800e10173
die	w15_d800e10176
Aufwartung	w1_d800e10181
gemacht.	w3_d800e10184
</p>
<p id="p12_d800e10188">
Dito	w1_d800e10192
Nachts	w3_d800e10195
ist	w5_d800e10198
auf	w7_d800e10201
der	w9_d800e10204
sogenannten	w11_d800e10207
klei	w13_d800e10211
nen	w1_d800e10216
Schwechat	w3_d800e10219
eine	w5_d800e10222
Meile	w7_d800e10225
von	w9_d800e10228
hier	w11_d800e10231
eine	w13_d800e10235
ge	w15_d800e10238
fährliche	w1_d800e10243
Feuers=brunst	w3_d800e10246
bey	w5_d800e10249
dem	w7_d800e10252
dasigen	w9_d800e10255
Schmidt	w1_d800e10261
entstanden,	w3_d800e10264
welche	w5_d800e10267
nach	w7_d800e10270
1.	w9_d800e10273
Uhr	w11_d800e10276
in	w1_d800e10281
lobe	w3_d800e10284
Flammen	w5_d800e10287
ausgebrochen,	w7_d800e10290
und	w9_d800e10293
also	w11_d800e10296
um	w1_d800e10301
sich	w3_d800e10304
gefressen,	w5_d800e10307
daß	w7_d800e10310
8.	w9_d800e10313
Häuser	w11_d800e10316
in	w13_d800e10320
die	w15_d800e10323
Asche	w17_d800e10326
geleget,	w1_d800e10331
auch	w3_d800e10334
das	w5_d800e10337
Kloster	w7_d800e10340
der	w9_d800e10343
P.	w11_d800e10346
P.	w13_d800e10350
Capu	w15_d800e10353
ciner	w1_d800e10359
etwas	w3_d800e10362
berühret	w5_d800e10365
worden.	w7_d800e10368
Zum	w9_d800e10371
Un	w11_d800e10374
glück	w1_d800e10379
war	w3_d800e10382
eben	w5_d800e10385
Wochen=markt,	w7_d800e10388
da	w9_d800e10391
dann	w11_d800e10394
die	w1_d800e10399
vielen	w3_d800e10402
HenKörner	w5_d800e10405
und	w7_d800e10408
Fisch=wägen	w9_d800e10411
grossen	w1_d800e10416
Schaden	w3_d800e10419
gelitten	w5_d800e10422
haben.	w7_d800e10425
</p>
<p id="p14_d800e10428">
Donnerstag	w1_d800e10432
haben	w3_d800e10435
Se.	w5_d800e10438
Majest.	w7_d800e10441
der	w9_d800e10444
Kai	w11_d800e10447
ser	w1_d800e10452
mit	w3_d800e10455
denen	w5_d800e10458
Erzherzogen	w7_d800e10461
Joseph	w9_d800e10464
und	w11_d800e10467
Leo	w13_d800e10471
pold	w1_d800e10476
Königl.	w3_d800e10479
Hoheiten,	w5_d800e10482
Sr.	w7_d800e10485
Durchl.	w9_d800e10488
dem	w11_d800e10491
|	w13_d800e10495
|	w15_d800e10498
Prinzen	w1_d800e10504
Friederich	w3_d800e10507
zu	w5_d800e10510
Pfalz=zweybrücken,	w7_d800e10513
und	w1_d800e10518
einigen	w3_d800e10521
anderen	w5_d800e10524
hohen	w7_d800e10527
Cavalieren	w9_d800e10530
zu	w11_d800e10533
Schönbrunn	w1_d800e10538
das	w3_d800e10541
Fruhemal	w5_d800e10544
eingenommen,	w7_d800e10547
sodann	w1_d800e10552
sich	w3_d800e10555
nach	w5_d800e10558
Hennerstorf	w7_d800e10561
erhoben,	w9_d800e10564
um	w11_d800e10567
in	w13_d800e10571
dortigen	w1_d800e10577
Gegenden	w3_d800e10580
mit	w5_d800e10583
einer	w7_d800e10586
Schwein=hetze	w9_d800e10589
sich	w1_d800e10594
zu	w3_d800e10597
erlustigen,	w5_d800e10600
und	w7_d800e10603
sind	w9_d800e10606
Abends	w11_d800e10609
von	w13_d800e10613
dannen	w1_d800e10618
wieder	w3_d800e10621
zurück	w5_d800e10624
nach	w7_d800e10627
Schönbrunn	w9_d800e10630
ge	w11_d800e10633
kommen.	w1_d800e10638
</p>
<p id="p16_d800e10641">
Gesten	w1_d800e10645
hat	w3_d800e10648
Herr	w5_d800e10651
Graf	w7_d800e10654
von	w9_d800e10657
Flemming,	w11_d800e10660
welcher	w1_d800e10665
an	w3_d800e10668
dem	w5_d800e10671
hiesigen	w7_d800e10674
Hoflager	w9_d800e10677
mehrere	w11_d800e10680
Jahre	w1_d800e10685
als	w3_d800e10688
Königl.	w5_d800e10691
Pohln.	w7_d800e10694
und	w9_d800e10697
Chursäch	w11_d800e10700
sischer	w1_d800e10706
gevollmächtigter	w3_d800e10709
Minister	w5_d800e10712
gestanden,	w7_d800e10715
bey	w1_d800e10720
beeden	w3_d800e10723
Kaiserl.	w5_d800e10726
Majestäten	w7_d800e10729
seine	w9_d800e10732
Ab	w11_d800e10735
schieds=audienz	w1_d800e10740
gehabt.	w3_d800e10743
</p>
<p id="p18_d800e10746">
Den	w1_d800e10750
|12.	w3_d800e10753
des	w5_d800e10756
ist	w7_d800e10759
de	w9_d800e10762
Blehung	w11_d800e10765
der	w13_d800e10769
Loi	w15_d800e10772
terie	w1_d800e10777
allhier	w3_d800e10780
geschehen,	w5_d800e10783
und	w7_d800e10786
wurden	w9_d800e10789
die	w11_d800e10792
Nu	w13_d800e10796
meri	w1_d800e10801
43.	w3_d800e10804
84.	w5_d800e10807
65.	w7_d800e10810
74.	w9_d800e10813
und	w11_d800e10816
2.	w13_d800e10820
mit	w15_d800e10823
vielen	w17_d800e10826
beträchtlichen	w1_d800e10832
Ambi,	w3_d800e10835
Terni,	w5_d800e10838
und	w7_d800e10841
Estratti	w9_d800e10844
gehoben;	w1_d800e10849
wie	w3_d800e10852
dann	w5_d800e10855
bey	w7_d800e10858
dem	w9_d800e10861
sub	w11_d800e10864
Nro.	w13_d800e10868
9.	w15_d800e10871
in	w1_d800e10876
der	w3_d800e10879
Waldzeil	w5_d800e10882
angestellten	w7_d800e10885
Collector	w9_d800e10888
Jo	w11_d800e10891
seph	w1_d800e10896
Planinz,	w3_d800e10899
nebst	w5_d800e10902
zwey	w7_d800e10905
andern	w9_d800e10908
Terni,	w11_d800e10911
ei	w13_d800e10915
ner	w1_d800e10921
mit	w3_d800e10924
140.	w5_d800e10927
Ducaten,	w7_d800e10930
wie	w9_d800e10933
nichtminder	w11_d800e10936
ein	w1_d800e10941
Estratto	w3_d800e10944
desgleichen	w5_d800e10947
Betrags,	w7_d800e10950
bey	w9_d800e10953
je	w11_d800e10956
</p>
<p id="p20_d800e10959">
nem	w1_d800e10963
sub	w3_d800e10966
Nro.	w5_d800e10969
14.	w7_d800e10972
Johann	w9_d800e10975
Thadeus	w11_d800e10978
Ai	w13_d800e10982
schinger	w1_d800e10987
in	w3_d800e10990
der	w5_d800e10993
Schuller=strassen	w7_d800e10996
ein	w9_d800e10999
Terno	w11_d800e11002
mit	w1_d800e11007
180.	w3_d800e11010
Ducaten	w5_d800e11013
nebst	w7_d800e11016
einem	w9_d800e11019
Estratto	w11_d800e11022
mit	w13_d800e11026
500.	w1_d800e11032
fl.	w3_d800e11035
und	w5_d800e11038
bey	w7_d800e11041
dem	w9_d800e11044
sub	w11_d800e11047
Nro.	w13_d800e11051
50.	w15_d800e11054
