<doc id="edoc_wd_1781-12-29" attrs="word" year="1781" month="12" day="29" corpus="1">
<p id="p4">
Tausend	w24
von	w7218
der	w7219
Widerspruchsparthey	w7220
</p>
<p id="p61">
dörften	w7221
nur	w7222
in	w7223
das	w7224
Ministerium	w7225
über=setzt	w7226
<g/>
=
werden	w7228
<g/>
,
so	w7230
sind	w7231
wir	w7232
sicher	w7233
<g/>
,
daß	w7235
des	w7236
Hofes	w7237
Absichten	w7238
keinen	w7239
Rückgang	w7240
leiden	w7241
<g/>
.
England	w7243
kann	w7244
dermalen	w7245
mit	w7246
dem	w7247
Hause	w7248
Bourbon	w7249
keine	w7250
Vergleichspunkten	w7251
einge=hen	w7252
<g/>
=
<g/>
.
Der	w7255
künftige	w7256
Seezug	w7257
wird	w7258
wahr=scheinlicherweise	w7259
<g/>
=
erst	w7261
den	w7262
Streit	w7263
zwischen	w7264
uns	w7265
<g/>
,
und	w7267
den	w7268
Höfen	w7269
zu	w7270
Versailles	w7271
<g/>
,
und	w7273
Madrid	w7274
entscheiden	w7275
<g/>
.
Es	w7277
verhält	w7278
sich	w7279
nicht	w7280
also	w7281
zwischen	w7282
Eng	w7283
<g/>
=
und	w7285
Holland	w7286
<g/>
.
Die	w7288
Ausgleichung	w7289
zwischen	w7290
beyden	w7291
Mäch=ten	w7292
<g/>
=
wird	w7294
dermalen	w7295
für	w7296
eine	w7297
ausgemachte	w7298
Sache	w7299
angesehen	w7300
<g/>
.
Es	w7302
heißt	w7303
sogar	w7304
<g/>
,
un=ser	w7306
<g/>
=
Hof	w7308
werde	w7309
die	w7310
Jnsel	w7311
St	w7312
<g/>
.
Eustache	w7314
<g/>
,
auch	w7316
die	w7317
Kolonien	w7318
Berbices	w7319
und	w7320
Esseque=bo	w7321
<g/>
=
zurück	w7323
geben	w7324
<g/>
,
und	w7326
auf	w7327
die	w7328
Erfüllung	w7329
der	w7330
zwischen	w7331
beyden	w7332
Nationen	w7333
bestehen=den	w7334
<g/>
=
Verbindlichkeiten	w7336
<g/>
,
von	w7338
Seiten	w7339
der	w7340
Generalstaaten	w7341
Verzicht	w7342
thun	w7343
<g/>
;
die	w7345
ein	w7346
<g/>
=
und	w7348
andrerseits	w7349
gemachten	w7350
Beuten	w7351
sollen	w7352
den	w7353
Eroberern	w7354
verbleiben	w7355
<g/>
;
dagegen	w7357
aber	w7358
Jhre	w7359
Hochmögende	w7360
den	w7361
zwischen	w7362
den	w7363
Am=sterdamer	w7364
<g/>
=
Privatleuten	w7366
und	w7367
den	w7368
Sachwal=tern	w7369
<g/>
=
des	w7371
amerikanischen	w7372
Congresses	w7373
ge=machten	w7374
<g/>
=
vorläufigen	w7376
Traktat	w7377
mißbilligen	w7378
<g/>
.
So	w7380
lauten	w7381
wenigstens	w7382
die	w7383
deshalb	w7384
hier	w7385
herumgetragenen	w7386
Gerüchte	w7387
<g/>
.
</p>
<p id="p62">
Der	w7389
Admiral	w7390
Rodney	w7391
ist	w7392
wirklich	w7393
nach	w7394
Portsmouth	w7395
aufgebrochen	w7396
<g/>
,
von	w7398
da	w7399
er	w7400
mit	w7401
einem	w7402
Geschwader	w7403
von	w7404
Kriegsschif=fen	w7405
<g/>
=
<g/>
,
und	w7408
einer	w7409
zahlreichen	w7410
nach	w7411
West	w7412
<g/>
=
und	w7414
Ostindien	w7415
bestimmten	w7416
Kauffartheyflotte	w7417
absegeln	w7418
wird	w7419
<g/>
.
Der	w7421
General	w7422
Vaughan	w7423
ist	w7424
nicht	w7425
<g/>
,
wie	w7427
verlautete	w7428
<g/>
,
mit	w7430
ihm	w7431
abge=gangen	w7432
<g/>
=
<g/>
,
sondern	w7435
war	w7436
noch	w7437
gestern	w7438
mit	w7439
seinem	w7440
Bruder	w7441
<g/>
,
Lord	w7443
Lisbourne	w7444
<g/>
,
bey	w7446
Hofe	w7447
<g/>
.
Die	w7449
Nachrichten	w7450
aus	w7451
unsern	w7452
Jn=seln	w7453
<g/>
=
melden	w7455
<g/>
,
daß	w7457
<g/>
,
wie	w7459
man	w7460
vermuthete	w7461
<g/>
,
die	w7463
Feinde	w7464
bey	w7465
der	w7466
Rückkehre	w7467
des	w7468
Grafen	w7469
von	w7470
Grasse	w7471
in	w7472
den	w7473
dasigen	w7474
Gewässern	w7475
eine	w7476
Unternehmung	w7477
versuchen	w7478
dörften	w7479
<g/>
;
allein	w7481
<g/>
,
auf	w7483
Jamaika	w7484
sowohl	w7485
<g/>
,
als	w7487
auf	w7488
den	w7489
andern	w7490
Eiländern	w7491
hatte	w7492
man	w7493
die	w7494
nöthigen	w7495
Vor=kehrungen	w7496
<g/>
=
zu	w7498
einem	w7499
nachdrücklichen	w7500
Wi=derstande	w7501
<g/>
=
gemacht	w7503
<g/>
.
</p>
<p id="p63">
Die	w7505
wahre	w7506
Bestimmung	w7507
des	w7508
15	w7509
<g/>
.
Rei=henschiffe	w7511
<g/>
=
starken	w7513
Geschwaders	w7514
unter	w7515
dem	w7516
Admirale	w7517
Kempenfeld	w7518
ist	w7519
für	w7520
das	w7521
Publi=kum	w7522
<g/>
=
bisher	w7524
ein	w7525
Geheimniß	w7526
<g/>
.
Dasselbe	w7528
wird	w7529
auf	w7530
der	w7531
Höhe	w7532
von	w7533
Brest	w7534
vermuthet	w7535
<g/>
,
wenn	w7537
es	w7538
eigentlich	w7539
den	w7540
Auftrag	w7541
hat	w7542
<g/>
,
</p>
<p id="p64">
mit	w7544
dem	w7545
französischen	w7546
Geschwader	w7547
anzu=binden	w7548
<g/>
=
<g/>
.
Letzterer	w7551
wird	w7552
sicher	w7553
in	w7554
die	w7555
See	w7556
gestochen	w7557
haben	w7558
<g/>
,
wenn	w7560
ihm	w7561
keine	w7562
Gegen=befehle	w7563
<g/>
=
von	w7565
Hofe	w7566
zugegangen	w7567
sind	w7568
<g/>
.
Man	w7570
ist	w7571
folglich	w7572
eines	w7573
Seewesens	w7574
gewärtig	w7575
<g/>
.
Ein	w7577
französisches	w7578
Schif	w7579
<g/>
,
so	w7581
zum	w7582
Recog=nosciren	w7583
<g/>
=
ausgesandt	w7585
war	w7586
<g/>
,
ist	w7588
von	w7589
unserm	w7590
Geschwader	w7591
aufgebracht	w7592
<g/>
,
und	w7594
nach	w7595
Ply=mouth	w7596
<g/>
=
geschickt	w7598
worden	w7599
<g/>
.
Einige	w7601
vermu=then	w7602
<g/>
=
<g/>
,
Kempenfeld	w7605
gehe	w7606
dem	w7607
Commodore	w7608
Johnstone	w7609
entgegen	w7610
<g/>
;
andere	w7612
hingegen	w7613
sind	w7614
der	w7615
Meynung	w7616
<g/>
,
er	w7618
werde	w7619
die	w7620
Kauffarthey=flotte	w7621
<g/>
=
von	w7623
Quebec	w7624
einholen	w7625
<g/>
.
</p>
<p id="p65">
Der	w7627
brittische	w7628
Admiral	w7629
in	w7630
den	w7631
Dünen	w7632
soll	w7633
in	w7634
Arrest	w7635
seyn	w7636
<g/>
,
weil	w7638
er	w7639
den	w7640
hollän=dischen	w7641
<g/>
=
Admiral	w7643
<g/>
,
Grafen	w7645
von	w7646
Byland	w7647
<g/>
,
welcher	w7649
die	w7650
dänische	w7651
Flagge	w7652
aufgesteckt	w7653
hatte	w7654
<g/>
,
durch	w7656
die	w7657
Manche	w7658
gelassen	w7659
hat	w7660
<g/>
.
</p>
<p id="p66">
Am	w7662
7	w7663
<g/>
.
brachte	w7665
das	w7666
Unterhaus	w7667
die	w7668
Bill	w7669
wegen	w7670
verdächtiger	w7671
Personen	w7672
ins	w7673
Reine	w7674
<g/>
,
und	w7676
beschloß	w7677
in	w7678
der	w7679
Subsidiensache	w7680
<g/>
,
daß	w7682
4	w7683
Schilling	w7684
vom	w7685
Pf	w7686
<g/>
.
Sterl	w7688
<g/>
.
auf	w7690
den	w7691
Län=dereyen	w7692
<g/>
=
<g/>
,
imgleichen	w7695
die	w7696
Abgabe	w7697
vom	w7698
Malz	w7699
<g/>
,
Birn	w7701
<g/>
=
und	w7703
Aepfelwein	w7704
gehoben	w7705
werden	w7706
sollte	w7707
<g/>
.
Dieses	w7709
beträgt	w7710
2750000	w7711
Pf	w7712
<g/>
.
Sterl	w7714
<g/>
.
Am	w7716
10ten	w7717
wurde	w7718
diese	w7719
Entschließung	w7720
genehmigt	w7721
<g/>
.
</p>
<head id="hl22">
Anzeige	w7723
</head>
<head id="hl23">
von	w7724
der	w7725
Kunsthandlung	w7726
Artaria	w7727
und	w7728
Komp	w7729
<g/>
.
auf	w7731
dem	w7732
Kohlmarkt	w7733
<g/>
,
der	w7735
Michaelerkirche	w7736
gegenüber	w7737
<g/>
.
</head>
<p id="p67">
Wir	w7739
haben	w7740
zwar	w7741
vor	w7742
der	w7743
Ankunft	w7744
Jhrer	w7745
kais	w7746
<g/>
.
Hoheiten	w7748
des	w7749
Großfürst	w7750
und	w7751
Großfürstin	w7752
von	w7753
Rußland	w7754
<g/>
,
die	w7756
Portraits	w7757
dieser	w7758
hohen	w7759
Personen	w7760
in	w7761
Kupfer	w7762
stechen	w7763
<g/>
,
und	w7765
gleich	w7766
nach	w7767
der	w7768
Ankunft	w7769
herausgegeben	w7770
<g/>
;
allein	w7772
da	w7773
man	w7774
bey	w7775
ihrer	w7776
hohen	w7777
Anwesenheit	w7778
gefunden	w7779
<g/>
,
daß	w7781
die	w7782
2	w7783
Gemälde	w7784
<g/>
,
nach	w7786
welchen	w7787
sie	w7788
gestochen	w7789
worden	w7790
<g/>
,
nicht	w7792
am	w7793
besten	w7794
gleichten	w7795
<g/>
,
so	w7797
bestrebten	w7798
wir	w7799
uns	w7800
um	w7801
bes=sere	w7802
<g/>
=
<g/>
,
um	w7805
damit	w7806
nun	w7807
wahre	w7808
und	w7809
richtige	w7810
Bild=nisse	w7811
<g/>
=
besagter	w7813
kaiserl	w7814
<g/>
.
Hoheiten	w7816
zum	w7817
Vergnügen	w7818
der	w7819
Liebhaber	w7820
zu	w7821
liefern	w7822
<g/>
.
Das	w7824
vom	w7825
Großfür=sten	w7826
<g/>
=
ist	w7828
bereits	w7829
vorhanden	w7830
<g/>
,
und	w7832
zu	w7833
haben	w7834
<g/>
,
je=nes	w7836
<g/>
=
von	w7838
der	w7839
Großfürstin	w7840
wird	w7841
binnen	w7842
8	w7843
Tagen	w7844
fertig	w7845
seyn	w7846
<g/>
.
Der	w7848
ohnehin	w7849
genugsam	w7850
bekannte	w7851
Herr	w7852
J	w7853
<g/>
.
E	w7855
<g/>
.
Mansfeld	w7857
hat	w7858
sie	w7859
beyde	w7860
gestochen	w7861
<g/>
,
und	w7863
somit	w7864
glauben	w7865
wir	w7866
von	w7867
der	w7868
Nettigkeit	w7869
des	w7870
Stückes	w7871
<g/>
,
richtige	w7873
Zeichnung	w7874
<g/>
,
und	w7876
zuverlässige	w7877
Aehnlichkeit	w7878
hier	w7879
nicht	w7880
viel	w7881
anführen	w7882
zu	w7883
dörfen	w7884
<g/>
,
denn	w7886
die	w7887
verschiedene	w7888
bereits	w7889
herausgegebene	w7890
Sammlung	w7891
8vo	w7892
Portraits	w7893
werden	w7894
für	w7895
uns	w7896
das	w7897
Wort	w7898
führen	w7899
<g/>
,
und	w7901
sich	w7902
gewiß	w7903
von	w7904
den	w7905
Kopien	w7906
und	w7907
Nachgeahmten	w7908
<g/>
,
welche	w7910
nur	w7911
durch	w7912
die	w7913
Ver=zierung	w7914
<g/>
=
eines	w7916
<g/>
(
zu	w7918
allem	w7919
aber	w7920
dienlichen	w7921
<g/>
)
Na Namens	w7923
<g/>
=
</p>
<p id="p68">
mens	w7925
die	w7926
Gestalt	w7927
eines	w7928
etwas	w7929
grössern	w7930
For=mats	w7931
<g/>
=
bekommen	w7933
haben	w7934
<g/>
,
in	w7936
den	w7937
Augen	w7938
eines	w7939
jeden	w7940
Kenners	w7941
und	w7942
auch	w7943
Liebhabers	w7944
der	w7945
auf	w7946
Zeichnung	w7947
<g/>
,
Haltung	w7949
<g/>
,
und	w7951
das	w7952
Sanfte	w7953
der	w7954
Masse	w7955
<g/>
,
des	w7957
Schattens	w7958
und	w7959
Lichts	w7960
<g/>
,
ohne	w7962
von	w7963
der	w7964
Reine	w7965
der	w7966
Ausführung	w7967
zu	w7968
reden	w7969
<g/>
,
sehen	w7971
will	w7972
<g/>
,
sich	w7974
ziem=lich	w7975
<g/>
=
unterscheiden	w7977
werden	w7978
<g/>
.
Der	w7980
Preis	w7981
ist	w7982
wie	w7983
gewöhnlich	w7984
jedes	w7985
zu	w7986
24	w7987
kr	w7988
<g/>
.
alle	w7990
jene	w7991
aber	w7992
<g/>
,
die	w7994
die	w7995
erstern	w7996
gekauft	w7997
haben	w7998
<g/>
,
und	w8000
solche	w8001
zurück=bringen	w8002
<g/>
=
<g/>
,
oder	w8005
schicken	w8006
wollen	w8007
<g/>
,
bezahlen	w8009
nur	w8010
die	w8011
Hälfte	w8012
<g/>
.
<g/>
—
So	w8015
bald	w8016
als	w8017
möglich	w8018
wird	w8019
auch	w8020
das	w8021
Portrait	w8022
der	w8023
durchl	w8024
<g/>
.
Prinzessin	w8026
Elisabeth	w8027
von	w8028
Würtemberg	w8029
<g/>
,
und	w8031
von	w8032
der	w8033
regierenden	w8034
russi=schen	w8035
<g/>
=
Kaiserin	w8037
Maj	w8038
<g/>
.
in	w8040
gleicher	w8041
Grösse	w8042
und	w8043
Aus=führung	w8044
<g/>
=
folgen	w8046
<g/>
.
</p>
<p id="p69">
<g/>
„
Cleopatre	w8049
qui	w8050
montre	w8051
2	w8052
Auguste	w8053
la	w8054
Buste	w8055
de	w8056
Jules	w8057
Cæsar Caesar	w8058
<g/>
.
<g/>
“
Dedié	w8061
a	w8062
S	w8063
<g/>
.
A	w8065
Imp	w8066
<g/>
.
Ma-dame	w8068
<g/>
-
la	w8070
grande	w8071
Duchesse	w8072
de	w8073
Russie	w8074
<g/>
,
née	w8076
Princesse	w8077
de	w8078
Würtemberg	w8079
<g/>
&
c	w8081
<g/>
.
publiée	w8083
par	w8084
Ar-taria	w8085
<g/>
-
<g/>
&
Comp	w8088
<g/>
.
a	w8090
Vienne	w8091
<g/>
.
.Nach	w8093
dem	w8094
Ori=ginalgemälde	w8095
<g/>
=
des	w8097
Pompeo	w8098
Battoni	w8099
<g/>
,
welches	w8101
ich	w8102
in	w8103
der	w8104
k	w8105
<g/>
.
k	w8107
<g/>
.
Gallerie	w8109
im	w8110
Belvedere	w8111
befindet	w8112
<g/>
,
gestochen	w8114
von	w8115
Querin	w8116
Marck	w8117
<g/>
,
3	w8119
fl	w8120
<g/>
.
<g/>
—
Dieses	w8123
neue	w8124
prächtige	w8125
Blatt	w8126
macht	w8127
den	w8128
Gegentheil	w8129
zu	w8130
La	w8131
mort	w8132
de	w8133
Maré	w8134
<g/>
-
Antoine	w8136
<g/>
,
so	w8138
Wille	w8139
in	w8140
Pa=ris	w8141
<g/>
=
l	w8143
<g/>
.
J	w8145
<g/>
.
1778	w8147
verfertigte	w8148
<g/>
,
und	w8150
es	w8151
Sr	w8152
<g/>
.
k	w8154
<g/>
.
Ho=heit	w8156
<g/>
=
dem	w8158
Großfürsten	w8159
zueignete	w8160
<g/>
.
Herr	w8162
Marck	w8163
hat	w8164
sich	w8165
mit	w8166
seinem	w8167
Griffel	w8168
so	w8169
verhalten	w8170
<g/>
,
und	w8172
es	w8173
durch	w8174
unausgesetzte	w8175
Mühe	w8176
dahin	w8177
gebracht	w8178
<g/>
,
daß	w8180
dieses	w8181
Werk	w8182
neben	w8183
seinem	w8184
Kompagnon	w8185
herz=haft	w8186
<g/>
=
hängen	w8188
kann	w8189
<g/>
.
Das	w8191
weitere	w8192
Lob	w8193
<g/>
,
so	w8195
es	w8196
verdienen	w8197
mag	w8198
<g/>
,
mögen	w8200
Kenner	w8201
und	w8202
Kunst=freunde	w8203
<g/>
=
entscheiden	w8205
<g/>
.
</p>
<p id="p70">
XII	w8207
Lieder	w8208
aus	w8209
den	w8210
besten	w8211
Dichtern	w8212
<g/>
,
in	w8214
die	w8215
Musik	w8216
gesetzt	w8217
<g/>
,
beym	w8219
Klavier	w8220
zu	w8221
singen	w8222
<g/>
,
vom	w8224
Fürst	w8225
Esterhazyschen	w8226
Kapellmeister	w8227
Herrn	w8228
Jo=seph	w8229
<g/>
=
Haydn	w8231
<g/>
,
erster	w8233
Theil	w8234
<g/>
,
1	w8236
fl	w8237
<g/>
.
30	w8239
kr	w8240
<g/>
.
<g/>
—
Musik	w8243
und	w8244
Text	w8245
<g/>
,
alles	w8247
ist	w8248
deutlich	w8249
und	w8250
rein	w8251
ge=stochen	w8252
<g/>
=
<g/>
(
nicht	w8255
gedruckt	w8256
<g/>
)
<g/>
—
Auch	w8259
sind	w8260
die	w8261
6	w8262
ganz	w8263
neue	w8264
Quartetten	w8265
für	w8266
2	w8267
Violinen	w8268
<g/>
,
Viola	w8270
und	w8271
Violoncello	w8272
dieses	w8273
grossen	w8274
Mannes	w8275
in	w8276
größter	w8277
Beschäftigung	w8278
der	w8279
Auflage	w8280
<g/>
,
und	w8282
hoffen	w8283
es	w8284
in	w8285
ungefehr	w8286
4	w8287
Wochen	w8288
herausgeben	w8289
zu	w8290
können	w8291
<g/>
.
</p>
<head id="hl24">
Erinnerung	w8293
<g/>
.
</head>
<head id="hl25">
Bey	w8295
Math	w8296
<g/>
.
Domizy	w8298
<g/>
,
burgerl	w8300
<g/>
.
Buchbinder	w8302
<g/>
,
in	w8304
seinem	w8305
Gewölbe	w8306
bey	w8307
der	w8308
St	w8309
<g/>
.
Peterskirche	w8311
ist	w8312
zu	w8313
haben	w8314
<g/>
:
</head>
<p id="p71">
Theologische	w8316
Untersuchung	w8317
einiger	w8318
untheolo=gischen	w8319
<g/>
=
Meinungen	w8321
der	w8322
ehrwurdigen	w8323
P	w8324
<g/>
.
P	w8326
<g/>
.
Franziskaner	w8328
<g/>
,
3te	w8330
Auflage	w8331
<g/>
,
8vo	w8333
mit	w8334
einem	w8335
Kupfer	w8336
geziert	w8337
<g/>
,
gebund	w8339
<g/>
.
24	w8341
kr	w8342
<g/>
.
</p>
<head id="hl26">
Anzeige	w8344
<g/>
.
</head>
<p id="p72">
Jn	w8346
der	w8347
Geroldischen	w8348
Buchhandlung	w8349
am	w8350
Kohl=markt	w8351
<g/>
=
Nr	w8353
<g/>
.
138	w8355
<g/>
,
wie	w8357
auch	w8358
bey	w8359
Sebastian	w8360
Hartl	w8361
<g/>
,
bürgerl	w8363
<g/>
.
Buchbinder	w8365
<g/>
,
in	w8367
der	w8368
Singerstrasse	w8369
<g/>
,
in	w8371
</p>
<p id="p73">
seinem	w8372
Gewölbe	w8373
bekömmt	w8374
man	w8375
für	w8376
10	w8377
kr	w8378
<g/>
.
ge=bunden	w8380
<g/>
=
<g/>
:
</p>
<head id="hl27">
Meine	w8383
Wünsche	w8384
zum	w8385
neuen	w8386
Jahre	w8387
<g/>
.
</head>
<head id="hl28">
Difficile	w8389
est	w8390
Satyram	w8391
non	w8392
scribere	w8393
<g/>
.
</head>
<head id="hl29">
Anzei	w8395
</head>
<p id="p74">
Joseph	w8396
Leichamschneider	w8397
<g/>
,
burgerl	w8399
<g/>
.
Caffesieder	w8401
in	w8402
der	w8403
Leopoldstadt	w8404
Nr	w8405
<g/>
.
1	w8407
<g/>
,
macht	w8409
hiemit	w8410
dem	w8411
verehrungswürdigen	w8412
Publikum	w8413
zu	w8414
wissen	w8415
<g/>
,
daß	w8417
er	w8418
jüngst	w8419
die	w8420
allergnädigste	w8421
Erlaubniß	w8422
<g/>
,
im	w8424
ersten	w8425
Stock	w8426
<g/>
,
wo	w8428
man	w8429
sowohl	w8430
durch	w8431
das	w8432
Caffehaus	w8433
<g/>
,
als	w8435
ruckwerts	w8436
hinaufgehen	w8437
kan	w8438
<g/>
,
ein	w8440
Billard	w8441
zu	w8442
halten	w8443
<g/>
,
und	w8445
alle	w8446
erlaubte	w8447
Kommerzspiele	w8448
daselbst	w8449
zu	w8450
ge=ben	w8451
<g/>
=
<g/>
,
bewirket	w8454
hat	w8455
<g/>
.
Da	w8457
nun	w8458
in	w8459
dem	w8460
grossen	w8461
und	w8462
kleinen	w8463
daranstossenden	w8464
Zimmern	w8465
im	w8466
ersten	w8467
Stock	w8468
kein	w8469
Tabak	w8470
<g/>
,
wohl	w8472
aber	w8473
in	w8474
dem	w8475
allda	w8476
mit	w8477
einem	w8478
besondern	w8479
Eingang	w8480
für	w8481
die	w8482
Tabaksliebhaber	w8483
be=stimmten	w8484
<g/>
=
Kabinette	w8486
<g/>
,
gebraucht	w8488
wird	w8489
<g/>
:
so	w8491
wird	w8492
jederman	w8493
mit	w8494
allen	w8495
Gattungen	w8496
warmen	w8497
Geträn=kes	w8498
<g/>
=
sowohl	w8500
<g/>
,
als	w8502
mit	w8503
Erfrischungen	w8504
<g/>
,
bestens	w8506
be=dient	w8507
<g/>
=
werden	w8509
<g/>
.
</p>
<head id="hl30">
Herrschaftsgebäude	w8511
zu	w8512
verlassen	w8513
<g/>
.
</head>
<p id="p75">
Jn	w8515
dem	w8516
in	w8517
der	w8518
Leopoldstadt	w8519
an	w8520
der	w8521
Jäger=zelle	w8522
<g/>
=
liegend	w8524
vorhin	w8525
gewest	w8526
gräflich	w8527
Czerninisch=nunmehr	w8528
<g/>
=
aber	w8530
sogenannt	w8531
Wimmerischen	w8532
Gar=tengebäude	w8533
<g/>
=
Nr	w8535
<g/>
.
374	w8537
<g/>
.
ist	w8539
der	w8540
schöne	w8541
grosse	w8542
Saal	w8543
<g/>
,
sammt	w8545
10	w8546
Stück	w8547
regulairen	w8548
Nebenzimmern	w8549
<g/>
,
dann	w8551
einer	w8552
Kammer	w8553
<g/>
,
geräumigen	w8555
Kuchel	w8556
<g/>
,
und	w8558
dem	w8559
Keller	w8560
<g/>
;
auch	w8562
erfoderlichen	w8563
Falls	w8564
der	w8565
vorhande=nen	w8566
<g/>
=
noch	w8568
mehreren	w8569
Zugehör	w8570
täglich	w8571
nach	w8572
Be=lieben	w8573
<g/>
=
<g/>
,
tag	w8576
<g/>
=
wochen	w8578
<g/>
=
monat	w8580
<g/>
=
oder	w8582
jahrweise	w8583
in	w8584
Bestand	w8585
zu	w8586
verlassen	w8587
und	w8588
sich	w8589
deshalb	w8590
bey	w8591
dem	w8592
hierüber	w8593
gerichtl	w8594
<g/>
.
aufgestellten	w8596
Admini=strator	w8597
<g/>
=
Herrn	w8599
Joseph	w8600
Edlen	w8601
v	w8602
<g/>
.
Mayerberg	w8604
<g/>
,
k	w8606
<g/>
.
k	w8608
<g/>
.
Truchseß	w8610
<g/>
,
und	w8612
ni	w8613
<g/>
.
öst	w8615
<g/>
.
Landrath	w8617
<g/>
,
im	w8619
Kirchne=risch	w8620
<g/>
=
<g/>
=
oder	w8623
Leeberischen	w8624
Haus	w8625
Nr	w8626
<g/>
.
384	w8628
an	w8629
der	w8630
hohen	w8631
Brücke	w8632
anzumelden	w8633
<g/>
.
</p>
<head id="hl31">
Billard	w8635
zu	w8636
verkaufen	w8637
<g/>
.
</head>
<p id="p76">
Auf	w8639
der	w8640
Laimgrube	w8641
im	w8642
rothen	w8643
Krebs	w8644
ist	w8645
ein	w8646
sehr	w8647
schönes	w8648
auf	w8649
sächsische	w8650
Art	w8651
gearbeitetes	w8652
Bil=lard	w8653
<g/>
=
zu	w8655
verkaufen	w8656
<g/>
.
Die	w8658
Liebhaber	w8659
können	w8660
das	w8661
mehrere	w8662
beym	w8663
Wirth	w8664
daselbst	w8665
erfahren	w8666
<g/>
.
</p>
<head id="hl32">
Buchhandlung	w8668
zu	w8669
verkaufen	w8670
<g/>
.
</head>
<p id="p77">
Nachdem	w8672
sich	w8673
nun	w8674
unterschiedliche	w8675
Käufer	w8676
um	w8677
die	w8678
Krüchtensche	w8679
Universitäts	w8680
<g/>
=
Buchhandlung	w8682
all=hier	w8683
<g/>
=
im	w8685
Seizerhof	w8686
eingefunden	w8687
<g/>
,
worunter	w8689
einige	w8690
Meistbietenden	w8691
mit	w8692
ihren	w8693
darauf	w8694
gelegten	w8695
Prei=sen	w8696
<g/>
=
gleichstimmig	w8698
verharret	w8699
<g/>
;
als	w8701
werden	w8702
sowohl	w8703
die	w8704
gesammte	w8705
sich	w8706
schon	w8707
angemeldte	w8708
Herren	w8709
Käu=fer	w8710
<g/>
=
der	w8712
Krüchtenschen	w8713
Buchhandlung	w8714
<g/>
,
als	w8716
auch	w8717
jene	w8718
<g/>
,
welche	w8720
vielleicht	w8721
erst	w8722
neuerdings	w8723
zu	w8724
solchem	w8725
Kaufe	w8726
ein	w8727
Belieben	w8728
wagen	w8729
möchten	w8730
<g/>
,
höflich	w8732
ersucht	w8733
<g/>
,
längstens	w8735
bis	w8736
Ende	w8737
Jäners	w8738
1782	w8739
in	w8740
dem	w8741
nämlichen	w8742
Krüchtenschen	w8743
Buchhandlungs Buchhandlungsgewölbe	w8744
<g/>
=
</p>
<p id="p78">
gewölbe	w8746
im	w8747
Seizerhof	w8748
zu	w8749
erscheinen	w8750
<g/>
,
damit	w8752
end=lich	w8753
<g/>
=
<g/>
,
bis	w8756
auf	w8757
die	w8758
Haupterfodernissen	w8759
<g/>
,
der	w8761
Kauf	w8762
ofterwehnter	w8763
Buchhandlung	w8764
<g/>
,
mit	w8766
Vorwissen	w8767
aller	w8768
daran	w8769
theilnehmenden	w8770
Partheyen	w8771
zu	w8772
Stan=de	w8773
<g/>
=
komme	w8775
<g/>
.
</p>
<head id="hl33">
Bergkuren	w8777
zu	w8778
verkaufen	w8779
<g/>
.
</head>
<p id="p79">
Es	w8781
werden	w8782
neun	w8783
Kur	w8784
<g/>
(
von	w8786
dessen	w8787
Gruben	w8788
der	w8789
Zeit	w8790
eine	w8791
Guthabung	w8792
über	w8793
3000	w8794
fl	w8795
<g/>
.
vorhan=den	w8797
<g/>
=
<g/>
,
folglich	w8800
keine	w8801
Zubuß	w8802
mehr	w8803
zu	w8804
bezahlen	w8805
ist	w8806
<g/>
)
blos	w8808
um	w8809
die	w8810
bekannt	w8811
geringe	w8812
bergämtl	w8813
<g/>
.
Schä=tzung	w8815
<g/>
=
pr	w8817
<g/>
.
23	w8819
fl	w8820
<g/>
.
käuflich	w8822
hindangegeben	w8823
<g/>
,
und	w8825
ist	w8826
dieserwegen	w8827
das	w8828
mehrere	w8829
in	w8830
dem	w8831
hiesigen	w8832
Zei=tungskomtoir	w8833
<g/>
=
zu	w8835
erfahren	w8836
<g/>
.
</p>
<head id="hl34">
Pferde	w8838
zu	w8839
verkaufen	w8840
<g/>
.
</head>
<p id="p80">
Jn	w8842
Sr	w8843
<g/>
.
Excell	w8845
Graf	w8846
Traunischen	w8847
Behausung	w8848
in	w8849
der	w8850
obern	w8851
Schenkenstrasse	w8852
<g/>
,
Nr	w8854
<g/>
.
54	w8856
<g/>
,
stehen	w8858
vier	w8859
rappete	w8860
Hengsten	w8861
<g/>
,
15	w8863
bis	w8864
16	w8865
Fäust	w8866
hoch	w8867
<g/>
,
vierjäh=rig	w8869
<g/>
=
<g/>
;
dann	w8872
ein	w8873
lichtbrauner	w8874
Wallach	w8875
<g/>
,
16	w8877
Fäust	w8878
hoch	w8879
<g/>
,
und	w8881
auch	w8882
vierjährig	w8883
<g/>
,
welche	w8885
sowohl	w8886
in	w8887
der	w8888
Stadt	w8889
<g/>
,
als	w8891
auch	w8892
auf	w8893
dem	w8894
Lande	w8895
zu	w8896
gebrauchen	w8897
sind	w8898
<g/>
;
wer	w8900
also	w8901
ein	w8902
Belieben	w8903
trägt	w8904
<g/>
,
diese	w8906
Pferde	w8907
anzusehen	w8908
<g/>
,
und	w8910
zu	w8911
kaufen	w8912
<g/>
,
der	w8914
kan	w8915
sich	w8916
dießfalls	w8917
bey	w8918
dasigem	w8919
Hausmeister	w8920
anfragen	w8921
<g/>
.
</p>
